Orthogroup	NEMVE	CAPO3
OG0004985	NEMVE22448	CAPO304816
OG0004987	NEMVE10509	CAPO306240
OG0004988	NEMVE13432	CAPO305623
OG0004989	NEMVE14722	CAPO300323
OG0004990	NEMVE00215, NEMVE21079, NEMVE14471	CAPO305712
OG0004991	NEMVE05198	CAPO302271
OG0004992	NEMVE21226, NEMVE19613	CAPO301159
OG0004993	NEMVE14587	CAPO302747, CAPO306074
OG0004997	NEMVE04870, NEMVE21142	CAPO300456
OG0004999	NEMVE21935	CAPO302635
OG0005002	NEMVE14489	CAPO305114
OG0005003	NEMVE02750	CAPO303837
OG0005005	NEMVE24423	CAPO303017
OG0005006	NEMVE22541	CAPO301015
OG0005007	NEMVE11282	CAPO300658
OG0005009	NEMVE10859	CAPO303190
OG0005010	NEMVE25608	CAPO304378
OG0005014	NEMVE04481, NEMVE12690, NEMVE14836	CAPO307825
OG0005015	NEMVE22631	CAPO300946
OG0005016	NEMVE23924	CAPO305499
OG0005021	NEMVE13857	CAPO304690
OG0005038	NEMVE21936	CAPO301658
OG0005040	NEMVE05703, NEMVE15873	CAPO300876
OG0005044	NEMVE22165	CAPO307084
OG0005046	NEMVE24288	CAPO304846
OG0005047	NEMVE13364	CAPO305932
OG0005048	NEMVE00607, NEMVE24484	CAPO300857
OG0005053	NEMVE05596	CAPO302547
OG0005057	NEMVE21846	CAPO303573
OG0005058	NEMVE15777	CAPO306731
OG0005059	NEMVE18371	CAPO300063
OG0005061	NEMVE19746, NEMVE23632	CAPO306602
OG0005062	NEMVE18856	CAPO302106
OG0005064	NEMVE08493, NEMVE17776	CAPO300249
OG0005067	NEMVE21170	CAPO302289
OG0005068	NEMVE09278	CAPO306513
OG0005069	NEMVE11714, NEMVE05735	CAPO300204
OG0005071	NEMVE14769, NEMVE05258	CAPO305606
OG0005073	NEMVE24556	CAPO305547
OG0005075	NEMVE22600	CAPO307362
OG0005076	NEMVE19049	CAPO302885
OG0005077	NEMVE14220	CAPO302160
OG0005078	NEMVE03360	CAPO307983
OG0005079	NEMVE14064	CAPO303799
OG0005081	NEMVE04796	CAPO307065
OG0005083	NEMVE19791, NEMVE09115	CAPO302388
OG0005086	NEMVE07482	CAPO302959
OG0005088	NEMVE13405	CAPO307772
OG0005089	NEMVE15030	CAPO303888
OG0005090	NEMVE11209, NEMVE18162	CAPO303909
OG0005091	NEMVE08357	CAPO305179
OG0005092	NEMVE25357	CAPO301418
OG0005093	NEMVE10149	CAPO303716
OG0005094	NEMVE18917	CAPO303630
OG0005095	NEMVE14185	CAPO301660
OG0005096	NEMVE13847, NEMVE03089	CAPO301964
OG0005097	NEMVE09977	CAPO304365
OG0005099	NEMVE24801	CAPO305916
OG0005100	NEMVE10899	CAPO306219
OG0005103	NEMVE16506	CAPO300625
OG0005104	NEMVE09153	CAPO303053
OG0005106	NEMVE22627	CAPO301403
OG0005107	NEMVE20157, NEMVE08261	CAPO304194
OG0005108	NEMVE13396	CAPO301196
OG0005109	NEMVE04941	CAPO301209
OG0005111	NEMVE13580	CAPO302727
OG0005113	NEMVE25886, NEMVE21027	CAPO300389
OG0005114	NEMVE08411	CAPO305096
OG0005119	NEMVE01031	CAPO304215
OG0005120	NEMVE24047, NEMVE08257	CAPO304593
OG0005121	NEMVE07563	CAPO301715
OG0005124	NEMVE13707	CAPO305507
OG0005127	NEMVE23949	CAPO307277
OG0005128	NEMVE05698	CAPO305144
OG0005130	NEMVE12121, NEMVE07830	CAPO305368
OG0005132	NEMVE11409, NEMVE25901	CAPO300384
OG0005138	NEMVE13824	CAPO300009
OG0005139	NEMVE00951, NEMVE10974	CAPO302205
OG0005140	NEMVE14128, NEMVE16885	CAPO300700, CAPO302173
OG0005142	NEMVE07142, NEMVE12077	CAPO304715
OG0005143	NEMVE00974, NEMVE13415	CAPO304926
OG0005144	NEMVE06213	CAPO306416
OG0005145	NEMVE18108	CAPO302299
OG0005146	NEMVE05099	CAPO303659
OG0005147	NEMVE00982	CAPO302069
OG0005149	NEMVE10144	CAPO302171
OG0005150	NEMVE23996	CAPO301944
OG0005151	NEMVE13659	CAPO302626
OG0005152	NEMVE13218	CAPO307737
OG0005154	NEMVE25021	CAPO307643
OG0005155	NEMVE14140	CAPO304712
OG0005156	NEMVE06980	CAPO305254
OG0005157	NEMVE22505	CAPO301711
OG0005158	NEMVE06969	CAPO300547
OG0005160	NEMVE06389	CAPO300741
OG0005163	NEMVE09841	CAPO305704
OG0005164	NEMVE09725	CAPO307846
OG0005167	NEMVE02902, NEMVE22515	CAPO303298
OG0005168	NEMVE22833	CAPO306745
OG0005169	NEMVE05682	CAPO303886
OG0005172	NEMVE07425	CAPO306565
OG0005175	NEMVE02029	CAPO305645
OG0005178	NEMVE04033	CAPO300199
OG0005179	NEMVE07829	CAPO306190
OG0005180	NEMVE24053	CAPO308188
OG0005181	NEMVE23920	CAPO300793
OG0005182	NEMVE06200	CAPO300394
OG0005183	NEMVE14067	CAPO304256
OG0005184	NEMVE06431	CAPO307619
OG0005185	NEMVE11432	CAPO305409
OG0005187	NEMVE13161	CAPO300108
OG0005188	NEMVE12845, NEMVE06643	CAPO307366, CAPO308331
OG0005191	NEMVE09257	CAPO301264
OG0005192	NEMVE17292, NEMVE12464, NEMVE07764	CAPO302320
OG0005193	NEMVE11228, NEMVE24049, NEMVE08813	CAPO300973
OG0005194	NEMVE03180	CAPO306243
OG0005196	NEMVE19466	CAPO306636
OG0005200	NEMVE13636	CAPO307301
OG0005201	NEMVE02021	CAPO300421
OG0005202	NEMVE11837, NEMVE14473	CAPO300013
OG0005203	NEMVE13297	CAPO304416
OG0005205	NEMVE14634	CAPO302576
OG0005206	NEMVE07942	CAPO301965
OG0005208	NEMVE24981	CAPO303001
OG0005209	NEMVE22417	CAPO300492
OG0005210	NEMVE00129, NEMVE07336	CAPO301315
OG0005212	NEMVE14478	CAPO300331
OG0005214	NEMVE14753	CAPO304556
OG0005215	NEMVE24755	CAPO308114
OG0005216	NEMVE25879	CAPO304567
OG0005217	NEMVE13104	CAPO303096, CAPO306650
OG0005221	NEMVE22950, NEMVE21059	CAPO306723
OG0005222	NEMVE05750	CAPO305567
OG0005223	NEMVE16864, NEMVE07121	CAPO302922
OG0005224	NEMVE07924	CAPO300521
OG0005227	NEMVE13281	CAPO300666
OG0005228	NEMVE20296, NEMVE02199	CAPO300902
OG0005229	NEMVE05889	CAPO300950
OG0005230	NEMVE22091	CAPO305306
OG0005231	NEMVE05026, NEMVE04973	CAPO307526
OG0005233	NEMVE22334	CAPO307259
OG0005234	NEMVE23138	CAPO306586, CAPO305435
OG0005237	NEMVE14603, NEMVE02535	CAPO300405
OG0005238	NEMVE15748	CAPO307942
OG0005239	NEMVE24300, NEMVE14697	CAPO305851
OG0005240	NEMVE23501	CAPO302162
OG0005241	NEMVE00924	CAPO301367
OG0005243	NEMVE13722	CAPO302946
OG0005244	NEMVE24681	CAPO301413
OG0005245	NEMVE01979	CAPO305774
OG0005247	NEMVE13246, NEMVE14263	CAPO305218
OG0005249	NEMVE01081	CAPO306769
OG0005250	NEMVE19972	CAPO304032
OG0005251	NEMVE14226	CAPO306449
OG0005253	NEMVE12473, NEMVE21877, NEMVE17236	CAPO307867
OG0005254	NEMVE08513, NEMVE11856, NEMVE12824	CAPO304356
OG0005257	NEMVE01951	CAPO302797
OG0005258	NEMVE13606	CAPO301990
OG0005259	NEMVE14915	CAPO303873
OG0005261	NEMVE18820, NEMVE12103	CAPO305240
OG0005262	NEMVE10313	CAPO301884
OG0005265	NEMVE20433, NEMVE15978	CAPO305767
OG0005267	NEMVE13171	CAPO300315
OG0005268	NEMVE13154, NEMVE12596	CAPO302457
OG0005269	NEMVE23738	CAPO303868
OG0005271	NEMVE12492, NEMVE23422	CAPO303459
OG0005272	NEMVE08945	CAPO300142
OG0005273	NEMVE15021	CAPO302742
OG0005275	NEMVE17303	CAPO301557
OG0005277	NEMVE23614	CAPO302973, CAPO308033
OG0005278	NEMVE10247	CAPO306576, CAPO308328
OG0005279	NEMVE08263	CAPO304182
OG0005280	NEMVE14921	CAPO306635
OG0005285	NEMVE22305, NEMVE22017, NEMVE12118	CAPO302006
OG0005287	NEMVE07846	CAPO307607
OG0005289	NEMVE13264	CAPO304679
OG0005290	NEMVE22121	CAPO305632
OG0005292	NEMVE13978, NEMVE20613	CAPO300881
OG0005293	NEMVE11769, NEMVE01003	CAPO303402
OG0005294	NEMVE00896	CAPO306913
OG0005295	NEMVE22992	CAPO304907
OG0005298	NEMVE13862, NEMVE00037	CAPO307279
OG0005299	NEMVE14083	CAPO304069
OG0005300	NEMVE15071	CAPO304452
OG0005301	NEMVE18069	CAPO307444
OG0005303	NEMVE15202	CAPO304454
OG0005305	NEMVE03428	CAPO301003
OG0005309	NEMVE07005	CAPO306631
OG0005312	NEMVE10517	CAPO307454, CAPO303466
OG0005314	NEMVE07238	CAPO302074
OG0005315	NEMVE15760	CAPO302427
OG0005316	NEMVE13569	CAPO301704
OG0005317	NEMVE14531	CAPO307168
OG0005318	NEMVE14087, NEMVE12599	CAPO308249
OG0005322	NEMVE24403	CAPO308079
OG0005323	NEMVE05390	CAPO307349
OG0005324	NEMVE02099	CAPO303901
OG0005325	NEMVE21046, NEMVE18560, NEMVE18095, NEMVE18094	CAPO301092
OG0005326	NEMVE19394, NEMVE25692	CAPO303331
OG0005342	NEMVE21630	CAPO308274
OG0005346	NEMVE06111	CAPO307592
OG0005359	NEMVE08524	CAPO300630
OG0005360	NEMVE24149	CAPO303782
OG0005364	NEMVE06746	CAPO300756
OG0005365	NEMVE21047	CAPO303866
OG0005367	NEMVE02013	CAPO304113
OG0005370	NEMVE22407	CAPO303423
OG0005371	NEMVE13716	CAPO306407
OG0005374	NEMVE05694	CAPO300609
OG0005375	NEMVE14110	CAPO305216
OG0005377	NEMVE06548	CAPO307926
OG0005378	NEMVE14923	CAPO301284
OG0005379	NEMVE13439	CAPO303714
OG0005380	NEMVE16857	CAPO306791
OG0005381	NEMVE23937	CAPO301325
OG0005384	NEMVE14176	CAPO300411
OG0005385	NEMVE09424	CAPO305502
OG0005386	NEMVE14008	CAPO307872
OG0005388	NEMVE19846, NEMVE17179	CAPO301274
OG0005389	NEMVE04707	CAPO300599
OG0005390	NEMVE23291	CAPO301450
OG0005391	NEMVE24228, NEMVE12403	CAPO302409
OG0005393	NEMVE03135	CAPO302465
OG0005394	NEMVE09746	CAPO306444
OG0005395	NEMVE10566	CAPO302966
OG0005396	NEMVE13770, NEMVE12327	CAPO301185
OG0005398	NEMVE13488	CAPO301199
OG0005399	NEMVE19672	CAPO306277
OG0005400	NEMVE01303	CAPO301149
OG0005402	NEMVE14998	CAPO307246
OG0005403	NEMVE08821	CAPO303785
OG0005404	NEMVE13711	CAPO306644
OG0005405	NEMVE12916	CAPO304677
OG0005406	NEMVE13726	CAPO301050
OG0005408	NEMVE14356	CAPO306656
OG0005410	NEMVE14431	CAPO300140
OG0005412	NEMVE12334, NEMVE07116	CAPO300143
OG0005413	NEMVE20329, NEMVE22607	CAPO304093
OG0005414	NEMVE05119	CAPO301252, CAPO301167
OG0005417	NEMVE07985	CAPO302063
OG0005422	NEMVE13144	CAPO303205
OG0005424	NEMVE14286	CAPO305286
OG0005425	NEMVE22130	CAPO300175
OG0005427	NEMVE16623	CAPO301444
OG0005430	NEMVE17316	CAPO302295
OG0005431	NEMVE21109, NEMVE00911	CAPO304591
OG0005433	NEMVE01023	CAPO303786
OG0005434	NEMVE24214	CAPO302858
OG0005435	NEMVE22904	CAPO303045
OG0005437	NEMVE21721	CAPO308137
OG0005439	NEMVE13268	CAPO304206
OG0005440	NEMVE26026, NEMVE23527	CAPO303719
OG0005442	NEMVE20524, NEMVE06967	CAPO307582
OG0005443	NEMVE14162	CAPO305021
OG0005444	NEMVE22621	CAPO300488
OG0005446	NEMVE22502	CAPO300144
OG0005449	NEMVE01968	CAPO300543
OG0005450	NEMVE04631, NEMVE22782	CAPO302868
OG0005451	NEMVE14862	CAPO300480
OG0005455	NEMVE24879	CAPO301855
OG0005457	NEMVE20516, NEMVE17454	CAPO307831
OG0005461	NEMVE23510	CAPO307668
OG0005462	NEMVE24468	CAPO306835
OG0005463	NEMVE25457	CAPO303989
OG0005464	NEMVE18553	CAPO307986
OG0005465	NEMVE09135	CAPO300347
OG0005466	NEMVE13417	CAPO300596
OG0005467	NEMVE09512	CAPO305986
OG0005469	NEMVE15103	CAPO301614
OG0005470	NEMVE08170	CAPO300654
OG0005471	NEMVE17574	CAPO300819
OG0005474	NEMVE22052	CAPO304412
OG0005475	NEMVE00116	CAPO300271
OG0005478	NEMVE17684, NEMVE02004	CAPO305209
OG0005479	NEMVE14532	CAPO300550
OG0005480	NEMVE01818	CAPO307314
OG0005481	NEMVE12105, NEMVE16365	CAPO306697, CAPO301416
OG0005482	NEMVE09524	CAPO307925
OG0005483	NEMVE09606	CAPO304067
OG0005484	NEMVE25513	CAPO307524
OG0005486	NEMVE08818	CAPO300225
OG0005487	NEMVE13311, NEMVE20716	CAPO300444
OG0005488	NEMVE10989	CAPO301054
OG0005489	NEMVE06352	CAPO305322
OG0005490	NEMVE15001	CAPO300839
OG0005491	NEMVE15891	CAPO305898
OG0005493	NEMVE03139	CAPO304618
OG0005494	NEMVE20276, NEMVE23985	CAPO308140
OG0005495	NEMVE14014	CAPO305673
OG0005497	NEMVE19298	CAPO305501
OG0005498	NEMVE24787	CAPO303826
OG0005500	NEMVE14899	CAPO306535
OG0005503	NEMVE17209	CAPO307437
OG0005505	NEMVE19557	CAPO307588
OG0005506	NEMVE01938	CAPO307275
OG0005508	NEMVE14483	CAPO308142
OG0005509	NEMVE23243	CAPO300202
OG0005510	NEMVE05240, NEMVE00297	CAPO307083
OG0005511	NEMVE06467	CAPO304438
OG0005514	NEMVE18212, NEMVE20630	CAPO305223
OG0005516	NEMVE15131	CAPO305610
OG0005517	NEMVE05907	CAPO303557
OG0005518	NEMVE12270, NEMVE24038	CAPO300928
OG0005524	NEMVE21844	CAPO307077
OG0005525	NEMVE24754	CAPO305745
OG0005527	NEMVE01715, NEMVE09089, NEMVE12171	CAPO307337
OG0005528	NEMVE04812	CAPO302166
OG0005529	NEMVE05360	CAPO303996
OG0005533	NEMVE01936	CAPO308156
OG0005534	NEMVE10511	CAPO300248
OG0005535	NEMVE23214	CAPO306427
OG0005536	NEMVE25945	CAPO306899
OG0005537	NEMVE17735, NEMVE11592	CAPO305006
OG0005539	NEMVE15047	CAPO300487
OG0005541	NEMVE07765	CAPO302610
OG0005545	NEMVE14775	CAPO307853
OG0005550	NEMVE05781	CAPO303338
OG0005553	NEMVE07415	CAPO308016
OG0005554	NEMVE19424, NEMVE21796	CAPO307360
OG0005556	NEMVE21261, NEMVE14285	CAPO301726
OG0005558	NEMVE08298	CAPO301773
OG0005559	NEMVE19278	CAPO302392
OG0005560	NEMVE21325, NEMVE15697	CAPO302459
OG0005561	NEMVE14147	CAPO307649
OG0005562	NEMVE13599	CAPO300157
OG0005563	NEMVE13362, NEMVE12533	CAPO300985
OG0005564	NEMVE14553, NEMVE14276	CAPO307593
OG0005566	NEMVE21920, NEMVE12368	CAPO308091
OG0005569	NEMVE22877	CAPO301394
OG0005572	NEMVE22437	CAPO300415
OG0005574	NEMVE13871	CAPO305418
OG0005578	NEMVE07998	CAPO300834
OG0005580	NEMVE22749	CAPO308283
OG0005581	NEMVE08250	CAPO303973
OG0005582	NEMVE00898, NEMVE12286	CAPO306123
OG0005583	NEMVE13333	CAPO303824
OG0005584	NEMVE13371	CAPO302871
OG0005586	NEMVE23537, NEMVE22169, NEMVE21722	CAPO303784
OG0005588	NEMVE14078	CAPO305990
OG0005589	NEMVE09365	CAPO305989
OG0005590	NEMVE21941	CAPO302905
OG0005592	NEMVE13249	CAPO305870
OG0005593	NEMVE19470, NEMVE02421, NEMVE10680, NEMVE15156	CAPO302759
OG0005594	NEMVE13772, NEMVE17569	CAPO306885
OG0005595	NEMVE24148	CAPO306737
OG0005597	NEMVE11874, NEMVE06167	CAPO301334
OG0005598	NEMVE00076, NEMVE13856	CAPO300035
OG0005599	NEMVE06209, NEMVE12520	CAPO302061
OG0005600	NEMVE13328	CAPO300445
OG0005603	NEMVE15069	CAPO303949
OG0005604	NEMVE04889	CAPO303855
OG0005605	NEMVE19346	CAPO300782
OG0005608	NEMVE16522	CAPO303058
OG0005611	NEMVE24061	CAPO304396
OG0005613	NEMVE14558	CAPO301790
OG0005614	NEMVE03285	CAPO306809
OG0005615	NEMVE22399	CAPO302186
OG0005616	NEMVE05919	CAPO302310
OG0005617	NEMVE14623	CAPO300131
OG0005618	NEMVE09358	CAPO307702
OG0005620	NEMVE14729	CAPO306094
OG0005621	NEMVE05047	CAPO308123
OG0005622	NEMVE09250	CAPO307903
OG0005623	NEMVE09978	CAPO300779
OG0005624	NEMVE06828	CAPO300652
OG0005625	NEMVE12772, NEMVE13788	CAPO302221
OG0005626	NEMVE02395, NEMVE14768	CAPO308220
OG0005629	NEMVE03995, NEMVE13819	CAPO302575
OG0005630	NEMVE02111	CAPO301786, CAPO307219
OG0005631	NEMVE22831	CAPO300791
OG0005632	NEMVE11004	CAPO303472
OG0005633	NEMVE13712	CAPO302097
OG0005636	NEMVE14287	CAPO302060
OG0005637	NEMVE10842	CAPO305600
OG0005639	NEMVE12532, NEMVE21748	CAPO306397
OG0005642	NEMVE06116	CAPO307460
OG0005643	NEMVE23240	CAPO307244
OG0005644	NEMVE24184, NEMVE06976	CAPO303605
OG0005645	NEMVE21292, NEMVE13413, NEMVE00525	CAPO300279
OG0005649	NEMVE08781	CAPO304011
OG0005652	NEMVE13761	CAPO301437
OG0005656	NEMVE25719	CAPO306816
OG0005660	NEMVE13076, NEMVE12999	CAPO305277
OG0005681	NEMVE01950, NEMVE12509	CAPO302618
OG0005690	NEMVE05999, NEMVE02293	CAPO303792
OG0005692	NEMVE25673	CAPO306503
OG0005694	NEMVE07503	CAPO302741
OG0005695	NEMVE24999	CAPO303401
OG0005700	NEMVE23315	CAPO302108
OG0005701	NEMVE05123	CAPO304311
OG0005702	NEMVE21785	CAPO302394
OG0005703	NEMVE05111	CAPO307490
OG0005707	NEMVE02468	CAPO303751
OG0005708	NEMVE18782	CAPO306478
OG0005710	NEMVE11928, NEMVE07091	CAPO307544
OG0005712	NEMVE14707	CAPO302811
OG0005714	NEMVE16066	CAPO302016
OG0005715	NEMVE09774	CAPO302774
OG0005717	NEMVE10797	CAPO303289
OG0005719	NEMVE14711	CAPO300934
OG0005721	NEMVE20431, NEMVE15979	CAPO302442
OG0005723	NEMVE13732	CAPO301560
OG0005724	NEMVE16694	CAPO305737
OG0005725	NEMVE23028, NEMVE20234, NEMVE11864	CAPO304382
OG0005726	NEMVE13247, NEMVE20214	CAPO306255
OG0005728	NEMVE13776	CAPO300070
OG0005729	NEMVE12801, NEMVE05206, NEMVE19871	CAPO306373
OG0005731	NEMVE07981	CAPO304326
OG0005732	NEMVE11098	CAPO306509
OG0005733	NEMVE13320	CAPO307250
OG0005734	NEMVE12378, NEMVE14515	CAPO307857
OG0005735	NEMVE22451	CAPO306353
OG0005738	NEMVE22405	CAPO304853
OG0005744	NEMVE11969, NEMVE22641	CAPO302669
OG0005746	NEMVE21186, NEMVE14714	CAPO304136
OG0005749	NEMVE04089	CAPO300768
OG0005750	NEMVE09054	CAPO304369
OG0005751	NEMVE05662	CAPO302377
OG0005758	NEMVE07743	CAPO304832
OG0005759	NEMVE13996	CAPO305998
OG0005764	NEMVE01288, NEMVE24394	CAPO302285
OG0005770	NEMVE22242	CAPO306340
OG0005771	NEMVE25507	CAPO301571
OG0005774	NEMVE21829	CAPO303542
OG0005775	NEMVE14392	CAPO306153
OG0005776	NEMVE07966	CAPO303568, CAPO307316
OG0005777	NEMVE24326, NEMVE12823	CAPO300042
OG0005779	NEMVE20167, NEMVE24822	CAPO306436
OG0005781	NEMVE14416	CAPO303884
OG0005782	NEMVE01543	CAPO300230
OG0005783	NEMVE13901	CAPO303474
OG0005784	NEMVE19929, NEMVE04987, NEMVE20893	CAPO302307
OG0005787	NEMVE03826	CAPO307830
OG0005788	NEMVE24678	CAPO300037
OG0005789	NEMVE13313	CAPO303327
OG0005790	NEMVE06982	CAPO304988
OG0005792	NEMVE15437	CAPO301624
OG0005793	NEMVE16943	CAPO300669
OG0005794	NEMVE08832, NEMVE08845	CAPO302027
OG0005796	NEMVE06246	CAPO305004
OG0005797	NEMVE14037	CAPO301712
OG0005799	NEMVE10264	CAPO305503
OG0005800	NEMVE13587	CAPO303116
OG0005801	NEMVE24237	CAPO305293
OG0005803	NEMVE13133	CAPO307068
OG0005805	NEMVE16148, NEMVE23550	CAPO302538
OG0005807	NEMVE06359	CAPO304282
OG0005808	NEMVE01129	CAPO300610
OG0005811	NEMVE17134, NEMVE11119	CAPO304151
OG0005812	NEMVE14364	CAPO305500
OG0005814	NEMVE14624	CAPO301343
OG0005815	NEMVE25274	CAPO306106
OG0005817	NEMVE20440, NEMVE15052	CAPO300290
OG0005818	NEMVE14563	CAPO302009
OG0005819	NEMVE21808	CAPO301574
OG0005821	NEMVE23456	CAPO300824
OG0005823	NEMVE05430, NEMVE20888	CAPO300775
OG0005824	NEMVE14153	CAPO303629
OG0005825	NEMVE16739	CAPO302227
OG0005828	NEMVE23790	CAPO303954
OG0005831	NEMVE05152	CAPO302864
OG0005832	NEMVE22892	CAPO302018
OG0005834	NEMVE23957, NEMVE10656	CAPO306049, CAPO302406, CAPO305685, CAPO305497
OG0005835	NEMVE13878	CAPO306285
OG0005837	NEMVE14056	CAPO300250
OG0005840	NEMVE13747	CAPO305424
OG0005842	NEMVE14687	CAPO304596
OG0005843	NEMVE21067, NEMVE02036, NEMVE22320	CAPO307528
OG0005845	NEMVE13891	CAPO307070
OG0005847	NEMVE05655	CAPO305680
OG0005848	NEMVE22369	CAPO307829
OG0005849	NEMVE13138	CAPO303230
OG0005850	NEMVE13460	CAPO307194
OG0005851	NEMVE09355	CAPO302674
OG0005852	NEMVE01976	CAPO306738
OG0005853	NEMVE14317	CAPO305397
OG0005856	NEMVE01709	CAPO308178
OG0005857	NEMVE24466, NEMVE14208	CAPO301639
OG0005858	NEMVE13228	CAPO305203
OG0005859	NEMVE14832	CAPO307160
OG0005860	NEMVE13210	CAPO300029
OG0005863	NEMVE22266	CAPO304301
OG0005864	NEMVE04848	CAPO301932
OG0005865	NEMVE07679	CAPO303346
OG0005866	NEMVE05461	CAPO302021
OG0005869	NEMVE13626	CAPO305217
OG0005870	NEMVE14905	CAPO305120
OG0005872	NEMVE06649	CAPO301101
OG0005874	NEMVE23891	CAPO301503
OG0005875	NEMVE23453	CAPO307256
OG0005876	NEMVE23289	CAPO301107
OG0005877	NEMVE21342, NEMVE02516, NEMVE05591	CAPO303218
OG0005878	NEMVE02339, NEMVE14777	CAPO307565
OG0005879	NEMVE09579	CAPO305924
OG0005880	NEMVE22612	CAPO303914
OG0005884	NEMVE00229, NEMVE06571	CAPO302326
OG0005886	NEMVE17658	CAPO302755
OG0005887	NEMVE21713	CAPO307435, CAPO303666
OG0005888	NEMVE03064	CAPO305237
OG0005889	NEMVE14237	CAPO306476
OG0005890	NEMVE01492	CAPO303293
OG0005892	NEMVE05482	CAPO304793
OG0005893	NEMVE00948	CAPO302656
OG0005894	NEMVE01396	CAPO302802
OG0005897	NEMVE18801	CAPO306226
OG0005898	NEMVE02011	CAPO304352
OG0005899	NEMVE06363, NEMVE06372, NEMVE16370	CAPO306295
OG0005901	NEMVE22895	CAPO307343
OG0005902	NEMVE24968	CAPO305014, CAPO305124
OG0005903	NEMVE20145, NEMVE14098	CAPO306042
OG0005904	NEMVE14991, NEMVE20948, NEMVE20763	CAPO308290
OG0005907	NEMVE07086	CAPO306181
OG0005909	NEMVE21723	CAPO304980
OG0005910	NEMVE24624	CAPO304445
OG0005914	NEMVE13472	CAPO304812
OG0005915	NEMVE23084	CAPO301830
OG0005918	NEMVE23931	CAPO304132
OG0005921	NEMVE13582	CAPO301707
OG0005922	NEMVE13384	CAPO301561
OG0005923	NEMVE07997	CAPO302607
OG0005924	NEMVE05757	CAPO300900
OG0005925	NEMVE13945	CAPO304879
OG0005926	NEMVE09581	CAPO306981
OG0005929	NEMVE13193	CAPO308208
OG0005931	NEMVE24077	CAPO306162
OG0005932	NEMVE21824	CAPO300797
OG0005933	NEMVE09740	CAPO301858
OG0005936	NEMVE20278, NEMVE22195	CAPO302424
OG0005937	NEMVE03020	CAPO304550
OG0005940	NEMVE05329	CAPO300232
OG0005941	NEMVE18224	CAPO302544
OG0005943	NEMVE14522	CAPO304448
OG0005944	NEMVE11808, NEMVE01376	CAPO302321
OG0005946	NEMVE23066	CAPO302043
OG0005947	NEMVE14005	CAPO308067, CAPO304545
OG0005949	NEMVE05450	CAPO305776
OG0005950	NEMVE14694	CAPO302730
OG0005951	NEMVE25097	CAPO305823
OG0005952	NEMVE22482	CAPO302748
OG0005954	NEMVE08788	CAPO300472
OG0005955	NEMVE24056	CAPO308169
OG0005958	NEMVE06979	CAPO305231
OG0005959	NEMVE24867	CAPO303727
OG0005960	NEMVE13523	CAPO306619
OG0005961	NEMVE08178	CAPO301401
OG0005965	NEMVE06899	CAPO304971
OG0005966	NEMVE19178, NEMVE00025	CAPO303149
OG0005967	NEMVE22443	CAPO304145
OG0005968	NEMVE14434	CAPO307899
OG0005969	NEMVE13532	CAPO304815
OG0005970	NEMVE05887	CAPO300012
OG0005972	NEMVE18774	CAPO306254
OG0005973	NEMVE11820, NEMVE14031	CAPO301806
OG0005974	NEMVE14137	CAPO300269
OG0005975	NEMVE25600	CAPO301864
OG0005976	NEMVE13353	CAPO304330
OG0005977	NEMVE14569	CAPO302621
OG0005978	NEMVE22252	CAPO302579
OG0005980	NEMVE10708	CAPO302151
OG0005981	NEMVE09022	CAPO305244
OG0005982	NEMVE13477	CAPO302153
OG0005983	NEMVE19799	CAPO305305
OG0005984	NEMVE24779	CAPO303854
OG0005985	NEMVE24699, NEMVE20199	CAPO305361
OG0005986	NEMVE02799	CAPO306131
OG0005987	NEMVE21795	CAPO307262
OG0005988	NEMVE12558, NEMVE19559	CAPO306075
OG0005989	NEMVE00971	CAPO304449
OG0005993	NEMVE11171	CAPO301813
OG0005998	NEMVE05440	CAPO304281
OG0006000	NEMVE18781	CAPO304784
OG0006001	NEMVE14112	CAPO300287
OG0006002	NEMVE02860, NEMVE13122	CAPO300104
OG0006003	NEMVE06610	CAPO307004
OG0006005	NEMVE08968, NEMVE00870	CAPO300498
OG0006006	NEMVE24709	CAPO303456
OG0006008	NEMVE24474, NEMVE00275	CAPO304325
OG0006009	NEMVE06073	CAPO302680
OG0006011	NEMVE14656	CAPO305929
OG0006012	NEMVE23549	CAPO306003
OG0006013	NEMVE16371	CAPO306786
OG0006031	NEMVE14413	CAPO307805
OG0006059	NEMVE05469	CAPO306968
OG0006060	NEMVE21182, NEMVE04302, NEMVE06902, NEMVE04018, NEMVE04019	CAPO302999
OG0006062	NEMVE13363	CAPO305933
OG0006063	NEMVE13540	CAPO300774
OG0006064	NEMVE05721	CAPO304870
OG0006065	NEMVE25805	CAPO301967
OG0006066	NEMVE25661	CAPO300852
OG0006069	NEMVE24988	CAPO305608
OG0006072	NEMVE01149	CAPO303438
OG0006073	NEMVE04741	CAPO303232
OG0006074	NEMVE24416	CAPO305192
OG0006075	NEMVE05322	CAPO300591
OG0006079	NEMVE00907	CAPO300122
OG0006081	NEMVE06868, NEMVE06886	CAPO304015
OG0006084	NEMVE14424	CAPO303975
OG0006085	NEMVE25339	CAPO306971
OG0006087	NEMVE15939	CAPO307633
OG0006090	NEMVE19748, NEMVE13984	CAPO303628
OG0006094	NEMVE09647, NEMVE00091	CAPO301083
