Orthogroup	NEMVE	HUMAN
OG0003689	NEMVE15357	HUMAN12564, HUMAN17888
OG0003690	NEMVE15068	HUMAN08255, HUMAN08254, HUMAN08253
OG0003691	NEMVE21817, NEMVE16405	HUMAN27486
OG0003692	NEMVE20806, NEMVE11090	HUMAN26245
OG0003693	NEMVE09308	HUMAN05789, HUMAN05791, HUMAN05790, HUMAN21038
OG0003694	NEMVE22408	HUMAN01597
OG0003695	NEMVE01731	HUMAN29320, HUMAN28471
OG0003696	NEMVE11320	HUMAN26795
OG0003697	NEMVE17845	HUMAN10210, HUMAN10208, HUMAN13631
OG0003698	NEMVE22878	HUMAN03524, HUMAN27578
OG0003700	NEMVE05136, NEMVE03153	HUMAN10461, HUMAN13432, HUMAN13433
OG0003701	NEMVE05754	HUMAN21420
OG0003703	NEMVE24764	HUMAN04604, HUMAN09417, HUMAN09419
OG0003704	NEMVE24279	HUMAN14829, HUMAN01005
OG0003705	NEMVE23677	HUMAN26525
OG0003706	NEMVE16662	HUMAN24793
OG0003707	NEMVE04617	HUMAN10025, HUMAN28827, HUMAN10024
OG0003708	NEMVE07588	HUMAN00455
OG0003709	NEMVE18151	HUMAN15204, HUMAN15203
OG0003710	NEMVE22261	HUMAN29654, HUMAN22687
OG0003711	NEMVE13813, NEMVE21206	HUMAN09536
OG0003712	NEMVE13197	HUMAN20248, HUMAN10482
OG0003714	NEMVE13060	HUMAN00129, HUMAN00131, HUMAN00130
OG0003716	NEMVE13656	HUMAN21975
OG0003717	NEMVE06991	HUMAN00711, HUMAN24583
OG0003718	NEMVE22937	HUMAN18082
OG0003719	NEMVE08960	HUMAN01524
OG0003720	NEMVE13058	HUMAN02239, HUMAN24894
OG0003721	NEMVE18963	HUMAN04841
OG0003722	NEMVE01466, NEMVE20465	HUMAN01183, HUMAN29299
OG0003724	NEMVE13663, NEMVE17013, NEMVE22380	HUMAN00259
OG0003724	NEMVE03637	HUMAN00260
OG0003725	NEMVE14781	HUMAN28512, HUMAN00988, HUMAN00987, HUMAN28511
OG0003728	NEMVE23247	HUMAN01158
OG0003729	NEMVE25381	HUMAN17750
OG0003730	NEMVE15317, NEMVE13968	HUMAN03774
OG0003731	NEMVE23012	HUMAN14612, HUMAN14611
OG0003733	NEMVE13938, NEMVE18879	HUMAN28575
OG0003734	NEMVE22526	HUMAN29356, HUMAN29355
OG0003735	NEMVE02733	HUMAN05438
OG0003735	NEMVE23342	HUMAN05437
OG0003736	NEMVE22403	HUMAN11064
OG0003737	NEMVE15745	HUMAN29411, HUMAN02196
OG0003738	NEMVE24821, NEMVE25967	HUMAN12341
OG0003739	NEMVE09958	HUMAN17673
OG0003740	NEMVE22455	HUMAN04216, HUMAN04217
OG0003741	NEMVE00260, NEMVE22579	HUMAN15538
OG0003742	NEMVE13350, NEMVE15271	HUMAN26023, HUMAN06690, HUMAN06689
OG0003743	NEMVE21709	HUMAN07084, HUMAN07087, HUMAN07083, HUMAN07085
OG0003744	NEMVE05864	HUMAN29944, HUMAN20993, HUMAN20992
OG0003745	NEMVE24615	HUMAN19746, HUMAN19745, HUMAN19747, HUMAN19744
OG0003746	NEMVE04748	HUMAN18235, HUMAN12379
OG0003749	NEMVE22325	HUMAN06179
OG0003750	NEMVE13166	HUMAN18942, HUMAN18943
OG0003751	NEMVE03634, NEMVE10234	HUMAN02217, HUMAN02218, HUMAN02216
OG0003752	NEMVE01099, NEMVE09376	HUMAN28947, HUMAN09871
OG0003753	NEMVE23093	HUMAN13277, HUMAN13278, HUMAN13279, HUMAN10303, HUMAN10302
OG0003754	NEMVE12822, NEMVE01565	HUMAN04680, HUMAN06799
OG0003755	NEMVE07225	HUMAN13092
OG0003756	NEMVE08256	HUMAN11263
OG0003757	NEMVE25101	HUMAN15876
OG0003758	NEMVE24097	HUMAN12883, HUMAN12882, HUMAN06530, HUMAN06529, HUMAN06528
OG0003759	NEMVE07147	HUMAN11801, HUMAN24876
OG0003760	NEMVE25257	HUMAN13770, HUMAN13772, HUMAN13771, HUMAN16625, HUMAN16624
OG0003761	NEMVE06273	HUMAN09889, HUMAN28585
OG0003762	NEMVE13179	HUMAN13397, HUMAN10438, HUMAN10436, HUMAN10437, HUMAN10440
OG0003763	NEMVE18331	HUMAN25652
OG0003764	NEMVE01625, NEMVE08664	HUMAN13587, HUMAN13588
OG0003766	NEMVE12147	HUMAN19094, HUMAN19093
OG0003767	NEMVE24136	HUMAN28071, HUMAN28072
OG0003768	NEMVE13220	HUMAN06974, HUMAN06975
OG0003769	NEMVE25860	HUMAN08202
OG0003770	NEMVE14300	HUMAN05135, HUMAN05134
OG0003771	NEMVE24800	HUMAN13368, HUMAN13367, HUMAN20264
OG0003773	NEMVE23658	HUMAN10264, HUMAN12965
OG0003775	NEMVE06322	HUMAN22617
OG0003776	NEMVE25761	HUMAN19372, HUMAN19371
OG0003777	NEMVE13412	HUMAN18426, HUMAN12738, HUMAN26008
OG0003778	NEMVE22626	HUMAN16925, HUMAN19684, HUMAN19685
OG0003779	NEMVE22651	HUMAN11974
OG0003781	NEMVE25151	HUMAN22177, HUMAN03631, HUMAN03630, HUMAN03632
OG0003795	NEMVE20355, NEMVE20909, NEMVE06474	HUMAN29845
OG0003798	NEMVE14516	HUMAN17950, HUMAN06536
OG0003803	NEMVE24989	HUMAN02236
OG0003806	NEMVE14378	HUMAN10280
OG0003807	NEMVE13183	HUMAN10606, HUMAN10605
OG0003808	NEMVE11383	HUMAN00688, HUMAN00686
OG0003809	NEMVE22938	HUMAN22691
OG0003811	NEMVE12033, NEMVE10353	HUMAN22421, HUMAN22419
OG0003812	NEMVE18581	HUMAN29819
OG0003813	NEMVE22400	HUMAN22627, HUMAN18665
OG0003815	NEMVE13162	HUMAN25505, HUMAN15828
OG0003817	NEMVE12881, NEMVE22126	HUMAN21262, HUMAN21263
OG0003818	NEMVE20836, NEMVE05581	HUMAN07697
OG0003820	NEMVE18008	HUMAN28538, HUMAN28537
OG0003821	NEMVE22804	HUMAN01393, HUMAN20961
OG0003823	NEMVE13544	HUMAN16630, HUMAN16629
OG0003824	NEMVE12681, NEMVE22639	HUMAN27737
OG0003825	NEMVE06848	HUMAN25524, HUMAN25522
OG0003826	NEMVE08019	HUMAN11781
OG0003827	NEMVE22358	HUMAN01147
OG0003828	NEMVE13970	HUMAN29062
OG0003829	NEMVE16467, NEMVE20813, NEMVE16466	HUMAN01266
OG0003831	NEMVE24194	HUMAN22335
OG0003832	NEMVE07346	HUMAN01432, HUMAN01433, HUMAN01434, HUMAN06725, HUMAN20997
OG0003833	NEMVE22798	HUMAN27613
OG0003834	NEMVE25157	HUMAN14036, HUMAN11315
OG0003835	NEMVE19413, NEMVE21309	HUMAN16694
OG0003836	NEMVE04677	HUMAN22326, HUMAN24116
OG0003837	NEMVE15152	HUMAN13331
OG0003838	NEMVE07828	HUMAN07732, HUMAN07731, HUMAN22348
OG0003839	NEMVE09947	HUMAN02039
OG0003840	NEMVE14763, NEMVE17541	HUMAN09600, HUMAN01591, HUMAN09601
OG0003841	NEMVE13973	HUMAN24738
OG0003842	NEMVE22729	HUMAN06944, HUMAN06942, HUMAN06943, HUMAN06945
OG0003843	NEMVE14695	HUMAN17036
OG0003844	NEMVE24944	HUMAN28532
OG0003845	NEMVE01473	HUMAN13124
OG0003846	NEMVE07025	HUMAN17115, HUMAN27512, HUMAN17116
OG0003847	NEMVE04903	HUMAN12497
OG0003848	NEMVE03237	HUMAN02199
OG0003850	NEMVE14788	HUMAN00536, HUMAN00537, HUMAN00534, HUMAN00535
OG0003851	NEMVE13091	HUMAN02980, HUMAN02979
OG0003852	NEMVE07134	HUMAN10038, HUMAN10035, HUMAN23688, HUMAN10036
OG0003853	NEMVE09522	HUMAN25110, HUMAN25109
OG0003854	NEMVE18328	HUMAN15023, HUMAN10092, HUMAN10091
OG0003855	NEMVE01478	HUMAN01644, HUMAN01643
OG0003857	NEMVE20217, NEMVE25998	HUMAN10555
OG0003858	NEMVE07192	HUMAN25115
OG0003859	NEMVE25657	HUMAN16756, HUMAN16757, HUMAN16755
OG0003860	NEMVE07587	HUMAN02815, HUMAN02817, HUMAN02816
OG0003860	NEMVE05689	HUMAN02814
OG0003861	NEMVE05952	HUMAN19469
OG0003862	NEMVE14847	HUMAN17772
OG0003863	NEMVE15299	HUMAN03803, HUMAN03804
OG0003864	NEMVE12479, NEMVE05255	HUMAN15578, HUMAN15577
OG0003865	NEMVE08854	HUMAN21906, HUMAN06498
OG0003866	NEMVE14786	HUMAN29685, HUMAN05999, HUMAN29686
OG0003867	NEMVE14855	HUMAN26780
OG0003868	NEMVE23932	HUMAN14809, HUMAN02201
OG0003869	NEMVE25452	HUMAN12692
OG0003870	NEMVE09270	HUMAN16083, HUMAN16082
OG0003871	NEMVE01925	HUMAN07601
OG0003872	NEMVE06420	HUMAN19735
OG0003873	NEMVE07141	HUMAN02732
OG0003874	NEMVE23530	HUMAN01763
OG0003875	NEMVE04885	HUMAN04342
OG0003876	NEMVE06222, NEMVE12361	HUMAN28953, HUMAN28954
OG0003878	NEMVE17672	HUMAN01357
OG0003879	NEMVE00015	HUMAN09653
OG0003880	NEMVE18635	HUMAN05339
OG0003880	NEMVE21199	HUMAN21532, HUMAN21531
OG0003881	NEMVE21229, NEMVE25591	HUMAN00160
OG0003882	NEMVE25838	HUMAN27065
OG0003883	NEMVE24051	HUMAN22279, HUMAN22278
OG0003884	NEMVE04622	HUMAN09697
OG0003885	NEMVE07560	HUMAN25203, HUMAN24509
OG0003886	NEMVE07112	HUMAN12711, HUMAN02704
OG0003887	NEMVE13010	HUMAN10867, HUMAN10808, HUMAN01579
OG0003888	NEMVE07601	HUMAN19589, HUMAN19338
OG0003889	NEMVE16733, NEMVE20739, NEMVE16732, NEMVE16731, NEMVE23991	HUMAN10468, HUMAN10467
OG0003890	NEMVE01588	HUMAN17103, HUMAN24051
OG0003892	NEMVE22031, NEMVE14752	HUMAN02849, HUMAN02848
OG0003893	NEMVE17391	HUMAN17502
OG0003894	NEMVE13262	HUMAN29298
OG0003895	NEMVE10938	HUMAN13034
OG0003896	NEMVE05289	HUMAN12343, HUMAN25890, HUMAN25891, HUMAN25892, HUMAN25889
OG0003897	NEMVE01514	HUMAN18373, HUMAN18372
OG0003898	NEMVE00029, NEMVE20445	HUMAN21809, HUMAN21810
OG0003899	NEMVE25516	HUMAN28708, HUMAN28709
OG0003900	NEMVE17139	HUMAN04893, HUMAN04894, HUMAN04892
OG0003901	NEMVE14163	HUMAN25158, HUMAN00514
OG0003903	NEMVE22012, NEMVE25716	HUMAN22257
OG0003904	NEMVE13657	HUMAN14015, HUMAN09983, HUMAN09982, HUMAN09984
OG0003905	NEMVE07644	HUMAN06891
OG0003906	NEMVE08844	HUMAN14951
OG0003908	NEMVE15062	HUMAN22926
OG0003908	NEMVE13469	HUMAN06953, HUMAN06952, HUMAN06951
OG0003909	NEMVE12977	HUMAN16634
OG0003910	NEMVE11947, NEMVE14228	HUMAN00725
OG0003911	NEMVE13548	HUMAN18913
OG0003912	NEMVE23480	HUMAN18812, HUMAN11530, HUMAN11531
OG0003913	NEMVE06219	HUMAN22057
OG0003914	NEMVE12983	HUMAN09922
OG0003915	NEMVE13987	HUMAN07885, HUMAN30288
OG0003916	NEMVE04869	HUMAN07943, HUMAN28011
OG0003917	NEMVE07359	HUMAN17384
OG0003918	NEMVE15132	HUMAN24389, HUMAN22575
OG0003919	NEMVE10991	HUMAN18229
OG0003920	NEMVE13794	HUMAN00591, HUMAN00592
OG0003921	NEMVE13546, NEMVE03026	HUMAN27803
OG0003922	NEMVE11796	HUMAN21903, HUMAN21904
OG0003923	NEMVE01001, NEMVE12285	HUMAN18230
OG0003925	NEMVE14404	HUMAN00566, HUMAN00563, HUMAN00564, HUMAN00565
OG0003926	NEMVE18036	HUMAN00418
OG0003927	NEMVE14203, NEMVE11015, NEMVE11697	HUMAN07340, HUMAN07339
OG0003929	NEMVE15034	HUMAN11590, HUMAN11588, HUMAN11589, HUMAN11587
OG0003930	NEMVE11142	HUMAN06982, HUMAN06981, HUMAN06983
OG0003931	NEMVE05283	HUMAN10525, HUMAN10524, HUMAN29902
OG0003933	NEMVE16001	HUMAN21430, HUMAN07048
OG0003934	NEMVE10808	HUMAN16284
OG0003935	NEMVE04906, NEMVE10377, NEMVE06933	HUMAN08472, HUMAN08471
OG0003936	NEMVE07930	HUMAN11264
OG0003937	NEMVE18859	HUMAN03795, HUMAN27601
OG0003938	NEMVE14790	HUMAN16018
OG0003939	NEMVE25295, NEMVE20805, NEMVE20363	HUMAN02684
OG0003940	NEMVE16875	HUMAN04396
OG0003941	NEMVE17560	HUMAN07026
OG0003941	NEMVE08171	HUMAN07027
OG0003941	NEMVE17561	HUMAN21009
OG0003942	NEMVE22462	HUMAN25725
OG0003944	NEMVE25693, NEMVE10205, NEMVE21561	HUMAN21868
OG0003945	NEMVE14589	HUMAN05797, HUMAN05796, HUMAN24950
OG0003946	NEMVE09626	HUMAN03504, HUMAN03508, HUMAN22287
OG0003947	NEMVE01496, NEMVE12187	HUMAN22108, HUMAN27709
OG0003948	NEMVE19651	HUMAN17355
OG0003949	NEMVE07570, NEMVE23133, NEMVE11025	HUMAN25455, HUMAN25454
OG0003950	NEMVE04576	HUMAN03842, HUMAN03843
OG0003951	NEMVE21774	HUMAN20874
OG0003952	NEMVE24632	HUMAN25061
OG0003954	NEMVE08288, NEMVE00930	HUMAN28199, HUMAN16670
OG0003955	NEMVE06429	HUMAN23068
OG0003957	NEMVE06353, NEMVE09576	HUMAN25496, HUMAN14055
OG0003958	NEMVE15102	HUMAN03241, HUMAN23908, HUMAN27697
OG0003959	NEMVE23777	HUMAN29359
OG0003961	NEMVE15127	HUMAN00898
OG0003962	NEMVE16096, NEMVE01907	HUMAN30606, HUMAN07757, HUMAN22850, HUMAN23998
OG0003964	NEMVE15732	HUMAN29141, HUMAN02159
OG0003965	NEMVE25502	HUMAN00594, HUMAN00595, HUMAN00593
OG0003966	NEMVE13810	HUMAN19472, HUMAN19475, HUMAN19474, HUMAN19476, HUMAN19471
OG0003967	NEMVE23105	HUMAN10627
OG0003968	NEMVE08572	HUMAN01462, HUMAN01977
OG0003969	NEMVE07890	HUMAN08409
OG0003970	NEMVE23326	HUMAN07324
OG0003971	NEMVE22272	HUMAN29506
OG0003973	NEMVE14779	HUMAN08329, HUMAN18737
OG0003974	NEMVE22748	HUMAN24977, HUMAN06043, HUMAN06042, HUMAN03960
OG0003997	NEMVE05978	HUMAN23065
OG0003998	NEMVE00894	HUMAN17020
OG0003999	NEMVE21965	HUMAN27199, HUMAN27198
OG0004002	NEMVE18518	HUMAN02677
OG0004004	NEMVE06251	HUMAN21663, HUMAN11010
OG0004005	NEMVE23848	HUMAN16556, HUMAN16557, HUMAN16560, HUMAN16558
OG0004006	NEMVE20989, NEMVE11118	HUMAN02087
OG0004007	NEMVE02737	HUMAN28701
OG0004007	NEMVE13953	HUMAN01069, HUMAN23295
OG0004009	NEMVE21729	HUMAN22781, HUMAN03273
OG0004010	NEMVE14978, NEMVE12830	HUMAN23360
OG0004011	NEMVE25743	HUMAN03321, HUMAN27684
OG0004012	NEMVE12899, NEMVE22318	HUMAN24339, HUMAN24338, HUMAN24337
OG0004014	NEMVE25034, NEMVE18256	HUMAN18181
OG0004015	NEMVE09359	HUMAN01156
OG0004016	NEMVE13204	HUMAN06482
OG0004017	NEMVE14537	HUMAN10876
OG0004019	NEMVE05373	HUMAN16041, HUMAN16043, HUMAN16042
OG0004020	NEMVE22667	HUMAN18327, HUMAN18326
OG0004021	NEMVE03953, NEMVE00245, NEMVE06416	HUMAN11780, HUMAN11779
OG0004022	NEMVE22354, NEMVE07265	HUMAN29670, HUMAN29669
OG0004023	NEMVE10125	HUMAN27981, HUMAN11239, HUMAN11240, HUMAN11242
OG0004024	NEMVE24877	HUMAN21511, HUMAN21514, HUMAN21515
OG0004025	NEMVE14321	HUMAN22133
OG0004028	NEMVE00045, NEMVE01939	HUMAN03299
OG0004030	NEMVE09561	HUMAN10251, HUMAN10252
OG0004031	NEMVE09520	HUMAN15780
OG0004032	NEMVE11647, NEMVE08726	HUMAN30274, HUMAN07906
OG0004033	NEMVE05049	HUMAN02667
OG0004034	NEMVE13874, NEMVE06071	HUMAN09933, HUMAN09932
OG0004035	NEMVE23476	HUMAN18569
OG0004036	NEMVE22269	HUMAN00606, HUMAN30598, HUMAN05435
OG0004037	NEMVE24489	HUMAN18538, HUMAN18540
OG0004038	NEMVE25168	HUMAN14761
OG0004039	NEMVE05684	HUMAN25332
OG0004039	NEMVE15872	HUMAN25333
OG0004040	NEMVE01924	HUMAN22331
OG0004041	NEMVE07183	HUMAN18706
OG0004042	NEMVE24907	HUMAN04449
OG0004043	NEMVE25672	HUMAN25302, HUMAN25301, HUMAN25303
OG0004044	NEMVE14670	HUMAN20694
OG0004045	NEMVE22942	HUMAN03490
OG0004046	NEMVE20796, NEMVE25121, NEMVE16185	HUMAN07172, HUMAN07174, HUMAN07173
OG0004047	NEMVE14207	HUMAN13570
OG0004048	NEMVE04894	HUMAN22101, HUMAN22100
OG0004049	NEMVE18922, NEMVE10123, NEMVE15272, NEMVE05060	HUMAN05306, HUMAN25326
OG0004050	NEMVE24654	HUMAN20375
OG0004051	NEMVE16748	HUMAN12917, HUMAN17896, HUMAN06505
OG0004052	NEMVE04588	HUMAN15057, HUMAN15056
OG0004053	NEMVE10589	HUMAN04048
OG0004053	NEMVE19218	HUMAN29957, HUMAN28825, HUMAN01839
OG0004055	NEMVE22198	HUMAN25842
OG0004056	NEMVE12001, NEMVE17803	HUMAN23551, HUMAN21186
OG0004057	NEMVE14174	HUMAN26949
OG0004058	NEMVE06021	HUMAN16633, HUMAN16632
OG0004059	NEMVE10461	HUMAN15829
OG0004060	NEMVE05949	HUMAN25392
OG0004061	NEMVE09085	HUMAN00893, HUMAN00894
OG0004063	NEMVE10277	HUMAN07941, HUMAN07942
OG0004064	NEMVE23672	HUMAN18276, HUMAN18275
OG0004065	NEMVE13633	HUMAN00215, HUMAN00216
OG0004066	NEMVE18474	HUMAN14690
OG0004068	NEMVE14104	HUMAN30035, HUMAN30649, HUMAN30612
OG0004069	NEMVE10507	HUMAN28854
OG0004069	NEMVE10503	HUMAN09465, HUMAN09466
OG0004070	NEMVE00018, NEMVE22616	HUMAN25913, HUMAN25912
OG0004071	NEMVE14977	HUMAN02291, HUMAN24781, HUMAN24782, HUMAN29079
OG0004072	NEMVE15269	HUMAN13160
OG0004074	NEMVE21072	HUMAN03472, HUMAN03475, HUMAN03474, HUMAN03473, HUMAN03471
OG0004075	NEMVE15118	HUMAN10663
OG0004076	NEMVE11675, NEMVE01100	HUMAN28164, HUMAN28163, HUMAN28165, HUMAN28162
OG0004078	NEMVE07028	HUMAN03624
OG0004079	NEMVE25325	HUMAN22873
OG0004080	NEMVE06984	HUMAN18253, HUMAN27257
OG0004081	NEMVE22578	HUMAN18386
OG0004082	NEMVE11384, NEMVE01381	HUMAN18511
OG0004083	NEMVE14362	HUMAN08562
OG0004085	NEMVE19893, NEMVE17924	HUMAN07816
OG0004086	NEMVE02965	HUMAN18693
OG0004087	NEMVE04747	HUMAN20699, HUMAN20698, HUMAN17812
OG0004088	NEMVE13678	HUMAN01139, HUMAN23388
OG0004089	NEMVE22289, NEMVE23169	HUMAN21587
OG0004090	NEMVE14306	HUMAN06601
OG0004091	NEMVE00934	HUMAN28496
OG0004092	NEMVE12115, NEMVE21794	HUMAN26216, HUMAN12524
OG0004093	NEMVE00957	HUMAN27002
OG0004094	NEMVE25166	HUMAN29054
OG0004095	NEMVE15313	HUMAN04244, HUMAN04243
OG0004096	NEMVE22332	HUMAN02141
OG0004098	NEMVE01526	HUMAN28862, HUMAN01104
OG0004099	NEMVE08673	HUMAN16085, HUMAN20170
OG0004100	NEMVE13287	HUMAN06958
OG0004101	NEMVE23681	HUMAN12860
OG0004102	NEMVE00016, NEMVE08375	HUMAN03466
OG0004103	NEMVE23564	HUMAN19037
OG0004104	NEMVE24910, NEMVE24911, NEMVE18049	HUMAN14010
OG0004105	NEMVE12111, NEMVE13481	HUMAN28120
OG0004106	NEMVE15033	HUMAN00170, HUMAN00171, HUMAN00169
OG0004107	NEMVE13823	HUMAN01953, HUMAN01952, HUMAN01954
OG0004108	NEMVE11403	HUMAN03070, HUMAN03126
OG0004110	NEMVE22977	HUMAN23820, HUMAN03249
OG0004111	NEMVE08919	HUMAN28066, HUMAN16652
OG0004113	NEMVE02452	HUMAN20537
OG0004114	NEMVE17396	HUMAN04859, HUMAN04858, HUMAN04860
OG0004115	NEMVE00036, NEMVE17538	HUMAN21493
OG0004116	NEMVE02528, NEMVE25696	HUMAN05608, HUMAN05607
OG0004117	NEMVE11174	HUMAN27879
OG0004118	NEMVE13160	HUMAN26960
OG0004119	NEMVE22499, NEMVE11571, NEMVE11572	HUMAN15237, HUMAN15236
OG0004120	NEMVE24901	HUMAN03333
OG0004121	NEMVE13634	HUMAN00202, HUMAN21585
OG0004122	NEMVE25053	HUMAN29461, HUMAN29462
OG0004123	NEMVE17411	HUMAN05600
OG0004124	NEMVE07304	HUMAN19130, HUMAN27894
OG0004125	NEMVE13816	HUMAN13507, HUMAN13501, HUMAN13504, HUMAN13506, HUMAN13509, HUMAN13505, HUMAN13508, HUMAN13502, HUMAN13503
OG0004126	NEMVE08221, NEMVE20754	HUMAN05543, HUMAN19543
OG0004127	NEMVE18642	HUMAN27924, HUMAN27923
OG0004128	NEMVE13713	HUMAN20446, HUMAN16881, HUMAN16882
OG0004130	NEMVE14705	HUMAN01818
OG0004131	NEMVE05458	HUMAN19907, HUMAN19906
OG0004132	NEMVE23224	HUMAN27969
OG0004133	NEMVE12851	HUMAN18302, HUMAN07684
OG0004134	NEMVE14887	HUMAN22443
OG0004135	NEMVE22322	HUMAN25931, HUMAN25933, HUMAN25932, HUMAN13193
OG0004136	NEMVE14508	HUMAN02427
OG0004138	NEMVE10542	HUMAN29721, HUMAN29720
OG0004140	NEMVE05908	HUMAN11430, HUMAN11431, HUMAN11429
OG0004141	NEMVE05886	HUMAN21479
OG0004141	NEMVE02353, NEMVE05890	HUMAN30535, HUMAN30533
OG0004142	NEMVE13449	HUMAN14999
OG0004143	NEMVE18842	HUMAN28620, HUMAN09650
OG0004145	NEMVE09487	HUMAN08310, HUMAN18750
OG0004146	NEMVE21626, NEMVE02953	HUMAN07308
OG0004147	NEMVE22674	HUMAN21565
OG0004148	NEMVE19504	HUMAN12377
OG0004149	NEMVE17931	HUMAN07609, HUMAN30337
OG0004150	NEMVE13741	HUMAN20664
OG0004151	NEMVE14229	HUMAN11355, HUMAN11356
OG0004153	NEMVE00083	HUMAN24083
OG0004154	NEMVE05816	HUMAN16602
OG0004157	NEMVE16426, NEMVE03019	HUMAN29821
OG0004158	NEMVE13617	HUMAN17542, HUMAN27299
OG0004159	NEMVE18358, NEMVE14604	HUMAN15832, HUMAN08705, HUMAN02665
OG0004160	NEMVE23083	HUMAN00868
OG0004161	NEMVE22412	HUMAN17700
OG0004162	NEMVE25750	HUMAN25916
OG0004163	NEMVE09614	HUMAN24942, HUMAN24943, HUMAN04161, HUMAN04162, HUMAN04160
OG0004164	NEMVE22345, NEMVE25928	HUMAN03236, HUMAN23812, HUMAN23813
OG0004166	NEMVE14358	HUMAN27687
OG0004167	NEMVE10378	HUMAN04738, HUMAN04739
OG0004168	NEMVE14660	HUMAN11718
OG0004169	NEMVE09703	HUMAN13644
OG0004171	NEMVE13975, NEMVE07139	HUMAN15518
OG0004174	NEMVE05860	HUMAN28907, HUMAN28908
OG0004175	NEMVE16183	HUMAN23276, HUMAN23275
OG0004176	NEMVE13135	HUMAN22859, HUMAN22860
OG0004178	NEMVE24562	HUMAN30555, HUMAN30556
OG0004179	NEMVE13848	HUMAN10496, HUMAN10497, HUMAN12064, HUMAN12065, HUMAN12066, HUMAN12169
OG0004180	NEMVE06343	HUMAN27280, HUMAN18278, HUMAN27279
OG0004181	NEMVE18763	HUMAN22409
OG0004183	NEMVE25375	HUMAN07292, HUMAN07291
OG0004186	NEMVE14257, NEMVE25645	HUMAN08997, HUMAN08995, HUMAN02715
OG0004187	NEMVE13250	HUMAN11528, HUMAN08193, HUMAN08194
OG0004188	NEMVE15828	HUMAN08423, HUMAN08422
OG0004189	NEMVE08777	HUMAN12201, HUMAN07399
OG0004190	NEMVE24804	HUMAN12134, HUMAN12135, HUMAN12136, HUMAN12137, HUMAN12133
OG0004197	NEMVE25880	HUMAN26081, HUMAN17924, HUMAN26082, HUMAN26080, HUMAN26083
OG0004198	NEMVE22383	HUMAN09595, HUMAN01753, HUMAN09594, HUMAN01752
OG0004215	NEMVE23791	HUMAN12295, HUMAN12294, HUMAN12293
OG0004216	NEMVE11628	HUMAN20287
OG0004217	NEMVE07703	HUMAN22836
OG0004218	NEMVE21685	HUMAN27915
OG0004219	NEMVE22540, NEMVE20986	HUMAN17843, HUMAN17842
OG0004220	NEMVE14904	HUMAN28630
OG0004222	NEMVE22431	HUMAN08455
OG0004223	NEMVE14495	HUMAN05025, HUMAN05023
OG0004225	NEMVE12928, NEMVE06699	HUMAN06624, HUMAN06623, HUMAN27310
OG0004226	NEMVE24092, NEMVE20295	HUMAN08493
OG0004227	NEMVE13579	HUMAN00825
OG0004228	NEMVE14091	HUMAN27429
OG0004229	NEMVE10839	HUMAN03153
OG0004230	NEMVE20221, NEMVE15013	HUMAN05581
OG0004231	NEMVE25640, NEMVE19289	HUMAN13253
OG0004232	NEMVE05374	HUMAN22434
OG0004233	NEMVE05082	HUMAN00119
OG0004234	NEMVE17554, NEMVE18650	HUMAN18015, HUMAN18014
OG0004236	NEMVE01769, NEMVE21449, NEMVE08213	HUMAN16992
OG0004237	NEMVE24212	HUMAN22943
OG0004239	NEMVE09798	HUMAN18995
OG0004240	NEMVE02594, NEMVE02188	HUMAN18709, HUMAN04795
OG0004241	NEMVE17443	HUMAN07668
OG0004242	NEMVE14789	HUMAN14962
OG0004243	NEMVE13950	HUMAN12837
OG0004244	NEMVE09261, NEMVE22340	HUMAN27048
OG0004244	NEMVE21955	HUMAN21470, HUMAN21469
OG0004245	NEMVE22952	HUMAN03723, HUMAN03722, HUMAN07043
OG0004246	NEMVE13565	HUMAN12879, HUMAN12881
OG0004247	NEMVE19464	HUMAN05733
OG0004248	NEMVE20564, NEMVE10713	HUMAN18975
OG0004249	NEMVE07696	HUMAN22546
OG0004251	NEMVE19617, NEMVE25778	HUMAN01265
OG0004252	NEMVE15040	HUMAN25401, HUMAN25402, HUMAN25400
OG0004253	NEMVE06410	HUMAN10905, HUMAN26337
OG0004254	NEMVE02453	HUMAN27698
OG0004255	NEMVE24360	HUMAN20924
OG0004257	NEMVE24614	HUMAN17628
OG0004258	NEMVE23518	HUMAN19337, HUMAN19336, HUMAN19590
OG0004259	NEMVE22430	HUMAN09749
OG0004260	NEMVE15889, NEMVE21330	HUMAN09461, HUMAN09462
OG0004261	NEMVE20799, NEMVE22436	HUMAN13774
OG0004262	NEMVE04762	HUMAN08768, HUMAN08767, HUMAN08769
OG0004263	NEMVE05868	HUMAN17547, HUMAN17546
OG0004265	NEMVE06493	HUMAN01336
OG0004267	NEMVE06676	HUMAN06039, HUMAN03918
OG0004268	NEMVE09145	HUMAN15199, HUMAN15201
OG0004269	NEMVE11660	HUMAN03613
OG0004270	NEMVE05372	HUMAN01652
OG0004271	NEMVE13196	HUMAN26827
OG0004272	NEMVE14903	HUMAN23571
OG0004273	NEMVE01963	HUMAN12115, HUMAN12114
OG0004274	NEMVE13344	HUMAN11120
OG0004275	NEMVE13750	HUMAN06232, HUMAN21152, HUMAN21151
OG0004276	NEMVE18577	HUMAN28195
