Orthogroup	HUMAN	DROME
OG0003017	HUMAN14079, HUMAN14078, HUMAN14075, HUMAN14074	DROME03993, DROME03994
OG0003018	HUMAN03994	DROME01985
OG0003019	HUMAN16722	DROME14436
OG0003021	HUMAN11904, HUMAN11905	DROME11191
OG0003022	HUMAN21669, HUMAN30014	DROME12200
OG0003023	HUMAN20012	DROME04319, DROME04320, DROME04322, DROME19161, DROME19162, DROME20477, DROME20476, DROME19693
OG0003024	HUMAN02731	DROME14540, DROME13066
OG0003025	HUMAN10201, HUMAN10200, HUMAN23191, HUMAN23190	DROME16128
OG0003026	HUMAN13454	DROME01191
OG0003027	HUMAN12410, HUMAN10065	DROME13632
OG0003028	HUMAN00807, HUMAN00806, HUMAN00805	DROME19503
OG0003029	HUMAN14111, HUMAN14113, HUMAN14112, HUMAN14110	DROME01355, DROME01353, DROME01354, DROME01356
OG0003030	HUMAN01274, HUMAN01273, HUMAN14654	DROME20783, DROME03164
OG0003031	HUMAN12704, HUMAN27203	DROME10589, DROME10590
OG0003033	HUMAN21249, HUMAN21248	DROME02552
OG0003034	HUMAN22892	DROME13458
OG0003035	HUMAN15071, HUMAN23575, HUMAN23574, HUMAN23573	DROME10664
OG0003036	HUMAN01346	DROME08134
OG0003038	HUMAN19517, HUMAN15534	DROME21419, DROME21417, DROME21418, DROME21415, DROME21416
OG0003040	HUMAN11914, HUMAN11915, HUMAN11916	DROME15852, DROME19924
OG0003041	HUMAN28108	DROME13990, DROME13989
OG0003042	HUMAN17848, HUMAN17847	DROME19648, DROME19650, DROME19649
OG0003043	HUMAN11992	DROME01115
OG0003044	HUMAN11832, HUMAN11836, HUMAN11835, HUMAN11833, HUMAN11834	DROME07467
OG0003046	HUMAN11214, HUMAN23145	DROME06986
OG0003048	HUMAN14031, HUMAN14032	DROME03285
OG0003049	HUMAN28913, HUMAN01126	DROME11842
OG0003050	HUMAN28519, HUMAN28518, HUMAN09970, HUMAN28520	DROME21024, DROME21025
OG0003052	HUMAN03629, HUMAN03628	DROME17384, DROME22105, DROME17383
OG0003053	HUMAN29024, HUMAN29025	DROME05736
OG0003054	HUMAN07888, HUMAN07887	DROME15214
OG0003055	HUMAN14798	DROME13955
OG0003056	HUMAN19465, HUMAN18715	DROME01323, DROME01324
OG0003058	HUMAN25573, HUMAN13691, HUMAN18992, HUMAN18993	DROME03947
OG0003059	HUMAN17041	DROME10348, DROME10347, DROME10349, DROME10350
OG0003060	HUMAN14856, HUMAN01188, HUMAN14329, HUMAN14857	DROME04543
OG0003062	HUMAN13816, HUMAN13815, HUMAN13812, HUMAN13813, HUMAN13814, HUMAN13811, HUMAN19243, HUMAN19244, HUMAN20731	DROME19727
OG0003063	HUMAN07039	DROME03416
OG0003064	HUMAN14490	DROME05139, DROME16537, DROME16536
OG0003065	HUMAN15663, HUMAN15662	DROME07296
OG0003066	HUMAN07058, HUMAN30146, HUMAN30147, HUMAN24936, HUMAN24937, HUMAN04324, HUMAN04323, HUMAN04325, HUMAN07057	DROME19326
OG0003072	HUMAN01387, HUMAN26957	DROME09180, DROME09181
OG0003073	HUMAN13091	DROME13385, DROME14642
OG0003074	HUMAN19155, HUMAN13753	DROME08737, DROME08738, DROME08736, DROME08735
OG0003078	HUMAN08671, HUMAN08670	DROME02073, DROME02074, DROME05944, DROME15126, DROME02635, DROME13619
OG0003078	HUMAN16981, HUMAN16979, HUMAN16980, HUMAN16977, HUMAN16982	DROME00990
OG0003079	HUMAN28617, HUMAN14136	DROME11418, DROME11417
OG0003080	HUMAN30423, HUMAN07759, HUMAN07760, HUMAN30427, HUMAN21757	DROME07733
OG0003090	HUMAN21929, HUMAN21928, HUMAN17460	DROME08348, DROME08349
OG0003101	HUMAN00608, HUMAN27861, HUMAN19271	DROME16966, DROME16965, DROME16967
OG0003103	HUMAN25605, HUMAN25611, HUMAN25608, HUMAN25607, HUMAN25610, HUMAN25609, HUMAN25606, HUMAN20562	DROME19370, DROME19375, DROME19374, DROME19371, DROME19372
OG0003104	HUMAN29466, HUMAN29467, HUMAN02051	DROME01186, DROME01187
OG0003105	HUMAN29008	DROME14362, DROME14361, DROME14360
OG0003106	HUMAN09821	DROME07627
OG0003107	HUMAN11467, HUMAN11466	DROME12506
OG0003108	HUMAN06800	DROME13177, DROME13178
OG0003108	HUMAN06805	DROME02795, DROME10233
OG0003109	HUMAN13399, HUMAN13398	DROME00284
OG0003110	HUMAN28424	DROME09020
OG0003112	HUMAN03270, HUMAN03271, HUMAN03272	DROME16468, DROME01349, DROME01348
OG0003113	HUMAN16708	DROME01816, DROME01817
OG0003114	HUMAN04985, HUMAN04984	DROME04951, DROME04952
OG0003115	HUMAN09937, HUMAN13967, HUMAN01842	DROME18331
OG0003116	HUMAN22981	DROME20130
OG0003118	HUMAN06305, HUMAN17674, HUMAN17675	DROME11873, DROME11872
OG0003119	HUMAN21319	DROME02450, DROME02453, DROME02451
OG0003120	HUMAN03127	DROME17944
OG0003121	HUMAN09673, HUMAN14356, HUMAN26950	DROME19886, DROME19887
OG0003123	HUMAN20628, HUMAN11101, HUMAN11102	DROME20099
OG0003125	HUMAN01967, HUMAN01966, HUMAN29700, HUMAN29698, HUMAN01969, HUMAN01968	DROME08841, DROME08840
OG0003126	HUMAN28486	DROME07155, DROME07156, DROME07159, DROME07160, DROME07161, DROME07158, DROME07157, DROME05531, DROME05529, DROME05530, DROME05534, DROME05533, DROME05532, DROME07164, DROME07165, DROME07163, DROME07162
OG0003128	HUMAN11847, HUMAN11849, HUMAN05014, HUMAN05013	DROME20310, DROME20309
OG0003130	HUMAN13117	DROME20301, DROME20300
OG0003132	HUMAN28059	DROME12375
OG0003135	HUMAN15787	DROME07491
OG0003136	HUMAN15454, HUMAN15453, HUMAN09250, HUMAN16835	DROME17171
OG0003137	HUMAN15222	DROME01904, DROME12782
OG0003138	HUMAN18543	DROME18809
OG0003140	HUMAN23718, HUMAN09636, HUMAN09635	DROME06905, DROME06907, DROME06906, DROME06909, DROME06908
OG0003141	HUMAN00353, HUMAN00352, HUMAN00354, HUMAN00355, HUMAN05937	DROME21226, DROME21227
OG0003142	HUMAN23584, HUMAN23583, HUMAN01534	DROME11840
OG0003143	HUMAN01826	DROME06605, DROME06604
OG0003144	HUMAN17201, HUMAN19445	DROME13433
OG0003145	HUMAN01270	DROME03862
OG0003146	HUMAN16762, HUMAN28091, HUMAN16761	DROME01929
OG0003147	HUMAN17255	DROME16290, DROME16289
OG0003148	HUMAN16837, HUMAN16838, HUMAN05694, HUMAN05693	DROME18800, DROME18799
OG0003149	HUMAN01810	DROME16606, DROME16608
OG0003150	HUMAN07682, HUMAN07681, HUMAN30374, HUMAN07680	DROME19300
OG0003151	HUMAN27968, HUMAN18869, HUMAN08206	DROME04792
OG0003152	HUMAN12025, HUMAN12215, HUMAN12216	DROME17760
OG0003153	HUMAN19216, HUMAN19215	DROME21845
OG0003154	HUMAN01026	DROME05761
OG0003156	HUMAN19466	DROME13943
OG0003157	HUMAN05273, HUMAN05272	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126
OG0003158	HUMAN18128, HUMAN03028	DROME02271
OG0003159	HUMAN27504, HUMAN03044	DROME05071
OG0003160	HUMAN03497	DROME17382
OG0003161	HUMAN08529, HUMAN08535, HUMAN08531, HUMAN08534, HUMAN08533, HUMAN08532	DROME12081
OG0003163	HUMAN09880	DROME02661, DROME02659
OG0003164	HUMAN30072, HUMAN27461	DROME01606
OG0003165	HUMAN25662, HUMAN00646, HUMAN00647	DROME00374, DROME00377, DROME00375, DROME00376
OG0003169	HUMAN17978	DROME03939
OG0003171	HUMAN02114	DROME20192, DROME20189, DROME20190, DROME20191, DROME20193
OG0003172	HUMAN01490	DROME02195
OG0003173	HUMAN05016, HUMAN07347	DROME20160, DROME20161
OG0003174	HUMAN23922, HUMAN23921	DROME21527, DROME21526, DROME21528
OG0003175	HUMAN20588, HUMAN17938, HUMAN20593, HUMAN20592, HUMAN20591	DROME02106
OG0003176	HUMAN11334	DROME19128
OG0003178	HUMAN15504, HUMAN08420, HUMAN08421	DROME10286, DROME10285
OG0003179	HUMAN22541	DROME19635
OG0003181	HUMAN12376	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969
OG0003182	HUMAN08117, HUMAN08118	DROME01632
OG0003183	HUMAN06415, HUMAN20649, HUMAN20648, HUMAN17584	DROME05040, DROME05042, DROME05041
OG0003184	HUMAN24341, HUMAN22777	DROME11152
OG0003185	HUMAN04154, HUMAN06198	DROME08767, DROME08766
OG0003188	HUMAN09855, HUMAN23332	DROME03250, DROME03249
OG0003189	HUMAN19512, HUMAN19511	DROME13140, DROME13139, DROME13141, DROME13138
OG0003191	HUMAN06605	DROME09590
OG0003192	HUMAN18075, HUMAN20801	DROME12610
OG0003193	HUMAN07624	DROME14192
OG0003197	HUMAN17605, HUMAN17604	DROME21048
OG0003199	HUMAN30572	DROME12668, DROME21725, DROME21726
OG0003202	HUMAN05056, HUMAN05057, HUMAN22610	DROME05838, DROME05839
OG0003203	HUMAN20643, HUMAN12521	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384
OG0003205	HUMAN14146, HUMAN14145, HUMAN23338	DROME06205, DROME06206
OG0003206	HUMAN10329, HUMAN10330	DROME21836, DROME21837
OG0003207	HUMAN20855, HUMAN26777	DROME14952
OG0003208	HUMAN27277, HUMAN27275	DROME13935, DROME13936, DROME12249
OG0003210	HUMAN29324, HUMAN02072	DROME16773, DROME16774
OG0003212	HUMAN24989, HUMAN20352, HUMAN20354	DROME16100
OG0003214	HUMAN06365, HUMAN17740	DROME00548
OG0003215	HUMAN02681, HUMAN08405	DROME09352
OG0003217	HUMAN14937, HUMAN29000	DROME21077
OG0003218	HUMAN30583	DROME08230
OG0003219	HUMAN22950, HUMAN22949	DROME09373
OG0003220	HUMAN29636, HUMAN00810	DROME11342, DROME11341
OG0003221	HUMAN24556, HUMAN00790	DROME00225, DROME00224
OG0003222	HUMAN08168, HUMAN11392, HUMAN27932	DROME18303, DROME18302, DROME18304
OG0003223	HUMAN19114	DROME09209
OG0003224	HUMAN17997, HUMAN06652	DROME09348, DROME09349, DROME09347
OG0003225	HUMAN05599	DROME18849
OG0003226	HUMAN24984, HUMAN24985, HUMAN24983, HUMAN04466	DROME19617, DROME08490
OG0003228	HUMAN08956	DROME21008
OG0003229	HUMAN03467, HUMAN07147	DROME01144
OG0003230	HUMAN03745	DROME17741
OG0003231	HUMAN19297, HUMAN19298	DROME19301
OG0003235	HUMAN30554, HUMAN30553, HUMAN30552	DROME05661, DROME05663, DROME05662
OG0003238	HUMAN09444, HUMAN09446, HUMAN09445, HUMAN09443	DROME10776
OG0003240	HUMAN06659, HUMAN06660, HUMAN25997	DROME12807
OG0003251	HUMAN23183, HUMAN11019	DROME19769, DROME19768, DROME16949
OG0003252	HUMAN08538, HUMAN08539	DROME18445
OG0003254	HUMAN04752	DROME02901
OG0003255	HUMAN28201, HUMAN28200, HUMAN28203	DROME06336
OG0003257	HUMAN09013, HUMAN09014, HUMAN09015	DROME15418
OG0003261	HUMAN18317	DROME07634, DROME07633
OG0003262	HUMAN13063, HUMAN19967	DROME21043, DROME21045, DROME21044
OG0003263	HUMAN15937, HUMAN15936	DROME09851
OG0003264	HUMAN24506, HUMAN24505, HUMAN24504, HUMAN24507, HUMAN24503, HUMAN24508, HUMAN24502, HUMAN25197	DROME08076
OG0003267	HUMAN03394	DROME01973, DROME01974, DROME02727
OG0003268	HUMAN28147, HUMAN28146, HUMAN28145	DROME20306
OG0003269	HUMAN10676, HUMAN10677	DROME11682
OG0003272	HUMAN30233, HUMAN22920, HUMAN30237	DROME19754, DROME19755, DROME00829
OG0003273	HUMAN04928	DROME01509
OG0003275	HUMAN28409, HUMAN18996	DROME11988, DROME11987
OG0003277	HUMAN06094, HUMAN26863, HUMAN01427, HUMAN26861	DROME07456
OG0003279	HUMAN23996, HUMAN22367, HUMAN22366	DROME01016, DROME01017, DROME01018
OG0003280	HUMAN15335	DROME06169, DROME06168, DROME04670, DROME04668, DROME04669
OG0003282	HUMAN23854, HUMAN23855, HUMAN23856	DROME17686
OG0003283	HUMAN26779	DROME12472
OG0003284	HUMAN18141	DROME06818
OG0003286	HUMAN26600, HUMAN26601	DROME09199, DROME09198
OG0003287	HUMAN27838, HUMAN27837, HUMAN18594, HUMAN18593, HUMAN16672	DROME04328, DROME08276
OG0003288	HUMAN30308	DROME00366, DROME00364, DROME00365
OG0003289	HUMAN14064, HUMAN10999	DROME20541, DROME20542
OG0003290	HUMAN01175	DROME00517
OG0003291	HUMAN12326	DROME20523
OG0003293	HUMAN06629	DROME14676
OG0003294	HUMAN22430	DROME01659, DROME01660
OG0003296	HUMAN07526, HUMAN19789	DROME06822, DROME13531
OG0003296	HUMAN04557, HUMAN04556	DROME09502
OG0003297	HUMAN12989, HUMAN12992, HUMAN12990, HUMAN12991	DROME19465
OG0003298	HUMAN18763, HUMAN30220	DROME08089
OG0003299	HUMAN01143	DROME08284, DROME14772, DROME14767, DROME14773, DROME14768, DROME14774, DROME14769, DROME14771, DROME14770
OG0003301	HUMAN03223	DROME18741
OG0003302	HUMAN24406, HUMAN24405	DROME01480
OG0003303	HUMAN02696	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470
OG0003304	HUMAN26514, HUMAN12786	DROME02914, DROME02913
OG0003305	HUMAN29475	DROME13149
OG0003306	HUMAN21480	DROME10136
OG0003307	HUMAN22643, HUMAN24109	DROME17313
OG0003309	HUMAN26215, HUMAN17578, HUMAN17579	DROME19043, DROME19042
OG0003311	HUMAN30093, HUMAN29682	DROME15213
OG0003314	HUMAN17421, HUMAN22423, HUMAN17422	DROME09986, DROME09988, DROME09987, DROME09985
OG0003316	HUMAN17611	DROME13200
OG0003317	HUMAN13511	DROME19362
OG0003318	HUMAN20325, HUMAN29926	DROME16706
OG0003320	HUMAN27571, HUMAN27570	DROME12326
OG0003323	HUMAN29499	DROME03630
OG0003327	HUMAN29276, HUMAN29277, HUMAN01184, HUMAN29278	DROME19734
OG0003329	HUMAN23501	DROME10094, DROME10095
OG0003330	HUMAN09858, HUMAN09857, HUMAN09856	DROME03252, DROME03251
OG0003331	HUMAN13106, HUMAN11828	DROME12208, DROME12210, DROME12207, DROME12209
OG0003332	HUMAN00604	DROME00791
OG0003333	HUMAN04423, HUMAN20310, HUMAN20309, HUMAN20311, HUMAN20312	DROME10886, DROME10885, DROME10884
OG0003335	HUMAN09257	DROME18113, DROME18112
OG0003336	HUMAN02064, HUMAN29174	DROME10919, DROME10920, DROME10917
OG0003337	HUMAN00059, HUMAN00062, HUMAN00061, HUMAN00060	DROME15232
OG0003340	HUMAN13928, HUMAN13927, HUMAN13924, HUMAN13926, HUMAN13925, HUMAN00467	DROME16534, DROME16533
OG0003341	HUMAN17043	DROME01797
OG0003343	HUMAN12267	DROME09151
OG0003344	HUMAN16583	DROME04462, DROME04461
OG0003346	HUMAN02911	DROME13869
OG0003347	HUMAN17887	DROME11879, DROME11880
OG0003349	HUMAN22753, HUMAN03238	DROME08306, DROME08305, DROME08304
OG0003350	HUMAN18346, HUMAN30083, HUMAN07649	DROME00177, DROME00176
OG0003352	HUMAN18052, HUMAN26022	DROME13172
OG0003353	HUMAN26966, HUMAN26965	DROME11820, DROME11822, DROME11821
OG0003354	HUMAN12576, HUMAN12575, HUMAN12574	DROME19858
OG0003356	HUMAN10721, HUMAN13177	DROME15849
OG0003357	HUMAN12005, HUMAN24237, HUMAN12003	DROME12029
OG0003358	HUMAN20527	DROME16921
OG0003359	HUMAN02577	DROME18758
OG0003360	HUMAN08804	DROME20878, DROME20879
OG0003361	HUMAN09313, HUMAN10724	DROME13197
OG0003362	HUMAN07540	DROME08296
OG0003363	HUMAN18036, HUMAN18035	DROME10311, DROME10310, DROME10313, DROME10312
OG0003364	HUMAN06821, HUMAN16054	DROME00064
OG0003365	HUMAN26480, HUMAN01439	DROME04108
OG0003366	HUMAN16863, HUMAN16862	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664
OG0003367	HUMAN06122	DROME12239
OG0003368	HUMAN24222, HUMAN24221, HUMAN24219, HUMAN03562	DROME16106, DROME16107
OG0003370	HUMAN28060, HUMAN28061	DROME12377, DROME12378
OG0003371	HUMAN23136, HUMAN11227	DROME09945, DROME09943, DROME09944, DROME09946
OG0003372	HUMAN01212, HUMAN14880, HUMAN14879	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188
OG0003374	HUMAN28112, HUMAN16615	DROME06476, DROME06475, DROME06474
OG0003375	HUMAN23698	DROME21029
OG0003376	HUMAN22113, HUMAN22114, HUMAN22110, HUMAN22111, HUMAN22112	DROME16130, DROME16131, DROME16129
OG0003377	HUMAN04348	DROME20606
OG0003378	HUMAN16348, HUMAN05047, HUMAN05045	DROME18533
OG0003380	HUMAN19717	DROME14333
OG0003381	HUMAN06184, HUMAN06185, HUMAN04158	DROME10051
OG0003384	HUMAN03513, HUMAN27736	DROME17249, DROME17250
OG0003386	HUMAN05900, HUMAN05902, HUMAN05903	DROME07039, DROME07040, DROME07041
OG0003388	HUMAN03392	DROME11674, DROME19363
OG0003392	HUMAN13559, HUMAN10151	DROME11355
OG0003394	HUMAN22046	DROME14094
OG0003396	HUMAN06037, HUMAN05048	DROME21609
OG0003401	HUMAN18616, HUMAN28787, HUMAN09936	DROME10424
OG0003402	HUMAN13270, HUMAN06049, HUMAN06047, HUMAN10635, HUMAN13268, HUMAN13269, HUMAN06048	DROME17185
OG0003419	HUMAN02012	DROME18310
OG0003421	HUMAN23071	DROME04908, DROME07137, DROME07651
OG0003422	HUMAN07007, HUMAN07008	DROME04814
OG0003425	HUMAN23668, HUMAN23669	DROME11464, DROME11465, DROME11463
OG0003426	HUMAN04822, HUMAN04821	DROME12495
OG0003429	HUMAN24947	DROME10812
OG0003430	HUMAN15764	DROME19610, DROME04057
OG0003431	HUMAN06475, HUMAN02186	DROME13747
OG0003433	HUMAN11873	DROME02216, DROME02219, DROME02218, DROME02217
OG0003434	HUMAN20686	DROME00166, DROME15353
OG0003437	HUMAN12122, HUMAN20061	DROME09807
OG0003439	HUMAN21553	DROME16821
OG0003442	HUMAN29894, HUMAN29583	DROME06015, DROME06013, DROME06014
OG0003443	HUMAN25588, HUMAN08555	DROME18500
OG0003444	HUMAN04199	DROME05516, DROME05517, DROME05515, DROME06639
OG0003445	HUMAN29343	DROME01285
OG0003448	HUMAN28046, HUMAN15205, HUMAN28047	DROME02828, DROME02829, DROME02830
OG0003450	HUMAN12088, HUMAN12087, HUMAN12089	DROME03280
OG0003452	HUMAN03708, HUMAN03710	DROME16213, DROME16214, DROME16217, DROME16216, DROME16215
OG0003453	HUMAN07082	DROME19225
OG0003454	HUMAN12804, HUMAN12803, HUMAN02907	DROME10067
OG0003456	HUMAN13016, HUMAN25940	DROME19556
OG0003457	HUMAN27789, HUMAN16567	DROME06510, DROME06508, DROME06509
OG0003458	HUMAN28214, HUMAN28215, HUMAN28213, HUMAN28212	DROME04148
OG0003459	HUMAN16899, HUMAN08550	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556
OG0003461	HUMAN24927, HUMAN24928	DROME17474, DROME21694
OG0003462	HUMAN14650, HUMAN14651, HUMAN14649	DROME00239
OG0003463	HUMAN02584, HUMAN15575	DROME20444
OG0003464	HUMAN25957	DROME06231
OG0003465	HUMAN29422, HUMAN29421	DROME04464
OG0003466	HUMAN03596	DROME16278
OG0003467	HUMAN28399	DROME06043, DROME06042
OG0003468	HUMAN08265	DROME01968
OG0003470	HUMAN13977, HUMAN13976	DROME13653
OG0003471	HUMAN16951	DROME16825
OG0003472	HUMAN29614	DROME09631, DROME09633
OG0003473	HUMAN19355, HUMAN05515, HUMAN05516	DROME00049
OG0003475	HUMAN21366	DROME02190
OG0003477	HUMAN25241	DROME12317
OG0003478	HUMAN08716, HUMAN08715	DROME13904, DROME13905, DROME13903, DROME13902
OG0003479	HUMAN02334, HUMAN20427	DROME13645
OG0003481	HUMAN17835	DROME01114
OG0003482	HUMAN06885, HUMAN04192	DROME08487
OG0003483	HUMAN02672	DROME09876, DROME09877
OG0003484	HUMAN13982, HUMAN09522	DROME18666, DROME18665
OG0003485	HUMAN06743	DROME19488, DROME19487, DROME19486, DROME19489
OG0003487	HUMAN01641, HUMAN01639	DROME12571
OG0003489	HUMAN00472, HUMAN25219	DROME01312
OG0003490	HUMAN07486	DROME13468
OG0003491	HUMAN18345, HUMAN07660	DROME11698
OG0003492	HUMAN17154, HUMAN03405	DROME17943
OG0003493	HUMAN01078	DROME09294
OG0003496	HUMAN05409	DROME03124
OG0003497	HUMAN05604	DROME08732
OG0003498	HUMAN22332, HUMAN22333	DROME13034, DROME13035
OG0003499	HUMAN15248, HUMAN15247, HUMAN15246	DROME14561
OG0003500	HUMAN17492	DROME04015, DROME00982
OG0003501	HUMAN14259, HUMAN14258	DROME13347, DROME13346, DROME13348
OG0003502	HUMAN26410, HUMAN26411	DROME19567, DROME14375
OG0003503	HUMAN13541	DROME17101, DROME17102
OG0003504	HUMAN13209, HUMAN13210	DROME06794
OG0003505	HUMAN11145	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895
OG0003506	HUMAN24134, HUMAN24135, HUMAN07475, HUMAN27460	DROME18707
OG0003507	HUMAN14251, HUMAN00947	DROME14387, DROME14388
OG0003508	HUMAN20681, HUMAN17821	DROME15658
OG0003509	HUMAN11891	DROME21960, DROME21962, DROME21961
OG0003513	HUMAN17574, HUMAN17572, HUMAN29015	DROME08556
OG0003515	HUMAN07599, HUMAN22879	DROME21652
OG0003518	HUMAN14108	DROME08309
OG0003519	HUMAN20557, HUMAN20556, HUMAN20554	DROME06802
OG0003520	HUMAN21004, HUMAN08252	DROME21807, DROME02028
OG0003523	HUMAN21871, HUMAN21873	DROME16368
OG0003524	HUMAN00423, HUMAN00422	DROME09643, DROME09639, DROME09640
OG0003526	HUMAN02679, HUMAN08399	DROME05107
OG0003528	HUMAN07458	DROME21047, DROME06070
OG0003530	HUMAN18072	DROME12252
OG0003531	HUMAN09342, HUMAN04724	DROME21993
OG0003532	HUMAN17410	DROME08605
OG0003533	HUMAN21080, HUMAN21079	DROME04480, DROME04479, DROME04481
OG0003535	HUMAN27564, HUMAN03170	DROME12323, DROME12324, DROME12325
OG0003536	HUMAN13845, HUMAN13847, HUMAN18837, HUMAN18836, HUMAN16704, HUMAN13846	DROME06045, DROME06046, DROME06044, DROME06047
OG0003538	HUMAN03691	DROME20330
OG0003539	HUMAN27654	DROME09387, DROME09386
OG0003541	HUMAN11650, HUMAN11649, HUMAN11651, HUMAN11648	DROME10049, DROME10048
OG0003543	HUMAN28052	DROME18669
OG0003544	HUMAN00617, HUMAN00616	DROME05896
OG0003545	HUMAN12962, HUMAN10596, HUMAN12961	DROME08949
OG0003547	HUMAN03917	DROME10735, DROME10734, DROME10733, DROME10732
OG0003548	HUMAN22282	DROME15072
OG0003550	HUMAN26578, HUMAN17867	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939
OG0003551	HUMAN29004, HUMAN14799, HUMAN29003	DROME18271, DROME18270, DROME16713
OG0003552	HUMAN01497	DROME18554, DROME18555
OG0003553	HUMAN17100	DROME17708
OG0003554	HUMAN03429	DROME19011, DROME19012, DROME17407, DROME12945
OG0003556	HUMAN19312	DROME06703, DROME06702
OG0003558	HUMAN09720	DROME06037
OG0003560	HUMAN08292	DROME18173
OG0003561	HUMAN25470, HUMAN07496	DROME10510
OG0003562	HUMAN18584, HUMAN18585, HUMAN28168	DROME12847, DROME12848
OG0003564	HUMAN17366, HUMAN24302	DROME16736
OG0003566	HUMAN04196, HUMAN24973	DROME08493, DROME08492
OG0003567	HUMAN10488	DROME20360, DROME20359
OG0003568	HUMAN07272	DROME08773
OG0003569	HUMAN07054, HUMAN02397	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128
OG0003570	HUMAN02027, HUMAN02024, HUMAN02025, HUMAN02026	DROME14267, DROME14246
OG0003571	HUMAN28033, HUMAN11183	DROME19608
OG0003573	HUMAN10871, HUMAN10813, HUMAN10775	DROME07521
OG0003577	HUMAN29012	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611
OG0003579	HUMAN26278, HUMAN22725, HUMAN26279	DROME17312
OG0003581	HUMAN04085	DROME08243, DROME08242, DROME08244, DROME08245, DROME17935, DROME17934
OG0003582	HUMAN29836, HUMAN02330	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104
OG0003584	HUMAN11984, HUMAN11985, HUMAN11983, HUMAN18471, HUMAN00178	DROME18930
OG0003597	HUMAN04460	DROME16622, DROME16621
OG0003599	HUMAN13888, HUMAN13887	DROME08018
OG0003603	HUMAN13251, HUMAN13246	DROME05424
OG0003604	HUMAN12260, HUMAN12259, HUMAN07277	DROME19568
OG0003610	HUMAN16758, HUMAN16759	DROME07982, DROME07983
OG0003611	HUMAN24173	DROME17638
OG0003613	HUMAN20927, HUMAN11439	DROME00856
OG0003615	HUMAN14433, HUMAN23272	DROME16618, DROME16617
OG0003617	HUMAN21414	DROME16095
OG0003618	HUMAN27888, HUMAN27890	DROME15284, DROME15283
OG0003619	HUMAN30124, HUMAN23959	DROME13589, DROME13590
OG0003620	HUMAN00037	DROME17770
OG0003621	HUMAN05310, HUMAN05311	DROME13714, DROME13715, DROME13713
OG0003623	HUMAN05857	DROME01675
OG0003624	HUMAN28864	DROME12696
OG0003626	HUMAN26164, HUMAN26165	DROME07546
OG0003629	HUMAN21741, HUMAN21740	DROME03564
OG0003630	HUMAN10764, HUMAN10786	DROME06784
OG0003632	HUMAN00144, HUMAN00145, HUMAN21796	DROME18545
OG0003634	HUMAN00127	DROME03378
OG0003635	HUMAN30608, HUMAN30607	DROME04946
