Orthogroup	HUMAN	CAEEL
OG0003955	HUMAN23068	CAEEL08204
OG0003959	HUMAN29359	CAEEL18903
OG0003961	HUMAN00898	CAEEL10706
OG0003965	HUMAN00594, HUMAN00595, HUMAN00593	CAEEL09858, CAEEL18478
OG0003967	HUMAN10627	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713
OG0003968	HUMAN01462, HUMAN01977	CAEEL18441
OG0003969	HUMAN08409	CAEEL01428, CAEEL15342
OG0003970	HUMAN07324	CAEEL00141, CAEEL08636
OG0003971	HUMAN29506	CAEEL03035
OG0003972	HUMAN19162	CAEEL09414
OG0003973	HUMAN08329, HUMAN18737	CAEEL17822
OG0003974	HUMAN24977	CAEEL05003, CAEEL05004, CAEEL05002
OG0003999	HUMAN27197, HUMAN27199, HUMAN27198	CAEEL08414
OG0004000	HUMAN20817	CAEEL02254
OG0004004	HUMAN11010	CAEEL09931
OG0004005	HUMAN16559, HUMAN16556, HUMAN16557, HUMAN16560, HUMAN16558	CAEEL09757
OG0004007	HUMAN01069, HUMAN23295	CAEEL08380, CAEEL20738
OG0004009	HUMAN22781, HUMAN03273	CAEEL10425
OG0004010	HUMAN23360	CAEEL11606
OG0004012	HUMAN24339, HUMAN24338, HUMAN24337	CAEEL08889
OG0004014	HUMAN18181	CAEEL07353
OG0004015	HUMAN01156	CAEEL03765
OG0004017	HUMAN10876	CAEEL08935
OG0004021	HUMAN11780, HUMAN11779	CAEEL07321
OG0004025	HUMAN22133	CAEEL20824
OG0004027	HUMAN06638, HUMAN12722	CAEEL07583
OG0004030	HUMAN10251	CAEEL15803
OG0004031	HUMAN15780	CAEEL15887
OG0004032	HUMAN30273, HUMAN30274, HUMAN07906	CAEEL15185
OG0004033	HUMAN02667	CAEEL15848
OG0004033	HUMAN08457	CAEEL02280
OG0004035	HUMAN18569	CAEEL06509
OG0004036	HUMAN00606, HUMAN30598, HUMAN05435	CAEEL05364
OG0004037	HUMAN18538, HUMAN18540	CAEEL05545
OG0004038	HUMAN14761	CAEEL04280
OG0004040	HUMAN22331	CAEEL09311
OG0004041	HUMAN18706	CAEEL06388
OG0004042	HUMAN04449	CAEEL00958
OG0004044	HUMAN20694	CAEEL07379
OG0004047	HUMAN13570	CAEEL19277, CAEEL00270
OG0004051	HUMAN12917, HUMAN17896, HUMAN06505	CAEEL06861
OG0004052	HUMAN15057, HUMAN15056	CAEEL02741
OG0004053	HUMAN04048, HUMAN29957, HUMAN28825, HUMAN01839	CAEEL01273
OG0004054	HUMAN08335, HUMAN15782	CAEEL15244
OG0004056	HUMAN23551, HUMAN21186	CAEEL01652
OG0004057	HUMAN26949	CAEEL03603
OG0004059	HUMAN15829	CAEEL14867
OG0004061	HUMAN00893, HUMAN00894	CAEEL01258, CAEEL18941, CAEEL01257, CAEEL05319
OG0004063	HUMAN07941, HUMAN07942	CAEEL02350
OG0004064	HUMAN18276, HUMAN18275	CAEEL00654
OG0004065	HUMAN00215, HUMAN00216	CAEEL05056
OG0004067	HUMAN18034	CAEEL02869
OG0004068	HUMAN30035, HUMAN30649, HUMAN30612	CAEEL10640
OG0004071	HUMAN02291, HUMAN24781, HUMAN24782, HUMAN29079, HUMAN02290, HUMAN24780	CAEEL00928
OG0004072	HUMAN13160	CAEEL09095, CAEEL07075
OG0004074	HUMAN03471	CAEEL01304
OG0004076	HUMAN28164, HUMAN28163, HUMAN28165, HUMAN28162	CAEEL07566
OG0004080	HUMAN18253, HUMAN27257	CAEEL12810
OG0004081	HUMAN18386	CAEEL18163
OG0004085	HUMAN07816	CAEEL04587
OG0004087	HUMAN20699	CAEEL07761
OG0004089	HUMAN21587	CAEEL11769, CAEEL11770
OG0004090	HUMAN06601	CAEEL02918
OG0004091	HUMAN28496	CAEEL04573
OG0004092	HUMAN26216, HUMAN12524	CAEEL07326
OG0004095	HUMAN04244, HUMAN04243	CAEEL02755
OG0004096	HUMAN02141	CAEEL09363
OG0004097	HUMAN30130, HUMAN30128, HUMAN30129, HUMAN30127, HUMAN08360	CAEEL05789
OG0004098	HUMAN28862, HUMAN01104	CAEEL05361
OG0004099	HUMAN16085, HUMAN20170	CAEEL07071
OG0004100	HUMAN06958	CAEEL19773
OG0004101	HUMAN12860	CAEEL10753
OG0004102	HUMAN03466	CAEEL20123
OG0004103	HUMAN19037	CAEEL10626
OG0004104	HUMAN14010	CAEEL04801
OG0004105	HUMAN28120	CAEEL05115
OG0004106	HUMAN00171, HUMAN00169	CAEEL04225
OG0004110	HUMAN23820, HUMAN03249	CAEEL01260
OG0004112	HUMAN01822, HUMAN01821	CAEEL00522
OG0004113	HUMAN20537	CAEEL09663
OG0004114	HUMAN04859, HUMAN04858, HUMAN04860	CAEEL13365
OG0004115	HUMAN21493	CAEEL05975
OG0004116	HUMAN05608, HUMAN05607	CAEEL17798
OG0004118	HUMAN26960, HUMAN26961	CAEEL09754
OG0004119	HUMAN15237, HUMAN15236	CAEEL00177
OG0004120	HUMAN03333	CAEEL09396
OG0004121	HUMAN00202, HUMAN21585	CAEEL06572, CAEEL06571, CAEEL06570, CAEEL06569
OG0004122	HUMAN29461, HUMAN29462	CAEEL20018
OG0004123	HUMAN05602, HUMAN05601, HUMAN05600	CAEEL05731
OG0004124	HUMAN19130, HUMAN27894	CAEEL02724, CAEEL02723
OG0004127	HUMAN27924, HUMAN27923	CAEEL19955, CAEEL18275, CAEEL06860
OG0004128	HUMAN20446, HUMAN16881, HUMAN16882	CAEEL11738
OG0004130	HUMAN01818	CAEEL02356
OG0004133	HUMAN18302, HUMAN07684	CAEEL05363
OG0004134	HUMAN22443	CAEEL07495
OG0004135	HUMAN25931, HUMAN25933, HUMAN25932, HUMAN13193	CAEEL19516
OG0004136	HUMAN02426, HUMAN02427	CAEEL04479
OG0004137	HUMAN28841	CAEEL00169, CAEEL00170
OG0004139	HUMAN28858, HUMAN14285	CAEEL04347
OG0004142	HUMAN14999	CAEEL10168
OG0004144	HUMAN20558, HUMAN21379	CAEEL00709
OG0004145	HUMAN08310, HUMAN18750	CAEEL14333
OG0004147	HUMAN21565	CAEEL07109
OG0004148	HUMAN12377	CAEEL07951
OG0004150	HUMAN20665	CAEEL09285
OG0004151	HUMAN11355, HUMAN11356	CAEEL01499
OG0004153	HUMAN24083	CAEEL11562
OG0004156	HUMAN21442	CAEEL05393
OG0004157	HUMAN29821	CAEEL18994
OG0004158	HUMAN17542, HUMAN27299	CAEEL00394
OG0004159	HUMAN15832, HUMAN08705, HUMAN02665	CAEEL16103
OG0004160	HUMAN00868	CAEEL08700
OG0004161	HUMAN17700	CAEEL18958
OG0004164	HUMAN03236, HUMAN23812, HUMAN23813	CAEEL10119
OG0004166	HUMAN27687	CAEEL04359
OG0004167	HUMAN04739	CAEEL14218
OG0004168	HUMAN11718	CAEEL08233
OG0004169	HUMAN13644	CAEEL01556
OG0004170	HUMAN15967	CAEEL10605
OG0004171	HUMAN15518	CAEEL11852
OG0004176	HUMAN22859, HUMAN22860	CAEEL01489
OG0004179	HUMAN10496, HUMAN10497, HUMAN12064, HUMAN12065, HUMAN12066, HUMAN12169	CAEEL10656
OG0004180	HUMAN27280, HUMAN18278, HUMAN27279	CAEEL08381
OG0004181	HUMAN22409	CAEEL13830
OG0004182	HUMAN19435	CAEEL14269
OG0004184	HUMAN02697	CAEEL15780, CAEEL15781
OG0004185	HUMAN01862, HUMAN20490	CAEEL19854
OG0004186	HUMAN08997, HUMAN08995, HUMAN02715	CAEEL13926
OG0004187	HUMAN11528, HUMAN08193, HUMAN08194	CAEEL02068
OG0004188	HUMAN08423, HUMAN08422	CAEEL15410
OG0004189	HUMAN12201, HUMAN07399	CAEEL17811
OG0004198	HUMAN09595, HUMAN01753, HUMAN09594, HUMAN01752	CAEEL12770
OG0004200	HUMAN05753, HUMAN01993, HUMAN05752, HUMAN19370, HUMAN19369	CAEEL04657
OG0004215	HUMAN12295, HUMAN12294, HUMAN12293	CAEEL08870
OG0004216	HUMAN20287	CAEEL02995
OG0004217	HUMAN22836	CAEEL08020
OG0004218	HUMAN27915	CAEEL08860
OG0004219	HUMAN17843, HUMAN17842	CAEEL00713
OG0004222	HUMAN08455	CAEEL05571
OG0004223	HUMAN05025, HUMAN05023	CAEEL05790
OG0004225	HUMAN06624, HUMAN06623, HUMAN27310	CAEEL07717
OG0004227	HUMAN00825	CAEEL05233
OG0004228	HUMAN27429	CAEEL13669
OG0004229	HUMAN03153	CAEEL11625
OG0004230	HUMAN05581	CAEEL07897
OG0004231	HUMAN13253	CAEEL00452
OG0004232	HUMAN22434	CAEEL03690
OG0004233	HUMAN00119	CAEEL12306
OG0004235	HUMAN12117	CAEEL09358
OG0004236	HUMAN16992	CAEEL15188
OG0004238	HUMAN24523	CAEEL19751
OG0004240	HUMAN18709, HUMAN04795	CAEEL11686
OG0004241	HUMAN07668	CAEEL20251
OG0004243	HUMAN12837	CAEEL01439
OG0004244	HUMAN21470	CAEEL12157
OG0004245	HUMAN03723, HUMAN03722, HUMAN07043	CAEEL11730
OG0004246	HUMAN12879, HUMAN12881	CAEEL17853
OG0004248	HUMAN18975, HUMAN18976	CAEEL11465
OG0004249	HUMAN22547, HUMAN22545, HUMAN22548, HUMAN22546	CAEEL17634
OG0004252	HUMAN25401, HUMAN25402, HUMAN25400	CAEEL07003
OG0004253	HUMAN10905, HUMAN26337	CAEEL06637
OG0004254	HUMAN27698	CAEEL05989
OG0004255	HUMAN20924	CAEEL03031
OG0004257	HUMAN17628	CAEEL01608
OG0004258	HUMAN19337, HUMAN19336, HUMAN19590	CAEEL00939
OG0004259	HUMAN09749	CAEEL12479, CAEEL01029, CAEEL01027, CAEEL01028
OG0004261	HUMAN13774	CAEEL04677
OG0004262	HUMAN08768, HUMAN08767, HUMAN08769	CAEEL13871
OG0004263	HUMAN17547	CAEEL04092, CAEEL20329
OG0004265	HUMAN01336	CAEEL08248
OG0004268	HUMAN15200, HUMAN15199, HUMAN15201	CAEEL02406
OG0004269	HUMAN03613	CAEEL07842
OG0004270	HUMAN01652	CAEEL02066
OG0004271	HUMAN26827	CAEEL10494
OG0004273	HUMAN12115, HUMAN12114	CAEEL04799
OG0004274	HUMAN11120	CAEEL05009
OG0004277	HUMAN29963	CAEEL06545
OG0004278	HUMAN28639	CAEEL07238
OG0004280	HUMAN13148	CAEEL16211, CAEEL16212
OG0004282	HUMAN00466	CAEEL18359, CAEEL13638
OG0004283	HUMAN22365	CAEEL08314
OG0004284	HUMAN22289	CAEEL08527
OG0004285	HUMAN24318, HUMAN24317, HUMAN24319	CAEEL01238
OG0004288	HUMAN23255	CAEEL01059
OG0004289	HUMAN08406	CAEEL02984
OG0004290	HUMAN11088, HUMAN11089, HUMAN26173	CAEEL02030
OG0004291	HUMAN02664	CAEEL04748
OG0004292	HUMAN18016, HUMAN18018, HUMAN18017	CAEEL15301
OG0004294	HUMAN04148, HUMAN04149, HUMAN02311, HUMAN02310	CAEEL04571
OG0004295	HUMAN14256	CAEEL03919
OG0004297	HUMAN24896	CAEEL19228
OG0004299	HUMAN22961, HUMAN05108, HUMAN22962	CAEEL07283
OG0004301	HUMAN04644	CAEEL07551
OG0004302	HUMAN23334	CAEEL07295
OG0004303	HUMAN18308, HUMAN18307	CAEEL12783
OG0004304	HUMAN07403, HUMAN07402, HUMAN07400, HUMAN07401	CAEEL17137
OG0004305	HUMAN14140, HUMAN14141	CAEEL02874
OG0004307	HUMAN13513	CAEEL00090
OG0004308	HUMAN30057	CAEEL00320
OG0004309	HUMAN03042	CAEEL13877
OG0004310	HUMAN01879, HUMAN01878, HUMAN15096, HUMAN15095	CAEEL02565
OG0004312	HUMAN01959	CAEEL05846
OG0004314	HUMAN02115, HUMAN29290, HUMAN29291	CAEEL00001
OG0004316	HUMAN26704, HUMAN21828	CAEEL10340
OG0004317	HUMAN07353	CAEEL07185
OG0004321	HUMAN03148	CAEEL11975
OG0004324	HUMAN19248	CAEEL07830
OG0004325	HUMAN17229	CAEEL07606
OG0004326	HUMAN27157, HUMAN27158	CAEEL05465, CAEEL10687
OG0004328	HUMAN18966, HUMAN18965	CAEEL00916
OG0004330	HUMAN08424	CAEEL15513
OG0004331	HUMAN08295	CAEEL11038
OG0004332	HUMAN05580	CAEEL19699
OG0004333	HUMAN28274	CAEEL19900
OG0004334	HUMAN00979, HUMAN00978	CAEEL04372
OG0004335	HUMAN22919	CAEEL09206
OG0004337	HUMAN01473	CAEEL11698, CAEEL01133
OG0004338	HUMAN05208	CAEEL07793
OG0004344	HUMAN30235, HUMAN30231, HUMAN30232	CAEEL16267
OG0004345	HUMAN29416	CAEEL06934
OG0004347	HUMAN19877	CAEEL07276
OG0004348	HUMAN29749	CAEEL08518
OG0004349	HUMAN08334, HUMAN08332, HUMAN08333	CAEEL06923, CAEEL06922
OG0004350	HUMAN25142	CAEEL01588
OG0004351	HUMAN05858	CAEEL08854
OG0004353	HUMAN05861	CAEEL03078
OG0004355	HUMAN20522, HUMAN06764, HUMAN20523	CAEEL17139
OG0004356	HUMAN21882	CAEEL10602
OG0004357	HUMAN17377	CAEEL01908
OG0004358	HUMAN20549	CAEEL10874
OG0004359	HUMAN21016, HUMAN29937	CAEEL05118
OG0004360	HUMAN02590	CAEEL08760
OG0004361	HUMAN02280	CAEEL01764
OG0004362	HUMAN12669, HUMAN20594	CAEEL01360
OG0004364	HUMAN16782, HUMAN16785	CAEEL05913
OG0004365	HUMAN09827	CAEEL00507
OG0004368	HUMAN02041, HUMAN24846	CAEEL20084
OG0004369	HUMAN29479	CAEEL08210
OG0004370	HUMAN26663	CAEEL03244, CAEEL09918
OG0004373	HUMAN00854	CAEEL05891
OG0004374	HUMAN13158	CAEEL07100
OG0004376	HUMAN26330, HUMAN19958	CAEEL08383
OG0004377	HUMAN28605	CAEEL07838
OG0004378	HUMAN11677, HUMAN11679, HUMAN11678	CAEEL08612
OG0004379	HUMAN15965, HUMAN06117, HUMAN15966	CAEEL06174
OG0004380	HUMAN02379, HUMAN06115	CAEEL04195
OG0004381	HUMAN01741	CAEEL00194
OG0004382	HUMAN23495	CAEEL06795
OG0004388	HUMAN25589	CAEEL02922
OG0004390	HUMAN02225, HUMAN02224, HUMAN02227, HUMAN02226	CAEEL10569
OG0004391	HUMAN22998, HUMAN23755, HUMAN22999	CAEEL09690
OG0004392	HUMAN03189, HUMAN03190	CAEEL11311, CAEEL11312
OG0004393	HUMAN03571	CAEEL19535
OG0004394	HUMAN30076, HUMAN25176	CAEEL00556
OG0004396	HUMAN00392, HUMAN00394, HUMAN00393	CAEEL05746
OG0004398	HUMAN25746	CAEEL09179
OG0004399	HUMAN20481, HUMAN20480, HUMAN20364	CAEEL12106
OG0004401	HUMAN30275, HUMAN07787	CAEEL08851
OG0004402	HUMAN22342, HUMAN22341	CAEEL07455
OG0004403	HUMAN09951, HUMAN09950, HUMAN09949	CAEEL00967
OG0004404	HUMAN09714	CAEEL00266
OG0004407	HUMAN08685	CAEEL15656
OG0004409	HUMAN06237, HUMAN06235, HUMAN06234, HUMAN06236, HUMAN21149, HUMAN06233	CAEEL18900
OG0004417	HUMAN27641, HUMAN27642, HUMAN27644, HUMAN27646, HUMAN27643, HUMAN01111, HUMAN27645	CAEEL04605
OG0004419	HUMAN17223, HUMAN17224, HUMAN17222	CAEEL07142
OG0004423	HUMAN24585	CAEEL08323, CAEEL04481, CAEEL04480
OG0004425	HUMAN20710, HUMAN12646, HUMAN12647	CAEEL04267
OG0004426	HUMAN08417, HUMAN15503, HUMAN15502	CAEEL06644
OG0004459	HUMAN03665	CAEEL09113
OG0004460	HUMAN02348	CAEEL05618, CAEEL12160
OG0004462	HUMAN07884	CAEEL07505
OG0004465	HUMAN25551	CAEEL14659
OG0004467	HUMAN07304	CAEEL08802
OG0004468	HUMAN04543	CAEEL08068, CAEEL00974
OG0004471	HUMAN17967, HUMAN17970, HUMAN17969, HUMAN17968	CAEEL07653
OG0004472	HUMAN26987	CAEEL02040
OG0004474	HUMAN00075, HUMAN00078, HUMAN00076	CAEEL04978, CAEEL19704
OG0004476	HUMAN07423, HUMAN07424	CAEEL09485
OG0004477	HUMAN09841	CAEEL01083
OG0004479	HUMAN13760	CAEEL01982
OG0004481	HUMAN09377, HUMAN09376, HUMAN09378	CAEEL01863
OG0004484	HUMAN00032	CAEEL03718, CAEEL03716
OG0004486	HUMAN28381	CAEEL02086
OG0004487	HUMAN22433	CAEEL04119
OG0004489	HUMAN20466, HUMAN20464	CAEEL07471
OG0004490	HUMAN16011, HUMAN16009, HUMAN16010, HUMAN16008	CAEEL15483
OG0004492	HUMAN03895	CAEEL12152, CAEEL01223
OG0004493	HUMAN00736, HUMAN00734	CAEEL07084
OG0004494	HUMAN10688, HUMAN10687, HUMAN10686	CAEEL06691
OG0004495	HUMAN01257	CAEEL00990
OG0004496	HUMAN21326	CAEEL17616
OG0004498	HUMAN21502, HUMAN21503	CAEEL07493
OG0004500	HUMAN27616	CAEEL07302, CAEEL06408
OG0004501	HUMAN00494	CAEEL02204
OG0004505	HUMAN17948	CAEEL02342, CAEEL10487
OG0004506	HUMAN13339, HUMAN13338, HUMAN13340	CAEEL09652
OG0004507	HUMAN23622, HUMAN23623, HUMAN23621	CAEEL02892
OG0004509	HUMAN02069	CAEEL08073, CAEEL06714
OG0004511	HUMAN19795, HUMAN12268	CAEEL00625
OG0004514	HUMAN20024	CAEEL07361
OG0004516	HUMAN13123, HUMAN13122	CAEEL09798
OG0004517	HUMAN13286, HUMAN13288, HUMAN13287	CAEEL19843
OG0004518	HUMAN14476, HUMAN29301, HUMAN14475	CAEEL18955
OG0004519	HUMAN21150	CAEEL09657
OG0004520	HUMAN22045	CAEEL04837
OG0004523	HUMAN01827, HUMAN01829	CAEEL05687
OG0004525	HUMAN01279	CAEEL03911
OG0004526	HUMAN29357	CAEEL07101
OG0004532	HUMAN10136	CAEEL10922
OG0004533	HUMAN09658, HUMAN14386, HUMAN14387, HUMAN14389	CAEEL01233
OG0004535	HUMAN15449, HUMAN15447, HUMAN15446, HUMAN15448	CAEEL05920
OG0004538	HUMAN08630, HUMAN08632, HUMAN08631	CAEEL15076
OG0004539	HUMAN16954, HUMAN08753, HUMAN08752	CAEEL15237
OG0004542	HUMAN20251	CAEEL08914
OG0004543	HUMAN12485	CAEEL06797
OG0004544	HUMAN21133, HUMAN21134, HUMAN21132, HUMAN29852, HUMAN29851	CAEEL10954
OG0004545	HUMAN23451, HUMAN23453, HUMAN23452	CAEEL06229
OG0004546	HUMAN24897	CAEEL12390
OG0004548	HUMAN02262, HUMAN02263	CAEEL05049
OG0004551	HUMAN10195	CAEEL07605
OG0004552	HUMAN11941, HUMAN11943, HUMAN11942	CAEEL14818
OG0004555	HUMAN24447	CAEEL01286
OG0004557	HUMAN18475, HUMAN26034	CAEEL19316
OG0004559	HUMAN13594, HUMAN13596, HUMAN13595	CAEEL01667
OG0004563	HUMAN19929	CAEEL05628
OG0004564	HUMAN02717, HUMAN02718	CAEEL15096
OG0004566	HUMAN27617, HUMAN13773	CAEEL08060
OG0004567	HUMAN16616	CAEEL19136, CAEEL09098
OG0004568	HUMAN08469	CAEEL14278
OG0004569	HUMAN19797, HUMAN19796	CAEEL05747
OG0004572	HUMAN27925	CAEEL15485
OG0004573	HUMAN12408, HUMAN12409	CAEEL03080
OG0004574	HUMAN06851, HUMAN04266	CAEEL05144
OG0004577	HUMAN07984	CAEEL02135, CAEEL02134
OG0004578	HUMAN21389	CAEEL07197, CAEEL15445
OG0004579	HUMAN06948, HUMAN06947	CAEEL12615
OG0004581	HUMAN30254	CAEEL20357
OG0004582	HUMAN01491, HUMAN23318	CAEEL14132
OG0004583	HUMAN25613	CAEEL07667
OG0004584	HUMAN25317, HUMAN25318	CAEEL07066
OG0004585	HUMAN13729, HUMAN13727	CAEEL02092
OG0004587	HUMAN22944, HUMAN22945	CAEEL08366
OG0004588	HUMAN11782	CAEEL08586
OG0004589	HUMAN12239, HUMAN12240	CAEEL09315
OG0004590	HUMAN26460	CAEEL07891
OG0004592	HUMAN27640, HUMAN27639	CAEEL05824
OG0004593	HUMAN24336	CAEEL18389
OG0004595	HUMAN12768, HUMAN27266	CAEEL08365
OG0004597	HUMAN16836	CAEEL15344
OG0004599	HUMAN23323, HUMAN23324	CAEEL18962
OG0004602	HUMAN13593, HUMAN13590	CAEEL17403
OG0004603	HUMAN10394, HUMAN10392, HUMAN10391	CAEEL01453
OG0004606	HUMAN18904, HUMAN18905	CAEEL07463
OG0004609	HUMAN12279, HUMAN12280	CAEEL01549, CAEEL18748
OG0004610	HUMAN09947, HUMAN09946, HUMAN09948	CAEEL01077
OG0004611	HUMAN03825, HUMAN03826	CAEEL06872
OG0004612	HUMAN25998	CAEEL17404
OG0004613	HUMAN15692, HUMAN15691	CAEEL11219
OG0004614	HUMAN04966, HUMAN04918	CAEEL14871
OG0004616	HUMAN17882	CAEEL02677
OG0004619	HUMAN12791	CAEEL07756
OG0004621	HUMAN21153, HUMAN21154	CAEEL01185
OG0004622	HUMAN29011	CAEEL00340, CAEEL00339
OG0004625	HUMAN19764	CAEEL07707
OG0004626	HUMAN15244	CAEEL02718
OG0004627	HUMAN29679	CAEEL03177, CAEEL14265
OG0004628	HUMAN13155	CAEEL08879
OG0004630	HUMAN25355, HUMAN25354	CAEEL04593
OG0004631	HUMAN29038	CAEEL04543, CAEEL20866, CAEEL16837
OG0004633	HUMAN18514, HUMAN18513, HUMAN18512	CAEEL05017, CAEEL04995, CAEEL07556
OG0004634	HUMAN12037, HUMAN20391	CAEEL04100
OG0004635	HUMAN16135, HUMAN16134	CAEEL00310
OG0004638	HUMAN16357, HUMAN16358, HUMAN16356, HUMAN16359, HUMAN16355, HUMAN16354	CAEEL15951
OG0004639	HUMAN29308	CAEEL10507
OG0004640	HUMAN00653, HUMAN00652, HUMAN00650, HUMAN00651	CAEEL00547
OG0004641	HUMAN29437, HUMAN29440, HUMAN29438	CAEEL19853
OG0004642	HUMAN04683	CAEEL00483
OG0004643	HUMAN26734	CAEEL14114
OG0004644	HUMAN02494, HUMAN02493, HUMAN02492	CAEEL03030
OG0004648	HUMAN14405, HUMAN14403	CAEEL08010
OG0004649	HUMAN13089, HUMAN19718	CAEEL08731
OG0004652	HUMAN30278, HUMAN24680	CAEEL00605
OG0004654	HUMAN16019	CAEEL11750
OG0004655	HUMAN15982	CAEEL08002
OG0004657	HUMAN26711	CAEEL03111
OG0004658	HUMAN25698, HUMAN25697, HUMAN25696	CAEEL10598, CAEEL10597
OG0004662	HUMAN08577	CAEEL07384, CAEEL15414
OG0004663	HUMAN26334, HUMAN12394	CAEEL07711
OG0004664	HUMAN07587	CAEEL14781
OG0004669	HUMAN24194, HUMAN15536	CAEEL16538
OG0004670	HUMAN12707, HUMAN12706	CAEEL02555
OG0004671	HUMAN12269	CAEEL07417
OG0004672	HUMAN11604, HUMAN11603	CAEEL13478, CAEEL04196
OG0004674	HUMAN28474	CAEEL04819
OG0004675	HUMAN16714	CAEEL00752
OG0004678	HUMAN29263	CAEEL08038
OG0004681	HUMAN19942, HUMAN19943	CAEEL07293
OG0004682	HUMAN00873, HUMAN00872	CAEEL05023
OG0004683	HUMAN04875, HUMAN04874, HUMAN04873, HUMAN04872	CAEEL15952
OG0004684	HUMAN04870	CAEEL14663
OG0004685	HUMAN19767	CAEEL09080
OG0004687	HUMAN20906, HUMAN20910, HUMAN20907	CAEEL14139
OG0004689	HUMAN22642	CAEEL04374
OG0004690	HUMAN24393	CAEEL19211, CAEEL07164, CAEEL19526
OG0004691	HUMAN18674	CAEEL06746
OG0004694	HUMAN14700, HUMAN14699, HUMAN14701	CAEEL10169
OG0004697	HUMAN22888, HUMAN22889	CAEEL08756
OG0004699	HUMAN26760, HUMAN26768, HUMAN26758, HUMAN26756, HUMAN26755	CAEEL06377
OG0004700	HUMAN01840	CAEEL14721
OG0004703	HUMAN07096	CAEEL06877
OG0004705	HUMAN23960, HUMAN07591	CAEEL07549
OG0004708	HUMAN12418	CAEEL19872
OG0004711	HUMAN30200, HUMAN30199, HUMAN16058	CAEEL00544
OG0004728	HUMAN11621, HUMAN11622	CAEEL00538
OG0004730	HUMAN28539, HUMAN09659	CAEEL07318
OG0004731	HUMAN28356	CAEEL07767
OG0004733	HUMAN23596	CAEEL14033
OG0004735	HUMAN28210	CAEEL15164
OG0004738	HUMAN13648	CAEEL01347
OG0004740	HUMAN09243, HUMAN09242	CAEEL00607
OG0004743	HUMAN14417, HUMAN14416, HUMAN14419, HUMAN14418	CAEEL09903
OG0004744	HUMAN25907	CAEEL01018
OG0004746	HUMAN04206, HUMAN06099	CAEEL06526, CAEEL06525
OG0004747	HUMAN24414	CAEEL05338
OG0004749	HUMAN18871	CAEEL01493
OG0004752	HUMAN00597	CAEEL01146
OG0004753	HUMAN21696	CAEEL05745
OG0004754	HUMAN10396	CAEEL09862
OG0004756	HUMAN00386	CAEEL04839
OG0004758	HUMAN11660	CAEEL07889
OG0004759	HUMAN08595	CAEEL14427
OG0004760	HUMAN28226, HUMAN28225, HUMAN28228, HUMAN28227	CAEEL04521
OG0004763	HUMAN01550, HUMAN01549, HUMAN01519	CAEEL09072, CAEEL20382
OG0004764	HUMAN01006	CAEEL08826
OG0004765	HUMAN14318	CAEEL05458
OG0004766	HUMAN19581, HUMAN19587	CAEEL11340
OG0004767	HUMAN20245, HUMAN20244, HUMAN20243	CAEEL15300
OG0004768	HUMAN22364, HUMAN24007	CAEEL15484
OG0004769	HUMAN01235	CAEEL12780
OG0004770	HUMAN00795	CAEEL01889
OG0004776	HUMAN19769	CAEEL08387
OG0004781	HUMAN05138, HUMAN05136, HUMAN05139	CAEEL08433
OG0004784	HUMAN25867	CAEEL12805
OG0004785	HUMAN18026	CAEEL06884
OG0004786	HUMAN18254	CAEEL08213
OG0004787	HUMAN05706	CAEEL05444
OG0004789	HUMAN26363	CAEEL02896
OG0004790	HUMAN20266, HUMAN07157	CAEEL09153
OG0004791	HUMAN01050, HUMAN01049	CAEEL06281
OG0004792	HUMAN10952, HUMAN07261	CAEEL07537
OG0004794	HUMAN16576, HUMAN16578	CAEEL18384
OG0004795	HUMAN07355	CAEEL08472
OG0004797	HUMAN08833	CAEEL00938
OG0004803	HUMAN05217	CAEEL01421, CAEEL18833
OG0004805	HUMAN07478	CAEEL12139
OG0004808	HUMAN21575	CAEEL02473, CAEEL11207
OG0004811	HUMAN11108	CAEEL01647
OG0004812	HUMAN03902, HUMAN03901	CAEEL13048, CAEEL18140
OG0004813	HUMAN28161, HUMAN28159, HUMAN28158, HUMAN28160	CAEEL00671
OG0004814	HUMAN04561	CAEEL07145
OG0004816	HUMAN15119, HUMAN15517	CAEEL16537
OG0004817	HUMAN17914	CAEEL06643
OG0004818	HUMAN21311, HUMAN21312, HUMAN05710	CAEEL19418
OG0004819	HUMAN19316	CAEEL17427
OG0004820	HUMAN25471	CAEEL02793
OG0004822	HUMAN18150, HUMAN18149, HUMAN18151, HUMAN03608, HUMAN18148	CAEEL08056
OG0004825	HUMAN05714	CAEEL11735
OG0004826	HUMAN02645	CAEEL15579
OG0004828	HUMAN03376	CAEEL10102
OG0004829	HUMAN09713, HUMAN09712	CAEEL10445
OG0004830	HUMAN15040, HUMAN15039	CAEEL14471
OG0004832	HUMAN07467, HUMAN07466	CAEEL07284
OG0004833	HUMAN23800	CAEEL01811, CAEEL01810, CAEEL17285, CAEEL17797, CAEEL16922
OG0004835	HUMAN07221, HUMAN07220, HUMAN13098	CAEEL18124
OG0004836	HUMAN26405, HUMAN26407, HUMAN26406	CAEEL07499
OG0004837	HUMAN01440, HUMAN26478	CAEEL17416
OG0004838	HUMAN00791, HUMAN00792	CAEEL14322
