Orthogroup	APOSC_ok	CAPO3
OG0004882	APOSC_19733	CAPO307657
OG0004883	APOSC_06266	CAPO304269
OG0004884	APOSC_18914, APOSC_18913	CAPO306875
OG0004886	APOSC_15318	CAPO304598
OG0004887	APOSC_23448	CAPO303252
OG0004889	APOSC_18740	CAPO302860
OG0004892	APOSC_27628	CAPO308266
OG0004893	APOSC_13538	CAPO305797
OG0004894	APOSC_10086	CAPO308103
OG0004895	APOSC_00285	CAPO301412
OG0004896	APOSC_22241	CAPO301146, CAPO308332
OG0004897	APOSC_28482, APOSC_03431, APOSC_03739, APOSC_02448	CAPO300624
OG0004898	APOSC_15328, APOSC_15329	CAPO300846
OG0004899	APOSC_16192	CAPO304701
OG0004900	APOSC_25455	CAPO300509
OG0004901	APOSC_29135	CAPO301170
OG0004902	APOSC_20205, APOSC_20206	CAPO305853
OG0004903	APOSC_28442	CAPO304775
OG0004904	APOSC_15618	CAPO304100
OG0004906	APOSC_10829	CAPO303480
OG0004907	APOSC_26722	CAPO307254
OG0004911	APOSC_24278	CAPO305750
OG0004913	APOSC_01879	CAPO306717
OG0004914	APOSC_15903	CAPO301519
OG0004917	APOSC_18872, APOSC_08997	CAPO303374
OG0004919	APOSC_08486	CAPO308082
OG0004920	APOSC_08648, APOSC_08649, APOSC_08650, APOSC_27744	CAPO302580
OG0004922	APOSC_01894	CAPO306550
OG0004923	APOSC_26426	CAPO307943
OG0004924	APOSC_26407	CAPO304606
OG0004927	APOSC_06832	CAPO304855
OG0004928	APOSC_25338, APOSC_01712, APOSC_21753, APOSC_19239, APOSC_10850	CAPO304691
OG0004929	APOSC_22375	CAPO304111
OG0004932	APOSC_00265	CAPO306081, CAPO305804
OG0004934	APOSC_26300	CAPO305066
OG0004935	APOSC_01395	CAPO302835
OG0004936	APOSC_00369, APOSC_25947	CAPO306298
OG0004938	APOSC_23918	CAPO308159
OG0004940	APOSC_21420, APOSC_09286, APOSC_27462, APOSC_09288, APOSC_09287	CAPO305630
OG0004943	APOSC_09791	CAPO306001
OG0004944	APOSC_24038, APOSC_24039	CAPO302056
OG0004946	APOSC_07901	CAPO305515
OG0004947	APOSC_28433	CAPO307579
OG0004948	APOSC_27579	CAPO305331
OG0004949	APOSC_27093	CAPO304026
OG0004950	APOSC_23832	CAPO300642
OG0004952	APOSC_23049	CAPO301776
OG0004953	APOSC_07485, APOSC_07484	CAPO306623
OG0004954	APOSC_13369	CAPO303229
OG0004958	APOSC_26844	CAPO302197
OG0004960	APOSC_29061	CAPO300258
OG0004961	APOSC_26647	CAPO305777
OG0004962	APOSC_28035	CAPO301438
OG0004963	APOSC_23225, APOSC_23226, APOSC_23224	CAPO303805
OG0004964	APOSC_07483	CAPO302916
OG0004969	APOSC_15312	CAPO303678
OG0004970	APOSC_12399, APOSC_12401, APOSC_12400	CAPO303748
OG0004971	APOSC_15530	CAPO302327
OG0004972	APOSC_03315	CAPO304289
OG0004976	APOSC_02810, APOSC_02811	CAPO304478
OG0004977	APOSC_27347	CAPO304350
OG0004978	APOSC_15201	CAPO308306
OG0004979	APOSC_19053	CAPO303118
OG0004980	APOSC_00410, APOSC_17279	CAPO300807
OG0004981	APOSC_26712, APOSC_14915, APOSC_14913, APOSC_14914, APOSC_18267	CAPO306326
OG0004982	APOSC_17165	CAPO301351
OG0004983	APOSC_01696	CAPO300176
OG0004985	APOSC_01917	CAPO304816
OG0004988	APOSC_24816	CAPO305623
OG0004989	APOSC_24768	CAPO300323
OG0004990	APOSC_08820	CAPO305712
OG0004991	APOSC_17350, APOSC_11919	CAPO302271
OG0004993	APOSC_02545	CAPO302747
OG0004997	APOSC_11799	CAPO300456
OG0004999	APOSC_08150, APOSC_08151	CAPO302635
OG0005002	APOSC_22570, APOSC_03522, APOSC_24213	CAPO305114
OG0005003	APOSC_00926	CAPO303837
OG0005005	APOSC_28568	CAPO303017
OG0005006	APOSC_24900	CAPO301015
OG0005007	APOSC_16161	CAPO300658
OG0005009	APOSC_16548	CAPO303190
OG0005010	APOSC_12362	CAPO304378
OG0005013	APOSC_09516	CAPO304066
OG0005014	APOSC_25977, APOSC_25978	CAPO307825
OG0005015	APOSC_07779, APOSC_27016, APOSC_27015	CAPO300946
OG0005016	APOSC_14825	CAPO305499
OG0005038	APOSC_06759	CAPO301658
OG0005040	APOSC_02779	CAPO300876
OG0005044	APOSC_15901	CAPO307084
OG0005046	APOSC_22226, APOSC_22225, APOSC_22224	CAPO304846
OG0005047	APOSC_21980	CAPO305932
OG0005048	APOSC_25102	CAPO300857
OG0005053	APOSC_16666	CAPO302547
OG0005057	APOSC_23872	CAPO303573
OG0005058	APOSC_23043	CAPO306731
OG0005059	APOSC_11327	CAPO300063
OG0005061	APOSC_02678	CAPO306602
OG0005062	APOSC_18529, APOSC_13838	CAPO302106
OG0005064	APOSC_28259	CAPO300249
OG0005067	APOSC_15855, APOSC_15854	CAPO302289
OG0005068	APOSC_05709	CAPO306513
OG0005069	APOSC_18932, APOSC_24379, APOSC_24380	CAPO300204
OG0005071	APOSC_22085	CAPO305606
OG0005073	APOSC_23801	CAPO305547
OG0005075	APOSC_13170	CAPO307362
OG0005076	APOSC_19994	CAPO302885
OG0005077	APOSC_24165	CAPO302160
OG0005078	APOSC_17431, APOSC_17432, APOSC_17433	CAPO307983
OG0005079	APOSC_03107	CAPO303799
OG0005081	APOSC_24378	CAPO307065
OG0005083	APOSC_23187	CAPO302388
OG0005084	APOSC_03696	CAPO307421, CAPO301121
OG0005086	APOSC_02666, APOSC_02667	CAPO302959
OG0005088	APOSC_06901	CAPO307772
OG0005089	APOSC_10837	CAPO303888
OG0005090	APOSC_16737	CAPO303909
OG0005091	APOSC_11302	CAPO305179
OG0005092	APOSC_10413	CAPO301418
OG0005093	APOSC_23767	CAPO303716
OG0005094	APOSC_20671	CAPO303630
OG0005095	APOSC_08299	CAPO301660
OG0005096	APOSC_14882	CAPO301964
OG0005097	APOSC_07900	CAPO304365
OG0005099	APOSC_00270	CAPO305916
OG0005100	APOSC_27305	CAPO306219
OG0005103	APOSC_02095	CAPO300625
OG0005104	APOSC_08795	CAPO303053
OG0005106	APOSC_09445, APOSC_18297, APOSC_27833, APOSC_27723, APOSC_09444, APOSC_09446, APOSC_09443, APOSC_08826	CAPO301403
OG0005107	APOSC_07985	CAPO304194
OG0005108	APOSC_06524	CAPO301196
OG0005109	APOSC_20304	CAPO301209
OG0005111	APOSC_22230, APOSC_23587	CAPO302727
OG0005113	APOSC_26041	CAPO300389
OG0005114	APOSC_00254, APOSC_25577, APOSC_01758	CAPO305096
OG0005115	APOSC_27028	CAPO304298
OG0005119	APOSC_22395	CAPO304215
OG0005120	APOSC_14997, APOSC_24079	CAPO304593
OG0005121	APOSC_02873	CAPO301715
OG0005124	APOSC_11877	CAPO305507
OG0005127	APOSC_23106	CAPO307277
OG0005128	APOSC_17389, APOSC_17388, APOSC_08557, APOSC_27615	CAPO305144
OG0005130	APOSC_22518	CAPO305368
OG0005132	APOSC_07584	CAPO300384
OG0005138	APOSC_26291	CAPO300009
OG0005139	APOSC_20983	CAPO302205
OG0005140	APOSC_15239	CAPO300700, CAPO302173
OG0005142	APOSC_03160	CAPO304715
OG0005143	APOSC_28229	CAPO304926
OG0005144	APOSC_23591	CAPO306416
OG0005145	APOSC_03464	CAPO302299
OG0005146	APOSC_08851, APOSC_08852	CAPO303659
OG0005147	APOSC_02705	CAPO302069
OG0005149	APOSC_11564	CAPO302171
OG0005150	APOSC_13925	CAPO301944
OG0005151	APOSC_05387	CAPO302626
OG0005152	APOSC_03938	CAPO307737
OG0005154	APOSC_06041	CAPO307643
OG0005155	APOSC_02172	CAPO304712
OG0005156	APOSC_19033	CAPO305254
OG0005157	APOSC_20579	CAPO301711
OG0005158	APOSC_16706	CAPO300547
OG0005160	APOSC_07551, APOSC_07525, APOSC_07524, APOSC_07523	CAPO300741
OG0005163	APOSC_17701	CAPO305704
OG0005164	APOSC_04082, APOSC_04081	CAPO307846
OG0005167	APOSC_28668, APOSC_15342	CAPO303298
OG0005168	APOSC_23189	CAPO306745
OG0005169	APOSC_18812	CAPO303886
OG0005172	APOSC_10631	CAPO306565
OG0005175	APOSC_04557	CAPO305645
OG0005178	APOSC_07458	CAPO300199
OG0005179	APOSC_17938	CAPO306190
OG0005180	APOSC_27666	CAPO308188
OG0005181	APOSC_28263	CAPO300793
OG0005182	APOSC_08639	CAPO300394
OG0005183	APOSC_02247	CAPO304256
OG0005184	APOSC_08836	CAPO307619
OG0005185	APOSC_20519	CAPO305409
OG0005187	APOSC_22345	CAPO300108
OG0005188	APOSC_01270	CAPO307366, CAPO308331
OG0005191	APOSC_15284	CAPO301264
OG0005192	APOSC_10280	CAPO302320
OG0005193	APOSC_25267	CAPO300973
OG0005194	APOSC_14176	CAPO306243
OG0005196	APOSC_23626	CAPO306636
OG0005200	APOSC_02650	CAPO307301
OG0005201	APOSC_25032	CAPO300421
OG0005202	APOSC_15525	CAPO300013
OG0005203	APOSC_16024	CAPO304416
OG0005205	APOSC_12094	CAPO302576
OG0005206	APOSC_25642, APOSC_25643, APOSC_08792	CAPO301965
OG0005208	APOSC_28717, APOSC_03593	CAPO303001
OG0005209	APOSC_18226, APOSC_18225	CAPO300492
OG0005210	APOSC_05023	CAPO301315
OG0005212	APOSC_02064, APOSC_26707	CAPO300331
OG0005214	APOSC_16179	CAPO304556
OG0005215	APOSC_21000, APOSC_21001	CAPO308114
OG0005216	APOSC_27460	CAPO304567
OG0005217	APOSC_12083	CAPO303096, CAPO306650
OG0005221	APOSC_04169	CAPO306723
OG0005222	APOSC_18699	CAPO305567
OG0005223	APOSC_23774	CAPO302922
OG0005224	APOSC_01367	CAPO300521
OG0005228	APOSC_05215, APOSC_05216	CAPO300902
OG0005229	APOSC_07019	CAPO300950
OG0005230	APOSC_24455	CAPO305306
OG0005231	APOSC_11920	CAPO307526
OG0005233	APOSC_01508	CAPO307259
OG0005234	APOSC_18433, APOSC_18434	CAPO306586, CAPO305435
OG0005237	APOSC_01769	CAPO300405
OG0005238	APOSC_20097	CAPO307942
OG0005239	APOSC_01099, APOSC_27645	CAPO305851
OG0005240	APOSC_18208	CAPO302162
OG0005241	APOSC_02378	CAPO301367
OG0005243	APOSC_10996	CAPO302946
OG0005244	APOSC_04805, APOSC_04804	CAPO301413
OG0005245	APOSC_22390	CAPO305774
OG0005247	APOSC_00062	CAPO305218
OG0005249	APOSC_08128	CAPO306769
OG0005250	APOSC_23839	CAPO304032
OG0005251	APOSC_02584	CAPO306449
OG0005253	APOSC_27501	CAPO307867
OG0005254	APOSC_19056	CAPO304356
OG0005255	APOSC_05290	CAPO303838, CAPO300416
OG0005257	APOSC_14047	CAPO302797
OG0005258	APOSC_18260	CAPO301990
OG0005259	APOSC_17384	CAPO303873
OG0005261	APOSC_05476	CAPO305240
OG0005262	APOSC_23044	CAPO301884
OG0005264	APOSC_07360	CAPO302695
OG0005265	APOSC_21740	CAPO305767
OG0005267	APOSC_21073	CAPO300315
OG0005268	APOSC_08152	CAPO302457
OG0005269	APOSC_17989	CAPO303868
OG0005271	APOSC_11306, APOSC_01047	CAPO303459
OG0005272	APOSC_20560	CAPO300142
OG0005273	APOSC_26791, APOSC_17309	CAPO302742
OG0005275	APOSC_26865	CAPO301557
OG0005277	APOSC_00848	CAPO302973, CAPO308033
OG0005278	APOSC_26566	CAPO306576, CAPO308328
OG0005279	APOSC_15390	CAPO304182
OG0005280	APOSC_23326, APOSC_25898	CAPO306635
OG0005285	APOSC_00648, APOSC_00649	CAPO302006
OG0005287	APOSC_09794	CAPO307607
OG0005289	APOSC_04681, APOSC_00709, APOSC_14321	CAPO304679
OG0005290	APOSC_26456, APOSC_26457	CAPO305632
OG0005292	APOSC_15515	CAPO300881
OG0005293	APOSC_19487	CAPO303402
OG0005294	APOSC_10411	CAPO306913
OG0005295	APOSC_10487	CAPO304907
OG0005298	APOSC_28447	CAPO307279
OG0005299	APOSC_07146	CAPO304069
OG0005300	APOSC_06284	CAPO304452
OG0005301	APOSC_10500	CAPO307444
OG0005303	APOSC_26348	CAPO304454
OG0005304	APOSC_03952	CAPO307658
OG0005305	APOSC_19827	CAPO301003
OG0005309	APOSC_13912	CAPO306631
OG0005312	APOSC_18279	CAPO307454, CAPO303466
OG0005314	APOSC_00909	CAPO302074
OG0005315	APOSC_01239, APOSC_14458	CAPO302427
OG0005316	APOSC_02719	CAPO301704
OG0005317	APOSC_06639, APOSC_10096	CAPO307168
OG0005318	APOSC_15034	CAPO308249
OG0005319	APOSC_01868, APOSC_01867	CAPO302638
OG0005320	APOSC_27879	CAPO301023
OG0005322	APOSC_22385	CAPO308079
OG0005323	APOSC_15229	CAPO307349
OG0005324	APOSC_25734	CAPO303901
OG0005325	APOSC_14994	CAPO301092
OG0005326	APOSC_16865, APOSC_16866	CAPO303331
OG0005331	APOSC_06857, APOSC_08503	CAPO301923
OG0005359	APOSC_15626, APOSC_15627	CAPO300630
OG0005360	APOSC_11549	CAPO303782
OG0005364	APOSC_06355	CAPO300756
OG0005365	APOSC_23013	CAPO303866
OG0005366	APOSC_18159, APOSC_18158	CAPO300645
OG0005367	APOSC_14657	CAPO304113
OG0005370	APOSC_19516, APOSC_19517	CAPO303423
OG0005371	APOSC_04544	CAPO306407
OG0005373	APOSC_24282, APOSC_23094, APOSC_12500	CAPO302507
OG0005374	APOSC_13436	CAPO300609
OG0005375	APOSC_15874	CAPO305216
OG0005377	APOSC_01331	CAPO307926
OG0005378	APOSC_25053	CAPO301284
OG0005379	APOSC_12666	CAPO303714
OG0005380	APOSC_08215, APOSC_28651	CAPO306791
OG0005381	APOSC_26666	CAPO301325
OG0005384	APOSC_09845	CAPO300411
OG0005385	APOSC_27204	CAPO305502
OG0005386	APOSC_20621	CAPO307872
OG0005388	APOSC_04968, APOSC_04967	CAPO301274
OG0005389	APOSC_04842	CAPO300599
OG0005390	APOSC_26686	CAPO301450
OG0005391	APOSC_08891	CAPO302409
OG0005393	APOSC_02481	CAPO302465
OG0005394	APOSC_20423	CAPO306444
OG0005395	APOSC_01572, APOSC_01573	CAPO302966
OG0005396	APOSC_19850	CAPO301185
OG0005398	APOSC_11119	CAPO301199
OG0005399	APOSC_00331	CAPO306277
OG0005400	APOSC_12333	CAPO301149
OG0005402	APOSC_05157	CAPO307246
OG0005403	APOSC_22572	CAPO303785
OG0005404	APOSC_28890, APOSC_28889	CAPO306644
OG0005405	APOSC_00614	CAPO304677
OG0005406	APOSC_01761	CAPO301050
OG0005408	APOSC_12533	CAPO306656
OG0005409	APOSC_19973	CAPO304722
OG0005410	APOSC_21052	CAPO300140
OG0005412	APOSC_24830	CAPO300143
OG0005413	APOSC_00881	CAPO304093
OG0005414	APOSC_19790	CAPO301252, CAPO301167
OG0005417	APOSC_26063	CAPO302063
OG0005422	APOSC_15411	CAPO303205
OG0005424	APOSC_10535	CAPO305286
OG0005425	APOSC_04615	CAPO300175
OG0005427	APOSC_02382	CAPO301444
OG0005430	APOSC_00253, APOSC_02038, APOSC_17625, APOSC_17624	CAPO302295
OG0005431	APOSC_09836	CAPO304591
OG0005433	APOSC_02868, APOSC_19406	CAPO303786
OG0005434	APOSC_05369	CAPO302858
OG0005435	APOSC_05679	CAPO303045
OG0005437	APOSC_22987	CAPO308137
OG0005438	APOSC_25592, APOSC_14497	CAPO302494
OG0005439	APOSC_07393	CAPO304206
OG0005440	APOSC_14558	CAPO303719
OG0005442	APOSC_29096	CAPO307582
OG0005443	APOSC_28451	CAPO305021
OG0005444	APOSC_21406	CAPO300488
OG0005446	APOSC_24089	CAPO300144
OG0005449	APOSC_13711	CAPO300543
OG0005450	APOSC_21498	CAPO302868
OG0005451	APOSC_17133	CAPO300480
OG0005454	APOSC_07340	CAPO307132
OG0005455	APOSC_02718	CAPO301855
OG0005457	APOSC_08568	CAPO307831
OG0005459	APOSC_24084	CAPO304164
OG0005461	APOSC_17183	CAPO307668
OG0005462	APOSC_08871	CAPO306835
OG0005463	APOSC_08021	CAPO303989
OG0005464	APOSC_13285	CAPO307986
OG0005465	APOSC_13790	CAPO300347
OG0005466	APOSC_21409	CAPO300596
OG0005467	APOSC_21888	CAPO305986
OG0005468	APOSC_14026, APOSC_14025	CAPO306414
OG0005469	APOSC_12047, APOSC_12048	CAPO301614
OG0005470	APOSC_25929, APOSC_25928	CAPO300654
OG0005471	APOSC_09020, APOSC_09021	CAPO300819
OG0005474	APOSC_18607	CAPO304412
OG0005475	APOSC_27416	CAPO300271
OG0005476	APOSC_27342	CAPO305577, CAPO305762
OG0005478	APOSC_02995	CAPO305209
OG0005479	APOSC_15360	CAPO300550
OG0005480	APOSC_13897	CAPO307314
OG0005481	APOSC_07097	CAPO306697, CAPO301416
OG0005482	APOSC_10124, APOSC_04261	CAPO307925
OG0005483	APOSC_15431	CAPO304067
OG0005484	APOSC_28256	CAPO307524
OG0005485	APOSC_19750, APOSC_03853, APOSC_13823, APOSC_11570	CAPO307449
OG0005486	APOSC_12133, APOSC_12134	CAPO300225
OG0005487	APOSC_20299	CAPO300444
OG0005488	APOSC_28867	CAPO301054
OG0005489	APOSC_28860, APOSC_06100, APOSC_12162, APOSC_06641	CAPO305322
OG0005490	APOSC_05837	CAPO300839
OG0005491	APOSC_15327	CAPO305898
OG0005493	APOSC_17244	CAPO304618
OG0005494	APOSC_05152	CAPO308140
OG0005495	APOSC_29139	CAPO305673
OG0005497	APOSC_09761, APOSC_09760	CAPO305501
OG0005498	APOSC_27536	CAPO303826
OG0005499	APOSC_09979, APOSC_20319	CAPO306730
OG0005500	APOSC_12881	CAPO306535
OG0005503	APOSC_02386	CAPO307437
OG0005504	APOSC_08715	CAPO300995
OG0005505	APOSC_24911	CAPO307588
OG0005506	APOSC_00816, APOSC_00815, APOSC_00814	CAPO307275
OG0005508	APOSC_13240	CAPO308142
OG0005509	APOSC_18477	CAPO300202
OG0005510	APOSC_18070, APOSC_25067	CAPO307083
OG0005511	APOSC_12481	CAPO304438
OG0005514	APOSC_06981	CAPO305223
OG0005516	APOSC_28579	CAPO305610
OG0005517	APOSC_11062, APOSC_12196	CAPO303557
OG0005518	APOSC_20365	CAPO300928
OG0005524	APOSC_24851	CAPO307077
OG0005525	APOSC_05492	CAPO305745
OG0005527	APOSC_07570	CAPO307337
OG0005528	APOSC_19337	CAPO302166
OG0005529	APOSC_18681	CAPO303996
OG0005533	APOSC_09307	CAPO308156
OG0005534	APOSC_06858	CAPO300248
OG0005535	APOSC_29103	CAPO306427
OG0005536	APOSC_10824	CAPO306899
OG0005537	APOSC_00609	CAPO305006
OG0005539	APOSC_07113	CAPO300487
OG0005540	APOSC_21989	CAPO307739
OG0005541	APOSC_28861	CAPO302610
OG0005545	APOSC_10001, APOSC_28880, APOSC_17488, APOSC_17873, APOSC_03692	CAPO307853
OG0005550	APOSC_01954	CAPO303338
OG0005553	APOSC_28171	CAPO308016
OG0005554	APOSC_24518	CAPO307360
OG0005555	APOSC_01135, APOSC_01136	CAPO303547, CAPO307135, CAPO303545, CAPO303546, CAPO303548
OG0005556	APOSC_10450, APOSC_11770, APOSC_14425, APOSC_04868	CAPO301726
OG0005558	APOSC_22802	CAPO301773
OG0005559	APOSC_11473	CAPO302392
OG0005560	APOSC_17985	CAPO302459
OG0005561	APOSC_16153, APOSC_16154	CAPO307649
OG0005562	APOSC_08357, APOSC_08358	CAPO300157
OG0005563	APOSC_28144	CAPO300985
OG0005564	APOSC_20209	CAPO307593
OG0005566	APOSC_19603	CAPO308091
OG0005569	APOSC_20016	CAPO301394
OG0005572	APOSC_17569	CAPO300415
OG0005574	APOSC_08231	CAPO305418
OG0005575	APOSC_09207, APOSC_24505	CAPO301354
OG0005578	APOSC_24175	CAPO300834
OG0005580	APOSC_22347	CAPO308283
OG0005581	APOSC_01266, APOSC_01265	CAPO303973
OG0005582	APOSC_18669	CAPO306123
OG0005583	APOSC_01842	CAPO303824
OG0005584	APOSC_07208, APOSC_21383, APOSC_11834, APOSC_03363	CAPO302871
OG0005586	APOSC_22411	CAPO303784
OG0005588	APOSC_09400, APOSC_09401	CAPO305990
OG0005589	APOSC_03104	CAPO305989
OG0005590	APOSC_24905	CAPO302905
OG0005592	APOSC_23739	CAPO305870
OG0005593	APOSC_14995	CAPO302759
OG0005594	APOSC_05460	CAPO306885
OG0005595	APOSC_18442	CAPO306737
OG0005597	APOSC_10722	CAPO301334
OG0005598	APOSC_21335	CAPO300035
OG0005599	APOSC_10884	CAPO302061
OG0005600	APOSC_04102	CAPO300445
OG0005603	APOSC_25874	CAPO303949
OG0005604	APOSC_28715	CAPO303855
OG0005605	APOSC_26467, APOSC_26356	CAPO300782
OG0005608	APOSC_07942	CAPO303058
OG0005611	APOSC_23394	CAPO304396
OG0005613	APOSC_22849	CAPO301790
OG0005614	APOSC_17688	CAPO306809
OG0005615	APOSC_22875	CAPO302186
OG0005616	APOSC_01017	CAPO302310
OG0005617	APOSC_28064	CAPO300131
OG0005618	APOSC_13510, APOSC_13509	CAPO307702
OG0005620	APOSC_13245	CAPO306094
OG0005621	APOSC_20480	CAPO308123
OG0005622	APOSC_25982, APOSC_25983	CAPO307903
OG0005623	APOSC_10313	CAPO300779
OG0005624	APOSC_19457	CAPO300652
OG0005625	APOSC_26327	CAPO302221
OG0005626	APOSC_18946	CAPO308220
OG0005629	APOSC_27454, APOSC_23153	CAPO302575
OG0005630	APOSC_04512	CAPO301786, CAPO307219
OG0005631	APOSC_14983	CAPO300791
OG0005632	APOSC_03653, APOSC_03652	CAPO303472
OG0005633	APOSC_09079	CAPO302097
OG0005636	APOSC_16065	CAPO302060
OG0005637	APOSC_04197	CAPO305600
OG0005639	APOSC_04226, APOSC_29003	CAPO306397
OG0005641	APOSC_09084	CAPO302343
OG0005642	APOSC_27637	CAPO307460
OG0005643	APOSC_10799	CAPO307244
OG0005644	APOSC_15900	CAPO303605
OG0005645	APOSC_21057, APOSC_21058, APOSC_00031	CAPO300279
OG0005649	APOSC_24376	CAPO304011
OG0005651	APOSC_14645	CAPO301043
OG0005652	APOSC_07517	CAPO301437
OG0005655	APOSC_00469	CAPO300096, CAPO304440
OG0005656	APOSC_01197	CAPO306816
OG0005660	APOSC_15651	CAPO305277
OG0005690	APOSC_14449	CAPO303792
OG0005692	APOSC_19561	CAPO306503
OG0005694	APOSC_04885	CAPO302741
OG0005695	APOSC_27641	CAPO303401
OG0005701	APOSC_01491	CAPO304311
OG0005702	APOSC_24974	CAPO302394
OG0005703	APOSC_08960	CAPO307490
OG0005707	APOSC_28310	CAPO303751
OG0005708	APOSC_05297	CAPO306478
OG0005710	APOSC_21123	CAPO307544
OG0005712	APOSC_23304	CAPO302811
OG0005714	APOSC_17478	CAPO302016
OG0005715	APOSC_14522	CAPO302774
OG0005717	APOSC_16010	CAPO303289
OG0005719	APOSC_28924	CAPO300934
OG0005721	APOSC_05124	CAPO302442
OG0005723	APOSC_21586	CAPO301560
OG0005724	APOSC_25400	CAPO305737
OG0005725	APOSC_05326	CAPO304382
OG0005726	APOSC_03386, APOSC_03385, APOSC_03387	CAPO306255
OG0005728	APOSC_04529, APOSC_04530	CAPO300070
OG0005729	APOSC_20673	CAPO306373
OG0005731	APOSC_26549	CAPO304326
OG0005732	APOSC_25969	CAPO306509
OG0005733	APOSC_22245	CAPO307250
OG0005734	APOSC_05153	CAPO307857
OG0005735	APOSC_21923	CAPO306353
OG0005738	APOSC_15849	CAPO304853
OG0005739	APOSC_09607, APOSC_16501	CAPO308247
OG0005741	APOSC_22589	CAPO303042
OG0005742	APOSC_07832, APOSC_07831, APOSC_09467, APOSC_07830	CAPO300464, CAPO302075
OG0005744	APOSC_13513	CAPO302669
OG0005746	APOSC_07740	CAPO304136
OG0005747	APOSC_22399, APOSC_22397, APOSC_22398, APOSC_22400	CAPO300949
OG0005749	APOSC_24856	CAPO300768
OG0005750	APOSC_14361	CAPO304369
OG0005751	APOSC_15772	CAPO302377
OG0005758	APOSC_26035	CAPO304832
OG0005759	APOSC_09093, APOSC_09094, APOSC_09092	CAPO305998
OG0005762	APOSC_10439	CAPO307808
OG0005764	APOSC_01694	CAPO302285
OG0005766	APOSC_20156	CAPO307164
OG0005769	APOSC_24988	CAPO301036
OG0005770	APOSC_19297	CAPO306340
OG0005771	APOSC_25613	CAPO301571
OG0005774	APOSC_02770, APOSC_02769, APOSC_02768	CAPO303542
OG0005775	APOSC_10449	CAPO306153
OG0005776	APOSC_17509	CAPO303568, CAPO307316
OG0005779	APOSC_01313, APOSC_01314	CAPO306436
OG0005781	APOSC_22013	CAPO303884
OG0005782	APOSC_00143	CAPO300230
OG0005783	APOSC_28920	CAPO303474
OG0005784	APOSC_12819	CAPO302307
OG0005787	APOSC_26671	CAPO307830
OG0005788	APOSC_09747, APOSC_20820	CAPO300037
OG0005789	APOSC_27439	CAPO303327
OG0005790	APOSC_00830	CAPO304988
OG0005792	APOSC_18422	CAPO301624
OG0005793	APOSC_16953, APOSC_01413	CAPO300669
OG0005794	APOSC_03548	CAPO302027
OG0005795	APOSC_07066	CAPO305005
OG0005796	APOSC_04697, APOSC_04696	CAPO305004
OG0005797	APOSC_22130	CAPO301712
OG0005799	APOSC_09897	CAPO305503
OG0005800	APOSC_19568	CAPO306663, CAPO303116
OG0005801	APOSC_28088	CAPO305293
OG0005803	APOSC_02519	CAPO307068
OG0005805	APOSC_13123, APOSC_13122	CAPO302538
OG0005807	APOSC_05357, APOSC_26421, APOSC_02941	CAPO304282
OG0005808	APOSC_11121, APOSC_11120	CAPO300610
OG0005810	APOSC_27164	CAPO305026
OG0005811	APOSC_08624	CAPO304151
OG0005812	APOSC_05502, APOSC_05503, APOSC_07480	CAPO305500
OG0005814	APOSC_00259	CAPO301343
OG0005815	APOSC_24616	CAPO306106
OG0005817	APOSC_01250	CAPO300290
OG0005818	APOSC_20410	CAPO302009
OG0005819	APOSC_11104, APOSC_11105	CAPO301574
OG0005821	APOSC_01529, APOSC_01531, APOSC_01530	CAPO300824
OG0005823	APOSC_08122	CAPO300775
OG0005824	APOSC_18418	CAPO303629
OG0005825	APOSC_15999	CAPO302227
OG0005828	APOSC_20393	CAPO303954
OG0005831	APOSC_06668	CAPO302864
OG0005832	APOSC_09479	CAPO302018
OG0005834	APOSC_25411	CAPO306049, CAPO302406, CAPO305685, CAPO305497
OG0005835	APOSC_24228	CAPO306285
OG0005837	APOSC_10247	CAPO300250
OG0005838	APOSC_07612	CAPO302560
OG0005840	APOSC_14345	CAPO305424
OG0005842	APOSC_03169	CAPO304596
OG0005843	APOSC_09769	CAPO307528
OG0005845	APOSC_23422	CAPO307070
OG0005847	APOSC_18012, APOSC_18011	CAPO305680
OG0005848	APOSC_01932, APOSC_12632, APOSC_01931	CAPO307829
OG0005849	APOSC_08086	CAPO303230
OG0005850	APOSC_23071	CAPO307194
OG0005851	APOSC_09575, APOSC_09574	CAPO302674
OG0005852	APOSC_16258	CAPO306738
OG0005853	APOSC_03228	CAPO305397
OG0005856	APOSC_15748	CAPO308178
OG0005857	APOSC_07313	CAPO301639
OG0005858	APOSC_24348	CAPO305203
OG0005859	APOSC_22884	CAPO307160
OG0005860	APOSC_08867	CAPO300029
OG0005863	APOSC_27616, APOSC_14006	CAPO304301
OG0005864	APOSC_18321	CAPO301932
OG0005865	APOSC_08539	CAPO303346
OG0005866	APOSC_21893	CAPO302021
OG0005869	APOSC_16070	CAPO305217
OG0005870	APOSC_07229	CAPO305120
