Orthogroup	BRALA	CAPO3
OG0004934	BRALA34630, BRALA20603	CAPO305066
OG0004935	BRALA31718	CAPO302835
OG0004936	BRALA15177	CAPO306298
OG0004938	BRALA12054	CAPO308159
OG0004940	BRALA16635	CAPO305630
OG0004943	BRALA18535	CAPO306001
OG0004944	BRALA18049	CAPO302056
OG0004946	BRALA13424	CAPO305515
OG0004947	BRALA09544	CAPO307579
OG0004948	BRALA29771	CAPO305331
OG0004949	BRALA23863	CAPO304026
OG0004950	BRALA24813	CAPO300642
OG0004952	BRALA31449	CAPO301776
OG0004953	BRALA11487	CAPO306623
OG0004954	BRALA01713	CAPO303229
OG0004958	BRALA09476	CAPO302197
OG0004960	BRALA22837	CAPO300258
OG0004961	BRALA00519	CAPO305777
OG0004962	BRALA14101	CAPO301438
OG0004963	BRALA04605	CAPO303805
OG0004964	BRALA14478	CAPO302916
OG0004969	BRALA05993	CAPO306497
OG0004970	BRALA27520	CAPO303748
OG0004971	BRALA33597, BRALA28635	CAPO302327
OG0004972	BRALA06415	CAPO304289
OG0004973	BRALA06428	CAPO305642
OG0004976	BRALA08070	CAPO304478
OG0004977	BRALA14155	CAPO304350
OG0004978	BRALA08114	CAPO308306
OG0004979	BRALA20271	CAPO303118
OG0004980	BRALA06666	CAPO300807
OG0004981	BRALA07121	CAPO306326
OG0004982	BRALA10028	CAPO301351
OG0004983	BRALA22364	CAPO300176
OG0004985	BRALA15016	CAPO304816
OG0004987	BRALA06665	CAPO306240
OG0004988	BRALA29383, BRALA27110	CAPO305623
OG0004989	BRALA08810	CAPO300323
OG0004990	BRALA19772	CAPO305712
OG0004991	BRALA20054	CAPO302271
OG0004993	BRALA20595, BRALA35651, BRALA35141	CAPO302747
OG0004993	BRALA35910	CAPO306074
OG0004997	BRALA24073	CAPO300456
OG0004999	BRALA29054	CAPO302635
OG0005002	BRALA01660	CAPO305114
OG0005003	BRALA21209, BRALA32328	CAPO303837
OG0005006	BRALA10726	CAPO301015
OG0005007	BRALA14191	CAPO300658
OG0005009	BRALA29055	CAPO303190
OG0005010	BRALA29595, BRALA32302, BRALA19473	CAPO304378
OG0005013	BRALA03794	CAPO304066
OG0005014	BRALA29414	CAPO307825
OG0005015	BRALA06837	CAPO300946
OG0005016	BRALA05856, BRALA05857	CAPO305499
OG0005021	BRALA16206	CAPO304690
OG0005040	BRALA22055	CAPO300876
OG0005044	BRALA23584	CAPO307084
OG0005046	BRALA11035	CAPO304846
OG0005047	BRALA19446	CAPO305932
OG0005048	BRALA15277	CAPO300857
OG0005053	BRALA14037	CAPO302547
OG0005057	BRALA25601	CAPO303573
OG0005058	BRALA34262, BRALA35945, BRALA35132	CAPO306731
OG0005059	BRALA18360	CAPO300063
OG0005061	BRALA05605, BRALA24447	CAPO306602
OG0005062	BRALA04850	CAPO302106
OG0005064	BRALA02160	CAPO300249
OG0005067	BRALA10674	CAPO302289
OG0005068	BRALA05475, BRALA05476	CAPO306513
OG0005069	BRALA22169	CAPO300204
OG0005071	BRALA05811	CAPO305606
OG0005073	BRALA10284	CAPO305547
OG0005075	BRALA28224	CAPO307362
OG0005076	BRALA16542	CAPO302885
OG0005077	BRALA08579, BRALA04364, BRALA03765	CAPO302160
OG0005078	BRALA16504	CAPO307983
OG0005079	BRALA22108	CAPO303799
OG0005081	BRALA04559	CAPO307065
OG0005084	BRALA18989	CAPO307421, CAPO301121
OG0005086	BRALA09381	CAPO302959
OG0005088	BRALA01303	CAPO307772
OG0005089	BRALA14635	CAPO303888
OG0005090	BRALA11176	CAPO303909
OG0005091	BRALA18690	CAPO305179
OG0005092	BRALA12771	CAPO301418
OG0005093	BRALA09010	CAPO303716
OG0005095	BRALA24486	CAPO301660
OG0005096	BRALA10442	CAPO301964
OG0005097	BRALA06505	CAPO304365
OG0005099	BRALA06538	CAPO305916
OG0005100	BRALA13678	CAPO306219
OG0005103	BRALA28207	CAPO300625
OG0005104	BRALA09466	CAPO303053
OG0005106	BRALA20191	CAPO301403
OG0005107	BRALA02107	CAPO304194
OG0005108	BRALA01222	CAPO301196
OG0005109	BRALA09181	CAPO301209
OG0005111	BRALA08666	CAPO302727
OG0005113	BRALA30868, BRALA32807, BRALA32806, BRALA35356, BRALA33824	CAPO300389
OG0005114	BRALA25886	CAPO305096
OG0005115	BRALA02746	CAPO304298
OG0005119	BRALA11537	CAPO304215
OG0005120	BRALA03270	CAPO304593
OG0005121	BRALA19194	CAPO301715
OG0005124	BRALA25908, BRALA21509	CAPO305507
OG0005127	BRALA13611	CAPO307277
OG0005128	BRALA30436	CAPO305144
OG0005130	BRALA12681	CAPO305368
OG0005132	BRALA16012	CAPO300384
OG0005138	BRALA12306	CAPO300009
OG0005139	BRALA30038, BRALA30039, BRALA30040	CAPO302205
OG0005140	BRALA04264	CAPO300700, CAPO302173
OG0005142	BRALA14416	CAPO304715
OG0005143	BRALA13606	CAPO304926
OG0005144	BRALA01103	CAPO306416
OG0005145	BRALA16536, BRALA16540	CAPO302299
OG0005146	BRALA35713, BRALA34099	CAPO303659
OG0005149	BRALA04404	CAPO302171
OG0005150	BRALA31039	CAPO301944
OG0005151	BRALA06150	CAPO302626
OG0005152	BRALA35843, BRALA35676, BRALA35994, BRALA33965	CAPO307737
OG0005154	BRALA01060, BRALA01059	CAPO307643
OG0005155	BRALA32224, BRALA11593	CAPO304712
OG0005156	BRALA11309	CAPO305254
OG0005157	BRALA07429	CAPO301711
OG0005158	BRALA29072	CAPO300547
OG0005160	BRALA32456	CAPO300741
OG0005163	BRALA18414, BRALA18413	CAPO305704
OG0005164	BRALA26111	CAPO307846
OG0005167	BRALA18625	CAPO303298
OG0005168	BRALA25927	CAPO306745
OG0005169	BRALA11938	CAPO303886
OG0005172	BRALA03213	CAPO306565
OG0005175	BRALA26154	CAPO305645
OG0005178	BRALA08227	CAPO300199
OG0005179	BRALA08226	CAPO306190
OG0005180	BRALA11534	CAPO308188
OG0005181	BRALA22385, BRALA34053	CAPO300793
OG0005182	BRALA01101	CAPO300394
OG0005183	BRALA25396	CAPO304256
OG0005184	BRALA31284	CAPO307619
OG0005185	BRALA03147	CAPO305409
OG0005187	BRALA27874	CAPO300108
OG0005188	BRALA07448	CAPO307366, CAPO308331
OG0005191	BRALA05242	CAPO301264
OG0005192	BRALA06601	CAPO302320
OG0005193	BRALA10856, BRALA10857	CAPO300973
OG0005194	BRALA11540	CAPO306243
OG0005196	BRALA02216	CAPO306636
OG0005200	BRALA08688	CAPO307301
OG0005201	BRALA21190	CAPO300421
OG0005202	BRALA20262	CAPO300013
OG0005203	BRALA25404, BRALA25403	CAPO304416
OG0005205	BRALA09049	CAPO302576
OG0005206	BRALA18514	CAPO301965
OG0005208	BRALA11171	CAPO303001
OG0005209	BRALA26384	CAPO300492
OG0005210	BRALA04797	CAPO301315
OG0005212	BRALA21756	CAPO300331
OG0005214	BRALA12183	CAPO304556
OG0005215	BRALA05147	CAPO308114
OG0005216	BRALA22685	CAPO304567
OG0005217	BRALA00513	CAPO303096, CAPO306650
OG0005221	BRALA29622, BRALA29621, BRALA35688	CAPO306723
OG0005222	BRALA20017	CAPO305567
OG0005223	BRALA15442	CAPO302922
OG0005224	BRALA28981	CAPO300521
OG0005228	BRALA11409	CAPO300902
OG0005229	BRALA19740	CAPO300950
OG0005230	BRALA12448	CAPO305306
OG0005231	BRALA05111	CAPO307526
OG0005233	BRALA18001	CAPO307259
OG0005234	BRALA08685	CAPO306586, CAPO305435
OG0005237	BRALA22124	CAPO300405
OG0005238	BRALA02843	CAPO307942
OG0005239	BRALA23447	CAPO305851
OG0005240	BRALA00223	CAPO302162
OG0005241	BRALA05827	CAPO301367
OG0005243	BRALA26390	CAPO302946
OG0005244	BRALA02782	CAPO301413
OG0005245	BRALA00200, BRALA34909	CAPO305774
OG0005247	BRALA03180	CAPO305218
OG0005249	BRALA20640	CAPO306769
OG0005250	BRALA16854	CAPO304032
OG0005251	BRALA25411	CAPO306449
OG0005253	BRALA22944	CAPO307867
OG0005254	BRALA25289	CAPO304356
OG0005255	BRALA16360	CAPO303838, CAPO300416, CAPO307726
OG0005257	BRALA06705	CAPO302797
OG0005258	BRALA28052	CAPO301990
OG0005259	BRALA28056	CAPO303873
OG0005261	BRALA21136	CAPO305240
OG0005262	BRALA27286	CAPO301884
OG0005267	BRALA24431	CAPO300315
OG0005268	BRALA29772	CAPO302457
OG0005269	BRALA11073	CAPO303868
OG0005271	BRALA29064	CAPO303459
OG0005272	BRALA10652	CAPO300142
OG0005273	BRALA15722	CAPO302742
OG0005275	BRALA17317	CAPO301557
OG0005277	BRALA00795	CAPO302973, CAPO308033
OG0005278	BRALA15039	CAPO306576, CAPO308328
OG0005279	BRALA22426	CAPO304182
OG0005280	BRALA25837	CAPO306635
OG0005285	BRALA14917	CAPO302006
OG0005287	BRALA07946	CAPO307607
OG0005289	BRALA18476	CAPO304679
OG0005290	BRALA00818	CAPO305632
OG0005292	BRALA04825	CAPO300881
OG0005293	BRALA32880, BRALA32040, BRALA35399	CAPO303402
OG0005294	BRALA00740	CAPO306913
OG0005295	BRALA18856	CAPO304907
OG0005298	BRALA09690	CAPO307279
OG0005299	BRALA20015	CAPO304069
OG0005300	BRALA20319	CAPO304452
OG0005301	BRALA31684	CAPO307444
OG0005303	BRALA24721	CAPO304454
OG0005305	BRALA03384	CAPO302603, CAPO308344
OG0005305	BRALA03385	CAPO301003
OG0005309	BRALA03669	CAPO306631
OG0005312	BRALA18034	CAPO307454, CAPO303466
OG0005314	BRALA15684	CAPO302074
OG0005315	BRALA03016	CAPO302427
OG0005316	BRALA20591	CAPO301704
OG0005317	BRALA31549, BRALA06294, BRALA30516	CAPO307168
OG0005318	BRALA02514	CAPO308249
OG0005319	BRALA14634	CAPO302638
OG0005320	BRALA04221, BRALA06872, BRALA06873	CAPO301023
OG0005322	BRALA07361, BRALA07360	CAPO308079
OG0005323	BRALA01394	CAPO307349
OG0005324	BRALA29868	CAPO303901
OG0005325	BRALA01126	CAPO301092
OG0005326	BRALA27610	CAPO303331
OG0005331	BRALA14685, BRALA30150, BRALA21844	CAPO301923
OG0005359	BRALA30179	CAPO300630
OG0005360	BRALA34067, BRALA34694, BRALA35822	CAPO303782
OG0005364	BRALA17778	CAPO300756
OG0005365	BRALA17931	CAPO303866
OG0005366	BRALA29450	CAPO300645
OG0005367	BRALA34445, BRALA35755, BRALA31458	CAPO304113
OG0005370	BRALA17106	CAPO303423
OG0005371	BRALA15909, BRALA15908	CAPO306407
OG0005373	BRALA14190	CAPO302507
OG0005374	BRALA12420	CAPO300609
OG0005375	BRALA04834	CAPO305216
OG0005377	BRALA29372	CAPO307926
OG0005378	BRALA27662, BRALA26637	CAPO301284
OG0005379	BRALA28301	CAPO303714
OG0005380	BRALA18830	CAPO306791
OG0005381	BRALA28338	CAPO301325
OG0005384	BRALA01828	CAPO300411
OG0005385	BRALA23246	CAPO305502
OG0005386	BRALA11806	CAPO307872
OG0005388	BRALA01666	CAPO301274
OG0005389	BRALA19447	CAPO300599
OG0005390	BRALA00994	CAPO301450
OG0005391	BRALA03409	CAPO302409
OG0005393	BRALA16300, BRALA16301	CAPO302465
OG0005394	BRALA22382	CAPO306444
OG0005395	BRALA06349	CAPO302966
OG0005396	BRALA23811	CAPO301185
OG0005398	BRALA14554, BRALA08633	CAPO301199
OG0005399	BRALA05679	CAPO306277
OG0005400	BRALA31197	CAPO301149
OG0005402	BRALA27277	CAPO307246
OG0005403	BRALA14631	CAPO303785
OG0005404	BRALA00192	CAPO306644
OG0005405	BRALA03677	CAPO304677
OG0005406	BRALA31709	CAPO301050
OG0005408	BRALA35034, BRALA34288	CAPO306656
OG0005409	BRALA03097	CAPO304722
OG0005410	BRALA27321	CAPO300140
OG0005412	BRALA10638	CAPO300143
OG0005413	BRALA04317	CAPO304093
OG0005414	BRALA06319	CAPO301252, CAPO301167
OG0005425	BRALA22904	CAPO300175
OG0005427	BRALA17012	CAPO301444
OG0005430	BRALA12553	CAPO302295
OG0005431	BRALA16851	CAPO304591
OG0005433	BRALA32085, BRALA15081	CAPO303786
OG0005434	BRALA11881	CAPO302858
OG0005435	BRALA21781	CAPO303045
OG0005437	BRALA13351	CAPO308137
OG0005438	BRALA07315	CAPO302494
OG0005439	BRALA14740	CAPO304206
OG0005440	BRALA18224	CAPO303719
OG0005442	BRALA07031	CAPO307582
OG0005443	BRALA11968	CAPO305021
OG0005444	BRALA19371	CAPO300488
OG0005446	BRALA33714	CAPO300144
OG0005449	BRALA21940	CAPO300543
OG0005450	BRALA11905	CAPO302868
OG0005451	BRALA35308, BRALA23739	CAPO300480
OG0005454	BRALA09799, BRALA09800, BRALA26412	CAPO307132
OG0005455	BRALA07441	CAPO301855
OG0005457	BRALA27309	CAPO307831
OG0005459	BRALA09219	CAPO304164
OG0005461	BRALA14459	CAPO307668
OG0005462	BRALA27849	CAPO306835
OG0005463	BRALA07771	CAPO303989
OG0005464	BRALA34473, BRALA19946	CAPO307986
OG0005465	BRALA30794	CAPO300347
OG0005466	BRALA00638	CAPO300596
OG0005467	BRALA28979	CAPO305986
OG0005468	BRALA24471	CAPO306414
OG0005469	BRALA21808	CAPO301614
OG0005470	BRALA25622	CAPO300654
OG0005471	BRALA33422	CAPO300819
OG0005474	BRALA21951	CAPO304412
OG0005475	BRALA28038	CAPO300271
OG0005476	BRALA12772	CAPO305577, CAPO305762
OG0005478	BRALA03216	CAPO305209
OG0005479	BRALA21238	CAPO300550
OG0005480	BRALA03659	CAPO307314
OG0005481	BRALA23894	CAPO306697, CAPO301416
OG0005482	BRALA20563, BRALA20564	CAPO307925
OG0005483	BRALA08271	CAPO304067
OG0005484	BRALA11894	CAPO307524
OG0005486	BRALA13490	CAPO300225
OG0005487	BRALA09758	CAPO300444
OG0005488	BRALA33275	CAPO301054
OG0005489	BRALA00473	CAPO305322
OG0005490	BRALA10737	CAPO300839
OG0005491	BRALA04097	CAPO305898
OG0005493	BRALA33540, BRALA32174, BRALA32175	CAPO304618
OG0005494	BRALA11462	CAPO308140
OG0005495	BRALA05831	CAPO305673
OG0005498	BRALA09125	CAPO303826
OG0005499	BRALA03805	CAPO306730
OG0005500	BRALA08684	CAPO306535
OG0005503	BRALA12882, BRALA12883	CAPO307437
OG0005504	BRALA23212	CAPO300995
OG0005505	BRALA34744, BRALA33407, BRALA35764, BRALA35682, BRALA34936, BRALA34829	CAPO307588
OG0005506	BRALA05033	CAPO307275
OG0005508	BRALA00324	CAPO308142
OG0005509	BRALA18357	CAPO300202
OG0005510	BRALA24149	CAPO307083
OG0005511	BRALA01366	CAPO304438
OG0005514	BRALA11232	CAPO305223
OG0005516	BRALA24839	CAPO305610
OG0005517	BRALA33770	CAPO303557
OG0005518	BRALA28940	CAPO300928
OG0005524	BRALA06358	CAPO307077
OG0005525	BRALA06363	CAPO305745
OG0005527	BRALA23837	CAPO307337
OG0005528	BRALA28944	CAPO302166
OG0005529	BRALA25395	CAPO303996
OG0005533	BRALA25544	CAPO308156
OG0005534	BRALA35296, BRALA34516	CAPO300248
OG0005535	BRALA35042, BRALA33785	CAPO306427
OG0005536	BRALA13460	CAPO306899
OG0005537	BRALA35353, BRALA24525, BRALA34021, BRALA34476	CAPO305006
OG0005539	BRALA01704	CAPO300487
OG0005540	BRALA00874	CAPO307739
OG0005541	BRALA19241	CAPO302610
OG0005545	BRALA20093	CAPO307853
OG0005550	BRALA22062, BRALA00647, BRALA17658, BRALA17657	CAPO303338
OG0005553	BRALA02873	CAPO308016
OG0005554	BRALA19948	CAPO307360
OG0005555	BRALA14351	CAPO303547, CAPO307135, CAPO303545, CAPO303546, CAPO303548
OG0005556	BRALA28862	CAPO301726
OG0005558	BRALA21567	CAPO301773
OG0005559	BRALA08947	CAPO302392
OG0005560	BRALA03091	CAPO302459
OG0005561	BRALA03351	CAPO307649
OG0005562	BRALA05109	CAPO300157
OG0005563	BRALA12698	CAPO300985
OG0005564	BRALA10145	CAPO307593
OG0005566	BRALA24256	CAPO308091
OG0005569	BRALA22900	CAPO301394
OG0005572	BRALA12106	CAPO300415
OG0005574	BRALA30070	CAPO305418
OG0005575	BRALA35369, BRALA25442	CAPO301354
OG0005578	BRALA05480	CAPO300834
OG0005580	BRALA34383, BRALA35124	CAPO308283
OG0005581	BRALA17731	CAPO303973
OG0005582	BRALA13296	CAPO306123
OG0005583	BRALA13471	CAPO303824
OG0005584	BRALA15042	CAPO302871
OG0005586	BRALA04348	CAPO303784
OG0005588	BRALA10749	CAPO305990
OG0005589	BRALA18610	CAPO305989
OG0005590	BRALA11343	CAPO302905
OG0005592	BRALA03173	CAPO305870
OG0005593	BRALA15683, BRALA15682	CAPO302759
OG0005594	BRALA33347, BRALA33346, BRALA32663	CAPO306885
OG0005595	BRALA11536	CAPO306737
OG0005597	BRALA27141, BRALA27142	CAPO301334
OG0005598	BRALA12145	CAPO300035
OG0005599	BRALA28103, BRALA03554	CAPO302061
OG0005600	BRALA12754	CAPO300445
OG0005603	BRALA11519	CAPO303949
OG0005604	BRALA18274	CAPO303855
OG0005605	BRALA03732	CAPO300782
OG0005608	BRALA22529	CAPO303058
OG0005611	BRALA21970	CAPO304396
OG0005613	BRALA32099	CAPO301790
OG0005614	BRALA15217	CAPO306809
OG0005615	BRALA23416	CAPO302186
OG0005616	BRALA22405	CAPO302310
OG0005617	BRALA01037	CAPO300131
OG0005618	BRALA05369	CAPO307702
OG0005620	BRALA20033	CAPO306094
OG0005621	BRALA26946	CAPO308123
OG0005622	BRALA28846	CAPO307903
OG0005623	BRALA24263	CAPO300779
OG0005624	BRALA08859	CAPO300652
OG0005625	BRALA16271	CAPO302221
OG0005626	BRALA34323	CAPO308220
OG0005629	BRALA35763, BRALA05441	CAPO302575
OG0005630	BRALA01440	CAPO301786, CAPO307219
OG0005631	BRALA10696	CAPO300791
OG0005632	BRALA17395	CAPO303472
OG0005633	BRALA35097	CAPO302097
OG0005636	BRALA08890	CAPO302060
OG0005637	BRALA15180	CAPO305600
OG0005639	BRALA13288	CAPO306397
OG0005641	BRALA25936	CAPO302343
OG0005642	BRALA22683	CAPO307460
OG0005643	BRALA18738	CAPO307244
OG0005644	BRALA23247	CAPO303605
OG0005645	BRALA18342	CAPO300279
OG0005649	BRALA18887	CAPO304011
OG0005651	BRALA13969	CAPO301043
OG0005652	BRALA01979	CAPO301437
OG0005654	BRALA02033	CAPO306680
OG0005655	BRALA25112	CAPO300096, CAPO304440
OG0005656	BRALA35004, BRALA35887	CAPO306816
OG0005660	BRALA17720	CAPO305277
OG0005665	BRALA13511	CAPO306931
OG0005681	BRALA14263	CAPO302618
OG0005690	BRALA34602, BRALA16216	CAPO303792
OG0005692	BRALA24381	CAPO306503
OG0005694	BRALA17179	CAPO302741
OG0005695	BRALA04509	CAPO303401
OG0005700	BRALA08071	CAPO302108
OG0005701	BRALA06261	CAPO304311
OG0005702	BRALA16971	CAPO302394
OG0005703	BRALA21952	CAPO307490
OG0005707	BRALA14659	CAPO303751
OG0005708	BRALA04657	CAPO306478
OG0005710	BRALA01002	CAPO307544
OG0005712	BRALA12191	CAPO302811
OG0005714	BRALA02874	CAPO302016
OG0005715	BRALA04368	CAPO302774
OG0005717	BRALA23898	CAPO303289
OG0005719	BRALA05482	CAPO300934
OG0005721	BRALA21175	CAPO302442
OG0005723	BRALA28137	CAPO301560
OG0005724	BRALA27289	CAPO305737
OG0005725	BRALA35541, BRALA16743	CAPO304382
OG0005728	BRALA03308	CAPO300070
OG0005729	BRALA19644	CAPO306373
OG0005731	BRALA06257	CAPO304326
OG0005732	BRALA06368	CAPO306509
OG0005733	BRALA18100	CAPO307250
OG0005734	BRALA15823	CAPO307857
OG0005735	BRALA21831	CAPO306353
OG0005738	BRALA29956	CAPO304853
OG0005739	BRALA01770, BRALA01769, BRALA01768	CAPO308247
OG0005741	BRALA14058	CAPO303042
OG0005742	BRALA15427, BRALA15426	CAPO300464, CAPO302075
OG0005744	BRALA06893, BRALA06946	CAPO302669
OG0005746	BRALA18735	CAPO304136
OG0005747	BRALA05558	CAPO300949
OG0005749	BRALA33198	CAPO300768
OG0005750	BRALA12584	CAPO304369
OG0005751	BRALA26940	CAPO302377
OG0005758	BRALA11683	CAPO304832
OG0005759	BRALA27481	CAPO305998
OG0005762	BRALA11583	CAPO307808
OG0005764	BRALA07420	CAPO302285
OG0005766	BRALA05401	CAPO307164
OG0005769	BRALA19551	CAPO301036
OG0005770	BRALA25632	CAPO306340
OG0005771	BRALA16619	CAPO301571
OG0005774	BRALA14466	CAPO303542
OG0005775	BRALA13137	CAPO306153
OG0005776	BRALA18974	CAPO303568, CAPO307316
OG0005777	BRALA33601, BRALA34541, BRALA02555, BRALA02556	CAPO300042
OG0005779	BRALA10414	CAPO306436
OG0005781	BRALA14280	CAPO303884
OG0005782	BRALA27586	CAPO300230
OG0005783	BRALA11501	CAPO303474
OG0005784	BRALA25587	CAPO302307
OG0005787	BRALA30801, BRALA04456	CAPO307830
OG0005788	BRALA27401, BRALA27406	CAPO300037
OG0005789	BRALA19084	CAPO303327
OG0005790	BRALA11916	CAPO304988
OG0005792	BRALA22283	CAPO301624
OG0005793	BRALA02122	CAPO300669
OG0005794	BRALA14065	CAPO302027
OG0005795	BRALA11144, BRALA14247	CAPO305005
OG0005796	BRALA03853	CAPO305004
OG0005797	BRALA16284	CAPO301712
OG0005799	BRALA13423	CAPO305503
OG0005800	BRALA00385	CAPO306663, CAPO303116
OG0005801	BRALA27324	CAPO305293
OG0005803	BRALA09014	CAPO307068
OG0005805	BRALA14991	CAPO302538
OG0005807	BRALA12255	CAPO304282
OG0005808	BRALA12381	CAPO300610
OG0005810	BRALA35955, BRALA21993	CAPO305026
OG0005811	BRALA13358	CAPO304151
OG0005812	BRALA24432	CAPO305500
OG0005814	BRALA01036	CAPO301343
OG0005815	BRALA30105	CAPO306106
OG0005817	BRALA25567	CAPO300290
OG0005818	BRALA20030	CAPO302009
OG0005819	BRALA05131	CAPO301574
OG0005821	BRALA20900	CAPO300824
OG0005824	BRALA17116	CAPO303629
OG0005825	BRALA11949	CAPO302227
OG0005828	BRALA22827	CAPO303954
OG0005831	BRALA21956	CAPO302864
OG0005832	BRALA12528	CAPO302018
OG0005835	BRALA06897, BRALA06942	CAPO306285
OG0005837	BRALA06744	CAPO300250
OG0005838	BRALA26875, BRALA35802	CAPO302560
OG0005840	BRALA16042	CAPO305424
OG0005842	BRALA17078	CAPO304596
OG0005843	BRALA10293	CAPO307528
OG0005845	BRALA25738	CAPO307070
OG0005847	BRALA24711	CAPO305680
OG0005848	BRALA21006	CAPO307829
OG0005849	BRALA10677	CAPO303230
OG0005850	BRALA25474, BRALA00191	CAPO307194
OG0005851	BRALA01150	CAPO302674
OG0005852	BRALA12827	CAPO306738
OG0005853	BRALA10839	CAPO305397
OG0005856	BRALA26153	CAPO308178
OG0005857	BRALA17703	CAPO301639
OG0005858	BRALA21975	CAPO305203
OG0005859	BRALA04279	CAPO307160
OG0005860	BRALA04150	CAPO300029
OG0005863	BRALA06337	CAPO304301
OG0005864	BRALA24581	CAPO301932
OG0005865	BRALA05582	CAPO303346
OG0005866	BRALA23872	CAPO302021
OG0005869	BRALA03523	CAPO305217
OG0005870	BRALA01038	CAPO305120
OG0005872	BRALA09200	CAPO301101
OG0005874	BRALA14156	CAPO301503
OG0005875	BRALA05960	CAPO307256
OG0005876	BRALA17147	CAPO301107
OG0005877	BRALA00760	CAPO303218
OG0005878	BRALA22633	CAPO307565
OG0005879	BRALA03313	CAPO305924
OG0005880	BRALA12747	CAPO303914
OG0005884	BRALA30969	CAPO302326
OG0005886	BRALA34303	CAPO302755
OG0005887	BRALA14946	CAPO307435, CAPO303666
OG0005888	BRALA10153	CAPO305237
OG0005889	BRALA22990	CAPO306476
OG0005890	BRALA25707	CAPO303293
OG0005892	BRALA17641	CAPO304793
OG0005893	BRALA08108	CAPO302656
OG0005894	BRALA28969	CAPO302802
OG0005897	BRALA26845	CAPO306226
OG0005898	BRALA19509	CAPO304352
OG0005899	BRALA10069	CAPO306295
OG0005902	BRALA19962	CAPO305014, CAPO305124
OG0005903	BRALA06128	CAPO306042
OG0005904	BRALA34831, BRALA34174, BRALA35454, BRALA35542	CAPO308290
OG0005907	BRALA28216	CAPO306181
OG0005909	BRALA01890	CAPO304980
OG0005910	BRALA11665	CAPO304445
OG0005914	BRALA25653	CAPO304812
OG0005915	BRALA25443, BRALA15210	CAPO301830
OG0005918	BRALA10112	CAPO304132
OG0005919	BRALA02787	CAPO301677
OG0005921	BRALA06798	CAPO301707
OG0005922	BRALA18988	CAPO301561
OG0005923	BRALA12142	CAPO302607
OG0005924	BRALA03255	CAPO300900
OG0005925	BRALA06152	CAPO304879
OG0005926	BRALA22395	CAPO306981
OG0005929	BRALA01239	CAPO308208
OG0005931	BRALA18962	CAPO306162
OG0005932	BRALA22702	CAPO300797
OG0005933	BRALA32133	CAPO301858
OG0005936	BRALA20570	CAPO302424
OG0005937	BRALA20317	CAPO304550
OG0005938	BRALA00756	CAPO300395
OG0005940	BRALA08107	CAPO300232
OG0005941	BRALA24417	CAPO302544
OG0005942	BRALA28162	CAPO305649
OG0005943	BRALA04787	CAPO304448
OG0005944	BRALA33719, BRALA29446	CAPO302321
OG0005946	BRALA26890	CAPO302043
OG0005947	BRALA06034	CAPO308067, CAPO304545
OG0005949	BRALA33058	CAPO305776
OG0005950	BRALA01794	CAPO302730
OG0005951	BRALA00761	CAPO305823
OG0005952	BRALA21655	CAPO302748
OG0005953	BRALA18225	CAPO300018
OG0005954	BRALA25011	CAPO300472
OG0005955	BRALA27932	CAPO308169
OG0005958	BRALA12058	CAPO305231
OG0005959	BRALA21730	CAPO303727
OG0005960	BRALA27463	CAPO306619
OG0005961	BRALA19722	CAPO301401
OG0005965	BRALA34261	CAPO304971
OG0005966	BRALA13003	CAPO303149
OG0005967	BRALA23015	CAPO304145
OG0005968	BRALA21244	CAPO307899
OG0005969	BRALA29569	CAPO304815
OG0005970	BRALA05175	CAPO300012
OG0005973	BRALA28986	CAPO301806
OG0005974	BRALA28872	CAPO300269
OG0005975	BRALA05898	CAPO301864
OG0005976	BRALA18697	CAPO304330
OG0005977	BRALA02503, BRALA02505	CAPO302621
OG0005978	BRALA24850, BRALA30513	CAPO302579
OG0005982	BRALA22089, BRALA00674	CAPO302153
