Orthogroup	BRALA	ASTMX
OG0003336	BRALA19535	ASTMX03852, ASTMX14190, ASTMX09729, ASTMX05727
OG0003337	BRALA05428	ASTMX09237, ASTMX09238
OG0003340	BRALA13754	ASTMX20458, ASTMX04299
OG0003341	BRALA22123	ASTMX13167
OG0003342	BRALA04167	ASTMX14553, ASTMX03550, ASTMX03372, ASTMX03371
OG0003343	BRALA14934	ASTMX05881
OG0003344	BRALA16634	ASTMX13412
OG0003346	BRALA01560, BRALA18456, BRALA18457, BRALA18458, BRALA01829	ASTMX22669
OG0003347	BRALA09177	ASTMX17698, ASTMX05419
OG0003348	BRALA15993	ASTMX17460, ASTMX00165
OG0003349	BRALA03624	ASTMX06632, ASTMX06577
OG0003350	BRALA14237	ASTMX05436, ASTMX17847, ASTMX01138, ASTMX22134
OG0003352	BRALA00218	ASTMX07532, ASTMX10406, ASTMX00833
OG0003353	BRALA15281	ASTMX08541
OG0003354	BRALA00361	ASTMX21682
OG0003355	BRALA03913	ASTMX18176, ASTMX06654
OG0003356	BRALA20221	ASTMX19698, ASTMX21492
OG0003357	BRALA28370	ASTMX00318
OG0003358	BRALA20313	ASTMX15835
OG0003359	BRALA22885	ASTMX08948
OG0003360	BRALA24694	ASTMX22262, ASTMX04549, ASTMX22698, ASTMX04548
OG0003361	BRALA15184	ASTMX02459, ASTMX04442
OG0003364	BRALA19189	ASTMX06273, ASTMX21297
OG0003366	BRALA13308	ASTMX02786
OG0003367	BRALA02186, BRALA02185, BRALA24845, BRALA32893, BRALA01014	ASTMX22230, ASTMX02176
OG0003368	BRALA11408	ASTMX18958, ASTMX00275
OG0003370	BRALA13625	ASTMX19055, ASTMX04318
OG0003372	BRALA01258, BRALA01257	ASTMX17792, ASTMX22090
OG0003373	BRALA02259	ASTMX10290
OG0003374	BRALA32765	ASTMX00872, ASTMX16829, ASTMX01333
OG0003375	BRALA16607	ASTMX13635
OG0003376	BRALA08374	ASTMX16960
OG0003377	BRALA30976	ASTMX18938
OG0003378	BRALA18244	ASTMX07310, ASTMX10913, ASTMX18798
OG0003379	BRALA10345	ASTMX06835, ASTMX12551
OG0003380	BRALA19352	ASTMX21115, ASTMX05978, ASTMX21392
OG0003381	BRALA18296	ASTMX16159, ASTMX08992
OG0003382	BRALA02288, BRALA02289	ASTMX06479, ASTMX06858
OG0003383	BRALA00564	ASTMX04487, ASTMX21389
OG0003383	BRALA35632	ASTMX16241
OG0003384	BRALA21417	ASTMX13160, ASTMX02808, ASTMX09958
OG0003385	BRALA24635	ASTMX15470
OG0003386	BRALA30819	ASTMX15558, ASTMX05500
OG0003387	BRALA24624, BRALA24625	ASTMX13211
OG0003388	BRALA06749	ASTMX07669, ASTMX03217, ASTMX03218
OG0003391	BRALA31037, BRALA31038	ASTMX02469
OG0003392	BRALA06298	ASTMX17435, ASTMX20620
OG0003394	BRALA00627	ASTMX12715
OG0003397	BRALA31792	ASTMX19167, ASTMX22012, ASTMX01527, ASTMX05037, ASTMX16571, ASTMX09324, ASTMX16570, ASTMX16569
OG0003399	BRALA28163	ASTMX22639, ASTMX17079, ASTMX03006, ASTMX04417
OG0003401	BRALA10100	ASTMX15731, ASTMX19715
OG0003401	BRALA10099	ASTMX11019
OG0003419	BRALA33995	ASTMX09665, ASTMX22627
OG0003420	BRALA02559	ASTMX18650, ASTMX10375
OG0003421	BRALA22933	ASTMX03751
OG0003422	BRALA08270	ASTMX16317
OG0003424	BRALA27366	ASTMX18868
OG0003425	BRALA13513	ASTMX10571
OG0003426	BRALA28983	ASTMX04641
OG0003428	BRALA26986, BRALA33909	ASTMX17578
OG0003429	BRALA02516	ASTMX01780
OG0003430	BRALA25695	ASTMX03478, ASTMX11528, ASTMX06739
OG0003431	BRALA07409	ASTMX02037
OG0003433	BRALA12225	ASTMX18120, ASTMX05648
OG0003434	BRALA00541	ASTMX16757
OG0003435	BRALA26136, BRALA30163	ASTMX08077, ASTMX01388
OG0003437	BRALA06487, BRALA06489	ASTMX18378, ASTMX16135, ASTMX15000
OG0003439	BRALA11592	ASTMX00536, ASTMX08748
OG0003440	BRALA22768	ASTMX07860, ASTMX13319
OG0003441	BRALA20520	ASTMX13951
OG0003443	BRALA15200	ASTMX12664, ASTMX04558
OG0003444	BRALA23414	ASTMX02545
OG0003444	BRALA16370	ASTMX01080
OG0003445	BRALA02844	ASTMX16471, ASTMX16880
OG0003447	BRALA17322	ASTMX07133
OG0003448	BRALA03321	ASTMX17648
OG0003450	BRALA18866	ASTMX21046
OG0003451	BRALA12366	ASTMX00047, ASTMX22491
OG0003453	BRALA22884	ASTMX18802
OG0003454	BRALA14039	ASTMX17262, ASTMX01805, ASTMX17046
OG0003455	BRALA02242	ASTMX03444, ASTMX03446, ASTMX03445
OG0003456	BRALA13939, BRALA06592	ASTMX21655, ASTMX18222, ASTMX04968
OG0003457	BRALA14725	ASTMX17161, ASTMX01405
OG0003458	BRALA21912	ASTMX10149
OG0003459	BRALA35733, BRALA30363	ASTMX10610, ASTMX08523
OG0003460	BRALA22272	ASTMX03204
OG0003462	BRALA10146	ASTMX22437
OG0003463	BRALA13330	ASTMX08158, ASTMX19125
OG0003464	BRALA27365, BRALA23056	ASTMX07673
OG0003465	BRALA21319	ASTMX08614
OG0003466	BRALA09926	ASTMX18103, ASTMX01489, ASTMX09766, ASTMX12180, ASTMX07980
OG0003467	BRALA12491	ASTMX15385
OG0003469	BRALA25637	ASTMX12242, ASTMX12240, ASTMX12241
OG0003471	BRALA22485	ASTMX01577
OG0003472	BRALA15949	ASTMX00009
OG0003473	BRALA25278	ASTMX07041, ASTMX19152
OG0003474	BRALA12831	ASTMX15389, ASTMX12244
OG0003475	BRALA12280	ASTMX07930
OG0003476	BRALA30873	ASTMX07144
OG0003477	BRALA21273	ASTMX10944
OG0003478	BRALA22512	ASTMX16545
OG0003479	BRALA30670	ASTMX08377, ASTMX19369
OG0003480	BRALA03258	ASTMX18358, ASTMX00514
OG0003481	BRALA02540	ASTMX12699
OG0003482	BRALA27623	ASTMX06291, ASTMX01090, ASTMX09004
OG0003483	BRALA32124	ASTMX02494
OG0003486	BRALA31683	ASTMX09925
OG0003487	BRALA16372	ASTMX11535
OG0003488	BRALA21271	ASTMX06137
OG0003489	BRALA14772	ASTMX11315
OG0003491	BRALA06006	ASTMX11829, ASTMX07278
OG0003492	BRALA03827	ASTMX15658, ASTMX07661
OG0003495	BRALA23065	ASTMX12152
OG0003495	BRALA21289	ASTMX06696, ASTMX17728, ASTMX15254
OG0003497	BRALA17605	ASTMX09325, ASTMX12800
OG0003498	BRALA09693	ASTMX01620
OG0003499	BRALA06317	ASTMX00373
OG0003500	BRALA15207	ASTMX12903
OG0003501	BRALA01350	ASTMX02416
OG0003502	BRALA34217, BRALA32822	ASTMX09364
OG0003503	BRALA35054	ASTMX22842
OG0003503	BRALA35912	ASTMX17335
OG0003504	BRALA25286	ASTMX10105
OG0003505	BRALA03121	ASTMX01106
OG0003506	BRALA08237	ASTMX03887, ASTMX17187, ASTMX15908
OG0003507	BRALA01241	ASTMX03126, ASTMX03987, ASTMX02892
OG0003508	BRALA21200, BRALA21199	ASTMX08692, ASTMX14664
OG0003509	BRALA05520	ASTMX20219
OG0003510	BRALA03112	ASTMX06743, ASTMX00853, ASTMX18796
OG0003511	BRALA16529	ASTMX12073
OG0003512	BRALA07191, BRALA35635	ASTMX05092, ASTMX09614
OG0003513	BRALA14520	ASTMX12957, ASTMX10424, ASTMX18403
OG0003515	BRALA18725	ASTMX14872, ASTMX08241
OG0003516	BRALA11488	ASTMX03270
OG0003517	BRALA23417	ASTMX02229, ASTMX22733, ASTMX21231
OG0003518	BRALA01597	ASTMX08720
OG0003519	BRALA07432	ASTMX21057
OG0003520	BRALA13350	ASTMX10981
OG0003521	BRALA28067	ASTMX05860
OG0003522	BRALA06407	ASTMX09932, ASTMX01391
OG0003523	BRALA15819	ASTMX06451, ASTMX09203
OG0003524	BRALA19610	ASTMX00697
OG0003525	BRALA04397	ASTMX03127, ASTMX20265
OG0003526	BRALA24423	ASTMX04890, ASTMX21723, ASTMX08073
OG0003527	BRALA12195	ASTMX09189
OG0003528	BRALA28828	ASTMX09805
OG0003529	BRALA14479	ASTMX16745, ASTMX14098
OG0003530	BRALA16960	ASTMX05440, ASTMX20430
OG0003531	BRALA34155	ASTMX16540, ASTMX22221, ASTMX09746, ASTMX04691
OG0003532	BRALA28381	ASTMX09797
OG0003533	BRALA12757	ASTMX14253
OG0003535	BRALA31819	ASTMX17766, ASTMX10435, ASTMX12077
OG0003536	BRALA01567	ASTMX04814, ASTMX07581
OG0003537	BRALA11544	ASTMX10030
OG0003538	BRALA11760	ASTMX21966, ASTMX20518
OG0003539	BRALA09265	ASTMX01615
OG0003541	BRALA19973	ASTMX02571
OG0003542	BRALA18626	ASTMX19914
OG0003543	BRALA02287	ASTMX13907
OG0003544	BRALA04094	ASTMX05764, ASTMX12377
OG0003545	BRALA25349	ASTMX22856, ASTMX03639, ASTMX14841
OG0003546	BRALA34597	ASTMX03306, ASTMX06923, ASTMX13133
OG0003547	BRALA27840	ASTMX19542
OG0003547	BRALA27838, BRALA27839	ASTMX19541, ASTMX00359
OG0003548	BRALA21699, BRALA21696, BRALA21695, BRALA21698, BRALA21697	ASTMX10078, ASTMX20604
OG0003549	BRALA23902	ASTMX09904, ASTMX16803
OG0003550	BRALA18608	ASTMX12018, ASTMX00483, ASTMX08669
OG0003551	BRALA01030	ASTMX14723, ASTMX11606, ASTMX14724, ASTMX04936
OG0003552	BRALA23094	ASTMX04006
OG0003554	BRALA24475	ASTMX10001, ASTMX12094
OG0003555	BRALA21968	ASTMX06580
OG0003556	BRALA01809	ASTMX21299
OG0003557	BRALA02541	ASTMX07636
OG0003558	BRALA16598	ASTMX07075, ASTMX08200, ASTMX02922
OG0003560	BRALA26145	ASTMX20729
OG0003561	BRALA28633	ASTMX09905, ASTMX06185
OG0003562	BRALA14777	ASTMX19362, ASTMX04310, ASTMX15769
OG0003563	BRALA18624	ASTMX07743
OG0003564	BRALA27591	ASTMX16336, ASTMX09764, ASTMX04739
OG0003565	BRALA01127	ASTMX17264
OG0003566	BRALA19185	ASTMX09006, ASTMX21630
OG0003567	BRALA02050, BRALA28180, BRALA33385, BRALA28183, BRALA35371	ASTMX03625
OG0003568	BRALA28427	ASTMX14445
OG0003569	BRALA15282	ASTMX02172, ASTMX13272, ASTMX09249
OG0003570	BRALA00798	ASTMX18041
OG0003571	BRALA31602, BRALA34916	ASTMX18396, ASTMX02624
OG0003572	BRALA13377	ASTMX20122, ASTMX06072, ASTMX07500, ASTMX04640, ASTMX01355
OG0003573	BRALA14969	ASTMX17087
OG0003577	BRALA00402	ASTMX14615
OG0003578	BRALA29478, BRALA23275	ASTMX15744
OG0003579	BRALA03835	ASTMX18857, ASTMX05928, ASTMX10482
OG0003581	BRALA20305, BRALA20292	ASTMX08220
OG0003582	BRALA19721	ASTMX22172, ASTMX05373
OG0003584	BRALA08616	ASTMX17777, ASTMX02726, ASTMX17845, ASTMX08045, ASTMX00726
OG0003585	BRALA12934	ASTMX16416, ASTMX11421, ASTMX11923, ASTMX21934, ASTMX05210, ASTMX10762
OG0003597	BRALA34091	ASTMX03573
OG0003598	BRALA18340	ASTMX04073
OG0003599	BRALA30350	ASTMX16957
OG0003600	BRALA22014	ASTMX00592
OG0003601	BRALA18126	ASTMX22455, ASTMX05402, ASTMX21482, ASTMX21464, ASTMX21480
OG0003604	BRALA31536	ASTMX12235, ASTMX18061, ASTMX05055, ASTMX07337
OG0003606	BRALA22056	ASTMX08937, ASTMX02533, ASTMX00915
OG0003608	BRALA18469	ASTMX02819
OG0003610	BRALA09770	ASTMX10810
OG0003611	BRALA24495	ASTMX14877
OG0003613	BRALA11000	ASTMX04050, ASTMX18610
OG0003615	BRALA05371	ASTMX17840, ASTMX02926, ASTMX03022
OG0003616	BRALA20439	ASTMX05288, ASTMX16997, ASTMX17937
OG0003617	BRALA23864, BRALA23865	ASTMX16719
OG0003618	BRALA30067	ASTMX06136
OG0003619	BRALA28306	ASTMX04527
OG0003620	BRALA15834	ASTMX19184
OG0003621	BRALA15694	ASTMX03711
OG0003622	BRALA13428	ASTMX03803, ASTMX18660
OG0003623	BRALA13875	ASTMX09071
OG0003624	BRALA34546	ASTMX19218
OG0003624	BRALA32644	ASTMX20395
OG0003624	BRALA32425	ASTMX20396
OG0003626	BRALA04725	ASTMX14928
OG0003627	BRALA16210	ASTMX02831, ASTMX03012
OG0003629	BRALA05892	ASTMX11708, ASTMX11707
OG0003630	BRALA29277	ASTMX04467
OG0003632	BRALA22349	ASTMX16659
OG0003633	BRALA10607	ASTMX18125
OG0003634	BRALA14363	ASTMX17751
OG0003635	BRALA18691	ASTMX01147
OG0003636	BRALA30883	ASTMX14519
OG0003638	BRALA12059	ASTMX08095, ASTMX09482
OG0003640	BRALA04598	ASTMX07846, ASTMX10421
OG0003641	BRALA22029	ASTMX06736, ASTMX00519
OG0003642	BRALA14568	ASTMX13241, ASTMX14005
OG0003643	BRALA20230, BRALA05378, BRALA17185, BRALA07011	ASTMX06419
OG0003644	BRALA10140	ASTMX11204, ASTMX22672
OG0003645	BRALA13185	ASTMX17672
OG0003646	BRALA22868	ASTMX07094
OG0003647	BRALA16527	ASTMX03340, ASTMX07786
OG0003648	BRALA17389	ASTMX04819
OG0003649	BRALA01612	ASTMX04920
OG0003650	BRALA13666	ASTMX05339
OG0003651	BRALA21916	ASTMX06708, ASTMX15249
OG0003652	BRALA34260	ASTMX06086, ASTMX01201
OG0003653	BRALA33747, BRALA20594, BRALA35513	ASTMX09844, ASTMX03565, ASTMX07032
OG0003654	BRALA21275	ASTMX18752, ASTMX06146
OG0003655	BRALA33353	ASTMX09913, ASTMX17372
OG0003656	BRALA04460	ASTMX22041, ASTMX06864
OG0003657	BRALA00140	ASTMX05415, ASTMX12030
OG0003658	BRALA00325	ASTMX01908, ASTMX21818, ASTMX20155
OG0003659	BRALA07055	ASTMX21661
OG0003660	BRALA03685	ASTMX02749, ASTMX13404
OG0003662	BRALA28700	ASTMX08499, ASTMX07814, ASTMX12079
OG0003663	BRALA03839, BRALA03841	ASTMX03968, ASTMX09648, ASTMX02779, ASTMX14887
OG0003664	BRALA25355	ASTMX21611, ASTMX22165, ASTMX22164
OG0003665	BRALA15969, BRALA08702	ASTMX19841
OG0003666	BRALA25648	ASTMX16764, ASTMX03845, ASTMX03113
OG0003667	BRALA23583	ASTMX13189
OG0003668	BRALA16595	ASTMX06218
OG0003669	BRALA01156	ASTMX15273
OG0003671	BRALA32769	ASTMX16457, ASTMX06659, ASTMX15213
OG0003672	BRALA18633	ASTMX07690
OG0003673	BRALA19292	ASTMX11043
OG0003674	BRALA13017	ASTMX11388
OG0003675	BRALA11375	ASTMX07427
OG0003676	BRALA10096	ASTMX13350
OG0003676	BRALA14472	ASTMX16755
OG0003677	BRALA09088	ASTMX08647, ASTMX19744, ASTMX10207
OG0003678	BRALA05291	ASTMX03163, ASTMX18968
OG0003679	BRALA16005, BRALA21232, BRALA26522, BRALA26365, BRALA21231	ASTMX00166, ASTMX14038
OG0003680	BRALA09741	ASTMX05302, ASTMX19340
OG0003681	BRALA02162	ASTMX16563, ASTMX18250, ASTMX18137
OG0003682	BRALA10785, BRALA10910	ASTMX07505, ASTMX12895
OG0003684	BRALA26598	ASTMX08680
OG0003685	BRALA04329	ASTMX07097
OG0003686	BRALA12463	ASTMX06254
OG0003687	BRALA14064	ASTMX17726, ASTMX07873
OG0003688	BRALA26787, BRALA05434	ASTMX13333
OG0003689	BRALA09157	ASTMX02872, ASTMX21294, ASTMX05418, ASTMX17697
OG0003691	BRALA22954	ASTMX15904
OG0003693	BRALA09225	ASTMX14396, ASTMX02107
OG0003694	BRALA07902	ASTMX09722
OG0003695	BRALA21829	ASTMX03315, ASTMX17201, ASTMX12439
OG0003696	BRALA20035	ASTMX00614
OG0003697	BRALA16767	ASTMX06569
OG0003698	BRALA21409	ASTMX02803, ASTMX17268
OG0003700	BRALA23022	ASTMX19240, ASTMX07852
OG0003701	BRALA16004	ASTMX12710
OG0003702	BRALA28909	ASTMX02772, ASTMX05806
OG0003703	BRALA02399	ASTMX18566, ASTMX17499
OG0003704	BRALA17852	ASTMX13177, ASTMX10331, ASTMX18966
OG0003705	BRALA17124	ASTMX08013
OG0003706	BRALA21768	ASTMX00898, ASTMX13803
OG0003707	BRALA13435	ASTMX04909
OG0003709	BRALA03316	ASTMX17645, ASTMX07210
OG0003710	BRALA29789	ASTMX20149, ASTMX06151
OG0003711	BRALA03254	ASTMX03560
OG0003712	BRALA11231	ASTMX14325, ASTMX20985
OG0003713	BRALA01757	ASTMX03846, ASTMX03111
OG0003714	BRALA14362	ASTMX17749
OG0003716	BRALA32334	ASTMX07172
OG0003717	BRALA21117	ASTMX04289, ASTMX13919
OG0003719	BRALA14607	ASTMX21101
OG0003721	BRALA12038	ASTMX04642, ASTMX08484, ASTMX22043
OG0003722	BRALA24100	ASTMX06501, ASTMX11182
OG0003724	BRALA05473	ASTMX05688
OG0003725	BRALA29814, BRALA00696	ASTMX14050, ASTMX18830
OG0003726	BRALA15025, BRALA15024	ASTMX20012
OG0003727	BRALA25125	ASTMX08742, ASTMX06766
OG0003728	BRALA23646	ASTMX20243
OG0003729	BRALA06888, BRALA06951	ASTMX05387
OG0003731	BRALA21198	ASTMX18880
OG0003732	BRALA11685	ASTMX00190
OG0003733	BRALA01134	ASTMX05574
OG0003734	BRALA21794	ASTMX11186
OG0003735	BRALA34167	ASTMX02980
OG0003736	BRALA33666, BRALA33744, BRALA33746	ASTMX06261
OG0003737	BRALA17522	ASTMX03311, ASTMX02075
OG0003738	BRALA18659	ASTMX11368, ASTMX05001
OG0003739	BRALA14467	ASTMX15585
OG0003741	BRALA29769	ASTMX19783
OG0003742	BRALA18578	ASTMX13806, ASTMX00905
OG0003743	BRALA23724	ASTMX18803
OG0003744	BRALA24796	ASTMX08863, ASTMX05359
OG0003746	BRALA17015	ASTMX16717, ASTMX17153, ASTMX01456, ASTMX21879, ASTMX09875
OG0003747	BRALA30716	ASTMX18158
OG0003748	BRALA12755	ASTMX14382, ASTMX00409, ASTMX06418
OG0003749	BRALA26426, BRALA26425	ASTMX08310, ASTMX01524
OG0003750	BRALA18863	ASTMX18029
OG0003751	BRALA32676, BRALA06904	ASTMX04007
OG0003752	BRALA25856	ASTMX00327, ASTMX00468
OG0003753	BRALA16740	ASTMX14862
OG0003754	BRALA29308	ASTMX02185, ASTMX21230
OG0003755	BRALA35547	ASTMX22559, ASTMX14368
OG0003756	BRALA19970	ASTMX13569, ASTMX10898
OG0003757	BRALA13359	ASTMX09893
OG0003758	BRALA00093	ASTMX20436, ASTMX20437
OG0003759	BRALA05624	ASTMX21302, ASTMX08728, ASTMX08729
OG0003760	BRALA17848	ASTMX21160, ASTMX20023
OG0003761	BRALA04263	ASTMX13246, ASTMX10082
OG0003762	BRALA18646	ASTMX18780, ASTMX07713, ASTMX18085
OG0003763	BRALA24515	ASTMX20292, ASTMX20453
OG0003764	BRALA25043	ASTMX16449
OG0003765	BRALA18952	ASTMX06405, ASTMX16635
OG0003767	BRALA03143	ASTMX00865
OG0003768	BRALA11897	ASTMX03041
OG0003769	BRALA26566	ASTMX09112
OG0003770	BRALA19409	ASTMX04346
OG0003771	BRALA16711	ASTMX20761, ASTMX17664
OG0003772	BRALA31033	ASTMX02565
OG0003773	BRALA23295, BRALA25770, BRALA25032	ASTMX19481, ASTMX13827
OG0003775	BRALA35914	ASTMX20076
OG0003776	BRALA09052	ASTMX07290, ASTMX16427, ASTMX19488
OG0003777	BRALA06297	ASTMX15587, ASTMX19161, ASTMX01444, ASTMX00836, ASTMX16256
OG0003778	BRALA19187	ASTMX10296, ASTMX01093
OG0003779	BRALA31824	ASTMX20791
OG0003781	BRALA24563	ASTMX20377, ASTMX07306, ASTMX12289, ASTMX07305
OG0003794	BRALA03340	ASTMX22594, ASTMX13595, ASTMX15133, ASTMX07244, ASTMX00269
OG0003795	BRALA19714	ASTMX22459, ASTMX04043
OG0003798	BRALA18800	ASTMX00649, ASTMX05334
OG0003803	BRALA01090	ASTMX15080, ASTMX04008
OG0003806	BRALA06429	ASTMX21196
OG0003807	BRALA25353	ASTMX03640
OG0003808	BRALA10356	ASTMX12243
OG0003809	BRALA03811	ASTMX20443, ASTMX12115
OG0003810	BRALA11857	ASTMX00551, ASTMX07541, ASTMX08005
OG0003811	BRALA19420	ASTMX11112
OG0003812	BRALA05555	ASTMX06055
OG0003813	BRALA03804	ASTMX06952, ASTMX11991
OG0003816	BRALA06868	ASTMX10485, ASTMX10948
OG0003817	BRALA10868	ASTMX18647
OG0003818	BRALA21446	ASTMX08224
OG0003820	BRALA22842, BRALA27361, BRALA30515, BRALA22840, BRALA29767, BRALA22841	ASTMX09663
OG0003821	BRALA15354, BRALA15353	ASTMX15916, ASTMX00789
OG0003823	BRALA13717	ASTMX14106
OG0003824	BRALA21415	ASTMX15652
OG0003825	BRALA17596	ASTMX23005, ASTMX15234, ASTMX01205
OG0003826	BRALA34230	ASTMX13299
OG0003827	BRALA00768	ASTMX08906, ASTMX01691
OG0003828	BRALA27337	ASTMX09777
OG0003829	BRALA02842	ASTMX16879
OG0003830	BRALA15659	ASTMX09924, ASTMX15222
OG0003831	BRALA11875	ASTMX01621
OG0003832	BRALA17319	ASTMX16229, ASTMX15146, ASTMX00997
OG0003833	BRALA19235	ASTMX08170
OG0003834	BRALA27607	ASTMX13103, ASTMX02832, ASTMX21677
OG0003835	BRALA21118	ASTMX08155
OG0003836	BRALA34236, BRALA34753	ASTMX03922
OG0003837	BRALA19478	ASTMX22200
OG0003839	BRALA02789	ASTMX03107
OG0003840	BRALA04449	ASTMX21619, ASTMX10569
OG0003842	BRALA00315	ASTMX02010
OG0003844	BRALA16546	ASTMX18569
OG0003845	BRALA30351	ASTMX21005
OG0003846	BRALA21704	ASTMX03272, ASTMX13082
OG0003848	BRALA21811	ASTMX03313, ASTMX06535, ASTMX02072
OG0003849	BRALA21745, BRALA21651	ASTMX06220, ASTMX00255, ASTMX13365
OG0003850	BRALA19297	ASTMX17827
OG0003851	BRALA10712	ASTMX05745, ASTMX14120
OG0003852	BRALA04443	ASTMX13641
OG0003853	BRALA15182	ASTMX06603
OG0003855	BRALA15994	ASTMX18348
OG0003856	BRALA06378	ASTMX11397
OG0003857	BRALA06379	ASTMX17813
OG0003858	BRALA15163	ASTMX02510
OG0003859	BRALA26266	ASTMX19127
OG0003861	BRALA12361	ASTMX18934
OG0003862	BRALA30431	ASTMX05392
OG0003863	BRALA16261	ASTMX05791, ASTMX12495
OG0003864	BRALA28844	ASTMX07056
OG0003865	BRALA11341	ASTMX14765, ASTMX05719
OG0003866	BRALA23698	ASTMX09589
OG0003868	BRALA21807	ASTMX14524, ASTMX02829
OG0003869	BRALA14443	ASTMX17801
OG0003870	BRALA07708	ASTMX22404
OG0003872	BRALA30315	ASTMX21986
OG0003873	BRALA05760, BRALA05761	ASTMX18658
OG0003873	BRALA05757	ASTMX18657
OG0003874	BRALA01611	ASTMX09158
OG0003875	BRALA35166	ASTMX20963
OG0003875	BRALA34606, BRALA35940	ASTMX20964
OG0003876	BRALA00896	ASTMX14613
OG0003877	BRALA23816	ASTMX18203
OG0003878	BRALA20063	ASTMX03060, ASTMX08366, ASTMX15924
OG0003879	BRALA15031	ASTMX00436, ASTMX12410
OG0003880	BRALA11582	ASTMX08770
OG0003881	BRALA24783	ASTMX17611
OG0003882	BRALA03161	ASTMX10267
OG0003883	BRALA11445	ASTMX18101, ASTMX04876, ASTMX10075
OG0003884	BRALA08005	ASTMX15152, ASTMX03561
OG0003885	BRALA23768	ASTMX08439, ASTMX12624
OG0003886	BRALA04852	ASTMX18295
OG0003887	BRALA20668	ASTMX22919
OG0003888	BRALA19321	ASTMX04862
OG0003890	BRALA26936	ASTMX10320, ASTMX10321, ASTMX21516
OG0003892	BRALA22723	ASTMX02017
OG0003893	BRALA24429	ASTMX12940
OG0003894	BRALA10135, BRALA10136	ASTMX11183
OG0003895	BRALA13986	ASTMX16407
OG0003896	BRALA13108	ASTMX05002, ASTMX19466, ASTMX14861
OG0003897	BRALA24446	ASTMX15050
OG0003898	BRALA06113	ASTMX22794, ASTMX14906
OG0003899	BRALA08278	ASTMX15271
OG0003900	BRALA17436	ASTMX18534
OG0003901	BRALA14426, BRALA08560, BRALA08561	ASTMX03818
OG0003903	BRALA12337	ASTMX01642
OG0003904	BRALA04278	ASTMX18259
OG0003906	BRALA18512	ASTMX18624
OG0003908	BRALA16606	ASTMX14918
OG0003908	BRALA17141	ASTMX10495
OG0003909	BRALA29427	ASTMX16582
OG0003910	BRALA23005	ASTMX12237
OG0003911	BRALA13724	ASTMX11470
OG0003912	BRALA26575	ASTMX06396, ASTMX11967, ASTMX02561
OG0003913	BRALA05130	ASTMX04669
OG0003915	BRALA12140	ASTMX09566, ASTMX08815
OG0003916	BRALA19092	ASTMX22490, ASTMX18046, ASTMX00894
OG0003917	BRALA18730	ASTMX18206
OG0003918	BRALA03733	ASTMX12177, ASTMX18541, ASTMX19758
OG0003920	BRALA23721	ASTMX20009
OG0003921	BRALA09641	ASTMX11734
OG0003922	BRALA25868, BRALA02161	ASTMX15692
OG0003923	BRALA14453	ASTMX17099
OG0003925	BRALA05610	ASTMX08709, ASTMX20939
OG0003926	BRALA05443	ASTMX05523, ASTMX21916
OG0003927	BRALA14919	ASTMX19425
OG0003931	BRALA25275	ASTMX07722, ASTMX17814
OG0003932	BRALA01444	ASTMX07563
OG0003933	BRALA28039	ASTMX00968, ASTMX16168
OG0003934	BRALA01058	ASTMX17687
OG0003935	BRALA13280, BRALA03846, BRALA20864	ASTMX04582
OG0003936	BRALA34488	ASTMX10900
OG0003937	BRALA25602	ASTMX12589, ASTMX18037, ASTMX05114
OG0003938	BRALA24502	ASTMX03248
OG0003939	BRALA05196	ASTMX12661, ASTMX12660, ASTMX12662, ASTMX12663, ASTMX12658
OG0003940	BRALA15373	ASTMX18138
OG0003941	BRALA20467	ASTMX14257, ASTMX07136
OG0003942	BRALA34122	ASTMX09921
OG0003943	BRALA01879, BRALA01880	ASTMX00858, ASTMX04844, ASTMX01264, ASTMX22384
OG0003944	BRALA12422	ASTMX15054, ASTMX15052
OG0003945	BRALA25345	ASTMX02597, ASTMX09466
OG0003946	BRALA21665	ASTMX13157, ASTMX19007
OG0003947	BRALA29298	ASTMX14801, ASTMX09966
OG0003948	BRALA14249	ASTMX05108
OG0003949	BRALA02048, BRALA07193, BRALA30122, BRALA20244, BRALA02045	ASTMX18736
OG0003950	BRALA02049	ASTMX01715, ASTMX21177
OG0003951	BRALA15284	ASTMX19664, ASTMX19666
OG0003953	BRALA23252	ASTMX18008, ASTMX14755
OG0003954	BRALA16702	ASTMX01818, ASTMX14108
OG0003955	BRALA20185	ASTMX22833
OG0003956	BRALA05102	ASTMX02372
OG0003957	BRALA03349	ASTMX12337, ASTMX20420
OG0003958	BRALA33511	ASTMX06633, ASTMX03960, ASTMX14882, ASTMX09284
OG0003959	BRALA02632	ASTMX03302, ASTMX06910
OG0003960	BRALA02491	ASTMX03097, ASTMX00623, ASTMX21530, ASTMX20626
OG0003961	BRALA09640	ASTMX03170
OG0003962	BRALA34272	ASTMX03910, ASTMX14501, ASTMX11620, ASTMX04092
OG0003965	BRALA31971	ASTMX03247, ASTMX20007
OG0003966	BRALA24386	ASTMX07292
OG0003967	BRALA26387	ASTMX20908
OG0003968	BRALA12045	ASTMX11900, ASTMX00066, ASTMX08898, ASTMX22142
OG0003969	BRALA31035	ASTMX15238
OG0003970	BRALA04290	ASTMX20409
OG0003971	BRALA17785	ASTMX13704
OG0003972	BRALA03399	ASTMX06345
