Orthogroup	DANRE	BRALA
OG0004320	DANRE42284, DANRE42288, DANRE42285, DANRE42287, DANRE42286	BRALA05866
OG0004321	DANRE05768, DANRE05769, DANRE03282, DANRE03281	BRALA03831
OG0004322	DANRE15076, DANRE15074	BRALA16694
OG0004323	DANRE17273, DANRE17274	BRALA34818
OG0004324	DANRE22537, DANRE22536, DANRE22534, DANRE22535	BRALA09811
OG0004325	DANRE00284, DANRE00282	BRALA17672
OG0004326	DANRE10000, DANRE10001, DANRE09952, DANRE09953, DANRE09996, DANRE09999, DANRE09997, DANRE09998	BRALA05683, BRALA05687
OG0004327	DANRE08865	BRALA28777
OG0004328	DANRE02156, DANRE02160, DANRE02159, DANRE02158, DANRE02157, DANRE02155	BRALA13776
OG0004329	DANRE40873, DANRE40872, DANRE40874	BRALA11460
OG0004330	DANRE11063, DANRE11060, DANRE11061, DANRE11058, DANRE11062, DANRE11059	BRALA10844
OG0004331	DANRE10901	BRALA25017
OG0004332	DANRE00957, DANRE00956, DANRE00958	BRALA05495
OG0004333	DANRE13743, DANRE13742	BRALA14711
OG0004334	DANRE39983, DANRE39982, DANRE39984, DANRE39985	BRALA05133
OG0004335	DANRE23624	BRALA11786
OG0004336	DANRE38874, DANRE09812, DANRE02344, DANRE02343, DANRE02342	BRALA08041, BRALA03225
OG0004337	DANRE41654, DANRE41653	BRALA11506
OG0004338	DANRE12236, DANRE12237	BRALA22739
OG0004342	DANRE37507, DANRE37506, DANRE37508	BRALA28668
OG0004343	DANRE10875, DANRE10876	BRALA34896, BRALA33692, BRALA34328
OG0004344	DANRE06853	BRALA04177
OG0004345	DANRE19118	BRALA10189
OG0004346	DANRE02180, DANRE02181	BRALA15506
OG0004347	DANRE07708, DANRE07709	BRALA23589
OG0004348	DANRE42472, DANRE42473	BRALA12127
OG0004349	DANRE11014	BRALA26083
OG0004350	DANRE10750, DANRE10749	BRALA12360
OG0004351	DANRE28003, DANRE28002	BRALA18778
OG0004352	DANRE09568	BRALA14329
OG0004353	DANRE09455	BRALA26681
OG0004354	DANRE33627, DANRE33625, DANRE33626	BRALA33463, BRALA33588
OG0004355	DANRE22085, DANRE31144	BRALA02915
OG0004356	DANRE43267, DANRE43053	BRALA18746
OG0004357	DANRE05948, DANRE05949, DANRE01459, DANRE01460, DANRE41227	BRALA09608
OG0004358	DANRE41274, DANRE41273	BRALA15298
OG0004359	DANRE02425	BRALA22732
OG0004360	DANRE26365, DANRE26366	BRALA27825
OG0004361	DANRE21796, DANRE21795, DANRE21794	BRALA19546, BRALA19547
OG0004362	DANRE29037, DANRE14255, DANRE14256	BRALA01978
OG0004363	DANRE15835, DANRE15833, DANRE15834, DANRE15836	BRALA00616
OG0004364	DANRE11772	BRALA23445
OG0004365	DANRE25826	BRALA24172
OG0004366	DANRE12283, DANRE12284, DANRE12285	BRALA20010
OG0004367	DANRE22230, DANRE22231	BRALA15183
OG0004368	DANRE18241, DANRE18242, DANRE43383	BRALA23102
OG0004369	DANRE34900, DANRE34901	BRALA02910
OG0004370	DANRE34877, DANRE34876	BRALA13645
OG0004371	DANRE14630, DANRE14631, DANRE14629, DANRE05860, DANRE10767, DANRE17742, DANRE17741	BRALA14311
OG0004372	DANRE43175, DANRE35509	BRALA02065, BRALA02064
OG0004373	DANRE43176	BRALA16557
OG0004374	DANRE20926, DANRE20927	BRALA29279
OG0004375	DANRE25111	BRALA07819
OG0004376	DANRE07421, DANRE33508	BRALA26859
OG0004377	DANRE38821	BRALA22650, BRALA22649
OG0004378	DANRE08246, DANRE08245	BRALA29460
OG0004380	DANRE25045, DANRE25044, DANRE31287, DANRE31288	BRALA31059
OG0004381	DANRE14548, DANRE14549, DANRE14547	BRALA31166
OG0004382	DANRE34314	BRALA01390
OG0004383	DANRE11497, DANRE11498	BRALA33094, BRALA23070
OG0004384	DANRE17420, DANRE17419	BRALA21477
OG0004385	DANRE34112, DANRE19530	BRALA02586
OG0004386	DANRE01031, DANRE33915, DANRE33916, DANRE33918, DANRE33917	BRALA27106
OG0004386	DANRE40293	BRALA22199
OG0004389	DANRE36413, DANRE36412, DANRE36411, DANRE36414	BRALA01195
OG0004390	DANRE27472, DANRE27471	BRALA20609
OG0004391	DANRE15795, DANRE20560, DANRE20559	BRALA06733
OG0004392	DANRE05947	BRALA03731
OG0004393	DANRE02958, DANRE04827, DANRE38038, DANRE38040, DANRE38039	BRALA25078
OG0004395	DANRE30764	BRALA26081
OG0004397	DANRE25678, DANRE25679, DANRE43067, DANRE17709, DANRE17710	BRALA21225
OG0004398	DANRE10835, DANRE10834	BRALA33935
OG0004399	DANRE02735, DANRE41307, DANRE31607	BRALA09277
OG0004400	DANRE21495, DANRE21496	BRALA09786
OG0004401	DANRE29576	BRALA00557
OG0004402	DANRE15900	BRALA22916
OG0004403	DANRE38909, DANRE38910, DANRE38908, DANRE25152, DANRE25153	BRALA04354
OG0004404	DANRE13595, DANRE13596, DANRE13597	BRALA12217
OG0004405	DANRE16529, DANRE16527, DANRE16530, DANRE16528	BRALA31963, BRALA06302
OG0004406	DANRE39248, DANRE17699, DANRE17700, DANRE10991, DANRE10992, DANRE10990	BRALA29567
OG0004407	DANRE12088	BRALA13375, BRALA13376
OG0004408	DANRE00028, DANRE00029	BRALA31060, BRALA13700
OG0004409	DANRE36762, DANRE22574, DANRE31184, DANRE31185	BRALA27206
OG0004413	DANRE36717, DANRE36718	BRALA27203
OG0004414	DANRE34140, DANRE34141, DANRE07970, DANRE07971	BRALA13744
OG0004415	DANRE14859, DANRE14860	BRALA14040
OG0004417	DANRE26688, DANRE43329, DANRE43330, DANRE43328	BRALA00783
OG0004418	DANRE19384, DANRE40661, DANRE40660	BRALA18257, BRALA17856
OG0004419	DANRE40956, DANRE40957	BRALA21691
OG0004420	DANRE41102, DANRE36289, DANRE36290	BRALA05463
OG0004421	DANRE36713	BRALA25716
OG0004422	DANRE37626, DANRE37624, DANRE37625, DANRE34749, DANRE34750	BRALA01893
OG0004423	DANRE14691, DANRE14690	BRALA17096
OG0004424	DANRE36046	BRALA12773
OG0004426	DANRE05633	BRALA30364
OG0004427	DANRE13494, DANRE26193, DANRE26194, DANRE05894	BRALA35223, BRALA03413
OG0004430	DANRE24673	BRALA04913, BRALA04914, BRALA04911, BRALA04910, BRALA07979
OG0004433	DANRE09848, DANRE24584, DANRE41394	BRALA00493, BRALA00492, BRALA17201, BRALA17204, BRALA16995, BRALA16939
OG0004437	DANRE20700	BRALA00583, BRALA00582, BRALA07613, BRALA00581
OG0004459	DANRE03934, DANRE03933	BRALA29538, BRALA34073
OG0004460	DANRE02370, DANRE02369, DANRE02371	BRALA12464
OG0004461	DANRE31591, DANRE20635	BRALA17151
OG0004462	DANRE15232, DANRE15233	BRALA14199
OG0004463	DANRE33811, DANRE33810	BRALA26858
OG0004465	DANRE17974, DANRE10221	BRALA01824
OG0004467	DANRE33315	BRALA29326
OG0004468	DANRE16473, DANRE16472, DANRE16471, DANRE06592	BRALA29411
OG0004471	DANRE42671, DANRE42672, DANRE35789	BRALA18574
OG0004472	DANRE31243, DANRE31244	BRALA29153
OG0004474	DANRE41289, DANRE41288	BRALA31316
OG0004476	DANRE00041, DANRE33641, DANRE33640, DANRE33639	BRALA14581
OG0004477	DANRE34564, DANRE34565, DANRE00363, DANRE00362, DANRE25172	BRALA01420
OG0004478	DANRE12859, DANRE12857, DANRE12860, DANRE12861, DANRE12858, DANRE12856	BRALA12451
OG0004479	DANRE14165	BRALA28094, BRALA03563, BRALA28093
OG0004480	DANRE41804	BRALA11435
OG0004482	DANRE24207	BRALA00394
OG0004483	DANRE36016, DANRE36015, DANRE36014, DANRE36017	BRALA10746
OG0004484	DANRE23463, DANRE23462	BRALA08580
OG0004485	DANRE13310	BRALA24714
OG0004486	DANRE02337, DANRE38751, DANRE38752	BRALA03457
OG0004487	DANRE17920, DANRE17921	BRALA03392
OG0004488	DANRE12224, DANRE13919, DANRE13923, DANRE13920, DANRE13922, DANRE13921	BRALA13548
OG0004489	DANRE36650, DANRE02189, DANRE36649	BRALA18946
OG0004490	DANRE29605, DANRE29606	BRALA08921
OG0004491	DANRE38626, DANRE38627, DANRE38628	BRALA16481
OG0004493	DANRE13694, DANRE13695	BRALA19060
OG0004494	DANRE03077, DANRE03076	BRALA21955
OG0004495	DANRE26631, DANRE26632, DANRE26630	BRALA13392
OG0004496	DANRE24246, DANRE24247, DANRE24248	BRALA10106
OG0004498	DANRE14302, DANRE14301	BRALA03323
OG0004499	DANRE18420, DANRE18418, DANRE18419, DANRE12113	BRALA31005
OG0004500	DANRE18484	BRALA01903
OG0004501	DANRE11408, DANRE11405, DANRE11407, DANRE11403, DANRE11404, DANRE11406	BRALA34231
OG0004502	DANRE23484	BRALA12219
OG0004503	DANRE16687	BRALA08167, BRALA18736
OG0004505	DANRE42706	BRALA04628
OG0004506	DANRE30476	BRALA18627
OG0004507	DANRE34603	BRALA21608
OG0004508	DANRE02336	BRALA22899
OG0004509	DANRE26479, DANRE40204, DANRE40206, DANRE40205	BRALA20619
OG0004510	DANRE42897, DANRE42895, DANRE42896, DANRE42898	BRALA22461
OG0004511	DANRE33541, DANRE19924	BRALA24832
OG0004512	DANRE11592	BRALA22481
OG0004514	DANRE36665, DANRE36667, DANRE36666	BRALA25503
OG0004515	DANRE04363	BRALA24074
OG0004516	DANRE08306	BRALA25445
OG0004517	DANRE29093, DANRE29095, DANRE29094	BRALA13110
OG0004518	DANRE34247, DANRE17198	BRALA18338
OG0004519	DANRE36763	BRALA09425
OG0004520	DANRE13362, DANRE13363, DANRE13364	BRALA12190
OG0004521	DANRE04630, DANRE04629	BRALA34603, BRALA22327, BRALA33889, BRALA33395
OG0004522	DANRE23959, DANRE23958	BRALA01766
OG0004523	DANRE09384	BRALA23188
OG0004524	DANRE29346, DANRE29347	BRALA06551
OG0004525	DANRE39978	BRALA20597
OG0004526	DANRE34280	BRALA21793
OG0004527	DANRE36388, DANRE36387	BRALA16772
OG0004528	DANRE34179, DANRE34177, DANRE34178	BRALA23886
OG0004529	DANRE04507, DANRE04504, DANRE04505	BRALA18758
OG0004530	DANRE06407, DANRE42891	BRALA18685
OG0004531	DANRE02542	BRALA28317, BRALA28318
OG0004532	DANRE30309	BRALA11196
OG0004533	DANRE41059	BRALA07893
OG0004534	DANRE01100, DANRE01102	BRALA20376
OG0004535	DANRE13321, DANRE13320	BRALA26230
OG0004536	DANRE24182, DANRE24183	BRALA35577, BRALA35429, BRALA21266
OG0004537	DANRE34313, DANRE34312	BRALA21822
OG0004538	DANRE11867	BRALA12040
OG0004539	DANRE04395, DANRE11126	BRALA35415, BRALA26130
OG0004540	DANRE24891, DANRE24888, DANRE24889, DANRE24890	BRALA07078
OG0004542	DANRE03604, DANRE03605	BRALA24298
OG0004543	DANRE02020, DANRE02021, DANRE02018, DANRE02019	BRALA00359
OG0004544	DANRE22391, DANRE36746, DANRE40962	BRALA25649
OG0004545	DANRE33970	BRALA28871
OG0004546	DANRE14283	BRALA21732
OG0004547	DANRE25138, DANRE02890	BRALA18970
OG0004548	DANRE21818	BRALA10022
OG0004549	DANRE25748	BRALA09819
OG0004549	DANRE25749, DANRE25750	BRALA09820
OG0004550	DANRE31317, DANRE31316	BRALA02217
OG0004551	DANRE24748, DANRE24749	BRALA32475
OG0004552	DANRE33884, DANRE38203	BRALA06062
OG0004553	DANRE23753	BRALA19302
OG0004554	DANRE18104	BRALA14413
OG0004555	DANRE24036, DANRE24037, DANRE27384	BRALA03335
OG0004556	DANRE09228, DANRE09229	BRALA24253
OG0004557	DANRE22267, DANRE13618, DANRE42725, DANRE09513	BRALA07431
OG0004558	DANRE02700, DANRE02701, DANRE02699, DANRE02702	BRALA08582
OG0004559	DANRE29861	BRALA23018
OG0004560	DANRE36276, DANRE36275, DANRE26954, DANRE26955	BRALA25555
OG0004561	DANRE22191	BRALA25557
OG0004563	DANRE22724	BRALA15038
OG0004564	DANRE05628, DANRE04805	BRALA32101
OG0004565	DANRE11419, DANRE11417, DANRE11418	BRALA24433
OG0004566	DANRE18485, DANRE24680, DANRE24679	BRALA01904
OG0004567	DANRE18156	BRALA12845
OG0004568	DANRE05442, DANRE05440, DANRE05441	BRALA13349
OG0004569	DANRE33534, DANRE33535, DANRE33533, DANRE33532	BRALA17687
OG0004570	DANRE03765, DANRE03764, DANRE04653, DANRE08932, DANRE11064	BRALA10840
OG0004571	DANRE23882, DANRE23883	BRALA10635
OG0004572	DANRE27224, DANRE27223	BRALA19984
OG0004573	DANRE00757	BRALA34747
OG0004574	DANRE30718, DANRE30719, DANRE37705, DANRE37706, DANRE37703, DANRE37704	BRALA24731
OG0004576	DANRE20079, DANRE04307, DANRE04308	BRALA11521
OG0004578	DANRE19554, DANRE19552, DANRE19553	BRALA02649
OG0004579	DANRE25034, DANRE31590	BRALA09331
OG0004580	DANRE41260, DANRE41261	BRALA05772
OG0004581	DANRE34427	BRALA14290
OG0004582	DANRE00200, DANRE00203	BRALA00706
OG0004583	DANRE23267	BRALA01776
OG0004584	DANRE09063	BRALA22981
OG0004585	DANRE23964, DANRE23965	BRALA25633
OG0004586	DANRE07844, DANRE07445, DANRE07446, DANRE07442, DANRE07443, DANRE07444	BRALA05420, BRALA14341
OG0004587	DANRE15933, DANRE43316, DANRE15932	BRALA34254, BRALA20385
OG0004589	DANRE29154, DANRE29153, DANRE08410, DANRE08409	BRALA28422
OG0004590	DANRE01038	BRALA28418
OG0004591	DANRE28775	BRALA19571
OG0004592	DANRE15605, DANRE15604	BRALA01027
OG0004593	DANRE07356, DANRE07355, DANRE07354, DANRE07353	BRALA28884
OG0004594	DANRE25090	BRALA20772
OG0004595	DANRE29126, DANRE27364	BRALA10676
OG0004597	DANRE11746	BRALA15202
OG0004600	DANRE35116, DANRE35117	BRALA00319
OG0004601	DANRE19151	BRALA10060
OG0004602	DANRE29863, DANRE29862, DANRE29864, DANRE29865	BRALA11139
OG0004603	DANRE29420	BRALA06365
OG0004605	DANRE29847	BRALA23013
OG0004606	DANRE36927	BRALA21148, BRALA34943
OG0004607	DANRE33904	BRALA12216
OG0004608	DANRE18792	BRALA15268
OG0004609	DANRE19927, DANRE19928	BRALA33091
OG0004610	DANRE24946, DANRE24945, DANRE39093	BRALA17107
OG0004611	DANRE05043, DANRE05045, DANRE05044, DANRE05046	BRALA12585
OG0004612	DANRE14838, DANRE14837, DANRE14835, DANRE14836	BRALA00024
OG0004613	DANRE10616	BRALA09133, BRALA20462
OG0004614	DANRE06238	BRALA30212
OG0004615	DANRE19261, DANRE26623, DANRE36309	BRALA18479, BRALA18480, BRALA18477
OG0004616	DANRE35757, DANRE35756, DANRE35755	BRALA06969
OG0004617	DANRE13359, DANRE13357, DANRE13358, DANRE25144, DANRE25141, DANRE25142, DANRE25143, DANRE31592	BRALA02299
OG0004619	DANRE28992, DANRE28989, DANRE28993, DANRE28991, DANRE28990	BRALA20299
OG0004622	DANRE14780	BRALA21361, BRALA34893
OG0004625	DANRE19576, DANRE19574, DANRE19575	BRALA34052, BRALA34062
OG0004626	DANRE12176, DANRE26130	BRALA16134
OG0004627	DANRE24293, DANRE24295, DANRE24294, DANRE24292	BRALA06139
OG0004628	DANRE29575, DANRE35550	BRALA00501
OG0004629	DANRE33375, DANRE33374	BRALA10080
OG0004630	DANRE17375, DANRE17374, DANRE17372, DANRE17373	BRALA27521
OG0004631	DANRE00408	BRALA00873
OG0004632	DANRE35680, DANRE35681, DANRE35683, DANRE35684, DANRE35679	BRALA27092
OG0004633	DANRE26762, DANRE26763	BRALA27276
OG0004634	DANRE30543, DANRE31362	BRALA05479
OG0004635	DANRE10518, DANRE10519	BRALA31719
OG0004637	DANRE39130, DANRE39128, DANRE39129	BRALA28098
OG0004638	DANRE10550	BRALA10114
OG0004639	DANRE35398	BRALA23114
OG0004641	DANRE33377, DANRE33998, DANRE33997	BRALA06119
OG0004642	DANRE24040	BRALA03307
OG0004643	DANRE34503, DANRE34504	BRALA06114
OG0004644	DANRE18413, DANRE18412, DANRE10782	BRALA15220
OG0004645	DANRE14275, DANRE14274, DANRE14276	BRALA34349
OG0004646	DANRE12893, DANRE21721	BRALA15036
OG0004647	DANRE34791, DANRE34792	BRALA01649
OG0004648	DANRE20923	BRALA27204
OG0004649	DANRE00918, DANRE00919, DANRE07960, DANRE07962, DANRE39589	BRALA26873
OG0004651	DANRE02190	BRALA28079
OG0004652	DANRE06984, DANRE06985, DANRE06986, DANRE06983	BRALA29899
OG0004653	DANRE41450, DANRE41451, DANRE17642, DANRE17641	BRALA09173
OG0004654	DANRE29943, DANRE40498	BRALA25532
OG0004655	DANRE29577, DANRE29579, DANRE29578	BRALA07762
OG0004656	DANRE26495	BRALA23741
OG0004657	DANRE08968, DANRE34488	BRALA05637
OG0004658	DANRE10828	BRALA23896
OG0004659	DANRE02375, DANRE02376, DANRE02374	BRALA19760
OG0004660	DANRE18557, DANRE18556	BRALA18844
OG0004661	DANRE16019, DANRE16018	BRALA26103, BRALA09487
OG0004662	DANRE18219	BRALA29139
OG0004663	DANRE20429, DANRE20430, DANRE20431, DANRE20432	BRALA33872
OG0004664	DANRE07606	BRALA28864, BRALA28863
OG0004666	DANRE42179, DANRE42178, DANRE20212	BRALA25386
OG0004667	DANRE16046, DANRE16047, DANRE16048	BRALA20032
OG0004669	DANRE10303	BRALA31710
OG0004670	DANRE03145	BRALA11400
OG0004671	DANRE19925	BRALA34664, BRALA33814, BRALA34282, BRALA34594
OG0004672	DANRE39138	BRALA03094
OG0004673	DANRE38784, DANRE38783, DANRE41387	BRALA07414
OG0004674	DANRE33289	BRALA21747
OG0004675	DANRE23251	BRALA01751
OG0004676	DANRE11604	BRALA22511
OG0004677	DANRE05413, DANRE05721, DANRE03982, DANRE05661, DANRE05660, DANRE05412	BRALA13391
OG0004678	DANRE19097, DANRE19098, DANRE19096	BRALA10033
OG0004679	DANRE35037	BRALA32750
OG0004680	DANRE34435, DANRE11274, DANRE11273, DANRE11275	BRALA32711, BRALA30165
OG0004681	DANRE33596, DANRE33597, DANRE33598	BRALA29477, BRALA35123
OG0004682	DANRE27410	BRALA03899
OG0004683	DANRE00895	BRALA26125
OG0004684	DANRE00896, DANRE18960, DANRE18961	BRALA26124
OG0004685	DANRE39580, DANRE39579, DANRE39581, DANRE00131	BRALA29447
OG0004686	DANRE24157, DANRE24156	BRALA07410
OG0004687	DANRE40485, DANRE40484	BRALA19729
OG0004688	DANRE02853, DANRE02852	BRALA20055
OG0004689	DANRE29371	BRALA14930
OG0004690	DANRE14581, DANRE08603	BRALA08004
OG0004691	DANRE10742	BRALA31036
OG0004692	DANRE37494	BRALA32999
OG0004694	DANRE37791, DANRE37790, DANRE37789	BRALA23046
OG0004696	DANRE04423, DANRE04422, DANRE04424	BRALA03830
OG0004697	DANRE16338, DANRE16340, DANRE16339, DANRE07342	BRALA11777
OG0004698	DANRE17044, DANRE17045, DANRE30098, DANRE24768	BRALA21938
OG0004699	DANRE35046	BRALA07186
OG0004700	DANRE10454	BRALA23313
OG0004702	DANRE03083, DANRE03084, DANRE03085	BRALA32995, BRALA07211
OG0004703	DANRE43394, DANRE33684, DANRE33685	BRALA26823
OG0004704	DANRE17513, DANRE17514	BRALA00765
OG0004705	DANRE33881, DANRE33882, DANRE07604	BRALA08213
OG0004706	DANRE09542, DANRE09541, DANRE03840	BRALA00111
OG0004707	DANRE06164	BRALA20441
OG0004708	DANRE35053, DANRE35054	BRALA00406
OG0004711	DANRE06348, DANRE06349, DANRE06347	BRALA08263
OG0004712	DANRE26369, DANRE26371, DANRE26370, DANRE26913, DANRE39197, DANRE27856	BRALA01432, BRALA16825, BRALA16823, BRALA16824, BRALA11469, BRALA01430
OG0004728	DANRE39343	BRALA19112
OG0004730	DANRE37835, DANRE12716, DANRE12717	BRALA13497
OG0004731	DANRE15090, DANRE15091, DANRE15089	BRALA29685
OG0004732	DANRE29676, DANRE29678, DANRE29677, DANRE29679, DANRE29675, DANRE29674	BRALA09631
OG0004733	DANRE34798	BRALA17604
OG0004735	DANRE07069	BRALA05427
OG0004738	DANRE17043, DANRE17042	BRALA27390
OG0004739	DANRE04072	BRALA03271, BRALA03272
OG0004740	DANRE12109, DANRE12108, DANRE12110	BRALA29145, BRALA20852
OG0004743	DANRE13543	BRALA08286
OG0004744	DANRE30059	BRALA06531
OG0004746	DANRE38248, DANRE38247, DANRE30728, DANRE30729	BRALA08943
OG0004747	DANRE17978, DANRE17977	BRALA28438
OG0004748	DANRE19838	BRALA09674
OG0004749	DANRE36880	BRALA20020
OG0004751	DANRE37781	BRALA35736, BRALA13426
OG0004752	DANRE09141	BRALA11223
OG0004753	DANRE13108	BRALA13874
OG0004754	DANRE24738, DANRE24737, DANRE24739	BRALA23050
OG0004755	DANRE42490	BRALA27359
OG0004755	DANRE42491	BRALA27358
OG0004756	DANRE02840	BRALA09680
OG0004757	DANRE12081, DANRE12080	BRALA09865, BRALA09872
OG0004758	DANRE13011, DANRE13013, DANRE13014	BRALA24157
OG0004759	DANRE05611	BRALA22261
OG0004760	DANRE09761	BRALA13716
OG0004761	DANRE34602, DANRE34601	BRALA24489
OG0004763	DANRE41528	BRALA34431
OG0004764	DANRE36421, DANRE36422, DANRE36423	BRALA05324
OG0004765	DANRE26484, DANRE40179	BRALA00991
OG0004767	DANRE28628	BRALA10440
OG0004768	DANRE04729, DANRE20410	BRALA11889
OG0004769	DANRE26926	BRALA10097, BRALA07309
OG0004770	DANRE11345	BRALA19310
OG0004772	DANRE30446, DANRE15472	BRALA06513
OG0004774	DANRE05788, DANRE05787	BRALA06537
OG0004775	DANRE35855	BRALA32894
OG0004776	DANRE39584, DANRE39585, DANRE39583	BRALA23901
OG0004777	DANRE13262, DANRE13261, DANRE06988, DANRE06989	BRALA05941
OG0004779	DANRE07174, DANRE07175, DANRE21327	BRALA11730
OG0004781	DANRE08965	BRALA11896
OG0004783	DANRE06023, DANRE06022, DANRE06024, DANRE06025	BRALA35592
OG0004784	DANRE04601, DANRE04600	BRALA10893
OG0004785	DANRE42357	BRALA09161
OG0004786	DANRE41722, DANRE41721	BRALA14055
OG0004787	DANRE24694, DANRE24695, DANRE24693	BRALA12312
OG0004790	DANRE33473, DANRE29668	BRALA34363
OG0004791	DANRE26636	BRALA27664
OG0004793	DANRE39221, DANRE39220, DANRE39219	BRALA21447
OG0004794	DANRE12064, DANRE12067, DANRE12065, DANRE12066	BRALA01793
OG0004795	DANRE00139	BRALA33991
OG0004797	DANRE12121, DANRE12120	BRALA16695
OG0004799	DANRE31273, DANRE39285, DANRE39286	BRALA02224
OG0004800	DANRE42042, DANRE42043	BRALA09042
OG0004801	DANRE16851, DANRE16852	BRALA06449
OG0004802	DANRE38296	BRALA03380, BRALA03382
OG0004803	DANRE01003, DANRE01004, DANRE01005	BRALA06021
OG0004804	DANRE36121	BRALA16717
OG0004805	DANRE01261, DANRE07762	BRALA11567
OG0004806	DANRE05564, DANRE05565, DANRE11142, DANRE17465	BRALA31348
OG0004807	DANRE22843, DANRE22844	BRALA04439
OG0004808	DANRE27792	BRALA05658
OG0004809	DANRE33827, DANRE33826, DANRE33828	BRALA10043
OG0004810	DANRE31074, DANRE31075	BRALA19737
OG0004811	DANRE25423	BRALA17170
OG0004812	DANRE25075	BRALA16045
OG0004813	DANRE10482, DANRE15067	BRALA15155
OG0004814	DANRE07345	BRALA09208
OG0004815	DANRE17954	BRALA16380
OG0004816	DANRE31469	BRALA22898
OG0004817	DANRE41423	BRALA00236
OG0004818	DANRE24260, DANRE13306, DANRE13305	BRALA31690
OG0004819	DANRE22495	BRALA13757
OG0004820	DANRE17389	BRALA28634
OG0004821	DANRE31255, DANRE31256	BRALA35744, BRALA35554, BRALA35428, BRALA19712, BRALA34105
OG0004822	DANRE42104, DANRE42103	BRALA24004
OG0004823	DANRE40280, DANRE40279, DANRE40278	BRALA02286
OG0004824	DANRE02300, DANRE02299, DANRE02301	BRALA21792
OG0004825	DANRE01273, DANRE01274	BRALA18333
OG0004826	DANRE17416	BRALA31003
OG0004828	DANRE03410, DANRE11427	BRALA03838
OG0004829	DANRE12755, DANRE12756, DANRE12757	BRALA30027
OG0004830	DANRE25686	BRALA23182
OG0004831	DANRE14244, DANRE11093, DANRE11092	BRALA08960
OG0004832	DANRE41922	BRALA00100
OG0004833	DANRE20545	BRALA03973
OG0004834	DANRE19724, DANRE19723, DANRE19722	BRALA05851
OG0004835	DANRE33501, DANRE33502, DANRE00915	BRALA17760
OG0004836	DANRE07542	BRALA34047
OG0004837	DANRE23071, DANRE23072	BRALA15342
OG0004838	DANRE15031, DANRE15033, DANRE15032	BRALA15130
OG0004840	DANRE30266	BRALA10057
OG0004841	DANRE25342, DANRE25341, DANRE25340, DANRE25343	BRALA03215
OG0004842	DANRE39123, DANRE39124, DANRE39121, DANRE39122	BRALA13532
OG0004843	DANRE38829	BRALA33348
OG0004844	DANRE03116	BRALA23632
OG0004846	DANRE25325	BRALA09513
OG0004849	DANRE28535	BRALA34656, BRALA23873
OG0004850	DANRE36301, DANRE36300	BRALA12053
OG0004851	DANRE25895, DANRE12187	BRALA23176
OG0004852	DANRE19212	BRALA02596
OG0004853	DANRE19217	BRALA02905
OG0004854	DANRE42925	BRALA22738
OG0004855	DANRE15163, DANRE15165, DANRE15164, DANRE15166	BRALA19389
OG0004856	DANRE11451, DANRE20259	BRALA22942
OG0004857	DANRE33527	BRALA24715
OG0004858	DANRE19523	BRALA14994
OG0004859	DANRE21373, DANRE21371, DANRE21372, DANRE42056, DANRE42055	BRALA07338
OG0004860	DANRE19643, DANRE19642, DANRE40627	BRALA05260
OG0004861	DANRE18015, DANRE18014, DANRE12129	BRALA13324
OG0004862	DANRE37029, DANRE37028	BRALA24266
OG0004863	DANRE29005	BRALA29780
