Orthogroup	DANRE	NEMVE
OG0002744	DANRE39964, DANRE39965, DANRE39963, DANRE35401, DANRE35399, DANRE35400	NEMVE05534
OG0002745	DANRE30185, DANRE16980	NEMVE14885
OG0002746	DANRE09673, DANRE09674	NEMVE14034
OG0002749	DANRE16044	NEMVE18522
OG0002750	DANRE42887, DANRE42888	NEMVE06517
OG0002751	DANRE41209, DANRE41208, DANRE41210	NEMVE13229
OG0002751	DANRE41211	NEMVE05459
OG0002752	DANRE24282	NEMVE14798
OG0002753	DANRE36052, DANRE36049, DANRE36050, DANRE36051, DANRE31488, DANRE31487, DANRE31489	NEMVE01848
OG0002754	DANRE26705, DANRE26703, DANRE24564	NEMVE21810
OG0002755	DANRE00410	NEMVE14620
OG0002756	DANRE02210	NEMVE15690
OG0002758	DANRE01024, DANRE01025, DANRE01022, DANRE01023, DANRE07540, DANRE07539	NEMVE14585
OG0002760	DANRE31293, DANRE31294, DANRE25038, DANRE25039	NEMVE15085
OG0002761	DANRE29979	NEMVE10992, NEMVE15148
OG0002762	DANRE02197, DANRE36825, DANRE07594	NEMVE01403, NEMVE23067
OG0002763	DANRE03877	NEMVE04792
OG0002764	DANRE23216, DANRE08807, DANRE27809, DANRE27810	NEMVE22629, NEMVE15240, NEMVE15234
OG0002765	DANRE01718, DANRE01717, DANRE09961, DANRE13656, DANRE25399, DANRE39159	NEMVE13625
OG0002766	DANRE10689, DANRE43431	NEMVE19107
OG0002767	DANRE08564, DANRE15895, DANRE15898, DANRE15896, DANRE15897, DANRE15899	NEMVE04648, NEMVE13082
OG0002768	DANRE01560, DANRE30765	NEMVE04716
OG0002769	DANRE34871, DANRE18982, DANRE02561	NEMVE23276
OG0002770	DANRE00608, DANRE00610, DANRE00609	NEMVE01948
OG0002771	DANRE05166, DANRE10927	NEMVE16523
OG0002772	DANRE40177	NEMVE13724
OG0002773	DANRE16149, DANRE16150	NEMVE14937
OG0002774	DANRE40158, DANRE38383, DANRE38382, DANRE10177	NEMVE11224
OG0002775	DANRE10663	NEMVE15309
OG0002776	DANRE07369, DANRE07368, DANRE07370	NEMVE10201
OG0002778	DANRE37556, DANRE00537	NEMVE23464
OG0002779	DANRE22922, DANRE22920, DANRE22921	NEMVE20429, NEMVE24259
OG0002780	DANRE04044, DANRE04045	NEMVE17788, NEMVE19824
OG0002781	DANRE29052, DANRE23365, DANRE42355, DANRE42354	NEMVE14606
OG0002782	DANRE00885, DANRE00886, DANRE00887, DANRE37810, DANRE05170, DANRE16902	NEMVE13717
OG0002785	DANRE02086, DANRE02084, DANRE34324	NEMVE16275
OG0002786	DANRE10327, DANRE12873, DANRE21673, DANRE21672, DANRE21674, DANRE34858, DANRE10328	NEMVE14195
OG0002787	DANRE10603, DANRE13604, DANRE13607, DANRE13605, DANRE13606	NEMVE07799
OG0002788	DANRE25185, DANRE25184, DANRE25183	NEMVE07382
OG0002790	DANRE12223, DANRE12222	NEMVE06424
OG0002791	DANRE30250, DANRE17081, DANRE26515, DANRE40129, DANRE00391	NEMVE21833
OG0002792	DANRE12784, DANRE12785, DANRE12786, DANRE12787	NEMVE20428, NEMVE15888
OG0002793	DANRE37882, DANRE37883, DANRE37885, DANRE37884	NEMVE01483
OG0002794	DANRE00383, DANRE00382, DANRE21477, DANRE26511, DANRE26513, DANRE26512	NEMVE09879
OG0002795	DANRE37649, DANRE34962, DANRE34961	NEMVE23134
OG0002797	DANRE43071, DANRE05558, DANRE05559, DANRE05557, DANRE05556	NEMVE16786
OG0002799	DANRE29651	NEMVE05411
OG0002811	DANRE25597, DANRE25596, DANRE25594, DANRE25595, DANRE25593	NEMVE16853
OG0002812	DANRE00123, DANRE00122, DANRE26811, DANRE02088, DANRE02089	NEMVE09330
OG0002813	DANRE36904, DANRE14696, DANRE14695, DANRE12833, DANRE12832	NEMVE24107
OG0002814	DANRE05363, DANRE05362, DANRE04350, DANRE16030, DANRE16031, DANRE20078	NEMVE08977
OG0002815	DANRE10055, DANRE10054, DANRE17377, DANRE17376	NEMVE22680
OG0002816	DANRE40080, DANRE40079, DANRE40081, DANRE27392, DANRE27393, DANRE27398, DANRE27397, DANRE27396, DANRE27394, DANRE27395	NEMVE06143
OG0002817	DANRE11831, DANRE11832, DANRE18005, DANRE18002, DANRE18003, DANRE18004	NEMVE09140
OG0002818	DANRE22761, DANRE12422, DANRE12423	NEMVE06616
OG0002819	DANRE38045, DANRE23831, DANRE23832, DANRE36029, DANRE23182	NEMVE10321
OG0002821	DANRE01907, DANRE27067	NEMVE25281, NEMVE14949, NEMVE01772
OG0002822	DANRE30016, DANRE15451, DANRE30378, DANRE04075	NEMVE14520
OG0002823	DANRE00544	NEMVE19703
OG0002824	DANRE04182, DANRE27941, DANRE27940, DANRE42149	NEMVE22929
OG0002825	DANRE30695, DANRE30696, DANRE30694, DANRE30697	NEMVE24994
OG0002826	DANRE18654, DANRE18653, DANRE10738, DANRE10739, DANRE18655, DANRE35072, DANRE13325	NEMVE14159
OG0002827	DANRE17408, DANRE17409	NEMVE07233
OG0002828	DANRE13299, DANRE13300	NEMVE01026
OG0002829	DANRE29078, DANRE03592, DANRE03591	NEMVE23024, NEMVE15553
OG0002831	DANRE12480, DANRE12481, DANRE12482, DANRE12483	NEMVE11024
OG0002832	DANRE27170, DANRE27172	NEMVE16400
OG0002833	DANRE30142, DANRE30143, DANRE24727	NEMVE05241
OG0002835	DANRE10059, DANRE13741, DANRE11099	NEMVE13928
OG0002836	DANRE08766, DANRE40454	NEMVE14108
OG0002837	DANRE24271, DANRE38996, DANRE17835	NEMVE22356
OG0002838	DANRE05247, DANRE05246, DANRE05248, DANRE15690	NEMVE05515, NEMVE13260
OG0002839	DANRE09419	NEMVE06645, NEMVE01567
OG0002840	DANRE38625, DANRE38624, DANRE18870, DANRE18869	NEMVE18795
OG0002841	DANRE31234, DANRE31233, DANRE31235	NEMVE15108
OG0002842	DANRE33249, DANRE17900	NEMVE25355
OG0002843	DANRE33666	NEMVE25122
OG0002844	DANRE20600	NEMVE15610, NEMVE16546, NEMVE14077
OG0002844	DANRE20599, DANRE22617	NEMVE24215
OG0002845	DANRE39162	NEMVE23061
OG0002846	DANRE11812	NEMVE25327
OG0002848	DANRE23949, DANRE23950	NEMVE02441
OG0002849	DANRE24960, DANRE38544, DANRE13903	NEMVE01699
OG0002850	DANRE13274, DANRE27626	NEMVE09779
OG0002851	DANRE00837, DANRE00836, DANRE08822, DANRE08823, DANRE11966	NEMVE03383
OG0002853	DANRE38503, DANRE12751, DANRE19608, DANRE19607, DANRE19606, DANRE21736	NEMVE19935
OG0002854	DANRE17653, DANRE17654, DANRE17652	NEMVE23019, NEMVE20541
OG0002855	DANRE07732, DANRE07731	NEMVE13942
OG0002856	DANRE21584, DANRE21583, DANRE21585, DANRE14919, DANRE14920	NEMVE25625
OG0002858	DANRE14299, DANRE14298, DANRE38866	NEMVE02414
OG0002859	DANRE24643	NEMVE06208
OG0002860	DANRE29389	NEMVE07076
OG0002861	DANRE38967	NEMVE23961
OG0002863	DANRE33421	NEMVE11089
OG0002864	DANRE27681, DANRE27680	NEMVE00985
OG0002865	DANRE10877	NEMVE18147
OG0002866	DANRE43391, DANRE00406	NEMVE17504
OG0002869	DANRE24450, DANRE27669, DANRE27668, DANRE27667, DANRE02445, DANRE02444, DANRE40032	NEMVE01770
OG0002870	DANRE11980, DANRE11979	NEMVE07654
OG0002872	DANRE14979	NEMVE16067
OG0002873	DANRE29393, DANRE29392, DANRE29391	NEMVE21268, NEMVE05265, NEMVE12775
OG0002874	DANRE41270, DANRE41271, DANRE31582, DANRE31581	NEMVE17692
OG0002875	DANRE18745	NEMVE22501
OG0002876	DANRE37111, DANRE37110, DANRE05881, DANRE05880	NEMVE07039
OG0002879	DANRE15214, DANRE15211, DANRE15209, DANRE15210, DANRE15212, DANRE05524	NEMVE16982
OG0002880	DANRE22538, DANRE17261	NEMVE08232
OG0002881	DANRE22987, DANRE20604, DANRE20603, DANRE20602	NEMVE07673
OG0002882	DANRE02825	NEMVE14727, NEMVE01029
OG0002884	DANRE36631	NEMVE13675
OG0002887	DANRE18986, DANRE18985	NEMVE14564
OG0002888	DANRE30140, DANRE29332, DANRE36172, DANRE36173	NEMVE09800
OG0002889	DANRE39741, DANRE39742, DANRE02420, DANRE30957, DANRE30958, DANRE30959	NEMVE02255, NEMVE04672, NEMVE20793
OG0002890	DANRE09749, DANRE09751, DANRE09750, DANRE14544, DANRE01884, DANRE09748	NEMVE25436
OG0002891	DANRE30130, DANRE16952	NEMVE14385
OG0002892	DANRE30274, DANRE40138, DANRE40139, DANRE35192, DANRE35190, DANRE35191, DANRE19158, DANRE19157, DANRE19160, DANRE19159, DANRE19161	NEMVE01470
OG0002893	DANRE16201, DANRE16200, DANRE16202, DANRE16199	NEMVE10580
OG0002894	DANRE11217, DANRE11216, DANRE04763, DANRE04762, DANRE04764, DANRE04765	NEMVE03536
OG0002895	DANRE30939, DANRE40535, DANRE02366	NEMVE21938
OG0002897	DANRE35476, DANRE35474, DANRE35475	NEMVE06961
OG0002899	DANRE09288, DANRE09287, DANRE36325	NEMVE04557
OG0002900	DANRE12889, DANRE14486, DANRE14487	NEMVE23547
OG0002901	DANRE18173, DANRE18172	NEMVE20872, NEMVE23803
OG0002904	DANRE42980, DANRE42981	NEMVE00938
OG0002906	DANRE26198, DANRE12286, DANRE12287, DANRE26197, DANRE26195, DANRE26196	NEMVE04843
OG0002907	DANRE00225, DANRE00223, DANRE00224, DANRE12875, DANRE12874, DANRE12876	NEMVE02943
OG0002908	DANRE23356, DANRE23357	NEMVE14541
OG0002909	DANRE40488, DANRE40486, DANRE40487, DANRE30879, DANRE30880	NEMVE04695
OG0002910	DANRE30866	NEMVE10376, NEMVE06917, NEMVE21001
OG0002911	DANRE05242, DANRE05241, DANRE00632, DANRE00631	NEMVE20293, NEMVE08989
OG0002912	DANRE38633, DANRE38632	NEMVE02596, NEMVE09847
OG0002913	DANRE23914, DANRE26672, DANRE06874, DANRE26185, DANRE26184	NEMVE10491
OG0002915	DANRE12827, DANRE12826, DANRE27309	NEMVE19643
OG0002917	DANRE13269, DANRE13268	NEMVE14947, NEMVE20867
OG0002919	DANRE38978, DANRE38976, DANRE38977, DANRE27062, DANRE27061, DANRE01876, DANRE01877	NEMVE25654
OG0002921	DANRE29158	NEMVE25771
OG0002922	DANRE04518, DANRE04517, DANRE04519, DANRE00634, DANRE00633, DANRE00635	NEMVE10039
OG0002923	DANRE12811, DANRE14686, DANRE14684, DANRE14685, DANRE37058	NEMVE25758
OG0002924	DANRE38511, DANRE12737, DANRE19086, DANRE19087	NEMVE08139
OG0002925	DANRE10222, DANRE10223, DANRE36912, DANRE15101	NEMVE07774, NEMVE12372
OG0002926	DANRE34322, DANRE34323, DANRE21574, DANRE21575	NEMVE14101
OG0002927	DANRE09831, DANRE09830	NEMVE23439, NEMVE21167
OG0002944	DANRE18767, DANRE18766, DANRE22390, DANRE24085	NEMVE07941, NEMVE14748
OG0002945	DANRE35994, DANRE35995, DANRE35993	NEMVE20667, NEMVE25829, NEMVE19739
OG0002947	DANRE10152, DANRE10153, DANRE10154	NEMVE06658, NEMVE13386
OG0002948	DANRE34886	NEMVE08172
OG0002949	DANRE09990, DANRE09991	NEMVE02841, NEMVE22682
OG0002952	DANRE06807, DANRE06808, DANRE20237	NEMVE14872
OG0002953	DANRE01659, DANRE01655, DANRE01657, DANRE01656, DANRE01658	NEMVE01967
OG0002954	DANRE38940, DANRE25783	NEMVE09987
OG0002955	DANRE05511	NEMVE23334
OG0002956	DANRE21694, DANRE21695, DANRE28355, DANRE28354, DANRE33265, DANRE33266	NEMVE09856
OG0002957	DANRE42141, DANRE42142, DANRE42144, DANRE42143	NEMVE24351
OG0002959	DANRE11880	NEMVE08292
OG0002960	DANRE14553	NEMVE24935
OG0002961	DANRE24668, DANRE24669	NEMVE24574
OG0002962	DANRE03998, DANRE03655, DANRE03654, DANRE03656, DANRE30303, DANRE30302	NEMVE13850
OG0002964	DANRE29981, DANRE30447	NEMVE23109, NEMVE00411
OG0002967	DANRE08054, DANRE08053, DANRE08052, DANRE34156	NEMVE00059, NEMVE11778
OG0002968	DANRE36282	NEMVE14045
OG0002968	DANRE13696	NEMVE08461
OG0002969	DANRE03329, DANRE03330	NEMVE16923
OG0002973	DANRE02875, DANRE43269, DANRE31423, DANRE31422	NEMVE14446
OG0002974	DANRE10580, DANRE10579, DANRE10581, DANRE38604	NEMVE16053, NEMVE12234
OG0002976	DANRE34839, DANRE34841, DANRE34840	NEMVE16983
OG0002977	DANRE08323, DANRE08322	NEMVE23902
OG0002978	DANRE35229, DANRE35228, DANRE07269, DANRE18661, DANRE12048	NEMVE18285
OG0002979	DANRE30626, DANRE30628, DANRE30627, DANRE11344	NEMVE20703
OG0002981	DANRE27435, DANRE27434, DANRE27436	NEMVE13758
OG0002982	DANRE43008, DANRE43009	NEMVE19019
OG0002983	DANRE04558, DANRE35676, DANRE36478	NEMVE14799
OG0002984	DANRE09046	NEMVE24430
OG0002985	DANRE28806, DANRE21915	NEMVE09374
OG0002987	DANRE23368, DANRE06719	NEMVE13966
OG0002988	DANRE35776, DANRE41716	NEMVE17993, NEMVE18119, NEMVE22698, NEMVE12168, NEMVE21696
OG0002989	DANRE22802, DANRE22801, DANRE22258	NEMVE24838
OG0002990	DANRE20457, DANRE20456	NEMVE22509
OG0002991	DANRE04634, DANRE04633, DANRE04635	NEMVE10995, NEMVE19941
OG0002992	DANRE38774, DANRE38775, DANRE38773, DANRE23142	NEMVE15343
OG0002994	DANRE09752, DANRE14545	NEMVE14678
OG0002996	DANRE12407, DANRE22403, DANRE22404, DANRE02484, DANRE02485	NEMVE10362
OG0002997	DANRE26807, DANRE26806, DANRE26808	NEMVE15011
OG0002998	DANRE25591, DANRE40334	NEMVE21235, NEMVE07505
OG0003000	DANRE12152	NEMVE18438
OG0003001	DANRE24877, DANRE27015, DANRE27016	NEMVE04781
OG0003002	DANRE35876, DANRE41576, DANRE41575	NEMVE06701, NEMVE21583, NEMVE01740
OG0003004	DANRE11793, DANRE11792, DANRE19678, DANRE13171	NEMVE01048
OG0003005	DANRE00094	NEMVE23085
OG0003005	DANRE05976, DANRE05975	NEMVE06949
OG0003006	DANRE30148, DANRE24720, DANRE30149, DANRE24721, DANRE30147	NEMVE13182
OG0003008	DANRE34300, DANRE34301, DANRE26502, DANRE26501, DANRE36457, DANRE36456, DANRE36455	NEMVE02620
OG0003010	DANRE03320	NEMVE05883
OG0003011	DANRE35624, DANRE35625, DANRE28716, DANRE15480, DANRE15481, DANRE15482	NEMVE16402
OG0003012	DANRE02194, DANRE41182, DANRE01474, DANRE01475	NEMVE14500
OG0003013	DANRE42634, DANRE09494, DANRE09495	NEMVE06720
OG0003014	DANRE18904, DANRE18903, DANRE11632, DANRE11631	NEMVE14970
OG0003016	DANRE15754, DANRE07659, DANRE07660	NEMVE13442
OG0003017	DANRE14386	NEMVE14592, NEMVE20788
OG0003018	DANRE20107	NEMVE13086
OG0003021	DANRE03715	NEMVE17537, NEMVE17536
OG0003022	DANRE06629, DANRE06630	NEMVE16219
OG0003022	DANRE06631	NEMVE17526
OG0003023	DANRE07888, DANRE00144, DANRE39454	NEMVE03872, NEMVE05429
OG0003024	DANRE10956, DANRE10955, DANRE10957, DANRE10954, DANRE18319	NEMVE15701, NEMVE14428
OG0003025	DANRE40022, DANRE28911, DANRE28912, DANRE28914, DANRE28913, DANRE27235, DANRE27234, DANRE27233	NEMVE18058
OG0003026	DANRE02962, DANRE02961, DANRE02966, DANRE02965, DANRE02964, DANRE02963	NEMVE16626
OG0003027	DANRE25255, DANRE25254	NEMVE24954
OG0003028	DANRE14929, DANRE14927	NEMVE23714
OG0003029	DANRE14128, DANRE12524	NEMVE01153
OG0003030	DANRE17646, DANRE17647, DANRE17166, DANRE30218	NEMVE22656
OG0003031	DANRE29907, DANRE29909, DANRE29910, DANRE24162, DANRE24161, DANRE24164	NEMVE15133
OG0003032	DANRE06502, DANRE20460, DANRE20461, DANRE04189, DANRE06503, DANRE06504	NEMVE01025
OG0003033	DANRE15199	NEMVE12220, NEMVE10638, NEMVE10429, NEMVE11260, NEMVE11231, NEMVE10428, NEMVE11218, NEMVE19978, NEMVE25621
OG0003034	DANRE16812, DANRE16811, DANRE16814, DANRE16815, DANRE16813	NEMVE18430
OG0003035	DANRE21581, DANRE21582, DANRE34776	NEMVE09016
OG0003036	DANRE28031, DANRE21834	NEMVE06785, NEMVE14583
OG0003037	DANRE35225	NEMVE16728
OG0003038	DANRE08049, DANRE08047, DANRE00008, DANRE10299, DANRE10300	NEMVE01498
OG0003039	DANRE34825, DANRE34826, DANRE00129	NEMVE01445
OG0003041	DANRE10564, DANRE10563, DANRE10565, DANRE10566	NEMVE00931
OG0003042	DANRE41500, DANRE41501	NEMVE01686
OG0003043	DANRE17899	NEMVE04685
OG0003044	DANRE35015	NEMVE23709, NEMVE22835, NEMVE06408
OG0003045	DANRE40089	NEMVE10197
OG0003045	DANRE07636	NEMVE22197
OG0003046	DANRE25428, DANRE28175	NEMVE00912
OG0003048	DANRE25331, DANRE25330, DANRE25329, DANRE28173, DANRE28172, DANRE28174	NEMVE11900
OG0003049	DANRE39565, DANRE36440, DANRE26464, DANRE26462, DANRE26463	NEMVE13400, NEMVE20256
OG0003051	DANRE07546, DANRE42090, DANRE42091	NEMVE13742
OG0003052	DANRE16627, DANRE16629, DANRE16628	NEMVE16808, NEMVE21843, NEMVE16809
OG0003053	DANRE00436, DANRE00433, DANRE00434, DANRE00437, DANRE00435	NEMVE09913
OG0003054	DANRE15239, DANRE15238, DANRE15240, DANRE42471, DANRE15241	NEMVE10073
OG0003055	DANRE28317, DANRE20958, DANRE20959, DANRE20960, DANRE40002	NEMVE03488
OG0003056	DANRE12162, DANRE12163, DANRE12164	NEMVE03915
OG0003057	DANRE08967, DANRE18180, DANRE18179, DANRE18178	NEMVE15860, NEMVE22167
OG0003058	DANRE17348, DANRE24903	NEMVE02311, NEMVE06214, NEMVE08497
OG0003059	DANRE16710, DANRE11335, DANRE11333, DANRE11334	NEMVE14365
OG0003060	DANRE30122, DANRE26566, DANRE20937	NEMVE06198
OG0003062	DANRE26319, DANRE26318, DANRE26317, DANRE12172	NEMVE24622
OG0003063	DANRE30956, DANRE30955, DANRE30954, DANRE25886, DANRE25887	NEMVE05637
OG0003064	DANRE01811	NEMVE14804
OG0003065	DANRE09785, DANRE09786, DANRE09784, DANRE14089, DANRE14090	NEMVE19798, NEMVE01502
OG0003066	DANRE25448, DANRE31281	NEMVE23872
OG0003067	DANRE05228, DANRE05227, DANRE05229, DANRE16643, DANRE16644, DANRE41232, DANRE41233	NEMVE22043
OG0003069	DANRE13563, DANRE09930, DANRE13564	NEMVE09720, NEMVE22839, NEMVE06688
OG0003071	DANRE06371, DANRE06372, DANRE42880, DANRE19934, DANRE07027, DANRE15755	NEMVE22922
OG0003072	DANRE21203, DANRE21204, DANRE30787, DANRE30788	NEMVE06185
OG0003073	DANRE36055, DANRE36054, DANRE36053	NEMVE15009
OG0003074	DANRE40534, DANRE14153, DANRE14152, DANRE09218, DANRE09217, DANRE09216	NEMVE07409
OG0003075	DANRE24279	NEMVE08481, NEMVE06766
OG0003077	DANRE30068, DANRE30069, DANRE30345, DANRE30346	NEMVE26018, NEMVE14523
OG0003078	DANRE02904	NEMVE06351
OG0003079	DANRE21757, DANRE19386, DANRE28143, DANRE21756	NEMVE15110
OG0003084	DANRE07763, DANRE07764	NEMVE17306
OG0003086	DANRE36754	NEMVE13691
OG0003086	DANRE04961, DANRE04960	NEMVE01170, NEMVE01723
OG0003101	DANRE11473, DANRE24368, DANRE40300	NEMVE07960
OG0003103	DANRE13616	NEMVE17815, NEMVE09551
OG0003104	DANRE34200, DANRE36452, DANRE36450, DANRE36451, DANRE36453	NEMVE05338
OG0003105	DANRE06202, DANRE06203, DANRE06204	NEMVE20895, NEMVE14871, NEMVE08962
OG0003106	DANRE12715	NEMVE13367
OG0003107	DANRE12324, DANRE39342	NEMVE04878
OG0003108	DANRE25882, DANRE25879, DANRE25880	NEMVE21879
OG0003110	DANRE42418, DANRE42417	NEMVE22391
OG0003111	DANRE24570, DANRE35647, DANRE35648, DANRE35646	NEMVE01120, NEMVE09389, NEMVE22410
OG0003112	DANRE04574, DANRE04573, DANRE04575	NEMVE05734
OG0003113	DANRE18781, DANRE18782, DANRE11714	NEMVE14843
OG0003114	DANRE39250	NEMVE12974, NEMVE03951
OG0003115	DANRE43104, DANRE37595, DANRE37596, DANRE33395, DANRE10457	NEMVE00301
OG0003116	DANRE02637, DANRE02636, DANRE07107, DANRE07106	NEMVE13077
OG0003118	DANRE23397, DANRE42064, DANRE21364, DANRE21362, DANRE21363	NEMVE06986
OG0003119	DANRE33891, DANRE24253	NEMVE25471
OG0003121	DANRE12731, DANRE28362, DANRE21700	NEMVE06066
OG0003122	DANRE11723, DANRE11724	NEMVE14780
OG0003122	DANRE30751	NEMVE01334
OG0003123	DANRE09106, DANRE14297, DANRE12710	NEMVE23471, NEMVE15940, NEMVE23474, NEMVE23475
OG0003124	DANRE19479, DANRE19478	NEMVE07294
OG0003125	DANRE27728, DANRE27726, DANRE27727	NEMVE08001
OG0003127	DANRE15881	NEMVE12496
OG0003127	DANRE05414	NEMVE08595
OG0003127	DANRE05629	NEMVE23321, NEMVE12556
OG0003128	DANRE16305	NEMVE24270
OG0003129	DANRE12463, DANRE12464, DANRE12462	NEMVE13080, NEMVE11504
OG0003130	DANRE08300, DANRE08301, DANRE08299	NEMVE01488, NEMVE21603
OG0003131	DANRE39602, DANRE39603	NEMVE22604
OG0003132	DANRE15062, DANRE15060, DANRE15061	NEMVE18843
OG0003133	DANRE12809, DANRE12810, DANRE12808	NEMVE01926, NEMVE12491, NEMVE12586
OG0003135	DANRE08191	NEMVE14450
OG0003136	DANRE35065, DANRE12101, DANRE11278	NEMVE18312
OG0003138	DANRE27831	NEMVE08372
OG0003140	DANRE39516, DANRE24971, DANRE24972, DANRE24970, DANRE39086	NEMVE23520
OG0003141	DANRE20615, DANRE14046, DANRE14045	NEMVE13946
OG0003142	DANRE34782, DANRE34781, DANRE14504, DANRE14505, DANRE10324, DANRE10323	NEMVE18327
OG0003143	DANRE14551, DANRE14550, DANRE09886	NEMVE25807
OG0003144	DANRE11627, DANRE11628, DANRE00783, DANRE00782, DANRE00786, DANRE00785	NEMVE13803
OG0003145	DANRE36307, DANRE36308, DANRE26624	NEMVE22594, NEMVE14437
OG0003146	DANRE17747, DANRE17748	NEMVE21927
OG0003147	DANRE06463, DANRE06464	NEMVE02983
OG0003148	DANRE18741, DANRE18742, DANRE09008, DANRE09007, DANRE00993	NEMVE09246
OG0003149	DANRE09385	NEMVE13799
OG0003150	DANRE06878, DANRE06879, DANRE42088	NEMVE11610, NEMVE19993, NEMVE19992, NEMVE00919
OG0003153	DANRE36866, DANRE36864	NEMVE14674
OG0003154	DANRE26477	NEMVE25099
OG0003155	DANRE30426, DANRE30425	NEMVE02938
OG0003157	DANRE19807	NEMVE04632
OG0003158	DANRE42210, DANRE23852, DANRE23851, DANRE23850, DANRE23849	NEMVE04924
OG0003159	DANRE00330, DANRE39548, DANRE05243	NEMVE13613, NEMVE14314
OG0003160	DANRE05430, DANRE03119, DANRE03120, DANRE03118, DANRE03117	NEMVE13326
OG0003161	DANRE18063, DANRE18059, DANRE18061, DANRE18060, DANRE18062	NEMVE04772
OG0003162	DANRE17764, DANRE05683, DANRE08820	NEMVE13463
OG0003163	DANRE40155, DANRE40154, DANRE25816, DANRE25817	NEMVE21987
OG0003164	DANRE06387, DANRE06389, DANRE06388, DANRE15695, DANRE15696, DANRE15697	NEMVE17247
OG0003165	DANRE11655, DANRE11657, DANRE11654, DANRE11656, DANRE05525	NEMVE08402
OG0003166	DANRE16104, DANRE16105	NEMVE23899
OG0003167	DANRE03155, DANRE29368, DANRE29367, DANRE07936, DANRE07935	NEMVE20093, NEMVE19857, NEMVE11737, NEMVE25876
OG0003169	DANRE42633, DANRE42632	NEMVE23426
OG0003171	DANRE26972, DANRE26973, DANRE18285, DANRE18286, DANRE18287	NEMVE00958
OG0003172	DANRE42756	NEMVE13880
OG0003173	DANRE16308	NEMVE25437
OG0003173	DANRE16306, DANRE16307	NEMVE05436
OG0003174	DANRE06246, DANRE06247, DANRE06245	NEMVE00181, NEMVE14667
OG0003175	DANRE10507, DANRE42689, DANRE14253	NEMVE10111, NEMVE15002
OG0003176	DANRE13495, DANRE13496	NEMVE05784, NEMVE14676
OG0003178	DANRE08964, DANRE11055	NEMVE05084
OG0003180	DANRE07584, DANRE19907, DANRE34980, DANRE39646, DANRE39645, DANRE39647, DANRE39648	NEMVE24273
OG0003181	DANRE29811, DANRE29810, DANRE36146, DANRE36147, DANRE36145, DANRE36148	NEMVE09804
OG0003182	DANRE28251	NEMVE14953
OG0003183	DANRE23349, DANRE14974, DANRE14975, DANRE14973, DANRE42556, DANRE42557	NEMVE14853
OG0003184	DANRE08170, DANRE08169, DANRE39240	NEMVE14706
OG0003185	DANRE31277	NEMVE11277
OG0003185	DANRE39287, DANRE31275, DANRE31276, DANRE31274	NEMVE11278
OG0003186	DANRE06068, DANRE06067, DANRE16615, DANRE16616, DANRE16617, DANRE42308, DANRE42309	NEMVE00674
OG0003187	DANRE20980, DANRE20979	NEMVE20444, NEMVE23086
OG0003188	DANRE00343, DANRE25991, DANRE38344, DANRE34574	NEMVE13336
OG0003189	DANRE00005, DANRE00004	NEMVE07613
OG0003191	DANRE35621, DANRE35620, DANRE23032, DANRE23033	NEMVE13976
OG0003192	DANRE41743, DANRE41742, DANRE41744, DANRE41741, DANRE35706, DANRE35707	NEMVE03402
OG0003193	DANRE16196, DANRE16197, DANRE41842, DANRE16198	NEMVE09272
OG0003195	DANRE30347, DANRE30348, DANRE30351, DANRE30349, DANRE30350	NEMVE25963, NEMVE10862
OG0003196	DANRE10235	NEMVE09009, NEMVE09005
OG0003197	DANRE08921	NEMVE09274
OG0003199	DANRE22632, DANRE22631	NEMVE25466
OG0003200	DANRE04616, DANRE04615	NEMVE06404, NEMVE11235
OG0003202	DANRE25272, DANRE00416, DANRE00417	NEMVE08285
OG0003203	DANRE14965, DANRE13754	NEMVE23504
OG0003204	DANRE29886, DANRE29888, DANRE29887, DANRE04013, DANRE04010, DANRE04012, DANRE04011	NEMVE04641
OG0003205	DANRE21604, DANRE21605, DANRE00356, DANRE00357, DANRE34571, DANRE34572, DANRE34573	NEMVE11482
OG0003206	DANRE28861	NEMVE13786
OG0003207	DANRE36071, DANRE30681	NEMVE13760
OG0003208	DANRE40085, DANRE35924, DANRE35923, DANRE35925, DANRE40086	NEMVE13391
OG0003211	DANRE25652, DANRE25653, DANRE25651, DANRE31621, DANRE31623, DANRE31622	NEMVE25111
OG0003212	DANRE39811, DANRE39812, DANRE31617, DANRE31616	NEMVE08610
OG0003214	DANRE41512	NEMVE19887
OG0003215	DANRE02939, DANRE02937, DANRE02938, DANRE11053, DANRE11054, DANRE11051, DANRE11052	NEMVE05074
OG0003217	DANRE01890, DANRE19010	NEMVE25774
OG0003218	DANRE20503, DANRE20504	NEMVE06170
OG0003219	DANRE15939, DANRE15938, DANRE15940	NEMVE24114
