Orthogroup	DANRE	SCHMD
OG0003450	DANRE27355	SCHMD01589
OG0003451	DANRE42271	SCHMD08838
OG0003454	DANRE29968, DANRE29967, DANRE09859, DANRE03480	SCHMD10872, SCHMD17895
OG0003455	DANRE22409	SCHMD27744, SCHMD09301
OG0003456	DANRE28799, DANRE43150, DANRE15409, DANRE15410, DANRE30024, DANRE30026, DANRE30025	SCHMD08769
OG0003458	DANRE13525, DANRE13524	SCHMD20564
OG0003462	DANRE30211	SCHMD28411
OG0003463	DANRE10783, DANRE18440, DANRE18439, DANRE18438, DANRE07859	SCHMD00720, SCHMD00721
OG0003464	DANRE03547, DANRE03548	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746
OG0003465	DANRE35168, DANRE35169	SCHMD04832
OG0003466	DANRE04060, DANRE04824, DANRE20160, DANRE06040, DANRE06041	SCHMD14345
OG0003467	DANRE14132, DANRE14134, DANRE14133, DANRE14135	SCHMD08398
OG0003468	DANRE11504, DANRE11503	SCHMD28745, SCHMD18984
OG0003473	DANRE20209, DANRE20208	SCHMD13654, SCHMD07069, SCHMD25445, SCHMD24137
OG0003474	DANRE17745	SCHMD18226
OG0003475	DANRE24337, DANRE24338	SCHMD11005
OG0003476	DANRE31061	SCHMD14696
OG0003477	DANRE05139, DANRE05138	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137
OG0003478	DANRE11874, DANRE11876, DANRE11873, DANRE11875, DANRE11877	SCHMD17425, SCHMD11374, SCHMD11373
OG0003479	DANRE20647, DANRE36733, DANRE02669	SCHMD07504, SCHMD03144
OG0003480	DANRE43412, DANRE43414, DANRE43413	SCHMD01806
OG0003483	DANRE05923, DANRE05924, DANRE05925	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764
OG0003484	DANRE19021, DANRE19020, DANRE12207, DANRE12208	SCHMD18619, SCHMD27864, SCHMD25667
OG0003486	DANRE17309	SCHMD07957
OG0003487	DANRE14100, DANRE09209, DANRE14099	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021
OG0003488	DANRE24327	SCHMD09112, SCHMD22268
OG0003489	DANRE11374, DANRE04492, DANRE04493	SCHMD27620
OG0003490	DANRE42249	SCHMD10202
OG0003491	DANRE06868, DANRE08758, DANRE16579, DANRE16578	SCHMD07566
OG0003492	DANRE01447, DANRE41235, DANRE41236, DANRE03530, DANRE03529, DANRE41237	SCHMD17580
OG0003497	DANRE08177, DANRE08176, DANRE34150, DANRE34151, DANRE08178, DANRE08179, DANRE34149	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702
OG0003498	DANRE15885, DANRE15884, DANRE15882, DANRE15883	SCHMD19260
OG0003498	DANRE15886	SCHMD19261, SCHMD16893
OG0003501	DANRE21717, DANRE21718	SCHMD02847, SCHMD02846
OG0003502	DANRE19909	SCHMD05683
OG0003503	DANRE04139	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285
OG0003504	DANRE09341	SCHMD16696, SCHMD18314
OG0003505	DANRE25526, DANRE25525	SCHMD08229, SCHMD08228
OG0003508	DANRE24205, DANRE24206, DANRE27009, DANRE42781, DANRE27008	SCHMD00810
OG0003509	DANRE39372	SCHMD12054
OG0003510	DANRE09753, DANRE14711, DANRE39368	SCHMD06295
OG0003511	DANRE34748, DANRE34747	SCHMD10744
OG0003513	DANRE42231, DANRE42230, DANRE21349, DANRE21350, DANRE09800	SCHMD25986, SCHMD27084
OG0003515	DANRE07283, DANRE07282, DANRE16347, DANRE16345, DANRE16346, DANRE16343, DANRE16344	SCHMD16232, SCHMD28533
OG0003516	DANRE11222	SCHMD28216
OG0003518	DANRE14130	SCHMD05084
OG0003519	DANRE10230	SCHMD04577
OG0003520	DANRE11516	SCHMD04339
OG0003522	DANRE17299, DANRE17298, DANRE17297	SCHMD02972
OG0003523	DANRE13372, DANRE26579, DANRE26580, DANRE13371, DANRE26578, DANRE13369, DANRE13370	SCHMD11220, SCHMD11219
OG0003524	DANRE02746, DANRE02745, DANRE02747	SCHMD06675
OG0003525	DANRE27714, DANRE27715	SCHMD26818, SCHMD25303, SCHMD26816
OG0003527	DANRE12230, DANRE12229, DANRE01188, DANRE01187, DANRE01189	SCHMD19091, SCHMD14510
OG0003527	DANRE12231, DANRE01190	SCHMD28971
OG0003528	DANRE41938, DANRE41935, DANRE41937, DANRE41936	SCHMD21896, SCHMD26214
OG0003530	DANRE35714, DANRE35715, DANRE41750, DANRE41749, DANRE41748	SCHMD08166
OG0003531	DANRE11886, DANRE35312, DANRE35311, DANRE35310, DANRE07249, DANRE07248, DANRE11887	SCHMD02486
OG0003532	DANRE41953, DANRE41951, DANRE41952	SCHMD04373
OG0003533	DANRE21269, DANRE21268	SCHMD29432, SCHMD23787
OG0003534	DANRE02903	SCHMD19910
OG0003539	DANRE15875	SCHMD18718, SCHMD20290
OG0003543	DANRE38886, DANRE10232	SCHMD01295, SCHMD04172
OG0003544	DANRE09057, DANRE09055, DANRE09056, DANRE17347	SCHMD22197, SCHMD21841
OG0003545	DANRE29386, DANRE30468	SCHMD18885, SCHMD15544
OG0003548	DANRE39407, DANRE16310	SCHMD25865, SCHMD23815
OG0003550	DANRE14900, DANRE35543, DANRE35542	SCHMD01327
OG0003551	DANRE16754, DANRE19012, DANRE20957	SCHMD07949
OG0003552	DANRE26596, DANRE40134, DANRE40135, DANRE40136	SCHMD10623, SCHMD08451
OG0003554	DANRE01464, DANRE01465, DANRE01463, DANRE05784	SCHMD11710, SCHMD08877
OG0003555	DANRE04170	SCHMD03932
OG0003556	DANRE18452, DANRE22626, DANRE22624, DANRE22625, DANRE40295	SCHMD03452
OG0003557	DANRE33572, DANRE05211, DANRE05210	SCHMD08732
OG0003558	DANRE12166, DANRE12165, DANRE01863, DANRE01861, DANRE01862	SCHMD04257
OG0003561	DANRE17387, DANRE24268	SCHMD07358
OG0003562	DANRE41112, DANRE41113, DANRE15063, DANRE10483	SCHMD00923
OG0003563	DANRE03372, DANRE03371	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126
OG0003564	DANRE34009, DANRE35412, DANRE35411, DANRE06720	SCHMD19445, SCHMD14913
OG0003566	DANRE25553, DANRE39313, DANRE25552	SCHMD26756, SCHMD15301
OG0003567	DANRE29406, DANRE29405	SCHMD15008, SCHMD04442
OG0003568	DANRE40875, DANRE40876	SCHMD15819
OG0003570	DANRE27969, DANRE27968, DANRE27970	SCHMD08962
OG0003571	DANRE09814, DANRE02349, DANRE12394, DANRE12393	SCHMD27605, SCHMD01118, SCHMD28102
OG0003573	DANRE28941, DANRE28942, DANRE28940	SCHMD03521
OG0003577	DANRE09820, DANRE09819	SCHMD10649
OG0003579	DANRE33558, DANRE01556, DANRE33559	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244
OG0003582	DANRE40963, DANRE02380, DANRE02379	SCHMD12451, SCHMD16671
OG0003585	DANRE23537, DANRE09077, DANRE09076, DANRE28300, DANRE23249, DANRE22529, DANRE22528, DANRE23536	SCHMD02146
OG0003587	DANRE08794	SCHMD10089, SCHMD10088, SCHMD06291, SCHMD04719
OG0003597	DANRE38639, DANRE38640	SCHMD07116
OG0003598	DANRE19280, DANRE19281	SCHMD21244
OG0003599	DANRE38092, DANRE38093, DANRE38091	SCHMD21154
OG0003600	DANRE26177, DANRE26178	SCHMD02224
OG0003603	DANRE03093	SCHMD02011
OG0003604	DANRE20298, DANRE08319, DANRE40835, DANRE29646	SCHMD03287
OG0003607	DANRE04316, DANRE04314, DANRE04315	SCHMD28540
OG0003610	DANRE17750, DANRE17749, DANRE17751	SCHMD10025, SCHMD05007
OG0003611	DANRE07271, DANRE07270	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153
OG0003612	DANRE08753, DANRE08754	SCHMD05840
OG0003613	DANRE02664, DANRE39801, DANRE39802, DANRE02439	SCHMD04176
OG0003615	DANRE28288, DANRE01856, DANRE01857	SCHMD13214
OG0003617	DANRE41693, DANRE41694	SCHMD19266, SCHMD24604, SCHMD19682
OG0003618	DANRE24326	SCHMD03820
OG0003619	DANRE07157	SCHMD13518, SCHMD08597
OG0003620	DANRE23470, DANRE23467, DANRE23468, DANRE23469	SCHMD10079, SCHMD29362
OG0003622	DANRE18315, DANRE10975	SCHMD21579, SCHMD21578, SCHMD23632
OG0003624	DANRE01669, DANRE01670	SCHMD09571, SCHMD22651
OG0003626	DANRE09128, DANRE09127	SCHMD06623
OG0003627	DANRE21501, DANRE01204, DANRE01205	SCHMD19934, SCHMD24898
OG0003629	DANRE07526, DANRE07525	SCHMD03651
OG0003630	DANRE03159, DANRE03160, DANRE03158	SCHMD00976, SCHMD01074, SCHMD00979
OG0003632	DANRE02527, DANRE24456	SCHMD28869
OG0003634	DANRE40258, DANRE40257	SCHMD19789, SCHMD25941, SCHMD27043, SCHMD27044, SCHMD22796, SCHMD23332
OG0003635	DANRE06305, DANRE06306, DANRE06304	SCHMD09927
OG0003636	DANRE02585, DANRE02586	SCHMD16813
OG0003638	DANRE17696, DANRE17697, DANRE10884	SCHMD08904, SCHMD12994
OG0003640	DANRE21358	SCHMD17587, SCHMD23254, SCHMD22170
OG0003644	DANRE34251, DANRE34253, DANRE34252	SCHMD03638
OG0003646	DANRE12206, DANRE12205	SCHMD07544, SCHMD07543, SCHMD06515
OG0003647	DANRE34807, DANRE19073	SCHMD03661, SCHMD03659
OG0003649	DANRE20924	SCHMD11461
OG0003649	DANRE20925	SCHMD11460
OG0003651	DANRE22669, DANRE22670, DANRE39196, DANRE39195	SCHMD19273, SCHMD24605
OG0003652	DANRE19740, DANRE19741, DANRE08247, DANRE08248, DANRE18541	SCHMD11274
OG0003653	DANRE14179, DANRE14177, DANRE14178, DANRE38622, DANRE38058	SCHMD17511, SCHMD11246
OG0003654	DANRE24374, DANRE24376, DANRE24375	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219
OG0003655	DANRE17873, DANRE01135	SCHMD09541
OG0003657	DANRE35762, DANRE35761, DANRE35760, DANRE41443, DANRE41444, DANRE41442	SCHMD25752, SCHMD28011
OG0003658	DANRE14324, DANRE14323, DANRE14322	SCHMD29667
OG0003659	DANRE29175, DANRE29174, DANRE29172, DANRE29173	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715
OG0003661	DANRE37093, DANRE37094	SCHMD11070
OG0003666	DANRE10552, DANRE10553, DANRE18264, DANRE26861	SCHMD02137
OG0003668	DANRE12750	SCHMD16966
OG0003669	DANRE15781, DANRE15782	SCHMD19438
OG0003671	DANRE03115, DANRE05428, DANRE05429, DANRE20214	SCHMD11729, SCHMD10695, SCHMD13674
OG0003672	DANRE03570, DANRE03571	SCHMD06465, SCHMD13496
OG0003674	DANRE36174	SCHMD19493, SCHMD21241
OG0003675	DANRE09100, DANRE09099, DANRE09098, DANRE09102, DANRE09101, DANRE09097	SCHMD10343
OG0003676	DANRE39857	SCHMD09933
OG0003678	DANRE27131, DANRE27133, DANRE27132, DANRE29806, DANRE29807	SCHMD18909
OG0003679	DANRE42539, DANRE42541, DANRE42540, DANRE39212	SCHMD14973
OG0003682	DANRE08998, DANRE18739	SCHMD00097
OG0003683	DANRE01519	SCHMD08791
OG0003685	DANRE33649, DANRE13195, DANRE13196	SCHMD02813
OG0003687	DANRE23303, DANRE03707, DANRE42625, DANRE03708, DANRE42626, DANRE42624	SCHMD06543
OG0003688	DANRE39820, DANRE39819, DANRE39818	SCHMD02218
OG0003692	DANRE01457, DANRE01458, DANRE41224, DANRE41225, DANRE20247	SCHMD07452
OG0003694	DANRE09191, DANRE09192, DANRE09193	SCHMD01774
OG0003695	DANRE35139, DANRE35387, DANRE17667, DANRE17668	SCHMD02002
OG0003696	DANRE24939, DANRE24937, DANRE24938, DANRE24941	SCHMD10456, SCHMD19979
OG0003698	DANRE05742, DANRE41164	SCHMD04070, SCHMD04069
OG0003701	DANRE42586, DANRE42585, DANRE42588, DANRE42587	SCHMD15850
OG0003703	DANRE16794, DANRE16793, DANRE03417	SCHMD03850
OG0003706	DANRE14653, DANRE14652, DANRE08597	SCHMD03464, SCHMD03465
OG0003708	DANRE11487, DANRE11489, DANRE11488, DANRE11485, DANRE11486	SCHMD13127
OG0003710	DANRE33869, DANRE33868, DANRE24366, DANRE24365	SCHMD01072
OG0003712	DANRE28597, DANRE15505	SCHMD07204, SCHMD01556
OG0003713	DANRE18263, DANRE26856, DANRE26858, DANRE26857	SCHMD09387
OG0003716	DANRE02645, DANRE02644	SCHMD16362
OG0003717	DANRE15027, DANRE15028, DANRE10151, DANRE10150	SCHMD02266
OG0003718	DANRE35702, DANRE35699, DANRE35700, DANRE35701, DANRE35698, DANRE19396	SCHMD19427, SCHMD27978
OG0003720	DANRE26976, DANRE26975	SCHMD23149, SCHMD11812
OG0003721	DANRE11800, DANRE06295, DANRE06296	SCHMD06738
OG0003722	DANRE26551, DANRE34288, DANRE34285, DANRE34290, DANRE34289	SCHMD13809
OG0003724	DANRE41054	SCHMD11616
OG0003725	DANRE39997, DANRE39998, DANRE28902, DANRE23715	SCHMD27474, SCHMD20596
OG0003726	DANRE04497	SCHMD25016
OG0003728	DANRE40051	SCHMD02160
OG0003729	DANRE35811, DANRE35810	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937
OG0003730	DANRE04244	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639
OG0003731	DANRE01973, DANRE01974	SCHMD22514
OG0003732	DANRE41533	SCHMD03760
OG0003732	DANRE41532	SCHMD03759
OG0003734	DANRE34281	SCHMD00609
OG0003736	DANRE12670	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290
OG0003737	DANRE35136, DANRE39954	SCHMD26875, SCHMD23789
OG0003739	DANRE42065, DANRE42066, DANRE42068, DANRE42067	SCHMD03999
OG0003740	DANRE38234, DANRE38233	SCHMD13948, SCHMD17686
OG0003741	DANRE10272	SCHMD28597, SCHMD28496
OG0003742	DANRE08596, DANRE14643, DANRE14644, DANRE23457	SCHMD03803
OG0003743	DANRE33700	SCHMD05330, SCHMD03268
OG0003744	DANRE40230, DANRE40231, DANRE01611	SCHMD04258
OG0003746	DANRE41689, DANRE35874, DANRE03867, DANRE29830, DANRE14507	SCHMD20571
OG0003747	DANRE13572	SCHMD25018, SCHMD26084, SCHMD17880
OG0003749	DANRE25687, DANRE03932	SCHMD12963
OG0003750	DANRE22388, DANRE22389	SCHMD10740, SCHMD21692
OG0003751	DANRE40133	SCHMD29178, SCHMD29232
OG0003755	DANRE07964, DANRE07965, DANRE07966	SCHMD24630
OG0003756	DANRE14383, DANRE12824, DANRE12823	SCHMD16272, SCHMD09193, SCHMD09560
OG0003757	DANRE08297, DANRE08295, DANRE08296	SCHMD25168, SCHMD24254, SCHMD29239
OG0003758	DANRE29257, DANRE29256, DANRE23446	SCHMD10568
OG0003759	DANRE23669, DANRE13867, DANRE13866	SCHMD02168
OG0003763	DANRE04502, DANRE04503	SCHMD15410
OG0003764	DANRE03129, DANRE03130, DANRE03128	SCHMD03437
OG0003766	DANRE01676	SCHMD22112, SCHMD16522
OG0003767	DANRE14728, DANRE14727	SCHMD06286
OG0003771	DANRE04250, DANRE28509	SCHMD05134
OG0003776	DANRE41866, DANRE41867, DANRE41870, DANRE41869, DANRE41865, DANRE41868, DANRE15288, DANRE15287	SCHMD01854
OG0003777	DANRE21401, DANRE42071, DANRE03850, DANRE14680, DANRE08584	SCHMD09329, SCHMD03918
OG0003778	DANRE30803, DANRE25496	SCHMD06996
OG0003779	DANRE23671	SCHMD15868, SCHMD25797
OG0003794	DANRE23498, DANRE14387, DANRE12539, DANRE12540, DANRE38896	SCHMD05999
OG0003795	DANRE39787, DANRE39786, DANRE39788, DANRE02438	SCHMD22731
OG0003798	DANRE42704, DANRE42702, DANRE01603, DANRE01605, DANRE01604, DANRE01602	SCHMD13971, SCHMD04164
OG0003803	DANRE19445, DANRE40131, DANRE40132	SCHMD27722, SCHMD27442
OG0003806	DANRE29065	SCHMD21156
OG0003808	DANRE14806, DANRE14805	SCHMD27875, SCHMD11284
OG0003811	DANRE17816	SCHMD22928, SCHMD13669
OG0003812	DANRE19666, DANRE19665, DANRE19664, DANRE19662, DANRE19663	SCHMD04985
OG0003813	DANRE34559, DANRE34558, DANRE33725	SCHMD01244
OG0003815	DANRE35071	SCHMD27290
OG0003817	DANRE27863, DANRE27864	SCHMD04758
OG0003818	DANRE00796, DANRE00795, DANRE00794	SCHMD10822, SCHMD17278
OG0003821	DANRE40392, DANRE22098, DANRE22097	SCHMD10138
OG0003826	DANRE34174, DANRE34175	SCHMD20348
OG0003828	DANRE34896	SCHMD01189, SCHMD27415
OG0003831	DANRE15888, DANRE15887	SCHMD17115
OG0003833	DANRE10771, DANRE10770	SCHMD28965
OG0003834	DANRE26683, DANRE26682, DANRE26041, DANRE26040	SCHMD01451
OG0003837	DANRE28859	SCHMD17615, SCHMD14383, SCHMD10163
OG0003838	DANRE41969, DANRE41970, DANRE15858	SCHMD05207
OG0003839	DANRE26852, DANRE26851, DANRE26850, DANRE26849	SCHMD05702, SCHMD10139
OG0003840	DANRE38305, DANRE00216	SCHMD12844, SCHMD26426
OG0003841	DANRE14586, DANRE14585	SCHMD14946
OG0003843	DANRE16705, DANRE16707	SCHMD16158
OG0003844	DANRE16504	SCHMD09963
OG0003845	DANRE00912	SCHMD00836
OG0003845	DANRE00910, DANRE00911	SCHMD00835
OG0003846	DANRE11225, DANRE11224, DANRE00601, DANRE00602	SCHMD06517
OG0003849	DANRE12746, DANRE12745, DANRE38507, DANRE00452, DANRE00453	SCHMD10843
OG0003850	DANRE10537	SCHMD24952, SCHMD16801
OG0003852	DANRE25288	SCHMD13486
OG0003853	DANRE05312, DANRE05311, DANRE05313	SCHMD14514, SCHMD07343
OG0003856	DANRE35627, DANRE35628	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891
OG0003857	DANRE29893	SCHMD05301
OG0003863	DANRE40797	SCHMD02612
OG0003865	DANRE42849, DANRE41340, DANRE41339, DANRE41338	SCHMD10111
OG0003866	DANRE24133, DANRE24132, DANRE24134, DANRE24131	SCHMD07937, SCHMD00211
OG0003868	DANRE02600, DANRE21503	SCHMD15677
OG0003869	DANRE24691	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661
OG0003872	DANRE33580	SCHMD13742, SCHMD13511
OG0003875	DANRE13186	SCHMD00813, SCHMD07245, SCHMD07243
OG0003876	DANRE09822, DANRE09823	SCHMD06770
OG0003877	DANRE36315	SCHMD08239
OG0003878	DANRE31427, DANRE31426, DANRE40405, DANRE02688, DANRE02689	SCHMD04321
OG0003881	DANRE23015, DANRE23016	SCHMD06054, SCHMD03369
OG0003882	DANRE12769, DANRE12770, DANRE12768	SCHMD13622
OG0003883	DANRE39402	SCHMD24582
OG0003884	DANRE24982, DANRE24981, DANRE24983, DANRE24984, DANRE38541, DANRE38540	SCHMD04417
OG0003886	DANRE03464, DANRE03465	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171
OG0003887	DANRE10423	SCHMD20058, SCHMD18207
OG0003888	DANRE03003, DANRE03004, DANRE03002, DANRE03001	SCHMD05192
OG0003889	DANRE29440	SCHMD21799
OG0003892	DANRE31548, DANRE31549	SCHMD07588
OG0003894	DANRE34284	SCHMD11863
OG0003896	DANRE29376, DANRE29375, DANRE35458	SCHMD28716
OG0003897	DANRE26467	SCHMD20071
OG0003903	DANRE15774	SCHMD29162
OG0003904	DANRE12918	SCHMD00688
OG0003905	DANRE25562, DANRE25561	SCHMD06967, SCHMD06965
OG0003906	DANRE21318, DANRE21317, DANRE21319	SCHMD03168
OG0003908	DANRE16228	SCHMD10777, SCHMD26725
OG0003908	DANRE37850	SCHMD03608
OG0003909	DANRE18212, DANRE18213	SCHMD13155, SCHMD19547, SCHMD15096
OG0003910	DANRE14816	SCHMD16210, SCHMD14670
OG0003911	DANRE36887, DANRE36885, DANRE36886	SCHMD17334, SCHMD20892
OG0003912	DANRE22780, DANRE24504, DANRE12988	SCHMD04955
OG0003914	DANRE37573	SCHMD00070
OG0003915	DANRE15234	SCHMD16264, SCHMD14615
OG0003917	DANRE36320, DANRE36318, DANRE36319	SCHMD02873
OG0003918	DANRE20155, DANRE07336, DANRE34528	SCHMD00222
OG0003919	DANRE34144	SCHMD24561
OG0003920	DANRE13507, DANRE13508, DANRE13506	SCHMD03027
OG0003921	DANRE27254, DANRE27256	SCHMD06689
OG0003923	DANRE41776, DANRE41774, DANRE41775	SCHMD25596, SCHMD09715
OG0003925	DANRE14197, DANRE10649, DANRE10648	SCHMD25912, SCHMD09602
OG0003926	DANRE01778, DANRE37929	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606
OG0003928	DANRE27301, DANRE27303, DANRE27302	SCHMD11506
OG0003929	DANRE39127, DANRE39126	SCHMD28887
OG0003930	DANRE25629	SCHMD03275
OG0003931	DANRE03642, DANRE29896, DANRE29894, DANRE29895	SCHMD03615
OG0003933	DANRE36065, DANRE30948	SCHMD23983
OG0003934	DANRE13278	SCHMD00793
OG0003936	DANRE12822, DANRE12821, DANRE12820	SCHMD01877
OG0003938	DANRE11347	SCHMD19197
OG0003939	DANRE03346	SCHMD05579
OG0003940	DANRE39442	SCHMD08843, SCHMD24023, SCHMD25474, SCHMD06407
OG0003944	DANRE26350	SCHMD10666
OG0003945	DANRE12335, DANRE12334, DANRE36681	SCHMD04737
OG0003946	DANRE16868, DANRE15691	SCHMD19360, SCHMD00465
OG0003947	DANRE04867, DANRE04866, DANRE04865, DANRE00638	SCHMD06484
OG0003949	DANRE22446, DANRE37005	SCHMD24366, SCHMD04246
OG0003950	DANRE25270	SCHMD13868, SCHMD23437, SCHMD13869
OG0003951	DANRE40463, DANRE40462	SCHMD04397
OG0003953	DANRE20584	SCHMD22038
OG0003954	DANRE10352, DANRE10351, DANRE18648, DANRE18649, DANRE18647	SCHMD06088
OG0003955	DANRE16285, DANRE16284, DANRE16283	SCHMD06589
OG0003956	DANRE02182, DANRE02183	SCHMD07488
OG0003958	DANRE05370, DANRE19939, DANRE19940, DANRE06230, DANRE19659	SCHMD13631, SCHMD28091
OG0003961	DANRE27124, DANRE40065	SCHMD04675
OG0003965	DANRE11346	SCHMD22279, SCHMD23593, SCHMD11100, SCHMD22031
OG0003968	DANRE42393, DANRE37375	SCHMD20971, SCHMD24367
OG0003969	DANRE11066, DANRE11065	SCHMD08592
OG0003972	DANRE22865, DANRE22866	SCHMD13668
OG0003973	DANRE10902, DANRE35576, DANRE35578, DANRE35577	SCHMD06454
OG0003978	DANRE25666, DANRE05433, DANRE16866, DANRE19589	SCHMD29717, SCHMD28667, SCHMD05632
OG0003998	DANRE16820	SCHMD17536, SCHMD17537
OG0004000	DANRE14303, DANRE10250, DANRE10249	SCHMD05012
OG0004002	DANRE05929	SCHMD02849
OG0004004	DANRE20285	SCHMD03887
OG0004004	DANRE12698, DANRE12699	SCHMD03888
OG0004007	DANRE17531, DANRE34274	SCHMD27653
OG0004009	DANRE04572	SCHMD12539
OG0004010	DANRE00257	SCHMD11857
OG0004012	DANRE20086	SCHMD08012, SCHMD16333
OG0004014	DANRE42841, DANRE42839, DANRE42840, DANRE42838	SCHMD17730, SCHMD16988, SCHMD25573
OG0004015	DANRE36484, DANRE36483	SCHMD06396
OG0004017	DANRE29671, DANRE29669, DANRE29670	SCHMD27630
OG0004018	DANRE10809, DANRE10810, DANRE10811	SCHMD09657
OG0004020	DANRE13395, DANRE13394	SCHMD29535, SCHMD26610
OG0004021	DANRE34176	SCHMD12686
OG0004025	DANRE35212	SCHMD25773
OG0004027	DANRE22477, DANRE23101, DANRE03257	SCHMD07935
OG0004028	DANRE05055	SCHMD03770
OG0004029	DANRE05899	SCHMD25820
OG0004030	DANRE24757, DANRE24758	SCHMD13881
OG0004032	DANRE06973, DANRE42488, DANRE42487, DANRE42486, DANRE42489	SCHMD08571
OG0004033	DANRE02951, DANRE02950, DANRE05920	SCHMD06585
OG0004035	DANRE21263, DANRE13578	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000
OG0004036	DANRE20096, DANRE38034, DANRE14234	SCHMD07559, SCHMD09846
OG0004037	DANRE36247, DANRE36246	SCHMD06653
OG0004038	DANRE21930	SCHMD08999, SCHMD03883
OG0004040	DANRE15831	SCHMD09211
OG0004041	DANRE16723	SCHMD29278, SCHMD13539, SCHMD13540
OG0004042	DANRE38657, DANRE38655	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836
OG0004043	DANRE23254	SCHMD00046
OG0004044	DANRE43375, DANRE24878, DANRE28162, DANRE24880, DANRE24879	SCHMD16907
OG0004047	DANRE21333, DANRE21332	SCHMD07813
OG0004048	DANRE20080, DANRE06433, DANRE06434	SCHMD05765
OG0004051	DANRE29233, DANRE41445, DANRE35765	SCHMD05269, SCHMD18831
OG0004052	DANRE20998, DANRE20999	SCHMD01378
OG0004053	DANRE10451, DANRE10452, DANRE10453	SCHMD09663
OG0004054	DANRE23307, DANRE07839, DANRE07837	SCHMD03170
OG0004056	DANRE12558, DANRE33963	SCHMD06405
OG0004059	DANRE35070, DANRE35069	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349
OG0004060	DANRE10030, DANRE10031	SCHMD16682, SCHMD21120, SCHMD16351
OG0004064	DANRE35866, DANRE41678, DANRE41677	SCHMD03370
OG0004065	DANRE23201, DANRE23200, DANRE23198, DANRE23202, DANRE23199	SCHMD04935
OG0004067	DANRE06632	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879
OG0004069	DANRE35213, DANRE35214	SCHMD07928
OG0004071	DANRE34963	SCHMD06667
OG0004072	DANRE03361	SCHMD07982
OG0004076	DANRE15069	SCHMD19802
OG0004078	DANRE05190, DANRE05191	SCHMD08036
OG0004079	DANRE07274, DANRE15648, DANRE15649, DANRE15650	SCHMD22313, SCHMD19146
OG0004080	DANRE35778, DANRE24628, DANRE35780	SCHMD18517
OG0004081	DANRE28019, DANRE23662	SCHMD03804
OG0004083	DANRE05501, DANRE05502	SCHMD05538
OG0004084	DANRE11402, DANRE17733, DANRE17734, DANRE17736, DANRE17735, DANRE17732	SCHMD13360
OG0004085	DANRE15264, DANRE15263	SCHMD20233
OG0004087	DANRE24876, DANRE24874, DANRE24875	SCHMD13154
OG0004090	DANRE36859, DANRE23136, DANRE23135	SCHMD19142
OG0004091	DANRE35209, DANRE35210	SCHMD20986, SCHMD10374
OG0004092	DANRE23794, DANRE13755	SCHMD01973
OG0004094	DANRE41241, DANRE41242, DANRE41240, DANRE41239, DANRE41238	SCHMD10011
OG0004096	DANRE17669	SCHMD01632
OG0004097	DANRE33765	SCHMD00017
OG0004099	DANRE09350, DANRE03606	SCHMD07433
OG0004100	DANRE25221, DANRE25220	SCHMD16101, SCHMD17395, SCHMD01145
OG0004101	DANRE02022	SCHMD01669
OG0004102	DANRE03959	SCHMD16352, SCHMD13995
OG0004103	DANRE23050	SCHMD06708, SCHMD03618
OG0004105	DANRE14169, DANRE10477, DANRE14170	SCHMD08794, SCHMD16310
OG0004107	DANRE13122, DANRE13121	SCHMD18686, SCHMD18424, SCHMD04486
OG0004108	DANRE04976, DANRE04975, DANRE04973, DANRE04974	SCHMD06834
OG0004110	DANRE05249	SCHMD03573
OG0004112	DANRE13978, DANRE13976, DANRE13977	SCHMD04301
OG0004113	DANRE40461	SCHMD09954, SCHMD11157
OG0004114	DANRE34872	SCHMD11428
