Orthogroup	DANRE	YEAST
OG0006985	DANRE02673	YEAST03215
OG0006989	DANRE21381	YEAST04914
OG0006991	DANRE22662, DANRE22663, DANRE22661	YEAST05066
OG0006992	DANRE03940	YEAST04657
OG0006994	DANRE41698	YEAST05554
OG0006995	DANRE14381, DANRE14382	YEAST06048
OG0006997	DANRE31374, DANRE31375	YEAST00664
OG0006998	DANRE03324, DANRE43324	YEAST02509
OG0006999	DANRE10373, DANRE10372	YEAST03874
OG0007003	DANRE38881	YEAST01840
OG0007005	DANRE07555, DANRE07554	YEAST03907
OG0007009	DANRE35325	YEAST05645
OG0007010	DANRE17817	YEAST01652
OG0007012	DANRE37825, DANRE37827, DANRE37828, DANRE37826	YEAST05361
OG0007013	DANRE04152	YEAST05971
OG0007015	DANRE22599, DANRE22598	YEAST03053
OG0007016	DANRE25387, DANRE25386	YEAST05307
OG0007020	DANRE35391, DANRE35392	YEAST00663
OG0007024	DANRE25046	YEAST01864
OG0007028	DANRE27455	YEAST06312
OG0007029	DANRE02752, DANRE02753, DANRE02754	YEAST05619
OG0007030	DANRE15794	YEAST05712
OG0007033	DANRE18803, DANRE18804	YEAST04002
OG0007036	DANRE14569, DANRE14568, DANRE14567, DANRE14566	YEAST04799
OG0007043	DANRE04197	YEAST02072, YEAST01064
OG0007045	DANRE10111	YEAST01113
OG0007046	DANRE11415	YEAST04826
OG0007049	DANRE12279, DANRE12278	YEAST05930
OG0007050	DANRE07383, DANRE07382	YEAST05668
OG0007053	DANRE29142	YEAST05898
OG0007055	DANRE33530	YEAST02593
OG0007057	DANRE37617	YEAST05673
OG0007061	DANRE22042, DANRE22041	YEAST03247
OG0007063	DANRE09361	YEAST04650
OG0007065	DANRE12615, DANRE12616	YEAST01111
OG0007071	DANRE11841, DANRE11842, DANRE11840	YEAST02162
OG0007073	DANRE08821	YEAST03946
OG0007075	DANRE03285, DANRE43299	YEAST00811
OG0007084	DANRE36884, DANRE36883	YEAST05527
OG0007089	DANRE07652, DANRE07651	YEAST04132
OG0007092	DANRE18833	YEAST01811
OG0007093	DANRE38295	YEAST01923
OG0007095	DANRE10009, DANRE10008	YEAST02581
OG0007097	DANRE39435	YEAST01699
OG0007098	DANRE25426, DANRE25425	YEAST03783
OG0007106	DANRE21012, DANRE21013, DANRE21015, DANRE21014	YEAST00202
OG0007112	DANRE25814	YEAST05597
OG0007114	DANRE10602, DANRE14572	YEAST03493
OG0007118	DANRE10021, DANRE10022	YEAST01120
OG0007119	DANRE36376, DANRE36377	YEAST05459
OG0007120	DANRE19755, DANRE19754	YEAST04248
OG0007121	DANRE21444	YEAST05746
OG0007124	DANRE41957	YEAST04818
OG0007127	DANRE14792, DANRE14793, DANRE14791, DANRE10353	YEAST04415
OG0007130	DANRE30904	YEAST05158
OG0007131	DANRE40030, DANRE40031	YEAST05874
OG0007132	DANRE15088, DANRE15087	YEAST06078
OG0007137	DANRE27979	YEAST00797
OG0007138	DANRE26666, DANRE26667	YEAST04319
OG0007139	DANRE39772, DANRE39771	YEAST05259
OG0007143	DANRE12075	YEAST02636
OG0007144	DANRE17418	YEAST04135
OG0007150	DANRE38611, DANRE38612	YEAST00900
OG0007154	DANRE05456	YEAST01439
OG0007164	DANRE16181	YEAST05557
OG0007165	DANRE01262, DANRE01263	YEAST04228, YEAST02514
OG0007166	DANRE37616	YEAST05384
OG0007168	DANRE42575, DANRE42574	YEAST02929
OG0007182	DANRE35013	YEAST00042
OG0007184	DANRE15058, DANRE15059	YEAST01512
OG0007185	DANRE30304, DANRE36004, DANRE36003	YEAST01036
OG0007186	DANRE03876	YEAST00761
OG0007192	DANRE42628	YEAST00860
OG0007201	DANRE21446	YEAST01721
OG0007254	DANRE17415	YEAST00328
OG0007258	DANRE19018	YEAST02867
OG0007264	DANRE25424	YEAST04093
OG0007269	DANRE12063	YEAST04522
OG0007274	DANRE01276	YEAST04165, YEAST05634
OG0007276	DANRE33385, DANRE33386	YEAST02007
OG0007279	DANRE20338	YEAST02363
OG0007282	DANRE33520	YEAST04912
OG0007288	DANRE07196, DANRE07197	YEAST02949
OG0007292	DANRE09241, DANRE09240	YEAST05159
OG0007303	DANRE21868	YEAST05207
OG0007307	DANRE04470	YEAST05606
OG0007317	DANRE11318	YEAST04084
OG0007321	DANRE06820	YEAST05016
OG0007322	DANRE34262	YEAST01090
OG0007325	DANRE12985	YEAST03249
OG0007330	DANRE07790, DANRE07791	YEAST00633
OG0007335	DANRE17585	YEAST06084
OG0007336	DANRE10061	YEAST03606
OG0007341	DANRE04473	YEAST00183
OG0007342	DANRE35323	YEAST03859
OG0007343	DANRE21557, DANRE28341	YEAST00383
OG0007347	DANRE36745	YEAST02066
OG0007349	DANRE39606	YEAST01492
OG0007354	DANRE24128	YEAST03378
OG0007355	DANRE13636	YEAST02682
OG0007361	DANRE14944	YEAST02394
OG0007363	DANRE16032, DANRE16033	YEAST05519
OG0007364	DANRE29303	YEAST01959
OG0007367	DANRE27165	YEAST01013
OG0007371	DANRE16865	YEAST04970
OG0007376	DANRE39201	YEAST02976
OG0007379	DANRE17790, DANRE17791	YEAST00967
OG0007380	DANRE20920, DANRE20919	YEAST00785, YEAST00666
OG0007382	DANRE15296	YEAST01108
OG0007387	DANRE34966	YEAST06326
OG0007393	DANRE12093	YEAST01116
OG0007394	DANRE07734, DANRE07733	YEAST05998
OG0007395	DANRE04069	YEAST00603
OG0007397	DANRE38807, DANRE38808	YEAST03512
OG0007399	DANRE39639, DANRE39640	YEAST02279
OG0007401	DANRE34136, DANRE07139	YEAST03451
OG0007408	DANRE10196	YEAST03401
OG0007409	DANRE10224, DANRE10225	YEAST05329
OG0007411	DANRE39541	YEAST04399
OG0007412	DANRE42558	YEAST04822
OG0007414	DANRE36351	YEAST01970
OG0007415	DANRE29208	YEAST01948
OG0007417	DANRE35348, DANRE35349	YEAST04175
OG0007419	DANRE29996	YEAST02667
OG0007421	DANRE01616, DANRE01615	YEAST00762
OG0007424	DANRE24729, DANRE24728	YEAST05463
OG0007425	DANRE12333	YEAST06135
OG0007427	DANRE11179, DANRE11178	YEAST00763
OG0007428	DANRE24212	YEAST01536
OG0007431	DANRE10354	YEAST00610
OG0007439	DANRE05901	YEAST01063
OG0007442	DANRE26604, DANRE26605, DANRE26603	YEAST03687
OG0007446	DANRE39669, DANRE39668	YEAST04647
OG0007451	DANRE24091	YEAST02017
OG0007454	DANRE42564, DANRE42563	YEAST01359
OG0007456	DANRE35403	YEAST00931
OG0007458	DANRE15779	YEAST02196
OG0007460	DANRE11272	YEAST04891
OG0007463	DANRE30867	YEAST00394
OG0007466	DANRE38355, DANRE38356	YEAST00806
OG0007473	DANRE02983	YEAST03408
OG0007478	DANRE33485	YEAST02470
OG0007482	DANRE13898	YEAST05783
OG0007483	DANRE22340	YEAST01187
OG0007484	DANRE08931	YEAST00517
OG0007488	DANRE36992	YEAST04193
OG0007491	DANRE29088	YEAST05032
OG0007495	DANRE35662	YEAST04536
OG0007498	DANRE09394	YEAST00593
OG0007499	DANRE19954	YEAST03994
OG0007504	DANRE15442	YEAST02642
OG0007508	DANRE35140	YEAST05759
OG0007509	DANRE33335	YEAST03229
OG0007519	DANRE13007	YEAST04589
OG0007528	DANRE26651	YEAST02438
OG0007531	DANRE19264	YEAST05725
OG0007550	DANRE39366, DANRE26260, DANRE39364, DANRE39365	YEAST03311
OG0007552	DANRE29343, DANRE21966, DANRE21967, DANRE28808, DANRE28807	YEAST04097
OG0007591	DANRE28953	YEAST02623
OG0007597	DANRE41110, DANRE41109	YEAST05244
OG0007605	DANRE05829	YEAST04509
OG0007615	DANRE34001	YEAST05127
OG0007619	DANRE36323	YEAST04342
OG0007622	DANRE36978, DANRE01804	YEAST01282
OG0007624	DANRE10072, DANRE10071	YEAST03901
OG0007645	DANRE35773	YEAST05586
OG0007646	DANRE42483	YEAST05572
OG0007648	DANRE33753	YEAST03775
OG0007657	DANRE38249	YEAST01213
OG0007663	DANRE41864	YEAST01133
OG0007673	DANRE09062, DANRE09061	YEAST04892
OG0007676	DANRE41267	YEAST01965
OG0007685	DANRE04773	YEAST00976
OG0007690	DANRE40980, DANRE40981	YEAST00054
OG0007692	DANRE01628, DANRE01629, DANRE01627	YEAST05386
OG0007698	DANRE19150	YEAST04526
OG0007701	DANRE33601	YEAST04394
OG0007703	DANRE39178	YEAST03290
OG0007704	DANRE42203, DANRE42204	YEAST01687
OG0007712	DANRE03501	YEAST02916
OG0007722	DANRE02829	YEAST06130
OG0007727	DANRE09851, DANRE09852	YEAST01129
OG0007739	DANRE22859	YEAST04408
OG0007744	DANRE30723	YEAST04303
OG0007749	DANRE25829	YEAST02144
OG0007751	DANRE37539	YEAST03046
OG0007754	DANRE07572	YEAST03550
OG0007758	DANRE39766, DANRE39765	YEAST04336
OG0007760	DANRE22468	YEAST02821
OG0007766	DANRE03643	YEAST03772, YEAST02908
OG0007767	DANRE26292	YEAST03177
OG0007769	DANRE24756	YEAST02589
OG0007772	DANRE35600	YEAST05211
OG0007783	DANRE29889, DANRE29890	YEAST03579
OG0007784	DANRE24714	YEAST01170
OG0007786	DANRE16722	YEAST01347
OG0007787	DANRE39944	YEAST03458
OG0007801	DANRE30539	YEAST02556, YEAST00332
OG0007803	DANRE16825	YEAST00818
OG0007810	DANRE02679	YEAST06278
OG0007811	DANRE22151	YEAST05686
OG0007816	DANRE41106	YEAST00605
OG0007823	DANRE03242, DANRE03241	YEAST03887
OG0007825	DANRE21307	YEAST05054
OG0007827	DANRE03768	YEAST01279
OG0007829	DANRE38302	YEAST02649
OG0007830	DANRE12914, DANRE12915	YEAST03594
OG0007831	DANRE06160, DANRE06161, DANRE06159	YEAST03693
OG0007838	DANRE39665, DANRE39666, DANRE39664, DANRE39663	YEAST04312
OG0007843	DANRE20583	YEAST04794
OG0007848	DANRE04583	YEAST03711
OG0007849	DANRE12087	YEAST01915
OG0007850	DANRE00014, DANRE00013	YEAST01418
OG0007852	DANRE01671	YEAST02199
OG0007854	DANRE10752, DANRE10753, DANRE10751	YEAST01377
OG0007858	DANRE40953	YEAST03196
OG0007866	DANRE04141	YEAST06036
OG0007918	DANRE06819	YEAST04092
OG0007941	DANRE30090, DANRE30089	YEAST03892
OG0007942	DANRE28892	YEAST03545
OG0007943	DANRE19851	YEAST03288
OG0007947	DANRE30186, DANRE30187	YEAST02420
OG0007958	DANRE30163	YEAST01011
OG0007971	DANRE01642	YEAST03990
OG0007975	DANRE41055	YEAST01243
OG0007976	DANRE17213, DANRE17211, DANRE17212	YEAST02259
OG0007978	DANRE14537	YEAST01491
OG0007986	DANRE00518	YEAST01263
OG0007991	DANRE18046	YEAST02341
OG0007993	DANRE17625, DANRE17626	YEAST00089
OG0007996	DANRE09458, DANRE09457	YEAST04079
OG0008008	DANRE30055	YEAST02355
OG0008020	DANRE05165	YEAST05433
OG0008030	DANRE00570	YEAST00039
OG0008031	DANRE07952	YEAST04719
OG0008038	DANRE41284, DANRE41285	YEAST05601
OG0008045	DANRE14902, DANRE14904, DANRE14903	YEAST01345
OG0008053	DANRE13614, DANRE13613	YEAST05804
OG0008055	DANRE30653	YEAST05224
OG0008056	DANRE34362	YEAST04542
OG0008069	DANRE21600	YEAST00959
OG0008072	DANRE23515	YEAST00552
OG0008074	DANRE34941	YEAST05664
OG0008079	DANRE24318	YEAST03108
OG0008085	DANRE30916	YEAST04107
OG0008091	DANRE35340	YEAST06200
OG0008100	DANRE11355	YEAST03959
OG0008103	DANRE06236, DANRE06237	YEAST05352
OG0008104	DANRE04052	YEAST06240
OG0008105	DANRE05576	YEAST03324
OG0008110	DANRE26439	YEAST00121
OG0008111	DANRE38509, DANRE38508	YEAST06004, YEAST05693
OG0008115	DANRE11727	YEAST05684, YEAST06009
OG0008127	DANRE06837, DANRE01181, DANRE01180	YEAST05342
OG0008136	DANRE01715	YEAST02756
OG0008196	DANRE12926, DANRE12925, DANRE12924	YEAST03623
OG0008201	DANRE36656	YEAST01163
OG0008202	DANRE00001	YEAST06186
OG0008208	DANRE22091	YEAST04341
OG0008219	DANRE24332	YEAST05754
OG0008244	DANRE24754	YEAST04999
OG0008251	DANRE00160	YEAST01472
OG0008254	DANRE13562	YEAST04740
OG0008267	DANRE31631	YEAST02722
OG0008273	DANRE34879	YEAST00628
OG0008275	DANRE10033	YEAST05358
OG0008281	DANRE06733	YEAST01387
OG0008307	DANRE30680	YEAST01285
OG0008323	DANRE16787, DANRE16786	YEAST05718
OG0008339	DANRE18405, DANRE18404, DANRE18403	YEAST03286
OG0008346	DANRE11370	YEAST01382
OG0008348	DANRE17655	YEAST03383
OG0008351	DANRE34946, DANRE34944	YEAST01276
OG0008401	DANRE02750	YEAST02115
OG0008403	DANRE10132	YEAST01318
OG0008404	DANRE19259	YEAST02842
OG0008416	DANRE05682	YEAST05168
OG0008432	DANRE42164	YEAST01317
OG0008533	DANRE18543, DANRE18542	YEAST00770
OG0008540	DANRE14947	YEAST02219
OG0008542	DANRE21467	YEAST00506
OG0008546	DANRE14151	YEAST03499
OG0008582	DANRE25587, DANRE31232	YEAST04883
OG0008601	DANRE07138	YEAST03150
OG0008602	DANRE05943	YEAST04166
OG0008620	DANRE39841	YEAST00843
OG0008626	DANRE28396	YEAST03306
OG0008645	DANRE37027	YEAST05803
OG0008654	DANRE03633	YEAST03590
OG0008664	DANRE24208	YEAST05851
OG0008677	DANRE10643	YEAST03567
OG0008680	DANRE06212	YEAST02511
OG0008681	DANRE41523	YEAST04884
OG0008685	DANRE12963	YEAST00164
OG0008689	DANRE43435	YEAST05237
OG0008705	DANRE28894, DANRE17512, DANRE17511, DANRE28893	YEAST06239
OG0008799	DANRE14578, DANRE14579	YEAST03377
OG0008816	DANRE00451	YEAST01954
OG0008823	DANRE08198	YEAST03936
OG0008824	DANRE00389, DANRE00390	YEAST01698
OG0008861	DANRE26272	YEAST04983
OG0008872	DANRE17540	YEAST03799
OG0008913	DANRE22522	YEAST03181, YEAST03769
OG0008923	DANRE18121, DANRE18122	YEAST01739
OG0008946	DANRE20400	YEAST00403
OG0008990	DANRE03437, DANRE03438	YEAST02040
OG0009056	DANRE04937, DANRE04938	YEAST00322
OG0009078	DANRE21310	YEAST02676
OG0009115	DANRE27058, DANRE27057	YEAST05628, YEAST04158
OG0009165	DANRE07285, DANRE07284	YEAST05085, YEAST01742
OG0009166	DANRE18905, DANRE18906	YEAST03055
OG0009172	DANRE13550	YEAST02854
OG0009182	DANRE40541	YEAST03621
OG0009225	DANRE24173	YEAST01052
OG0009232	DANRE00448	YEAST04731
OG0009315	DANRE20524, DANRE37938	YEAST04722
OG0009344	DANRE24052	YEAST03868
OG0009472	DANRE36249	YEAST01737
OG0009483	DANRE25333, DANRE25334	YEAST05877
OG0009486	DANRE28215, DANRE28214, DANRE28213	YEAST00324
OG0009590	DANRE39781, DANRE39780	YEAST02138
OG0009604	DANRE25395, DANRE25396	YEAST04803
OG0009614	DANRE24753	YEAST00622
OG0009630	DANRE16454	YEAST02852
OG0009649	DANRE00166	YEAST01825
OG0009651	DANRE30781	YEAST04775
OG0009654	DANRE04164	YEAST04221
OG0009676	DANRE14614	YEAST05959
OG0009737	DANRE23542	YEAST02025
OG0009892	DANRE27039, DANRE27040	YEAST01082
OG0009911	DANRE34885	YEAST03388
OG0009926	DANRE35175, DANRE35174	YEAST03054
OG0009994	DANRE36888	YEAST06045
OG0010139	DANRE17953, DANRE17952	YEAST01045
OG0010271	DANRE00076	YEAST03656
OG0010284	DANRE23820, DANRE26866, DANRE23819	YEAST01922
OG0010323	DANRE06705	YEAST04943
OG0010346	DANRE18943	YEAST00902, YEAST04286
OG0010372	DANRE23366	YEAST02145
OG0010570	DANRE14139	YEAST03006
OG0010643	DANRE30400, DANRE30399	YEAST00800
OG0010876	DANRE19213	YEAST02678
OG0011004	DANRE36875	YEAST05869
OG0011216	DANRE02612, DANRE02613	YEAST02293
OG0011258	DANRE37187	YEAST02930
OG0011334	DANRE42943	YEAST01779
OG0011371	DANRE42945	YEAST01766
OG0011375	DANRE41556	YEAST03348
OG0011414	DANRE11771	YEAST04503
OG0011464	DANRE36753	YEAST01096
OG0011869	DANRE21017	YEAST04156
OG0011920	DANRE13632, DANRE13631	YEAST05132
OG0012364	DANRE19679	YEAST01364
OG0012438	DANRE24258, DANRE24259	YEAST03374
OG0012449	DANRE09220	YEAST06083, YEAST05798
OG0012498	DANRE01143	YEAST04109
OG0014188	DANRE42946	YEAST01781
OG0014945	DANRE01226, DANRE08435	YEAST05837
OG0022490	DANRE16006	YEAST05729
OG0030219	DANRE12432	YEAST00110
OG0030316	DANRE27790, DANRE27791	YEAST06105
