Orthogroup	APOSJ_ok	YEAST
OG0003949	APOSJ_56406	YEAST01888
OG0003950	APOSJ_42086, APOSJ_64031, APOSJ_42088	YEAST01409
OG0003954	APOSJ_58828	YEAST02764
OG0003955	APOSJ_61724, APOSJ_61726, APOSJ_61721, APOSJ_09331, APOSJ_24651, APOSJ_09332, APOSJ_59968, APOSJ_21983, APOSJ_61725, APOSJ_61722, APOSJ_42707	YEAST03951
OG0003959	APOSJ_05692	YEAST02778
OG0003961	APOSJ_41306, APOSJ_41307, APOSJ_42022, APOSJ_30782	YEAST01991
OG0003967	APOSJ_28209, APOSJ_49131, APOSJ_28208, APOSJ_28211, APOSJ_28207, APOSJ_28210	YEAST05935
OG0003969	APOSJ_16715, APOSJ_16714	YEAST02146
OG0003971	APOSJ_43957, APOSJ_10259, APOSJ_09006, APOSJ_10260, APOSJ_10257, APOSJ_10254, APOSJ_43958, APOSJ_10252, APOSJ_43959, APOSJ_10258, APOSJ_43960, APOSJ_10256, APOSJ_00795, APOSJ_10255	YEAST00520
OG0003972	APOSJ_12102, APOSJ_12104, APOSJ_12100, APOSJ_12098, APOSJ_12101, APOSJ_12103, APOSJ_12099, APOSJ_12097	YEAST06331
OG0003973	APOSJ_04402	YEAST06329
OG0003978	APOSJ_55760	YEAST03551, YEAST00942, YEAST05399
OG0003999	APOSJ_35875, APOSJ_27825, APOSJ_27829, APOSJ_04465, APOSJ_04464, APOSJ_22309, APOSJ_27828	YEAST05604
OG0004000	APOSJ_57306, APOSJ_19169, APOSJ_56465, APOSJ_56464, APOSJ_56463	YEAST06060
OG0004005	APOSJ_63218	YEAST06216
OG0004007	APOSJ_46677	YEAST01456
OG0004012	APOSJ_34125, APOSJ_09517, APOSJ_09518, APOSJ_25236, APOSJ_34126, APOSJ_34129, APOSJ_34127, APOSJ_09519, APOSJ_09516	YEAST00755
OG0004017	APOSJ_11378, APOSJ_11375, APOSJ_11377, APOSJ_06664	YEAST03019
OG0004023	APOSJ_06713, APOSJ_58355, APOSJ_06711, APOSJ_58345	YEAST04349
OG0004027	APOSJ_49299, APOSJ_45269, APOSJ_45268	YEAST03587
OG0004032	APOSJ_52434	YEAST02562
OG0004033	APOSJ_09114, APOSJ_09115	YEAST02572
OG0004035	APOSJ_51358	YEAST02134
OG0004037	APOSJ_10038, APOSJ_10035, APOSJ_10042, APOSJ_10034, APOSJ_10036, APOSJ_10040, APOSJ_10037, APOSJ_10039, APOSJ_10041	YEAST03371
OG0004042	APOSJ_17978, APOSJ_29710	YEAST05578
OG0004044	APOSJ_22041, APOSJ_22040, APOSJ_22042	YEAST05367
OG0004047	APOSJ_53255	YEAST02496
OG0004051	APOSJ_22991	YEAST01772
OG0004052	APOSJ_60180	YEAST03705
OG0004054	APOSJ_30472, APOSJ_30474	YEAST05576
OG0004056	APOSJ_04445, APOSJ_24694, APOSJ_24693	YEAST05698
OG0004057	APOSJ_49349, APOSJ_49351	YEAST05620
OG0004059	APOSJ_43581, APOSJ_64165	YEAST00030
OG0004065	APOSJ_57919, APOSJ_27155, APOSJ_57917	YEAST00772
OG0004067	APOSJ_50812, APOSJ_50813, APOSJ_11707, APOSJ_48072, APOSJ_50809, APOSJ_10624, APOSJ_50816, APOSJ_50815, APOSJ_50811, APOSJ_50814	YEAST02665
OG0004068	APOSJ_42403, APOSJ_00827	YEAST03461
OG0004071	APOSJ_06090, APOSJ_17404	YEAST02893
OG0004072	APOSJ_01871, APOSJ_07850	YEAST02440
OG0004075	APOSJ_25500, APOSJ_25499, APOSJ_01170	YEAST02332
OG0004076	APOSJ_49321, APOSJ_39483, APOSJ_49320, APOSJ_49319	YEAST05461
OG0004079	APOSJ_62613, APOSJ_47957	YEAST04385
OG0004080	APOSJ_45292	YEAST00812
OG0004082	APOSJ_39700, APOSJ_39703, APOSJ_39702, APOSJ_39704, APOSJ_39701	YEAST00063, YEAST05409
OG0004090	APOSJ_47462, APOSJ_56654, APOSJ_44717	YEAST02301, YEAST02021
OG0004091	APOSJ_57744	YEAST04715
OG0004092	APOSJ_23296	YEAST03564, YEAST06307
OG0004096	APOSJ_33043, APOSJ_26027	YEAST00160
OG0004097	APOSJ_28560, APOSJ_27095, APOSJ_20538, APOSJ_20539	YEAST05039
OG0004101	APOSJ_32768	YEAST03547, YEAST02901
OG0004102	APOSJ_41142, APOSJ_41138, APOSJ_41139, APOSJ_41140, APOSJ_41137, APOSJ_41141	YEAST05787
OG0004105	APOSJ_39532, APOSJ_47284	YEAST01700, YEAST01565
OG0004110	APOSJ_27265, APOSJ_27266, APOSJ_25256, APOSJ_25257, APOSJ_28123	YEAST02825
OG0004113	APOSJ_08212, APOSJ_08213, APOSJ_08211, APOSJ_51701	YEAST02059
OG0004115	APOSJ_09756	YEAST00325
OG0004116	APOSJ_16580, APOSJ_16579, APOSJ_16576, APOSJ_16578, APOSJ_16575, APOSJ_16574	YEAST00481
OG0004118	APOSJ_47133, APOSJ_47137, APOSJ_47136, APOSJ_47139, APOSJ_43904, APOSJ_53847, APOSJ_53851, APOSJ_47131	YEAST01855
OG0004119	APOSJ_47977, APOSJ_40715, APOSJ_54587, APOSJ_54583	YEAST02170
OG0004120	APOSJ_24987, APOSJ_44036	YEAST01953
OG0004123	APOSJ_14093, APOSJ_14094	YEAST04761
OG0004124	APOSJ_19925	YEAST01139
OG0004127	APOSJ_26375, APOSJ_36205	YEAST06097
OG0004130	APOSJ_35159	YEAST03149
OG0004134	APOSJ_05189, APOSJ_38091	YEAST05611
OG0004136	APOSJ_23894, APOSJ_23893	YEAST01084
OG0004142	APOSJ_08510, APOSJ_33083, APOSJ_07656, APOSJ_20891	YEAST05774
OG0004148	APOSJ_15590, APOSJ_02537	YEAST00867
OG0004150	APOSJ_63641, APOSJ_63642	YEAST04690
OG0004151	APOSJ_49143, APOSJ_27120, APOSJ_17144	YEAST04284
OG0004153	APOSJ_31271, APOSJ_31272, APOSJ_31274	YEAST05958, YEAST04386, YEAST00290
OG0004154	APOSJ_28192	YEAST05587
OG0004158	APOSJ_24295	YEAST03379
OG0004161	APOSJ_05031, APOSJ_05028, APOSJ_59026, APOSJ_05032	YEAST04124
OG0004162	APOSJ_08687, APOSJ_08685, APOSJ_08686	YEAST04517
OG0004166	APOSJ_58064, APOSJ_58065	YEAST00189
OG0004168	APOSJ_58123, APOSJ_58120, APOSJ_58124, APOSJ_58125	YEAST03028
OG0004169	APOSJ_65086, APOSJ_65087, APOSJ_38510	YEAST05813
OG0004170	APOSJ_23584, APOSJ_23583, APOSJ_23582	YEAST05906
OG0004171	APOSJ_58574, APOSJ_58572, APOSJ_58573, APOSJ_58575	YEAST04501
OG0004179	APOSJ_03859	YEAST01050
OG0004181	APOSJ_35918, APOSJ_35919	YEAST03406
OG0004182	APOSJ_28808, APOSJ_10411	YEAST03699
OG0004184	APOSJ_47177, APOSJ_39370	YEAST00127
OG0004186	APOSJ_13580	YEAST04981
OG0004188	APOSJ_58128, APOSJ_02500, APOSJ_02502, APOSJ_02501	YEAST02761
OG0004215	APOSJ_02006, APOSJ_02007, APOSJ_12289, APOSJ_02005	YEAST04590
OG0004217	APOSJ_38534, APOSJ_38531, APOSJ_41385, APOSJ_38532	YEAST01257
OG0004219	APOSJ_02049, APOSJ_59197, APOSJ_59196, APOSJ_59195	YEAST00912
OG0004222	APOSJ_45333, APOSJ_45332, APOSJ_51206, APOSJ_45339, APOSJ_51207, APOSJ_51211, APOSJ_45334, APOSJ_45336	YEAST05826
OG0004230	APOSJ_35640	YEAST02220
OG0004232	APOSJ_13650, APOSJ_55643, APOSJ_13653, APOSJ_56259, APOSJ_13651	YEAST05931
OG0004236	APOSJ_08973, APOSJ_08972, APOSJ_57202	YEAST05432
OG0004237	APOSJ_14261	YEAST04445, YEAST04344
OG0004239	APOSJ_53430, APOSJ_53429, APOSJ_53433, APOSJ_53432, APOSJ_63234, APOSJ_53431	YEAST05144
OG0004243	APOSJ_56942	YEAST00306
OG0004245	APOSJ_13915, APOSJ_13916	YEAST00859
OG0004248	APOSJ_37110, APOSJ_58250, APOSJ_32234, APOSJ_37111, APOSJ_37112, APOSJ_30287	YEAST03678
OG0004249	APOSJ_41833, APOSJ_41834	YEAST02740
OG0004250	APOSJ_60151	YEAST05543
OG0004252	APOSJ_42187, APOSJ_03029, APOSJ_42188, APOSJ_03028, APOSJ_64630, APOSJ_42185, APOSJ_64632, APOSJ_64627	YEAST05178
OG0004254	APOSJ_48800	YEAST03900
OG0004258	APOSJ_34700, APOSJ_34699	YEAST00665
OG0004259	APOSJ_46164	YEAST03730
OG0004261	APOSJ_02868, APOSJ_02867, APOSJ_02869, APOSJ_02870	YEAST02564
OG0004262	APOSJ_50876, APOSJ_50878	YEAST02368
OG0004268	APOSJ_17745, APOSJ_46152, APOSJ_16921, APOSJ_24703, APOSJ_56905, APOSJ_46151, APOSJ_17746, APOSJ_17743, APOSJ_56906, APOSJ_46147	YEAST00496
OG0004269	APOSJ_26849	YEAST04758
OG0004273	APOSJ_05593, APOSJ_05595, APOSJ_05597, APOSJ_05596, APOSJ_05594, APOSJ_05592	YEAST02547
OG0004278	APOSJ_25642, APOSJ_25639, APOSJ_48824, APOSJ_04148, APOSJ_48819, APOSJ_25640	YEAST00243
OG0004280	APOSJ_38937, APOSJ_38938, APOSJ_38941, APOSJ_43710, APOSJ_38940	YEAST05895
OG0004282	APOSJ_11395, APOSJ_10756	YEAST02575, YEAST06242
OG0004283	APOSJ_38360, APOSJ_47562, APOSJ_18818	YEAST04184
OG0004287	APOSJ_07020, APOSJ_07021	YEAST01708
OG0004289	APOSJ_49583, APOSJ_49584	YEAST05719
OG0004291	APOSJ_44191, APOSJ_44190, APOSJ_44192	YEAST00852
OG0004292	APOSJ_39213, APOSJ_39212, APOSJ_45311, APOSJ_39211, APOSJ_39214, APOSJ_39215, APOSJ_39216, APOSJ_39210, APOSJ_64722	YEAST02537
OG0004295	APOSJ_47074, APOSJ_54516, APOSJ_54514, APOSJ_47073	YEAST05946
OG0004297	APOSJ_22517, APOSJ_22516, APOSJ_22518	YEAST01463
OG0004300	APOSJ_51781, APOSJ_51782, APOSJ_51783, APOSJ_53981, APOSJ_51786, APOSJ_51784, APOSJ_51785	YEAST05309
OG0004301	APOSJ_09439, APOSJ_09438	YEAST03850
OG0004302	APOSJ_24435, APOSJ_24434	YEAST05203
OG0004303	APOSJ_25759, APOSJ_25760	YEAST02492
OG0004304	APOSJ_04217	YEAST02425, YEAST05929
OG0004305	APOSJ_42738, APOSJ_42737	YEAST02123
OG0004307	APOSJ_11587, APOSJ_11586	YEAST04592
OG0004308	APOSJ_45570, APOSJ_45566, APOSJ_45567, APOSJ_29960, APOSJ_45568, APOSJ_45571, APOSJ_45569, APOSJ_18006	YEAST04835
OG0004309	APOSJ_57811, APOSJ_21592, APOSJ_57812, APOSJ_57813, APOSJ_48558, APOSJ_34534	YEAST05924
OG0004310	APOSJ_01689	YEAST05001
OG0004312	APOSJ_35494, APOSJ_54590, APOSJ_62061, APOSJ_35495, APOSJ_39999, APOSJ_35493, APOSJ_39998, APOSJ_15672, APOSJ_44374, APOSJ_40000, APOSJ_63055	YEAST03330
OG0004314	APOSJ_00039	YEAST00500
OG0004324	APOSJ_02561, APOSJ_02562	YEAST04322
OG0004330	APOSJ_17652, APOSJ_17651, APOSJ_45675, APOSJ_45673	YEAST06277
OG0004331	APOSJ_19200, APOSJ_19199, APOSJ_19198, APOSJ_19201	YEAST06230
OG0004333	APOSJ_17714, APOSJ_17711, APOSJ_17713, APOSJ_17712	YEAST01391
OG0004335	APOSJ_54019, APOSJ_54020	YEAST01057
OG0004337	APOSJ_45076, APOSJ_45077, APOSJ_45078, APOSJ_54767, APOSJ_38756	YEAST05652
OG0004338	APOSJ_04497	YEAST05023
OG0004344	APOSJ_24339, APOSJ_52491, APOSJ_24337, APOSJ_24338, APOSJ_52492	YEAST02441
OG0004345	APOSJ_44437, APOSJ_11717, APOSJ_01270, APOSJ_44438, APOSJ_01268, APOSJ_07906, APOSJ_44435, APOSJ_11725, APOSJ_01271, APOSJ_01269	YEAST04894
OG0004348	APOSJ_30450, APOSJ_30451, APOSJ_30446, APOSJ_30447, APOSJ_30449, APOSJ_30448	YEAST03956
OG0004350	APOSJ_19518	YEAST04742
OG0004351	APOSJ_12501, APOSJ_12503, APOSJ_12505, APOSJ_12504, APOSJ_12502	YEAST04167
OG0004353	APOSJ_63075, APOSJ_63070, APOSJ_63105, APOSJ_03421, APOSJ_42992, APOSJ_42991	YEAST05143
OG0004356	APOSJ_06683, APOSJ_06682, APOSJ_06680, APOSJ_06685	YEAST02877
OG0004357	APOSJ_35867, APOSJ_35868	YEAST02304
OG0004358	APOSJ_61183, APOSJ_61184	YEAST01304
OG0004359	APOSJ_38643	YEAST01873
OG0004364	APOSJ_40812, APOSJ_40813, APOSJ_35046	YEAST00647
OG0004366	APOSJ_23971	YEAST01097
OG0004369	APOSJ_26885, APOSJ_53321, APOSJ_26884	YEAST04013
OG0004370	APOSJ_40093, APOSJ_40091	YEAST02378
OG0004374	APOSJ_50566, APOSJ_43591, APOSJ_13715, APOSJ_56287, APOSJ_47185	YEAST00556
OG0004377	APOSJ_55933, APOSJ_41101	YEAST05181
OG0004378	APOSJ_41606	YEAST03291
OG0004379	APOSJ_25359, APOSJ_25358, APOSJ_25357	YEAST02180, YEAST04152
OG0004380	APOSJ_51271, APOSJ_50486	YEAST04825
OG0004382	APOSJ_41045, APOSJ_56596	YEAST03218
OG0004394	APOSJ_00441	YEAST00619
OG0004396	APOSJ_35550	YEAST01668
OG0004400	APOSJ_06143, APOSJ_06141, APOSJ_06139, APOSJ_06144, APOSJ_38658, APOSJ_06145, APOSJ_06140, APOSJ_06142	YEAST03238, YEAST03731
OG0004401	APOSJ_62807, APOSJ_18803, APOSJ_62811, APOSJ_62808, APOSJ_62809	YEAST04219
OG0004404	APOSJ_31670	YEAST00833, YEAST00883
OG0004417	APOSJ_63269	YEAST03358
OG0004425	APOSJ_27679, APOSJ_27680	YEAST04958
OG0004426	APOSJ_07967	YEAST01028
OG0004460	APOSJ_48356, APOSJ_48358, APOSJ_48353, APOSJ_48355, APOSJ_48357, APOSJ_48354	YEAST06162
OG0004462	APOSJ_54615, APOSJ_54616, APOSJ_54614, APOSJ_04018	YEAST03397
OG0004468	APOSJ_00987, APOSJ_00985, APOSJ_00986, APOSJ_03831, APOSJ_00984	YEAST04439
OG0004472	APOSJ_33516, APOSJ_33515, APOSJ_33514, APOSJ_11954	YEAST06199
OG0004479	APOSJ_40612	YEAST00474
OG0004484	APOSJ_60209, APOSJ_60210, APOSJ_60211, APOSJ_60212	YEAST01989
OG0004486	APOSJ_16136, APOSJ_16137, APOSJ_16135, APOSJ_36312, APOSJ_16134, APOSJ_16133	YEAST00968
OG0004489	APOSJ_37840	YEAST03700
OG0004490	APOSJ_17872, APOSJ_57025	YEAST02887
OG0004492	APOSJ_59353, APOSJ_45913	YEAST05415, YEAST01368
OG0004494	APOSJ_61371, APOSJ_61372, APOSJ_61370, APOSJ_61369, APOSJ_61368	YEAST03738
OG0004495	APOSJ_02531, APOSJ_63974, APOSJ_02532	YEAST00946
OG0004498	APOSJ_23699	YEAST02716
OG0004500	APOSJ_30546, APOSJ_30549, APOSJ_30550, APOSJ_30552, APOSJ_41394, APOSJ_30548, APOSJ_30551, APOSJ_30547, APOSJ_30545	YEAST04651
OG0004503	APOSJ_46999, APOSJ_47000, APOSJ_47001, APOSJ_47002	YEAST02385
OG0004505	APOSJ_36764, APOSJ_61749, APOSJ_36766, APOSJ_36765, APOSJ_36763	YEAST01701
OG0004506	APOSJ_29395, APOSJ_29393, APOSJ_29390, APOSJ_29392, APOSJ_29394, APOSJ_29391	YEAST06061
OG0004507	APOSJ_22032, APOSJ_22028, APOSJ_22029, APOSJ_22033, APOSJ_61778, APOSJ_22031	YEAST04994
OG0004512	APOSJ_61881, APOSJ_61880, APOSJ_61882	YEAST01510
OG0004513	APOSJ_43520	YEAST04235
OG0004515	APOSJ_26005, APOSJ_57373, APOSJ_57370, APOSJ_57372	YEAST05737
OG0004519	APOSJ_05325, APOSJ_05324, APOSJ_05323, APOSJ_05326, APOSJ_05322, APOSJ_05321	YEAST01596
OG0004520	APOSJ_48507	YEAST06001, YEAST05696
OG0004525	APOSJ_46859, APOSJ_46855, APOSJ_37649, APOSJ_37651, APOSJ_37650, APOSJ_46860, APOSJ_46858, APOSJ_37647, APOSJ_46862, APOSJ_46861, APOSJ_44175, APOSJ_46857	YEAST03937
OG0004526	APOSJ_49516, APOSJ_40613, APOSJ_49517	YEAST02603
OG0004529	APOSJ_18746, APOSJ_54079, APOSJ_18745	YEAST03981
OG0004535	APOSJ_47903	YEAST02221
OG0004538	APOSJ_47082, APOSJ_47083, APOSJ_47080, APOSJ_47081	YEAST02750
OG0004541	APOSJ_28476, APOSJ_28477	YEAST02645, YEAST03788, YEAST04781
OG0004542	APOSJ_09798	YEAST04816, YEAST04623
OG0004545	APOSJ_18825, APOSJ_05936	YEAST02071
OG0004546	APOSJ_60136	YEAST04485
OG0004551	APOSJ_25013	YEAST00426
OG0004554	APOSJ_64349	YEAST05640, YEAST04172
OG0004559	APOSJ_32584, APOSJ_32583, APOSJ_32588, APOSJ_32585, APOSJ_32586	YEAST04428
OG0004563	APOSJ_17800, APOSJ_34022	YEAST04325
OG0004566	APOSJ_47264, APOSJ_18488	YEAST02192
OG0004567	APOSJ_14393, APOSJ_14394	YEAST05747
OG0004571	APOSJ_54565, APOSJ_65127	YEAST02127
OG0004573	APOSJ_29168, APOSJ_29167	YEAST00677
OG0004577	APOSJ_23049, APOSJ_24477	YEAST02283
OG0004579	APOSJ_08004, APOSJ_08003, APOSJ_08002	YEAST00134
OG0004581	APOSJ_63248, APOSJ_63250, APOSJ_63247, APOSJ_63249	YEAST03583, YEAST04618
OG0004582	APOSJ_01551, APOSJ_01550	YEAST04377
OG0004583	APOSJ_12812, APOSJ_27621	YEAST05833
OG0004584	APOSJ_16039, APOSJ_35634, APOSJ_16042, APOSJ_64128, APOSJ_64306, APOSJ_64119, APOSJ_16041, APOSJ_16040, APOSJ_64011, APOSJ_25630	YEAST03457
OG0004585	APOSJ_11065, APOSJ_04735, APOSJ_44625, APOSJ_44624, APOSJ_04738, APOSJ_26795	YEAST01153
OG0004590	APOSJ_40761	YEAST03622, YEAST00886
OG0004593	APOSJ_32587	YEAST01231
OG0004606	APOSJ_07080, APOSJ_07081	YEAST05926
OG0004609	APOSJ_02939, APOSJ_02938	YEAST05326
OG0004610	APOSJ_39988	YEAST04487, YEAST01427
OG0004611	APOSJ_36155, APOSJ_36154	YEAST04613
OG0004616	APOSJ_54508, APOSJ_54510	YEAST00250, YEAST02830
OG0004619	APOSJ_24437, APOSJ_57786	YEAST03531
OG0004621	APOSJ_20142, APOSJ_20141, APOSJ_20140	YEAST00178
OG0004623	APOSJ_15744, APOSJ_42274, APOSJ_49515, APOSJ_15747, APOSJ_15742, APOSJ_49503, APOSJ_15741	YEAST04421
OG0004626	APOSJ_09432	YEAST00427
OG0004630	APOSJ_06481, APOSJ_64442	YEAST01322, YEAST02951
OG0004633	APOSJ_60295, APOSJ_05589	YEAST03510
OG0004634	APOSJ_52595	YEAST00262, YEAST00249
OG0004635	APOSJ_20471, APOSJ_20472	YEAST02703
OG0004639	APOSJ_29227, APOSJ_12315, APOSJ_12317, APOSJ_12314, APOSJ_12312, APOSJ_12318, APOSJ_12358, APOSJ_52398	YEAST02924
OG0004648	APOSJ_51789	YEAST04721, YEAST05892
OG0004649	APOSJ_03738	YEAST02284
OG0004651	APOSJ_37202, APOSJ_16304, APOSJ_16306, APOSJ_37198, APOSJ_16305	YEAST01146
OG0004654	APOSJ_27102, APOSJ_04717	YEAST00988
OG0004656	APOSJ_13371, APOSJ_13372, APOSJ_18597	YEAST04281
OG0004657	APOSJ_58513, APOSJ_58512	YEAST00473
OG0004658	APOSJ_35592, APOSJ_35591	YEAST04140
OG0004659	APOSJ_57778, APOSJ_57779	YEAST02251
OG0004660	APOSJ_58983, APOSJ_58984	YEAST06221, YEAST00721
OG0004663	APOSJ_25139, APOSJ_27412, APOSJ_27413, APOSJ_25138	YEAST01161
OG0004664	APOSJ_05054, APOSJ_05055	YEAST05162
OG0004668	APOSJ_11452, APOSJ_11454, APOSJ_11453	YEAST01610
OG0004669	APOSJ_11523, APOSJ_11521, APOSJ_11520, APOSJ_11522, APOSJ_11527, APOSJ_11519, APOSJ_11524, APOSJ_29240	YEAST00949
OG0004670	APOSJ_27560, APOSJ_27559	YEAST03416
OG0004671	APOSJ_61612, APOSJ_29692	YEAST02606
OG0004674	APOSJ_60649, APOSJ_60648, APOSJ_22858, APOSJ_60653, APOSJ_60650, APOSJ_60652, APOSJ_60647, APOSJ_22857	YEAST05448
OG0004675	APOSJ_44812	YEAST05072, YEAST02983
OG0004676	APOSJ_49947, APOSJ_49945, APOSJ_49946	YEAST05785, YEAST00056, YEAST02694
OG0004678	APOSJ_37602	YEAST02777, YEAST04846
OG0004682	APOSJ_07286	YEAST02876
OG0004683	APOSJ_37936, APOSJ_03233, APOSJ_37937, APOSJ_36657, APOSJ_36656, APOSJ_37685, APOSJ_37935, APOSJ_37684, APOSJ_37938	YEAST00676
OG0004684	APOSJ_18550, APOSJ_21507	YEAST05643
OG0004685	APOSJ_31674	YEAST04200
OG0004687	APOSJ_05747, APOSJ_09827, APOSJ_10413, APOSJ_09822	YEAST00982
OG0004691	APOSJ_51209, APOSJ_45335, APOSJ_45338, APOSJ_45337, APOSJ_50580, APOSJ_51208, APOSJ_59390, APOSJ_51210	YEAST00819
OG0004699	APOSJ_55894, APOSJ_02063, APOSJ_02062, APOSJ_02060, APOSJ_02061, APOSJ_02064	YEAST05453
OG0004702	APOSJ_45920, APOSJ_45921, APOSJ_45922, APOSJ_45923	YEAST03387
OG0004703	APOSJ_53719	YEAST00841
OG0004705	APOSJ_61910, APOSJ_61909, APOSJ_61911	YEAST05591
OG0004708	APOSJ_30532, APOSJ_41458, APOSJ_41460, APOSJ_49611, APOSJ_41457, APOSJ_41461, APOSJ_41456, APOSJ_41459	YEAST04540
OG0004711	APOSJ_65085	YEAST03281
OG0004728	APOSJ_07236	YEAST04662, YEAST00882
OG0004733	APOSJ_23791, APOSJ_10251, APOSJ_33490, APOSJ_26084, APOSJ_20287, APOSJ_26089	YEAST06337
OG0004735	APOSJ_46617, APOSJ_63492, APOSJ_23807, APOSJ_60864, APOSJ_53268, APOSJ_46622, APOSJ_46621, APOSJ_46618, APOSJ_46620, APOSJ_46619, APOSJ_63494, APOSJ_63493	YEAST04508
OG0004739	APOSJ_02843, APOSJ_31863, APOSJ_31865, APOSJ_31862, APOSJ_31867, APOSJ_31866, APOSJ_35447, APOSJ_31864	YEAST01817
OG0004740	APOSJ_35834, APOSJ_48597, APOSJ_35832, APOSJ_48596	YEAST04029
OG0004743	APOSJ_04285	YEAST04299
OG0004747	APOSJ_18401, APOSJ_18402	YEAST01134
OG0004748	APOSJ_43496, APOSJ_43495, APOSJ_06318, APOSJ_62904, APOSJ_62906, APOSJ_62903, APOSJ_62905	YEAST03942
OG0004749	APOSJ_52342, APOSJ_52343, APOSJ_52341, APOSJ_52346, APOSJ_52344	YEAST05904
OG0004753	APOSJ_07565, APOSJ_44749	YEAST04746
OG0004755	APOSJ_26865, APOSJ_40488	YEAST03690
OG0004756	APOSJ_45019, APOSJ_45026, APOSJ_14678, APOSJ_45021, APOSJ_41788, APOSJ_45023, APOSJ_45020, APOSJ_45022	YEAST03704
OG0004759	APOSJ_44279, APOSJ_34124, APOSJ_14850, APOSJ_14849, APOSJ_44277, APOSJ_44278, APOSJ_34121, APOSJ_34122	YEAST02912
OG0004760	APOSJ_22764, APOSJ_22765	YEAST01847
OG0004764	APOSJ_38514, APOSJ_38515, APOSJ_38516, APOSJ_41282	YEAST04443, YEAST04345
OG0004765	APOSJ_30265	YEAST02487
OG0004766	APOSJ_20896	YEAST01053
OG0004767	APOSJ_23070, APOSJ_03714, APOSJ_03716, APOSJ_03715, APOSJ_23071, APOSJ_03713, APOSJ_33008, APOSJ_08452	YEAST03559
OG0004768	APOSJ_42734, APOSJ_62922	YEAST02666
OG0004769	APOSJ_08618	YEAST06228
OG0004770	APOSJ_22519, APOSJ_22520	YEAST03432
OG0004774	APOSJ_31368, APOSJ_31374, APOSJ_31378, APOSJ_31360	YEAST06062
OG0004785	APOSJ_01639	YEAST04153
OG0004786	APOSJ_11054	YEAST01015
OG0004787	APOSJ_58791, APOSJ_02693	YEAST02164
OG0004795	APOSJ_64010, APOSJ_64009	YEAST02163
OG0004797	APOSJ_14889	YEAST00371
OG0004805	APOSJ_22548	YEAST03570
OG0004808	APOSJ_06149, APOSJ_06135, APOSJ_24939, APOSJ_11042	YEAST02354
OG0004811	APOSJ_46141, APOSJ_46140, APOSJ_46142, APOSJ_46138, APOSJ_25933	YEAST01683
OG0004814	APOSJ_40107, APOSJ_38254, APOSJ_38049, APOSJ_38048, APOSJ_38045, APOSJ_38050, APOSJ_40125, APOSJ_38047	YEAST05710
OG0004816	APOSJ_14946, APOSJ_59629	YEAST04664
OG0004819	APOSJ_56296, APOSJ_56297	YEAST00279
OG0004820	APOSJ_04253, APOSJ_04254	YEAST05404
OG0004822	APOSJ_06528	YEAST03199
OG0004833	APOSJ_62403	YEAST01309
OG0004836	APOSJ_27697, APOSJ_40200, APOSJ_40202	YEAST00658
OG0004840	APOSJ_14016, APOSJ_14014, APOSJ_22814, APOSJ_14017	YEAST01399
OG0004841	APOSJ_41059	YEAST01375
OG0004842	APOSJ_12601, APOSJ_12602	YEAST05083
OG0004843	APOSJ_57350, APOSJ_57351	YEAST03163
OG0004844	APOSJ_56125, APOSJ_51902	YEAST01571
OG0004848	APOSJ_10669, APOSJ_36872, APOSJ_49939	YEAST02387
OG0004849	APOSJ_44960	YEAST06335
OG0004850	APOSJ_07487, APOSJ_07486, APOSJ_07488, APOSJ_07489	YEAST05082, YEAST02977
OG0004851	APOSJ_54066, APOSJ_54064, APOSJ_54065, APOSJ_54067, APOSJ_31736	YEAST02907
OG0004852	APOSJ_13803	YEAST00825
OG0004854	APOSJ_43354	YEAST00889, YEAST04304
OG0004855	APOSJ_57740, APOSJ_09034	YEAST03252
OG0004856	APOSJ_49434	YEAST05973
OG0004858	APOSJ_28651	YEAST04268
OG0004863	APOSJ_33599, APOSJ_33600, APOSJ_33597, APOSJ_33596, APOSJ_33601, APOSJ_33598	YEAST00862
OG0004864	APOSJ_15572, APOSJ_32233	YEAST00264
OG0004874	APOSJ_20927, APOSJ_20926, APOSJ_20925, APOSJ_20929, APOSJ_20928	YEAST04564
OG0004875	APOSJ_09138, APOSJ_09135, APOSJ_56143, APOSJ_09134, APOSJ_56160, APOSJ_56101, APOSJ_58595, APOSJ_58585	YEAST02491
OG0004877	APOSJ_01770, APOSJ_01774, APOSJ_01769, APOSJ_43285, APOSJ_43297, APOSJ_00294	YEAST05247
OG0004879	APOSJ_50430, APOSJ_10723, APOSJ_50429, APOSJ_02936, APOSJ_10719, APOSJ_50431, APOSJ_02935, APOSJ_10717	YEAST01311
OG0004880	APOSJ_32271, APOSJ_32273, APOSJ_32272	YEAST06046
OG0004881	APOSJ_17490, APOSJ_17492, APOSJ_17493, APOSJ_17491, APOSJ_17489, APOSJ_44532	YEAST00141
OG0004886	APOSJ_20094	YEAST05077
OG0004887	APOSJ_38011, APOSJ_38012, APOSJ_38010, APOSJ_38013	YEAST05734
OG0004893	APOSJ_40064, APOSJ_40066, APOSJ_40063, APOSJ_50245, APOSJ_40067	YEAST04667
OG0004896	APOSJ_21480	YEAST06193
OG0004897	APOSJ_09420, APOSJ_52127	YEAST03127, YEAST00642
