Orthogroup	YEAST	OWEFU
OG0007417	YEAST04175	OFUSG22448.1.p1
OG0007419	YEAST02667	OFUSG18337.1.p1
OG0007421	YEAST00762	OFUSG07551.1.p1
OG0007424	YEAST05463	OFUSG18027.1.p1, OFUSG18027.2.p1
OG0007425	YEAST06135	OFUSG05643.1.p1
OG0007427	YEAST00763	OFUSG11080.2.p1, OFUSG11080.1.p1
OG0007428	YEAST01536	OFUSG16303.1.p1, OFUSG04650.1.p1
OG0007431	YEAST00610	OFUSG17080.1.p1
OG0007439	YEAST01063	OFUSG12912.1.p1
OG0007442	YEAST03687	OFUSG26591.1.p1
OG0007446	YEAST04647	OFUSG15616.1.p1
OG0007451	YEAST02017	OFUSG04847.1.p1
OG0007454	YEAST01359	OFUSG11207.1.p1
OG0007456	YEAST00931	OFUSG13703.1.p1
OG0007458	YEAST02196	OFUSG12861.1.p1
OG0007460	YEAST04891	OFUSG12178.1.p1
OG0007463	YEAST00394	OFUSG07010.1.p1
OG0007478	YEAST02470	OFUSG13230.1.p1
OG0007482	YEAST05783	OFUSG17340.1.p1
OG0007483	YEAST01187	OFUSG23534.1.p1
OG0007484	YEAST00517	OFUSG11388.1.p1
OG0007488	YEAST04193	OFUSG07538.1.p1
OG0007495	YEAST04536	OFUSG04434.1.p1
OG0007498	YEAST00593	OFUSG17266.1.p1
OG0007499	YEAST03994	OFUSG11843.1.p1
OG0007504	YEAST02642	OFUSG11026.1.p1
OG0007508	YEAST05759	OFUSG26113.1.p1
OG0007509	YEAST03229	OFUSG13309.1.p1
OG0007519	YEAST04589	OFUSG20874.1.p1
OG0007528	YEAST02438	OFUSG00537.1.p1
OG0007550	YEAST03311	OFUSG04956.1.p1
OG0007591	YEAST02623	OFUSG04404.1.p1
OG0007597	YEAST05244	OFUSG07837.1.p1
OG0007615	YEAST05127	OFUSG06032.1.p1
OG0007618	YEAST02486	OFUSG01286.1.p1
OG0007619	YEAST04342	OFUSG23637.1.p1
OG0007624	YEAST03901	OFUSG00912.1.p1
OG0007645	YEAST05586	OFUSG09967.1.p1
OG0007646	YEAST05572	OFUSG02602.2.p1, OFUSG02602.1.p1
OG0007648	YEAST03775	OFUSG23402.1.p1
OG0007656	YEAST02935	OFUSG06312.1.p1
OG0007657	YEAST01213	OFUSG00269.1.p1
OG0007663	YEAST01133	OFUSG08187.1.p1
OG0007673	YEAST04892	OFUSG12933.1.p1
OG0007676	YEAST01965	OFUSG07077.2.p1, OFUSG07077.1.p1
OG0007685	YEAST00976	OFUSG11339.1.p1
OG0007690	YEAST00054	OFUSG05888.1.p1
OG0007692	YEAST05386	OFUSG10240.1.p1
OG0007698	YEAST04526	OFUSG13946.1.p1
OG0007701	YEAST04394	OFUSG22537.1.p1
OG0007703	YEAST03290	OFUSG10399.1.p1
OG0007704	YEAST01687	OFUSG04621.1.p1
OG0007712	YEAST02916	OFUSG05858.1.p1
OG0007722	YEAST06130	OFUSG09667.1.p1
OG0007727	YEAST01129	OFUSG04739.1.p1
OG0007739	YEAST04408	OFUSG00877.1.p1
OG0007744	YEAST04303	OFUSG07022.1.p1
OG0007749	YEAST02144	OFUSG06926.1.p1
OG0007751	YEAST03046	OFUSG19113.1.p1
OG0007754	YEAST03550	OFUSG23541.2.p2, OFUSG23541.1.p1
OG0007760	YEAST02821	OFUSG13141.1.p1
OG0007766	YEAST03772, YEAST02908	OFUSG10019.2.p1, OFUSG10019.1.p1
OG0007769	YEAST02589	OFUSG10116.1.p1
OG0007772	YEAST05211	OFUSG14806.1.p1
OG0007773	YEAST05609	OFUSG05099.1.p1
OG0007783	YEAST03579	OFUSG18356.1.p1
OG0007784	YEAST01170	OFUSG04138.1.p1
OG0007786	YEAST01347	OFUSG12053.1.p1
OG0007787	YEAST03458	OFUSG25805.3.p1, OFUSG25805.1.p1, OFUSG25805.2.p1
OG0007801	YEAST02556, YEAST00332	OFUSG10903.1.p1
OG0007803	YEAST00818	OFUSG11295.1.p1
OG0007810	YEAST06278	OFUSG18852.1.p1
OG0007811	YEAST05686	OFUSG20077.1.p1
OG0007816	YEAST00605	OFUSG17687.1.p1
OG0007823	YEAST03887	OFUSG18984.1.p1
OG0007825	YEAST05054	OFUSG04410.1.p1
OG0007829	YEAST02649	OFUSG21398.1.p1
OG0007830	YEAST03594	OFUSG03916.1.p1
OG0007831	YEAST03693	OFUSG19212.1.p1
OG0007838	YEAST04312	OFUSG23633.1.p1
OG0007840	YEAST02829	OFUSG12949.1.p1
OG0007843	YEAST04794	OFUSG02689.1.p1
OG0007848	YEAST03711	OFUSG00458.1.p1
OG0007849	YEAST01915	OFUSG25057.1.p1, OFUSG25057.2.p1
OG0007854	YEAST01377	OFUSG00498.2.p1, OFUSG00498.1.p1, OFUSG00498.3.p1
OG0007858	YEAST03196	OFUSG19527.1.p1
OG0007866	YEAST06036	OFUSG18566.2.p1, OFUSG18566.1.p1
OG0007912	YEAST04725	OFUSG24170.5.p1, OFUSG24170.4.p1, OFUSG24170.3.p1, OFUSG24170.1.p1, OFUSG24170.2.p1
OG0007941	YEAST03892	OFUSG13492.1.p1
OG0007943	YEAST03288	OFUSG00522.1.p1
OG0007947	YEAST02420	OFUSG17878.1.p1
OG0007958	YEAST01011	OFUSG17138.1.p1
OG0007971	YEAST03990	OFUSG13159.1.p1
OG0007975	YEAST01243	OFUSG26469.1.p1
OG0007976	YEAST02259	OFUSG11047.1.p1
OG0007978	YEAST01491	OFUSG23595.1.p1
OG0007982	YEAST03186	OFUSG13066.1.p1, OFUSG13066.3.p1, OFUSG13066.2.p1
OG0007986	YEAST01263	OFUSG09300.1.p1
OG0007991	YEAST02341	OFUSG11336.1.p1
OG0007993	YEAST00089	OFUSG12464.1.p1
OG0007995	YEAST03463	OFUSG06540.1.p1
OG0007996	YEAST04079	OFUSG25545.1.p1
OG0007998	YEAST00688	OFUSG04732.1.p1
OG0008008	YEAST02355	OFUSG08327.1.p1
OG0008020	YEAST05433	OFUSG25021.1.p1
OG0008030	YEAST00039	OFUSG14835.1.p1
OG0008031	YEAST04719	OFUSG02167.1.p1
OG0008038	YEAST05601	OFUSG19938.1.p1
OG0008042	YEAST04557, YEAST00839	OFUSG04696.1.p1, OFUSG04696.3.p1, OFUSG04696.2.p1
OG0008053	YEAST05804	OFUSG07380.1.p1
OG0008055	YEAST05224	OFUSG18746.1.p1
OG0008056	YEAST04542	OFUSG12830.1.p1
OG0008069	YEAST00959	OFUSG21110.1.p1
OG0008074	YEAST05664	OFUSG23885.1.p1
OG0008079	YEAST03108	OFUSG21485.1.p1
OG0008085	YEAST04107	OFUSG06913.1.p1
OG0008091	YEAST06200	OFUSG24010.1.p1
OG0008100	YEAST03959	OFUSG01562.1.p1
OG0008103	YEAST05352	OFUSG12555.1.p1
OG0008104	YEAST06240	OFUSG19032.1.p1
OG0008105	YEAST03324	OFUSG12576.1.p1
OG0008111	YEAST06004, YEAST05693	OFUSG09040.1.p1
OG0008115	YEAST05684, YEAST06009	OFUSG11236.1.p1
OG0008122	YEAST01663	OFUSG10913.3.p1, OFUSG10913.4.p1, OFUSG10913.2.p1, OFUSG10913.1.p1
OG0008136	YEAST02756	OFUSG19526.1.p1
OG0008167	YEAST00909	OFUSG02460.1.p1, OFUSG17400.1.p1, OFUSG24989.1.p1, OFUSG20288.1.p1, OFUSG15165.1.p1, OFUSG15166.1.p1, OFUSG15167.1.p1, OFUSG21052.1.p1, OFUSG15150.1.p1, OFUSG22789.1.p1, OFUSG22759.1.p1, OFUSG22758.1.p1, OFUSG12480.1.p1, OFUSG24138.1.p1, OFUSG02410.1.p1, OFUSG18736.1.p1, OFUSG06798.1.p1, OFUSG26584.1.p1, OFUSG11963.1.p1, OFUSG25681.1.p1, OFUSG08594.1.p1
OG0008196	YEAST03623	OFUSG09768.1.p1
OG0008201	YEAST01163	OFUSG06477.1.p1
OG0008202	YEAST06186	OFUSG01243.1.p1
OG0008219	YEAST05754	OFUSG10555.1.p1
OG0008244	YEAST04999	OFUSG17823.1.p1
OG0008251	YEAST01472	OFUSG04432.1.p1
OG0008254	YEAST04740	OFUSG09022.1.p1
OG0008267	YEAST02722	OFUSG05618.1.p1
OG0008273	YEAST00628	OFUSG16901.1.p2
OG0008275	YEAST05358	OFUSG00447.1.p1
OG0008281	YEAST01387	OFUSG11718.1.p1
OG0008307	YEAST01285	OFUSG22258.1.p1
OG0008323	YEAST05718	OFUSG01139.1.p1
OG0008332	YEAST03366	OFUSG05493.1.p1
OG0008339	YEAST03286	OFUSG05573.1.p1
OG0008346	YEAST01382	OFUSG21846.1.p1
OG0008348	YEAST03383	OFUSG17668.1.p1
OG0008351	YEAST01276	OFUSG02204.1.p1
OG0008401	YEAST02115	OFUSG06169.1.p1
OG0008403	YEAST01318	OFUSG01568.1.p1
OG0008404	YEAST02842	OFUSG08101.1.p1
OG0008416	YEAST05168	OFUSG20930.1.p1
OG0008524	YEAST02216	OFUSG24099.1.p1
OG0008533	YEAST00770	OFUSG00049.1.p1
OG0008540	YEAST02219	OFUSG16024.1.p1
OG0008542	YEAST00506	OFUSG12183.1.p1
OG0008546	YEAST03499	OFUSG05395.1.p1
OG0008582	YEAST04883	OFUSG03358.1.p1
OG0008602	YEAST04166	OFUSG11976.1.p1
OG0008620	YEAST00843	OFUSG20037.1.p1
OG0008626	YEAST03306	OFUSG20255.1.p1
OG0008645	YEAST05803	OFUSG20879.1.p1
OG0008664	YEAST05851	OFUSG21883.1.p1, OFUSG21885.1.p1, OFUSG21884.1.p1, OFUSG21886.1.p1
OG0008677	YEAST03567	OFUSG13748.1.p1
OG0008680	YEAST02511	OFUSG06610.1.p1
OG0008681	YEAST04884	OFUSG26283.1.p1
OG0008789	YEAST05903	OFUSG07815.2.p1, OFUSG07815.1.p1
OG0008794	YEAST01976, YEAST00168, YEAST00957	OFUSG02206.1.p1
OG0008818	YEAST00271	OFUSG09313.1.p1
OG0008823	YEAST03936	OFUSG15629.1.p1, OFUSG15314.1.p1
OG0008824	YEAST01698	OFUSG07974.1.p1, OFUSG07974.2.p1
OG0008861	YEAST04983	OFUSG20546.1.p1
OG0008872	YEAST03799	OFUSG13246.1.p1, OFUSG13246.2.p1
OG0008873	YEAST04429	OFUSG11918.1.p1
OG0008879	YEAST05579	OFUSG22573.1.p1
OG0008887	YEAST00387	OFUSG15081.1.p1
OG0008903	YEAST01637	OFUSG06420.1.p1
OG0008923	YEAST01739	OFUSG05659.1.p1
OG0008946	YEAST00403	OFUSG03165.1.p1
OG0009013	YEAST03778	OFUSG06115.1.p1, OFUSG06115.2.p1, OFUSG07972.1.p1, OFUSG20378.2.p1, OFUSG20378.1.p1, OFUSG20378.3.p1, OFUSG20377.1.p1, OFUSG13791.1.p1, OFUSG22626.1.p1, OFUSG04310.1.p1, OFUSG04308.1.p1, OFUSG17635.1.p1, OFUSG04309.1.p1, OFUSG07520.1.p1, OFUSG07527.1.p1, OFUSG06452.1.p1, OFUSG06453.1.p1, OFUSG06761.1.p1, OFUSG21719.1.p1
OG0009026	YEAST00390, YEAST06086	OFUSG19525.1.p1
OG0009056	YEAST00322	OFUSG25199.1.p1
OG0009066	YEAST04511	OFUSG15489.2.p1, OFUSG15489.1.p1
OG0009099	YEAST05709	OFUSG18912.1.p1
OG0009105	YEAST02501	OFUSG11296.1.p1
OG0009165	YEAST05085, YEAST01742	OFUSG03774.1.p1
OG0009172	YEAST02854	OFUSG11813.1.p1
OG0009232	YEAST04731	OFUSG18656.1.p1
OG0009311	YEAST00623	OFUSG03423.1.p1
OG0009315	YEAST04722	OFUSG14677.1.p1
OG0009344	YEAST03868	OFUSG10536.1.p1
OG0009361	YEAST02727	OFUSG16777.1.p1
OG0009394	YEAST04927	OFUSG07164.1.p1
OG0009396	YEAST03896	OFUSG23229.1.p1
OG0009451	YEAST05755, YEAST04763	OFUSG05469.1.p1, OFUSG05469.2.p1
OG0009472	YEAST01737	OFUSG23265.1.p1
OG0009483	YEAST05877	OFUSG20618.1.p1
OG0009486	YEAST00324	OFUSG03543.1.p1
OG0009497	YEAST03830	OFUSG25559.1.p1, OFUSG21078.1.p1
OG0009582	YEAST04984	OFUSG22701.2.p1, OFUSG22701.1.p1, OFUSG24845.1.p1, OFUSG24846.1.p1, OFUSG16767.1.p1, OFUSG17584.1.p1
OG0009590	YEAST02138	OFUSG19261.1.p1
OG0009604	YEAST04803	OFUSG20315.1.p1
OG0009614	YEAST00622	OFUSG18217.1.p1
OG0009676	YEAST05959	OFUSG04823.1.p1
OG0009737	YEAST02025	OFUSG20672.1.p1, OFUSG20672.2.p1
OG0009892	YEAST01082	OFUSG09272.1.p1
OG0009911	YEAST03388	OFUSG17618.1.p1
OG0010229	YEAST00880, YEAST04666, YEAST04383	OFUSG15139.1.p1
OG0010284	YEAST01922	OFUSG23101.1.p1
OG0010369	YEAST01224	OFUSG18709.1.p1, OFUSG18709.2.p1
OG0010481	YEAST01854	OFUSG17210.1.p1
OG0010491	YEAST04603	OFUSG00929.1.p1, OFUSG00929.2.p1
OG0010841	YEAST05695	OFUSG23388.1.p1
OG0010858	YEAST04030, YEAST05272	OFUSG04316.1.p1
OG0010930	YEAST02641	OFUSG19379.1.p1, OFUSG19379.2.p1
OG0010980	YEAST00370	OFUSG13216.1.p1
OG0011003	YEAST03808	OFUSG12928.1.p1
OG0011111	YEAST00210	OFUSG12763.1.p1, OFUSG26488.1.p1
OG0011216	YEAST02293	OFUSG15582.1.p1
OG0011272	YEAST04075	OFUSG16002.1.p1
OG0011464	YEAST01096	OFUSG07754.1.p1, OFUSG07931.1.p1
OG0011734	YEAST04911	OFUSG14470.1.p1
OG0011960	YEAST01713	OFUSG11842.1.p1
OG0012801	YEAST04938, YEAST04971	OFUSG20860.1.p1
OG0013442	YEAST06090, YEAST01462, YEAST05562, YEAST00440, YEAST03773, YEAST03178, YEAST00432, YEAST05174, YEAST01616	OFUSG01369.1.p1
OG0014156	YEAST06334	OFUSG21218.4.p1, OFUSG21218.1.p1, OFUSG21218.2.p1, OFUSG21218.3.p1, OFUSG21224.1.p1
OG0015219	YEAST06205	OFUSG04702.1.p1
OG0016027	YEAST00487, YEAST01001	OFUSG00547.1.p1
OG0016400	YEAST06093, YEAST04389, YEAST01827	OFUSG15112.1.p1
OG0016445	YEAST04768, YEAST03664	OFUSG23829.1.p1, OFUSG21615.1.p1
OG0016568	YEAST04611, YEAST02099, YEAST04870	OFUSG01391.1.p1
OG0016569	YEAST04871, YEAST02100, YEAST04612	OFUSG01392.1.p1
OG0018045	YEAST01009	OFUSG05223.1.p1
OG0018045	YEAST01191	OFUSG02600.2.p1, OFUSG02600.1.p1
OG0018440	YEAST00661	OFUSG04559.1.p1
OG0019907	YEAST03365, YEAST01816	OFUSG22726.1.p1
OG0020448	YEAST04583	OFUSG14476.1.p1
OG0021660	YEAST02161, YEAST06124, YEAST03304	OFUSG12875.1.p1, OFUSG07210.1.p1
OG0023902	YEAST03101	OFUSG00618.1.p1
OG0024312	YEAST04012	OFUSG21381.1.p1
OG0024689	YEAST01592	OFUSG14899.1.p1
OG0025796	YEAST03100	OFUSG00879.1.p1, OFUSG02420.1.p1
OG0025844	YEAST00650	OFUSG03690.1.p1, OFUSG11956.1.p1, OFUSG11955.1.p1
OG0025850	YEAST05288	OFUSG08795.1.p1, OFUSG04261.1.p1, OFUSG04261.2.p1
OG0046812	YEAST02195	OFUSG17596.1.p1
