Orthogroup	YEAST	PFLAV
OG0008038	YEAST05601	TCONS_00047578.p1
OG0008042	YEAST04557, YEAST00839	TCONS_00055353.p1
OG0008053	YEAST05804	TCONS_00025511.p1
OG0008055	YEAST05224	TCONS_00048233.p1
OG0008056	YEAST04542	TCONS_00020391.p1
OG0008069	YEAST00959	TCONS_00054208.p1
OG0008074	YEAST05664	TCONS_00006416.p1
OG0008079	YEAST03108	TCONS_00050833.p1
OG0008085	YEAST04107	TCONS_00048120.p1
OG0008091	YEAST06200	TCONS_00005043.p1
OG0008100	YEAST03959	TCONS_00036085.p1
OG0008103	YEAST05352	TCONS_00010757.p1
OG0008104	YEAST06240	TCONS_00027076.p1
OG0008105	YEAST03324	TCONS_00010922.p1
OG0008110	YEAST00121	TCONS_00050270.p1
OG0008111	YEAST06004, YEAST05693	TCONS_00028948.p1
OG0008115	YEAST05684, YEAST06009	TCONS_00009612.p1
OG0008122	YEAST01663	TCONS_00012363.p1
OG0008127	YEAST05342	TCONS_00004442.p1, TCONS_00041696.p1
OG0008136	YEAST02756	TCONS_00008390.p1
OG0008196	YEAST03623	TCONS_00029450.p1
OG0008201	YEAST01163	TCONS_00048104.p1
OG0008202	YEAST06186	TCONS_00001733.p1
OG0008208	YEAST04341	TCONS_00049607.p1
OG0008219	YEAST05754	TCONS_00012416.p1
OG0008244	YEAST04999	TCONS_00014030.p1
OG0008251	YEAST01472	TCONS_00038738.p1
OG0008254	YEAST04740	TCONS_00014505.p1
OG0008267	YEAST02722	TCONS_00049070.p1
OG0008275	YEAST05358	TCONS_00001002.p1
OG0008281	YEAST01387	TCONS_00010339.p1
OG0008307	YEAST01285	TCONS_00006279.p1
OG0008323	YEAST05718	TCONS_00022548.p1
OG0008332	YEAST03366	TCONS_00003591.p1, TCONS_00010434.p1, TCONS_00026507.p1
OG0008339	YEAST03286	TCONS_00018555.p1
OG0008346	YEAST01382	TCONS_00004497.p1
OG0008348	YEAST03383	TCONS_00014673.p1, TCONS_00015811.p1
OG0008351	YEAST01276	TCONS_00057084.p1
OG0008401	YEAST02115	TCONS_00047658.p1
OG0008403	YEAST01318	TCONS_00000579.p1
OG0008404	YEAST02842	TCONS_00016582.p1
OG0008432	YEAST01317	TCONS_00042592.p1
OG0008524	YEAST02216	TCONS_00006173.p1
OG0008533	YEAST00770	TCONS_00002353.p1
OG0008540	YEAST02219	TCONS_00019944.p1
OG0008542	YEAST00506	TCONS_00028830.p1
OG0008546	YEAST03499	TCONS_00009322.p1
OG0008582	YEAST04883	TCONS_00024857.p1, TCONS_00024890.p1
OG0008601	YEAST03150	TCONS_00042388.p1
OG0008602	YEAST04166	TCONS_00009504.p1, TCONS_00010870.p1
OG0008626	YEAST03306	TCONS_00007557.p1
OG0008645	YEAST05803	TCONS_00018903.p1
OG0008654	YEAST03590	TCONS_00013145.p1
OG0008664	YEAST05851	TCONS_00010902.p1, TCONS_00010906.p1
OG0008677	YEAST03567	TCONS_00018655.p1, TCONS_00018707.p1
OG0008680	YEAST02511	TCONS_00027814.p1
OG0008681	YEAST04884	TCONS_00018263.p1
OG0008705	YEAST06239	TCONS_00018862.p1
OG0008789	YEAST05903	TCONS_00025261.p1, TCONS_00023879.p1
OG0008794	YEAST01976, YEAST00168, YEAST00957	TCONS_00042636.p1
OG0008799	YEAST03377	TCONS_00014650.p1
OG0008823	YEAST03936	TCONS_00005406.p1
OG0008824	YEAST01698	TCONS_00016059.p1
OG0008861	YEAST04983	TCONS_00009011.p1
OG0008872	YEAST03799	TCONS_00053192.p1
OG0008873	YEAST04429	TCONS_00030494.p1
OG0008879	YEAST05579	TCONS_00005767.p1
OG0008887	YEAST00387	TCONS_00006542.p1, TCONS_00006541.p1
OG0008923	YEAST01739	TCONS_00026497.p1
OG0008946	YEAST00403	TCONS_00043769.p1
OG0009056	YEAST00322	TCONS_00009666.p1
OG0009066	YEAST04511	TCONS_00006464.p1
OG0009099	YEAST05709	TCONS_00044297.p1, TCONS_00044296.p1, TCONS_00016186.p1, TCONS_00044295.p1
OG0009105	YEAST02501	TCONS_00009606.p1
OG0009115	YEAST05628, YEAST04158	TCONS_00053459.p1
OG0009118	YEAST03618	TCONS_00054312.p1
OG0009165	YEAST05085, YEAST01742	TCONS_00043929.p1
OG0009166	YEAST03055	TCONS_00018755.p1
OG0009172	YEAST02854	TCONS_00056828.p1
OG0009182	YEAST03621	TCONS_00016686.p1
OG0009232	YEAST04731	TCONS_00051738.p1
OG0009311	YEAST00623	TCONS_00044189.p1
OG0009315	YEAST04722	TCONS_00021325.p1
OG0009361	YEAST02727	TCONS_00004277.p1
OG0009394	YEAST04927	TCONS_00014951.p1, TCONS_00014953.p1
OG0009396	YEAST03896	TCONS_00051298.p1, TCONS_00051285.p1, TCONS_00017389.p1
OG0009451	YEAST05755, YEAST04763	TCONS_00027825.p1
OG0009472	YEAST01737	TCONS_00050735.p1
OG0009483	YEAST05877	TCONS_00008076.p1
OG0009492	YEAST00632	TCONS_00049462.p1
OG0009497	YEAST03830	TCONS_00054591.p1
OG0009555	YEAST03831	TCONS_00007140.p1
OG0009582	YEAST04984	TCONS_00006474.p1
OG0009590	YEAST02138	TCONS_00048115.p1
OG0009649	YEAST01825	TCONS_00011457.p1
OG0009676	YEAST05959	TCONS_00009332.p1
OG0009737	YEAST02025	TCONS_00009040.p1
OG0009911	YEAST03388	TCONS_00051118.p1
OG0009920	YEAST05355	TCONS_00024325.p1
OG0009926	YEAST03054	TCONS_00016239.p1
OG0010229	YEAST00880, YEAST04666, YEAST04383	TCONS_00005177.p1
OG0010369	YEAST01224	TCONS_00029676.p1
OG0010481	YEAST01854	TCONS_00018264.p1
OG0010491	YEAST04603	TCONS_00000928.p1, TCONS_00000946.p1
OG0010841	YEAST05695	TCONS_00045278.p1, TCONS_00045277.p1
OG0010930	YEAST02641	TCONS_00027007.p1, TCONS_00027010.p1
OG0010980	YEAST00370	TCONS_00000636.p1
OG0011003	YEAST03808	TCONS_00038944.p1
OG0011111	YEAST00210	TCONS_00051134.p1
OG0011216	YEAST02293	TCONS_00026034.p1
OG0011258	YEAST02930	TCONS_00008074.p1
OG0011272	YEAST04075	TCONS_00057076.p1
OG0011313	YEAST03172	TCONS_00043440.p1
OG0011734	YEAST04911	TCONS_00022711.p1
OG0012113	YEAST02760	TCONS_00021591.p1, TCONS_00045834.p1, TCONS_00022333.p1, TCONS_00056968.p1, TCONS_00056966.p1, TCONS_00022334.p1, TCONS_00056967.p1
OG0012188	YEAST02442	TCONS_00052995.p1
OG0012801	YEAST04938, YEAST04971	TCONS_00007704.p1
OG0012922	YEAST02277	TCONS_00029313.p1
OG0013796	YEAST05401	TCONS_00021057.p1
OG0016886	YEAST00907	TCONS_00055093.p1
OG0017286	YEAST01130	TCONS_00006283.p1
OG0019024	YEAST06336	TCONS_00044707.p1, TCONS_00044706.p1, TCONS_00044912.p1
