Orthogroup	YEAST	APOSJ_ok
OG0003967	YEAST05935	APOSJ_28209, APOSJ_49131, APOSJ_28208, APOSJ_28211, APOSJ_28207, APOSJ_28210
OG0003969	YEAST02146	APOSJ_16715, APOSJ_16714
OG0003971	YEAST00520	APOSJ_43957, APOSJ_10259, APOSJ_09006, APOSJ_10260, APOSJ_10257, APOSJ_10254, APOSJ_43958, APOSJ_10252, APOSJ_43959, APOSJ_10258, APOSJ_43960, APOSJ_10256, APOSJ_00795, APOSJ_10255
OG0003972	YEAST06331	APOSJ_12102, APOSJ_12104, APOSJ_12100, APOSJ_12098, APOSJ_12101, APOSJ_12103, APOSJ_12099, APOSJ_12097
OG0003973	YEAST06329	APOSJ_04402
OG0003978	YEAST03551, YEAST00942, YEAST05399	APOSJ_55760
OG0003999	YEAST05604	APOSJ_35875, APOSJ_27825, APOSJ_27829, APOSJ_04465, APOSJ_04464, APOSJ_22309, APOSJ_27828
OG0004000	YEAST06060	APOSJ_57306, APOSJ_19169, APOSJ_56465, APOSJ_56464, APOSJ_56463
OG0004005	YEAST06216	APOSJ_63218
OG0004007	YEAST01456	APOSJ_46677
OG0004012	YEAST00755	APOSJ_34125, APOSJ_09517, APOSJ_09518, APOSJ_25236, APOSJ_34126, APOSJ_34129, APOSJ_34127, APOSJ_09519, APOSJ_09516
OG0004017	YEAST03019	APOSJ_11378, APOSJ_11375, APOSJ_11377, APOSJ_06664
OG0004023	YEAST04349	APOSJ_06713, APOSJ_58355, APOSJ_06711, APOSJ_58345
OG0004027	YEAST03587	APOSJ_49299, APOSJ_45269, APOSJ_45268
OG0004032	YEAST02562	APOSJ_52434
OG0004033	YEAST02572	APOSJ_09114, APOSJ_09115
OG0004035	YEAST02134	APOSJ_51358
OG0004037	YEAST03371	APOSJ_10038, APOSJ_10035, APOSJ_10042, APOSJ_10034, APOSJ_10036, APOSJ_10040, APOSJ_10037, APOSJ_10039, APOSJ_10041
OG0004042	YEAST05578	APOSJ_17978, APOSJ_29710
OG0004044	YEAST05367	APOSJ_22041, APOSJ_22040, APOSJ_22042
OG0004047	YEAST02496	APOSJ_53255
OG0004051	YEAST01772	APOSJ_22991
OG0004052	YEAST03705	APOSJ_60180
OG0004054	YEAST05576	APOSJ_30472, APOSJ_30474
OG0004056	YEAST05698	APOSJ_04445, APOSJ_24694, APOSJ_24693
OG0004057	YEAST05620	APOSJ_49349, APOSJ_49351
OG0004059	YEAST00030	APOSJ_43581, APOSJ_64165
OG0004065	YEAST00772	APOSJ_57919, APOSJ_27155, APOSJ_57917
OG0004067	YEAST02665	APOSJ_50812, APOSJ_50813, APOSJ_11707, APOSJ_48072, APOSJ_50809, APOSJ_10624, APOSJ_50816, APOSJ_50815, APOSJ_50811, APOSJ_50814
OG0004068	YEAST03461	APOSJ_42403, APOSJ_00827
OG0004071	YEAST02893	APOSJ_06090, APOSJ_17404
OG0004072	YEAST02440	APOSJ_01871, APOSJ_07850
OG0004075	YEAST02332	APOSJ_25500, APOSJ_25499, APOSJ_01170
OG0004076	YEAST05461	APOSJ_49321, APOSJ_39483, APOSJ_49320, APOSJ_49319
OG0004079	YEAST04385	APOSJ_62613, APOSJ_47957
OG0004080	YEAST00812	APOSJ_45292
OG0004082	YEAST00063, YEAST05409	APOSJ_39700, APOSJ_39703, APOSJ_39702, APOSJ_39704, APOSJ_39701
OG0004090	YEAST02301, YEAST02021	APOSJ_47462, APOSJ_56654, APOSJ_44717
OG0004091	YEAST04715	APOSJ_57744
OG0004092	YEAST03564, YEAST06307	APOSJ_23296
OG0004096	YEAST00160	APOSJ_33043, APOSJ_26027
OG0004097	YEAST05039	APOSJ_28560, APOSJ_27095, APOSJ_20538, APOSJ_20539
OG0004101	YEAST03547, YEAST02901	APOSJ_32768
OG0004102	YEAST05787	APOSJ_41142, APOSJ_41138, APOSJ_41139, APOSJ_41140, APOSJ_41137, APOSJ_41141
OG0004105	YEAST01700, YEAST01565	APOSJ_39532, APOSJ_47284
OG0004110	YEAST02825	APOSJ_27265, APOSJ_27266, APOSJ_25256, APOSJ_25257, APOSJ_28123
OG0004113	YEAST02059	APOSJ_08212, APOSJ_08213, APOSJ_08211, APOSJ_51701
OG0004115	YEAST00325	APOSJ_09756
OG0004116	YEAST00481	APOSJ_16580, APOSJ_16579, APOSJ_16576, APOSJ_16578, APOSJ_16575, APOSJ_16574
OG0004118	YEAST01855	APOSJ_47133, APOSJ_47137, APOSJ_47136, APOSJ_47139, APOSJ_43904, APOSJ_53847, APOSJ_53851, APOSJ_47131
OG0004119	YEAST02170	APOSJ_47977, APOSJ_40715, APOSJ_54587, APOSJ_54583
OG0004120	YEAST01953	APOSJ_24987, APOSJ_44036
OG0004123	YEAST04761	APOSJ_14093, APOSJ_14094
OG0004124	YEAST01139	APOSJ_19925
OG0004127	YEAST06097	APOSJ_26375, APOSJ_36205
OG0004130	YEAST03149	APOSJ_35159
OG0004134	YEAST05611	APOSJ_05189, APOSJ_38091
OG0004136	YEAST01084	APOSJ_23894, APOSJ_23893
OG0004142	YEAST05774	APOSJ_08510, APOSJ_33083, APOSJ_07656, APOSJ_20891
OG0004148	YEAST00867	APOSJ_15590, APOSJ_02537
OG0004150	YEAST04690	APOSJ_63641, APOSJ_63642
OG0004151	YEAST04284	APOSJ_49143, APOSJ_27120, APOSJ_17144
OG0004153	YEAST05958, YEAST04386, YEAST00290	APOSJ_31271, APOSJ_31272, APOSJ_31274
OG0004154	YEAST05587	APOSJ_28192
OG0004158	YEAST03379	APOSJ_24295
OG0004161	YEAST04124	APOSJ_05031, APOSJ_05028, APOSJ_59026, APOSJ_05032
OG0004162	YEAST04517	APOSJ_08687, APOSJ_08685, APOSJ_08686
OG0004166	YEAST00189	APOSJ_58064, APOSJ_58065
OG0004168	YEAST03028	APOSJ_58123, APOSJ_58120, APOSJ_58124, APOSJ_58125
OG0004169	YEAST05813	APOSJ_65086, APOSJ_65087, APOSJ_38510
OG0004170	YEAST05906	APOSJ_23584, APOSJ_23583, APOSJ_23582
OG0004171	YEAST04501	APOSJ_58574, APOSJ_58572, APOSJ_58573, APOSJ_58575
OG0004179	YEAST01050	APOSJ_03859
OG0004181	YEAST03406	APOSJ_35918, APOSJ_35919
OG0004182	YEAST03699	APOSJ_28808, APOSJ_10411
OG0004184	YEAST00127	APOSJ_47177, APOSJ_39370
OG0004186	YEAST04981	APOSJ_13580
OG0004188	YEAST02761	APOSJ_58128, APOSJ_02500, APOSJ_02502, APOSJ_02501
OG0004215	YEAST04590	APOSJ_02006, APOSJ_02007, APOSJ_12289, APOSJ_02005
OG0004217	YEAST01257	APOSJ_38534, APOSJ_38531, APOSJ_41385, APOSJ_38532
OG0004219	YEAST00912	APOSJ_02049, APOSJ_59197, APOSJ_59196, APOSJ_59195
OG0004222	YEAST05826	APOSJ_45333, APOSJ_45332, APOSJ_51206, APOSJ_45339, APOSJ_51207, APOSJ_51211, APOSJ_45334, APOSJ_45336
OG0004230	YEAST02220	APOSJ_35640
OG0004232	YEAST05931	APOSJ_13650, APOSJ_55643, APOSJ_13653, APOSJ_56259, APOSJ_13651
OG0004236	YEAST05432	APOSJ_08973, APOSJ_08972, APOSJ_57202
OG0004237	YEAST04445, YEAST04344	APOSJ_14261
OG0004239	YEAST05144	APOSJ_53430, APOSJ_53429, APOSJ_53433, APOSJ_53432, APOSJ_63234, APOSJ_53431
OG0004243	YEAST00306	APOSJ_56942
OG0004245	YEAST00859	APOSJ_13915, APOSJ_13916
OG0004248	YEAST03678	APOSJ_37110, APOSJ_58250, APOSJ_32234, APOSJ_37111, APOSJ_37112, APOSJ_30287
OG0004249	YEAST02740	APOSJ_41833, APOSJ_41834
OG0004250	YEAST05543	APOSJ_60151
OG0004252	YEAST05178	APOSJ_42187, APOSJ_03029, APOSJ_42188, APOSJ_03028, APOSJ_64630, APOSJ_42185, APOSJ_64632, APOSJ_64627
OG0004254	YEAST03900	APOSJ_48800
OG0004258	YEAST00665	APOSJ_34700, APOSJ_34699
OG0004259	YEAST03730	APOSJ_46164
OG0004261	YEAST02564	APOSJ_02868, APOSJ_02867, APOSJ_02869, APOSJ_02870
OG0004262	YEAST02368	APOSJ_50876, APOSJ_50878
OG0004268	YEAST00496	APOSJ_17745, APOSJ_46152, APOSJ_16921, APOSJ_24703, APOSJ_56905, APOSJ_46151, APOSJ_17746, APOSJ_17743, APOSJ_56906, APOSJ_46147
OG0004269	YEAST04758	APOSJ_26849
OG0004273	YEAST02547	APOSJ_05593, APOSJ_05595, APOSJ_05597, APOSJ_05596, APOSJ_05594, APOSJ_05592
OG0004278	YEAST00243	APOSJ_25642, APOSJ_25639, APOSJ_48824, APOSJ_04148, APOSJ_48819, APOSJ_25640
OG0004280	YEAST05895	APOSJ_38937, APOSJ_38938, APOSJ_38941, APOSJ_43710, APOSJ_38940
OG0004282	YEAST02575, YEAST06242	APOSJ_11395, APOSJ_10756
OG0004283	YEAST04184	APOSJ_38360, APOSJ_47562, APOSJ_18818
OG0004287	YEAST01708	APOSJ_07020, APOSJ_07021
OG0004289	YEAST05719	APOSJ_49583, APOSJ_49584
OG0004291	YEAST00852	APOSJ_44191, APOSJ_44190, APOSJ_44192
OG0004292	YEAST02537	APOSJ_39213, APOSJ_39212, APOSJ_45311, APOSJ_39211, APOSJ_39214, APOSJ_39215, APOSJ_39216, APOSJ_39210, APOSJ_64722
OG0004295	YEAST05946	APOSJ_47074, APOSJ_54516, APOSJ_54514, APOSJ_47073
OG0004297	YEAST01463	APOSJ_22517, APOSJ_22516, APOSJ_22518
OG0004300	YEAST05309	APOSJ_51781, APOSJ_51782, APOSJ_51783, APOSJ_53981, APOSJ_51786, APOSJ_51784, APOSJ_51785
OG0004301	YEAST03850	APOSJ_09439, APOSJ_09438
OG0004302	YEAST05203	APOSJ_24435, APOSJ_24434
OG0004303	YEAST02492	APOSJ_25759, APOSJ_25760
OG0004304	YEAST02425, YEAST05929	APOSJ_04217
OG0004305	YEAST02123	APOSJ_42738, APOSJ_42737
OG0004307	YEAST04592	APOSJ_11587, APOSJ_11586
OG0004308	YEAST04835	APOSJ_45570, APOSJ_45566, APOSJ_45567, APOSJ_29960, APOSJ_45568, APOSJ_45571, APOSJ_45569, APOSJ_18006
OG0004309	YEAST05924	APOSJ_57811, APOSJ_21592, APOSJ_57812, APOSJ_57813, APOSJ_48558, APOSJ_34534
OG0004310	YEAST05001	APOSJ_01689
OG0004312	YEAST03330	APOSJ_35494, APOSJ_54590, APOSJ_62061, APOSJ_35495, APOSJ_39999, APOSJ_35493, APOSJ_39998, APOSJ_15672, APOSJ_44374, APOSJ_40000, APOSJ_63055
OG0004314	YEAST00500	APOSJ_00039
OG0004324	YEAST04322	APOSJ_02561, APOSJ_02562
OG0004330	YEAST06277	APOSJ_17652, APOSJ_17651, APOSJ_45675, APOSJ_45673
OG0004331	YEAST06230	APOSJ_19200, APOSJ_19199, APOSJ_19198, APOSJ_19201
OG0004333	YEAST01391	APOSJ_17714, APOSJ_17711, APOSJ_17713, APOSJ_17712
OG0004335	YEAST01057	APOSJ_54019, APOSJ_54020
OG0004337	YEAST05652	APOSJ_45076, APOSJ_45077, APOSJ_45078, APOSJ_54767, APOSJ_38756
OG0004338	YEAST05023	APOSJ_04497
OG0004344	YEAST02441	APOSJ_24339, APOSJ_52491, APOSJ_24337, APOSJ_24338, APOSJ_52492
OG0004345	YEAST04894	APOSJ_44437, APOSJ_11717, APOSJ_01270, APOSJ_44438, APOSJ_01268, APOSJ_07906, APOSJ_44435, APOSJ_11725, APOSJ_01271, APOSJ_01269
OG0004348	YEAST03956	APOSJ_30450, APOSJ_30451, APOSJ_30446, APOSJ_30447, APOSJ_30449, APOSJ_30448
OG0004350	YEAST04742	APOSJ_19518
OG0004351	YEAST04167	APOSJ_12501, APOSJ_12503, APOSJ_12505, APOSJ_12504, APOSJ_12502
OG0004353	YEAST05143	APOSJ_63075, APOSJ_63070, APOSJ_63105, APOSJ_03421, APOSJ_42992, APOSJ_42991
OG0004356	YEAST02877	APOSJ_06683, APOSJ_06682, APOSJ_06680, APOSJ_06685
OG0004357	YEAST02304	APOSJ_35867, APOSJ_35868
OG0004358	YEAST01304	APOSJ_61183, APOSJ_61184
OG0004359	YEAST01873	APOSJ_38643
OG0004364	YEAST00647	APOSJ_40812, APOSJ_40813, APOSJ_35046
OG0004366	YEAST01097	APOSJ_23971
OG0004369	YEAST04013	APOSJ_26885, APOSJ_53321, APOSJ_26884
OG0004370	YEAST02378	APOSJ_40093, APOSJ_40091
OG0004374	YEAST00556	APOSJ_50566, APOSJ_43591, APOSJ_13715, APOSJ_56287, APOSJ_47185
OG0004377	YEAST05181	APOSJ_55933, APOSJ_41101
OG0004378	YEAST03291	APOSJ_41606
OG0004379	YEAST02180, YEAST04152	APOSJ_25359, APOSJ_25358, APOSJ_25357
OG0004380	YEAST04825	APOSJ_51271, APOSJ_50486
OG0004382	YEAST03218	APOSJ_41045, APOSJ_56596
OG0004394	YEAST00619	APOSJ_00441
OG0004396	YEAST01668	APOSJ_35550
OG0004400	YEAST03238, YEAST03731	APOSJ_06143, APOSJ_06141, APOSJ_06139, APOSJ_06144, APOSJ_38658, APOSJ_06145, APOSJ_06140, APOSJ_06142
OG0004401	YEAST04219	APOSJ_62807, APOSJ_18803, APOSJ_62811, APOSJ_62808, APOSJ_62809
OG0004404	YEAST00833, YEAST00883	APOSJ_31670
OG0004417	YEAST03358	APOSJ_63269
OG0004425	YEAST04958	APOSJ_27679, APOSJ_27680
OG0004426	YEAST01028	APOSJ_07967
OG0004460	YEAST06162	APOSJ_48356, APOSJ_48358, APOSJ_48353, APOSJ_48355, APOSJ_48357, APOSJ_48354
OG0004462	YEAST03397	APOSJ_54615, APOSJ_54616, APOSJ_54614, APOSJ_04018
OG0004468	YEAST04439	APOSJ_00987, APOSJ_00985, APOSJ_00986, APOSJ_03831, APOSJ_00984
OG0004472	YEAST06199	APOSJ_33516, APOSJ_33515, APOSJ_33514, APOSJ_11954
OG0004479	YEAST00474	APOSJ_40612
OG0004484	YEAST01989	APOSJ_60209, APOSJ_60210, APOSJ_60211, APOSJ_60212
OG0004486	YEAST00968	APOSJ_16136, APOSJ_16137, APOSJ_16135, APOSJ_36312, APOSJ_16134, APOSJ_16133
OG0004489	YEAST03700	APOSJ_37840
OG0004490	YEAST02887	APOSJ_17872, APOSJ_57025
OG0004492	YEAST05415, YEAST01368	APOSJ_59353, APOSJ_45913
OG0004494	YEAST03738	APOSJ_61371, APOSJ_61372, APOSJ_61370, APOSJ_61369, APOSJ_61368
OG0004495	YEAST00946	APOSJ_02531, APOSJ_63974, APOSJ_02532
OG0004498	YEAST02716	APOSJ_23699
OG0004500	YEAST04651	APOSJ_30546, APOSJ_30549, APOSJ_30550, APOSJ_30552, APOSJ_41394, APOSJ_30548, APOSJ_30551, APOSJ_30547, APOSJ_30545
OG0004503	YEAST02385	APOSJ_46999, APOSJ_47000, APOSJ_47001, APOSJ_47002
OG0004505	YEAST01701	APOSJ_36764, APOSJ_61749, APOSJ_36766, APOSJ_36765, APOSJ_36763
OG0004506	YEAST06061	APOSJ_29395, APOSJ_29393, APOSJ_29390, APOSJ_29392, APOSJ_29394, APOSJ_29391
OG0004507	YEAST04994	APOSJ_22032, APOSJ_22028, APOSJ_22029, APOSJ_22033, APOSJ_61778, APOSJ_22031
OG0004512	YEAST01510	APOSJ_61881, APOSJ_61880, APOSJ_61882
OG0004513	YEAST04235	APOSJ_43520
OG0004515	YEAST05737	APOSJ_26005, APOSJ_57373, APOSJ_57370, APOSJ_57372
OG0004519	YEAST01596	APOSJ_05325, APOSJ_05324, APOSJ_05323, APOSJ_05326, APOSJ_05322, APOSJ_05321
OG0004520	YEAST06001, YEAST05696	APOSJ_48507
OG0004525	YEAST03937	APOSJ_46859, APOSJ_46855, APOSJ_37649, APOSJ_37651, APOSJ_37650, APOSJ_46860, APOSJ_46858, APOSJ_37647, APOSJ_46862, APOSJ_46861, APOSJ_44175, APOSJ_46857
OG0004526	YEAST02603	APOSJ_49516, APOSJ_40613, APOSJ_49517
OG0004529	YEAST03981	APOSJ_18746, APOSJ_54079, APOSJ_18745
OG0004535	YEAST02221	APOSJ_47903
OG0004538	YEAST02750	APOSJ_47082, APOSJ_47083, APOSJ_47080, APOSJ_47081
OG0004541	YEAST02645, YEAST03788, YEAST04781	APOSJ_28476, APOSJ_28477
OG0004542	YEAST04816, YEAST04623	APOSJ_09798
OG0004545	YEAST02071	APOSJ_18825, APOSJ_05936
OG0004546	YEAST04485	APOSJ_60136
OG0004551	YEAST00426	APOSJ_25013
OG0004554	YEAST05640, YEAST04172	APOSJ_64349
OG0004559	YEAST04428	APOSJ_32584, APOSJ_32583, APOSJ_32588, APOSJ_32585, APOSJ_32586
OG0004563	YEAST04325	APOSJ_17800, APOSJ_34022
OG0004566	YEAST02192	APOSJ_47264, APOSJ_18488
OG0004567	YEAST05747	APOSJ_14393, APOSJ_14394
OG0004571	YEAST02127	APOSJ_54565, APOSJ_65127
OG0004573	YEAST00677	APOSJ_29168, APOSJ_29167
OG0004577	YEAST02283	APOSJ_23049, APOSJ_24477
OG0004579	YEAST00134	APOSJ_08004, APOSJ_08003, APOSJ_08002
OG0004581	YEAST03583, YEAST04618	APOSJ_63248, APOSJ_63250, APOSJ_63247, APOSJ_63249
OG0004582	YEAST04377	APOSJ_01551, APOSJ_01550
OG0004583	YEAST05833	APOSJ_12812, APOSJ_27621
OG0004584	YEAST03457	APOSJ_16039, APOSJ_35634, APOSJ_16042, APOSJ_64128, APOSJ_64306, APOSJ_64119, APOSJ_16041, APOSJ_16040, APOSJ_64011, APOSJ_25630
OG0004585	YEAST01153	APOSJ_11065, APOSJ_04735, APOSJ_44625, APOSJ_44624, APOSJ_04738, APOSJ_26795
OG0004590	YEAST03622, YEAST00886	APOSJ_40761
OG0004593	YEAST01231	APOSJ_32587
OG0004606	YEAST05926	APOSJ_07080, APOSJ_07081
OG0004609	YEAST05326	APOSJ_02939, APOSJ_02938
OG0004610	YEAST04487, YEAST01427	APOSJ_39988
OG0004611	YEAST04613	APOSJ_36155, APOSJ_36154
OG0004616	YEAST00250, YEAST02830	APOSJ_54508, APOSJ_54510
OG0004619	YEAST03531	APOSJ_24437, APOSJ_57786
OG0004621	YEAST00178	APOSJ_20142, APOSJ_20141, APOSJ_20140
OG0004623	YEAST04421	APOSJ_15744, APOSJ_42274, APOSJ_49515, APOSJ_15747, APOSJ_15742, APOSJ_49503, APOSJ_15741
OG0004626	YEAST00427	APOSJ_09432
OG0004630	YEAST01322, YEAST02951	APOSJ_06481, APOSJ_64442
OG0004633	YEAST03510	APOSJ_60295, APOSJ_05589
OG0004634	YEAST00262, YEAST00249	APOSJ_52595
OG0004635	YEAST02703	APOSJ_20471, APOSJ_20472
OG0004639	YEAST02924	APOSJ_29227, APOSJ_12315, APOSJ_12317, APOSJ_12314, APOSJ_12312, APOSJ_12318, APOSJ_12358, APOSJ_52398
OG0004648	YEAST04721, YEAST05892	APOSJ_51789
OG0004649	YEAST02284	APOSJ_03738
OG0004651	YEAST01146	APOSJ_37202, APOSJ_16304, APOSJ_16306, APOSJ_37198, APOSJ_16305
OG0004654	YEAST00988	APOSJ_27102, APOSJ_04717
OG0004656	YEAST04281	APOSJ_13371, APOSJ_13372, APOSJ_18597
OG0004657	YEAST00473	APOSJ_58513, APOSJ_58512
OG0004658	YEAST04140	APOSJ_35592, APOSJ_35591
OG0004659	YEAST02251	APOSJ_57778, APOSJ_57779
OG0004660	YEAST06221, YEAST00721	APOSJ_58983, APOSJ_58984
OG0004663	YEAST01161	APOSJ_25139, APOSJ_27412, APOSJ_27413, APOSJ_25138
OG0004664	YEAST05162	APOSJ_05054, APOSJ_05055
OG0004668	YEAST01610	APOSJ_11452, APOSJ_11454, APOSJ_11453
OG0004669	YEAST00949	APOSJ_11523, APOSJ_11521, APOSJ_11520, APOSJ_11522, APOSJ_11527, APOSJ_11519, APOSJ_11524, APOSJ_29240
OG0004670	YEAST03416	APOSJ_27560, APOSJ_27559
OG0004671	YEAST02606	APOSJ_61612, APOSJ_29692
OG0004674	YEAST05448	APOSJ_60649, APOSJ_60648, APOSJ_22858, APOSJ_60653, APOSJ_60650, APOSJ_60652, APOSJ_60647, APOSJ_22857
OG0004675	YEAST05072, YEAST02983	APOSJ_44812
OG0004676	YEAST05785, YEAST00056, YEAST02694	APOSJ_49947, APOSJ_49945, APOSJ_49946
OG0004678	YEAST02777, YEAST04846	APOSJ_37602
OG0004682	YEAST02876	APOSJ_07286
OG0004683	YEAST00676	APOSJ_37936, APOSJ_03233, APOSJ_37937, APOSJ_36657, APOSJ_36656, APOSJ_37685, APOSJ_37935, APOSJ_37684, APOSJ_37938
OG0004684	YEAST05643	APOSJ_18550, APOSJ_21507
OG0004685	YEAST04200	APOSJ_31674
OG0004687	YEAST00982	APOSJ_05747, APOSJ_09827, APOSJ_10413, APOSJ_09822
OG0004691	YEAST00819	APOSJ_51209, APOSJ_45335, APOSJ_45338, APOSJ_45337, APOSJ_50580, APOSJ_51208, APOSJ_59390, APOSJ_51210
OG0004699	YEAST05453	APOSJ_55894, APOSJ_02063, APOSJ_02062, APOSJ_02060, APOSJ_02061, APOSJ_02064
OG0004702	YEAST03387	APOSJ_45920, APOSJ_45921, APOSJ_45922, APOSJ_45923
OG0004703	YEAST00841	APOSJ_53719
OG0004705	YEAST05591	APOSJ_61910, APOSJ_61909, APOSJ_61911
OG0004708	YEAST04540	APOSJ_30532, APOSJ_41458, APOSJ_41460, APOSJ_49611, APOSJ_41457, APOSJ_41461, APOSJ_41456, APOSJ_41459
OG0004711	YEAST03281	APOSJ_65085
OG0004728	YEAST04662, YEAST00882	APOSJ_07236
OG0004733	YEAST06337	APOSJ_23791, APOSJ_10251, APOSJ_33490, APOSJ_26084, APOSJ_20287, APOSJ_26089
OG0004735	YEAST04508	APOSJ_46617, APOSJ_63492, APOSJ_23807, APOSJ_60864, APOSJ_53268, APOSJ_46622, APOSJ_46621, APOSJ_46618, APOSJ_46620, APOSJ_46619, APOSJ_63494, APOSJ_63493
OG0004739	YEAST01817	APOSJ_02843, APOSJ_31863, APOSJ_31865, APOSJ_31862, APOSJ_31867, APOSJ_31866, APOSJ_35447, APOSJ_31864
OG0004740	YEAST04029	APOSJ_35834, APOSJ_48597, APOSJ_35832, APOSJ_48596
OG0004743	YEAST04299	APOSJ_04285
OG0004747	YEAST01134	APOSJ_18401, APOSJ_18402
OG0004748	YEAST03942	APOSJ_43496, APOSJ_43495, APOSJ_06318, APOSJ_62904, APOSJ_62906, APOSJ_62903, APOSJ_62905
OG0004749	YEAST05904	APOSJ_52342, APOSJ_52343, APOSJ_52341, APOSJ_52346, APOSJ_52344
OG0004753	YEAST04746	APOSJ_07565, APOSJ_44749
OG0004755	YEAST03690	APOSJ_26865, APOSJ_40488
OG0004756	YEAST03704	APOSJ_45019, APOSJ_45026, APOSJ_14678, APOSJ_45021, APOSJ_41788, APOSJ_45023, APOSJ_45020, APOSJ_45022
OG0004759	YEAST02912	APOSJ_44279, APOSJ_34124, APOSJ_14850, APOSJ_14849, APOSJ_44277, APOSJ_44278, APOSJ_34121, APOSJ_34122
OG0004760	YEAST01847	APOSJ_22764, APOSJ_22765
OG0004764	YEAST04443, YEAST04345	APOSJ_38514, APOSJ_38515, APOSJ_38516, APOSJ_41282
OG0004765	YEAST02487	APOSJ_30265
OG0004766	YEAST01053	APOSJ_20896
OG0004767	YEAST03559	APOSJ_23070, APOSJ_03714, APOSJ_03716, APOSJ_03715, APOSJ_23071, APOSJ_03713, APOSJ_33008, APOSJ_08452
OG0004768	YEAST02666	APOSJ_42734, APOSJ_62922
OG0004769	YEAST06228	APOSJ_08618
OG0004770	YEAST03432	APOSJ_22519, APOSJ_22520
OG0004774	YEAST06062	APOSJ_31368, APOSJ_31374, APOSJ_31378, APOSJ_31360
OG0004785	YEAST04153	APOSJ_01639
OG0004786	YEAST01015	APOSJ_11054
OG0004787	YEAST02164	APOSJ_58791, APOSJ_02693
OG0004795	YEAST02163	APOSJ_64010, APOSJ_64009
OG0004797	YEAST00371	APOSJ_14889
OG0004805	YEAST03570	APOSJ_22548
OG0004808	YEAST02354	APOSJ_06149, APOSJ_06135, APOSJ_24939, APOSJ_11042
OG0004811	YEAST01683	APOSJ_46141, APOSJ_46140, APOSJ_46142, APOSJ_46138, APOSJ_25933
OG0004814	YEAST05710	APOSJ_40107, APOSJ_38254, APOSJ_38049, APOSJ_38048, APOSJ_38045, APOSJ_38050, APOSJ_40125, APOSJ_38047
OG0004816	YEAST04664	APOSJ_14946, APOSJ_59629
OG0004819	YEAST00279	APOSJ_56296, APOSJ_56297
OG0004820	YEAST05404	APOSJ_04253, APOSJ_04254
OG0004822	YEAST03199	APOSJ_06528
OG0004833	YEAST01309	APOSJ_62403
OG0004836	YEAST00658	APOSJ_27697, APOSJ_40200, APOSJ_40202
OG0004840	YEAST01399	APOSJ_14016, APOSJ_14014, APOSJ_22814, APOSJ_14017
OG0004841	YEAST01375	APOSJ_41059
OG0004842	YEAST05083	APOSJ_12601, APOSJ_12602
OG0004843	YEAST03163	APOSJ_57350, APOSJ_57351
OG0004844	YEAST01571	APOSJ_56125, APOSJ_51902
OG0004848	YEAST02387	APOSJ_10669, APOSJ_36872, APOSJ_49939
OG0004849	YEAST06335	APOSJ_44960
OG0004850	YEAST05082, YEAST02977	APOSJ_07487, APOSJ_07486, APOSJ_07488, APOSJ_07489
OG0004851	YEAST02907	APOSJ_54066, APOSJ_54064, APOSJ_54065, APOSJ_54067, APOSJ_31736
OG0004852	YEAST00825	APOSJ_13803
OG0004854	YEAST00889, YEAST04304	APOSJ_43354
OG0004855	YEAST03252	APOSJ_57740, APOSJ_09034
OG0004856	YEAST05973	APOSJ_49434
OG0004858	YEAST04268	APOSJ_28651
OG0004863	YEAST00862	APOSJ_33599, APOSJ_33600, APOSJ_33597, APOSJ_33596, APOSJ_33601, APOSJ_33598
OG0004864	YEAST00264	APOSJ_15572, APOSJ_32233
OG0004874	YEAST04564	APOSJ_20927, APOSJ_20926, APOSJ_20925, APOSJ_20929, APOSJ_20928
OG0004875	YEAST02491	APOSJ_09138, APOSJ_09135, APOSJ_56143, APOSJ_09134, APOSJ_56160, APOSJ_56101, APOSJ_58595, APOSJ_58585
OG0004877	YEAST05247	APOSJ_01770, APOSJ_01774, APOSJ_01769, APOSJ_43285, APOSJ_43297, APOSJ_00294
OG0004879	YEAST01311	APOSJ_50430, APOSJ_10723, APOSJ_50429, APOSJ_02936, APOSJ_10719, APOSJ_50431, APOSJ_02935, APOSJ_10717
OG0004880	YEAST06046	APOSJ_32271, APOSJ_32273, APOSJ_32272
OG0004881	YEAST00141	APOSJ_17490, APOSJ_17492, APOSJ_17493, APOSJ_17491, APOSJ_17489, APOSJ_44532
OG0004886	YEAST05077	APOSJ_20094
OG0004887	YEAST05734	APOSJ_38011, APOSJ_38012, APOSJ_38010, APOSJ_38013
OG0004893	YEAST04667	APOSJ_40064, APOSJ_40066, APOSJ_40063, APOSJ_50245, APOSJ_40067
OG0004896	YEAST06193	APOSJ_21480
OG0004897	YEAST03127, YEAST00642	APOSJ_09420, APOSJ_52127
OG0004898	YEAST01269	APOSJ_36783, APOSJ_36784
OG0004902	YEAST00933	APOSJ_29849
OG0004903	YEAST03539	APOSJ_51131, APOSJ_51130
OG0004906	YEAST02770	APOSJ_28429, APOSJ_28431, APOSJ_28430
OG0004911	YEAST04765	APOSJ_07908, APOSJ_49633
OG0004913	YEAST01636	APOSJ_23545, APOSJ_23544
