Orthogroup	PFLAV	BRALA
OG0002238	TCONS_00001668.p1	BRALA34538, BRALA10061
OG0002238	TCONS_00050806.p1	BRALA10115, BRALA07032
OG0002238	TCONS_00028720.p1	BRALA01669
OG0002239	TCONS_00029057.p1	BRALA21605
OG0002240	TCONS_00050321.p1, TCONS_00050336.p1	BRALA14406
OG0002241	TCONS_00004764.p1, TCONS_00015855.p1	BRALA33999
OG0002242	TCONS_00008164.p1	BRALA01459
OG0002243	TCONS_00030813.p1	BRALA24911
OG0002244	TCONS_00042618.p1	BRALA08304
OG0002245	TCONS_00017353.p1, TCONS_00017373.p1, TCONS_00017375.p1	BRALA10266
OG0002246	TCONS_00029421.p1	BRALA15560
OG0002248	TCONS_00030500.p1	BRALA03727
OG0002251	TCONS_00026075.p1	BRALA21715
OG0002252	TCONS_00014590.p1	BRALA26755, BRALA06212
OG0002253	TCONS_00009959.p1	BRALA12063
OG0002254	TCONS_00026133.p1, TCONS_00026132.p1, TCONS_00026129.p1, TCONS_00026127.p1	BRALA17953
OG0002255	TCONS_00009456.p1	BRALA03062
OG0002256	TCONS_00024092.p1	BRALA07689
OG0002256	TCONS_00024045.p1	BRALA07688
OG0002257	TCONS_00020278.p1	BRALA34647
OG0002257	TCONS_00020279.p1, TCONS_00020290.p1	BRALA35270, BRALA30211
OG0002258	TCONS_00004999.p1	BRALA31922
OG0002260	TCONS_00010143.p1	BRALA13385
OG0002261	TCONS_00013936.p1	BRALA34119
OG0002262	TCONS_00054929.p1	BRALA24175
OG0002263	TCONS_00022686.p1	BRALA13683
OG0002264	TCONS_00000524.p1	BRALA16853
OG0002265	TCONS_00045650.p1	BRALA18548
OG0002266	TCONS_00012478.p1	BRALA11206
OG0002267	TCONS_00018583.p1, TCONS_00015111.p1	BRALA24091
OG0002268	TCONS_00056448.p1	BRALA09048, BRALA09047
OG0002271	TCONS_00044049.p1	BRALA19435
OG0002272	TCONS_00015510.p1	BRALA08886, BRALA18101
OG0002273	TCONS_00042913.p1	BRALA33048, BRALA20445
OG0002274	TCONS_00006744.p1	BRALA27094
OG0002274	TCONS_00005633.p1	BRALA35385
OG0002275	TCONS_00018355.p1	BRALA15980
OG0002276	TCONS_00044539.p1	BRALA10605, BRALA10608
OG0002277	TCONS_00047447.p1	BRALA15346
OG0002278	TCONS_00012104.p1	BRALA25960
OG0002279	TCONS_00022560.p1	BRALA06025
OG0002281	TCONS_00026389.p1	BRALA28875
OG0002282	TCONS_00015711.p1	BRALA02774
OG0002283	TCONS_00031429.p1	BRALA03668, BRALA03667
OG0002284	TCONS_00020854.p1	BRALA17340
OG0002285	TCONS_00027771.p1	BRALA21420
OG0002286	TCONS_00014384.p1	BRALA13024
OG0002288	TCONS_00030208.p1	BRALA03975
OG0002289	TCONS_00056098.p1, TCONS_00054885.p1	BRALA07836, BRALA27143
OG0002290	TCONS_00005174.p1	BRALA24236
OG0002291	TCONS_00054594.p1	BRALA22088, BRALA00673
OG0002292	TCONS_00025703.p1	BRALA26428
OG0002293	TCONS_00000166.p1	BRALA19304
OG0002294	TCONS_00053250.p1	BRALA00797
OG0002295	TCONS_00029445.p1	BRALA01418
OG0002296	TCONS_00026903.p1	BRALA21680
OG0002297	TCONS_00047346.p1, TCONS_00047347.p1, TCONS_00053171.p1, TCONS_00005206.p1, TCONS_00052473.p1	BRALA15511, BRALA34086, BRALA35846, BRALA05115, BRALA01286
OG0002300	TCONS_00035964.p1, TCONS_00004323.p1, TCONS_00016341.p1	BRALA25802, BRALA25801, BRALA31207, BRALA20946, BRALA27310, BRALA10524
OG0002300	TCONS_00030762.p1, TCONS_00025589.p1, TCONS_00000113.p1, TCONS_00029895.p1	BRALA33264, BRALA33792
OG0002301	TCONS_00053882.p1, TCONS_00053252.p1, TCONS_00000744.p1, TCONS_00000745.p1, TCONS_00000748.p1, TCONS_00002341.p1, TCONS_00051933.p1, TCONS_00001213.p1, TCONS_00001216.p1, TCONS_00001214.p1, TCONS_00000894.p1, TCONS_00000747.p1, TCONS_00002338.p1, TCONS_00002340.p1, TCONS_00000876.p1	BRALA07266, BRALA07267, BRALA07270, BRALA01720, BRALA32955, BRALA32954, BRALA32957, BRALA01116, BRALA01117, BRALA01115, BRALA32956, BRALA01118, BRALA28066, BRALA10617, BRALA01119
OG0002310	TCONS_00010131.p1, TCONS_00004261.p1, TCONS_00004263.p1, TCONS_00004260.p1, TCONS_00004262.p1, TCONS_00004265.p1, TCONS_00004264.p1, TCONS_00017047.p1, TCONS_00001364.p1, TCONS_00043249.p1, TCONS_00043243.p1, TCONS_00043250.p1, TCONS_00000204.p1, TCONS_00001369.p1, TCONS_00001367.p1, TCONS_00002036.p1	BRALA07222, BRALA07220
OG0002311	TCONS_00053391.p1, TCONS_00053394.p1	BRALA35466, BRALA00705
OG0002312	TCONS_00026434.p1	BRALA21661
OG0002314	TCONS_00042852.p1	BRALA28966
OG0002315	TCONS_00054580.p1, TCONS_00054577.p1	BRALA09280, BRALA05073, BRALA01062
OG0002316	TCONS_00001203.p1	BRALA12268
OG0002317	TCONS_00012174.p1	BRALA31350
OG0002318	TCONS_00016156.p1	BRALA02620, BRALA04390
OG0002319	TCONS_00021816.p1	BRALA14241
OG0002320	TCONS_00040905.p1	BRALA04435
OG0002321	TCONS_00027515.p1	BRALA24064
OG0002323	TCONS_00018068.p1	BRALA12829
OG0002324	TCONS_00056780.p1	BRALA24171
OG0002325	TCONS_00039418.p1	BRALA32779
OG0002326	TCONS_00011828.p1	BRALA26255
OG0002327	TCONS_00048456.p1	BRALA18044
OG0002328	TCONS_00053183.p1, TCONS_00053184.p1, TCONS_00052761.p1, TCONS_00053194.p1	BRALA01146
OG0002329	TCONS_00008153.p1	BRALA12530
OG0002330	TCONS_00056438.p1	BRALA03712, BRALA24270
OG0002331	TCONS_00008912.p1	BRALA26591
OG0002332	TCONS_00030224.p1	BRALA03823, BRALA03824
OG0002333	TCONS_00019342.p1	BRALA04400
OG0002334	TCONS_00020195.p1	BRALA00503
OG0002335	TCONS_00003868.p1	BRALA04989
OG0002336	TCONS_00020845.p1	BRALA06059
OG0002337	TCONS_00006322.p1	BRALA27654
OG0002338	TCONS_00052966.p1	BRALA00730, BRALA28063
OG0002338	TCONS_00053673.p1, TCONS_00052528.p1, TCONS_00052965.p1	BRALA00560, BRALA00731, BRALA00729
OG0002339	TCONS_00026981.p1	BRALA17686
OG0002340	TCONS_00007178.p1	BRALA20546
OG0002341	TCONS_00042785.p1	BRALA22920
OG0002342	TCONS_00018453.p1	BRALA05920
OG0002343	TCONS_00037477.p1	BRALA19186
OG0002345	TCONS_00024484.p1	BRALA23857
OG0002346	TCONS_00036837.p1	BRALA02293
OG0002347	TCONS_00025840.p1, TCONS_00024453.p1, TCONS_00024429.p1, TCONS_00025843.p1, TCONS_00025838.p1	BRALA19904
OG0002347	TCONS_00024455.p1	BRALA12211, BRALA12209
OG0002347	TCONS_00024456.p1	BRALA01846
OG0002348	TCONS_00043603.p1, TCONS_00043631.p1	BRALA22455
OG0002349	TCONS_00008121.p1	BRALA03390
OG0002349	TCONS_00012939.p1	BRALA34899
OG0002350	TCONS_00016106.p1	BRALA02543
OG0002351	TCONS_00029519.p1, TCONS_00029518.p1, TCONS_00029515.p1, TCONS_00029511.p1, TCONS_00029517.p1, TCONS_00029521.p1, TCONS_00029522.p1, TCONS_00029524.p1, TCONS_00029821.p1, TCONS_00046459.p1, TCONS_00029820.p1	BRALA09584, BRALA09583
OG0002352	TCONS_00013463.p1, TCONS_00031163.p1, TCONS_00030373.p1, TCONS_00008840.p1, TCONS_00008839.p1	BRALA20233
OG0002353	TCONS_00023597.p1, TCONS_00023558.p1, TCONS_00023557.p1	BRALA01263
OG0002353	TCONS_00023602.p1	BRALA01264
OG0002354	TCONS_00009012.p1	BRALA28092, BRALA03564
OG0002354	TCONS_00007154.p1, TCONS_00007153.p1	BRALA28091, BRALA03565
OG0002355	TCONS_00042577.p1	BRALA11855
OG0002357	TCONS_00010931.p1, TCONS_00040377.p1	BRALA25711
OG0002358	TCONS_00025352.p1, TCONS_00025353.p1, TCONS_00025346.p1	BRALA28942
OG0002360	TCONS_00002723.p1	BRALA07016
OG0002361	TCONS_00010585.p1, TCONS_00010566.p1	BRALA30384, BRALA08001, BRALA22779, BRALA13892
OG0002362	TCONS_00027971.p1	BRALA23213
OG0002363	TCONS_00013126.p1	BRALA27482
OG0002364	TCONS_00009364.p1	BRALA28889, BRALA28891
OG0002364	TCONS_00009365.p1	BRALA28888, BRALA28890
OG0002365	TCONS_00015078.p1	BRALA35775, BRALA18026, BRALA13761, BRALA00431
OG0002366	TCONS_00009306.p1	BRALA12487
OG0002367	TCONS_00053007.p1	BRALA00751
OG0002367	TCONS_00028626.p1	BRALA13549
OG0002368	TCONS_00011160.p1	BRALA21573
OG0002369	TCONS_00011196.p1	BRALA35458
OG0002370	TCONS_00012629.p1	BRALA25269
OG0002371	TCONS_00014361.p1	BRALA17426
OG0002371	TCONS_00011477.p1	BRALA17427, BRALA13908
OG0002372	TCONS_00005388.p1	BRALA22190
OG0002373	TCONS_00031420.p1	BRALA20876
OG0002374	TCONS_00007577.p1	BRALA20249
OG0002375	TCONS_00019563.p1, TCONS_00019570.p1, TCONS_00019565.p1, TCONS_00019569.p1	BRALA01414, BRALA22597
OG0002376	TCONS_00011736.p1	BRALA31285
OG0002377	TCONS_00010351.p1	BRALA25962
OG0002378	TCONS_00034370.p1, TCONS_00033882.p1, TCONS_00023129.p1	BRALA07510, BRALA29091
OG0002379	TCONS_00021268.p1	BRALA06153
OG0002380	TCONS_00029925.p1	BRALA18080
OG0002385	TCONS_00014131.p1	BRALA19467, BRALA19466
OG0002395	TCONS_00052552.p1	BRALA05290
OG0002396	TCONS_00011493.p1	BRALA24995
OG0002397	TCONS_00008314.p1, TCONS_00031531.p1, TCONS_00020108.p1, TCONS_00021146.p1	BRALA35743, BRALA31708, BRALA31084
OG0002397	TCONS_00018895.p1	BRALA25811
OG0002397	TCONS_00044389.p1, TCONS_00031360.p1, TCONS_00041839.p1	BRALA26434, BRALA24964, BRALA30235
OG0002398	TCONS_00042725.p1	BRALA15927
OG0002399	TCONS_00018322.p1	BRALA09717
OG0002400	TCONS_00047626.p1	BRALA20318
OG0002401	TCONS_00043742.p1	BRALA22469, BRALA22466
OG0002403	TCONS_00022487.p1	BRALA05890
OG0002404	TCONS_00052498.p1	BRALA05218
OG0002406	TCONS_00050817.p1	BRALA05674
OG0002407	TCONS_00030158.p1	BRALA03717
OG0002410	TCONS_00046159.p1	BRALA01716
OG0002411	TCONS_00056393.p1	BRALA08046
OG0002412	TCONS_00026364.p1, TCONS_00026349.p1, TCONS_00026360.p1, TCONS_00026362.p1	BRALA16227
OG0002413	TCONS_00054299.p1	BRALA01143
OG0002413	TCONS_00040471.p2	BRALA18576
OG0002414	TCONS_00017193.p1	BRALA34467
OG0002415	TCONS_00017250.p1	BRALA11304
OG0002415	TCONS_00030241.p1	BRALA03930
OG0002416	TCONS_00001817.p1	BRALA35219
OG0002419	TCONS_00007289.p1	BRALA16074, BRALA31943
OG0002419	TCONS_00012748.p1	BRALA15997, BRALA18652
OG0002420	TCONS_00003472.p1	BRALA25694
OG0002421	TCONS_00029462.p1	BRALA13527
OG0002421	TCONS_00008938.p1	BRALA03354
OG0002422	TCONS_00002027.p1	BRALA16928
OG0002423	TCONS_00003823.p1	BRALA04833
OG0002424	TCONS_00051347.p1, TCONS_00027025.p1, TCONS_00027023.p1	BRALA29532
OG0002425	TCONS_00016319.p1	BRALA19544
OG0002426	TCONS_00014321.p1	BRALA30181
OG0002427	TCONS_00024853.p1, TCONS_00028403.p1	BRALA01417
OG0002428	TCONS_00033176.p1	BRALA00323
OG0002429	TCONS_00007109.p1	BRALA19985
OG0002430	TCONS_00036360.p1, TCONS_00041119.p1	BRALA33175, BRALA10075
OG0002430	TCONS_00041095.p1, TCONS_00038999.p1, TCONS_00041118.p1, TCONS_00040151.p1, TCONS_00040159.p1, TCONS_00040149.p1, TCONS_00040150.p1	BRALA32739
OG0002431	TCONS_00051703.p1, TCONS_00051701.p1	BRALA15816
OG0002432	TCONS_00043661.p1	BRALA16978
OG0002434	TCONS_00055848.p1	BRALA09053
OG0002436	TCONS_00004761.p1	BRALA28165
OG0002437	TCONS_00015963.p1	BRALA24099
OG0002438	TCONS_00057283.p1	BRALA07454
OG0002439	TCONS_00036465.p1	BRALA01969
OG0002440	TCONS_00021566.p1, TCONS_00022707.p1, TCONS_00022709.p1, TCONS_00022705.p1	BRALA16214, BRALA16215
OG0002440	TCONS_00021567.p1, TCONS_00022295.p1, TCONS_00054214.p1	BRALA09902
OG0002441	TCONS_00002029.p1	BRALA15658
OG0002442	TCONS_00008462.p1	BRALA03567
OG0002443	TCONS_00048568.p1	BRALA11051, BRALA28046, BRALA11052, BRALA28021
OG0002444	TCONS_00055415.p1	BRALA34752
OG0002444	TCONS_00010204.p1	BRALA15230
OG0002445	TCONS_00000749.p1	BRALA12414
OG0002446	TCONS_00013566.p1	BRALA06181
OG0002447	TCONS_00043698.p1	BRALA15956
OG0002448	TCONS_00031004.p1	BRALA03643
OG0002449	TCONS_00009909.p1	BRALA18879
OG0002450	TCONS_00029123.p1, TCONS_00029128.p1	BRALA22866
OG0002451	TCONS_00049726.p1	BRALA22719
OG0002452	TCONS_00019286.p1	BRALA10719
OG0002453	TCONS_00034175.p1	BRALA12055
OG0002454	TCONS_00004815.p1	BRALA04534
OG0002455	TCONS_00051523.p1, TCONS_00051524.p1	BRALA14324
OG0002456	TCONS_00003612.p1	BRALA04780
OG0002457	TCONS_00009534.p1	BRALA32024
OG0002459	TCONS_00021117.p1, TCONS_00017711.p1, TCONS_00017706.p1	BRALA10924
OG0002460	TCONS_00035124.p1, TCONS_00001237.p1, TCONS_00019183.p1, TCONS_00037080.p1, TCONS_00040498.p1, TCONS_00030329.p1, TCONS_00034233.p1, TCONS_00035123.p1, TCONS_00031713.p1, TCONS_00009824.p1, TCONS_00034262.p1, TCONS_00048596.p1, TCONS_00050517.p1, TCONS_00031714.p1, TCONS_00014184.p1, TCONS_00016734.p1, TCONS_00035058.p1, TCONS_00035853.p1, TCONS_00035835.p1, TCONS_00037081.p1, TCONS_00041517.p1, TCONS_00001236.p1, TCONS_00035125.p1	BRALA29249, BRALA25568, BRALA28770, BRALA19865, BRALA33022, BRALA31870, BRALA33841, BRALA23284
OG0002461	TCONS_00008923.p1, TCONS_00008926.p1	BRALA28168
OG0002464	TCONS_00030981.p1	BRALA03609
OG0002469	TCONS_00037223.p1, TCONS_00034217.p1, TCONS_00034226.p1, TCONS_00020714.p1, TCONS_00020715.p1, TCONS_00020718.p1, TCONS_00015302.p1, TCONS_00015305.p1, TCONS_00015304.p1, TCONS_00020713.p1, TCONS_00019527.p1, TCONS_00019668.p1, TCONS_00020719.p1, TCONS_00034223.p1, TCONS_00034218.p1, TCONS_00034219.p1, TCONS_00015487.p1, TCONS_00021551.p1, TCONS_00021550.p1	BRALA02431, BRALA20904, BRALA29173, BRALA08924, BRALA10568, BRALA09505, BRALA11585, BRALA09504, BRALA15812, BRALA09503, BRALA15607
OG0002476	TCONS_00004020.p1	BRALA15261
OG0002476	TCONS_00008371.p1	BRALA28104, BRALA03553
OG0002478	TCONS_00026683.p1	BRALA24491
OG0002479	TCONS_00005104.p1	BRALA15003
OG0002480	TCONS_00010201.p2, TCONS_00010202.p1, TCONS_00029227.p1	BRALA09995, BRALA28077, BRALA06921
OG0002481	TCONS_00040791.p1, TCONS_00039820.p1, TCONS_00039818.p1	BRALA10610
OG0002482	TCONS_00006443.p1	BRALA26876
OG0002484	TCONS_00026141.p1	BRALA28664
OG0002487	TCONS_00009739.p1	BRALA24115
OG0002489	TCONS_00026979.p1	BRALA25848
OG0002490	TCONS_00048564.p1	BRALA20489
OG0002492	TCONS_00021054.p1	BRALA12186
OG0002493	TCONS_00023855.p1	BRALA28949
OG0002493	TCONS_00011369.p1	BRALA10905
OG0002494	TCONS_00009396.p1	BRALA16505
OG0002495	TCONS_00002586.p1	BRALA04561
OG0002496	TCONS_00052872.p1	BRALA16345
OG0002497	TCONS_00055160.p1, TCONS_00055194.p1	BRALA03649
OG0002499	TCONS_00024739.p1, TCONS_00002026.p1	BRALA15837, BRALA15835
OG0002500	TCONS_00004990.p1	BRALA24159
OG0002501	TCONS_00005124.p1	BRALA29380
OG0002502	TCONS_00017694.p1, TCONS_00018676.p1, TCONS_00050911.p1, TCONS_00050907.p1, TCONS_00054538.p1	BRALA05607
OG0002503	TCONS_00043780.p1	BRALA13184
OG0002504	TCONS_00005313.p1	BRALA19348
OG0002507	TCONS_00052598.p1	BRALA01369
OG0002508	TCONS_00005957.p1, TCONS_00005945.p1	BRALA33786
OG0002509	TCONS_00055432.p1	BRALA20567
OG0002511	TCONS_00004072.p1	BRALA01011
OG0002512	TCONS_00044151.p1	BRALA26328
OG0002513	TCONS_00052168.p1, TCONS_00040773.p1, TCONS_00023308.p1, TCONS_00043532.p1, TCONS_00024955.p1, TCONS_00023296.p1, TCONS_00024966.p1, TCONS_00023317.p1, TCONS_00043530.p1, TCONS_00022729.p1, TCONS_00004222.p1, TCONS_00004221.p1, TCONS_00004211.p1, TCONS_00004216.p1, TCONS_00003384.p1, TCONS_00043533.p1, TCONS_00024961.p1, TCONS_00023297.p1, TCONS_00024954.p1, TCONS_00023313.p1, TCONS_00046308.p1, TCONS_00023312.p1, TCONS_00023306.p1, TCONS_00024945.p1, TCONS_00023188.p1, TCONS_00024960.p1, TCONS_00024341.p1, TCONS_00024157.p1, TCONS_00041028.p1, TCONS_00024340.p1, TCONS_00041020.p1, TCONS_00023302.p1	BRALA31163
OG0002514	TCONS_00036921.p1	BRALA02463
OG0002515	TCONS_00029618.p1, TCONS_00029716.p1	BRALA17584
OG0002515	TCONS_00027377.p1	BRALA21660
OG0002516	TCONS_00034986.p1	BRALA12043
OG0002517	TCONS_00019431.p1	BRALA10668
OG0002518	TCONS_00051026.p1	BRALA05701
OG0002519	TCONS_00043575.p1	BRALA33712
OG0002520	TCONS_00031059.p1	BRALA06803
OG0002521	TCONS_00037198.p1, TCONS_00037197.p1, TCONS_00037188.p1, TCONS_00037297.p1, TCONS_00037296.p1, TCONS_00037295.p1, TCONS_00028527.p1	BRALA07088, BRALA07089, BRALA07090
OG0002522	TCONS_00052058.p1	BRALA15847
OG0002523	TCONS_00047652.p1	BRALA02515
OG0002524	TCONS_00006722.p1	BRALA19365
OG0002525	TCONS_00055411.p1	BRALA03332
OG0002526	TCONS_00045530.p1	BRALA21740
OG0002527	TCONS_00015718.p2	BRALA02595
OG0002528	TCONS_00026494.p1	BRALA16277
OG0002529	TCONS_00021072.p1	BRALA13641
OG0002530	TCONS_00028798.p1	BRALA01609
OG0002531	TCONS_00003492.p1	BRALA22472
OG0002532	TCONS_00012757.p1	BRALA18649
OG0002533	TCONS_00005106.p1	BRALA14996
OG0002535	TCONS_00027133.p1	BRALA11535
OG0002536	TCONS_00027134.p1	BRALA24053
OG0002537	TCONS_00043020.p1	BRALA31991
OG0002537	TCONS_00043022.p1	BRALA35026
OG0002538	TCONS_00055126.p1	BRALA09205
OG0002539	TCONS_00036371.p1	BRALA03074
OG0002541	TCONS_00024617.p1, TCONS_00024683.p1, TCONS_00023649.p1, TCONS_00023796.p1	BRALA26400
OG0002541	TCONS_00023654.p1	BRALA15006
OG0002542	TCONS_00056409.p1	BRALA07348
OG0002543	TCONS_00004943.p1	BRALA24166
OG0002544	TCONS_00022467.p1	BRALA17589, BRALA24872
OG0002544	TCONS_00013452.p1, TCONS_00013451.p1, TCONS_00013509.p1	BRALA29634
OG0002545	TCONS_00041144.p1, TCONS_00038916.p1	BRALA10959
OG0002547	TCONS_00045453.p1, TCONS_00045484.p1, TCONS_00045452.p1	BRALA01506, BRALA01510
OG0002548	TCONS_00019309.p1, TCONS_00019311.p1	BRALA11927
OG0002550	TCONS_00027283.p1, TCONS_00027288.p1, TCONS_00027289.p1	BRALA16290
OG0002552	TCONS_00028491.p1	BRALA21728
OG0002553	TCONS_00018976.p1	BRALA07942
OG0002554	TCONS_00008559.p1, TCONS_00008530.p1	BRALA03800
OG0002555	TCONS_00003499.p1	BRALA25939
OG0002556	TCONS_00050930.p1, TCONS_00053043.p1, TCONS_00053085.p1, TCONS_00050929.p1, TCONS_00045658.p1, TCONS_00050928.p1, TCONS_00050641.p1, TCONS_00051717.p1, TCONS_00021319.p1, TCONS_00027059.p1, TCONS_00006645.p1, TCONS_00041792.p1, TCONS_00056858.p1	BRALA23204, BRALA23429, BRALA23428, BRALA23426
OG0002557	TCONS_00008156.p1	BRALA16448
OG0002558	TCONS_00011130.p1	BRALA18865
OG0002559	TCONS_00017224.p1	BRALA11899
OG0002560	TCONS_00016273.p1	BRALA03048
OG0002561	TCONS_00055930.p1	BRALA22278, BRALA11930
OG0002562	TCONS_00053582.p1	BRALA34434, BRALA35820, BRALA34914
OG0002563	TCONS_00043033.p1	BRALA08063
OG0002564	TCONS_00012617.p1	BRALA11148
OG0002565	TCONS_00026110.p1	BRALA24070, BRALA14663
OG0002566	TCONS_00018257.p1	BRALA05143
OG0002567	TCONS_00047678.p1, TCONS_00047681.p1	BRALA12645
OG0002568	TCONS_00017767.p1	BRALA33337, BRALA26889, BRALA20544
OG0002569	TCONS_00034967.p1	BRALA35173, BRALA35658
OG0002570	TCONS_00009301.p1	BRALA31603
OG0002571	TCONS_00043132.p1	BRALA19436
OG0002572	TCONS_00024912.p1	BRALA22867
OG0002573	TCONS_00012988.p1, TCONS_00012985.p1	BRALA34673
OG0002574	TCONS_00011783.p1	BRALA26128
OG0002576	TCONS_00009863.p1	BRALA13429, BRALA15224
OG0002579	TCONS_00031081.p1	BRALA23750, BRALA23746, BRALA23748, BRALA23747, BRALA23745, BRALA23752
OG0002582	TCONS_00049491.p1	BRALA24885, BRALA24891
OG0002582	TCONS_00042962.p1	BRALA17791, BRALA17792, BRALA17790, BRALA17793, BRALA17789, BRALA05392, BRALA08312, BRALA05393, BRALA05459, BRALA20705, BRALA15118, BRALA18071, BRALA21294, BRALA21297, BRALA21292, BRALA24670, BRALA14473
OG0002587	TCONS_00008891.p1	BRALA16100
OG0002589	TCONS_00004590.p1	BRALA33952
OG0002589	TCONS_00043322.p1	BRALA22758
OG0002590	TCONS_00007453.p1	BRALA03125
OG0002591	TCONS_00000004.p1	BRALA30205
OG0002592	TCONS_00027490.p1	BRALA30866, BRALA32156
OG0002593	TCONS_00050855.p1	BRALA05596
OG0002594	TCONS_00008434.p1	BRALA17624
OG0002595	TCONS_00014309.p1	BRALA16770
OG0002598	TCONS_00052855.p1	BRALA00693
OG0002599	TCONS_00047444.p1	BRALA15351
OG0002600	TCONS_00030280.p1	BRALA03639
OG0002601	TCONS_00010418.p1	BRALA24114
OG0002602	TCONS_00014207.p1	BRALA06258
OG0002603	TCONS_00052522.p1, TCONS_00052514.p1	BRALA01302, BRALA01297
OG0002603	TCONS_00052519.p1	BRALA01290
OG0002605	TCONS_00053210.p1	BRALA01001
OG0002607	TCONS_00055152.p1, TCONS_00055181.p1, TCONS_00027852.p1	BRALA01659
OG0002607	TCONS_00026986.p1	BRALA15083
OG0002608	TCONS_00023837.p1	BRALA07527
OG0002610	TCONS_00008605.p1	BRALA28100
OG0002611	TCONS_00004066.p1	BRALA33291, BRALA28677
OG0002612	TCONS_00047747.p1	BRALA17150
OG0002614	TCONS_00017955.p1	BRALA35891, BRALA27217
OG0002616	TCONS_00027743.p1	BRALA24041
OG0002617	TCONS_00043160.p1	BRALA30754
OG0002619	TCONS_00028823.p1	BRALA09511
OG0002620	TCONS_00015581.p1	BRALA02672
OG0002621	TCONS_00025101.p1, TCONS_00025102.p1, TCONS_00023156.p1, TCONS_00045456.p1, TCONS_00045431.p1, TCONS_00045457.p1, TCONS_00045432.p1, TCONS_00045458.p1, TCONS_00045460.p1, TCONS_00045434.p1, TCONS_00045225.p1, TCONS_00045234.p1, TCONS_00045461.p1, TCONS_00045435.p1, TCONS_00046213.p1	BRALA17095
OG0002622	TCONS_00043892.p1, TCONS_00043902.p1	BRALA08223
OG0002624	TCONS_00009152.p1	BRALA19091, BRALA27262
OG0002625	TCONS_00000742.p1	BRALA19033
OG0002626	TCONS_00004560.p1, TCONS_00023309.p1, TCONS_00036211.p1, TCONS_00036214.p1	BRALA07161
OG0002627	TCONS_00033662.p1	BRALA09593, BRALA18580, BRALA05937
OG0002629	TCONS_00001710.p1	BRALA10077
OG0002630	TCONS_00006926.p1, TCONS_00017759.p1	BRALA31372
OG0002631	TCONS_00000293.p1	BRALA09723
OG0002632	TCONS_00028955.p1	BRALA17599
OG0002633	TCONS_00009804.p1	BRALA22300
OG0002634	TCONS_00028515.p1	BRALA13524
OG0002635	TCONS_00046180.p1	BRALA16658
OG0002636	TCONS_00012778.p1	BRALA11242
OG0002637	TCONS_00000797.p1, TCONS_00000795.p1, TCONS_00000787.p1	BRALA03744, BRALA20697
OG0002638	TCONS_00023645.p1	BRALA16832, BRALA30596
OG0002639	TCONS_00009797.p1	BRALA24137, BRALA34628
OG0002640	TCONS_00047422.p1	BRALA24706
OG0002641	TCONS_00007360.p1	BRALA17675, BRALA17673, BRALA17674
OG0002642	TCONS_00056643.p1, TCONS_00056642.p1	BRALA24879, BRALA14126, BRALA23036
OG0002643	TCONS_00035689.p1, TCONS_00035551.p1	BRALA16947
OG0002644	TCONS_00044196.p1	BRALA08196, BRALA08197
OG0002645	TCONS_00047832.p1, TCONS_00047846.p1	BRALA11042
OG0002646	TCONS_00056457.p1	BRALA08873
OG0002647	TCONS_00017755.p1, TCONS_00026751.p1	BRALA28886
OG0002648	TCONS_00002157.p1	BRALA27322, BRALA33270
OG0002649	TCONS_00027226.p1	BRALA16332
OG0002651	TCONS_00010767.p1	BRALA10810, BRALA10806, BRALA10805, BRALA10803, BRALA10804, BRALA10808, BRALA10807, BRALA10809, BRALA10927
OG0002652	TCONS_00007635.p1	BRALA22384
OG0002653	TCONS_00005624.p1, TCONS_00005622.p1, TCONS_00005623.p2, TCONS_00005620.p1, TCONS_00005619.p1	BRALA07263
OG0002654	TCONS_00052014.p1	BRALA08682
OG0002655	TCONS_00030420.p1	BRALA03665
OG0002657	TCONS_00056535.p1	BRALA14444
OG0002658	TCONS_00023141.p1	BRALA26410
OG0002659	TCONS_00017232.p1	BRALA13850
OG0002661	TCONS_00024795.p1, TCONS_00024755.p1	BRALA09860
OG0002662	TCONS_00013016.p1	BRALA13008
OG0002663	TCONS_00022107.p1	BRALA06135, BRALA06131, BRALA06137, BRALA06132, BRALA06133, BRALA06134, BRALA06136
OG0002664	TCONS_00028993.p1	BRALA34060, BRALA34776, BRALA34520
OG0002665	TCONS_00006695.p1, TCONS_00006689.p1	BRALA24257
OG0002666	TCONS_00013352.p1, TCONS_00032472.p1	BRALA06311, BRALA27382, BRALA10431
OG0002667	TCONS_00015951.p1	BRALA20654
OG0002668	TCONS_00009177.p1	BRALA20571
OG0002669	TCONS_00010762.p1, TCONS_00010419.p1, TCONS_00010421.p1, TCONS_00011735.p1, TCONS_00010420.p1	BRALA29211
OG0002670	TCONS_00010164.p1	BRALA25704
OG0002671	TCONS_00008833.p1	BRALA19117
OG0002672	TCONS_00046517.p1	BRALA01443
OG0002673	TCONS_00026782.p1	BRALA16349
OG0002674	TCONS_00029780.p1	BRALA17129
OG0002675	TCONS_00007281.p1	BRALA28733
OG0002679	TCONS_00051947.p1, TCONS_00050858.p1	BRALA24468
OG0002683	TCONS_00054134.p1	BRALA00951
OG0002684	TCONS_00043551.p1, TCONS_00043559.p1	BRALA02346
