Orthogroup	PFLAV	YEAST
OG0008038	TCONS_00047578.p1	YEAST05601
OG0008042	TCONS_00055353.p1	YEAST04557, YEAST00839
OG0008053	TCONS_00025511.p1	YEAST05804
OG0008055	TCONS_00048233.p1	YEAST05224
OG0008056	TCONS_00020391.p1	YEAST04542
OG0008069	TCONS_00054208.p1	YEAST00959
OG0008074	TCONS_00006416.p1	YEAST05664
OG0008079	TCONS_00050833.p1	YEAST03108
OG0008085	TCONS_00048120.p1	YEAST04107
OG0008091	TCONS_00005043.p1	YEAST06200
OG0008100	TCONS_00036085.p1	YEAST03959
OG0008103	TCONS_00010757.p1	YEAST05352
OG0008104	TCONS_00027076.p1	YEAST06240
OG0008105	TCONS_00010922.p1	YEAST03324
OG0008110	TCONS_00050270.p1	YEAST00121
OG0008111	TCONS_00028948.p1	YEAST06004, YEAST05693
OG0008115	TCONS_00009612.p1	YEAST05684, YEAST06009
OG0008122	TCONS_00012363.p1	YEAST01663
OG0008127	TCONS_00004442.p1, TCONS_00041696.p1	YEAST05342
OG0008136	TCONS_00008390.p1	YEAST02756
OG0008196	TCONS_00029450.p1	YEAST03623
OG0008201	TCONS_00048104.p1	YEAST01163
OG0008202	TCONS_00001733.p1	YEAST06186
OG0008208	TCONS_00049607.p1	YEAST04341
OG0008219	TCONS_00012416.p1	YEAST05754
OG0008244	TCONS_00014030.p1	YEAST04999
OG0008251	TCONS_00038738.p1	YEAST01472
OG0008254	TCONS_00014505.p1	YEAST04740
OG0008267	TCONS_00049070.p1	YEAST02722
OG0008275	TCONS_00001002.p1	YEAST05358
OG0008281	TCONS_00010339.p1	YEAST01387
OG0008307	TCONS_00006279.p1	YEAST01285
OG0008323	TCONS_00022548.p1	YEAST05718
OG0008332	TCONS_00003591.p1, TCONS_00010434.p1, TCONS_00026507.p1	YEAST03366
OG0008339	TCONS_00018555.p1	YEAST03286
OG0008346	TCONS_00004497.p1	YEAST01382
OG0008348	TCONS_00014673.p1, TCONS_00015811.p1	YEAST03383
OG0008351	TCONS_00057084.p1	YEAST01276
OG0008401	TCONS_00047658.p1	YEAST02115
OG0008403	TCONS_00000579.p1	YEAST01318
OG0008404	TCONS_00016582.p1	YEAST02842
OG0008432	TCONS_00042592.p1	YEAST01317
OG0008524	TCONS_00006173.p1	YEAST02216
OG0008533	TCONS_00002353.p1	YEAST00770
OG0008540	TCONS_00019944.p1	YEAST02219
OG0008542	TCONS_00028830.p1	YEAST00506
OG0008546	TCONS_00009322.p1	YEAST03499
OG0008582	TCONS_00024857.p1, TCONS_00024890.p1	YEAST04883
OG0008601	TCONS_00042388.p1	YEAST03150
OG0008602	TCONS_00009504.p1, TCONS_00010870.p1	YEAST04166
OG0008626	TCONS_00007557.p1	YEAST03306
OG0008645	TCONS_00018903.p1	YEAST05803
OG0008654	TCONS_00013145.p1	YEAST03590
OG0008664	TCONS_00010902.p1, TCONS_00010906.p1	YEAST05851
OG0008677	TCONS_00018655.p1, TCONS_00018707.p1	YEAST03567
OG0008680	TCONS_00027814.p1	YEAST02511
OG0008681	TCONS_00018263.p1	YEAST04884
OG0008705	TCONS_00018862.p1	YEAST06239
OG0008789	TCONS_00025261.p1, TCONS_00023879.p1	YEAST05903
OG0008794	TCONS_00042636.p1	YEAST01976, YEAST00168, YEAST00957
OG0008799	TCONS_00014650.p1	YEAST03377
OG0008823	TCONS_00005406.p1	YEAST03936
OG0008824	TCONS_00016059.p1	YEAST01698
OG0008861	TCONS_00009011.p1	YEAST04983
OG0008872	TCONS_00053192.p1	YEAST03799
OG0008873	TCONS_00030494.p1	YEAST04429
OG0008879	TCONS_00005767.p1	YEAST05579
OG0008887	TCONS_00006542.p1, TCONS_00006541.p1	YEAST00387
OG0008923	TCONS_00026497.p1	YEAST01739
OG0008946	TCONS_00043769.p1	YEAST00403
OG0009056	TCONS_00009666.p1	YEAST00322
OG0009066	TCONS_00006464.p1	YEAST04511
OG0009099	TCONS_00044297.p1, TCONS_00044296.p1, TCONS_00016186.p1, TCONS_00044295.p1	YEAST05709
OG0009105	TCONS_00009606.p1	YEAST02501
OG0009115	TCONS_00053459.p1	YEAST05628, YEAST04158
OG0009118	TCONS_00054312.p1	YEAST03618
OG0009165	TCONS_00043929.p1	YEAST05085, YEAST01742
OG0009166	TCONS_00018755.p1	YEAST03055
OG0009172	TCONS_00056828.p1	YEAST02854
OG0009182	TCONS_00016686.p1	YEAST03621
OG0009232	TCONS_00051738.p1	YEAST04731
OG0009311	TCONS_00044189.p1	YEAST00623
OG0009315	TCONS_00021325.p1	YEAST04722
OG0009361	TCONS_00004277.p1	YEAST02727
OG0009394	TCONS_00014951.p1, TCONS_00014953.p1	YEAST04927
OG0009396	TCONS_00051298.p1, TCONS_00051285.p1, TCONS_00017389.p1	YEAST03896
OG0009451	TCONS_00027825.p1	YEAST05755, YEAST04763
OG0009472	TCONS_00050735.p1	YEAST01737
OG0009483	TCONS_00008076.p1	YEAST05877
OG0009492	TCONS_00049462.p1	YEAST00632
OG0009497	TCONS_00054591.p1	YEAST03830
OG0009555	TCONS_00007140.p1	YEAST03831
OG0009582	TCONS_00006474.p1	YEAST04984
OG0009590	TCONS_00048115.p1	YEAST02138
OG0009649	TCONS_00011457.p1	YEAST01825
OG0009676	TCONS_00009332.p1	YEAST05959
OG0009737	TCONS_00009040.p1	YEAST02025
OG0009911	TCONS_00051118.p1	YEAST03388
OG0009920	TCONS_00024325.p1	YEAST05355
OG0009926	TCONS_00016239.p1	YEAST03054
OG0010229	TCONS_00005177.p1	YEAST00880, YEAST04666, YEAST04383
OG0010369	TCONS_00029676.p1	YEAST01224
OG0010481	TCONS_00018264.p1	YEAST01854
OG0010491	TCONS_00000928.p1, TCONS_00000946.p1	YEAST04603
OG0010841	TCONS_00045278.p1, TCONS_00045277.p1	YEAST05695
OG0010930	TCONS_00027007.p1, TCONS_00027010.p1	YEAST02641
OG0010980	TCONS_00000636.p1	YEAST00370
OG0011003	TCONS_00038944.p1	YEAST03808
OG0011111	TCONS_00051134.p1	YEAST00210
OG0011216	TCONS_00026034.p1	YEAST02293
OG0011258	TCONS_00008074.p1	YEAST02930
OG0011272	TCONS_00057076.p1	YEAST04075
OG0011313	TCONS_00043440.p1	YEAST03172
OG0011734	TCONS_00022711.p1	YEAST04911
OG0012113	TCONS_00021591.p1, TCONS_00045834.p1, TCONS_00022333.p1, TCONS_00056968.p1, TCONS_00056966.p1, TCONS_00022334.p1, TCONS_00056967.p1	YEAST02760
OG0012188	TCONS_00052995.p1	YEAST02442
OG0012801	TCONS_00007704.p1	YEAST04938, YEAST04971
OG0012922	TCONS_00029313.p1	YEAST02277
OG0013796	TCONS_00021057.p1	YEAST05401
OG0016886	TCONS_00055093.p1	YEAST00907
OG0017286	TCONS_00006283.p1	YEAST01130
OG0019024	TCONS_00044707.p1, TCONS_00044706.p1, TCONS_00044912.p1	YEAST06336
