Orthogroup	PFLAV	MOUSE
OG0002717	TCONS_00042110.p1	MOUSE03441, MOUSE53853, MOUSE53852, MOUSE53848, MOUSE53849, MOUSE53850
OG0002718	TCONS_00050365.p1	MOUSE34797
OG0002719	TCONS_00057167.p1	MOUSE08516, MOUSE08517, MOUSE22607
OG0002720	TCONS_00008062.p1, TCONS_00010232.p1	MOUSE15950, MOUSE28356
OG0002721	TCONS_00014473.p1	MOUSE44257, MOUSE38596, MOUSE38594, MOUSE38592, MOUSE38591, MOUSE38593, MOUSE38595
OG0002722	TCONS_00011837.p1	MOUSE11802, MOUSE11801
OG0002723	TCONS_00009848.p1	MOUSE43389, MOUSE43388, MOUSE20317, MOUSE21697, MOUSE00004, MOUSE00003
OG0002724	TCONS_00013956.p1, TCONS_00013957.p1	MOUSE06356
OG0002726	TCONS_00031105.p1	MOUSE31431, MOUSE11041, MOUSE11036, MOUSE11034
OG0002728	TCONS_00006650.p1, TCONS_00006633.p2	MOUSE04887, MOUSE04886, MOUSE04885, MOUSE04884
OG0002729	TCONS_00043122.p1	MOUSE21917, MOUSE21919, MOUSE21918, MOUSE21916
OG0002730	TCONS_00002286.p1	MOUSE16194, MOUSE32141, MOUSE32142, MOUSE32143, MOUSE32140, MOUSE32139, MOUSE16195, MOUSE16193, MOUSE16192
OG0002731	TCONS_00015586.p1	MOUSE25602, MOUSE25603
OG0002732	TCONS_00027362.p1	MOUSE20990, MOUSE36009, MOUSE36004, MOUSE36008, MOUSE36011, MOUSE36010, MOUSE36006
OG0002734	TCONS_00010818.p1	MOUSE24497, MOUSE24495, MOUSE24499, MOUSE24496, MOUSE24494, MOUSE24500, MOUSE24501, MOUSE24502, MOUSE08252, MOUSE08250, MOUSE08251, MOUSE08253, MOUSE24498, MOUSE08249
OG0002736	TCONS_00000152.p1	MOUSE31442, MOUSE29460, MOUSE51283, MOUSE51282
OG0002738	TCONS_00013197.p1	MOUSE06481, MOUSE14048, MOUSE38565
OG0002739	TCONS_00043001.p1	MOUSE36533, MOUSE36532, MOUSE36534
OG0002740	TCONS_00046160.p1	MOUSE21704, MOUSE21703, MOUSE33822
OG0002741	TCONS_00028376.p1	MOUSE51313, MOUSE19479, MOUSE19487, MOUSE19483, MOUSE19481, MOUSE19482, MOUSE18418, MOUSE30703
OG0002742	TCONS_00031180.p1, TCONS_00031206.p1	MOUSE20875, MOUSE31564, MOUSE31562
OG0002743	TCONS_00055209.p1	MOUSE26515, MOUSE39780, MOUSE20751
OG0002744	TCONS_00015439.p1	MOUSE23921, MOUSE23920, MOUSE25721, MOUSE25725
OG0002745	TCONS_00014235.p1	MOUSE06424
OG0002746	TCONS_00039793.p1	MOUSE43039, MOUSE43036, MOUSE43038, MOUSE43037, MOUSE43034
OG0002747	TCONS_00016131.p1	MOUSE49414, MOUSE26071
OG0002748	TCONS_00015247.p1	MOUSE25581, MOUSE25578, MOUSE25577, MOUSE25580, MOUSE25574, MOUSE25579, MOUSE25582, MOUSE25584, MOUSE25576, MOUSE25575, MOUSE25583, MOUSE25585
OG0002749	TCONS_00034797.p1	MOUSE54472, MOUSE54475, MOUSE54473, MOUSE54474, MOUSE19498, MOUSE36890
OG0002751	TCONS_00016595.p1	MOUSE01097, MOUSE01096, MOUSE01095
OG0002752	TCONS_00042881.p1	MOUSE38806, MOUSE38803, MOUSE38799, MOUSE38800
OG0002753	TCONS_00047595.p1	MOUSE40931, MOUSE40932, MOUSE35437, MOUSE35440, MOUSE35441, MOUSE35438
OG0002754	TCONS_00054318.p1	MOUSE55406, MOUSE55407
OG0002755	TCONS_00054322.p1	MOUSE32749, MOUSE32748, MOUSE32747
OG0002756	TCONS_00048920.p1	MOUSE40973, MOUSE40972, MOUSE40975, MOUSE40974, MOUSE40971, MOUSE40976, MOUSE50618
OG0002756	TCONS_00006067.p1	MOUSE50617
OG0002757	TCONS_00055221.p1	MOUSE36233, MOUSE36229, MOUSE36231, MOUSE36232, MOUSE36230
OG0002758	TCONS_00006270.p1	MOUSE38046, MOUSE38045, MOUSE38044
OG0002759	TCONS_00002285.p1	MOUSE12488, MOUSE12487, MOUSE12489
OG0002760	TCONS_00049773.p1	MOUSE01943, MOUSE01945
OG0002761	TCONS_00010302.p1	MOUSE46280, MOUSE46279, MOUSE46283, MOUSE46282, MOUSE46284, MOUSE46281, MOUSE46277, MOUSE46278
OG0002762	TCONS_00047734.p1	MOUSE40795, MOUSE31051, MOUSE31053, MOUSE31052, MOUSE02339
OG0002763	TCONS_00055749.p1	MOUSE05252, MOUSE05253
OG0002764	TCONS_00050931.p1	MOUSE34877, MOUSE52301, MOUSE52303, MOUSE52304, MOUSE52302
OG0002765	TCONS_00009341.p1	MOUSE23918, MOUSE28206, MOUSE49199, MOUSE49200, MOUSE49197
OG0002766	TCONS_00049553.p1, TCONS_00049554.p1, TCONS_00004496.p1	MOUSE08094, MOUSE08096
OG0002767	TCONS_00043030.p1	MOUSE38888, MOUSE38886, MOUSE38887, MOUSE38885, MOUSE36318
OG0002768	TCONS_00049097.p1	MOUSE02302
OG0002769	TCONS_00042280.p1, TCONS_00042232.p1	MOUSE36757, MOUSE55277, MOUSE55278, MOUSE55279
OG0002770	TCONS_00026098.p1	MOUSE03174, MOUSE03172, MOUSE03173, MOUSE03170, MOUSE12839, MOUSE12838, MOUSE12841, MOUSE12840
OG0002771	TCONS_00011580.p1	MOUSE16702, MOUSE16698, MOUSE16704, MOUSE25182, MOUSE25183
OG0002772	TCONS_00053759.p1	MOUSE01653, MOUSE01652, MOUSE01655, MOUSE01654, MOUSE01651
OG0002773	TCONS_00022345.p1, TCONS_00022344.p1	MOUSE19490
OG0002774	TCONS_00028627.p1	MOUSE17487, MOUSE17486, MOUSE51862
OG0002775	TCONS_00004466.p1	MOUSE07212, MOUSE07211, MOUSE07210
OG0002776	TCONS_00029914.p1	MOUSE19559, MOUSE19560
OG0002777	TCONS_00035943.p1	MOUSE41933, MOUSE44389, MOUSE16520, MOUSE44378, MOUSE44386, MOUSE44380, MOUSE44379
OG0002778	TCONS_00029622.p1	MOUSE44589, MOUSE19553
OG0002779	TCONS_00051889.p1	MOUSE34708, MOUSE34707, MOUSE34709, MOUSE34710
OG0002780	TCONS_00012584.p1	MOUSE06132, MOUSE06136
OG0002781	TCONS_00056768.p1	MOUSE02499, MOUSE02500, MOUSE02498, MOUSE22135, MOUSE22136
OG0002782	TCONS_00011132.p1	MOUSE02962, MOUSE20119, MOUSE02961, MOUSE02964
OG0002783	TCONS_00053820.p1	MOUSE13167, MOUSE13168, MOUSE13165
OG0002785	TCONS_00054448.p1	MOUSE33416, MOUSE10309, MOUSE10367, MOUSE10366
OG0002786	TCONS_00029566.p1	MOUSE30836, MOUSE44652, MOUSE44653, MOUSE44654, MOUSE44651, MOUSE16714
OG0002787	TCONS_00020698.p1	MOUSE39863, MOUSE39864, MOUSE39865, MOUSE49599, MOUSE49597
OG0002788	TCONS_00038074.p1	MOUSE27191
OG0002790	TCONS_00042475.p1	MOUSE45273, MOUSE45274, MOUSE45272
OG0002791	TCONS_00016217.p1	MOUSE48609, MOUSE23809, MOUSE23808, MOUSE25572
OG0002792	TCONS_00020366.p1	MOUSE44628, MOUSE44629, MOUSE44630, MOUSE13252
OG0002794	TCONS_00015595.p1	MOUSE26037, MOUSE26038, MOUSE26039, MOUSE23997, MOUSE23996
OG0002795	TCONS_00020221.p1	MOUSE44829, MOUSE44826, MOUSE18520, MOUSE18519
OG0002797	TCONS_00020292.p1, TCONS_00002919.p1	MOUSE20127, MOUSE28162, MOUSE28131, MOUSE28130, MOUSE28134, MOUSE28135, MOUSE28139, MOUSE28140
OG0002799	TCONS_00004881.p1	MOUSE16859, MOUSE16862
OG0002811	TCONS_00047302.p1	MOUSE01738, MOUSE01736, MOUSE01737, MOUSE01735, MOUSE01734, MOUSE01739
OG0002812	TCONS_00054657.p1	MOUSE10239, MOUSE33414, MOUSE33413, MOUSE33412
OG0002813	TCONS_00014792.p1	MOUSE28850, MOUSE08964, MOUSE08961, MOUSE08965, MOUSE08960, MOUSE08963, MOUSE49374, MOUSE08962
OG0002814	TCONS_00030568.p1	MOUSE00755, MOUSE00754, MOUSE00753, MOUSE31639, MOUSE19210
OG0002815	TCONS_00000287.p1	MOUSE33877, MOUSE32216
OG0002816	TCONS_00054308.p1	MOUSE33649, MOUSE33650, MOUSE33653, MOUSE33651, MOUSE33652
OG0002817	TCONS_00009559.p1	MOUSE07753, MOUSE07754
OG0002818	TCONS_00049657.p1	MOUSE46440, MOUSE24914
OG0002819	TCONS_00050227.p1	MOUSE12443, MOUSE19687, MOUSE40979, MOUSE40977, MOUSE40978, MOUSE34835, MOUSE34834
OG0002822	TCONS_00014245.p1, TCONS_00013412.p1, TCONS_00014423.p1	MOUSE38613, MOUSE38615, MOUSE38614, MOUSE06406
OG0002823	TCONS_00015619.p1	MOUSE32397, MOUSE32394, MOUSE32395, MOUSE32398
OG0002823	TCONS_00027448.p1	MOUSE32396, MOUSE32399, MOUSE21431, MOUSE21432
OG0002824	TCONS_00019599.p1	MOUSE18912, MOUSE18914, MOUSE18913, MOUSE26147, MOUSE26148, MOUSE18915
OG0002825	TCONS_00024295.p1	MOUSE02236, MOUSE02238, MOUSE02233, MOUSE02234, MOUSE02235
OG0002826	TCONS_00009663.p1	MOUSE28123, MOUSE28122, MOUSE42625
OG0002827	TCONS_00001794.p1, TCONS_00001795.p2	MOUSE00490, MOUSE00492
OG0002828	TCONS_00034310.p1	MOUSE51012, MOUSE51013, MOUSE51015, MOUSE51014
OG0002829	TCONS_00013706.p1	MOUSE38643, MOUSE38644, MOUSE38642
OG0002830	TCONS_00010894.p1	MOUSE07601, MOUSE07600, MOUSE42624, MOUSE42623
OG0002831	TCONS_00035950.p1, TCONS_00035945.p1	MOUSE39381, MOUSE39380, MOUSE39379
OG0002833	TCONS_00014217.p1	MOUSE16893, MOUSE16891, MOUSE16892, MOUSE16890, MOUSE16894
OG0002834	TCONS_00051206.p1	MOUSE30356, MOUSE30354, MOUSE30355, MOUSE30353, MOUSE19451, MOUSE19450
OG0002835	TCONS_00018725.p1, TCONS_00017643.p1	MOUSE33882, MOUSE32196, MOUSE32195, MOUSE32194
OG0002836	TCONS_00052011.p1	MOUSE22891, MOUSE34627
OG0002837	TCONS_00042766.p1	MOUSE38781, MOUSE36488, MOUSE36489
OG0002838	TCONS_00029902.p1, TCONS_00020903.p1	MOUSE47899
OG0002839	TCONS_00004451.p1	MOUSE53028, MOUSE53027, MOUSE53026, MOUSE53024, MOUSE53023, MOUSE53025
OG0002840	TCONS_00009182.p1	MOUSE43716, MOUSE13817, MOUSE13818, MOUSE13816
OG0002841	TCONS_00047848.p1	MOUSE39275
OG0002841	TCONS_00047849.p1, TCONS_00001411.p1, TCONS_00048553.p1	MOUSE39274, MOUSE39273, MOUSE39272, MOUSE39270, MOUSE39271
OG0002842	TCONS_00054700.p1, TCONS_00054625.p1	MOUSE47906, MOUSE47910, MOUSE47914, MOUSE47915, MOUSE47912, MOUSE47907, MOUSE47911, MOUSE47913, MOUSE47908, MOUSE47909
OG0002843	TCONS_00030426.p1	MOUSE37407, MOUSE37409, MOUSE37410, MOUSE37408, MOUSE37411
OG0002844	TCONS_00048042.p1	MOUSE52858
OG0002845	TCONS_00049073.p1	MOUSE51587, MOUSE51586, MOUSE51588
OG0002846	TCONS_00054878.p1	MOUSE29671, MOUSE29674, MOUSE29672, MOUSE29675, MOUSE29673, MOUSE29670
OG0002848	TCONS_00045223.p1	MOUSE09195, MOUSE09197, MOUSE09196, MOUSE09193, MOUSE09192, MOUSE09198
OG0002849	TCONS_00020783.p1	MOUSE51938, MOUSE51937, MOUSE51939, MOUSE30674, MOUSE30677, MOUSE30672, MOUSE30676, MOUSE30671, MOUSE30675, MOUSE30670, MOUSE30673
OG0002850	TCONS_00051637.p1	MOUSE29946, MOUSE35117, MOUSE35118
OG0002851	TCONS_00000274.p1	MOUSE16262, MOUSE16261, MOUSE16507
OG0002853	TCONS_00029548.p1	MOUSE01702, MOUSE01701, MOUSE30855, MOUSE13254, MOUSE13253, MOUSE01700, MOUSE01699, MOUSE01697
OG0002854	TCONS_00015088.p1, TCONS_00044327.p1	MOUSE24041, MOUSE24039, MOUSE24038, MOUSE24040
OG0002855	TCONS_00001781.p1, TCONS_00004538.p1	MOUSE51299, MOUSE51301
OG0002855	TCONS_00001782.p1	MOUSE51300
OG0002856	TCONS_00028409.p1	MOUSE48401, MOUSE48402, MOUSE48400, MOUSE48403, MOUSE48404, MOUSE30483, MOUSE30481, MOUSE30482
OG0002858	TCONS_00007488.p1, TCONS_00007490.p1	MOUSE53144, MOUSE49269, MOUSE49270, MOUSE49268
OG0002859	TCONS_00045580.p1, TCONS_00045581.p1, TCONS_00046896.p1	MOUSE21517, MOUSE21514, MOUSE21515, MOUSE21518, MOUSE21520, MOUSE21519, MOUSE21516, MOUSE21521
OG0002860	TCONS_00013248.p1	MOUSE17139, MOUSE17144, MOUSE17145, MOUSE17142, MOUSE17147, MOUSE17146, MOUSE17136, MOUSE17133, MOUSE17134, MOUSE17135, MOUSE17140, MOUSE17137
OG0002861	TCONS_00025233.p1	MOUSE27136, MOUSE27137, MOUSE27134, MOUSE27135
OG0002862	TCONS_00002185.p1	MOUSE45187, MOUSE52142
OG0002863	TCONS_00053234.p1, TCONS_00053235.p1	MOUSE13226, MOUSE13228, MOUSE13230, MOUSE13231, MOUSE13229, MOUSE13227
OG0002864	TCONS_00019063.p1	MOUSE01567, MOUSE01566, MOUSE01568, MOUSE01565, MOUSE01569, MOUSE05787, MOUSE05786, MOUSE27747, MOUSE27746
OG0002865	TCONS_00042624.p1	MOUSE13949, MOUSE13948, MOUSE13947
OG0002866	TCONS_00037598.p1	MOUSE20818, MOUSE20819, MOUSE20817, MOUSE20816, MOUSE20815, MOUSE50338, MOUSE50339
OG0002868	TCONS_00052544.p1	MOUSE33845, MOUSE33859, MOUSE13152, MOUSE13153
OG0002869	TCONS_00051574.p1	MOUSE29505, MOUSE29506, MOUSE29504, MOUSE29503, MOUSE35068, MOUSE35067
OG0002870	TCONS_00002023.p1	MOUSE32219, MOUSE32218, MOUSE32217
OG0002871	TCONS_00013806.p1	MOUSE27163
OG0002872	TCONS_00009347.p1	MOUSE13951, MOUSE13950
OG0002873	TCONS_00014159.p1	MOUSE15070, MOUSE15076, MOUSE15069, MOUSE15071, MOUSE15072, MOUSE15074, MOUSE15073
OG0002874	TCONS_00049627.p1	MOUSE40765, MOUSE40768, MOUSE40766, MOUSE01998
OG0002875	TCONS_00009978.p1	MOUSE24731, MOUSE24726, MOUSE24727, MOUSE24729, MOUSE24728, MOUSE24725, MOUSE24730
OG0002876	TCONS_00055182.p1, TCONS_00055153.p1, TCONS_00055154.p1	MOUSE12960, MOUSE00037
OG0002877	TCONS_00027894.p1	MOUSE48589, MOUSE48590, MOUSE48587, MOUSE48588
OG0002878	TCONS_00007158.p1, TCONS_00007157.p1	MOUSE49446, MOUSE13893, MOUSE13892
OG0002879	TCONS_00001819.p1	MOUSE15832, MOUSE15836, MOUSE15837, MOUSE15834, MOUSE15838, MOUSE15833, MOUSE34097, MOUSE34099, MOUSE34096
OG0002880	TCONS_00045912.p1	MOUSE00478
OG0002883	TCONS_00003183.p1	MOUSE00879, MOUSE00880
OG0002884	TCONS_00036357.p1	MOUSE18338, MOUSE18339, MOUSE18337, MOUSE14316, MOUSE14317
OG0002885	TCONS_00036592.p1	MOUSE25787
OG0002887	TCONS_00053132.p1	MOUSE20832, MOUSE20831, MOUSE20830, MOUSE20829
OG0002888	TCONS_00014580.p1	MOUSE46136, MOUSE03962, MOUSE03961
OG0002889	TCONS_00049306.p1	MOUSE54307, MOUSE54308, MOUSE54309, MOUSE01746, MOUSE01747, MOUSE01745
OG0002890	TCONS_00007836.p1	MOUSE09294, MOUSE09292, MOUSE09287, MOUSE09293, MOUSE09289, MOUSE09291, MOUSE09286, MOUSE09288, MOUSE09290
OG0002891	TCONS_00053738.p1	MOUSE48810, MOUSE00680, MOUSE00679, MOUSE00681
OG0002892	TCONS_00001681.p1, TCONS_00014788.p1	MOUSE17409, MOUSE30903, MOUSE25424
OG0002893	TCONS_00022744.p1	MOUSE12910, MOUSE12909
OG0002894	TCONS_00010576.p1	MOUSE07245, MOUSE07246, MOUSE28169, MOUSE28168
OG0002895	TCONS_00029819.p1	MOUSE41196, MOUSE23585
OG0002896	TCONS_00021246.p1	MOUSE22004, MOUSE52360, MOUSE52361, MOUSE52363, MOUSE52362, MOUSE22005, MOUSE22006, MOUSE22003
OG0002897	TCONS_00041365.p1, TCONS_00031606.p1, TCONS_00041377.p1, TCONS_00032281.p1, TCONS_00041351.p1, TCONS_00041379.p1, TCONS_00031603.p1, TCONS_00031601.p1, TCONS_00031610.p1, TCONS_00031602.p1, TCONS_00041359.p1, TCONS_00041348.p1, TCONS_00041353.p1	MOUSE26136, MOUSE26137, MOUSE26135, MOUSE26134, MOUSE26133
OG0002898	TCONS_00012139.p1, TCONS_00011793.p1, TCONS_00010413.p1, TCONS_00010440.p1, TCONS_00010414.p1	MOUSE48263, MOUSE48262
OG0002899	TCONS_00051403.p1	MOUSE41425, MOUSE41426, MOUSE41424, MOUSE41423, MOUSE29542, MOUSE29545, MOUSE29543, MOUSE29544
OG0002900	TCONS_00029824.p1	MOUSE44758, MOUSE30850, MOUSE30851, MOUSE30848
OG0002901	TCONS_00001145.p1	MOUSE00118, MOUSE00119, MOUSE00117, MOUSE00116, MOUSE00114
OG0002902	TCONS_00013877.p1	MOUSE46102, MOUSE46104, MOUSE46103
OG0002903	TCONS_00018225.p1, TCONS_00017180.p1, TCONS_00017183.p1, TCONS_00017182.p1, TCONS_00017176.p1	MOUSE30047, MOUSE30048, MOUSE53344, MOUSE53343
OG0002905	TCONS_00050785.p1	MOUSE35165, MOUSE35166, MOUSE35167, MOUSE35168
OG0002906	TCONS_00009274.p1	MOUSE49581, MOUSE49582, MOUSE49580, MOUSE49583
OG0002907	TCONS_00028502.p1	MOUSE16709, MOUSE16711, MOUSE16710, MOUSE44655
OG0002909	TCONS_00047561.p1	MOUSE52675, MOUSE52674, MOUSE52672, MOUSE52673, MOUSE06991, MOUSE06992, MOUSE06990, MOUSE06996, MOUSE06993, MOUSE06995, MOUSE06994
OG0002910	TCONS_00028540.p1, TCONS_00028541.p1	MOUSE01881, MOUSE01882, MOUSE01880
OG0002911	TCONS_00026143.p1	MOUSE46627, MOUSE47883, MOUSE47884, MOUSE47882, MOUSE47879, MOUSE47880, MOUSE47881
OG0002912	TCONS_00007897.p1, TCONS_00008713.p1, TCONS_00007439.p1, TCONS_00003154.p1, TCONS_00003605.p1, TCONS_00003606.p1	MOUSE43731
OG0002913	TCONS_00056620.p1	MOUSE54048
OG0002915	TCONS_00020490.p1	MOUSE09272, MOUSE49393, MOUSE09270, MOUSE09268
OG0002916	TCONS_00054595.p1	MOUSE01587, MOUSE01588, MOUSE01585, MOUSE01586, MOUSE10473, MOUSE10472, MOUSE10474
OG0002917	TCONS_00021044.p1	MOUSE22778, MOUSE22783, MOUSE22784, MOUSE22777, MOUSE22779
OG0002919	TCONS_00029838.p1	MOUSE30475, MOUSE30474, MOUSE44841, MOUSE48457
OG0002921	TCONS_00005612.p1, TCONS_00005613.p2	MOUSE46392, MOUSE46390, MOUSE46393, MOUSE46391, MOUSE46389, MOUSE46394, MOUSE46388
OG0002922	TCONS_00025977.p1	MOUSE46631, MOUSE46632, MOUSE46630, MOUSE47876, MOUSE47875, MOUSE47873, MOUSE47878
OG0002923	TCONS_00007977.p1	MOUSE49680, MOUSE32102, MOUSE28330, MOUSE28329, MOUSE28328
OG0002924	TCONS_00019349.p1	MOUSE51671, MOUSE19807, MOUSE19805, MOUSE19806
OG0002925	TCONS_00018459.p1	MOUSE13500
OG0002926	TCONS_00028061.p1	MOUSE10357, MOUSE10361, MOUSE10362, MOUSE10360, MOUSE10359, MOUSE10358, MOUSE48416, MOUSE48415
OG0002927	TCONS_00004135.p1	MOUSE32596, MOUSE32595, MOUSE32594
OG0002934	TCONS_00015801.p1	MOUSE47586, MOUSE47584, MOUSE47581, MOUSE47583, MOUSE47582, MOUSE47579, MOUSE47580, MOUSE54130, MOUSE47578
OG0002944	TCONS_00016891.p1	MOUSE21675, MOUSE31441, MOUSE21607
OG0002945	TCONS_00014323.p1, TCONS_00014335.p1	MOUSE05901
OG0002946	TCONS_00014225.p1, TCONS_00013029.p1	MOUSE06359, MOUSE06360
OG0002947	TCONS_00049003.p1, TCONS_00047564.p1	MOUSE08979
OG0002948	TCONS_00050545.p1	MOUSE34612, MOUSE03993, MOUSE03992
OG0002949	TCONS_00014445.p1	MOUSE42154, MOUSE42159, MOUSE42155, MOUSE42158, MOUSE42157, MOUSE42156
OG0002950	TCONS_00014046.p1	MOUSE03780
OG0002952	TCONS_00042673.p1	MOUSE48059, MOUSE48060, MOUSE03617, MOUSE03616
OG0002953	TCONS_00048395.p1	MOUSE41032, MOUSE41030, MOUSE41027, MOUSE41028, MOUSE41034, MOUSE41033, MOUSE41035, MOUSE41036, MOUSE41029, MOUSE41031
OG0002954	TCONS_00023913.p1	MOUSE27193
OG0002955	TCONS_00011898.p1	MOUSE07922, MOUSE07923
OG0002956	TCONS_00029297.p1	MOUSE01483, MOUSE01481, MOUSE01482, MOUSE01479, MOUSE01480, MOUSE19774, MOUSE19773
OG0002957	TCONS_00022513.p1	MOUSE12879, MOUSE12881, MOUSE12882, MOUSE12884, MOUSE12883, MOUSE12885, MOUSE12880, MOUSE12886
OG0002959	TCONS_00010958.p1	MOUSE24594, MOUSE07746
OG0002960	TCONS_00016533.p1	MOUSE17741, MOUSE17742, MOUSE17739, MOUSE17743
OG0002960	TCONS_00039602.p1, TCONS_00039603.p1	MOUSE17738, MOUSE17740
OG0002961	TCONS_00011734.p1	MOUSE07635, MOUSE07634, MOUSE07633, MOUSE07636, MOUSE07637
OG0002962	TCONS_00013946.p1	MOUSE15010, MOUSE15009
OG0002964	TCONS_00013728.p1	MOUSE03843, MOUSE06212
OG0002965	TCONS_00030551.p1	MOUSE21231, MOUSE21228, MOUSE21229, MOUSE21226, MOUSE21230, MOUSE21227
OG0002966	TCONS_00016414.p1	MOUSE25420, MOUSE25422, MOUSE25423, MOUSE25421, MOUSE23956, MOUSE23957
OG0002967	TCONS_00034167.p1, TCONS_00034173.p1	MOUSE50963, MOUSE50965, MOUSE50964
OG0002968	TCONS_00000180.p1	MOUSE33928, MOUSE33927
OG0002969	TCONS_00055983.p1	MOUSE05356, MOUSE05355
OG0002971	TCONS_00045604.p1, TCONS_00046877.p1	MOUSE13502, MOUSE28198, MOUSE33911, MOUSE00399, MOUSE00398
OG0002973	TCONS_00048192.p1	MOUSE11207, MOUSE11206, MOUSE11205, MOUSE11204
OG0002974	TCONS_00009337.p1	MOUSE10025, MOUSE10026, MOUSE10024, MOUSE10023, MOUSE48988
OG0002975	TCONS_00016004.p1, TCONS_00010554.p1	MOUSE18623, MOUSE18624, MOUSE07165, MOUSE07167, MOUSE07166
OG0002976	TCONS_00028969.p1	MOUSE10248, MOUSE10247, MOUSE10246
OG0002977	TCONS_00004747.p1	MOUSE04693, MOUSE04694
OG0002978	TCONS_00010996.p1	MOUSE20325, MOUSE27992, MOUSE11706, MOUSE11705, MOUSE11703
OG0002979	TCONS_00000115.p1	MOUSE16549, MOUSE16547, MOUSE16548, MOUSE16546
OG0002981	TCONS_00009178.p1	MOUSE24011, MOUSE24009, MOUSE24008, MOUSE24010
OG0002982	TCONS_00002363.p1, TCONS_00002375.p1	MOUSE46658, MOUSE46660, MOUSE46656, MOUSE46659, MOUSE46657, MOUSE46661
OG0002983	TCONS_00002109.p1, TCONS_00002101.p1	MOUSE16587, MOUSE03257, MOUSE24110, MOUSE24112, MOUSE24111
OG0002984	TCONS_00014608.p1	MOUSE42121, MOUSE42123, MOUSE42122, MOUSE42120, MOUSE42119
OG0002985	TCONS_00042833.p1	MOUSE14988, MOUSE14989
OG0002986	TCONS_00049664.p1	MOUSE31076, MOUSE31077, MOUSE39086, MOUSE39082, MOUSE39085, MOUSE39083, MOUSE39081, MOUSE39084
OG0002987	TCONS_00026946.p1	MOUSE02847, MOUSE02846, MOUSE09553, MOUSE09554
OG0002988	TCONS_00056009.p1	MOUSE01198, MOUSE01199, MOUSE01194
OG0002989	TCONS_00049575.p1	MOUSE11228
OG0002990	TCONS_00027688.p1	MOUSE46843, MOUSE46844, MOUSE36054, MOUSE19416
OG0002991	TCONS_00030348.p1	MOUSE21236, MOUSE21237, MOUSE21235, MOUSE21239
OG0002992	TCONS_00020442.p1	MOUSE35586, MOUSE35587, MOUSE35584, MOUSE35585, MOUSE35583, MOUSE35582, MOUSE14642, MOUSE14643
OG0002994	TCONS_00008401.p1	MOUSE09296, MOUSE09297
OG0002995	TCONS_00010897.p1	MOUSE07944, MOUSE07943, MOUSE07942, MOUSE07941, MOUSE07938, MOUSE07939, MOUSE07940
OG0002996	TCONS_00049228.p1	MOUSE09342, MOUSE09341
OG0002997	TCONS_00053213.p1	MOUSE33712, MOUSE33711
OG0002998	TCONS_00022351.p1	MOUSE01823, MOUSE01822, MOUSE11334, MOUSE11336, MOUSE11333, MOUSE11335, MOUSE11332
OG0003002	TCONS_00056726.p1	MOUSE22651, MOUSE02560, MOUSE02559, MOUSE22650, MOUSE22649
OG0003003	TCONS_00046653.p1	MOUSE34319, MOUSE34320, MOUSE34322, MOUSE34321, MOUSE21673
OG0003005	TCONS_00003466.p1	MOUSE18225
OG0003006	TCONS_00014322.p1	MOUSE17053
OG0003007	TCONS_00053186.p1	MOUSE33080, MOUSE33078, MOUSE33453, MOUSE50352, MOUSE50350
OG0003008	TCONS_00014834.p1	MOUSE24226, MOUSE24228, MOUSE24227, MOUSE24229
OG0003009	TCONS_00017797.p1	MOUSE30153, MOUSE30154, MOUSE43074, MOUSE43075, MOUSE43051
OG0003010	TCONS_00036755.p1	MOUSE46873, MOUSE46874
OG0003011	TCONS_00044235.p1	MOUSE39414, MOUSE39417, MOUSE39416, MOUSE39415, MOUSE15024
OG0003012	TCONS_00013995.p1, TCONS_00048089.p1	MOUSE40624
OG0003013	TCONS_00056297.p1, TCONS_00056301.p1, TCONS_00028450.p1, TCONS_00056300.p1, TCONS_00056296.p1	MOUSE22051, MOUSE22050
OG0003014	TCONS_00018508.p1	MOUSE12627
OG0003016	TCONS_00041684.p1	MOUSE36263, MOUSE45221, MOUSE45220
OG0003017	TCONS_00025399.p1	MOUSE19918, MOUSE19919
OG0003018	TCONS_00042596.p1	MOUSE45408
OG0003019	TCONS_00051034.p1	MOUSE35632, MOUSE35633, MOUSE35636
OG0003021	TCONS_00050470.p1	MOUSE04117, MOUSE04116, MOUSE04115, MOUSE04121, MOUSE04118, MOUSE04119, MOUSE04120
OG0003022	TCONS_00021935.p1	MOUSE29865, MOUSE29862, MOUSE29864, MOUSE29863, MOUSE54616, MOUSE54613, MOUSE54615, MOUSE54614
OG0003023	TCONS_00042741.p1	MOUSE02701, MOUSE02700
OG0003024	TCONS_00014173.p1	MOUSE24540, MOUSE24541, MOUSE24542, MOUSE24539
OG0003025	TCONS_00044903.p1	MOUSE17101, MOUSE13361, MOUSE13360
OG0003026	TCONS_00014720.p1, TCONS_00015662.p1	MOUSE06294, MOUSE06293
OG0003027	TCONS_00018446.p1	MOUSE04829, MOUSE04828, MOUSE44803, MOUSE44804, MOUSE44806, MOUSE44807, MOUSE44805
OG0003028	TCONS_00044915.p1	MOUSE33814, MOUSE33813, MOUSE33812, MOUSE33815
OG0003029	TCONS_00008363.p1	MOUSE19871, MOUSE19873, MOUSE19872, MOUSE19870
