Orthogroup	PFLAV	SCHMD
OG0004350	TCONS_00002092.p1	SCHMD16920, SCHMD07665
OG0004351	TCONS_00052162.p1, TCONS_00052151.p1, TCONS_00052150.p1	SCHMD12829
OG0004352	TCONS_00050845.p1	SCHMD11224
OG0004353	TCONS_00050632.p1, TCONS_00050634.p1	SCHMD21824, SCHMD16507
OG0004354	TCONS_00041077.p1	SCHMD15589
OG0004356	TCONS_00015524.p1	SCHMD20562, SCHMD06947, SCHMD21754, SCHMD15066, SCHMD01266, SCHMD06886
OG0004358	TCONS_00048777.p1, TCONS_00048787.p1	SCHMD26102, SCHMD07557
OG0004359	TCONS_00048643.p1	SCHMD05503
OG0004360	TCONS_00004058.p1	SCHMD05210
OG0004362	TCONS_00027451.p1	SCHMD14598, SCHMD12685
OG0004364	TCONS_00009654.p1	SCHMD10178, SCHMD08238, SCHMD20097
OG0004365	TCONS_00033008.p1, TCONS_00033521.p1	SCHMD14299
OG0004367	TCONS_00010541.p1	SCHMD09384
OG0004368	TCONS_00015256.p1	SCHMD06787, SCHMD28933
OG0004369	TCONS_00015110.p1	SCHMD13900
OG0004370	TCONS_00021476.p1	SCHMD05486
OG0004373	TCONS_00053379.p1	SCHMD15692
OG0004374	TCONS_00005113.p1	SCHMD08647
OG0004376	TCONS_00006571.p1	SCHMD24005, SCHMD12717
OG0004377	TCONS_00056907.p1	SCHMD00654, SCHMD00288
OG0004378	TCONS_00004662.p1	SCHMD13186, SCHMD15248
OG0004379	TCONS_00025463.p1	SCHMD09241
OG0004380	TCONS_00025855.p1	SCHMD09830
OG0004381	TCONS_00028923.p1	SCHMD03449, SCHMD12586, SCHMD17726, SCHMD12588, SCHMD03448, SCHMD12587, SCHMD17725, SCHMD03446, SCHMD03447
OG0004382	TCONS_00028412.p1	SCHMD20602, SCHMD02352
OG0004390	TCONS_00016442.p1	SCHMD22900
OG0004392	TCONS_00030935.p1	SCHMD01600
OG0004393	TCONS_00026831.p1	SCHMD23967, SCHMD19706
OG0004394	TCONS_00043317.p1	SCHMD15505, SCHMD12711, SCHMD15506
OG0004395	TCONS_00048660.p1	SCHMD13388
OG0004396	TCONS_00050867.p1	SCHMD06052
OG0004397	TCONS_00009273.p1	SCHMD22336
OG0004398	TCONS_00006820.p1	SCHMD28590, SCHMD27345, SCHMD13804
OG0004399	TCONS_00049722.p1	SCHMD04230
OG0004401	TCONS_00019458.p1	SCHMD20662, SCHMD11285, SCHMD22919, SCHMD21724, SCHMD27157
OG0004404	TCONS_00041072.p1	SCHMD02644, SCHMD04995
OG0004405	TCONS_00012993.p1	SCHMD05548, SCHMD03220
OG0004407	TCONS_00012002.p1	SCHMD00293
OG0004409	TCONS_00047261.p1	SCHMD04463
OG0004415	TCONS_00055882.p1	SCHMD23101, SCHMD14463
OG0004417	TCONS_00053504.p1	SCHMD11303
OG0004418	TCONS_00023911.p1, TCONS_00023897.p1	SCHMD18151, SCHMD12683
OG0004420	TCONS_00052037.p1	SCHMD21338, SCHMD16051, SCHMD25182
OG0004421	TCONS_00049547.p1	SCHMD28625, SCHMD20900
OG0004422	TCONS_00028201.p1	SCHMD03253
OG0004423	TCONS_00046506.p1	SCHMD29397
OG0004424	TCONS_00048574.p1	SCHMD16178, SCHMD07772
OG0004425	TCONS_00004067.p1	SCHMD11792, SCHMD05073, SCHMD12434
OG0004426	TCONS_00009724.p1	SCHMD14134, SCHMD13488
OG0004427	TCONS_00000190.p1	SCHMD23421, SCHMD22702, SCHMD16585
OG0004457	TCONS_00019820.p1	SCHMD21666
OG0004459	TCONS_00027136.p1, TCONS_00027137.p1	SCHMD11611
OG0004460	TCONS_00007375.p1	SCHMD02836
OG0004462	TCONS_00022714.p1	SCHMD02862, SCHMD02861, SCHMD02863
OG0004463	TCONS_00005439.p1	SCHMD05430, SCHMD15650, SCHMD15795, SCHMD15649, SCHMD27866
OG0004465	TCONS_00046667.p1	SCHMD05636
OG0004467	TCONS_00006668.p1	SCHMD25583
OG0004472	TCONS_00026713.p1	SCHMD10150
OG0004474	TCONS_00029614.p1	SCHMD16777
OG0004479	TCONS_00008588.p1	SCHMD18395, SCHMD16681, SCHMD28653
OG0004480	TCONS_00040191.p1, TCONS_00039376.p1, TCONS_00040226.p1, TCONS_00039381.p1, TCONS_00040219.p1	SCHMD08179
OG0004484	TCONS_00051027.p1	SCHMD05719, SCHMD12798
OG0004486	TCONS_00020381.p1	SCHMD01167
OG0004487	TCONS_00043037.p1	SCHMD27932, SCHMD25838, SCHMD24442, SCHMD16447
OG0004488	TCONS_00028260.p1	SCHMD26474
OG0004489	TCONS_00047757.p1	SCHMD27568, SCHMD15864, SCHMD13491
OG0004490	TCONS_00036947.p1	SCHMD17389, SCHMD11597
OG0004492	TCONS_00005030.p1	SCHMD04733
OG0004493	TCONS_00000774.p1	SCHMD17846, SCHMD13358
OG0004495	TCONS_00015235.p1	SCHMD01719
OG0004496	TCONS_00016709.p1	SCHMD26140, SCHMD14189
OG0004498	TCONS_00007014.p1	SCHMD04342
OG0004499	TCONS_00003603.p1	SCHMD03412, SCHMD12382
OG0004500	TCONS_00046162.p1	SCHMD11617
OG0004501	TCONS_00000515.p1	SCHMD07977
OG0004503	TCONS_00043304.p1	SCHMD16736, SCHMD23538
OG0004505	TCONS_00003157.p1	SCHMD09314
OG0004507	TCONS_00028129.p1	SCHMD04748
OG0004509	TCONS_00015343.p1	SCHMD17345, SCHMD26727
OG0004510	TCONS_00043121.p1	SCHMD20341
OG0004511	TCONS_00017401.p1	SCHMD28314
OG0004512	TCONS_00016000.p1, TCONS_00010558.p1, TCONS_00016001.p1	SCHMD07187, SCHMD09103
OG0004513	TCONS_00018643.p1	SCHMD00064, SCHMD04110
OG0004514	TCONS_00006071.p1	SCHMD05036
OG0004515	TCONS_00026135.p1	SCHMD02738
OG0004516	TCONS_00005617.p1	SCHMD11182, SCHMD05663, SCHMD11181, SCHMD22539
OG0004517	TCONS_00012658.p1	SCHMD21774, SCHMD18540, SCHMD24465, SCHMD24464
OG0004520	TCONS_00022496.p1	SCHMD11457
OG0004522	TCONS_00045489.p1	SCHMD08563
OG0004522	TCONS_00046107.p1	SCHMD23562, SCHMD24073
OG0004523	TCONS_00029039.p1	SCHMD00984
OG0004524	TCONS_00053630.p1	SCHMD06007
OG0004526	TCONS_00014769.p1	SCHMD13090
OG0004529	TCONS_00017013.p1	SCHMD01565
OG0004530	TCONS_00042552.p1	SCHMD02115
OG0004532	TCONS_00013260.p1	SCHMD21409, SCHMD24151
OG0004535	TCONS_00009599.p1	SCHMD20791, SCHMD04354, SCHMD12750, SCHMD07827, SCHMD26230
OG0004539	TCONS_00011785.p1	SCHMD09009
OG0004542	TCONS_00024746.p1, TCONS_00024656.p1	SCHMD08621
OG0004543	TCONS_00020247.p1	SCHMD00021
OG0004546	TCONS_00015879.p1	SCHMD10690, SCHMD06743, SCHMD14412
OG0004548	TCONS_00016063.p1	SCHMD01586
OG0004549	TCONS_00023646.p1	SCHMD23062
OG0004551	TCONS_00055491.p1	SCHMD02466
OG0004552	TCONS_00021990.p1, TCONS_00021991.p1	SCHMD05280
OG0004553	TCONS_00001383.p1	SCHMD05077
OG0004554	TCONS_00055911.p1, TCONS_00055917.p1	SCHMD14759, SCHMD27571, SCHMD01446, SCHMD22543
OG0004555	TCONS_00009333.p1	SCHMD01126
OG0004558	TCONS_00050923.p1	SCHMD23563
OG0004559	TCONS_00014585.p1	SCHMD09022
OG0004564	TCONS_00011681.p1	SCHMD06864, SCHMD16273
OG0004565	TCONS_00004488.p1	SCHMD06237
OG0004567	TCONS_00017890.p1	SCHMD08103
OG0004569	TCONS_00005851.p1, TCONS_00005820.p1	SCHMD07227
OG0004570	TCONS_00004500.p1	SCHMD10693
OG0004572	TCONS_00017777.p1, TCONS_00041779.p1	SCHMD00027
OG0004573	TCONS_00005131.p1	SCHMD24195, SCHMD13279
OG0004577	TCONS_00008589.p1	SCHMD27308, SCHMD07121, SCHMD07120
OG0004578	TCONS_00015174.p1	SCHMD13522, SCHMD10265
OG0004579	TCONS_00048911.p1	SCHMD05858
OG0004581	TCONS_00021685.p1	SCHMD06969
OG0004583	TCONS_00044907.p1	SCHMD18243, SCHMD12573
OG0004589	TCONS_00006431.p1	SCHMD07310
OG0004590	TCONS_00006432.p1	SCHMD02645, SCHMD02084
OG0004592	TCONS_00052896.p1	SCHMD21981, SCHMD24746
OG0004595	TCONS_00000092.p1, TCONS_00038644.p1	SCHMD23529, SCHMD18234
OG0004596	TCONS_00055757.p1	SCHMD22207, SCHMD22206
OG0004599	TCONS_00020749.p1	SCHMD19964
OG0004600	TCONS_00016332.p1	SCHMD10479
OG0004602	TCONS_00012527.p1	SCHMD00904
OG0004603	TCONS_00013912.p1	SCHMD09121, SCHMD04362
OG0004605	TCONS_00014511.p1, TCONS_00014532.p1	SCHMD16312, SCHMD16314
OG0004606	TCONS_00018261.p1	SCHMD04125, SCHMD12842
OG0004607	TCONS_00005134.p1	SCHMD04747, SCHMD24317
OG0004608	TCONS_00009920.p1	SCHMD24531, SCHMD11307
OG0004609	TCONS_00004643.p1, TCONS_00004631.p1	SCHMD12031, SCHMD13204
OG0004610	TCONS_00029447.p1	SCHMD04931
OG0004612	TCONS_00033238.p1	SCHMD00076
OG0004613	TCONS_00040469.p1	SCHMD02078
OG0004614	TCONS_00020291.p1, TCONS_00020281.p1	SCHMD21793, SCHMD24411
OG0004616	TCONS_00002936.p1	SCHMD28217
OG0004619	TCONS_00056372.p1, TCONS_00056314.p1	SCHMD07738
OG0004621	TCONS_00049466.p1	SCHMD02131
OG0004623	TCONS_00056694.p1	SCHMD29595
OG0004626	TCONS_00008495.p1	SCHMD21056, SCHMD25126
OG0004630	TCONS_00001942.p1	SCHMD19924, SCHMD19158
OG0004631	TCONS_00053607.p1, TCONS_00053515.p1	SCHMD23492
OG0004632	TCONS_00019026.p1	SCHMD10538, SCHMD22511, SCHMD29376
OG0004633	TCONS_00051133.p1	SCHMD08375
OG0004634	TCONS_00050813.p1	SCHMD05432
OG0004635	TCONS_00034976.p1	SCHMD03118
OG0004638	TCONS_00016690.p1	SCHMD03884
OG0004639	TCONS_00016339.p1	SCHMD11835
OG0004643	TCONS_00022104.p1	SCHMD12179
OG0004646	TCONS_00028492.p1	SCHMD02650
OG0004648	TCONS_00029834.p1	SCHMD22597, SCHMD14009
OG0004649	TCONS_00005889.p1	SCHMD11982
OG0004651	TCONS_00018246.p1	SCHMD12856
OG0004652	TCONS_00022442.p1	SCHMD09910, SCHMD14465
OG0004654	TCONS_00055330.p1	SCHMD11590
OG0004655	TCONS_00025856.p1, TCONS_00024425.p1	SCHMD10685
OG0004657	TCONS_00022494.p1	SCHMD24003, SCHMD14727
OG0004662	TCONS_00010042.p1	SCHMD23223, SCHMD01585
OG0004663	TCONS_00005907.p1	SCHMD03596
OG0004665	TCONS_00055986.p1	SCHMD11600, SCHMD08997
OG0004666	TCONS_00009372.p1	SCHMD15089
OG0004668	TCONS_00011476.p1	SCHMD00802
OG0004669	TCONS_00039826.p1	SCHMD05517
OG0004670	TCONS_00003641.p1	SCHMD20695, SCHMD17163
OG0004671	TCONS_00006316.p1	SCHMD02955, SCHMD02956, SCHMD04859
OG0004673	TCONS_00055334.p1	SCHMD12584
OG0004674	TCONS_00054555.p1	SCHMD03223
OG0004675	TCONS_00046779.p1	SCHMD07033
OG0004678	TCONS_00015474.p1	SCHMD09572, SCHMD22384
OG0004681	TCONS_00005144.p1	SCHMD05397
OG0004682	TCONS_00052713.p1	SCHMD08178
OG0004683	TCONS_00010745.p1	SCHMD10878
OG0004684	TCONS_00012132.p1	SCHMD04346
OG0004685	TCONS_00006441.p1	SCHMD09955
OG0004687	TCONS_00048164.p1	SCHMD23153, SCHMD15300
OG0004688	TCONS_00049473.p1, TCONS_00049474.p1, TCONS_00049775.p1	SCHMD09484, SCHMD08993
OG0004689	TCONS_00005729.p1	SCHMD04465
OG0004690	TCONS_00019248.p1	SCHMD05174, SCHMD08403, SCHMD10045, SCHMD24330, SCHMD08404
OG0004691	TCONS_00009715.p1	SCHMD29540, SCHMD09521, SCHMD09522
OG0004694	TCONS_00013362.p1	SCHMD19141, SCHMD23931
OG0004696	TCONS_00030181.p1	SCHMD21643
OG0004697	TCONS_00044103.p1	SCHMD17021
OG0004699	TCONS_00005201.p1	SCHMD06447
OG0004700	TCONS_00013200.p1	SCHMD16439
OG0004703	TCONS_00005135.p1	SCHMD00518, SCHMD00513, SCHMD00519, SCHMD19474
OG0004704	TCONS_00053562.p1	SCHMD02724
OG0004705	TCONS_00043362.p1	SCHMD06298
OG0004708	TCONS_00006281.p1	SCHMD08019
OG0004711	TCONS_00045738.p1	SCHMD14637
OG0004715	TCONS_00053462.p1, TCONS_00054586.p1	SCHMD24200, SCHMD23886, SCHMD25306
OG0004728	TCONS_00020679.p1	SCHMD02271
OG0004730	TCONS_00028616.p1	SCHMD19530
OG0004731	TCONS_00045549.p1, TCONS_00046899.p1, TCONS_00045575.p1	SCHMD03298
OG0004736	TCONS_00042661.p1	SCHMD16289
OG0004738	TCONS_00014337.p1, TCONS_00014326.p1	SCHMD29258
OG0004740	TCONS_00010514.p1	SCHMD00456
OG0004743	TCONS_00057249.p1	SCHMD01142
OG0004744	TCONS_00013331.p1	SCHMD15430, SCHMD15429
OG0004747	TCONS_00019749.p1	SCHMD15119, SCHMD10662
OG0004749	TCONS_00008080.p1	SCHMD27524, SCHMD05320, SCHMD13141
OG0004751	TCONS_00011195.p1	SCHMD09867, SCHMD09866
OG0004752	TCONS_00025717.p1	SCHMD13187, SCHMD26487
OG0004753	TCONS_00052205.p1	SCHMD09681
OG0004754	TCONS_00013458.p1	SCHMD12657
OG0004756	TCONS_00018319.p1	SCHMD15431
OG0004757	TCONS_00017612.p1, TCONS_00017648.p1	SCHMD03519
OG0004763	TCONS_00040066.p1, TCONS_00040052.p1, TCONS_00040063.p1	SCHMD15362
OG0004764	TCONS_00053402.p1	SCHMD19894, SCHMD17272
OG0004765	TCONS_00054229.p1	SCHMD16710, SCHMD04808
OG0004766	TCONS_00013326.p1	SCHMD00505
OG0004767	TCONS_00012270.p1	SCHMD00495
OG0004768	TCONS_00043356.p1, TCONS_00043345.p1	SCHMD08416
OG0004769	TCONS_00015481.p1	SCHMD21299, SCHMD08710, SCHMD20457, SCHMD10055, SCHMD28408, SCHMD18217, SCHMD29298
OG0004770	TCONS_00002044.p1	SCHMD28676, SCHMD11354, SCHMD11355, SCHMD10999, SCHMD10105
OG0004772	TCONS_00005276.p1	SCHMD19882, SCHMD27089
OG0004774	TCONS_00012582.p1	SCHMD08224
OG0004775	TCONS_00055207.p1, TCONS_00041453.p1	SCHMD05122
OG0004778	TCONS_00032963.p1	SCHMD18723
OG0004784	TCONS_00010255.p1	SCHMD03001
OG0004785	TCONS_00055596.p1	SCHMD28279, SCHMD28744, SCHMD08779
OG0004787	TCONS_00009487.p1, TCONS_00050783.p1	SCHMD12301, SCHMD15157, SCHMD12300, SCHMD15158, SCHMD12299
OG0004788	TCONS_00006767.p1	SCHMD14805
OG0004790	TCONS_00005509.p1	SCHMD28265, SCHMD15986, SCHMD21009
OG0004791	TCONS_00038453.p1, TCONS_00038428.p1, TCONS_00038406.p1, TCONS_00038409.p1, TCONS_00038412.p1, TCONS_00038447.p1, TCONS_00038422.p1, TCONS_00038403.p1	SCHMD07589
OG0004793	TCONS_00027328.p1	SCHMD27323, SCHMD11844, SCHMD28451, SCHMD21497
OG0004794	TCONS_00045541.p1	SCHMD12411, SCHMD08689
OG0004795	TCONS_00051512.p1	SCHMD12519
OG0004796	TCONS_00045190.p1	SCHMD06329
OG0004797	TCONS_00046886.p1, TCONS_00045587.p1	SCHMD02596
OG0004804	TCONS_00013683.p1	SCHMD02590
OG0004805	TCONS_00021404.p1	SCHMD25455, SCHMD17452, SCHMD11458, SCHMD28637
OG0004807	TCONS_00051163.p1	SCHMD12027, SCHMD02038, SCHMD03550
OG0004808	TCONS_00052238.p1	SCHMD06754
OG0004809	TCONS_00015753.p1	SCHMD11312
OG0004811	TCONS_00007185.p1	SCHMD04903, SCHMD12545
OG0004813	TCONS_00044894.p1	SCHMD09064, SCHMD18661
OG0004814	TCONS_00055959.p1	SCHMD13484, SCHMD23295, SCHMD07359
OG0004816	TCONS_00024891.p1, TCONS_00024858.p1	SCHMD16530, SCHMD18318
OG0004817	TCONS_00020198.p1	SCHMD02143
OG0004819	TCONS_00018134.p1	SCHMD02457
OG0004820	TCONS_00002002.p1, TCONS_00001992.p1	SCHMD20913, SCHMD20987, SCHMD11759, SCHMD14252, SCHMD20112
OG0004822	TCONS_00033269.p1	SCHMD03658
OG0004823	TCONS_00020225.p1	SCHMD04427
OG0004825	TCONS_00014815.p1, TCONS_00014817.p1, TCONS_00014816.p1, TCONS_00015920.p1, TCONS_00014814.p1	SCHMD01996
OG0004826	TCONS_00011319.p1	SCHMD11772, SCHMD08879
OG0004828	TCONS_00031473.p1	SCHMD06417
OG0004829	TCONS_00033116.p3, TCONS_00033093.p1, TCONS_00033117.p1	SCHMD15495
OG0004832	TCONS_00002403.p1	SCHMD04947, SCHMD01782
OG0004834	TCONS_00021309.p1	SCHMD27086, SCHMD22075
OG0004835	TCONS_00005728.p1	SCHMD04785
OG0004837	TCONS_00049471.p1	SCHMD13853
OG0004838	TCONS_00044980.p1	SCHMD09990
OG0004839	TCONS_00046520.p1	SCHMD20877, SCHMD19245
OG0004840	TCONS_00014850.p1	SCHMD11491, SCHMD12885, SCHMD20576
OG0004841	TCONS_00008204.p1	SCHMD09828, SCHMD26722, SCHMD12393
OG0004843	TCONS_00007791.p1	SCHMD08775
OG0004848	TCONS_00025437.p1	SCHMD09045, SCHMD13087
OG0004849	TCONS_00045335.p1	SCHMD21680, SCHMD17383, SCHMD10425
OG0004851	TCONS_00028417.p1	SCHMD21554, SCHMD25137
OG0004852	TCONS_00014672.p1	SCHMD04160
OG0004854	TCONS_00042557.p1	SCHMD06398
OG0004856	TCONS_00043945.p1	SCHMD03409, SCHMD06660
OG0004858	TCONS_00006307.p1	SCHMD05398
OG0004859	TCONS_00056288.p1	SCHMD17438
OG0004860	TCONS_00054297.p1	SCHMD19929
OG0004863	TCONS_00024838.p1	SCHMD07873, SCHMD11135, SCHMD16778, SCHMD25805
OG0004864	TCONS_00047784.p1	SCHMD01647
OG0004865	TCONS_00004803.p1	SCHMD12030, SCHMD20327
OG0004866	TCONS_00017400.p1	SCHMD07232
OG0004867	TCONS_00011046.p1	SCHMD21489
OG0004869	TCONS_00056082.p1	SCHMD21141
OG0004870	TCONS_00027139.p1	SCHMD02199
OG0004871	TCONS_00006050.p1	SCHMD08112
OG0004874	TCONS_00008001.p1, TCONS_00008004.p1, TCONS_00008000.p1	SCHMD06154
OG0004875	TCONS_00052844.p1	SCHMD06197
OG0004877	TCONS_00042354.p1	SCHMD17992
OG0004879	TCONS_00022742.p1	SCHMD24301, SCHMD03040
OG0004880	TCONS_00012473.p1	SCHMD03179
OG0004881	TCONS_00050150.p1, TCONS_00050257.p1	SCHMD07531
OG0004882	TCONS_00009037.p1, TCONS_00009030.p1	SCHMD21664, SCHMD29167
OG0004883	TCONS_00014345.p1	SCHMD14718, SCHMD10514
OG0004884	TCONS_00011399.p1	SCHMD10361
OG0004885	TCONS_00031074.p1	SCHMD17252, SCHMD28061
OG0004886	TCONS_00007209.p1	SCHMD11132
OG0004887	TCONS_00046849.p1	SCHMD01845
OG0004889	TCONS_00016480.p1	SCHMD27008
OG0004891	TCONS_00018205.p1	SCHMD06376, SCHMD01780
OG0004892	TCONS_00026165.p1	SCHMD03240
OG0004893	TCONS_00046271.p1	SCHMD12438
OG0004895	TCONS_00005289.p1	SCHMD06983, SCHMD03087
OG0004896	TCONS_00016498.p1, TCONS_00015431.p1	SCHMD23220, SCHMD15681
OG0004897	TCONS_00031065.p1	SCHMD05607, SCHMD11051
OG0004898	TCONS_00035515.p1	SCHMD08642, SCHMD08952
OG0004899	TCONS_00042683.p1	SCHMD03110, SCHMD16519, SCHMD13777
OG0004900	TCONS_00005010.p1	SCHMD16292
OG0004902	TCONS_00010333.p1	SCHMD18948
OG0004903	TCONS_00008384.p1	SCHMD05175
OG0004906	TCONS_00013722.p1	SCHMD23736, SCHMD12156, SCHMD23911
OG0004908	TCONS_00051611.p1	SCHMD19263
OG0004911	TCONS_00026215.p1, TCONS_00003002.p1	SCHMD04835
OG0004913	TCONS_00022463.p1	SCHMD04287
OG0004917	TCONS_00044887.p1	SCHMD19944
OG0004919	TCONS_00051202.p1	SCHMD06145
OG0004922	TCONS_00028189.p1	SCHMD11129
OG0004923	TCONS_00011145.p1	SCHMD25456
OG0004924	TCONS_00017758.p1, TCONS_00006927.p1	SCHMD01005
OG0004927	TCONS_00010053.p1	SCHMD14560
OG0004928	TCONS_00017771.p1	SCHMD00158
OG0004929	TCONS_00041592.p1	SCHMD00438
OG0004930	TCONS_00055185.p1	SCHMD20532, SCHMD11478, SCHMD05223
OG0004931	TCONS_00035714.p1, TCONS_00035615.p1	SCHMD05705
OG0004932	TCONS_00016600.p1	SCHMD10077, SCHMD21150
OG0004935	TCONS_00015687.p1	SCHMD12789
OG0004939	TCONS_00029079.p1	SCHMD02451, SCHMD08680
OG0004940	TCONS_00045542.p1	SCHMD16274, SCHMD13330
OG0004941	TCONS_00048801.p1	SCHMD02800
OG0004944	TCONS_00048559.p1	SCHMD12602
OG0004945	TCONS_00053265.p1	SCHMD22822
OG0004946	TCONS_00022217.p1, TCONS_00022216.p1	SCHMD21559, SCHMD28963, SCHMD25055
OG0004949	TCONS_00022963.p1	SCHMD07060
OG0004950	TCONS_00001265.p1	SCHMD15994
OG0004951	TCONS_00001658.p1	SCHMD08268
OG0004952	TCONS_00009854.p1	SCHMD04799
OG0004954	TCONS_00045843.p1	SCHMD11745
OG0004956	TCONS_00029808.p1, TCONS_00047281.p1	SCHMD26121, SCHMD26587, SCHMD22027, SCHMD26122
OG0004960	TCONS_00029451.p1	SCHMD08535
OG0004961	TCONS_00022318.p1	SCHMD06846
OG0004962	TCONS_00056119.p1	SCHMD01501
OG0004963	TCONS_00034989.p1	SCHMD23165, SCHMD03796
OG0004964	TCONS_00056774.p1	SCHMD14552
OG0004965	TCONS_00007643.p1	SCHMD03325
OG0004971	TCONS_00054630.p1	SCHMD11504
OG0004972	TCONS_00013161.p1	SCHMD03056
OG0004973	TCONS_00029790.p1	SCHMD02928, SCHMD02929, SCHMD07664
OG0004975	TCONS_00052759.p1	SCHMD16508, SCHMD27886
OG0004976	TCONS_00042278.p1, TCONS_00042230.p1	SCHMD07971, SCHMD08301
OG0004977	TCONS_00055134.p1, TCONS_00055143.p1	SCHMD07667
OG0004979	TCONS_00056542.p1	SCHMD05958, SCHMD29649
OG0004980	TCONS_00029923.p1	SCHMD05222
OG0004981	TCONS_00056106.p1	SCHMD07697
OG0004985	TCONS_00049444.p1	SCHMD07642
OG0004986	TCONS_00038297.p1, TCONS_00038271.p1	SCHMD20757, SCHMD05474, SCHMD17557
OG0004988	TCONS_00006657.p1	SCHMD02346
OG0004989	TCONS_00036358.p1	SCHMD07783
OG0004999	TCONS_00040400.p1	SCHMD00583
OG0005000	TCONS_00047673.p1, TCONS_00047680.p1	SCHMD05303
OG0005002	TCONS_00029682.p1	SCHMD03211
OG0005003	TCONS_00027331.p1	SCHMD17130, SCHMD16608
OG0005005	TCONS_00012826.p1	SCHMD02232
OG0005006	TCONS_00032538.p1	SCHMD13689, SCHMD15401
OG0005007	TCONS_00021128.p1	SCHMD06268
OG0005008	TCONS_00008398.p1	SCHMD11431
OG0005009	TCONS_00040107.p1	SCHMD10866, SCHMD06406, SCHMD13004
OG0005010	TCONS_00014161.p1	SCHMD18938, SCHMD01965
OG0005013	TCONS_00044024.p1	SCHMD29249
OG0005014	TCONS_00006395.p1	SCHMD05034
OG0005015	TCONS_00031323.p2	SCHMD04974
OG0005021	TCONS_00021569.p1	SCHMD22445, SCHMD29123
OG0005038	TCONS_00049376.p1, TCONS_00049385.p1	SCHMD01410
OG0005040	TCONS_00001442.p1	SCHMD01329
OG0005044	TCONS_00005720.p1	SCHMD19810
OG0005045	TCONS_00045671.p1, TCONS_00046763.p1	SCHMD01798
OG0005046	TCONS_00047615.p1	SCHMD10754
OG0005047	TCONS_00042749.p1	SCHMD04128
OG0005048	TCONS_00017778.p1, TCONS_00040594.p1	SCHMD09382
OG0005050	TCONS_00026065.p1	SCHMD13569, SCHMD16601
OG0005053	TCONS_00053899.p1, TCONS_00053898.p1	SCHMD17693
OG0005057	TCONS_00023057.p1, TCONS_00023085.p1	SCHMD10227
OG0005059	TCONS_00015857.p1	SCHMD24138
OG0005062	TCONS_00053004.p1	SCHMD01700
OG0005064	TCONS_00048371.p1, TCONS_00017974.p1	SCHMD10553, SCHMD11876, SCHMD13247
OG0005067	TCONS_00019030.p1, TCONS_00019029.p1	SCHMD04281, SCHMD22789, SCHMD19756
OG0005071	TCONS_00021403.p1	SCHMD05145
OG0005072	TCONS_00042622.p1	SCHMD07382
OG0005073	TCONS_00018784.p1	SCHMD20560
OG0005076	TCONS_00027950.p1	SCHMD18341
OG0005079	TCONS_00011526.p1	SCHMD21782, SCHMD08270
OG0005081	TCONS_00003583.p1	SCHMD07968
OG0005083	TCONS_00001234.p1	SCHMD00808
OG0005084	TCONS_00047866.p1	SCHMD06621
OG0005086	TCONS_00047898.p1	SCHMD07135
OG0005087	TCONS_00039832.p1	SCHMD04210, SCHMD04212
OG0005088	TCONS_00052509.p1	SCHMD00106
OG0005089	TCONS_00029428.p1	SCHMD02522
OG0005090	TCONS_00012662.p1	SCHMD24306, SCHMD17983, SCHMD19241
OG0005092	TCONS_00047464.p1	SCHMD08070
OG0005096	TCONS_00014098.p1	SCHMD12701, SCHMD22213
OG0005098	TCONS_00057205.p1	SCHMD01756
OG0005100	TCONS_00009296.p1	SCHMD09835
OG0005105	TCONS_00014144.p1	SCHMD10932
OG0005106	TCONS_00044095.p1	SCHMD05434
OG0005109	TCONS_00055593.p1	SCHMD29484
OG0005110	TCONS_00012877.p1	SCHMD02795
OG0005111	TCONS_00051180.p1	SCHMD15543, SCHMD03637
OG0005117	TCONS_00051070.p1, TCONS_00051106.p1	SCHMD21251
OG0005119	TCONS_00027571.p1	SCHMD25512
OG0005120	TCONS_00023784.p1	SCHMD08539
OG0005121	TCONS_00056530.p1	SCHMD08386
OG0005124	TCONS_00011766.p1	SCHMD19577
OG0005130	TCONS_00042834.p1	SCHMD26291, SCHMD12198
OG0005131	TCONS_00009353.p1	SCHMD03582, SCHMD03579, SCHMD03580
OG0005132	TCONS_00018680.p1, TCONS_00017689.p1	SCHMD06276
OG0005133	TCONS_00032715.p1	SCHMD21788, SCHMD12875, SCHMD16446, SCHMD00385
OG0005135	TCONS_00018965.p1	SCHMD01310
OG0005137	TCONS_00051423.p1	SCHMD07255, SCHMD05019, SCHMD05021, SCHMD06206
OG0005140	TCONS_00033133.p1	SCHMD10665
OG0005142	TCONS_00051436.p1, TCONS_00051432.p1	SCHMD05971
OG0005143	TCONS_00021129.p1	SCHMD12861, SCHMD10599
OG0005144	TCONS_00054106.p1	SCHMD07235
OG0005145	TCONS_00027956.p1	SCHMD04144
OG0005149	TCONS_00001664.p1, TCONS_00001663.p1	SCHMD06219
OG0005151	TCONS_00021248.p1	SCHMD28665, SCHMD29534
OG0005154	TCONS_00009339.p1	SCHMD00118
OG0005155	TCONS_00021801.p1	SCHMD06441
OG0005156	TCONS_00032594.p1, TCONS_00031834.p1	SCHMD09812
OG0005157	TCONS_00055842.p1	SCHMD08161
OG0005158	TCONS_00056215.p1	SCHMD06175, SCHMD03965
OG0005159	TCONS_00042380.p1	SCHMD27256, SCHMD08517
