Orthogroup	PFLAV	HUMAN
OG0003217	TCONS_00053417.p1	HUMAN14937, HUMAN29000
OG0003218	TCONS_00022948.p1	HUMAN30583
OG0003220	TCONS_00000598.p1	HUMAN29636, HUMAN00810
OG0003221	TCONS_00018636.p1, TCONS_00018637.p1	HUMAN24556, HUMAN00790
OG0003222	TCONS_00008423.p1	HUMAN08168, HUMAN11392, HUMAN27932
OG0003223	TCONS_00008858.p1	HUMAN19114
OG0003224	TCONS_00019205.p1	HUMAN17997, HUMAN06652
OG0003225	TCONS_00034983.p1	HUMAN05599
OG0003226	TCONS_00037381.p1	HUMAN24984, HUMAN24985, HUMAN24983, HUMAN04466
OG0003227	TCONS_00026520.p1	HUMAN10018
OG0003228	TCONS_00010782.p1	HUMAN08956
OG0003229	TCONS_00054940.p1	HUMAN03467, HUMAN07147
OG0003230	TCONS_00027696.p1	HUMAN03745
OG0003232	TCONS_00011416.p1	HUMAN25067, HUMAN04720
OG0003234	TCONS_00043599.p1	HUMAN23993
OG0003235	TCONS_00049408.p1	HUMAN30554, HUMAN30553, HUMAN30552
OG0003236	TCONS_00019350.p1	HUMAN13936
OG0003236	TCONS_00013892.p1	HUMAN13328, HUMAN13329, HUMAN13327
OG0003238	TCONS_00019863.p1	HUMAN09444, HUMAN09446, HUMAN09445, HUMAN09443
OG0003250	TCONS_00046236.p1	HUMAN26282, HUMAN18827, HUMAN18826
OG0003251	TCONS_00007188.p1, TCONS_00007189.p1	HUMAN23183, HUMAN11019
OG0003252	TCONS_00003543.p1	HUMAN08538, HUMAN08539
OG0003253	TCONS_00029368.p1	HUMAN28629, HUMAN28628, HUMAN28627, HUMAN09815, HUMAN09814
OG0003254	TCONS_00010837.p1	HUMAN04752
OG0003255	TCONS_00020100.p1	HUMAN28201, HUMAN28200, HUMAN28203
OG0003257	TCONS_00010798.p1	HUMAN09014
OG0003257	TCONS_00010797.p1	HUMAN09015
OG0003258	TCONS_00051629.p1	HUMAN18355, HUMAN18354
OG0003259	TCONS_00030717.p1	HUMAN17219
OG0003260	TCONS_00054519.p1	HUMAN17383, HUMAN28859
OG0003261	TCONS_00018872.p1	HUMAN18317
OG0003264	TCONS_00046364.p2	HUMAN24506, HUMAN24505, HUMAN24504, HUMAN24507, HUMAN24503, HUMAN24508, HUMAN24502, HUMAN25197
OG0003265	TCONS_00049250.p1	HUMAN21031, HUMAN02854
OG0003266	TCONS_00041005.p1, TCONS_00040991.p1, TCONS_00040993.p1	HUMAN19360, HUMAN05507, HUMAN05506
OG0003267	TCONS_00031423.p1	HUMAN03394
OG0003268	TCONS_00008149.p1	HUMAN28145
OG0003269	TCONS_00013521.p1	HUMAN10676, HUMAN10677
OG0003270	TCONS_00049296.p1	HUMAN06226
OG0003272	TCONS_00043871.p1	HUMAN30233, HUMAN22920
OG0003273	TCONS_00009692.p1	HUMAN04928
OG0003275	TCONS_00020755.p1	HUMAN28409, HUMAN18996
OG0003276	TCONS_00016002.p1, TCONS_00010557.p1	HUMAN04947, HUMAN25137, HUMAN25136
OG0003277	TCONS_00049210.p1	HUMAN06094, HUMAN26863, HUMAN01427, HUMAN26861
OG0003278	TCONS_00010775.p1	HUMAN02507
OG0003279	TCONS_00041744.p1	HUMAN23996, HUMAN22367, HUMAN22366
OG0003280	TCONS_00039790.p1, TCONS_00039792.p1	HUMAN15335
OG0003282	TCONS_00027650.p1	HUMAN23854, HUMAN23855, HUMAN23856
OG0003283	TCONS_00049262.p1	HUMAN26779
OG0003284	TCONS_00002839.p1, TCONS_00002854.p1	HUMAN18141
OG0003286	TCONS_00013948.p1	HUMAN26600, HUMAN26601
OG0003287	TCONS_00057175.p1	HUMAN27838, HUMAN27837, HUMAN18594, HUMAN18593, HUMAN16672
OG0003288	TCONS_00043817.p1	HUMAN30308
OG0003289	TCONS_00044248.p1	HUMAN14064, HUMAN10999
OG0003291	TCONS_00005261.p1	HUMAN12326
OG0003293	TCONS_00019456.p1	HUMAN06629
OG0003294	TCONS_00042669.p1	HUMAN22430
OG0003295	TCONS_00027108.p1	HUMAN03174
OG0003296	TCONS_00006223.p1	HUMAN07526, HUMAN19789
OG0003297	TCONS_00013842.p1	HUMAN12990, HUMAN12991
OG0003298	TCONS_00043866.p1	HUMAN18763, HUMAN30220
OG0003299	TCONS_00003948.p1	HUMAN01143
OG0003301	TCONS_00056136.p1	HUMAN05757, HUMAN03223
OG0003302	TCONS_00030954.p1	HUMAN24408, HUMAN24406, HUMAN24405
OG0003304	TCONS_00052730.p1	HUMAN26514, HUMAN12786
OG0003305	TCONS_00045454.p1, TCONS_00045430.p1	HUMAN29475
OG0003306	TCONS_00048857.p1	HUMAN21480
OG0003307	TCONS_00031062.p1	HUMAN22643, HUMAN24109
OG0003308	TCONS_00054644.p1	HUMAN28975, HUMAN14165
OG0003311	TCONS_00018844.p1	HUMAN30093, HUMAN29682
OG0003313	TCONS_00056204.p1, TCONS_00045546.p1	HUMAN08162
OG0003314	TCONS_00042277.p1, TCONS_00042229.p1, TCONS_00042276.p1	HUMAN17421, HUMAN22423, HUMAN17422
OG0003315	TCONS_00017532.p1	HUMAN28080
OG0003316	TCONS_00051522.p1	HUMAN17611
OG0003317	TCONS_00014439.p1	HUMAN13511
OG0003318	TCONS_00048242.p1	HUMAN20325, HUMAN29926
OG0003319	TCONS_00046681.p1	HUMAN19327, HUMAN19329, HUMAN19326, HUMAN27792, HUMAN27791
OG0003320	TCONS_00026069.p1	HUMAN27571, HUMAN27570
OG0003321	TCONS_00008132.p1	HUMAN18919
OG0003323	TCONS_00015010.p1	HUMAN29496, HUMAN29498, HUMAN29495
OG0003325	TCONS_00031296.p1	HUMAN03339
OG0003326	TCONS_00027204.p1, TCONS_00027197.p1	HUMAN03757, HUMAN22619, HUMAN22620, HUMAN22621, HUMAN22623
OG0003327	TCONS_00016375.p1	HUMAN29276, HUMAN29277, HUMAN01184, HUMAN29278
OG0003329	TCONS_00028898.p1	HUMAN23501
OG0003330	TCONS_00028960.p1	HUMAN09858, HUMAN09857, HUMAN09856
OG0003331	TCONS_00006506.p1	HUMAN13106, HUMAN11828
OG0003332	TCONS_00046195.p1, TCONS_00046192.p1	HUMAN00604
OG0003333	TCONS_00036252.p1	HUMAN04423, HUMAN20310, HUMAN20309, HUMAN20311, HUMAN20312
OG0003335	TCONS_00011485.p1	HUMAN09257
OG0003336	TCONS_00014647.p1	HUMAN02064, HUMAN29174
OG0003337	TCONS_00051325.p1, TCONS_00051418.p1	HUMAN00059, HUMAN00062, HUMAN00061, HUMAN00060
OG0003340	TCONS_00017094.p1	HUMAN13928, HUMAN13927, HUMAN13924, HUMAN13926, HUMAN13925, HUMAN00467
OG0003341	TCONS_00003609.p1	HUMAN17043
OG0003343	TCONS_00006521.p1	HUMAN12267
OG0003344	TCONS_00046687.p1	HUMAN16583
OG0003346	TCONS_00046360.p1, TCONS_00046351.p1, TCONS_00046362.p1	HUMAN02911
OG0003347	TCONS_00056116.p1	HUMAN17887
OG0003348	TCONS_00017611.p1, TCONS_00017647.p1	HUMAN02924, HUMAN17738
OG0003349	TCONS_00030123.p1	HUMAN22753, HUMAN03238
OG0003350	TCONS_00022739.p1	HUMAN18346, HUMAN30083, HUMAN07649
OG0003351	TCONS_00047963.p2	HUMAN26798
OG0003351	TCONS_00012043.p1	HUMAN21338
OG0003352	TCONS_00033183.p1	HUMAN18052, HUMAN26022
OG0003353	TCONS_00047823.p1, TCONS_00047834.p1	HUMAN26966, HUMAN26965
OG0003354	TCONS_00033398.p1, TCONS_00032835.p1	HUMAN12576, HUMAN12575, HUMAN12574
OG0003355	TCONS_00031349.p1	HUMAN03083, HUMAN22632, HUMAN03097
OG0003356	TCONS_00012899.p1	HUMAN10721, HUMAN13177
OG0003358	TCONS_00048237.p1	HUMAN20527
OG0003359	TCONS_00023445.p1, TCONS_00023479.p1	HUMAN02577
OG0003360	TCONS_00011165.p1	HUMAN08804
OG0003361	TCONS_00011047.p1	HUMAN09313, HUMAN10724
OG0003362	TCONS_00043774.p1	HUMAN07540, HUMAN07541, HUMAN07539
OG0003364	TCONS_00037083.p1	HUMAN06821, HUMAN16054
OG0003365	TCONS_00018439.p1	HUMAN26480, HUMAN01439
OG0003366	TCONS_00011117.p1	HUMAN16863, HUMAN16862
OG0003367	TCONS_00014336.p1, TCONS_00014325.p1	HUMAN06122
OG0003368	TCONS_00027072.p1	HUMAN24222, HUMAN24221, HUMAN24219, HUMAN03562
OG0003369	TCONS_00030861.p1	HUMAN27686, HUMAN03532, HUMAN27685
OG0003370	TCONS_00017723.p1, TCONS_00044503.p1, TCONS_00044812.p1	HUMAN28060, HUMAN28061
OG0003372	TCONS_00053297.p1	HUMAN01212, HUMAN14880, HUMAN14879
OG0003373	TCONS_00037895.p1	HUMAN05820
OG0003374	TCONS_00054992.p1	HUMAN28112, HUMAN16615
OG0003375	TCONS_00029030.p1	HUMAN23698
OG0003376	TCONS_00055205.p1, TCONS_00041457.p1	HUMAN22113, HUMAN22114, HUMAN22110, HUMAN22111, HUMAN22112
OG0003377	TCONS_00023122.p1	HUMAN04348
OG0003378	TCONS_00023058.p1, TCONS_00023089.p1	HUMAN05047, HUMAN05045
OG0003379	TCONS_00018871.p1	HUMAN28285, HUMAN28287
OG0003380	TCONS_00006819.p1	HUMAN19717
OG0003381	TCONS_00024085.p1	HUMAN06184, HUMAN06185, HUMAN04158
OG0003382	TCONS_00023674.p1	HUMAN19968, HUMAN01608
OG0003383	TCONS_00020044.p1	HUMAN12827
OG0003383	TCONS_00031257.p1	HUMAN18154, HUMAN18153
OG0003384	TCONS_00027067.p1	HUMAN03513, HUMAN27736
OG0003385	TCONS_00020620.p1	HUMAN06417, HUMAN06419, HUMAN06418
OG0003386	TCONS_00052234.p1	HUMAN05900, HUMAN05902, HUMAN05903
OG0003387	TCONS_00005038.p1	HUMAN13643, HUMAN13638, HUMAN13640, HUMAN13639
OG0003388	TCONS_00030400.p1, TCONS_00030384.p1	HUMAN03392
OG0003391	TCONS_00009705.p1	HUMAN08974
OG0003392	TCONS_00014589.p1	HUMAN13559, HUMAN10151
OG0003394	TCONS_00019998.p1	HUMAN22046
OG0003396	TCONS_00036037.p1	HUMAN06037, HUMAN05048
OG0003397	TCONS_00051012.p1	HUMAN22181, HUMAN22180, HUMAN03668, HUMAN24048
OG0003401	TCONS_00015311.p1	HUMAN09936
OG0003419	TCONS_00040540.p1	HUMAN02012
OG0003421	TCONS_00043655.p1, TCONS_00043654.p1, TCONS_00042652.p1, TCONS_00042813.p1, TCONS_00041936.p1	HUMAN23071
OG0003422	TCONS_00022982.p1	HUMAN07007, HUMAN07008
OG0003424	TCONS_00013866.p1	HUMAN10759
OG0003425	TCONS_00029551.p1	HUMAN23668, HUMAN23669
OG0003426	TCONS_00028995.p1	HUMAN04822, HUMAN04821
OG0003428	TCONS_00043444.p1	HUMAN22929
OG0003429	TCONS_00036739.p1	HUMAN24947
OG0003430	TCONS_00035290.p1	HUMAN15764
OG0003431	TCONS_00057200.p1	HUMAN06475, HUMAN02186
OG0003433	TCONS_00021164.p1	HUMAN11873
OG0003434	TCONS_00031599.p1	HUMAN20686
OG0003435	TCONS_00010051.p1	HUMAN08411
OG0003437	TCONS_00012557.p1, TCONS_00012556.p1, TCONS_00012555.p1	HUMAN12122, HUMAN20061
OG0003439	TCONS_00022916.p1	HUMAN07771, HUMAN07770, HUMAN21552, HUMAN21553
OG0003440	TCONS_00042109.p1	HUMAN07852, HUMAN07851, HUMAN07850
OG0003441	TCONS_00047900.p1	HUMAN21029, HUMAN21027
OG0003443	TCONS_00019758.p1, TCONS_00020819.p1, TCONS_00010416.p1	HUMAN25588, HUMAN08555
OG0003445	TCONS_00016588.p1, TCONS_00015497.p1	HUMAN29343
OG0003447	TCONS_00049275.p1	HUMAN26881
OG0003448	TCONS_00007007.p1	HUMAN15205
OG0003449	TCONS_00014387.p1	HUMAN27781
OG0003450	TCONS_00043348.p1, TCONS_00043337.p1	HUMAN12087, HUMAN12089
OG0003451	TCONS_00002411.p1	HUMAN21236
OG0003452	TCONS_00026077.p1	HUMAN03708, HUMAN03710
OG0003453	TCONS_00005573.p1	HUMAN07081, HUMAN07082
OG0003454	TCONS_00057051.p1	HUMAN12804, HUMAN12803, HUMAN02907
OG0003455	TCONS_00055264.p1	HUMAN20526, HUMAN01754
OG0003456	TCONS_00013273.p1	HUMAN13016, HUMAN25940
OG0003457	TCONS_00018135.p1	HUMAN27789, HUMAN16567
OG0003458	TCONS_00044748.p1	HUMAN28214, HUMAN28215, HUMAN28213, HUMAN28212
OG0003459	TCONS_00011141.p1	HUMAN16899, HUMAN08550
OG0003460	TCONS_00009899.p1	HUMAN16828
OG0003461	TCONS_00023345.p1, TCONS_00023217.p1	HUMAN24927, HUMAN24928
OG0003462	TCONS_00015415.p1	HUMAN14649
OG0003463	TCONS_00010682.p1, TCONS_00010685.p1	HUMAN02584
OG0003464	TCONS_00012311.p1	HUMAN25957
OG0003465	TCONS_00016466.p1	HUMAN29422, HUMAN29421
OG0003466	TCONS_00026627.p1	HUMAN03596
OG0003467	TCONS_00007054.p1	HUMAN28399
OG0003468	TCONS_00010320.p1	HUMAN08265
OG0003470	TCONS_00028699.p1	HUMAN13977, HUMAN13976
OG0003471	TCONS_00011334.p1	HUMAN16952
OG0003472	TCONS_00043524.p1	HUMAN29614, HUMAN29613
OG0003473	TCONS_00018879.p1	HUMAN19355, HUMAN05515, HUMAN05516
OG0003474	TCONS_00018276.p1	HUMAN28089, HUMAN00685
OG0003475	TCONS_00001181.p1, TCONS_00001191.p1	HUMAN21366
OG0003476	TCONS_00048082.p1	HUMAN02837
OG0003477	TCONS_00046338.p1	HUMAN25241
OG0003478	TCONS_00009936.p1, TCONS_00009948.p1	HUMAN08716, HUMAN08715
OG0003480	TCONS_00007841.p1	HUMAN13707, HUMAN13705
OG0003481	TCONS_00020337.p1	HUMAN17835
OG0003482	TCONS_00023584.p1, TCONS_00023547.p1	HUMAN06885, HUMAN04192
OG0003483	TCONS_00031009.p1	HUMAN02672
OG0003485	TCONS_00047225.p1	HUMAN06743
OG0003486	TCONS_00001225.p1	HUMAN25368
OG0003487	TCONS_00026217.p1	HUMAN01641, HUMAN01639
OG0003488	TCONS_00046419.p1	HUMAN27887
OG0003489	TCONS_00017830.p1	HUMAN00472, HUMAN25219
OG0003490	TCONS_00004980.p1	HUMAN07486
OG0003491	TCONS_00022792.p1, TCONS_00022795.p1	HUMAN18345, HUMAN07660
OG0003492	TCONS_00031295.p1	HUMAN17154, HUMAN03405
OG0003495	TCONS_00045498.p1	HUMAN18833, HUMAN27823, HUMAN25685
OG0003496	TCONS_00042095.p1	HUMAN05409
OG0003497	TCONS_00034974.p1	HUMAN05604
OG0003498	TCONS_00018101.p1	HUMAN22332, HUMAN22333
OG0003499	TCONS_00017602.p1	HUMAN15248, HUMAN15247, HUMAN15246
OG0003500	TCONS_00016487.p1	HUMAN09263
OG0003501	TCONS_00052580.p1	HUMAN14259, HUMAN14258
OG0003502	TCONS_00004748.p1	HUMAN26410, HUMAN26411
OG0003503	TCONS_00012915.p1	HUMAN13541
OG0003505	TCONS_00008629.p1, TCONS_00008628.p1	HUMAN11145
OG0003506	TCONS_00042743.p1	HUMAN24134, HUMAN24135, HUMAN07475, HUMAN27460
OG0003507	TCONS_00052832.p1	HUMAN14251, HUMAN00947
OG0003508	TCONS_00056773.p1	HUMAN20681
OG0003509	TCONS_00051123.p1	HUMAN11891
OG0003511	TCONS_00027853.p1	HUMAN23502
OG0003512	TCONS_00004749.p1	HUMAN07246, HUMAN07245
OG0003513	TCONS_00055574.p1	HUMAN17574, HUMAN17572, HUMAN29015
OG0003514	TCONS_00048015.p1, TCONS_00047997.p1	HUMAN20926, HUMAN26859
OG0003515	TCONS_00042609.p1	HUMAN07599, HUMAN22879
OG0003516	TCONS_00027677.p1	HUMAN03685
OG0003517	TCONS_00037571.p1, TCONS_00037565.p1	HUMAN04692, HUMAN04691, HUMAN04694, HUMAN06798, HUMAN06796
OG0003518	TCONS_00007976.p1	HUMAN14108
OG0003519	TCONS_00057255.p1	HUMAN20557, HUMAN20556, HUMAN20554
OG0003520	TCONS_00003471.p1	HUMAN21004, HUMAN08252
OG0003521	TCONS_00042336.p1	HUMAN05179
OG0003522	TCONS_00013623.p1	HUMAN25338
OG0003523	TCONS_00050093.p1, TCONS_00051275.p1	HUMAN21871
OG0003524	TCONS_00050096.p1	HUMAN00423, HUMAN00422
OG0003525	TCONS_00038685.p1, TCONS_00038686.p1	HUMAN07937
OG0003526	TCONS_00011200.p1	HUMAN02679, HUMAN08399
OG0003527	TCONS_00020851.p1	HUMAN05242
OG0003528	TCONS_00000892.p1, TCONS_00000893.p1	HUMAN07458
OG0003529	TCONS_00055604.p1	HUMAN18247, HUMAN12697, HUMAN12696
OG0003530	TCONS_00003662.p1	HUMAN18072
OG0003531	TCONS_00010091.p1	HUMAN09342, HUMAN04724
OG0003532	TCONS_00051905.p1	HUMAN17410
OG0003533	TCONS_00048487.p1	HUMAN21080, HUMAN21079
OG0003534	TCONS_00010648.p1	HUMAN16987, HUMAN08770
OG0003535	TCONS_00026200.p1	HUMAN27564, HUMAN03170
OG0003536	TCONS_00045108.p1	HUMAN13845, HUMAN13847, HUMAN18837, HUMAN18836, HUMAN16704, HUMAN13846
OG0003537	TCONS_00026578.p1	HUMAN22131, HUMAN22130
OG0003538	TCONS_00044141.p1	HUMAN03691
OG0003539	TCONS_00019206.p1	HUMAN27654
OG0003541	TCONS_00018913.p1	HUMAN11651, HUMAN11648
OG0003543	TCONS_00055790.p1	HUMAN28052
OG0003544	TCONS_00046341.p1	HUMAN00617, HUMAN00616
OG0003545	TCONS_00013272.p1	HUMAN12962, HUMAN10596, HUMAN12961
OG0003546	TCONS_00015103.p1, TCONS_00044318.p1	HUMAN29089, HUMAN02169
OG0003547	TCONS_00025320.p1	HUMAN03917
OG0003548	TCONS_00027368.p1	HUMAN22282
OG0003549	TCONS_00002377.p1, TCONS_00002369.p1	HUMAN25712, HUMAN29713
OG0003550	TCONS_00019051.p1	HUMAN26578, HUMAN17867
OG0003551	TCONS_00052907.p1	HUMAN14799, HUMAN29003
OG0003552	TCONS_00015339.p1	HUMAN01497
OG0003553	TCONS_00027833.p1	HUMAN17100
OG0003554	TCONS_00026112.p1	HUMAN03429
OG0003555	TCONS_00012957.p1	HUMAN13236, HUMAN13235, HUMAN13238, HUMAN13237, HUMAN13240, HUMAN13241
OG0003556	TCONS_00046619.p1	HUMAN19312
OG0003557	TCONS_00014687.p1	HUMAN27746, HUMAN27748, HUMAN03307
OG0003558	TCONS_00029710.p1	HUMAN09720
OG0003560	TCONS_00010190.p1	HUMAN08292
OG0003561	TCONS_00000395.p1	HUMAN25470, HUMAN07496
OG0003562	TCONS_00018209.p1	HUMAN18584, HUMAN18585, HUMAN28168
OG0003563	TCONS_00012912.p1	HUMAN10685
OG0003564	TCONS_00026983.p1	HUMAN17366, HUMAN24302
OG0003565	TCONS_00013499.p1, TCONS_00013504.p1, TCONS_00013503.p1, TCONS_00013502.p1	HUMAN27729, HUMAN27728
OG0003566	TCONS_00036670.p1, TCONS_00036691.p1	HUMAN04196, HUMAN24973
OG0003567	TCONS_00013825.p1	HUMAN10488
OG0003568	TCONS_00005329.p1	HUMAN07272
OG0003569	TCONS_00049703.p1	HUMAN07054, HUMAN02397
OG0003570	TCONS_00038273.p1, TCONS_00038298.p1	HUMAN02024, HUMAN02025, HUMAN02026
OG0003571	TCONS_00008075.p1	HUMAN28033, HUMAN11183
OG0003572	TCONS_00010599.p1	HUMAN15595, HUMAN15596, HUMAN02513, HUMAN08691
OG0003573	TCONS_00006509.p1	HUMAN10871, HUMAN10813, HUMAN10775
OG0003576	TCONS_00009130.p1	HUMAN13837, HUMAN13836, HUMAN19144, HUMAN19146, HUMAN11580, HUMAN11579, HUMAN11577
OG0003577	TCONS_00019459.p1	HUMAN29012
OG0003578	TCONS_00005625.p1	HUMAN20028, HUMAN20029
OG0003579	TCONS_00030567.p1	HUMAN26278, HUMAN22725
OG0003581	TCONS_00017960.p1, TCONS_00016901.p1	HUMAN04085
OG0003582	TCONS_00049811.p1	HUMAN29836, HUMAN02330
OG0003597	TCONS_00037741.p1	HUMAN04460
OG0003598	TCONS_00016130.p1	HUMAN29147
OG0003600	TCONS_00007927.p1	HUMAN15217
OG0003601	TCONS_00056829.p1	HUMAN26533, HUMAN26534
OG0003603	TCONS_00012634.p1	HUMAN13251, HUMAN13246
OG0003604	TCONS_00006087.p1	HUMAN12260, HUMAN12259, HUMAN07277
OG0003606	TCONS_00001243.p1	HUMAN00503
OG0003607	TCONS_00009514.p1	HUMAN02686
OG0003608	TCONS_00015406.p1	HUMAN02187
OG0003610	TCONS_00018565.p1	HUMAN16758, HUMAN16759
OG0003611	TCONS_00026984.p1	HUMAN24173
OG0003612	TCONS_00054661.p1	HUMAN24816
OG0003613	TCONS_00037548.p1	HUMAN20927, HUMAN11439
OG0003615	TCONS_00054640.p1	HUMAN14433, HUMAN23272
OG0003616	TCONS_00049702.p1	HUMAN20505, HUMAN20506, HUMAN20504
OG0003617	TCONS_00023003.p1	HUMAN21414
OG0003618	TCONS_00044972.p1	HUMAN27888, HUMAN27890
OG0003619	TCONS_00043918.p1	HUMAN30124, HUMAN23959
OG0003620	TCONS_00027300.p1	HUMAN00037
OG0003621	TCONS_00001275.p1	HUMAN05310, HUMAN05311
OG0003622	TCONS_00009864.p1	HUMAN18690
OG0003623	TCONS_00050642.p1	HUMAN05857
OG0003627	TCONS_00021203.p1	HUMAN17655, HUMAN17656, HUMAN05166, HUMAN05165
OG0003630	TCONS_00006358.p1	HUMAN10764, HUMAN10786
OG0003631	TCONS_00043632.p1, TCONS_00043605.p1	HUMAN24131
OG0003632	TCONS_00051362.p1	HUMAN00144, HUMAN00145, HUMAN21796
OG0003633	TCONS_00010384.p1, TCONS_00054784.p1, TCONS_00044543.p1	HUMAN05293
OG0003635	TCONS_00043850.p1	HUMAN30608, HUMAN30607
OG0003638	TCONS_00003511.p1	HUMAN08782
OG0003640	TCONS_00004132.p1	HUMAN13431, HUMAN17671
OG0003641	TCONS_00009159.p1	HUMAN13743, HUMAN13746, HUMAN13744, HUMAN19226
OG0003643	TCONS_00048583.p1	HUMAN02410
OG0003644	TCONS_00016060.p1	HUMAN29286, HUMAN29287, HUMAN29285, HUMAN29284
OG0003645	TCONS_00042488.p1	HUMAN20257, HUMAN20256, HUMAN12129, HUMAN12128
OG0003646	TCONS_00029784.p1	HUMAN09524
OG0003647	TCONS_00027854.p1	HUMAN23500
OG0003648	TCONS_00009686.p1	HUMAN16787
OG0003649	TCONS_00027915.p1	HUMAN14411
OG0003650	TCONS_00045964.p1	HUMAN19279, HUMAN19278, HUMAN19276, HUMAN19277
OG0003651	TCONS_00045395.p1	HUMAN18587, HUMAN27840
OG0003652	TCONS_00002146.p1	HUMAN05434, HUMAN25517
OG0003653	TCONS_00020700.p1	HUMAN28128, HUMAN15232, HUMAN08130
OG0003654	TCONS_00045387.p1	HUMAN27868, HUMAN25633, HUMAN25634
OG0003655	TCONS_00000200.p1	HUMAN25720, HUMAN07525
OG0003656	TCONS_00020357.p1	HUMAN09498, HUMAN09499, HUMAN01632
OG0003657	TCONS_00032983.p1	HUMAN17897
OG0003658	TCONS_00032273.p1	HUMAN26110, HUMAN26109
OG0003659	TCONS_00003686.p1	HUMAN12849, HUMAN12851
OG0003660	TCONS_00030797.p1	HUMAN03330
OG0003662	TCONS_00027101.p1	HUMAN03175, HUMAN03176, HUMAN17173
OG0003664	TCONS_00024736.p1, TCONS_00024643.p1	HUMAN12052
OG0003665	TCONS_00010044.p1, TCONS_00009382.p1	HUMAN08464
OG0003666	TCONS_00047691.p1	HUMAN29133, HUMAN02252
OG0003667	TCONS_00005804.p1, TCONS_00005788.p1	HUMAN19771
OG0003668	TCONS_00029645.p1	HUMAN30167, HUMAN09900, HUMAN09899
OG0003669	TCONS_00053763.p1	HUMAN29028
OG0003671	TCONS_00026939.p1	HUMAN03501, HUMAN24226
OG0003672	TCONS_00014351.p1	HUMAN12138
OG0003673	TCONS_00000153.p1	HUMAN19535
OG0003674	TCONS_00013395.p1	HUMAN12022
OG0003675	TCONS_00002929.p1	HUMAN20720
OG0003676	TCONS_00055967.p1	HUMAN20688
OG0003677	TCONS_00056120.p1	HUMAN17731, HUMAN02931, HUMAN12515, HUMAN12514
OG0003678	TCONS_00054343.p1	HUMAN01033, HUMAN14660
OG0003679	TCONS_00017789.p1	HUMAN21403, HUMAN02922
OG0003680	TCONS_00002910.p1	HUMAN06616, HUMAN18004, HUMAN18005
OG0003681	TCONS_00030595.p1	HUMAN20399, HUMAN04398
OG0003682	TCONS_00009725.p1	HUMAN02554
OG0003683	TCONS_00004855.p1, TCONS_00004834.p1	HUMAN19922, HUMAN04991
OG0003684	TCONS_00007072.p1	HUMAN14029, HUMAN14028
OG0003685	TCONS_00033332.p1	HUMAN09512
OG0003686	TCONS_00008641.p1	HUMAN11096
OG0003687	TCONS_00057206.p1	HUMAN06582, HUMAN12545, HUMAN17984
OG0003688	TCONS_00036414.p1, TCONS_00036423.p1, TCONS_00050596.p1	HUMAN00391, HUMAN00390
OG0003689	TCONS_00056117.p1	HUMAN12564, HUMAN17888
OG0003690	TCONS_00010756.p1	HUMAN08255, HUMAN08254, HUMAN08253
OG0003691	TCONS_00041854.p1	HUMAN27486
OG0003692	TCONS_00026517.p1	HUMAN26245
OG0003693	TCONS_00048357.p1	HUMAN05789, HUMAN05791, HUMAN05790, HUMAN21038
OG0003694	TCONS_00019312.p1	HUMAN01597
OG0003695	TCONS_00015112.p1, TCONS_00014508.p1	HUMAN29320, HUMAN28471
OG0003696	TCONS_00047294.p1	HUMAN26795
OG0003697	TCONS_00012511.p1	HUMAN13631
OG0003698	TCONS_00026609.p1	HUMAN03524, HUMAN27578
OG0003700	TCONS_00012360.p1	HUMAN10461, HUMAN13432, HUMAN13433
OG0003701	TCONS_00045362.p1	HUMAN21420
OG0003702	TCONS_00004464.p1	HUMAN18794, HUMAN08385
OG0003703	TCONS_00035988.p1	HUMAN04604, HUMAN09417, HUMAN09419
OG0003704	TCONS_00046090.p1	HUMAN14829, HUMAN01005
OG0003705	TCONS_00055975.p1	HUMAN26525
OG0003706	TCONS_00015043.p1	HUMAN24793
OG0003707	TCONS_00056987.p1	HUMAN28827, HUMAN10024
OG0003708	TCONS_00000585.p1	HUMAN00455
OG0003710	TCONS_00001097.p1	HUMAN29654, HUMAN22687
OG0003711	TCONS_00020785.p1, TCONS_00020775.p1	HUMAN09536
OG0003712	TCONS_00012419.p1	HUMAN20248, HUMAN10482
OG0003713	TCONS_00045793.p1	HUMAN02247, HUMAN02248
OG0003714	TCONS_00051128.p1	HUMAN00129, HUMAN00131, HUMAN00130
OG0003716	TCONS_00050423.p1	HUMAN21975
OG0003717	TCONS_00017571.p1	HUMAN00711, HUMAN24583
OG0003718	TCONS_00003037.p1	HUMAN18082
OG0003719	TCONS_00028257.p1	HUMAN01524
OG0003720	TCONS_00054919.p1	HUMAN02239, HUMAN24894
OG0003721	TCONS_00009979.p1	HUMAN04841
OG0003722	TCONS_00015463.p1	HUMAN01183, HUMAN29299
OG0003725	TCONS_00052910.p1	HUMAN28512, HUMAN00988, HUMAN00987, HUMAN28511
OG0003726	TCONS_00046473.p1, TCONS_00045342.p1, TCONS_00046474.p1, TCONS_00045345.p1	HUMAN00634, HUMAN25217
OG0003728	TCONS_00016021.p1	HUMAN01158
OG0003730	TCONS_00027342.p1	HUMAN03774
OG0003731	TCONS_00011687.p1	HUMAN14612, HUMAN14611
OG0003733	TCONS_00052651.p1	HUMAN28575
OG0003734	TCONS_00015817.p1	HUMAN29356, HUMAN29355
