TCONS_00019737	OFUSG13305.1.p1
TCONS_00013687	OFUSG18389.1.p1
TCONS_00056044	OFUSG21761.1.p1
TCONS_00030685	OFUSG17847.1.p1
TCONS_00028324	OFUSG09082.1.p1
TCONS_00008723	OFUSG20735.1.p1
TCONS_00036412	OFUSG00931.1.p1
TCONS_00042496	OFUSG01695.1.p2
TCONS_00008743	OFUSG04975.1.p1
TCONS_00006172	OFUSG15448.1.p1
TCONS_00045849	OFUSG13562.1.p1
TCONS_00005913	OFUSG15397.1.p1
TCONS_00049209	OFUSG06834.1.p1
TCONS_00015301	OFUSG26593.1.p1
TCONS_00015868	OFUSG25692.1.p1
TCONS_00016051	OFUSG08028.1.p1
TCONS_00028393	OFUSG09464.1.p1
TCONS_00007143	OFUSG20354.1.p1
TCONS_00029180	OFUSG09124.1.p1
TCONS_00046489	OFUSG26318.1.p1
TCONS_00026791	OFUSG19194.1.p1
TCONS_00002022	OFUSG00467.1.p1
TCONS_00019814	OFUSG17158.1.p1
TCONS_00017933	OFUSG17276.1.p1
TCONS_00056916	OFUSG07179.1.p1
TCONS_00017403	OFUSG23551.1.p1
TCONS_00002013	OFUSG00936.1.p1
TCONS_00016839	OFUSG23547.1.p1
TCONS_00013192	OFUSG10417.1.p1
TCONS_00021826	OFUSG14725.1.p1
TCONS_00027216	OFUSG15458.1.p1
TCONS_00026943	OFUSG06570.1.p1
TCONS_00048561	OFUSG12471.1.p1
TCONS_00020637	OFUSG13186.1.p1
TCONS_00016606	OFUSG08404.1.p1
TCONS_00032488	OFUSG05635.1.p1
TCONS_00057264	OFUSG24270.1.p1
TCONS_00015357	OFUSG07877.1.p1
TCONS_00025232	OFUSG07408.1.p1
TCONS_00012980	OFUSG18459.1.p1
TCONS_00019352	OFUSG15878.1.p1
TCONS_00007043	OFUSG20628.1.p1
TCONS_00057019	OFUSG00884.1.p1
TCONS_00010499	OFUSG25075.1.p1
TCONS_00026693	OFUSG05470.1.p1
TCONS_00016237	OFUSG07736.1.p1
TCONS_00017783	OFUSG09250.1.p1
TCONS_00051747	OFUSG20929.1.p1
TCONS_00013322	OFUSG00362.1.p1
TCONS_00030810	OFUSG18386.1.p1
TCONS_00021949	OFUSG24778.1.p1
TCONS_00008544	OFUSG23129.1.p1
TCONS_00027604	OFUSG19497.1.p1
TCONS_00006686	OFUSG24014.1.p1
TCONS_00006676	OFUSG22447.1.p1
TCONS_00001025	OFUSG00129.1.p1
TCONS_00055278	OFUSG07891.1.p1
TCONS_00001197	OFUSG00620.1.p1
TCONS_00047323	OFUSG18645.1.p1
TCONS_00052008	OFUSG21476.1.p1
TCONS_00027060	OFUSG06527.1.p1
TCONS_00049518	OFUSG07556.1.p1
TCONS_00010329	OFUSG26800.1.p1
TCONS_00055897	OFUSG04394.1.p1
TCONS_00030941	OFUSG10161.1.p1
TCONS_00045078	OFUSG17185.1.p1
TCONS_00052895	OFUSG19003.1.p1
TCONS_00002645	OFUSG16405.1.p1
TCONS_00001363	OFUSG08451.1.p1
TCONS_00048268	OFUSG06281.1.p1
TCONS_00056048	OFUSG16627.1.p1
TCONS_00018389	OFUSG13743.1.p1
TCONS_00035924	OFUSG00420.1.p1
TCONS_00016683	OFUSG07702.1.p1
TCONS_00007710	OFUSG18628.1.p1
TCONS_00007966	OFUSG05431.1.p1
TCONS_00005914	OFUSG24056.1.p1
TCONS_00042060	OFUSG09513.1.p1
TCONS_00047237	OFUSG08895.1.p1
TCONS_00029015	OFUSG09347.1.p1
TCONS_00031874	OFUSG04231.1.p1
TCONS_00043983	OFUSG02616.1.p1
TCONS_00030131	OFUSG18164.1.p1
TCONS_00013691	OFUSG17828.1.p1
TCONS_00026656	OFUSG06966.1.p1
TCONS_00009257	OFUSG20280.1.p1
TCONS_00013158	OFUSG17974.1.p1
TCONS_00014248	OFUSG18149.1.p1
TCONS_00025884	OFUSG18698.1.p1
TCONS_00020938	OFUSG14112.1.p1
TCONS_00056686	OFUSG16190.1.p1
TCONS_00049329	OFUSG06199.1.p1
TCONS_00055826	OFUSG07910.1.p1
TCONS_00000637	OFUSG15967.1.p1
TCONS_00011250	OFUSG12337.1.p1
TCONS_00054961	OFUSG15969.1.p1
TCONS_00034953	OFUSG19610.1.p1
TCONS_00014868	OFUSG25686.1.p1
TCONS_00048491	OFUSG18813.1.p1
TCONS_00011868	OFUSG21947.1.p1
TCONS_00015577	OFUSG07700.1.p1
TCONS_00003604	OFUSG04668.1.p1
TCONS_00027745	OFUSG06723.1.p1
TCONS_00054903	OFUSG00867.1.p1
TCONS_00001135	OFUSG01801.1.p1
TCONS_00015352	OFUSG25608.1.p1
TCONS_00013693	OFUSG17875.1.p1
TCONS_00051136	OFUSG13313.1.p1
TCONS_00027092	OFUSG05674.1.p1
TCONS_00033075	OFUSG21516.1.p1
TCONS_00006174	OFUSG15022.1.p1
TCONS_00006739	OFUSG15353.1.p1
TCONS_00003503	OFUSG24154.1.p1
TCONS_00040470	OFUSG08816.1.p1
TCONS_00027327	OFUSG06271.1.p1
TCONS_00026381	OFUSG06485.1.p1
TCONS_00051560	OFUSG21319.1.p1
TCONS_00013713	OFUSG10493.1.p1
TCONS_00042533	OFUSG03352.1.p1
TCONS_00023245	OFUSG07963.1.p1
TCONS_00022269	OFUSG14815.1.p1
TCONS_00008009	OFUSG20308.1.p1
TCONS_00030207	OFUSG17951.1.p1
TCONS_00009852	OFUSG17864.1.p1
TCONS_00054222	OFUSG12865.1.p1
TCONS_00007191	OFUSG20497.1.p1
TCONS_00051978	OFUSG17728.1.p1
TCONS_00036890	OFUSG17382.1.p1
TCONS_00016847	OFUSG21424.1.p1
TCONS_00018783	OFUSG23538.1.p1
TCONS_00017745	OFUSG26258.1.p1
TCONS_00016796	OFUSG21477.1.p1
TCONS_00007233	OFUSG23130.1.p1
TCONS_00023439	OFUSG07005.1.p1
TCONS_00054332	OFUSG13138.1.p1
TCONS_00046618	OFUSG13179.1.p1
TCONS_00009665	OFUSG12355.1.p1
TCONS_00053768	OFUSG13021.1.p1
TCONS_00009578	OFUSG21965.1.p1
TCONS_00012814	OFUSG18269.1.p1
TCONS_00003040	OFUSG05022.1.p1
TCONS_00009517	OFUSG11706.1.p1
TCONS_00049528	OFUSG19539.1.p1
TCONS_00042851	OFUSG02403.1.p1
TCONS_00030082	OFUSG18537.1.p1
TCONS_00006169	OFUSG24155.1.p1
TCONS_00047227	OFUSG18964.1.p1
TCONS_00006170	OFUSG22296.1.p1
TCONS_00037031	OFUSG00752.1.p1
TCONS_00007529	OFUSG20801.1.p1
TCONS_00029738	OFUSG19617.1.p1
TCONS_00047530	OFUSG06597.1.p1
TCONS_00008157	OFUSG20430.1.p1
TCONS_00008987	OFUSG11124.1.p1
TCONS_00013947	OFUSG10614.1.p1
TCONS_00047577	OFUSG05699.1.p1
TCONS_00001877	OFUSG00366.1.p1
TCONS_00053428	OFUSG21210.1.p1
TCONS_00011260	OFUSG11479.1.p1
TCONS_00050924	OFUSG12932.1.p1
TCONS_00026911	OFUSG06078.1.p1
TCONS_00043163	OFUSG02914.1.p1
TCONS_00010845	OFUSG12192.1.p1
TCONS_00019274	OFUSG21273.1.p1
TCONS_00026026	OFUSG06978.1.p1
TCONS_00047510	OFUSG06200.1.p1
TCONS_00053264	OFUSG23463.1.p1
TCONS_00029153	OFUSG09267.1.p1
TCONS_00041920	OFUSG05978.1.p1
TCONS_00018971	OFUSG04246.1.p1
TCONS_00028952	OFUSG19905.1.p1
TCONS_00014362	OFUSG10871.1.p1
TCONS_00015362	OFUSG08302.1.p1
TCONS_00016896	OFUSG12636.1.p1
TCONS_00012294	OFUSG11137.1.p1
TCONS_00045330	OFUSG17545.1.p1
TCONS_00011322	OFUSG21801.1.p1
TCONS_00046303	OFUSG20934.1.p1
TCONS_00050872	OFUSG13469.1.p1
TCONS_00008146	OFUSG05344.1.p1
TCONS_00042529	OFUSG02774.1.p1
TCONS_00009690	OFUSG08565.1.p1
TCONS_00018235	OFUSG13038.1.p1
TCONS_00007848	OFUSG04790.1.p1
TCONS_00015808	OFUSG08420.1.p1
TCONS_00009021	OFUSG05249.1.p1
TCONS_00007008	OFUSG05396.1.p1
TCONS_00029121	OFUSG19036.1.p1
TCONS_00002256	OFUSG06600.1.p1
TCONS_00025934	OFUSG01643.1.p1
TCONS_00010138	OFUSG12524.1.p1
TCONS_00051896	OFUSG04330.1.p1
TCONS_00040411	OFUSG26974.1.p1
TCONS_00010636	OFUSG25028.1.p1
TCONS_00016052	OFUSG08058.1.p1
TCONS_00046337	OFUSG00271.1.p1
TCONS_00018313	OFUSG13288.1.p1
TCONS_00003055	OFUSG03968.1.p1
TCONS_00054320	OFUSG13466.1.p1
TCONS_00056981	OFUSG04047.1.p1
TCONS_00012488	OFUSG17829.1.p1
TCONS_00053739	OFUSG17521.1.p1
TCONS_00012239	OFUSG18498.1.p1
TCONS_00008889	OFUSG05380.1.p1
TCONS_00044026	OFUSG03803.1.p1
TCONS_00022493	OFUSG06871.1.p1
TCONS_00029700	OFUSG19641.1.p1
TCONS_00030064	OFUSG11013.1.p1
TCONS_00007438	OFUSG20806.1.p1
TCONS_00050275	OFUSG26478.1.p1
TCONS_00029836	OFUSG20033.1.p1
TCONS_00054521	OFUSG13481.1.p1
TCONS_00009451	OFUSG22910.1.p1
TCONS_00053410	OFUSG17347.1.p1
TCONS_00021568	OFUSG07744.1.p1
TCONS_00042829	OFUSG03691.1.p1
TCONS_00013933	OFUSG10232.1.p1
TCONS_00052083	OFUSG17273.1.p1
TCONS_00038194	OFUSG01106.1.p1
TCONS_00004667	OFUSG19415.1.p1
TCONS_00005999	OFUSG05642.1.p1
TCONS_00028742	OFUSG09515.1.p1
TCONS_00045995	OFUSG21322.1.p1
TCONS_00012551	OFUSG10005.1.p1
TCONS_00006842	OFUSG14906.1.p1
TCONS_00002100	OFUSG00968.1.p1
TCONS_00028996	OFUSG12715.1.p1
TCONS_00031264	OFUSG11110.1.p1
TCONS_00054996	OFUSG26003.1.p1
TCONS_00007187	OFUSG04836.1.p1
TCONS_00008947	OFUSG20575.1.p1
TCONS_00045187	OFUSG16859.1.p1
TCONS_00019618	OFUSG17062.1.p1
TCONS_00004477	OFUSG07471.1.p1
TCONS_00013759	OFUSG17821.1.p1
TCONS_00043853	OFUSG02733.1.p1
TCONS_00026956	OFUSG09792.1.p1
TCONS_00055881	OFUSG15976.1.p1
TCONS_00042008	OFUSG02825.1.p1
TCONS_00021677	OFUSG11757.1.p1
TCONS_00017068	OFUSG04479.1.p1
TCONS_00039824	OFUSG08566.1.p1
TCONS_00003884	OFUSG15381.1.p1
TCONS_00004027	OFUSG26870.1.p1
TCONS_00012482	OFUSG18290.1.p1
TCONS_00010379	OFUSG11556.1.p1
TCONS_00006026	OFUSG15327.1.p1
TCONS_00046686	OFUSG23619.1.p1
TCONS_00049203	OFUSG06457.1.p1
TCONS_00045987	OFUSG21180.1.p1
TCONS_00029160	OFUSG09270.1.p1
TCONS_00015457	OFUSG09904.1.p1
TCONS_00018010	OFUSG09943.1.p1
TCONS_00007262	OFUSG11755.1.p1
TCONS_00007263	OFUSG20353.1.p1
TCONS_00019324	OFUSG16635.1.p1
TCONS_00020899	OFUSG13789.1.p1
TCONS_00025891	OFUSG06146.1.p1
TCONS_00015001	OFUSG25701.1.p1
TCONS_00042612	OFUSG03047.1.p1
TCONS_00017202	OFUSG13160.1.p1
TCONS_00041617	OFUSG03446.1.p1
TCONS_00022881	OFUSG14787.1.p1
TCONS_00020764	OFUSG04651.1.p1
TCONS_00012140	OFUSG12346.1.p1
TCONS_00018627	OFUSG08247.1.p1
TCONS_00050471	OFUSG00512.1.p1
TCONS_00055656	OFUSG16021.1.p1
TCONS_00016545	OFUSG08079.1.p1
TCONS_00052916	OFUSG23516.1.p1
TCONS_00010788	OFUSG11551.1.p1
TCONS_00030892	OFUSG10938.1.p1
TCONS_00027454	OFUSG12292.1.p1
TCONS_00006145	OFUSG23871.1.p1
TCONS_00019320	OFUSG23667.1.p1
TCONS_00008823	OFUSG23180.1.p1
TCONS_00019461	OFUSG17364.1.p1
TCONS_00006284	OFUSG14831.1.p1
TCONS_00049071	OFUSG25027.1.p1
TCONS_00011016	OFUSG12168.1.p1
TCONS_00029301	OFUSG09680.1.p1
TCONS_00009375	OFUSG05437.1.p1
TCONS_00016357	OFUSG25473.1.p1
TCONS_00042576	OFUSG02740.1.p1
TCONS_00043040	OFUSG01952.1.p1
TCONS_00054495	OFUSG13323.1.p1
TCONS_00027860	OFUSG08778.1.p1
TCONS_00054210	OFUSG17700.1.p1
TCONS_00056741	OFUSG16560.1.p1
TCONS_00006543	OFUSG23988.1.p1
TCONS_00026558	OFUSG05965.1.p1
TCONS_00002920	OFUSG02717.1.p1
TCONS_00027657	OFUSG19004.1.p1
TCONS_00015260	OFUSG25397.1.p1
TCONS_00021076	OFUSG24752.1.p1
TCONS_00003495	OFUSG25215.1.p1
TCONS_00019634	OFUSG02808.1.p1
TCONS_00013896	OFUSG11065.1.p1
TCONS_00018463	OFUSG12635.1.p1
TCONS_00025457	OFUSG26112.1.p1
TCONS_00045807	OFUSG21256.1.p1
TCONS_00000201	OFUSG07228.1.p1
TCONS_00006040	OFUSG15504.1.p1
TCONS_00011541	OFUSG12565.1.p1
TCONS_00010962	OFUSG13494.1.p1
TCONS_00013162	OFUSG10757.1.p1
TCONS_00007368	OFUSG22886.1.p1
TCONS_00053178	OFUSG13056.1.p1
TCONS_00002016	OFUSG01818.1.p1
TCONS_00021504	OFUSG14809.1.p1
TCONS_00010423	OFUSG19277.1.p1
TCONS_00037182	OFUSG23183.1.p1
TCONS_00006553	OFUSG22414.1.p1
TCONS_00004889	OFUSG15025.1.p1
TCONS_00030604	OFUSG18627.1.p1
TCONS_00017153	OFUSG16878.1.p1
TCONS_00018206	OFUSG16872.1.p1
TCONS_00012815	OFUSG11037.1.p1
TCONS_00020743	OFUSG04653.1.p1
TCONS_00000425	OFUSG01834.1.p1
TCONS_00055344	OFUSG16703.1.p1
TCONS_00053253	OFUSG17401.1.p1
TCONS_00003678	OFUSG04618.1.p1
TCONS_00004580	OFUSG22448.1.p1
TCONS_00004974	OFUSG15358.1.p1
TCONS_00012322	OFUSG18337.1.p1
TCONS_00013868	OFUSG10921.1.p1
TCONS_00043934	OFUSG05643.1.p1
TCONS_00035289	OFUSG09786.1.p1
TCONS_00049271	OFUSG06469.1.p1
TCONS_00020262	OFUSG17080.1.p1
TCONS_00019250	OFUSG00326.1.p1
TCONS_00025516	OFUSG03119.1.p1
TCONS_00048153	OFUSG06409.1.p1
TCONS_00018310	OFUSG21002.1.p1
TCONS_00053552	OFUSG26591.1.p1
TCONS_00028927	OFUSG08591.1.p1
TCONS_00001021	OFUSG00336.1.p1
TCONS_00005993	OFUSG15616.1.p1
TCONS_00042554	OFUSG03015.1.p1
TCONS_00028344	OFUSG19692.1.p1
TCONS_00012170	OFUSG11749.1.p1
TCONS_00020489	OFUSG04847.1.p1
TCONS_00015079	OFUSG05211.1.p1
TCONS_00022466	OFUSG11207.1.p1
TCONS_00001304	OFUSG01636.1.p1
TCONS_00017386	OFUSG13703.1.p1
TCONS_00027985	OFUSG09458.1.p1
TCONS_00054268	OFUSG12861.1.p1
TCONS_00011184	OFUSG11762.1.p1
TCONS_00011173	OFUSG12178.1.p1
TCONS_00011136	OFUSG12051.1.p1
TCONS_00004455	OFUSG24240.1.p1
TCONS_00023049	OFUSG07010.1.p1
TCONS_00005089	OFUSG15455.1.p1
TCONS_00029316	OFUSG08692.1.p1
TCONS_00027148	OFUSG19097.1.p1
TCONS_00008793	OFUSG05247.1.p1
TCONS_00027881	OFUSG09263.1.p1
TCONS_00034975	OFUSG08713.1.p1
TCONS_00034483	OFUSG08570.1.p1
TCONS_00053493	OFUSG13432.1.p1
TCONS_00006303	OFUSG13230.1.p1
TCONS_00006126	OFUSG22427.1.p1
TCONS_00050546	OFUSG17340.1.p1
TCONS_00017917	OFUSG23534.1.p1
TCONS_00011058	OFUSG11388.1.p1
TCONS_00029182	OFUSG22016.1.p1
TCONS_00056102	OFUSG07538.1.p1
TCONS_00011180	OFUSG12215.1.p1
TCONS_00010188	OFUSG25059.1.p1
TCONS_00005244	OFUSG22266.1.p1
TCONS_00003309	OFUSG04434.1.p1
TCONS_00003618	OFUSG16736.1.p1
TCONS_00021497	OFUSG10341.1.p1
TCONS_00046777	OFUSG17266.1.p1
TCONS_00011333	OFUSG11843.1.p1
TCONS_00002909	OFUSG04669.1.p1
TCONS_00037490	OFUSG00839.1.p1
TCONS_00021620	OFUSG14763.1.p1
TCONS_00039771	OFUSG00674.1.p1
TCONS_00042925	OFUSG03182.1.p2
TCONS_00011576	OFUSG11287.1.p1
TCONS_00015471	OFUSG26113.1.p1
TCONS_00054447	OFUSG13309.1.p1
TCONS_00018393	OFUSG13168.1.p1
TCONS_00047818	OFUSG19190.1.p1
TCONS_00049603	OFUSG06829.1.p1
TCONS_00045536	OFUSG20874.1.p1
TCONS_00021553	OFUSG14119.1.p1
TCONS_00053226	OFUSG21392.1.p1
TCONS_00020697	OFUSG05917.1.p1
TCONS_00016340	OFUSG00537.1.p1
TCONS_00013712	OFUSG18077.1.p1
TCONS_00056980	OFUSG04156.1.p1
TCONS_00003007	OFUSG04541.1.p1
TCONS_00019238	OFUSG23786.1.p1
TCONS_00047301	OFUSG16744.1.p1
TCONS_00025889	OFUSG19385.1.p1
TCONS_00049145	OFUSG06940.1.p1
TCONS_00045363	OFUSG15959.1.p1
TCONS_00024021	OFUSG08373.1.p1
TCONS_00041793	OFUSG03464.1.p1
TCONS_00002544	OFUSG04404.1.p1
TCONS_00049633	OFUSG19395.1.p1
TCONS_00056560	OFUSG07837.1.p1
TCONS_00021823	OFUSG14741.1.p1
TCONS_00053897	OFUSG18659.1.p1
TCONS_00007849	OFUSG05017.1.p1
TCONS_00008215	OFUSG20886.1.p1
TCONS_00010402	OFUSG11909.1.p1
TCONS_00051718	OFUSG16917.1.p1
TCONS_00022589	OFUSG14337.1.p1
TCONS_00049691	OFUSG18726.1.p1
TCONS_00038095	OFUSG13254.1.p1
TCONS_00053626	OFUSG13039.1.p1
TCONS_00007077	OFUSG22780.1.p1
TCONS_00049219	OFUSG06032.1.p1
TCONS_00028755	OFUSG08967.1.p1
TCONS_00002351	OFUSG01286.1.p1
TCONS_00051121	OFUSG23637.1.p1
TCONS_00042782	OFUSG23418.1.p1
TCONS_00022489	OFUSG24746.1.p1
TCONS_00000852	OFUSG00912.1.p1
TCONS_00002138	OFUSG01065.1.p1
TCONS_00022439	OFUSG24926.1.p1
TCONS_00044142	OFUSG02826.1.p1
TCONS_00022042	OFUSG24713.1.p1
TCONS_00019502	OFUSG17043.1.p1
TCONS_00031483	OFUSG18364.1.p1
TCONS_00030629	OFUSG11100.1.p1
TCONS_00011139	OFUSG11941.1.p1
TCONS_00030093	OFUSG10115.1.p1
TCONS_00029159	OFUSG19648.1.p1
TCONS_00002995	OFUSG16038.1.p1
TCONS_00013025	OFUSG09967.1.p1
TCONS_00056859	OFUSG12352.1.p1
TCONS_00001270	OFUSG23402.1.p1
TCONS_00026433	OFUSG11208.1.p1
TCONS_00015610	OFUSG08401.1.p1
TCONS_00056695	OFUSG08114.1.p1
TCONS_00009716	OFUSG03816.1.p1
TCONS_00016043	OFUSG07124.1.p1
TCONS_00011069	OFUSG12107.1.p1
TCONS_00028825	OFUSG09596.1.p1
TCONS_00048545	OFUSG06312.1.p1
TCONS_00036175	OFUSG00269.1.p1
TCONS_00020526	OFUSG26310.1.p1
TCONS_00015904	OFUSG08033.1.p1
TCONS_00054988	OFUSG08187.1.p1
TCONS_00025915	OFUSG22453.1.p1
TCONS_00014134	OFUSG18592.1.p1
TCONS_00004476	OFUSG12265.1.p1
TCONS_00005532	OFUSG15536.1.p1
TCONS_00048639	OFUSG05619.1.p1
TCONS_00044650	OFUSG16155.1.p1
TCONS_00045388	OFUSG12933.1.p1
TCONS_00010380	OFUSG12587.1.p1
TCONS_00045118	OFUSG13447.1.p1
TCONS_00027063	OFUSG05979.1.p1
TCONS_00027847	OFUSG13025.1.p1
TCONS_00002541	OFUSG21664.1.p1
TCONS_00011974	OFUSG11339.1.p1
TCONS_00009166	OFUSG05228.1.p1
TCONS_00025906	OFUSG05888.1.p1
TCONS_00045076	OFUSG17394.1.p1
TCONS_00012253	OFUSG10240.1.p1
TCONS_00007559	OFUSG22930.1.p1
TCONS_00016848	OFUSG23690.1.p1
TCONS_00048269	OFUSG05710.1.p1
TCONS_00005817	OFUSG15762.1.p1
TCONS_00027879	OFUSG13946.1.p1
TCONS_00005375	OFUSG15537.1.p1
TCONS_00006365	OFUSG22537.1.p1
TCONS_00022997	OFUSG07854.1.p1
TCONS_00030277	OFUSG10399.1.p1
TCONS_00020277	OFUSG04621.1.p1
TCONS_00013018	OFUSG11056.1.p1
TCONS_00001132	OFUSG00605.1.p1
TCONS_00027070	OFUSG05858.1.p1
TCONS_00056171	OFUSG15968.1.p1
TCONS_00044242	OFUSG02938.1.p1
TCONS_00020795	OFUSG17544.1.p1
TCONS_00056410	OFUSG24333.1.p1
TCONS_00051886	OFUSG16153.1.p1
TCONS_00025937	OFUSG06763.1.p1
TCONS_00029664	OFUSG09667.1.p1
TCONS_00003218	OFUSG04168.1.p1
TCONS_00014645	OFUSG25697.1.p1
TCONS_00015528	OFUSG04739.1.p1
TCONS_00042990	OFUSG12092.1.p1
TCONS_00008094	OFUSG11497.1.p1
TCONS_00008201	OFUSG20248.1.p1
TCONS_00027259	OFUSG19296.1.p1
TCONS_00052703	OFUSG13294.1.p1
TCONS_00006108	OFUSG15042.1.p1
TCONS_00039489	OFUSG08886.1.p1
TCONS_00001041	OFUSG00877.1.p1
TCONS_00011823	OFUSG04087.1.p1
TCONS_00004286	OFUSG24314.1.p1
TCONS_00047303	OFUSG07022.1.p1
TCONS_00049303	OFUSG06926.1.p1
TCONS_00052600	OFUSG13242.1.p1
TCONS_00027679	OFUSG19113.1.p1
TCONS_00020869	OFUSG14080.1.p1
TCONS_00014965	OFUSG09907.1.p1
TCONS_00002867	OFUSG13141.1.p1
TCONS_00051649	OFUSG23226.1.p1
TCONS_00053736	OFUSG13188.1.p1
TCONS_00013347	OFUSG10116.1.p1
TCONS_00049529	OFUSG19373.1.p1
TCONS_00021495	OFUSG14806.1.p1
TCONS_00055592	OFUSG16284.1.p1
TCONS_00005585	OFUSG15554.1.p1
TCONS_00055791	OFUSG16301.1.p1
TCONS_00010777	OFUSG11825.1.p1
TCONS_00011085	OFUSG12252.1.p1
TCONS_00030973	OFUSG18608.1.p1
TCONS_00014436	OFUSG18356.1.p1
TCONS_00057050	OFUSG04138.1.p1
TCONS_00048431	OFUSG06327.1.p1
TCONS_00010304	OFUSG12053.1.p1
TCONS_00005604	OFUSG15334.1.p1
TCONS_00006466	OFUSG15126.1.p1
TCONS_00013913	OFUSG10920.1.p1
TCONS_00046054	OFUSG13381.1.p1
TCONS_00005639	OFUSG22344.1.p1
TCONS_00029847	OFUSG08457.1.p1
TCONS_00005266	OFUSG15128.1.p1
TCONS_00035284	OFUSG09670.1.p1
TCONS_00020335	OFUSG23487.1.p1
TCONS_00013160	OFUSG10903.1.p1
TCONS_00014260	OFUSG19089.1.p1
TCONS_00011075	OFUSG11295.1.p1
TCONS_00034468	OFUSG10526.1.p1
TCONS_00048621	OFUSG05690.1.p1
TCONS_00042854	OFUSG00154.1.p1
TCONS_00049548	OFUSG18852.1.p1
TCONS_00039538	OFUSG20077.1.p1
TCONS_00019011	OFUSG21342.1.p1
TCONS_00010597	OFUSG25358.1.p1
TCONS_00030696	OFUSG10053.1.p1
TCONS_00019269	OFUSG17142.1.p1
TCONS_00051033	OFUSG17687.1.p1
TCONS_00011643	OFUSG12137.1.p1
TCONS_00004697	OFUSG15238.1.p1
TCONS_00026099	OFUSG18984.1.p1
TCONS_00022913	OFUSG13800.1.p1
TCONS_00020063	OFUSG04410.1.p1
TCONS_00011101	OFUSG21398.1.p1
TCONS_00020303	OFUSG03916.1.p1
TCONS_00026164	OFUSG19212.1.p1
TCONS_00011370	OFUSG12592.1.p1
TCONS_00027363	OFUSG05546.1.p1
TCONS_00013500	OFUSG17797.1.p1
TCONS_00005286	OFUSG23633.1.p1
TCONS_00045842	OFUSG12949.1.p1
TCONS_00031020	OFUSG18201.1.p1
TCONS_00042751	OFUSG02689.1.p1
TCONS_00030127	OFUSG23209.1.p1
TCONS_00023853	OFUSG01647.1.p1
TCONS_00054384	OFUSG07414.1.p1
TCONS_00027054	OFUSG19527.1.p1
TCONS_00054876	OFUSG16552.1.p1
TCONS_00011086	OFUSG24344.1.p1
TCONS_00008952	OFUSG23097.1.p1
TCONS_00013377	OFUSG10845.1.p1
TCONS_00029441	OFUSG08874.1.p1
TCONS_00045868	OFUSG13452.1.p1
TCONS_00001800	OFUSG01725.1.p1
TCONS_00029346	OFUSG09330.1.p1
TCONS_00010886	OFUSG22070.1.p1
TCONS_00029623	OFUSG03613.1.p1
TCONS_00026279	OFUSG06688.1.p1
TCONS_00013549	OFUSG09991.1.p1
TCONS_00049435	OFUSG06063.1.p1
TCONS_00019819	OFUSG22970.1.p1
TCONS_00007184	OFUSG20599.1.p1
TCONS_00018383	OFUSG12916.1.p1
TCONS_00038185	OFUSG00544.1.p1
TCONS_00020622	OFUSG17387.1.p1
TCONS_00001797	OFUSG01074.1.p1
TCONS_00018789	OFUSG21009.1.p1
TCONS_00010772	OFUSG11802.1.p1
TCONS_00048548	OFUSG05621.1.p1
TCONS_00045262	OFUSG13492.1.p1
TCONS_00002346	OFUSG00522.1.p1
TCONS_00042360	OFUSG03153.1.p1
TCONS_00025570	OFUSG08410.1.p1
TCONS_00014143	OFUSG17878.1.p1
TCONS_00004989	OFUSG22612.1.p1
TCONS_00046532	OFUSG20947.1.p1
TCONS_00003580	OFUSG15821.1.p1
TCONS_00027159	OFUSG02876.1.p1
TCONS_00011220	OFUSG11680.1.p1
TCONS_00028826	OFUSG09627.1.p1
TCONS_00020530	OFUSG17042.1.p1
TCONS_00017230	OFUSG17138.1.p1
TCONS_00054449	OFUSG17298.1.p1
TCONS_00042128	OFUSG02608.1.p1
TCONS_00012968	OFUSG10554.1.p1
TCONS_00012868	OFUSG07497.1.p1
TCONS_00020648	OFUSG04273.1.p1
TCONS_00052542	OFUSG07892.1.p1
TCONS_00054636	OFUSG21474.1.p1
TCONS_00051156	OFUSG23680.1.p1
TCONS_00018241	OFUSG13159.1.p1
TCONS_00008711	OFUSG05104.1.p1
TCONS_00010771	OFUSG18662.1.p1
TCONS_00022218	OFUSG24934.1.p1
TCONS_00054492	OFUSG26469.1.p1
TCONS_00014019	OFUSG11047.1.p1
TCONS_00012824	OFUSG10084.1.p1
TCONS_00020830	OFUSG23595.1.p1
TCONS_00042723	OFUSG02899.1.p1
TCONS_00010113	OFUSG11702.1.p1
TCONS_00004494	OFUSG25033.1.p1
TCONS_00021952	OFUSG09870.1.p1
TCONS_00013490	OFUSG16831.1.p1
TCONS_00029807	OFUSG09300.1.p1
TCONS_00004972	OFUSG24174.1.p1
TCONS_00009433	OFUSG05086.1.p1
TCONS_00007374	OFUSG20268.1.p1
TCONS_00011604	OFUSG11336.1.p1
TCONS_00010046	OFUSG12464.1.p1
TCONS_00007177	OFUSG06540.1.p1
TCONS_00006814	OFUSG25545.1.p1
TCONS_00006382	OFUSG14866.1.p1
TCONS_00004185	OFUSG04732.1.p1
TCONS_00056652	OFUSG16655.1.p1
TCONS_00030050	OFUSG10860.1.p1
TCONS_00017530	OFUSG21031.1.p1
TCONS_00050420	OFUSG16902.1.p1
TCONS_00009004	OFUSG04859.1.p1
TCONS_00021725	OFUSG13906.1.p1
TCONS_00013247	OFUSG08327.1.p1
