AENJA_23461	BRALA00047
AENJA_02709	BRALA27551
AENJA_03049	BRALA16515
AENJA_03997	BRALA16907
AENJA_04246	BRALA25042
AENJA_04611	BRALA05527
AENJA_04891	BRALA29047
AENJA_05140	BRALA12094
AENJA_05231	BRALA10186
AENJA_05554	BRALA20738
AENJA_06408	BRALA30722
AENJA_07353	BRALA22486
AENJA_07563	BRALA27983
AENJA_14394	BRALA12589
AENJA_07881	BRALA04176
AENJA_08096	BRALA23740
AENJA_08640	BRALA15370
AENJA_08785	BRALA05507
AENJA_09701	BRALA25628
AENJA_09751	BRALA29900
AENJA_10494	BRALA18004
AENJA_10589	BRALA16726
AENJA_10663	BRALA30142
AENJA_10769	BRALA10058
AENJA_11276	BRALA21937
AENJA_11278	BRALA03346
AENJA_12330	BRALA23133
AENJA_13016	BRALA05613
AENJA_14011	BRALA13053
AENJA_14046	BRALA20875
AENJA_14439	BRALA29623
AENJA_15766	BRALA29048
AENJA_16348	BRALA02215
AENJA_16716	BRALA28082
AENJA_17120	BRALA05149
AENJA_17419	BRALA22488
AENJA_18120	BRALA05213
AENJA_18343	BRALA20080
AENJA_18368	BRALA14613
AENJA_18409	BRALA30881
AENJA_18565	BRALA17527
AENJA_18669	BRALA09289
AENJA_19409	BRALA02651
AENJA_20078	BRALA35724
AENJA_20404	BRALA15923
AENJA_20542	BRALA00279
AENJA_21311	BRALA19626
AENJA_22202	BRALA11941
AENJA_22318	BRALA10897
AENJA_22821	BRALA19119
AENJA_23179	BRALA34716
AENJA_23489	BRALA12756
AENJA_23545	BRALA16355
AENJA_23888	BRALA16160
AENJA_25034	BRALA01566
AENJA_25267	BRALA09242
AENJA_25333	BRALA30166
AENJA_25481	BRALA06692
AENJA_26697	BRALA22180
AENJA_26770	BRALA00153
AENJA_00714	BRALA00720
AENJA_01066	BRALA23723
AENJA_01604	BRALA22294
AENJA_02197	BRALA00580
AENJA_03026	BRALA06199
AENJA_03460	BRALA27581
AENJA_03494	BRALA28856
AENJA_03632	BRALA19236
AENJA_03660	BRALA08769
AENJA_03879	BRALA13086
AENJA_04791	BRALA20494
AENJA_05193	BRALA05899
AENJA_06095	BRALA18442
AENJA_06137	BRALA01975
AENJA_06453	BRALA25006
AENJA_06705	BRALA32840
AENJA_06795	BRALA08860
AENJA_06933	BRALA21473
AENJA_08074	BRALA18981
AENJA_08089	BRALA34146
AENJA_08124	BRALA00728
AENJA_08158	BRALA11823
AENJA_08590	BRALA14576
AENJA_08638	BRALA16943
AENJA_09006	BRALA21120
AENJA_09305	BRALA16605
AENJA_09594	BRALA23710
AENJA_10493	BRALA18002
AENJA_11108	BRALA10703
AENJA_11980	BRALA07395
AENJA_12191	BRALA17314
AENJA_12934	BRALA14548
AENJA_13127	BRALA16377
AENJA_13532	BRALA03889
AENJA_13623	BRALA26573
AENJA_14709	BRALA05243
AENJA_14876	BRALA07358
AENJA_15358	BRALA26256
AENJA_15655	BRALA06923
AENJA_15998	BRALA22159
AENJA_16256	BRALA07994
AENJA_16921	BRALA20611
AENJA_16973	BRALA12716
AENJA_17151	BRALA03320
AENJA_17602	BRALA34598
AENJA_17719	BRALA15777
AENJA_19124	BRALA15787
AENJA_19511	BRALA26586
AENJA_20112	BRALA17628
AENJA_20185	BRALA13652
AENJA_20219	BRALA17721
AENJA_20869	BRALA28964
AENJA_21369	BRALA14009
AENJA_21373	BRALA23028
AENJA_21395	BRALA02911
AENJA_21468	BRALA08280
AENJA_21986	BRALA09780
AENJA_23021	BRALA12180
AENJA_23906	BRALA27590
AENJA_24316	BRALA26570
AENJA_24582	BRALA27515
AENJA_24702	BRALA13525
AENJA_24732	BRALA18721
AENJA_25286	BRALA34751
AENJA_25819	BRALA21694
AENJA_25831	BRALA18958
AENJA_26737	BRALA26269
AENJA_00266	BRALA24262
AENJA_00874	BRALA03623
AENJA_00950	BRALA24729
AENJA_00968	BRALA25352
AENJA_01428	BRALA16588
AENJA_03025	BRALA11234
AENJA_03799	BRALA21809
AENJA_05440	BRALA18641
AENJA_16092	BRALA29076
AENJA_05783	BRALA00721
AENJA_06562	BRALA06697
AENJA_06757	BRALA04506
AENJA_07168	BRALA23633
AENJA_07729	BRALA34076
AENJA_08399	BRALA26325
AENJA_08574	BRALA04242
AENJA_08772	BRALA06074
AENJA_09048	BRALA04414
AENJA_12842	BRALA20890
AENJA_09686	BRALA04626
AENJA_09719	BRALA10705
AENJA_10103	BRALA17876
AENJA_10108	BRALA05281
AENJA_10725	BRALA14238
AENJA_11181	BRALA10895
AENJA_11213	BRALA03268
AENJA_12534	BRALA20897
AENJA_13300	BRALA00421
AENJA_13660	BRALA31021
AENJA_13823	BRALA22746
AENJA_14375	BRALA06398
AENJA_14457	BRALA04603
AENJA_17230	BRALA13785
AENJA_17583	BRALA18840
AENJA_17980	BRALA10713
AENJA_18346	BRALA04882
AENJA_18670	BRALA15325
AENJA_19050	BRALA07743
AENJA_19166	BRALA15002
AENJA_19178	BRALA27910
AENJA_20593	BRALA11566
AENJA_21042	BRALA25842
AENJA_21478	BRALA24897
AENJA_21601	BRALA07241
AENJA_21652	BRALA15950
AENJA_22400	BRALA21281
AENJA_22953	BRALA21789
AENJA_23331	BRALA01878
AENJA_23554	BRALA29136
AENJA_23870	BRALA03440
AENJA_24075	BRALA26144
AENJA_24320	BRALA16250
AENJA_24871	BRALA10438
AENJA_25215	BRALA26112
AENJA_25678	BRALA18470
AENJA_00775	BRALA17152
AENJA_02430	BRALA16230
AENJA_02484	BRALA03589
AENJA_02958	BRALA31256
AENJA_04785	BRALA00481
AENJA_04846	BRALA06334
AENJA_05709	BRALA03604
AENJA_05953	BRALA29388
AENJA_06465	BRALA00413
AENJA_07066	BRALA12454
AENJA_07905	BRALA10413
AENJA_07961	BRALA24470
AENJA_09480	BRALA17808
AENJA_09660	BRALA22200
AENJA_10584	BRALA06436
AENJA_11076	BRALA23467
AENJA_12731	BRALA17810
AENJA_13003	BRALA16602
AENJA_13214	BRALA06399
AENJA_13449	BRALA13546
AENJA_14376	BRALA11236
AENJA_15288	BRALA09639
AENJA_16214	BRALA26149
AENJA_16218	BRALA03148
AENJA_16975	BRALA25659
AENJA_17524	BRALA08019
AENJA_20538	BRALA25268
AENJA_17854	BRALA26402
AENJA_18517	BRALA22491
AENJA_18949	BRALA20018
AENJA_19194	BRALA12033
AENJA_19689	BRALA02819
AENJA_20063	BRALA05445
AENJA_20093	BRALA35175
AENJA_20417	BRALA31424
AENJA_21317	BRALA29291
AENJA_21775	BRALA12764
AENJA_22906	BRALA18486
AENJA_24255	BRALA17962
AENJA_24638	BRALA29453
AENJA_24668	BRALA08554
AENJA_25498	BRALA16530
AENJA_25674	BRALA35838
AENJA_25700	BRALA05891
AENJA_25805	BRALA06775
AENJA_25935	BRALA23572
AENJA_00254	BRALA21577
AENJA_00452	BRALA34719
AENJA_00947	BRALA14848
AENJA_01205	BRALA28065
AENJA_01680	BRALA17819
AENJA_02916	BRALA12826
AENJA_03273	BRALA06822
AENJA_03392	BRALA27653
AENJA_04061	BRALA12077
AENJA_05443	BRALA13749
AENJA_05752	BRALA12889
AENJA_05755	BRALA04854
AENJA_07294	BRALA10525
AENJA_07349	BRALA11967
AENJA_07381	BRALA32271
AENJA_08519	BRALA03163
AENJA_08769	BRALA16860
AENJA_09579	BRALA18256
AENJA_09995	BRALA06743
AENJA_10783	BRALA27294
AENJA_11387	BRALA25650
AENJA_11498	BRALA03334
AENJA_11678	BRALA14547
AENJA_12296	BRALA18307
AENJA_12853	BRALA06637
AENJA_12901	BRALA10125
AENJA_13208	BRALA09909
AENJA_13259	BRALA12259
AENJA_13301	BRALA27288
AENJA_13310	BRALA03790
AENJA_14936	BRALA18123
AENJA_16106	BRALA00077
AENJA_16291	BRALA09045
AENJA_16455	BRALA24841
AENJA_17239	BRALA10346
AENJA_18480	BRALA22415
AENJA_18635	BRALA34006
AENJA_19230	BRALA23129
AENJA_20278	BRALA01941
AENJA_20656	BRALA05329
AENJA_21607	BRALA28686
AENJA_21987	BRALA08214
AENJA_23327	BRALA16642
AENJA_23332	BRALA01810
AENJA_23702	BRALA03101
AENJA_24474	BRALA05315
AENJA_24895	BRALA32100
AENJA_25535	BRALA15670
AENJA_25687	BRALA00565
AENJA_25813	BRALA02409
AENJA_25967	BRALA26151
AENJA_26691	BRALA29090
AENJA_00063	BRALA30810
AENJA_00235	BRALA24150
AENJA_00585	BRALA28832
AENJA_01098	BRALA11492
AENJA_01613	BRALA35143
AENJA_02072	BRALA14047
AENJA_02794	BRALA08878
AENJA_03106	BRALA16590
AENJA_03193	BRALA18875
AENJA_03325	BRALA15086
AENJA_03697	BRALA18309
AENJA_04296	BRALA31008
AENJA_04586	BRALA24274
AENJA_04704	BRALA03638
AENJA_04871	BRALA28203
AENJA_06807	BRALA17771
AENJA_07048	BRALA12003
AENJA_07169	BRALA11456
AENJA_07376	BRALA27766
AENJA_07781	BRALA11527
AENJA_08520	BRALA03253
AENJA_10986	BRALA29576
AENJA_11057	BRALA29859
AENJA_11726	BRALA04186
AENJA_12099	BRALA31072
AENJA_12444	BRALA24496
AENJA_12813	BRALA23450
AENJA_13771	BRALA19226
AENJA_14114	BRALA33081
AENJA_14343	BRALA27196
AENJA_14782	BRALA02965
AENJA_15180	BRALA05366
AENJA_15597	BRALA25110
AENJA_15705	BRALA27743
AENJA_16060	BRALA18759
AENJA_16378	BRALA18513
AENJA_17735	BRALA02313
AENJA_18101	BRALA28430
AENJA_18169	BRALA23021
AENJA_18957	BRALA11924
AENJA_19008	BRALA12953
AENJA_19373	BRALA26232
AENJA_19696	BRALA10113
AENJA_19881	BRALA14694
AENJA_19992	BRALA31347
AENJA_20100	BRALA15275
AENJA_22827	BRALA15374
AENJA_24678	BRALA21434
AENJA_24766	BRALA18755
AENJA_01549	BRALA24996
AENJA_02268	BRALA16522
AENJA_02677	BRALA00499
AENJA_02753	BRALA15844
AENJA_03343	BRALA20957
AENJA_04614	BRALA05668
AENJA_04618	BRALA05678
AENJA_04792	BRALA10977
AENJA_04996	BRALA19109
AENJA_06903	BRALA24095
AENJA_07055	BRALA13843
AENJA_07697	BRALA24713
AENJA_09035	BRALA08470
AENJA_11071	BRALA02190
AENJA_10044	BRALA16249
AENJA_10339	BRALA05101
AENJA_11119	BRALA06007
AENJA_11333	BRALA13965
AENJA_11554	BRALA22166
AENJA_11636	BRALA24983
AENJA_12110	BRALA04029
AENJA_13415	BRALA24224
AENJA_13444	BRALA29926
AENJA_14444	BRALA25572
AENJA_14910	BRALA10292
AENJA_16517	BRALA21703
AENJA_16589	BRALA04324
AENJA_17746	BRALA00764
AENJA_17950	BRALA21310
AENJA_18170	BRALA31019
AENJA_18274	BRALA12581
AENJA_18741	BRALA16852
AENJA_18953	BRALA18890
AENJA_19517	BRALA17076
AENJA_20875	BRALA19633
AENJA_21602	BRALA28687
AENJA_22624	BRALA27299
AENJA_23264	BRALA05166
AENJA_23417	BRALA31899
AENJA_23536	BRALA16324
AENJA_23808	BRALA25789
AENJA_24830	BRALA11444
AENJA_25679	BRALA21929
AENJA_25692	BRALA00569
AENJA_25734	BRALA16720
AENJA_26778	BRALA17393
AENJA_00815	BRALA14468
AENJA_00876	BRALA30869
AENJA_01641	BRALA08752
AENJA_02166	BRALA20855
AENJA_02594	BRALA16014
AENJA_03977	BRALA03231
AENJA_06358	BRALA28305
AENJA_06543	BRALA14027
AENJA_06925	BRALA05609
AENJA_09746	BRALA04139
AENJA_09766	BRALA15788
AENJA_10135	BRALA13858
AENJA_10492	BRALA05077
AENJA_12060	BRALA04828
AENJA_12083	BRALA06936
AENJA_12227	BRALA03630
AENJA_12366	BRALA22393
AENJA_13041	BRALA14200
AENJA_13558	BRALA28363
AENJA_14268	BRALA19495
AENJA_15237	BRALA13457
AENJA_15354	BRALA21479
AENJA_16304	BRALA15075
AENJA_16972	BRALA15818
AENJA_17809	BRALA15841
AENJA_18735	BRALA33541
AENJA_19625	BRALA07071
AENJA_20792	BRALA27112
AENJA_22146	BRALA01242
AENJA_22557	BRALA04775
AENJA_23376	BRALA03791
AENJA_23869	BRALA03442
AENJA_24447	BRALA26565
AENJA_25516	BRALA15283
AENJA_00044	BRALA13380
AENJA_00268	BRALA26647
AENJA_00420	BRALA19059
AENJA_01188	BRALA17704
AENJA_02654	BRALA07830
AENJA_02827	BRALA17586
AENJA_02935	BRALA19614
AENJA_03079	BRALA30162
AENJA_05981	BRALA35886
AENJA_04442	BRALA23804
AENJA_05195	BRALA05901
AENJA_05638	BRALA08116
AENJA_05676	BRALA09364
AENJA_05713	BRALA03637
AENJA_06174	BRALA03345
AENJA_06822	BRALA31031
AENJA_08401	BRALA11853
AENJA_08523	BRALA03218
AENJA_08558	BRALA18930
AENJA_08632	BRALA28432
AENJA_08656	BRALA02700
AENJA_10107	BRALA23049
AENJA_11723	BRALA04197
AENJA_12198	BRALA23604
AENJA_12440	BRALA21681
AENJA_12470	BRALA17574
AENJA_12963	BRALA22903
AENJA_13147	BRALA22442
AENJA_13217	BRALA23012
AENJA_13262	BRALA02897
AENJA_13265	BRALA14567
AENJA_16013	BRALA05215
AENJA_16261	BRALA24045
AENJA_23887	BRALA27144
AENJA_17338	BRALA13501
AENJA_17489	BRALA12614
AENJA_17593	BRALA17880
AENJA_18547	BRALA29425
AENJA_18921	BRALA13498
AENJA_19584	BRALA15842
AENJA_20786	BRALA15219
AENJA_22277	BRALA20316
AENJA_22442	BRALA11802
AENJA_22771	BRALA11433
AENJA_22971	BRALA13095
AENJA_23029	BRALA18036
AENJA_23174	BRALA12492
AENJA_23389	BRALA12144
AENJA_24092	BRALA12918
AENJA_24427	BRALA04799
AENJA_01280	BRALA11931
AENJA_01898	BRALA03404
AENJA_03104	BRALA35539
AENJA_03522	BRALA12206
AENJA_03718	BRALA21465
AENJA_03790	BRALA02738
AENJA_07741	BRALA12417
AENJA_07984	BRALA22454
AENJA_09122	BRALA04148
AENJA_11440	BRALA18096
AENJA_11952	BRALA07331
AENJA_13080	BRALA05726
AENJA_13158	BRALA33172
AENJA_13223	BRALA11203
AENJA_13541	BRALA01854
AENJA_14694	BRALA07378
AENJA_14863	BRALA03959
AENJA_15600	BRALA15187
AENJA_18218	BRALA31200
AENJA_19111	BRALA13412
AENJA_19167	BRALA15001
AENJA_19817	BRALA34446
AENJA_19960	BRALA13726
AENJA_20509	BRALA12743
AENJA_20947	BRALA26120
AENJA_22376	BRALA06330
AENJA_22424	BRALA14137
AENJA_23035	BRALA17847
AENJA_23809	BRALA16927
AENJA_00137	BRALA09067
AENJA_00354	BRALA23932
AENJA_01369	BRALA25620
AENJA_01872	BRALA06796
AENJA_02012	BRALA06107
AENJA_07043	BRALA04229
AENJA_07946	BRALA09134
AENJA_09033	BRALA33774
AENJA_09365	BRALA03162
AENJA_11556	BRALA10098
AENJA_11903	BRALA19966
AENJA_13612	BRALA21984
AENJA_13639	BRALA07453
AENJA_15462	BRALA24939
AENJA_19711	BRALA22114
AENJA_21158	BRALA18490
AENJA_21172	BRALA12123
AENJA_22185	BRALA03136
AENJA_24712	BRALA16057
AENJA_26225	BRALA06595
AENJA_26363	BRALA30457
AENJA_07059	BRALA14003
AENJA_07273	BRALA19188
AENJA_08866	BRALA19097
AENJA_10483	BRALA03338
AENJA_11480	BRALA23358
AENJA_11518	BRALA06516
AENJA_13115	BRALA18938
AENJA_13614	BRALA06335
AENJA_13955	BRALA02650
AENJA_18316	BRALA33413
AENJA_19278	BRALA21687
AENJA_19609	BRALA02683
AENJA_21420	BRALA16400
AENJA_23229	BRALA02671
AENJA_23801	BRALA21851
AENJA_24612	BRALA18128
AENJA_24851	BRALA15236
AENJA_02321	BRALA21064
AENJA_03206	BRALA30879
AENJA_04617	BRALA27396
AENJA_06606	BRALA00092
AENJA_14007	BRALA16714
AENJA_14651	BRALA08309
AENJA_15824	BRALA29175
AENJA_16002	BRALA31865
AENJA_16963	BRALA02031
AENJA_19256	BRALA11305
AENJA_20104	BRALA15280
AENJA_20774	BRALA09073
AENJA_20985	BRALA08216
AENJA_21141	BRALA15056
AENJA_21396	BRALA11249
AENJA_22267	BRALA28433
AENJA_22356	BRALA22617
AENJA_22830	BRALA34739
AENJA_24777	BRALA18623
AENJA_26725	BRALA04349
AENJA_00360	BRALA19121
AENJA_01747	BRALA32861
AENJA_02312	BRALA03795
AENJA_04273	BRALA09100
AENJA_05283	BRALA33375
AENJA_07940	BRALA14059
AENJA_08238	BRALA21982
AENJA_08619	BRALA14179
AENJA_09026	BRALA15828
AENJA_11378	BRALA19225
AENJA_11449	BRALA10416
AENJA_11594	BRALA07445
AENJA_11617	BRALA25783
AENJA_13523	BRALA22151
AENJA_14154	BRALA34124
AENJA_14878	BRALA09199
AENJA_25763	BRALA20037
AENJA_01199	BRALA13510
AENJA_02951	BRALA09407
AENJA_03850	BRALA29867
AENJA_06240	BRALA01712
AENJA_06592	BRALA18985
AENJA_06617	BRALA02876
AENJA_09852	BRALA04491
AENJA_13332	BRALA30157
AENJA_16297	BRALA18837
AENJA_19222	BRALA02370
AENJA_19509	BRALA03134
AENJA_22379	BRALA29086
AENJA_23420	BRALA11836
AENJA_23520	BRALA26300
AENJA_24517	BRALA28086
AENJA_25016	BRALA04231
AENJA_25084	BRALA22927
AENJA_25616	BRALA05702
AENJA_03557	BRALA33127
AENJA_06404	BRALA23078
AENJA_06637	BRALA11503
AENJA_08010	BRALA28731
AENJA_08328	BRALA03852
AENJA_11410	BRALA22092
AENJA_13551	BRALA13044
AENJA_16919	BRALA30337
AENJA_17032	BRALA02130
AENJA_23671	BRALA34251
AENJA_24727	BRALA30041
AENJA_00102	BRALA31251
AENJA_01614	BRALA22038
AENJA_04394	BRALA26872
AENJA_05126	BRALA00252
AENJA_11018	BRALA16472
AENJA_16264	BRALA24044
AENJA_18848	BRALA12604
AENJA_21561	BRALA14808
AENJA_24482	BRALA05267
AENJA_00348	BRALA04528
AENJA_01265	BRALA23655
AENJA_01431	BRALA09456
AENJA_04723	BRALA23759
AENJA_06018	BRALA14803
AENJA_07001	BRALA33789
AENJA_08659	BRALA01499
AENJA_09555	BRALA18385
AENJA_10883	BRALA33813
AENJA_11981	BRALA15367
AENJA_11988	BRALA15984
AENJA_12108	BRALA08012
AENJA_13263	BRALA02830
AENJA_16230	BRALA22820
AENJA_19681	BRALA26786
AENJA_20211	BRALA20403
AENJA_21422	BRALA00362
AENJA_22609	BRALA11520
AENJA_23480	BRALA09481
AENJA_23583	BRALA00246
AENJA_25184	BRALA11345
AENJA_26709	BRALA02524
AENJA_00033	BRALA20424
AENJA_02526	BRALA23144
AENJA_03284	BRALA24779
AENJA_04037	BRALA32087
AENJA_05106	BRALA09092
AENJA_05112	BRALA26294
AENJA_18069	BRALA33158
AENJA_26639	BRALA20479
