STRPU_22262	AENJA_23461
STRPU_23358	AENJA_08814
STRPU_21846	AENJA_09480
STRPU_15352	AENJA_09660
STRPU_08324	AENJA_10584
STRPU_12787	AENJA_10881
STRPU_08659	AENJA_11076
STRPU_25103	AENJA_24421
STRPU_25102	AENJA_12629
STRPU_12599	AENJA_12731
STRPU_26416	AENJA_13003
STRPU_08507	AENJA_13214
STRPU_24182	AENJA_15288
STRPU_09463	AENJA_15420
STRPU_20799	AENJA_16214
STRPU_16852	AENJA_16218
STRPU_23806	AENJA_16975
STRPU_02795	AENJA_17524
STRPU_26245	AENJA_18111
STRPU_20499	AENJA_18517
STRPU_25008	AENJA_18949
STRPU_20630	AENJA_19194
STRPU_20336	AENJA_20417
STRPU_19154	AENJA_20661
STRPU_14901	AENJA_21244
STRPU_26730	AENJA_22040
STRPU_12714	AENJA_22906
STRPU_04409	AENJA_24255
STRPU_06505	AENJA_25700
STRPU_04847	AENJA_26288
STRPU_14576	AENJA_00452
STRPU_23352	AENJA_00804
STRPU_19553	AENJA_02885
STRPU_02933	AENJA_01680
STRPU_19139	AENJA_03287
STRPU_22090	AENJA_13720
STRPU_15350	AENJA_03392
STRPU_05388	AENJA_03889
STRPU_24824	AENJA_05443
STRPU_24385	AENJA_05752
STRPU_24648	AENJA_05755
STRPU_20914	AENJA_07349
STRPU_14793	AENJA_07381
STRPU_23190	AENJA_08557
STRPU_24109	AENJA_09239
STRPU_04104	AENJA_09995
STRPU_25720	AENJA_11498
STRPU_12150	AENJA_12193
STRPU_09331	AENJA_12443
STRPU_04675	AENJA_12853
STRPU_20542	AENJA_12895
STRPU_20145	AENJA_12901
STRPU_15362	AENJA_13208
STRPU_17222	AENJA_13259
STRPU_04035	AENJA_13310
STRPU_27338	AENJA_16106
STRPU_13437	AENJA_16291
STRPU_19544	AENJA_16455
STRPU_25441	AENJA_18480
STRPU_14117	AENJA_18635
STRPU_14323	AENJA_21607
STRPU_06910	AENJA_21987
STRPU_08046	AENJA_23327
STRPU_20363	AENJA_23664
STRPU_18781	AENJA_24474
STRPU_17706	AENJA_24577
STRPU_20752	AENJA_24895
STRPU_17283	AENJA_25813
STRPU_21275	AENJA_25967
STRPU_26235	AENJA_26248
STRPU_14486	AENJA_26343
STRPU_12819	AENJA_26691
STRPU_15390	AENJA_00235
STRPU_22406	AENJA_11486
STRPU_08053	AENJA_00436
STRPU_17216	AENJA_00585
STRPU_09797	AENJA_01098
STRPU_24718	AENJA_01517
STRPU_20660	AENJA_01613
STRPU_24269	AENJA_01731
STRPU_11726	AENJA_02794
STRPU_27043	AENJA_03106
STRPU_18008	AENJA_04296
STRPU_14165	AENJA_04586
STRPU_17780	AENJA_04871
STRPU_12254	AENJA_06807
STRPU_25675	AENJA_07048
STRPU_09841	AENJA_07169
STRPU_15077	AENJA_07376
STRPU_05305	AENJA_07614
STRPU_09652	AENJA_07781
STRPU_25606	AENJA_08520
STRPU_26000	AENJA_08626
STRPU_10840	AENJA_09025
STRPU_21511	AENJA_09633
STRPU_22885	AENJA_11726
STRPU_10322	AENJA_12444
STRPU_21537	AENJA_12813
STRPU_27348	AENJA_13997
STRPU_17030	AENJA_14172
STRPU_00636	AENJA_14600
STRPU_19379	AENJA_14782
STRPU_04276	AENJA_15705
STRPU_10386	AENJA_16072
STRPU_26941	AENJA_16378
STRPU_05806	AENJA_17500
STRPU_21410	AENJA_18062
STRPU_21012	AENJA_18957
STRPU_18655	AENJA_19184
STRPU_21872	AENJA_19373
STRPU_20143	AENJA_19696
STRPU_25026	AENJA_19803
STRPU_24494	AENJA_19881
STRPU_20909	AENJA_19992
STRPU_24064	AENJA_21427
STRPU_23299	AENJA_22273
STRPU_25109	AENJA_22553
STRPU_25822	AENJA_23961
STRPU_02812	AENJA_25449
STRPU_16012	AENJA_24678
STRPU_23335	AENJA_24766
STRPU_21003	AENJA_24887
STRPU_07482	AENJA_25186
STRPU_20981	AENJA_26576
STRPU_21073	AENJA_01549
STRPU_26330	AENJA_02268
STRPU_23373	AENJA_02678
STRPU_11336	AENJA_02753
STRPU_26200	AENJA_03052
STRPU_21632	AENJA_03067
STRPU_07792	AENJA_04156
STRPU_10567	AENJA_04614
STRPU_11456	AENJA_04618
STRPU_23006	AENJA_04792
STRPU_25417	AENJA_04996
STRPU_12352	AENJA_05151
STRPU_22443	AENJA_05962
STRPU_20271	AENJA_06903
STRPU_20577	AENJA_07055
STRPU_09522	AENJA_08148
STRPU_05127	AENJA_08751
STRPU_22057	AENJA_09035
STRPU_04669	AENJA_09250
STRPU_25643	AENJA_11071
STRPU_14331	AENJA_09968
STRPU_06158	AENJA_10044
STRPU_21582	AENJA_10339
STRPU_06240	AENJA_11119
STRPU_15460	AENJA_11554
STRPU_22856	AENJA_12110
STRPU_14213	AENJA_14444
STRPU_06688	AENJA_14518
STRPU_25093	AENJA_14671
STRPU_24501	AENJA_14910
STRPU_24860	AENJA_15446
STRPU_20995	AENJA_16335
STRPU_22557	AENJA_16589
STRPU_27291	AENJA_18170
STRPU_20656	AENJA_18430
STRPU_21418	AENJA_18953
STRPU_07639	AENJA_19517
STRPU_08529	AENJA_19975
STRPU_05859	AENJA_20875
STRPU_14322	AENJA_21602
STRPU_10914	AENJA_22624
STRPU_11501	AENJA_23401
STRPU_09525	AENJA_23536
STRPU_23793	AENJA_24431
STRPU_09927	AENJA_24808
STRPU_11474	AENJA_25679
STRPU_09286	AENJA_25734
STRPU_20999	AENJA_26778
STRPU_13548	AENJA_00815
STRPU_12022	AENJA_01641
STRPU_21883	AENJA_02166
STRPU_24794	AENJA_02594
STRPU_19079	AENJA_03274
STRPU_25513	AENJA_03977
STRPU_11750	AENJA_09437
STRPU_22609	AENJA_09746
STRPU_10613	AENJA_09766
STRPU_25178	AENJA_12083
STRPU_04511	AENJA_12227
STRPU_11838	AENJA_12471
STRPU_08099	AENJA_14268
STRPU_26814	AENJA_15237
STRPU_12644	AENJA_16304
STRPU_26940	AENJA_16373
STRPU_23893	AENJA_16972
STRPU_11167	AENJA_17809
STRPU_05684	AENJA_18144
STRPU_25602	AENJA_18336
STRPU_23355	AENJA_18506
STRPU_17776	AENJA_18735
STRPU_23739	AENJA_19031
STRPU_06638	AENJA_20677
STRPU_10218	AENJA_22146
STRPU_25017	AENJA_22557
STRPU_20798	AENJA_23016
STRPU_04094	AENJA_23376
STRPU_26377	AENJA_23787
STRPU_25241	AENJA_23869
STRPU_25462	AENJA_24447
STRPU_14713	AENJA_00268
STRPU_14407	AENJA_00309
STRPU_27053	AENJA_00991
STRPU_26418	AENJA_01188
STRPU_12550	AENJA_02603
STRPU_22187	AENJA_02654
STRPU_21538	AENJA_02780
STRPU_27313	AENJA_02827
STRPU_21232	AENJA_03130
STRPU_09272	AENJA_04247
STRPU_06479	AENJA_04442
STRPU_13556	AENJA_04480
STRPU_05471	AENJA_04507
STRPU_11808	AENJA_05005
STRPU_06390	AENJA_05195
STRPU_11183	AENJA_05262
STRPU_04813	AENJA_05306
STRPU_05789	AENJA_05638
STRPU_24850	AENJA_05676
STRPU_04160	AENJA_05713
STRPU_06643	AENJA_05800
STRPU_27300	AENJA_06730
STRPU_21837	AENJA_06822
STRPU_25604	AENJA_08523
STRPU_04850	AENJA_08551
STRPU_05867	AENJA_08558
STRPU_00828	AENJA_08632
STRPU_19533	AENJA_08656
STRPU_00079	AENJA_10945
STRPU_06622	AENJA_11106
STRPU_25161	AENJA_11503
STRPU_15093	AENJA_12198
STRPU_09316	AENJA_12440
STRPU_12345	AENJA_12963
STRPU_08508	AENJA_13217
STRPU_12351	AENJA_13265
STRPU_21174	AENJA_15352
STRPU_09885	AENJA_15425
STRPU_24743	AENJA_15835
STRPU_14023	AENJA_15877
STRPU_24644	AENJA_16288
STRPU_25210	AENJA_17883
STRPU_08421	AENJA_17958
STRPU_25820	AENJA_18547
STRPU_27295	AENJA_18921
STRPU_08250	AENJA_19584
STRPU_20457	AENJA_20786
STRPU_09622	AENJA_22771
STRPU_08342	AENJA_22971
STRPU_22394	AENJA_23029
STRPU_14255	AENJA_23122
STRPU_04468	AENJA_23174
STRPU_13967	AENJA_25406
STRPU_19048	AENJA_00781
STRPU_11205	AENJA_01870
STRPU_25474	AENJA_02718
STRPU_27149	AENJA_02932
STRPU_09935	AENJA_03718
STRPU_25071	AENJA_04235
STRPU_18372	AENJA_04627
STRPU_13523	AENJA_05300
STRPU_12239	AENJA_07243
STRPU_05027	AENJA_08457
STRPU_26155	AENJA_09095
STRPU_22953	AENJA_09122
STRPU_04911	AENJA_11440
STRPU_24806	AENJA_11952
STRPU_08789	AENJA_13223
STRPU_26069	AENJA_13232
STRPU_08806	AENJA_14312
STRPU_13515	AENJA_14694
STRPU_21287	AENJA_15600
STRPU_15492	AENJA_16594
STRPU_20168	AENJA_18160
STRPU_12924	AENJA_18755
STRPU_21107	AENJA_19111
STRPU_14169	AENJA_19167
STRPU_20807	AENJA_19817
STRPU_23607	AENJA_19960
STRPU_22842	AENJA_20509
STRPU_21039	AENJA_20788
STRPU_21279	AENJA_20947
STRPU_07780	AENJA_21354
STRPU_20666	AENJA_23035
STRPU_03383	AENJA_23809
STRPU_25467	AENJA_23955
STRPU_26353	AENJA_24266
STRPU_25020	AENJA_24764
STRPU_08166	AENJA_24867
STRPU_19008	AENJA_25101
STRPU_21212	AENJA_25329
STRPU_11841	AENJA_25811
STRPU_12821	AENJA_00354
STRPU_21560	AENJA_00565
STRPU_25723	AENJA_01369
STRPU_26229	AENJA_01374
STRPU_16847	AENJA_01408
STRPU_24875	AENJA_01728
STRPU_06725	AENJA_02012
STRPU_25498	AENJA_03980
STRPU_05241	AENJA_04509
STRPU_08049	AENJA_04552
STRPU_12607	AENJA_05014
STRPU_24179	AENJA_05128
STRPU_07128	AENJA_05212
STRPU_21263	AENJA_05488
STRPU_25617	AENJA_07043
STRPU_19485	AENJA_07193
STRPU_13950	AENJA_07946
STRPU_09681	AENJA_08135
STRPU_25440	AENJA_09365
STRPU_21456	AENJA_10032
STRPU_05443	AENJA_10230
STRPU_14554	AENJA_10316
STRPU_25468	AENJA_11501
STRPU_21440	AENJA_13250
STRPU_15318	AENJA_13522
STRPU_08230	AENJA_13612
STRPU_06077	AENJA_14964
STRPU_19042	AENJA_18845
STRPU_25075	AENJA_18944
STRPU_20676	AENJA_19365
STRPU_09237	AENJA_20510
STRPU_22874	AENJA_20513
STRPU_27380	AENJA_21158
STRPU_27015	AENJA_21168
STRPU_09559	AENJA_22185
STRPU_23897	AENJA_22208
STRPU_10280	AENJA_23224
STRPU_05691	AENJA_24712
STRPU_26878	AENJA_25854
STRPU_04071	AENJA_26225
STRPU_23319	AENJA_00379
STRPU_00016	AENJA_01457
STRPU_09320	AENJA_02301
STRPU_17763	AENJA_03834
STRPU_26590	AENJA_06986
STRPU_08249	AENJA_07059
STRPU_17285	AENJA_07085
STRPU_08313	AENJA_08866
STRPU_22407	AENJA_09507
STRPU_12826	AENJA_09522
STRPU_15625	AENJA_09543
STRPU_23780	AENJA_09744
STRPU_04280	AENJA_10709
STRPU_20754	AENJA_10906
STRPU_15488	AENJA_11257
STRPU_19168	AENJA_22058
STRPU_18119	AENJA_11760
STRPU_04448	AENJA_12152
STRPU_26938	AENJA_16371
STRPU_22291	AENJA_16902
STRPU_17829	AENJA_17615
STRPU_17830	AENJA_17616
STRPU_22018	AENJA_19219
STRPU_10356	AENJA_19278
STRPU_08371	AENJA_19976
STRPU_03196	AENJA_20982
STRPU_24857	AENJA_21988
STRPU_01312	AENJA_24658
STRPU_21252	AENJA_24851
STRPU_22141	AENJA_25203
STRPU_20965	AENJA_25484
STRPU_21561	AENJA_25968
STRPU_03931	AENJA_26161
STRPU_08773	AENJA_26581
STRPU_27346	AENJA_00486
STRPU_23449	AENJA_01321
STRPU_16030	AENJA_01406
STRPU_01438	AENJA_02321
STRPU_20139	AENJA_02694
STRPU_06145	AENJA_02696
STRPU_09661	AENJA_04051
STRPU_20355	AENJA_04617
STRPU_12655	AENJA_06319
STRPU_22608	AENJA_06606
STRPU_08407	AENJA_07577
STRPU_26068	AENJA_10072
STRPU_20954	AENJA_10167
STRPU_11335	AENJA_11794
STRPU_09023	AENJA_13980
STRPU_27345	AENJA_24656
STRPU_06847	AENJA_14521
STRPU_14319	AENJA_15691
STRPU_24172	AENJA_15748
STRPU_07360	AENJA_16565
STRPU_26454	AENJA_18168
STRPU_24492	AENJA_19879
STRPU_23351	AENJA_20069
STRPU_27153	AENJA_21141
STRPU_00829	AENJA_22267
STRPU_20858	AENJA_22356
STRPU_20411	AENJA_22616
STRPU_23698	AENJA_22728
STRPU_23608	AENJA_23031
STRPU_14256	AENJA_23121
STRPU_03839	AENJA_24407
STRPU_23279	AENJA_25268
STRPU_23728	AENJA_26649
STRPU_25074	AENJA_00360
STRPU_10744	AENJA_02376
STRPU_11182	AENJA_02379
STRPU_24454	AENJA_02939
STRPU_09921	AENJA_03863
STRPU_23380	AENJA_07212
STRPU_06697	AENJA_07585
STRPU_13256	AENJA_07940
STRPU_18717	AENJA_08619
STRPU_05333	AENJA_08935
STRPU_04834	AENJA_09625
STRPU_07491	AENJA_10623
STRPU_21529	AENJA_11476
STRPU_13811	AENJA_11594
STRPU_06843	AENJA_11932
STRPU_09514	AENJA_12615
STRPU_04039	AENJA_12954
STRPU_24161	AENJA_14110
STRPU_06741	AENJA_14961
STRPU_11810	AENJA_15198
STRPU_09651	AENJA_15424
STRPU_17446	AENJA_17577
STRPU_10371	AENJA_18605
STRPU_19083	AENJA_19845
STRPU_14391	AENJA_19916
STRPU_03375	AENJA_20979
STRPU_09109	AENJA_21002
STRPU_06364	AENJA_21549
STRPU_04045	AENJA_21668
STRPU_04554	AENJA_21671
STRPU_10900	AENJA_22626
STRPU_09687	AENJA_23086
STRPU_26565	AENJA_24128
STRPU_04901	AENJA_00648
STRPU_23586	AENJA_02951
STRPU_17726	AENJA_04284
STRPU_13468	AENJA_04650
STRPU_02823	AENJA_07825
STRPU_19585	AENJA_09029
STRPU_11521	AENJA_09243
STRPU_00120	AENJA_12176
STRPU_14678	AENJA_12905
STRPU_21361	AENJA_15792
STRPU_20153	AENJA_16646
STRPU_09273	AENJA_18155
STRPU_21434	AENJA_22135
STRPU_02647	AENJA_22879
STRPU_26504	AENJA_23414
STRPU_22228	AENJA_24303
STRPU_08497	AENJA_25062
STRPU_03632	AENJA_26406
STRPU_18987	AENJA_00952
STRPU_16848	AENJA_01404
STRPU_04663	AENJA_02578
STRPU_11818	AENJA_03144
STRPU_22619	AENJA_04282
STRPU_24643	AENJA_04834
STRPU_07078	AENJA_07492
STRPU_02466	AENJA_08492
STRPU_26086	AENJA_08646
STRPU_20620	AENJA_08725
STRPU_26423	AENJA_09129
STRPU_13578	AENJA_10635
STRPU_10292	AENJA_12447
STRPU_24290	AENJA_12501
STRPU_05293	AENJA_14682
STRPU_25998	AENJA_15444
STRPU_13817	AENJA_16635
STRPU_13472	AENJA_16636
STRPU_07094	AENJA_16919
STRPU_23596	AENJA_19937
STRPU_15528	AENJA_23049
STRPU_09993	AENJA_26039
STRPU_25324	AENJA_26063
STRPU_26545	AENJA_00639
STRPU_22948	AENJA_01445
STRPU_10742	AENJA_01992
STRPU_21781	AENJA_02501
STRPU_10947	AENJA_05079
STRPU_20665	AENJA_06277
STRPU_17806	AENJA_06766
STRPU_06057	AENJA_10698
STRPU_12788	AENJA_10890
STRPU_20446	AENJA_12820
STRPU_04355	AENJA_15372
STRPU_13339	AENJA_16627
STRPU_00134	AENJA_17891
STRPU_25239	AENJA_18339
STRPU_22429	AENJA_18544
STRPU_04906	AENJA_22160
STRPU_26614	AENJA_23611
STRPU_20793	AENJA_25214
STRPU_13260	AENJA_11974
STRPU_22859	AENJA_15844
STRPU_19874	AENJA_23605
STRPU_06106	AENJA_25175
STRPU_11411	AENJA_02652
STRPU_26548	AENJA_17869
STRPU_27390	AENJA_20991
