BRALA00047	OFUSG13305.1
BRALA05507	OFUSG26467.1
BRALA25628	OFUSG24393.1
BRALA18004	OFUSG06619.1
BRALA16726	OFUSG10537.1
BRALA30142	OFUSG17341.1
BRALA21937	OFUSG10895.1
BRALA03346	OFUSG04977.1
BRALA23133	OFUSG18912.1
BRALA17636	OFUSG00030.1
BRALA20875	OFUSG11296.1
BRALA29623	OFUSG19386.1
BRALA03625	OFUSG10602.1
BRALA10741	OFUSG21341.1
BRALA29048	OFUSG07961.1
BRALA34324	OFUSG22158.1
BRALA22488	OFUSG25263.1
BRALA20080	OFUSG05016.1
BRALA14613	OFUSG09532.1
BRALA30881	OFUSG03944.1
BRALA17527	OFUSG13167.1
BRALA09289	OFUSG06948.1
BRALA02651	OFUSG07115.1
BRALA35724	OFUSG06246.1
BRALA15923	OFUSG03560.1
BRALA00279	OFUSG26687.1
BRALA11941	OFUSG11301.1
BRALA10897	OFUSG12048.1
BRALA19119	OFUSG20830.1
BRALA12756	OFUSG18693.1
BRALA16355	OFUSG18997.1
BRALA16160	OFUSG14465.1
BRALA01566	OFUSG13227.1
BRALA09242	OFUSG19533.1
BRALA30166	OFUSG12399.1
BRALA06692	OFUSG18059.1
BRALA22180	OFUSG15454.1
BRALA28876	OFUSG19209.1
BRALA10838	OFUSG12468.1
BRALA19514	OFUSG18665.1
BRALA00857	OFUSG13244.1
BRALA18726	OFUSG03774.1
BRALA27400	OFUSG08153.1
BRALA18947	OFUSG18767.1
BRALA20632	OFUSG14983.1
BRALA07436	OFUSG11813.1
BRALA14628	OFUSG08766.1
BRALA18833	OFUSG09061.1
BRALA27671	OFUSG16807.1
BRALA01482	OFUSG15401.1
BRALA16159	OFUSG14467.1
BRALA03072	OFUSG09121.1
BRALA29700	OFUSG22187.1
BRALA13379	OFUSG05306.1
BRALA12023	OFUSG21819.1
BRALA29290	OFUSG18656.1
BRALA02751	OFUSG14944.1
BRALA04717	OFUSG09906.1
BRALA23723	OFUSG00422.1
BRALA22294	OFUSG11996.1
BRALA00580	OFUSG26582.1
BRALA27581	OFUSG08127.1
BRALA19236	OFUSG03423.1
BRALA08769	OFUSG01075.1
BRALA13086	OFUSG17852.1
BRALA20494	OFUSG05459.1
BRALA05899	OFUSG14677.1
BRALA21421	OFUSG05559.1
BRALA24040	OFUSG12458.1
BRALA18442	OFUSG25441.1
BRALA25006	OFUSG11375.1
BRALA08860	OFUSG00035.1
BRALA21473	OFUSG12518.1
BRALA05280	OFUSG18309.1
BRALA34146	OFUSG07050.1
BRALA00728	OFUSG13545.1
BRALA11823	OFUSG02730.1
BRALA14576	OFUSG23478.1
BRALA16943	OFUSG03116.1
BRALA16605	OFUSG19645.1
BRALA23710	OFUSG01573.1
BRALA18002	OFUSG06617.1
BRALA10703	OFUSG08023.1
BRALA25599	OFUSG05587.1
BRALA07395	OFUSG16160.1
BRALA17314	OFUSG19088.1
BRALA16377	OFUSG05803.1
BRALA26573	OFUSG20456.1
BRALA05243	OFUSG13467.1
BRALA26256	OFUSG11844.1
BRALA06923	OFUSG16777.1
BRALA20611	OFUSG16743.1
BRALA12716	OFUSG05915.1
BRALA03320	OFUSG05292.1
BRALA34598	OFUSG17675.1
BRALA10012	OFUSG08311.1
BRALA15787	OFUSG17534.1
BRALA17628	OFUSG04848.1
BRALA17721	OFUSG15261.1
BRALA16747	OFUSG19390.1
BRALA20734	OFUSG00807.1
BRALA23028	OFUSG18368.1
BRALA02911	OFUSG07164.1
BRALA08280	OFUSG03770.1
BRALA09780	OFUSG23229.1
BRALA12180	OFUSG08702.1
BRALA27590	OFUSG18727.1
BRALA26570	OFUSG14571.1
BRALA27515	OFUSG00691.1
BRALA13525	OFUSG08438.1
BRALA18721	OFUSG03371.1
BRALA34751	OFUSG17955.1
BRALA21694	OFUSG05565.1
BRALA18958	OFUSG18655.1
BRALA26269	OFUSG12281.1
BRALA16808	OFUSG16591.1
BRALA01104	OFUSG01268.1
BRALA27928	OFUSG05856.1
BRALA26243	OFUSG11215.1
BRALA13784	OFUSG21512.1
BRALA29421	OFUSG15369.1
BRALA17775	OFUSG25079.1
BRALA15805	OFUSG03024.1
BRALA26985	OFUSG02044.1
BRALA13295	OFUSG23378.1
BRALA24025	OFUSG18957.1
BRALA15080	OFUSG09051.1
BRALA14356	OFUSG23265.1
BRALA00360	OFUSG19705.1
BRALA12485	OFUSG20618.1
BRALA24262	OFUSG22134.1
BRALA03623	OFUSG10912.1
BRALA11234	OFUSG10372.1
BRALA20437	OFUSG21855.1
BRALA16630	OFUSG11611.1
BRALA18641	OFUSG11141.1
BRALA29088	OFUSG16415.1
BRALA18808	OFUSG25948.1
BRALA23633	OFUSG19529.1
BRALA34076	OFUSG11546.1
BRALA26325	OFUSG02636.1
BRALA06074	OFUSG19261.1
BRALA04626	OFUSG07445.1
BRALA17876	OFUSG24647.1
BRALA05281	OFUSG23448.1
BRALA18841	OFUSG01244.1
BRALA14238	OFUSG13987.1
BRALA03268	OFUSG20315.1
BRALA20897	OFUSG02256.1
BRALA00421	OFUSG11804.1
BRALA31021	OFUSG09201.1
BRALA06398	OFUSG18217.1
BRALA15325	OFUSG05804.1
BRALA27910	OFUSG00115.1
BRALA29059	OFUSG09677.1
BRALA11566	OFUSG13427.1
BRALA25842	OFUSG06508.1
BRALA24897	OFUSG04577.1
BRALA07241	OFUSG24173.1
BRALA15950	OFUSG03603.1
BRALA21281	OFUSG26437.1
BRALA21789	OFUSG25498.1
BRALA01878	OFUSG17403.1
BRALA26144	OFUSG25061.1
BRALA16250	OFUSG25787.1
BRALA26112	OFUSG12379.1
BRALA18470	OFUSG07771.1
BRALA01687	OFUSG10349.1
BRALA17217	OFUSG05579.1
BRALA23276	OFUSG03493.1
BRALA12668	OFUSG02817.1
BRALA06171	OFUSG14710.1
BRALA03030	OFUSG03454.1
BRALA29430	OFUSG04823.1
BRALA23197	OFUSG25636.1
BRALA05256	OFUSG23472.1
BRALA06256	OFUSG10298.1
BRALA17382	OFUSG11989.1
BRALA29713	OFUSG19185.1
BRALA24238	OFUSG23785.1
BRALA22721	OFUSG18893.1
BRALA01223	OFUSG24925.1
BRALA20879	OFUSG22021.1
BRALA17152	OFUSG25403.1
BRALA03589	OFUSG16839.1
BRALA31256	OFUSG19370.1
BRALA22303	OFUSG15105.1
BRALA03604	OFUSG14628.1
BRALA08410	OFUSG08468.1
BRALA05252	OFUSG21336.1
BRALA29388	OFUSG07137.1
BRALA00413	OFUSG17363.1
BRALA11895	OFUSG03682.1
BRALA24470	OFUSG19389.1
BRALA17808	OFUSG12508.1
BRALA22200	OFUSG22478.1
BRALA06436	OFUSG10918.1
BRALA18536	OFUSG04240.1
BRALA17810	OFUSG26097.1
BRALA13546	OFUSG09272.1
BRALA09176	OFUSG16788.1
BRALA11236	OFUSG17808.1
BRALA09639	OFUSG16969.1
BRALA26149	OFUSG11204.1
BRALA03148	OFUSG26000.1
BRALA25659	OFUSG19433.1
BRALA20018	OFUSG17492.1
BRALA12033	OFUSG12066.1
BRALA05445	OFUSG17618.1
BRALA17962	OFUSG10603.1
BRALA29453	OFUSG25035.1
BRALA13793	OFUSG21244.1
BRALA05891	OFUSG24612.1
BRALA06775	OFUSG08329.1
BRALA23572	OFUSG24202.1
BRALA22860	OFUSG09348.1
BRALA01398	OFUSG09764.1
BRALA23958	OFUSG11106.1
BRALA12032	OFUSG02768.1
BRALA33341	OFUSG09189.1
BRALA22755	OFUSG00495.1
BRALA13344	OFUSG11430.1
BRALA06616	OFUSG10226.1
BRALA07559	OFUSG16208.1
BRALA16135	OFUSG23138.1
BRALA07352	OFUSG07472.1
BRALA25699	OFUSG08688.1
BRALA10285	OFUSG17712.1
BRALA22477	OFUSG11674.1
BRALA02537	OFUSG07690.1
BRALA03578	OFUSG03213.1
BRALA19037	OFUSG05381.1
BRALA09237	OFUSG11423.1
BRALA07846	OFUSG16398.1
BRALA28065	OFUSG06475.1
BRALA12826	OFUSG18673.1
BRALA35259	OFUSG02067.1
BRALA12077	OFUSG24606.1
BRALA07947	OFUSG16023.1
BRALA16701	OFUSG21107.1
BRALA12889	OFUSG13109.1
BRALA04854	OFUSG04469.1
BRALA11967	OFUSG11836.1
BRALA28149	OFUSG11604.1
BRALA12800	OFUSG06265.1
BRALA03163	OFUSG20626.1
BRALA18256	OFUSG19595.1
BRALA25650	OFUSG06155.1
BRALA03334	OFUSG05304.1
BRALA18307	OFUSG07147.1
BRALA06637	OFUSG10424.1
BRALA19753	OFUSG19347.1
BRALA12259	OFUSG00157.1
BRALA27288	OFUSG04664.1
BRALA18123	OFUSG04738.1
BRALA24841	OFUSG26748.1
BRALA10346	OFUSG21416.1
BRALA22415	OFUSG08400.1
BRALA34006	OFUSG04040.1
BRALA16642	OFUSG15484.1
BRALA01810	OFUSG17092.1
BRALA05315	OFUSG08251.1
BRALA32100	OFUSG11391.1
BRALA15670	OFUSG01853.1
BRALA02409	OFUSG01260.1
BRALA26151	OFUSG21661.1
BRALA29090	OFUSG08245.1
BRALA05521	OFUSG13639.1
BRALA17820	OFUSG08748.1
BRALA20443	OFUSG05654.1
BRALA17905	OFUSG09798.1
BRALA28228	OFUSG01242.1
BRALA02476	OFUSG16499.1
BRALA31745	OFUSG25024.1
BRALA01964	OFUSG01223.1
BRALA22430	OFUSG03361.1
BRALA08023	OFUSG02907.1
BRALA03635	OFUSG18338.1
BRALA25158	OFUSG15119.1
BRALA24150	OFUSG15218.1
BRALA11492	OFUSG05795.1
BRALA35143	OFUSG11304.1
BRALA08878	OFUSG00418.1
BRALA15086	OFUSG13047.1
BRALA31008	OFUSG00453.1
BRALA03638	OFUSG10683.1
BRALA28203	OFUSG12228.1
BRALA11456	OFUSG19107.1
BRALA11527	OFUSG06715.1
BRALA15260	OFUSG25089.1
BRALA29576	OFUSG01576.1
BRALA29859	OFUSG07266.1
BRALA04186	OFUSG24308.1
BRALA31072	OFUSG00540.1
BRALA24496	OFUSG05967.1
BRALA23450	OFUSG12331.1
BRALA20620	OFUSG25569.1
BRALA27196	OFUSG19329.1
BRALA02965	OFUSG07712.1
BRALA05366	OFUSG19125.1
BRALA27743	OFUSG09475.1
BRALA28430	OFUSG23189.1
BRALA23021	OFUSG09081.1
BRALA26232	OFUSG21571.1
BRALA10113	OFUSG08346.1
BRALA14694	OFUSG21170.1
BRALA15275	OFUSG05620.1
BRALA04005	OFUSG18053.1
BRALA18755	OFUSG26429.1
BRALA09818	OFUSG08184.1
BRALA09069	OFUSG03899.1
BRALA32103	OFUSG26799.1
BRALA01006	OFUSG13034.1
BRALA24285	OFUSG06958.1
BRALA29958	OFUSG14384.1
BRALA03129	OFUSG18270.1
BRALA18597	OFUSG26316.1
BRALA20773	OFUSG08039.1
BRALA24996	OFUSG11527.1
BRALA00499	OFUSG15414.1
BRALA13343	OFUSG11431.1
BRALA05668	OFUSG13221.1
BRALA05678	OFUSG23689.1
BRALA19109	OFUSG20206.1
BRALA24713	OFUSG12040.1
BRALA08470	OFUSG04316.1
BRALA06076	OFUSG25560.1
BRALA16249	OFUSG14236.1
BRALA05101	OFUSG12296.1
BRALA17606	OFUSG09553.1
BRALA22166	OFUSG11820.1
BRALA04029	OFUSG22256.1
BRALA25572	OFUSG22556.1
BRALA10292	OFUSG13736.1
BRALA21703	OFUSG04581.1
BRALA04324	OFUSG16112.1
BRALA21310	OFUSG08439.1
BRALA31019	OFUSG08673.1
BRALA18890	OFUSG11460.1
BRALA17076	OFUSG13318.1
BRALA28687	OFUSG15415.1
BRALA27299	OFUSG13495.1
BRALA05166	OFUSG21194.1
BRALA16324	OFUSG19098.1
BRALA11444	OFUSG06275.1
BRALA00569	OFUSG21278.1
BRALA16720	OFUSG10354.1
BRALA04783	OFUSG16680.1
BRALA13644	OFUSG02789.1
BRALA12718	OFUSG05703.1
BRALA15239	OFUSG16941.1
BRALA02307	OFUSG19686.1
BRALA28386	OFUSG06206.1
BRALA17097	OFUSG17707.1
BRALA07859	OFUSG16609.1
BRALA16863	OFUSG13216.1
BRALA02674	OFUSG26234.1
BRALA17178	OFUSG12928.1
BRALA02182	OFUSG08458.1
BRALA01123	OFUSG17732.1
BRALA09458	OFUSG19687.1
BRALA00745	OFUSG09212.1
BRALA18660	OFUSG17871.1
BRALA20251	OFUSG12293.1
BRALA30869	OFUSG19248.1
BRALA08752	OFUSG00717.1
BRALA20855	OFUSG25179.1
BRALA03231	OFUSG20899.1
BRALA19016	OFUSG00759.1
BRALA16746	OFUSG08669.1
BRALA19955	OFUSG17637.1
BRALA05609	OFUSG08602.1
BRALA02257	OFUSG01036.1
BRALA15788	OFUSG23406.1
BRALA05077	OFUSG17487.1
BRALA06936	OFUSG24313.1
BRALA03630	OFUSG10353.1
BRALA22393	OFUSG23081.1
BRALA19495	OFUSG10489.1
BRALA15818	OFUSG06282.1
BRALA15841	OFUSG12930.1
BRALA33541	OFUSG20511.1
BRALA17432	OFUSG15061.1
BRALA03442	OFUSG20548.1
BRALA15283	OFUSG18739.1
BRALA13345	OFUSG11429.1
BRALA10273	OFUSG15041.1
BRALA14558	OFUSG25626.1
BRALA21284	OFUSG10977.1
BRALA10398	OFUSG10468.1
BRALA24035	OFUSG22940.1
BRALA13860	OFUSG19101.1
BRALA23350	OFUSG08382.1
BRALA21983	OFUSG10096.1
BRALA00457	OFUSG23623.1
BRALA27293	OFUSG18667.1
BRALA14804	OFUSG04075.1
BRALA28788	OFUSG03139.1
BRALA16535	OFUSG08994.1
BRALA14842	OFUSG03896.1
BRALA26647	OFUSG22284.1
BRALA17704	OFUSG08657.1
BRALA23804	OFUSG14624.1
BRALA05901	OFUSG14682.1
BRALA09364	OFUSG17136.1
BRALA03637	OFUSG18339.1
BRALA31031	OFUSG11696.1
BRALA14936	OFUSG22651.1
BRALA03218	OFUSG05480.1
BRALA02700	OFUSG26655.1
BRALA23049	OFUSG10061.1
BRALA23604	OFUSG22299.1
BRALA21681	OFUSG19513.1
BRALA17574	OFUSG09802.1
BRALA22903	OFUSG07852.1
BRALA23012	OFUSG18082.1
BRALA14567	OFUSG21481.1
BRALA12614	OFUSG02677.1
BRALA17880	OFUSG23326.1
BRALA29425	OFUSG22756.1
BRALA13498	OFUSG20135.1
BRALA15219	OFUSG12166.1
BRALA20316	OFUSG02770.1
BRALA11802	OFUSG03570.1
BRALA13095	OFUSG13193.1
BRALA18036	OFUSG14960.1
BRALA12492	OFUSG20278.1
BRALA12144	OFUSG14470.1
BRALA06709	OFUSG04567.1
BRALA15780	OFUSG17683.1
BRALA24116	OFUSG18710.1
BRALA19568	OFUSG01846.2
BRALA26592	OFUSG05023.1
BRALA07091	OFUSG16798.1
BRALA19676	OFUSG00263.1
BRALA29237	OFUSG13485.1
BRALA19938	OFUSG00131.1
BRALA35753	OFUSG17324.1
BRALA05422	OFUSG16274.1
BRALA08246	OFUSG21834.1
BRALA00078	OFUSG11887.1
BRALA29423	OFUSG14954.1
BRALA04455	OFUSG04627.1
BRALA22174	OFUSG23951.1
BRALA04164	OFUSG22466.1
BRALA33414	OFUSG11393.1
BRALA00856	OFUSG21393.1
BRALA11931	OFUSG12522.1
BRALA03404	OFUSG20293.1
BRALA35539	OFUSG26019.1
BRALA12417	OFUSG00404.1
BRALA22454	OFUSG02453.1
BRALA04148	OFUSG04452.1
BRALA11203	OFUSG20090.1
BRALA07378	OFUSG09202.1
BRALA11308	OFUSG15822.1
BRALA15001	OFUSG15449.1
BRALA34446	OFUSG11681.1
BRALA26120	OFUSG12288.1
BRALA06330	OFUSG04422.1
BRALA14137	OFUSG26633.1
BRALA23418	OFUSG00082.1
BRALA01162	OFUSG23227.1
BRALA11788	OFUSG02875.1
BRALA12763	OFUSG06328.1
BRALA06362	OFUSG18070.1
BRALA02093	OFUSG00169.1
BRALA13553	OFUSG09785.1
BRALA04229	OFUSG18032.1
BRALA09134	OFUSG13073.1
BRALA21984	OFUSG18327.1
BRALA24939	OFUSG21020.2
BRALA16057	OFUSG08117.1
BRALA14050	OFUSG16202.1
BRALA34238	OFUSG05168.1
BRALA15068	OFUSG26347.1
BRALA06435	OFUSG11061.1
BRALA06691	OFUSG09976.1
BRALA04794	OFUSG17624.1
BRALA13526	OFUSG19681.1
BRALA04754	OFUSG11991.1
BRALA17645	OFUSG20764.1
BRALA15387	OFUSG21380.1
BRALA26843	OFUSG03687.1
BRALA19097	OFUSG10527.1
BRALA18938	OFUSG06930.1
BRALA06335	OFUSG10478.1
BRALA21687	OFUSG19302.1
BRALA02683	OFUSG03224.1
BRALA27222	OFUSG20339.1
BRALA14196	OFUSG24867.1
BRALA32022	OFUSG11980.1
BRALA09483	OFUSG26017.2
BRALA15602	OFUSG19642.1
BRALA02759	OFUSG08190.1
BRALA17316	OFUSG06571.1
BRALA29170	OFUSG05778.1
BRALA06155	OFUSG24987.1
BRALA14881	OFUSG15682.1
BRALA27396	OFUSG07319.1
BRALA16714	OFUSG10321.1
BRALA24642	OFUSG16814.1
BRALA15280	OFUSG06123.1
BRALA15056	OFUSG19974.1
BRALA04349	OFUSG01124.1
BRALA22266	OFUSG11801.1
BRALA17767	OFUSG10050.1
BRALA26679	OFUSG20102.1
BRALA19429	OFUSG26696.1
BRALA00043	OFUSG26846.1
BRALA04040	OFUSG21147.1
BRALA15103	OFUSG09520.1
BRALA02203	OFUSG17427.1
BRALA02716	OFUSG26643.1
BRALA03795	OFUSG10753.1
BRALA09100	OFUSG16697.1
BRALA25783	OFUSG00133.1
BRALA20037	OFUSG19393.1
BRALA31752	OFUSG19430.1
BRALA06869	OFUSG15780.1
BRALA32089	OFUSG10122.1
BRALA00249	OFUSG02563.1
BRALA10261	OFUSG21005.1
BRALA03370	OFUSG05172.1
BRALA02105	OFUSG00741.1
BRALA03678	OFUSG10002.1
BRALA04430	OFUSG15112.1
BRALA04283	OFUSG18919.1
BRALA03833	OFUSG04189.1
BRALA24793	OFUSG05704.1
BRALA26254	OFUSG21678.1
BRALA19100	OFUSG21140.1
BRALA31203	OFUSG03676.1
BRALA26664	OFUSG06522.1
BRALA12684	OFUSG03059.1
BRALA33536	OFUSG22869.1
BRALA03021	OFUSG07333.1
BRALA02828	OFUSG23829.1
BRALA06639	OFUSG21615.1
BRALA21007	OFUSG02108.1
BRALA21432	OFUSG16144.1
BRALA23238	OFUSG26886.1
BRALA02876	OFUSG05336.1
BRALA30157	OFUSG21824.1
BRALA05702	OFUSG17405.1
BRALA15072	OFUSG16238.1
BRALA06634	OFUSG14258.1
BRALA10337	OFUSG10826.1
BRALA07459	OFUSG04524.1
BRALA09337	OFUSG15860.1
BRALA11336	OFUSG19710.1
BRALA02465	OFUSG00595.1
BRALA19311	OFUSG00887.1
BRALA21427	OFUSG19436.1
BRALA03185	OFUSG01940.1
BRALA11816	OFUSG01992.1
BRALA02681	OFUSG06108.1
BRALA24878	OFUSG15688.1
BRALA05819	OFUSG13444.1
BRALA01029	OFUSG25882.1
BRALA03508	OFUSG09572.1
BRALA30041	OFUSG01821.1
BRALA27132	OFUSG13181.1
BRALA09789	OFUSG17913.1
BRALA04411	OFUSG24286.1
BRALA06599	OFUSG09616.1
BRALA12051	OFUSG14476.1
BRALA25840	OFUSG06866.1
BRALA07597	OFUSG25264.1
BRALA20252	OFUSG17471.1
BRALA30619	OFUSG20520.1
BRALA25619	OFUSG05417.1
BRALA19419	OFUSG11613.1
BRALA29087	OFUSG07316.1
BRALA14802	OFUSG04074.1
BRALA27098	OFUSG24873.1
BRALA06507	OFUSG20829.1
BRALA26691	OFUSG20973.1
BRALA29417	OFUSG00494.1
BRALA00252	OFUSG24658.1
BRALA33242	OFUSG19437.1
BRALA18403	OFUSG13060.1
BRALA04136	OFUSG16082.1
BRALA17884	OFUSG26457.1
BRALA06929	OFUSG01288.1
BRALA16884	OFUSG19086.1
BRALA09543	OFUSG19064.1
BRALA25958	OFUSG08781.1
BRALA18240	OFUSG02943.1
BRALA12430	OFUSG04871.1
BRALA22000	OFUSG13597.1
BRALA12499	OFUSG04953.1
BRALA22024	OFUSG02778.1
BRALA10071	OFUSG23787.1
BRALA23871	OFUSG00618.1
BRALA21052	OFUSG25042.1
BRALA19465	OFUSG19994.1
BRALA10393	OFUSG17957.1
BRALA11244	OFUSG10459.1
BRALA01172	OFUSG06833.1
BRALA16838	OFUSG08898.1
BRALA30830	OFUSG02646.1
BRALA09481	OFUSG20026.1
BRALA09685	OFUSG12671.1
BRALA00976	OFUSG17478.1
BRALA09467	OFUSG04329.1
BRALA04463	OFUSG04318.1
BRALA07953	OFUSG12730.1
BRALA06830	OFUSG17571.1
BRALA18062	OFUSG03212.1
BRALA07881	OFUSG16084.1
BRALA23626	OFUSG05899.1
BRALA22642	OFUSG12490.1
BRALA24303	OFUSG03881.1
BRALA22889	OFUSG07432.1
BRALA12817	OFUSG19135.1
BRALA23095	OFUSG12130.1
BRALA22288	OFUSG00539.1
BRALA24661	OFUSG19788.1
BRALA24249	OFUSG12837.1
BRALA17725	OFUSG24135.1
BRALA12200	OFUSG06803.1
BRALA32476	OFUSG23147.1
BRALA06372	OFUSG11024.1
BRALA33650	OFUSG21252.1
BRALA19579	OFUSG11543.1
BRALA08660	OFUSG21178.1
BRALA24448	OFUSG16094.1
BRALA22496	OFUSG20467.1
BRALA31791	OFUSG23434.1
BRALA05053	OFUSG02269.1
BRALA01280	OFUSG17085.1
BRALA30007	OFUSG12142.1
BRALA00905	OFUSG12246.1
BRALA00264	OFUSG18639.1
BRALA23179	OFUSG16196.1
BRALA29686	OFUSG20984.1
BRALA07045	OFUSG19443.1
BRALA10074	OFUSG08538.1
BRALA10553	OFUSG18147.1
BRALA19918	OFUSG22090.1
BRALA24021	OFUSG19449.1
BRALA24638	OFUSG20424.1
BRALA29042	OFUSG14091.1
BRALA30187	OFUSG12237.1
BRALA30876	OFUSG06670.1
