Orthogroup	CAEEL	ASTMX
OG0003780	CAEEL20711	ASTMX11152, ASTMX07003, ASTMX04115, ASTMX05433, ASTMX16713
OG0003795	CAEEL09855	ASTMX22459, ASTMX04043
OG0003798	CAEEL11938	ASTMX00649, ASTMX05334
OG0003803	CAEEL19629	ASTMX15080, ASTMX04008
OG0003806	CAEEL10842	ASTMX21196
OG0003807	CAEEL06933	ASTMX03640
OG0003808	CAEEL08177	ASTMX12243
OG0003811	CAEEL07020	ASTMX11112
OG0003812	CAEEL07296	ASTMX22843, ASTMX06055
OG0003813	CAEEL10820	ASTMX06952, ASTMX11991
OG0003817	CAEEL02053	ASTMX18647
OG0003818	CAEEL15512	ASTMX08224
OG0003821	CAEEL09346	ASTMX15916, ASTMX00789
OG0003824	CAEEL17849	ASTMX15652
OG0003825	CAEEL18577	ASTMX23005
OG0003826	CAEEL02634	ASTMX13299
OG0003827	CAEEL04098	ASTMX08906, ASTMX01691
OG0003829	CAEEL08428	ASTMX16879
OG0003831	CAEEL08097	ASTMX01621
OG0003832	CAEEL11899	ASTMX16229, ASTMX15146
OG0003833	CAEEL05813, CAEEL14180	ASTMX08170
OG0003834	CAEEL00145	ASTMX13103, ASTMX02832, ASTMX21677
OG0003837	CAEEL11909, CAEEL11910	ASTMX22200
OG0003838	CAEEL14290, CAEEL14289, CAEEL14291	ASTMX07568, ASTMX14008
OG0003839	CAEEL11415	ASTMX03107
OG0003840	CAEEL01767	ASTMX21619, ASTMX10569
OG0003841	CAEEL10859, CAEEL18915	ASTMX15813
OG0003843	CAEEL14293	ASTMX11574, ASTMX03263
OG0003846	CAEEL00811, CAEEL18648	ASTMX03272, ASTMX13082
OG0003848	CAEEL08837	ASTMX03313, ASTMX06535, ASTMX02072
OG0003850	CAEEL11705	ASTMX17827
OG0003851	CAEEL08777	ASTMX05745, ASTMX14120
OG0003852	CAEEL00155	ASTMX13641
OG0003853	CAEEL13793	ASTMX06603
OG0003856	CAEEL07428	ASTMX11397
OG0003857	CAEEL19675	ASTMX17813
OG0003858	CAEEL06932	ASTMX02510
OG0003863	CAEEL18943	ASTMX05791, ASTMX12495
OG0003864	CAEEL01846	ASTMX07056
OG0003865	CAEEL02514	ASTMX14765, ASTMX05719
OG0003866	CAEEL00295	ASTMX09589
OG0003867	CAEEL15761	ASTMX14392
OG0003868	CAEEL18485	ASTMX14524, ASTMX02829
OG0003869	CAEEL00094	ASTMX17801
OG0003870	CAEEL17745	ASTMX22404
OG0003872	CAEEL14869	ASTMX21986
OG0003873	CAEEL07437	ASTMX18658, ASTMX18657, ASTMX09492
OG0003875	CAEEL00868	ASTMX20963, ASTMX20964
OG0003876	CAEEL04369	ASTMX14613
OG0003877	CAEEL18175	ASTMX18203
OG0003879	CAEEL00338, CAEEL01399	ASTMX00436, ASTMX12410
OG0003881	CAEEL12169	ASTMX17611
OG0003884	CAEEL01060	ASTMX15152, ASTMX03561
OG0003885	CAEEL01791	ASTMX08439, ASTMX12624
OG0003886	CAEEL10383	ASTMX18295
OG0003887	CAEEL09446	ASTMX22919
OG0003892	CAEEL11760	ASTMX02017
OG0003893	CAEEL05797	ASTMX12940
OG0003894	CAEEL01425	ASTMX11183
OG0003895	CAEEL15379	ASTMX16407
OG0003897	CAEEL07613	ASTMX15050
OG0003898	CAEEL05728	ASTMX22794, ASTMX14906
OG0003900	CAEEL08813	ASTMX18534
OG0003901	CAEEL00786, CAEEL18671	ASTMX03818
OG0003904	CAEEL00419	ASTMX18259
OG0003905	CAEEL00484	ASTMX16629
OG0003906	CAEEL00814	ASTMX18624
OG0003908	CAEEL00218	ASTMX14918
OG0003908	CAEEL08148	ASTMX10495
OG0003909	CAEEL09488, CAEEL14422	ASTMX16582
OG0003910	CAEEL08553	ASTMX12237
OG0003911	CAEEL20590	ASTMX11470
OG0003912	CAEEL02731	ASTMX06396, ASTMX11967, ASTMX02561
OG0003913	CAEEL05199	ASTMX22751, ASTMX04669
OG0003915	CAEEL04887	ASTMX09566, ASTMX08815
OG0003916	CAEEL07068	ASTMX22490, ASTMX18046, ASTMX00894
OG0003917	CAEEL07507	ASTMX18206
OG0003918	CAEEL11925, CAEEL11924	ASTMX12177, ASTMX18541, ASTMX19758
OG0003920	CAEEL00358	ASTMX20009
OG0003921	CAEEL14832, CAEEL18358	ASTMX11734
OG0003922	CAEEL11421, CAEEL11420	ASTMX15692
OG0003923	CAEEL08718	ASTMX17099
OG0003924	CAEEL01297	ASTMX15337
OG0003925	CAEEL04108	ASTMX08709, ASTMX20939
OG0003926	CAEEL10754, CAEEL19332	ASTMX05523, ASTMX21916, ASTMX05611
OG0003929	CAEEL00949	ASTMX13853, ASTMX13851
OG0003930	CAEEL05047	ASTMX19444
OG0003931	CAEEL15548	ASTMX07722, ASTMX17814
OG0003932	CAEEL12182, CAEEL12183	ASTMX07563
OG0003933	CAEEL11609	ASTMX00968, ASTMX16168
OG0003934	CAEEL10046	ASTMX17687
OG0003937	CAEEL19289	ASTMX12589, ASTMX18037, ASTMX05114
OG0003938	CAEEL07167	ASTMX03248
OG0003939	CAEEL04128	ASTMX12661, ASTMX12660, ASTMX12662, ASTMX12663, ASTMX12658
OG0003940	CAEEL15126, CAEEL19780	ASTMX18138
OG0003943	CAEEL00131	ASTMX00858, ASTMX04844, ASTMX01264, ASTMX22384
OG0003944	CAEEL05219	ASTMX15054, ASTMX15052
OG0003945	CAEEL17988	ASTMX02597, ASTMX09466
OG0003946	CAEEL18782	ASTMX13157, ASTMX19007
OG0003947	CAEEL16177	ASTMX14801, ASTMX09966
OG0003949	CAEEL02494	ASTMX18736
OG0003950	CAEEL05823	ASTMX01715, ASTMX21177
OG0003951	CAEEL10367	ASTMX19664, ASTMX19666
OG0003954	CAEEL11860	ASTMX01818, ASTMX14108
OG0003955	CAEEL08204	ASTMX22833
OG0003959	CAEEL18903	ASTMX03302, ASTMX06910
OG0003961	CAEEL10706	ASTMX03170
OG0003965	CAEEL09858, CAEEL18478	ASTMX03247, ASTMX20007
OG0003967	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713	ASTMX20908
OG0003968	CAEEL18441	ASTMX11900, ASTMX00066, ASTMX08898, ASTMX22142
OG0003969	CAEEL01428, CAEEL15342	ASTMX15238
OG0003970	CAEEL00141, CAEEL08636	ASTMX20409, ASTMX20410
OG0003971	CAEEL03035	ASTMX13704
OG0003972	CAEEL09414	ASTMX06345
OG0003973	CAEEL17822	ASTMX20732, ASTMX00524
OG0003974	CAEEL05003, CAEEL05004, CAEEL05002	ASTMX14433, ASTMX09255
OG0003976	CAEEL09819	ASTMX01639
OG0003999	CAEEL08414	ASTMX08675
OG0004000	CAEEL02254	ASTMX20945, ASTMX20946, ASTMX22466
OG0004004	CAEEL09931	ASTMX06247
OG0004005	CAEEL09757	ASTMX20415
OG0004007	CAEEL08380, CAEEL20738	ASTMX12778, ASTMX11189
OG0004009	CAEEL10425	ASTMX13881, ASTMX02524
OG0004010	CAEEL11606	ASTMX10560
OG0004012	CAEEL08889	ASTMX09322
OG0004014	CAEEL07353	ASTMX14768
OG0004015	CAEEL03765	ASTMX06018
OG0004017	CAEEL08935	ASTMX17823
OG0004021	CAEEL07321	ASTMX13298
OG0004025	CAEEL20824	ASTMX08612
OG0004027	CAEEL07583	ASTMX15302, ASTMX11055, ASTMX22240
OG0004030	CAEEL15803	ASTMX21477
OG0004031	CAEEL15887	ASTMX18843, ASTMX17691
OG0004032	CAEEL15185	ASTMX08807, ASTMX00143
OG0004033	CAEEL15848	ASTMX04887, ASTMX02492
OG0004035	CAEEL06509	ASTMX14250
OG0004036	CAEEL05364	ASTMX09328, ASTMX07011, ASTMX21036
OG0004037	CAEEL05545	ASTMX08758
OG0004038	CAEEL04280	ASTMX17922
OG0004040	CAEEL09311	ASTMX21760, ASTMX21762, ASTMX21761
OG0004041	CAEEL06388	ASTMX18634
OG0004042	CAEEL00958	ASTMX03581
OG0004044	CAEEL07379	ASTMX16753, ASTMX06545
OG0004047	CAEEL19277, CAEEL00270	ASTMX17932
OG0004051	CAEEL06861	ASTMX16044, ASTMX05416
OG0004052	CAEEL02741	ASTMX04949
OG0004053	CAEEL01273	ASTMX01877
OG0004054	CAEEL15244	ASTMX17729, ASTMX17210
OG0004056	CAEEL01652	ASTMX07252
OG0004057	CAEEL03603	ASTMX03071
OG0004058	CAEEL01468	ASTMX16580
OG0004059	CAEEL14867	ASTMX13060
OG0004061	CAEEL01258, CAEEL18941, CAEEL01257, CAEEL05319	ASTMX13867
OG0004063	CAEEL02350	ASTMX13281
OG0004064	CAEEL00654	ASTMX15012, ASTMX15188
OG0004065	CAEEL05056	ASTMX04796
OG0004067	CAEEL02869	ASTMX11484
OG0004068	CAEEL10640	ASTMX02692
OG0004071	CAEEL00928	ASTMX15749
OG0004072	CAEEL09095, CAEEL07075	ASTMX10447
OG0004074	CAEEL01304	ASTMX01938
OG0004076	CAEEL07566	ASTMX04315
OG0004080	CAEEL12810	ASTMX05403, ASTMX19661
OG0004081	CAEEL18163	ASTMX22659, ASTMX16927
OG0004084	CAEEL14072	ASTMX11330, ASTMX08178, ASTMX10797
OG0004085	CAEEL04587	ASTMX19501
OG0004089	CAEEL11769, CAEEL11770	ASTMX22983
OG0004090	CAEEL02918	ASTMX00983, ASTMX04761
OG0004091	CAEEL04573	ASTMX08610
OG0004092	CAEEL07326	ASTMX02665, ASTMX15369
OG0004095	CAEEL02755	ASTMX02227
OG0004096	CAEEL09363	ASTMX11756, ASTMX12440
OG0004097	CAEEL05789	ASTMX10694
OG0004098	CAEEL05361	ASTMX10587, ASTMX05486
OG0004099	CAEEL07071	ASTMX10113, ASTMX01415
OG0004100	CAEEL19773	ASTMX07137, ASTMX02215
OG0004101	CAEEL10753	ASTMX02879
OG0004102	CAEEL20123	ASTMX01503
OG0004103	CAEEL10626	ASTMX19598
OG0004104	CAEEL04801	ASTMX14588, ASTMX02857, ASTMX18263
OG0004105	CAEEL05115	ASTMX09841, ASTMX14708
OG0004106	CAEEL04225	ASTMX00723
OG0004110	CAEEL01260	ASTMX19810, ASTMX07616
OG0004112	CAEEL00522	ASTMX14225
OG0004114	CAEEL13365	ASTMX09744
OG0004115	CAEEL05975	ASTMX13900
OG0004116	CAEEL17798	ASTMX12803
OG0004118	CAEEL09754	ASTMX21133
OG0004119	CAEEL00177	ASTMX07078
OG0004120	CAEEL09396	ASTMX06636
OG0004121	CAEEL06572, CAEEL06571, CAEEL06570, CAEEL06569	ASTMX05251, ASTMX12771, ASTMX15858
OG0004122	CAEEL20018	ASTMX14333, ASTMX15081
OG0004123	CAEEL05731	ASTMX10854
OG0004124	CAEEL02724, CAEEL02723	ASTMX06394, ASTMX08682
OG0004127	CAEEL19955, CAEEL18275, CAEEL06860	ASTMX22216
OG0004128	CAEEL11738	ASTMX00947, ASTMX03225
OG0004130	CAEEL02356	ASTMX10123
OG0004133	CAEEL05363	ASTMX17631, ASTMX21212
OG0004134	CAEEL07495	ASTMX11642
OG0004135	CAEEL19516	ASTMX04961, ASTMX01421, ASTMX16396
OG0004136	CAEEL04479	ASTMX21158
OG0004137	CAEEL00169, CAEEL00170	ASTMX11266
OG0004139	CAEEL04347	ASTMX10583, ASTMX16679, ASTMX02920
OG0004142	CAEEL10168	ASTMX02145
OG0004144	CAEEL00709	ASTMX14929, ASTMX00175
OG0004145	CAEEL14333	ASTMX13544, ASTMX09506, ASTMX01256
OG0004147	CAEEL07109	ASTMX17723, ASTMX11442
OG0004148	CAEEL07951	ASTMX01455, ASTMX21880
OG0004151	CAEEL01499	ASTMX22046, ASTMX22047
OG0004153	CAEEL11562	ASTMX12182, ASTMX07981, ASTMX12181
OG0004156	CAEEL05393	ASTMX10877, ASTMX15457, ASTMX00963
OG0004157	CAEEL18994	ASTMX01743, ASTMX08856
OG0004158	CAEEL00394	ASTMX17963, ASTMX13614
OG0004159	CAEEL16103	ASTMX06317, ASTMX02491, ASTMX04886
OG0004160	CAEEL08700	ASTMX22778, ASTMX12455, ASTMX06482, ASTMX22417, ASTMX06483
OG0004161	CAEEL18958	ASTMX05466
OG0004164	CAEEL10119	ASTMX21726, ASTMX06576
OG0004166	CAEEL04359	ASTMX15461
OG0004167	CAEEL14218	ASTMX04645
OG0004168	CAEEL08233	ASTMX13810
OG0004169	CAEEL01556	ASTMX13212
OG0004170	CAEEL10605	ASTMX13302
OG0004171	CAEEL11852	ASTMX04439
OG0004176	CAEEL01489	ASTMX03670
OG0004178	CAEEL09854	ASTMX22904
OG0004179	CAEEL10656	ASTMX12310
OG0004180	CAEEL08381	ASTMX14028, ASTMX15191, ASTMX17155
OG0004181	CAEEL13830	ASTMX16951, ASTMX11104, ASTMX20353
OG0004182	CAEEL14269	ASTMX15301, ASTMX20682
OG0004184	CAEEL15780, CAEEL15781	ASTMX12107
OG0004185	CAEEL19854	ASTMX12593, ASTMX09426
OG0004186	CAEEL13926	ASTMX13660, ASTMX03954, ASTMX17709
OG0004187	CAEEL02068	ASTMX02560, ASTMX16139
OG0004188	CAEEL15410	ASTMX14408, ASTMX15241
OG0004189	CAEEL17811	ASTMX04450, ASTMX18309, ASTMX03415
OG0004198	CAEEL12770	ASTMX05125, ASTMX14215, ASTMX14555
OG0004200	CAEEL04657	ASTMX11173, ASTMX09391, ASTMX11884, ASTMX22487, ASTMX19489
OG0004215	CAEEL08870	ASTMX03007
OG0004216	CAEEL02995	ASTMX16092
OG0004217	CAEEL08020	ASTMX14006
OG0004218	CAEEL08860	ASTMX01025, ASTMX12744
OG0004219	CAEEL00713	ASTMX00489
OG0004222	CAEEL05571	ASTMX08117
OG0004223	CAEEL05790	ASTMX10659, ASTMX14232
OG0004225	CAEEL07717	ASTMX05299, ASTMX08023
OG0004227	CAEEL05233	ASTMX05705
OG0004228	CAEEL13669	ASTMX11329, ASTMX10796
OG0004229	CAEEL11625	ASTMX15829, ASTMX03254, ASTMX15578, ASTMX15577
OG0004230	CAEEL07897	ASTMX14896, ASTMX12799
OG0004231	CAEEL00452	ASTMX16394
OG0004232	CAEEL03690	ASTMX11638
OG0004233	CAEEL12306	ASTMX00748, ASTMX20025
OG0004236	CAEEL15188	ASTMX00523
OG0004238	CAEEL19751	ASTMX21024
OG0004240	CAEEL11686	ASTMX04697
OG0004241	CAEEL20251	ASTMX12979, ASTMX07284
OG0004243	CAEEL01439	ASTMX13834, ASTMX21975, ASTMX22252
OG0004244	CAEEL12157	ASTMX14271
OG0004245	CAEEL11730	ASTMX06607
OG0004246	CAEEL17853	ASTMX01465
OG0004248	CAEEL11465	ASTMX01974
OG0004249	CAEEL17634	ASTMX07753
OG0004250	CAEEL16187	ASTMX12946
OG0004252	CAEEL07003	ASTMX10281
OG0004253	CAEEL06637	ASTMX01468, ASTMX09366, ASTMX16197
OG0004254	CAEEL05989	ASTMX05923
OG0004255	CAEEL03031	ASTMX08381, ASTMX08382
OG0004257	CAEEL01608	ASTMX17471
OG0004258	CAEEL00939	ASTMX13308, ASTMX13309
OG0004259	CAEEL12479, CAEEL01029, CAEEL01027, CAEEL01028	ASTMX12423, ASTMX06239
OG0004261	CAEEL04677	ASTMX12557
OG0004262	CAEEL13871	ASTMX12887
OG0004265	CAEEL08248	ASTMX03857
OG0004268	CAEEL02406	ASTMX17644
OG0004269	CAEEL07842	ASTMX11915
OG0004270	CAEEL02066	ASTMX14211, ASTMX09178
OG0004271	CAEEL10494	ASTMX06423, ASTMX03084, ASTMX00636
OG0004273	CAEEL04799	ASTMX10116
OG0004274	CAEEL05009	ASTMX09215, ASTMX10132
OG0004277	CAEEL06545	ASTMX08250, ASTMX16959
OG0004278	CAEEL07238	ASTMX13360
OG0004280	CAEEL16211, CAEEL16212	ASTMX07382
OG0004282	CAEEL18359, CAEEL13638	ASTMX04297
OG0004283	CAEEL08314	ASTMX04659
OG0004284	CAEEL08527	ASTMX11089
OG0004285	CAEEL01238	ASTMX03659
OG0004288	CAEEL01059	ASTMX03391
OG0004289	CAEEL02984	ASTMX08075
OG0004290	CAEEL02030	ASTMX20359, ASTMX20360, ASTMX17091
OG0004291	CAEEL04748	ASTMX15264, ASTMX22975, ASTMX22928, ASTMX08474
OG0004292	CAEEL15301	ASTMX18740
OG0004294	CAEEL04571	ASTMX21426, ASTMX08872
OG0004295	CAEEL03919	ASTMX02439
OG0004297	CAEEL19228	ASTMX19299
OG0004299	CAEEL07283	ASTMX04118
OG0004301	CAEEL07551	ASTMX16609
OG0004302	CAEEL07295	ASTMX17501
OG0004303	CAEEL12783	ASTMX11689, ASTMX11690, ASTMX15672
OG0004304	CAEEL17137	ASTMX03416
OG0004305	CAEEL02874	ASTMX02864
OG0004307	CAEEL00090	ASTMX19099
OG0004308	CAEEL00320	ASTMX01163, ASTMX22955
OG0004309	CAEEL13877	ASTMX01480
OG0004310	CAEEL02565	ASTMX15373, ASTMX19710, ASTMX07904
OG0004312	CAEEL05846	ASTMX16215
OG0004314	CAEEL00001	ASTMX03789, ASTMX11206
OG0004316	CAEEL10340	ASTMX20788, ASTMX18209, ASTMX18207
OG0004317	CAEEL07185	ASTMX05945, ASTMX13809
OG0004321	CAEEL11975	ASTMX02789, ASTMX21639
OG0004324	CAEEL07830	ASTMX10764
OG0004325	CAEEL07606	ASTMX12840
OG0004326	CAEEL05465, CAEEL10687	ASTMX10632
OG0004328	CAEEL00916	ASTMX00686
OG0004329	CAEEL16040	ASTMX15933
OG0004331	CAEEL11038	ASTMX20731
OG0004332	CAEEL19699	ASTMX10855
OG0004333	CAEEL19900	ASTMX16807
OG0004334	CAEEL04372	ASTMX17061
OG0004335	CAEEL09206	ASTMX17573, ASTMX17572, ASTMX08270
OG0004337	CAEEL11698, CAEEL01133	ASTMX07526
OG0004338	CAEEL07793	ASTMX09185
OG0004344	CAEEL16267	ASTMX11823
OG0004345	CAEEL06934	ASTMX10369
OG0004347	CAEEL07276	ASTMX10356
OG0004348	CAEEL08518	ASTMX00135
OG0004349	CAEEL06923, CAEEL06922	ASTMX20719
OG0004350	CAEEL01588	ASTMX08185
OG0004351	CAEEL08854	ASTMX18315
OG0004353	CAEEL03078	ASTMX06880
OG0004355	CAEEL17139	ASTMX00798, ASTMX18678
OG0004356	CAEEL10602	ASTMX04362
OG0004357	CAEEL01908	ASTMX02500, ASTMX15653
OG0004358	CAEEL10874	ASTMX19968
OG0004359	CAEEL05118	ASTMX22440, ASTMX18605
OG0004360	CAEEL08760	ASTMX15044
OG0004361	CAEEL01764	ASTMX02393
OG0004362	CAEEL01360	ASTMX10177, ASTMX19677
OG0004364	CAEEL05913	ASTMX04367
OG0004365	CAEEL00507	ASTMX00459
OG0004368	CAEEL20084	ASTMX03854, ASTMX18280
OG0004369	CAEEL08210	ASTMX18368
OG0004370	CAEEL03244, CAEEL09918	ASTMX20634
OG0004373	CAEEL05891	ASTMX00508
OG0004374	CAEEL07100	ASTMX04921
OG0004376	CAEEL08383	ASTMX16199, ASTMX15209, ASTMX21366
OG0004377	CAEEL07838	ASTMX14026
OG0004378	CAEEL08612	ASTMX04399
OG0004379	CAEEL06174	ASTMX10194, ASTMX14385
OG0004380	CAEEL04195	ASTMX13490, ASTMX00413
OG0004381	CAEEL00194	ASTMX13785
OG0004382	CAEEL06795	ASTMX12397
OG0004388	CAEEL02922	ASTMX12384
OG0004390	CAEEL10569	ASTMX10036
OG0004391	CAEEL09690	ASTMX21782, ASTMX19036, ASTMX16024, ASTMX23079
OG0004392	CAEEL11311, CAEEL11312	ASTMX02501
OG0004393	CAEEL19535	ASTMX18102, ASTMX07015
OG0004394	CAEEL00556	ASTMX03919
OG0004396	CAEEL05746	ASTMX09245
OG0004398	CAEEL09179	ASTMX08130
OG0004399	CAEEL12106	ASTMX16848, ASTMX19068, ASTMX16232
OG0004401	CAEEL08851	ASTMX07375
OG0004402	CAEEL07455	ASTMX01626
OG0004403	CAEEL00967	ASTMX19995, ASTMX02166
OG0004404	CAEEL00266	ASTMX12554
OG0004407	CAEEL15656	ASTMX01356
OG0004409	CAEEL18900	ASTMX10780, ASTMX00631, ASTMX03091
OG0004413	CAEEL12414	ASTMX00933
OG0004417	CAEEL04605	ASTMX06465
OG0004419	CAEEL07142	ASTMX05029
OG0004423	CAEEL08323, CAEEL04481, CAEEL04480	ASTMX00839
OG0004425	CAEEL04267	ASTMX05733, ASTMX18057
OG0004426	CAEEL06644	ASTMX04608, ASTMX16512
OG0004459	CAEEL09113	ASTMX01523
OG0004460	CAEEL05618, CAEEL12160	ASTMX05378
OG0004462	CAEEL07505	ASTMX09565
OG0004465	CAEEL14659	ASTMX07511
OG0004467	CAEEL08802	ASTMX18837, ASTMX09624
OG0004468	CAEEL08068, CAEEL00974	ASTMX10959, ASTMX17591
OG0004471	CAEEL07653	ASTMX21908, ASTMX05397
OG0004472	CAEEL02040	ASTMX10876
OG0004474	CAEEL04978, CAEEL19704	ASTMX02122
OG0004476	CAEEL09485	ASTMX05902, ASTMX20801
OG0004477	CAEEL01083	ASTMX06949, ASTMX13088, ASTMX13238
OG0004479	CAEEL01982	ASTMX09838
OG0004481	CAEEL01863	ASTMX20550
OG0004484	CAEEL03718, CAEEL03716	ASTMX19181
OG0004486	CAEEL02086	ASTMX13480, ASTMX20967
OG0004487	CAEEL04119	ASTMX12470
OG0004489	CAEEL07471	ASTMX09445, ASTMX10741
OG0004490	CAEEL15483	ASTMX07362
OG0004492	CAEEL12152, CAEEL01223	ASTMX12431, ASTMX00984
OG0004493	CAEEL07084	ASTMX16816, ASTMX16815
OG0004494	CAEEL06691	ASTMX11684
OG0004495	CAEEL00990	ASTMX16876
OG0004496	CAEEL17616	ASTMX06198
OG0004498	CAEEL07493	ASTMX21957, ASTMX11988
OG0004500	CAEEL07302, CAEEL06408	ASTMX01231
OG0004501	CAEEL02204	ASTMX11331
OG0004505	CAEEL02342, CAEEL10487	ASTMX00647
OG0004507	CAEEL02892	ASTMX19380
OG0004509	CAEEL08073, CAEEL06714	ASTMX06478, ASTMX08851
OG0004511	CAEEL00625	ASTMX13204, ASTMX09352
OG0004513	CAEEL02074	ASTMX09616
OG0004514	CAEEL07361	ASTMX09457
OG0004516	CAEEL09798	ASTMX09891
OG0004517	CAEEL19843	ASTMX21079, ASTMX21487
OG0004518	CAEEL18955	ASTMX11208, ASTMX19137
OG0004519	CAEEL09657	ASTMX15946, ASTMX15943
OG0004520	CAEEL04837	ASTMX09208
OG0004523	CAEEL05687	ASTMX10128
OG0004526	CAEEL07101	ASTMX11185
OG0004532	CAEEL10922	ASTMX23033
OG0004533	CAEEL01233	ASTMX05692
OG0004535	CAEEL05920	ASTMX18252
OG0004538	CAEEL15076	ASTMX16549
OG0004539	CAEEL15237	ASTMX01573, ASTMX04849
OG0004542	CAEEL08914	ASTMX01416
OG0004543	CAEEL06797	ASTMX02878
OG0004544	CAEEL10954	ASTMX17104, ASTMX19349, ASTMX03432
OG0004545	CAEEL06229	ASTMX18331
OG0004546	CAEEL12390	ASTMX19300
OG0004548	CAEEL05049	ASTMX02398
OG0004551	CAEEL07605	ASTMX09705
OG0004552	CAEEL14818	ASTMX05664
OG0004555	CAEEL01286	ASTMX12344, ASTMX13870
OG0004557	CAEEL19316	ASTMX00558, ASTMX21566, ASTMX12566, ASTMX10836, ASTMX18432
OG0004559	CAEEL01667	ASTMX16403
OG0004563	CAEEL05628	ASTMX06425
OG0004564	CAEEL15096	ASTMX04605, ASTMX17708
OG0004566	CAEEL08060	ASTMX01230, ASTMX09116
OG0004567	CAEEL19136, CAEEL09098	ASTMX13427, ASTMX01332
OG0004569	CAEEL05747	ASTMX13197
OG0004572	CAEEL15485	ASTMX22215
OG0004573	CAEEL03080	ASTMX21393
OG0004574	CAEEL05144	ASTMX17761
OG0004577	CAEEL02135, CAEEL02134	ASTMX22482, ASTMX22486, ASTMX01646
OG0004579	CAEEL12615	ASTMX02009, ASTMX00406, ASTMX00405
OG0004581	CAEEL20357	ASTMX17856
OG0004582	CAEEL14132	ASTMX10566
OG0004583	CAEEL07667	ASTMX11040
OG0004584	CAEEL07066	ASTMX11429
OG0004585	CAEEL02092	ASTMX12629
OG0004587	CAEEL08366	ASTMX01635
OG0004588	CAEEL08586	ASTMX07797
OG0004589	CAEEL09315	ASTMX17072, ASTMX18516
OG0004590	CAEEL07891	ASTMX12148
OG0004595	CAEEL08365	ASTMX20276
OG0004596	CAEEL00832	ASTMX21772, ASTMX23076
OG0004597	CAEEL15344	ASTMX08509
OG0004599	CAEEL18962	ASTMX17955
OG0004602	CAEEL17403	ASTMX16402
OG0004603	CAEEL01453	ASTMX03617
OG0004606	CAEEL07463	ASTMX21043
OG0004609	CAEEL01549, CAEEL18748	ASTMX09349
OG0004610	CAEEL01077	ASTMX00616, ASTMX01729
OG0004611	CAEEL06872	ASTMX12112
OG0004612	CAEEL17404	ASTMX00891
OG0004613	CAEEL11219	ASTMX21763
OG0004614	CAEEL14871	ASTMX04701
OG0004616	CAEEL02677	ASTMX05420
OG0004619	CAEEL07756	ASTMX10202
OG0004621	CAEEL01185	ASTMX15948, ASTMX10781
OG0004622	CAEEL00340, CAEEL00339	ASTMX12255
OG0004625	CAEEL07707	ASTMX17472
OG0004626	CAEEL02718	ASTMX07085, ASTMX00423
OG0004630	CAEEL04593	ASTMX12900
OG0004631	CAEEL04543, CAEEL20866, CAEEL16837	ASTMX20661
OG0004633	CAEEL05017, CAEEL04995, CAEEL07556	ASTMX10340
OG0004634	CAEEL04100	ASTMX21447, ASTMX03049
OG0004635	CAEEL00310	ASTMX21359
OG0004638	CAEEL15951	ASTMX10394
OG0004639	CAEEL10507	ASTMX09755
OG0004640	CAEEL00547	ASTMX04537
OG0004641	CAEEL19853	ASTMX21642
OG0004642	CAEEL00483	ASTMX09115
OG0004643	CAEEL14114	ASTMX03452
OG0004644	CAEEL03030	ASTMX03881, ASTMX08159
OG0004648	CAEEL08010	ASTMX04919
OG0004649	CAEEL08731	ASTMX21812, ASTMX14367
OG0004652	CAEEL00605	ASTMX08809
OG0004654	CAEEL11750	ASTMX14086
OG0004655	CAEEL08002	ASTMX07374
OG0004657	CAEEL03111	ASTMX04352, ASTMX11354
OG0004658	CAEEL10598, CAEEL10597	ASTMX08137
OG0004662	CAEEL07384, CAEEL15414	ASTMX16585, ASTMX09495
OG0004663	CAEEL07711	ASTMX15210
OG0004664	CAEEL14781	ASTMX02245
OG0004670	CAEEL02555	ASTMX04458
OG0004671	CAEEL07417	ASTMX09351
OG0004672	CAEEL13478, CAEEL04196	ASTMX13847
OG0004674	CAEEL04819	ASTMX13549
OG0004675	CAEEL00752	ASTMX22086
OG0004678	CAEEL08038	ASTMX10360
OG0004681	CAEEL07293	ASTMX20970
OG0004682	CAEEL05023	ASTMX13860
OG0004683	CAEEL15952	ASTMX17384
OG0004684	CAEEL14663	ASTMX15106
OG0004685	CAEEL09080	ASTMX05980, ASTMX05981, ASTMX21111
OG0004687	CAEEL14139	ASTMX17747
OG0004689	CAEEL04374	ASTMX17256
OG0004690	CAEEL19211, CAEEL07164, CAEEL19526	ASTMX15817, ASTMX19767
OG0004691	CAEEL06746	ASTMX08190
OG0004694	CAEEL10169	ASTMX10468
OG0004697	CAEEL08756	ASTMX08243, ASTMX14868
OG0004699	CAEEL06377	ASTMX03526
OG0004700	CAEEL14721	ASTMX01878
OG0004703	CAEEL06877	ASTMX16339
OG0004705	CAEEL07549	ASTMX22312, ASTMX02243
OG0004708	CAEEL19872	ASTMX03531
OG0004711	CAEEL00544	ASTMX01167
OG0004728	CAEEL00538	ASTMX16601
OG0004730	CAEEL07318	ASTMX09664, ASTMX06236
OG0004731	CAEEL07767	ASTMX04323
OG0004733	CAEEL14033	ASTMX03336
OG0004735	CAEEL15164	ASTMX14962
OG0004738	CAEEL01347	ASTMX15009
