Orthogroup	CAEEL	OWEFU
OG0003934	CAEEL10046	OFUSG21104.1.p1
OG0003937	CAEEL19289	OFUSG06517.1.p1
OG0003938	CAEEL07167	OFUSG01428.1.p1
OG0003939	CAEEL04128	OFUSG23620.1.p1
OG0003940	CAEEL15126, CAEEL19780	OFUSG17406.1.p1
OG0003942	CAEEL11070	OFUSG01622.1.p1
OG0003944	CAEEL05219	OFUSG25022.1.p1
OG0003945	CAEEL17988	OFUSG25387.2.p1, OFUSG25387.1.p1
OG0003946	CAEEL18782	OFUSG05456.1.p1
OG0003947	CAEEL16177	OFUSG06825.1.p1
OG0003949	CAEEL02494	OFUSG01552.1.p1
OG0003950	CAEEL05823	OFUSG18005.1.p1, OFUSG00160.1.p1
OG0003951	CAEEL10367	OFUSG18740.1.p1
OG0003953	CAEEL12236	OFUSG02993.1.p1
OG0003954	CAEEL11860	OFUSG21108.1.p1
OG0003955	CAEEL08204	OFUSG02744.1.p1
OG0003959	CAEEL18903	OFUSG08034.1.p1
OG0003961	CAEEL10706	OFUSG13571.1.p1
OG0003964	CAEEL20597	OFUSG05524.1.p1
OG0003965	CAEEL09858, CAEEL18478	OFUSG13482.2.p1, OFUSG13482.1.p1
OG0003967	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713	OFUSG17824.1.p1
OG0003968	CAEEL18441	OFUSG19570.1.p1
OG0003969	CAEEL01428, CAEEL15342	OFUSG11226.1.p1
OG0003970	CAEEL00141, CAEEL08636	OFUSG14929.1.p1
OG0003971	CAEEL03035	OFUSG09521.1.p1
OG0003972	CAEEL09414	OFUSG05144.1.p1
OG0003973	CAEEL17822	OFUSG11220.1.p1
OG0003974	CAEEL05003, CAEEL05004, CAEEL05002	OFUSG00134.1.p1
OG0003999	CAEEL08414	OFUSG13249.1.p1, OFUSG26421.1.p1
OG0004000	CAEEL02254	OFUSG16319.1.p1, OFUSG16318.1.p1
OG0004004	CAEEL09931	OFUSG25436.1.p1
OG0004005	CAEEL09757	OFUSG08227.1.p1
OG0004007	CAEEL08380, CAEEL20738	OFUSG13400.1.p1
OG0004009	CAEEL10425	OFUSG18112.1.p1
OG0004010	CAEEL11606	OFUSG13189.1.p1
OG0004012	CAEEL08889	OFUSG05810.1.p1
OG0004014	CAEEL07353	OFUSG16971.1.p1
OG0004015	CAEEL03765	OFUSG23645.1.p1, OFUSG23645.2.p1
OG0004016	CAEEL09802	OFUSG05700.1.p1
OG0004017	CAEEL08935	OFUSG22331.1.p1
OG0004021	CAEEL07321	OFUSG15028.1.p1
OG0004023	CAEEL00807	OFUSG20348.1.p1
OG0004025	CAEEL20824	OFUSG11341.1.p1
OG0004027	CAEEL07583	OFUSG16592.1.p1
OG0004028	CAEEL11434	OFUSG11042.2.p1, OFUSG11042.1.p1
OG0004029	CAEEL07149	OFUSG16671.1.p1, OFUSG16671.2.p1
OG0004030	CAEEL15803	OFUSG18316.1.p1
OG0004031	CAEEL15887	OFUSG21709.1.p1
OG0004032	CAEEL15185	OFUSG24694.1.p1
OG0004033	CAEEL15848	OFUSG12090.1.p1
OG0004033	CAEEL02280	OFUSG11366.1.p1, OFUSG26383.1.p1
OG0004035	CAEEL06509	OFUSG04760.1.p1
OG0004036	CAEEL05364	OFUSG01682.1.p1
OG0004037	CAEEL05545	OFUSG14252.1.p1, OFUSG14252.2.p1
OG0004038	CAEEL04280	OFUSG23417.1.p1
OG0004041	CAEEL06388	OFUSG11618.1.p1
OG0004042	CAEEL00958	OFUSG09669.1.p1
OG0004044	CAEEL07379	OFUSG00446.1.p1
OG0004047	CAEEL19277, CAEEL00270	OFUSG18610.1.p1
OG0004048	CAEEL05729	OFUSG19554.1.p1
OG0004051	CAEEL06861	OFUSG26463.1.p1
OG0004052	CAEEL02741	OFUSG15852.1.p1, OFUSG15852.2.p1, OFUSG15852.3.p1, OFUSG15852.4.p1
OG0004053	CAEEL01273	OFUSG09713.1.p1
OG0004054	CAEEL15244	OFUSG25074.1.p1
OG0004056	CAEEL01652	OFUSG04179.1.p1, OFUSG04179.2.p1, OFUSG04146.1.p1
OG0004057	CAEEL03603	OFUSG00824.1.p1
OG0004059	CAEEL14867	OFUSG25150.1.p1
OG0004061	CAEEL01258, CAEEL18941, CAEEL01257, CAEEL05319	OFUSG13064.1.p1
OG0004064	CAEEL00654	OFUSG24453.1.p1, OFUSG24453.2.p1
OG0004065	CAEEL05056	OFUSG16929.1.p1
OG0004067	CAEEL02869	OFUSG11070.1.p1
OG0004068	CAEEL10640	OFUSG00723.1.p1
OG0004071	CAEEL00928	OFUSG25471.1.p1
OG0004072	CAEEL09095, CAEEL07075	OFUSG16756.1.p1
OG0004076	CAEEL07566	OFUSG17470.1.p1, OFUSG17470.2.p1
OG0004080	CAEEL12810	OFUSG04397.1.p1
OG0004081	CAEEL18163	OFUSG14219.1.p1
OG0004084	CAEEL14072	OFUSG13172.1.p1
OG0004085	CAEEL04587	OFUSG24648.1.p1
OG0004087	CAEEL07761	OFUSG26281.1.p1, OFUSG26281.2.p1, OFUSG26281.3.p1
OG0004089	CAEEL11769, CAEEL11770	OFUSG26253.5.p1, OFUSG26253.1.p1, OFUSG26253.3.p1, OFUSG26253.2.p1, OFUSG26253.4.p1, OFUSG09130.1.p1
OG0004090	CAEEL02918	OFUSG16668.1.p1
OG0004091	CAEEL04573	OFUSG17304.1.p1
OG0004092	CAEEL07326	OFUSG16191.1.p1
OG0004093	CAEEL18523	OFUSG06671.1.p1
OG0004095	CAEEL02755	OFUSG07584.1.p1
OG0004096	CAEEL09363	OFUSG25572.1.p1
OG0004097	CAEEL05789	OFUSG00034.1.p1
OG0004098	CAEEL05361	OFUSG21100.1.p1
OG0004099	CAEEL07071	OFUSG10944.1.p1
OG0004100	CAEEL19773	OFUSG19371.2.p1, OFUSG19371.1.p1
OG0004101	CAEEL10753	OFUSG04654.2.p1, OFUSG04654.1.p1, OFUSG04654.3.p1
OG0004102	CAEEL20123	OFUSG19005.1.p1
OG0004104	CAEEL04801	OFUSG24702.1.p1
OG0004105	CAEEL05115	OFUSG23643.2.p1, OFUSG23643.1.p1
OG0004106	CAEEL04225	OFUSG26433.1.p1
OG0004110	CAEEL01260	OFUSG08891.1.p1
OG0004112	CAEEL00522	OFUSG09769.1.p1
OG0004113	CAEEL09663	OFUSG18704.1.p1
OG0004114	CAEEL13365	OFUSG21821.1.p1
OG0004115	CAEEL05975	OFUSG12847.1.p1
OG0004116	CAEEL17798	OFUSG09323.1.p1
OG0004119	CAEEL00177	OFUSG20234.1.p1
OG0004120	CAEEL09396	OFUSG10176.1.p1, OFUSG10176.2.p1
OG0004121	CAEEL06572, CAEEL06571, CAEEL06570, CAEEL06569	OFUSG13719.1.p1
OG0004122	CAEEL20018	OFUSG07267.2.p1, OFUSG07267.1.p1
OG0004123	CAEEL05731	OFUSG21171.1.p1, OFUSG21171.2.p1
OG0004124	CAEEL02724, CAEEL02723	OFUSG17737.1.p1
OG0004128	CAEEL11738	OFUSG05290.1.p1, OFUSG11678.1.p1
OG0004133	CAEEL05363	OFUSG14516.1.p1
OG0004134	CAEEL07495	OFUSG06800.1.p1
OG0004135	CAEEL19516	OFUSG18236.1.p1
OG0004136	CAEEL04479	OFUSG26327.1.p1
OG0004137	CAEEL00169, CAEEL00170	OFUSG20131.2.p1, OFUSG20131.1.p1
OG0004139	CAEEL04347	OFUSG21378.1.p1
OG0004142	CAEEL10168	OFUSG19191.1.p1
OG0004144	CAEEL00709	OFUSG24310.1.p1
OG0004145	CAEEL14009, CAEEL14333	OFUSG25041.1.p1
OG0004147	CAEEL07109	OFUSG21150.1.p1
OG0004148	CAEEL07951	OFUSG24269.1.p1
OG0004151	CAEEL01499	OFUSG20857.1.p1
OG0004153	CAEEL11562	OFUSG10672.1.p1
OG0004156	CAEEL05393	OFUSG05939.1.p1
OG0004157	CAEEL18994	OFUSG19454.1.p1
OG0004158	CAEEL00394	OFUSG04504.1.p1
OG0004160	CAEEL08700	OFUSG23353.1.p1
OG0004161	CAEEL18958	OFUSG13701.3.p1, OFUSG13701.1.p1, OFUSG13701.4.p1, OFUSG13701.2.p1
OG0004164	CAEEL10119	OFUSG17859.1.p1
OG0004166	CAEEL04359	OFUSG05575.1.p1
OG0004167	CAEEL14218	OFUSG11703.1.p1
OG0004168	CAEEL08233	OFUSG15102.1.p1
OG0004169	CAEEL01556	OFUSG10640.1.p1
OG0004170	CAEEL10605	OFUSG08006.1.p1
OG0004171	CAEEL11852	OFUSG07032.1.p1, OFUSG07032.2.p1
OG0004176	CAEEL01489	OFUSG02603.1.p1
OG0004178	CAEEL09854	OFUSG19368.1.p1
OG0004179	CAEEL10656	OFUSG11027.2.p1, OFUSG11027.1.p1
OG0004180	CAEEL08381	OFUSG16755.1.p1
OG0004181	CAEEL13830	OFUSG03257.1.p1
OG0004182	CAEEL14269	OFUSG01146.2.p1, OFUSG01146.1.p1
OG0004184	CAEEL15780, CAEEL15781	OFUSG12556.1.p1
OG0004186	CAEEL13926	OFUSG11737.1.p1
OG0004187	CAEEL02068	OFUSG20862.1.p1
OG0004188	CAEEL15410	OFUSG25107.1.p1
OG0004189	CAEEL17811	OFUSG24213.1.p1
OG0004198	CAEEL12770	OFUSG15844.1.p1
OG0004203	CAEEL14263, CAEEL11026	OFUSG12285.1.p1, OFUSG10228.1.p1
OG0004203	CAEEL10854, CAEEL19422, CAEEL20854, CAEEL09640, CAEEL15518, CAEEL15937, CAEEL14660	OFUSG26375.1.p1, OFUSG07163.1.p1, OFUSG18513.1.p1, OFUSG02639.1.p1, OFUSG12781.1.p1, OFUSG12212.1.p1, OFUSG20063.1.p1, OFUSG18855.1.p1, OFUSG18856.1.p1, OFUSG18857.1.p1, OFUSG00655.1.p1, OFUSG06398.1.p1, OFUSG22778.1.p1, OFUSG23422.1.p1, OFUSG08761.1.p1
OG0004215	CAEEL08870	OFUSG15336.1.p1, OFUSG23687.1.p1
OG0004216	CAEEL02995	OFUSG23107.1.p1
OG0004217	CAEEL08020	OFUSG02696.2.p1, OFUSG02696.1.p1
OG0004218	CAEEL20381	OFUSG21692.1.p1
OG0004219	CAEEL00713	OFUSG04405.1.p1
OG0004222	CAEEL05571	OFUSG11203.3.p1, OFUSG11203.5.p1, OFUSG11203.2.p1, OFUSG11203.1.p1, OFUSG11203.4.p1
OG0004223	CAEEL05790	OFUSG17090.1.p1, OFUSG17090.2.p1
OG0004225	CAEEL07717	OFUSG20907.1.p1
OG0004227	CAEEL05233	OFUSG13655.1.p1
OG0004228	CAEEL13669	OFUSG23701.1.p1
OG0004229	CAEEL11625	OFUSG18108.1.p1
OG0004230	CAEEL07897	OFUSG08871.1.p1
OG0004231	CAEEL00452	OFUSG09197.1.p1
OG0004232	CAEEL03690	OFUSG19109.1.p1
OG0004233	CAEEL12306	OFUSG09599.1.p1, OFUSG23247.1.p1
OG0004236	CAEEL15188	OFUSG12590.1.p1
OG0004240	CAEEL11686	OFUSG11405.2.p1, OFUSG11405.1.p1
OG0004241	CAEEL20251	OFUSG14483.1.p1
OG0004242	CAEEL01841, CAEEL05945, CAEEL04061	OFUSG19649.1.p1
OG0004243	CAEEL01439	OFUSG16169.1.p1, OFUSG16169.3.p1, OFUSG16169.2.p1
OG0004244	CAEEL12157	OFUSG23262.1.p1
OG0004245	CAEEL11730	OFUSG19143.1.p1, OFUSG19143.2.p1
OG0004246	CAEEL17853	OFUSG26279.1.p1
OG0004248	CAEEL11465	OFUSG13174.1.p1
OG0004249	CAEEL17634	OFUSG02524.1.p1
OG0004250	CAEEL16187	OFUSG12266.1.p1
OG0004252	CAEEL07003	OFUSG24821.1.p1
OG0004253	CAEEL06637	OFUSG22279.1.p1, OFUSG22279.2.p1
OG0004254	CAEEL05989	OFUSG10303.1.p1
OG0004255	CAEEL03031	OFUSG21308.1.p1
OG0004257	CAEEL01608	OFUSG22307.1.p1
OG0004258	CAEEL00939	OFUSG03080.1.p1
OG0004259	CAEEL12479, CAEEL01029, CAEEL01027, CAEEL01028	OFUSG20013.1.p1
OG0004261	CAEEL04677	OFUSG20642.1.p1
OG0004262	CAEEL13871	OFUSG12557.1.p1
OG0004263	CAEEL04092, CAEEL20329	OFUSG04157.2.p1, OFUSG04157.1.p1
OG0004265	CAEEL08248	OFUSG22437.1.p1
OG0004267	CAEEL04354, CAEEL04355	OFUSG00346.1.p1
OG0004268	CAEEL02406	OFUSG20277.1.p1
OG0004269	CAEEL07842	OFUSG06518.1.p1
OG0004270	CAEEL02066	OFUSG09567.1.p1
OG0004271	CAEEL10494	OFUSG19458.1.p1
OG0004273	CAEEL04799	OFUSG10132.2.p1, OFUSG10132.1.p1
OG0004274	CAEEL05009	OFUSG12672.1.p1
OG0004277	CAEEL06545	OFUSG00740.1.p1
OG0004278	CAEEL07238	OFUSG19618.1.p1
OG0004280	CAEEL16211, CAEEL16212	OFUSG08248.1.p1
OG0004282	CAEEL18359, CAEEL13638	OFUSG23553.1.p1
OG0004283	CAEEL08314	OFUSG02236.1.p1
OG0004284	CAEEL08527	OFUSG19166.1.p1
OG0004285	CAEEL01238	OFUSG06639.1.p1, OFUSG06639.2.p1
OG0004287	CAEEL00835	OFUSG12510.1.p1
OG0004288	CAEEL01059	OFUSG23204.1.p1
OG0004289	CAEEL02984	OFUSG11522.1.p1
OG0004290	CAEEL02030	OFUSG20422.1.p1
OG0004291	CAEEL04748	OFUSG11291.1.p1, OFUSG11293.1.p1
OG0004292	CAEEL15301	OFUSG12754.1.p1
OG0004294	CAEEL04571	OFUSG00840.1.p1, OFUSG00840.2.p1
OG0004295	CAEEL03919	OFUSG13465.2.p1, OFUSG13465.1.p1
OG0004297	CAEEL19228	OFUSG26602.2.p1, OFUSG26602.1.p1
OG0004299	CAEEL07283	OFUSG03171.1.p1
OG0004301	CAEEL07551	OFUSG15532.1.p1
OG0004302	CAEEL07295	OFUSG14824.1.p1
OG0004303	CAEEL12783	OFUSG14746.1.p1
OG0004304	CAEEL17137	OFUSG19501.1.p1
OG0004305	CAEEL02874	OFUSG21306.1.p1
OG0004307	CAEEL00090	OFUSG10009.1.p1
OG0004308	CAEEL00320	OFUSG00660.1.p1
OG0004309	CAEEL13877	OFUSG10951.1.p1
OG0004310	CAEEL02565	OFUSG24234.1.p1
OG0004312	CAEEL05846	OFUSG20320.1.p1
OG0004314	CAEEL00001	OFUSG07970.1.p1
OG0004316	CAEEL10340	OFUSG25561.1.p1
OG0004317	CAEEL07185	OFUSG15608.1.p1
OG0004321	CAEEL11975	OFUSG09959.1.p1, OFUSG09959.3.p1, OFUSG09959.2.p1
OG0004324	CAEEL07830	OFUSG23537.1.p1
OG0004326	CAEEL05465, CAEEL10687	OFUSG17446.1.p1
OG0004328	CAEEL00916	OFUSG21216.1.p1
OG0004329	CAEEL16040	OFUSG06444.1.p1
OG0004330	CAEEL15513	OFUSG21944.1.p1, OFUSG21944.2.p1
OG0004331	CAEEL11038	OFUSG12334.1.p1
OG0004332	CAEEL19699	OFUSG09843.1.p1, OFUSG09842.3.p1, OFUSG09842.2.p1, OFUSG09842.1.p1
OG0004333	CAEEL19900	OFUSG13517.2.p1, OFUSG13517.1.p1
OG0004334	CAEEL04372	OFUSG12737.1.p1
OG0004335	CAEEL09206	OFUSG03846.1.p1
OG0004337	CAEEL11698, CAEEL01133	OFUSG19298.1.p1
OG0004338	CAEEL07793	OFUSG03491.1.p1
OG0004344	CAEEL16267	OFUSG12551.1.p1
OG0004345	CAEEL06934	OFUSG26912.1.p1, OFUSG22749.1.p1
OG0004348	CAEEL08518	OFUSG01419.1.p1
OG0004349	CAEEL06923, CAEEL06922	OFUSG06694.1.p1
OG0004350	CAEEL01588	OFUSG00516.1.p1
OG0004351	CAEEL08854	OFUSG16980.1.p1
OG0004353	CAEEL03078	OFUSG21237.1.p1
OG0004355	CAEEL17139	OFUSG13727.1.p1
OG0004356	CAEEL10602	OFUSG07938.1.p1
OG0004357	CAEEL01908	OFUSG17647.1.p1
OG0004358	CAEEL10874	OFUSG05940.1.p1
OG0004359	CAEEL05118	OFUSG19521.1.p1
OG0004360	CAEEL08760	OFUSG16040.1.p1
OG0004361	CAEEL01764	OFUSG08301.1.p1
OG0004362	CAEEL01360	OFUSG26828.1.p1
OG0004364	CAEEL05913	OFUSG12581.1.p1
OG0004365	CAEEL00507	OFUSG04532.1.p1
OG0004368	CAEEL20084	OFUSG07493.1.p1
OG0004369	CAEEL08210	OFUSG08176.1.p1
OG0004370	CAEEL03244, CAEEL09918	OFUSG09597.1.p1
OG0004373	CAEEL05891	OFUSG21375.1.p1
OG0004374	CAEEL07100	OFUSG23996.1.p1
OG0004376	CAEEL08383	OFUSG15296.1.p1
OG0004377	CAEEL07838	OFUSG04513.1.p1
OG0004378	CAEEL08612	OFUSG15382.1.p1
OG0004379	CAEEL06174	OFUSG08124.1.p1
OG0004380	CAEEL04195	OFUSG07867.1.p1
OG0004381	CAEEL00194	OFUSG20032.1.p1
OG0004382	CAEEL06795	OFUSG21856.1.p1
OG0004388	CAEEL02922	OFUSG15853.1.p1
OG0004389	CAEEL16085, CAEEL05794	OFUSG17299.1.p1
OG0004390	CAEEL10569	OFUSG26694.1.p1
OG0004391	CAEEL09690	OFUSG18030.1.p1
OG0004392	CAEEL11311, CAEEL11312	OFUSG17805.1.p1
OG0004393	CAEEL19535	OFUSG19024.1.p1
OG0004394	CAEEL00556	OFUSG03035.2.p1, OFUSG03035.1.p1
OG0004396	CAEEL05746	OFUSG21440.1.p1
OG0004398	CAEEL09179	OFUSG15408.2.p1, OFUSG15408.1.p1, OFUSG15408.3.p1
OG0004399	CAEEL12106	OFUSG18895.1.p1, OFUSG18895.2.p1
OG0004401	CAEEL08851	OFUSG17102.1.p1
OG0004402	CAEEL07455	OFUSG03686.1.p1
OG0004403	CAEEL00967	OFUSG16597.1.p1
OG0004404	CAEEL00266	OFUSG13040.1.p1
OG0004407	CAEEL15656	OFUSG21556.1.p1, OFUSG21556.2.p1, OFUSG21556.3.p1
OG0004409	CAEEL18900	OFUSG19201.1.p1
OG0004417	CAEEL04605	OFUSG21036.1.p1
OG0004419	CAEEL07142	OFUSG06760.1.p1
OG0004423	CAEEL08323, CAEEL04481, CAEEL04480	OFUSG12675.1.p1
OG0004425	CAEEL04267	OFUSG04544.1.p1
OG0004426	CAEEL06644	OFUSG14933.1.p1
OG0004459	CAEEL09113	OFUSG05552.1.p1, OFUSG05552.2.p1
OG0004460	CAEEL05618, CAEEL12160	OFUSG04747.1.p1
OG0004462	CAEEL07505	OFUSG14517.1.p1
OG0004465	CAEEL14659	OFUSG21289.1.p1
OG0004467	CAEEL08802	OFUSG24126.1.p1
OG0004468	CAEEL08068, CAEEL00974	OFUSG15364.1.p1
OG0004471	CAEEL07653	OFUSG12708.2.p1, OFUSG12708.1.p1
OG0004472	CAEEL02040	OFUSG19542.1.p1
OG0004474	CAEEL04978, CAEEL19704	OFUSG23245.2.p1, OFUSG23245.3.p1, OFUSG23245.1.p1
OG0004476	CAEEL09485	OFUSG03473.1.p1
OG0004477	CAEEL01083	OFUSG09375.1.p1
OG0004479	CAEEL01982	OFUSG05226.1.p1
OG0004481	CAEEL01863	OFUSG09639.1.p1
OG0004484	CAEEL03718, CAEEL03716	OFUSG23258.1.p1
OG0004486	CAEEL02086	OFUSG20259.1.p1
OG0004487	CAEEL04119	OFUSG03509.1.p1
OG0004489	CAEEL07471	OFUSG19255.1.p1
OG0004490	CAEEL15483	OFUSG01069.1.p1
OG0004492	CAEEL12152, CAEEL01223	OFUSG22257.1.p1
OG0004493	CAEEL07084	OFUSG00611.1.p1
OG0004494	CAEEL06691	OFUSG10248.1.p1
OG0004495	CAEEL00990	OFUSG08418.1.p1
OG0004496	CAEEL17616	OFUSG07230.1.p1
OG0004498	CAEEL07493	OFUSG20779.1.p1
OG0004500	CAEEL07302, CAEEL06408	OFUSG17190.1.p1
OG0004501	CAEEL02204	OFUSG00301.1.p1
OG0004505	CAEEL02342, CAEEL10487	OFUSG24304.1.p1
OG0004506	CAEEL09652	OFUSG10629.1.p1
OG0004507	CAEEL02892	OFUSG09055.1.p1
OG0004509	CAEEL08073, CAEEL06714	OFUSG04151.1.p1
OG0004511	CAEEL00625	OFUSG08755.1.p1
OG0004513	CAEEL02074	OFUSG26259.1.p1
OG0004514	CAEEL07361	OFUSG14834.3.p1, OFUSG14834.1.p1, OFUSG14834.2.p1, OFUSG14833.1.p1
OG0004516	CAEEL09798	OFUSG22450.1.p1
OG0004517	CAEEL19843	OFUSG09941.1.p1, OFUSG09941.2.p1
OG0004518	CAEEL18955	OFUSG26235.1.p1
OG0004519	CAEEL09657	OFUSG19459.1.p1, OFUSG19459.2.p1
OG0004520	CAEEL04837	OFUSG14215.1.p1
OG0004523	CAEEL05687	OFUSG09566.1.p1
OG0004525	CAEEL03911	OFUSG21962.1.p1
OG0004526	CAEEL07101	OFUSG25412.1.p1
OG0004532	CAEEL10922	OFUSG17819.1.p1
OG0004533	CAEEL01233	OFUSG16086.1.p1
OG0004535	CAEEL05920	OFUSG11409.1.p1
OG0004538	CAEEL15076	OFUSG25281.1.p1
OG0004539	CAEEL15237	OFUSG12073.1.p1
OG0004542	CAEEL08914	OFUSG25591.2.p1, OFUSG25591.1.p1
OG0004543	CAEEL06797	OFUSG17197.1.p1
OG0004544	CAEEL10954	OFUSG06245.1.p1, OFUSG05691.1.p1
OG0004545	CAEEL06229	OFUSG23646.1.p1, OFUSG23649.1.p1
OG0004546	CAEEL12390	OFUSG26604.1.p1
OG0004548	CAEEL05049	OFUSG08416.1.p1
OG0004551	CAEEL07605	OFUSG16193.2.p1, OFUSG16193.1.p1, OFUSG16195.1.p1, OFUSG16195.2.p1
OG0004552	CAEEL14818	OFUSG24698.1.p1
OG0004554	CAEEL12132	OFUSG07017.1.p1
OG0004555	CAEEL01286	OFUSG20338.1.p1
OG0004557	CAEEL19316	OFUSG04722.1.p1
OG0004559	CAEEL01667	OFUSG09948.1.p1
OG0004563	CAEEL05628	OFUSG01035.1.p1
OG0004564	CAEEL15096	OFUSG11372.1.p1
OG0004566	CAEEL08060	OFUSG17189.1.p1
OG0004567	CAEEL19136, CAEEL09098	OFUSG13070.1.p1
OG0004568	CAEEL14278	OFUSG11671.1.p1
OG0004569	CAEEL05747	OFUSG15462.1.p1
OG0004572	CAEEL15485	OFUSG20446.1.p1
OG0004573	CAEEL03080	OFUSG14867.1.p1
OG0004574	CAEEL05144	OFUSG01611.1.p1
OG0004577	CAEEL02135, CAEEL02134	OFUSG05229.1.p1
OG0004579	CAEEL12615	OFUSG19362.1.p1
OG0004581	CAEEL20357	OFUSG26863.1.p1, OFUSG26863.2.p1
OG0004582	CAEEL14132	OFUSG21277.1.p1
OG0004583	CAEEL07667	OFUSG12908.1.p1
OG0004584	CAEEL07066	OFUSG16312.1.p1
OG0004585	CAEEL02092	OFUSG20357.1.p1
OG0004587	CAEEL08366	OFUSG02164.1.p1
OG0004588	CAEEL08586	OFUSG22313.1.p1
OG0004589	CAEEL09315	OFUSG24193.1.p1
OG0004590	CAEEL07891	OFUSG14930.2.p1, OFUSG14930.1.p1
OG0004592	CAEEL05824	OFUSG21433.1.p1
OG0004595	CAEEL08365	OFUSG17531.2.p1, OFUSG17531.3.p1, OFUSG17531.1.p1
OG0004599	CAEEL18962	OFUSG26506.1.p1
OG0004602	CAEEL17403	OFUSG18345.1.p1
OG0004603	CAEEL01453	OFUSG18121.1.p1
OG0004609	CAEEL01549, CAEEL18748	OFUSG07084.1.p1
OG0004610	CAEEL01077	OFUSG09759.1.p1
OG0004611	CAEEL06872	OFUSG13143.1.p1
OG0004612	CAEEL17404	OFUSG16853.2.p1, OFUSG16853.1.p1
OG0004613	CAEEL11219	OFUSG09543.1.p1, OFUSG12709.2.p1, OFUSG12709.1.p1, OFUSG12709.3.p1
OG0004614	CAEEL14871	OFUSG11608.1.p1
OG0004616	CAEEL02677	OFUSG03912.1.p1
OG0004618	CAEEL11221	OFUSG03094.1.p1, OFUSG03134.1.p1
OG0004619	CAEEL07756	OFUSG16672.1.p1
OG0004621	CAEEL01185	OFUSG19375.1.p1, OFUSG19375.2.p1
OG0004622	CAEEL00340, CAEEL00339	OFUSG04709.2.p1, OFUSG04709.1.p1
OG0004626	CAEEL02718	OFUSG20569.1.p1
OG0004628	CAEEL08879	OFUSG17226.1.p1
OG0004630	CAEEL04593	OFUSG20291.1.p1, OFUSG20291.2.p1
OG0004631	CAEEL04543, CAEEL20866, CAEEL16837	OFUSG21370.1.p1, OFUSG09085.1.p1, OFUSG09085.2.p1
OG0004633	CAEEL05017, CAEEL04995, CAEEL07556	OFUSG13692.1.p1
OG0004634	CAEEL04100	OFUSG13542.1.p1
OG0004635	CAEEL00310	OFUSG19569.1.p1
OG0004638	CAEEL15951	OFUSG08345.2.p1, OFUSG08345.1.p1
OG0004639	CAEEL10507	OFUSG25724.1.p1
OG0004640	CAEEL00547	OFUSG16860.1.p1
OG0004641	CAEEL19853	OFUSG08286.1.p1
OG0004642	CAEEL00483	OFUSG05078.1.p1
OG0004643	CAEEL14114	OFUSG14661.1.p1
OG0004644	CAEEL03030	OFUSG11984.1.p1, OFUSG11984.2.p1
OG0004648	CAEEL08010	OFUSG25016.1.p1
OG0004649	CAEEL08731	OFUSG22259.1.p1
OG0004652	CAEEL00605	OFUSG14432.1.p1
OG0004654	CAEEL11750	OFUSG07791.1.p1
OG0004655	CAEEL08002	OFUSG07897.1.p1
OG0004656	CAEEL20024, CAEEL05907	OFUSG13180.1.p1
OG0004657	CAEEL03111	OFUSG20946.1.p1
OG0004658	CAEEL10598, CAEEL10597	OFUSG00003.2.p1, OFUSG00003.1.p1
OG0004662	CAEEL07384, CAEEL15414	OFUSG12267.1.p1
OG0004663	CAEEL07711	OFUSG15708.1.p1
OG0004664	CAEEL14781	OFUSG14191.1.p1
OG0004668	CAEEL08996	OFUSG21754.1.p1
OG0004669	CAEEL16538	OFUSG09155.1.p1
OG0004670	CAEEL02555	OFUSG16156.1.p1
OG0004671	CAEEL07417	OFUSG15323.1.p1, OFUSG15323.2.p1
OG0004672	CAEEL13478, CAEEL04196	OFUSG20622.1.p1, OFUSG20623.1.p1
OG0004674	CAEEL04819	OFUSG21156.1.p1
OG0004675	CAEEL00752	OFUSG12757.3.p1, OFUSG12757.2.p1, OFUSG12757.1.p1
OG0004677	CAEEL15841	OFUSG11726.1.p1
OG0004678	CAEEL08038	OFUSG08156.1.p1
OG0004683	CAEEL15952	OFUSG25029.1.p1
OG0004684	CAEEL14663	OFUSG11714.1.p1
OG0004685	CAEEL09080	OFUSG15144.1.p1
OG0004687	CAEEL14139	OFUSG18909.1.p1
OG0004689	CAEEL04374	OFUSG22250.1.p1, OFUSG22250.2.p1
OG0004690	CAEEL19211, CAEEL07164, CAEEL19526	OFUSG15804.1.p1
OG0004691	CAEEL06746	OFUSG11227.1.p1
OG0004694	CAEEL10169	OFUSG10511.1.p1, OFUSG10511.2.p1
OG0004699	CAEEL06377	OFUSG23870.1.p1
OG0004700	CAEEL14721	OFUSG11053.1.p1
OG0004703	CAEEL06877	OFUSG14821.1.p1
OG0004705	CAEEL07549	OFUSG02327.1.p1
OG0004708	CAEEL19872	OFUSG24203.1.p1
OG0004711	CAEEL00544	OFUSG26677.1.p1
OG0004728	CAEEL00538	OFUSG19340.1.p1
OG0004730	CAEEL07318	OFUSG20134.2.p1, OFUSG20134.1.p1
OG0004731	CAEEL07767	OFUSG20985.1.p1, OFUSG20985.2.p1
OG0004733	CAEEL14033	OFUSG09435.1.p1
OG0004735	CAEEL15164	OFUSG08126.1.p1
OG0004738	CAEEL01347	OFUSG10899.1.p1
OG0004739	CAEEL11525, CAEEL11526	OFUSG11195.1.p1
OG0004740	CAEEL00607	OFUSG25163.1.p1
