Orthogroup	CAEEL	AENJA_ok
OG0005432	CAEEL04969	AENJA_06561
OG0005433	CAEEL02529	AENJA_06729
OG0005434	CAEEL07593	AENJA_09460, AENJA_15763, AENJA_20812, AENJA_06733
OG0005435	CAEEL07714	AENJA_13965, AENJA_06761
OG0005436	CAEEL01615	AENJA_06786
OG0005441	CAEEL19512	AENJA_07020
OG0005442	CAEEL02528	AENJA_07281
OG0005443	CAEEL06163	AENJA_07355
OG0005445	CAEEL10809	AENJA_07490
OG0005446	CAEEL01571, CAEEL20779	AENJA_07688
OG0005448	CAEEL08780	AENJA_07878
OG0005451	CAEEL06444	AENJA_08098
OG0005452	CAEEL10226, CAEEL12298	AENJA_08286
OG0005455	CAEEL09268	AENJA_08486
OG0005457	CAEEL07347	AENJA_08635, AENJA_22045
OG0005459	CAEEL16135	AENJA_08812
OG0005462	CAEEL10748	AENJA_08901
OG0005463	CAEEL00308	AENJA_08971
OG0005464	CAEEL09892	AENJA_09339
OG0005465	CAEEL16426	AENJA_09364
OG0005466	CAEEL08021	AENJA_09722
OG0005468	CAEEL02934	AENJA_10069
OG0005469	CAEEL07069	AENJA_10070
OG0005470	CAEEL06305	AENJA_10194
OG0005471	CAEEL12162	AENJA_10209
OG0005472	CAEEL18620	AENJA_10429
OG0005474	CAEEL07485	AENJA_10453, AENJA_10452
OG0005475	CAEEL16459	AENJA_10466
OG0005476	CAEEL11680	AENJA_10501
OG0005479	CAEEL07488	AENJA_10855
OG0005481	CAEEL02594	AENJA_10900
OG0005482	CAEEL15422	AENJA_10927
OG0005484	CAEEL15470	AENJA_11054
OG0005486	CAEEL19474, CAEEL05557	AENJA_11189
OG0005487	CAEEL12473, CAEEL12474	AENJA_11317
OG0005488	CAEEL04375	AENJA_11403
OG0005489	CAEEL07679	AENJA_11457
OG0005490	CAEEL08623	AENJA_11459
OG0005491	CAEEL05923	AENJA_11463
OG0005492	CAEEL02699	AENJA_11495
OG0005493	CAEEL04269	AENJA_11632
OG0005494	CAEEL09928	AENJA_11688
OG0005495	CAEEL05689	AENJA_11935
OG0005496	CAEEL15892	AENJA_12038, AENJA_21845
OG0005498	CAEEL08908	AENJA_12235
OG0005499	CAEEL10000	AENJA_12600
OG0005500	CAEEL13757, CAEEL03036	AENJA_12668
OG0005502	CAEEL19896, CAEEL15449	AENJA_12847
OG0005504	CAEEL10085	AENJA_12889
OG0005505	CAEEL06719	AENJA_13018
OG0005506	CAEEL05736	AENJA_13022
OG0005508	CAEEL08671	AENJA_13303
OG0005517	CAEEL00403	AENJA_15131
OG0005518	CAEEL11871	AENJA_15163
OG0005519	CAEEL04739	AENJA_15201
OG0005521	CAEEL15885	AENJA_15339
OG0005522	CAEEL11025	AENJA_15369
OG0005525	CAEEL06342	AENJA_15511
OG0005527	CAEEL07576	AENJA_15756
OG0005529	CAEEL19121	AENJA_15872
OG0005531	CAEEL05616	AENJA_16185
OG0005533	CAEEL07641	AENJA_16223
OG0005534	CAEEL09833	AENJA_16248
OG0005535	CAEEL05743	AENJA_16599
OG0005537	CAEEL05177	AENJA_17179
OG0005538	CAEEL02674	AENJA_17186
OG0005539	CAEEL00571	AENJA_17548
OG0005543	CAEEL01669	AENJA_18313
OG0005545	CAEEL11935	AENJA_18372
OG0005547	CAEEL05548	AENJA_18382
OG0005548	CAEEL11105	AENJA_18389
OG0005550	CAEEL01408	AENJA_18551
OG0005553	CAEEL00572	AENJA_18692
OG0005554	CAEEL04828	AENJA_18804
OG0005556	CAEEL12122	AENJA_18935
OG0005557	CAEEL15186	AENJA_18936
OG0005558	CAEEL01488	AENJA_19047
OG0005559	CAEEL02868	AENJA_19056
OG0005560	CAEEL01956	AENJA_19248
OG0005561	CAEEL11687	AENJA_19485
OG0005562	CAEEL08427	AENJA_19601
OG0005563	CAEEL08448	AENJA_19676
OG0005566	CAEEL08840	AENJA_19875
OG0005569	CAEEL09364	AENJA_20459
OG0005570	CAEEL08043	AENJA_20636
OG0005572	CAEEL00043	AENJA_20678
OG0005574	CAEEL01999	AENJA_21165
OG0005575	CAEEL05562	AENJA_21248
OG0005576	CAEEL13925	AENJA_21641
OG0005577	CAEEL19904	AENJA_21730
OG0005578	CAEEL07544	AENJA_21767
OG0005580	CAEEL08013	AENJA_21973
OG0005581	CAEEL08031	AENJA_22130
OG0005582	CAEEL06866	AENJA_22257
OG0005586	CAEEL10986	AENJA_22676
OG0005587	CAEEL04788	AENJA_22680
OG0005588	CAEEL07160	AENJA_22691
OG0005589	CAEEL08776	AENJA_22696
OG0005592	CAEEL12369	AENJA_22823
OG0005593	CAEEL09723	AENJA_22907
OG0005594	CAEEL07851	AENJA_22998
OG0005595	CAEEL11031	AENJA_23087
OG0005597	CAEEL01169	AENJA_23387
OG0005598	CAEEL08627, CAEEL14483	AENJA_23392
OG0005599	CAEEL10759	AENJA_23484
OG0005604	CAEEL01765	AENJA_23601, AENJA_23600
OG0005605	CAEEL10783	AENJA_23709
OG0005607	CAEEL05214	AENJA_23747
OG0005608	CAEEL07825	AENJA_24078
OG0005609	CAEEL08579	AENJA_24199
OG0005610	CAEEL00725	AENJA_24729
OG0005612	CAEEL17906	AENJA_24897
OG0005613	CAEEL14670	AENJA_24898
OG0005614	CAEEL17617	AENJA_24899
OG0005615	CAEEL04368	AENJA_25140
OG0005617	CAEEL05647	AENJA_25373
OG0005618	CAEEL02988	AENJA_25599
OG0005620	CAEEL11400	AENJA_25760
OG0005622	CAEEL01750	AENJA_25969
OG0005623	CAEEL07150, CAEEL08358	AENJA_26090
OG0005625	CAEEL14326	AENJA_26239
OG0005626	CAEEL07559	AENJA_26279
OG0005627	CAEEL12992	AENJA_26410
OG0005629	CAEEL06251	AENJA_26440
OG0005631	CAEEL09720	AENJA_26768
OG0005632	CAEEL16405	AENJA_26780
OG0005633	CAEEL16151	AENJA_26782
OG0005681	CAEEL18801	AENJA_00039, AENJA_26565
OG0005685	CAEEL18876	AENJA_00160
OG0005690	CAEEL07345	AENJA_00316
OG0005692	CAEEL02905	AENJA_00419
OG0005696	CAEEL12982	AENJA_00573
OG0005698	CAEEL01389	AENJA_00928
OG0005700	CAEEL16180, CAEEL15258, CAEEL19243, CAEEL07130, CAEEL15701, CAEEL11368, CAEEL14259, CAEEL14258, CAEEL16361, CAEEL12676	AENJA_05332
OG0005701	CAEEL20630, CAEEL20628	AENJA_00987
OG0005702	CAEEL15894, CAEEL18106	AENJA_01004
OG0005703	CAEEL09229	AENJA_01041
OG0005704	CAEEL18454	AENJA_01067
OG0005707	CAEEL01062	AENJA_01197
OG0005712	CAEEL10147	AENJA_01759
OG0005715	CAEEL06260	AENJA_02021
OG0005719	CAEEL05019	AENJA_02576, AENJA_21883, AENJA_16676, AENJA_06368, AENJA_14184, AENJA_03800, AENJA_16113
OG0005721	CAEEL02751	AENJA_02598
OG0005723	CAEEL12411	AENJA_02860
OG0005724	CAEEL06660	AENJA_02979
OG0005726	CAEEL02137	AENJA_03045
OG0005728	CAEEL00225	AENJA_03321
OG0005729	CAEEL01552	AENJA_03373
OG0005730	CAEEL20471	AENJA_03375
OG0005731	CAEEL09042	AENJA_03387
OG0005732	CAEEL07314	AENJA_03425
OG0005733	CAEEL11874	AENJA_03533, AENJA_24608
OG0005734	CAEEL05372	AENJA_03577
OG0005737	CAEEL00178	AENJA_18620, AENJA_04083
OG0005738	CAEEL19157	AENJA_04092
OG0005744	CAEEL10825, CAEEL00882	AENJA_04466, AENJA_23925
OG0005746	CAEEL04218	AENJA_04525
OG0005747	CAEEL11656	AENJA_04612
OG0005748	CAEEL05688	AENJA_04616
OG0005749	CAEEL14477	AENJA_04691
OG0005750	CAEEL02930	AENJA_04732
OG0005758	CAEEL07383, CAEEL07219	AENJA_05774
OG0005759	CAEEL04976	AENJA_05846, AENJA_24843
OG0005760	CAEEL11990	AENJA_06003, AENJA_06152
OG0005761	CAEEL02084	AENJA_06105
OG0005764	CAEEL00440	AENJA_06405
OG0005766	CAEEL03004	AENJA_06695
OG0005771	CAEEL18103	AENJA_07025
OG0005774	CAEEL07710	AENJA_07195
OG0005775	CAEEL08185	AENJA_07400
OG0005776	CAEEL08611, CAEEL02852	AENJA_07415, AENJA_09497
OG0005777	CAEEL09325	AENJA_07504
OG0005779	CAEEL11742	AENJA_22397, AENJA_07902
OG0005781	CAEEL16564	AENJA_08000
OG0005783	CAEEL15350	AENJA_08164
OG0005784	CAEEL06573	AENJA_08165
OG0005786	CAEEL10727	AENJA_08270
OG0005787	CAEEL09127, CAEEL07672	AENJA_08283
OG0005788	CAEEL10819	AENJA_08440
OG0005789	CAEEL03291	AENJA_08496
OG0005790	CAEEL02850	AENJA_08673
OG0005792	CAEEL16683	AENJA_08731
OG0005793	CAEEL01631	AENJA_08802
OG0005794	CAEEL07859	AENJA_08842
OG0005796	CAEEL03619	AENJA_09063
OG0005797	CAEEL01710	AENJA_09169
OG0005798	CAEEL07896	AENJA_09182
OG0005799	CAEEL16039	AENJA_09278
OG0005800	CAEEL07429	AENJA_09323
OG0005802	CAEEL08747	AENJA_09405
OG0005803	CAEEL05218	AENJA_09439
OG0005804	CAEEL00293	AENJA_09584
OG0005805	CAEEL07935	AENJA_09663, AENJA_12528
OG0005807	CAEEL00886	AENJA_09729
OG0005811	CAEEL09170	AENJA_10118
OG0005812	CAEEL15514	AENJA_10119
OG0005813	CAEEL04957	AENJA_10290
OG0005814	CAEEL05572	AENJA_22012
OG0005815	CAEEL08558	AENJA_10315
OG0005816	CAEEL07974	AENJA_10317
OG0005817	CAEEL09003	AENJA_10375
OG0005818	CAEEL06548	AENJA_10465
OG0005819	CAEEL05194	AENJA_10488
OG0005821	CAEEL06500	AENJA_10736
OG0005822	CAEEL08544	AENJA_10737
OG0005823	CAEEL11398	AENJA_10752
OG0005824	CAEEL01511	AENJA_10964
OG0005826	CAEEL11564	AENJA_11037
OG0005827	CAEEL15915	AENJA_11174, AENJA_12910
OG0005829	CAEEL01850, CAEEL14048	AENJA_11289
OG0005831	CAEEL07627	AENJA_11339
OG0005832	CAEEL01641	AENJA_11664
OG0005833	CAEEL14838	AENJA_11697
OG0005834	CAEEL18574	AENJA_11853
OG0005835	CAEEL06739, CAEEL08580	AENJA_12042
OG0005836	CAEEL15554	AENJA_12074
OG0005837	CAEEL01073	AENJA_12096
OG0005838	CAEEL01222	AENJA_12196
OG0005840	CAEEL06791	AENJA_12314
OG0005843	CAEEL06200	AENJA_12497
OG0005845	CAEEL04187	AENJA_14043, AENJA_12673
OG0005846	CAEEL06779	AENJA_12707
OG0005847	CAEEL00400	AENJA_12923
OG0005848	CAEEL00240	AENJA_12933
OG0005849	CAEEL07640	AENJA_12988
OG0005850	CAEEL07059	AENJA_12991
OG0005851	CAEEL19454, CAEEL03023	AENJA_13020
OG0005853	CAEEL05937	AENJA_13254
OG0005854	CAEEL10962	AENJA_13288, AENJA_14689
OG0005857	CAEEL08143	AENJA_13419
OG0005858	CAEEL08865	AENJA_13515
OG0005859	CAEEL09237	AENJA_13669
OG0005860	CAEEL11464	AENJA_13676
OG0005861	CAEEL07847	AENJA_13696
OG0005863	CAEEL02059	AENJA_13758
OG0005864	CAEEL03066	AENJA_13906
OG0005865	CAEEL10526	AENJA_14069
OG0005866	CAEEL03116	AENJA_14163
OG0005867	CAEEL20688	AENJA_14181
OG0005869	CAEEL01472	AENJA_14469
OG0005870	CAEEL18863	AENJA_14501
OG0005871	CAEEL07046	AENJA_21214, AENJA_14547
OG0005874	CAEEL06734	AENJA_14913
OG0005875	CAEEL11121	AENJA_14993
OG0005876	CAEEL12583	AENJA_15097
OG0005877	CAEEL03535	AENJA_15390
OG0005878	CAEEL00506	AENJA_15477
OG0005879	CAEEL05884	AENJA_15537
OG0005880	CAEEL09863	AENJA_15552
OG0005883	CAEEL06255	AENJA_15775
OG0005884	CAEEL16531	AENJA_15785
OG0005886	CAEEL01824	AENJA_16124
OG0005888	CAEEL00435	AENJA_16421
OG0005889	CAEEL02553	AENJA_16715
OG0005890	CAEEL06540	AENJA_16817
OG0005892	CAEEL01618	AENJA_17176
OG0005893	CAEEL11380	AENJA_17245
OG0005895	CAEEL06441	AENJA_17367
OG0005896	CAEEL15064	AENJA_17573
OG0005897	CAEEL01303	AENJA_17702
OG0005898	CAEEL01957	AENJA_17852
OG0005899	CAEEL11728	AENJA_18115
OG0005903	CAEEL02733	AENJA_18309
OG0005904	CAEEL18351	AENJA_18358
OG0005909	CAEEL09260	AENJA_18683
OG0005914	CAEEL12252	AENJA_18992
OG0005918	CAEEL07911	AENJA_19697
OG0005919	CAEEL15775	AENJA_20070
OG0005921	CAEEL07408	AENJA_20303
OG0005922	CAEEL15520	AENJA_20511
OG0005924	CAEEL10631	AENJA_20629
OG0005928	CAEEL04878	AENJA_20891
OG0005929	CAEEL05898	AENJA_20893
OG0005930	CAEEL00275	AENJA_20933
OG0005931	CAEEL09476	AENJA_21193
OG0005932	CAEEL11316	AENJA_21195
OG0005933	CAEEL14434	AENJA_21408
OG0005936	CAEEL07303	AENJA_21972
OG0005937	CAEEL10539	AENJA_22276
OG0005938	CAEEL06000, CAEEL09583	AENJA_22341
OG0005940	CAEEL04134	AENJA_22657
OG0005941	CAEEL08713	AENJA_22811
OG0005943	CAEEL02014	AENJA_22968
OG0005946	CAEEL11452, CAEEL11968	AENJA_23033
OG0005947	CAEEL19240	AENJA_23047
OG0005949	CAEEL12005	AENJA_23232
OG0005950	CAEEL02721	AENJA_23330
OG0005952	CAEEL08042	AENJA_23383, AENJA_26242
OG0005953	CAEEL01826	AENJA_23477
OG0005957	CAEEL13678, CAEEL02860	AENJA_23785
OG0005960	CAEEL18529, CAEEL16584	AENJA_24360
OG0005963	CAEEL02429, CAEEL11102	AENJA_24444
OG0005965	CAEEL17925	AENJA_24829
OG0005966	CAEEL05490	AENJA_24862
OG0005967	CAEEL08429	AENJA_24863
OG0005968	CAEEL01646	AENJA_25169
OG0005969	CAEEL01577	AENJA_25218
OG0005970	CAEEL16383	AENJA_25251
OG0005973	CAEEL13364	AENJA_25486
OG0005974	CAEEL11184	AENJA_25677
OG0005975	CAEEL05822	AENJA_25725
OG0005976	CAEEL15581	AENJA_25735
OG0005977	CAEEL04186	AENJA_25803
OG0005978	CAEEL08320	AENJA_25870
OG0005980	CAEEL05471	AENJA_26209
OG0005982	CAEEL04709	AENJA_26388
OG0005984	CAEEL06514, CAEEL07173	AENJA_26630
OG0005985	CAEEL11206	AENJA_26651
OG0005986	CAEEL15169	AENJA_26777
OG0005987	CAEEL05677	AENJA_26832
OG0006059	CAEEL09710	AENJA_07337, AENJA_00150
OG0006060	CAEEL01415, CAEEL02381, CAEEL01414, CAEEL05082	AENJA_00185, AENJA_12760
OG0006062	CAEEL08027	AENJA_15436, AENJA_00551
OG0006063	CAEEL09563	AENJA_00605
OG0006064	CAEEL11646	AENJA_00650
OG0006066	CAEEL07776	AENJA_00700
OG0006069	CAEEL08597	AENJA_00843
OG0006072	CAEEL09063	AENJA_01190, AENJA_01191
OG0006073	CAEEL15279	AENJA_01226
OG0006074	CAEEL15694	AENJA_01259
OG0006075	CAEEL05481	AENJA_01270
OG0006079	CAEEL06022	AENJA_01432
OG0006080	CAEEL00753, CAEEL15093	AENJA_21531, AENJA_21534, AENJA_21533, AENJA_21536, AENJA_12204, AENJA_01781, AENJA_01782, AENJA_06802, AENJA_21529, AENJA_21526, AENJA_01459, AENJA_01779, AENJA_01777, AENJA_01784, AENJA_22373, AENJA_11834, AENJA_11757, AENJA_11756
OG0006083	CAEEL10880	AENJA_01529
OG0006085	CAEEL07121	AENJA_01649
OG0006087	CAEEL10339	AENJA_01889
OG0006090	CAEEL06249	AENJA_02180
OG0006095	CAEEL03714	AENJA_02769
OG0006096	CAEEL08930	AENJA_23191
OG0006098	CAEEL17792	AENJA_02992
OG0006101	CAEEL04363	AENJA_03058
OG0006102	CAEEL01860	AENJA_03107
OG0006104	CAEEL15552	AENJA_03385
OG0006106	CAEEL09939	AENJA_03554
OG0006108	CAEEL07908	AENJA_03797
OG0006110	CAEEL15606	AENJA_03881
OG0006111	CAEEL06592	AENJA_03939
OG0006113	CAEEL00297	AENJA_03955
OG0006115	CAEEL02174, CAEEL09766	AENJA_04130
OG0006116	CAEEL14600	AENJA_04216
OG0006117	CAEEL15839	AENJA_04248
OG0006118	CAEEL05175	AENJA_04258
OG0006120	CAEEL19875	AENJA_04316
OG0006121	CAEEL01535	AENJA_04319
OG0006122	CAEEL06423	AENJA_04504
OG0006124	CAEEL00683	AENJA_05000, AENJA_19597
OG0006125	CAEEL12098	AENJA_05020
OG0006127	CAEEL08699	AENJA_05400
OG0006128	CAEEL01734	AENJA_05402
OG0006129	CAEEL15436	AENJA_05595
OG0006130	CAEEL19047	AENJA_05623
OG0006131	CAEEL08997	AENJA_05907
OG0006134	CAEEL05080	AENJA_06166
OG0006135	CAEEL16406	AENJA_06474
OG0006137	CAEEL01021	AENJA_06532
OG0006140	CAEEL06530	AENJA_06694
OG0006141	CAEEL00813	AENJA_06732
OG0006144	CAEEL12775	AENJA_06817
OG0006145	CAEEL00765, CAEEL00923	AENJA_07241
OG0006148	CAEEL05997	AENJA_07759
OG0006152	CAEEL01636	AENJA_08046
OG0006153	CAEEL01203, CAEEL07510, CAEEL11307	AENJA_20634, AENJA_08225
OG0006156	CAEEL13825	AENJA_08334
OG0006160	CAEEL08936	AENJA_08921
OG0006163	CAEEL00653	AENJA_09049
OG0006164	CAEEL01158	AENJA_09092
OG0006165	CAEEL15774	AENJA_09096
OG0006168	CAEEL05152	AENJA_09279
OG0006169	CAEEL08537	AENJA_09311
OG0006171	CAEEL01756	AENJA_13246
OG0006176	CAEEL05930	AENJA_10255
OG0006177	CAEEL04212	AENJA_10258
OG0006180	CAEEL09925	AENJA_10861
OG0006181	CAEEL14722	AENJA_10967
OG0006182	CAEEL06387	AENJA_10981
OG0006183	CAEEL19366	AENJA_10999
OG0006185	CAEEL01692	AENJA_11023
OG0006187	CAEEL00902	AENJA_11209
OG0006188	CAEEL02058	AENJA_11273
OG0006191	CAEEL06280, CAEEL06279	AENJA_11447
OG0006192	CAEEL01776	AENJA_11677
OG0006195	CAEEL08079	AENJA_11917
OG0006200	CAEEL11329	AENJA_12153
OG0006202	CAEEL07568	AENJA_12367
OG0006208	CAEEL00204	AENJA_13009
OG0006209	CAEEL11287	AENJA_23478, AENJA_13087
OG0006210	CAEEL00160	AENJA_13227
OG0006213	CAEEL01145	AENJA_13784
OG0006214	CAEEL12120	AENJA_13793
OG0006216	CAEEL16326	AENJA_13923
OG0006217	CAEEL05235	AENJA_14066
OG0006220	CAEEL08309	AENJA_14611
OG0006224	CAEEL11548	AENJA_15254
OG0006226	CAEEL02716	AENJA_15385
OG0006229	CAEEL06963	AENJA_15614
OG0006230	CAEEL08542	AENJA_15684
OG0006231	CAEEL20582	AENJA_15837
OG0006232	CAEEL07512, CAEEL07511	AENJA_15886
OG0006234	CAEEL05918	AENJA_16010
OG0006235	CAEEL04462	AENJA_16141
OG0006237	CAEEL04160	AENJA_16177
OG0006239	CAEEL01539	AENJA_16437
OG0006240	CAEEL08852	AENJA_16454
OG0006245	CAEEL00941	AENJA_16829
OG0006247	CAEEL11988	AENJA_17041
OG0006248	CAEEL05883	AENJA_17259
OG0006249	CAEEL10060	AENJA_17261
OG0006254	CAEEL11539	AENJA_17640
OG0006257	CAEEL15240	AENJA_17769
OG0006259	CAEEL09792	AENJA_18025
OG0006260	CAEEL09587	AENJA_18129
OG0006262	CAEEL01377	AENJA_18244
OG0006263	CAEEL09474	AENJA_18245
OG0006264	CAEEL11589	AENJA_18267
OG0006265	CAEEL01463	AENJA_18276
OG0006267	CAEEL09521	AENJA_18383
OG0006268	CAEEL09373, CAEEL09395	AENJA_18487, AENJA_18486
OG0006269	CAEEL11344	AENJA_18662
OG0006270	CAEEL01876	AENJA_18694
OG0006271	CAEEL08264	AENJA_18740
OG0006275	CAEEL01989	AENJA_19065
OG0006277	CAEEL08057	AENJA_19169
OG0006279	CAEEL00237	AENJA_19295
OG0006280	CAEEL17987	AENJA_19369
OG0006281	CAEEL04765	AENJA_19582, AENJA_19578
OG0006283	CAEEL00881	AENJA_19606
OG0006284	CAEEL08923	AENJA_19713
OG0006285	CAEEL04794	AENJA_19755
OG0006286	CAEEL00158	AENJA_19771
OG0006288	CAEEL08712	AENJA_19866
OG0006289	CAEEL07964	AENJA_19932
OG0006290	CAEEL04712	AENJA_20061
OG0006291	CAEEL00609	AENJA_20076
OG0006293	CAEEL07928	AENJA_20143
OG0006294	CAEEL14462	AENJA_20284
OG0006295	CAEEL09568	AENJA_20394
OG0006297	CAEEL11872	AENJA_20620
OG0006301	CAEEL17598	AENJA_20996, AENJA_20997
OG0006306	CAEEL01065	AENJA_21664
OG0006307	CAEEL06264	AENJA_21672, AENJA_24271
OG0006309	CAEEL05232	AENJA_21854
OG0006311	CAEEL17612	AENJA_21861
OG0006313	CAEEL05123	AENJA_21937
OG0006315	CAEEL15905	AENJA_22252
OG0006319	CAEEL13894	AENJA_22630
OG0006322	CAEEL09507	AENJA_22831
OG0006323	CAEEL02251	AENJA_22914
OG0006326	CAEEL15323	AENJA_22955
OG0006329	CAEEL02571	AENJA_23040
OG0006331	CAEEL13794	AENJA_23112
OG0006332	CAEEL10865	AENJA_23127
OG0006334	CAEEL08411, CAEEL18378	AENJA_23288
OG0006339	CAEEL08069	AENJA_23637, AENJA_24037
OG0006340	CAEEL11454	AENJA_23711
OG0006341	CAEEL06023	AENJA_23741, AENJA_25917
OG0006343	CAEEL05583, CAEEL02498	AENJA_23930
OG0006344	CAEEL14876	AENJA_23992
OG0006345	CAEEL06549	AENJA_24082, AENJA_24083
OG0006346	CAEEL05783	AENJA_24338
OG0006347	CAEEL07567	AENJA_24626
OG0006350	CAEEL07674	AENJA_25064
OG0006352	CAEEL02603	AENJA_25150
OG0006353	CAEEL19140, CAEEL05676	AENJA_25212
OG0006354	CAEEL18116	AENJA_25512
OG0006355	CAEEL16514	AENJA_25525
OG0006356	CAEEL07675	AENJA_25547
OG0006360	CAEEL05277	AENJA_25814
OG0006361	CAEEL09060	AENJA_25897
OG0006362	CAEEL00998	AENJA_25951
OG0006363	CAEEL00971	AENJA_26238
OG0006365	CAEEL12631	AENJA_26404
OG0006443	CAEEL07304	AENJA_00055
OG0006448	CAEEL07841	AENJA_00147
OG0006449	CAEEL02036	AENJA_00161
OG0006454	CAEEL06995	AENJA_00458
OG0006456	CAEEL09794	AENJA_18569, AENJA_00534
OG0006457	CAEEL05605	AENJA_00607, AENJA_13698
OG0006459	CAEEL00244	AENJA_00708
OG0006461	CAEEL11863	AENJA_00796
OG0006462	CAEEL05709	AENJA_00971
OG0006464	CAEEL01413	AENJA_01149
OG0006465	CAEEL10921	AENJA_01262
OG0006467	CAEEL02861	AENJA_05912
OG0006468	CAEEL05183, CAEEL05085, CAEEL16207	AENJA_01371
OG0006472	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340	AENJA_01675
OG0006473	CAEEL02240	AENJA_06339, AENJA_25703, AENJA_01837, AENJA_04674, AENJA_07100
OG0006474	CAEEL07206	AENJA_01839
OG0006475	CAEEL07548	AENJA_02093
OG0006476	CAEEL12092	AENJA_02142
OG0006478	CAEEL06158	AENJA_02289
OG0006479	CAEEL05626	AENJA_02378
OG0006480	CAEEL10265, CAEEL10266	AENJA_02386
OG0006481	CAEEL19099, CAEEL01638	AENJA_02402
OG0006482	CAEEL10834	AENJA_19144, AENJA_02493
OG0006485	CAEEL14223	AENJA_02849
OG0006488	CAEEL17648	AENJA_03064
OG0006490	CAEEL11637	AENJA_03091
OG0006491	CAEEL13015	AENJA_03152
OG0006496	CAEEL08493	AENJA_03702
OG0006497	CAEEL06461	AENJA_03829
OG0006498	CAEEL02503	AENJA_03890
OG0006499	CAEEL20101	AENJA_03928, AENJA_12327
OG0006501	CAEEL16016	AENJA_04172
OG0006503	CAEEL07188	AENJA_04398
OG0006505	CAEEL06783	AENJA_04476
OG0006506	CAEEL03029	AENJA_04631
OG0006509	CAEEL00006, CAEEL15373	AENJA_04936
OG0006511	CAEEL02676	AENJA_05001
OG0006512	CAEEL07313	AENJA_05769, AENJA_05293
OG0006514	CAEEL07858	AENJA_21274, AENJA_05458
OG0006515	CAEEL02554	AENJA_05502
OG0006516	CAEEL15132	AENJA_05505
OG0006517	CAEEL01423	AENJA_05578
OG0006520	CAEEL13792	AENJA_06121
OG0006522	CAEEL07957	AENJA_06377
OG0006523	CAEEL15760	AENJA_06540
OG0006525	CAEEL11800	AENJA_17669
OG0006528	CAEEL14466	AENJA_07246
OG0006532	CAEEL05678	AENJA_07693
OG0006533	CAEEL19649	AENJA_07742
OG0006535	CAEEL19419	AENJA_07886
OG0006536	CAEEL05174	AENJA_07956
OG0006538	CAEEL07903, CAEEL04060	AENJA_08050
OG0006540	CAEEL19898	AENJA_08316
OG0006542	CAEEL04749	AENJA_08392
OG0006543	CAEEL05304	AENJA_15795, AENJA_08614
OG0006544	CAEEL02597	AENJA_08630
OG0006545	CAEEL08394	AENJA_08841
OG0006546	CAEEL16446	AENJA_08937, AENJA_22524
OG0006547	CAEEL09736	AENJA_08999
OG0006550	CAEEL02186	AENJA_09213
OG0006552	CAEEL02725	AENJA_09303
OG0006553	CAEEL06508	AENJA_09463
OG0006554	CAEEL09071	AENJA_09668
OG0006556	CAEEL00553	AENJA_09923
OG0006557	CAEEL07597	AENJA_09969, AENJA_09970
OG0006560	CAEEL14360	AENJA_10117
OG0006561	CAEEL16404	AENJA_10164
OG0006565	CAEEL12176	AENJA_10416
OG0006567	CAEEL15749	AENJA_10471, AENJA_14106
OG0006568	CAEEL01944	AENJA_10472
OG0006569	CAEEL03290	AENJA_10690
OG0006570	CAEEL15966	AENJA_10767
OG0006571	CAEEL05447	AENJA_10794
OG0006572	CAEEL09940, CAEEL09371	AENJA_10980
OG0006573	CAEEL05442	AENJA_11033
OG0006574	CAEEL01738	AENJA_11193
OG0006577	CAEEL15281	AENJA_23377, AENJA_11258
OG0006578	CAEEL00045	AENJA_11264
OG0006579	CAEEL07922	AENJA_11267
OG0006583	CAEEL01627	AENJA_26093, AENJA_16765, AENJA_12483
OG0006584	CAEEL05880	AENJA_12500
OG0006587	CAEEL17957	AENJA_12821
OG0006588	CAEEL11640	AENJA_12912
OG0006589	CAEEL10276	AENJA_12916
OG0006590	CAEEL15655	AENJA_12964
OG0006591	CAEEL01066	AENJA_13044
OG0006594	CAEEL00833	AENJA_13414
OG0006595	CAEEL10661	AENJA_13536
OG0006596	CAEEL00560	AENJA_13622
OG0006597	CAEEL10448	AENJA_13689
OG0006598	CAEEL03295	AENJA_13737
OG0006602	CAEEL16562	AENJA_14087
OG0006603	CAEEL00624	AENJA_14155
OG0006604	CAEEL07198	AENJA_14442
OG0006606	CAEEL07376	AENJA_14515
OG0006607	CAEEL01560	AENJA_14537
OG0006608	CAEEL05698	AENJA_14551
OG0006609	CAEEL02187	AENJA_14599
OG0006610	CAEEL11386	AENJA_14663
OG0006611	CAEEL07953	AENJA_14698
OG0006613	CAEEL01845	AENJA_14809
OG0006614	CAEEL05124	AENJA_14867
OG0006615	CAEEL09131	AENJA_14938
OG0006621	CAEEL07639	AENJA_15590
OG0006622	CAEEL05834	AENJA_15726
OG0006624	CAEEL07631	AENJA_15910
OG0006625	CAEEL08791	AENJA_15915
OG0006626	CAEEL07560	AENJA_15948
OG0006627	CAEEL11375	AENJA_16100, AENJA_16099
OG0006628	CAEEL07329	AENJA_16181
OG0006630	CAEEL11696	AENJA_16229
OG0006631	CAEEL00720	AENJA_16356
OG0006632	CAEEL20160, CAEEL00199	AENJA_16518
OG0006633	CAEEL00427	AENJA_16566
OG0006634	CAEEL07770	AENJA_16574
