Orthogroup	CAEEL	MOUSE
OG0003430	CAEEL05290	MOUSE24273, MOUSE24275, MOUSE24274, MOUSE24272, MOUSE24271, MOUSE42839, MOUSE42838
OG0003431	CAEEL20649	MOUSE23917
OG0003433	CAEEL17744	MOUSE04206, MOUSE04205, MOUSE04201, MOUSE04203, MOUSE04204, MOUSE04199, MOUSE04200, MOUSE04197, MOUSE04198, MOUSE04202, MOUSE04207
OG0003434	CAEEL08434	MOUSE53227
OG0003435	CAEEL04157	MOUSE11712, MOUSE11711, MOUSE11708, MOUSE11710, MOUSE11713, MOUSE11707, MOUSE11709
OG0003443	CAEEL18884	MOUSE00337, MOUSE07443
OG0003444	CAEEL04842	MOUSE45924, MOUSE45923
OG0003448	CAEEL01220	MOUSE32051, MOUSE32052, MOUSE43761, MOUSE43760, MOUSE43762
OG0003450	CAEEL06420	MOUSE03860, MOUSE03859, MOUSE03861
OG0003451	CAEEL02776, CAEEL02805	MOUSE16031, MOUSE16030, MOUSE16029, MOUSE16028, MOUSE16025, MOUSE16026, MOUSE16027
OG0003452	CAEEL02730	MOUSE46624, MOUSE46622, MOUSE46621
OG0003454	CAEEL07771	MOUSE05740, MOUSE24875, MOUSE24874, MOUSE24873
OG0003455	CAEEL01134	MOUSE40732, MOUSE40731, MOUSE40730, MOUSE30463, MOUSE30462
OG0003456	CAEEL00212, CAEEL00213	MOUSE05067, MOUSE05068, MOUSE38598
OG0003457	CAEEL19244	MOUSE21532, MOUSE21533, MOUSE21534, MOUSE06864
OG0003459	CAEEL16050	MOUSE18751, MOUSE07439
OG0003462	CAEEL11837	MOUSE50378, MOUSE50373
OG0003463	CAEEL07464	MOUSE24565, MOUSE24563, MOUSE43184, MOUSE43185
OG0003464	CAEEL15673	MOUSE38665, MOUSE38667, MOUSE38664, MOUSE38666
OG0003465	CAEEL00222	MOUSE25414, MOUSE25415
OG0003466	CAEEL06482	MOUSE21260
OG0003467	CAEEL09664	MOUSE13943
OG0003475	CAEEL01731	MOUSE15813
OG0003476	CAEEL11774	MOUSE25017
OG0003477	CAEEL02502	MOUSE21747
OG0003478	CAEEL00398, CAEEL07105, CAEEL19934	MOUSE07743, MOUSE07745, MOUSE07744
OG0003479	CAEEL12384	MOUSE23604, MOUSE40904, MOUSE23605, MOUSE40905
OG0003480	CAEEL01792	MOUSE18530
OG0003484	CAEEL02712	MOUSE19757, MOUSE51960
OG0003486	CAEEL04926	MOUSE32199, MOUSE32197, MOUSE32198
OG0003487	CAEEL02123	MOUSE30691, MOUSE30690, MOUSE30689, MOUSE30692
OG0003489	CAEEL00223	MOUSE34375, MOUSE52013, MOUSE52012, MOUSE52014, MOUSE52011
OG0003491	CAEEL18627, CAEEL05479	MOUSE22818, MOUSE12558, MOUSE12559
OG0003496	CAEEL01506	MOUSE50055, MOUSE50054
OG0003498	CAEEL16452	MOUSE36292, MOUSE36293, MOUSE36290, MOUSE36291, MOUSE36294
OG0003500	CAEEL01330	MOUSE27796
OG0003500	CAEEL01125	MOUSE27416
OG0003501	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302	MOUSE01539, MOUSE01540, MOUSE01542, MOUSE01538
OG0003502	CAEEL02400, CAEEL02281	MOUSE38147, MOUSE38146, MOUSE38151, MOUSE38150, MOUSE38149
OG0003503	CAEEL04457, CAEEL04454	MOUSE06408, MOUSE06409
OG0003505	CAEEL07950	MOUSE49223, MOUSE49221, MOUSE49219, MOUSE49218, MOUSE49220
OG0003506	CAEEL05248	MOUSE03286, MOUSE03285, MOUSE12599, MOUSE48045, MOUSE48046
OG0003507	CAEEL05679	MOUSE01525, MOUSE01524, MOUSE33553
OG0003508	CAEEL17418	MOUSE53216, MOUSE26338
OG0003509	CAEEL04891	MOUSE04147, MOUSE04148
OG0003510	CAEEL01116	MOUSE09300, MOUSE09301, MOUSE49518, MOUSE49517
OG0003511	CAEEL08351	MOUSE10318, MOUSE10316, MOUSE10321, MOUSE10317, MOUSE10320, MOUSE10319, MOUSE10315, MOUSE10314, MOUSE10313
OG0003513	CAEEL07182	MOUSE23286, MOUSE23284, MOUSE32687
OG0003514	CAEEL12733, CAEEL12734	MOUSE52721, MOUSE52722, MOUSE39054, MOUSE39055
OG0003515	CAEEL06636	MOUSE12958, MOUSE12957, MOUSE29744, MOUSE29743, MOUSE29746, MOUSE29745
OG0003517	CAEEL05196	MOUSE20463, MOUSE20462, MOUSE20459, MOUSE02214, MOUSE02215
OG0003518	CAEEL01719	MOUSE19878, MOUSE19877
OG0003519	CAEEL07239	MOUSE11368, MOUSE11372, MOUSE11374, MOUSE11371, MOUSE11369, MOUSE11370
OG0003522	CAEEL06276	MOUSE52171, MOUSE52168, MOUSE52169, MOUSE52172, MOUSE52170
OG0003523	CAEEL18694	MOUSE15422, MOUSE15423
OG0003524	CAEEL04264, CAEEL04265	MOUSE34476, MOUSE34477
OG0003526	CAEEL16001	MOUSE08673, MOUSE10988, MOUSE10987
OG0003528	CAEEL00365	MOUSE12507
OG0003530	CAEEL19423	MOUSE22229, MOUSE22228, MOUSE22230, MOUSE22232, MOUSE22231
OG0003531	CAEEL15168, CAEEL18062	MOUSE27520, MOUSE20441
OG0003532	CAEEL05027	MOUSE21921
OG0003538	CAEEL11099	MOUSE21443
OG0003539	CAEEL05895	MOUSE48000, MOUSE48003
OG0003541	CAEEL01632	MOUSE49870, MOUSE49872, MOUSE49868, MOUSE49869, MOUSE49874, MOUSE49873, MOUSE49871
OG0003542	CAEEL01115	MOUSE46221, MOUSE46219, MOUSE46218, MOUSE46220
OG0003543	CAEEL08637	MOUSE43766, MOUSE32048, MOUSE32047
OG0003544	CAEEL06236, CAEEL08896	MOUSE34150, MOUSE34151
OG0003545	CAEEL12984	MOUSE05147, MOUSE05148, MOUSE45984, MOUSE05146, MOUSE05145
OG0003548	CAEEL19888	MOUSE36205, MOUSE36206, MOUSE36204
OG0003550	CAEEL06728	MOUSE38958, MOUSE26420
OG0003551	CAEEL05919	MOUSE48878, MOUSE48877, MOUSE48875, MOUSE48876, MOUSE32666
OG0003552	CAEEL18151	MOUSE30902, MOUSE30901, MOUSE30899
OG0003554	CAEEL05099	MOUSE20958, MOUSE20957, MOUSE20956
OG0003556	CAEEL11919	MOUSE29223, MOUSE29227, MOUSE29228, MOUSE29225, MOUSE29226, MOUSE29224
OG0003560	CAEEL04113	MOUSE07078, MOUSE07079, MOUSE07080
OG0003561	CAEEL01643	MOUSE00519, MOUSE00518, MOUSE38762, MOUSE38760, MOUSE38763, MOUSE38759, MOUSE00521, MOUSE38761
OG0003562	CAEEL19208, CAEEL04183	MOUSE13546, MOUSE28194, MOUSE28193, MOUSE13545
OG0003563	CAEEL07782	MOUSE46114, MOUSE46115, MOUSE46111
OG0003564	CAEEL18104	MOUSE21830, MOUSE21834, MOUSE21832, MOUSE21831, MOUSE09522
OG0003566	CAEEL04245	MOUSE45915, MOUSE45914, MOUSE45913, MOUSE17313, MOUSE17315, MOUSE17312, MOUSE17314
OG0003567	CAEEL15549	MOUSE15053, MOUSE15052, MOUSE15050
OG0003569	CAEEL10722	MOUSE01772, MOUSE01773, MOUSE23484, MOUSE23483
OG0003570	CAEEL08761	MOUSE24262, MOUSE24261, MOUSE24263
OG0003571	CAEEL00659	MOUSE32077, MOUSE32078, MOUSE32079, MOUSE32076, MOUSE49279
OG0003573	CAEEL10174, CAEEL18886	MOUSE46295, MOUSE46298, MOUSE46296, MOUSE46297, MOUSE46294
OG0003577	CAEEL07169	MOUSE32680, MOUSE32679, MOUSE32681
OG0003578	CAEEL08037	MOUSE35794, MOUSE35795, MOUSE35798, MOUSE35790, MOUSE35791, MOUSE35793
OG0003579	CAEEL10103	MOUSE02860, MOUSE02859, MOUSE31635, MOUSE31636, MOUSE31637
OG0003581	CAEEL04793, CAEEL19859, CAEEL09422	MOUSE45635
OG0003582	CAEEL10165, CAEEL10958	MOUSE53584, MOUSE23612, MOUSE53583, MOUSE23611
OG0003585	CAEEL19947	MOUSE00388, MOUSE00386, MOUSE18554, MOUSE18553, MOUSE18552, MOUSE18551, MOUSE28515, MOUSE00387, MOUSE00389
OG0003598	CAEEL20069	MOUSE26068, MOUSE26067
OG0003599	CAEEL01022	MOUSE19100, MOUSE19099, MOUSE19101, MOUSE19098
OG0003603	CAEEL00903	MOUSE06009, MOUSE06011, MOUSE06013, MOUSE06012, MOUSE06010
OG0003604	CAEEL08873	MOUSE04686, MOUSE04687, MOUSE04688, MOUSE37459
OG0003606	CAEEL01180	MOUSE34332, MOUSE34333
OG0003607	CAEEL05764	MOUSE08645, MOUSE08646
OG0003610	CAEEL15111	MOUSE35718, MOUSE35719
OG0003611	CAEEL15351	MOUSE03230, MOUSE03228, MOUSE03229
OG0003612	CAEEL12107	MOUSE17713, MOUSE17712, MOUSE17715, MOUSE17714
OG0003613	CAEEL10330	MOUSE52720, MOUSE52719, MOUSE49624
OG0003615	CAEEL04572	MOUSE18457, MOUSE13209, MOUSE13208, MOUSE13207
OG0003617	CAEEL08768, CAEEL00622	MOUSE15713
OG0003618	CAEEL10379	MOUSE21565, MOUSE21567, MOUSE21564
OG0003619	CAEEL19948, CAEEL09130	MOUSE54881, MOUSE54882, MOUSE02201, MOUSE19314
OG0003620	CAEEL05074	MOUSE35127, MOUSE35128
OG0003621	CAEEL18738	MOUSE44995, MOUSE44993, MOUSE44994
OG0003623	CAEEL11847	MOUSE41485
OG0003624	CAEEL11456	MOUSE09386, MOUSE09387
OG0003626	CAEEL01251	MOUSE50478, MOUSE50479, MOUSE50480, MOUSE50477, MOUSE50481
OG0003629	CAEEL18064	MOUSE29983, MOUSE29984, MOUSE29981, MOUSE29982
OG0003630	CAEEL01945	MOUSE46274
OG0003632	CAEEL04287	MOUSE34977, MOUSE29457, MOUSE29458
OG0003634	CAEEL05819, CAEEL05206, CAEEL08505	MOUSE34995, MOUSE34996
OG0003638	CAEEL14206	MOUSE07871
OG0003640	CAEEL01151	MOUSE06258, MOUSE06259, MOUSE23351
OG0003641	CAEEL02290	MOUSE19690, MOUSE28969, MOUSE28970
OG0003644	CAEEL07060	MOUSE25659, MOUSE25655, MOUSE25658
OG0003645	CAEEL08952	MOUSE14260, MOUSE03754, MOUSE03756, MOUSE03755
OG0003646	CAEEL04268	MOUSE51957
OG0003647	CAEEL08061	MOUSE10329, MOUSE10327, MOUSE10325, MOUSE10328, MOUSE10330
OG0003649	CAEEL02106	MOUSE18455
OG0003650	CAEEL01596	MOUSE29151, MOUSE29150, MOUSE29148, MOUSE29149, MOUSE29147
OG0003652	CAEEL00198, CAEEL00197	MOUSE51309, MOUSE00670
OG0003655	CAEEL01543	MOUSE00092, MOUSE00091, MOUSE38828
OG0003656	CAEEL00717	MOUSE52004, MOUSE52005, MOUSE30702
OG0003657	CAEEL18724	MOUSE26481, MOUSE26477, MOUSE26479, MOUSE26480, MOUSE26478
OG0003658	CAEEL17892	MOUSE39824
OG0003659	CAEEL00820	MOUSE05800, MOUSE05799, MOUSE05801
OG0003660	CAEEL11348	MOUSE11149, MOUSE11145, MOUSE11148, MOUSE11147, MOUSE11146
OG0003661	CAEEL11758	MOUSE02399, MOUSE02398
OG0003664	CAEEL10164	MOUSE03909, MOUSE03912, MOUSE03911, MOUSE03910
OG0003666	CAEEL12155	MOUSE26035
OG0003667	CAEEL14775	MOUSE15239, MOUSE15238
OG0003668	CAEEL09161, CAEEL09163	MOUSE52218, MOUSE54951, MOUSE54950, MOUSE54949, MOUSE54948, MOUSE52219, MOUSE52216, MOUSE52217
OG0003669	CAEEL08786, CAEEL08784	MOUSE32721, MOUSE32722, MOUSE32723, MOUSE32720, MOUSE32719, MOUSE32718
OG0003672	CAEEL12653	MOUSE03769, MOUSE03770
OG0003676	CAEEL00672	MOUSE25609
OG0003677	CAEEL08632	MOUSE26179, MOUSE25068, MOUSE25069, MOUSE05328
OG0003678	CAEEL03764	MOUSE33350, MOUSE33349, MOUSE33347, MOUSE33348, MOUSE50401, MOUSE50400
OG0003679	CAEEL14380	MOUSE15732, MOUSE25049, MOUSE25050
OG0003680	CAEEL10627	MOUSE02511, MOUSE02510, MOUSE02508, MOUSE02509, MOUSE02513, MOUSE02514, MOUSE22063, MOUSE22062
OG0003681	CAEEL03276	MOUSE14464, MOUSE27092, MOUSE27091
OG0003682	CAEEL13670	MOUSE24622, MOUSE24623
OG0003683	CAEEL06697	MOUSE20046
OG0003686	CAEEL01983	MOUSE49108, MOUSE49109, MOUSE49107, MOUSE49105, MOUSE49106, MOUSE49104, MOUSE49103, MOUSE49102, MOUSE49101, MOUSE49099
OG0003688	CAEEL03025	MOUSE34520, MOUSE34521, MOUSE34522
OG0003689	CAEEL07514	MOUSE05393, MOUSE05394, MOUSE26456, MOUSE26455, MOUSE26457
OG0003690	CAEEL08798	MOUSE07036, MOUSE07037, MOUSE07038
OG0003692	CAEEL09322	MOUSE02817, MOUSE02816, MOUSE02818
OG0003693	CAEEL09517	MOUSE41191, MOUSE41190, MOUSE11267, MOUSE11266, MOUSE11265
OG0003694	CAEEL08779	MOUSE30782
OG0003695	CAEEL18980	MOUSE25741, MOUSE25740, MOUSE25739, MOUSE20814
OG0003696	CAEEL15341	MOUSE35449, MOUSE35450
OG0003697	CAEEL07546	MOUSE17094, MOUSE17093, MOUSE06524
OG0003698	CAEEL05872	MOUSE21124, MOUSE12762
OG0003700	CAEEL08489	MOUSE15026, MOUSE06260, MOUSE06261, MOUSE06262
OG0003701	CAEEL04838	MOUSE15704, MOUSE15707, MOUSE15706, MOUSE15705, MOUSE15703
OG0003702	CAEEL19917	MOUSE28176, MOUSE28174, MOUSE28173, MOUSE07243, MOUSE07240, MOUSE07242, MOUSE07241, MOUSE07239, MOUSE07237, MOUSE28175
OG0003704	CAEEL02747	MOUSE48834, MOUSE48833, MOUSE33411, MOUSE33409
OG0003708	CAEEL02697, CAEEL19979	MOUSE34409, MOUSE34410, MOUSE34408, MOUSE34406, MOUSE34407
OG0003710	CAEEL05057	MOUSE55264, MOUSE31690
OG0003712	CAEEL12274	MOUSE14240, MOUSE14239, MOUSE15046
OG0003716	CAEEL00239	MOUSE15603, MOUSE15604, MOUSE15602
OG0003718	CAEEL00456	MOUSE22255, MOUSE22254, MOUSE22249, MOUSE22251
OG0003719	CAEEL01088	MOUSE30866
OG0003721	CAEEL19092	MOUSE08040, MOUSE08041, MOUSE20246, MOUSE20247
OG0003724	CAEEL04996	MOUSE34773, MOUSE34772, MOUSE34770, MOUSE34769, MOUSE34771
OG0003725	CAEEL04639	MOUSE33444, MOUSE33447, MOUSE32961, MOUSE32962, MOUSE18709
OG0003727	CAEEL20128	MOUSE43082, MOUSE43077, MOUSE43079, MOUSE43078, MOUSE43080, MOUSE43076, MOUSE43081
OG0003729	CAEEL01397	MOUSE26210, MOUSE26211
OG0003731	CAEEL14842	MOUSE50324, MOUSE50322, MOUSE50321, MOUSE50323, MOUSE50320
OG0003732	CAEEL10948	MOUSE22010, MOUSE22008, MOUSE22011
OG0003733	CAEEL05542	MOUSE33101, MOUSE33100
OG0003734	CAEEL18003	MOUSE25448, MOUSE18509, MOUSE28344
OG0003735	CAEEL04830, CAEEL04829	MOUSE51303
OG0003736	CAEEL10845	MOUSE49071
OG0003737	CAEEL18594, CAEEL11885, CAEEL18366	MOUSE25393, MOUSE25394, MOUSE23885, MOUSE23886, MOUSE23887
OG0003739	CAEEL06789	MOUSE23353
OG0003740	CAEEL07837	MOUSE45976, MOUSE45977, MOUSE45975
OG0003741	CAEEL07870	MOUSE43248, MOUSE43247
OG0003743	CAEEL12238	MOUSE37350, MOUSE37349, MOUSE37354
OG0003745	CAEEL16018, CAEEL17606	MOUSE15322, MOUSE15325, MOUSE15323
OG0003746	CAEEL07398	MOUSE22549, MOUSE04784, MOUSE04785
OG0003748	CAEEL00242	MOUSE01948, MOUSE01947, MOUSE01949, MOUSE01946, MOUSE01950
OG0003749	CAEEL20507	MOUSE42046, MOUSE42049, MOUSE42048, MOUSE42050
OG0003750	CAEEL05076	MOUSE28487
OG0003752	CAEEL04520	MOUSE32569, MOUSE32570, MOUSE52228, MOUSE52226
OG0003753	CAEEL18657	MOUSE06070, MOUSE06071, MOUSE16947, MOUSE16946, MOUSE16945
OG0003754	CAEEL19668, CAEEL05669	MOUSE20471, MOUSE20474, MOUSE20473, MOUSE20472, MOUSE02213
OG0003755	CAEEL09173	MOUSE04960, MOUSE04959
OG0003756	CAEEL01606	MOUSE49404, MOUSE49403, MOUSE49401, MOUSE21326
OG0003758	CAEEL05748	MOUSE05241, MOUSE05240, MOUSE14904
OG0003759	CAEEL09625	MOUSE04234, MOUSE17579, MOUSE17581
OG0003761	CAEEL19863	MOUSE51337, MOUSE32241
OG0003763	CAEEL02008, CAEEL02007, CAEEL02011	MOUSE00212, MOUSE00213
OG0003764	CAEEL15954	MOUSE06475, MOUSE06476, MOUSE06477, MOUSE06478
OG0003766	CAEEL13937, CAEEL13938, CAEEL18113, CAEEL04435, CAEEL04439	MOUSE28721, MOUSE28722
OG0003767	CAEEL07794	MOUSE13389
OG0003768	CAEEL07458	MOUSE01938, MOUSE01939, MOUSE01940
OG0003771	CAEEL18560, CAEEL05367	MOUSE06180, MOUSE06179, MOUSE14269
OG0003775	CAEEL06672	MOUSE36961, MOUSE36959, MOUSE36962, MOUSE36960
OG0003776	CAEEL14271	MOUSE16172, MOUSE16173
OG0003778	CAEEL10576	MOUSE18778, MOUSE41255, MOUSE41257, MOUSE41256, MOUSE41258
OG0003779	CAEEL12785	MOUSE04027, MOUSE04026, MOUSE04028
OG0003780	CAEEL20711	MOUSE22839, MOUSE22838, MOUSE55080, MOUSE55081, MOUSE55079, MOUSE12878
OG0003795	CAEEL09855	MOUSE53567, MOUSE53566, MOUSE53563, MOUSE53564, MOUSE53565
OG0003798	CAEEL11938	MOUSE26587, MOUSE26588, MOUSE14915
OG0003803	CAEEL19629	MOUSE23801, MOUSE23803, MOUSE23802, MOUSE23800
OG0003806	CAEEL10842	MOUSE17191, MOUSE16977, MOUSE16976, MOUSE16978
OG0003807	CAEEL06933	MOUSE45986, MOUSE45987, MOUSE45988, MOUSE45985
OG0003808	CAEEL08177	MOUSE34022, MOUSE34021
OG0003811	CAEEL07020	MOUSE36524, MOUSE36525
OG0003812	CAEEL07296	MOUSE53620, MOUSE53621, MOUSE53622, MOUSE53619
OG0003813	CAEEL10820	MOUSE36975, MOUSE27962, MOUSE27966, MOUSE27965
OG0003817	CAEEL02053	MOUSE15979, MOUSE15977, MOUSE15978
OG0003818	CAEEL15512	MOUSE47757
OG0003821	CAEEL09346	MOUSE31151, MOUSE52622, MOUSE52623
OG0003824	CAEEL17849	MOUSE47802
OG0003825	CAEEL18577	MOUSE00683
OG0003826	CAEEL02634	MOUSE04366
OG0003827	CAEEL04098	MOUSE31957, MOUSE31958
OG0003829	CAEEL08428	MOUSE37106, MOUSE37104, MOUSE37102, MOUSE37101, MOUSE37100, MOUSE37103, MOUSE37105
OG0003831	CAEEL08097	MOUSE20873, MOUSE36301, MOUSE04870, MOUSE36300, MOUSE36298
OG0003832	CAEEL11899	MOUSE31056, MOUSE02326, MOUSE02327, MOUSE02328, MOUSE52521, MOUSE52522, MOUSE52523
OG0003833	CAEEL05813, CAEEL14180	MOUSE12711, MOUSE12709, MOUSE12710
OG0003834	CAEEL00145	MOUSE23210, MOUSE49466
OG0003837	CAEEL11909, CAEEL11910	MOUSE06123, MOUSE06124, MOUSE06122
OG0003838	CAEEL14290, CAEEL14289, CAEEL14291	MOUSE13017, MOUSE13018, MOUSE51688, MOUSE36348
OG0003839	CAEEL11415	MOUSE24236, MOUSE24234
OG0003840	CAEEL01767	MOUSE51791, MOUSE51790, MOUSE51795, MOUSE51794, MOUSE51792, MOUSE30794, MOUSE30796, MOUSE30795
OG0003841	CAEEL10859, CAEEL18915	MOUSE17861
OG0003843	CAEEL14293	MOUSE02984, MOUSE02983
OG0003846	CAEEL00811, CAEEL18648	MOUSE48366, MOUSE40451, MOUSE40452, MOUSE40453
OG0003847	CAEEL07371	MOUSE05297, MOUSE05298, MOUSE05296
OG0003848	CAEEL08837	MOUSE23878, MOUSE23876, MOUSE23877
OG0003850	CAEEL11705	MOUSE34272, MOUSE34270, MOUSE34268, MOUSE34271, MOUSE34269, MOUSE34273
OG0003851	CAEEL08777	MOUSE25173
OG0003852	CAEEL00155	MOUSE44765, MOUSE19461
OG0003853	CAEEL13793	MOUSE18178, MOUSE18177, MOUSE18175, MOUSE18176, MOUSE18179
OG0003854	CAEEL01789	MOUSE48500, MOUSE48497, MOUSE48498, MOUSE48499, MOUSE48496, MOUSE44637, MOUSE44638
OG0003855	CAEEL18132	MOUSE30683
OG0003856	CAEEL07428	MOUSE53260, MOUSE53261, MOUSE53262
OG0003857	CAEEL19675	MOUSE15137, MOUSE15138, MOUSE15136, MOUSE15135
OG0003858	CAEEL06932	MOUSE18173
OG0003863	CAEEL18943	MOUSE46853, MOUSE46851, MOUSE46852
OG0003864	CAEEL01846	MOUSE43181, MOUSE43180, MOUSE43182, MOUSE43179
OG0003865	CAEEL02514	MOUSE15488, MOUSE14853
OG0003866	CAEEL00295	MOUSE55423, MOUSE54508, MOUSE54509
OG0003867	CAEEL15761	MOUSE35425
OG0003868	CAEEL18485	MOUSE23872, MOUSE23869, MOUSE23871, MOUSE23870
OG0003869	CAEEL00094	MOUSE05547
OG0003870	CAEEL17745	MOUSE43942, MOUSE43941, MOUSE43940
OG0003872	CAEEL14869	MOUSE15344, MOUSE15345, MOUSE15348, MOUSE15346, MOUSE15349, MOUSE15347, MOUSE15343
OG0003873	CAEEL07437	MOUSE24551, MOUSE24547, MOUSE24549, MOUSE24548
OG0003875	CAEEL00868	MOUSE27194, MOUSE27195
OG0003876	CAEEL04369	MOUSE32588, MOUSE32587
OG0003879	CAEEL00338, CAEEL01399	MOUSE51723, MOUSE51724, MOUSE51725
OG0003881	CAEEL12169	MOUSE34941, MOUSE34940, MOUSE34939
OG0003884	CAEEL01060	MOUSE51646, MOUSE51647, MOUSE51649, MOUSE51645, MOUSE51650, MOUSE51648
OG0003885	CAEEL01791	MOUSE52050, MOUSE52047, MOUSE09216, MOUSE09218, MOUSE09219, MOUSE09215, MOUSE09217, MOUSE09220
OG0003886	CAEEL10383	MOUSE05592, MOUSE05590, MOUSE05588, MOUSE05593, MOUSE24488, MOUSE24487
OG0003887	CAEEL09306	MOUSE46306, MOUSE46305
OG0003887	CAEEL09446	MOUSE30820
OG0003892	CAEEL11760	MOUSE24997, MOUSE24998
OG0003893	CAEEL05797	MOUSE27805, MOUSE27806, MOUSE27807
OG0003894	CAEEL01425	MOUSE25680
OG0003895	CAEEL15379	MOUSE05047
OG0003897	CAEEL07613	MOUSE22869, MOUSE22871
OG0003898	CAEEL05728	MOUSE29424, MOUSE29423
OG0003900	CAEEL08813	MOUSE20186, MOUSE20185, MOUSE20184
OG0003901	CAEEL00786, CAEEL18671	MOUSE18085, MOUSE18087, MOUSE18086, MOUSE18084, MOUSE34314, MOUSE34315, MOUSE34313
OG0003904	CAEEL00419	MOUSE19671, MOUSE19672, MOUSE19670, MOUSE44859, MOUSE44858, MOUSE44857, MOUSE44860
OG0003905	CAEEL00484	MOUSE02073
OG0003906	CAEEL00814	MOUSE48566, MOUSE48567, MOUSE48565
OG0003908	CAEEL00218	MOUSE48727
OG0003908	CAEEL08148	MOUSE01976
OG0003909	CAEEL09488, CAEEL14422	MOUSE06721, MOUSE06722
OG0003910	CAEEL08553	MOUSE33951
OG0003911	CAEEL20590	MOUSE28427, MOUSE28428, MOUSE28429, MOUSE28430
OG0003912	CAEEL02731	MOUSE28242, MOUSE49733, MOUSE49734
OG0003913	CAEEL05199	MOUSE37139, MOUSE37140, MOUSE37141
OG0003915	CAEEL04887	MOUSE47591, MOUSE53939, MOUSE53940, MOUSE53938
OG0003916	CAEEL07068	MOUSE11886, MOUSE11883, MOUSE32101, MOUSE11887, MOUSE11888, MOUSE11885, MOUSE11884
OG0003917	CAEEL07507	MOUSE21868, MOUSE21864, MOUSE21866, MOUSE21865
OG0003918	CAEEL11925, CAEEL11924	MOUSE03352, MOUSE03353, MOUSE36870, MOUSE36868, MOUSE36871
OG0003920	CAEEL00358	MOUSE34202, MOUSE34203, MOUSE34199, MOUSE34201, MOUSE34197
OG0003921	CAEEL14832, CAEEL18358	MOUSE21508, MOUSE21507
OG0003922	CAEEL11421, CAEEL11420	MOUSE15487
OG0003923	CAEEL08718	MOUSE22537, MOUSE22540
OG0003925	CAEEL04108	MOUSE34231, MOUSE34234, MOUSE34233, MOUSE34232
OG0003926	CAEEL10754, CAEEL19332	MOUSE34485
OG0003929	CAEEL00949	MOUSE49806, MOUSE49805
OG0003930	CAEEL05047	MOUSE01906, MOUSE01907
OG0003931	CAEEL15548	MOUSE54521, MOUSE54520, MOUSE15104, MOUSE15103
OG0003933	CAEEL11609	MOUSE40723, MOUSE40721, MOUSE01760, MOUSE01761
OG0003934	CAEEL10046	MOUSE42153, MOUSE42147, MOUSE42150, MOUSE42152, MOUSE42146, MOUSE42144, MOUSE42151, MOUSE42149, MOUSE42145, MOUSE42148
OG0003937	CAEEL19289	MOUSE46835, MOUSE46834, MOUSE12731, MOUSE12732
OG0003938	CAEEL07167	MOUSE44129, MOUSE44122, MOUSE44123, MOUSE44128, MOUSE21304, MOUSE44124, MOUSE44119
OG0003939	CAEEL04128	MOUSE08650, MOUSE08652, MOUSE08651
OG0003940	CAEEL15126, CAEEL19780	MOUSE27096, MOUSE27095, MOUSE27094
OG0003943	CAEEL00131	MOUSE12675, MOUSE12671, MOUSE12673, MOUSE12674, MOUSE12668, MOUSE12670, MOUSE12669, MOUSE12672
OG0003944	CAEEL05219	MOUSE15418, MOUSE15417
OG0003945	CAEEL17988	MOUSE41583, MOUSE41582, MOUSE41581, MOUSE17288, MOUSE17289
OG0003946	CAEEL18782	MOUSE21095, MOUSE36215, MOUSE36213
OG0003946	CAEEL16148	MOUSE36214
OG0003947	CAEEL16177	MOUSE35865
OG0003949	CAEEL02494	MOUSE00545, MOUSE00544
OG0003950	CAEEL05823	MOUSE46969, MOUSE46968, MOUSE46965, MOUSE46966, MOUSE46967, MOUSE46964
OG0003951	CAEEL10367	MOUSE52852, MOUSE52853, MOUSE52855
OG0003954	CAEEL11860	MOUSE13604, MOUSE13605, MOUSE06634
OG0003955	CAEEL08204	MOUSE54923, MOUSE54922, MOUSE48233
OG0003959	CAEEL18903	MOUSE25457, MOUSE25458, MOUSE25459
OG0003961	CAEEL10706	MOUSE33639
OG0003965	CAEEL09858, CAEEL18478	MOUSE34195, MOUSE34194
OG0003967	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713	MOUSE46011, MOUSE46010
OG0003968	CAEEL18441	MOUSE30962, MOUSE30965, MOUSE30963, MOUSE30964, MOUSE24346, MOUSE24347
OG0003969	CAEEL01428, CAEEL15342	MOUSE11695, MOUSE11697, MOUSE11700, MOUSE11699, MOUSE11698, MOUSE11702, MOUSE11701, MOUSE11696
OG0003970	CAEEL00141, CAEEL08636	MOUSE37843, MOUSE37844, MOUSE37846, MOUSE37842, MOUSE37840, MOUSE37841
OG0003971	CAEEL03035	MOUSE25243, MOUSE25244
OG0003972	CAEEL09414	MOUSE28853, MOUSE28854, MOUSE28855
OG0003973	CAEEL17822	MOUSE07129, MOUSE07128, MOUSE28069, MOUSE28068
OG0003974	CAEEL05003, CAEEL05004, CAEEL05002	MOUSE17319
OG0003976	CAEEL09819	MOUSE46808
OG0003999	CAEEL08414	MOUSE39639, MOUSE39638
OG0004000	CAEEL02254	MOUSE53010, MOUSE53011
OG0004004	CAEEL09931	MOUSE48967, MOUSE55331
OG0004005	CAEEL09757	MOUSE06870, MOUSE06869, MOUSE06871
