Orthogroup	CAEEL	CAPO3
OG0008295	CAEEL15817	CAPO301876
OG0008297	CAEEL18979	CAPO301044
OG0008304	CAEEL04256	CAPO304565
OG0008307	CAEEL09006	CAPO301267
OG0008313	CAEEL06873	CAPO305984
OG0008325	CAEEL03674	CAPO305284
OG0008327	CAEEL12153	CAPO305580
OG0008332	CAEEL05599	CAPO307922
OG0008335	CAEEL06270	CAPO303407
OG0008336	CAEEL15189	CAPO301347
OG0008339	CAEEL12124	CAPO307257
OG0008341	CAEEL05446	CAPO301643
OG0008343	CAEEL05448	CAPO302270
OG0008346	CAEEL13144	CAPO307261
OG0008348	CAEEL07578	CAPO303902
OG0008349	CAEEL07351	CAPO301052
OG0008351	CAEEL00200	CAPO307792
OG0008369	CAEEL07070	CAPO301896
OG0008381	CAEEL18769	CAPO307305
OG0008400	CAEEL04648	CAPO300651
OG0008403	CAEEL01637	CAPO300621
OG0008404	CAEEL14841	CAPO307542
OG0008422	CAEEL05153	CAPO301678
OG0008424	CAEEL00661	CAPO300325
OG0008427	CAEEL05373	CAPO300837
OG0008444	CAEEL04821	CAPO305551
OG0008516	CAEEL14865	CAPO306989
OG0008533	CAEEL05305	CAPO306433
OG0008538	CAEEL02807	CAPO308019
OG0008540	CAEEL01640	CAPO306008
OG0008542	CAEEL01755	CAPO303728
OG0008558	CAEEL00291	CAPO304939
OG0008571	CAEEL11979	CAPO306528
OG0008589	CAEEL15056	CAPO300561
OG0008601	CAEEL06269, CAEEL18930	CAPO308135
OG0008620	CAEEL04544	CAPO301626
OG0008626	CAEEL11775	CAPO305741
OG0008633	CAEEL17795, CAEEL18021	CAPO307916
OG0008638	CAEEL15835	CAPO302585
OG0008639	CAEEL07741	CAPO304406
OG0008654	CAEEL05052	CAPO302567
OG0008655	CAEEL10187	CAPO303594
OG0008656	CAEEL01648	CAPO305542
OG0008658	CAEEL09756	CAPO302962
OG0008659	CAEEL01279	CAPO304842
OG0008662	CAEEL06591	CAPO304364
OG0008663	CAEEL13150	CAPO305299
OG0008672	CAEEL02695	CAPO301934
OG0008673	CAEEL14469	CAPO307917
OG0008676	CAEEL07159	CAPO303608
OG0008685	CAEEL07465	CAPO305455
OG0008689	CAEEL00927	CAPO306380
OG0008696	CAEEL09216	CAPO301935
OG0008785	CAEEL06702	CAPO301308
OG0008792	CAEEL01181	CAPO303971
OG0008794	CAEEL07396	CAPO303046
OG0008799	CAEEL16398	CAPO304437
OG0008816	CAEEL02754	CAPO305371
OG0008824	CAEEL08796	CAPO307205
OG0008836	CAEEL08808	CAPO302250
OG0008837	CAEEL04362	CAPO307939
OG0008877	CAEEL12677	CAPO307090
OG0008879	CAEEL06910	CAPO302991
OG0008903	CAEEL10152	CAPO303747
OG0008911	CAEEL05712	CAPO303875
OG0008913	CAEEL08017	CAPO300541
OG0008938	CAEEL01611	CAPO300696
OG0008953	CAEEL11173, CAEEL10434	CAPO302096
OG0008959	CAEEL10488	CAPO308005
OG0008962	CAEEL11608	CAPO301542
OG0008969	CAEEL05802	CAPO306557
OG0008990	CAEEL16731	CAPO301077
OG0009078	CAEEL01659	CAPO306454
OG0009115	CAEEL09619	CAPO303581
OG0009128	CAEEL10836	CAPO308246
OG0009152	CAEEL11985	CAPO303724
OG0009153	CAEEL05278	CAPO300987
OG0009165	CAEEL12928	CAPO303917
OG0009175	CAEEL09576	CAPO305249
OG0009176	CAEEL01801	CAPO302260
OG0009195	CAEEL17611	CAPO302713
OG0009196	CAEEL09706	CAPO302676
OG0009197	CAEEL00229, CAEEL04099, CAEEL18339	CAPO307545
OG0009203	CAEEL10490	CAPO306679
OG0009225	CAEEL15487	CAPO300867
OG0009232	CAEEL03097	CAPO306362, CAPO300613
OG0009297	CAEEL03167	CAPO302267
OG0009339	CAEEL06541	CAPO303020
OG0009344	CAEEL02026	CAPO305907
OG0009370	CAEEL11569	CAPO305276
OG0009371	CAEEL00412	CAPO302126
OG0009374	CAEEL04114	CAPO307954
OG0009382	CAEEL09660	CAPO307453
OG0009392	CAEEL20501	CAPO300845
OG0009415	CAEEL10784	CAPO304010
OG0009451	CAEEL07612	CAPO304190
OG0009452	CAEEL03075	CAPO304474
OG0009590	CAEEL10923	CAPO302279
OG0009604	CAEEL01986	CAPO307674
OG0009617	CAEEL05286	CAPO304819
OG0009629	CAEEL15547	CAPO304001
OG0009630	CAEEL08959	CAPO307063
OG0009634	CAEEL19363, CAEEL05336	CAPO300161
OG0009639	CAEEL15932	CAPO302947
OG0009651	CAEEL02019	CAPO301716
OG0009654	CAEEL16720	CAPO304675
OG0009676	CAEEL08642	CAPO302100
OG0009703	CAEEL05296	CAPO304925
OG0009906	CAEEL08474	CAPO304048
OG0009920	CAEEL07855	CAPO301007
OG0009921	CAEEL10707	CAPO301535
OG0009976	CAEEL14430	CAPO304620
OG0009994	CAEEL17392, CAEEL06241	CAPO302402
OG0010044	CAEEL18566	CAPO300860
OG0010047	CAEEL07501	CAPO303938
OG0010125	CAEEL11313	CAPO307044
OG0010139	CAEEL06671	CAPO300252
OG0010218	CAEEL01903	CAPO302550
OG0010323	CAEEL08147	CAPO305906
OG0010346	CAEEL06718	CAPO300263
OG0010369	CAEEL14711	CAPO302233
OG0010372	CAEEL00360	CAPO307603
OG0010383	CAEEL13759, CAEEL12309, CAEEL03615, CAEEL03616, CAEEL11198, CAEEL13758, CAEEL13740, CAEEL17057, CAEEL17039, CAEEL17026, CAEEL16573, CAEEL00955, CAEEL07904, CAEEL08116, CAEEL08117	CAPO304937
OG0010570	CAEEL11133	CAPO300504
OG0010574	CAEEL11936	CAPO308072
OG0010601	CAEEL01174	CAPO308252
OG0010643	CAEEL10924	CAPO307317
OG0010875	CAEEL12383	CAPO307033
OG0010880	CAEEL08581	CAPO303091
OG0010885	CAEEL20253	CAPO303506
OG0011004	CAEEL08293, CAEEL08288, CAEEL13824	CAPO305245
OG0011111	CAEEL05475, CAEEL04787	CAPO300518
OG0011258	CAEEL01988	CAPO307634
OG0011429	CAEEL06630	CAPO302665
OG0011658	CAEEL14008	CAPO301380
OG0011806	CAEEL15742, CAEEL15743, CAEEL13819	CAPO306187
OG0011869	CAEEL11172	CAPO306174
OG0011908	CAEEL14662	CAPO305024
OG0011920	CAEEL08146	CAPO301446
OG0011947	CAEEL15846	CAPO300896
OG0011968	CAEEL08201, CAEEL07713	CAPO300180
OG0012571	CAEEL09478, CAEEL08635, CAEEL18872, CAEEL18871, CAEEL18870, CAEEL12145	CAPO302688
OG0012842	CAEEL19914	CAPO305650
OG0012901	CAEEL13662	CAPO307921
OG0015230	CAEEL15935	CAPO306016
OG0016341	CAEEL08755	CAPO302446
OG0016394	CAEEL19337	CAPO306374
OG0016511	CAEEL01166	CAPO307950
OG0016548	CAEEL12140, CAEEL12141	CAPO300439
OG0018347	CAEEL15652	CAPO302745
OG0020739	CAEEL11754, CAEEL10931, CAEEL11756, CAEEL11755	CAPO303776
OG0022579	CAEEL05932	CAPO307462
OG0023144	CAEEL19759, CAEEL19758	CAPO301143
OG0024296	CAEEL19233	CAPO303151
