Orthogroup	CAEEL	HUMAN
OG0003543	CAEEL08637	HUMAN15202, HUMAN28052
OG0003544	CAEEL06236, CAEEL08896	HUMAN00617, HUMAN00616
OG0003545	CAEEL12984	HUMAN12962, HUMAN10596, HUMAN12961
OG0003548	CAEEL19888	HUMAN22282
OG0003550	CAEEL06728	HUMAN26578, HUMAN17867
OG0003551	CAEEL05919	HUMAN29004, HUMAN14799, HUMAN29003
OG0003552	CAEEL18151	HUMAN01497
OG0003554	CAEEL05099	HUMAN03429
OG0003556	CAEEL11919	HUMAN19312
OG0003561	CAEEL01643	HUMAN25470, HUMAN07496
OG0003562	CAEEL19208, CAEEL04183	HUMAN18584, HUMAN18585, HUMAN28168
OG0003563	CAEEL07782	HUMAN10685
OG0003564	CAEEL18104	HUMAN17366, HUMAN24302
OG0003566	CAEEL04245	HUMAN04196, HUMAN24973
OG0003567	CAEEL15549	HUMAN10488
OG0003569	CAEEL10722	HUMAN07054, HUMAN02397
OG0003570	CAEEL08761	HUMAN02027, HUMAN02024, HUMAN02025, HUMAN02026
OG0003571	CAEEL00659	HUMAN28033, HUMAN11183
OG0003573	CAEEL10174, CAEEL18886	HUMAN10776, HUMAN10871, HUMAN10813, HUMAN10775
OG0003576	CAEEL08492	HUMAN11578
OG0003577	CAEEL07169	HUMAN29012
OG0003578	CAEEL08037	HUMAN20028, HUMAN20029
OG0003579	CAEEL10103	HUMAN26278, HUMAN22725, HUMAN26279
OG0003581	CAEEL04793, CAEEL19859, CAEEL09422	HUMAN04085
OG0003582	CAEEL10165, CAEEL10958	HUMAN29836, HUMAN02330
OG0003585	CAEEL19947	HUMAN25564, HUMAN13697, HUMAN13696, HUMAN18958
OG0003597	CAEEL05204	HUMAN04460
OG0003598	CAEEL20069	HUMAN29147
OG0003599	CAEEL01022	HUMAN13888, HUMAN13887
OG0003603	CAEEL00903	HUMAN13251, HUMAN13246
OG0003604	CAEEL08873	HUMAN12260, HUMAN12259, HUMAN07277
OG0003607	CAEEL05764	HUMAN02686
OG0003611	CAEEL15351	HUMAN24173
OG0003612	CAEEL12107	HUMAN24816
OG0003613	CAEEL10330	HUMAN20927, HUMAN11439
OG0003615	CAEEL04572	HUMAN14433, HUMAN23272
OG0003617	CAEEL08768, CAEEL00622	HUMAN21414
OG0003618	CAEEL10379	HUMAN27888, HUMAN27890
OG0003619	CAEEL19948, CAEEL09130	HUMAN30124, HUMAN23959
OG0003620	CAEEL05074	HUMAN00039, HUMAN00038, HUMAN00040, HUMAN00037
OG0003621	CAEEL18738	HUMAN05310, HUMAN05311
OG0003623	CAEEL11847	HUMAN05857
OG0003624	CAEEL11456	HUMAN28864
OG0003626	CAEEL01251	HUMAN26164, HUMAN26165
OG0003629	CAEEL18064	HUMAN21741, HUMAN21740
OG0003630	CAEEL01945	HUMAN10764, HUMAN10786
OG0003632	CAEEL04287	HUMAN00144, HUMAN00145, HUMAN21796
OG0003634	CAEEL05819, CAEEL05206, CAEEL08505	HUMAN00127
OG0003638	CAEEL14206	HUMAN08782
OG0003640	CAEEL01151	HUMAN13431, HUMAN17671
OG0003641	CAEEL02290	HUMAN13743, HUMAN13746, HUMAN13744, HUMAN19226
OG0003644	CAEEL07060	HUMAN29286, HUMAN29287, HUMAN29285, HUMAN29284
OG0003645	CAEEL08952	HUMAN12127, HUMAN12130, HUMAN20257, HUMAN20256, HUMAN12129, HUMAN12128
OG0003646	CAEEL04268	HUMAN09524
OG0003647	CAEEL08061	HUMAN23500
OG0003649	CAEEL02106	HUMAN14411
OG0003650	CAEEL01596	HUMAN19278, HUMAN19276, HUMAN19277
OG0003652	CAEEL00198, CAEEL00197	HUMAN05434, HUMAN25517
OG0003655	CAEEL01543	HUMAN25720, HUMAN07525
OG0003656	CAEEL00717	HUMAN09498, HUMAN09499, HUMAN01632
OG0003657	CAEEL18724	HUMAN17897
OG0003658	CAEEL17892	HUMAN26110, HUMAN26109
OG0003659	CAEEL00820	HUMAN12849, HUMAN12851
OG0003660	CAEEL11348	HUMAN03330
OG0003661	CAEEL11758	HUMAN06668
OG0003664	CAEEL10164	HUMAN12052
OG0003667	CAEEL14775	HUMAN19771
OG0003668	CAEEL09161, CAEEL09163	HUMAN30167, HUMAN09900, HUMAN09899
OG0003669	CAEEL08786, CAEEL08784	HUMAN29028
OG0003672	CAEEL12653	HUMAN12138
OG0003676	CAEEL00672	HUMAN29262
OG0003677	CAEEL08632	HUMAN17731, HUMAN02931, HUMAN12515, HUMAN12514
OG0003678	CAEEL03764	HUMAN14661, HUMAN01033, HUMAN14660
OG0003679	CAEEL14380	HUMAN21403, HUMAN02922
OG0003680	CAEEL10627	HUMAN06616, HUMAN18004, HUMAN18005
OG0003681	CAEEL03276	HUMAN20399, HUMAN04398
OG0003683	CAEEL06697	HUMAN04992
OG0003686	CAEEL01983	HUMAN11096
OG0003688	CAEEL03025	HUMAN00391, HUMAN00390
OG0003689	CAEEL07514	HUMAN12564, HUMAN17888
OG0003690	CAEEL08798	HUMAN08255, HUMAN08254, HUMAN08253
OG0003692	CAEEL09322	HUMAN26245
OG0003693	CAEEL09517	HUMAN05789, HUMAN05791, HUMAN05790, HUMAN21038
OG0003694	CAEEL08779	HUMAN01597
OG0003695	CAEEL18980	HUMAN29320, HUMAN28471
OG0003696	CAEEL15341	HUMAN26795
OG0003697	CAEEL07546	HUMAN10210, HUMAN10208, HUMAN13631
OG0003698	CAEEL05872	HUMAN03524, HUMAN27578
OG0003700	CAEEL08489	HUMAN10461, HUMAN13432, HUMAN13433
OG0003701	CAEEL04838	HUMAN21420
OG0003702	CAEEL19917	HUMAN18794, HUMAN08385
OG0003703	CAEEL05947	HUMAN09418
OG0003704	CAEEL02747	HUMAN14829, HUMAN01005
OG0003708	CAEEL02697, CAEEL19979	HUMAN00455
OG0003710	CAEEL05057	HUMAN29654, HUMAN22687
OG0003712	CAEEL12274	HUMAN20248, HUMAN10482
OG0003716	CAEEL00239	HUMAN21975
OG0003718	CAEEL00456	HUMAN18082
OG0003719	CAEEL01088	HUMAN01524
OG0003721	CAEEL19092	HUMAN08875, HUMAN04841
OG0003724	CAEEL04996	HUMAN00259
OG0003725	CAEEL04639	HUMAN28512, HUMAN00988, HUMAN00987, HUMAN28511
OG0003727	CAEEL20128	HUMAN15652
OG0003729	CAEEL01397	HUMAN17750
OG0003731	CAEEL14842	HUMAN14612, HUMAN14611
OG0003732	CAEEL10948	HUMAN17458
OG0003733	CAEEL05542	HUMAN28575
OG0003734	CAEEL18003	HUMAN29355
OG0003735	CAEEL04830, CAEEL04829	HUMAN05438, HUMAN05437
OG0003736	CAEEL10845	HUMAN11064
OG0003737	CAEEL18594, CAEEL11885, CAEEL18366	HUMAN29411, HUMAN02196
OG0003739	CAEEL06789	HUMAN17673
OG0003740	CAEEL07837	HUMAN04216, HUMAN04217
OG0003741	CAEEL07870	HUMAN15538
OG0003743	CAEEL12238	HUMAN07084, HUMAN07087, HUMAN07083, HUMAN07085
OG0003745	CAEEL16018, CAEEL17606	HUMAN19746, HUMAN19745, HUMAN19747, HUMAN19744
OG0003746	CAEEL07398	HUMAN18235, HUMAN12379
OG0003748	CAEEL00242	HUMAN06965, HUMAN06967, HUMAN06966
OG0003749	CAEEL20507	HUMAN06179
OG0003750	CAEEL05076	HUMAN18942, HUMAN18943
OG0003752	CAEEL04520	HUMAN28947, HUMAN09871
OG0003753	CAEEL18657	HUMAN13277, HUMAN13278, HUMAN13279, HUMAN10303, HUMAN10302
OG0003754	CAEEL19668, CAEEL05669	HUMAN04680, HUMAN06799
OG0003755	CAEEL09173	HUMAN13092
OG0003756	CAEEL01606	HUMAN11263
OG0003758	CAEEL05748	HUMAN12883, HUMAN12882, HUMAN06530, HUMAN06529, HUMAN06528
OG0003759	CAEEL09625	HUMAN11801, HUMAN24876
OG0003761	CAEEL19863	HUMAN09889, HUMAN28585
OG0003763	CAEEL02008, CAEEL02007, CAEEL02011	HUMAN25652
OG0003764	CAEEL15954	HUMAN13587, HUMAN13588
OG0003766	CAEEL13937, CAEEL13938, CAEEL18113, CAEEL04435, CAEEL04439	HUMAN19093
OG0003767	CAEEL07794	HUMAN28071, HUMAN28072
OG0003768	CAEEL07458	HUMAN06974, HUMAN06975
OG0003771	CAEEL18560, CAEEL05367	HUMAN13368, HUMAN13367, HUMAN20264
OG0003775	CAEEL06672	HUMAN22617
OG0003776	CAEEL14271	HUMAN19372, HUMAN19371
OG0003778	CAEEL10576	HUMAN16925, HUMAN19684, HUMAN19685
OG0003779	CAEEL12785	HUMAN11974
OG0003780	CAEEL20711	HUMAN18353, HUMAN30243, HUMAN07642, HUMAN07641
OG0003795	CAEEL09855	HUMAN29845
OG0003798	CAEEL11938	HUMAN17950, HUMAN06536
OG0003803	CAEEL19629	HUMAN02236
OG0003806	CAEEL10842	HUMAN10280
OG0003807	CAEEL06933	HUMAN10606, HUMAN10605
OG0003808	CAEEL08177	HUMAN00688, HUMAN00686
OG0003811	CAEEL07020	HUMAN22421, HUMAN22419
OG0003812	CAEEL07296	HUMAN29819
OG0003813	CAEEL10820	HUMAN22627, HUMAN18665
OG0003817	CAEEL02053	HUMAN21262
OG0003818	CAEEL15512	HUMAN07697
OG0003821	CAEEL09346	HUMAN01393, HUMAN20961
OG0003824	CAEEL17849	HUMAN27737
OG0003826	CAEEL02634	HUMAN11781
OG0003827	CAEEL04098	HUMAN01147
OG0003829	CAEEL08428	HUMAN01266
OG0003831	CAEEL08097	HUMAN22335
OG0003832	CAEEL11899	HUMAN01432, HUMAN01433, HUMAN01434, HUMAN06725, HUMAN20997
OG0003833	CAEEL05813, CAEEL14180	HUMAN27613
OG0003834	CAEEL00145	HUMAN14036, HUMAN11315
OG0003837	CAEEL11909, CAEEL11910	HUMAN13331
OG0003838	CAEEL14290, CAEEL14289, CAEEL14291	HUMAN07732, HUMAN07731, HUMAN22348
OG0003839	CAEEL11415	HUMAN02039
OG0003840	CAEEL01767	HUMAN09600, HUMAN01591, HUMAN09601
OG0003843	CAEEL14293	HUMAN17036
OG0003844	CAEEL02775	HUMAN28533
OG0003846	CAEEL00811, CAEEL18648	HUMAN27511, HUMAN17115, HUMAN27512, HUMAN17116
OG0003847	CAEEL07371	HUMAN12497
OG0003848	CAEEL08837	HUMAN02199
OG0003850	CAEEL11705	HUMAN00536, HUMAN00537, HUMAN00534, HUMAN00535
OG0003851	CAEEL08777	HUMAN02980, HUMAN02979
OG0003852	CAEEL00155	HUMAN10038, HUMAN10035, HUMAN23688
OG0003853	CAEEL13793	HUMAN25110, HUMAN25109
OG0003854	CAEEL01789	HUMAN15026, HUMAN15025, HUMAN15024, HUMAN15023, HUMAN10092, HUMAN10091
OG0003855	CAEEL18132	HUMAN01644
OG0003856	CAEEL07428	HUMAN20705
OG0003857	CAEEL19675	HUMAN10555
OG0003858	CAEEL06932	HUMAN25115
OG0003863	CAEEL18943	HUMAN03803, HUMAN03804
OG0003864	CAEEL01846	HUMAN15578, HUMAN15577
OG0003865	CAEEL02514	HUMAN21906, HUMAN06498
OG0003866	CAEEL00295	HUMAN29685, HUMAN05999, HUMAN29686
OG0003867	CAEEL15761	HUMAN26780
OG0003868	CAEEL18485	HUMAN14809, HUMAN02201
OG0003869	CAEEL00094	HUMAN12692
OG0003870	CAEEL17745	HUMAN16081, HUMAN16083, HUMAN16082
OG0003872	CAEEL14869	HUMAN19735
OG0003873	CAEEL07437	HUMAN02732
OG0003875	CAEEL00868	HUMAN04342
OG0003876	CAEEL04369	HUMAN28953, HUMAN28954
OG0003879	CAEEL00338, CAEEL01399	HUMAN09653
OG0003881	CAEEL12169	HUMAN00160
OG0003884	CAEEL01060	HUMAN09697
OG0003885	CAEEL01791	HUMAN25203, HUMAN24509
OG0003886	CAEEL10383	HUMAN12711, HUMAN02704
OG0003887	CAEEL09306	HUMAN10867, HUMAN10808
OG0003887	CAEEL09446	HUMAN01579
OG0003892	CAEEL11760	HUMAN02849, HUMAN02848
OG0003893	CAEEL05797	HUMAN17502
OG0003894	CAEEL01425	HUMAN29298
OG0003895	CAEEL15379	HUMAN13034
OG0003897	CAEEL07613	HUMAN18373, HUMAN18372
OG0003898	CAEEL05728	HUMAN21809, HUMAN21810
OG0003900	CAEEL08813	HUMAN04893, HUMAN04894, HUMAN04892
OG0003901	CAEEL00786, CAEEL18671	HUMAN25158, HUMAN00514
OG0003904	CAEEL00419	HUMAN14015, HUMAN09983, HUMAN09982, HUMAN09984
OG0003906	CAEEL00814	HUMAN14951
OG0003908	CAEEL00218	HUMAN22926
OG0003908	CAEEL08148	HUMAN06953, HUMAN06952, HUMAN06951
OG0003909	CAEEL09488, CAEEL14422	HUMAN16634
OG0003910	CAEEL08553	HUMAN00725
OG0003911	CAEEL20590	HUMAN18914, HUMAN18913
OG0003912	CAEEL02731	HUMAN18812, HUMAN11530, HUMAN11531
OG0003913	CAEEL05199	HUMAN22057
OG0003915	CAEEL04887	HUMAN07885, HUMAN30288
OG0003916	CAEEL07068	HUMAN07943, HUMAN28011
OG0003917	CAEEL07507	HUMAN17384
OG0003918	CAEEL11925, CAEEL11924	HUMAN24389, HUMAN22575
OG0003920	CAEEL00358	HUMAN00591, HUMAN00592
OG0003921	CAEEL14832, CAEEL18358	HUMAN27803
OG0003922	CAEEL11421, CAEEL11420	HUMAN21903, HUMAN21904
OG0003923	CAEEL08718	HUMAN18230
OG0003925	CAEEL04108	HUMAN00566, HUMAN00563, HUMAN00564, HUMAN00565
OG0003926	CAEEL10754, CAEEL19332	HUMAN00418
OG0003929	CAEEL00949	HUMAN11590, HUMAN11588, HUMAN11589, HUMAN11587
OG0003930	CAEEL05047	HUMAN06982, HUMAN06981, HUMAN06983
OG0003931	CAEEL15548	HUMAN10525, HUMAN10524, HUMAN29902
OG0003933	CAEEL11609	HUMAN21430, HUMAN07048
OG0003934	CAEEL10046	HUMAN16284
OG0003937	CAEEL19289	HUMAN03795, HUMAN27601
OG0003938	CAEEL07167	HUMAN16018
OG0003939	CAEEL04128	HUMAN02684
OG0003940	CAEEL15126, CAEEL19780	HUMAN04396
OG0003943	CAEEL00131	HUMAN27634
OG0003944	CAEEL05219	HUMAN21868
OG0003945	CAEEL17988	HUMAN05797, HUMAN05796, HUMAN24950
OG0003946	CAEEL18782	HUMAN03504, HUMAN03508, HUMAN22287
OG0003947	CAEEL16177	HUMAN22108, HUMAN27709
OG0003949	CAEEL02494	HUMAN25455, HUMAN25454
OG0003950	CAEEL05823	HUMAN03842, HUMAN03843
OG0003951	CAEEL10367	HUMAN20874
OG0003954	CAEEL11860	HUMAN28199, HUMAN16670
OG0003955	CAEEL08204	HUMAN23068
OG0003959	CAEEL18903	HUMAN29359
OG0003961	CAEEL10706	HUMAN00898
OG0003965	CAEEL09858, CAEEL18478	HUMAN00594, HUMAN00595, HUMAN00593
OG0003967	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713	HUMAN10627
OG0003968	CAEEL18441	HUMAN01462, HUMAN01977
OG0003969	CAEEL01428, CAEEL15342	HUMAN08409
OG0003970	CAEEL00141, CAEEL08636	HUMAN07324
OG0003971	CAEEL03035	HUMAN29506
OG0003972	CAEEL09414	HUMAN19162
OG0003973	CAEEL17822	HUMAN08329, HUMAN18737
OG0003974	CAEEL05003, CAEEL05004, CAEEL05002	HUMAN24977
OG0003999	CAEEL08414	HUMAN27197, HUMAN27199, HUMAN27198
OG0004000	CAEEL02254	HUMAN20817
OG0004004	CAEEL09931	HUMAN11010
OG0004005	CAEEL09757	HUMAN16559, HUMAN16556, HUMAN16557, HUMAN16560, HUMAN16558
OG0004007	CAEEL08380, CAEEL20738	HUMAN01069, HUMAN23295
OG0004009	CAEEL10425	HUMAN22781, HUMAN03273
OG0004010	CAEEL11606	HUMAN23360
OG0004012	CAEEL08889	HUMAN24339, HUMAN24338, HUMAN24337
OG0004014	CAEEL07353	HUMAN18181
OG0004015	CAEEL03765	HUMAN01156
OG0004017	CAEEL08935	HUMAN10876
OG0004021	CAEEL07321	HUMAN11780, HUMAN11779
OG0004025	CAEEL20824	HUMAN22133
OG0004027	CAEEL07583	HUMAN06638, HUMAN12722
OG0004030	CAEEL15803	HUMAN10251
OG0004031	CAEEL15887	HUMAN15780
OG0004032	CAEEL15185	HUMAN30273, HUMAN30274, HUMAN07906
OG0004033	CAEEL15848	HUMAN02667
OG0004033	CAEEL02280	HUMAN08457
OG0004035	CAEEL06509	HUMAN18569
OG0004036	CAEEL05364	HUMAN00606, HUMAN30598, HUMAN05435
OG0004037	CAEEL05545	HUMAN18538, HUMAN18540
OG0004038	CAEEL04280	HUMAN14761
OG0004040	CAEEL09311	HUMAN22331
OG0004041	CAEEL06388	HUMAN18706
OG0004042	CAEEL00958	HUMAN04449
OG0004044	CAEEL07379	HUMAN20694
OG0004047	CAEEL19277, CAEEL00270	HUMAN13570
OG0004051	CAEEL06861	HUMAN12917, HUMAN17896, HUMAN06505
OG0004052	CAEEL02741	HUMAN15057, HUMAN15056
OG0004053	CAEEL01273	HUMAN04048, HUMAN29957, HUMAN28825, HUMAN01839
OG0004054	CAEEL15244	HUMAN08335, HUMAN15782
OG0004056	CAEEL01652	HUMAN23551, HUMAN21186
OG0004057	CAEEL03603	HUMAN26949
OG0004059	CAEEL14867	HUMAN15829
OG0004061	CAEEL01258, CAEEL18941, CAEEL01257, CAEEL05319	HUMAN00893, HUMAN00894
OG0004063	CAEEL02350	HUMAN07941, HUMAN07942
OG0004064	CAEEL00654	HUMAN18276, HUMAN18275
OG0004065	CAEEL05056	HUMAN00215, HUMAN00216
OG0004067	CAEEL02869	HUMAN18034
OG0004068	CAEEL10640	HUMAN30035, HUMAN30649, HUMAN30612
OG0004071	CAEEL00928	HUMAN02291, HUMAN24781, HUMAN24782, HUMAN29079, HUMAN02290, HUMAN24780
OG0004072	CAEEL09095, CAEEL07075	HUMAN13160
OG0004074	CAEEL01304	HUMAN03471
OG0004076	CAEEL07566	HUMAN28164, HUMAN28163, HUMAN28165, HUMAN28162
OG0004080	CAEEL12810	HUMAN18253, HUMAN27257
OG0004081	CAEEL18163	HUMAN18386
OG0004085	CAEEL04587	HUMAN07816
OG0004087	CAEEL07761	HUMAN20699
OG0004089	CAEEL11769, CAEEL11770	HUMAN21587
OG0004090	CAEEL02918	HUMAN06601
OG0004091	CAEEL04573	HUMAN28496
OG0004092	CAEEL07326	HUMAN26216, HUMAN12524
OG0004095	CAEEL02755	HUMAN04244, HUMAN04243
OG0004096	CAEEL09363	HUMAN02141
OG0004097	CAEEL05789	HUMAN30130, HUMAN30128, HUMAN30129, HUMAN30127, HUMAN08360
OG0004098	CAEEL05361	HUMAN28862, HUMAN01104
OG0004099	CAEEL07071	HUMAN16085, HUMAN20170
OG0004100	CAEEL19773	HUMAN06958
OG0004101	CAEEL10753	HUMAN12860
OG0004102	CAEEL20123	HUMAN03466
OG0004103	CAEEL10626	HUMAN19037
OG0004104	CAEEL04801	HUMAN14010
OG0004105	CAEEL05115	HUMAN28120
OG0004106	CAEEL04225	HUMAN00171, HUMAN00169
OG0004110	CAEEL01260	HUMAN23820, HUMAN03249
OG0004112	CAEEL00522	HUMAN01822, HUMAN01821
OG0004113	CAEEL09663	HUMAN20537
OG0004114	CAEEL13365	HUMAN04859, HUMAN04858, HUMAN04860
OG0004115	CAEEL05975	HUMAN21493
OG0004116	CAEEL17798	HUMAN05608, HUMAN05607
OG0004118	CAEEL09754	HUMAN26960, HUMAN26961
OG0004119	CAEEL00177	HUMAN15237, HUMAN15236
OG0004120	CAEEL09396	HUMAN03333
OG0004121	CAEEL06572, CAEEL06571, CAEEL06570, CAEEL06569	HUMAN00202, HUMAN21585
OG0004122	CAEEL20018	HUMAN29461, HUMAN29462
OG0004123	CAEEL05731	HUMAN05602, HUMAN05601, HUMAN05600
OG0004124	CAEEL02724, CAEEL02723	HUMAN19130, HUMAN27894
OG0004127	CAEEL19955, CAEEL18275, CAEEL06860	HUMAN27924, HUMAN27923
OG0004128	CAEEL11738	HUMAN20446, HUMAN16881, HUMAN16882
OG0004130	CAEEL02356	HUMAN01818
OG0004133	CAEEL05363	HUMAN18302, HUMAN07684
OG0004134	CAEEL07495	HUMAN22443
OG0004135	CAEEL19516	HUMAN25931, HUMAN25933, HUMAN25932, HUMAN13193
OG0004136	CAEEL04479	HUMAN02426, HUMAN02427
OG0004137	CAEEL00169, CAEEL00170	HUMAN28841
OG0004139	CAEEL04347	HUMAN28858, HUMAN14285
OG0004142	CAEEL10168	HUMAN14999
OG0004144	CAEEL00709	HUMAN20558, HUMAN21379
OG0004145	CAEEL14333	HUMAN08310, HUMAN18750
OG0004147	CAEEL07109	HUMAN21565
OG0004148	CAEEL07951	HUMAN12377
OG0004150	CAEEL09285	HUMAN20665
OG0004151	CAEEL01499	HUMAN11355, HUMAN11356
OG0004153	CAEEL11562	HUMAN24083
OG0004156	CAEEL05393	HUMAN21442
OG0004157	CAEEL18994	HUMAN29821
OG0004158	CAEEL00394	HUMAN17542, HUMAN27299
OG0004159	CAEEL16103	HUMAN15832, HUMAN08705, HUMAN02665
OG0004160	CAEEL08700	HUMAN00868
OG0004161	CAEEL18958	HUMAN17700
OG0004164	CAEEL10119	HUMAN03236, HUMAN23812, HUMAN23813
OG0004166	CAEEL04359	HUMAN27687
OG0004167	CAEEL14218	HUMAN04739
OG0004168	CAEEL08233	HUMAN11718
OG0004169	CAEEL01556	HUMAN13644
OG0004170	CAEEL10605	HUMAN15967
OG0004171	CAEEL11852	HUMAN15518
OG0004176	CAEEL01489	HUMAN22859, HUMAN22860
OG0004179	CAEEL10656	HUMAN10496, HUMAN10497, HUMAN12064, HUMAN12065, HUMAN12066, HUMAN12169
OG0004180	CAEEL08381	HUMAN27280, HUMAN18278, HUMAN27279
OG0004181	CAEEL13830	HUMAN22409
OG0004182	CAEEL14269	HUMAN19435
OG0004184	CAEEL15780, CAEEL15781	HUMAN02697
OG0004185	CAEEL19854	HUMAN01862, HUMAN20490
OG0004186	CAEEL13926	HUMAN08997, HUMAN08995, HUMAN02715
OG0004187	CAEEL02068	HUMAN11528, HUMAN08193, HUMAN08194
OG0004188	CAEEL15410	HUMAN08423, HUMAN08422
OG0004189	CAEEL17811	HUMAN12201, HUMAN07399
OG0004198	CAEEL12770	HUMAN09595, HUMAN01753, HUMAN09594, HUMAN01752
OG0004200	CAEEL04657	HUMAN05753, HUMAN01993, HUMAN05752, HUMAN19370, HUMAN19369
OG0004215	CAEEL08870	HUMAN12295, HUMAN12294, HUMAN12293
OG0004216	CAEEL02995	HUMAN20287
OG0004217	CAEEL08020	HUMAN22836
OG0004218	CAEEL08860	HUMAN27915
OG0004219	CAEEL00713	HUMAN17843, HUMAN17842
OG0004222	CAEEL05571	HUMAN08455
OG0004223	CAEEL05790	HUMAN05025, HUMAN05023
OG0004225	CAEEL07717	HUMAN06624, HUMAN06623, HUMAN27310
OG0004227	CAEEL05233	HUMAN00825
OG0004228	CAEEL13669	HUMAN27429
OG0004229	CAEEL11625	HUMAN03153
OG0004230	CAEEL07897	HUMAN05581
OG0004231	CAEEL00452	HUMAN13253
OG0004232	CAEEL03690	HUMAN22434
OG0004233	CAEEL12306	HUMAN00119
OG0004235	CAEEL09358	HUMAN12117
OG0004236	CAEEL15188	HUMAN16992
OG0004238	CAEEL19751	HUMAN24523
OG0004240	CAEEL11686	HUMAN18709, HUMAN04795
OG0004241	CAEEL20251	HUMAN07668
OG0004243	CAEEL01439	HUMAN12837
OG0004244	CAEEL12157	HUMAN21470
OG0004245	CAEEL11730	HUMAN03723, HUMAN03722, HUMAN07043
OG0004246	CAEEL17853	HUMAN12879, HUMAN12881
OG0004248	CAEEL11465	HUMAN18975, HUMAN18976
OG0004249	CAEEL17634	HUMAN22547, HUMAN22545, HUMAN22548, HUMAN22546
OG0004252	CAEEL07003	HUMAN25401, HUMAN25402, HUMAN25400
OG0004253	CAEEL06637	HUMAN10905, HUMAN26337
OG0004254	CAEEL05989	HUMAN27698
OG0004255	CAEEL03031	HUMAN20924
OG0004257	CAEEL01608	HUMAN17628
OG0004258	CAEEL00939	HUMAN19337, HUMAN19336, HUMAN19590
OG0004259	CAEEL12479, CAEEL01029, CAEEL01027, CAEEL01028	HUMAN09749
OG0004261	CAEEL04677	HUMAN13774
OG0004262	CAEEL13871	HUMAN08768, HUMAN08767, HUMAN08769
OG0004263	CAEEL04092, CAEEL20329	HUMAN17547
OG0004265	CAEEL08248	HUMAN01336
OG0004268	CAEEL02406	HUMAN15200, HUMAN15199, HUMAN15201
OG0004269	CAEEL07842	HUMAN03613
OG0004270	CAEEL02066	HUMAN01652
OG0004271	CAEEL10494	HUMAN26827
OG0004273	CAEEL04799	HUMAN12115, HUMAN12114
OG0004274	CAEEL05009	HUMAN11120
OG0004277	CAEEL06545	HUMAN29963
OG0004278	CAEEL07238	HUMAN28639
OG0004280	CAEEL16211, CAEEL16212	HUMAN13148
OG0004282	CAEEL18359, CAEEL13638	HUMAN00466
OG0004283	CAEEL08314	HUMAN22365
OG0004284	CAEEL08527	HUMAN22289
OG0004285	CAEEL01238	HUMAN24318, HUMAN24317, HUMAN24319
OG0004288	CAEEL01059	HUMAN23255
OG0004289	CAEEL02984	HUMAN08406
OG0004290	CAEEL02030	HUMAN11088, HUMAN11089, HUMAN26173
OG0004291	CAEEL04748	HUMAN02664
OG0004292	CAEEL15301	HUMAN18016, HUMAN18018, HUMAN18017
OG0004294	CAEEL04571	HUMAN04148, HUMAN04149, HUMAN02311, HUMAN02310
OG0004295	CAEEL03919	HUMAN14256
OG0004297	CAEEL19228	HUMAN24896
OG0004299	CAEEL07283	HUMAN22961, HUMAN05108, HUMAN22962
OG0004301	CAEEL07551	HUMAN04644
OG0004302	CAEEL07295	HUMAN23334
OG0004303	CAEEL12783	HUMAN18308, HUMAN18307
OG0004304	CAEEL17137	HUMAN07403, HUMAN07402, HUMAN07400, HUMAN07401
OG0004305	CAEEL02874	HUMAN14140, HUMAN14141
OG0004307	CAEEL00090	HUMAN13513
OG0004308	CAEEL00320	HUMAN30057
OG0004309	CAEEL13877	HUMAN03042
OG0004310	CAEEL02565	HUMAN01879, HUMAN01878, HUMAN15096, HUMAN15095
OG0004312	CAEEL05846	HUMAN01959
OG0004314	CAEEL00001	HUMAN02115, HUMAN29290, HUMAN29291
OG0004316	CAEEL10340	HUMAN26704, HUMAN21828
OG0004317	CAEEL07185	HUMAN07353
OG0004321	CAEEL11975	HUMAN03148
OG0004324	CAEEL07830	HUMAN19248
OG0004325	CAEEL07606	HUMAN17229
OG0004326	CAEEL05465, CAEEL10687	HUMAN27157, HUMAN27158
OG0004328	CAEEL00916	HUMAN18966, HUMAN18965
OG0004330	CAEEL15513	HUMAN08424
OG0004331	CAEEL11038	HUMAN08295
OG0004332	CAEEL19699	HUMAN05580
OG0004333	CAEEL19900	HUMAN28274
OG0004334	CAEEL04372	HUMAN00979, HUMAN00978
OG0004335	CAEEL09206	HUMAN22919
OG0004337	CAEEL11698, CAEEL01133	HUMAN01473
OG0004338	CAEEL07793	HUMAN05208
OG0004344	CAEEL16267	HUMAN30235, HUMAN30231, HUMAN30232
OG0004345	CAEEL06934	HUMAN29416
OG0004347	CAEEL07276	HUMAN19877
OG0004348	CAEEL08518	HUMAN29749
OG0004349	CAEEL06923, CAEEL06922	HUMAN08334, HUMAN08332, HUMAN08333
OG0004350	CAEEL01588	HUMAN25142
OG0004351	CAEEL08854	HUMAN05858
OG0004353	CAEEL03078	HUMAN05861
OG0004355	CAEEL17139	HUMAN20522, HUMAN06764, HUMAN20523
OG0004356	CAEEL10602	HUMAN21882
OG0004357	CAEEL01908	HUMAN17377
OG0004358	CAEEL10874	HUMAN20549
OG0004359	CAEEL05118	HUMAN21016, HUMAN29937
OG0004360	CAEEL08760	HUMAN02590
