Orthogroup	DROME	MOUSE
OG0002438	DROME02545, DROME02547, DROME02544, DROME02546, DROME02543, DROME02548	MOUSE14861, MOUSE14859, MOUSE14863, MOUSE14865, MOUSE14858, MOUSE14864, MOUSE26521
OG0002439	DROME05940, DROME05941, DROME05938, DROME05939, DROME05937	MOUSE24943, MOUSE24942
OG0002441	DROME14577	MOUSE54605, MOUSE54604, MOUSE54606
OG0002442	DROME02127	MOUSE04002, MOUSE42403, MOUSE42402, MOUSE42405, MOUSE28904, MOUSE28905, MOUSE42404
OG0002443	DROME01526	MOUSE02330, MOUSE02331, MOUSE02329
OG0002445	DROME05216	MOUSE34337
OG0002446	DROME15360	MOUSE14189, MOUSE14187, MOUSE14186, MOUSE14191, MOUSE14190, MOUSE14188, MOUSE14192, MOUSE14193
OG0002447	DROME21846	MOUSE44491, MOUSE44488, MOUSE44490
OG0002448	DROME11052, DROME11051, DROME14484	MOUSE11077, MOUSE11074, MOUSE11075, MOUSE11076
OG0002449	DROME15585, DROME15584	MOUSE20239, MOUSE20238, MOUSE20237, MOUSE24757, MOUSE24754, MOUSE24758, MOUSE24756
OG0002450	DROME13933, DROME13932	MOUSE30346, MOUSE30343, MOUSE30344, MOUSE30338, MOUSE30342, MOUSE30341, MOUSE30339, MOUSE30337, MOUSE10244, MOUSE10243
OG0002451	DROME11090, DROME11091	MOUSE02051, MOUSE52543
OG0002452	DROME10865, DROME10861, DROME10859, DROME10860, DROME10862, DROME10864, DROME10863	MOUSE26238, MOUSE26237, MOUSE05827, MOUSE05830, MOUSE05831
OG0002453	DROME02946, DROME02947	MOUSE50652, MOUSE50651, MOUSE50650
OG0002454	DROME18954	MOUSE37791, MOUSE37793, MOUSE38210, MOUSE38209
OG0002455	DROME03225	MOUSE29475
OG0002456	DROME18750, DROME18749	MOUSE53275, MOUSE53282, MOUSE53276, MOUSE53280, MOUSE05489, MOUSE53281
OG0002457	DROME06769, DROME06768, DROME16441	MOUSE08012
OG0002461	DROME19347, DROME19346	MOUSE29823, MOUSE30128
OG0002464	DROME16496, DROME16497	MOUSE00761, MOUSE00762, MOUSE09599, MOUSE09598, MOUSE09600, MOUSE09596, MOUSE09597, MOUSE48305, MOUSE48304
OG0002467	DROME06832, DROME06831, DROME06829, DROME06827, DROME06828, DROME06826, DROME06830	MOUSE34362, MOUSE13433, MOUSE13431, MOUSE13430, MOUSE13432, MOUSE06807, MOUSE06808
OG0002476	DROME01629	MOUSE49569
OG0002477	DROME15747, DROME15746	MOUSE48838, MOUSE48839, MOUSE42739
OG0002478	DROME13923, DROME13924	MOUSE32475, MOUSE32476, MOUSE32477, MOUSE32474, MOUSE32473, MOUSE32472, MOUSE09462, MOUSE09460, MOUSE09461
OG0002481	DROME19199	MOUSE43445, MOUSE20163, MOUSE28056, MOUSE28055
OG0002486	DROME10604	MOUSE03701, MOUSE03700
OG0002487	DROME02067, DROME02068	MOUSE07251, MOUSE07250, MOUSE07256, MOUSE07254, MOUSE07255, MOUSE07249, MOUSE07253, MOUSE07252, MOUSE49926
OG0002489	DROME17457	MOUSE21419, MOUSE27891
OG0002490	DROME08630, DROME08629	MOUSE54267, MOUSE06889
OG0002491	DROME17605, DROME16735	MOUSE19148, MOUSE19150, MOUSE19149, MOUSE01459, MOUSE01463, MOUSE19153
OG0002492	DROME17673, DROME17672	MOUSE22837
OG0002494	DROME09533, DROME09534	MOUSE15175, MOUSE15172, MOUSE28842, MOUSE15173, MOUSE15174, MOUSE28843, MOUSE28845, MOUSE28844
OG0002495	DROME03178	MOUSE26565, MOUSE26564, MOUSE26610, MOUSE26616, MOUSE26608, MOUSE26614, MOUSE26606, MOUSE26612, MOUSE26617, MOUSE26613, MOUSE26611, MOUSE26605, MOUSE26615, MOUSE26607, MOUSE26609, MOUSE26563, MOUSE26561, MOUSE26562, MOUSE26560
OG0002496	DROME17015, DROME17014	MOUSE32442, MOUSE32440, MOUSE32441, MOUSE17163, MOUSE17162
OG0002497	DROME10964	MOUSE05518, MOUSE05517, MOUSE18374, MOUSE18375
OG0002499	DROME07520	MOUSE35125, MOUSE35126
OG0002500	DROME05840	MOUSE46266, MOUSE46265, MOUSE46264
OG0002500	DROME04346	MOUSE46267
OG0002501	DROME18550	MOUSE04877
OG0002503	DROME03384	MOUSE03370, MOUSE03368, MOUSE03371, MOUSE03369
OG0002504	DROME20552, DROME20554, DROME20553	MOUSE37298, MOUSE37295, MOUSE37297, MOUSE37296, MOUSE38039, MOUSE38040
OG0002505	DROME03960	MOUSE38688, MOUSE38685, MOUSE38684, MOUSE38687, MOUSE38686
OG0002506	DROME04368	MOUSE07691, MOUSE24767, MOUSE24766, MOUSE24765
OG0002507	DROME09110, DROME09108, DROME09109, DROME09111, DROME12371	MOUSE31333
OG0002508	DROME08818	MOUSE01046, MOUSE04671, MOUSE04674, MOUSE04670, MOUSE04672
OG0002509	DROME18834	MOUSE11067, MOUSE11066
OG0002510	DROME02221	MOUSE50159, MOUSE50158, MOUSE50160, MOUSE50157, MOUSE50156
OG0002511	DROME06803	MOUSE35458, MOUSE35460, MOUSE35461, MOUSE35459, MOUSE22205, MOUSE22206, MOUSE22208
OG0002512	DROME02927, DROME02923, DROME02926, DROME02924, DROME02925, DROME02928	MOUSE12994, MOUSE12993, MOUSE54804, MOUSE54805, MOUSE54803, MOUSE54801, MOUSE54802
OG0002516	DROME01623, DROME01624, DROME01622	MOUSE51264, MOUSE16767, MOUSE51260, MOUSE51259, MOUSE51257, MOUSE51262, MOUSE51261, MOUSE51258, MOUSE51263, MOUSE16768
OG0002517	DROME00497	MOUSE26352, MOUSE26351, MOUSE05602, MOUSE05670
OG0002518	DROME16270, DROME16271, DROME16272, DROME12646, DROME11188	MOUSE34539
OG0002519	DROME03368, DROME03367	MOUSE19409, MOUSE19408, MOUSE13052, MOUSE13055, MOUSE13054, MOUSE13053, MOUSE13051
OG0002520	DROME14751	MOUSE36750, MOUSE36751, MOUSE03593, MOUSE36749, MOUSE36748
OG0002522	DROME12266, DROME12263, DROME12267, DROME12265, DROME12268, DROME12264	MOUSE34944, MOUSE34945, MOUSE34943, MOUSE34942, MOUSE41506
OG0002523	DROME12003, DROME12568, DROME20728, DROME20729	MOUSE41057, MOUSE39451, MOUSE39450, MOUSE39448, MOUSE39447, MOUSE39449, MOUSE44522
OG0002524	DROME19913	MOUSE37810, MOUSE37811, MOUSE38180, MOUSE38182, MOUSE38179, MOUSE38181, MOUSE46499, MOUSE46502, MOUSE46503, MOUSE46500
OG0002527	DROME00451	MOUSE23816, MOUSE23815, MOUSE26080
OG0002528	DROME12310, DROME12311, DROME12309	MOUSE19182
OG0002529	DROME17791, DROME17789, DROME17792, DROME17790	MOUSE22924, MOUSE22925, MOUSE22926, MOUSE22923, MOUSE45282, MOUSE45283, MOUSE45284
OG0002530	DROME00625, DROME00624	MOUSE19507, MOUSE51776, MOUSE51775
OG0002532	DROME10137	MOUSE06200, MOUSE06199, MOUSE06198
OG0002533	DROME06429, DROME06430	MOUSE04461, MOUSE04460
OG0002534	DROME04087	MOUSE51440, MOUSE32299
OG0002535	DROME18963, DROME18962, DROME02720, DROME02718	MOUSE40314
OG0002535	DROME02685	MOUSE40313
OG0002535	DROME13820	MOUSE40311, MOUSE40312
OG0002536	DROME20513	MOUSE46860, MOUSE36193, MOUSE47941, MOUSE47940, MOUSE47939, MOUSE47938
OG0002537	DROME20881, DROME20880	MOUSE14976, MOUSE14975
OG0002541	DROME00373	MOUSE41743, MOUSE41744, MOUSE41745
OG0002542	DROME18406	MOUSE25109, MOUSE25108, MOUSE25110, MOUSE05302, MOUSE02385
OG0002543	DROME13135	MOUSE01120, MOUSE01119
OG0002547	DROME02677, DROME02676, DROME02678	MOUSE18564, MOUSE00372, MOUSE00370
OG0002548	DROME03632, DROME03629	MOUSE08254, MOUSE43212, MOUSE24491, MOUSE24489
OG0002549	DROME01986	MOUSE29977, MOUSE29973, MOUSE29976, MOUSE29972, MOUSE29975, MOUSE29974, MOUSE29971
OG0002551	DROME15056	MOUSE53854, MOUSE03440, MOUSE03439, MOUSE48212, MOUSE48213
OG0002552	DROME11186	MOUSE30754, MOUSE30753, MOUSE51981, MOUSE51979, MOUSE51980, MOUSE51977, MOUSE51978
OG0002553	DROME18133, DROME18134	MOUSE19779
OG0002555	DROME21575, DROME21576	MOUSE08699
OG0002557	DROME07954, DROME03130, DROME05213	MOUSE12279, MOUSE12278, MOUSE17585, MOUSE17586, MOUSE12281
OG0002558	DROME12342, DROME12343, DROME12344	MOUSE24579, MOUSE24578, MOUSE07565
OG0002559	DROME12291	MOUSE09451, MOUSE09450, MOUSE09452, MOUSE32457, MOUSE32459, MOUSE32458, MOUSE32456, MOUSE32460
OG0002562	DROME18710, DROME18708, DROME18711, DROME18709, DROME17497	MOUSE01503, MOUSE01502, MOUSE01501
OG0002564	DROME10075, DROME10076, DROME10073, DROME10074, DROME03643	MOUSE05982, MOUSE05984, MOUSE05983, MOUSE38599, MOUSE38600
OG0002565	DROME16956, DROME16958, DROME16957	MOUSE52310, MOUSE52309, MOUSE52311
OG0002566	DROME16674, DROME16678, DROME16673, DROME16677, DROME16679, DROME16675, DROME16676	MOUSE37161
OG0002569	DROME16682, DROME16684, DROME16683, DROME16685	MOUSE17372, MOUSE17371, MOUSE17370, MOUSE50887, MOUSE50888
OG0002570	DROME02309, DROME02312	MOUSE28464
OG0002571	DROME02473, DROME02472, DROME02474	MOUSE05093, MOUSE05094, MOUSE05091, MOUSE05092, MOUSE05090, MOUSE14222, MOUSE14221, MOUSE14219, MOUSE14220
OG0002572	DROME16985, DROME16984	MOUSE02126, MOUSE27273, MOUSE44188
OG0002573	DROME15574	MOUSE06517, MOUSE06515, MOUSE06518, MOUSE06516, MOUSE06519
OG0002574	DROME17413, DROME17412, DROME17411	MOUSE18814, MOUSE18813, MOUSE07822, MOUSE07823
OG0002576	DROME13693, DROME00378	MOUSE52085, MOUSE43437, MOUSE43436, MOUSE18738, MOUSE18739
OG0002587	DROME21383	MOUSE28851, MOUSE19862, MOUSE49386, MOUSE49384, MOUSE49385, MOUSE49383, MOUSE49382
OG0002589	DROME20900	MOUSE29648, MOUSE29651, MOUSE29650, MOUSE29649, MOUSE29644, MOUSE29645, MOUSE29643, MOUSE29647, MOUSE29646
OG0002590	DROME12629, DROME12628, DROME12630	MOUSE28320, MOUSE28321, MOUSE13583, MOUSE13584, MOUSE49464, MOUSE49465
OG0002592	DROME05959, DROME05952, DROME05955, DROME05958, DROME05954, DROME05953, DROME05957, DROME05956	MOUSE21822, MOUSE21825, MOUSE21823, MOUSE21824, MOUSE21819, MOUSE21820, MOUSE21821
OG0002593	DROME07692	MOUSE22350, MOUSE05769, MOUSE22351, MOUSE05770
OG0002594	DROME19850, DROME19851, DROME19853, DROME19852	MOUSE12349
OG0002595	DROME16432, DROME16433, DROME16434, DROME16435	MOUSE38603, MOUSE38604
OG0002598	DROME11558	MOUSE33194, MOUSE33195, MOUSE20750
OG0002599	DROME19306	MOUSE23419
OG0002600	DROME01704, DROME01705, DROME01707, DROME01706, DROME02043, DROME02045, DROME02044	MOUSE48929
OG0002601	DROME17429, DROME17635	MOUSE28163
OG0002602	DROME16510, DROME16509, DROME16511	MOUSE06172, MOUSE06173, MOUSE17039, MOUSE17043, MOUSE18936, MOUSE17042, MOUSE17038
OG0002605	DROME07537, DROME07538, DROME07535, DROME07536	MOUSE31342, MOUSE31339, MOUSE31338, MOUSE31341
OG0002608	DROME15925, DROME15928, DROME15929, DROME15926, DROME15924, DROME15927, DROME15922, DROME15923	MOUSE02154, MOUSE02153, MOUSE47288, MOUSE47289, MOUSE47290
OG0002609	DROME00392	MOUSE30745, MOUSE30747, MOUSE30750, MOUSE30751, MOUSE30748, MOUSE30752, MOUSE30749, MOUSE30746, MOUSE13277, MOUSE13279, MOUSE13278
OG0002610	DROME20526, DROME20527	MOUSE48945, MOUSE13958
OG0002611	DROME09156, DROME09155	MOUSE08616, MOUSE08613, MOUSE08614, MOUSE14706, MOUSE14705
OG0002612	DROME17875	MOUSE54503, MOUSE40743
OG0002614	DROME06871, DROME06873, DROME06872	MOUSE21636, MOUSE21632, MOUSE21634, MOUSE21633, MOUSE21631, MOUSE21630, MOUSE28821, MOUSE28820, MOUSE28819, MOUSE28817, MOUSE28818
OG0002615	DROME17847, DROME17846	MOUSE21202, MOUSE12836, MOUSE12837, MOUSE03165, MOUSE03168, MOUSE03167, MOUSE03166
OG0002617	DROME09377	MOUSE19262
OG0002618	DROME00175	MOUSE06029, MOUSE06031, MOUSE06032, MOUSE06030, MOUSE38716, MOUSE38713, MOUSE38712, MOUSE38715, MOUSE38714, MOUSE38717
OG0002620	DROME03650, DROME03654, DROME03653, DROME03652, DROME03655, DROME03651	MOUSE25804, MOUSE25803, MOUSE25805, MOUSE31259, MOUSE31260
OG0002622	DROME07875, DROME07876	MOUSE36464, MOUSE36463, MOUSE36460, MOUSE36458, MOUSE36462, MOUSE36459, MOUSE36461, MOUSE36469, MOUSE36467, MOUSE36468, MOUSE36466, MOUSE36465
OG0002624	DROME19899	MOUSE13158, MOUSE22954, MOUSE22952, MOUSE22953, MOUSE13916, MOUSE13920, MOUSE13919, MOUSE13921, MOUSE13917, MOUSE13918
OG0002625	DROME16295	MOUSE16545
OG0002628	DROME16778, DROME16779, DROME16776, DROME16777	MOUSE23699, MOUSE23697, MOUSE23698, MOUSE26054, MOUSE26053
OG0002630	DROME02325	MOUSE18235
OG0002632	DROME19136	MOUSE44870
OG0002633	DROME02613	MOUSE18722, MOUSE07220, MOUSE07221, MOUSE07219
OG0002635	DROME08622	MOUSE34386, MOUSE06829, MOUSE06828, MOUSE28240, MOUSE28241, MOUSE09335
OG0002636	DROME03989	MOUSE42132
OG0002637	DROME14609	MOUSE15803, MOUSE15802
OG0002643	DROME13189	MOUSE10948
OG0002644	DROME18263, DROME18261, DROME18260, DROME18262	MOUSE55399, MOUSE55398, MOUSE55397, MOUSE55401, MOUSE55400, MOUSE55396, MOUSE54017, MOUSE54016, MOUSE54018
OG0002645	DROME20914, DROME20911, DROME20916, DROME20917, DROME20912, DROME20915, DROME20913	MOUSE55157, MOUSE55156, MOUSE55154
OG0002646	DROME02015, DROME02017, DROME02013, DROME02016, DROME02012, DROME02014	MOUSE39377, MOUSE39378, MOUSE39375, MOUSE39374, MOUSE39376
OG0002649	DROME21501, DROME21503, DROME21500, DROME21502	MOUSE21271, MOUSE21273, MOUSE21272
OG0002651	DROME16668, DROME16669	MOUSE24711
OG0002652	DROME09763, DROME09760, DROME09759, DROME09758, DROME09762, DROME09761	MOUSE49513
OG0002656	DROME08799, DROME08800	MOUSE05812, MOUSE26404, MOUSE26402, MOUSE26405, MOUSE26400, MOUSE26406, MOUSE26401, MOUSE26403, MOUSE26399
OG0002658	DROME08362	MOUSE30731, MOUSE30732, MOUSE12555, MOUSE12556, MOUSE12557
OG0002659	DROME08718	MOUSE06645, MOUSE06649, MOUSE06648, MOUSE06643, MOUSE06650, MOUSE06646, MOUSE06647, MOUSE06642
OG0002660	DROME06190	MOUSE11350, MOUSE11347, MOUSE11348, MOUSE11346, MOUSE11344, MOUSE11343, MOUSE11340, MOUSE11341, MOUSE11342
OG0002662	DROME18671	MOUSE16889, MOUSE06098, MOUSE06097, MOUSE06096, MOUSE14037, MOUSE14040, MOUSE14039, MOUSE14038, MOUSE14036, MOUSE14035
OG0002663	DROME08198, DROME08197	MOUSE50094, MOUSE50095, MOUSE50093, MOUSE50090, MOUSE50091, MOUSE50092, MOUSE29827, MOUSE29828
OG0002664	DROME15045, DROME15046	MOUSE33027, MOUSE18468
OG0002665	DROME12021, DROME12020	MOUSE37716, MOUSE37714, MOUSE37715, MOUSE20031
OG0002666	DROME12244	MOUSE15042, MOUSE15043, MOUSE15041, MOUSE15044, MOUSE15040
OG0002667	DROME09263, DROME09260, DROME09262, DROME09261	MOUSE25997, MOUSE25994, MOUSE25996, MOUSE25993, MOUSE25995, MOUSE31919, MOUSE31922, MOUSE31921, MOUSE31920
OG0002668	DROME12758, DROME12754, DROME12757, DROME12759, DROME12756, DROME12755	MOUSE49696, MOUSE52495, MOUSE52492, MOUSE52493, MOUSE52494, MOUSE52491, MOUSE52490
OG0002669	DROME13927	MOUSE43118
OG0002670	DROME05013, DROME05014	MOUSE07492, MOUSE07491, MOUSE07493, MOUSE16672
OG0002671	DROME02224, DROME02226, DROME02225	MOUSE48999, MOUSE28873, MOUSE28874, MOUSE28877, MOUSE28875, MOUSE19891
OG0002672	DROME13218	MOUSE13862, MOUSE13861, MOUSE35736, MOUSE35735
OG0002673	DROME12332, DROME12327, DROME12329, DROME12330, DROME12331, DROME12328	MOUSE20914, MOUSE20913, MOUSE27932, MOUSE27927, MOUSE03195
OG0002675	DROME11118, DROME11117, DROME11116, DROME11115	MOUSE09051, MOUSE09052, MOUSE28252, MOUSE28253, MOUSE09050, MOUSE09053
OG0002677	DROME00471, DROME00470	MOUSE06421, MOUSE06422, MOUSE06419, MOUSE06420, MOUSE06418
OG0002678	DROME21558, DROME21553	MOUSE36234, MOUSE36235, MOUSE45633, MOUSE45632
OG0002679	DROME06356, DROME06357, DROME06352, DROME06355, DROME06358, DROME06353, DROME06354	MOUSE29963, MOUSE29965, MOUSE41439, MOUSE41440, MOUSE41438
OG0002681	DROME20482, DROME09726	MOUSE02683, MOUSE02688, MOUSE46409, MOUSE05030, MOUSE05029, MOUSE46408, MOUSE46407, MOUSE46406
OG0002683	DROME18274, DROME18275	MOUSE33449, MOUSE33450
OG0002685	DROME12137	MOUSE00646, MOUSE15759
OG0002703	DROME20939	MOUSE51130, MOUSE51129, MOUSE43083, MOUSE43084, MOUSE51133, MOUSE51132, MOUSE51134, MOUSE51131, MOUSE43085, MOUSE43086, MOUSE51135
OG0002708	DROME21871, DROME21870	MOUSE32181, MOUSE32180, MOUSE32179, MOUSE32178
OG0002715	DROME03868	MOUSE11203, MOUSE11201, MOUSE11196, MOUSE11202, MOUSE11198, MOUSE11197, MOUSE11200, MOUSE11199
OG0002717	DROME13040	MOUSE53851, MOUSE03441, MOUSE53853, MOUSE53852, MOUSE53848, MOUSE53849, MOUSE53850
OG0002718	DROME02454, DROME02455	MOUSE34797, MOUSE34798
OG0002719	DROME00203, DROME00202, DROME00201	MOUSE08516, MOUSE08517, MOUSE22607
OG0002720	DROME20862, DROME20861	MOUSE15950, MOUSE28356
OG0002722	DROME16722	MOUSE11802, MOUSE11801
OG0002723	DROME02104	MOUSE43389, MOUSE43388, MOUSE20317, MOUSE21697, MOUSE00004, MOUSE00003
OG0002724	DROME15707	MOUSE06356
OG0002726	DROME00393, DROME00394	MOUSE31431, MOUSE11041, MOUSE11036, MOUSE11034
OG0002729	DROME14219	MOUSE21917, MOUSE21919, MOUSE21918, MOUSE21916
OG0002730	DROME19249	MOUSE16194, MOUSE32141, MOUSE32142, MOUSE32143, MOUSE32140, MOUSE32139, MOUSE16195, MOUSE16193, MOUSE16192
OG0002738	DROME12437	MOUSE06481, MOUSE14048, MOUSE38565
OG0002739	DROME11838	MOUSE36533, MOUSE36532, MOUSE36534
OG0002740	DROME04703	MOUSE21704, MOUSE21703, MOUSE33822
OG0002741	DROME08059, DROME08060	MOUSE51313, MOUSE19479, MOUSE19487, MOUSE19483, MOUSE19481, MOUSE19482, MOUSE18418, MOUSE30703
OG0002742	DROME12202, DROME12204, DROME12203	MOUSE20875, MOUSE31564, MOUSE31562
OG0002743	DROME02954	MOUSE26515, MOUSE39780, MOUSE20751
OG0002744	DROME11699, DROME11704, DROME11700, DROME11706, DROME11705, DROME11702, DROME11703, DROME11707, DROME11701	MOUSE23921, MOUSE23920, MOUSE25721, MOUSE25725
OG0002745	DROME14711, DROME04487, DROME04488, DROME15945	MOUSE06424
OG0002746	DROME16661, DROME21181	MOUSE43039, MOUSE43036, MOUSE43038, MOUSE43037, MOUSE43034
OG0002747	DROME11308, DROME19315, DROME13062	MOUSE49414, MOUSE26071
OG0002749	DROME05439	MOUSE54472, MOUSE54475, MOUSE54473, MOUSE54474, MOUSE19498, MOUSE36890
OG0002752	DROME09099, DROME09098, DROME09096, DROME09097, DROME09101, DROME09100	MOUSE38807, MOUSE38806, MOUSE38803, MOUSE38799, MOUSE38800
OG0002753	DROME11184	MOUSE40931, MOUSE40932, MOUSE35437, MOUSE35440, MOUSE35441, MOUSE35438
OG0002754	DROME16293	MOUSE55406, MOUSE55407
OG0002755	DROME17482	MOUSE32749, MOUSE32748, MOUSE32747
OG0002757	DROME02757	MOUSE36233, MOUSE36229, MOUSE36231, MOUSE36232, MOUSE36230
OG0002758	DROME08710	MOUSE38046, MOUSE38045, MOUSE38044
OG0002759	DROME15659	MOUSE12489
OG0002760	DROME11244, DROME07304	MOUSE01943, MOUSE01945
OG0002761	DROME11909	MOUSE46280, MOUSE46279, MOUSE46283, MOUSE46282, MOUSE46284, MOUSE46281, MOUSE46277, MOUSE46278
OG0002762	DROME06423	MOUSE40795, MOUSE31051, MOUSE31053, MOUSE31052, MOUSE02339, MOUSE31050
OG0002763	DROME13568, DROME13567	MOUSE05252, MOUSE05253
OG0002764	DROME00298, DROME00297, DROME00296	MOUSE34877, MOUSE52301, MOUSE52303, MOUSE52304, MOUSE52302
OG0002765	DROME12796	MOUSE23918, MOUSE28206, MOUSE49199, MOUSE49200, MOUSE49197
OG0002766	DROME13857	MOUSE08094, MOUSE08096
OG0002767	DROME05447	MOUSE38888, MOUSE38886, MOUSE38887, MOUSE38885, MOUSE36318
OG0002768	DROME05798, DROME05796	MOUSE02302
OG0002769	DROME12294, DROME12293	MOUSE36757, MOUSE55277, MOUSE55278, MOUSE55279
OG0002770	DROME20985, DROME20988, DROME20984, DROME20987, DROME20986	MOUSE03174, MOUSE03172, MOUSE03173, MOUSE03170, MOUSE12839, MOUSE12838, MOUSE12841, MOUSE12840
OG0002771	DROME01521, DROME07621	MOUSE16702, MOUSE16698, MOUSE16704, MOUSE25182, MOUSE25183
OG0002772	DROME18154	MOUSE01653, MOUSE01652, MOUSE01655, MOUSE01654, MOUSE01651
OG0002773	DROME00793, DROME00794, DROME00257	MOUSE19490
OG0002776	DROME04390	MOUSE19561, MOUSE19559, MOUSE19560
OG0002777	DROME09718	MOUSE41933, MOUSE44389, MOUSE16520, MOUSE44378, MOUSE44386, MOUSE44380, MOUSE44379
OG0002778	DROME20892	MOUSE44589, MOUSE19553
OG0002779	DROME10992	MOUSE34708, MOUSE34707, MOUSE34709, MOUSE34710
OG0002780	DROME00776, DROME00775	MOUSE06132, MOUSE06136
OG0002781	DROME04079, DROME04080	MOUSE02499, MOUSE02500, MOUSE02498, MOUSE22135, MOUSE22136
OG0002781	DROME04081	MOUSE02502
OG0002782	DROME16136	MOUSE02962, MOUSE20119, MOUSE02961, MOUSE02964
OG0002785	DROME05688	MOUSE33416, MOUSE10309, MOUSE10367, MOUSE10366
OG0002787	DROME19508	MOUSE39863, MOUSE39864, MOUSE39865, MOUSE49599, MOUSE49597
OG0002788	DROME12013, DROME01698	MOUSE27191
OG0002790	DROME15505, DROME15507, DROME15504, DROME15508, DROME15503, DROME15506	MOUSE45273, MOUSE45274, MOUSE45272
OG0002791	DROME01009	MOUSE48609, MOUSE23809, MOUSE23808, MOUSE25572
OG0002794	DROME11641	MOUSE26037, MOUSE26038, MOUSE26039, MOUSE23997, MOUSE23996
OG0002795	DROME13874, DROME13873, DROME13872, DROME13877, DROME13876, DROME13875	MOUSE44829, MOUSE44826, MOUSE18520, MOUSE18519
OG0002799	DROME08812, DROME08811, DROME08813, DROME08815, DROME08814	MOUSE38220, MOUSE38221, MOUSE38222, MOUSE16859, MOUSE16862
OG0002811	DROME18305	MOUSE01738, MOUSE01736, MOUSE01737, MOUSE01735, MOUSE01734, MOUSE01739
OG0002812	DROME07562	MOUSE10239, MOUSE33414, MOUSE33413, MOUSE33412
OG0002814	DROME14819	MOUSE00755, MOUSE00754, MOUSE00753, MOUSE31639, MOUSE19210
OG0002815	DROME09886	MOUSE33877, MOUSE32216
OG0002816	DROME16437	MOUSE33649, MOUSE33650, MOUSE33653, MOUSE33651, MOUSE33652
OG0002817	DROME03807	MOUSE07753, MOUSE07754
OG0002818	DROME06002	MOUSE46440, MOUSE24914
OG0002819	DROME05457, DROME05454, DROME05453	MOUSE12443, MOUSE19687, MOUSE40979, MOUSE40977, MOUSE40978
OG0002822	DROME19658	MOUSE38613, MOUSE38615, MOUSE38614, MOUSE06406
OG0002823	DROME05302	MOUSE32397, MOUSE32394, MOUSE32395, MOUSE32398
OG0002823	DROME05305	MOUSE32396, MOUSE32399, MOUSE21431, MOUSE21432
OG0002824	DROME05371, DROME05370, DROME05372	MOUSE18912, MOUSE18914, MOUSE18913, MOUSE26147, MOUSE26148, MOUSE18915
OG0002825	DROME10105, DROME10106	MOUSE02236, MOUSE02238, MOUSE02233, MOUSE02234, MOUSE02235
OG0002826	DROME12304	MOUSE28123, MOUSE28122, MOUSE42625
OG0002827	DROME04425	MOUSE00490, MOUSE00492, MOUSE00491
OG0002828	DROME07466, DROME07465, DROME07464	MOUSE51012, MOUSE51013, MOUSE51015, MOUSE51014
OG0002831	DROME21764, DROME21763	MOUSE39381, MOUSE39380, MOUSE39379
OG0002832	DROME20194	MOUSE31987, MOUSE31986, MOUSE31988
OG0002833	DROME08474, DROME08472, DROME08473, DROME08475	MOUSE16893, MOUSE16891, MOUSE16892, MOUSE16890, MOUSE16894
OG0002835	DROME04546	MOUSE33882, MOUSE32196, MOUSE32195, MOUSE32194
OG0002836	DROME03263	MOUSE22891, MOUSE34627
OG0002837	DROME16455	MOUSE38781, MOUSE36488, MOUSE36489
OG0002838	DROME19188	MOUSE47899
OG0002839	DROME20539, DROME20540	MOUSE53028, MOUSE53027, MOUSE53026, MOUSE53024, MOUSE53023, MOUSE53025
OG0002840	DROME20941	MOUSE43716, MOUSE13817, MOUSE13818, MOUSE13816
OG0002841	DROME06956	MOUSE39275, MOUSE39274, MOUSE39273, MOUSE39272, MOUSE39270, MOUSE39271
OG0002843	DROME05626	MOUSE37407, MOUSE37409, MOUSE37410, MOUSE37408, MOUSE37411, MOUSE37412
OG0002844	DROME01327, DROME00485	MOUSE52858
OG0002845	DROME21934, DROME05525, DROME05526	MOUSE51587, MOUSE51586, MOUSE51588
OG0002846	DROME12562	MOUSE29672, MOUSE29675, MOUSE29673, MOUSE29670
OG0002848	DROME11797	MOUSE09195, MOUSE09197, MOUSE09196, MOUSE09193, MOUSE09192, MOUSE09198
OG0002849	DROME13350, DROME13349	MOUSE30673
OG0002850	DROME18798	MOUSE29947, MOUSE29945, MOUSE29946, MOUSE35117, MOUSE35118
OG0002851	DROME07485, DROME07488, DROME07486, DROME07487	MOUSE16262, MOUSE16261, MOUSE16507
OG0002854	DROME03526, DROME03527	MOUSE24041, MOUSE24039, MOUSE24038, MOUSE24040
OG0002855	DROME15007	MOUSE51300
OG0002856	DROME10602, DROME10600, DROME10603, DROME10601	MOUSE48401, MOUSE48402, MOUSE48400, MOUSE48403, MOUSE48404, MOUSE30483, MOUSE30481, MOUSE30482
OG0002858	DROME20172, DROME20171	MOUSE53144, MOUSE49269, MOUSE49270, MOUSE49268
OG0002859	DROME13204	MOUSE21517, MOUSE21514, MOUSE21515, MOUSE21518, MOUSE21520, MOUSE21519, MOUSE21516, MOUSE21521
OG0002860	DROME21067	MOUSE17139, MOUSE17144, MOUSE17145, MOUSE17142, MOUSE17147, MOUSE17146, MOUSE17136, MOUSE17133, MOUSE17134, MOUSE17135, MOUSE17140, MOUSE17137
