Orthogroup	DROME	NEMVE
OG0004332	DROME03199	NEMVE14173
OG0004333	DROME03525	NEMVE02002
OG0004334	DROME17993, DROME17994	NEMVE13239
OG0004335	DROME10278	NEMVE03938
OG0004338	DROME16553	NEMVE13087
OG0004342	DROME12320	NEMVE23268
OG0004343	DROME10215	NEMVE01964, NEMVE15399
OG0004344	DROME17664	NEMVE02635
OG0004345	DROME20919	NEMVE06527
OG0004347	DROME21288, DROME21289	NEMVE25932
OG0004348	DROME08598, DROME08597	NEMVE25252
OG0004349	DROME12070	NEMVE22471
OG0004350	DROME08566	NEMVE13828
OG0004351	DROME17742	NEMVE00918
OG0004352	DROME04587	NEMVE24736
OG0004353	DROME05577	NEMVE13665
OG0004354	DROME18943	NEMVE20729, NEMVE09507
OG0004355	DROME01999	NEMVE10193
OG0004356	DROME12218	NEMVE00913
OG0004357	DROME01205, DROME01203	NEMVE08918
OG0004358	DROME01539	NEMVE08331
OG0004359	DROME15372	NEMVE11194, NEMVE05627
OG0004360	DROME03158	NEMVE21274, NEMVE08954
OG0004361	DROME16888	NEMVE02934
OG0004362	DROME04321	NEMVE06585
OG0004364	DROME18518, DROME02371	NEMVE22420, NEMVE15837
OG0004365	DROME11247	NEMVE13126
OG0004366	DROME02176	NEMVE01469
OG0004367	DROME05441, DROME05440, DROME05442	NEMVE25724, NEMVE16633
OG0004368	DROME03958, DROME03959	NEMVE24990
OG0004369	DROME08156	NEMVE10451
OG0004370	DROME12142, DROME12141	NEMVE13399, NEMVE21469
OG0004373	DROME07316	NEMVE14057, NEMVE19923
OG0004374	DROME21010	NEMVE23199, NEMVE20953, NEMVE13234
OG0004376	DROME21016	NEMVE09342
OG0004377	DROME02771, DROME02772, DROME02773, DROME02770	NEMVE23502
OG0004378	DROME00771	NEMVE08774
OG0004379	DROME14972, DROME14973	NEMVE13525
OG0004380	DROME21035, DROME21034	NEMVE13704
OG0004381	DROME03934	NEMVE00013, NEMVE20297
OG0004382	DROME16408, DROME16407	NEMVE12708
OG0004385	DROME16721	NEMVE05533
OG0004388	DROME07878	NEMVE10684, NEMVE09689
OG0004389	DROME13762	NEMVE25116
OG0004391	DROME11785, DROME11784	NEMVE25027
OG0004392	DROME17967, DROME17966, DROME17965	NEMVE06757
OG0004393	DROME16127	NEMVE03424
OG0004394	DROME00472, DROME00473	NEMVE13031
OG0004395	DROME14114, DROME14116, DROME14115, DROME14113, DROME14117, DROME14118	NEMVE01603, NEMVE20434
OG0004396	DROME00290, DROME00291	NEMVE14513
OG0004398	DROME20923	NEMVE08807
OG0004399	DROME00026, DROME00027	NEMVE06137
OG0004401	DROME15904	NEMVE15063
OG0004403	DROME16539, DROME16538, DROME16541, DROME16540	NEMVE13305
OG0004404	DROME00111	NEMVE14747
OG0004405	DROME20905	NEMVE21826
OG0004406	DROME20449	NEMVE07905
OG0004407	DROME17000	NEMVE01541
OG0004408	DROME00339	NEMVE12839
OG0004409	DROME07816	NEMVE24584
OG0004413	DROME16031	NEMVE00900
OG0004415	DROME19672	NEMVE22453
OG0004417	DROME08382	NEMVE05869
OG0004423	DROME09027, DROME09026	NEMVE08914
OG0004424	DROME06710, DROME06709	NEMVE02966
OG0004425	DROME09154	NEMVE23884
OG0004426	DROME02898	NEMVE14125
OG0004459	DROME11629	NEMVE07035
OG0004460	DROME01612	NEMVE18796
OG0004462	DROME10763	NEMVE13727
OG0004465	DROME21097, DROME00340	NEMVE21926
OG0004468	DROME08086	NEMVE08237
OG0004471	DROME04870, DROME04872, DROME04871	NEMVE04795
OG0004472	DROME13220	NEMVE00917
OG0004474	DROME12398, DROME12397	NEMVE07662
OG0004475	DROME05206	NEMVE08034
OG0004476	DROME21347, DROME21348, DROME21349	NEMVE06718
OG0004478	DROME08802, DROME08801, DROME08806	NEMVE22692
OG0004479	DROME02751	NEMVE01055
OG0004480	DROME02479	NEMVE06187, NEMVE17593, NEMVE09013, NEMVE06226, NEMVE06205, NEMVE05612, NEMVE00383
OG0004482	DROME04849	NEMVE04942
OG0004483	DROME01082, DROME01081	NEMVE22140
OG0004484	DROME15453	NEMVE13818
OG0004486	DROME03906	NEMVE14675
OG0004487	DROME22095, DROME20434, DROME20435	NEMVE11590
OG0004488	DROME18125, DROME08793	NEMVE08819
OG0004489	DROME01140	NEMVE22535
OG0004490	DROME02420	NEMVE03491
OG0004491	DROME06306	NEMVE23478
OG0004493	DROME05464	NEMVE10267
OG0004494	DROME12460, DROME12459	NEMVE01991, NEMVE12026
OG0004495	DROME19461, DROME19460, DROME03167	NEMVE18943
OG0004496	DROME10398	NEMVE23787
OG0004497	DROME12594	NEMVE00899
OG0004498	DROME20932	NEMVE10128
OG0004500	DROME19536	NEMVE13883
OG0004501	DROME11056	NEMVE10634
OG0004503	DROME04705	NEMVE12347, NEMVE05528
OG0004506	DROME10904	NEMVE15612
OG0004507	DROME17036	NEMVE21959
OG0004511	DROME13105	NEMVE23558
OG0004512	DROME10927	NEMVE15458, NEMVE05081
OG0004513	DROME12675	NEMVE22677
OG0004514	DROME01230	NEMVE19912, NEMVE25850
OG0004515	DROME15124, DROME19804	NEMVE16698
OG0004517	DROME12340	NEMVE09567
OG0004518	DROME19881	NEMVE05509
OG0004519	DROME13472	NEMVE01745
OG0004520	DROME13131	NEMVE23460
OG0004522	DROME01822, DROME01819	NEMVE10390
OG0004523	DROME07758	NEMVE24572
OG0004524	DROME19557	NEMVE23429
OG0004525	DROME13522	NEMVE09848
OG0004526	DROME09780	NEMVE00195
OG0004529	DROME14562	NEMVE14754
OG0004530	DROME03349	NEMVE14962
OG0004532	DROME11183	NEMVE06307
OG0004533	DROME16934, DROME16933	NEMVE13309, NEMVE20488
OG0004534	DROME11128, DROME11127	NEMVE06444
OG0004535	DROME11313, DROME11681	NEMVE14895
OG0004538	DROME01010	NEMVE20187, NEMVE11904, NEMVE14557
OG0004539	DROME22056, DROME22055	NEMVE06340
OG0004540	DROME21936, DROME17090	NEMVE14340
OG0004542	DROME14306, DROME14305	NEMVE22875
OG0004543	DROME16410	NEMVE15333
OG0004544	DROME03219	NEMVE13619
OG0004545	DROME14918	NEMVE09905
OG0004546	DROME07299	NEMVE24991
OG0004548	DROME20368, DROME10401	NEMVE09850, NEMVE24852
OG0004550	DROME17029	NEMVE24073
OG0004551	DROME17768, DROME17769	NEMVE05944
OG0004552	DROME00895	NEMVE14503
OG0004553	DROME15169, DROME15168, DROME15170, DROME15171, DROME15167, DROME15172	NEMVE24685
OG0004554	DROME15667	NEMVE24554, NEMVE20303
OG0004555	DROME08499, DROME08501, DROME08498, DROME08500	NEMVE05464
OG0004557	DROME07905	NEMVE22368
OG0004559	DROME00073	NEMVE09979
OG0004561	DROME14241, DROME14240	NEMVE09729
OG0004563	DROME01043	NEMVE13109, NEMVE21039
OG0004564	DROME21672, DROME05211	NEMVE10745
OG0004565	DROME02327, DROME02328	NEMVE20945, NEMVE09496, NEMVE09490
OG0004566	DROME09871	NEMVE05423
OG0004567	DROME02916	NEMVE08979
OG0004569	DROME06466	NEMVE11455, NEMVE25874
OG0004570	DROME03152, DROME03153	NEMVE09472
OG0004571	DROME15691, DROME15692	NEMVE12245
OG0004572	DROME09948	NEMVE09747
OG0004573	DROME00139	NEMVE10987, NEMVE20146
OG0004577	DROME08875, DROME08876	NEMVE25631
OG0004578	DROME18906	NEMVE22684
OG0004579	DROME01846	NEMVE14497
OG0004581	DROME17808, DROME17807, DROME17806	NEMVE20283, NEMVE10061
OG0004582	DROME06477	NEMVE02471, NEMVE09353
OG0004583	DROME11053	NEMVE13969
OG0004584	DROME21581	NEMVE24702
OG0004585	DROME01558, DROME01556, DROME01557	NEMVE22328
OG0004587	DROME15606	NEMVE04673
OG0004588	DROME12821, DROME12822, DROME14788, DROME12819, DROME12820	NEMVE13733, NEMVE18431
OG0004589	DROME10033, DROME10032	NEMVE22288
OG0004590	DROME15582, DROME11041, DROME11040	NEMVE25895, NEMVE18908
OG0004593	DROME07438	NEMVE14593
OG0004596	DROME02187	NEMVE14349
OG0004601	DROME05651, DROME05650	NEMVE24185
OG0004602	DROME02726, DROME12032	NEMVE14888
OG0004603	DROME10465, DROME10466, DROME10464	NEMVE10302
OG0004606	DROME09779	NEMVE10087
OG0004609	DROME08817	NEMVE13242
OG0004610	DROME10381	NEMVE14987
OG0004611	DROME16445	NEMVE16538
OG0004612	DROME00790	NEMVE06661
OG0004613	DROME05353	NEMVE14649, NEMVE02540
OG0004614	DROME13073, DROME13075, DROME13074	NEMVE16785
OG0004616	DROME19950, DROME19951	NEMVE13537
OG0004619	DROME17529	NEMVE14883, NEMVE00286
OG0004621	DROME20061, DROME20060	NEMVE15548
OG0004622	DROME08147, DROME08146	NEMVE18062
OG0004625	DROME00122	NEMVE07306
OG0004626	DROME04697	NEMVE14880, NEMVE03566, NEMVE12350
OG0004627	DROME18129, DROME18128, DROME18127	NEMVE14505
OG0004628	DROME03937	NEMVE21690
OG0004629	DROME06036	NEMVE05013
OG0004631	DROME07681	NEMVE10220
OG0004633	DROME15422	NEMVE14514, NEMVE14238
OG0004634	DROME00888	NEMVE04611
OG0004635	DROME17782	NEMVE12750, NEMVE15016
OG0004638	DROME09153	NEMVE22582
OG0004639	DROME08016	NEMVE18292
OG0004640	DROME04904, DROME04905	NEMVE08804
OG0004643	DROME00911	NEMVE01855
OG0004646	DROME06988	NEMVE06022
OG0004647	DROME12086	NEMVE18102
OG0004648	DROME18522	NEMVE14967
OG0004649	DROME20953	NEMVE13434
OG0004651	DROME21452, DROME21453	NEMVE14682
OG0004652	DROME17381	NEMVE06739
OG0004654	DROME05489, DROME05488	NEMVE23143
OG0004655	DROME01318	NEMVE09086, NEMVE00666
OG0004656	DROME16743	NEMVE08568
OG0004657	DROME03195	NEMVE07292
OG0004658	DROME09698	NEMVE13379
OG0004659	DROME14307	NEMVE07785, NEMVE00194, NEMVE11615
OG0004660	DROME17308, DROME17309, DROME17306, DROME17307	NEMVE15866
OG0004662	DROME19806	NEMVE14599
OG0004663	DROME20926	NEMVE13231
OG0004664	DROME04843, DROME04844	NEMVE19719
OG0004667	DROME16447, DROME16446, DROME16449, DROME16448	NEMVE25294
OG0004668	DROME08135	NEMVE07904
OG0004669	DROME07920	NEMVE14751
OG0004670	DROME04629	NEMVE13348
OG0004671	DROME19389	NEMVE15017
OG0004672	DROME19572	NEMVE04927
OG0004674	DROME20610	NEMVE15105
OG0004675	DROME01467, DROME01466, DROME03380	NEMVE19531, NEMVE12308
OG0004676	DROME18548	NEMVE06939
OG0004677	DROME00115	NEMVE01225
OG0004678	DROME04998, DROME04997	NEMVE09441
OG0004681	DROME07478, DROME07479	NEMVE17985
OG0004682	DROME14960, DROME14957	NEMVE16012
OG0004683	DROME20448	NEMVE10379
OG0004684	DROME16043	NEMVE15028
OG0004685	DROME18917, DROME18916	NEMVE13564, NEMVE20938
OG0004687	DROME02093	NEMVE11074
OG0004689	DROME11694	NEMVE10990
OG0004690	DROME07347	NEMVE07181
OG0004691	DROME17121	NEMVE07925
OG0004692	DROME08213, DROME01042, DROME01041, DROME01050, DROME02438	NEMVE09659, NEMVE11678
OG0004694	DROME13257	NEMVE22054
OG0004697	DROME17424	NEMVE04721
OG0004699	DROME03068	NEMVE08956
OG0004700	DROME06957	NEMVE22202
OG0004703	DROME19325	NEMVE23725
OG0004705	DROME20075, DROME20076	NEMVE13269
OG0004707	DROME19641	NEMVE00940
OG0004708	DROME00172	NEMVE22362
OG0004710	DROME00511	NEMVE13936
OG0004711	DROME06479	NEMVE22209
OG0004728	DROME01900	NEMVE24238
OG0004729	DROME10154	NEMVE00871
OG0004730	DROME02564	NEMVE14157
OG0004731	DROME19893, DROME19894	NEMVE24589
OG0004732	DROME03214	NEMVE08242
OG0004733	DROME04757	NEMVE08830
OG0004739	DROME16590	NEMVE15022
OG0004740	DROME20299	NEMVE22822, NEMVE13094
OG0004743	DROME03419	NEMVE21851, NEMVE20722
OG0004744	DROME08184	NEMVE21304, NEMVE02941
OG0004747	DROME00628	NEMVE09582, NEMVE25622
OG0004749	DROME10966	NEMVE21861
OG0004751	DROME01337, DROME01338	NEMVE23997
OG0004752	DROME18734	NEMVE07471
OG0004753	DROME03636	NEMVE14959, NEMVE00501
OG0004754	DROME22044	NEMVE10627, NEMVE24818
OG0004755	DROME16542	NEMVE14496
OG0004756	DROME05028	NEMVE14252
OG0004757	DROME14317	NEMVE05633
OG0004758	DROME10880	NEMVE11732, NEMVE05918
OG0004759	DROME14009	NEMVE05670
OG0004760	DROME20882, DROME20886, DROME20887, DROME20888, DROME11853	NEMVE22531
OG0004761	DROME15693, DROME15694	NEMVE21450, NEMVE19165, NEMVE25765
OG0004763	DROME06189	NEMVE14983
OG0004764	DROME04351	NEMVE10488
OG0004765	DROME08142, DROME19163	NEMVE21803
OG0004766	DROME02533	NEMVE23449
OG0004767	DROME10770	NEMVE13831
OG0004768	DROME02452	NEMVE14625, NEMVE17029
OG0004769	DROME02034	NEMVE09060
OG0004770	DROME06615	NEMVE10973
OG0004772	DROME04147, DROME18463, DROME18464	NEMVE01278
OG0004774	DROME15180	NEMVE11891, NEMVE13846
OG0004775	DROME19718	NEMVE21681
OG0004776	DROME08094	NEMVE08011
OG0004782	DROME11689	NEMVE21349
OG0004783	DROME09246	NEMVE11254, NEMVE11101
OG0004784	DROME21712, DROME21713, DROME21714	NEMVE09476
OG0004785	DROME20154, DROME01032, DROME00155, DROME02565	NEMVE14332
OG0004787	DROME07713	NEMVE25138
OG0004789	DROME18163, DROME07088, DROME07089, DROME07087, DROME07090, DROME07091	NEMVE00942, NEMVE12669, NEMVE13431, NEMVE01982
OG0004790	DROME01119	NEMVE08026
OG0004791	DROME14199	NEMVE24573
OG0004792	DROME06361, DROME08012	NEMVE22524
OG0004793	DROME15053	NEMVE16797
OG0004794	DROME12402	NEMVE09539
OG0004795	DROME13666	NEMVE17130, NEMVE09760
OG0004797	DROME07303	NEMVE14389
OG0004799	DROME19190, DROME19189	NEMVE01729, NEMVE17047
OG0004800	DROME06342	NEMVE03303, NEMVE02807
OG0004801	DROME12258, DROME12259	NEMVE05151
OG0004805	DROME04002	NEMVE06909
OG0004808	DROME02542	NEMVE23142, NEMVE00017
OG0004810	DROME05623, DROME05622	NEMVE10886, NEMVE24076
OG0004811	DROME02621	NEMVE14893
OG0004812	DROME01555	NEMVE10095, NEMVE10094
OG0004813	DROME00925	NEMVE13765
OG0004814	DROME05830	NEMVE22496
OG0004815	DROME03213	NEMVE17072
OG0004816	DROME07783	NEMVE24963
OG0004817	DROME06146	NEMVE23666
OG0004819	DROME12033	NEMVE10396, NEMVE20374
OG0004820	DROME01989	NEMVE22650
OG0004822	DROME04359	NEMVE13105
OG0004823	DROME10144, DROME10142, DROME10143	NEMVE07629
OG0004824	DROME05768	NEMVE18895
OG0004825	DROME03283, DROME04091	NEMVE15161
OG0004826	DROME20871	NEMVE14605
OG0004828	DROME18812, DROME18813	NEMVE25343
OG0004829	DROME09372	NEMVE15042, NEMVE00163
OG0004830	DROME10949	NEMVE17353
OG0004831	DROME01012	NEMVE07600
OG0004832	DROME15225	NEMVE21691
OG0004833	DROME21757, DROME21758, DROME07997, DROME05462, DROME18534	NEMVE13547
OG0004835	DROME16717	NEMVE08208
OG0004836	DROME13630	NEMVE22477
OG0004837	DROME03243, DROME03241, DROME03242	NEMVE10875
OG0004838	DROME19784	NEMVE14762
OG0004840	DROME05865	NEMVE08926
OG0004841	DROME10055	NEMVE13314
OG0004842	DROME03366	NEMVE21848
OG0004843	DROME07719, DROME07718	NEMVE13339, NEMVE11986
OG0004844	DROME13071	NEMVE18136
OG0004845	DROME01007	NEMVE20247
OG0004846	DROME02141	NEMVE18109
OG0004848	DROME00795	NEMVE05365
OG0004849	DROME13112	NEMVE14210
OG0004850	DROME02318	NEMVE22350
OG0004851	DROME14412	NEMVE14191
OG0004852	DROME19281, DROME19280	NEMVE25433
OG0004853	DROME11460, DROME11459, DROME11461	NEMVE25313
OG0004854	DROME04906	NEMVE22394
OG0004855	DROME06480	NEMVE05574
OG0004856	DROME20969, DROME02553	NEMVE04745, NEMVE05569
OG0004857	DROME18571, DROME18570	NEMVE06533, NEMVE11870
OG0004858	DROME21278, DROME21279, DROME15142	NEMVE22404
OG0004859	DROME19872	NEMVE06338
OG0004860	DROME00210	NEMVE23295
OG0004861	DROME03069	NEMVE08645
OG0004862	DROME09038	NEMVE17522
OG0004863	DROME11509	NEMVE22313
OG0004864	DROME17771	NEMVE23293
OG0004865	DROME08867, DROME08869, DROME08868	NEMVE21865
OG0004866	DROME17869	NEMVE22450
OG0004869	DROME04684	NEMVE24127
OG0004871	DROME21806, DROME21805	NEMVE14536
OG0004873	DROME14538	NEMVE21911
OG0004874	DROME06823	NEMVE08254
OG0004875	DROME07370	NEMVE13402
OG0004877	DROME13683	NEMVE12565, NEMVE13079, NEMVE04687
OG0004879	DROME00897	NEMVE10578
OG0004880	DROME08365	NEMVE13009, NEMVE12954
OG0004881	DROME08062	NEMVE02049
OG0004882	DROME20698	NEMVE17312, NEMVE12590
OG0004885	DROME17685	NEMVE11478, NEMVE07061
OG0004886	DROME20605	NEMVE12702, NEMVE10250
OG0004887	DROME16935	NEMVE22398
OG0004890	DROME19247, DROME19248	NEMVE25199
OG0004891	DROME14421	NEMVE22337
OG0004893	DROME00887	NEMVE23196
OG0004894	DROME14922	NEMVE18121, NEMVE21279
OG0004896	DROME10135	NEMVE11249
OG0004897	DROME19647, DROME19646	NEMVE13596
OG0004898	DROME20157	NEMVE05893, NEMVE21394
OG0004899	DROME12298	NEMVE22568
OG0004900	DROME05897	NEMVE15535, NEMVE25162
OG0004901	DROME21322	NEMVE05379
OG0004902	DROME21164, DROME21163	NEMVE14740
OG0004903	DROME05016	NEMVE13217
OG0004904	DROME19500, DROME19501, DROME19499	NEMVE13083
OG0004906	DROME09739	NEMVE07063
OG0004907	DROME21808	NEMVE08605
OG0004910	DROME08779	NEMVE16575, NEMVE21204
OG0004911	DROME03353, DROME03354	NEMVE19493
OG0004913	DROME03983, DROME03981, DROME03982, DROME03984	NEMVE18631
OG0004914	DROME06293	NEMVE25557
OG0004917	DROME08602	NEMVE22754
OG0004919	DROME18147	NEMVE14165
OG0004920	DROME00285	NEMVE04726
OG0004922	DROME15327	NEMVE25720, NEMVE22660
OG0004923	DROME02315	NEMVE17142, NEMVE12025
OG0004924	DROME10830, DROME07167	NEMVE08496
OG0004925	DROME14669	NEMVE07632
OG0004927	DROME08096, DROME08095	NEMVE07100
OG0004928	DROME08425	NEMVE25903
OG0004929	DROME12986	NEMVE23443
OG0004930	DROME10509, DROME10508, DROME03047, DROME03035	NEMVE08872
OG0004931	DROME05056	NEMVE15057
OG0004932	DROME06711, DROME21545	NEMVE25699
OG0004934	DROME20188	NEMVE14582, NEMVE06775
OG0004938	DROME19230	NEMVE07746
OG0004939	DROME03951	NEMVE13527
OG0004940	DROME17902	NEMVE03181
OG0004941	DROME08496	NEMVE12882, NEMVE15741
OG0004946	DROME17783	NEMVE17881
OG0004948	DROME10356, DROME10355	NEMVE04863
OG0004949	DROME10079	NEMVE14010
OG0004950	DROME04411, DROME04410, DROME04412, DROME04409, DROME04414, DROME04413	NEMVE15135
OG0004952	DROME04437, DROME04439	NEMVE22987
OG0004954	DROME00788	NEMVE13769, NEMVE13543
OG0004956	DROME15014	NEMVE03106
OG0004957	DROME14869	NEMVE13489
OG0004961	DROME09320, DROME09318, DROME09321, DROME09319, DROME09322, DROME09323, DROME09317, DROME20126	NEMVE22542
OG0004963	DROME16550	NEMVE09267
OG0004964	DROME03316, DROME00530	NEMVE14109
OG0004967	DROME10188, DROME10187, DROME10189	NEMVE23865
OG0004968	DROME13729	NEMVE12446
OG0004969	DROME05438	NEMVE14164, NEMVE21390
OG0004970	DROME11414	NEMVE24152
OG0004971	DROME02694	NEMVE14811, NEMVE20816
OG0004972	DROME08727, DROME08726, DROME08728	NEMVE22512
OG0004975	DROME02159	NEMVE12292, NEMVE01450, NEMVE11552
OG0004976	DROME00645	NEMVE07826
OG0004977	DROME03602	NEMVE02192, NEMVE00253
OG0004978	DROME03965	NEMVE23265
OG0004979	DROME16138	NEMVE09400
OG0004980	DROME03892	NEMVE25421
OG0004982	DROME15865	NEMVE25620
OG0004985	DROME02098	NEMVE22448
OG0004986	DROME03100, DROME03099, DROME03098	NEMVE21251, NEMVE13658
OG0004987	DROME11495	NEMVE10509
OG0004988	DROME03458, DROME03460, DROME03459	NEMVE13432
OG0004989	DROME22081, DROME22082	NEMVE14722
OG0004991	DROME15256	NEMVE05198
OG0004992	DROME21455, DROME21454	NEMVE21226, NEMVE19613
OG0004993	DROME12825	NEMVE14587
OG0004997	DROME14795	NEMVE04870, NEMVE21142
OG0004999	DROME12996, DROME04051	NEMVE21935
OG0005002	DROME06516, DROME06517	NEMVE14489
OG0005003	DROME03928	NEMVE02750
OG0005005	DROME21561, DROME21562	NEMVE24423
OG0005006	DROME11996	NEMVE22541
OG0005007	DROME10736, DROME10737	NEMVE11282
OG0005009	DROME05341	NEMVE10859
OG0005010	DROME15403	NEMVE25608
OG0005014	DROME10673	NEMVE04481, NEMVE12690, NEMVE14836
OG0005015	DROME17219, DROME13880	NEMVE22631
OG0005021	DROME09143	NEMVE13857
OG0005038	DROME10536	NEMVE21936
OG0005040	DROME12131	NEMVE05703, NEMVE15873
OG0005044	DROME09608	NEMVE22165
OG0005045	DROME12158, DROME12156, DROME12157	NEMVE01206
OG0005046	DROME05480	NEMVE24288
OG0005047	DROME10719, DROME10720, DROME04066	NEMVE13364
OG0005048	DROME02333	NEMVE00607, NEMVE24484
OG0005050	DROME10449, DROME21014	NEMVE09923
OG0005053	DROME16491	NEMVE05596
OG0005059	DROME21332, DROME21333, DROME21331	NEMVE18371
OG0005061	DROME12079	NEMVE19746, NEMVE23632
OG0005062	DROME03096	NEMVE18856
OG0005065	DROME14023	NEMVE10847
OG0005066	DROME03204, DROME03205	NEMVE13164
OG0005067	DROME04857	NEMVE21762, NEMVE00117, NEMVE21170
OG0005068	DROME13214	NEMVE09278
OG0005069	DROME09600	NEMVE11714, NEMVE05735
OG0005072	DROME13201, DROME13202, DROME13203	NEMVE13273
OG0005073	DROME03220	NEMVE24556
OG0005074	DROME01351	NEMVE22203
OG0005076	DROME03212	NEMVE19049
OG0005077	DROME04630	NEMVE14220
OG0005079	DROME19526	NEMVE14064
OG0005081	DROME10206	NEMVE04796
OG0005082	DROME17559, DROME17558, DROME17557	NEMVE25159
OG0005083	DROME15688, DROME15689	NEMVE09115
OG0005085	DROME04061, DROME04063, DROME04062	NEMVE07572
OG0005086	DROME19289	NEMVE07482
OG0005087	DROME08803	NEMVE14760, NEMVE21110
OG0005088	DROME22011, DROME22012	NEMVE15972, NEMVE13405
OG0005089	DROME16204	NEMVE15030
OG0005090	DROME15517	NEMVE11209, NEMVE18162
OG0005091	DROME03308, DROME03309, DROME03310	NEMVE08357
OG0005093	DROME05559	NEMVE10149
OG0005094	DROME08308	NEMVE18917
OG0005095	DROME02229	NEMVE14185
OG0005096	DROME02037	NEMVE13847, NEMVE03089
OG0005097	DROME09274, DROME09272	NEMVE09977
OG0005099	DROME09599	NEMVE24801
OG0005100	DROME04486	NEMVE10899
OG0005104	DROME20927	NEMVE09153
OG0005105	DROME03531	NEMVE23049
OG0005106	DROME03857	NEMVE22627
OG0005107	DROME08339	NEMVE20157, NEMVE08261
OG0005108	DROME14762	NEMVE13396
OG0005109	DROME19414, DROME19413	NEMVE04941
OG0005110	DROME02462	NEMVE13178, NEMVE21214
OG0005111	DROME13957, DROME13956	NEMVE13580
OG0005112	DROME16405	NEMVE21306
OG0005113	DROME00349, DROME00350, DROME00351, DROME00352	NEMVE25886, NEMVE21027
OG0005114	DROME19429	NEMVE08411
OG0005116	DROME17446	NEMVE13730
OG0005117	DROME01907, DROME01909, DROME01908, DROME01910	NEMVE13209
OG0005119	DROME17852, DROME17851, DROME17850	NEMVE01031
OG0005120	DROME03465	NEMVE24047, NEMVE08257
OG0005121	DROME13814, DROME13815, DROME13816	NEMVE07563
OG0005124	DROME16620	NEMVE13707
OG0005125	DROME14833	NEMVE08675
OG0005127	DROME20240	NEMVE23949
OG0005129	DROME11517	NEMVE05690
OG0005130	DROME01130	NEMVE12121, NEMVE07830
OG0005131	DROME15986, DROME15987	NEMVE09291
OG0005132	DROME02024, DROME03817	NEMVE11409, NEMVE25901
OG0005133	DROME02541	NEMVE07483
OG0005134	DROME12299	NEMVE09808
OG0005135	DROME00390	NEMVE18670
OG0005138	DROME08714	NEMVE13824
OG0005139	DROME15604	NEMVE00951, NEMVE10974
OG0005140	DROME16893	NEMVE14128, NEMVE16885
OG0005141	DROME19023, DROME19024	NEMVE22603
OG0005142	DROME12779	NEMVE07142, NEMVE12077
OG0005143	DROME18172, DROME18171	NEMVE00974, NEMVE13415
OG0005144	DROME16396	NEMVE06213
OG0005145	DROME02051	NEMVE18108
OG0005146	DROME01676	NEMVE05099
OG0005147	DROME14510, DROME14511	NEMVE00982
OG0005149	DROME13939, DROME13941, DROME13940, DROME03013	NEMVE10144
OG0005151	DROME21402	NEMVE13659
OG0005152	DROME02100	NEMVE13218
OG0005154	DROME08186, DROME14086	NEMVE25021
OG0005155	DROME13946	NEMVE14140
OG0005157	DROME20357, DROME10521	NEMVE22505
