Orthogroup	DROME	XENTR
OG0003558	DROME06037	XENTR09307, XENTR11536
OG0003560	DROME18173	XENTR06670
OG0003561	DROME10510	XENTR09143, XENTR09144, XENTR15956
OG0003562	DROME12847, DROME12848	XENTR13770
OG0003564	DROME16736	XENTR01915, XENTR08979
OG0003566	DROME08493, DROME08492	XENTR08703
OG0003567	DROME20360, DROME20359	XENTR12992
OG0003568	DROME08773	XENTR01200
OG0003569	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128	XENTR00379, XENTR02589, XENTR02786
OG0003570	DROME14267, DROME14246	XENTR15222
OG0003571	DROME19608	XENTR05133, XENTR16524
OG0003573	DROME07521	XENTR18024
OG0003579	DROME17312	XENTR01923, XENTR05581, XENTR05580
OG0003581	DROME08243, DROME08242, DROME08244, DROME08245, DROME17935, DROME17934	XENTR18268
OG0003582	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104	XENTR13303
OG0003584	DROME18930	XENTR16533, XENTR03225, XENTR04095
OG0003597	DROME16622, DROME16621	XENTR18049
OG0003599	DROME08018	XENTR06077
OG0003603	DROME05424	XENTR07586
OG0003604	DROME19568	XENTR09462, XENTR01204
OG0003610	DROME07982, DROME07983	XENTR18364
OG0003611	DROME17638	XENTR13792
OG0003613	DROME00856	XENTR07063, XENTR18350
OG0003615	DROME16618, DROME16617	XENTR11541
OG0003617	DROME16095	XENTR18835
OG0003618	DROME15284, DROME15283	XENTR06591
OG0003619	DROME13589, DROME13590	XENTR14382
OG0003620	DROME17770	XENTR11610
OG0003621	DROME13714, DROME13715, DROME13713	XENTR08477, XENTR08478
OG0003623	DROME01675	XENTR02019
OG0003624	DROME12696	XENTR04842
OG0003626	DROME07546	XENTR09204
OG0003629	DROME03564	XENTR03081
OG0003630	DROME06784	XENTR17948
OG0003632	DROME18545	XENTR10135, XENTR00270
OG0003634	DROME03378	XENTR10016
OG0003635	DROME04946	XENTR09260
OG0003638	DROME16659	XENTR03036
OG0003641	DROME01116	XENTR07679
OG0003642	DROME19937, DROME19935, DROME19939, DROME19940, DROME19936, DROME19938	XENTR10056, XENTR06735
OG0003644	DROME00616	XENTR17108
OG0003645	DROME12178	XENTR03915, XENTR07317
OG0003646	DROME09249, DROME09250	XENTR17031, XENTR17030
OG0003647	DROME16616	XENTR05840
OG0003649	DROME12148, DROME12149	XENTR11535
OG0003650	DROME10934, DROME10933	XENTR18719
OG0003655	DROME13069, DROME13070	XENTR16032, XENTR04379
OG0003656	DROME14867, DROME14868, DROME19174	XENTR08122, XENTR09683
OG0003657	DROME04619	XENTR07176
OG0003658	DROME07032	XENTR03326
OG0003659	DROME09855	XENTR06944
OG0003660	DROME02231, DROME02233, DROME02232	XENTR09436
OG0003661	DROME07051	XENTR03758
OG0003664	DROME05104	XENTR01685
OG0003666	DROME11426	XENTR15411, XENTR03926
OG0003667	DROME18793, DROME18792, DROME03291	XENTR07700, XENTR00535
OG0003668	DROME15022, DROME15023	XENTR02672
OG0003669	DROME05487	XENTR08683
OG0003671	DROME13120	XENTR13386, XENTR15446
OG0003672	DROME03649	XENTR07314
OG0003676	DROME05478	XENTR00677
OG0003677	DROME10098	XENTR08610, XENTR17285, XENTR15109
OG0003678	DROME20450	XENTR00079, XENTR17514
OG0003679	DROME02313	XENTR18397, XENTR12379
OG0003680	DROME01384	XENTR05231
OG0003681	DROME08680, DROME08681	XENTR16296, XENTR16295, XENTR04463
OG0003682	DROME12564	XENTR13445
OG0003686	DROME06762	XENTR05887
OG0003687	DROME12601	XENTR05213, XENTR00134
OG0003690	DROME00439	XENTR02409
OG0003692	DROME11124	XENTR01955
OG0003693	DROME08115	XENTR10718, XENTR18258
OG0003694	DROME12215, DROME12216	XENTR17179
OG0003695	DROME01947	XENTR07743, XENTR03931
OG0003696	DROME10156	XENTR02869
OG0003697	DROME03932, DROME03930, DROME03929, DROME03931	XENTR07379
OG0003698	DROME17520	XENTR09545, XENTR01970
OG0003700	DROME01181, DROME01182	XENTR15169, XENTR07388
OG0003703	DROME15370	XENTR16337, XENTR12841
OG0003704	DROME02181, DROME02180	XENTR14777, XENTR00061
OG0003708	DROME12282, DROME12281	XENTR08453
OG0003709	DROME13668, DROME18688	XENTR16313
OG0003710	DROME19166, DROME19168, DROME19167, DROME19169	XENTR06304
OG0003712	DROME10970	XENTR01274, XENTR12990
OG0003713	DROME05410	XENTR03924
OG0003714	DROME02517	XENTR10015
OG0003716	DROME18657	XENTR10549
OG0003717	DROME10046	XENTR08367
OG0003718	DROME01297	XENTR10379
OG0003720	DROME17484	XENTR01280, XENTR11759
OG0003721	DROME09052	XENTR07713, XENTR09504
OG0003722	DROME05995	XENTR13252, XENTR06780
OG0003729	DROME04356, DROME06341	XENTR03157
OG0003731	DROME02907	XENTR04923
OG0003732	DROME10070	XENTR18126
OG0003733	DROME00230	XENTR04294
OG0003734	DROME19430	XENTR16422
OG0003735	DROME19631	XENTR05792
OG0003737	DROME05769, DROME16282, DROME16607, DROME16283	XENTR06182, XENTR09163
OG0003738	DROME11561, DROME11562	XENTR17869
OG0003740	DROME01620	XENTR15199
OG0003741	DROME14002, DROME20156	XENTR17057
OG0003742	DROME17331, DROME17332	XENTR03179, XENTR03778
OG0003743	DROME13785	XENTR12518
OG0003744	DROME08150	XENTR06835, XENTR16465
OG0003745	DROME20574, DROME20575	XENTR00802
OG0003746	DROME01977	XENTR04180, XENTR06934, XENTR16848
OG0003747	DROME00997, DROME00995, DROME00994, DROME00996	XENTR05018
OG0003748	DROME01784	XENTR00377
OG0003749	DROME18502, DROME18501	XENTR16748
OG0003750	DROME15590	XENTR02453
OG0003753	DROME12522, DROME12521, DROME12523	XENTR13127
OG0003754	DROME08228, DROME08227	XENTR10153, XENTR11505
OG0003755	DROME10789, DROME20093, DROME20094	XENTR04060
OG0003756	DROME21916, DROME21915, DROME03180, DROME21917	XENTR06642
OG0003758	DROME11710, DROME11712, DROME11711	XENTR10842, XENTR07110
OG0003759	DROME06383	XENTR16557, XENTR14606
OG0003761	DROME14154, DROME16436	XENTR05309, XENTR05308, XENTR07160
OG0003763	DROME19350	XENTR17599
OG0003764	DROME21578	XENTR10248
OG0003769	DROME11691, DROME11690, DROME11693, DROME11692	XENTR12425
OG0003771	DROME11019, DROME11021, DROME11022, DROME11020, DROME11018	XENTR13739, XENTR03911
OG0003772	DROME12948	XENTR05943
OG0003773	DROME05209	XENTR01780, XENTR13130
OG0003775	DROME10059	XENTR13200
OG0003776	DROME09504, DROME16551	XENTR07141
OG0003777	DROME18238, DROME18237, DROME18236	XENTR01073, XENTR12435
OG0003778	DROME13171	XENTR10711
OG0003779	DROME17898	XENTR17121
OG0003794	DROME03810, DROME03820	XENTR06585, XENTR05055
OG0003795	DROME10754, DROME10753, DROME10755	XENTR19254
OG0003798	DROME12695	XENTR01114, XENTR07104
OG0003803	DROME02481, DROME02482	XENTR01279
OG0003806	DROME01868	XENTR07356
OG0003807	DROME20522, DROME05215	XENTR01368, XENTR01369, XENTR01367
OG0003808	DROME08174	XENTR13676
OG0003809	DROME04169, DROME04168	XENTR08847, XENTR04264
OG0003811	DROME14988, DROME14990, DROME14989	XENTR05500
OG0003812	DROME16112, DROME15368	XENTR18891
OG0003813	DROME10056	XENTR10561, XENTR06474
OG0003817	DROME00653	XENTR01494
OG0003818	DROME11129	XENTR08826
OG0003820	DROME07987	XENTR15816, XENTR15817
OG0003821	DROME04477	XENTR02570, XENTR07045
OG0003823	DROME12335	XENTR12892, XENTR11791
OG0003824	DROME17215	XENTR02218
OG0003826	DROME12869, DROME12870, DROME12868	XENTR01516
OG0003827	DROME06883, DROME06884	XENTR11304, XENTR18626
OG0003828	DROME10911	XENTR14525
OG0003829	DROME01864	XENTR04012
OG0003831	DROME02158	XENTR03490
OG0003832	DROME22043	XENTR00382, XENTR01228, XENTR01229
OG0003834	DROME21433	XENTR04978, XENTR18533
OG0003836	DROME15123	XENTR11782, XENTR15896
OG0003837	DROME14236, DROME08398	XENTR02506
OG0003838	DROME00382, DROME00383	XENTR00914, XENTR03476
OG0003839	DROME21710	XENTR13884
OG0003840	DROME00482	XENTR12159
OG0003841	DROME10377, DROME10376, DROME21784	XENTR12939
OG0003843	DROME02011	XENTR12778, XENTR12779
OG0003844	DROME19636, DROME19637	XENTR07150
OG0003845	DROME21374	XENTR04055
OG0003846	DROME14576	XENTR02190, XENTR11317
OG0003847	DROME04113	XENTR05448
OG0003848	DROME19059, DROME03440, DROME21451, DROME09630	XENTR09160
OG0003849	DROME18363, DROME18362	XENTR02659, XENTR08320
OG0003850	DROME19645	XENTR05454
OG0003851	DROME07873, DROME07872, DROME07874	XENTR02901
OG0003852	DROME08152	XENTR01443, XENTR00580
OG0003853	DROME00889	XENTR16563
OG0003854	DROME11356	XENTR09846, XENTR03116
OG0003856	DROME18670	XENTR05612
OG0003857	DROME21963	XENTR10397
OG0003860	DROME03956	XENTR19064, XENTR06357
OG0003861	DROME13113	XENTR12844
OG0003863	DROME16970, DROME16972, DROME16971	XENTR10491, XENTR10490, XENTR02221, XENTR02222
OG0003864	DROME16687, DROME16688	XENTR11994
OG0003865	DROME12154, DROME12155	XENTR08410, XENTR08547
OG0003866	DROME15012, DROME15013	XENTR06311
OG0003867	DROME04382	XENTR02863
OG0003868	DROME05264, DROME05265, DROME05263	XENTR14790, XENTR09159, XENTR09158
OG0003869	DROME09592	XENTR16798
OG0003870	DROME12586, DROME12587	XENTR11422
OG0003872	DROME05404	XENTR00808
OG0003873	DROME21721	XENTR00180
OG0003874	DROME06608	XENTR15862
OG0003875	DROME19790, DROME19791	XENTR04436
OG0003876	DROME09112	XENTR17136
OG0003877	DROME03255, DROME03256	XENTR02745
OG0003879	DROME15863, DROME15864	XENTR11236
OG0003881	DROME06398	XENTR04081
OG0003883	DROME12952, DROME12953	XENTR14642, XENTR14643, XENTR08760
OG0003884	DROME16036	XENTR02661
OG0003885	DROME01881, DROME01880	XENTR05759, XENTR02123
OG0003886	DROME16702	XENTR01682
OG0003887	DROME05627	XENTR18026
OG0003887	DROME16856	XENTR11440
OG0003888	DROME14996	XENTR15148
OG0003892	DROME03882, DROME03883, DROME03881	XENTR00762
OG0003893	DROME20864	XENTR13880
OG0003894	DROME08816	XENTR06779
OG0003895	DROME02851, DROME08609, DROME08610, DROME02850	XENTR15607
OG0003897	DROME08504, DROME08505	XENTR09637
OG0003898	DROME10004, DROME10008, DROME10006, DROME10009, DROME10005, DROME10007	XENTR00281
OG0003899	DROME15608	XENTR07459
OG0003903	DROME10193, DROME10192, DROME10577, DROME05877, DROME10568, DROME05866, DROME06507, DROME06503	XENTR11558
OG0003904	DROME13386	XENTR08625, XENTR05314
OG0003906	DROME10315	XENTR05038
OG0003908	DROME07423	XENTR12199
OG0003908	DROME05483	XENTR15544
OG0003909	DROME12680	XENTR13589
OG0003910	DROME10387	XENTR07945
OG0003911	DROME11361	XENTR02501
OG0003912	DROME03970, DROME03969, DROME03443	XENTR18566, XENTR04975, XENTR07778
OG0003913	DROME04350	XENTR15388
OG0003915	DROME04519	XENTR02712, XENTR00701
OG0003916	DROME10524, DROME10523	XENTR04593, XENTR05144
OG0003917	DROME06379	XENTR00420, XENTR10594
OG0003918	DROME16748, DROME16746, DROME16745, DROME16747	XENTR06731
OG0003919	DROME21549	XENTR14692
OG0003920	DROME16629, DROME16630	XENTR12856
OG0003921	DROME02956, DROME02955, DROME02957	XENTR04630
OG0003923	DROME02152, DROME02153, DROME02151, DROME02154, DROME00715, DROME00714	XENTR04190
OG0003925	DROME01564, DROME01563	XENTR05466
OG0003929	DROME08880	XENTR03727
OG0003930	DROME20922	XENTR10794
OG0003931	DROME02384, DROME02385	XENTR10403
OG0003933	DROME03669	XENTR11134, XENTR10793
OG0003934	DROME11280	XENTR05679
OG0003935	DROME00302	XENTR03877
OG0003936	DROME02177	XENTR06644
OG0003938	DROME13183	XENTR15244
OG0003939	DROME01287	XENTR04150
OG0003940	DROME13675	XENTR04461
OG0003942	DROME15620	XENTR17940
OG0003944	DROME18760	XENTR06236
OG0003945	DROME01863	XENTR18416
OG0003946	DROME13159, DROME13158	XENTR08261, XENTR12173
OG0003947	DROME08292	XENTR08870, XENTR02239
OG0003949	DROME09152	XENTR02519
OG0003950	DROME16615	XENTR10159
OG0003951	DROME07725	XENTR02805
OG0003955	DROME16756	XENTR03281
OG0003958	DROME00635	XENTR08137
OG0003959	DROME15055	XENTR14787, XENTR19068, XENTR16821
OG0003961	DROME17804	XENTR09360
OG0003962	DROME09201	XENTR09257, XENTR00890, XENTR15298, XENTR13042
OG0003965	DROME07977, DROME07971, DROME07972	XENTR12041
OG0003967	DROME15281	XENTR01385
OG0003968	DROME04759, DROME04758	XENTR09674
OG0003969	DROME17765, DROME17762, DROME17766, DROME17763, DROME17764, DROME17767	XENTR09036
OG0003970	DROME08299	XENTR06325
OG0003971	DROME06198	XENTR16415
OG0003972	DROME03377	XENTR02960
OG0003973	DROME13196, DROME13195, DROME13194	XENTR02390, XENTR13883
OG0003974	DROME04925	XENTR07421
OG0003978	DROME14494, DROME17669	XENTR01603, XENTR13382, XENTR01941
OG0003998	DROME16844, DROME16845, DROME16846, DROME16848, DROME16847, DROME16849	XENTR13053
OG0003999	DROME14381, DROME14380	XENTR13639
OG0004000	DROME11283	XENTR16850
OG0004004	DROME11754	XENTR09365
OG0004005	DROME14778, DROME14779, DROME14780	XENTR08022
OG0004007	DROME18644	XENTR00335, XENTR12145
OG0004009	DROME09732, DROME09731, DROME09733, DROME09734, DROME09735	XENTR12738, XENTR07565
OG0004011	DROME02697, DROME02696, DROME02701	XENTR09432, XENTR02695
OG0004012	DROME11288	XENTR08974
OG0004014	DROME02886, DROME02837	XENTR16545
OG0004015	DROME07793	XENTR07793
OG0004017	DROME02036	XENTR14676
OG0004019	DROME01647	XENTR14133
OG0004020	DROME17726, DROME17727	XENTR03214
OG0004021	DROME19870	XENTR01515
OG0004022	DROME10913, DROME10915, DROME10912, DROME10914	XENTR07692
OG0004025	DROME16102	XENTR15063
OG0004027	DROME13967	XENTR05193, XENTR01694
OG0004028	DROME21582, DROME21583	XENTR07292
OG0004030	DROME00135, DROME00134	XENTR01775
OG0004031	DROME01221, DROME01220, DROME01218, DROME01219, DROME01214, DROME01217, DROME01215, DROME01216	XENTR02095
OG0004032	DROME08117	XENTR14175, XENTR14174, XENTR10565
OG0004033	DROME14180, DROME12245	XENTR07511
OG0004035	DROME03941, DROME03943, DROME03942, DROME03940	XENTR18213, XENTR18419
OG0004036	DROME19609	XENTR00661
OG0004037	DROME06863	XENTR08593
OG0004038	DROME02888	XENTR14795
OG0004041	DROME05936	XENTR00599
OG0004042	DROME16619	XENTR16635
OG0004044	DROME05299, DROME05298	XENTR01872
OG0004045	DROME06772	XENTR13376
OG0004047	DROME02487, DROME02484, DROME02486, DROME02485	XENTR09809
OG0004048	DROME17671	XENTR08968, XENTR08876
OG0004051	DROME18087, DROME18086	XENTR17604, XENTR07177
OG0004053	DROME21730	XENTR05712, XENTR12155
OG0004054	DROME15059	XENTR03843, XENTR02105
OG0004056	DROME15287	XENTR16767
OG0004057	DROME00479	XENTR00723
OG0004059	DROME13217	XENTR02089
OG0004060	DROME20687	XENTR10032
OG0004061	DROME03990	XENTR00001
OG0004062	DROME16212	XENTR18647, XENTR08862, XENTR10337
OG0004064	DROME06301	XENTR04196
OG0004065	DROME02456	XENTR13020
OG0004066	DROME10827	XENTR12212
OG0004067	DROME14860	XENTR14385
OG0004069	DROME10101	XENTR09185
OG0004070	DROME04845	XENTR11830
OG0004071	DROME15812	XENTR01305, XENTR15592, XENTR09667, XENTR09668
OG0004072	DROME21957, DROME17982	XENTR02752
OG0004073	DROME01650	XENTR11511, XENTR02540, XENTR06765
OG0004074	DROME06751	XENTR11569
OG0004075	DROME21242	XENTR00982
OG0004076	DROME00303	XENTR13769
OG0004078	DROME11078	XENTR10912
OG0004079	DROME14266, DROME14264, DROME14261, DROME14262, DROME14263, DROME14265	XENTR01034
OG0004080	DROME06468, DROME06467	XENTR04210, XENTR17702
OG0004081	DROME16707, DROME16708, DROME16709, DROME16710	XENTR09630, XENTR16082
OG0004082	DROME08161	XENTR03276
OG0004084	DROME12357	XENTR03635
OG0004085	DROME05732, DROME05731, DROME05733	XENTR02748
OG0004089	DROME00381	XENTR15591
OG0004091	DROME14119	XENTR04711
OG0004092	DROME12563	XENTR15001, XENTR15101
OG0004095	DROME13735	XENTR04765
OG0004096	DROME05141, DROME05140, DROME05135, DROME00515	XENTR04695
OG0004098	DROME01948	XENTR09195, XENTR00362
OG0004099	DROME19388	XENTR07018, XENTR03906
OG0004101	DROME08755, DROME08757, DROME08756	XENTR13964
OG0004102	DROME12666	XENTR02021
OG0004105	DROME04809, DROME04810, DROME04811	XENTR00235
OG0004108	DROME07361	XENTR07571
OG0004110	DROME17755	XENTR18262
OG0004111	DROME04654, DROME04653	XENTR05171, XENTR05170, XENTR05169, XENTR05168
OG0004112	DROME12140	XENTR18035
OG0004113	DROME06222, DROME06223	XENTR11125
OG0004114	DROME16337	XENTR11643
OG0004115	DROME13846, DROME13845, DROME13844	XENTR10408
OG0004116	DROME02477	XENTR06030
OG0004118	DROME19673	XENTR00736
OG0004119	DROME14543	XENTR07270
OG0004120	DROME07794	XENTR09438
OG0004121	DROME03957	XENTR08429
OG0004123	DROME12798	XENTR18443, XENTR02606
OG0004124	DROME02608	XENTR02997, XENTR06594
OG0004127	DROME07186	XENTR09339
OG0004131	DROME18904, DROME18905	XENTR00865
OG0004132	DROME06798	XENTR08207
OG0004133	DROME02029	XENTR08580, XENTR08835
OG0004134	DROME14839	XENTR10228
OG0004135	DROME03879	XENTR14499
OG0004136	DROME17670	XENTR14548
OG0004139	DROME14020	XENTR09190, XENTR12366, XENTR15382
OG0004140	DROME02610	XENTR05945
OG0004142	DROME06754	XENTR15552
OG0004143	DROME13621	XENTR14330
OG0004144	DROME04309, DROME04310	XENTR10488, XENTR16335
OG0004145	DROME08647, DROME14074, DROME14075	XENTR06685
OG0004147	DROME06149	XENTR18396
OG0004148	DROME06090, DROME06089	XENTR06933
OG0004149	DROME11017, DROME11016, DROME11015	XENTR10834
OG0004150	DROME04551, DROME04550	XENTR03403
OG0004151	DROME14564	XENTR00487
OG0004153	DROME12893	XENTR02143
OG0004156	DROME18060	XENTR00751, XENTR10996
OG0004157	DROME21496	XENTR18358
OG0004158	DROME10050	XENTR18490
OG0004159	DROME20404, DROME20403, DROME20402	XENTR12092, XENTR07512
OG0004160	DROME15565	XENTR00315
OG0004164	DROME16332	XENTR07551, XENTR07533
OG0004166	DROME17896	XENTR02693
OG0004167	DROME18913	XENTR11620
OG0004168	DROME05468	XENTR07704
OG0004169	DROME00368	XENTR16574
OG0004170	DROME12078	XENTR12679
OG0004171	DROME07182	XENTR11673
OG0004176	DROME10985, DROME10984	XENTR01051
OG0004178	DROME04815	XENTR17208
OG0004179	DROME10276, DROME10274, DROME10275, DROME10273	XENTR12520, XENTR09133
OG0004180	DROME20474	XENTR17753, XENTR17078
OG0004181	DROME12964	XENTR05491
OG0004182	DROME16363	XENTR11405
OG0004183	DROME09271	XENTR10310
OG0004184	DROME04419	XENTR07501
OG0004185	DROME05297	XENTR07973
OG0004186	DROME16037	XENTR14918, XENTR07489
OG0004187	DROME07871	XENTR07777, XENTR12420, XENTR19105
OG0004188	DROME07492, DROME07494, DROME07493	XENTR01635, XENTR09043
OG0004189	DROME11000, DROME11001	XENTR04045, XENTR00785
OG0004190	DROME01879, DROME22091	XENTR07315
OG0004198	DROME17028	XENTR05295
OG0004215	DROME19401	XENTR11110
OG0004216	DROME11793	XENTR16489
OG0004217	DROME21224	XENTR12749
OG0004219	DROME03490	XENTR05410
OG0004220	DROME07426, DROME07425	XENTR19132
OG0004222	DROME04949	XENTR03863
OG0004223	DROME01123, DROME06776	XENTR11343
OG0004225	DROME05012	XENTR05236, XENTR01889
OG0004226	DROME15145	XENTR12961
OG0004227	DROME04086	XENTR09239
OG0004228	DROME10277	XENTR12759, XENTR03636
OG0004229	DROME02866, DROME02865	XENTR09293
OG0004230	DROME18730, DROME18729	XENTR06029, XENTR18693
OG0004231	DROME14487, DROME14486	XENTR07588
OG0004232	DROME15977	XENTR14755
OG0004235	DROME12429	XENTR07323
OG0004236	DROME17566	XENTR09087
OG0004239	DROME15568	XENTR02464
OG0004241	DROME15542	XENTR07243
OG0004242	DROME03644, DROME06191	XENTR10644
OG0004243	DROME14802, DROME20505	XENTR02756
OG0004245	DROME02038	XENTR13102
OG0004246	DROME07435	XENTR10841
OG0004248	DROME14001	XENTR02442
OG0004249	DROME04762	XENTR14714
OG0004250	DROME18272, DROME18273	XENTR13434
OG0004251	DROME04402	XENTR04013
OG0004252	DROME14951	XENTR01265
OG0004253	DROME20276, DROME20277, DROME20275	XENTR14684, XENTR07125
OG0004254	DROME16850, DROME16851, DROME16852	XENTR02285
OG0004255	DROME06896, DROME06895	XENTR08386
OG0004257	DROME14416	XENTR00860
OG0004258	DROME05217	XENTR15149
OG0004259	DROME21474, DROME10563	XENTR05280
OG0004261	DROME10981	XENTR17138
OG0004262	DROME16780	XENTR03026
OG0004263	DROME06450	XENTR18355
OG0004264	DROME15193	XENTR11427, XENTR02228
OG0004265	DROME05465	XENTR01292
OG0004268	DROME10031	XENTR16315
OG0004269	DROME16782	XENTR08648
OG0004270	DROME19295, DROME19296, DROME19297	XENTR15859
OG0004272	DROME21011	XENTR04240
OG0004273	DROME09850	XENTR07324
OG0004275	DROME16991	XENTR02366, XENTR11914
OG0004276	DROME08381	XENTR15736
OG0004277	DROME05527, DROME17087, DROME15966, DROME15965, DROME15964, DROME13638, DROME13639	XENTR14387
OG0004278	DROME01231	XENTR18016, XENTR18015
OG0004280	DROME22015	XENTR10748
OG0004281	DROME00885	XENTR18518
OG0004282	DROME07183	XENTR04076
OG0004283	DROME21977	XENTR03463
OG0004284	DROME19835, DROME19836	XENTR12171, XENTR15187
OG0004285	DROME12894	XENTR08748
OG0004287	DROME16211	XENTR14573, XENTR10948
OG0004288	DROME12750, DROME12751	XENTR13701
OG0004289	DROME10833, DROME19397	XENTR09034
OG0004290	DROME01469	XENTR09552, XENTR12944
OG0004291	DROME16342	XENTR07498
OG0004292	DROME06641	XENTR16091
OG0004295	DROME20603, DROME20604, DROME20602	XENTR10638
OG0004297	DROME01005	XENTR11758
OG0004299	DROME21406, DROME21405	XENTR16510
OG0004300	DROME21737	XENTR04840
