Orthogroup	DROME	HUMAN
OG0004147	DROME06149	HUMAN21565
OG0004148	DROME06090, DROME06089	HUMAN12377
OG0004149	DROME11017, DROME11016, DROME11015	HUMAN07609, HUMAN30337
OG0004150	DROME04551, DROME04550	HUMAN20665, HUMAN20664
OG0004151	DROME14564	HUMAN11355, HUMAN11356
OG0004153	DROME12893	HUMAN24083
OG0004156	DROME18060	HUMAN21442
OG0004157	DROME21496	HUMAN29821
OG0004158	DROME10050	HUMAN17542, HUMAN27299
OG0004159	DROME20404, DROME20403, DROME20402	HUMAN15832, HUMAN08705, HUMAN02665
OG0004160	DROME15565	HUMAN00868
OG0004164	DROME16332	HUMAN03236, HUMAN23812, HUMAN23813
OG0004166	DROME17896	HUMAN27687
OG0004167	DROME18913	HUMAN04738, HUMAN04739
OG0004168	DROME05468	HUMAN11718
OG0004169	DROME00368	HUMAN13644
OG0004170	DROME12078	HUMAN15967
OG0004171	DROME07182	HUMAN15518
OG0004176	DROME10985, DROME10984	HUMAN22859, HUMAN22860
OG0004178	DROME04815	HUMAN30555, HUMAN30556
OG0004179	DROME10276, DROME10274, DROME10275, DROME10273	HUMAN10496, HUMAN10497, HUMAN12064, HUMAN12065, HUMAN12066, HUMAN12169
OG0004180	DROME20474	HUMAN27280, HUMAN18278, HUMAN27279
OG0004181	DROME12964	HUMAN22409
OG0004182	DROME16363	HUMAN19435
OG0004183	DROME09271	HUMAN07292, HUMAN07291
OG0004184	DROME04419	HUMAN02697
OG0004185	DROME05297	HUMAN01862, HUMAN20490
OG0004186	DROME16037	HUMAN08997, HUMAN08995, HUMAN02715
OG0004187	DROME07871	HUMAN11528, HUMAN08193, HUMAN08194
OG0004188	DROME07492, DROME07494, DROME07493	HUMAN08423, HUMAN08422
OG0004189	DROME11000, DROME11001	HUMAN12201, HUMAN07399
OG0004190	DROME01879, DROME22091	HUMAN12134, HUMAN12135, HUMAN12136, HUMAN12137, HUMAN12133
OG0004198	DROME17028	HUMAN09595, HUMAN01753, HUMAN09594, HUMAN01752
OG0004215	DROME19401	HUMAN12295, HUMAN12294, HUMAN12293
OG0004216	DROME11793	HUMAN20287
OG0004217	DROME21224	HUMAN22836
OG0004219	DROME03490	HUMAN17843, HUMAN17842
OG0004220	DROME07426, DROME07425	HUMAN28630
OG0004222	DROME04949	HUMAN08455
OG0004223	DROME01123, DROME06776	HUMAN05025, HUMAN05023
OG0004225	DROME05012	HUMAN06624, HUMAN06623, HUMAN27310
OG0004226	DROME15145	HUMAN08493
OG0004227	DROME04086	HUMAN00825
OG0004228	DROME10277	HUMAN27429
OG0004229	DROME02866, DROME02865	HUMAN03153
OG0004230	DROME18730, DROME18729	HUMAN05581
OG0004231	DROME14487, DROME14486	HUMAN13253
OG0004232	DROME15977	HUMAN22434
OG0004235	DROME12429	HUMAN12116
OG0004236	DROME17566	HUMAN16992
OG0004239	DROME15568	HUMAN18995
OG0004241	DROME15542	HUMAN07668
OG0004242	DROME03644, DROME06191	HUMAN14962
OG0004243	DROME14802, DROME20505	HUMAN12837
OG0004244	DROME10097	HUMAN21470
OG0004245	DROME02038	HUMAN03723, HUMAN03722, HUMAN07043
OG0004246	DROME07435	HUMAN12879, HUMAN12881
OG0004248	DROME14001	HUMAN18975, HUMAN18976
OG0004249	DROME04762	HUMAN22547, HUMAN22545, HUMAN22548, HUMAN22546
OG0004251	DROME04402	HUMAN01265
OG0004252	DROME14951	HUMAN25401, HUMAN25402, HUMAN25400
OG0004253	DROME20276, DROME20277, DROME20275	HUMAN10905, HUMAN26337
OG0004254	DROME16850, DROME16851, DROME16852	HUMAN27698
OG0004255	DROME06896, DROME06895	HUMAN20924
OG0004257	DROME14416	HUMAN17628
OG0004258	DROME05217	HUMAN19337, HUMAN19336, HUMAN19590
OG0004259	DROME21474, DROME10563	HUMAN09749
OG0004261	DROME10981	HUMAN13774
OG0004262	DROME16780	HUMAN08768, HUMAN08767, HUMAN08769
OG0004263	DROME06450	HUMAN17547, HUMAN17546
OG0004264	DROME15193	HUMAN03533, HUMAN27752, HUMAN27751, HUMAN27750
OG0004265	DROME05465	HUMAN01336
OG0004268	DROME10031	HUMAN15200, HUMAN15199, HUMAN15201
OG0004269	DROME16782	HUMAN03613
OG0004270	DROME19295, DROME19296, DROME19297	HUMAN01652
OG0004272	DROME21011	HUMAN23571
OG0004273	DROME09850	HUMAN12115, HUMAN12114
OG0004275	DROME16991	HUMAN06232, HUMAN21152, HUMAN21151
OG0004276	DROME08381	HUMAN28195
OG0004277	DROME05527, DROME17087, DROME15966, DROME15965, DROME15964, DROME13638, DROME13639	HUMAN29963
OG0004278	DROME01231	HUMAN28639
OG0004280	DROME22015	HUMAN13148
OG0004281	DROME00885	HUMAN21314
OG0004282	DROME07183	HUMAN00466
OG0004283	DROME21977	HUMAN22365
OG0004284	DROME19835, DROME19836	HUMAN22289
OG0004285	DROME12894	HUMAN24318, HUMAN24317, HUMAN24319
OG0004287	DROME16211	HUMAN08350
OG0004288	DROME12750, DROME12751	HUMAN23255
OG0004289	DROME10833, DROME19397	HUMAN08406
OG0004290	DROME01469	HUMAN11088, HUMAN11089, HUMAN26173
OG0004291	DROME16342	HUMAN02664
OG0004292	DROME06641	HUMAN18016, HUMAN18018, HUMAN18017
OG0004294	DROME13106, DROME13107	HUMAN04148, HUMAN04149, HUMAN02311, HUMAN02310
OG0004295	DROME20603, DROME20604, DROME20602	HUMAN14256
OG0004297	DROME01005	HUMAN24896
OG0004299	DROME21406, DROME21405	HUMAN22961, HUMAN05108, HUMAN22962
OG0004300	DROME21737	HUMAN28866, HUMAN28867
OG0004301	DROME06959	HUMAN04644
OG0004302	DROME01833	HUMAN23334
OG0004303	DROME02789, DROME02790	HUMAN18308, HUMAN18307
OG0004304	DROME15979, DROME15978	HUMAN07403, HUMAN07402, HUMAN07400, HUMAN07401
OG0004305	DROME00211	HUMAN14140
OG0004306	DROME06581, DROME06582, DROME06580, DROME06583	HUMAN24566, HUMAN24565
OG0004307	DROME07784	HUMAN13513
OG0004308	DROME08791, DROME08790	HUMAN30057
OG0004309	DROME11787	HUMAN03042
OG0004310	DROME20002	HUMAN01879, HUMAN01878, HUMAN15096, HUMAN15095
OG0004312	DROME07615	HUMAN01959
OG0004314	DROME04957	HUMAN02115, HUMAN29290, HUMAN29291
OG0004315	DROME21705	HUMAN03740, HUMAN03739
OG0004316	DROME06707	HUMAN26704, HUMAN21828
OG0004317	DROME18648, DROME18649, DROME18650	HUMAN07353
OG0004319	DROME01293	HUMAN04164, HUMAN04163, HUMAN27066
OG0004321	DROME00141	HUMAN03148
OG0004322	DROME21173, DROME21172	HUMAN24558
OG0004323	DROME08716, DROME08715	HUMAN25493
OG0004324	DROME19211, DROME05925, DROME05924	HUMAN19248
OG0004328	DROME06814, DROME06813	HUMAN18966, HUMAN18965
OG0004330	DROME05935	HUMAN08424
OG0004331	DROME09522	HUMAN08295
OG0004332	DROME03199	HUMAN05580
OG0004333	DROME03525	HUMAN28274
OG0004334	DROME17993, DROME17994	HUMAN00979, HUMAN00978
OG0004335	DROME10278	HUMAN22919
OG0004337	DROME13597	HUMAN01473
OG0004338	DROME16553	HUMAN05208
OG0004342	DROME12320	HUMAN22854, HUMAN22853
OG0004343	DROME10215	HUMAN03765, HUMAN03766
OG0004344	DROME17664	HUMAN30235, HUMAN30231, HUMAN30232
OG0004345	DROME20919	HUMAN29416
OG0004347	DROME18052, DROME18053	HUMAN19877
OG0004347	DROME21288, DROME21289	HUMAN26338
OG0004348	DROME08598, DROME08597	HUMAN29749
OG0004349	DROME12070	HUMAN08334, HUMAN08332, HUMAN08333
OG0004350	DROME08566	HUMAN25142
OG0004351	DROME17742	HUMAN05858
OG0004352	DROME04587	HUMAN18365, HUMAN18370, HUMAN18368, HUMAN18369, HUMAN05871, HUMAN05872, HUMAN05869, HUMAN05870
OG0004353	DROME05577	HUMAN05861
OG0004354	DROME18943	HUMAN19965, HUMAN19964
OG0004355	DROME01999	HUMAN20522, HUMAN06764
OG0004356	DROME12218	HUMAN21882
OG0004357	DROME01205, DROME01203	HUMAN17377
OG0004358	DROME01539	HUMAN20549
OG0004359	DROME15372	HUMAN21016, HUMAN29937
OG0004360	DROME03158	HUMAN02590
OG0004361	DROME16888	HUMAN02280
OG0004362	DROME04321	HUMAN12669, HUMAN20594
OG0004364	DROME18518, DROME02371	HUMAN16782, HUMAN16785
OG0004365	DROME11247	HUMAN09827
OG0004366	DROME02176	HUMAN11404
OG0004367	DROME05441, DROME05440, DROME05442	HUMAN25086, HUMAN25087, HUMAN25088
OG0004368	DROME03958, DROME03959	HUMAN02041, HUMAN24846
OG0004369	DROME08156	HUMAN29479
OG0004370	DROME12142, DROME12141	HUMAN26663
OG0004371	DROME19537	HUMAN00682, HUMAN00681, HUMAN16768
OG0004373	DROME07316	HUMAN00854
OG0004374	DROME21010	HUMAN13158
OG0004376	DROME21016	HUMAN26330, HUMAN19958
OG0004377	DROME02771, DROME02772, DROME02773, DROME02770	HUMAN28605
OG0004378	DROME00771	HUMAN11677, HUMAN11679, HUMAN11678
OG0004379	DROME14972, DROME14973	HUMAN15965, HUMAN06117, HUMAN15966
OG0004380	DROME21035, DROME21034	HUMAN02379
OG0004381	DROME03934	HUMAN01741
OG0004382	DROME16408, DROME16407	HUMAN23495
OG0004385	DROME16721	HUMAN29342
OG0004388	DROME07878	HUMAN25589
OG0004391	DROME11785, DROME11784	HUMAN22998, HUMAN23755, HUMAN22999
OG0004392	DROME17967, DROME17966, DROME17965	HUMAN03189
OG0004393	DROME16127	HUMAN03571
OG0004395	DROME14114, DROME14116, DROME14115, DROME14113, DROME14117, DROME14118	HUMAN06741
OG0004396	DROME00290, DROME00291	HUMAN00392, HUMAN00394, HUMAN00393
OG0004397	DROME07584, DROME07585	HUMAN15239, HUMAN15240, HUMAN13820
OG0004398	DROME20923	HUMAN25746
OG0004399	DROME00026, DROME00027	HUMAN20481, HUMAN20480, HUMAN20364
OG0004401	DROME15904	HUMAN30275, HUMAN07787
OG0004403	DROME16539, DROME16538, DROME16541, DROME16540	HUMAN09951, HUMAN09950, HUMAN09949
OG0004404	DROME00111	HUMAN09714
OG0004405	DROME20905	HUMAN30602, HUMAN30601, HUMAN30590
OG0004406	DROME20449	HUMAN04951, HUMAN04950, HUMAN08313
OG0004407	DROME17000	HUMAN08685
OG0004408	DROME00339	HUMAN05225
OG0004409	DROME07816	HUMAN06237, HUMAN06235, HUMAN06234, HUMAN06236, HUMAN21149, HUMAN06233
OG0004413	DROME16031	HUMAN20485
OG0004415	DROME19672	HUMAN27786
OG0004417	DROME08382	HUMAN27641, HUMAN27642, HUMAN27644, HUMAN27646, HUMAN27643, HUMAN01111, HUMAN27645
OG0004423	DROME09027, DROME09026	HUMAN24585
OG0004424	DROME06710, DROME06709	HUMAN20454
OG0004425	DROME09154	HUMAN20710, HUMAN12646, HUMAN12647
OG0004426	DROME02898	HUMAN08417, HUMAN15503, HUMAN15502
OG0004459	DROME11629	HUMAN03665
OG0004460	DROME01612	HUMAN02348
OG0004462	DROME10763	HUMAN07884
OG0004465	DROME21097, DROME00340	HUMAN25551
OG0004468	DROME08086	HUMAN04543
OG0004471	DROME04870, DROME04872, DROME04871	HUMAN17967, HUMAN17970, HUMAN17969, HUMAN17968
OG0004472	DROME13220	HUMAN26987
OG0004474	DROME12398, DROME12397	HUMAN00075, HUMAN00078, HUMAN00076
OG0004475	DROME05206	HUMAN06062
OG0004476	DROME21347, DROME21348, DROME21349	HUMAN07423, HUMAN07424
OG0004477	DROME03184	HUMAN09841
OG0004478	DROME08802, DROME08801, DROME08806	HUMAN11200, HUMAN11199
OG0004479	DROME02751	HUMAN13760
OG0004480	DROME02479	HUMAN19565
OG0004483	DROME01082, DROME01081	HUMAN18285, HUMAN18287, HUMAN18286, HUMAN18283, HUMAN18284
OG0004484	DROME15453	HUMAN00032
OG0004486	DROME03906	HUMAN28381
OG0004488	DROME18125	HUMAN09530, HUMAN01783
OG0004489	DROME01140	HUMAN20466, HUMAN20464
OG0004490	DROME02420	HUMAN16009, HUMAN16010, HUMAN16008
OG0004491	DROME06306	HUMAN15224
OG0004493	DROME05464	HUMAN00734
OG0004494	DROME12460, DROME12459	HUMAN10688, HUMAN10687, HUMAN10686
OG0004495	DROME19461, DROME19460, DROME03167	HUMAN01257
OG0004496	DROME10398	HUMAN21326
OG0004497	DROME12594	HUMAN11496, HUMAN11497
OG0004498	DROME20932	HUMAN21502, HUMAN21503
OG0004500	DROME19536	HUMAN27616
OG0004501	DROME11056	HUMAN00494
OG0004503	DROME04705	HUMAN22764
OG0004506	DROME10904	HUMAN13339, HUMAN13338, HUMAN13340
OG0004507	DROME17036	HUMAN23622, HUMAN23623, HUMAN23621
OG0004511	DROME13105	HUMAN19795, HUMAN12268
OG0004512	DROME10927	HUMAN09321
OG0004514	DROME01230	HUMAN20024
OG0004515	DROME15124, DROME19804	HUMAN03769, HUMAN03768, HUMAN03770
OG0004517	DROME12340	HUMAN13286, HUMAN13288, HUMAN13287
OG0004518	DROME19881	HUMAN29301, HUMAN14475
OG0004519	DROME13472	HUMAN21150
OG0004520	DROME13131	HUMAN22045
OG0004522	DROME01822, DROME01819	HUMAN24510, HUMAN25206
OG0004523	DROME07758	HUMAN01827, HUMAN01829
OG0004524	DROME19557	HUMAN20054
OG0004525	DROME13522	HUMAN01279
OG0004526	DROME09780	HUMAN29357
OG0004529	DROME14562	HUMAN25204, HUMAN25205
OG0004530	DROME03349	HUMAN30172, HUMAN29605
OG0004532	DROME11183	HUMAN10136
OG0004533	DROME16934, DROME16933	HUMAN09658, HUMAN14386, HUMAN14387, HUMAN14389
OG0004534	DROME11128, DROME11127	HUMAN07572, HUMAN07573
OG0004535	DROME11313, DROME11681	HUMAN15447, HUMAN15446, HUMAN15448
OG0004538	DROME01010	HUMAN08630, HUMAN08632, HUMAN08631
OG0004539	DROME22056, DROME22055	HUMAN16954, HUMAN08753, HUMAN08752
OG0004540	DROME21936, DROME17090	HUMAN27285, HUMAN27283, HUMAN27284
OG0004542	DROME14306, DROME14305	HUMAN20251
OG0004543	DROME16410	HUMAN12485
OG0004544	DROME03219	HUMAN21133, HUMAN21134, HUMAN21132, HUMAN29852, HUMAN29851
OG0004545	DROME14918	HUMAN23453, HUMAN23452
OG0004546	DROME07299	HUMAN24897
OG0004548	DROME20368, DROME10401	HUMAN02262, HUMAN02263
OG0004550	DROME17029	HUMAN07015
OG0004551	DROME17768, DROME17769	HUMAN10195
OG0004552	DROME00895	HUMAN11941, HUMAN11943, HUMAN11942
OG0004553	DROME15169, DROME15168, DROME15170, DROME15171, DROME15167, DROME15172	HUMAN29639
OG0004555	DROME08499, DROME08501, DROME08498, DROME08500	HUMAN24447
OG0004559	DROME00073	HUMAN13594, HUMAN13596, HUMAN13595
OG0004561	DROME14241, DROME14240	HUMAN21836
OG0004563	DROME01043	HUMAN19929
OG0004564	DROME05211	HUMAN02717
OG0004565	DROME02327, DROME02328	HUMAN02521, HUMAN02520
OG0004566	DROME09871	HUMAN27617, HUMAN13773
OG0004567	DROME02916	HUMAN16616
OG0004569	DROME06466	HUMAN19797, HUMAN19796
OG0004570	DROME03152, DROME03153	HUMAN16933, HUMAN08425
OG0004571	DROME15691, DROME15692	HUMAN02981
OG0004572	DROME09948	HUMAN27925
OG0004573	DROME00139	HUMAN12408
OG0004577	DROME08875, DROME08876	HUMAN07984
OG0004578	DROME18906	HUMAN29379
OG0004578	DROME06808	HUMAN21389
OG0004579	DROME01846	HUMAN06948, HUMAN06947
OG0004581	DROME17808, DROME17807, DROME17806	HUMAN30254
OG0004582	DROME06477	HUMAN01491, HUMAN23318
OG0004583	DROME11053	HUMAN25613
OG0004584	DROME21581	HUMAN25317, HUMAN25318
OG0004585	DROME01558, DROME01556, DROME01557	HUMAN13729, HUMAN13727
OG0004587	DROME15606	HUMAN22944, HUMAN22945
OG0004588	DROME12821, DROME12822, DROME14788	HUMAN11782
OG0004589	DROME10033, DROME10032	HUMAN12239, HUMAN12240
OG0004590	DROME15582, DROME11041, DROME11040	HUMAN26460
OG0004593	DROME07438	HUMAN17263, HUMAN24335
OG0004596	DROME02187	HUMAN04471, HUMAN04470
OG0004597	DROME12380	HUMAN22578
OG0004597	DROME12390	HUMAN16836, HUMAN22579
OG0004601	DROME05651, DROME05650	HUMAN29271, HUMAN29273
OG0004602	DROME02726, DROME12032	HUMAN13593, HUMAN13590
OG0004603	DROME10465, DROME10466, DROME10464	HUMAN10394, HUMAN10392, HUMAN10391
OG0004606	DROME09779	HUMAN18904, HUMAN18905
OG0004607	DROME13125, DROME13124, DROME13126	HUMAN19952, HUMAN12425
OG0004609	DROME08817	HUMAN12279, HUMAN12280
OG0004610	DROME10381	HUMAN09947, HUMAN09946
OG0004611	DROME16445	HUMAN03825, HUMAN03826
OG0004612	DROME00790	HUMAN25998
OG0004613	DROME05353	HUMAN15692, HUMAN15691
OG0004614	DROME13073, DROME13075, DROME13074	HUMAN04966, HUMAN04918
OG0004616	DROME19950, DROME19951	HUMAN17882
OG0004619	DROME17529	HUMAN12791
OG0004621	DROME20061, DROME20060	HUMAN21153, HUMAN21154
OG0004625	DROME00122	HUMAN19764
OG0004626	DROME04697	HUMAN15244
OG0004627	DROME18129, DROME18128, DROME18127	HUMAN29678, HUMAN29679
OG0004628	DROME03937	HUMAN13154, HUMAN18070, HUMAN13155
OG0004629	DROME06036	HUMAN29171, HUMAN29170, HUMAN29169
OG0004630	DROME13583	HUMAN25355, HUMAN25354
OG0004633	DROME15422	HUMAN18514, HUMAN18513, HUMAN18512
OG0004634	DROME00888	HUMAN12037, HUMAN20391
OG0004635	DROME17782	HUMAN16135, HUMAN16134
OG0004638	DROME09153	HUMAN16357, HUMAN16358, HUMAN16356, HUMAN16359, HUMAN16355, HUMAN16354
OG0004639	DROME08016	HUMAN29308
OG0004640	DROME04904, DROME04905	HUMAN00653, HUMAN00652, HUMAN00650, HUMAN00651
OG0004643	DROME00911	HUMAN26734
OG0004646	DROME06988	HUMAN15038
OG0004647	DROME12086	HUMAN23591
OG0004648	DROME18522	HUMAN14405, HUMAN14403
OG0004649	DROME20953	HUMAN13089, HUMAN19718
OG0004651	DROME21452, DROME21453	HUMAN20463
OG0004652	DROME17381	HUMAN30278, HUMAN24680
OG0004653	DROME13457	HUMAN26125, HUMAN26124, HUMAN17886, HUMAN12873
OG0004654	DROME05489, DROME05488	HUMAN16019
OG0004655	DROME01318	HUMAN15982
OG0004656	DROME16743	HUMAN16639
OG0004657	DROME03195	HUMAN26711
OG0004658	DROME09698	HUMAN25698, HUMAN25697
OG0004659	DROME14307	HUMAN02326
OG0004660	DROME17308, DROME17309, DROME17306, DROME17307	HUMAN25810
OG0004662	DROME19806	HUMAN08577
OG0004663	DROME20926	HUMAN26334, HUMAN12394
OG0004664	DROME04843, DROME04844	HUMAN07587
OG0004667	DROME16447, DROME16446, DROME16449, DROME16448	HUMAN21347, HUMAN21348, HUMAN21346
OG0004669	DROME07920	HUMAN24194, HUMAN15536
OG0004670	DROME04629	HUMAN12707, HUMAN12706
OG0004671	DROME19389	HUMAN12269
OG0004672	DROME19572	HUMAN11604, HUMAN11603
OG0004674	DROME20610	HUMAN28474
OG0004675	DROME01467, DROME01466, DROME03380	HUMAN16714
OG0004676	DROME18548	HUMAN08712, HUMAN08711
OG0004678	DROME04998, DROME04997	HUMAN29263
OG0004681	DROME07478, DROME07479	HUMAN19942, HUMAN19943
OG0004682	DROME14960, DROME14957	HUMAN00873, HUMAN00872, HUMAN00875, HUMAN00874
OG0004683	DROME20448	HUMAN04875, HUMAN04874, HUMAN04873, HUMAN04872
OG0004684	DROME16043	HUMAN04870
OG0004685	DROME18917, DROME18916	HUMAN19767
OG0004687	DROME02093	HUMAN20906, HUMAN20910, HUMAN20907
OG0004688	DROME08291	HUMAN26946
OG0004689	DROME11694	HUMAN22642
OG0004690	DROME07347	HUMAN24393
OG0004691	DROME17121	HUMAN18674
OG0004692	DROME08213, DROME01042, DROME01041, DROME01050, DROME02438	HUMAN04952
OG0004694	DROME13257	HUMAN14700, HUMAN14699, HUMAN14701
OG0004697	DROME17424	HUMAN22888, HUMAN22889
OG0004699	DROME03068	HUMAN26760, HUMAN26768, HUMAN26758, HUMAN26756, HUMAN26755
OG0004700	DROME06957	HUMAN01840
OG0004703	DROME19325	HUMAN07096
OG0004705	DROME20075, DROME20076	HUMAN23960, HUMAN07591
OG0004707	DROME19641	HUMAN23100
OG0004708	DROME00172	HUMAN12418
OG0004711	DROME06479	HUMAN30200, HUMAN30199, HUMAN16058
OG0004728	DROME01900	HUMAN11621, HUMAN11622
OG0004729	DROME10154	HUMAN19937
OG0004730	DROME02564	HUMAN28539, HUMAN09659
OG0004731	DROME19893, DROME19894	HUMAN28356
OG0004732	DROME03214	HUMAN10960
OG0004733	DROME04757	HUMAN23596
OG0004740	DROME20299	HUMAN09243, HUMAN09242
OG0004743	DROME03419	HUMAN14417, HUMAN14416, HUMAN14419, HUMAN14418
OG0004744	DROME08184	HUMAN25907
OG0004747	DROME00628	HUMAN24414
OG0004749	DROME10966	HUMAN18871
OG0004751	DROME01337, DROME01338	HUMAN04838
OG0004752	DROME18734	HUMAN00597
OG0004753	DROME03636	HUMAN21696
OG0004754	DROME22044	HUMAN10396
OG0004755	DROME16542	HUMAN07905
OG0004756	DROME05028	HUMAN00386
OG0004757	DROME14317	HUMAN08575
OG0004758	DROME10880	HUMAN11660
OG0004759	DROME14009	HUMAN08595
OG0004760	DROME20882, DROME20886, DROME20887, DROME20888, DROME11853	HUMAN28226, HUMAN28225, HUMAN28228, HUMAN28227
OG0004761	DROME15693, DROME15694	HUMAN13899
OG0004763	DROME06189	HUMAN01550, HUMAN01549, HUMAN01519
OG0004764	DROME04351	HUMAN01006
OG0004765	DROME08142, DROME19163	HUMAN14318
OG0004766	DROME02533	HUMAN19581, HUMAN19587
OG0004767	DROME10770	HUMAN20245, HUMAN20244, HUMAN20243
OG0004768	DROME02452	HUMAN22364, HUMAN24007
OG0004769	DROME02034	HUMAN01235
OG0004770	DROME06615	HUMAN00795
OG0004774	DROME15180	HUMAN03427
OG0004775	DROME19718	HUMAN18107
OG0004776	DROME08094	HUMAN19769
OG0004782	DROME11689	HUMAN13756
OG0004783	DROME09246	HUMAN27506
OG0004784	DROME21712, DROME21713, DROME21714	HUMAN25867
OG0004785	DROME20154, DROME01032, DROME00155, DROME02565	HUMAN18026
OG0004787	DROME07713	HUMAN05706
OG0004789	DROME18163, DROME07088, DROME07089, DROME07087, DROME07090, DROME07091	HUMAN26363
OG0004790	DROME01119	HUMAN20266, HUMAN07157
OG0004791	DROME14199	HUMAN01050, HUMAN01049
OG0004792	DROME06361	HUMAN10952, HUMAN07261
OG0004793	DROME15053	HUMAN17121
OG0004794	DROME12402	HUMAN16576, HUMAN16578, HUMAN16575
OG0004795	DROME13666	HUMAN07355
OG0004797	DROME07303	HUMAN08833
OG0004799	DROME19190, DROME19189	HUMAN06197
OG0004801	DROME12258, DROME12259	HUMAN10299, HUMAN10298
OG0004803	DROME02519, DROME02518	HUMAN05217
OG0004804	DROME03904, DROME03905	HUMAN13491
OG0004805	DROME04002	HUMAN07478
OG0004808	DROME02542	HUMAN21575
OG0004810	DROME05623, DROME05622	HUMAN26980
OG0004811	DROME02621	HUMAN11108
OG0004812	DROME01555	HUMAN03902, HUMAN03901
OG0004813	DROME00925	HUMAN28159, HUMAN28158
OG0004814	DROME05830	HUMAN04561
OG0004816	DROME07783	HUMAN15119, HUMAN15517
OG0004817	DROME06146	HUMAN17914
OG0004819	DROME12033	HUMAN19316
OG0004820	DROME01989	HUMAN25471
OG0004822	DROME04359	HUMAN18150, HUMAN18149, HUMAN18151, HUMAN03608, HUMAN18148
OG0004823	DROME10144, DROME10142, DROME10143	HUMAN01456
OG0004824	DROME05768	HUMAN02354
OG0004825	DROME03283, DROME04091	HUMAN05714
OG0004826	DROME20871	HUMAN02645
OG0004828	DROME18812, DROME18813	HUMAN03376
OG0004829	DROME09372	HUMAN09713, HUMAN09712
OG0004830	DROME10949	HUMAN15040, HUMAN15039
OG0004831	DROME01012	HUMAN25382
OG0004832	DROME15225	HUMAN07467, HUMAN07466
OG0004833	DROME21757, DROME21758, DROME07997, DROME05462, DROME18534	HUMAN23800
OG0004835	DROME16717	HUMAN07221, HUMAN07220, HUMAN13098
OG0004836	DROME13630	HUMAN26405, HUMAN26407, HUMAN26406
OG0004837	DROME03243, DROME03241, DROME03242	HUMAN01440, HUMAN26478
OG0004838	DROME19784	HUMAN00791, HUMAN00792
OG0004840	DROME05865	HUMAN14498
OG0004841	DROME10055	HUMAN15250
OG0004842	DROME03366	HUMAN11581
OG0004843	DROME07719, DROME07718	HUMAN10990
OG0004844	DROME13071	HUMAN03500, HUMAN03499, HUMAN03498
OG0004845	DROME01007	HUMAN05754
OG0004846	DROME02141	HUMAN10005
OG0004847	DROME08420	HUMAN05255, HUMAN29742
OG0004848	DROME00795	HUMAN04136
OG0004849	DROME13112	HUMAN20136, HUMAN20140, HUMAN20142, HUMAN20138, HUMAN20141, HUMAN20143, HUMAN20137
OG0004850	DROME02318	HUMAN21232
OG0004851	DROME14412	HUMAN09816, HUMAN09817
OG0004852	DROME19281, DROME19280	HUMAN29155, HUMAN29156
OG0004853	DROME11460, DROME11459, DROME11461	HUMAN29364, HUMAN29365
OG0004854	DROME04906	HUMAN17423, HUMAN17424
OG0004855	DROME06480	HUMAN13004, HUMAN13005, HUMAN13002, HUMAN13003
OG0004856	DROME20969, DROME02553	HUMAN22862, HUMAN30262
OG0004858	DROME21278, DROME21279, DROME15142	HUMAN07134
OG0004859	DROME19872	HUMAN17723
OG0004860	DROME00210	HUMAN23317
OG0004861	DROME03069	HUMAN08820, HUMAN08822
OG0004862	DROME09038	HUMAN19086, HUMAN19087
OG0004863	DROME11509	HUMAN16075
OG0004864	DROME17771	HUMAN02859
OG0004865	DROME08867, DROME08869, DROME08868	HUMAN13042
OG0004866	DROME17869	HUMAN28719, HUMAN13833, HUMAN30179
OG0004869	DROME04684	HUMAN06673
OG0004871	DROME21806, DROME21805	HUMAN07251
OG0004873	DROME14538	HUMAN12397, HUMAN12396
