Orthogroup	DROME	CAPO3
OG0006625	DROME13491	CAPO304287
OG0006630	DROME13179, DROME15908	CAPO301318
OG0006631	DROME06287	CAPO302816
OG0006633	DROME10769	CAPO306794
OG0006636	DROME02119	CAPO304383
OG0006637	DROME01008	CAPO304312
OG0006638	DROME10155	CAPO302167
OG0006640	DROME00615	CAPO308241
OG0006642	DROME08951	CAPO303206
OG0006646	DROME15373	CAPO308061
OG0006648	DROME03907, DROME03908	CAPO300638
OG0006651	DROME04694	CAPO306376
OG0006655	DROME18847	CAPO306982
OG0006657	DROME19456, DROME19455	CAPO304665
OG0006658	DROME21096	CAPO301723
OG0006662	DROME19864	CAPO305585
OG0006663	DROME13134	CAPO301399
OG0006664	DROME04463	CAPO302941
OG0006666	DROME07406, DROME07405, DROME07404, DROME07403	CAPO301682
OG0006667	DROME06736	CAPO305573
OG0006668	DROME09203, DROME09202, DROME09204	CAPO301053
OG0006669	DROME09383	CAPO301280
OG0006670	DROME03282	CAPO306366
OG0006673	DROME03524	CAPO302685
OG0006677	DROME21382	CAPO304250
OG0006678	DROME02009	CAPO300092
OG0006681	DROME07359, DROME07360	CAPO305354
OG0006684	DROME10607	CAPO305512
OG0006686	DROME10194	CAPO307531
OG0006690	DROME00556	CAPO302172
OG0006691	DROME16256	CAPO305670
OG0006692	DROME03538	CAPO302647
OG0006694	DROME08808	CAPO302438
OG0006695	DROME15570	CAPO302533
OG0006698	DROME10462, DROME10461	CAPO305852
OG0006702	DROME02407	CAPO307269
OG0006703	DROME12345	CAPO302601
OG0006706	DROME18775	CAPO303773
OG0006707	DROME19785	CAPO304129
OG0006708	DROME07913	CAPO304327
OG0006709	DROME12082	CAPO302993
OG0006710	DROME13063, DROME13065, DROME13064	CAPO307958
OG0006712	DROME09518, DROME09519	CAPO307469
OG0006714	DROME13246	CAPO301000
OG0006717	DROME10030	CAPO305633
OG0006718	DROME15073	CAPO306293
OG0006719	DROME11683	CAPO302454
OG0006721	DROME06897	CAPO307315
OG0006722	DROME04394	CAPO304555
OG0006723	DROME17509	CAPO300019
OG0006724	DROME13169	CAPO300231
OG0006725	DROME01185	CAPO301206
OG0006726	DROME11357	CAPO303375
OG0006727	DROME13434	CAPO306447
OG0006728	DROME19775	CAPO303411
OG0006730	DROME11063, DROME10467	CAPO307696
OG0006732	DROME16398	CAPO301757
OG0006733	DROME12191, DROME12192	CAPO306420
OG0006735	DROME21577	CAPO307764
OG0006736	DROME10186	CAPO301670
OG0006737	DROME08119	CAPO302977
OG0006741	DROME13025	CAPO306132
OG0006745	DROME12660	CAPO304913
OG0006750	DROME09705	CAPO306076
OG0006753	DROME16826	CAPO304199
OG0006754	DROME03000	CAPO307852, CAPO307231
OG0006755	DROME13740	CAPO304099
OG0006757	DROME14155	CAPO308250
OG0006758	DROME17868, DROME17867	CAPO303486
OG0006760	DROME19427	CAPO300357
OG0006766	DROME03426	CAPO300327
OG0006769	DROME06420	CAPO304104
OG0006772	DROME15798, DROME09251	CAPO306103
OG0006777	DROME18870, DROME18871	CAPO308320
OG0006791	DROME09378, DROME09358, DROME12573, DROME15344	CAPO302265
OG0006826	DROME14383	CAPO306575
OG0006830	DROME11906	CAPO304885
OG0006833	DROME06375	CAPO307011
OG0006838	DROME08307	CAPO304346
OG0006842	DROME20782	CAPO303033
OG0006843	DROME06952	CAPO301783
OG0006844	DROME01743	CAPO303858
OG0006845	DROME17007	CAPO304222
OG0006846	DROME08329	CAPO305985, CAPO301436
OG0006849	DROME03499	CAPO306709
OG0006856	DROME17826	CAPO306926
OG0006857	DROME13855	CAPO304592
OG0006860	DROME20680, DROME20679	CAPO304880
OG0006862	DROME15144	CAPO306834
OG0006864	DROME02889	CAPO300266
OG0006865	DROME12006	CAPO300579
OG0006868	DROME14011, DROME14010	CAPO304824
OG0006870	DROME14456	CAPO305471
OG0006874	DROME19509	CAPO303002
OG0006875	DROME18909	CAPO300245
OG0006876	DROME04074	CAPO301384
OG0006877	DROME14060	CAPO303758
OG0006880	DROME13822	CAPO300637
OG0006881	DROME07121	CAPO307302
OG0006886	DROME21253	CAPO308008
OG0006887	DROME13817	CAPO303330
OG0006888	DROME19638	CAPO300481
OG0006889	DROME21560, DROME21559	CAPO305411
OG0006890	DROME08143	CAPO301774
OG0006892	DROME00140	CAPO306271
OG0006893	DROME12133	CAPO308281
OG0006894	DROME05303	CAPO305493
OG0006895	DROME01866	CAPO305321
OG0006897	DROME19217	CAPO305270
OG0006898	DROME10588, DROME10587	CAPO307616
OG0006901	DROME11048, DROME14826	CAPO301222
OG0006906	DROME15670	CAPO307116
OG0006914	DROME08141	CAPO302212
OG0006918	DROME03248	CAPO303362
OG0006920	DROME01129	CAPO306461
OG0006923	DROME11746	CAPO302381
OG0006924	DROME14721	CAPO304320
OG0006925	DROME11109	CAPO306734
OG0006926	DROME00053	CAPO303493
OG0006927	DROME11010	CAPO303700
OG0006931	DROME11546	CAPO300460
OG0006932	DROME16429	CAPO305813
OG0006934	DROME00627	CAPO304656
OG0006935	DROME17600	CAPO305404
OG0006936	DROME12923	CAPO301255
OG0006937	DROME00527	CAPO300724
OG0006938	DROME14949	CAPO307064
OG0006940	DROME19018, DROME19017	CAPO308295
OG0006942	DROME17406	CAPO305131
OG0006943	DROME05311, DROME05310, DROME05312	CAPO300653
OG0006944	DROME07597	CAPO301423
OG0006945	DROME04092, DROME04093	CAPO304257
OG0006948	DROME10887	CAPO307507
OG0006949	DROME17510	CAPO300866
OG0006951	DROME19073	CAPO302915
OG0006952	DROME11379	CAPO308002
OG0006953	DROME15970	CAPO302825
OG0006957	DROME16961	CAPO304410
OG0006959	DROME10650	CAPO305847
OG0006960	DROME21228	CAPO306688
OG0006962	DROME03277	CAPO307572
OG0006964	DROME19570	CAPO306352
OG0006966	DROME12638, DROME12639	CAPO304695
OG0006967	DROME01193	CAPO303820
OG0006968	DROME19323	CAPO301435
OG0006969	DROME16910	CAPO306618
OG0006970	DROME11918	CAPO304851
OG0006971	DROME11799, DROME11798	CAPO303658
OG0006973	DROME15580	CAPO306305
OG0006975	DROME07368	CAPO306893
OG0006977	DROME16367	CAPO305268
OG0006979	DROME08887	CAPO300168
OG0006980	DROME12138	CAPO305562
OG0006982	DROME16125	CAPO305716
OG0006983	DROME07189	CAPO300916
OG0006989	DROME21716, DROME21715, DROME01750	CAPO302679
OG0006990	DROME10642	CAPO300763
OG0006991	DROME04692	CAPO303392
OG0006992	DROME13157	CAPO305345, CAPO305740
OG0006994	DROME04632	CAPO306564
OG0006995	DROME04021	CAPO306435
OG0006997	DROME06801	CAPO304873
OG0006998	DROME01960	CAPO301390
OG0006999	DROME11377	CAPO303913
OG0007001	DROME08011	CAPO305444
OG0007002	DROME07791	CAPO304225
OG0007003	DROME00287	CAPO302304
OG0007005	DROME09757	CAPO303654
OG0007007	DROME00847	CAPO302408
OG0007009	DROME17681	CAPO305960
OG0007010	DROME01605	CAPO301780
OG0007011	DROME20885	CAPO301128
OG0007012	DROME22023	CAPO304946
OG0007013	DROME01987	CAPO303300
OG0007015	DROME19728	CAPO305278
OG0007016	DROME20048	CAPO304972
OG0007017	DROME16395	CAPO301345
OG0007018	DROME04944	CAPO300889
OG0007021	DROME20584	CAPO306622
OG0007022	DROME14811	CAPO303253
OG0007024	DROME17667, DROME19376	CAPO302054
OG0007025	DROME04842	CAPO302785
OG0007029	DROME01489	CAPO302104
OG0007030	DROME20793	CAPO303845
OG0007032	DROME01322	CAPO304830
OG0007033	DROME18841	CAPO305180
OG0007034	DROME06058	CAPO306932
OG0007040	DROME02611	CAPO306537
OG0007042	DROME08739	CAPO307996
OG0007043	DROME02534	CAPO305780
OG0007044	DROME05564	CAPO307221
OG0007045	DROME00832, DROME14367, DROME14366	CAPO305958
OG0007046	DROME15728	CAPO305591
OG0007047	DROME00193, DROME00194	CAPO305693
OG0007048	DROME01791, DROME19143	CAPO302164
OG0007049	DROME16917	CAPO305031
OG0007050	DROME06887	CAPO307898
OG0007055	DROME01836	CAPO304778
OG0007057	DROME16884	CAPO304630
OG0007058	DROME16980	CAPO301734, CAPO304572
OG0007059	DROME17512, DROME17511, DROME17513	CAPO303590, CAPO303318
OG0007061	DROME21168	CAPO305340
OG0007062	DROME01875	CAPO302545
OG0007063	DROME04000	CAPO308261
OG0007068	DROME19884	CAPO307887
OG0007069	DROME19398	CAPO307200
OG0007073	DROME16763	CAPO302936
OG0007074	DROME01655	CAPO306910
OG0007081	DROME01767, DROME01766	CAPO305760
OG0007084	DROME17683, DROME09532	CAPO307673
OG0007089	DROME12957	CAPO300706
OG0007090	DROME20794	CAPO300368
OG0007091	DROME06753	CAPO304945
OG0007092	DROME18902, DROME06271	CAPO304498, CAPO305528
OG0007093	DROME16944	CAPO308175
OG0007095	DROME11360	CAPO304293
OG0007097	DROME14761	CAPO302515
OG0007098	DROME02756	CAPO301993
OG0007099	DROME16425	CAPO304218
OG0007100	DROME01519, DROME01520	CAPO302645
OG0007105	DROME03967	CAPO303780
OG0007106	DROME13665	CAPO302226
OG0007112	DROME21664, DROME21665	CAPO303793
OG0007114	DROME08700	CAPO305243
OG0007118	DROME16742	CAPO306502
OG0007119	DROME02006	CAPO303656
OG0007121	DROME14887	CAPO305337
OG0007124	DROME19157	CAPO307876
OG0007127	DROME14552	CAPO305077
OG0007128	DROME09591	CAPO303539
OG0007130	DROME03247	CAPO302224
OG0007131	DROME17642	CAPO304315
OG0007132	DROME04510	CAPO301608
OG0007134	DROME13786, DROME13787	CAPO302517
OG0007137	DROME08116	CAPO303287
OG0007138	DROME05874, DROME13828	CAPO307436
OG0007139	DROME20628, DROME22010, DROME22009, DROME19837	CAPO302325
OG0007143	DROME02690	CAPO307276
OG0007144	DROME12565, DROME12567, DROME12566	CAPO301797
OG0007145	DROME13245	CAPO305008
OG0007146	DROME11547	CAPO306800
OG0007147	DROME17710	CAPO305032
OG0007150	DROME13333	CAPO304704
OG0007151	DROME07790	CAPO304299
OG0007154	DROME05203	CAPO302715
OG0007158	DROME10619	CAPO303011
OG0007160	DROME04948	CAPO301230
OG0007163	DROME03396	CAPO306908
OG0007165	DROME14270	CAPO300764
OG0007166	DROME05148, DROME04552	CAPO301841
OG0007173	DROME02748	CAPO305749, CAPO300679
OG0007174	DROME04393	CAPO304732
OG0007175	DROME21360	CAPO300929
OG0007176	DROME06904	CAPO305825
OG0007178	DROME03988	CAPO306843
OG0007180	DROME20745	CAPO300869
OG0007181	DROME05345	CAPO302549
OG0007183	DROME07166	CAPO303453
OG0007184	DROME21036, DROME17546	CAPO304626
OG0007186	DROME00062	CAPO306272
OG0007191	DROME03633	CAPO307327
OG0007192	DROME21735	CAPO307148
OG0007199	DROME11470, DROME11469	CAPO300510
OG0007201	DROME18595	CAPO305686
OG0007213	DROME01745, DROME01746	CAPO300546
OG0007248	DROME21365	CAPO305807
OG0007251	DROME21854	CAPO307515
OG0007254	DROME17212, DROME17211	CAPO300342
OG0007258	DROME03306	CAPO301895
OG0007261	DROME07070	CAPO306348
OG0007266	DROME03348	CAPO305560
OG0007269	DROME10599	CAPO305691
OG0007279	DROME12978, DROME12980, DROME12979	CAPO302557
OG0007281	DROME11415, DROME11416	CAPO304423
OG0007282	DROME02027	CAPO300960
OG0007291	DROME13803	CAPO307621
OG0007292	DROME04984	CAPO302024
OG0007293	DROME10696	CAPO301970
OG0007299	DROME20621	CAPO308254
OG0007300	DROME05437	CAPO301046
OG0007301	DROME00949	CAPO301996
OG0007302	DROME10695	CAPO307174
OG0007303	DROME16338	CAPO302064
OG0007304	DROME05565	CAPO306505
OG0007305	DROME06380	CAPO303443
OG0007307	DROME21844	CAPO304518, CAPO304185
OG0007309	DROME00052	CAPO300726
OG0007313	DROME10641	CAPO302761
OG0007317	DROME05767	CAPO306655
OG0007319	DROME02096	CAPO300742
OG0007321	DROME14886	CAPO307651
OG0007322	DROME01656	CAPO301300
OG0007325	DROME00772	CAPO305675
OG0007329	DROME03540	CAPO306408
OG0007330	DROME06616	CAPO300366
OG0007335	DROME20744	CAPO304929
OG0007336	DROME19792	CAPO304895
OG0007339	DROME15967	CAPO300192
OG0007341	DROME11695	CAPO300898
OG0007342	DROME20920, DROME20921	CAPO300397
OG0007343	DROME05240	CAPO305744
OG0007347	DROME13215	CAPO302872
OG0007348	DROME14950	CAPO307161
OG0007352	DROME21703	CAPO306052
OG0007354	DROME05477, DROME05476	CAPO303485
OG0007355	DROME17231	CAPO307111
OG0007356	DROME08592	CAPO306331
OG0007357	DROME00169	CAPO304967
OG0007358	DROME20269, DROME20268	CAPO304741
OG0007361	DROME13934	CAPO305039
OG0007363	DROME13676	CAPO304834
OG0007364	DROME21809	CAPO303075
OG0007365	DROME04793	CAPO306500
OG0007366	DROME08151	CAPO305485
OG0007367	DROME04903	CAPO305088
OG0007368	DROME12399	CAPO305250
OG0007371	DROME02186	CAPO305453
OG0007376	DROME12395	CAPO302556
OG0007377	DROME11841	CAPO306927
OG0007378	DROME12005	CAPO307557
OG0007379	DROME14877	CAPO305130
OG0007382	DROME00478	CAPO305525
OG0007385	DROME05965	CAPO304120
OG0007387	DROME11857	CAPO304030
OG0007388	DROME07430	CAPO306166
OG0007391	DROME08685, DROME08686	CAPO304827
OG0007393	DROME14294	CAPO301859
OG0007395	DROME15690	CAPO302788
OG0007396	DROME11407	CAPO302581
OG0007397	DROME14953	CAPO300434
OG0007399	DROME04756	CAPO306050
OG0007401	DROME20204	CAPO302124
OG0007405	DROME10897, DROME10896	CAPO303800
OG0007407	DROME09567	CAPO306953
OG0007408	DROME15350, DROME15352	CAPO303491
OG0007409	DROME12956	CAPO305402
OG0007411	DROME09875	CAPO300699
OG0007412	DROME16298	CAPO302107
OG0007413	DROME04023	CAPO305882
OG0007414	DROME09035, DROME09036	CAPO300363
OG0007417	DROME06465	CAPO303652
OG0007418	DROME19454, DROME19453	CAPO300947
OG0007421	DROME18796	CAPO301566
OG0007422	DROME18166, DROME18165	CAPO301771
OG0007424	DROME15021	CAPO304349
OG0007425	DROME18621	CAPO303896
OG0007427	DROME13387	CAPO303220
OG0007431	DROME18094	CAPO304150
OG0007432	DROME11099	CAPO307504
OG0007433	DROME15002, DROME15003	CAPO307042
OG0007439	DROME11359	CAPO300813
OG0007442	DROME17214	CAPO308291
OG0007446	DROME18838	CAPO303088
OG0007451	DROME01044	CAPO303173
OG0007455	DROME05407	CAPO303919
OG0007456	DROME08553	CAPO301020
OG0007457	DROME09037	CAPO302854
OG0007458	DROME06115	CAPO300350
OG0007459	DROME15675	CAPO304746
OG0007462	DROME09094	CAPO300088
OG0007463	DROME11508	CAPO300212
OG0007470	DROME12837, DROME12836, DROME04638	CAPO304669
OG0007472	DROME12085	CAPO302245
OG0007473	DROME00942	CAPO303433
OG0007476	DROME01998	CAPO303558
OG0007478	DROME11578	CAPO301266
OG0007480	DROME01310	CAPO306792
OG0007482	DROME19386	CAPO307266
OG0007483	DROME16379	CAPO300503
OG0007484	DROME13008	CAPO302421
OG0007488	DROME15720	CAPO308146
OG0007490	DROME19319, DROME05428	CAPO303421
OG0007491	DROME16108	CAPO304949
OG0007496	DROME02361	CAPO306996
OG0007498	DROME07302	CAPO306301
OG0007499	DROME15554	CAPO302974
OG0007503	DROME05006	CAPO308251
OG0007508	DROME11676, DROME11677	CAPO306367
OG0007509	DROME00425, DROME08833	CAPO301428
OG0007510	DROME16224	CAPO303897
OG0007515	DROME00112	CAPO300264
OG0007518	DROME00450	CAPO304172
OG0007519	DROME11576	CAPO307472
OG0007525	DROME18795	CAPO300836
OG0007527	DROME11575	CAPO306220
OG0007531	DROME20802, DROME18150	CAPO301562
OG0007539	DROME18639	CAPO301294
OG0007546	DROME08927, DROME08928, DROME08929, DROME08932, DROME08931, DROME12517, DROME12516, DROME12518, DROME12519, DROME00187	CAPO301193
OG0007550	DROME03286	CAPO301421, CAPO302720, CAPO300311, CAPO304075
OG0007586	DROME07523	CAPO305648
OG0007591	DROME03303	CAPO302671
OG0007594	DROME21320	CAPO307951
OG0007597	DROME11734	CAPO302699
OG0007613	DROME00786	CAPO304725
OG0007615	DROME16992	CAPO302208
OG0007616	DROME01134	CAPO305524
OG0007617	DROME17658	CAPO306965
OG0007619	DROME13917	CAPO307079
OG0007621	DROME07475	CAPO302700
OG0007624	DROME22076	CAPO306507
OG0007629	DROME17004	CAPO306379
OG0007633	DROME21858	CAPO303133
OG0007634	DROME03086	CAPO301291
OG0007646	DROME01727	CAPO303345
OG0007648	DROME10644	CAPO303467
OG0007649	DROME07677	CAPO300338
OG0007656	DROME19669	CAPO306133
OG0007657	DROME21498	CAPO302526
OG0007660	DROME02310, DROME02307	CAPO308074
OG0007663	DROME19396	CAPO303269
OG0007666	DROME13925	CAPO302483
OG0007673	DROME03587	CAPO306691
OG0007676	DROME19677	CAPO301687
OG0007677	DROME12187	CAPO302393
OG0007680	DROME12223, DROME20813	CAPO301892
OG0007685	DROME08698, DROME08699	CAPO307242
OG0007686	DROME05296	CAPO307006
OG0007687	DROME05239	CAPO301616
OG0007690	DROME19805	CAPO306330
OG0007691	DROME05660	CAPO306763
OG0007698	DROME06524	CAPO302218
OG0007708	DROME19898	CAPO302223
OG0007709	DROME13180	CAPO305895
OG0007712	DROME00072	CAPO301491
OG0007713	DROME08102	CAPO305624
OG0007714	DROME18732, DROME18731	CAPO301857
OG0007722	DROME05973	CAPO300661
OG0007728	DROME21285	CAPO300608
OG0007729	DROME13937, DROME13938	CAPO302375
OG0007732	DROME15276	CAPO302232
OG0007739	DROME03472	CAPO306247
OG0007744	DROME03287	CAPO302276
OG0007749	DROME11919	CAPO303871
OG0007751	DROME07969	CAPO306625
OG0007752	DROME19902	CAPO303736
OG0007754	DROME10213	CAPO307268
OG0007758	DROME17216	CAPO302132
OG0007759	DROME02749	CAPO304951
OG0007760	DROME07190	CAPO305618, CAPO303194
OG0007766	DROME01672	CAPO305894
OG0007767	DROME15596	CAPO304549
OG0007768	DROME03522	CAPO305420
OG0007772	DROME12007	CAPO304662
OG0007773	DROME08270	CAPO302396
OG0007781	DROME18077	CAPO301676
OG0007782	DROME19324	CAPO301686
OG0007783	DROME03858	CAPO302092
OG0007784	DROME13437	CAPO307704
OG0007786	DROME18638	CAPO302428
OG0007787	DROME03884, DROME03887, DROME03885	CAPO307455
OG0007803	DROME02406	CAPO301792
OG0007807	DROME02602, DROME02603	CAPO300823
OG0007810	DROME06120	CAPO306480
OG0007811	DROME12619	CAPO303448
OG0007813	DROME14956	CAPO300842
OG0007816	DROME17032	CAPO300570
OG0007823	DROME13489	CAPO300300
OG0007825	DROME02964	CAPO304573
OG0007827	DROME12150	CAPO305582
OG0007829	DROME12217	CAPO305400
OG0007830	DROME18766	CAPO300733
OG0007831	DROME00843	CAPO306309
OG0007833	DROME06789, DROME06790	CAPO303972
OG0007835	DROME08087	CAPO300924
OG0007838	DROME15578	CAPO305759
OG0007840	DROME16035	CAPO301709
OG0007850	DROME17217	CAPO308200
OG0007852	DROME07522	CAPO305092
OG0007854	DROME14458	CAPO300573
OG0007858	DROME07490	CAPO306180
OG0007866	DROME17318	CAPO307919
OG0007913	DROME10986	CAPO303796
OG0007918	DROME12221	CAPO306768
OG0007929	DROME20970	CAPO305925
OG0007941	DROME01234	CAPO303397
OG0007943	DROME21368	CAPO303432
OG0007947	DROME10269	CAPO304390
OG0007948	DROME14592	CAPO300847
OG0007952	DROME20239	CAPO304443
OG0007957	DROME16988	CAPO307185
OG0007958	DROME07369	CAPO307613
OG0007962	DROME13835	CAPO304291
OG0007966	DROME06982	CAPO300853
OG0007968	DROME08366	CAPO302503
OG0007971	DROME02958	CAPO306113
OG0007975	DROME08774	CAPO300899
OG0007978	DROME15288	CAPO300419
OG0007979	DROME02018	CAPO301049
OG0007983	DROME15066, DROME15065	CAPO304535, CAPO302820
OG0007984	DROME12797	CAPO304783
OG0007986	DROME01126	CAPO301210
OG0007990	DROME02537	CAPO302135
OG0007991	DROME15771	CAPO303503
OG0007994	DROME00744	CAPO307783
OG0007996	DROME19142	CAPO301705
OG0007997	DROME05664	CAPO302071
OG0007999	DROME10618	CAPO305183
OG0008000	DROME08107	CAPO303381
OG0008002	DROME16335	CAPO306531
OG0008008	DROME15850	CAPO306044
OG0008011	DROME08106	CAPO308001
OG0008013	DROME19871	CAPO300786
OG0008020	DROME08219	CAPO300340
OG0008025	DROME11023, DROME11024	CAPO300183
OG0008027	DROME14280	CAPO300126
OG0008028	DROME00865	CAPO308036
OG0008030	DROME05451	CAPO303940
OG0008031	DROME00893	CAPO301663
OG0008033	DROME16126	CAPO307763
OG0008038	DROME21413	CAPO303434
OG0008041	DROME15272	CAPO304528
OG0008045	DROME01340	CAPO304124
OG0008046	DROME04953	CAPO303942
OG0008049	DROME06428	CAPO303430
OG0008050	DROME04442	CAPO301839
OG0008051	DROME02747	CAPO306666
OG0008053	DROME01291	CAPO307475
OG0008055	DROME03088	CAPO304973
OG0008056	DROME02535	CAPO305715
OG0008062	DROME17709	CAPO307985
OG0008069	DROME20009	CAPO302773
OG0008071	DROME09459, DROME16653	CAPO303085
OG0008072	DROME20664, DROME12867, DROME08206	CAPO304116
OG0008075	DROME11758	CAPO304938
OG0008079	DROME10112	CAPO305873
OG0008082	DROME14554	CAPO303589
OG0008091	DROME00222	CAPO301577
OG0008094	DROME08591	CAPO302837
OG0008100	DROME19462	CAPO303437
OG0008103	DROME10134	CAPO302032
OG0008104	DROME08058	CAPO303964
OG0008105	DROME14648	CAPO301825
OG0008106	DROME10011	CAPO300930
OG0008110	DROME00054	CAPO307398
OG0008113	DROME10166	CAPO306004
OG0008117	DROME00477	CAPO307273
OG0008120	DROME14547	CAPO306854
OG0008122	DROME05443, DROME05446, DROME05444, DROME05445	CAPO306853
OG0008125	DROME00652	CAPO301486
OG0008126	DROME13720	CAPO301598
OG0008136	DROME09512	CAPO306527
OG0008143	DROME15175	CAPO303100
OG0008201	DROME14121	CAPO303869
OG0008202	DROME21810	CAPO303070
OG0008203	DROME06351	CAPO300798
OG0008208	DROME16689	CAPO301623
OG0008219	DROME09623	CAPO303960
OG0008230	DROME04392	CAPO302415
OG0008238	DROME14135	CAPO301578
OG0008239	DROME08355	CAPO300821
OG0008249	DROME19019	CAPO305940
OG0008251	DROME16902	CAPO306974
OG0008254	DROME21984	CAPO307977
OG0008256	DROME14092, DROME14091	CAPO302660
OG0008263	DROME00718	CAPO305878
OG0008267	DROME10683	CAPO305434
OG0008268	DROME08337	CAPO307500
OG0008269	DROME17491	CAPO301506
OG0008271	DROME06996	CAPO300716
OG0008273	DROME00516	CAPO300883
OG0008281	DROME14998	CAPO304839
OG0008283	DROME20884	CAPO300148
OG0008295	DROME02099, DROME09306	CAPO301876
OG0008297	DROME21432	CAPO301044
OG0008304	DROME09856	CAPO304565
OG0008305	DROME01621	CAPO307576
OG0008307	DROME12835	CAPO301267
OG0008308	DROME14838	CAPO301770
OG0008313	DROME18135	CAPO305984
OG0008318	DROME03856, DROME03855	CAPO308255
OG0008323	DROME15781	CAPO307881
OG0008325	DROME03626	CAPO305284
OG0008327	DROME21746	CAPO305580
OG0008335	DROME12715, DROME18818	CAPO303407
OG0008336	DROME07914	CAPO301347
OG0008339	DROME15405	CAPO307257
OG0008341	DROME15491	CAPO301643
OG0008343	DROME05923	CAPO302270
OG0008345	DROME14820	CAPO301947
OG0008346	DROME04695	CAPO307261
OG0008348	DROME00896	CAPO303902
OG0008349	DROME12360, DROME16513	CAPO301052
OG0008351	DROME01247	CAPO307792
OG0008358	DROME14176, DROME14175, DROME14177	CAPO306438
OG0008369	DROME01004, DROME18984	CAPO301896
OG0008381	DROME07899	CAPO307305
OG0008386	DROME15270, DROME15271	CAPO306554
OG0008391	DROME01463	CAPO306819
OG0008400	DROME09510	CAPO300651
OG0008401	DROME09509, DROME09508	CAPO304023
OG0008403	DROME07792	CAPO300621
OG0008404	DROME00855	CAPO307542
OG0008416	DROME04988, DROME04987	CAPO300816
OG0008422	DROME13691	CAPO301678
OG0008424	DROME21655	CAPO300325
OG0008427	DROME09186	CAPO300837
OG0008444	DROME06774	CAPO305551
OG0008516	DROME15972	CAPO306989
OG0008533	DROME00226	CAPO306433
OG0008538	DROME00792	CAPO308019
OG0008540	DROME13108	CAPO306008
OG0008542	DROME07458	CAPO303728
OG0008546	DROME15569	CAPO306328
OG0008570	DROME05758	CAPO306028
OG0008571	DROME01378	CAPO306528
OG0008572	DROME13238	CAPO302769
OG0008596	DROME20262	CAPO303431
OG0008601	DROME11849	CAPO308135
OG0008620	DROME19856, DROME19857	CAPO301626
OG0008626	DROME04318	CAPO305741
OG0008627	DROME19713	CAPO304143
OG0008639	DROME14156	CAPO304406
OG0008645	DROME10951	CAPO307683
OG0008656	DROME01865	CAPO305542
OG0008658	DROME15306	CAPO302962
OG0008659	DROME06094	CAPO304842
OG0008662	DROME14303	CAPO304364
OG0008663	DROME17434, DROME17433	CAPO305299
OG0008672	DROME21006, DROME03145	CAPO301934
OG0008673	DROME17016	CAPO307917
OG0008676	DROME08298	CAPO303608
OG0008684	DROME05158	CAPO306544
OG0008685	DROME14794	CAPO305455
OG0008689	DROME04121	CAPO306380
OG0008762	DROME07427	CAPO303477, CAPO307966
OG0008792	DROME16975, DROME16976, DROME16974	CAPO303971
OG0008794	DROME08595, DROME09157	CAPO303046
OG0008799	DROME16243	CAPO304437
OG0008816	DROME10643	CAPO305371
OG0008824	DROME09947	CAPO307205
OG0008829	DROME09279	CAPO303197
OG0008837	DROME16336	CAPO307939
OG0008840	DROME04981	CAPO300288
OG0008877	DROME16950	CAPO307090
OG0008879	DROME01892, DROME01893	CAPO302991
OG0008891	DROME12640	CAPO308327, CAPO306577
OG0008903	DROME00534	CAPO303747
OG0008910	DROME13999	CAPO301796
OG0008911	DROME13742	CAPO303875
OG0008913	DROME00509, DROME00510	CAPO300541
OG0008917	DROME18742	CAPO306124
OG0008938	DROME08097	CAPO300696
OG0008946	DROME03547	CAPO302886
OG0008953	DROME07710, DROME03933	CAPO302096
OG0008959	DROME08488	CAPO308005
OG0008962	DROME06752, DROME17394, DROME10394	CAPO301542
OG0008969	DROME11989	CAPO306557
OG0008990	DROME09658	CAPO301077
OG0009012	DROME06241, DROME06236, DROME06244, DROME06239, DROME06249, DROME06240, DROME06242, DROME06246, DROME06243, DROME06247, DROME06237, DROME06238, DROME06248, DROME06250, DROME06245	CAPO301549
OG0009052	DROME09266, DROME09267	CAPO308131
OG0009078	DROME10793, DROME01490, DROME21555	CAPO306454
OG0009115	DROME19920, DROME17853	CAPO303581
OG0009121	DROME13608	CAPO301808
OG0009147	DROME19642	CAPO303040
OG0009152	DROME20327, DROME20329, DROME20328	CAPO303724
OG0009153	DROME09853	CAPO300987
OG0009169	DROME14808	CAPO307723
OG0009175	DROME08856	CAPO305249
OG0009181	DROME17079	CAPO303752
OG0009196	DROME06068	CAPO302676
OG0009203	DROME08846	CAPO306679
OG0009225	DROME07331, DROME05479, DROME21718	CAPO300867
OG0009307	DROME21568	CAPO305768
OG0009339	DROME06771	CAPO303020
OG0009344	DROME07626	CAPO305907
OG0009354	DROME05188, DROME05189, DROME05187	CAPO303841
OG0009370	DROME09859	CAPO305276
OG0009382	DROME11888	CAPO307453
OG0009386	DROME00798	CAPO308276
OG0009388	DROME17894	CAPO304763
OG0009392	DROME01321, DROME06882	CAPO300845
OG0009400	DROME06436	CAPO300534
OG0009415	DROME16962	CAPO304010
OG0009419	DROME21522	CAPO301909
OG0009451	DROME09049	CAPO304190
OG0009452	DROME00415	CAPO304474
OG0009472	DROME21491	CAPO304554
OG0009483	DROME10971	CAPO301155
OG0009486	DROME19361, DROME19360	CAPO304979
OG0009590	DROME02782	CAPO302279
OG0009591	DROME21855	CAPO305910
OG0009604	DROME04323	CAPO307674
