Orthogroup	MOUSE	BRALA
OG0004022	MOUSE55226, MOUSE55227, MOUSE55225	BRALA09008, BRALA15698
OG0004024	MOUSE52440, MOUSE52441, MOUSE52442, MOUSE52443	BRALA19457
OG0004025	MOUSE35923, MOUSE35917, MOUSE35926, MOUSE35925, MOUSE35922, MOUSE35916, MOUSE35918, MOUSE35924, MOUSE35921, MOUSE35919, MOUSE35920	BRALA24484
OG0004027	MOUSE02465, MOUSE02466, MOUSE05609, MOUSE05606, MOUSE05608, MOUSE05607	BRALA35222
OG0004028	MOUSE11046, MOUSE11047, MOUSE11048, MOUSE11049	BRALA06730
OG0004029	MOUSE53190	BRALA09063
OG0004031	MOUSE42812	BRALA30314
OG0004032	MOUSE53862, MOUSE53861, MOUSE47636	BRALA12147
OG0004033	MOUSE49958, MOUSE49957	BRALA13287
OG0004034	MOUSE44916	BRALA08468, BRALA08467
OG0004034	MOUSE44914, MOUSE44915, MOUSE44913	BRALA08469
OG0004035	MOUSE28209, MOUSE28210, MOUSE28211	BRALA20551
OG0004036	MOUSE34175, MOUSE54435, MOUSE51308	BRALA19286
OG0004037	MOUSE23141, MOUSE23140	BRALA29961
OG0004038	MOUSE48922	BRALA05335
OG0004039	MOUSE52165	BRALA14564, BRALA14563
OG0004041	MOUSE28030	BRALA26134
OG0004042	MOUSE26985, MOUSE26987, MOUSE26984, MOUSE26986	BRALA14677
OG0004043	MOUSE52113, MOUSE52112	BRALA19274
OG0004044	MOUSE53246, MOUSE53244, MOUSE53243, MOUSE53245	BRALA10276
OG0004045	MOUSE21064, MOUSE21065, MOUSE21063, MOUSE21066	BRALA11417, BRALA32867
OG0004046	MOUSE37639, MOUSE37640, MOUSE37635, MOUSE37633, MOUSE37641, MOUSE37638, MOUSE37637	BRALA07240, BRALA12739
OG0004047	MOUSE06437, MOUSE06436	BRALA04429, BRALA18670, BRALA08115
OG0004048	MOUSE35846, MOUSE35844, MOUSE35843, MOUSE35842, MOUSE35845	BRALA24410
OG0004049	MOUSE44997, MOUSE52155	BRALA27969
OG0004050	MOUSE14421, MOUSE14423, MOUSE14422, MOUSE14420	BRALA35170
OG0004051	MOUSE05205, MOUSE26476, MOUSE14875, MOUSE14876	BRALA10732
OG0004052	MOUSE48451	BRALA07966
OG0004053	MOUSE55188, MOUSE09610, MOUSE09609, MOUSE09608, MOUSE30254	BRALA15092
OG0004054	MOUSE07133, MOUSE07131, MOUSE07134, MOUSE42809, MOUSE42808, MOUSE42807	BRALA28842
OG0004055	MOUSE16578, MOUSE16579, MOUSE16577	BRALA16890
OG0004056	MOUSE10234	BRALA04140
OG0004057	MOUSE39232, MOUSE39229, MOUSE39230, MOUSE39231	BRALA08841
OG0004058	MOUSE06723	BRALA14652
OG0004059	MOUSE42744, MOUSE42745, MOUSE42743	BRALA22286
OG0004060	MOUSE32149, MOUSE32151, MOUSE32150, MOUSE32152	BRALA22527
OG0004061	MOUSE33645, MOUSE33647, MOUSE33646, MOUSE33648	BRALA00733
OG0004062	MOUSE40384, MOUSE40385, MOUSE21178, MOUSE21177, MOUSE03169	BRALA16266
OG0004063	MOUSE11880, MOUSE11881, MOUSE11879, MOUSE11882	BRALA19295
OG0004065	MOUSE34851, MOUSE34850, MOUSE34848	BRALA17282
OG0004066	MOUSE50438, MOUSE50439	BRALA27555
OG0004067	MOUSE22149	BRALA11637
OG0004068	MOUSE54651, MOUSE54993	BRALA34877
OG0004069	MOUSE09407	BRALA04243
OG0004070	MOUSE38548, MOUSE38549	BRALA10466
OG0004071	MOUSE23682, MOUSE17774, MOUSE17773, MOUSE17772, MOUSE32856	BRALA18327
OG0004072	MOUSE05861	BRALA17054
OG0004073	MOUSE02227, MOUSE18280	BRALA24719
OG0004073	MOUSE18279	BRALA29860
OG0004074	MOUSE21043	BRALA16650
OG0004075	MOUSE46089	BRALA26090
OG0004076	MOUSE13543, MOUSE13542, MOUSE13544, MOUSE13541	BRALA15154
OG0004077	MOUSE25262, MOUSE25257, MOUSE25259, MOUSE25252, MOUSE25254, MOUSE25253, MOUSE25255, MOUSE25256, MOUSE25261, MOUSE25258, MOUSE25251, MOUSE25260	BRALA18311
OG0004078	MOUSE21297	BRALA35758
OG0004079	MOUSE29728, MOUSE29727, MOUSE29726	BRALA08294
OG0004080	MOUSE22574, MOUSE22576, MOUSE22573, MOUSE35471	BRALA20296
OG0004081	MOUSE22887, MOUSE22886, MOUSE22889, MOUSE22885, MOUSE22883, MOUSE22888, MOUSE22890, MOUSE22884	BRALA31261
OG0004082	MOUSE23096	BRALA01474
OG0004083	MOUSE07456, MOUSE07454, MOUSE07455	BRALA25007
OG0004084	MOUSE12641	BRALA28518, BRALA08330
OG0004085	MOUSE22017, MOUSE22016, MOUSE22019, MOUSE22015, MOUSE22018, MOUSE22014	BRALA24215
OG0004086	MOUSE28013	BRALA17474
OG0004087	MOUSE53249, MOUSE26317, MOUSE26318	BRALA10704
OG0004088	MOUSE31979, MOUSE31978, MOUSE31977, MOUSE10527, MOUSE10528	BRALA35514, BRALA21666
OG0004089	MOUSE52297, MOUSE52296, MOUSE52295	BRALA08677, BRALA08678
OG0004090	MOUSE02539	BRALA11298
OG0004091	MOUSE20857	BRALA00652
OG0004092	MOUSE08723, MOUSE08721, MOUSE08722, MOUSE05348, MOUSE05346, MOUSE05347	BRALA07368
OG0004093	MOUSE39362, MOUSE39363, MOUSE39366, MOUSE39365, MOUSE39364	BRALA30875, BRALA33894
OG0004094	MOUSE32800, MOUSE32802, MOUSE32801, MOUSE32799	BRALA20617
OG0004095	MOUSE44365, MOUSE44371, MOUSE44373, MOUSE44363, MOUSE44366, MOUSE44369, MOUSE44364, MOUSE44372	BRALA07608
OG0004096	MOUSE26584, MOUSE24020, MOUSE24022	BRALA14331, BRALA21352
OG0004097	MOUSE30102, MOUSE07203, MOUSE54886, MOUSE12995	BRALA13028
OG0004098	MOUSE09422, MOUSE09423, MOUSE33196	BRALA00651, BRALA22068
OG0004099	MOUSE14125	BRALA10432
OG0004100	MOUSE01972, MOUSE01971	BRALA17153
OG0004101	MOUSE05274, MOUSE05270, MOUSE05271, MOUSE05272, MOUSE05273	BRALA04835
OG0004102	MOUSE21029	BRALA35263
OG0004102	MOUSE21028, MOUSE21027	BRALA34474
OG0004103	MOUSE28643	BRALA12428, BRALA14730
OG0004104	MOUSE19655, MOUSE19654	BRALA01671
OG0004105	MOUSE13474, MOUSE13473, MOUSE13475	BRALA13768
OG0004106	MOUSE34927, MOUSE34928, MOUSE34929	BRALA18745
OG0004107	MOUSE24392	BRALA03118
OG0004108	MOUSE41101, MOUSE41097, MOUSE41098, MOUSE41102, MOUSE41099, MOUSE41100	BRALA18855
OG0004110	MOUSE09563, MOUSE09564, MOUSE00786	BRALA23943
OG0004111	MOUSE13376, MOUSE13379, MOUSE13378, MOUSE13377, MOUSE06672	BRALA01428
OG0004112	MOUSE30305	BRALA23194, BRALA23191
OG0004113	MOUSE40746, MOUSE40745	BRALA20061
OG0004114	MOUSE20231, MOUSE20233, MOUSE20232, MOUSE20230, MOUSE20229, MOUSE20228	BRALA25904, BRALA21514
OG0004115	MOUSE52504, MOUSE52502	BRALA19617
OG0004116	MOUSE50972, MOUSE50971	BRALA25003
OG0004117	MOUSE21546	BRALA17850
OG0004118	MOUSE39262, MOUSE39263	BRALA12736
OG0004119	MOUSE43702, MOUSE43701	BRALA11157, BRALA08493
OG0004120	MOUSE11158, MOUSE11156, MOUSE11157, MOUSE11159	BRALA23954
OG0004121	MOUSE34878, MOUSE34879, MOUSE52300	BRALA08686
OG0004123	MOUSE50983, MOUSE50980, MOUSE50981, MOUSE50979	BRALA14695
OG0004124	MOUSE28810, MOUSE21577	BRALA30068
OG0004125	MOUSE06365, MOUSE06366, MOUSE06362, MOUSE06367, MOUSE06364, MOUSE06363	BRALA04625
OG0004126	MOUSE51105, MOUSE51104, MOUSE51107, MOUSE16482, MOUSE51106	BRALA25788
OG0004127	MOUSE21644, MOUSE21643, MOUSE21645, MOUSE21646	BRALA16633
OG0004128	MOUSE40927	BRALA15362
OG0004129	MOUSE41168	BRALA09427
OG0004130	MOUSE30313, MOUSE30312, MOUSE30314, MOUSE30315, MOUSE30306	BRALA09545
OG0004132	MOUSE29326, MOUSE29328, MOUSE29327	BRALA03252, BRALA03249
OG0004133	MOUSE22690, MOUSE22691, MOUSE22688, MOUSE22689, MOUSE12619	BRALA12128
OG0004134	MOUSE36567	BRALA16353
OG0004135	MOUSE38580, MOUSE38581, MOUSE05971	BRALA06179
OG0004136	MOUSE23425, MOUSE23427, MOUSE23423, MOUSE23424, MOUSE23426	BRALA00698, BRALA29816
OG0004137	MOUSE09691, MOUSE09690	BRALA13495, BRALA13496, BRALA13493, BRALA13494
OG0004138	MOUSE54459, MOUSE54457, MOUSE54458	BRALA24513
OG0004139	MOUSE09412, MOUSE01582	BRALA00917, BRALA11936
OG0004140	MOUSE49614, MOUSE49615, MOUSE49616	BRALA19957
OG0004141	MOUSE41071, MOUSE41073, MOUSE41072, MOUSE41070	BRALA17214
OG0004142	MOUSE48548, MOUSE48551, MOUSE48549, MOUSE48546, MOUSE48545	BRALA19738
OG0004143	MOUSE32279, MOUSE32278, MOUSE32280, MOUSE51729	BRALA09465
OG0004144	MOUSE11375, MOUSE15788, MOUSE15789, MOUSE15790	BRALA07433
OG0004145	MOUSE07101, MOUSE28099	BRALA26159
OG0004146	MOUSE37805, MOUSE37806, MOUSE37807	BRALA17718, BRALA17719
OG0004147	MOUSE52328, MOUSE52322, MOUSE52321, MOUSE52323	BRALA00106
OG0004148	MOUSE04779, MOUSE04772, MOUSE04780	BRALA18127
OG0004149	MOUSE12935, MOUSE12936, MOUSE12934, MOUSE54015, MOUSE54013, MOUSE54014	BRALA12146
OG0004150	MOUSE53097, MOUSE53096	BRALA21716
OG0004151	MOUSE49543, MOUSE49544, MOUSE49542	BRALA19064
OG0004153	MOUSE19562	BRALA03854
OG0004154	MOUSE06794, MOUSE06793, MOUSE06792, MOUSE06791	BRALA10484, BRALA09813
OG0004155	MOUSE35674	BRALA02319
OG0004156	MOUSE39315, MOUSE39316, MOUSE40677, MOUSE40678	BRALA26080
OG0004157	MOUSE53613, MOUSE53617, MOUSE53615, MOUSE53616	BRALA20324
OG0004158	MOUSE23332, MOUSE23331, MOUSE23329, MOUSE35536, MOUSE35537	BRALA04798
OG0004159	MOUSE42741, MOUSE07725	BRALA15234
OG0004160	MOUSE33686	BRALA00725
OG0004161	MOUSE26104, MOUSE26106, MOUSE26105	BRALA34496, BRALA03572
OG0004162	MOUSE38557, MOUSE38558, MOUSE38556, MOUSE38555	BRALA23043
OG0004163	MOUSE17263, MOUSE17264, MOUSE17266, MOUSE17265, MOUSE45843, MOUSE45845, MOUSE45844	BRALA18291
OG0004164	MOUSE00812, MOUSE03436, MOUSE00811, MOUSE00815	BRALA03976, BRALA31557
OG0004166	MOUSE47935, MOUSE47933, MOUSE47931, MOUSE47932, MOUSE47936, MOUSE47930, MOUSE47934, MOUSE47937	BRALA16339
OG0004167	MOUSE20431, MOUSE20429, MOUSE20428, MOUSE20430	BRALA26238
OG0004168	MOUSE04508	BRALA19364
OG0004169	MOUSE06535, MOUSE06534, MOUSE06536	BRALA13050
OG0004170	MOUSE44203, MOUSE44205, MOUSE44204	BRALA34920
OG0004171	MOUSE43265, MOUSE43264	BRALA08003
OG0004172	MOUSE27149	BRALA24076, BRALA26680, BRALA17241, BRALA32685
OG0004174	MOUSE09789, MOUSE09792, MOUSE09787	BRALA00787
OG0004175	MOUSE13201	BRALA16129
OG0004176	MOUSE29683, MOUSE29686, MOUSE29687, MOUSE29685, MOUSE29684, MOUSE29681, MOUSE29682	BRALA03590
OG0004178	MOUSE54367, MOUSE54362, MOUSE54363, MOUSE54364, MOUSE54361, MOUSE54365, MOUSE54366	BRALA20094
OG0004179	MOUSE15065, MOUSE03901	BRALA16718
OG0004180	MOUSE35507, MOUSE22642, MOUSE22641	BRALA17055
OG0004181	MOUSE36500, MOUSE36498, MOUSE36497, MOUSE36501, MOUSE36499	BRALA15876
OG0004182	MOUSE16266	BRALA19314
OG0004183	MOUSE37772, MOUSE37770, MOUSE37768, MOUSE37765, MOUSE37773, MOUSE37763, MOUSE37769, MOUSE37764, MOUSE37767, MOUSE37766	BRALA25934, BRALA25935
OG0004184	MOUSE24469, MOUSE24468, MOUSE24467	BRALA33857
OG0004185	MOUSE41002	BRALA11719
OG0004186	MOUSE08238, MOUSE08239, MOUSE24519	BRALA20859
OG0004187	MOUSE49730, MOUSE49731, MOUSE49729, MOUSE49732, MOUSE49728, MOUSE49727, MOUSE12392, MOUSE12393	BRALA03251
OG0004188	MOUSE11735	BRALA30311
OG0004189	MOUSE03844, MOUSE37274, MOUSE37277, MOUSE37276, MOUSE37275	BRALA28411
OG0004190	MOUSE03768, MOUSE03767, MOUSE03765, MOUSE03766	BRALA25028
OG0004197	MOUSE26522, MOUSE26523, MOUSE26524, MOUSE39772, MOUSE39771, MOUSE39769, MOUSE39770	BRALA05742
OG0004198	MOUSE30466, MOUSE51800	BRALA04321
OG0004214	MOUSE09181, MOUSE09182	BRALA01455, BRALA01456
OG0004215	MOUSE04644, MOUSE04645	BRALA22830
OG0004216	MOUSE14315	BRALA03093
OG0004217	MOUSE29608, MOUSE29607, MOUSE29605, MOUSE29609, MOUSE29606	BRALA11886
OG0004218	MOUSE21624	BRALA35691, BRALA11369, BRALA27082
OG0004219	MOUSE26374, MOUSE26373, MOUSE26372, MOUSE26375	BRALA29983, BRALA33234
OG0004220	MOUSE32294, MOUSE32293	BRALA17127
OG0004222	MOUSE07263, MOUSE07265	BRALA26148
OG0004223	MOUSE20000, MOUSE20002, MOUSE19997, MOUSE19998, MOUSE19999	BRALA09691
OG0004225	MOUSE02495, MOUSE02496, MOUSE35564, MOUSE35565, MOUSE35566	BRALA18596
OG0004226	MOUSE07340, MOUSE07341, MOUSE07342, MOUSE07343, MOUSE07345	BRALA09090
OG0004227	MOUSE33778, MOUSE33777, MOUSE36136, MOUSE33779, MOUSE33776, MOUSE36135	BRALA26674
OG0004228	MOUSE12646	BRALA15960
OG0004229	MOUSE00997, MOUSE00996, MOUSE00995	BRALA03705
OG0004230	MOUSE51030	BRALA25002
OG0004231	MOUSE06022, MOUSE06023, MOUSE06024, MOUSE06019, MOUSE06020, MOUSE06021, MOUSE06018	BRALA18489
OG0004232	MOUSE36556, MOUSE36555	BRALA34160
OG0004233	MOUSE29462, MOUSE29461, MOUSE29463, MOUSE29464, MOUSE29465, MOUSE35017	BRALA18749
OG0004234	MOUSE22124, MOUSE22125	BRALA15853
OG0004235	MOUSE03742, MOUSE03743, MOUSE03741	BRALA11235
OG0004236	MOUSE03079, MOUSE03080, MOUSE03082, MOUSE03081, MOUSE03083	BRALA21571
OG0004237	MOUSE30122	BRALA11898
OG0004239	MOUSE28573, MOUSE28574	BRALA02912
OG0004240	MOUSE28033, MOUSE28034, MOUSE20327	BRALA22623
OG0004241	MOUSE12604, MOUSE12603	BRALA14197
OG0004242	MOUSE48579, MOUSE48578	BRALA15050
OG0004243	MOUSE05781, MOUSE05780	BRALA11315
OG0004244	MOUSE40608, MOUSE40606, MOUSE40607	BRALA22724
OG0004245	MOUSE46663, MOUSE01753	BRALA35301
OG0004246	MOUSE05244, MOUSE05247, MOUSE05246, MOUSE05245, MOUSE05248, MOUSE05250, MOUSE05243, MOUSE05249	BRALA25785
OG0004247	MOUSE50555, MOUSE50557, MOUSE50558, MOUSE50559, MOUSE50556	BRALA24657
OG0004248	MOUSE28543, MOUSE28542	BRALA05741
OG0004249	MOUSE36762, MOUSE36761	BRALA08296
OG0004251	MOUSE37097, MOUSE37098, MOUSE37099, MOUSE37096	BRALA10118
OG0004252	MOUSE32135, MOUSE32137, MOUSE32136	BRALA02512
OG0004253	MOUSE46486, MOUSE38017	BRALA14983
OG0004254	MOUSE47893, MOUSE47895, MOUSE47891	BRALA03749
OG0004255	MOUSE52729, MOUSE52728	BRALA26683
OG0004257	MOUSE15260, MOUSE15269, MOUSE15262, MOUSE15267, MOUSE15270, MOUSE15271, MOUSE15258, MOUSE15256	BRALA10361
OG0004258	MOUSE01268	BRALA19445
OG0004259	MOUSE51558, MOUSE51557, MOUSE51556	BRALA09457
OG0004260	MOUSE27705	BRALA04444
OG0004261	MOUSE18953	BRALA19111
OG0004262	MOUSE07848, MOUSE07849, MOUSE07847, MOUSE07846, MOUSE07845, MOUSE07850, MOUSE07851	BRALA34766, BRALA21467
OG0004263	MOUSE23322, MOUSE23323	BRALA07416
OG0004264	MOUSE21145, MOUSE21144, MOUSE47780, MOUSE47777, MOUSE47776, MOUSE47778	BRALA03608
OG0004265	MOUSE31256, MOUSE31255, MOUSE31257, MOUSE31254	BRALA31423
OG0004266	MOUSE37617	BRALA22811
OG0004267	MOUSE41756, MOUSE41753, MOUSE41755, MOUSE41757, MOUSE41754, MOUSE47148, MOUSE47147	BRALA01991
OG0004268	MOUSE43767	BRALA12493
OG0004269	MOUSE21279	BRALA05544
OG0004270	MOUSE30646, MOUSE30645, MOUSE30642, MOUSE30643	BRALA18525
OG0004271	MOUSE07012, MOUSE07011, MOUSE07006, MOUSE07010, MOUSE07007	BRALA09426
OG0004272	MOUSE10182, MOUSE10181	BRALA01934
OG0004273	MOUSE03740, MOUSE03739	BRALA06404
OG0004274	MOUSE49164, MOUSE49162, MOUSE49165, MOUSE49163	BRALA20006
OG0004275	MOUSE14507, MOUSE14506, MOUSE40862	BRALA29519
OG0004276	MOUSE13591	BRALA19990
OG0004278	MOUSE32307, MOUSE32308	BRALA14565
OG0004279	MOUSE32542, MOUSE32541, MOUSE32540	BRALA20647
OG0004280	MOUSE05845	BRALA23682, BRALA18212
OG0004281	MOUSE15895	BRALA35548
OG0004282	MOUSE34385, MOUSE18208, MOUSE34384, MOUSE19008	BRALA14728
OG0004283	MOUSE36391, MOUSE36394	BRALA22939
OG0004284	MOUSE36220, MOUSE36221, MOUSE36222, MOUSE36219	BRALA11418
OG0004285	MOUSE09549, MOUSE09548	BRALA29530
OG0004286	MOUSE38183	BRALA14966
OG0004287	MOUSE07182	BRALA17769
OG0004288	MOUSE13242, MOUSE13240, MOUSE13241	BRALA03278
OG0004289	MOUSE11686	BRALA15160
OG0004290	MOUSE49088, MOUSE49087, MOUSE49091, MOUSE50496	BRALA03150
OG0004291	MOUSE49955	BRALA31457
OG0004292	MOUSE22126	BRALA05406
OG0004294	MOUSE45827, MOUSE45825, MOUSE45826, MOUSE23646	BRALA29283
OG0004295	MOUSE01535	BRALA01000
OG0004296	MOUSE36887, MOUSE36888, MOUSE36886	BRALA03748
OG0004297	MOUSE17548, MOUSE17547	BRALA10358
OG0004298	MOUSE45341, MOUSE45346, MOUSE45345, MOUSE45344, MOUSE45343, MOUSE02024, MOUSE02023, MOUSE45342	BRALA08303
OG0004299	MOUSE45365, MOUSE45364, MOUSE45363, MOUSE45366	BRALA18722
OG0004300	MOUSE09385, MOUSE09382, MOUSE09383, MOUSE09381, MOUSE09384, MOUSE36925	BRALA32511
OG0004301	MOUSE20508, MOUSE20509	BRALA32145
OG0004303	MOUSE22704, MOUSE22703	BRALA05979
OG0004304	MOUSE37269, MOUSE37270, MOUSE37272, MOUSE37273, MOUSE37268, MOUSE37271	BRALA29843
OG0004305	MOUSE01348, MOUSE01351, MOUSE01349, MOUSE01350	BRALA14639
OG0004306	MOUSE09333, MOUSE09332, MOUSE09330	BRALA16636
OG0004307	MOUSE06376	BRALA11162
OG0004308	MOUSE54690	BRALA23893
OG0004310	MOUSE30195, MOUSE48396, MOUSE48397	BRALA07958
OG0004311	MOUSE48412, MOUSE48411, MOUSE44890, MOUSE44889, MOUSE44891	BRALA18222
OG0004312	MOUSE24379	BRALA16894
OG0004314	MOUSE24075, MOUSE24076, MOUSE25664, MOUSE25666, MOUSE25669, MOUSE25668, MOUSE25667, MOUSE25665	BRALA02958
OG0004315	MOUSE46708, MOUSE46706, MOUSE46707, MOUSE46703, MOUSE46704, MOUSE46705	BRALA16278
OG0004316	MOUSE29532, MOUSE38350, MOUSE29529	BRALA27284
OG0004317	MOUSE37915, MOUSE37917, MOUSE37918	BRALA31136
OG0004318	MOUSE06386, MOUSE06388, MOUSE06387	BRALA11243
OG0004319	MOUSE45846, MOUSE39474	BRALA02487
OG0004321	MOUSE01005, MOUSE01006, MOUSE01004	BRALA03831
OG0004322	MOUSE09310, MOUSE09311, MOUSE09309, MOUSE09312	BRALA16694
OG0004323	MOUSE00465, MOUSE00466, MOUSE00467, MOUSE00468	BRALA34818
OG0004323	MOUSE00464	BRALA34335
OG0004324	MOUSE30540, MOUSE29117, MOUSE30541	BRALA09811
OG0004326	MOUSE39580, MOUSE39581	BRALA05683, BRALA05687
OG0004327	MOUSE45352, MOUSE45353, MOUSE45351, MOUSE45350	BRALA28777
OG0004328	MOUSE28525, MOUSE28526	BRALA13776
OG0004330	MOUSE11737, MOUSE11736, MOUSE11739, MOUSE11738	BRALA10844
OG0004331	MOUSE07090, MOUSE07087, MOUSE07083, MOUSE07084	BRALA25017
OG0004332	MOUSE51031	BRALA05495
OG0004333	MOUSE13723, MOUSE13724, MOUSE13722, MOUSE13721	BRALA14711
OG0004334	MOUSE33472, MOUSE33468, MOUSE33470, MOUSE33471, MOUSE33469, MOUSE33467, MOUSE33466	BRALA05133
OG0004335	MOUSE48742	BRALA11786
OG0004336	MOUSE49294, MOUSE49293, MOUSE32073, MOUSE28234, MOUSE28233	BRALA08041, BRALA03225
OG0004337	MOUSE30946, MOUSE30945	BRALA11506
OG0004338	MOUSE45178, MOUSE45179, MOUSE45180	BRALA22739
OG0004341	MOUSE05911, MOUSE05910, MOUSE05912	BRALA18640
OG0004342	MOUSE29662, MOUSE29663, MOUSE29661	BRALA28668
OG0004343	MOUSE46770, MOUSE46768, MOUSE46769	BRALA34896, BRALA33692, BRALA34328
OG0004343	MOUSE46771	BRALA34611
OG0004344	MOUSE55065, MOUSE30119, MOUSE55066, MOUSE55068, MOUSE55063	BRALA04177
OG0004345	MOUSE25404	BRALA10189
OG0004346	MOUSE31797, MOUSE31795	BRALA15506
OG0004347	MOUSE38022, MOUSE38020	BRALA23589
OG0004348	MOUSE53695, MOUSE53694, MOUSE53693	BRALA12127
OG0004349	MOUSE07130	BRALA26083
OG0004350	MOUSE02258, MOUSE02259, MOUSE02261, MOUSE02262, MOUSE02260, MOUSE02263, MOUSE02255, MOUSE02256, MOUSE18112	BRALA12360
OG0004351	MOUSE41483, MOUSE41484, MOUSE41482	BRALA18778
OG0004352	MOUSE22864, MOUSE22867, MOUSE41445, MOUSE41441, MOUSE41442, MOUSE41443, MOUSE41444	BRALA14329
OG0004353	MOUSE41472, MOUSE41471	BRALA26681
OG0004354	MOUSE02755, MOUSE02756	BRALA33463, BRALA33588
OG0004355	MOUSE41065, MOUSE02266, MOUSE02267	BRALA02915
OG0004356	MOUSE15442	BRALA18746
OG0004357	MOUSE08806, MOUSE21854, MOUSE21856, MOUSE21855	BRALA09608
OG0004358	MOUSE40771, MOUSE40770	BRALA15298
OG0004359	MOUSE55133, MOUSE55132	BRALA22732
OG0004360	MOUSE03721, MOUSE03720, MOUSE03719	BRALA27825
OG0004361	MOUSE23705, MOUSE23706	BRALA19546, BRALA19547
OG0004362	MOUSE05512, MOUSE05511, MOUSE10972, MOUSE10971	BRALA01978
OG0004363	MOUSE48183, MOUSE48185, MOUSE48182	BRALA00616
OG0004364	MOUSE35772	BRALA23445
OG0004365	MOUSE51413, MOUSE51418, MOUSE51417, MOUSE51416, MOUSE51415, MOUSE51414, MOUSE51412	BRALA24172
OG0004366	MOUSE49590, MOUSE49591, MOUSE49589	BRALA20010
OG0004367	MOUSE18216	BRALA15183
OG0004368	MOUSE24232, MOUSE17646, MOUSE17643	BRALA23102
OG0004369	MOUSE25297, MOUSE25296	BRALA02910
OG0004370	MOUSE38443, MOUSE38444, MOUSE38442, MOUSE38441, MOUSE38440	BRALA13645
OG0004371	MOUSE34037, MOUSE35747, MOUSE35748, MOUSE35745	BRALA14311
OG0004372	MOUSE33702, MOUSE33701	BRALA02065, BRALA02064
OG0004373	MOUSE33704, MOUSE33706, MOUSE33703, MOUSE33708, MOUSE33707	BRALA16557
OG0004374	MOUSE05859	BRALA29279
OG0004375	MOUSE27748, MOUSE27752, MOUSE27751, MOUSE27749, MOUSE27750, MOUSE27753	BRALA07819
OG0004376	MOUSE38008, MOUSE02770, MOUSE02768	BRALA26859
OG0004377	MOUSE32267, MOUSE32266, MOUSE32265	BRALA22650, BRALA22649
OG0004378	MOUSE04545, MOUSE04543, MOUSE04542, MOUSE04544, MOUSE04546, MOUSE04547, MOUSE04549, MOUSE04550	BRALA29460
OG0004380	MOUSE41927	BRALA31059
OG0004381	MOUSE30487, MOUSE30486	BRALA31166
OG0004382	MOUSE10343, MOUSE10344, MOUSE10341, MOUSE10346, MOUSE10345, MOUSE10342, MOUSE10347	BRALA01390
OG0004383	MOUSE07185, MOUSE07183, MOUSE07184	BRALA33094, BRALA23070
OG0004384	MOUSE49921, MOUSE49917, MOUSE49919, MOUSE49918, MOUSE49920	BRALA21477
OG0004385	MOUSE25523, MOUSE25525, MOUSE25527, MOUSE25524, MOUSE25526	BRALA02586
OG0004386	MOUSE38283, MOUSE38284, MOUSE02798, MOUSE02794, MOUSE02793, MOUSE02795	BRALA27106
OG0004389	MOUSE33592, MOUSE33594, MOUSE33593	BRALA01195
OG0004390	MOUSE23819, MOUSE23821, MOUSE23820	BRALA20609
OG0004391	MOUSE30036, MOUSE30035, MOUSE03552, MOUSE03553	BRALA06733
OG0004392	MOUSE00907, MOUSE00906	BRALA03731
OG0004393	MOUSE21203	BRALA25078
OG0004395	MOUSE02299, MOUSE02301	BRALA26081
OG0004396	MOUSE34517, MOUSE34514	BRALA05724
OG0004397	MOUSE43697, MOUSE19003, MOUSE19004	BRALA21225
OG0004398	MOUSE00015, MOUSE00014	BRALA33935
OG0004399	MOUSE40991, MOUSE14401	BRALA09277
OG0004400	MOUSE18981, MOUSE18980	BRALA09786
OG0004401	MOUSE07626, MOUSE53866	BRALA00557
OG0004402	MOUSE36321, MOUSE36320	BRALA22916
OG0004403	MOUSE44867, MOUSE44868, MOUSE44866	BRALA04354
OG0004404	MOUSE49452, MOUSE51622	BRALA12217
OG0004405	MOUSE54239	BRALA31963, BRALA06302
OG0004406	MOUSE20105, MOUSE07110, MOUSE07109	BRALA29567
OG0004407	MOUSE07696, MOUSE07698, MOUSE07695, MOUSE07703, MOUSE07700, MOUSE07699, MOUSE07697	BRALA13375, BRALA13376
OG0004408	MOUSE45144, MOUSE45145, MOUSE45143, MOUSE45139, MOUSE45140, MOUSE45138, MOUSE45141, MOUSE45142	BRALA31060, BRALA13700
OG0004409	MOUSE40858, MOUSE14508	BRALA27206
OG0004413	MOUSE40996, MOUSE40997, MOUSE40998	BRALA27203
OG0004414	MOUSE50533, MOUSE50534	BRALA13744
OG0004415	MOUSE35178, MOUSE35179, MOUSE35177, MOUSE15170, MOUSE35180	BRALA14040
OG0004417	MOUSE33215, MOUSE33216, MOUSE48020	BRALA00783
OG0004418	MOUSE10088	BRALA18257, BRALA17856
OG0004419	MOUSE40300, MOUSE40299, MOUSE40298, MOUSE40301	BRALA21691
OG0004420	MOUSE35016, MOUSE35015, MOUSE15546	BRALA05463
OG0004421	MOUSE52589, MOUSE52590, MOUSE52593, MOUSE52592, MOUSE52591	BRALA25716
OG0004422	MOUSE51741, MOUSE51740, MOUSE10312	BRALA01893
OG0004423	MOUSE08973	BRALA17096
OG0004424	MOUSE40942, MOUSE40939, MOUSE40940, MOUSE40944, MOUSE40943, MOUSE40941, MOUSE40935, MOUSE40936, MOUSE40937, MOUSE40938	BRALA12773
