Orthogroup	MOUSE	YEAST
OG0004940	MOUSE20737, MOUSE06844	YEAST05107, YEAST05559
OG0004941	MOUSE24305, MOUSE24308, MOUSE24309, MOUSE24307, MOUSE24306	YEAST03194
OG0004947	MOUSE10397, MOUSE10395, MOUSE10396, MOUSE10394	YEAST05164
OG0004948	MOUSE05736, MOUSE27269	YEAST02275
OG0004949	MOUSE42542, MOUSE42543, MOUSE42540, MOUSE42541	YEAST04201
OG0004952	MOUSE07097, MOUSE07096	YEAST02477
OG0004954	MOUSE12687, MOUSE12689, MOUSE12688	YEAST06058
OG0004962	MOUSE06938, MOUSE06939	YEAST04400
OG0004963	MOUSE37240, MOUSE37238	YEAST04940
OG0004964	MOUSE05557, MOUSE05556	YEAST04104
OG0004968	MOUSE49508, MOUSE49507, MOUSE49506, MOUSE49505, MOUSE49504	YEAST03489
OG0004969	MOUSE15411, MOUSE15409, MOUSE15410	YEAST02591
OG0004970	MOUSE22680, MOUSE53993	YEAST04414
OG0004971	MOUSE18798, MOUSE18799	YEAST05364
OG0004972	MOUSE46148, MOUSE46149, MOUSE46147	YEAST03511
OG0004975	MOUSE13200	YEAST00144, YEAST01994
OG0004976	MOUSE19407	YEAST05983
OG0004977	MOUSE22048, MOUSE22047, MOUSE22046	YEAST06017
OG0004979	MOUSE08609, MOUSE08610, MOUSE08606, MOUSE08608, MOUSE08607, MOUSE08605	YEAST06027
OG0004980	MOUSE11419, MOUSE11421, MOUSE11420, MOUSE11418, MOUSE00740	YEAST05221
OG0004981	MOUSE10970, MOUSE10969	YEAST03914, YEAST04639
OG0004982	MOUSE25444, MOUSE25443	YEAST03625
OG0004985	MOUSE40995	YEAST03498
OG0004988	MOUSE37283	YEAST05990
OG0004989	MOUSE27227	YEAST04576
OG0004990	MOUSE36131, MOUSE36130, MOUSE36129, MOUSE36128, MOUSE36126, MOUSE36124, MOUSE36127, MOUSE36123, MOUSE36125	YEAST04419
OG0004992	MOUSE23788, MOUSE23789, MOUSE23787, MOUSE23786	YEAST05627
OG0004996	MOUSE41010, MOUSE41011, MOUSE41009, MOUSE41008	YEAST04793
OG0004997	MOUSE46780	YEAST01342
OG0005002	MOUSE01458, MOUSE01457	YEAST05414
OG0005003	MOUSE04384	YEAST02467, YEAST00216
OG0005006	MOUSE02176, MOUSE05686, MOUSE05684, MOUSE05687, MOUSE05685	YEAST06096
OG0005007	MOUSE12939	YEAST04876
OG0005007	MOUSE29570, MOUSE29569, MOUSE29571, MOUSE29568, MOUSE12938	YEAST03893
OG0005014	MOUSE15361	YEAST02538
OG0005015	MOUSE31549, MOUSE31548, MOUSE31550, MOUSE31551	YEAST01649, YEAST01932
OG0005038	MOUSE54302, MOUSE54298, MOUSE54299, MOUSE19866, MOUSE36889, MOUSE54301, MOUSE54300, MOUSE54297	YEAST02861
OG0005040	MOUSE16190	YEAST04778
OG0005047	MOUSE16902, MOUSE16903	YEAST01837
OG0005053	MOUSE04391	YEAST00680
OG0005055	MOUSE03104, MOUSE03102, MOUSE03103	YEAST02159
OG0005059	MOUSE25532	YEAST03737
OG0005067	MOUSE08612, MOUSE08611	YEAST06051
OG0005069	MOUSE16850	YEAST03130
OG0005073	MOUSE09457, MOUSE09456, MOUSE09453, MOUSE09458, MOUSE09455, MOUSE09459	YEAST00873
OG0005076	MOUSE51690, MOUSE51689, MOUSE51691	YEAST04563
OG0005081	MOUSE05397, MOUSE05396, MOUSE05395	YEAST03124
OG0005083	MOUSE16618	YEAST00678, YEAST05235
OG0005084	MOUSE41249	YEAST03782
OG0005085	MOUSE41896, MOUSE41895, MOUSE41892, MOUSE41893, MOUSE41894	YEAST06159
OG0005086	MOUSE11278, MOUSE11279, MOUSE11277	YEAST00205
OG0005087	MOUSE24357, MOUSE24356, MOUSE24354	YEAST00816
OG0005088	MOUSE48666	YEAST05769, YEAST03125
OG0005089	MOUSE32552	YEAST04644
OG0005090	MOUSE15030, MOUSE15031	YEAST00338
OG0005091	MOUSE38790	YEAST05089
OG0005093	MOUSE00573, MOUSE00574, MOUSE00575, MOUSE00572	YEAST01810
OG0005095	MOUSE49470, MOUSE49469	YEAST04437
OG0005096	MOUSE17109	YEAST00667
OG0005097	MOUSE14124	YEAST05071
OG0005099	MOUSE14066, MOUSE14064, MOUSE14063, MOUSE14062	YEAST01396
OG0005100	MOUSE19701	YEAST02389
OG0005104	MOUSE49790	YEAST05248
OG0005106	MOUSE38782	YEAST06065, YEAST00421
OG0005107	MOUSE39178, MOUSE39177	YEAST06099
OG0005109	MOUSE02056, MOUSE02497	YEAST05204, YEAST00612
OG0005111	MOUSE34804	YEAST06212, YEAST04032
OG0005114	MOUSE23088	YEAST02131
OG0005117	MOUSE29490	YEAST06050
OG0005121	MOUSE14836, MOUSE14837, MOUSE14838	YEAST02052
OG0005124	MOUSE28031, MOUSE07830, MOUSE07829, MOUSE07828	YEAST04099
OG0005130	MOUSE36362, MOUSE36365, MOUSE36361, MOUSE36364	YEAST03863
OG0005139	MOUSE30931	YEAST04015
OG0005142	MOUSE10413, MOUSE10412, MOUSE10415, MOUSE10414	YEAST03890
OG0005143	MOUSE29590, MOUSE29588, MOUSE29589, MOUSE29587	YEAST00443
OG0005144	MOUSE31298, MOUSE31301, MOUSE31302, MOUSE31300	YEAST04065
OG0005146	MOUSE28856	YEAST02971
OG0005149	MOUSE24121, MOUSE24122	YEAST03025, YEAST02738
OG0005151	MOUSE15527, MOUSE15526	YEAST03382
OG0005152	MOUSE02245, MOUSE02244, MOUSE02246	YEAST00847
OG0005157	MOUSE05669, MOUSE05668	YEAST02981
OG0005160	MOUSE35962, MOUSE35963	YEAST06113
OG0005164	MOUSE17528, MOUSE17206, MOUSE17526	YEAST06283
OG0005167	MOUSE43529, MOUSE43528, MOUSE42260, MOUSE42259, MOUSE42264, MOUSE42263, MOUSE42262, MOUSE42261	YEAST03924
OG0005168	MOUSE28087, MOUSE28083, MOUSE28082, MOUSE28086, MOUSE28084	YEAST06272
OG0005169	MOUSE07869, MOUSE07868	YEAST00459
OG0005175	MOUSE20206, MOUSE20205, MOUSE20208, MOUSE20207	YEAST05445
OG0005176	MOUSE15373	YEAST05501
OG0005176	MOUSE15371, MOUSE15372	YEAST00218
OG0005178	MOUSE48038, MOUSE48039, MOUSE48037	YEAST04497
OG0005179	MOUSE36304, MOUSE36303, MOUSE36302	YEAST05659
OG0005183	MOUSE45876	YEAST05308
OG0005184	MOUSE55373, MOUSE03431, MOUSE55374	YEAST00492
OG0005187	MOUSE14400, MOUSE14399, MOUSE14398	YEAST05234
OG0005188	MOUSE19130	YEAST01554
OG0005191	MOUSE10524, MOUSE10523, MOUSE10519, MOUSE10520, MOUSE10522, MOUSE10521	YEAST00993
OG0005192	MOUSE33625, MOUSE33627, MOUSE33626	YEAST05720
OG0005194	MOUSE09520	YEAST04086
OG0005196	MOUSE47214, MOUSE47213, MOUSE47212	YEAST01388
OG0005198	MOUSE42244, MOUSE42247, MOUSE42246, MOUSE42245, MOUSE42243	YEAST00327
OG0005200	MOUSE41422, MOUSE41421	YEAST01016
OG0005201	MOUSE23496, MOUSE23495, MOUSE23494, MOUSE23493, MOUSE23491, MOUSE23492	YEAST00082
OG0005203	MOUSE20991	YEAST02207
OG0005204	MOUSE25568, MOUSE25567	YEAST01178
OG0005205	MOUSE08733	YEAST01046
OG0005208	MOUSE04739	YEAST01429
OG0005212	MOUSE51363	YEAST06147
OG0005220	MOUSE15022, MOUSE15023	YEAST04357
OG0005221	MOUSE40508, MOUSE40506, MOUSE40507	YEAST03209
OG0005222	MOUSE49492, MOUSE49490, MOUSE49491	YEAST05518
OG0005224	MOUSE07207, MOUSE07209, MOUSE07208	YEAST06324
OG0005225	MOUSE02228, MOUSE02229	YEAST05094
OG0005227	MOUSE45083	YEAST05529
OG0005228	MOUSE54695, MOUSE54694	YEAST05916
OG0005229	MOUSE10424, MOUSE10427, MOUSE10426, MOUSE10428, MOUSE54725, MOUSE54726, MOUSE54727	YEAST04766
OG0005231	MOUSE18474	YEAST02681
OG0005233	MOUSE34528, MOUSE34527, MOUSE34530, MOUSE34529	YEAST00564
OG0005237	MOUSE20097	YEAST05398
OG0005238	MOUSE25520, MOUSE25519, MOUSE25518	YEAST00351
OG0005239	MOUSE07685, MOUSE07686	YEAST04499
OG0005240	MOUSE02463	YEAST03058
OG0005244	MOUSE17812	YEAST06021
OG0005247	MOUSE09970, MOUSE09971, MOUSE09969, MOUSE09968	YEAST06314
OG0005249	MOUSE25308, MOUSE25309	YEAST03446
OG0005251	MOUSE52134, MOUSE52132, MOUSE52133	YEAST00934
OG0005254	MOUSE05935, MOUSE05936, MOUSE05934	YEAST00814
OG0005259	MOUSE40641, MOUSE24933, MOUSE24932	YEAST04276
OG0005261	MOUSE21672	YEAST01831
OG0005262	MOUSE34801, MOUSE34800, MOUSE34802, MOUSE34803	YEAST05458
OG0005264	MOUSE35185, MOUSE35187, MOUSE35184, MOUSE35186	YEAST03506
OG0005267	MOUSE32627, MOUSE02945	YEAST03513
OG0005269	MOUSE40627	YEAST03314
OG0005273	MOUSE54103, MOUSE54104	YEAST04916
OG0005275	MOUSE52516	YEAST03695
OG0005277	MOUSE07675, MOUSE07676, MOUSE07674	YEAST04186
OG0005279	MOUSE49426, MOUSE49425	YEAST05219
OG0005280	MOUSE21456	YEAST00305
OG0005281	MOUSE19612, MOUSE36000	YEAST05694
OG0005285	MOUSE02740	YEAST03115
OG0005289	MOUSE42519, MOUSE42518, MOUSE42517	YEAST03438
OG0005292	MOUSE22491	YEAST03208
OG0005292	MOUSE22490, MOUSE22489, MOUSE22488	YEAST01718
OG0005293	MOUSE30001, MOUSE30002, MOUSE29999, MOUSE30000	YEAST03033
OG0005294	MOUSE13188	YEAST01981
OG0005295	MOUSE11814	YEAST04584
OG0005298	MOUSE19943, MOUSE19944	YEAST03696
OG0005299	MOUSE49600	YEAST00788
OG0005300	MOUSE35434, MOUSE35433	YEAST04941
OG0005304	MOUSE25707	YEAST05397
OG0005309	MOUSE40578, MOUSE40579, MOUSE40577	YEAST03670
OG0005312	MOUSE40791	YEAST05201, YEAST04689
OG0005314	MOUSE01281	YEAST05231, YEAST01835
OG0005316	MOUSE13898	YEAST02690
OG0005317	MOUSE53670, MOUSE53669	YEAST03232
OG0005318	MOUSE47296, MOUSE47294	YEAST02932
OG0005319	MOUSE21705	YEAST00507
OG0005323	MOUSE09666, MOUSE09664, MOUSE09662, MOUSE09668, MOUSE09665, MOUSE09667, MOUSE09663	YEAST01809
OG0005324	MOUSE31770, MOUSE31771, MOUSE31768, MOUSE31769, MOUSE31767, MOUSE31766	YEAST02894
OG0005326	MOUSE45049, MOUSE45050, MOUSE09274	YEAST02113
OG0005360	MOUSE44905, MOUSE44906	YEAST05037
OG0005365	MOUSE31433, MOUSE31434, MOUSE31435, MOUSE31436	YEAST00555
OG0005366	MOUSE20326	YEAST05488
OG0005370	MOUSE29200, MOUSE29198, MOUSE29199, MOUSE29201	YEAST06092
OG0005371	MOUSE10177, MOUSE10180, MOUSE10178, MOUSE10179, MOUSE10176	YEAST06170
OG0005373	MOUSE46144	YEAST05422
OG0005374	MOUSE00584	YEAST05714
OG0005375	MOUSE05777, MOUSE05776	YEAST03962
OG0005379	MOUSE00599, MOUSE14983, MOUSE00600, MOUSE14982	YEAST03216
OG0005390	MOUSE33726, MOUSE33725	YEAST03532
OG0005391	MOUSE49083, MOUSE49081	YEAST02166
OG0005393	MOUSE53410, MOUSE53409, MOUSE53408, MOUSE53411	YEAST04280
OG0005394	MOUSE53404, MOUSE53403	YEAST00853
OG0005396	MOUSE54498	YEAST05100
OG0005399	MOUSE04146, MOUSE04143, MOUSE04141, MOUSE04145, MOUSE04144, MOUSE04142	YEAST03052
OG0005402	MOUSE29924	YEAST00454, YEAST00455
OG0005403	MOUSE51966, MOUSE51969, MOUSE51967	YEAST03894
OG0005406	MOUSE51011	YEAST00801
OG0005409	MOUSE49463	YEAST01305
OG0005412	MOUSE22204, MOUSE22203, MOUSE22201, MOUSE22202	YEAST00286
OG0005413	MOUSE51736	YEAST00212
OG0005417	MOUSE16971	YEAST02517
OG0005422	MOUSE28074	YEAST00744
OG0005430	MOUSE49705, MOUSE49703, MOUSE49704	YEAST02046
OG0005431	MOUSE13565	YEAST00653
OG0005432	MOUSE04489, MOUSE04490	YEAST00083
OG0005433	MOUSE19851, MOUSE19850	YEAST00126
OG0005435	MOUSE22613, MOUSE22615, MOUSE22617, MOUSE22614	YEAST02973
OG0005437	MOUSE20089	YEAST04554
OG0005438	MOUSE24213, MOUSE24212	YEAST03985
OG0005439	MOUSE00421, MOUSE00420	YEAST00480, YEAST02388
OG0005446	MOUSE16646	YEAST02856
OG0005448	MOUSE39998	YEAST00061
OG0005451	MOUSE18945, MOUSE18944	YEAST02174
OG0005455	MOUSE35506	YEAST01906
OG0005464	MOUSE12439, MOUSE12440	YEAST03289
OG0005465	MOUSE07328, MOUSE07326	YEAST02925
OG0005466	MOUSE14835, MOUSE14831, MOUSE14832, MOUSE14834, MOUSE14833, MOUSE14830	YEAST04413
OG0005468	MOUSE11929, MOUSE11932, MOUSE11931, MOUSE11930, MOUSE11934	YEAST03549
OG0005469	MOUSE11875, MOUSE11877, MOUSE11874, MOUSE11876, MOUSE11878	YEAST03750
OG0005470	MOUSE40247, MOUSE40245	YEAST05805
OG0005471	MOUSE38010, MOUSE38012, MOUSE38011, MOUSE38013	YEAST02704
OG0005474	MOUSE38514, MOUSE38512, MOUSE38513, MOUSE38511	YEAST05625
OG0005476	MOUSE14380, MOUSE14381	YEAST00929
OG0005479	MOUSE49275, MOUSE49276	YEAST06140
OG0005481	MOUSE54691	YEAST02988
OG0005482	MOUSE43262	YEAST06080
OG0005484	MOUSE30087, MOUSE30085, MOUSE30086	YEAST05993
OG0005488	MOUSE37662, MOUSE37664	YEAST02834
OG0005489	MOUSE05307, MOUSE05308	YEAST02006
OG0005490	MOUSE23375, MOUSE23376	YEAST02289
OG0005493	MOUSE40219, MOUSE40218, MOUSE40221, MOUSE40220	YEAST03669
OG0005495	MOUSE51256, MOUSE51252, MOUSE51255, MOUSE51254, MOUSE51253	YEAST04982
OG0005498	MOUSE32600, MOUSE32601	YEAST02944
OG0005499	MOUSE27960, MOUSE20454	YEAST00316
OG0005503	MOUSE24292, MOUSE24291	YEAST01883
OG0005504	MOUSE43308, MOUSE43307	YEAST02859
OG0005508	MOUSE53116, MOUSE53117	YEAST05735
OG0005511	MOUSE33545, MOUSE33546, MOUSE33547, MOUSE33548, MOUSE33550, MOUSE33549	YEAST04889
OG0005514	MOUSE25586	YEAST00756
OG0005524	MOUSE55181, MOUSE03806, MOUSE53499	YEAST04752
OG0005527	MOUSE14339	YEAST05177
OG0005531	MOUSE39214, MOUSE39216, MOUSE39215	YEAST02508
OG0005533	MOUSE01776	YEAST05670
OG0005535	MOUSE38037, MOUSE38038, MOUSE38036	YEAST03305
OG0005537	MOUSE33891	YEAST00932
OG0005539	MOUSE33970	YEAST01881
OG0005540	MOUSE10000	YEAST04214
OG0005545	MOUSE10209	YEAST06273
OG0005554	MOUSE49618, MOUSE49617, MOUSE49619	YEAST01003
OG0005556	MOUSE25868, MOUSE18602	YEAST01807
OG0005559	MOUSE34043	YEAST02680
OG0005560	MOUSE28924, MOUSE28923	YEAST01996
OG0005561	MOUSE28894, MOUSE28893, MOUSE28897, MOUSE28896, MOUSE28895, MOUSE28898	YEAST05048
OG0005562	MOUSE51156, MOUSE51157, MOUSE51155	YEAST02317
OG0005563	MOUSE47511, MOUSE47513, MOUSE47514	YEAST03552
OG0005564	MOUSE25644, MOUSE25645, MOUSE25642, MOUSE25641, MOUSE25643	YEAST02525
OG0005566	MOUSE37713, MOUSE37712	YEAST02934
OG0005569	MOUSE44375, MOUSE44374, MOUSE44376, MOUSE44377	YEAST01288
OG0005570	MOUSE47749, MOUSE47748, MOUSE47750	YEAST05155
OG0005572	MOUSE20849, MOUSE13095	YEAST04844
OG0005573	MOUSE44351, MOUSE44349, MOUSE44350	YEAST00059
OG0005574	MOUSE52203, MOUSE52201, MOUSE52202, MOUSE52191, MOUSE52192	YEAST02083
OG0005575	MOUSE52074, MOUSE52073, MOUSE52075	YEAST02256
OG0005580	MOUSE18394	YEAST03612
OG0005582	MOUSE07215, MOUSE07214, MOUSE07213	YEAST06134
OG0005584	MOUSE19860, MOUSE19802	YEAST03140, YEAST03524
OG0005586	MOUSE09406, MOUSE30388, MOUSE30387, MOUSE48931	YEAST00364
OG0005589	MOUSE26423, MOUSE26422	YEAST06142
OG0005590	MOUSE47493	YEAST05462
OG0005592	MOUSE48603, MOUSE48604, MOUSE48602, MOUSE48605	YEAST02743, YEAST03026, YEAST00679, YEAST05239
OG0005594	MOUSE13391, MOUSE13390	YEAST04980
OG0005595	MOUSE52151, MOUSE52150	YEAST01803
OG0005597	MOUSE22035	YEAST02753
OG0005598	MOUSE51444	YEAST01870
OG0005599	MOUSE52649, MOUSE52648	YEAST01798
OG0005600	MOUSE55114, MOUSE55109, MOUSE55110, MOUSE55113, MOUSE55111, MOUSE55112	YEAST00206
OG0005604	MOUSE21905, MOUSE21907, MOUSE21908, MOUSE21906	YEAST03276
OG0005605	MOUSE36876, MOUSE36877	YEAST01083
OG0005613	MOUSE03014, MOUSE03012	YEAST02714
OG0005617	MOUSE33208, MOUSE33209, MOUSE33206, MOUSE20824, MOUSE20823	YEAST02068
OG0005618	MOUSE09424	YEAST04830
OG0005620	MOUSE40619, MOUSE39306, MOUSE39307	YEAST04915
OG0005622	MOUSE27983	YEAST05142
OG0005623	MOUSE24087	YEAST01590
OG0005626	MOUSE38207, MOUSE38206	YEAST02896
OG0005632	MOUSE18683	YEAST01025
OG0005636	MOUSE47057, MOUSE47058	YEAST04250, YEAST02533
OG0005641	MOUSE49959, MOUSE49960	YEAST05413
OG0005643	MOUSE34838, MOUSE34840, MOUSE34841, MOUSE34837, MOUSE34839, MOUSE34842	YEAST05368
OG0005645	MOUSE35758	YEAST03386
OG0005649	MOUSE15810	YEAST03683
OG0005652	MOUSE31214, MOUSE31213	YEAST02748
OG0005656	MOUSE40194	YEAST05558
OG0005660	MOUSE03876	YEAST04813
OG0005665	MOUSE01609, MOUSE20696	YEAST05074
OG0005681	MOUSE35050, MOUSE35049, MOUSE35048	YEAST01514
OG0005694	MOUSE51450, MOUSE51449	YEAST02311
OG0005701	MOUSE11437, MOUSE11436	YEAST03349
OG0005702	MOUSE50035, MOUSE50036	YEAST02337
OG0005703	MOUSE25240, MOUSE25242, MOUSE25241, MOUSE25239	YEAST00484
OG0005707	MOUSE47467	YEAST01682
OG0005715	MOUSE20698	YEAST05111
OG0005719	MOUSE34481	YEAST01866
OG0005723	MOUSE52812, MOUSE52818, MOUSE52822	YEAST05629
OG0005724	MOUSE19172, MOUSE19171	YEAST03029
OG0005728	MOUSE28822	YEAST03877
OG0005729	MOUSE00534	YEAST04879
OG0005731	MOUSE03783, MOUSE03785, MOUSE03786, MOUSE03782, MOUSE03784	YEAST04127
OG0005732	MOUSE16964	YEAST05411, YEAST00067
OG0005734	MOUSE34566	YEAST03845
OG0005747	MOUSE34833, MOUSE34832	YEAST02338
OG0005749	MOUSE02162, MOUSE02161	YEAST00550
OG0005750	MOUSE03273, MOUSE03269, MOUSE03268, MOUSE03272, MOUSE03271, MOUSE03270	YEAST05318
OG0005758	MOUSE29987, MOUSE29985, MOUSE55162, MOUSE29986	YEAST03970
OG0005764	MOUSE45695, MOUSE45694, MOUSE45697, MOUSE45693, MOUSE45696	YEAST03256
OG0005769	MOUSE24029, MOUSE24027, MOUSE24028	YEAST05614
OG0005774	MOUSE14621, MOUSE14620	YEAST01218
OG0005775	MOUSE14235	YEAST04199
OG0005779	MOUSE02825, MOUSE02824	YEAST03322
OG0005783	MOUSE27843	YEAST04090
OG0005784	MOUSE21069	YEAST06131
OG0005787	MOUSE51852, MOUSE51856, MOUSE51853, MOUSE51855, MOUSE51854, MOUSE51851	YEAST03651
OG0005789	MOUSE49552, MOUSE49559, MOUSE49558, MOUSE49555, MOUSE49560	YEAST06245
OG0005790	MOUSE03111, MOUSE03112, MOUSE03110	YEAST01022
OG0005792	MOUSE20396, MOUSE20395, MOUSE20397	YEAST02379
OG0005793	MOUSE03696	YEAST03437
OG0005794	MOUSE39910, MOUSE39908, MOUSE39909	YEAST03999
OG0005796	MOUSE40257	YEAST02169
OG0005797	MOUSE09433	YEAST04949
OG0005799	MOUSE20188	YEAST05573
OG0005800	MOUSE18364, MOUSE18363	YEAST03278
OG0005801	MOUSE13511, MOUSE13516, MOUSE13515, MOUSE13513, MOUSE13512, MOUSE13514	YEAST00340
OG0005803	MOUSE55345, MOUSE55344	YEAST05968
OG0005805	MOUSE04358	YEAST01806
OG0005807	MOUSE16334, MOUSE16333	YEAST01275
OG0005811	MOUSE18246, MOUSE18245, MOUSE18244, MOUSE18243	YEAST01007
OG0005812	MOUSE20449	YEAST06095, YEAST02696, YEAST03626
OG0005814	MOUSE20797	YEAST01475
OG0005815	MOUSE37926, MOUSE37929, MOUSE37928	YEAST03739
OG0005819	MOUSE50349, MOUSE50348	YEAST04896
OG0005823	MOUSE04685	YEAST01415
OG0005828	MOUSE37568, MOUSE37567, MOUSE37565, MOUSE37566	YEAST00547
OG0005831	MOUSE06090, MOUSE06091, MOUSE06092	YEAST05339
OG0005832	MOUSE49608	YEAST00468
OG0005835	MOUSE02461, MOUSE02462	YEAST01714
OG0005837	MOUSE48882, MOUSE48881, MOUSE48880	YEAST02139
OG0005842	MOUSE28813, MOUSE28812, MOUSE28814, MOUSE28815	YEAST02254
OG0005843	MOUSE21541, MOUSE21537	YEAST02236
OG0005845	MOUSE04473, MOUSE04475	YEAST00903
OG0005848	MOUSE05612, MOUSE18911, MOUSE05611	YEAST01451, YEAST02858
OG0005849	MOUSE22097, MOUSE22096	YEAST01002
OG0005850	MOUSE33785, MOUSE33784	YEAST01618
OG0005860	MOUSE20692	YEAST01211
OG0005864	MOUSE02844, MOUSE02845	YEAST04171
OG0005865	MOUSE50053, MOUSE34615	YEAST02036
OG0005866	MOUSE27445	YEAST02662, YEAST00926, YEAST05389
OG0005869	MOUSE28362, MOUSE28363	YEAST04361
OG0005872	MOUSE38976	YEAST00119
OG0005874	MOUSE22485, MOUSE22486	YEAST05241
OG0005880	MOUSE10866	YEAST00456
OG0005886	MOUSE07662, MOUSE07661	YEAST01320
OG0005887	MOUSE46553, MOUSE46550, MOUSE46552, MOUSE46549, MOUSE46551, MOUSE46548	YEAST02429, YEAST01660
OG0005888	MOUSE50312, MOUSE50313	YEAST01289, YEAST02921
OG0005889	MOUSE54433, MOUSE54434	YEAST02568
OG0005893	MOUSE13001, MOUSE13002, MOUSE13003	YEAST05434
OG0005897	MOUSE32554, MOUSE32553, MOUSE32556, MOUSE32555	YEAST04730
OG0005898	MOUSE42785, MOUSE42787, MOUSE42784, MOUSE42783, MOUSE42786	YEAST04411
OG0005899	MOUSE48385	YEAST01832
OG0005901	MOUSE49551	YEAST04462
OG0005902	MOUSE32103	YEAST03800
OG0005906	MOUSE26302, MOUSE26300, MOUSE26301, MOUSE26304, MOUSE26303	YEAST01796
OG0005909	MOUSE48449, MOUSE48448, MOUSE48445, MOUSE48446, MOUSE48447	YEAST01623
OG0005919	MOUSE24007	YEAST06039
OG0005921	MOUSE16134, MOUSE16133, MOUSE16135	YEAST01856
OG0005922	MOUSE40613, MOUSE40614, MOUSE40612, MOUSE40609, MOUSE40611	YEAST03364
OG0005928	MOUSE48504, MOUSE48505, MOUSE48502, MOUSE48503	YEAST02001
OG0005931	MOUSE44698	YEAST04950
OG0005932	MOUSE24910, MOUSE24909	YEAST02495
OG0005933	MOUSE20167	YEAST05705
OG0005936	MOUSE19948, MOUSE19946, MOUSE19947	YEAST03224
OG0005940	MOUSE27467	YEAST04035
OG0005943	MOUSE14299, MOUSE14298, MOUSE14296, MOUSE14297	YEAST00579
OG0005944	MOUSE18174	YEAST01316
OG0005946	MOUSE53517, MOUSE53518	YEAST05608
OG0005949	MOUSE37563, MOUSE37562	YEAST06253
OG0005952	MOUSE02830	YEAST03507
OG0005954	MOUSE49217, MOUSE49216, MOUSE49215	YEAST01233
OG0005955	MOUSE12785	YEAST00616
OG0005960	MOUSE36097, MOUSE36098	YEAST04608
OG0005961	MOUSE40919, MOUSE40920, MOUSE40922, MOUSE40921, MOUSE40918, MOUSE40923	YEAST00672
OG0005965	MOUSE36149, MOUSE36148	YEAST02033
OG0005966	MOUSE16974, MOUSE16973	YEAST04113
OG0005968	MOUSE29105, MOUSE19001	YEAST05417
OG0005969	MOUSE18215	YEAST04558, YEAST04559
OG0005970	MOUSE31327, MOUSE31324, MOUSE31323, MOUSE31325, MOUSE31322, MOUSE31326	YEAST05328
OG0005974	MOUSE24033, MOUSE24031, MOUSE24032	YEAST06068
OG0005976	MOUSE22127	YEAST02136
OG0005978	MOUSE05375, MOUSE05374	YEAST01891
OG0005980	MOUSE18255	YEAST06132
OG0005984	MOUSE13162	YEAST04078, YEAST01479
OG0005985	MOUSE20715, MOUSE20714	YEAST00726
OG0005986	MOUSE20132, MOUSE20134, MOUSE20136, MOUSE20133, MOUSE20135	YEAST02056
OG0005987	MOUSE19110, MOUSE55047	YEAST05748
OG0005989	MOUSE45928, MOUSE45929	YEAST04850
OG0005991	MOUSE39460, MOUSE39457, MOUSE39459, MOUSE39456, MOUSE39458	YEAST06034
OG0005993	MOUSE17253	YEAST04496
OG0005995	MOUSE18219, MOUSE18218, MOUSE18220	YEAST01813
OG0005996	MOUSE13630, MOUSE13631	YEAST02670
OG0005998	MOUSE01071, MOUSE01072	YEAST04034
OG0006001	MOUSE51403, MOUSE51401, MOUSE51407, MOUSE51404	YEAST02335
OG0006003	MOUSE50331, MOUSE50334	YEAST05889
OG0006005	MOUSE03622	YEAST05024
OG0006011	MOUSE05005, MOUSE05004, MOUSE05003	YEAST02553
OG0006031	MOUSE27622, MOUSE27621, MOUSE27619, MOUSE27620, MOUSE27618, MOUSE10400, MOUSE10398, MOUSE10399	YEAST00879
OG0006059	MOUSE13895, MOUSE13894	YEAST03490
OG0006063	MOUSE09559, MOUSE09560	YEAST00475
OG0006064	MOUSE19231	YEAST03138
OG0006065	MOUSE10503, MOUSE10504	YEAST06018
OG0006069	MOUSE38708, MOUSE38709	YEAST00670
OG0006071	MOUSE25922, MOUSE25924, MOUSE25923, MOUSE25925	YEAST02732
OG0006072	MOUSE44551	YEAST03317
OG0006073	MOUSE42655, MOUSE42654	YEAST06328
OG0006074	MOUSE07769	YEAST00045
OG0006079	MOUSE44737, MOUSE44734	YEAST05794
OG0006084	MOUSE30094	YEAST02308
OG0006087	MOUSE27350	YEAST02260
OG0006090	MOUSE24615	YEAST03852
OG0006095	MOUSE27229, MOUSE50304	YEAST03334
OG0006096	MOUSE37864, MOUSE37863	YEAST03331
OG0006098	MOUSE09151, MOUSE09150, MOUSE09152, MOUSE09149	YEAST06192
OG0006103	MOUSE00226, MOUSE00227	YEAST01110
OG0006104	MOUSE06095, MOUSE06094	YEAST03697
OG0006106	MOUSE31379, MOUSE31376, MOUSE31378	YEAST00295
OG0006113	MOUSE15176	YEAST06164
OG0006114	MOUSE52848	YEAST05960
OG0006115	MOUSE00531	YEAST01346
OG0006116	MOUSE20130	YEAST05770
OG0006117	MOUSE06195, MOUSE06196	YEAST05899
OG0006122	MOUSE05144	YEAST05199
OG0006127	MOUSE49454, MOUSE49455	YEAST04711
OG0006134	MOUSE10022, MOUSE10020	YEAST00416
OG0006135	MOUSE20960	YEAST00161
OG0006136	MOUSE36528, MOUSE36529, MOUSE21940, MOUSE21942	YEAST05740
OG0006140	MOUSE38190, MOUSE38192, MOUSE38191	YEAST05182
