Orthogroup	MOUSE	OWEFU
OG0002728	MOUSE04887, MOUSE04886, MOUSE04885, MOUSE04884	OFUSG24205.1.p1
OG0002729	MOUSE21917, MOUSE21919, MOUSE21918, MOUSE21916	OFUSG02975.1.p1
OG0002730	MOUSE16194, MOUSE32141, MOUSE32142, MOUSE32143, MOUSE32140, MOUSE32139, MOUSE16195, MOUSE16193, MOUSE16192	OFUSG00020.1.p1
OG0002731	MOUSE25602, MOUSE25603	OFUSG08355.1.p1
OG0002732	MOUSE20990, MOUSE36009, MOUSE36004, MOUSE36008, MOUSE36011, MOUSE36010, MOUSE36006	OFUSG18697.1.p1
OG0002734	MOUSE24497, MOUSE24495, MOUSE24499, MOUSE24496, MOUSE24494, MOUSE24500, MOUSE24501, MOUSE24502, MOUSE08252, MOUSE08250, MOUSE08251, MOUSE08253, MOUSE24498, MOUSE08249	OFUSG12291.1.p1
OG0002735	MOUSE05515, MOUSE05514, MOUSE26557, MOUSE26556, MOUSE26558, MOUSE14906, MOUSE05513	OFUSG15372.1.p1, OFUSG15374.1.p1
OG0002736	MOUSE31442, MOUSE29460, MOUSE51283, MOUSE51282	OFUSG00222.1.p1
OG0002738	MOUSE06481, MOUSE14048, MOUSE38565	OFUSG17862.1.p1
OG0002739	MOUSE36533, MOUSE36532, MOUSE36534	OFUSG02929.1.p1
OG0002740	MOUSE21704, MOUSE21703, MOUSE33822	OFUSG17183.1.p1
OG0002741	MOUSE51313, MOUSE19479, MOUSE19487, MOUSE19483, MOUSE19481, MOUSE19482, MOUSE18418, MOUSE30703	OFUSG09210.1.p1, OFUSG09210.2.p1
OG0002742	MOUSE20875, MOUSE31564, MOUSE31562	OFUSG18256.1.p1
OG0002743	MOUSE26515, MOUSE39780, MOUSE20751	OFUSG16819.1.p1
OG0002744	MOUSE23921, MOUSE23920, MOUSE25721, MOUSE25725	OFUSG08357.1.p1
OG0002745	MOUSE06424	OFUSG18242.2.p1, OFUSG18242.1.p1
OG0002746	MOUSE43039, MOUSE43036, MOUSE43038, MOUSE43037, MOUSE43034	OFUSG09016.1.p1
OG0002747	MOUSE49414, MOUSE26071	OFUSG25884.2.p1, OFUSG25884.1.p1
OG0002748	MOUSE25581, MOUSE25578, MOUSE25577, MOUSE25580, MOUSE25574, MOUSE25579, MOUSE25582, MOUSE25584, MOUSE25576, MOUSE25575, MOUSE25583, MOUSE25585	OFUSG25527.1.p1
OG0002749	MOUSE54472, MOUSE54475, MOUSE54473, MOUSE54474, MOUSE19498, MOUSE36890	OFUSG08546.1.p1
OG0002751	MOUSE01097, MOUSE01096, MOUSE01095	OFUSG05851.1.p1
OG0002752	MOUSE38806, MOUSE38803, MOUSE38799, MOUSE38800	OFUSG01980.2.p1, OFUSG01980.1.p1
OG0002753	MOUSE40931, MOUSE40932, MOUSE35437, MOUSE35440, MOUSE35441, MOUSE35438	OFUSG05932.1.p1
OG0002754	MOUSE55406, MOUSE55407	OFUSG21211.1.p1, OFUSG21211.2.p1
OG0002756	MOUSE40973, MOUSE40972, MOUSE40975, MOUSE40974, MOUSE40971, MOUSE40976, MOUSE50618, MOUSE50617	OFUSG24104.1.p1
OG0002757	MOUSE36233, MOUSE36229, MOUSE36231, MOUSE36232, MOUSE36230	OFUSG07053.2.p1, OFUSG07053.3.p1, OFUSG07053.1.p1
OG0002758	MOUSE38046, MOUSE38045, MOUSE38044	OFUSG15087.1.p1
OG0002759	MOUSE12488, MOUSE12487, MOUSE12489	OFUSG01273.2.p1, OFUSG01273.1.p1
OG0002760	MOUSE01943, MOUSE01945	OFUSG19010.1.p1, OFUSG19009.1.p1
OG0002761	MOUSE46280, MOUSE46279, MOUSE46283, MOUSE46282, MOUSE46284, MOUSE46281, MOUSE46277, MOUSE46278	OFUSG26078.1.p1
OG0002762	MOUSE40795, MOUSE31051, MOUSE31053, MOUSE31052, MOUSE02339	OFUSG06435.1.p1
OG0002763	MOUSE05252, MOUSE05253	OFUSG04521.1.p1, OFUSG04521.2.p1
OG0002764	MOUSE34877, MOUSE52301, MOUSE52303, MOUSE52304, MOUSE52302	OFUSG23602.1.p1
OG0002765	MOUSE23918, MOUSE28206, MOUSE49199, MOUSE49200, MOUSE49197	OFUSG20514.1.p1
OG0002766	MOUSE08094, MOUSE08096	OFUSG25034.1.p1
OG0002767	MOUSE38888, MOUSE38886, MOUSE38887, MOUSE38885, MOUSE36318	OFUSG03685.1.p1
OG0002768	MOUSE02302	OFUSG06807.1.p1
OG0002769	MOUSE36757, MOUSE55277, MOUSE55278, MOUSE55279	OFUSG02422.4.p1, OFUSG02422.2.p1, OFUSG02422.3.p1, OFUSG02422.1.p1
OG0002770	MOUSE03174, MOUSE03172, MOUSE03173, MOUSE03170, MOUSE12839, MOUSE12838, MOUSE12841, MOUSE12840	OFUSG06074.1.p1
OG0002771	MOUSE16702, MOUSE16698, MOUSE16704, MOUSE25182, MOUSE25183	OFUSG11277.1.p1
OG0002772	MOUSE01653, MOUSE01652, MOUSE01655, MOUSE01654, MOUSE01651	OFUSG06709.1.p1
OG0002773	MOUSE19490	OFUSG26880.2.p1, OFUSG26880.1.p1
OG0002774	MOUSE17487, MOUSE17486, MOUSE51862	OFUSG08706.1.p1, OFUSG08706.2.p1
OG0002775	MOUSE07212, MOUSE07211, MOUSE07210	OFUSG22089.1.p1
OG0002776	MOUSE19559, MOUSE19560	OFUSG17830.2.p1, OFUSG17830.1.p1
OG0002778	MOUSE44589, MOUSE19553	OFUSG09154.1.p1
OG0002779	MOUSE34708, MOUSE34707, MOUSE34709, MOUSE34710	OFUSG01706.1.p1
OG0002780	MOUSE06132, MOUSE06136	OFUSG10170.1.p1, OFUSG10170.2.p1
OG0002781	MOUSE02499, MOUSE02500, MOUSE02498, MOUSE22135, MOUSE22136	OFUSG15810.1.p1
OG0002783	MOUSE13167, MOUSE13168, MOUSE13165	OFUSG23510.1.p1
OG0002785	MOUSE33416, MOUSE10309, MOUSE10367, MOUSE10366	OFUSG17300.1.p1
OG0002786	MOUSE30836, MOUSE44652, MOUSE44653, MOUSE44654, MOUSE44651, MOUSE16714	OFUSG19625.1.p1
OG0002787	MOUSE39863, MOUSE39864, MOUSE39865, MOUSE49599, MOUSE49597	OFUSG04751.1.p1
OG0002788	MOUSE27191	OFUSG01564.1.p1
OG0002790	MOUSE45273, MOUSE45274, MOUSE45272	OFUSG03365.1.p1
OG0002791	MOUSE48609, MOUSE23809, MOUSE23808, MOUSE25572	OFUSG13923.1.p1
OG0002792	MOUSE44628, MOUSE44629, MOUSE44630, MOUSE13252	OFUSG04701.2.p1, OFUSG04701.1.p1
OG0002794	MOUSE26037, MOUSE26038, MOUSE26039, MOUSE23997, MOUSE23996	OFUSG09921.3.p1, OFUSG09921.2.p1, OFUSG09921.1.p1
OG0002795	MOUSE44829, MOUSE44826, MOUSE18520, MOUSE18519	OFUSG16642.1.p1
OG0002799	MOUSE16859, MOUSE16862	OFUSG15023.2.p1, OFUSG15023.1.p1
OG0002811	MOUSE01738, MOUSE01736, MOUSE01737, MOUSE01735, MOUSE01734, MOUSE01739	OFUSG05869.2.p1, OFUSG05869.1.p1
OG0002812	MOUSE10239, MOUSE33414, MOUSE33413, MOUSE33412	OFUSG23571.1.p1, OFUSG23571.2.p1
OG0002813	MOUSE28850, MOUSE08964, MOUSE08961, MOUSE08965, MOUSE08960, MOUSE08963, MOUSE49374, MOUSE08962	OFUSG07807.3.p1, OFUSG07807.2.p1, OFUSG07807.1.p1
OG0002814	MOUSE00755, MOUSE00754, MOUSE00753, MOUSE31639, MOUSE19210	OFUSG17968.1.p1
OG0002815	MOUSE33877, MOUSE32216	OFUSG00006.1.p1
OG0002816	MOUSE33649, MOUSE33650, MOUSE33653, MOUSE33651, MOUSE33652	OFUSG21501.1.p1
OG0002817	MOUSE07753, MOUSE07754	OFUSG22074.1.p1
OG0002818	MOUSE46440, MOUSE24914	OFUSG06912.1.p1
OG0002819	MOUSE34835, MOUSE34834	OFUSG12989.1.p1, OFUSG12989.2.p1
OG0002822	MOUSE38613, MOUSE38615, MOUSE38614, MOUSE06406	OFUSG10280.1.p1
OG0002823	MOUSE32397, MOUSE32394, MOUSE32395, MOUSE32398	OFUSG07633.1.p1
OG0002823	MOUSE32396, MOUSE32399, MOUSE21431, MOUSE21432	OFUSG19489.1.p1
OG0002824	MOUSE18912, MOUSE18914, MOUSE18913, MOUSE26147, MOUSE26148, MOUSE18915	OFUSG16938.1.p1
OG0002825	MOUSE02236, MOUSE02238, MOUSE02233, MOUSE02234, MOUSE02235	OFUSG07952.1.p1
OG0002826	MOUSE28123, MOUSE28122, MOUSE42625	OFUSG25180.1.p1
OG0002827	MOUSE00490, MOUSE00492	OFUSG01136.1.p1
OG0002828	MOUSE51012, MOUSE51013, MOUSE51015, MOUSE51014	OFUSG19694.1.p1
OG0002829	MOUSE38643, MOUSE38644, MOUSE38642	OFUSG17802.1.p1, OFUSG17802.2.p1, OFUSG17802.3.p1
OG0002830	MOUSE07601, MOUSE07600, MOUSE42624, MOUSE42623	OFUSG11249.1.p1, OFUSG11249.2.p1
OG0002831	MOUSE39381, MOUSE39380, MOUSE39379	OFUSG00744.1.p1
OG0002833	MOUSE16893, MOUSE16891, MOUSE16892, MOUSE16890, MOUSE16894	OFUSG10565.1.p1
OG0002835	MOUSE33882, MOUSE32196, MOUSE32195, MOUSE32194	OFUSG13154.1.p1
OG0002836	MOUSE22891, MOUSE34627	OFUSG21241.1.p1
OG0002837	MOUSE38781, MOUSE36488, MOUSE36489	OFUSG03666.1.p1
OG0002838	MOUSE47899	OFUSG18105.1.p1, OFUSG04576.1.p1
OG0002839	MOUSE53028, MOUSE53027, MOUSE53026, MOUSE53024, MOUSE53023	OFUSG04543.1.p1
OG0002840	MOUSE43716, MOUSE13817, MOUSE13818, MOUSE13816	OFUSG04749.1.p1, OFUSG04749.2.p1
OG0002841	MOUSE39275, MOUSE39274, MOUSE39273, MOUSE39272, MOUSE39270, MOUSE39271	OFUSG06346.1.p1
OG0002842	MOUSE47906, MOUSE47910, MOUSE47914, MOUSE47915, MOUSE47912, MOUSE47907, MOUSE47911, MOUSE47913, MOUSE47908, MOUSE47909	OFUSG26331.1.p1
OG0002843	MOUSE37407, MOUSE37409, MOUSE37410, MOUSE37408, MOUSE37411	OFUSG22264.1.p1
OG0002844	MOUSE52858	OFUSG06933.1.p1
OG0002846	MOUSE29671, MOUSE29674	OFUSG02542.1.p1
OG0002847	MOUSE37497	OFUSG15328.1.p1
OG0002848	MOUSE09195, MOUSE09197, MOUSE09196, MOUSE09193, MOUSE09192, MOUSE09198	OFUSG20933.1.p1
OG0002849	MOUSE51938, MOUSE51937, MOUSE51939, MOUSE30674, MOUSE30677, MOUSE30672, MOUSE30676, MOUSE30671, MOUSE30675, MOUSE30670, MOUSE30673	OFUSG16116.1.p1
OG0002850	MOUSE29946, MOUSE35117, MOUSE35118	OFUSG26286.1.p1, OFUSG26286.2.p1
OG0002851	MOUSE16262, MOUSE16261, MOUSE16507	OFUSG00457.1.p1
OG0002853	MOUSE30855, MOUSE13254, MOUSE13253, MOUSE01700, MOUSE01699, MOUSE01697	OFUSG20007.1.p1
OG0002854	MOUSE24041, MOUSE24039, MOUSE24038, MOUSE24040	OFUSG24402.1.p1
OG0002855	MOUSE51299, MOUSE51301	OFUSG01482.2.p1, OFUSG01482.1.p1
OG0002856	MOUSE48401, MOUSE48402, MOUSE48400, MOUSE48403, MOUSE48404, MOUSE30483, MOUSE30481, MOUSE30482	OFUSG09744.1.p1
OG0002858	MOUSE53144, MOUSE49269, MOUSE49270, MOUSE49268	OFUSG20592.1.p1
OG0002859	MOUSE21517, MOUSE21514, MOUSE21515, MOUSE21518, MOUSE21520, MOUSE21519, MOUSE21516, MOUSE21521	OFUSG26370.1.p1
OG0002860	MOUSE17139, MOUSE17144, MOUSE17145, MOUSE17142, MOUSE17147, MOUSE17146, MOUSE17136, MOUSE17133, MOUSE17134, MOUSE17135, MOUSE17140, MOUSE17137	OFUSG10816.1.p1
OG0002861	MOUSE27136, MOUSE27137, MOUSE27134, MOUSE27135	OFUSG08221.1.p1, OFUSG08221.3.p1, OFUSG08221.2.p1, OFUSG08221.4.p1, OFUSG08221.5.p1
OG0002862	MOUSE45187, MOUSE52142	OFUSG01203.1.p1
OG0002864	MOUSE01567, MOUSE01566, MOUSE01568, MOUSE01565, MOUSE01569, MOUSE05787, MOUSE05786, MOUSE27747, MOUSE27746	OFUSG04409.1.p1
OG0002865	MOUSE13949, MOUSE13948, MOUSE13947	OFUSG05215.1.p1
OG0002866	MOUSE20818, MOUSE20819, MOUSE20817, MOUSE20816, MOUSE20815, MOUSE50338, MOUSE50339	OFUSG00718.1.p1
OG0002868	MOUSE33845, MOUSE33859, MOUSE13152, MOUSE13153	OFUSG03072.1.p1
OG0002869	MOUSE29505, MOUSE29506, MOUSE29504, MOUSE29503, MOUSE35068, MOUSE35067	OFUSG26444.1.p1
OG0002870	MOUSE32219, MOUSE32218, MOUSE32217	OFUSG01831.1.p1
OG0002871	MOUSE27163	OFUSG25447.1.p1
OG0002872	MOUSE13951, MOUSE13950	OFUSG20208.1.p1
OG0002873	MOUSE15070, MOUSE15076, MOUSE15069, MOUSE15071, MOUSE15072, MOUSE15074, MOUSE15073	OFUSG10642.1.p1
OG0002874	MOUSE40765, MOUSE40768, MOUSE40766, MOUSE01998	OFUSG06465.1.p1
OG0002875	MOUSE24731, MOUSE24726, MOUSE24727, MOUSE24729, MOUSE24728, MOUSE24725, MOUSE24730	OFUSG25099.1.p1
OG0002876	MOUSE12960, MOUSE00037	OFUSG07618.1.p1
OG0002877	MOUSE48589, MOUSE48590, MOUSE48587, MOUSE48588	OFUSG09062.2.p1, OFUSG09062.1.p1
OG0002878	MOUSE49446, MOUSE13893, MOUSE13892	OFUSG26924.1.p1
OG0002879	MOUSE15832, MOUSE15836, MOUSE15837, MOUSE15834, MOUSE15838, MOUSE15833, MOUSE34097, MOUSE34099, MOUSE34096, MOUSE34098	OFUSG00445.1.p1
OG0002880	MOUSE18978, MOUSE29118, MOUSE00478	OFUSG17371.1.p1, OFUSG17371.2.p1
OG0002881	MOUSE34597, MOUSE34598	OFUSG13652.1.p1
OG0002882	MOUSE37698, MOUSE37695	OFUSG12338.1.p1, OFUSG22314.1.p1
OG0002883	MOUSE00879, MOUSE00880	OFUSG22592.1.p1
OG0002884	MOUSE18338, MOUSE18339, MOUSE18337, MOUSE14316, MOUSE14317	OFUSG01224.1.p1
OG0002885	MOUSE25787	OFUSG24644.1.p1
OG0002887	MOUSE20832, MOUSE20831, MOUSE20830, MOUSE20829	OFUSG17477.1.p1
OG0002888	MOUSE46136, MOUSE03962, MOUSE03961	OFUSG18365.1.p1
OG0002889	MOUSE54307, MOUSE54308, MOUSE54309, MOUSE01746, MOUSE01747, MOUSE01745	OFUSG05655.2.p1, OFUSG05655.1.p1
OG0002890	MOUSE09294, MOUSE09292, MOUSE09287, MOUSE09293, MOUSE09289, MOUSE09291, MOUSE09286, MOUSE09288, MOUSE09290	OFUSG23123.1.p1, OFUSG23123.2.p1
OG0002891	MOUSE48810, MOUSE00680, MOUSE00679, MOUSE00681	OFUSG13187.1.p1
OG0002892	MOUSE17409, MOUSE30903, MOUSE25424	OFUSG08144.1.p1
OG0002893	MOUSE12910, MOUSE12909	OFUSG14671.1.p1, OFUSG14674.1.p1
OG0002894	MOUSE07245, MOUSE07246, MOUSE28169, MOUSE28168	OFUSG25047.1.p1
OG0002895	MOUSE41196, MOUSE23585	OFUSG18676.1.p1
OG0002896	MOUSE22004, MOUSE52360, MOUSE52361, MOUSE52363, MOUSE52362, MOUSE22005, MOUSE22006, MOUSE22003	OFUSG14237.1.p1
OG0002897	MOUSE26136, MOUSE26137, MOUSE26135, MOUSE26134, MOUSE26133	OFUSG17101.1.p1
OG0002898	MOUSE48263, MOUSE48262	OFUSG11484.1.p1
OG0002899	MOUSE41425, MOUSE41426, MOUSE41424, MOUSE41423, MOUSE29542, MOUSE29545, MOUSE29543, MOUSE29544	OFUSG21253.1.p1
OG0002900	MOUSE44758, MOUSE30850, MOUSE30851, MOUSE30848	OFUSG19632.1.p1
OG0002901	MOUSE00118, MOUSE00119, MOUSE00117, MOUSE00116, MOUSE00114	OFUSG00977.2.p1, OFUSG00977.3.p1, OFUSG00977.4.p1, OFUSG00977.1.p1
OG0002902	MOUSE46102, MOUSE46104, MOUSE46103	OFUSG05328.1.p1
OG0002902	MOUSE46101	OFUSG10184.1.p1
OG0002904	MOUSE19444, MOUSE19443	OFUSG16835.2.p1, OFUSG16835.1.p1, OFUSG16835.3.p1
OG0002905	MOUSE35165, MOUSE35166, MOUSE35167, MOUSE35168	OFUSG23411.1.p1
OG0002906	MOUSE49581, MOUSE49582, MOUSE49580, MOUSE49583	OFUSG05126.1.p1, OFUSG05126.2.p1
OG0002907	MOUSE16709, MOUSE16711, MOUSE16710, MOUSE44655	OFUSG19626.1.p1
OG0002909	MOUSE52675, MOUSE52674, MOUSE52672, MOUSE52673, MOUSE06991, MOUSE06992, MOUSE06990, MOUSE06996, MOUSE06993, MOUSE06995, MOUSE06994	OFUSG18769.1.p1
OG0002910	MOUSE01881, MOUSE01882, MOUSE01880	OFUSG01086.1.p1
OG0002911	MOUSE46627, MOUSE47883, MOUSE47884, MOUSE47882, MOUSE47879, MOUSE47880, MOUSE47881	OFUSG19353.2.p1, OFUSG19353.1.p1
OG0002912	MOUSE43731	OFUSG20904.1.p1
OG0002913	MOUSE54048	OFUSG04257.1.p1
OG0002915	MOUSE09272, MOUSE49393, MOUSE09270, MOUSE09268	OFUSG20878.1.p1
OG0002916	MOUSE01587, MOUSE01588, MOUSE01585, MOUSE01586, MOUSE10473, MOUSE10472, MOUSE10474	OFUSG21167.1.p1
OG0002917	MOUSE22780, MOUSE22778, MOUSE22783, MOUSE22784, MOUSE22777, MOUSE22779	OFUSG14554.1.p1
OG0002919	MOUSE30475, MOUSE30474, MOUSE44841, MOUSE48457	OFUSG20196.1.p1, OFUSG20197.1.p1, OFUSG20197.2.p1
OG0002921	MOUSE46392, MOUSE46390, MOUSE46393, MOUSE46391, MOUSE46389, MOUSE46394, MOUSE46388	OFUSG15321.1.p1
OG0002922	MOUSE46631, MOUSE46632, MOUSE46630, MOUSE47876, MOUSE47875, MOUSE47873, MOUSE47878	OFUSG06794.1.p1
OG0002923	MOUSE49680, MOUSE32102, MOUSE28330, MOUSE28329, MOUSE28328	OFUSG20615.4.p1, OFUSG20615.3.p1, OFUSG20615.2.p1, OFUSG20615.1.p1
OG0002924	MOUSE51671, MOUSE19807, MOUSE19805, MOUSE19806	OFUSG03913.1.p1
OG0002925	MOUSE13500	OFUSG23710.1.p1
OG0002926	MOUSE10357, MOUSE10361, MOUSE10362, MOUSE10360, MOUSE10359, MOUSE10358, MOUSE48416, MOUSE48415	OFUSG03640.1.p1, OFUSG08908.1.p1
OG0002927	MOUSE32596, MOUSE32595, MOUSE32594	OFUSG04039.2.p1, OFUSG04039.1.p1
OG0002944	MOUSE21675, MOUSE31441, MOUSE21607	OFUSG26530.1.p1
OG0002945	MOUSE05901	OFUSG10545.1.p1
OG0002947	MOUSE08979	OFUSG06938.1.p1, OFUSG05617.1.p1
OG0002948	MOUSE34612, MOUSE03993, MOUSE03992	OFUSG13662.1.p1, OFUSG13656.1.p1
OG0002949	MOUSE42154, MOUSE42159, MOUSE42155, MOUSE42158, MOUSE42157, MOUSE42156	OFUSG18300.1.p1
OG0002952	MOUSE48059, MOUSE48060, MOUSE03617, MOUSE03616	OFUSG03363.1.p1
OG0002953	MOUSE41032, MOUSE41030, MOUSE41027, MOUSE41028, MOUSE41034, MOUSE41033, MOUSE41035, MOUSE41036, MOUSE41029, MOUSE41031	OFUSG21854.1.p1
OG0002955	MOUSE07922, MOUSE07923	OFUSG25162.2.p1, OFUSG25162.1.p1
OG0002956	MOUSE01483, MOUSE01481, MOUSE01482, MOUSE01479, MOUSE01480, MOUSE19774, MOUSE19773	OFUSG09190.1.p1
OG0002957	MOUSE12879, MOUSE12881, MOUSE12882, MOUSE12884, MOUSE12883, MOUSE12885, MOUSE12880, MOUSE12886	OFUSG26845.2.p1, OFUSG26845.1.p1
OG0002959	MOUSE07746	OFUSG12174.1.p1, OFUSG12174.2.p1
OG0002960	MOUSE17741, MOUSE17742, MOUSE17739, MOUSE17743, MOUSE17738, MOUSE17740, MOUSE17737	OFUSG07939.1.p1
OG0002961	MOUSE07635, MOUSE07634, MOUSE07633, MOUSE07636, MOUSE07637	OFUSG25076.1.p1, OFUSG25076.2.p1, OFUSG25076.3.p1
OG0002962	MOUSE06206, MOUSE06208, MOUSE06205, MOUSE06207, MOUSE15010, MOUSE15009	OFUSG10611.1.p1, OFUSG10611.2.p1
OG0002964	MOUSE03843, MOUSE06212	OFUSG09989.1.p1, OFUSG09989.2.p1
OG0002965	MOUSE21231, MOUSE21228, MOUSE21229, MOUSE21226, MOUSE21230, MOUSE21227	OFUSG00878.1.p1
OG0002966	MOUSE25420, MOUSE25422, MOUSE25423, MOUSE25421, MOUSE23956, MOUSE23957	OFUSG08150.1.p1, OFUSG08150.2.p1
OG0002967	MOUSE50963, MOUSE50965, MOUSE50964	OFUSG21907.1.p1
OG0002968	MOUSE33928, MOUSE33927	OFUSG13570.1.p1
OG0002969	MOUSE05356, MOUSE05355	OFUSG04125.1.p1
OG0002971	MOUSE13502, MOUSE28198, MOUSE33911, MOUSE00399, MOUSE00398	OFUSG17150.1.p1
OG0002973	MOUSE11207, MOUSE11206, MOUSE11205, MOUSE11204	OFUSG05919.3.p1, OFUSG05919.2.p1, OFUSG05919.1.p1
OG0002974	MOUSE10025, MOUSE10026, MOUSE10024, MOUSE10023, MOUSE48988	OFUSG04989.1.p1
OG0002975	MOUSE18623, MOUSE18624, MOUSE07165, MOUSE07167, MOUSE07166	OFUSG21917.1.p1
OG0002976	MOUSE10248, MOUSE10247, MOUSE10246	OFUSG20137.1.p1, OFUSG20137.2.p1
OG0002977	MOUSE04693, MOUSE04694	OFUSG15728.1.p1, OFUSG06351.1.p1, OFUSG06351.2.p1
OG0002978	MOUSE20325, MOUSE27992, MOUSE11706, MOUSE11705, MOUSE11703	OFUSG12256.1.p1
OG0002979	MOUSE16549, MOUSE16547, MOUSE16548, MOUSE16546	OFUSG00218.2.p1, OFUSG00218.1.p1
OG0002981	MOUSE24011, MOUSE24009, MOUSE24008, MOUSE24010	OFUSG20265.3.p1, OFUSG20265.2.p1, OFUSG20265.1.p1, OFUSG20265.4.p1
OG0002982	MOUSE46658, MOUSE46660, MOUSE46656, MOUSE46659, MOUSE46657, MOUSE46661	OFUSG01882.1.p1, OFUSG01880.1.p1
OG0002983	MOUSE16587, MOUSE03257, MOUSE24110, MOUSE24112, MOUSE24111	OFUSG00158.2.p1, OFUSG00158.1.p1
OG0002984	MOUSE42121, MOUSE42123, MOUSE42122, MOUSE42120, MOUSE42119	OFUSG04262.1.p1
OG0002985	MOUSE14988, MOUSE14989	OFUSG03673.2.p1, OFUSG03673.1.p1
OG0002986	MOUSE31076, MOUSE31077, MOUSE39086, MOUSE39082, MOUSE39085, MOUSE39083, MOUSE39081, MOUSE39084	OFUSG05495.2.p1, OFUSG05495.1.p1
OG0002987	MOUSE02847, MOUSE02846, MOUSE09553, MOUSE09554	OFUSG18861.2.p1, OFUSG18861.1.p1
OG0002988	MOUSE01198, MOUSE01199, MOUSE01194	OFUSG04569.2.p1, OFUSG04569.1.p1
OG0002989	MOUSE11228, MOUSE11229	OFUSG10836.1.p1, OFUSG21255.1.p1, OFUSG05462.1.p1, OFUSG10292.1.p1, OFUSG10292.2.p1
OG0002990	MOUSE46843, MOUSE46844, MOUSE36054, MOUSE19416	OFUSG06081.2.p1, OFUSG06081.1.p1
OG0002991	MOUSE21236, MOUSE21237, MOUSE21235, MOUSE21239	OFUSG11187.1.p1, OFUSG11187.2.p1
OG0002991	MOUSE21238	OFUSG11186.1.p1
OG0002992	MOUSE35586, MOUSE35587, MOUSE35584, MOUSE35585, MOUSE35583, MOUSE35582, MOUSE14642, MOUSE14643	OFUSG12615.1.p1
OG0002994	MOUSE09296, MOUSE09297	OFUSG04802.1.p1, OFUSG04806.1.p1
OG0002996	MOUSE09342, MOUSE09341	OFUSG06256.1.p1
OG0002997	MOUSE33712, MOUSE33711	OFUSG26855.1.p1, OFUSG23413.1.p1
OG0002998	MOUSE01823, MOUSE01822, MOUSE11334, MOUSE11336, MOUSE11333, MOUSE11335, MOUSE11332	OFUSG14182.1.p1
OG0003002	MOUSE22651, MOUSE02560, MOUSE02559, MOUSE22650, MOUSE22649	OFUSG16733.1.p1
OG0003003	MOUSE34319, MOUSE34320, MOUSE34322, MOUSE34321, MOUSE21673	OFUSG17638.1.p1, OFUSG17638.2.p1
OG0003004	MOUSE18689, MOUSE42760	OFUSG11480.1.p1
OG0003005	MOUSE18225	OFUSG11245.1.p1
OG0003006	MOUSE17053	OFUSG17958.1.p1
OG0003007	MOUSE50351	OFUSG01579.1.p1
OG0003008	MOUSE24226, MOUSE24228, MOUSE24227, MOUSE24229	OFUSG25480.1.p1, OFUSG25480.2.p1
OG0003010	MOUSE46873, MOUSE46874	OFUSG00054.1.p1
OG0003011	MOUSE39414, MOUSE39417, MOUSE39416, MOUSE39415, MOUSE15024	OFUSG02280.1.p1, OFUSG02280.2.p1
OG0003012	MOUSE40624	OFUSG06422.1.p1
OG0003013	MOUSE22051, MOUSE22050	OFUSG03957.1.p1, OFUSG03957.2.p1, OFUSG24391.1.p1
OG0003014	MOUSE12627	OFUSG15945.1.p1
OG0003016	MOUSE36263, MOUSE45221, MOUSE45220	OFUSG03152.1.p1
OG0003018	MOUSE45408	OFUSG03127.1.p1
OG0003019	MOUSE35632, MOUSE35633, MOUSE35636	OFUSG17110.1.p1
OG0003021	MOUSE04117, MOUSE04116, MOUSE04115, MOUSE04121, MOUSE04118, MOUSE04119, MOUSE04120	OFUSG12843.1.p1
OG0003022	MOUSE29861, MOUSE29865, MOUSE29862, MOUSE29864, MOUSE29863, MOUSE54616, MOUSE54613, MOUSE54615, MOUSE54614	OFUSG14229.1.p1
OG0003023	MOUSE02701, MOUSE02700	OFUSG15695.1.p1, OFUSG15693.1.p1
OG0003024	MOUSE24541, MOUSE24542, MOUSE24539	OFUSG12479.1.p1
OG0003025	MOUSE17101, MOUSE13361, MOUSE13360	OFUSG17289.1.p1
OG0003026	MOUSE06294, MOUSE06293	OFUSG08234.1.p1
OG0003027	MOUSE04829, MOUSE04828, MOUSE44803, MOUSE44804, MOUSE44806, MOUSE44807, MOUSE44805	OFUSG21402.1.p1
OG0003028	MOUSE33814, MOUSE33813, MOUSE33812, MOUSE33815	OFUSG13558.1.p1
OG0003029	MOUSE19871, MOUSE19873, MOUSE19872, MOUSE19870	OFUSG20710.1.p1
OG0003030	MOUSE37133, MOUSE37135, MOUSE37130, MOUSE37131, MOUSE37134, MOUSE37132, MOUSE50388	OFUSG25379.1.p1
OG0003031	MOUSE05565, MOUSE05566, MOUSE05567, MOUSE39652, MOUSE39650, MOUSE39651, MOUSE39653, MOUSE39658, MOUSE39649	OFUSG16648.1.p1
OG0003032	MOUSE36038, MOUSE36036, MOUSE36035, MOUSE36034, MOUSE36032, MOUSE36031, MOUSE36030, MOUSE36033, MOUSE19423, MOUSE46837, MOUSE46836, MOUSE46838, MOUSE36037	OFUSG18983.2.p1, OFUSG18983.3.p1, OFUSG18983.1.p1
OG0003033	MOUSE18942, MOUSE16005	OFUSG01453.1.p1
OG0003034	MOUSE48768, MOUSE48769	OFUSG02654.1.p1
OG0003035	MOUSE48428, MOUSE48431, MOUSE48427, MOUSE48429, MOUSE10173, MOUSE10170, MOUSE10171, MOUSE10175, MOUSE10172	OFUSG01253.1.p1
