Orthogroup	AENJA_ok	CAPO3
OG0006603	AENJA_14155	CAPO305246
OG0006604	AENJA_14442	CAPO301632
OG0006606	AENJA_14515	CAPO300627, CAPO305047
OG0006607	AENJA_14537	CAPO302836
OG0006608	AENJA_14551	CAPO304829
OG0006609	AENJA_14599	CAPO304156
OG0006610	AENJA_14663	CAPO305635
OG0006611	AENJA_14698	CAPO303370
OG0006612	AENJA_14752	CAPO303674
OG0006613	AENJA_14809	CAPO305926
OG0006614	AENJA_14867	CAPO307923
OG0006615	AENJA_14938	CAPO300892
OG0006616	AENJA_14986	CAPO302496
OG0006617	AENJA_15260	CAPO304084
OG0006619	AENJA_15520	CAPO305225
OG0006622	AENJA_15726	CAPO307274
OG0006625	AENJA_15915	CAPO304287
OG0006627	AENJA_16099	CAPO300634
OG0006630	AENJA_16229	CAPO301318
OG0006631	AENJA_16356	CAPO302816
OG0006633	AENJA_16566	CAPO306794
OG0006636	AENJA_16904	CAPO304383
OG0006637	AENJA_16936	CAPO304312
OG0006638	AENJA_17173	CAPO302167
OG0006640	AENJA_17469, AENJA_17468	CAPO308241
OG0006642	AENJA_17957	CAPO303206
OG0006646	AENJA_18164	CAPO308061
OG0006648	AENJA_18295	CAPO300638
OG0006651	AENJA_18736	CAPO306376
OG0006655	AENJA_18965	CAPO306982
OG0006657	AENJA_19172	CAPO304665
OG0006658	AENJA_19247	CAPO301723
OG0006662	AENJA_19418	CAPO305585
OG0006663	AENJA_19913	CAPO301399
OG0006664	AENJA_20021	CAPO302941
OG0006666	AENJA_20282	CAPO301682
OG0006667	AENJA_20411	CAPO305573
OG0006668	AENJA_20635	CAPO301053
OG0006669	AENJA_20657	CAPO301280
OG0006670	AENJA_20698	CAPO306366
OG0006671	AENJA_20873, AENJA_23403, AENJA_23400	CAPO307485
OG0006673	AENJA_21048	CAPO302685
OG0006677	AENJA_21488	CAPO304250
OG0006678	AENJA_21492	CAPO300092
OG0006680	AENJA_21658	CAPO301748
OG0006681	AENJA_21662	CAPO305354
OG0006684	AENJA_21920	CAPO305512
OG0006686	AENJA_21966	CAPO307531
OG0006690	AENJA_22269	CAPO302172
OG0006691	AENJA_22370, AENJA_22371	CAPO305670
OG0006692	AENJA_22551	CAPO302647
OG0006693	AENJA_22852	CAPO302616
OG0006694	AENJA_22901	CAPO302438
OG0006695	AENJA_23014	CAPO302533
OG0006696	AENJA_23027	CAPO303681
OG0006698	AENJA_23158	CAPO305852
OG0006702	AENJA_23319	CAPO307269
OG0006703	AENJA_23320	CAPO302601
OG0006704	AENJA_23386	CAPO305136
OG0006706	AENJA_23532	CAPO303773
OG0006707	AENJA_23660	CAPO304129
OG0006708	AENJA_23725	CAPO304327
OG0006709	AENJA_23753	CAPO302993
OG0006710	AENJA_23788	CAPO307958
OG0006712	AENJA_24048	CAPO307469
OG0006714	AENJA_24177	CAPO301000
OG0006716	AENJA_24408	CAPO302196
OG0006717	AENJA_24478	CAPO305633
OG0006718	AENJA_24834	CAPO306293
OG0006719	AENJA_24866	CAPO302454
OG0006721	AENJA_25013	CAPO307315
OG0006722	AENJA_25021	CAPO304555
OG0006723	AENJA_25106	CAPO300019
OG0006724	AENJA_25107	CAPO300231
OG0006725	AENJA_25269	CAPO301206
OG0006726	AENJA_25361	CAPO303375
OG0006727	AENJA_25527	CAPO306447
OG0006728	AENJA_25577	CAPO303411
OG0006729	AENJA_25600	CAPO302448
OG0006730	AENJA_25804	CAPO307696
OG0006732	AENJA_25874, AENJA_25873	CAPO301757
OG0006733	AENJA_25909	CAPO306420
OG0006735	AENJA_25987	CAPO307764
OG0006736	AENJA_26061	CAPO301670
OG0006737	AENJA_26062	CAPO302977
OG0006738	AENJA_26156	CAPO305285
OG0006740	AENJA_26597	CAPO304581
OG0006741	AENJA_26632	CAPO306132
OG0006826	AENJA_00120	CAPO306575
OG0006827	AENJA_00301, AENJA_11922	CAPO306579
OG0006830	AENJA_00399	CAPO304885
OG0006833	AENJA_00518	CAPO307011
OG0006838	AENJA_07404, AENJA_01046	CAPO304346
OG0006842	AENJA_01166	CAPO303033
OG0006843	AENJA_01195	CAPO301783
OG0006844	AENJA_01201	CAPO303858
OG0006845	AENJA_01223	CAPO304222
OG0006846	AENJA_01258	CAPO305985, CAPO301436
OG0006848	AENJA_01367	CAPO302750
OG0006849	AENJA_01449	CAPO306709
OG0006850	AENJA_01611, AENJA_09638	CAPO300307
OG0006853	AENJA_01775, AENJA_26577	CAPO305011
OG0006856	AENJA_02009	CAPO306926
OG0006857	AENJA_02010	CAPO304592
OG0006860	AENJA_02208	CAPO304880
OG0006862	AENJA_02464, AENJA_02470	CAPO306834
OG0006864	AENJA_02623	CAPO300266
OG0006865	AENJA_02658	CAPO300579
OG0006867	AENJA_02777	CAPO304561
OG0006868	AENJA_02779	CAPO304824
OG0006869	AENJA_02815	CAPO303718
OG0006870	AENJA_03121	CAPO305471
OG0006872	AENJA_03174	CAPO305763, CAPO306267
OG0006874	AENJA_03384	CAPO303002
OG0006875	AENJA_03390	CAPO300245
OG0006876	AENJA_23472	CAPO301384
OG0006877	AENJA_03567	CAPO303758
OG0006880	AENJA_03927	CAPO300637
OG0006881	AENJA_03938	CAPO307302
OG0006886	AENJA_04283	CAPO308008
OG0006887	AENJA_04451	CAPO303330
OG0006888	AENJA_04455	CAPO300481
OG0006889	AENJA_04547	CAPO305411
OG0006890	AENJA_04581	CAPO301774
OG0006892	AENJA_04736	CAPO306271
OG0006893	AENJA_04839	CAPO308281
OG0006894	AENJA_04847	CAPO305493
OG0006895	AENJA_05148	CAPO305321
OG0006897	AENJA_05372	CAPO305270
OG0006898	AENJA_05379	CAPO307616
OG0006901	AENJA_05820	CAPO301222
OG0006904	AENJA_06127	CAPO301235
OG0006906	AENJA_06221	CAPO307116
OG0006912	AENJA_16892, AENJA_06887	CAPO306387
OG0006914	AENJA_06926	CAPO302212
OG0006915	AENJA_07017	CAPO305363
OG0006916	AENJA_07034	CAPO306266
OG0006918	AENJA_07427	CAPO303362
OG0006920	AENJA_07564	CAPO306461
OG0006923	AENJA_07625	CAPO303076
OG0006924	AENJA_07755	CAPO304320
OG0006925	AENJA_07849	CAPO306734
OG0006926	AENJA_07851	CAPO303493
OG0006927	AENJA_07880	CAPO303700
OG0006930	AENJA_25953, AENJA_08036, AENJA_25950	CAPO301522
OG0006931	AENJA_08049	CAPO300460
OG0006932	AENJA_08083	CAPO305813
OG0006934	AENJA_08104	CAPO304656
OG0006935	AENJA_08143	CAPO305404
OG0006936	AENJA_08149	CAPO301255
OG0006937	AENJA_08252	CAPO300724
OG0006938	AENJA_25925, AENJA_08279	CAPO307064
OG0006939	AENJA_08295	CAPO300423
OG0006940	AENJA_08348	CAPO308295
OG0006942	AENJA_08411	CAPO305131
OG0006943	AENJA_08418	CAPO300653
OG0006944	AENJA_08469	CAPO301423
OG0006945	AENJA_08489	CAPO304257
OG0006947	AENJA_08826	CAPO303778
OG0006948	AENJA_08864	CAPO307507
OG0006949	AENJA_08970	CAPO300866
OG0006951	AENJA_09267	CAPO302915
OG0006952	AENJA_09338	CAPO308002
OG0006953	AENJA_09368	CAPO302825
OG0006957	AENJA_09490	CAPO304410
OG0006959	AENJA_09576	CAPO305847
OG0006960	AENJA_09586	CAPO306688
OG0006962	AENJA_09772	CAPO307572
OG0006964	AENJA_09897	CAPO306352
OG0006966	AENJA_10045	CAPO304695
OG0006967	AENJA_10081	CAPO303820
OG0006968	AENJA_10127	CAPO301435
OG0006969	AENJA_10132	CAPO306618
OG0006970	AENJA_10289	CAPO304851
OG0006971	AENJA_10382	CAPO303658
OG0006973	AENJA_10893	CAPO306305
OG0006975	AENJA_11111	CAPO306893
OG0006977	AENJA_11169	CAPO305268
OG0006978	AENJA_11351	CAPO304336
OG0006979	AENJA_11435	CAPO300168
OG0006980	AENJA_11690, AENJA_11689	CAPO305562
OG0006982	AENJA_11710	CAPO305716
OG0006983	AENJA_11791	CAPO300916
OG0006989	AENJA_12558	CAPO302679
OG0006990	AENJA_12603	CAPO300763
OG0006991	AENJA_12675	CAPO303392
OG0006992	AENJA_12702	CAPO305345
OG0006992	AENJA_16070	CAPO305740
OG0006993	AENJA_12848	CAPO305954
OG0006994	AENJA_12854	CAPO306564
OG0006995	AENJA_12859	CAPO306435
OG0006997	AENJA_12913	CAPO304873
OG0006998	AENJA_12939	CAPO301390
OG0006999	AENJA_12940	CAPO303913
OG0007001	AENJA_13134	CAPO305444
OG0007002	AENJA_13189	CAPO304225
OG0007003	AENJA_13349	CAPO302304
OG0007005	AENJA_13425	CAPO303654
OG0007007	AENJA_13468	CAPO302408
OG0007009	AENJA_13674	CAPO305960
OG0007010	AENJA_13687	CAPO301780
OG0007011	AENJA_13688	CAPO301128
OG0007012	AENJA_13835	CAPO304946
OG0007013	AENJA_13842	CAPO303300
OG0007015	AENJA_13940	CAPO305278
OG0007016	AENJA_14164	CAPO304972
OG0007017	AENJA_14235	CAPO301345
OG0007018	AENJA_14287	CAPO300889
OG0007019	AENJA_14311	CAPO304408
OG0007020	AENJA_14431	CAPO303562, CAPO308296
OG0007021	AENJA_14523	CAPO306622
OG0007022	AENJA_15952, AENJA_14634	CAPO303253
OG0007024	AENJA_14840	CAPO302054
OG0007025	AENJA_14972, AENJA_14969	CAPO302785
OG0007026	AENJA_15107	CAPO304159
OG0007029	AENJA_15661	CAPO302104
OG0007030	AENJA_15706	CAPO303845
OG0007032	AENJA_15768	CAPO304830
OG0007033	AENJA_15780	CAPO305180
OG0007034	AENJA_15916	CAPO306932
OG0007038	AENJA_16109	CAPO302068
OG0007040	AENJA_16156	CAPO306537
OG0007042	AENJA_16299	CAPO307996
OG0007043	AENJA_19281, AENJA_16342	CAPO305780
OG0007044	AENJA_16556	CAPO307221
OG0007045	AENJA_16721	CAPO305958
OG0007046	AENJA_16840	CAPO305591
OG0007047	AENJA_16899	CAPO305693
OG0007048	AENJA_16937	CAPO302164
OG0007049	AENJA_17013	CAPO305031
OG0007050	AENJA_20342, AENJA_17182	CAPO307898
OG0007055	AENJA_17474	CAPO304778
OG0007057	AENJA_17685	CAPO304630
OG0007058	AENJA_17757	CAPO301734, CAPO304572
OG0007059	AENJA_17918	CAPO303590, CAPO303318
OG0007061	AENJA_18086	CAPO305340
OG0007062	AENJA_18177	CAPO302545
OG0007063	AENJA_18189	CAPO308261
OG0007065	AENJA_18236	CAPO301537
OG0007068	AENJA_18386	CAPO307887
OG0007069	AENJA_18431	CAPO307200
OG0007071	AENJA_18814, AENJA_20432	CAPO301761
OG0007072	AENJA_18830	CAPO306160
OG0007073	AENJA_18861	CAPO302936
OG0007074	AENJA_19061	CAPO306910
OG0007076	AENJA_19406	CAPO300474
OG0007081	AENJA_19829	CAPO305760
OG0007084	AENJA_20378	CAPO307673
OG0007086	AENJA_20436	CAPO306079
OG0007089	AENJA_20594	CAPO300706
OG0007090	AENJA_20659	CAPO300368
OG0007091	AENJA_23355, AENJA_20692	CAPO304945
OG0007092	AENJA_20784	CAPO304498, CAPO305528
OG0007093	AENJA_20890	CAPO308175
OG0007094	AENJA_20950	CAPO301835
OG0007095	AENJA_21007	CAPO304293
OG0007097	AENJA_21089	CAPO302515
OG0007098	AENJA_21303	CAPO301993
OG0007099	AENJA_21375	CAPO304218
OG0007100	AENJA_21409	CAPO302645
OG0007105	AENJA_21751	CAPO303780
OG0007106	AENJA_21772	CAPO302226
OG0007112	AENJA_22684	CAPO303793
OG0007114	AENJA_22816	CAPO305243
OG0007118	AENJA_23161	CAPO306502
OG0007119	AENJA_23375	CAPO303656
OG0007121	AENJA_23568	CAPO305337
OG0007122	AENJA_23581	CAPO302728
OG0007124	AENJA_23735	CAPO307876
OG0007127	AENJA_24302	CAPO305077
OG0007128	AENJA_24308	CAPO303539
OG0007130	AENJA_24363	CAPO302224
OG0007131	AENJA_24469	CAPO304315
OG0007132	AENJA_24649	CAPO301608
OG0007133	AENJA_24825	CAPO305338
OG0007134	AENJA_24826	CAPO302517
OG0007137	AENJA_25069	CAPO303287
OG0007138	AENJA_25134	CAPO307436
OG0007139	AENJA_25183	CAPO302325
OG0007141	AENJA_25287	CAPO306130
OG0007143	AENJA_25363	CAPO307276
OG0007144	AENJA_25491	CAPO301797
OG0007145	AENJA_25560	CAPO305008
OG0007146	AENJA_25582	CAPO306800
OG0007147	AENJA_25613	CAPO305032
OG0007150	AENJA_26056	CAPO304704
OG0007151	AENJA_26211	CAPO304299
OG0007154	AENJA_26509	CAPO302715
OG0007248	AENJA_00004	CAPO305807
OG0007249	AENJA_00124	CAPO304279
OG0007251	AENJA_00324	CAPO307515
OG0007254	AENJA_00931	CAPO300342
OG0007258	AENJA_01436, AENJA_11453	CAPO301895
OG0007261	AENJA_01593	CAPO306348
OG0007266	AENJA_08462, AENJA_02257	CAPO305560
OG0007269	AENJA_02569	CAPO305691
OG0007272	AENJA_02756	CAPO303817, CAPO303673
OG0007273	AENJA_02792	CAPO305134
OG0007276	AENJA_02931	CAPO301595
OG0007279	AENJA_03339	CAPO302557
OG0007281	AENJA_03420	CAPO304423
OG0007282	AENJA_03431	CAPO300960
OG0007283	AENJA_03462	CAPO304757
OG0007291	AENJA_03983	CAPO307621
OG0007292	AENJA_04105	CAPO302024
OG0007293	AENJA_04149, AENJA_04148	CAPO301970
OG0007297	AENJA_04494	CAPO305876
OG0007299	AENJA_04574	CAPO308254
OG0007300	AENJA_04647	CAPO301046
OG0007301	AENJA_04686	CAPO301996
OG0007302	AENJA_04963	CAPO307174
OG0007303	AENJA_05104	CAPO302064
OG0007304	AENJA_05122	CAPO306505
OG0007305	AENJA_05241	CAPO303443
OG0007307	AENJA_05325	CAPO304518, CAPO304185
OG0007309	AENJA_05768	CAPO300726
OG0007313	AENJA_10867, AENJA_06071	CAPO302761
OG0007314	AENJA_06139	CAPO307151
OG0007315	AENJA_24540, AENJA_10374, AENJA_06256, AENJA_24544	CAPO300478
OG0007317	AENJA_06549	CAPO306655
OG0007319	AENJA_06656	CAPO300742
OG0007320	AENJA_06780	CAPO300324
OG0007321	AENJA_06818	CAPO307651
OG0007322	AENJA_06900	CAPO301300
OG0007325	AENJA_07023	CAPO305675
OG0007326	AENJA_07134	CAPO304342
OG0007329	AENJA_07623	CAPO306408
OG0007330	AENJA_07724	CAPO300366
OG0007335	AENJA_08730	CAPO304929
OG0007336	AENJA_08744	CAPO304895
OG0007339	AENJA_08839	CAPO300192
OG0007341	AENJA_08963	CAPO300898
OG0007342	AENJA_09009	CAPO300397
OG0007343	AENJA_09011	CAPO305744
OG0007347	AENJA_09485	CAPO302872
OG0007348	AENJA_09604	CAPO307161
OG0007350	AENJA_09700	CAPO306078
OG0007352	AENJA_09848	CAPO306052
OG0007353	AENJA_10075	CAPO302025
OG0007354	AENJA_10138	CAPO303485
OG0007355	AENJA_10292, AENJA_10291	CAPO307111
OG0007356	AENJA_10363	CAPO306331
OG0007357	AENJA_10365	CAPO304967
OG0007358	AENJA_10512	CAPO304741
OG0007361	AENJA_10793	CAPO305039
OG0007363	AENJA_10957	CAPO304834
OG0007364	AENJA_10959	CAPO303075
OG0007365	AENJA_10977	CAPO306500
OG0007366	AENJA_11206	CAPO305485
OG0007367	AENJA_11272	CAPO305088
OG0007368	AENJA_11301	CAPO305250
OG0007369	AENJA_11422	CAPO300391
OG0007371	AENJA_11627	CAPO305453
OG0007372	AENJA_11631	CAPO307960
OG0007373	AENJA_11675	CAPO301099
OG0007376	AENJA_11779	CAPO302556
OG0007377	AENJA_11839	CAPO306927
OG0007378	AENJA_11927	CAPO307557
OG0007379	AENJA_12106	CAPO305130
OG0007380	AENJA_12373	CAPO300141
OG0007381	AENJA_12457	CAPO303646
OG0007382	AENJA_12498	CAPO305525
OG0007385	AENJA_12739	CAPO304120
OG0007387	AENJA_12902	CAPO304030
OG0007388	AENJA_13027	CAPO306166
OG0007391	AENJA_13207	CAPO304827
OG0007392	AENJA_13312	CAPO303501
OG0007393	AENJA_13334	CAPO301859
OG0007395	AENJA_13363	CAPO302788
OG0007396	AENJA_13626	CAPO302581
OG0007397	AENJA_13692	CAPO300434
OG0007399	AENJA_14225	CAPO306050
OG0007401	AENJA_14395	CAPO302124
OG0007402	AENJA_14648	CAPO306401
OG0007405	AENJA_15366	CAPO303800
OG0007407	AENJA_15377	CAPO306953
OG0007408	AENJA_15439	CAPO303491
OG0007409	AENJA_15440	CAPO305402
OG0007411	AENJA_15681	CAPO300699
OG0007412	AENJA_15771	CAPO302107
OG0007413	AENJA_15882	CAPO305882
OG0007414	AENJA_16065	CAPO300363
OG0007415	AENJA_16254	CAPO307758, CAPO301270
OG0007417	AENJA_16596	CAPO303652
OG0007418	AENJA_20071, AENJA_16895	CAPO300947
OG0007421	AENJA_17319	CAPO301566
OG0007422	AENJA_17772	CAPO301771
OG0007424	AENJA_17849	CAPO304349
OG0007425	AENJA_17864	CAPO303896
OG0007428	AENJA_18355	CAPO301768
OG0007431	AENJA_19346	CAPO304150
OG0007432	AENJA_19403, AENJA_19402	CAPO307504
OG0007433	AENJA_19654	CAPO307042
OG0007437	AENJA_19860	CAPO302606
OG0007439	AENJA_20396	CAPO300813
OG0007440	AENJA_20434	CAPO302516
OG0007441	AENJA_20556	CAPO304615
OG0007442	AENJA_20655	CAPO308291
OG0007446	AENJA_20884	CAPO303088
OG0007447	AENJA_20921	CAPO301482
OG0007451	AENJA_21528	CAPO303173
OG0007455	AENJA_21828	CAPO303919
OG0007456	AENJA_21979	CAPO301020
OG0007457	AENJA_22032	CAPO302854
OG0007458	AENJA_22067	CAPO300350
OG0007459	AENJA_22258	CAPO304746
OG0007462	AENJA_22556	CAPO300088
OG0007463	AENJA_22661	CAPO300212
OG0007466	AENJA_22881	CAPO300471
OG0007470	AENJA_23296	CAPO304669
OG0007471	AENJA_23384	CAPO307438
OG0007472	AENJA_23719	CAPO302245
OG0007473	AENJA_23755	CAPO303433
OG0007476	AENJA_24225	CAPO303558
OG0007478	AENJA_24685	CAPO301266
OG0007480	AENJA_24812	CAPO306792
OG0007482	AENJA_25120	CAPO307266
OG0007483	AENJA_25192	CAPO300503
OG0007484	AENJA_25231	CAPO302421
OG0007488	AENJA_26049	CAPO308146
OG0007490	AENJA_26187	CAPO303421
OG0007491	AENJA_26237	CAPO304949
OG0007494	AENJA_26703	CAPO300105
OG0007496	AENJA_26719	CAPO306996
OG0007498	AENJA_26807	CAPO306301
OG0007582	AENJA_00047	CAPO305253
OG0007586	AENJA_00380	CAPO305648
OG0007588	AENJA_00505	CAPO306467
OG0007591	AENJA_01019	CAPO302671
OG0007594	AENJA_01198	CAPO307951
OG0007597	AENJA_01698	CAPO302699
OG0007601	AENJA_02054	CAPO303119
OG0007602	AENJA_02165	CAPO307324
OG0007603	AENJA_02214	CAPO301881
OG0007604	AENJA_02267	CAPO302471
OG0007606	AENJA_02354	CAPO303879
OG0007607	AENJA_02368	CAPO304420
OG0007611	AENJA_03132	CAPO300602
OG0007613	AENJA_03179	CAPO304725
OG0007614	AENJA_03537, AENJA_03213	CAPO307463
OG0007615	AENJA_03386	CAPO302208
OG0007616	AENJA_03409	CAPO305524
OG0007617	AENJA_03469, AENJA_22388	CAPO306965
OG0007619	AENJA_03762	CAPO307079
OG0007621	AENJA_03833	CAPO302700
OG0007622	AENJA_03944	CAPO304123
OG0007624	AENJA_04295	CAPO306507
OG0007629	AENJA_05160	CAPO306379
OG0007633	AENJA_05570	CAPO303133
OG0007634	AENJA_05650	CAPO301291
OG0007640	AENJA_06871	CAPO305938
OG0007646	AENJA_07683	CAPO303345
OG0007648	AENJA_07744	CAPO303467
OG0007649	AENJA_08154	CAPO300338
OG0007653	AENJA_08664	CAPO304087
OG0007656	AENJA_08929	CAPO306133
OG0007657	AENJA_09241	CAPO302526
OG0007660	AENJA_10005	CAPO308074
OG0007663	AENJA_10256	CAPO303269
OG0007666	AENJA_10298	CAPO302483
OG0007673	AENJA_10620	CAPO306691
OG0007674	AENJA_10687	CAPO307516
OG0007676	AENJA_10773	CAPO301687
OG0007677	AENJA_10946	CAPO302393
OG0007680	AENJA_11179	CAPO301892
OG0007685	AENJA_11330	CAPO307242
OG0007686	AENJA_11496	CAPO307006
OG0007687	AENJA_11514	CAPO301616
OG0007690	AENJA_11693	CAPO306330
OG0007691	AENJA_11787	CAPO306763
OG0007692	AENJA_11895	CAPO304764
OG0007694	AENJA_12365	CAPO300777
OG0007698	AENJA_13006	CAPO302218
OG0007699	AENJA_13050	CAPO308210
OG0007704	AENJA_13789	CAPO307102
OG0007708	AENJA_14019	CAPO302223
OG0007709	AENJA_14142	CAPO305895
OG0007712	AENJA_14241	CAPO301491
OG0007713	AENJA_14256	CAPO305624
OG0007714	AENJA_14298	CAPO301857
OG0007721	AENJA_15418	CAPO303794
OG0007722	AENJA_15592	CAPO300661
OG0007727	AENJA_15914	CAPO301122
OG0007728	AENJA_16033	CAPO300608
OG0007729	AENJA_16470	CAPO302375
OG0007732	AENJA_16743	CAPO302232
OG0007739	AENJA_17580	CAPO306247
OG0007741	AENJA_17929	CAPO305702
OG0007744	AENJA_18288	CAPO302276
OG0007749	AENJA_19022	CAPO303871
OG0007751	AENJA_19310	CAPO306625
OG0007752	AENJA_19359	CAPO303736
OG0007754	AENJA_19398	CAPO307268
OG0007757	AENJA_20316, AENJA_19847	CAPO305840
OG0007758	AENJA_19933	CAPO302132
OG0007759	AENJA_20025	CAPO304951
OG0007760	AENJA_20050	CAPO305618, CAPO303194
OG0007765	AENJA_21015, AENJA_21016, AENJA_21017	CAPO302630
OG0007766	AENJA_21034	CAPO305894
OG0007767	AENJA_21313	CAPO304549
OG0007768	AENJA_21314	CAPO305420
OG0007769	AENJA_21372	CAPO301827
OG0007770	AENJA_21605	CAPO306211
OG0007771	AENJA_21609	CAPO302978
OG0007772	AENJA_21724	CAPO304662
OG0007773	AENJA_21739	CAPO302396
OG0007776	AENJA_22036	CAPO303389
OG0007781	AENJA_22495	CAPO301676
OG0007782	AENJA_22500	CAPO301686
OG0007783	AENJA_22584	CAPO302092
OG0007784	AENJA_22600	CAPO307704
OG0007786	AENJA_22814	CAPO302428
OG0007787	AENJA_22832	CAPO307455
OG0007789	AENJA_22873	CAPO305782
OG0007791	AENJA_23000	CAPO305711
OG0007793	AENJA_23139	CAPO308075
OG0007794	AENJA_23230	CAPO300123
OG0007801	AENJA_24750	CAPO304268
OG0007802	AENJA_24870	CAPO304335, CAPO304333
OG0007803	AENJA_24900	CAPO301792
OG0007804	AENJA_24903	CAPO302116
OG0007807	AENJA_25659	CAPO300823
OG0007810	AENJA_25829	CAPO306480
OG0007811	AENJA_26163	CAPO303448
OG0007813	AENJA_26599	CAPO300842
OG0007908	AENJA_00151	CAPO305292
OG0007912	AENJA_00261	CAPO300094
OG0007913	AENJA_00323, AENJA_00322	CAPO303796
OG0007917	AENJA_00555	CAPO301739
OG0007918	AENJA_00566	CAPO306768
OG0007926	AENJA_01125	CAPO306159
OG0007929	AENJA_01377	CAPO305925
OG0007934	AENJA_02342	CAPO306627, CAPO304422
OG0007936	AENJA_02595	CAPO302586
OG0007941	AENJA_03147	CAPO303397
OG0007943	AENJA_03467	CAPO303432
OG0007947	AENJA_04228	CAPO304390
OG0007948	AENJA_04332	CAPO300847
OG0007950	AENJA_26320, AENJA_04755	CAPO302604, CAPO302599, CAPO300705
OG0007952	AENJA_04832	CAPO304443
OG0007957	AENJA_05563	CAPO307185
OG0007958	AENJA_05678	CAPO307613
OG0007961	AENJA_06200, AENJA_16860	CAPO300412
OG0007962	AENJA_06266	CAPO304291
OG0007966	AENJA_07217	CAPO300853
OG0007967	AENJA_15664, AENJA_07274, AENJA_07275	CAPO303649
OG0007968	AENJA_07308	CAPO302503
OG0007971	AENJA_07915	CAPO306113
OG0007973	AENJA_08075	CAPO303148
OG0007974	AENJA_08318	CAPO308066
OG0007975	AENJA_08715	CAPO300899
OG0007978	AENJA_09030	CAPO300419
OG0007979	AENJA_09318	CAPO301049
OG0007982	AENJA_09685	CAPO306558
OG0007983	AENJA_10038	CAPO304535, CAPO302820
OG0007984	AENJA_10051	CAPO304783
OG0007986	AENJA_10340	CAPO301210
OG0007988	AENJA_10830	CAPO307013
OG0007990	AENJA_10859	CAPO302135
OG0007991	AENJA_10934	CAPO303503
OG0007994	AENJA_11379	CAPO307783
OG0007996	AENJA_11555	CAPO301705
OG0007997	AENJA_11624	CAPO302071
OG0007999	AENJA_12234	CAPO305183
OG0008000	AENJA_12523	CAPO303381
OG0008002	AENJA_12792	CAPO306531
OG0008005	AENJA_13251	CAPO303144
OG0008006	AENJA_13422	CAPO303383
OG0008008	AENJA_13549	CAPO306044
OG0008011	AENJA_13712	CAPO308001
OG0008012	AENJA_13763	CAPO301194
OG0008013	AENJA_13764	CAPO300786
OG0008016	AENJA_14093, AENJA_22562	CAPO307694
OG0008017	AENJA_14642	CAPO306337
OG0008018	AENJA_14739	CAPO303249
OG0008020	AENJA_14835	CAPO300340
OG0008025	AENJA_15451	CAPO300183
OG0008027	AENJA_15598	CAPO300126
OG0008028	AENJA_15742	CAPO308036
OG0008030	AENJA_16003	CAPO303940
OG0008031	AENJA_16038	CAPO301663
OG0008038	AENJA_16974	CAPO303434
OG0008041	AENJA_18132	CAPO304528
OG0008045	AENJA_19218	CAPO304124
OG0008046	AENJA_19488	CAPO303942
OG0008049	AENJA_20688	CAPO303430
OG0008050	AENJA_20740	CAPO301839
OG0008051	AENJA_20858	CAPO306666
OG0008053	AENJA_21398	CAPO307475
OG0008055	AENJA_21571	CAPO304973
OG0008056	AENJA_21612	CAPO305715
OG0008060	AENJA_21856	CAPO301527
OG0008062	AENJA_21983	CAPO307985
OG0008069	AENJA_23295	CAPO302773
OG0008071	AENJA_23380	CAPO303085
OG0008072	AENJA_23402	CAPO304116
OG0008075	AENJA_24721	CAPO304938
OG0008077	AENJA_24893	CAPO303807
OG0008079	AENJA_25100	CAPO305873
OG0008082	AENJA_25191	CAPO303589
OG0008083	AENJA_25219	CAPO305526
OG0008085	AENJA_25493	CAPO306772, CAPO306778
OG0008088	AENJA_25970	CAPO303270
OG0008091	AENJA_26699	CAPO301577
OG0008196	AENJA_00317	CAPO305556
OG0008201	AENJA_01208	CAPO303869
OG0008202	AENJA_01325	CAPO303070
OG0008203	AENJA_01357	CAPO300798
OG0008204	AENJA_01376	CAPO303341
OG0008206	AENJA_11972, AENJA_01666	CAPO300194
OG0008208	AENJA_01852	CAPO301623
OG0008219	AENJA_03031	CAPO303960
OG0008230	AENJA_04035	CAPO302415
OG0008234	AENJA_04854	CAPO303355
OG0008238	AENJA_05620	CAPO301578
OG0008239	AENJA_05646	CAPO300821
OG0008244	AENJA_05897	CAPO305920
OG0008247	AENJA_06106	CAPO301105
OG0008249	AENJA_06670	CAPO305940
OG0008251	AENJA_06866	CAPO306974
OG0008252	AENJA_06985	CAPO301636
OG0008254	AENJA_07508	CAPO307977
OG0008256	AENJA_08183	CAPO302660
OG0008260	AENJA_08627	CAPO300752
OG0008263	AENJA_08668	CAPO305878
OG0008266	AENJA_09057, AENJA_13356	CAPO300538
OG0008267	AENJA_09216	CAPO305434
OG0008268	AENJA_09330	CAPO307500
OG0008269	AENJA_09331	CAPO301506
OG0008270	AENJA_09342	CAPO300872
OG0008271	AENJA_09398	CAPO300716
OG0008272	AENJA_09453	CAPO308267
OG0008273	AENJA_09471	CAPO300883
OG0008281	AENJA_10162	CAPO304839
OG0008283	AENJA_10286	CAPO300148
OG0008295	AENJA_16657, AENJA_11908	CAPO301876
OG0008297	AENJA_12037	CAPO301044
OG0008299	AENJA_12113	CAPO302513
OG0008304	AENJA_12570	CAPO304565
OG0008305	AENJA_12858	CAPO307576
OG0008307	AENJA_13011	CAPO301267
OG0008308	AENJA_13121	CAPO301770
