Orthogroup	AENJA_ok	HUMAN
OG0003360	AENJA_21296	HUMAN08804
OG0003361	AENJA_21382	HUMAN09313, HUMAN10724
OG0003363	AENJA_21691	HUMAN18036, HUMAN18035
OG0003364	AENJA_21855	HUMAN06821, HUMAN16054
OG0003365	AENJA_21978	HUMAN26480, HUMAN01439
OG0003366	AENJA_22253	HUMAN16863, HUMAN16862
OG0003367	AENJA_22965, AENJA_22964	HUMAN06122
OG0003368	AENJA_23082	HUMAN24222, HUMAN24221, HUMAN24219, HUMAN03562
OG0003369	AENJA_23134	HUMAN27686
OG0003369	AENJA_23133	HUMAN27685
OG0003370	AENJA_23534	HUMAN28060, HUMAN28061
OG0003371	AENJA_23861	HUMAN23136, HUMAN11227
OG0003372	AENJA_24254	HUMAN01212, HUMAN14880, HUMAN14879
OG0003373	AENJA_24423	HUMAN05820
OG0003374	AENJA_24682, AENJA_24683	HUMAN28112, HUMAN16615
OG0003375	AENJA_24824	HUMAN23698
OG0003376	AENJA_24827	HUMAN22113, HUMAN22114, HUMAN22110, HUMAN22111, HUMAN22112
OG0003377	AENJA_24906	HUMAN04348
OG0003378	AENJA_24909	HUMAN05047, HUMAN05045
OG0003379	AENJA_25180	HUMAN28285, HUMAN28287
OG0003380	AENJA_25323	HUMAN19717
OG0003381	AENJA_25399	HUMAN06184, HUMAN06185, HUMAN04158
OG0003382	AENJA_25400	HUMAN19968, HUMAN01608
OG0003383	AENJA_25690	HUMAN12827
OG0003384	AENJA_25752	HUMAN03513, HUMAN27736
OG0003385	AENJA_26425	HUMAN06417, HUMAN06419, HUMAN06418
OG0003386	AENJA_26435	HUMAN05900, HUMAN05902, HUMAN05903
OG0003387	AENJA_26696	HUMAN13643, HUMAN13638, HUMAN13640, HUMAN13639
OG0003419	AENJA_00054	HUMAN02012
OG0003420	AENJA_00096	HUMAN01559, HUMAN01556, HUMAN01560
OG0003421	AENJA_00119	HUMAN23071
OG0003422	AENJA_00528	HUMAN07007, HUMAN07008
OG0003424	AENJA_00838	HUMAN10759
OG0003425	AENJA_01194	HUMAN23668, HUMAN23669
OG0003426	AENJA_01257	HUMAN04822, HUMAN04821
OG0003428	AENJA_01568	HUMAN22929
OG0003429	AENJA_01963	HUMAN24947
OG0003430	AENJA_02400	HUMAN15764
OG0003431	AENJA_02555	HUMAN06475, HUMAN02186
OG0003432	AENJA_02656	HUMAN13669
OG0003433	AENJA_02659	HUMAN11873
OG0003434	AENJA_02675	HUMAN20686
OG0003435	AENJA_02757	HUMAN08411
OG0003437	AENJA_02889, AENJA_18380	HUMAN12122, HUMAN20061
OG0003439	AENJA_03292	HUMAN07771, HUMAN07770, HUMAN21552, HUMAN21553
OG0003440	AENJA_03488	HUMAN07852, HUMAN07851, HUMAN07850
OG0003441	AENJA_03511	HUMAN21029, HUMAN21027
OG0003442	AENJA_03564	HUMAN29894, HUMAN29583
OG0003443	AENJA_03622	HUMAN25588, HUMAN08555
OG0003444	AENJA_03663	HUMAN04199
OG0003445	AENJA_03793	HUMAN29343
OG0003447	AENJA_03903	HUMAN26881
OG0003448	AENJA_04038	HUMAN15205
OG0003449	AENJA_04230	HUMAN27781
OG0003450	AENJA_04269	HUMAN12087, HUMAN12089
OG0003451	AENJA_04285	HUMAN21236
OG0003452	AENJA_04578	HUMAN03708, HUMAN03710
OG0003453	AENJA_04592	HUMAN07081, HUMAN07082
OG0003454	AENJA_04653	HUMAN12804, HUMAN12803, HUMAN02907
OG0003455	AENJA_22892	HUMAN20526, HUMAN01754
OG0003456	AENJA_04853	HUMAN13016, HUMAN25940
OG0003457	AENJA_05123	HUMAN27789, HUMAN16567
OG0003458	AENJA_05270	HUMAN28214, HUMAN28215, HUMAN28213, HUMAN28212
OG0003459	AENJA_05414	HUMAN16899, HUMAN08550
OG0003460	AENJA_05490	HUMAN16828
OG0003461	AENJA_05624	HUMAN24927, HUMAN24928
OG0003462	AENJA_17634, AENJA_15093	HUMAN14650
OG0003462	AENJA_05724	HUMAN14651
OG0003462	AENJA_20654	HUMAN14649
OG0003463	AENJA_05770	HUMAN02584
OG0003464	AENJA_10817, AENJA_05778	HUMAN25957
OG0003465	AENJA_06069	HUMAN29422, HUMAN29421
OG0003466	AENJA_06181	HUMAN03596
OG0003467	AENJA_06433	HUMAN28399
OG0003468	AENJA_06823	HUMAN08265
OG0003469	AENJA_07022	HUMAN26180
OG0003470	AENJA_07032	HUMAN13977, HUMAN13976
OG0003471	AENJA_07354	HUMAN16952
OG0003472	AENJA_07615	HUMAN29614, HUMAN29613
OG0003474	AENJA_07912	HUMAN28089, HUMAN00685
OG0003475	AENJA_08250	HUMAN21366
OG0003476	AENJA_08274	HUMAN02837
OG0003477	AENJA_08292	HUMAN25241
OG0003478	AENJA_08408	HUMAN08716, HUMAN08715
OG0003479	AENJA_08477	HUMAN02334, HUMAN20427
OG0003480	AENJA_08524, AENJA_08521	HUMAN13707, HUMAN13705
OG0003481	AENJA_08978, AENJA_08977	HUMAN17835
OG0003482	AENJA_08998	HUMAN06885, HUMAN04192
OG0003483	AENJA_09252	HUMAN02672
OG0003485	AENJA_09503	HUMAN06743
OG0003486	AENJA_09585	HUMAN25368
OG0003487	AENJA_10277	HUMAN01641, HUMAN01639
OG0003488	AENJA_10887, AENJA_25027	HUMAN27887
OG0003489	AENJA_11004	HUMAN00472, HUMAN25219
OG0003490	AENJA_11053	HUMAN07486
OG0003491	AENJA_11118	HUMAN18345, HUMAN07660
OG0003492	AENJA_11247	HUMAN17154, HUMAN03405
OG0003495	AENJA_11780	HUMAN18833, HUMAN27823, HUMAN25685
OG0003496	AENJA_19103, AENJA_12010	HUMAN05409
OG0003497	AENJA_12369	HUMAN05604
OG0003498	AENJA_12653	HUMAN22332, HUMAN22333
OG0003499	AENJA_12654	HUMAN15248, HUMAN15247, HUMAN15246
OG0003500	AENJA_12709	HUMAN09263
OG0003501	AENJA_13025	HUMAN14259, HUMAN14258
OG0003502	AENJA_13200	HUMAN26410, HUMAN26411
OG0003503	AENJA_13216	HUMAN13541
OG0003504	AENJA_13617	HUMAN13209, HUMAN13210
OG0003505	AENJA_13629	HUMAN11145
OG0003506	AENJA_13681	HUMAN24134, HUMAN24135, HUMAN07475, HUMAN27460
OG0003507	AENJA_13693	HUMAN14251, HUMAN00947
OG0003508	AENJA_13894	HUMAN20681
OG0003510	AENJA_15122, AENJA_14984	HUMAN24552, HUMAN11374
OG0003511	AENJA_15214	HUMAN23502
OG0003512	AENJA_15313	HUMAN07246, HUMAN07245
OG0003513	AENJA_15883	HUMAN17574, HUMAN17572, HUMAN29015
OG0003514	AENJA_16077	HUMAN20926, HUMAN26859
OG0003515	AENJA_16192	HUMAN07599, HUMAN22879
OG0003516	AENJA_16746	HUMAN03685
OG0003517	AENJA_16771	HUMAN04692, HUMAN04691, HUMAN04694, HUMAN06798, HUMAN06796
OG0003518	AENJA_16797	HUMAN14108
OG0003519	AENJA_16830	HUMAN20557, HUMAN20556, HUMAN20554
OG0003520	AENJA_17161	HUMAN21004, HUMAN08252
OG0003521	AENJA_17538	HUMAN05179
OG0003522	AENJA_17840	HUMAN25338
OG0003523	AENJA_17997	HUMAN21871
OG0003524	AENJA_17999	HUMAN00423, HUMAN00422
OG0003525	AENJA_18452	HUMAN07937
OG0003526	AENJA_18515	HUMAN02679, HUMAN08399
OG0003527	AENJA_18617	HUMAN05242
OG0003528	AENJA_18722	HUMAN07458
OG0003529	AENJA_23756, AENJA_18730	HUMAN18247, HUMAN12697, HUMAN12696
OG0003530	AENJA_18943, AENJA_18942	HUMAN18072
OG0003531	AENJA_19107	HUMAN09342, HUMAN04724
OG0003532	AENJA_19405	HUMAN17410
OG0003533	AENJA_19980	HUMAN21080, HUMAN21079
OG0003534	AENJA_20224	HUMAN16987, HUMAN08770
OG0003535	AENJA_20349	HUMAN27564, HUMAN03170
OG0003536	AENJA_20549	HUMAN13845, HUMAN13847, HUMAN18837, HUMAN18836, HUMAN16704, HUMAN13846
OG0003537	AENJA_20711, AENJA_20710	HUMAN22131, HUMAN22130
OG0003538	AENJA_20720	HUMAN03691
OG0003539	AENJA_20975	HUMAN27654
OG0003541	AENJA_21308	HUMAN11651, HUMAN11648
OG0003542	AENJA_21494	HUMAN10755, HUMAN10756
OG0003543	AENJA_21659	HUMAN28052
OG0003544	AENJA_21703	HUMAN00617, HUMAN00616
OG0003545	AENJA_21908	HUMAN12962, HUMAN10596, HUMAN12961
OG0003546	AENJA_21963	HUMAN29089, HUMAN02169
OG0003547	AENJA_22029	HUMAN03917
OG0003548	AENJA_22613	HUMAN22282
OG0003549	AENJA_22669	HUMAN25712, HUMAN29713
OG0003550	AENJA_22695	HUMAN26578, HUMAN17867
OG0003551	AENJA_22715	HUMAN29004, HUMAN14799, HUMAN29003
OG0003552	AENJA_22940	HUMAN01497
OG0003553	AENJA_23077	HUMAN17100
OG0003554	AENJA_23083	HUMAN03429
OG0003555	AENJA_23304	HUMAN13236, HUMAN13235, HUMAN13238, HUMAN13237, HUMAN13240, HUMAN13241
OG0003556	AENJA_23329	HUMAN19312
OG0003557	AENJA_23658	HUMAN27746, HUMAN27748, HUMAN03307
OG0003558	AENJA_23724	HUMAN09720
OG0003560	AENJA_24076	HUMAN08292
OG0003561	AENJA_24294	HUMAN25470, HUMAN07496
OG0003562	AENJA_24391	HUMAN18584, HUMAN18585, HUMAN28168
OG0003563	AENJA_24776	HUMAN10685
OG0003564	AENJA_24810	HUMAN17366, HUMAN24302
OG0003565	AENJA_24872	HUMAN27729, HUMAN27728
OG0003566	AENJA_25138	HUMAN04196, HUMAN24973
OG0003567	AENJA_25441	HUMAN10488
OG0003568	AENJA_25542	HUMAN07272
OG0003569	AENJA_25887	HUMAN07054, HUMAN02397
OG0003570	AENJA_26158	HUMAN02024
OG0003571	AENJA_26245	HUMAN28033, HUMAN11183
OG0003572	AENJA_26602	HUMAN15595, HUMAN15596, HUMAN02513, HUMAN08691
OG0003573	AENJA_26698	HUMAN10871, HUMAN10813, HUMAN10775
OG0003597	AENJA_00060	HUMAN04460
OG0003598	AENJA_00099	HUMAN29147
OG0003600	AENJA_00154	HUMAN15217
OG0003601	AENJA_00200	HUMAN26533, HUMAN26534
OG0003603	AENJA_00222	HUMAN13251, HUMAN13246
OG0003604	AENJA_00307	HUMAN12260, HUMAN12259, HUMAN07277
OG0003606	AENJA_00589	HUMAN00503
OG0003607	AENJA_13133	HUMAN02686
OG0003608	AENJA_00758	HUMAN02187
OG0003610	AENJA_00983	HUMAN16758, HUMAN16759
OG0003611	AENJA_04941	HUMAN24173
OG0003612	AENJA_01169	HUMAN24816
OG0003613	AENJA_01172	HUMAN20927, HUMAN11439
OG0003615	AENJA_06537	HUMAN14433, HUMAN23272
OG0003616	AENJA_19893, AENJA_19894, AENJA_01501	HUMAN20505, HUMAN20506, HUMAN20504
OG0003617	AENJA_01515, AENJA_11306	HUMAN21414
OG0003618	AENJA_01642	HUMAN27888, HUMAN27890
OG0003619	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713	HUMAN30124, HUMAN23959
OG0003620	AENJA_01724	HUMAN00037
OG0003621	AENJA_01959	HUMAN05310
OG0003622	AENJA_02333, AENJA_02334	HUMAN18690
OG0003623	AENJA_02369	HUMAN05857
OG0003626	AENJA_05658	HUMAN26164, HUMAN26165
OG0003627	AENJA_03181	HUMAN17655, HUMAN17656, HUMAN05166, HUMAN05165
OG0003628	AENJA_12461	HUMAN09742
OG0003630	AENJA_03435	HUMAN10764, HUMAN10786
OG0003631	AENJA_25153, AENJA_03572	HUMAN24131
OG0003632	AENJA_03584	HUMAN00144, HUMAN00145, HUMAN21796
OG0003633	AENJA_03746	HUMAN05293
OG0003635	AENJA_03933	HUMAN30608, HUMAN30607
OG0003638	AENJA_04417	HUMAN08782
OG0003640	AENJA_05057	HUMAN13431, HUMAN17671
OG0003641	AENJA_05255	HUMAN13743, HUMAN13746, HUMAN13744, HUMAN19226
OG0003642	AENJA_05368, AENJA_23786	HUMAN09836
OG0003643	AENJA_05513, AENJA_24494	HUMAN02410
OG0003644	AENJA_06076	HUMAN29286, HUMAN29287, HUMAN29285, HUMAN29284
OG0003645	AENJA_06128	HUMAN20257, HUMAN20256, HUMAN12129, HUMAN12128
OG0003646	AENJA_06203	HUMAN09524
OG0003647	AENJA_06206	HUMAN23500
OG0003648	AENJA_06252	HUMAN16787
OG0003649	AENJA_06343	HUMAN14411
OG0003650	AENJA_06545	HUMAN19279, HUMAN19278, HUMAN19276, HUMAN19277
OG0003651	AENJA_06546	HUMAN18587, HUMAN27840
OG0003652	AENJA_07122	HUMAN05434, HUMAN25517
OG0003653	AENJA_07144	HUMAN28128, HUMAN15232, HUMAN08130
OG0003654	AENJA_07431	HUMAN27868
OG0003655	AENJA_07748	HUMAN25720, HUMAN07525
OG0003656	AENJA_08284	HUMAN09498, HUMAN09499, HUMAN01632
OG0003657	AENJA_08341	HUMAN17897
OG0003658	AENJA_08342	HUMAN26110, HUMAN26109
OG0003659	AENJA_08800	HUMAN12849, HUMAN12851
OG0003660	AENJA_08993	HUMAN03330
OG0003662	AENJA_09164	HUMAN03175, HUMAN03176, HUMAN17173
OG0003663	AENJA_09628	HUMAN24345
OG0003664	AENJA_09805	HUMAN12052
OG0003665	AENJA_10034	HUMAN08464
OG0003666	AENJA_10364	HUMAN29133, HUMAN02252
OG0003668	AENJA_10387	HUMAN30167, HUMAN09900, HUMAN09899
OG0003669	AENJA_10658	HUMAN29028
OG0003671	AENJA_11068	HUMAN03501, HUMAN24226
OG0003672	AENJA_11161, AENJA_24103	HUMAN12138
OG0003673	AENJA_11294	HUMAN19535
OG0003674	AENJA_11517	HUMAN12022
OG0003675	AENJA_11744	HUMAN20720
OG0003676	AENJA_11880	HUMAN20688
OG0003677	AENJA_11975	HUMAN17731, HUMAN02931, HUMAN12515, HUMAN12514
OG0003678	AENJA_12097	HUMAN01033, HUMAN14660
OG0003679	AENJA_12320	HUMAN21403, HUMAN02922
OG0003680	AENJA_12855	HUMAN06616, HUMAN18004, HUMAN18005
OG0003681	AENJA_12857	HUMAN20399, HUMAN04398
OG0003682	AENJA_12915	HUMAN02554
OG0003683	AENJA_12950	HUMAN04991
OG0003683	AENJA_12947	HUMAN04992
OG0003685	AENJA_13298	HUMAN09512
OG0003686	AENJA_13621	HUMAN11096
OG0003687	AENJA_13636	HUMAN06582, HUMAN12545, HUMAN17984
OG0003688	AENJA_13670	HUMAN00391, HUMAN00390
OG0003689	AENJA_14017	HUMAN12564, HUMAN17888
OG0003690	AENJA_20908	HUMAN08255, HUMAN08254
OG0003691	AENJA_17487, AENJA_14396	HUMAN27486
OG0003692	AENJA_14437	HUMAN26245
OG0003693	AENJA_14583	HUMAN05789, HUMAN05791, HUMAN05790, HUMAN21038
OG0003694	AENJA_14806	HUMAN01597
OG0003695	AENJA_14941	HUMAN29320, HUMAN28471
OG0003696	AENJA_15025	HUMAN26795
OG0003697	AENJA_15049	HUMAN13631
OG0003698	AENJA_15085	HUMAN03524, HUMAN27578
OG0003700	AENJA_15228	HUMAN10461, HUMAN13432, HUMAN13433
OG0003701	AENJA_15293	HUMAN21420
OG0003702	AENJA_15340	HUMAN18794, HUMAN08385
OG0003703	AENJA_15513	HUMAN04604, HUMAN09417, HUMAN09419
OG0003704	AENJA_15518	HUMAN14829, HUMAN01005
OG0003705	AENJA_16444	HUMAN26525
OG0003706	AENJA_15986	HUMAN24793
OG0003707	AENJA_16247	HUMAN28827, HUMAN10024
OG0003709	AENJA_17152	HUMAN15204, HUMAN15203
OG0003710	AENJA_17579	HUMAN29654, HUMAN22687
OG0003711	AENJA_17736	HUMAN09536
OG0003712	AENJA_17842	HUMAN20248, HUMAN10482
OG0003713	AENJA_17988	HUMAN02247, HUMAN02248
OG0003714	AENJA_23117, AENJA_17998	HUMAN00129, HUMAN00131, HUMAN00130
OG0003716	AENJA_18178	HUMAN21975
OG0003717	AENJA_18567	HUMAN00711, HUMAN24583
OG0003718	AENJA_18593	HUMAN18082
OG0003719	AENJA_18681	HUMAN01524
OG0003720	AENJA_18939	HUMAN02239, HUMAN24894
OG0003721	AENJA_19137	HUMAN04841
OG0003722	AENJA_19232	HUMAN01183, HUMAN29299
OG0003724	AENJA_19400	HUMAN00259
OG0003725	AENJA_19411	HUMAN28512, HUMAN00988, HUMAN00987, HUMAN28511
OG0003726	AENJA_19480, AENJA_22995	HUMAN00634, HUMAN25217
OG0003727	AENJA_19507	HUMAN15652
OG0003728	AENJA_19716	HUMAN01158
OG0003729	AENJA_19798	HUMAN17750
OG0003730	AENJA_19955	HUMAN03774
OG0003731	AENJA_19989	HUMAN14612, HUMAN14611
OG0003733	AENJA_20334	HUMAN28575
OG0003734	AENJA_20690	HUMAN29356, HUMAN29355
OG0003735	AENJA_20826	HUMAN05437
OG0003736	AENJA_20853, AENJA_20855	HUMAN11064
OG0003737	AENJA_20913	HUMAN29411, HUMAN02196
OG0003738	AENJA_21039	HUMAN12341
OG0003739	AENJA_21483	HUMAN17673
OG0003740	AENJA_21680	HUMAN04216, HUMAN04217
OG0003741	AENJA_21770	HUMAN15538
OG0003742	AENJA_22403	HUMAN26023, HUMAN06690, HUMAN06689
OG0003743	AENJA_22572	HUMAN07084, HUMAN07087, HUMAN07083, HUMAN07085
OG0003744	AENJA_22829	HUMAN29944, HUMAN20993, HUMAN20992
OG0003745	AENJA_23235, AENJA_23237, AENJA_23234	HUMAN19746, HUMAN19745, HUMAN19747, HUMAN19744
OG0003746	AENJA_23348	HUMAN18235, HUMAN12379
OG0003748	AENJA_23488, AENJA_23487	HUMAN06965, HUMAN06967, HUMAN06966
OG0003750	AENJA_23963	HUMAN18942, HUMAN18943
OG0003751	AENJA_24526	HUMAN02217, HUMAN02218, HUMAN02216
OG0003752	AENJA_24562	HUMAN28947, HUMAN09871
OG0003753	AENJA_24858	HUMAN13277, HUMAN13278, HUMAN13279
OG0003754	AENJA_24910	HUMAN04680, HUMAN06799
OG0003755	AENJA_24952	HUMAN13092
OG0003756	AENJA_25172	HUMAN11263
OG0003757	AENJA_25326	HUMAN15876
OG0003758	AENJA_25591	HUMAN12883, HUMAN12882, HUMAN06530, HUMAN06529, HUMAN06528
OG0003759	AENJA_25619	HUMAN11801, HUMAN24876
OG0003760	AENJA_26295	HUMAN13770, HUMAN13772, HUMAN13771, HUMAN16625, HUMAN16624
OG0003761	AENJA_26423	HUMAN09889, HUMAN28585
OG0003762	AENJA_26451	HUMAN13397, HUMAN10438, HUMAN10436, HUMAN10437, HUMAN10440
OG0003763	AENJA_26622	HUMAN25652
OG0003794	AENJA_00002	HUMAN19171, HUMAN14083, HUMAN15210
OG0003795	AENJA_00051	HUMAN29845
OG0003798	AENJA_00181	HUMAN17950, HUMAN06536
OG0003803	AENJA_00564	HUMAN02236
OG0003806	AENJA_00944	HUMAN10280
OG0003807	AENJA_00967	HUMAN10606, HUMAN10605
OG0003808	AENJA_00978	HUMAN00688, HUMAN00686
OG0003809	AENJA_01422	HUMAN22691
OG0003810	AENJA_01566	HUMAN07745
OG0003811	AENJA_01571	HUMAN22421, HUMAN22419
OG0003812	AENJA_01871	HUMAN29819
OG0003813	AENJA_02053	HUMAN22627, HUMAN18665
OG0003816	AENJA_02254	HUMAN03485, HUMAN03484
OG0003818	AENJA_02475	HUMAN07697
OG0003820	AENJA_02870, AENJA_19572	HUMAN28538, HUMAN28537
OG0003821	AENJA_02911	HUMAN01393, HUMAN20961
OG0003823	AENJA_02946	HUMAN16630, HUMAN16629
OG0003824	AENJA_02975	HUMAN27737
OG0003825	AENJA_02982	HUMAN25524, HUMAN25522
OG0003826	AENJA_03131	HUMAN11781
OG0003828	AENJA_03700	HUMAN29062
OG0003829	AENJA_03792	HUMAN01266
OG0003830	AENJA_26357, AENJA_19327, AENJA_03838	HUMAN25373, HUMAN25370, HUMAN25371
OG0003831	AENJA_03886	HUMAN22335
OG0003832	AENJA_03902	HUMAN01432, HUMAN01433, HUMAN01434, HUMAN06725, HUMAN20997
OG0003833	AENJA_04439	HUMAN27613
OG0003834	AENJA_04549, AENJA_04550	HUMAN14036, HUMAN11315
OG0003835	AENJA_12493, AENJA_04664	HUMAN16694
OG0003836	AENJA_16961, AENJA_04750, AENJA_18575, AENJA_06265	HUMAN22326, HUMAN24116
OG0003837	AENJA_04856	HUMAN13331
OG0003838	AENJA_04967	HUMAN07732, HUMAN07731, HUMAN22348
OG0003839	AENJA_06897	HUMAN02039
OG0003840	AENJA_07883, AENJA_05492	HUMAN09600, HUMAN01591, HUMAN09601
OG0003841	AENJA_05729	HUMAN24738
OG0003842	AENJA_05895	HUMAN06944, HUMAN06942, HUMAN06943, HUMAN06945
OG0003844	AENJA_06372	HUMAN28532
OG0003845	AENJA_06384	HUMAN13124
OG0003846	AENJA_06476	HUMAN17115, HUMAN27512, HUMAN17116
OG0003848	AENJA_06904	HUMAN02199
OG0003849	AENJA_06923	HUMAN09691, HUMAN09692, HUMAN13933
OG0003850	AENJA_07117, AENJA_21595	HUMAN00536, HUMAN00537, HUMAN00534, HUMAN00535
OG0003851	AENJA_07129	HUMAN02979
OG0003852	AENJA_07216	HUMAN10038, HUMAN10035, HUMAN23688
OG0003853	AENJA_07482, AENJA_19998	HUMAN25110, HUMAN25109
OG0003854	AENJA_07506	HUMAN15023, HUMAN10092, HUMAN10091
OG0003855	AENJA_07705	HUMAN01643
OG0003856	AENJA_08084	HUMAN20705
OG0003857	AENJA_08085	HUMAN10555
OG0003858	AENJA_08566	HUMAN25115
OG0003859	AENJA_08612	HUMAN16756, HUMAN16757, HUMAN16755
OG0003860	AENJA_08805	HUMAN02815
OG0003861	AENJA_08913	HUMAN19469
OG0003862	AENJA_19217	HUMAN17772
OG0003863	AENJA_09171	HUMAN03803, HUMAN03804
OG0003864	AENJA_09391	HUMAN15578, HUMAN15577
OG0003865	AENJA_09441	HUMAN21906, HUMAN06498
OG0003866	AENJA_09527	HUMAN29685, HUMAN05999, HUMAN29686
OG0003867	AENJA_09761	HUMAN26780
OG0003868	AENJA_09827	HUMAN14809, HUMAN02201
OG0003869	AENJA_17460, AENJA_09977	HUMAN12692
OG0003870	AENJA_10263	HUMAN16083, HUMAN16082
OG0003871	AENJA_10643	HUMAN07601
OG0003872	AENJA_10747	HUMAN19735
OG0003873	AENJA_10784	HUMAN02732
OG0003874	AENJA_10799	HUMAN01763
OG0003875	AENJA_10875	HUMAN04342
OG0003876	AENJA_10876	HUMAN28953, HUMAN28954
OG0003878	AENJA_11046	HUMAN01357
OG0003880	AENJA_11227	HUMAN05339, HUMAN21532, HUMAN21531
OG0003881	AENJA_11372	HUMAN00160
OG0003882	AENJA_11663	HUMAN27065
OG0003883	AENJA_11694	HUMAN22279, HUMAN22278
OG0003884	AENJA_11725	HUMAN09697
OG0003885	AENJA_11785, AENJA_23431	HUMAN25203, HUMAN24509
OG0003886	AENJA_12066	HUMAN12711, HUMAN02704
OG0003887	AENJA_12157	HUMAN01579
OG0003888	AENJA_12506	HUMAN19589, HUMAN19338
OG0003889	AENJA_12812	HUMAN10468, HUMAN10467
OG0003890	AENJA_21991, AENJA_12959	HUMAN17103, HUMAN24051
OG0003892	AENJA_13114, AENJA_22782	HUMAN02849, HUMAN02848
OG0003893	AENJA_13141	HUMAN17502
OG0003894	AENJA_13190	HUMAN29298
OG0003895	AENJA_13220	HUMAN13034
OG0003896	AENJA_13916	HUMAN12343, HUMAN25890, HUMAN25891, HUMAN25892, HUMAN25889
OG0003897	AENJA_14064	HUMAN18373, HUMAN18372
OG0003898	AENJA_14091	HUMAN21809, HUMAN21810
OG0003899	AENJA_14656	HUMAN28708, HUMAN28709
OG0003900	AENJA_15786	HUMAN04893, HUMAN04894, HUMAN04892
OG0003901	AENJA_15961	HUMAN25158, HUMAN00514
OG0003903	AENJA_16074	HUMAN22257
OG0003904	AENJA_16228	HUMAN09983, HUMAN09982, HUMAN09984
OG0003906	AENJA_16374	HUMAN14951
OG0003908	AENJA_22677	HUMAN22926
OG0003908	AENJA_17280	HUMAN06953, HUMAN06952, HUMAN06951
OG0003909	AENJA_26469, AENJA_17530	HUMAN16634
OG0003910	AENJA_17611	HUMAN00725
OG0003911	AENJA_17893	HUMAN18913
OG0003912	AENJA_18106	HUMAN18812, HUMAN11530, HUMAN11531
OG0003913	AENJA_18124	HUMAN22057
OG0003914	AENJA_18479	HUMAN09922
OG0003915	AENJA_18759	HUMAN07885, HUMAN30288
OG0003916	AENJA_18832	HUMAN07943, HUMAN28011
OG0003917	AENJA_18911	HUMAN17384
OG0003918	AENJA_19068	HUMAN24389, HUMAN22575
OG0003919	AENJA_19176	HUMAN18228, HUMAN18229
OG0003920	AENJA_19805	HUMAN00591, HUMAN00592
OG0003921	AENJA_19828	HUMAN27803
OG0003922	AENJA_19834	HUMAN21903, HUMAN21904
OG0003923	AENJA_19884	HUMAN18230
OG0003925	AENJA_20055	HUMAN00566, HUMAN00563, HUMAN00564, HUMAN00565
OG0003926	AENJA_20056	HUMAN00418
OG0003927	AENJA_20528	HUMAN07340, HUMAN07339
OG0003929	AENJA_20627	HUMAN11590, HUMAN11588, HUMAN11589, HUMAN11587
OG0003930	AENJA_20961	HUMAN06982, HUMAN06981, HUMAN06983
OG0003931	AENJA_21038	HUMAN10525, HUMAN10524, HUMAN29902
OG0003933	AENJA_21761	HUMAN21430, HUMAN07048
OG0003934	AENJA_21817	HUMAN16284
OG0003935	AENJA_22316	HUMAN08472, HUMAN08471
OG0003936	AENJA_22324	HUMAN11264
OG0003937	AENJA_22426	HUMAN03795, HUMAN27601
OG0003938	AENJA_22573	HUMAN16018
OG0003939	AENJA_22721	HUMAN02684
OG0003940	AENJA_22828	HUMAN04396
OG0003941	AENJA_22930	HUMAN07026
OG0003942	AENJA_23165	HUMAN25725
OG0003943	AENJA_23357	HUMAN27634
OG0003944	AENJA_23555	HUMAN21868
OG0003945	AENJA_23594	HUMAN05796, HUMAN24950
OG0003946	AENJA_24350	HUMAN03504, HUMAN03508, HUMAN22287
OG0003947	AENJA_24809	HUMAN22108, HUMAN27709
OG0003948	AENJA_24828	HUMAN17355
OG0003949	AENJA_25294	HUMAN25455, HUMAN25454
OG0003951	AENJA_25520	HUMAN20874
OG0003952	AENJA_25812	HUMAN25061
OG0003953	AENJA_25975, AENJA_25981	HUMAN24118, HUMAN23048
OG0003954	AENJA_26001	HUMAN28199, HUMAN16670
OG0003955	AENJA_26253	HUMAN23068
OG0003957	AENJA_26465	HUMAN14055
OG0003958	AENJA_26545	HUMAN03241, HUMAN23908, HUMAN27697
OG0003959	AENJA_26551	HUMAN29359
OG0003960	AENJA_26560	HUMAN06253, HUMAN06252, HUMAN06254, HUMAN04274
OG0003961	AENJA_26616	HUMAN00898
OG0003962	AENJA_26659	HUMAN30606, HUMAN07757, HUMAN22850, HUMAN23998
OG0003997	AENJA_00553	HUMAN23065
OG0003998	AENJA_00732	HUMAN17020
OG0003999	AENJA_00953	HUMAN27199, HUMAN27198
OG0004000	AENJA_01025	HUMAN20817
OG0004002	AENJA_01139	HUMAN02677
OG0004005	AENJA_01410, AENJA_01411	HUMAN16556, HUMAN16557, HUMAN16560, HUMAN16558
OG0004006	AENJA_01570, AENJA_01567, AENJA_26219	HUMAN02087
OG0004007	AENJA_01716	HUMAN01069, HUMAN23295
OG0004009	AENJA_01997	HUMAN22781, HUMAN03273
OG0004010	AENJA_02161	HUMAN23360
OG0004011	AENJA_02252	HUMAN03321, HUMAN27684
OG0004012	AENJA_02300	HUMAN24339, HUMAN24338, HUMAN24337
OG0004014	AENJA_20548, AENJA_03289, AENJA_12583, AENJA_12582	HUMAN18181
OG0004015	AENJA_03648	HUMAN01156
OG0004016	AENJA_25499	HUMAN06482
OG0004017	AENJA_03846	HUMAN10876
