Orthogroup	AENJA_ok	DROME
OG0003851	AENJA_07129	DROME07873, DROME07872, DROME07874
OG0003852	AENJA_07216	DROME08152
OG0003853	AENJA_07482, AENJA_19998	DROME00889
OG0003854	AENJA_07506	DROME11356
OG0003856	AENJA_08084	DROME18670
OG0003857	AENJA_08085	DROME21963
OG0003858	AENJA_08566	DROME12659
OG0003860	AENJA_08805, AENJA_11742	DROME03956
OG0003861	AENJA_08913	DROME13113
OG0003863	AENJA_09171	DROME16970, DROME16972, DROME16971
OG0003864	AENJA_09391	DROME16687, DROME16688
OG0003865	AENJA_09441	DROME12154, DROME12155
OG0003866	AENJA_09527	DROME15012, DROME15013
OG0003867	AENJA_09761	DROME04382
OG0003868	AENJA_09827	DROME05264, DROME05265, DROME05263
OG0003869	AENJA_17460, AENJA_09977	DROME09592
OG0003870	AENJA_10263	DROME12586, DROME12587
OG0003871	AENJA_10643	DROME19904, DROME19903
OG0003872	AENJA_10747	DROME05404
OG0003873	AENJA_10784	DROME21721
OG0003874	AENJA_10799	DROME06608
OG0003875	AENJA_10875	DROME19790, DROME19791
OG0003876	AENJA_10876	DROME09112
OG0003877	AENJA_11020	DROME03255, DROME03256
OG0003879	AENJA_11207	DROME15863, DROME15864
OG0003881	AENJA_11372	DROME06398
OG0003883	AENJA_11694	DROME12952, DROME12953
OG0003884	AENJA_11725	DROME16036
OG0003885	AENJA_11785, AENJA_23431	DROME01881, DROME01880
OG0003886	AENJA_12066	DROME16702
OG0003887	AENJA_12157	DROME16856
OG0003888	AENJA_12506	DROME14996
OG0003889	AENJA_12812	DROME06390
OG0003892	AENJA_22782	DROME03882, DROME03883, DROME03881
OG0003893	AENJA_13141	DROME20864
OG0003894	AENJA_13190	DROME08816
OG0003895	AENJA_13220	DROME02851, DROME08609, DROME08610, DROME02850
OG0003897	AENJA_14064	DROME08504, DROME08505
OG0003898	AENJA_14091	DROME10004, DROME10008, DROME10006, DROME10009, DROME10005, DROME10007
OG0003899	AENJA_14656	DROME15608
OG0003903	AENJA_16074	DROME10193, DROME10192, DROME10577, DROME05877, DROME10568, DROME05866, DROME06507, DROME06503
OG0003904	AENJA_16228	DROME13386
OG0003906	AENJA_16374	DROME10315
OG0003908	AENJA_22677	DROME07423
OG0003908	AENJA_17280	DROME05483
OG0003909	AENJA_26467, AENJA_26469, AENJA_17530	DROME12680
OG0003910	AENJA_17611	DROME10387
OG0003911	AENJA_17893	DROME11361
OG0003912	AENJA_18106	DROME03970, DROME03969, DROME03443
OG0003913	AENJA_18124	DROME04350
OG0003915	AENJA_18759	DROME04519
OG0003916	AENJA_18832	DROME10524, DROME10523
OG0003918	AENJA_19068	DROME16748, DROME16746, DROME16745, DROME16747
OG0003919	AENJA_19176	DROME21549
OG0003920	AENJA_19805	DROME16629, DROME16630
OG0003921	AENJA_19828	DROME02956, DROME02955, DROME02957
OG0003923	AENJA_19884	DROME02152, DROME02153, DROME02151, DROME02154, DROME00715, DROME00714
OG0003925	AENJA_20055	DROME01564, DROME01563
OG0003926	AENJA_20056	DROME01565, DROME01567, DROME01566
OG0003929	AENJA_20627	DROME08880
OG0003930	AENJA_20961	DROME20922
OG0003931	AENJA_21038	DROME02384, DROME02385
OG0003933	AENJA_21761	DROME03669
OG0003934	AENJA_21817	DROME11280
OG0003935	AENJA_22316	DROME00302
OG0003936	AENJA_22324	DROME02177
OG0003938	AENJA_22573	DROME13183
OG0003939	AENJA_22721	DROME01287
OG0003940	AENJA_22828	DROME13675
OG0003942	AENJA_23165	DROME15620
OG0003944	AENJA_23555	DROME18760
OG0003945	AENJA_23594	DROME01863
OG0003946	AENJA_24350	DROME13159, DROME13158
OG0003947	AENJA_24809	DROME08292
OG0003949	AENJA_25294	DROME09152
OG0003950	AENJA_25298	DROME16615
OG0003951	AENJA_25520	DROME07725
OG0003955	AENJA_26253	DROME16756
OG0003958	AENJA_26545	DROME00635
OG0003959	AENJA_26551	DROME15055
OG0003961	AENJA_26616	DROME17804
OG0003962	AENJA_26659	DROME09201
OG0003998	AENJA_00732	DROME16844, DROME16845, DROME16846, DROME16848, DROME16847, DROME16849
OG0003999	AENJA_00953	DROME14381, DROME14380
OG0004000	AENJA_01025	DROME11283
OG0004002	AENJA_01146	DROME08892
OG0004004	AENJA_01405	DROME11755
OG0004005	AENJA_01410, AENJA_01411	DROME14778, DROME14779, DROME14780
OG0004007	AENJA_01716	DROME18644
OG0004009	AENJA_01997	DROME09732, DROME09731, DROME09733, DROME09734, DROME09735
OG0004011	AENJA_02252	DROME02697, DROME02696, DROME02701
OG0004012	AENJA_02300	DROME11288
OG0004014	AENJA_20548, AENJA_03289, AENJA_12583	DROME02886, DROME02837
OG0004015	AENJA_03648	DROME07793
OG0004017	AENJA_03846	DROME02036
OG0004019	AENJA_04085	DROME01647
OG0004020	AENJA_17512	DROME17726, DROME17727
OG0004021	AENJA_04438	DROME19870
OG0004022	AENJA_04720	DROME10913, DROME10915, DROME10912, DROME10914
OG0004023	AENJA_04821	DROME16512, DROME19067
OG0004025	AENJA_05271	DROME16102
OG0004027	AENJA_05469	DROME13967
OG0004028	AENJA_15709, AENJA_05585	DROME21582, DROME21583
OG0004031	AENJA_06023	DROME01221, DROME01220, DROME01218, DROME01219, DROME01214, DROME01217, DROME01215, DROME01216
OG0004032	AENJA_06151	DROME08117
OG0004033	AENJA_07800, AENJA_06467	DROME14180, DROME12245
OG0004035	AENJA_07045	DROME03941, DROME03943, DROME03942, DROME03940
OG0004036	AENJA_07123	DROME19609
OG0004037	AENJA_07206	DROME06863
OG0004038	AENJA_07209	DROME02888
OG0004040	AENJA_07720	DROME07203
OG0004041	AENJA_07773, AENJA_07774	DROME05936
OG0004042	AENJA_07854	DROME16619
OG0004044	AENJA_07917	DROME05299, DROME05298
OG0004045	AENJA_07957	DROME06772
OG0004047	AENJA_08079	DROME02487, DROME02484, DROME02486, DROME02485
OG0004048	AENJA_08141	DROME17671
OG0004051	AENJA_08973	DROME18087, DROME18086
OG0004053	AENJA_09308	DROME21730
OG0004054	AENJA_09386	DROME15059
OG0004057	AENJA_09847	DROME00479
OG0004059	AENJA_10120	DROME13217
OG0004060	AENJA_10222	DROME20687
OG0004061	AENJA_10245	DROME03990
OG0004062	AENJA_10281	DROME16212
OG0004064	AENJA_10715	DROME06301
OG0004065	AENJA_10915	DROME02456
OG0004067	AENJA_11072, AENJA_11073	DROME14860
OG0004068	AENJA_11291	DROME11057
OG0004069	AENJA_11462	DROME10101
OG0004070	AENJA_11512	DROME04845
OG0004071	AENJA_11569	DROME15812
OG0004072	AENJA_11674	DROME21957, DROME17982
OG0004073	AENJA_11745	DROME01650
OG0004074	AENJA_11761	DROME06751
OG0004075	AENJA_25225, AENJA_11909, AENJA_25684	DROME21242
OG0004076	AENJA_11962	DROME00303
OG0004079	AENJA_12149	DROME14266, DROME14264, DROME14261, DROME14262, DROME14263, DROME14265
OG0004080	AENJA_12559	DROME06468, DROME06467
OG0004081	AENJA_12579	DROME16707, DROME16708, DROME16709, DROME16710
OG0004082	AENJA_12648	DROME08161
OG0004084	AENJA_13049	DROME12357
OG0004085	AENJA_13446	DROME05732, DROME05731, DROME05733
OG0004089	AENJA_13857	DROME00381
OG0004090	AENJA_14113	DROME03177
OG0004091	AENJA_14498	DROME14119
OG0004092	AENJA_14629	DROME12563
OG0004095	AENJA_14906	DROME13735
OG0004096	AENJA_14942	DROME00515
OG0004098	AENJA_15282	DROME01948
OG0004099	AENJA_15456	DROME19388
OG0004101	AENJA_16349	DROME08755, DROME08757, DROME08756
OG0004102	AENJA_16425	DROME12666
OG0004105	AENJA_17274	DROME04809, DROME04810, DROME04811
OG0004106	AENJA_17371	DROME05999
OG0004107	AENJA_17526	DROME12701, DROME19212
OG0004110	AENJA_17972	DROME17755
OG0004111	AENJA_17987	DROME04654, DROME04653
OG0004112	AENJA_18049, AENJA_26008	DROME12140
OG0004113	AENJA_18290	DROME06222, DROME06223
OG0004114	AENJA_18362	DROME16337
OG0004115	AENJA_18384	DROME13846, DROME13845, DROME13844
OG0004116	AENJA_18624	DROME02477
OG0004118	AENJA_19037	DROME19673
OG0004119	AENJA_19319	DROME14543
OG0004120	AENJA_19470	DROME07794
OG0004121	AENJA_19585	DROME03957
OG0004122	AENJA_19610	DROME08383
OG0004123	AENJA_19882	DROME12798
OG0004124	AENJA_20051	DROME02608
OG0004127	AENJA_20390	DROME07186
OG0004130	AENJA_20514	DROME05314
OG0004131	AENJA_20546	DROME18904, DROME18905
OG0004132	AENJA_20581	DROME06798
OG0004133	AENJA_20684	DROME02029
OG0004134	AENJA_20800	DROME14839
OG0004135	AENJA_21037	DROME03879
OG0004136	AENJA_21121	DROME17670
OG0004139	AENJA_22066	DROME14020
OG0004140	AENJA_22122	DROME02610
OG0004142	AENJA_22247	DROME06754
OG0004143	AENJA_22570	DROME13621
OG0004144	AENJA_22601	DROME04309, DROME04310
OG0004145	AENJA_22813	DROME08647, DROME14074, DROME14075
OG0004147	AENJA_22980	DROME06149
OG0004148	AENJA_23349	DROME06090, DROME06089
OG0004149	AENJA_23391	DROME11017, DROME11016, DROME11015
OG0004150	AENJA_23752	DROME04551, DROME04550
OG0004151	AENJA_23954	DROME14564
OG0004153	AENJA_24230	DROME12893
OG0004156	AENJA_24369, AENJA_24722	DROME18060
OG0004157	AENJA_24370	DROME21496
OG0004158	AENJA_24429	DROME10050
OG0004159	AENJA_24852	DROME20404, DROME20403, DROME20402
OG0004160	AENJA_25025	DROME15565
OG0004164	AENJA_25479	DROME16332
OG0004166	AENJA_25748	DROME17896
OG0004167	AENJA_26097	DROME18913
OG0004168	AENJA_26286	DROME05468
OG0004169	AENJA_26454	DROME00368
OG0004170	AENJA_26593	DROME12078
OG0004171	AENJA_26685	DROME07182
OG0004215	AENJA_00310	DROME19401
OG0004216	AENJA_00516	DROME11793
OG0004217	AENJA_00550	DROME21224
OG0004219	AENJA_01020	DROME03490
OG0004220	AENJA_10199, AENJA_01203	DROME07426, DROME07425
OG0004222	AENJA_01486	DROME04949
OG0004223	AENJA_01506	DROME01123, DROME06776
OG0004225	AENJA_01633	DROME05012
OG0004226	AENJA_01684	DROME15145
OG0004227	AENJA_01705	DROME04086
OG0004228	AENJA_01729	DROME10277
OG0004229	AENJA_02064	DROME02866, DROME02865
OG0004231	AENJA_02278	DROME14487, DROME14486
OG0004232	AENJA_02302	DROME15977
OG0004235	AENJA_02425	DROME12429
OG0004236	AENJA_02429	DROME17566
OG0004237	AENJA_02572	DROME18213, DROME18214
OG0004238	AENJA_02591	DROME05258, DROME05259, DROME05257
OG0004239	AENJA_02668	DROME15568
OG0004241	AENJA_03118	DROME15542
OG0004242	AENJA_03219	DROME03644, DROME06191
OG0004243	AENJA_03297	DROME14802, DROME20505
OG0004244	AENJA_03379	DROME10097
OG0004245	AENJA_03416, AENJA_09928, AENJA_21565	DROME02038
OG0004246	AENJA_08975, AENJA_03476	DROME07435
OG0004248	AENJA_03763	DROME14001
OG0004249	AENJA_03888	DROME04762
OG0004250	AENJA_04014	DROME18272, DROME18273
OG0004251	AENJA_04056, AENJA_20691	DROME04402
OG0004252	AENJA_04057	DROME14951
OG0004253	AENJA_04321	DROME20276, DROME20277, DROME20275
OG0004254	AENJA_04427, AENJA_09254	DROME16850, DROME16851, DROME16852
OG0004255	AENJA_21176, AENJA_04555	DROME06896, DROME06895
OG0004257	AENJA_04594	DROME14416
OG0004258	AENJA_15676, AENJA_04921, AENJA_24630	DROME05217
OG0004259	AENJA_05091	DROME21474, DROME10563
OG0004261	AENJA_25277, AENJA_13929, AENJA_22921, AENJA_22459, AENJA_05609	DROME10981
OG0004262	AENJA_05767	DROME16780
OG0004263	AENJA_05819	DROME06450
OG0004264	AENJA_05851	DROME15193
OG0004265	AENJA_06209	DROME05465
OG0004268	AENJA_06438	DROME10031
OG0004269	AENJA_06472	DROME16782
OG0004270	AENJA_06731	DROME19295, DROME19296, DROME19297
OG0004272	AENJA_06984	DROME21011
OG0004273	AENJA_07053	DROME09850
OG0004275	AENJA_07307	DROME16991
OG0004276	AENJA_07382	DROME08381
OG0004277	AENJA_07626	DROME05527, DROME17087, DROME15966, DROME15965, DROME15964, DROME13638, DROME13639
OG0004278	AENJA_07644, AENJA_08435	DROME01231
OG0004280	AENJA_07853	DROME22015
OG0004281	AENJA_13461	DROME00885
OG0004282	AENJA_07918	DROME07183
OG0004283	AENJA_07931, AENJA_19675	DROME21977
OG0004284	AENJA_07958	DROME19835, DROME19836
OG0004285	AENJA_08157	DROME12894
OG0004287	AENJA_10688, AENJA_10695, AENJA_08479	DROME16211
OG0004288	AENJA_08494, AENJA_09224	DROME12750, DROME12751
OG0004289	AENJA_08571	DROME10833, DROME19397
OG0004290	AENJA_08634	DROME01469
OG0004291	AENJA_08666	DROME16342
OG0004292	AENJA_08709, AENJA_21597	DROME06641
OG0004294	AENJA_08948	DROME13106, DROME13107
OG0004295	AENJA_08995	DROME20603, DROME20604, DROME20602
OG0004297	AENJA_09281	DROME01005
OG0004299	AENJA_09313, AENJA_25545	DROME21406, DROME21405
OG0004300	AENJA_09414	DROME21737
OG0004301	AENJA_09948, AENJA_09950, AENJA_11810	DROME06959
OG0004302	AENJA_11814	DROME01833
OG0004303	AENJA_10102	DROME02789, DROME02790
OG0004304	AENJA_10126	DROME15979, DROME15978
OG0004305	AENJA_10671	DROME00211
OG0004306	AENJA_10728	DROME06581, DROME06582, DROME06580, DROME06583
OG0004307	AENJA_10811	DROME07784
OG0004308	AENJA_10896	DROME08791, DROME08790
OG0004309	AENJA_10914	DROME11787
OG0004310	AENJA_11180, AENJA_23448	DROME20002
OG0004312	AENJA_11219	DROME07615
OG0004314	AENJA_11558	DROME04957
OG0004315	AENJA_11716	DROME21705
OG0004316	AENJA_11759	DROME06707
OG0004317	AENJA_11806	DROME18648, DROME18649, DROME18650
OG0004319	AENJA_12058	DROME01293
OG0004321	AENJA_12158	DROME00141
OG0004322	AENJA_12403	DROME21173, DROME21172
OG0004323	AENJA_16766, AENJA_12482	DROME08716, DROME08715
OG0004324	AENJA_12557	DROME19211, DROME05925, DROME05924
OG0004325	AENJA_12596	DROME08792
OG0004328	AENJA_12798	DROME06814, DROME06813
OG0004329	AENJA_13104, AENJA_13109	DROME14796
OG0004330	AENJA_13252	DROME05935
OG0004331	AENJA_13331	DROME09522
OG0004332	AENJA_13463	DROME03199
OG0004333	AENJA_13634	DROME03525
OG0004334	AENJA_13654, AENJA_26354	DROME17993, DROME17994
OG0004335	AENJA_13686	DROME10278
OG0004337	AENJA_13913	DROME13597
OG0004338	AENJA_14330	DROME16553
OG0004342	AENJA_15096	DROME12320
OG0004343	AENJA_15517	DROME10215
OG0004344	AENJA_15963	DROME17664
OG0004345	AENJA_16155	DROME20919, DROME20924
OG0004347	AENJA_16598	DROME21288, DROME21289
OG0004348	AENJA_16800	DROME08598, DROME08597
OG0004349	AENJA_16835	DROME12070
OG0004350	AENJA_16841	DROME08566
OG0004351	AENJA_16867	DROME17742
OG0004352	AENJA_16982	DROME04587
OG0004353	AENJA_17017	DROME05577
OG0004354	AENJA_17022	DROME18943
OG0004355	AENJA_17231	DROME01999
OG0004356	AENJA_17320	DROME12218
OG0004357	AENJA_17547	DROME01205, DROME01203
OG0004358	AENJA_18672, AENJA_18047	DROME01539
OG0004359	AENJA_18134	DROME15372
OG0004360	AENJA_18596	DROME03158
OG0004362	AENJA_19062	DROME04321
OG0004364	AENJA_19146	DROME18518, DROME02371
OG0004365	AENJA_19212	DROME11247
OG0004366	AENJA_19317	DROME02176
OG0004367	AENJA_19374	DROME05441, DROME05440, DROME05442
OG0004368	AENJA_19702	DROME03958, DROME03959
OG0004369	AENJA_19753	DROME08156
OG0004370	AENJA_19903	DROME12142, DROME12141
OG0004371	AENJA_19958	DROME19537
OG0004373	AENJA_20328	DROME07316
OG0004374	AENJA_20422	DROME21010
OG0004376	AENJA_21249	DROME21016
OG0004377	AENJA_21485	DROME02771, DROME02772, DROME02773, DROME02770
OG0004378	AENJA_21608	DROME00771
OG0004379	AENJA_21681	DROME14972, DROME14973
OG0004380	AENJA_21685	DROME21035, DROME21034
OG0004381	AENJA_21950	DROME03934
OG0004382	AENJA_22037	DROME16408, DROME16407
OG0004385	AENJA_22615	DROME16721
OG0004391	AENJA_23704	DROME11785, DROME11784
OG0004392	AENJA_23712	DROME17967, DROME17966, DROME17965
OG0004393	AENJA_23907	DROME16127
OG0004395	AENJA_24372	DROME14114, DROME14116, DROME14115, DROME14113, DROME14117, DROME14118
OG0004396	AENJA_24530	DROME00290, DROME00291
OG0004397	AENJA_25166	DROME07584, DROME07585
OG0004398	AENJA_25317	DROME20923
OG0004399	AENJA_25524	DROME00026, DROME00027
OG0004401	AENJA_25597	DROME15904
OG0004403	AENJA_26375	DROME16539, DROME16538, DROME16541, DROME16540
OG0004404	AENJA_26407	DROME00111
OG0004405	AENJA_26485	DROME20905
OG0004406	AENJA_26544	DROME20449
OG0004407	AENJA_26601	DROME17000
OG0004408	AENJA_26831	DROME00339
OG0004459	AENJA_00105	DROME11629
OG0004460	AENJA_10602, AENJA_00174	DROME01612
OG0004462	AENJA_03119, AENJA_00195	DROME10763
OG0004465	AENJA_00361	DROME21097, DROME00340
OG0004468	AENJA_00461	DROME08086
OG0004471	AENJA_00776	DROME04870, DROME04872, DROME04871
OG0004472	AENJA_00868	DROME13220
OG0004474	AENJA_00922	DROME12398, DROME12397
OG0004475	AENJA_03139, AENJA_01045	DROME05206
OG0004476	AENJA_01930	DROME21347, DROME21348, DROME21349
OG0004477	AENJA_01958	DROME03184
OG0004478	AENJA_02085	DROME08802, DROME08801, DROME08806
OG0004479	AENJA_02206	DROME02751
OG0004480	AENJA_02219	DROME02479
OG0004482	AENJA_26663	DROME04849
OG0004483	AENJA_02340	DROME01082, DROME01081
OG0004484	AENJA_02375	DROME15453
OG0004486	AENJA_02721	DROME03906
OG0004487	AENJA_02764	DROME22095, DROME20434, DROME20435
OG0004488	AENJA_03056	DROME18125
OG0004489	AENJA_03089	DROME01140
OG0004490	AENJA_03148	DROME02420
OG0004491	AENJA_03168	DROME06306
OG0004493	AENJA_03367	DROME05464
OG0004494	AENJA_03427	DROME12460, DROME12459
OG0004495	AENJA_03794	DROME19461, DROME19460, DROME03167
OG0004496	AENJA_03798	DROME10398
OG0004497	AENJA_03976	DROME12594
OG0004498	AENJA_04040	DROME20932
OG0004500	AENJA_04178	DROME19536
OG0004501	AENJA_11831, AENJA_04286	DROME11056
OG0004503	AENJA_04529, AENJA_23467	DROME04705
OG0004506	AENJA_04842	DROME10904
OG0004507	AENJA_04865	DROME17036
OG0004511	AENJA_05552	DROME13105
OG0004512	AENJA_05863	DROME10927
OG0004513	AENJA_06212	DROME12675
OG0004515	AENJA_06345	DROME15124, DROME19804
OG0004517	AENJA_06724	DROME12340
OG0004518	AENJA_06827	DROME19881
OG0004519	AENJA_06969	DROME13472
OG0004520	AENJA_07201	DROME13131
OG0004523	AENJA_07641	DROME07758
OG0004524	AENJA_07752	DROME19557
OG0004525	AENJA_07831	DROME13522
OG0004526	AENJA_23914, AENJA_07835	DROME09780
OG0004529	AENJA_07944	DROME14562
OG0004530	AENJA_07969	DROME03349
OG0004532	AENJA_08236	DROME11183
OG0004533	AENJA_08347	DROME16934, DROME16933
OG0004534	AENJA_08393	DROME11128, DROME11127
OG0004535	AENJA_08570	DROME11313, DROME11681
OG0004538	AENJA_08665	DROME01010
OG0004539	AENJA_08729	DROME22056, DROME22055
OG0004540	AENJA_08799	DROME21936, DROME17090
OG0004542	AENJA_09105	DROME14306, DROME14305
OG0004543	AENJA_09120	DROME16410
OG0004544	AENJA_09219	DROME03219
OG0004545	AENJA_09222, AENJA_25205, AENJA_22344	DROME14918
OG0004546	AENJA_09271	DROME07299
OG0004548	AENJA_09557	DROME20368, DROME10401
OG0004550	AENJA_10990	DROME17029
OG0004551	AENJA_14630	DROME17768, DROME17769
OG0004552	AENJA_11123	DROME00895
OG0004553	AENJA_11290	DROME15169, DROME15168, DROME15170, DROME15171, DROME15167, DROME15172
OG0004554	AENJA_11434	DROME15667
OG0004555	AENJA_11497	DROME08499, DROME08501, DROME08498, DROME08500
OG0004559	AENJA_11902	DROME00073
OG0004561	AENJA_12022	DROME14241, DROME14240
OG0004563	AENJA_12215	DROME01043
OG0004564	AENJA_12530	DROME05211
OG0004565	AENJA_12612, AENJA_12611	DROME02327, DROME02328
OG0004566	AENJA_12676	DROME09871
OG0004567	AENJA_12797	DROME02916
OG0004569	AENJA_12953	DROME06466
OG0004570	AENJA_13253	DROME03152, DROME03153
OG0004571	AENJA_13264	DROME15691, DROME15692
OG0004573	AENJA_13416	DROME00139
OG0004577	AENJA_13927	DROME08875, DROME08876
OG0004578	AENJA_13961	DROME18906
OG0004579	AENJA_14039	DROME01846
OG0004581	AENJA_14240	DROME17808, DROME17807, DROME17806
OG0004582	AENJA_14257	DROME06477
OG0004583	AENJA_14685	DROME11053
OG0004584	AENJA_14870	DROME21581
OG0004585	AENJA_14884	DROME01558, DROME01556, DROME01557
OG0004587	AENJA_15222, AENJA_17865	DROME15606
OG0004588	AENJA_15364	DROME12819, DROME12820
OG0004589	AENJA_15580	DROME10033, DROME10032
OG0004590	AENJA_15587	DROME15582, DROME11041, DROME11040
OG0004593	AENJA_16066	DROME07438
OG0004596	AENJA_16300	DROME02187
OG0004597	AENJA_16315	DROME12390
OG0004601	AENJA_16456	DROME05651, DROME05650
OG0004602	AENJA_16684	DROME02726, DROME12032
OG0004603	AENJA_16691	DROME10465, DROME10466, DROME10464
OG0004606	AENJA_17079	DROME09779
OG0004607	AENJA_17110	DROME13125, DROME13124, DROME13126
OG0004609	AENJA_17443	DROME08817
OG0004610	AENJA_17485	DROME10381
OG0004611	AENJA_17567	DROME16445
OG0004612	AENJA_17697	DROME00790
OG0004613	AENJA_17756	DROME05353
OG0004614	AENJA_17767	DROME13073, DROME13075, DROME13074
OG0004616	AENJA_17897	DROME19950, DROME19951
OG0004619	AENJA_18030	DROME17529
OG0004621	AENJA_18130	DROME20061, DROME20060
OG0004622	AENJA_18238	DROME08147, DROME08146
OG0004625	AENJA_18748	DROME00122
OG0004626	AENJA_18829	DROME04697
OG0004627	AENJA_19058	DROME18129, DROME18128, DROME18127
OG0004628	AENJA_19220	DROME03937
OG0004629	AENJA_19229	DROME06036
OG0004633	AENJA_19396	DROME15422
OG0004634	AENJA_19399	DROME00888
OG0004635	AENJA_19421	DROME17782
OG0004639	AENJA_19701	DROME08016
OG0004640	AENJA_20049	DROME04904, DROME04905
OG0004643	AENJA_20590	DROME00911
OG0004646	AENJA_20935	DROME06988
OG0004647	AENJA_21162	DROME12086
OG0004648	AENJA_21464	DROME18522
OG0004649	AENJA_21530	DROME20953
OG0004651	AENJA_21665	DROME21452, DROME21453
OG0004652	AENJA_21741	DROME17381
OG0004653	AENJA_21780	DROME13457
OG0004654	AENJA_21881	DROME05489, DROME05488
OG0004655	AENJA_21945	DROME01318
OG0004656	AENJA_22399	DROME16743
OG0004657	AENJA_22627	DROME03195
OG0004658	AENJA_22666	DROME09698
OG0004659	AENJA_22731	DROME14307
OG0004660	AENJA_22903	DROME17308, DROME17309, DROME17306, DROME17307
OG0004662	AENJA_23022	DROME19806
OG0004663	AENJA_23128	DROME20926
OG0004667	AENJA_23857	DROME16447, DROME16446, DROME16449, DROME16448
OG0004669	AENJA_23970	DROME07920
