Orthogroup	AENJA_ok	SCHMD
OG0004216	AENJA_00516	SCHMD19294, SCHMD21480, SCHMD13603, SCHMD15045
OG0004217	AENJA_00550	SCHMD15443
OG0004218	AENJA_00935	SCHMD25832
OG0004219	AENJA_01020	SCHMD02021
OG0004220	AENJA_01203	SCHMD00817, SCHMD15893, SCHMD24221, SCHMD00816
OG0004222	AENJA_01486	SCHMD02604
OG0004223	AENJA_01506	SCHMD04451
OG0004227	AENJA_01705	SCHMD11794, SCHMD14206
OG0004228	AENJA_01729	SCHMD22945
OG0004229	AENJA_02064	SCHMD20367, SCHMD19492
OG0004231	AENJA_02278	SCHMD18343, SCHMD20951
OG0004232	AENJA_02302	SCHMD02245
OG0004233	AENJA_02374	SCHMD23521
OG0004235	AENJA_02425	SCHMD00900
OG0004236	AENJA_02429	SCHMD13419, SCHMD19318
OG0004237	AENJA_02572	SCHMD09091, SCHMD09093
OG0004239	AENJA_02668	SCHMD04162
OG0004240	AENJA_03070	SCHMD15203, SCHMD12624
OG0004241	AENJA_03118	SCHMD20634, SCHMD15365
OG0004243	AENJA_03297	SCHMD02806
OG0004244	AENJA_03379	SCHMD04165
OG0004246	AENJA_08975, AENJA_03476	SCHMD25240, SCHMD27704
OG0004247	AENJA_03521, AENJA_03518	SCHMD10596
OG0004249	AENJA_03888	SCHMD22417, SCHMD22418, SCHMD16976
OG0004250	AENJA_04014	SCHMD12623
OG0004251	AENJA_04056, AENJA_20691	SCHMD08633
OG0004252	AENJA_04057	SCHMD02811
OG0004253	AENJA_04321	SCHMD09205
OG0004254	AENJA_04427, AENJA_09254	SCHMD07480
OG0004255	AENJA_21176, AENJA_04555	SCHMD00865
OG0004257	AENJA_04594	SCHMD08129
OG0004258	AENJA_15676, AENJA_04921	SCHMD13120, SCHMD23840
OG0004258	AENJA_24630	SCHMD13121
OG0004259	AENJA_05091	SCHMD18232
OG0004260	AENJA_05573	SCHMD23376
OG0004261	AENJA_25277, AENJA_13929, AENJA_22921, AENJA_22459, AENJA_05609	SCHMD16623
OG0004262	AENJA_05767	SCHMD16537
OG0004263	AENJA_05819	SCHMD09819, SCHMD22299, SCHMD18530, SCHMD18529
OG0004265	AENJA_06209	SCHMD14398
OG0004267	AENJA_06337	SCHMD14468
OG0004268	AENJA_06438	SCHMD24258, SCHMD19847
OG0004269	AENJA_06472	SCHMD06048
OG0004270	AENJA_06731	SCHMD06231
OG0004273	AENJA_07053	SCHMD15470
OG0004276	AENJA_07382	SCHMD07052, SCHMD07053, SCHMD07051
OG0004278	AENJA_07644, AENJA_08435	SCHMD07808
OG0004279	AENJA_17815	SCHMD09109
OG0004280	AENJA_07853	SCHMD24977
OG0004281	AENJA_13461	SCHMD15072
OG0004287	AENJA_10688, AENJA_10695, AENJA_08479	SCHMD02791
OG0004288	AENJA_08494, AENJA_09224	SCHMD04750
OG0004289	AENJA_08571	SCHMD10655
OG0004291	AENJA_08666	SCHMD11768, SCHMD11769
OG0004292	AENJA_08709, AENJA_21597	SCHMD02072
OG0004294	AENJA_08948	SCHMD06402
OG0004295	AENJA_08995	SCHMD05169
OG0004296	AENJA_22026, AENJA_09137	SCHMD13298
OG0004297	AENJA_09281	SCHMD13807, SCHMD28076, SCHMD24237, SCHMD14756, SCHMD24236
OG0004299	AENJA_09313, AENJA_25545	SCHMD15087, SCHMD15086
OG0004301	AENJA_09948, AENJA_09950, AENJA_11810	SCHMD11559, SCHMD11558, SCHMD21370
OG0004302	AENJA_09951	SCHMD08203
OG0004302	AENJA_11814	SCHMD10637, SCHMD22462
OG0004303	AENJA_10102	SCHMD17944, SCHMD18972
OG0004304	AENJA_10126	SCHMD17338
OG0004307	AENJA_10811	SCHMD20615
OG0004308	AENJA_10896	SCHMD08570
OG0004309	AENJA_10914	SCHMD11977, SCHMD17117
OG0004310	AENJA_11180, AENJA_23448	SCHMD15088
OG0004312	AENJA_11219	SCHMD10505
OG0004316	AENJA_11759	SCHMD07217
OG0004317	AENJA_11806	SCHMD03544
OG0004318	AENJA_11868	SCHMD07900
OG0004321	AENJA_12158	SCHMD00773, SCHMD22413
OG0004322	AENJA_12404, AENJA_12403	SCHMD06269, SCHMD13954
OG0004324	AENJA_12557	SCHMD07700
OG0004327	AENJA_12793, AENJA_24731	SCHMD11268
OG0004328	AENJA_12798	SCHMD18966, SCHMD09751
OG0004329	AENJA_13104, AENJA_13109	SCHMD17260, SCHMD20883, SCHMD17062, SCHMD18927, SCHMD04963
OG0004330	AENJA_13252	SCHMD03763
OG0004331	AENJA_13331	SCHMD28298, SCHMD09132
OG0004332	AENJA_13463	SCHMD00454
OG0004334	AENJA_26354	SCHMD10101
OG0004338	AENJA_14330	SCHMD11859, SCHMD21650, SCHMD20028
OG0004341	AENJA_15048	SCHMD09660, SCHMD01095
OG0004343	AENJA_15517	SCHMD15843, SCHMD14248
OG0004344	AENJA_15963	SCHMD12044
OG0004347	AENJA_16598	SCHMD25637, SCHMD11463
OG0004348	AENJA_16800	SCHMD00729
OG0004350	AENJA_16841	SCHMD16920, SCHMD07665
OG0004351	AENJA_16867	SCHMD12829
OG0004352	AENJA_16982	SCHMD11224
OG0004353	AENJA_17017	SCHMD21824, SCHMD16507
OG0004354	AENJA_17022	SCHMD15589
OG0004356	AENJA_17320	SCHMD20562, SCHMD06947, SCHMD21754, SCHMD15066, SCHMD01266, SCHMD06886
OG0004358	AENJA_18672, AENJA_18047, AENJA_18673	SCHMD26102, SCHMD07557
OG0004359	AENJA_18134	SCHMD05503
OG0004360	AENJA_18596	SCHMD05210
OG0004362	AENJA_19062	SCHMD14598, SCHMD12685
OG0004364	AENJA_19146	SCHMD10178, SCHMD08238, SCHMD20097
OG0004365	AENJA_19212	SCHMD14299
OG0004367	AENJA_19374	SCHMD09384
OG0004368	AENJA_19702	SCHMD06787, SCHMD28933
OG0004369	AENJA_19753	SCHMD13900
OG0004370	AENJA_24515, AENJA_19903	SCHMD05486
OG0004373	AENJA_20328	SCHMD15692
OG0004374	AENJA_20422	SCHMD08647
OG0004376	AENJA_21249	SCHMD24005, SCHMD12717
OG0004377	AENJA_21485	SCHMD00654, SCHMD00288
OG0004378	AENJA_21608	SCHMD13186, SCHMD15248
OG0004380	AENJA_21685	SCHMD09830
OG0004381	AENJA_21950	SCHMD03449, SCHMD12586, SCHMD17726, SCHMD12588, SCHMD03448, SCHMD12587, SCHMD17725, SCHMD03446, SCHMD03447
OG0004382	AENJA_22037	SCHMD20602, SCHMD02352
OG0004390	AENJA_23655	SCHMD22900
OG0004392	AENJA_23712	SCHMD01600
OG0004393	AENJA_23907	SCHMD23967, SCHMD19706
OG0004394	AENJA_23929	SCHMD12711
OG0004395	AENJA_24372	SCHMD13388
OG0004396	AENJA_24530	SCHMD06052
OG0004397	AENJA_25166	SCHMD22336
OG0004398	AENJA_25317	SCHMD28590, SCHMD27345, SCHMD13804
OG0004399	AENJA_25524	SCHMD04230
OG0004401	AENJA_25597	SCHMD20662, SCHMD11285, SCHMD22919, SCHMD21724, SCHMD27157
OG0004403	AENJA_26375	SCHMD15173, SCHMD28843
OG0004404	AENJA_26407	SCHMD02644, SCHMD04995
OG0004405	AENJA_26485	SCHMD05548, SCHMD03220
OG0004407	AENJA_26601	SCHMD00293
OG0004408	AENJA_26831	SCHMD17516
OG0004457	AENJA_08497	SCHMD21666
OG0004459	AENJA_00105	SCHMD11611
OG0004460	AENJA_10602, AENJA_00174	SCHMD02836
OG0004462	AENJA_03119, AENJA_00195	SCHMD02862, SCHMD02861, SCHMD02863
OG0004463	AENJA_00263	SCHMD05430, SCHMD15650, SCHMD15795, SCHMD15649, SCHMD27866
OG0004465	AENJA_00361	SCHMD05636, SCHMD28770, SCHMD13412
OG0004467	AENJA_00451	SCHMD25583
OG0004472	AENJA_00868	SCHMD10150
OG0004474	AENJA_00922	SCHMD16777
OG0004479	AENJA_02206	SCHMD18395, SCHMD16681, SCHMD28653
OG0004480	AENJA_02219	SCHMD08179
OG0004484	AENJA_02375	SCHMD05719, SCHMD12798
OG0004486	AENJA_02721	SCHMD01167
OG0004487	AENJA_02764	SCHMD27932, SCHMD25838, SCHMD24442, SCHMD16447
OG0004488	AENJA_03056	SCHMD26474
OG0004489	AENJA_03089	SCHMD27568, SCHMD15864, SCHMD13491
OG0004490	AENJA_03148	SCHMD17389, SCHMD11597
OG0004492	AENJA_03264	SCHMD04733
OG0004493	AENJA_03367	SCHMD17846, SCHMD13358
OG0004495	AENJA_03794	SCHMD01719
OG0004496	AENJA_03798	SCHMD26140, SCHMD14189
OG0004497	AENJA_03976	SCHMD08729, SCHMD08728, SCHMD08727
OG0004498	AENJA_04040	SCHMD04342
OG0004499	AENJA_04167	SCHMD03412, SCHMD12382
OG0004500	AENJA_04178	SCHMD11617
OG0004501	AENJA_11831, AENJA_04286	SCHMD07977
OG0004502	AENJA_04449	SCHMD05296
OG0004503	AENJA_04529, AENJA_23467	SCHMD16736, SCHMD23538
OG0004505	AENJA_08695, AENJA_04733, AENJA_22550	SCHMD09314
OG0004507	AENJA_04865	SCHMD04748
OG0004509	AENJA_05239	SCHMD17345, SCHMD26727
OG0004510	AENJA_05329	SCHMD20341
OG0004511	AENJA_05552	SCHMD28314
OG0004512	AENJA_05863	SCHMD07187, SCHMD09103
OG0004513	AENJA_06212	SCHMD00064, SCHMD04110
OG0004514	AENJA_06216	SCHMD05036
OG0004515	AENJA_06345	SCHMD02738
OG0004516	AENJA_06493	SCHMD11182, SCHMD05663, SCHMD11181, SCHMD22539
OG0004517	AENJA_06724	SCHMD21774, SCHMD18540, SCHMD24465, SCHMD24464
OG0004518	AENJA_06826	SCHMD04926
OG0004520	AENJA_07201	SCHMD11457
OG0004522	AENJA_07491	SCHMD23562, SCHMD24073
OG0004523	AENJA_07641	SCHMD00984
OG0004526	AENJA_23914, AENJA_07835	SCHMD13090
OG0004529	AENJA_07939, AENJA_07944	SCHMD01565
OG0004530	AENJA_07969	SCHMD02115
OG0004532	AENJA_08236	SCHMD21409, SCHMD24151
OG0004535	AENJA_08570	SCHMD20791, SCHMD04354, SCHMD12750, SCHMD07827, SCHMD26230
OG0004539	AENJA_08729	SCHMD09009
OG0004542	AENJA_09105	SCHMD08621
OG0004543	AENJA_09121, AENJA_09120	SCHMD00021
OG0004546	AENJA_09271	SCHMD10690, SCHMD06743, SCHMD14412
OG0004548	AENJA_09557	SCHMD01586
OG0004549	AENJA_10884	SCHMD23062
OG0004551	AENJA_14630	SCHMD02466
OG0004552	AENJA_11123	SCHMD05280
OG0004554	AENJA_11434	SCHMD14759, SCHMD27571, SCHMD01446, SCHMD22543
OG0004555	AENJA_11497	SCHMD01126
OG0004558	AENJA_11692	SCHMD23563
OG0004559	AENJA_11902	SCHMD09022
OG0004564	AENJA_12530, AENJA_12531	SCHMD06864, SCHMD16273
OG0004565	AENJA_12612, AENJA_12611	SCHMD06237
OG0004567	AENJA_12797	SCHMD08103
OG0004569	AENJA_12953	SCHMD07227
OG0004570	AENJA_13253	SCHMD10693
OG0004572	AENJA_13346, AENJA_19525	SCHMD00027
OG0004573	AENJA_13416	SCHMD24195, SCHMD13279
OG0004577	AENJA_13927	SCHMD27308, SCHMD07121, SCHMD07120
OG0004578	AENJA_26179, AENJA_13961	SCHMD13522, SCHMD10265
OG0004579	AENJA_14039	SCHMD05858
OG0004580	AENJA_17936	SCHMD24095
OG0004581	AENJA_14240	SCHMD06969
OG0004583	AENJA_14685	SCHMD18243, SCHMD12573
OG0004586	AENJA_14926, AENJA_14905	SCHMD10991, SCHMD09342
OG0004589	AENJA_15580	SCHMD07310
OG0004590	AENJA_15587	SCHMD02645, SCHMD02084
OG0004592	AENJA_16014	SCHMD21981, SCHMD24746
OG0004595	AENJA_16184	SCHMD23529, SCHMD18234
OG0004596	AENJA_26048	SCHMD22207, SCHMD22206
OG0004599	AENJA_16431	SCHMD19964
OG0004600	AENJA_16453	SCHMD10479
OG0004602	AENJA_16684	SCHMD00904
OG0004603	AENJA_16691	SCHMD09121, SCHMD04362
OG0004605	AENJA_16792	SCHMD16312, SCHMD16314
OG0004606	AENJA_17079	SCHMD04125, SCHMD12842
OG0004607	AENJA_17110	SCHMD04747
OG0004608	AENJA_17422	SCHMD24531, SCHMD11307
OG0004609	AENJA_17443	SCHMD12031, SCHMD13204
OG0004610	AENJA_17485	SCHMD04931
OG0004612	AENJA_17697	SCHMD00076
OG0004613	AENJA_17756	SCHMD02078
OG0004614	AENJA_17767	SCHMD21793, SCHMD24411
OG0004616	AENJA_17897	SCHMD28217
OG0004619	AENJA_18030	SCHMD07738
OG0004621	AENJA_18130	SCHMD02131
OG0004622	AENJA_18238	SCHMD07163
OG0004623	AENJA_18259	SCHMD29595
OG0004626	AENJA_18829	SCHMD11167
OG0004631	AENJA_19307	SCHMD23492
OG0004632	AENJA_19345	SCHMD10538, SCHMD22511, SCHMD29376
OG0004633	AENJA_19396	SCHMD08375
OG0004634	AENJA_19399	SCHMD05432
OG0004635	AENJA_19421	SCHMD03118
OG0004639	AENJA_19701	SCHMD11835
OG0004643	AENJA_20590	SCHMD12179
OG0004646	AENJA_20935	SCHMD02650
OG0004648	AENJA_21464	SCHMD22597, SCHMD14009
OG0004649	AENJA_21530	SCHMD11982
OG0004651	AENJA_21665	SCHMD12856
OG0004652	AENJA_21741	SCHMD09910, SCHMD14465
OG0004654	AENJA_21881	SCHMD11590
OG0004655	AENJA_21945	SCHMD10685
OG0004657	AENJA_22627	SCHMD24003, SCHMD14727
OG0004662	AENJA_23022	SCHMD23223, SCHMD01585
OG0004663	AENJA_23128	SCHMD03596
OG0004665	AENJA_23350	SCHMD11600, SCHMD08997
OG0004666	AENJA_23667	SCHMD15089
OG0004669	AENJA_23970	SCHMD05517
OG0004670	AENJA_23983	SCHMD20695, SCHMD17163
OG0004671	AENJA_24032	SCHMD02955, SCHMD02956, SCHMD04859
OG0004673	AENJA_24385	SCHMD12584
OG0004674	AENJA_24465	SCHMD03223
OG0004675	AENJA_24642	SCHMD07033
OG0004678	AENJA_25081	SCHMD09572, SCHMD22384
OG0004681	AENJA_25549	SCHMD05397
OG0004682	AENJA_25603	SCHMD08178
OG0004683	AENJA_25906	SCHMD10878
OG0004684	AENJA_25907	SCHMD04346
OG0004685	AENJA_26252	SCHMD09955
OG0004687	AENJA_26633	SCHMD23153, SCHMD15300
OG0004688	AENJA_26638	SCHMD09484, SCHMD08993
OG0004689	AENJA_26700	SCHMD04465
OG0004690	AENJA_26765	SCHMD05174, SCHMD08403, SCHMD10045, SCHMD24330, SCHMD08404
OG0004691	AENJA_26781	SCHMD29540, SCHMD09521, SCHMD09522
OG0004728	AENJA_00010	SCHMD02271
OG0004730	AENJA_00270	SCHMD19530
OG0004731	AENJA_00435	SCHMD03298
OG0004736	AENJA_00579	SCHMD16289
OG0004738	AENJA_00661, AENJA_21232, AENJA_00974	SCHMD29258
OG0004740	AENJA_00889	SCHMD00456
OG0004743	AENJA_00975	SCHMD01142
OG0004744	AENJA_01048	SCHMD15430, SCHMD15429
OG0004747	AENJA_02204	SCHMD15119, SCHMD10662
OG0004749	AENJA_02213	SCHMD27524, SCHMD05320, SCHMD13141
OG0004751	AENJA_03078	SCHMD09867, SCHMD09866
OG0004752	AENJA_02350	SCHMD13187, SCHMD26487
OG0004753	AENJA_02412	SCHMD09681
OG0004754	AENJA_02418	SCHMD12657
OG0004756	AENJA_02560	SCHMD15431
OG0004757	AENJA_02653	SCHMD03519
OG0004763	AENJA_03524	SCHMD15362
OG0004764	AENJA_03553	SCHMD19894, SCHMD17272
OG0004765	AENJA_03642	SCHMD16710, SCHMD04808
OG0004766	AENJA_03824	SCHMD00505
OG0004767	AENJA_03880	SCHMD00495
OG0004768	AENJA_03887	SCHMD08416
OG0004769	AENJA_04019	SCHMD21299, SCHMD08710, SCHMD20457, SCHMD10055, SCHMD28408, SCHMD18217, SCHMD29298
OG0004770	AENJA_04020	SCHMD28676, SCHMD11354, SCHMD11355, SCHMD10999, SCHMD10105
OG0004772	AENJA_04226	SCHMD21334, SCHMD23265, SCHMD22042
OG0004772	AENJA_12095	SCHMD19882, SCHMD27089
OG0004774	AENJA_04499	SCHMD08224
OG0004775	AENJA_04683, AENJA_14667	SCHMD05122
OG0004778	AENJA_25387, AENJA_15331, AENJA_16962, AENJA_04906	SCHMD04830, SCHMD15580
OG0004781	AENJA_05335	SCHMD20619, SCHMD19135
OG0004784	AENJA_05766	SCHMD03001
OG0004785	AENJA_05817	SCHMD28279, SCHMD28744, SCHMD08779
OG0004786	AENJA_22606	SCHMD07088
OG0004787	AENJA_05829	SCHMD12301, SCHMD15157, SCHMD12300, SCHMD15158, SCHMD12299
OG0004788	AENJA_05904	SCHMD14805
OG0004790	AENJA_06220	SCHMD28265, SCHMD15986, SCHMD21009
OG0004791	AENJA_06248	SCHMD07589
OG0004793	AENJA_06468	SCHMD27323, SCHMD11844, SCHMD28451, SCHMD21497
OG0004794	AENJA_06550	SCHMD12411, SCHMD08689
OG0004795	AENJA_06563	SCHMD12519
OG0004796	AENJA_06612	SCHMD06329
OG0004797	AENJA_06655	SCHMD02596
OG0004804	AENJA_07395	SCHMD02590
OG0004805	AENJA_07591	SCHMD25455, SCHMD17452, SCHMD11458, SCHMD28637
OG0004807	AENJA_07814	SCHMD12027, SCHMD02038, SCHMD03550
OG0004808	AENJA_07815	SCHMD06754
OG0004809	AENJA_07834, AENJA_07832	SCHMD11312
OG0004811	AENJA_07997	SCHMD04903, SCHMD12545
OG0004813	AENJA_11963, AENJA_08093	SCHMD09064, SCHMD18661
OG0004814	AENJA_08117	SCHMD13484, SCHMD23295, SCHMD07359
OG0004816	AENJA_08251	SCHMD16530, SCHMD18318
OG0004817	AENJA_08281	SCHMD02143
OG0004819	AENJA_08530, AENJA_08531	SCHMD02457
OG0004820	AENJA_08911, AENJA_08918	SCHMD20913, SCHMD20987, SCHMD11759, SCHMD14252, SCHMD20112
OG0004822	AENJA_09116	SCHMD03658
OG0004823	AENJA_09117	SCHMD04427
OG0004825	AENJA_09280	SCHMD01996
OG0004826	AENJA_09359	SCHMD11772, SCHMD08879
OG0004828	AENJA_09627	SCHMD06417
OG0004829	AENJA_09743	SCHMD15495
OG0004832	AENJA_09922	SCHMD04947, SCHMD01782
OG0004834	AENJA_10100	SCHMD27086, SCHMD22075
OG0004835	AENJA_10287	SCHMD04785
OG0004837	AENJA_10362	SCHMD13853
OG0004838	AENJA_10479	SCHMD09990
OG0004839	AENJA_10621	SCHMD20877, SCHMD19245
OG0004840	AENJA_10771	SCHMD11491, SCHMD12885, SCHMD20576
OG0004841	AENJA_10828	SCHMD09828, SCHMD26722, SCHMD12393
OG0004843	AENJA_10860	SCHMD08776, SCHMD08777
OG0004848	AENJA_11309	SCHMD28574
OG0004849	AENJA_11321	SCHMD21680, SCHMD17383, SCHMD10425
OG0004851	AENJA_11448	SCHMD21554, SCHMD25137
OG0004852	AENJA_11559	SCHMD04160
OG0004854	AENJA_11701	SCHMD06398
OG0004856	AENJA_11708	SCHMD03409, SCHMD06660
OG0004858	AENJA_12040	SCHMD05398, SCHMD28607
OG0004859	AENJA_12107	SCHMD17438
OG0004860	AENJA_12135	SCHMD19929
OG0004863	AENJA_12291	SCHMD07873, SCHMD11135, SCHMD16778, SCHMD25805
OG0004864	AENJA_12322	SCHMD01647
OG0004865	AENJA_12376	SCHMD12030, SCHMD20327
OG0004866	AENJA_12555	SCHMD07232
OG0004867	AENJA_12713	SCHMD21489
OG0004869	AENJA_12936	SCHMD21141
OG0004870	AENJA_12972	SCHMD02199
OG0004871	AENJA_13199	SCHMD08112
OG0004874	AENJA_13351	SCHMD06154
OG0004875	AENJA_13517	SCHMD06197
OG0004877	AENJA_13821	SCHMD17992
OG0004879	AENJA_13901, AENJA_13900	SCHMD24301, SCHMD03040
OG0004880	AENJA_14006	SCHMD03179
OG0004881	AENJA_14067	SCHMD07531
OG0004882	AENJA_14071	SCHMD14011, SCHMD19843
OG0004883	AENJA_14293	SCHMD14718, SCHMD10514
OG0004884	AENJA_14362, AENJA_15468	SCHMD10361
OG0004885	AENJA_14400	SCHMD17252, SCHMD28061
OG0004886	AENJA_14557	SCHMD11132
OG0004887	AENJA_14679	SCHMD01845
OG0004889	AENJA_15082	SCHMD27008
OG0004891	AENJA_15447	SCHMD06376, SCHMD01780
OG0004892	AENJA_15515	SCHMD03240
OG0004893	AENJA_15519	SCHMD12438
OG0004895	AENJA_15591	SCHMD06983, SCHMD03087, SCHMD06984
OG0004896	AENJA_15696	SCHMD23220, SCHMD15681
OG0004897	AENJA_15708	SCHMD05607, SCHMD11051
OG0004898	AENJA_15713	SCHMD08642, SCHMD08952
OG0004899	AENJA_15863, AENJA_20719	SCHMD03110, SCHMD16519, SCHMD13777
OG0004900	AENJA_15868	SCHMD16292
OG0004902	AENJA_16316	SCHMD18948
OG0004903	AENJA_16438	SCHMD05175
OG0004906	AENJA_16690, AENJA_26441	SCHMD23736, SCHMD12156, SCHMD23911
OG0004907	AENJA_16734	SCHMD21383
OG0004908	AENJA_16862	SCHMD19263
OG0004911	AENJA_16946	SCHMD04835
OG0004913	AENJA_17248	SCHMD04287
OG0004917	AENJA_17545	SCHMD19944
OG0004919	AENJA_17808	SCHMD06145
OG0004922	AENJA_18036, AENJA_18037	SCHMD11129
OG0004923	AENJA_18139	SCHMD25456
OG0004924	AENJA_18232	SCHMD01005
OG0004927	AENJA_18519	SCHMD14560
OG0004928	AENJA_18869	SCHMD00158
OG0004929	AENJA_18909	SCHMD00438
OG0004930	AENJA_18934	SCHMD20532, SCHMD11478, SCHMD05223
OG0004931	AENJA_19420	SCHMD05705
OG0004932	AENJA_19433	SCHMD10077, SCHMD21150
OG0004935	AENJA_19714	SCHMD12789
OG0004939	AENJA_20237	SCHMD02451, SCHMD08680
OG0004940	AENJA_20384	SCHMD16274, SCHMD13330
OG0004941	AENJA_20437	SCHMD02800
OG0004944	AENJA_21776	SCHMD12602
OG0004945	AENJA_24471	SCHMD22822
OG0004946	AENJA_22254	SCHMD21559, SCHMD28963, SCHMD25055
OG0004949	AENJA_22471	SCHMD07060
OG0004950	AENJA_22659	SCHMD15994
OG0004951	AENJA_22900	SCHMD08268
OG0004952	AENJA_23013	SCHMD04799
OG0004954	AENJA_23328	SCHMD11745
OG0004956	AENJA_23341	SCHMD26121, SCHMD26587, SCHMD22027, SCHMD26122
OG0004960	AENJA_23682	SCHMD08535
OG0004961	AENJA_23701	SCHMD06846
OG0004962	AENJA_23749	SCHMD01501
OG0004963	AENJA_23812	SCHMD23165, SCHMD03796
OG0004964	AENJA_24147	SCHMD14552
OG0004965	AENJA_24203	SCHMD03325
OG0004968	AENJA_24458	SCHMD05111, SCHMD27208
OG0004971	AENJA_24578	SCHMD11504
OG0004972	AENJA_24749	SCHMD04428, SCHMD03056
OG0004973	AENJA_24853	SCHMD02928, SCHMD02929, SCHMD07664
OG0004975	AENJA_25050	SCHMD16508, SCHMD27886
OG0004976	AENJA_25080	SCHMD07971, SCHMD08301
OG0004977	AENJA_25085	SCHMD07667
OG0004979	AENJA_25410	SCHMD05958, SCHMD29649
OG0004980	AENJA_25419	SCHMD05222
OG0004981	AENJA_25504	SCHMD07697
OG0004982	AENJA_25668	SCHMD05427
OG0004985	AENJA_26124	SCHMD29312, SCHMD07642
OG0004986	AENJA_26159	SCHMD20757, SCHMD05474
OG0004988	AENJA_26346	SCHMD02346
OG0004989	AENJA_26564	SCHMD07783
OG0005038	AENJA_00045	SCHMD01410
OG0005040	AENJA_00082	SCHMD01329
OG0005044	AENJA_00304	SCHMD19810
OG0005045	AENJA_00355	SCHMD01798
OG0005047	AENJA_00552	SCHMD04128
OG0005048	AENJA_00701	SCHMD09382
OG0005050	AENJA_00873	SCHMD13569, SCHMD16601
OG0005052	AENJA_21271, AENJA_01005, AENJA_02086, AENJA_12631	SCHMD10053, SCHMD14576
OG0005053	AENJA_01012	SCHMD17693
OG0005054	AENJA_01014	SCHMD05128, SCHMD05129
OG0005057	AENJA_01514, AENJA_08906	SCHMD10227
OG0005059	AENJA_01536	SCHMD24138
OG0005062	AENJA_01961	SCHMD01700
OG0005064	AENJA_02094, AENJA_02088	SCHMD10553, SCHMD11876, SCHMD13247
OG0005066	AENJA_02326	SCHMD16233, SCHMD13410
OG0005071	AENJA_02437, AENJA_20683	SCHMD05145
OG0005072	AENJA_02445	SCHMD07382
OG0005073	AENJA_02563	SCHMD20560
OG0005076	AENJA_02930	SCHMD18341
OG0005079	AENJA_03063	SCHMD21782, SCHMD08270
OG0005081	AENJA_03161	SCHMD07968
OG0005082	AENJA_03336	SCHMD02376, SCHMD02375
OG0005083	AENJA_03370	SCHMD00808
OG0005084	AENJA_03378	SCHMD06621
OG0005086	AENJA_03514	SCHMD07135
OG0005087	AENJA_03523	SCHMD04210
OG0005088	AENJA_03643	SCHMD00106
OG0005089	AENJA_03710	SCHMD02522
OG0005090	AENJA_03754	SCHMD24306, SCHMD17983, SCHMD19241
OG0005092	AENJA_03948	SCHMD08070
OG0005095	AENJA_04110	SCHMD09142, SCHMD20356
OG0005096	AENJA_04204	SCHMD12701, SCHMD22213
OG0005098	AENJA_04474	SCHMD01756
OG0005100	AENJA_04820	SCHMD09835
OG0005105	AENJA_05433	SCHMD10932
OG0005106	AENJA_05457	SCHMD05434
OG0005109	AENJA_05821	SCHMD29484
OG0005110	AENJA_05901	SCHMD02795
OG0005111	AENJA_05942	SCHMD15543, SCHMD03637
OG0005112	AENJA_06748	SCHMD09089, SCHMD05724, SCHMD27850
OG0005114	AENJA_16137	SCHMD29369
OG0005117	AENJA_07237	SCHMD20250, SCHMD08549, SCHMD21251
OG0005119	AENJA_07457	SCHMD25512
OG0005119	AENJA_07456	SCHMD24936, SCHMD28168
OG0005120	AENJA_07511, AENJA_10440	SCHMD08539
OG0005121	AENJA_07745	SCHMD08386
OG0005124	AENJA_07802	SCHMD19577
OG0005130	AENJA_08397	SCHMD26291, SCHMD12198
OG0005131	AENJA_08502	SCHMD03582, SCHMD03579, SCHMD03580
OG0005132	AENJA_08611	SCHMD06276
OG0005133	AENJA_08787	SCHMD21788, SCHMD12875, SCHMD16446, SCHMD00385
OG0005135	AENJA_15843	SCHMD01310
OG0005137	AENJA_22484	SCHMD07255, SCHMD05019, SCHMD05021, SCHMD06206
OG0005139	AENJA_15622	SCHMD04022
OG0005140	AENJA_09944	SCHMD10665
OG0005142	AENJA_10009	SCHMD05971
OG0005143	AENJA_10049	SCHMD12861, SCHMD10599
OG0005144	AENJA_22343, AENJA_10084	SCHMD07235
OG0005145	AENJA_10150	SCHMD04144
OG0005146	AENJA_10342	SCHMD29816
OG0005149	AENJA_10565	SCHMD06219
OG0005151	AENJA_18836	SCHMD28665, SCHMD29534
OG0005154	AENJA_11215	SCHMD00118
OG0005155	AENJA_11223	SCHMD06441
OG0005156	AENJA_11580	SCHMD09812
OG0005157	AENJA_11597	SCHMD08161
OG0005158	AENJA_11673	SCHMD06175, SCHMD03965
OG0005159	AENJA_11707	SCHMD27256, SCHMD08517
OG0005167	AENJA_12659	SCHMD11781, SCHMD10752
OG0005168	AENJA_12811	SCHMD04735
OG0005169	AENJA_12818	SCHMD15964, SCHMD17733
OG0005172	AENJA_13234	SCHMD00033
OG0005174	AENJA_13256	SCHMD00190
OG0005175	AENJA_13376	SCHMD19207, SCHMD24072, SCHMD23126
OG0005179	AENJA_13683	SCHMD10255
OG0005180	AENJA_13908	SCHMD24708, SCHMD24496, SCHMD07254
OG0005182	AENJA_13996	SCHMD09062
OG0005183	AENJA_14222	SCHMD09747
OG0005184	AENJA_14397	SCHMD11344, SCHMD27380
OG0005187	AENJA_14581	SCHMD09837
OG0005189	AENJA_14636	SCHMD17680, SCHMD17681
OG0005191	AENJA_14708	SCHMD28673, SCHMD08050
