Orthogroup	SCHMD	XENTR
OG0003954	SCHMD06088	XENTR15739, XENTR07597
OG0003955	SCHMD06589	XENTR03281
OG0003956	SCHMD07488	XENTR00432
OG0003958	SCHMD13631, SCHMD28091	XENTR08137
OG0003961	SCHMD04675	XENTR09360
OG0003965	SCHMD22279, SCHMD23593, SCHMD11100, SCHMD22031	XENTR12041
OG0003968	SCHMD20971, SCHMD24367	XENTR09674
OG0003969	SCHMD08592	XENTR09036
OG0003972	SCHMD13668	XENTR02960
OG0003973	SCHMD06454	XENTR02390, XENTR13883
OG0003978	SCHMD29717, SCHMD28667, SCHMD05632	XENTR01603, XENTR13382, XENTR01941
OG0003998	SCHMD17536, SCHMD17537	XENTR13053
OG0004000	SCHMD05012	XENTR16850
OG0004004	SCHMD03888	XENTR00508
OG0004007	SCHMD27653	XENTR00335, XENTR12145
OG0004009	SCHMD12539	XENTR12738, XENTR07565
OG0004010	SCHMD11857	XENTR15365
OG0004012	SCHMD08012, SCHMD16333	XENTR08974
OG0004014	SCHMD17730, SCHMD16988, SCHMD25573	XENTR16545
OG0004015	SCHMD06396	XENTR07793
OG0004017	SCHMD27630	XENTR14676
OG0004018	SCHMD09657	XENTR14620
OG0004020	SCHMD29535, SCHMD26610	XENTR03214
OG0004021	SCHMD12686	XENTR01515
OG0004025	SCHMD25773	XENTR15063
OG0004027	SCHMD07935	XENTR05193, XENTR01694
OG0004029	SCHMD25820	XENTR14070
OG0004030	SCHMD13881	XENTR01775
OG0004032	SCHMD08571	XENTR14175, XENTR14174, XENTR10565
OG0004033	SCHMD06585	XENTR07511
OG0004035	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000	XENTR18213, XENTR18419
OG0004036	SCHMD07559, SCHMD09846	XENTR00661
OG0004037	SCHMD06653	XENTR08593
OG0004038	SCHMD08999, SCHMD03883	XENTR14795
OG0004040	SCHMD09211	XENTR03495
OG0004041	SCHMD29278, SCHMD13539, SCHMD13540	XENTR00599
OG0004042	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836	XENTR16635
OG0004044	SCHMD16907	XENTR01872
OG0004047	SCHMD07813	XENTR09809
OG0004048	SCHMD05765	XENTR08968, XENTR08876
OG0004051	SCHMD05269, SCHMD18831	XENTR17604, XENTR07177
OG0004052	SCHMD01378	XENTR14748
OG0004053	SCHMD09663	XENTR05712, XENTR12155
OG0004054	SCHMD03170	XENTR03843, XENTR02105
OG0004056	SCHMD06405	XENTR16767, XENTR16960
OG0004059	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349	XENTR02089
OG0004060	SCHMD16682, SCHMD21120, SCHMD16351	XENTR10032
OG0004064	SCHMD03370	XENTR04196
OG0004065	SCHMD04935	XENTR13020
OG0004067	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879	XENTR14385
OG0004069	SCHMD07928	XENTR09185
OG0004071	SCHMD06667	XENTR01305, XENTR15592, XENTR09667, XENTR09668
OG0004072	SCHMD07982	XENTR02752
OG0004073	SCHMD18804	XENTR06765
OG0004076	SCHMD19802	XENTR13769
OG0004078	SCHMD08036	XENTR10912
OG0004079	SCHMD22313, SCHMD19146	XENTR01034
OG0004080	SCHMD18517	XENTR04210, XENTR17702
OG0004081	SCHMD03804	XENTR09630, XENTR16082
OG0004083	SCHMD05538	XENTR09602
OG0004084	SCHMD13360	XENTR03635
OG0004085	SCHMD20233	XENTR02748
OG0004090	SCHMD19142	XENTR05223
OG0004091	SCHMD20986, SCHMD10374	XENTR04711
OG0004092	SCHMD01973	XENTR15001, XENTR15101
OG0004094	SCHMD10011	XENTR14516
OG0004096	SCHMD01632	XENTR04695
OG0004097	SCHMD00017	XENTR14379
OG0004099	SCHMD07433	XENTR07018, XENTR03906
OG0004100	SCHMD16101, SCHMD17395, SCHMD01145	XENTR15549, XENTR15547
OG0004101	SCHMD01669	XENTR13964
OG0004102	SCHMD16352, SCHMD13995	XENTR02021
OG0004103	SCHMD06708, SCHMD03618	XENTR02995, XENTR02996
OG0004105	SCHMD08794, SCHMD16310	XENTR00235
OG0004107	SCHMD18686, SCHMD18424, SCHMD04486	XENTR09700
OG0004108	SCHMD06834	XENTR07571
OG0004110	SCHMD03573	XENTR18262
OG0004112	SCHMD04301	XENTR18035
OG0004113	SCHMD09954, SCHMD11157	XENTR11125
OG0004114	SCHMD11428	XENTR11643
OG0004115	SCHMD08639	XENTR10408
OG0004116	SCHMD22991, SCHMD19169	XENTR06030
OG0004119	SCHMD24339, SCHMD11856	XENTR07270
OG0004120	SCHMD02931	XENTR09438
OG0004121	SCHMD00644	XENTR08429
OG0004123	SCHMD24840	XENTR18443, XENTR02606
OG0004124	SCHMD09788	XENTR02997, XENTR06594
OG0004126	SCHMD18874, SCHMD24485, SCHMD09907, SCHMD21126	XENTR02624, XENTR17192
OG0004127	SCHMD14115	XENTR09339
OG0004128	SCHMD29366	XENTR07972, XENTR04126
OG0004133	SCHMD08788	XENTR08580, XENTR08835
OG0004136	SCHMD21074, SCHMD14863	XENTR14548
OG0004137	SCHMD09676	XENTR05727
OG0004138	SCHMD22519, SCHMD21342	XENTR03975
OG0004139	SCHMD27028, SCHMD23843	XENTR09190, XENTR12366, XENTR15382
OG0004140	SCHMD01399	XENTR05945
OG0004142	SCHMD08558	XENTR15552
OG0004144	SCHMD02257, SCHMD25096, SCHMD15057	XENTR10488, XENTR16335
OG0004145	SCHMD20449, SCHMD23522, SCHMD01552	XENTR06685
OG0004147	SCHMD09010	XENTR18396
OG0004148	SCHMD06808	XENTR06933
OG0004150	SCHMD13649	XENTR03403
OG0004153	SCHMD07819, SCHMD03631	XENTR02143
OG0004154	SCHMD06235	XENTR06055
OG0004155	SCHMD25209, SCHMD21190	XENTR16141
OG0004157	SCHMD05878	XENTR18358
OG0004158	SCHMD07419	XENTR18490
OG0004161	SCHMD08136	XENTR09910
OG0004164	SCHMD24669, SCHMD09145	XENTR07533
OG0004166	SCHMD16044	XENTR02693
OG0004168	SCHMD09579	XENTR07704
OG0004169	SCHMD20780	XENTR16574
OG0004171	SCHMD02047, SCHMD02605, SCHMD02048	XENTR11673
OG0004176	SCHMD15010	XENTR01051
OG0004178	SCHMD09644, SCHMD15102	XENTR17208
OG0004179	SCHMD00790	XENTR12520, XENTR09133
OG0004181	SCHMD09842	XENTR05491
OG0004186	SCHMD22129	XENTR14918
OG0004188	SCHMD11027	XENTR01635, XENTR09043
OG0004190	SCHMD02151, SCHMD21121, SCHMD26044, SCHMD02152, SCHMD02153	XENTR07315
OG0004198	SCHMD18242	XENTR05295
OG0004215	SCHMD23456, SCHMD09930	XENTR11110
OG0004216	SCHMD19294, SCHMD21480, SCHMD13603, SCHMD15045	XENTR16489
OG0004217	SCHMD15443	XENTR12749
OG0004219	SCHMD02021	XENTR05410
OG0004220	SCHMD00817, SCHMD15893, SCHMD24221, SCHMD00816	XENTR19132
OG0004222	SCHMD02604	XENTR03863
OG0004223	SCHMD04451	XENTR11343
OG0004227	SCHMD11794, SCHMD14206	XENTR09239
OG0004228	SCHMD22945	XENTR12759, XENTR03636
OG0004229	SCHMD20367, SCHMD19492	XENTR09293
OG0004230	SCHMD12329, SCHMD13516	XENTR06029, XENTR18693
OG0004231	SCHMD18343, SCHMD20951	XENTR07588
OG0004232	SCHMD02245	XENTR14755
OG0004235	SCHMD00900	XENTR07323
OG0004236	SCHMD13419, SCHMD19318	XENTR09087
OG0004239	SCHMD04162	XENTR02464
OG0004240	SCHMD12624	XENTR14102
OG0004241	SCHMD20634, SCHMD15365	XENTR07243
OG0004243	SCHMD02806	XENTR02756
OG0004246	SCHMD25240, SCHMD27704	XENTR10841
OG0004247	SCHMD10596	XENTR05707
OG0004249	SCHMD22417, SCHMD22418, SCHMD16976	XENTR14714
OG0004250	SCHMD12623	XENTR06656, XENTR13434
OG0004251	SCHMD08633	XENTR04013
OG0004252	SCHMD02811	XENTR01265
OG0004253	SCHMD09205	XENTR07125
OG0004254	SCHMD07480	XENTR02285
OG0004255	SCHMD00865	XENTR08386
OG0004257	SCHMD08129	XENTR00860
OG0004258	SCHMD13120, SCHMD23840	XENTR15149
OG0004259	SCHMD18232	XENTR05280
OG0004260	SCHMD23376	XENTR08524
OG0004261	SCHMD16623	XENTR17138
OG0004262	SCHMD16537	XENTR03026
OG0004263	SCHMD09819, SCHMD22299, SCHMD18530, SCHMD18529	XENTR18355
OG0004265	SCHMD14398	XENTR01292
OG0004267	SCHMD14468	XENTR05430
OG0004268	SCHMD24258, SCHMD19847	XENTR16315
OG0004269	SCHMD06048	XENTR08648
OG0004270	SCHMD06231	XENTR15859
OG0004273	SCHMD15470	XENTR07324
OG0004276	SCHMD07052, SCHMD07053	XENTR15736
OG0004278	SCHMD07808	XENTR18016, XENTR18015
OG0004279	SCHMD09109	XENTR14989
OG0004281	SCHMD15072	XENTR18518
OG0004285	SCHMD08317, SCHMD00052	XENTR08748
OG0004287	SCHMD02791	XENTR14573, XENTR10948
OG0004288	SCHMD04750	XENTR13701
OG0004289	SCHMD10655	XENTR09034
OG0004291	SCHMD11768, SCHMD11769	XENTR07498
OG0004292	SCHMD02072	XENTR16091
OG0004295	SCHMD05169	XENTR10638
OG0004296	SCHMD13298	XENTR04332
OG0004297	SCHMD13807, SCHMD28076, SCHMD24237, SCHMD14756, SCHMD24236	XENTR11758
OG0004301	SCHMD11559, SCHMD11558, SCHMD21370	XENTR16663
OG0004302	SCHMD10637, SCHMD22462	XENTR16178
OG0004304	SCHMD17338	XENTR01480, XENTR00786
OG0004307	SCHMD20615	XENTR09783
OG0004308	SCHMD08570	XENTR00676
OG0004309	SCHMD11977, SCHMD17117	XENTR16255, XENTR16256
OG0004310	SCHMD15088	XENTR12153, XENTR08109
OG0004312	SCHMD10505	XENTR06276
OG0004316	SCHMD07217	XENTR00291
OG0004317	SCHMD03544	XENTR06347
OG0004318	SCHMD07900	XENTR13838
OG0004321	SCHMD00773, SCHMD22413	XENTR09288
OG0004322	SCHMD06269, SCHMD13954	XENTR02157
OG0004324	SCHMD07700	XENTR13333
OG0004327	SCHMD11268	XENTR14732
OG0004328	SCHMD18966, SCHMD09751	XENTR02447
OG0004330	SCHMD03763	XENTR09044
OG0004331	SCHMD28298, SCHMD09132	XENTR06669
OG0004332	SCHMD00454	XENTR06028
OG0004335	SCHMD29412, SCHMD27303, SCHMD29473, SCHMD29279, SCHMD29277	XENTR13834
OG0004338	SCHMD11859, SCHMD21650, SCHMD20028	XENTR09719
OG0004344	SCHMD12044	XENTR10220
OG0004347	SCHMD25637, SCHMD11463	XENTR14829, XENTR07124
OG0004348	SCHMD00729	XENTR02314
OG0004350	SCHMD16920, SCHMD07665	XENTR03571
OG0004351	SCHMD12829	XENTR16067
OG0004352	SCHMD11224	XENTR09638
OG0004353	SCHMD21824, SCHMD16507	XENTR16070
OG0004354	SCHMD15589	XENTR04545
OG0004356	SCHMD20562, SCHMD06947, SCHMD21754, SCHMD15066, SCHMD01266, SCHMD06886	XENTR06247
OG0004358	SCHMD26102, SCHMD07557	XENTR11117
OG0004359	SCHMD05503	XENTR06807
OG0004360	SCHMD05210	XENTR12875
OG0004362	SCHMD14598, SCHMD12685	XENTR12262, XENTR01742
OG0004364	SCHMD10178, SCHMD08238, SCHMD20097	XENTR11370
OG0004365	SCHMD14299	XENTR12130
OG0004367	SCHMD09384	XENTR18829
OG0004368	SCHMD06787, SCHMD28933	XENTR03944, XENTR15526
OG0004369	SCHMD13900	XENTR11040
OG0004370	SCHMD05486	XENTR15518
OG0004373	SCHMD15692	XENTR00323
OG0004374	SCHMD08647	XENTR16529
OG0004376	SCHMD24005, SCHMD12717	XENTR07129, XENTR04540
OG0004377	SCHMD00654, SCHMD00288	XENTR06554
OG0004378	SCHMD13186, SCHMD15248	XENTR04941
OG0004379	SCHMD09241	XENTR12677
OG0004380	SCHMD09830	XENTR19120
OG0004381	SCHMD03449, SCHMD12586, SCHMD17726, SCHMD12588, SCHMD03448, SCHMD12587, SCHMD17725, SCHMD03446, SCHMD03447	XENTR18220
OG0004382	SCHMD20602, SCHMD02352	XENTR05834
OG0004390	SCHMD22900	XENTR09925
OG0004392	SCHMD01600	XENTR08920
OG0004393	SCHMD23967, SCHMD19706	XENTR08850
OG0004396	SCHMD06052	XENTR16480
OG0004397	SCHMD22336	XENTR07268, XENTR15098
OG0004398	SCHMD28590, SCHMD27345, SCHMD13804	XENTR01613
OG0004399	SCHMD04230	XENTR02783, XENTR01338
OG0004401	SCHMD20662, SCHMD11285, SCHMD22919, SCHMD21724, SCHMD27157	XENTR00790
OG0004403	SCHMD15173, SCHMD28843	XENTR12123
OG0004404	SCHMD02644, SCHMD04995	XENTR05022
OG0004405	SCHMD05548, SCHMD03220	XENTR01271
OG0004407	SCHMD00293	XENTR11714
OG0004409	SCHMD04463	XENTR11912, XENTR02365
OG0004415	SCHMD23101	XENTR10485
OG0004417	SCHMD11303	XENTR00369
OG0004418	SCHMD18151, SCHMD12683	XENTR03415
OG0004420	SCHMD21338, SCHMD16051, SCHMD25182	XENTR16061, XENTR04098, XENTR04405
OG0004421	SCHMD29095, SCHMD18163, SCHMD28625, SCHMD20900	XENTR07029
OG0004422	SCHMD03253	XENTR11234, XENTR05843
OG0004423	SCHMD06625, SCHMD29397	XENTR08365
OG0004425	SCHMD11792, SCHMD05073, SCHMD12434	XENTR17641, XENTR12250
OG0004426	SCHMD14134, SCHMD13488	XENTR09040
OG0004427	SCHMD23421, SCHMD22702, SCHMD16585	XENTR00494, XENTR14360
OG0004460	SCHMD02836	XENTR13298
OG0004462	SCHMD02862, SCHMD02861, SCHMD02863	XENTR02713
OG0004463	SCHMD15649, SCHMD27866	XENTR14681
OG0004465	SCHMD05636	XENTR03018
OG0004472	SCHMD10150	XENTR00749, XENTR00750
OG0004474	SCHMD16777	XENTR12032
OG0004479	SCHMD18395, SCHMD16681, SCHMD28653	XENTR07670
OG0004480	SCHMD08179	XENTR16993
OG0004484	SCHMD05719, SCHMD12798	XENTR11603
OG0004487	SCHMD27932, SCHMD25838	XENTR05512
OG0004487	SCHMD24442, SCHMD16447	XENTR05509, XENTR05510, XENTR05511
OG0004488	SCHMD26474	XENTR17026
OG0004489	SCHMD27568, SCHMD15864, SCHMD13491	XENTR16138
OG0004490	SCHMD17389, SCHMD11597	XENTR11487
OG0004492	SCHMD04733	XENTR07645, XENTR11376
OG0004495	SCHMD01719	XENTR04018
OG0004496	SCHMD26140, SCHMD14189	XENTR12973
OG0004498	SCHMD04342	XENTR10412
OG0004499	SCHMD03412, SCHMD12382	XENTR05546, XENTR11717
OG0004500	SCHMD11617	XENTR10700, XENTR10699
OG0004503	SCHMD16736, SCHMD23538	XENTR14221
OG0004505	SCHMD09314	XENTR01116, XENTR01117
OG0004509	SCHMD17345, SCHMD26727	XENTR03935
OG0004510	SCHMD20341	XENTR03962
OG0004511	SCHMD28314	XENTR00822, XENTR10201
OG0004512	SCHMD07187, SCHMD09103	XENTR03832
OG0004513	SCHMD00064, SCHMD04110	XENTR01189
OG0004514	SCHMD05036	XENTR00881
OG0004515	SCHMD02738	XENTR02016
OG0004516	SCHMD11182, SCHMD05663, SCHMD11181, SCHMD22539	XENTR04054
OG0004517	SCHMD21774, SCHMD18540, SCHMD24465, SCHMD24464	XENTR13124
OG0004520	SCHMD11457	XENTR09651
OG0004522	SCHMD08563	XENTR02122, XENTR05757
OG0004523	SCHMD00984	XENTR18329
OG0004526	SCHMD08991, SCHMD13091	XENTR15609
OG0004529	SCHMD01565	XENTR05758
OG0004530	SCHMD02115	XENTR14376, XENTR03964
OG0004532	SCHMD21409, SCHMD24151	XENTR11080
OG0004535	SCHMD20791, SCHMD04354, SCHMD12750, SCHMD07827, SCHMD26230	XENTR12654
OG0004539	SCHMD09009	XENTR06560, XENTR11278
OG0004542	SCHMD08621	XENTR01276
OG0004543	SCHMD00021	XENTR13966, XENTR13965
OG0004546	SCHMD10690, SCHMD06743, SCHMD14412	XENTR11757
OG0004548	SCHMD01586	XENTR11954
OG0004549	SCHMD23062	XENTR17964, XENTR17963
OG0004551	SCHMD02466	XENTR13993
OG0004552	SCHMD05280	XENTR18114
OG0004554	SCHMD14759, SCHMD27571	XENTR06056
OG0004555	SCHMD01126	XENTR08168
OG0004558	SCHMD23563	XENTR17229, XENTR19018
OG0004559	SCHMD09022	XENTR09793
OG0004564	SCHMD06864, SCHMD16273	XENTR08998
OG0004565	SCHMD06237	XENTR07621
OG0004567	SCHMD08103	XENTR13930
OG0004569	SCHMD07227	XENTR00817
OG0004570	SCHMD10693	XENTR01634, XENTR09045
OG0004572	SCHMD00027	XENTR09340
OG0004573	SCHMD24195, SCHMD13279	XENTR04046
OG0004577	SCHMD27308, SCHMD07121, SCHMD07120	XENTR13602
OG0004578	SCHMD13522, SCHMD10265	XENTR06163
OG0004579	SCHMD05858	XENTR17330
OG0004581	SCHMD06969	XENTR13391
OG0004583	SCHMD18243, SCHMD12573	XENTR07476
OG0004586	SCHMD10991, SCHMD09342	XENTR05330, XENTR16421, XENTR15195, XENTR18074, XENTR05329
OG0004590	SCHMD02645, SCHMD02084	XENTR04031
OG0004592	SCHMD21981, SCHMD24746	XENTR17519
OG0004595	SCHMD23529, SCHMD18234	XENTR06910
OG0004599	SCHMD16295, SCHMD15643, SCHMD19967	XENTR02769
OG0004600	SCHMD10479	XENTR15611
OG0004602	SCHMD00904	XENTR09792
OG0004603	SCHMD09121, SCHMD04362	XENTR01817
OG0004605	SCHMD16312, SCHMD16314	XENTR01842, XENTR01844
OG0004606	SCHMD04125, SCHMD12842	XENTR15899
OG0004607	SCHMD04747, SCHMD24317	XENTR04536, XENTR04040
OG0004608	SCHMD24531, SCHMD11307	XENTR16188, XENTR16189
OG0004609	SCHMD12031, SCHMD13204	XENTR16103
OG0004610	SCHMD04931	XENTR12122
OG0004612	SCHMD00076	XENTR12441
OG0004613	SCHMD02078	XENTR12502
OG0004614	SCHMD21793, SCHMD24411	XENTR06617, XENTR06618, XENTR12809, XENTR12810
OG0004616	SCHMD28217	XENTR05385
OG0004619	SCHMD07738	XENTR06929
OG0004621	SCHMD02131	XENTR11915
OG0004622	SCHMD07163	XENTR06548
OG0004626	SCHMD11167, SCHMD21056, SCHMD25126	XENTR07264
OG0004630	SCHMD19924, SCHMD19158	XENTR04232
OG0004631	SCHMD23492	XENTR08686
OG0004632	SCHMD10538, SCHMD22511, SCHMD29376	XENTR17581
OG0004633	SCHMD08375	XENTR03277
OG0004635	SCHMD03118	XENTR11060
OG0004638	SCHMD03884	XENTR13657
OG0004639	SCHMD11835	XENTR07750
OG0004642	SCHMD04791	XENTR16263
OG0004643	SCHMD12179	XENTR01592
OG0004646	SCHMD02650	XENTR01464, XENTR14068
OG0004648	SCHMD22597, SCHMD14009	XENTR13808
OG0004649	SCHMD11982	XENTR04062, XENTR00829
OG0004651	SCHMD12856	XENTR16137
OG0004652	SCHMD09910, SCHMD14465	XENTR14172
OG0004654	SCHMD11590	XENTR15245
OG0004655	SCHMD10685	XENTR12684
OG0004657	SCHMD24003, SCHMD14727	XENTR09633, XENTR18378
OG0004662	SCHMD23223, SCHMD01585	XENTR06657
OG0004663	SCHMD03596	XENTR07128
OG0004664	SCHMD07542, SCHMD10324	XENTR08819
OG0004665	SCHMD11600, SCHMD08997	XENTR00133
OG0004666	SCHMD15089	XENTR02742, XENTR05796
OG0004669	SCHMD05517	XENTR17310
OG0004670	SCHMD20695, SCHMD17163	XENTR01679
OG0004671	SCHMD02955, SCHMD02956, SCHMD04859	XENTR10200
OG0004673	SCHMD12584	XENTR01887, XENTR18837
OG0004674	SCHMD03223	XENTR04721
OG0004675	SCHMD07033	XENTR10690
OG0004678	SCHMD09572, SCHMD22384	XENTR09245
OG0004681	SCHMD05397	XENTR00528
OG0004682	SCHMD08178	XENTR00011
OG0004683	SCHMD10878	XENTR09470
OG0004684	SCHMD04346	XENTR09471
OG0004685	SCHMD09955	XENTR00826
OG0004687	SCHMD23153, SCHMD15300	XENTR08376
OG0004688	SCHMD09484, SCHMD08993	XENTR00727
OG0004690	SCHMD05174, SCHMD08403, SCHMD10045, SCHMD24330, SCHMD08404	XENTR02109
OG0004691	SCHMD29540, SCHMD09521, SCHMD09522	XENTR12526
OG0004694	SCHMD19141, SCHMD23931	XENTR12216
OG0004696	SCHMD21643	XENTR08933
OG0004697	SCHMD17021	XENTR01024
OG0004699	SCHMD06447	XENTR04958
OG0004700	SCHMD16439	XENTR19117
OG0004703	SCHMD00518, SCHMD00513, SCHMD00519, SCHMD19474	XENTR01132
OG0004704	SCHMD02724	XENTR00093
OG0004705	SCHMD06298	XENTR05923, XENTR08822, XENTR08821
OG0004708	SCHMD08019	XENTR04042
OG0004711	SCHMD14637	XENTR12598
OG0004728	SCHMD02271	XENTR03737
OG0004730	SCHMD19530	XENTR11246
OG0004731	SCHMD03298	XENTR18388
OG0004732	SCHMD25487	XENTR14688
OG0004736	SCHMD16289	XENTR00419
OG0004738	SCHMD29258	XENTR15335
OG0004740	SCHMD00456	XENTR02419
OG0004743	SCHMD01142	XENTR05342
OG0004744	SCHMD15430, SCHMD15429	XENTR16602
OG0004747	SCHMD15119, SCHMD10662	XENTR08164
OG0004749	SCHMD27524, SCHMD05320, SCHMD13141	XENTR02480
OG0004751	SCHMD09867, SCHMD09866	XENTR06628
OG0004752	SCHMD13187, SCHMD26487	XENTR05473
OG0004753	SCHMD09681	XENTR03105
OG0004754	SCHMD12657	XENTR01802
OG0004755	SCHMD28318, SCHMD26750, SCHMD14595	XENTR18902
OG0004756	SCHMD15431	XENTR17924
OG0004757	SCHMD03519	XENTR06659
OG0004764	SCHMD19894, SCHMD17272	XENTR00062
OG0004765	SCHMD16710, SCHMD04808	XENTR10970
OG0004766	SCHMD00505	XENTR17353
OG0004767	SCHMD00495	XENTR03910
OG0004768	SCHMD08416	XENTR06426
OG0004769	SCHMD21299, SCHMD08710, SCHMD20457, SCHMD10055, SCHMD28408, SCHMD18217, SCHMD29298	XENTR15393
OG0004770	SCHMD28676, SCHMD11354, SCHMD11355, SCHMD10999, SCHMD10105	XENTR08456
OG0004772	SCHMD19882, SCHMD27089	XENTR07387, XENTR01786
OG0004774	SCHMD08224	XENTR12450, XENTR18887
OG0004775	SCHMD05122	XENTR08212
OG0004781	SCHMD20619, SCHMD19135	XENTR16628, XENTR16629
OG0004784	SCHMD03001	XENTR00188, XENTR00189
OG0004785	SCHMD28279, SCHMD28744, SCHMD08779	XENTR00119
OG0004787	SCHMD12301, SCHMD15157, SCHMD12300, SCHMD15158, SCHMD12299	XENTR14690
OG0004790	SCHMD28265, SCHMD15986, SCHMD21009	XENTR05623, XENTR19164, XENTR13909
OG0004791	SCHMD07589	XENTR00086
OG0004794	SCHMD12411, SCHMD08689	XENTR08033
OG0004795	SCHMD12519	XENTR06349
OG0004796	SCHMD06329	XENTR11903
OG0004797	SCHMD02596	XENTR03068
OG0004804	SCHMD02590	XENTR10260, XENTR06571, XENTR18506
OG0004805	SCHMD25455, SCHMD17452, SCHMD11458, SCHMD28637	XENTR11662
OG0004808	SCHMD06755, SCHMD06754	XENTR03219
OG0004809	SCHMD11312	XENTR12931
OG0004811	SCHMD04903, SCHMD12545	XENTR00465, XENTR00466
OG0004812	SCHMD21469	XENTR07652
OG0004813	SCHMD09064, SCHMD18661	XENTR13768
OG0004814	SCHMD13484, SCHMD23295, SCHMD07359	XENTR15350
OG0004816	SCHMD16530, SCHMD18318	XENTR00384
OG0004817	SCHMD02143	XENTR05373
OG0004819	SCHMD02457	XENTR18290
OG0004820	SCHMD20913, SCHMD20987, SCHMD11759, SCHMD14252, SCHMD20112	XENTR09145
OG0004822	SCHMD15682, SCHMD28947, SCHMD03658	XENTR08415
OG0004823	SCHMD04427	XENTR07412
OG0004825	SCHMD01996	XENTR14340
OG0004826	SCHMD11772, SCHMD08879	XENTR16039, XENTR10756
OG0004828	SCHMD06417	XENTR10119
OG0004829	SCHMD15495	XENTR02670
OG0004832	SCHMD04947, SCHMD01782	XENTR14740
OG0004834	SCHMD27086, SCHMD22075	XENTR18645
OG0004835	SCHMD04785	XENTR08252, XENTR04057
OG0004837	SCHMD13853	XENTR01234, XENTR02852
OG0004838	SCHMD09990	XENTR04078
OG0004839	SCHMD20877, SCHMD19245	XENTR14348
OG0004840	SCHMD11491, SCHMD12885, SCHMD20576	XENTR15873
OG0004841	SCHMD09828, SCHMD26722, SCHMD12393	XENTR07261
OG0004843	SCHMD08775	XENTR00524
OG0004848	SCHMD09045, SCHMD13087	XENTR14338
OG0004849	SCHMD21680, SCHMD17383, SCHMD10425	XENTR04783
OG0004851	SCHMD21554, SCHMD25137	XENTR10062
OG0004852	SCHMD04160	XENTR16100
OG0004854	SCHMD06398	XENTR05196
OG0004856	SCHMD03409, SCHMD06660	XENTR01049, XENTR05246
OG0004858	SCHMD05398, SCHMD28607	XENTR10303
OG0004859	SCHMD17438	XENTR08619
OG0004860	SCHMD19929	XENTR02773
OG0004863	SCHMD07873, SCHMD11135, SCHMD16778, SCHMD25805	XENTR05424
OG0004864	SCHMD01647	XENTR00771
OG0004865	SCHMD12030, SCHMD20327	XENTR13338
OG0004866	SCHMD07232	XENTR08700, XENTR14374
OG0004867	SCHMD21489	XENTR18178, XENTR18179
OG0004869	SCHMD21141	XENTR03761
OG0004870	SCHMD02199	XENTR14935, XENTR14934
OG0004871	SCHMD08112	XENTR01187, XENTR17769
OG0004875	SCHMD06197	XENTR00005
OG0004877	SCHMD17992	XENTR08283
OG0004879	SCHMD24301, SCHMD03040	XENTR17744
OG0004880	SCHMD03179	XENTR16782
OG0004881	SCHMD07531	XENTR06242
OG0004882	SCHMD14011, SCHMD19843, SCHMD21664, SCHMD29167	XENTR10221
OG0004883	SCHMD14718, SCHMD10514	XENTR16679, XENTR00126
OG0004884	SCHMD10361	XENTR03050
OG0004885	SCHMD17252, SCHMD28061	XENTR09289
OG0004886	SCHMD11132	XENTR02719
OG0004887	SCHMD01845	XENTR16111
OG0004889	SCHMD27008	XENTR06798
OG0004891	SCHMD06376, SCHMD01780	XENTR13595
OG0004892	SCHMD03240	XENTR14914, XENTR02200
OG0004893	SCHMD12438	XENTR12758
OG0004895	SCHMD06983, SCHMD03087	XENTR16712
OG0004896	SCHMD23220, SCHMD15681	XENTR11036, XENTR11035
OG0004897	SCHMD05607, SCHMD11051	XENTR09725
OG0004898	SCHMD08642, SCHMD08952	XENTR14341, XENTR18232
OG0004899	SCHMD03110, SCHMD16519, SCHMD13777	XENTR14449
OG0004900	SCHMD16292	XENTR14693
OG0004902	SCHMD18948	XENTR00620
OG0004903	SCHMD05175	XENTR04968
OG0004906	SCHMD23911	XENTR00992
OG0004907	SCHMD21383	XENTR12667
OG0004911	SCHMD04835	XENTR04772
OG0004913	SCHMD04287	XENTR14597
OG0004917	SCHMD19944	XENTR04073
OG0004919	SCHMD06145	XENTR16803
OG0004922	SCHMD11129	XENTR19289
OG0004923	SCHMD25456	XENTR09440
OG0004924	SCHMD01005	XENTR12207
OG0004927	SCHMD14560	XENTR08515, XENTR12531
OG0004928	SCHMD00158	XENTR15107
OG0004929	SCHMD00438	XENTR10557
OG0004930	SCHMD20532, SCHMD11478, SCHMD05223	XENTR10546
OG0004931	SCHMD05705	XENTR06052
OG0004932	SCHMD10077, SCHMD21150	XENTR18768
OG0004935	SCHMD12789	XENTR02108
OG0004939	SCHMD02451, SCHMD08680	XENTR00578, XENTR11815
OG0004940	SCHMD16274, SCHMD13330	XENTR06069
OG0004941	SCHMD02800	XENTR17552
OG0004944	SCHMD12602	XENTR02835, XENTR10997
OG0004945	SCHMD22822	XENTR12373
OG0004946	SCHMD25055	XENTR07623
OG0004949	SCHMD07060	XENTR10188
