Orthogroup	SCHMD	MOUSE
OG0004097	SCHMD00017	MOUSE30102, MOUSE07203, MOUSE54886, MOUSE12995
OG0004099	SCHMD07433	MOUSE43934, MOUSE43936, MOUSE43938, MOUSE43933, MOUSE43935, MOUSE43939, MOUSE43932, MOUSE43937, MOUSE14125
OG0004100	SCHMD16101, SCHMD17395, SCHMD01145	MOUSE01972, MOUSE01971
OG0004101	SCHMD01669	MOUSE05274, MOUSE05270, MOUSE05271, MOUSE05272, MOUSE05273
OG0004102	SCHMD16352, SCHMD13995	MOUSE21028, MOUSE21027
OG0004103	SCHMD06708, SCHMD03618	MOUSE28643
OG0004105	SCHMD08794, SCHMD16310	MOUSE13474, MOUSE13473, MOUSE13475
OG0004106	SCHMD07276	MOUSE34928, MOUSE34929
OG0004107	SCHMD01035	MOUSE24392
OG0004107	SCHMD18686, SCHMD18424, SCHMD04486	MOUSE24390, MOUSE24389, MOUSE24391, MOUSE24388
OG0004108	SCHMD06834	MOUSE41101, MOUSE41097, MOUSE41098, MOUSE41102, MOUSE41099, MOUSE41100
OG0004110	SCHMD03573	MOUSE00785, MOUSE09563, MOUSE09564, MOUSE00786
OG0004112	SCHMD04301	MOUSE30305
OG0004113	SCHMD09954, SCHMD11157	MOUSE40746, MOUSE40745
OG0004114	SCHMD11428	MOUSE20231, MOUSE20233, MOUSE20232, MOUSE20230, MOUSE20229, MOUSE20228
OG0004115	SCHMD08639	MOUSE52504, MOUSE52502
OG0004116	SCHMD22991, SCHMD19169	MOUSE50972, MOUSE50971
OG0004119	SCHMD24339, SCHMD11856	MOUSE43702, MOUSE43701
OG0004120	SCHMD02931	MOUSE11158, MOUSE11156, MOUSE11157, MOUSE11159
OG0004121	SCHMD00644	MOUSE34878, MOUSE34879, MOUSE52300
OG0004122	SCHMD09920	MOUSE25320, MOUSE25316, MOUSE25318, MOUSE25317, MOUSE25319
OG0004123	SCHMD24840	MOUSE50983, MOUSE50980, MOUSE50981, MOUSE50979, MOUSE50982
OG0004124	SCHMD09788	MOUSE28810, MOUSE21577, MOUSE21578
OG0004125	SCHMD03017	MOUSE06364, MOUSE06363
OG0004126	SCHMD18874, SCHMD24485, SCHMD09907, SCHMD21126	MOUSE51105, MOUSE51104, MOUSE51107, MOUSE16482, MOUSE51106
OG0004127	SCHMD14115	MOUSE21644, MOUSE21643, MOUSE21645, MOUSE21646
OG0004128	SCHMD29366	MOUSE40927, MOUSE18727
OG0004130	SCHMD26247, SCHMD12578, SCHMD28132	MOUSE30313, MOUSE30312, MOUSE30314, MOUSE30315, MOUSE30306
OG0004133	SCHMD08788	MOUSE22690, MOUSE22691, MOUSE22688, MOUSE22689, MOUSE12619
OG0004136	SCHMD21074, SCHMD14863	MOUSE23425, MOUSE23427, MOUSE23423, MOUSE23424, MOUSE23426
OG0004137	SCHMD09676	MOUSE09691, MOUSE09690
OG0004138	SCHMD22277, SCHMD19287, SCHMD22278, SCHMD23252	MOUSE54459, MOUSE54457, MOUSE54458
OG0004138	SCHMD22519, SCHMD21342	MOUSE54460
OG0004139	SCHMD27028, SCHMD23843	MOUSE09412, MOUSE01582
OG0004140	SCHMD01399	MOUSE49614, MOUSE49615, MOUSE49616
OG0004142	SCHMD08558	MOUSE48548, MOUSE48551, MOUSE48549, MOUSE48546, MOUSE48545
OG0004144	SCHMD02257, SCHMD25096, SCHMD15057	MOUSE11375, MOUSE15788, MOUSE15789, MOUSE15790
OG0004145	SCHMD20449, SCHMD23522, SCHMD01552	MOUSE07101, MOUSE28099
OG0004146	SCHMD20063, SCHMD25218	MOUSE37808
OG0004147	SCHMD09010	MOUSE52328, MOUSE52322, MOUSE52321, MOUSE52323
OG0004148	SCHMD06808	MOUSE04779, MOUSE04772, MOUSE04780
OG0004150	SCHMD13651, SCHMD25175	MOUSE53095
OG0004150	SCHMD13649	MOUSE53097, MOUSE53096, MOUSE53098
OG0004151	SCHMD05147, SCHMD20113	MOUSE49542
OG0004153	SCHMD07819, SCHMD03631	MOUSE19562
OG0004154	SCHMD06235	MOUSE06794, MOUSE06793, MOUSE06792, MOUSE06791
OG0004155	SCHMD21190	MOUSE35674
OG0004157	SCHMD05878	MOUSE53613, MOUSE53617, MOUSE53615, MOUSE53616
OG0004158	SCHMD07419	MOUSE23332, MOUSE23331, MOUSE23329, MOUSE35536, MOUSE35537
OG0004161	SCHMD08136	MOUSE26104, MOUSE26106, MOUSE26105
OG0004164	SCHMD24669, SCHMD09145	MOUSE00811, MOUSE00815
OG0004166	SCHMD16044	MOUSE47935, MOUSE47933, MOUSE47931, MOUSE47932, MOUSE47936, MOUSE47930, MOUSE47934, MOUSE47937
OG0004168	SCHMD09579	MOUSE04507
OG0004168	SCHMD15882, SCHMD09578, SCHMD12788, SCHMD11665	MOUSE04508
OG0004169	SCHMD20780	MOUSE06535, MOUSE06534, MOUSE06536
OG0004170	SCHMD11411, SCHMD12172	MOUSE44201
OG0004171	SCHMD02047, SCHMD02605, SCHMD02048	MOUSE43265, MOUSE43264
OG0004176	SCHMD15010	MOUSE29683, MOUSE29686, MOUSE29687, MOUSE29685, MOUSE29684, MOUSE29681, MOUSE29682
OG0004178	SCHMD09644, SCHMD15102	MOUSE54367, MOUSE54362, MOUSE54363, MOUSE54364, MOUSE54361, MOUSE54365, MOUSE54366
OG0004179	SCHMD00790	MOUSE15065, MOUSE03901
OG0004181	SCHMD09842	MOUSE36500, MOUSE36498, MOUSE36497, MOUSE36501, MOUSE36499
OG0004186	SCHMD22129	MOUSE08238, MOUSE08239
OG0004188	SCHMD11027	MOUSE11735
OG0004190	SCHMD02151, SCHMD21121, SCHMD26044, SCHMD02152, SCHMD02153	MOUSE03765, MOUSE03766
OG0004198	SCHMD18242	MOUSE30465, MOUSE51798, MOUSE51799, MOUSE30466, MOUSE51800, MOUSE51797, MOUSE30464, MOUSE53159, MOUSE30467
OG0004215	SCHMD23456, SCHMD09930	MOUSE04644, MOUSE04645
OG0004216	SCHMD19294, SCHMD21480, SCHMD13603, SCHMD15045	MOUSE14315
OG0004217	SCHMD15443	MOUSE29608, MOUSE29607, MOUSE29605, MOUSE29609, MOUSE29606
OG0004219	SCHMD02021	MOUSE26374, MOUSE26373, MOUSE26372, MOUSE26375
OG0004220	SCHMD00817, SCHMD15893, SCHMD24221	MOUSE32294
OG0004222	SCHMD02604	MOUSE07263, MOUSE07265
OG0004223	SCHMD04451	MOUSE20000, MOUSE20002, MOUSE19997, MOUSE19998, MOUSE19999
OG0004227	SCHMD11794, SCHMD14206	MOUSE33778, MOUSE33777, MOUSE36136, MOUSE33779, MOUSE33776, MOUSE36135
OG0004228	SCHMD22945	MOUSE12646
OG0004229	SCHMD20367, SCHMD19492	MOUSE00997, MOUSE00996, MOUSE00995
OG0004230	SCHMD12329, SCHMD13516	MOUSE51030
OG0004231	SCHMD18343, SCHMD20951	MOUSE06022, MOUSE06023, MOUSE06024, MOUSE06019, MOUSE06020, MOUSE06021, MOUSE06018
OG0004232	SCHMD02245	MOUSE36556, MOUSE36555
OG0004233	SCHMD23521	MOUSE29462, MOUSE29461, MOUSE29463, MOUSE29464, MOUSE29465, MOUSE35017
OG0004235	SCHMD00900	MOUSE03742, MOUSE03743, MOUSE03741
OG0004236	SCHMD13419, SCHMD19318	MOUSE03079, MOUSE03080, MOUSE03082, MOUSE03081, MOUSE03083
OG0004239	SCHMD04162	MOUSE28573, MOUSE28574
OG0004240	SCHMD12624	MOUSE28038
OG0004241	SCHMD20634, SCHMD15365	MOUSE12604, MOUSE12603
OG0004243	SCHMD02806	MOUSE05781, MOUSE05780
OG0004244	SCHMD04165	MOUSE40608, MOUSE40606, MOUSE40607
OG0004246	SCHMD25240, SCHMD27704	MOUSE05249
OG0004247	SCHMD10596	MOUSE50555, MOUSE50557, MOUSE50558, MOUSE50559, MOUSE50556
OG0004249	SCHMD22417, SCHMD22418, SCHMD16976	MOUSE36763, MOUSE36762, MOUSE36761
OG0004250	SCHMD12623	MOUSE07478, MOUSE07477, MOUSE07475, MOUSE07479
OG0004250	SCHMD11164	MOUSE07476
OG0004251	SCHMD08633	MOUSE37097, MOUSE37098, MOUSE37099, MOUSE37096
OG0004252	SCHMD02811	MOUSE32135, MOUSE32137, MOUSE32136
OG0004253	SCHMD09205	MOUSE38017
OG0004254	SCHMD07480	MOUSE47893, MOUSE47895, MOUSE47891
OG0004255	SCHMD00865	MOUSE52729, MOUSE52728
OG0004257	SCHMD08129	MOUSE15260, MOUSE15269, MOUSE15262, MOUSE15267, MOUSE15270, MOUSE15271, MOUSE15258, MOUSE15256
OG0004258	SCHMD13122	MOUSE01268
OG0004259	SCHMD18232	MOUSE51558, MOUSE51557, MOUSE51556
OG0004260	SCHMD23376	MOUSE27705
OG0004261	SCHMD16623	MOUSE18953
OG0004262	SCHMD16537	MOUSE07852, MOUSE07848, MOUSE07849, MOUSE07847, MOUSE07846, MOUSE07845, MOUSE07850, MOUSE07851
OG0004264	SCHMD15848	MOUSE47779
OG0004265	SCHMD14398	MOUSE31256, MOUSE31255, MOUSE31257, MOUSE31254
OG0004267	SCHMD14468	MOUSE41756
OG0004268	SCHMD24258, SCHMD19847	MOUSE43767
OG0004269	SCHMD06048	MOUSE21279
OG0004270	SCHMD06231	MOUSE30646, MOUSE30645, MOUSE30642, MOUSE30643
OG0004273	SCHMD15470	MOUSE03740, MOUSE03739
OG0004276	SCHMD07052	MOUSE13591
OG0004278	SCHMD07808	MOUSE32307, MOUSE32308
OG0004279	SCHMD09109	MOUSE32542, MOUSE32541, MOUSE32540
OG0004281	SCHMD15072	MOUSE15894
OG0004285	SCHMD08317, SCHMD00052	MOUSE09549, MOUSE09548
OG0004287	SCHMD02791	MOUSE07179, MOUSE07178, MOUSE07180, MOUSE07181, MOUSE07182
OG0004288	SCHMD04750	MOUSE13242, MOUSE13240, MOUSE13241
OG0004289	SCHMD10655	MOUSE11686
OG0004291	SCHMD11768, SCHMD11769	MOUSE49955
OG0004292	SCHMD02072	MOUSE22126
OG0004294	SCHMD06402	MOUSE45827, MOUSE45825, MOUSE45826, MOUSE23646
OG0004295	SCHMD05170	MOUSE01536
OG0004295	SCHMD05171	MOUSE01537
OG0004295	SCHMD05169	MOUSE01535
OG0004296	SCHMD13298	MOUSE36887, MOUSE36888, MOUSE36886
OG0004297	SCHMD13807, SCHMD28076, SCHMD24237, SCHMD14756, SCHMD24236	MOUSE17548, MOUSE17547
OG0004301	SCHMD11559, SCHMD11558, SCHMD21370	MOUSE20508, MOUSE20509
OG0004302	SCHMD10637, SCHMD22462	MOUSE10622
OG0004304	SCHMD17338	MOUSE37269, MOUSE37270, MOUSE37272, MOUSE37273, MOUSE37268, MOUSE37271
OG0004306	SCHMD09232	MOUSE09331
OG0004307	SCHMD20615	MOUSE06376
OG0004308	SCHMD08570	MOUSE54690
OG0004309	SCHMD11977, SCHMD17117	MOUSE41163
OG0004310	SCHMD15088	MOUSE30195, MOUSE48396, MOUSE48397
OG0004312	SCHMD10505	MOUSE24379
OG0004316	SCHMD07217	MOUSE38348, MOUSE38353, MOUSE29532, MOUSE38350, MOUSE29529, MOUSE29530
OG0004317	SCHMD03544	MOUSE37915, MOUSE37917, MOUSE37918
OG0004318	SCHMD07900	MOUSE06386, MOUSE06388, MOUSE06387
OG0004321	SCHMD00773, SCHMD22413	MOUSE01005, MOUSE01006, MOUSE01004, MOUSE01007
OG0004322	SCHMD06269, SCHMD13954	MOUSE09310, MOUSE09311, MOUSE09309, MOUSE09312
OG0004324	SCHMD07700	MOUSE30540, MOUSE29117, MOUSE30541
OG0004327	SCHMD11268	MOUSE45352, MOUSE45353, MOUSE45351, MOUSE45350
OG0004328	SCHMD18966, SCHMD09751	MOUSE28525, MOUSE28526
OG0004330	SCHMD03763	MOUSE11737, MOUSE11736, MOUSE11739, MOUSE11738
OG0004331	SCHMD28298, SCHMD09132	MOUSE07090, MOUSE07087, MOUSE07083, MOUSE07084
OG0004332	SCHMD00454	MOUSE51034, MOUSE51033, MOUSE51031
OG0004334	SCHMD10101	MOUSE33467, MOUSE33466
OG0004335	SCHMD29412, SCHMD27303, SCHMD29473, SCHMD29279, SCHMD29277	MOUSE48742
OG0004338	SCHMD11859, SCHMD21650, SCHMD20028	MOUSE45178, MOUSE45179, MOUSE45180
OG0004341	SCHMD09660, SCHMD01095	MOUSE05911, MOUSE05910, MOUSE05912
OG0004343	SCHMD15843, SCHMD14248	MOUSE46771
OG0004344	SCHMD12044	MOUSE55065, MOUSE30119, MOUSE55066, MOUSE55068, MOUSE55063
OG0004347	SCHMD25637, SCHMD11463	MOUSE01127, MOUSE38022, MOUSE38020
OG0004348	SCHMD00729	MOUSE53695, MOUSE53694, MOUSE53693
OG0004350	SCHMD16920, SCHMD07665	MOUSE02258, MOUSE02259, MOUSE02261, MOUSE02262, MOUSE02260, MOUSE02263, MOUSE02255, MOUSE02256, MOUSE18112
OG0004351	SCHMD12829	MOUSE41483, MOUSE41484, MOUSE41482
OG0004352	SCHMD11224	MOUSE22864, MOUSE22867, MOUSE41445, MOUSE41441, MOUSE41442, MOUSE41443, MOUSE41444
OG0004353	SCHMD21824, SCHMD16507	MOUSE41472, MOUSE41471
OG0004354	SCHMD15589	MOUSE02755, MOUSE02756
OG0004356	SCHMD20562, SCHMD06947, SCHMD21754, SCHMD15066, SCHMD01266, SCHMD06886	MOUSE15442
OG0004358	SCHMD26102, SCHMD07557	MOUSE40773, MOUSE40771, MOUSE40770
OG0004359	SCHMD05503	MOUSE55135, MOUSE11309, MOUSE11310, MOUSE55133, MOUSE55132
OG0004360	SCHMD05210	MOUSE03721, MOUSE03720, MOUSE03719
OG0004362	SCHMD14598, SCHMD12685	MOUSE05512, MOUSE05511, MOUSE10972, MOUSE10971
OG0004364	SCHMD10178, SCHMD08238, SCHMD20097	MOUSE35772
OG0004365	SCHMD14299	MOUSE51413
OG0004367	SCHMD09384	MOUSE18216
OG0004368	SCHMD06787, SCHMD28933	MOUSE24232, MOUSE17646, MOUSE17643
OG0004369	SCHMD13900	MOUSE25297, MOUSE25296
OG0004370	SCHMD05486	MOUSE38443, MOUSE38444, MOUSE38442, MOUSE38441, MOUSE38440
OG0004373	SCHMD15692	MOUSE33705, MOUSE33704, MOUSE33706, MOUSE33703, MOUSE33708, MOUSE33707
OG0004374	SCHMD08647	MOUSE05859
OG0004376	SCHMD24005, SCHMD12717	MOUSE38008, MOUSE02770, MOUSE02768
OG0004376	SCHMD26494	MOUSE02769
OG0004377	SCHMD00654, SCHMD00288	MOUSE32267, MOUSE32266, MOUSE32265
OG0004378	SCHMD13186, SCHMD15248	MOUSE04545, MOUSE04543, MOUSE04542, MOUSE04544, MOUSE04546, MOUSE04547, MOUSE04549, MOUSE04550
OG0004379	SCHMD09241	MOUSE44206, MOUSE44207, MOUSE41930
OG0004380	SCHMD09830	MOUSE23529, MOUSE23527, MOUSE23526, MOUSE41927
OG0004381	SCHMD03449, SCHMD12586, SCHMD17726, SCHMD12588, SCHMD03448, SCHMD12587, SCHMD17725, SCHMD03446, SCHMD03447	MOUSE30487, MOUSE30486
OG0004382	SCHMD20602, SCHMD02352	MOUSE10343, MOUSE10344, MOUSE10341, MOUSE10346, MOUSE10345, MOUSE10342, MOUSE10347
OG0004390	SCHMD22900	MOUSE23819, MOUSE23821, MOUSE23820
OG0004392	SCHMD01600	MOUSE00907, MOUSE00906
OG0004393	SCHMD23967, SCHMD19706	MOUSE21203
OG0004394	SCHMD15505	MOUSE54724
OG0004395	SCHMD13388	MOUSE02301
OG0004396	SCHMD06052	MOUSE34518, MOUSE34517, MOUSE34514
OG0004397	SCHMD22336	MOUSE43697, MOUSE19003, MOUSE19004
OG0004398	SCHMD28590, SCHMD27345, SCHMD13804	MOUSE00015, MOUSE00014
OG0004399	SCHMD04230	MOUSE40991, MOUSE14401
OG0004401	SCHMD20662, SCHMD11285, SCHMD22919, SCHMD21724, SCHMD27157	MOUSE07626, MOUSE53866
OG0004403	SCHMD15173, SCHMD28843	MOUSE44867, MOUSE44868, MOUSE44866
OG0004404	SCHMD02644, SCHMD04995	MOUSE49452, MOUSE51622
OG0004405	SCHMD05548, SCHMD03220	MOUSE54239
OG0004407	SCHMD00293	MOUSE07696, MOUSE07698, MOUSE07695, MOUSE07703, MOUSE07700, MOUSE07699, MOUSE07697
OG0004408	SCHMD17516	MOUSE45142
OG0004409	SCHMD04463	MOUSE40858, MOUSE14508
OG0004413	SCHMD09094	MOUSE40999
OG0004415	SCHMD23101	MOUSE35178, MOUSE35179, MOUSE35177, MOUSE15170
OG0004415	SCHMD14463	MOUSE35180
OG0004417	SCHMD11303	MOUSE33215, MOUSE33216, MOUSE48020
OG0004418	SCHMD18151, SCHMD12683	MOUSE10088
OG0004420	SCHMD21338, SCHMD16051, SCHMD25182	MOUSE35016, MOUSE35015, MOUSE15546
OG0004421	SCHMD29095, SCHMD18163, SCHMD28625, SCHMD20900	MOUSE52589, MOUSE52590, MOUSE52593, MOUSE52592, MOUSE52591
OG0004422	SCHMD03253	MOUSE51741, MOUSE51740, MOUSE10312
OG0004423	SCHMD06625, SCHMD29397	MOUSE08973
OG0004424	SCHMD16178, SCHMD07772	MOUSE40942, MOUSE40939, MOUSE40940
OG0004425	SCHMD11792, SCHMD05073, SCHMD12434	MOUSE53270, MOUSE53269, MOUSE05481, MOUSE05480, MOUSE05482
OG0004426	SCHMD14134, SCHMD13488	MOUSE43282, MOUSE11723, MOUSE11724, MOUSE11722, MOUSE11721, MOUSE43284, MOUSE43281, MOUSE43283
OG0004427	SCHMD23421, SCHMD22702, SCHMD16585	MOUSE27811
OG0004459	SCHMD11611	MOUSE21393, MOUSE21392
OG0004460	SCHMD02836	MOUSE23588
OG0004462	SCHMD02862, SCHMD02861, SCHMD02863	MOUSE47590, MOUSE47588
OG0004463	SCHMD15649, SCHMD27866	MOUSE03976, MOUSE03975, MOUSE03974
OG0004465	SCHMD05636	MOUSE00406, MOUSE00407, MOUSE00408
OG0004467	SCHMD25583	MOUSE37804
OG0004472	SCHMD10150	MOUSE39321, MOUSE39322, MOUSE39320
OG0004474	SCHMD16777	MOUSE35097, MOUSE35096
OG0004479	SCHMD18395, SCHMD16681, SCHMD28653	MOUSE19708, MOUSE19711, MOUSE19710, MOUSE19709, MOUSE19707
OG0004480	SCHMD08179	MOUSE17373
OG0004484	SCHMD05719, SCHMD12798	MOUSE35136, MOUSE35133, MOUSE35137, MOUSE35134
OG0004486	SCHMD01167	MOUSE13910, MOUSE13909, MOUSE13911
OG0004487	SCHMD24442, SCHMD16447	MOUSE36553, MOUSE36554
OG0004488	SCHMD26474	MOUSE51946, MOUSE30397, MOUSE30398
OG0004489	SCHMD27568, SCHMD15864, SCHMD13491	MOUSE40965, MOUSE40964, MOUSE40963
OG0004490	SCHMD17389, SCHMD11597	MOUSE44146, MOUSE44143, MOUSE44144, MOUSE44145, MOUSE44142
OG0004492	SCHMD04733	MOUSE47080
OG0004495	SCHMD01719	MOUSE37075, MOUSE37073, MOUSE37072, MOUSE37074
OG0004496	SCHMD26140, SCHMD14189	MOUSE15868, MOUSE15869
OG0004498	SCHMD04342	MOUSE52472, MOUSE52473, MOUSE52469, MOUSE52470
OG0004499	SCHMD03412, SCHMD12382	MOUSE24764, MOUSE07719
OG0004500	SCHMD11617	MOUSE12698
OG0004501	SCHMD07977	MOUSE34348, MOUSE34347, MOUSE34342, MOUSE34343, MOUSE34344, MOUSE34341
OG0004503	SCHMD16736, SCHMD23538	MOUSE31569
OG0004505	SCHMD09314	MOUSE26585
OG0004509	SCHMD17345, SCHMD26727	MOUSE24194
OG0004510	SCHMD20341	MOUSE55372
OG0004511	SCHMD28314	MOUSE15218, MOUSE04679
OG0004512	SCHMD07187, SCHMD09103	MOUSE27489, MOUSE27490, MOUSE27488
OG0004513	SCHMD00064, SCHMD04110	MOUSE37495, MOUSE37494, MOUSE37496
OG0004514	SCHMD05036	MOUSE02680, MOUSE02678, MOUSE02679, MOUSE02681, MOUSE02682
OG0004515	SCHMD02738	MOUSE46775, MOUSE46774
OG0004516	SCHMD11182, SCHMD05663, SCHMD11181, SCHMD22539	MOUSE04945
OG0004517	SCHMD21774, SCHMD18540, SCHMD24465, SCHMD24464	MOUSE06077, MOUSE06078
OG0004520	SCHMD11457	MOUSE15698
OG0004522	SCHMD08563	MOUSE09222, MOUSE09221, MOUSE52042
OG0004523	SCHMD00984	MOUSE30302, MOUSE30301, MOUSE30300, MOUSE30303, MOUSE30296, MOUSE30295, MOUSE30299, MOUSE30297, MOUSE30298
OG0004524	SCHMD06007	MOUSE48686
OG0004526	SCHMD08991, SCHMD13091	MOUSE25454, MOUSE25455
OG0004526	SCHMD13090	MOUSE25451, MOUSE25449, MOUSE25453
OG0004529	SCHMD01565	MOUSE52044, MOUSE52046, MOUSE52045, MOUSE52043
OG0004530	SCHMD02115	MOUSE54959, MOUSE55376, MOUSE55375
OG0004532	SCHMD21409, SCHMD24151	MOUSE03141, MOUSE03139, MOUSE03142
OG0004532	SCHMD24564	MOUSE03143, MOUSE03137, MOUSE03138
OG0004535	SCHMD20791, SCHMD04354, SCHMD12750, SCHMD07827, SCHMD26230	MOUSE43371, MOUSE43372, MOUSE43370
OG0004539	SCHMD09009	MOUSE18812, MOUSE18811, MOUSE07825, MOUSE07824
OG0004542	SCHMD08621	MOUSE14243, MOUSE14246, MOUSE14244, MOUSE14247, MOUSE14245
OG0004543	SCHMD00021	MOUSE05279, MOUSE05280
OG0004546	SCHMD10690, SCHMD06743, SCHMD14412	MOUSE10351, MOUSE09030, MOUSE17546, MOUSE17545
OG0004548	SCHMD01586	MOUSE23736, MOUSE23734, MOUSE23733, MOUSE23735
OG0004549	SCHMD23062	MOUSE44343, MOUSE44342, MOUSE44338, MOUSE44341, MOUSE44340, MOUSE44339
OG0004551	SCHMD02466	MOUSE17104
OG0004552	SCHMD05280	MOUSE04060, MOUSE04063, MOUSE04061, MOUSE04064, MOUSE04062
OG0004554	SCHMD14759, SCHMD27571	MOUSE06787
OG0004554	SCHMD01446, SCHMD22543	MOUSE06789, MOUSE06790, MOUSE06788
OG0004555	SCHMD01126	MOUSE09124, MOUSE09123
OG0004558	SCHMD23563	MOUSE34435, MOUSE34432, MOUSE34434, MOUSE34433, MOUSE34440
OG0004559	SCHMD09022	MOUSE06487, MOUSE06488
OG0004563	SCHMD12226	MOUSE37300
OG0004563	SCHMD12225, SCHMD21042, SCHMD07807	MOUSE37301
OG0004564	SCHMD06864, SCHMD16273	MOUSE24522, MOUSE24524, MOUSE24523
OG0004565	SCHMD06237	MOUSE24703, MOUSE24702
OG0004567	SCHMD08103	MOUSE06757
OG0004568	SCHMD00415	MOUSE07296
OG0004569	SCHMD07227	MOUSE15216, MOUSE15215
OG0004570	SCHMD10693	MOUSE18784, MOUSE11740, MOUSE11741
OG0004572	SCHMD00027	MOUSE21647, MOUSE21648
OG0004573	SCHMD24195, SCHMD13279	MOUSE04827, MOUSE51637, MOUSE04825
OG0004577	SCHMD27308, SCHMD07121, SCHMD07120	MOUSE11989
OG0004578	SCHMD13522, SCHMD10265	MOUSE25491, MOUSE15758, MOUSE25492
OG0004579	SCHMD05858	MOUSE01984, MOUSE01982, MOUSE01983, MOUSE01981
OG0004581	SCHMD06969	MOUSE53780
OG0004583	SCHMD18243, SCHMD12573	MOUSE00291, MOUSE21444, MOUSE00290, MOUSE00292
OG0004586	SCHMD10991, SCHMD09342	MOUSE39612, MOUSE39613, MOUSE39610, MOUSE39611
OG0004590	SCHMD02645, SCHMD02084	MOUSE38216, MOUSE38218
OG0004592	SCHMD21981, SCHMD24746	MOUSE48021
OG0004595	SCHMD23529, SCHMD18234	MOUSE05682, MOUSE05683, MOUSE35494, MOUSE35493, MOUSE35492, MOUSE35491
OG0004599	SCHMD16295, SCHMD15643, SCHMD19967	MOUSE10638, MOUSE10637, MOUSE10639
OG0004600	SCHMD10479	MOUSE25947, MOUSE25953, MOUSE25951, MOUSE25955, MOUSE25950, MOUSE25954, MOUSE25952, MOUSE25948, MOUSE25949
OG0004602	SCHMD00904	MOUSE06484, MOUSE06485, MOUSE06483, MOUSE06486
OG0004603	SCHMD09121, SCHMD04362	MOUSE14937, MOUSE14943, MOUSE14941, MOUSE14942, MOUSE14940, MOUSE14939, MOUSE14938
OG0004605	SCHMD16312, SCHMD16314	MOUSE16937, MOUSE16936
OG0004606	SCHMD04125, SCHMD12842	MOUSE28405, MOUSE28406, MOUSE28401, MOUSE28404, MOUSE28407, MOUSE28399, MOUSE28403, MOUSE28402, MOUSE28409
OG0004607	SCHMD04747, SCHMD24317	MOUSE02781, MOUSE04854, MOUSE04855
OG0004608	SCHMD24531	MOUSE28098
OG0004608	SCHMD11307	MOUSE28097
OG0004609	SCHMD12031, SCHMD13204	MOUSE43690, MOUSE04669
OG0004610	SCHMD04931	MOUSE44865
OG0004612	SCHMD00076	MOUSE39006, MOUSE39003, MOUSE39004, MOUSE39005
OG0004614	SCHMD21793, SCHMD24411	MOUSE20091, MOUSE20142
OG0004616	SCHMD28217	MOUSE26446, MOUSE26447, MOUSE26445
OG0004619	SCHMD07738	MOUSE05726, MOUSE05728, MOUSE05725
OG0004621	SCHMD02131	MOUSE40863, MOUSE40865, MOUSE40864
OG0004622	SCHMD07163	MOUSE32678, MOUSE32677
OG0004623	SCHMD29595	MOUSE12707
OG0004626	SCHMD11167, SCHMD21056, SCHMD25126	MOUSE43681
OG0004629	SCHMD28937, SCHMD22436	MOUSE25906
OG0004630	SCHMD19924, SCHMD19158	MOUSE32221, MOUSE32220
OG0004631	SCHMD23492	MOUSE32734
OG0004632	SCHMD10538, SCHMD22511, SCHMD29376	MOUSE15791, MOUSE15792
OG0004633	SCHMD08375	MOUSE23098, MOUSE23100, MOUSE23099
OG0004634	SCHMD05432	MOUSE03943, MOUSE03942
OG0004635	SCHMD03118	MOUSE43836, MOUSE43835, MOUSE43838, MOUSE43840, MOUSE43837, MOUSE43841
OG0004638	SCHMD03884	MOUSE42272, MOUSE42273
OG0004639	SCHMD11835	MOUSE25719, MOUSE25720, MOUSE25718
OG0004643	SCHMD12179	MOUSE38294, MOUSE38298, MOUSE38297, MOUSE38296, MOUSE38293, MOUSE38295
OG0004646	SCHMD02650	MOUSE48480, MOUSE48481, MOUSE48478, MOUSE48479
OG0004648	SCHMD22597, SCHMD14009	MOUSE18454, MOUSE18802, MOUSE14540, MOUSE14646
OG0004649	SCHMD11982	MOUSE04962, MOUSE04963
OG0004651	SCHMD12856	MOUSE40961, MOUSE40960, MOUSE40959
OG0004652	SCHMD09910, SCHMD14465	MOUSE53863, MOUSE08801
OG0004654	SCHMD11590	MOUSE44118, MOUSE44116, MOUSE44117
OG0004655	SCHMD10685	MOUSE44191, MOUSE44190, MOUSE44192, MOUSE44193, MOUSE44195, MOUSE44194, MOUSE44189
OG0004657	SCHMD24003, SCHMD14727	MOUSE38329
OG0004662	SCHMD23223, SCHMD01585	MOUSE07471, MOUSE07472, MOUSE48018, MOUSE07474, MOUSE07473
OG0004663	SCHMD03596	MOUSE04803, MOUSE04804
OG0004664	SCHMD07541	MOUSE29758
OG0004664	SCHMD07542, SCHMD10324	MOUSE29757, MOUSE29756
OG0004665	SCHMD11600, SCHMD08997	MOUSE22107, MOUSE22106, MOUSE22105, MOUSE22104, MOUSE22103
OG0004666	SCHMD15089	MOUSE22029, MOUSE22030, MOUSE22031, MOUSE51295, MOUSE51296
OG0004668	SCHMD00802	MOUSE24826
OG0004669	SCHMD05517	MOUSE03196, MOUSE43252
OG0004670	SCHMD20695, SCHMD17163	MOUSE05577, MOUSE05576, MOUSE05574, MOUSE05575, MOUSE05579, MOUSE05578
OG0004671	SCHMD02955, SCHMD02956, SCHMD04859	MOUSE04678
