Orthogroup	SCHMD	CAPO3
OG0005824	SCHMD01009	CAPO303629
OG0005828	SCHMD21164, SCHMD18882	CAPO303954
OG0005831	SCHMD04560	CAPO302864
OG0005835	SCHMD06972	CAPO306285
OG0005837	SCHMD28753	CAPO300250
OG0005840	SCHMD07247	CAPO305424
OG0005842	SCHMD15622	CAPO304596
OG0005843	SCHMD06491	CAPO307528
OG0005845	SCHMD05449	CAPO307070
OG0005847	SCHMD07318, SCHMD14907	CAPO305680
OG0005848	SCHMD10194, SCHMD07261	CAPO307829
OG0005849	SCHMD07252	CAPO303230
OG0005850	SCHMD04093	CAPO307194
OG0005851	SCHMD25831, SCHMD26851	CAPO302674
OG0005852	SCHMD02557	CAPO306738
OG0005853	SCHMD29663, SCHMD04997	CAPO305397
OG0005856	SCHMD06135	CAPO308178
OG0005858	SCHMD20485	CAPO305203
OG0005859	SCHMD08568, SCHMD09228	CAPO307160
OG0005860	SCHMD03591	CAPO300029
OG0005863	SCHMD02497	CAPO304301
OG0005864	SCHMD10925	CAPO301932
OG0005865	SCHMD16590, SCHMD23703, SCHMD10054	CAPO303346
OG0005866	SCHMD03734	CAPO302021
OG0005869	SCHMD26507, SCHMD23591	CAPO305217
OG0005870	SCHMD09476	CAPO305120
OG0005874	SCHMD05420	CAPO301503
OG0005875	SCHMD00264	CAPO307256
OG0005876	SCHMD17997, SCHMD16591	CAPO301107
OG0005877	SCHMD25314	CAPO303218
OG0005880	SCHMD29444, SCHMD13249, SCHMD04126	CAPO303914
OG0005884	SCHMD11959, SCHMD17761	CAPO302326
OG0005886	SCHMD18383	CAPO302755
OG0005887	SCHMD01687	CAPO307435, CAPO303666
OG0005888	SCHMD13482	CAPO305237
OG0005889	SCHMD11972	CAPO306476
OG0005890	SCHMD09184, SCHMD12140	CAPO303293
OG0005892	SCHMD08931, SCHMD12929	CAPO304793
OG0005897	SCHMD08042	CAPO306226
OG0005899	SCHMD12882, SCHMD12880	CAPO306295
OG0005901	SCHMD15462	CAPO307343
OG0005903	SCHMD00050	CAPO306042
OG0005909	SCHMD20781	CAPO304980
OG0005910	SCHMD09520, SCHMD06408	CAPO304445
OG0005918	SCHMD16076, SCHMD19461	CAPO304132
OG0005919	SCHMD29519, SCHMD28024, SCHMD21180, SCHMD24140, SCHMD26763	CAPO301677
OG0005921	SCHMD20283	CAPO301707
OG0005922	SCHMD00392	CAPO301561
OG0005923	SCHMD07170	CAPO302607
OG0005924	SCHMD04645, SCHMD07545	CAPO300900
OG0005926	SCHMD04836	CAPO306981
OG0005929	SCHMD10353, SCHMD25481, SCHMD18026	CAPO308208
OG0005932	SCHMD11131, SCHMD00511	CAPO300797
OG0005933	SCHMD09471	CAPO301858
OG0005936	SCHMD24148, SCHMD16917	CAPO302424
OG0005937	SCHMD13453	CAPO304550
OG0005940	SCHMD20079	CAPO300232
OG0005942	SCHMD23166	CAPO305649
OG0005946	SCHMD17764, SCHMD14112	CAPO302043
OG0005947	SCHMD04554	CAPO308067, CAPO304545
OG0005949	SCHMD04688	CAPO305776
OG0005950	SCHMD24842	CAPO302730
OG0005952	SCHMD14057	CAPO302748
OG0005955	SCHMD28997	CAPO308169
OG0005959	SCHMD19013	CAPO303727
OG0005965	SCHMD08437	CAPO304971
OG0005966	SCHMD21323, SCHMD27755	CAPO303149
OG0005967	SCHMD05472	CAPO304145
OG0005969	SCHMD09557	CAPO304815
OG0005970	SCHMD01213	CAPO300012
OG0005973	SCHMD13962	CAPO301806
OG0005974	SCHMD07776	CAPO300269
OG0005977	SCHMD05710, SCHMD05711	CAPO302621
OG0005978	SCHMD07295, SCHMD07297	CAPO302579
OG0005982	SCHMD25871, SCHMD22233	CAPO302153
OG0005984	SCHMD15039, SCHMD22394	CAPO303854
OG0005986	SCHMD08044	CAPO306131
OG0005987	SCHMD00944	CAPO307262
OG0005989	SCHMD16692, SCHMD13968, SCHMD16691	CAPO304449
OG0005991	SCHMD29601	CAPO304070
OG0005993	SCHMD11427, SCHMD18715	CAPO301813
OG0005998	SCHMD02380, SCHMD09950	CAPO304281
OG0006000	SCHMD01538	CAPO304784
OG0006001	SCHMD09797, SCHMD09796	CAPO300287
OG0006002	SCHMD10400, SCHMD03942	CAPO300104
OG0006003	SCHMD28801, SCHMD05202	CAPO307004
OG0006005	SCHMD22182, SCHMD08878	CAPO300498
OG0006009	SCHMD19529	CAPO302680
OG0006011	SCHMD19974, SCHMD20066	CAPO305929
OG0006012	SCHMD04480, SCHMD08297, SCHMD18940	CAPO306003
OG0006031	SCHMD16657	CAPO307805
OG0006062	SCHMD23812, SCHMD24107	CAPO305933
OG0006063	SCHMD23310, SCHMD03030	CAPO300774
OG0006064	SCHMD10442	CAPO304870
OG0006065	SCHMD02636	CAPO301967
OG0006066	SCHMD10156	CAPO300852
OG0006069	SCHMD21283, SCHMD11183, SCHMD05080	CAPO305608
OG0006073	SCHMD06388	CAPO303232
OG0006074	SCHMD10253	CAPO305192
OG0006075	SCHMD09391	CAPO300591
OG0006079	SCHMD04495, SCHMD03358, SCHMD04497	CAPO300122
OG0006081	SCHMD03767, SCHMD03768	CAPO304015
OG0006084	SCHMD04050	CAPO303975
OG0006085	SCHMD06820, SCHMD25134	CAPO306971
OG0006087	SCHMD02837	CAPO307633
OG0006094	SCHMD22247, SCHMD00777, SCHMD21575	CAPO301083
OG0006095	SCHMD01933	CAPO308333, CAPO301147
OG0006097	SCHMD02082	CAPO305425
OG0006098	SCHMD03761	CAPO300607
OG0006101	SCHMD20998, SCHMD13053	CAPO301377
OG0006106	SCHMD07924	CAPO301749
OG0006108	SCHMD01135	CAPO302650
OG0006111	SCHMD21835, SCHMD08002	CAPO304724
OG0006113	SCHMD19939, SCHMD12223	CAPO307626
OG0006115	SCHMD11076, SCHMD17247	CAPO306466
OG0006116	SCHMD23071, SCHMD20841	CAPO304187
OG0006118	SCHMD01132	CAPO306890
OG0006119	SCHMD11970	CAPO305308
OG0006121	SCHMD07418	CAPO308090
OG0006122	SCHMD04954, SCHMD29174, SCHMD29768	CAPO302744
OG0006124	SCHMD06412	CAPO304805
OG0006125	SCHMD18618	CAPO306355
OG0006127	SCHMD21305	CAPO301362
OG0006128	SCHMD10897	CAPO301150
OG0006129	SCHMD29479, SCHMD20406, SCHMD23249	CAPO300938
OG0006134	SCHMD03678	CAPO307652
OG0006136	SCHMD24287, SCHMD09864	CAPO304577
OG0006137	SCHMD12111, SCHMD06962	CAPO303566
OG0006141	SCHMD14525	CAPO302378
OG0006144	SCHMD00428, SCHMD04861	CAPO307727
OG0006145	SCHMD01605	CAPO304370
OG0006147	SCHMD22070	CAPO306222
OG0006148	SCHMD13560, SCHMD22230	CAPO302407
OG0006152	SCHMD06866	CAPO306493
OG0006153	SCHMD01641	CAPO305107
OG0006155	SCHMD16795, SCHMD26962	CAPO301956
OG0006156	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937	CAPO304652
OG0006158	SCHMD08900	CAPO307937
OG0006159	SCHMD22266	CAPO307030
OG0006160	SCHMD05454	CAPO304978
OG0006164	SCHMD06001	CAPO307640
OG0006168	SCHMD15829, SCHMD10612, SCHMD12485	CAPO306154
OG0006169	SCHMD26206, SCHMD19096, SCHMD23567	CAPO305149
OG0006177	SCHMD21293	CAPO306017
OG0006178	SCHMD24387	CAPO304841
OG0006180	SCHMD14399, SCHMD04884	CAPO303592, CAPO308064
OG0006181	SCHMD26424, SCHMD08051, SCHMD08084	CAPO308207
OG0006183	SCHMD16780, SCHMD11899	CAPO306749
OG0006185	SCHMD16220, SCHMD19381	CAPO301640
OG0006186	SCHMD00394	CAPO304672
OG0006187	SCHMD19315, SCHMD19316, SCHMD07885	CAPO303722
OG0006188	SCHMD05423	CAPO307979
OG0006191	SCHMD07313	CAPO301907
OG0006192	SCHMD08338, SCHMD08339	CAPO308099
OG0006196	SCHMD07677, SCHMD07676	CAPO304854
OG0006198	SCHMD06672, SCHMD06669, SCHMD06670	CAPO306368
OG0006199	SCHMD04415, SCHMD04413	CAPO307861
OG0006202	SCHMD08868	CAPO307311
OG0006204	SCHMD16863	CAPO307074
OG0006205	SCHMD14314	CAPO306928
OG0006209	SCHMD08326, SCHMD23138	CAPO303208
OG0006216	SCHMD09510	CAPO304328
OG0006224	SCHMD09262, SCHMD00470	CAPO304007
OG0006225	SCHMD06338	CAPO307529
OG0006226	SCHMD17067, SCHMD16763	CAPO303955
OG0006227	SCHMD16189, SCHMD22872, SCHMD24494	CAPO304192
OG0006229	SCHMD17318, SCHMD23866	CAPO306729
OG0006230	SCHMD02493	CAPO303003
OG0006233	SCHMD06976, SCHMD06979, SCHMD25784, SCHMD06980	CAPO307263
OG0006234	SCHMD13683, SCHMD14118	CAPO305546
OG0006235	SCHMD04538	CAPO300217
OG0006239	SCHMD01406	CAPO305262
OG0006245	SCHMD05704	CAPO307777
OG0006248	SCHMD12206, SCHMD10060	CAPO307601
OG0006249	SCHMD14060, SCHMD13478, SCHMD08757	CAPO304667
OG0006250	SCHMD16390	CAPO301165
OG0006250	SCHMD23921	CAPO306538
OG0006252	SCHMD16745, SCHMD16993	CAPO304131
OG0006253	SCHMD09135	CAPO307341
OG0006254	SCHMD04705, SCHMD29411	CAPO305073
OG0006258	SCHMD05887	CAPO300398
OG0006260	SCHMD09985, SCHMD17439	CAPO300587
OG0006261	SCHMD24384	CAPO305676
OG0006263	SCHMD00121	CAPO307994
OG0006267	SCHMD03685	CAPO300629
OG0006268	SCHMD06847	CAPO305663
OG0006271	SCHMD07857	CAPO306714
OG0006275	SCHMD29462, SCHMD24813, SCHMD16649	CAPO304219
OG0006277	SCHMD24774	CAPO307602
OG0006279	SCHMD04231	CAPO307288
OG0006280	SCHMD15524, SCHMD19210	CAPO308182
OG0006281	SCHMD02340	CAPO302129
OG0006284	SCHMD20607, SCHMD19598	CAPO301681
OG0006285	SCHMD01607, SCHMD01606	CAPO301258
OG0006286	SCHMD01297, SCHMD01298	CAPO304212
OG0006287	SCHMD02772, SCHMD02771	CAPO302795
OG0006289	SCHMD08039	CAPO306652
OG0006291	SCHMD09043	CAPO308081
OG0006293	SCHMD16297	CAPO307067
OG0006294	SCHMD15450, SCHMD16229	CAPO301151
OG0006295	SCHMD02966	CAPO307143
OG0006297	SCHMD09759	CAPO301937
OG0006298	SCHMD01046, SCHMD24624	CAPO306805
OG0006301	SCHMD09923	CAPO306072
OG0006305	SCHMD12627	CAPO303850
OG0006306	SCHMD12510, SCHMD15396	CAPO303905
OG0006309	SCHMD24369, SCHMD08923	CAPO304441
OG0006311	SCHMD23312	CAPO300748
OG0006313	SCHMD09169	CAPO306539
OG0006314	SCHMD08096	CAPO308085, CAPO301326
OG0006315	SCHMD29837	CAPO305862
OG0006319	SCHMD10541, SCHMD13166	CAPO306239
OG0006322	SCHMD10221	CAPO305971
OG0006323	SCHMD04105	CAPO300361
OG0006329	SCHMD03462, SCHMD08342	CAPO306283
OG0006330	SCHMD08411, SCHMD08412	CAPO301590
OG0006331	SCHMD09182, SCHMD12138	CAPO301721
OG0006332	SCHMD14581	CAPO306802, CAPO306801
OG0006334	SCHMD05752, SCHMD05753	CAPO302140
OG0006335	SCHMD11650, SCHMD08469	CAPO305790
OG0006340	SCHMD19432	CAPO306725
OG0006341	SCHMD05125	CAPO303256
OG0006344	SCHMD21084, SCHMD09358	CAPO307345
OG0006346	SCHMD01626	CAPO305832
OG0006347	SCHMD07723	CAPO305184
OG0006349	SCHMD05182	CAPO304057
OG0006350	SCHMD09296	CAPO302433
OG0006352	SCHMD07373	CAPO301346
OG0006353	SCHMD10639	CAPO301517
OG0006360	SCHMD08060	CAPO304103
OG0006362	SCHMD03337	CAPO308308
OG0006363	SCHMD19238	CAPO301002
OG0006365	SCHMD14860	CAPO300671
OG0006370	SCHMD28920	CAPO300348
OG0006372	SCHMD07447	CAPO304608
OG0006375	SCHMD00652	CAPO306256
OG0006377	SCHMD10116	CAPO307494
OG0006378	SCHMD10668, SCHMD11255	CAPO304918
OG0006381	SCHMD24227, SCHMD16114	CAPO301472
OG0006383	SCHMD26033, SCHMD18774	CAPO303174
OG0006386	SCHMD13835, SCHMD19804	CAPO303165
OG0006387	SCHMD14692	CAPO306319
OG0006392	SCHMD15116, SCHMD12579	CAPO305806
OG0006395	SCHMD08199	CAPO300149
OG0006399	SCHMD08267	CAPO304307
OG0006443	SCHMD12255, SCHMD24636, SCHMD25778	CAPO300234
OG0006448	SCHMD18654	CAPO301094
OG0006449	SCHMD06362	CAPO305961
OG0006456	SCHMD11711, SCHMD17298, SCHMD12535	CAPO300992
OG0006457	SCHMD16313	CAPO306648
OG0006459	SCHMD21368	CAPO307843
OG0006460	SCHMD24130, SCHMD18002	CAPO308313
OG0006461	SCHMD19693, SCHMD11861	CAPO306350
OG0006462	SCHMD07729	CAPO300662
OG0006464	SCHMD12787, SCHMD19777	CAPO307754
OG0006465	SCHMD28077, SCHMD07507	CAPO307052
OG0006467	SCHMD04209	CAPO301292
OG0006469	SCHMD02780	CAPO302486
OG0006470	SCHMD16861	CAPO300984
OG0006474	SCHMD03155, SCHMD23229, SCHMD24070	CAPO300155
OG0006475	SCHMD12763	CAPO301888
OG0006476	SCHMD29103, SCHMD25388	CAPO300216
OG0006478	SCHMD01744	CAPO301079
OG0006479	SCHMD20030	CAPO304002
OG0006480	SCHMD01089, SCHMD15519, SCHMD24778, SCHMD01088	CAPO300197
OG0006481	SCHMD02855	CAPO307580
OG0006482	SCHMD06492	CAPO305654
OG0006488	SCHMD29514, SCHMD21588	CAPO301772
OG0006490	SCHMD00433	CAPO301539
OG0006501	SCHMD05406	CAPO307734
OG0006503	SCHMD07908	CAPO304660
OG0006504	SCHMD04702, SCHMD29580	CAPO302154
OG0006505	SCHMD08554, SCHMD08796	CAPO301510
OG0006507	SCHMD22063	CAPO301032
OG0006509	SCHMD13705	CAPO304681
OG0006510	SCHMD11921	CAPO300081
OG0006512	SCHMD12217, SCHMD11205	CAPO301701
OG0006514	SCHMD08264	CAPO304095
OG0006515	SCHMD03249	CAPO306459
OG0006517	SCHMD00950	CAPO300477
OG0006519	SCHMD25528	CAPO308006
OG0006520	SCHMD00155	CAPO300668
OG0006523	SCHMD12246, SCHMD13301	CAPO302914
OG0006526	SCHMD14233	CAPO303623
OG0006532	SCHMD27245	CAPO304147
OG0006533	SCHMD18626, SCHMD14559, SCHMD18625	CAPO305463
OG0006536	SCHMD28548	CAPO305735
OG0006538	SCHMD09434	CAPO305091
OG0006540	SCHMD24252, SCHMD19265	CAPO304760
OG0006542	SCHMD07956	CAPO305168
OG0006543	SCHMD05909	CAPO305452
OG0006544	SCHMD05488	CAPO306101
OG0006545	SCHMD08819	CAPO307929
OG0006546	SCHMD22666, SCHMD26503	CAPO305234
OG0006547	SCHMD01454	CAPO301259
OG0006549	SCHMD07432	CAPO306040
OG0006550	SCHMD05608	CAPO307487
OG0006552	SCHMD16090	CAPO301957
OG0006553	SCHMD03817	CAPO308128
OG0006554	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974	CAPO306525
OG0006556	SCHMD10898, SCHMD08118	CAPO304941
OG0006557	SCHMD15751	CAPO300124
OG0006561	SCHMD07629	CAPO300890
OG0006566	SCHMD10136, SCHMD13813	CAPO303944
OG0006570	SCHMD12205, SCHMD05328	CAPO302571
OG0006571	SCHMD00180, SCHMD27487	CAPO306740
OG0006573	SCHMD10554, SCHMD29652	CAPO306413
OG0006583	SCHMD08738	CAPO308147
OG0006586	SCHMD14590	CAPO300241
OG0006590	SCHMD02740	CAPO304634
OG0006591	SCHMD02097	CAPO306654
OG0006594	SCHMD00507	CAPO305352
OG0006595	SCHMD08252	CAPO306726
OG0006596	SCHMD05657	CAPO305496
OG0006597	SCHMD04098	CAPO306143
OG0006598	SCHMD23134	CAPO303505
OG0006600	SCHMD12543, SCHMD20580	CAPO300993
OG0006603	SCHMD13311, SCHMD24906	CAPO305246
OG0006604	SCHMD12610	CAPO301632
OG0006606	SCHMD11990	CAPO300627, CAPO305047
OG0006607	SCHMD00025	CAPO302836
OG0006608	SCHMD21063	CAPO304829
OG0006610	SCHMD10412	CAPO305635
OG0006614	SCHMD05476	CAPO307923
OG0006615	SCHMD02189	CAPO300892
OG0006616	SCHMD12397	CAPO302496
OG0006619	SCHMD14686	CAPO305225
OG0006622	SCHMD16418, SCHMD16456	CAPO307274
OG0006630	SCHMD02436	CAPO301318
OG0006631	SCHMD24627, SCHMD24745	CAPO302816
OG0006633	SCHMD06460	CAPO306794
OG0006636	SCHMD09363	CAPO304383
OG0006637	SCHMD17064, SCHMD26047	CAPO304312
OG0006640	SCHMD09877	CAPO308241
OG0006646	SCHMD10329	CAPO308061
OG0006648	SCHMD13489, SCHMD23341	CAPO300638
OG0006651	SCHMD07289, SCHMD06082	CAPO306376
OG0006655	SCHMD00645	CAPO306982
OG0006658	SCHMD07703, SCHMD19832	CAPO301723
OG0006662	SCHMD11088, SCHMD02344	CAPO305585
OG0006663	SCHMD05461	CAPO301399
OG0006664	SCHMD29653, SCHMD01212	CAPO302941
OG0006666	SCHMD00843	CAPO301682
OG0006667	SCHMD02023	CAPO305573
OG0006668	SCHMD00035	CAPO301053
OG0006669	SCHMD15456	CAPO301280
OG0006670	SCHMD06283	CAPO306366
OG0006671	SCHMD02649	CAPO307485
OG0006673	SCHMD11139, SCHMD01947	CAPO302685
OG0006677	SCHMD28844	CAPO304250
OG0006678	SCHMD02351	CAPO300092
OG0006680	SCHMD07321, SCHMD04365	CAPO301748
OG0006684	SCHMD03196	CAPO305512
OG0006686	SCHMD05511	CAPO307531
OG0006690	SCHMD02600	CAPO302172
OG0006691	SCHMD14621	CAPO305670
OG0006692	SCHMD15336	CAPO302647
OG0006693	SCHMD00589	CAPO302616
OG0006694	SCHMD05629	CAPO302438
OG0006695	SCHMD06025	CAPO302533
OG0006698	SCHMD12118	CAPO305852
OG0006702	SCHMD29672	CAPO307269
OG0006703	SCHMD00739	CAPO302601
OG0006706	SCHMD12854	CAPO303773
OG0006707	SCHMD19389	CAPO304129
OG0006708	SCHMD01518	CAPO304327
OG0006709	SCHMD06005	CAPO302993
OG0006712	SCHMD13757	CAPO307469
OG0006717	SCHMD09869	CAPO305633
OG0006718	SCHMD01411, SCHMD28286	CAPO306293
OG0006721	SCHMD06116	CAPO307315
OG0006722	SCHMD18971, SCHMD24284	CAPO304555
OG0006723	SCHMD12671	CAPO300019
OG0006725	SCHMD15226	CAPO301206
OG0006726	SCHMD22403	CAPO303375
OG0006727	SCHMD01781	CAPO306447
OG0006728	SCHMD09693	CAPO303411
OG0006729	SCHMD09997, SCHMD07849	CAPO302448
OG0006730	SCHMD15242	CAPO307696
OG0006733	SCHMD02938	CAPO306420
OG0006735	SCHMD23549, SCHMD18150, SCHMD22619	CAPO307764
OG0006736	SCHMD17556, SCHMD11091	CAPO301670
OG0006737	SCHMD05655	CAPO302977
OG0006741	SCHMD21104, SCHMD16448, SCHMD23684, SCHMD14241, SCHMD07000	CAPO306132
OG0006750	SCHMD01587, SCHMD04443, SCHMD17273, SCHMD07663	CAPO306076
OG0006752	SCHMD12442	CAPO301753
OG0006753	SCHMD08285	CAPO304199
OG0006754	SCHMD13342	CAPO307852, CAPO307231
OG0006755	SCHMD10228	CAPO304099
OG0006757	SCHMD08426	CAPO308250
OG0006758	SCHMD05008, SCHMD10024	CAPO303486
OG0006766	SCHMD07248	CAPO300327
OG0006769	SCHMD02572	CAPO304104
OG0006772	SCHMD01476	CAPO306103
OG0006776	SCHMD10792	CAPO307354, CAPO307229
OG0006777	SCHMD08214	CAPO308320
OG0006791	SCHMD15752	CAPO302265
OG0006826	SCHMD05426	CAPO306575
OG0006830	SCHMD01740	CAPO304885
OG0006833	SCHMD25705, SCHMD22029	CAPO307011
OG0006838	SCHMD01402	CAPO304346
OG0006842	SCHMD07853	CAPO303033
OG0006843	SCHMD10166	CAPO301783
OG0006844	SCHMD10998	CAPO303858
OG0006846	SCHMD24471	CAPO305985, CAPO301436
OG0006848	SCHMD15273, SCHMD24879	CAPO302750
OG0006853	SCHMD21179	CAPO305011
OG0006856	SCHMD03115	CAPO306926
OG0006857	SCHMD03719	CAPO304592
OG0006860	SCHMD14888, SCHMD01768	CAPO304880
OG0006862	SCHMD08954	CAPO306834
OG0006864	SCHMD09900, SCHMD04996	CAPO300266
OG0006867	SCHMD19722	CAPO304561
OG0006874	SCHMD00242	CAPO303002
OG0006875	SCHMD14340	CAPO300245
OG0006876	SCHMD01180	CAPO301384
OG0006877	SCHMD28894, SCHMD14652	CAPO303758
OG0006881	SCHMD13107	CAPO307302
OG0006886	SCHMD04628	CAPO308008
OG0006887	SCHMD02004	CAPO303330
OG0006889	SCHMD19490	CAPO305411
OG0006890	SCHMD09977, SCHMD20846	CAPO301774
OG0006892	SCHMD06736, SCHMD03941	CAPO306271
OG0006894	SCHMD08244	CAPO305493
OG0006895	SCHMD25533, SCHMD25532	CAPO305321
OG0006897	SCHMD14554	CAPO305270
OG0006901	SCHMD00150	CAPO301222
OG0006906	SCHMD01345	CAPO307116
OG0006914	SCHMD02005	CAPO302212
OG0006915	SCHMD17740	CAPO305363
OG0006918	SCHMD02128	CAPO303362
OG0006920	SCHMD07640	CAPO306461
OG0006923	SCHMD18989, SCHMD10987	CAPO302381
OG0006924	SCHMD07270	CAPO304320
OG0006926	SCHMD18025, SCHMD24077	CAPO303493
OG0006927	SCHMD05483	CAPO303700
OG0006931	SCHMD09823	CAPO300460
OG0006934	SCHMD02940	CAPO304656
OG0006937	SCHMD07394	CAPO300724
OG0006938	SCHMD13105	CAPO307064
OG0006939	SCHMD19736, SCHMD17847	CAPO300423
OG0006942	SCHMD05106	CAPO305131
OG0006944	SCHMD23114, SCHMD00759	CAPO301423
OG0006945	SCHMD20350, SCHMD21540	CAPO304257
OG0006948	SCHMD10039	CAPO307507
OG0006949	SCHMD04433	CAPO300866
OG0006951	SCHMD04285	CAPO302915
OG0006952	SCHMD00571	CAPO308002
OG0006957	SCHMD21016, SCHMD16664	CAPO304410
OG0006959	SCHMD14675, SCHMD12735	CAPO305847
OG0006960	SCHMD15792, SCHMD13924	CAPO306688
OG0006962	SCHMD02602	CAPO307572
OG0006964	SCHMD05582, SCHMD05580	CAPO306352
OG0006966	SCHMD17179	CAPO304695
OG0006967	SCHMD06876	CAPO303820
OG0006968	SCHMD05919, SCHMD05918	CAPO301435
OG0006973	SCHMD01554	CAPO306305
OG0006975	SCHMD29017	CAPO306893
OG0006977	SCHMD21617, SCHMD19289	CAPO305268
OG0006979	SCHMD02713	CAPO300168
OG0006980	SCHMD03927	CAPO305562
OG0006989	SCHMD08387	CAPO302679
OG0006990	SCHMD14019	CAPO300763
OG0006991	SCHMD09527	CAPO303392
OG0006993	SCHMD23490, SCHMD16078, SCHMD15851, SCHMD12738	CAPO305954
OG0006995	SCHMD08290, SCHMD08291	CAPO306435
OG0006998	SCHMD12467	CAPO301390
OG0006999	SCHMD09727, SCHMD09154	CAPO303913
OG0007001	SCHMD11191	CAPO305444
OG0007002	SCHMD00096	CAPO304225
OG0007003	SCHMD03229	CAPO302304
OG0007005	SCHMD03780	CAPO303654
OG0007009	SCHMD28218, SCHMD00500	CAPO305960
OG0007012	SCHMD16864	CAPO304946
OG0007013	SCHMD20292, SCHMD25075	CAPO303300
OG0007015	SCHMD09946	CAPO305278
OG0007017	SCHMD24290, SCHMD13895	CAPO301345
OG0007020	SCHMD10791, SCHMD11928, SCHMD29169	CAPO303562, CAPO308296
OG0007022	SCHMD06207	CAPO303253
OG0007024	SCHMD18147	CAPO302054
OG0007025	SCHMD00852	CAPO302785
OG0007030	SCHMD11171	CAPO303845
OG0007033	SCHMD17177, SCHMD07596	CAPO305180
OG0007040	SCHMD17930	CAPO306537
OG0007043	SCHMD05387	CAPO305780
OG0007045	SCHMD01524	CAPO305958
OG0007046	SCHMD16357, SCHMD12630	CAPO305591
OG0007047	SCHMD10322	CAPO305693
OG0007049	SCHMD09136, SCHMD15529	CAPO305031
OG0007050	SCHMD12036	CAPO307898
OG0007055	SCHMD11222	CAPO304778
OG0007057	SCHMD19149, SCHMD23584, SCHMD21225, SCHMD10094, SCHMD17575	CAPO304630
OG0007061	SCHMD27956, SCHMD08961	CAPO305340
OG0007062	SCHMD05231	CAPO302545
OG0007063	SCHMD04487	CAPO308261
OG0007065	SCHMD08144	CAPO301537
OG0007068	SCHMD10943	CAPO307887
OG0007071	SCHMD18666	CAPO301761
OG0007073	SCHMD06841	CAPO302936
OG0007084	SCHMD10181, SCHMD10179	CAPO307673
OG0007089	SCHMD15126	CAPO300706
OG0007090	SCHMD24995	CAPO300368
OG0007091	SCHMD00684	CAPO304945
OG0007092	SCHMD04952	CAPO304498, CAPO305528
OG0007093	SCHMD00633	CAPO308175
OG0007095	SCHMD28386	CAPO304293
OG0007097	SCHMD00498	CAPO302515
OG0007098	SCHMD12814	CAPO301993
OG0007105	SCHMD08588	CAPO303780
OG0007106	SCHMD14679	CAPO302226
OG0007112	SCHMD09113	CAPO303793
OG0007114	SCHMD05373	CAPO305243
OG0007118	SCHMD01480	CAPO306502
OG0007119	SCHMD02099	CAPO303656
OG0007122	SCHMD04636	CAPO302728
OG0007124	SCHMD20734	CAPO307876
OG0007128	SCHMD15975	CAPO303539
OG0007130	SCHMD02010	CAPO302224
OG0007133	SCHMD09895, SCHMD05400, SCHMD01884, SCHMD19102	CAPO305338
OG0007137	SCHMD09300	CAPO303287
OG0007139	SCHMD08033	CAPO302325
OG0007143	SCHMD11402, SCHMD13435	CAPO307276
OG0007144	SCHMD09084, SCHMD13536	CAPO301797
OG0007145	SCHMD07094	CAPO305008
OG0007151	SCHMD20465, SCHMD17498	CAPO304299
OG0007154	SCHMD03260	CAPO302715
OG0007158	SCHMD27790, SCHMD22647	CAPO303011
OG0007163	SCHMD19963, SCHMD15559	CAPO306908
OG0007165	SCHMD00948	CAPO300764
OG0007166	SCHMD23432	CAPO301841
OG0007173	SCHMD27706, SCHMD26151	CAPO305749
OG0007174	SCHMD00679	CAPO304732
OG0007175	SCHMD13246, SCHMD11875	CAPO300929
OG0007176	SCHMD18255, SCHMD19246	CAPO305825
OG0007180	SCHMD13286	CAPO300869
OG0007181	SCHMD07932	CAPO302549
OG0007183	SCHMD09362	CAPO303453
OG0007184	SCHMD06567	CAPO304626
OG0007186	SCHMD00266	CAPO306272
OG0007191	SCHMD11992	CAPO307327
OG0007192	SCHMD00342, SCHMD29478	CAPO307148
OG0007199	SCHMD17527, SCHMD16964	CAPO300510
OG0007202	SCHMD29470, SCHMD29726	CAPO302882
OG0007202	SCHMD29468, SCHMD29452, SCHMD27338	CAPO304706
OG0007202	SCHMD29739, SCHMD29738	CAPO305939
OG0007208	SCHMD08490	CAPO306253
OG0007248	SCHMD14029	CAPO305807
OG0007249	SCHMD09627	CAPO304279
OG0007251	SCHMD02789, SCHMD03885	CAPO307515
OG0007254	SCHMD29104	CAPO300342
OG0007258	SCHMD01759	CAPO301895
OG0007266	SCHMD05229	CAPO305560
OG0007269	SCHMD04821	CAPO305691
OG0007276	SCHMD01128	CAPO301595
OG0007279	SCHMD14169, SCHMD22097	CAPO302557
OG0007282	SCHMD08071	CAPO300960
OG0007291	SCHMD01954	CAPO307621
OG0007297	SCHMD08767	CAPO305876
OG0007300	SCHMD08715, SCHMD12954	CAPO301046
OG0007301	SCHMD04999	CAPO301996
OG0007304	SCHMD06782	CAPO306505
OG0007305	SCHMD00236	CAPO303443
OG0007307	SCHMD24523	CAPO304518, CAPO304185
OG0007314	SCHMD18116, SCHMD20349, SCHMD17621	CAPO307151
OG0007317	SCHMD05271	CAPO306655
OG0007319	SCHMD07451	CAPO300742
OG0007320	SCHMD04201, SCHMD04200	CAPO300324
OG0007321	SCHMD14656	CAPO307651
