Orthogroup	SCHMD	ORYLA
OG0003868	SCHMD15677	ORYLA19824, ORYLA12769
OG0003869	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661	ORYLA08057
OG0003871	SCHMD01263	ORYLA09605
OG0003872	SCHMD13742, SCHMD13511	ORYLA17934, ORYLA17933
OG0003875	SCHMD00813, SCHMD07245, SCHMD07243	ORYLA14787
OG0003876	SCHMD06770	ORYLA05675
OG0003877	SCHMD08239	ORYLA13505
OG0003878	SCHMD04321	ORYLA11114, ORYLA15672, ORYLA14414
OG0003881	SCHMD06054, SCHMD03369	ORYLA19792, ORYLA19793
OG0003882	SCHMD13622	ORYLA10836, ORYLA15325
OG0003883	SCHMD24582	ORYLA07337, ORYLA07336
OG0003884	SCHMD04417	ORYLA12146
OG0003885	SCHMD09959	ORYLA05118
OG0003886	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171	ORYLA07850
OG0003887	SCHMD20058, SCHMD18207	ORYLA06119
OG0003888	SCHMD05192	ORYLA09457
OG0003892	SCHMD07588	ORYLA10862
OG0003894	SCHMD11863	ORYLA17746
OG0003896	SCHMD28716	ORYLA00246, ORYLA16803, ORYLA16688
OG0003897	SCHMD20071	ORYLA06606
OG0003903	SCHMD29162	ORYLA00503
OG0003904	SCHMD00688	ORYLA12590
OG0003905	SCHMD06967, SCHMD06965	ORYLA18767, ORYLA20350
OG0003906	SCHMD03168	ORYLA19253, ORYLA19252
OG0003908	SCHMD10777, SCHMD26725	ORYLA00464
OG0003908	SCHMD03608	ORYLA11218
OG0003909	SCHMD13155, SCHMD19547, SCHMD15096	ORYLA11744
OG0003910	SCHMD16210, SCHMD14670	ORYLA01842
OG0003911	SCHMD20892	ORYLA18945
OG0003912	SCHMD04955	ORYLA15466, ORYLA12465
OG0003914	SCHMD00070	ORYLA18672, ORYLA18673
OG0003917	SCHMD02873	ORYLA13507
OG0003918	SCHMD00222	ORYLA01197, ORYLA19012
OG0003920	SCHMD03027	ORYLA01688
OG0003921	SCHMD06689	ORYLA07105
OG0003923	SCHMD25596, SCHMD09715	ORYLA10036
OG0003925	SCHMD25912, SCHMD09602	ORYLA05435
OG0003926	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606	ORYLA14433
OG0003928	SCHMD11506	ORYLA07130
OG0003930	SCHMD03275	ORYLA15221
OG0003931	SCHMD03615	ORYLA07756
OG0003933	SCHMD23983	ORYLA14136, ORYLA10946
OG0003934	SCHMD00793	ORYLA18259, ORYLA18258
OG0003936	SCHMD01877	ORYLA15161
OG0003938	SCHMD19197	ORYLA10357
OG0003939	SCHMD05579	ORYLA08294
OG0003940	SCHMD08843, SCHMD24023, SCHMD25474, SCHMD06407	ORYLA12099
OG0003944	SCHMD10666	ORYLA06722
OG0003945	SCHMD04737	ORYLA14999, ORYLA20189
OG0003946	SCHMD19360, SCHMD00465	ORYLA00695, ORYLA00840
OG0003947	SCHMD06484	ORYLA17372
OG0003949	SCHMD24366, SCHMD04246	ORYLA13984
OG0003950	SCHMD13868, SCHMD23437, SCHMD13869	ORYLA12030
OG0003951	SCHMD04397	ORYLA15529
OG0003953	SCHMD22038	ORYLA04609, ORYLA04608
OG0003954	SCHMD06088	ORYLA05547, ORYLA11360
OG0003955	SCHMD06589	ORYLA00673
OG0003956	SCHMD07488	ORYLA13069
OG0003958	SCHMD13631, SCHMD28091	ORYLA01353, ORYLA17566, ORYLA02785
OG0003961	SCHMD04675	ORYLA06267
OG0003965	SCHMD22279, SCHMD23593, SCHMD11100, SCHMD22031	ORYLA10358
OG0003968	SCHMD20971, SCHMD24367	ORYLA08670, ORYLA09958, ORYLA06246
OG0003969	SCHMD08592	ORYLA12575
OG0003972	SCHMD13668	ORYLA15470
OG0003973	SCHMD06454	ORYLA18600, ORYLA00775
OG0003978	SCHMD29717, SCHMD28667, SCHMD05632	ORYLA14729, ORYLA05034, ORYLA02781
OG0003998	SCHMD17536, SCHMD17537	ORYLA00128
OG0004000	SCHMD05012	ORYLA06063
OG0004004	SCHMD03888	ORYLA15181
OG0004007	SCHMD27653	ORYLA12862, ORYLA02441
OG0004009	SCHMD12539	ORYLA07186, ORYLA18510, ORYLA05182
OG0004010	SCHMD11857	ORYLA12744
OG0004012	SCHMD08012, SCHMD16333	ORYLA03859, ORYLA03860
OG0004014	SCHMD17730, SCHMD16988, SCHMD25573	ORYLA09781
OG0004015	SCHMD06396	ORYLA13080
OG0004017	SCHMD27630	ORYLA16378
OG0004020	SCHMD29535, SCHMD26610	ORYLA03618
OG0004021	SCHMD12686	ORYLA04388, ORYLA04386, ORYLA04387
OG0004023	SCHMD07791	ORYLA19712
OG0004025	SCHMD25773	ORYLA17302
OG0004027	SCHMD07935	ORYLA15966
OG0004028	SCHMD03770	ORYLA19451
OG0004029	SCHMD25820	ORYLA05168
OG0004030	SCHMD13881	ORYLA07997
OG0004032	SCHMD08571	ORYLA00963, ORYLA09486
OG0004033	SCHMD06585	ORYLA00102, ORYLA05233
OG0004035	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000	ORYLA13967, ORYLA19169
OG0004036	SCHMD07559, SCHMD09846	ORYLA03934, ORYLA07549, ORYLA01986
OG0004037	SCHMD06653	ORYLA12889
OG0004038	SCHMD08999, SCHMD03883	ORYLA19827
OG0004039	SCHMD22311	ORYLA05413
OG0004042	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836	ORYLA12519
OG0004043	SCHMD00046	ORYLA11374
OG0004044	SCHMD16907	ORYLA06709
OG0004047	SCHMD07813	ORYLA00724, ORYLA16680
OG0004051	SCHMD05269, SCHMD18831	ORYLA12291, ORYLA09890
OG0004052	SCHMD01378	ORYLA13663
OG0004053	SCHMD09663	ORYLA02143
OG0004054	SCHMD03170	ORYLA20246
OG0004056	SCHMD06405	ORYLA15361, ORYLA13016
OG0004059	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349	ORYLA09700
OG0004060	SCHMD16682, SCHMD21120, SCHMD16351	ORYLA05319
OG0004064	SCHMD03370	ORYLA20087
OG0004065	SCHMD04935	ORYLA15637
OG0004067	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879	ORYLA00948
OG0004069	SCHMD07928	ORYLA17225
OG0004071	SCHMD06667	ORYLA19319
OG0004072	SCHMD07982	ORYLA07888
OG0004076	SCHMD19802	ORYLA01649, ORYLA01648
OG0004078	SCHMD08036	ORYLA04957, ORYLA04956
OG0004079	SCHMD22313, SCHMD19146	ORYLA20439, ORYLA00169
OG0004080	SCHMD18517	ORYLA10289, ORYLA07044
OG0004081	SCHMD03804	ORYLA06891
OG0004083	SCHMD05538	ORYLA10118
OG0004084	SCHMD13360	ORYLA10620, ORYLA11716
OG0004085	SCHMD20233	ORYLA12276
OG0004090	SCHMD19142	ORYLA13744
OG0004091	SCHMD20986, SCHMD10374	ORYLA17298
OG0004092	SCHMD01973	ORYLA16447
OG0004094	SCHMD10011	ORYLA18005
OG0004096	SCHMD01632	ORYLA06633, ORYLA13446
OG0004097	SCHMD00017	ORYLA00951
OG0004099	SCHMD07433	ORYLA05808, ORYLA07729
OG0004100	SCHMD16101, SCHMD17395, SCHMD01145	ORYLA14757
OG0004101	SCHMD01669	ORYLA00034
OG0004102	SCHMD16352, SCHMD13995	ORYLA08051, ORYLA05259
OG0004103	SCHMD06708, SCHMD03618	ORYLA16172
OG0004105	SCHMD08794, SCHMD16310	ORYLA05328
OG0004107	SCHMD18686, SCHMD18424, SCHMD04486	ORYLA03667
OG0004108	SCHMD06834	ORYLA05030
OG0004110	SCHMD03573	ORYLA03874, ORYLA05290
OG0004112	SCHMD04301	ORYLA01550
OG0004113	SCHMD09954, SCHMD11157	ORYLA15528
OG0004114	SCHMD11428	ORYLA04348
OG0004115	SCHMD08639	ORYLA06190
OG0004116	SCHMD22991, SCHMD19169	ORYLA04207
OG0004118	SCHMD14153, SCHMD16717	ORYLA11077
OG0004119	SCHMD24339, SCHMD11856	ORYLA12671
OG0004120	SCHMD02931	ORYLA04987
OG0004121	SCHMD00644	ORYLA15655, ORYLA03797, ORYLA06814
OG0004123	SCHMD24840	ORYLA19290
OG0004124	SCHMD09788	ORYLA15467, ORYLA09082
OG0004125	SCHMD03017	ORYLA00144
OG0004126	SCHMD18874, SCHMD24485, SCHMD09907, SCHMD21126	ORYLA03650
OG0004127	SCHMD14115	ORYLA09061
OG0004128	SCHMD29366	ORYLA13697, ORYLA04740
OG0004130	SCHMD26247, SCHMD12578, SCHMD28132	ORYLA05755, ORYLA05756
OG0004133	SCHMD08788	ORYLA03520, ORYLA09449
OG0004136	SCHMD21074, SCHMD14863	ORYLA15892
OG0004137	SCHMD09676	ORYLA19715
OG0004138	SCHMD22519, SCHMD21342	ORYLA08801
OG0004139	SCHMD27028, SCHMD23843	ORYLA10225, ORYLA13368
OG0004140	SCHMD01399	ORYLA15266
OG0004142	SCHMD08558	ORYLA19228
OG0004144	SCHMD02257, SCHMD25096, SCHMD15057	ORYLA06031, ORYLA09444
OG0004147	SCHMD09010	ORYLA09999, ORYLA08535
OG0004148	SCHMD06808	ORYLA08231, ORYLA19465
OG0004150	SCHMD13651, SCHMD25175	ORYLA18859
OG0004153	SCHMD07819, SCHMD03631	ORYLA01191
OG0004154	SCHMD06235	ORYLA10398
OG0004157	SCHMD05878	ORYLA20243, ORYLA16041
OG0004158	SCHMD07419	ORYLA08591, ORYLA09357, ORYLA08876
OG0004161	SCHMD08136	ORYLA08743
OG0004166	SCHMD16044	ORYLA15487
OG0004167	SCHMD10205	ORYLA01065
OG0004168	SCHMD09579	ORYLA03465
OG0004169	SCHMD20780	ORYLA16635
OG0004171	SCHMD02047, SCHMD02605, SCHMD02048	ORYLA03005
OG0004176	SCHMD15010	ORYLA20490
OG0004178	SCHMD09644, SCHMD15102	ORYLA20267, ORYLA16161
OG0004179	SCHMD00790	ORYLA15111, ORYLA16660, ORYLA08320
OG0004181	SCHMD09842	ORYLA00305
OG0004186	SCHMD22129	ORYLA10541
OG0004188	SCHMD11027	ORYLA18782
OG0004190	SCHMD02151, SCHMD21121, SCHMD26044, SCHMD02152, SCHMD02153	ORYLA16767
OG0004198	SCHMD18242	ORYLA05752, ORYLA01549
OG0004215	SCHMD23456, SCHMD09930	ORYLA03688
OG0004216	SCHMD19294, SCHMD21480, SCHMD13603, SCHMD15045	ORYLA11137
OG0004217	SCHMD15443	ORYLA00162
OG0004219	SCHMD02021	ORYLA09856
OG0004222	SCHMD02604	ORYLA10143
OG0004223	SCHMD04451	ORYLA01529
OG0004227	SCHMD11794, SCHMD14206	ORYLA15581
OG0004228	SCHMD22945	ORYLA10619, ORYLA11717
OG0004229	SCHMD20367, SCHMD19492	ORYLA04904, ORYLA01162
OG0004230	SCHMD12329, SCHMD13516	ORYLA03779
OG0004231	SCHMD18343, SCHMD20951	ORYLA17203
OG0004232	SCHMD02245	ORYLA18836
OG0004233	SCHMD23521	ORYLA13892, ORYLA03624
OG0004235	SCHMD00900	ORYLA18461, ORYLA18460
OG0004236	SCHMD13419, SCHMD19318	ORYLA18284
OG0004239	SCHMD04162	ORYLA15565
OG0004241	SCHMD20634, SCHMD15365	ORYLA09540, ORYLA09541
OG0004243	SCHMD02806	ORYLA08230, ORYLA19467
OG0004247	SCHMD10596	ORYLA04151
OG0004249	SCHMD22417, SCHMD22418, SCHMD16976	ORYLA02545
OG0004250	SCHMD12623	ORYLA10123, ORYLA05194
OG0004251	SCHMD08633	ORYLA13407, ORYLA06357
OG0004252	SCHMD02811	ORYLA11763
OG0004253	SCHMD09205	ORYLA03451
OG0004254	SCHMD07480	ORYLA02332
OG0004255	SCHMD00865	ORYLA14321
OG0004257	SCHMD08129	ORYLA13796
OG0004258	SCHMD13122	ORYLA08400
OG0004259	SCHMD18232	ORYLA14900, ORYLA14901
OG0004260	SCHMD23376	ORYLA14804
OG0004261	SCHMD16623	ORYLA02160
OG0004262	SCHMD16537	ORYLA11314
OG0004265	SCHMD14398	ORYLA13288
OG0004268	SCHMD24258, SCHMD19847	ORYLA18618
OG0004269	SCHMD06048	ORYLA00762
OG0004270	SCHMD06231	ORYLA01546, ORYLA05748
OG0004273	SCHMD15470	ORYLA05805
OG0004276	SCHMD07052, SCHMD07053, SCHMD07051	ORYLA05549
OG0004278	SCHMD07808	ORYLA02821
OG0004285	SCHMD08317, SCHMD00052	ORYLA01291
OG0004287	SCHMD02791	ORYLA10346
OG0004289	SCHMD10655	ORYLA11614
OG0004291	SCHMD11768, SCHMD11769	ORYLA05148
OG0004292	SCHMD02072	ORYLA04782
OG0004294	SCHMD06402	ORYLA12360, ORYLA15730
OG0004295	SCHMD05169	ORYLA13614
OG0004296	SCHMD13298	ORYLA18165, ORYLA02795
OG0004297	SCHMD13807, SCHMD28076, SCHMD24237, SCHMD14756, SCHMD24236	ORYLA01594
OG0004301	SCHMD11559, SCHMD11558, SCHMD21370	ORYLA01175
OG0004302	SCHMD10637, SCHMD22462	ORYLA07918
OG0004304	SCHMD17338	ORYLA02764
OG0004307	SCHMD20615	ORYLA16647
OG0004308	SCHMD08570	ORYLA01248
OG0004309	SCHMD11977, SCHMD17117	ORYLA08360
OG0004310	SCHMD15088	ORYLA02009, ORYLA12810
OG0004312	SCHMD10505	ORYLA08934
OG0004316	SCHMD07217	ORYLA13055
OG0004317	SCHMD03544	ORYLA02343, ORYLA17544, ORYLA03466
OG0004318	SCHMD07900	ORYLA08308
OG0004321	SCHMD00773, SCHMD22413	ORYLA08343
OG0004322	SCHMD06269, SCHMD13954	ORYLA02168
OG0004324	SCHMD07700	ORYLA16074, ORYLA20239
OG0004327	SCHMD11268	ORYLA03590
OG0004328	SCHMD18966, SCHMD09751	ORYLA14212
OG0004329	SCHMD17260, SCHMD20883, SCHMD17062, SCHMD18927, SCHMD04963	ORYLA17380
OG0004330	SCHMD03763	ORYLA19620
OG0004331	SCHMD28298, SCHMD09132	ORYLA10128
OG0004335	SCHMD29412, SCHMD27303, SCHMD29473, SCHMD29279, SCHMD29277	ORYLA07228
OG0004338	SCHMD11859, SCHMD21650, SCHMD20028	ORYLA03022
OG0004347	SCHMD25637, SCHMD11463	ORYLA03450, ORYLA03449
OG0004348	SCHMD00729	ORYLA09480
OG0004350	SCHMD16920, SCHMD07665	ORYLA19055
OG0004351	SCHMD12829	ORYLA05855
OG0004352	SCHMD11224	ORYLA05883
OG0004353	SCHMD21824, SCHMD16507	ORYLA05853
OG0004354	SCHMD15589	ORYLA19813
OG0004356	SCHMD20562, SCHMD06947, SCHMD21754, SCHMD15066, SCHMD01266, SCHMD06886	ORYLA03524
OG0004358	SCHMD26102, SCHMD07557	ORYLA15910
OG0004359	SCHMD05503	ORYLA14419, ORYLA14312
OG0004360	SCHMD05210	ORYLA07053
OG0004362	SCHMD14598, SCHMD12685	ORYLA16460
OG0004364	SCHMD10178, SCHMD08238, SCHMD20097	ORYLA10803
OG0004365	SCHMD14299	ORYLA14910
OG0004367	SCHMD09384	ORYLA05252
OG0004368	SCHMD06787, SCHMD28933	ORYLA13581, ORYLA13582, ORYLA01592
OG0004369	SCHMD13900	ORYLA16298
OG0004370	SCHMD05486	ORYLA04218
OG0004373	SCHMD15692	ORYLA13428
OG0004374	SCHMD08647	ORYLA13060
OG0004376	SCHMD24005, SCHMD12717	ORYLA03453, ORYLA03982, ORYLA17266, ORYLA17265
OG0004378	SCHMD13186, SCHMD15248	ORYLA03486
OG0004379	SCHMD09241	ORYLA16844, ORYLA11000
OG0004380	SCHMD09830	ORYLA14741, ORYLA14742, ORYLA11001
OG0004381	SCHMD03449, SCHMD12586, SCHMD17726, SCHMD12588, SCHMD03448, SCHMD12587, SCHMD17725, SCHMD03446, SCHMD03447	ORYLA01629
OG0004382	SCHMD20602, SCHMD02352	ORYLA02422
OG0004390	SCHMD22900	ORYLA06508
OG0004392	SCHMD01600	ORYLA05276
OG0004393	SCHMD23967, SCHMD19706	ORYLA00736, ORYLA05065, ORYLA07310
OG0004395	SCHMD13388	ORYLA11236
OG0004397	SCHMD22336	ORYLA12670, ORYLA06982, ORYLA12927
OG0004398	SCHMD28590, SCHMD27345, SCHMD13804	ORYLA19042
OG0004399	SCHMD04230	ORYLA15917, ORYLA10934
OG0004401	SCHMD20662, SCHMD11285, SCHMD22919, SCHMD21724, SCHMD27157	ORYLA16391
OG0004403	SCHMD15173, SCHMD28843	ORYLA12131
OG0004404	SCHMD02644, SCHMD04995	ORYLA18290, ORYLA18289
OG0004405	SCHMD05548, SCHMD03220	ORYLA00290
OG0004407	SCHMD00293	ORYLA10493
OG0004409	SCHMD04463	ORYLA11017, ORYLA14719
OG0004415	SCHMD23101	ORYLA02106
OG0004417	SCHMD11303	ORYLA06644
OG0004418	SCHMD18151, SCHMD12683	ORYLA14094, ORYLA17533
OG0004420	SCHMD21338, SCHMD16051, SCHMD25182	ORYLA15597, ORYLA13498
OG0004421	SCHMD29095, SCHMD18163, SCHMD28625, SCHMD20900	ORYLA13703
OG0004422	SCHMD03253	ORYLA17669
OG0004423	SCHMD06625, SCHMD29397	ORYLA02181
OG0004424	SCHMD16178, SCHMD07772	ORYLA14156
OG0004425	SCHMD11792, SCHMD05073, SCHMD12434	ORYLA16312
OG0004426	SCHMD14134, SCHMD13488	ORYLA03269
OG0004427	SCHMD23421, SCHMD22702, SCHMD16585	ORYLA12454, ORYLA14582, ORYLA05172
OG0004459	SCHMD11611	ORYLA07864
OG0004460	SCHMD02836	ORYLA14340
OG0004462	SCHMD02862, SCHMD02861, SCHMD02863	ORYLA08525
OG0004472	SCHMD10150	ORYLA11083
OG0004474	SCHMD16777	ORYLA15384
OG0004479	SCHMD18395, SCHMD16681, SCHMD28653	ORYLA01642
OG0004480	SCHMD08179	ORYLA08284
OG0004484	SCHMD05719, SCHMD12798	ORYLA14440
OG0004486	SCHMD01167	ORYLA09214
OG0004487	SCHMD27932, SCHMD25838, SCHMD24442, SCHMD16447	ORYLA12882
OG0004488	SCHMD26474	ORYLA01537
OG0004489	SCHMD27568, SCHMD15864, SCHMD13491	ORYLA13724, ORYLA14275
OG0004490	SCHMD17389, SCHMD11597	ORYLA17142
OG0004492	SCHMD04733	ORYLA12318, ORYLA13988
OG0004493	SCHMD17846, SCHMD13358	ORYLA02037
OG0004495	SCHMD01719	ORYLA06356
OG0004496	SCHMD26140, SCHMD14189	ORYLA09129
OG0004498	SCHMD04342	ORYLA01757
OG0004499	SCHMD03412, SCHMD12382	ORYLA10507
OG0004500	SCHMD11617	ORYLA18253
OG0004501	SCHMD07977	ORYLA10621
OG0004503	SCHMD16736, SCHMD23538	ORYLA00434, ORYLA00435
OG0004505	SCHMD09314	ORYLA09612
OG0004509	SCHMD17345, SCHMD26727	ORYLA06656, ORYLA13427
OG0004510	SCHMD20341	ORYLA09938
OG0004511	SCHMD28314	ORYLA18087, ORYLA04001
OG0004512	SCHMD07187, SCHMD09103	ORYLA10399
OG0004513	SCHMD00064, SCHMD04110	ORYLA14120
OG0004514	SCHMD05036	ORYLA20179
OG0004515	SCHMD02738	ORYLA08127
OG0004516	SCHMD11182, SCHMD05663, SCHMD11181, SCHMD22539	ORYLA03742
OG0004517	SCHMD21774, SCHMD18540, SCHMD24465, SCHMD24464	ORYLA16270
OG0004520	SCHMD11457	ORYLA18565
OG0004522	SCHMD08563	ORYLA20117
OG0004523	SCHMD00984	ORYLA05758
OG0004526	SCHMD13090	ORYLA02450
OG0004529	SCHMD01565	ORYLA05119
OG0004530	SCHMD02115	ORYLA01274, ORYLA08814, ORYLA09936
OG0004532	SCHMD21409, SCHMD24151	ORYLA16544
OG0004535	SCHMD20791, SCHMD04354, SCHMD12750, SCHMD07827, SCHMD26230	ORYLA03117
OG0004539	SCHMD09009	ORYLA05162
OG0004542	SCHMD08621	ORYLA07728
OG0004543	SCHMD00021	ORYLA00033, ORYLA00032
OG0004546	SCHMD10690, SCHMD06743, SCHMD14412	ORYLA01595
OG0004548	SCHMD01586	ORYLA13313
OG0004549	SCHMD23062	ORYLA15379
OG0004551	SCHMD02466	ORYLA08011
OG0004552	SCHMD05280	ORYLA07639
OG0004554	SCHMD14759, SCHMD27571	ORYLA18535
OG0004554	SCHMD01446, SCHMD22543	ORYLA18534
OG0004555	SCHMD01126	ORYLA09267
OG0004558	SCHMD23563	ORYLA14164
OG0004559	SCHMD09022	ORYLA17180
OG0004564	SCHMD06864, SCHMD16273	ORYLA10092, ORYLA04840
OG0004565	SCHMD06237	ORYLA10682
OG0004567	SCHMD08103	ORYLA11483
OG0004569	SCHMD07227	ORYLA18519
OG0004570	SCHMD10693	ORYLA04690
OG0004572	SCHMD00027	ORYLA06536
OG0004573	SCHMD24195, SCHMD13279	ORYLA04092
OG0004577	SCHMD27308, SCHMD07121, SCHMD07120	ORYLA07568
OG0004578	SCHMD13522, SCHMD10265	ORYLA02844
OG0004579	SCHMD05858	ORYLA11222, ORYLA11221
OG0004581	SCHMD06969	ORYLA04196
OG0004583	SCHMD18243, SCHMD12573	ORYLA11726
OG0004586	SCHMD10991, SCHMD09342	ORYLA03799
OG0004590	SCHMD02645, SCHMD02084	ORYLA05519
OG0004595	SCHMD23529, SCHMD18234	ORYLA16403, ORYLA06473
OG0004599	SCHMD16295	ORYLA02718
OG0004599	SCHMD15643, SCHMD19967	ORYLA02719
OG0004600	SCHMD10479	ORYLA18120
OG0004602	SCHMD00904	ORYLA17209
OG0004603	SCHMD09121, SCHMD04362	ORYLA17128
OG0004605	SCHMD16312, SCHMD16314	ORYLA17124
OG0004606	SCHMD04125, SCHMD12842	ORYLA13802
OG0004607	SCHMD04747, SCHMD24317	ORYLA17571
OG0004608	SCHMD24531, SCHMD11307	ORYLA11801
OG0004609	SCHMD12031, SCHMD13204	ORYLA04118
OG0004610	SCHMD04931	ORYLA15229, ORYLA12132
OG0004612	SCHMD00076	ORYLA02074
OG0004613	SCHMD02078	ORYLA06011
OG0004614	SCHMD21793, SCHMD24411	ORYLA01420
OG0004616	SCHMD28217	ORYLA10301, ORYLA09881
OG0004619	SCHMD07738	ORYLA16430
OG0004621	SCHMD02131	ORYLA14201, ORYLA15999
OG0004622	SCHMD07163	ORYLA01749
OG0004626	SCHMD11167, SCHMD21056, SCHMD25126	ORYLA12665, ORYLA14546
OG0004630	SCHMD19924, SCHMD19158	ORYLA11416
OG0004631	SCHMD23492	ORYLA19321
OG0004632	SCHMD10538, SCHMD22511, SCHMD29376	ORYLA08542
OG0004633	SCHMD08375	ORYLA06950
OG0004634	SCHMD05432	ORYLA16289
OG0004635	SCHMD03118	ORYLA06004
OG0004638	SCHMD03884	ORYLA02490
OG0004639	SCHMD11835	ORYLA02611
OG0004642	SCHMD04791	ORYLA06343
OG0004643	SCHMD12179	ORYLA18283
OG0004646	SCHMD02650	ORYLA14971, ORYLA13019
OG0004648	SCHMD22597, SCHMD14009	ORYLA12915
OG0004649	SCHMD11982	ORYLA04414, ORYLA03668, ORYLA17354
OG0004651	SCHMD12856	ORYLA14276
OG0004652	SCHMD09910, SCHMD14465	ORYLA00965
OG0004654	SCHMD11590	ORYLA16505
OG0004655	SCHMD10685	ORYLA17173
OG0004657	SCHMD24003, SCHMD14727	ORYLA03530, ORYLA06957, ORYLA04226, ORYLA04225
OG0004662	SCHMD23223, SCHMD01585	ORYLA19355, ORYLA11509
OG0004663	SCHMD03596	ORYLA03983
OG0004664	SCHMD07542, SCHMD10324	ORYLA03155
OG0004665	SCHMD11600, SCHMD08997	ORYLA09688
OG0004666	SCHMD15089	ORYLA20071, ORYLA19994
OG0004669	SCHMD05517	ORYLA05384
OG0004670	SCHMD20695, SCHMD17163	ORYLA08201, ORYLA08200
OG0004671	SCHMD02955, SCHMD02956, SCHMD04859	ORYLA04002
OG0004673	SCHMD12584	ORYLA09190, ORYLA19670
OG0004674	SCHMD03223	ORYLA02750
OG0004675	SCHMD07033	ORYLA11378
OG0004678	SCHMD09572, SCHMD22384	ORYLA02453
OG0004681	SCHMD05397	ORYLA17281
OG0004682	SCHMD08178	ORYLA07086
OG0004683	SCHMD10878	ORYLA15475
OG0004684	SCHMD04346	ORYLA11591
OG0004685	SCHMD09955	ORYLA17349, ORYLA02295
OG0004687	SCHMD23153, SCHMD15300	ORYLA15540
OG0004689	SCHMD04465	ORYLA16881
OG0004690	SCHMD05174, SCHMD08403, SCHMD10045, SCHMD24330, SCHMD08404	ORYLA02091, ORYLA06080
OG0004691	SCHMD29540, SCHMD09521, SCHMD09522	ORYLA04688
OG0004694	SCHMD19141, SCHMD23931	ORYLA07688
OG0004696	SCHMD21643	ORYLA12496
OG0004697	SCHMD17021	ORYLA00164
OG0004699	SCHMD06447	ORYLA14125
OG0004700	SCHMD16439	ORYLA06095
OG0004703	SCHMD00518, SCHMD00513, SCHMD00519, SCHMD19474	ORYLA17592
OG0004704	SCHMD02724	ORYLA12854
OG0004705	SCHMD06298	ORYLA04222, ORYLA03157
OG0004708	SCHMD08019	ORYLA17151
OG0004711	SCHMD14637	ORYLA09874
OG0004728	SCHMD02271	ORYLA12390
OG0004730	SCHMD19530	ORYLA07703, ORYLA14897, ORYLA12007
OG0004731	SCHMD03298	ORYLA02166
OG0004732	SCHMD25487	ORYLA16376
OG0004738	SCHMD29258	ORYLA00685
OG0004740	SCHMD00456	ORYLA10258
OG0004744	SCHMD15430, SCHMD15429	ORYLA16514
OG0004747	SCHMD15119, SCHMD10662	ORYLA13336
OG0004749	SCHMD27524, SCHMD05320, SCHMD13141	ORYLA15557
OG0004751	SCHMD09867, SCHMD09866	ORYLA07685
OG0004752	SCHMD13187, SCHMD26487	ORYLA05952
OG0004753	SCHMD09681	ORYLA03643
OG0004754	SCHMD12657	ORYLA13085
OG0004756	SCHMD15431	ORYLA13894
OG0004757	SCHMD03519	ORYLA18518
OG0004763	SCHMD15362	ORYLA09981
OG0004764	SCHMD19894, SCHMD17272	ORYLA13390
OG0004765	SCHMD16710, SCHMD04808	ORYLA06642, ORYLA06865
OG0004766	SCHMD00505	ORYLA19679
OG0004767	SCHMD00495	ORYLA16994
OG0004768	SCHMD08416	ORYLA10159, ORYLA03915
OG0004769	SCHMD21299, SCHMD08710, SCHMD20457, SCHMD10055, SCHMD28408, SCHMD18217, SCHMD29298	ORYLA06352
OG0004770	SCHMD28676, SCHMD11354, SCHMD11355, SCHMD10999, SCHMD10105	ORYLA10359
OG0004772	SCHMD19882, SCHMD27089	ORYLA00049
OG0004774	SCHMD08224	ORYLA04647
OG0004775	SCHMD05122	ORYLA08779
OG0004784	SCHMD03001	ORYLA12521
OG0004785	SCHMD28279, SCHMD28744, SCHMD08779	ORYLA19362
OG0004787	SCHMD12301, SCHMD15157, SCHMD12300, SCHMD15158, SCHMD12299	ORYLA08059
OG0004790	SCHMD28265, SCHMD15986, SCHMD21009	ORYLA17410, ORYLA07910, ORYLA16379
OG0004791	SCHMD07589	ORYLA06529
OG0004794	SCHMD12411, SCHMD08689	ORYLA10695
OG0004795	SCHMD12519	ORYLA02283
OG0004796	SCHMD06329	ORYLA05358, ORYLA10341
OG0004797	SCHMD02596	ORYLA08718
OG0004804	SCHMD02590	ORYLA00156
OG0004805	SCHMD25455, SCHMD17452, SCHMD11458, SCHMD28637	ORYLA03659
OG0004808	SCHMD06755, SCHMD06754	ORYLA03793, ORYLA06820
OG0004811	SCHMD04903, SCHMD12545	ORYLA15264
OG0004812	SCHMD21469	ORYLA14872
OG0004813	SCHMD09064, SCHMD18661	ORYLA05507
OG0004814	SCHMD13484, SCHMD23295, SCHMD07359	ORYLA01124
OG0004816	SCHMD16530, SCHMD18318	ORYLA11190
OG0004817	SCHMD02143	ORYLA09901
OG0004819	SCHMD02457	ORYLA15855
