Orthogroup	SCHMD	HUMAN
OG0003431	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522	HUMAN06475, HUMAN02186
OG0003434	SCHMD05639, SCHMD06055	HUMAN20686
OG0003435	SCHMD22101, SCHMD18693	HUMAN08411
OG0003439	SCHMD00949	HUMAN07771, HUMAN07770, HUMAN21552, HUMAN21553
OG0003443	SCHMD25759, SCHMD22118, SCHMD05361	HUMAN25588, HUMAN08555
OG0003444	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337	HUMAN04199
OG0003445	SCHMD02071	HUMAN29343
OG0003449	SCHMD06404	HUMAN27781
OG0003450	SCHMD01589	HUMAN12088, HUMAN12087, HUMAN12089
OG0003451	SCHMD08838	HUMAN21236
OG0003453	SCHMD09929	HUMAN07082
OG0003454	SCHMD10872, SCHMD17895	HUMAN12804, HUMAN12803, HUMAN02907
OG0003455	SCHMD27744, SCHMD09301	HUMAN20526, HUMAN01754
OG0003456	SCHMD08769	HUMAN13016, HUMAN25940
OG0003458	SCHMD20564	HUMAN28214, HUMAN28215, HUMAN28213, HUMAN28212
OG0003462	SCHMD18652	HUMAN14650
OG0003462	SCHMD28411	HUMAN14649
OG0003463	SCHMD00720, SCHMD00721	HUMAN02584, HUMAN15575
OG0003464	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746	HUMAN25957
OG0003465	SCHMD04832	HUMAN29422, HUMAN29421
OG0003466	SCHMD14345	HUMAN03596
OG0003467	SCHMD08398	HUMAN28399
OG0003468	SCHMD23347, SCHMD26554, SCHMD18382	HUMAN08265
OG0003468	SCHMD28745, SCHMD18984	HUMAN08264
OG0003471	SCHMD02073	HUMAN16950, HUMAN16951, HUMAN16953
OG0003475	SCHMD11005	HUMAN21366
OG0003476	SCHMD14696	HUMAN02837
OG0003477	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137	HUMAN25241
OG0003478	SCHMD17425, SCHMD11374, SCHMD11373	HUMAN08716, HUMAN08715
OG0003479	SCHMD07504, SCHMD03144	HUMAN02334, HUMAN20427
OG0003484	SCHMD18619, SCHMD27864, SCHMD25667	HUMAN13982, HUMAN09522
OG0003486	SCHMD07957	HUMAN25368
OG0003487	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021	HUMAN01641, HUMAN01639
OG0003488	SCHMD09112, SCHMD22268	HUMAN27887
OG0003489	SCHMD27620	HUMAN00472, HUMAN25219
OG0003490	SCHMD10202	HUMAN07486
OG0003491	SCHMD07566	HUMAN18345, HUMAN07660
OG0003492	SCHMD17580	HUMAN17154, HUMAN03405
OG0003496	SCHMD27149, SCHMD21580, SCHMD24551	HUMAN05409
OG0003497	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702	HUMAN05604
OG0003498	SCHMD19260	HUMAN22332, HUMAN22333
OG0003501	SCHMD02847, SCHMD02846	HUMAN14259, HUMAN14258
OG0003502	SCHMD05683	HUMAN26410, HUMAN26411
OG0003503	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285	HUMAN13541
OG0003505	SCHMD08229, SCHMD08228	HUMAN11145
OG0003508	SCHMD00810	HUMAN20681, HUMAN17821
OG0003509	SCHMD12054	HUMAN11891
OG0003510	SCHMD06295	HUMAN24552, HUMAN11374
OG0003511	SCHMD10744	HUMAN23502
OG0003513	SCHMD25986, SCHMD27084	HUMAN17574, HUMAN17572, HUMAN29015
OG0003515	SCHMD16232, SCHMD28533	HUMAN07599, HUMAN22879
OG0003516	SCHMD28216	HUMAN03685
OG0003518	SCHMD05084	HUMAN14108
OG0003519	SCHMD04577	HUMAN20557, HUMAN20556, HUMAN20554
OG0003520	SCHMD04339	HUMAN21004, HUMAN08252
OG0003522	SCHMD02972	HUMAN25338
OG0003523	SCHMD11220, SCHMD11219	HUMAN21871
OG0003524	SCHMD06675	HUMAN00423, HUMAN00422
OG0003525	SCHMD26818, SCHMD25303, SCHMD26816	HUMAN07937
OG0003527	SCHMD19091, SCHMD14510	HUMAN05242
OG0003528	SCHMD21896, SCHMD26214	HUMAN07458
OG0003530	SCHMD08166	HUMAN18072
OG0003531	SCHMD02486	HUMAN09342, HUMAN04724
OG0003532	SCHMD04373	HUMAN17410
OG0003533	SCHMD29432, SCHMD23787	HUMAN21080, HUMAN21079
OG0003539	SCHMD18718, SCHMD20290	HUMAN27654
OG0003543	SCHMD01295, SCHMD04172	HUMAN15202, HUMAN28052
OG0003544	SCHMD22197, SCHMD21841	HUMAN00617, HUMAN00616
OG0003545	SCHMD18885, SCHMD15544	HUMAN12962, HUMAN10596, HUMAN12961
OG0003548	SCHMD25865, SCHMD23815	HUMAN22282
OG0003550	SCHMD01327	HUMAN26578, HUMAN17867
OG0003551	SCHMD07949	HUMAN29004, HUMAN14799, HUMAN29003
OG0003552	SCHMD10623, SCHMD08451	HUMAN01497
OG0003554	SCHMD11710, SCHMD08877	HUMAN03429
OG0003555	SCHMD03932	HUMAN13236, HUMAN13235, HUMAN13238, HUMAN13237, HUMAN13240, HUMAN13241
OG0003556	SCHMD03452	HUMAN19312
OG0003557	SCHMD08732	HUMAN27746, HUMAN27748, HUMAN03307
OG0003558	SCHMD04257	HUMAN09720
OG0003561	SCHMD07358	HUMAN25470, HUMAN07496
OG0003562	SCHMD00923	HUMAN18584, HUMAN18585, HUMAN28168
OG0003563	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126	HUMAN10685
OG0003564	SCHMD19445, SCHMD14913	HUMAN17366, HUMAN24302
OG0003566	SCHMD26756, SCHMD15301	HUMAN04196, HUMAN24973
OG0003567	SCHMD15008, SCHMD04442	HUMAN10488
OG0003568	SCHMD15819	HUMAN07271, HUMAN07272
OG0003570	SCHMD08962	HUMAN02024, HUMAN02025, HUMAN02026
OG0003571	SCHMD27605, SCHMD01118, SCHMD28102	HUMAN28033, HUMAN11183
OG0003573	SCHMD03521	HUMAN10776, HUMAN10871, HUMAN10813, HUMAN10775
OG0003576	SCHMD10669	HUMAN11578
OG0003577	SCHMD10649	HUMAN29012
OG0003579	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244	HUMAN26278, HUMAN22725, HUMAN26279
OG0003582	SCHMD12451, SCHMD16671	HUMAN29836, HUMAN02330
OG0003585	SCHMD02146	HUMAN25564, HUMAN13697, HUMAN13696, HUMAN18958
OG0003597	SCHMD07116	HUMAN04460
OG0003598	SCHMD21244	HUMAN29147
OG0003599	SCHMD21154	HUMAN13888, HUMAN13887
OG0003600	SCHMD02224	HUMAN15217
OG0003603	SCHMD02011	HUMAN13251, HUMAN13246
OG0003604	SCHMD03287	HUMAN12260, HUMAN12259, HUMAN07277
OG0003607	SCHMD18996, SCHMD19067	HUMAN02686
OG0003610	SCHMD10025, SCHMD05007	HUMAN16758, HUMAN16759
OG0003611	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153	HUMAN24173
OG0003612	SCHMD05840	HUMAN24816
OG0003613	SCHMD04176	HUMAN20927, HUMAN11439
OG0003615	SCHMD13214	HUMAN14433, HUMAN23272
OG0003617	SCHMD19266, SCHMD24604, SCHMD19682	HUMAN21414
OG0003618	SCHMD03820	HUMAN27890
OG0003619	SCHMD13518, SCHMD08597	HUMAN30124, HUMAN23959
OG0003620	SCHMD10079, SCHMD29362	HUMAN00039, HUMAN00038, HUMAN00040, HUMAN00037
OG0003621	SCHMD12479	HUMAN05310
OG0003622	SCHMD21579, SCHMD21578, SCHMD23632	HUMAN18690
OG0003624	SCHMD09571, SCHMD22651	HUMAN28864
OG0003626	SCHMD06623	HUMAN26164, HUMAN26165
OG0003627	SCHMD19934, SCHMD24898	HUMAN17655, HUMAN17656, HUMAN05166, HUMAN05165
OG0003629	SCHMD03651	HUMAN21741, HUMAN21740
OG0003630	SCHMD00976, SCHMD01074, SCHMD00979	HUMAN10764, HUMAN10786
OG0003632	SCHMD28869	HUMAN00144, HUMAN00145, HUMAN21796
OG0003634	SCHMD19789, SCHMD25941, SCHMD27043, SCHMD27044, SCHMD22796, SCHMD23332	HUMAN00127
OG0003635	SCHMD09927	HUMAN30608, HUMAN30607
OG0003638	SCHMD08904, SCHMD12994	HUMAN08782
OG0003640	SCHMD17587, SCHMD23254, SCHMD22170	HUMAN13431, HUMAN17671
OG0003642	SCHMD17458, SCHMD26388	HUMAN09837
OG0003644	SCHMD03638	HUMAN29286, HUMAN29287, HUMAN29285, HUMAN29284
OG0003646	SCHMD07544, SCHMD07543, SCHMD06515	HUMAN09524
OG0003647	SCHMD03661, SCHMD03659	HUMAN23500
OG0003649	SCHMD11461	HUMAN14411
OG0003651	SCHMD19273, SCHMD24605	HUMAN18587, HUMAN27840
OG0003652	SCHMD11274	HUMAN05434, HUMAN25517
OG0003653	SCHMD17511, SCHMD11246	HUMAN28128, HUMAN15232, HUMAN08130
OG0003654	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219	HUMAN27868
OG0003655	SCHMD09541	HUMAN25720, HUMAN07525
OG0003657	SCHMD25752, SCHMD28011	HUMAN17897
OG0003658	SCHMD29667	HUMAN26110, HUMAN26109
OG0003659	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715	HUMAN12849, HUMAN12851
OG0003661	SCHMD11070	HUMAN06668
OG0003666	SCHMD02137	HUMAN29133, HUMAN02252
OG0003668	SCHMD16966	HUMAN30167, HUMAN09900, HUMAN09899
OG0003669	SCHMD19438	HUMAN29028
OG0003671	SCHMD11729, SCHMD10695, SCHMD13674	HUMAN03501, HUMAN24226
OG0003672	SCHMD06465, SCHMD13496	HUMAN12138
OG0003673	SCHMD04574	HUMAN19535
OG0003674	SCHMD19493, SCHMD21241	HUMAN12022
OG0003674	SCHMD21242	HUMAN12023
OG0003675	SCHMD10343	HUMAN20720
OG0003676	SCHMD09933	HUMAN29262, HUMAN20688
OG0003678	SCHMD18909	HUMAN01033, HUMAN14660
OG0003679	SCHMD14973	HUMAN21403, HUMAN02922
OG0003682	SCHMD00097	HUMAN02554
OG0003683	SCHMD16793, SCHMD26976, SCHMD08792, SCHMD08791	HUMAN04991
OG0003685	SCHMD02813	HUMAN28658, HUMAN09512
OG0003687	SCHMD06543	HUMAN06582, HUMAN12545, HUMAN17984
OG0003688	SCHMD02218	HUMAN00391, HUMAN00390
OG0003692	SCHMD07452	HUMAN26245
OG0003694	SCHMD01774	HUMAN01597
OG0003695	SCHMD02002	HUMAN29320, HUMAN28471
OG0003696	SCHMD10456, SCHMD19979	HUMAN26795
OG0003698	SCHMD04070, SCHMD04069	HUMAN03524, HUMAN27578
OG0003701	SCHMD15850	HUMAN21420
OG0003703	SCHMD03850	HUMAN04604, HUMAN09417, HUMAN09419, HUMAN09418
OG0003705	SCHMD16984	HUMAN26525
OG0003706	SCHMD03464, SCHMD03465	HUMAN24793
OG0003707	SCHMD01318, SCHMD20493	HUMAN10025
OG0003708	SCHMD13127	HUMAN00455
OG0003710	SCHMD01072	HUMAN29654, HUMAN22687
OG0003712	SCHMD07204, SCHMD01556	HUMAN20248, HUMAN10482
OG0003713	SCHMD09387	HUMAN02247, HUMAN02248
OG0003716	SCHMD16362	HUMAN21975
OG0003717	SCHMD02266	HUMAN00711, HUMAN24583
OG0003718	SCHMD19427, SCHMD27978	HUMAN18082
OG0003720	SCHMD23149, SCHMD11812	HUMAN02239, HUMAN24894
OG0003721	SCHMD06738	HUMAN08875, HUMAN04841
OG0003722	SCHMD13809	HUMAN01183, HUMAN29299
OG0003724	SCHMD11616	HUMAN00259
OG0003724	SCHMD11615	HUMAN00260
OG0003725	SCHMD27474, SCHMD20596	HUMAN28512, HUMAN00988, HUMAN00987, HUMAN28511
OG0003726	SCHMD25016	HUMAN00634, HUMAN25217
OG0003728	SCHMD02160	HUMAN01158
OG0003729	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937	HUMAN17750
OG0003730	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639	HUMAN03774
OG0003731	SCHMD22514	HUMAN14612, HUMAN14611
OG0003732	SCHMD03760	HUMAN17458
OG0003734	SCHMD00609	HUMAN29356, HUMAN29355
OG0003735	SCHMD19484, SCHMD15630, SCHMD01358, SCHMD13365	HUMAN05438
OG0003736	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290	HUMAN11064
OG0003737	SCHMD26875, SCHMD23789	HUMAN29411, HUMAN02196
OG0003739	SCHMD03999	HUMAN17673
OG0003740	SCHMD13948, SCHMD17686	HUMAN04216, HUMAN04217
OG0003741	SCHMD28597, SCHMD28496	HUMAN15538
OG0003742	SCHMD03803	HUMAN26023, HUMAN06690, HUMAN06689
OG0003743	SCHMD05330, SCHMD03268	HUMAN07084, HUMAN07087, HUMAN07083, HUMAN07085
OG0003744	SCHMD04258	HUMAN29944, HUMAN20993, HUMAN20992
OG0003746	SCHMD20571	HUMAN18235, HUMAN12379
OG0003749	SCHMD12963	HUMAN06179
OG0003750	SCHMD10740, SCHMD21692	HUMAN18942, HUMAN18943
OG0003751	SCHMD29178, SCHMD29232	HUMAN02217, HUMAN02218, HUMAN02216
OG0003753	SCHMD05736	HUMAN10302
OG0003755	SCHMD24630	HUMAN13092
OG0003756	SCHMD16272, SCHMD09193, SCHMD09560	HUMAN11263
OG0003757	SCHMD25168, SCHMD24254, SCHMD29239	HUMAN15876
OG0003758	SCHMD10568	HUMAN12883, HUMAN12882, HUMAN06530, HUMAN06529, HUMAN06528
OG0003759	SCHMD02168	HUMAN11801, HUMAN24876
OG0003763	SCHMD15410	HUMAN25652
OG0003764	SCHMD03437	HUMAN13587, HUMAN13588
OG0003766	SCHMD22112, SCHMD16522	HUMAN19094, HUMAN19093
OG0003767	SCHMD06286	HUMAN28071, HUMAN28072
OG0003770	SCHMD10013	HUMAN05135
OG0003771	SCHMD05134	HUMAN13368, HUMAN13367, HUMAN20264
OG0003771	SCHMD18553	HUMAN13369
OG0003776	SCHMD01854	HUMAN19372, HUMAN19371
OG0003777	SCHMD09329, SCHMD03918	HUMAN18426, HUMAN12738, HUMAN26008
OG0003778	SCHMD06996	HUMAN16925, HUMAN19684, HUMAN19685
OG0003779	SCHMD15868, SCHMD25797	HUMAN11974
OG0003794	SCHMD05999	HUMAN19171, HUMAN14083, HUMAN15210
OG0003795	SCHMD22731	HUMAN29845
OG0003798	SCHMD13971, SCHMD04164	HUMAN17950, HUMAN06536
OG0003803	SCHMD27722, SCHMD27442	HUMAN02236
OG0003806	SCHMD21156	HUMAN10280
OG0003808	SCHMD27875, SCHMD11284	HUMAN00688, HUMAN00686
OG0003811	SCHMD22928, SCHMD13669	HUMAN22421, HUMAN22419
OG0003812	SCHMD04985	HUMAN29819
OG0003813	SCHMD01244	HUMAN22627, HUMAN18665
OG0003815	SCHMD27290	HUMAN25505, HUMAN15828
OG0003817	SCHMD04758	HUMAN21262
OG0003818	SCHMD10822, SCHMD17278	HUMAN07697
OG0003821	SCHMD10138	HUMAN01393, HUMAN20961
OG0003826	SCHMD20348	HUMAN11781
OG0003828	SCHMD01189, SCHMD27415	HUMAN29062
OG0003831	SCHMD17115	HUMAN22335
OG0003833	SCHMD28965	HUMAN27613
OG0003834	SCHMD01451	HUMAN14036, HUMAN11315
OG0003837	SCHMD17615, SCHMD14383, SCHMD10163	HUMAN13331
OG0003838	SCHMD05207	HUMAN07732, HUMAN07731, HUMAN22348
OG0003839	SCHMD05702, SCHMD10139	HUMAN02039
OG0003840	SCHMD12844, SCHMD26426	HUMAN09600, HUMAN01591, HUMAN09601
OG0003844	SCHMD09963	HUMAN28532
OG0003845	SCHMD00835	HUMAN13124
OG0003846	SCHMD06517	HUMAN27511, HUMAN17115, HUMAN27512, HUMAN17116
OG0003849	SCHMD10843	HUMAN09691, HUMAN09692, HUMAN13933
OG0003850	SCHMD24952, SCHMD16801	HUMAN00536, HUMAN00537, HUMAN00534, HUMAN00535
OG0003851	SCHMD05218	HUMAN02980
OG0003852	SCHMD13486	HUMAN10036
OG0003853	SCHMD14514, SCHMD07343	HUMAN25110, HUMAN25109
OG0003855	SCHMD17767	HUMAN01644
OG0003856	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891	HUMAN20705
OG0003857	SCHMD05301	HUMAN10555
OG0003860	SCHMD09480, SCHMD27052, SCHMD27051	HUMAN02817, HUMAN02816
OG0003863	SCHMD02612	HUMAN03803, HUMAN03804
OG0003865	SCHMD10111	HUMAN21906, HUMAN06498
OG0003866	SCHMD07937, SCHMD00211	HUMAN29685, HUMAN05999, HUMAN29686
OG0003868	SCHMD15677	HUMAN14809, HUMAN02201
OG0003869	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661	HUMAN12692
OG0003872	SCHMD13742, SCHMD13511	HUMAN19735
OG0003875	SCHMD00813, SCHMD07245, SCHMD07243	HUMAN04342
OG0003876	SCHMD06770	HUMAN28953, HUMAN28954
OG0003878	SCHMD04321	HUMAN01357
OG0003881	SCHMD06054, SCHMD03369	HUMAN00160
OG0003882	SCHMD13622	HUMAN27065
OG0003883	SCHMD24582	HUMAN22279, HUMAN22278
OG0003884	SCHMD04417	HUMAN09697
OG0003885	SCHMD09959	HUMAN25203
OG0003886	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171	HUMAN12711, HUMAN02704
OG0003887	SCHMD20058, SCHMD18207	HUMAN01579
OG0003888	SCHMD05192	HUMAN19589, HUMAN19338
OG0003889	SCHMD21799	HUMAN10468, HUMAN10467
OG0003892	SCHMD07588	HUMAN02849, HUMAN02848
OG0003894	SCHMD11863	HUMAN29298
OG0003896	SCHMD28716	HUMAN12343, HUMAN25890, HUMAN25891, HUMAN25892, HUMAN25889
OG0003897	SCHMD20071	HUMAN18373, HUMAN18372
OG0003903	SCHMD29162	HUMAN22257
OG0003904	SCHMD00688	HUMAN09983, HUMAN09982, HUMAN09984
OG0003906	SCHMD03168	HUMAN14951
OG0003908	SCHMD10777, SCHMD26725	HUMAN22926
OG0003908	SCHMD03608	HUMAN06953, HUMAN06952, HUMAN06951
OG0003909	SCHMD13155, SCHMD19547, SCHMD15096	HUMAN16634
OG0003910	SCHMD16210, SCHMD14670	HUMAN00725
OG0003911	SCHMD17334	HUMAN18914
OG0003911	SCHMD20892	HUMAN18913
OG0003912	SCHMD04955	HUMAN18812, HUMAN11530, HUMAN11531
OG0003914	SCHMD00070	HUMAN09921, HUMAN09922
OG0003917	SCHMD02873	HUMAN17384
OG0003918	SCHMD00222	HUMAN24389, HUMAN22575
OG0003919	SCHMD24561	HUMAN18229
OG0003920	SCHMD03027	HUMAN00591, HUMAN00592
OG0003921	SCHMD06689	HUMAN27803
OG0003923	SCHMD25596, SCHMD09715	HUMAN18230
OG0003925	SCHMD25912, SCHMD09602	HUMAN00566, HUMAN00563, HUMAN00564, HUMAN00565
OG0003926	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606	HUMAN00418
OG0003929	SCHMD28887	HUMAN11590, HUMAN11588, HUMAN11589, HUMAN11587
OG0003930	SCHMD03275	HUMAN06981, HUMAN06983
OG0003931	SCHMD03615	HUMAN10525, HUMAN10524, HUMAN29902
OG0003933	SCHMD23983	HUMAN21430, HUMAN07048
OG0003934	SCHMD00793	HUMAN16284
OG0003936	SCHMD01877	HUMAN11264
OG0003938	SCHMD19197	HUMAN16018
OG0003939	SCHMD05579	HUMAN02684
OG0003940	SCHMD08843, SCHMD24023, SCHMD25474, SCHMD06407	HUMAN04396
OG0003941	SCHMD07685	HUMAN07027
OG0003944	SCHMD10666	HUMAN21868
OG0003945	SCHMD04737	HUMAN05796, HUMAN24950
OG0003946	SCHMD19360, SCHMD00465	HUMAN03504, HUMAN03508, HUMAN22287
OG0003947	SCHMD06484	HUMAN22108, HUMAN27709
OG0003949	SCHMD24366, SCHMD04246	HUMAN25455, HUMAN25454
OG0003950	SCHMD13868, SCHMD23437, SCHMD13869	HUMAN03842, HUMAN03843
OG0003951	SCHMD04397	HUMAN20874
OG0003954	SCHMD06088	HUMAN28199, HUMAN16670
OG0003955	SCHMD06589	HUMAN23068
OG0003958	SCHMD13631, SCHMD28091	HUMAN03241, HUMAN23908, HUMAN27697
OG0003961	SCHMD04675	HUMAN00898
OG0003965	SCHMD22279, SCHMD23593, SCHMD11100, SCHMD22031	HUMAN00594, HUMAN00595, HUMAN00593
OG0003968	SCHMD20971, SCHMD24367	HUMAN01462, HUMAN01977
OG0003969	SCHMD08592	HUMAN08409
OG0003972	SCHMD13668	HUMAN19162
OG0003973	SCHMD06454	HUMAN08329, HUMAN18737
OG0003978	SCHMD29717, SCHMD28667, SCHMD05632	HUMAN26994, HUMAN30075, HUMAN03495, HUMAN26246
OG0003998	SCHMD17536, SCHMD17537	HUMAN17020
OG0004000	SCHMD05012	HUMAN20817
OG0004004	SCHMD03888	HUMAN11010
OG0004007	SCHMD15511	HUMAN28701
OG0004007	SCHMD27653	HUMAN01069, HUMAN23295
OG0004009	SCHMD12539	HUMAN22781, HUMAN03273
OG0004010	SCHMD11857	HUMAN23360
OG0004012	SCHMD08012, SCHMD16333	HUMAN24339, HUMAN24338, HUMAN24337
OG0004014	SCHMD17730, SCHMD16988, SCHMD25573	HUMAN18181
OG0004015	SCHMD06396	HUMAN01156
OG0004017	SCHMD27630	HUMAN10876
OG0004020	SCHMD29535, SCHMD26610	HUMAN18327, HUMAN18326
OG0004021	SCHMD12686	HUMAN11780, HUMAN11779
OG0004025	SCHMD25773	HUMAN22133
OG0004027	SCHMD07935	HUMAN06638, HUMAN12722
OG0004029	SCHMD25820	HUMAN20668, HUMAN20667
OG0004030	SCHMD13881	HUMAN10251
OG0004032	SCHMD08571	HUMAN30273, HUMAN30274, HUMAN07906
OG0004033	SCHMD06585	HUMAN02667
OG0004035	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000	HUMAN18569
OG0004036	SCHMD07559, SCHMD09846	HUMAN00606, HUMAN30598, HUMAN05435
OG0004037	SCHMD06653	HUMAN18538, HUMAN18540
OG0004038	SCHMD08999, SCHMD03883	HUMAN14761
OG0004039	SCHMD22311	HUMAN25333
OG0004040	SCHMD09211	HUMAN22331
OG0004041	SCHMD29278, SCHMD13539, SCHMD13540	HUMAN18706
OG0004042	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836	HUMAN04449
OG0004043	SCHMD00046	HUMAN25303
OG0004044	SCHMD16907	HUMAN20694
OG0004047	SCHMD07813	HUMAN13570
OG0004048	SCHMD05765	HUMAN22101, HUMAN22100
OG0004051	SCHMD05269, SCHMD18831	HUMAN12917, HUMAN17896, HUMAN06505
OG0004052	SCHMD01378	HUMAN15057, HUMAN15056
OG0004053	SCHMD09663	HUMAN04048, HUMAN29957, HUMAN28825, HUMAN01839
OG0004054	SCHMD03170	HUMAN08335, HUMAN15782
OG0004056	SCHMD06405	HUMAN23551, HUMAN21186
OG0004059	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349	HUMAN15830, HUMAN15829
OG0004060	SCHMD16682, SCHMD21120, SCHMD16351	HUMAN25392
OG0004063	SCHMD09601	HUMAN07942
OG0004064	SCHMD03370	HUMAN18276, HUMAN18275
OG0004065	SCHMD04935	HUMAN00215, HUMAN00216
OG0004067	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879	HUMAN18034
OG0004069	SCHMD07928	HUMAN28854
OG0004071	SCHMD06667	HUMAN02291, HUMAN24781, HUMAN24782, HUMAN29079, HUMAN02290, HUMAN24780
OG0004072	SCHMD07982	HUMAN13160
OG0004076	SCHMD19802	HUMAN28164, HUMAN28163, HUMAN28165
OG0004078	SCHMD08036	HUMAN03624
OG0004079	SCHMD22313, SCHMD19146	HUMAN22873
OG0004080	SCHMD18517	HUMAN18253, HUMAN27257
OG0004081	SCHMD03804	HUMAN18386
OG0004083	SCHMD05538	HUMAN08562
OG0004085	SCHMD20233	HUMAN07816
OG0004087	SCHMD13153	HUMAN20699
OG0004087	SCHMD13154	HUMAN20698
OG0004090	SCHMD19142	HUMAN06601
OG0004091	SCHMD20986, SCHMD10374	HUMAN28496
OG0004092	SCHMD01973	HUMAN26216, HUMAN12524
OG0004094	SCHMD10011	HUMAN29054
OG0004096	SCHMD01632	HUMAN02141
OG0004097	SCHMD00017	HUMAN30130, HUMAN30128, HUMAN30129, HUMAN30127, HUMAN08360
OG0004099	SCHMD07433	HUMAN16085, HUMAN20170
OG0004100	SCHMD16101, SCHMD17395, SCHMD01145	HUMAN06958
OG0004101	SCHMD01669	HUMAN12860
OG0004102	SCHMD16352, SCHMD13995	HUMAN03466
OG0004103	SCHMD06708, SCHMD03618	HUMAN19037
OG0004105	SCHMD08794, SCHMD16310	HUMAN28120
OG0004106	SCHMD07276	HUMAN00171, HUMAN00169
OG0004107	SCHMD01035	HUMAN01953, HUMAN01952
OG0004107	SCHMD18686, SCHMD18424, SCHMD04486	HUMAN01954
OG0004108	SCHMD06834	HUMAN03070, HUMAN03126
OG0004110	SCHMD03573	HUMAN23820, HUMAN03249
OG0004112	SCHMD04301	HUMAN01822, HUMAN01821
OG0004113	SCHMD09954, SCHMD11157	HUMAN20537
OG0004114	SCHMD11428	HUMAN04859, HUMAN04858, HUMAN04860
OG0004115	SCHMD08639	HUMAN21493
OG0004116	SCHMD22991, SCHMD19169	HUMAN05608, HUMAN05607
OG0004118	SCHMD14153	HUMAN26961
OG0004119	SCHMD24339, SCHMD11856	HUMAN15237, HUMAN15236
OG0004120	SCHMD02931	HUMAN03333
OG0004121	SCHMD00644	HUMAN00202, HUMAN21585
OG0004122	SCHMD09920	HUMAN29461, HUMAN29462
OG0004123	SCHMD24840	HUMAN05602, HUMAN05601, HUMAN05600
OG0004124	SCHMD09788	HUMAN19130, HUMAN27894
OG0004125	SCHMD03017	HUMAN13509, HUMAN13505, HUMAN13508
OG0004126	SCHMD18874, SCHMD24485, SCHMD09907, SCHMD21126	HUMAN05543, HUMAN19543
OG0004127	SCHMD14115	HUMAN27924, HUMAN27923
OG0004128	SCHMD29366	HUMAN20446, HUMAN16881, HUMAN16882
OG0004130	SCHMD26247, SCHMD12578, SCHMD28132	HUMAN01818
OG0004133	SCHMD08788	HUMAN18302, HUMAN07684
OG0004136	SCHMD21074, SCHMD14863	HUMAN02426, HUMAN02427
OG0004137	SCHMD09676	HUMAN28841
OG0004138	SCHMD22277, SCHMD19287, SCHMD22278, SCHMD23252	HUMAN29721, HUMAN29720
OG0004139	SCHMD27028, SCHMD23843	HUMAN28858, HUMAN14285
OG0004140	SCHMD01399	HUMAN11430, HUMAN11431, HUMAN11429, HUMAN11428
OG0004142	SCHMD08558	HUMAN14999
OG0004144	SCHMD02257, SCHMD25096, SCHMD15057	HUMAN20558, HUMAN21379
OG0004145	SCHMD20449, SCHMD23522, SCHMD01552	HUMAN08310, HUMAN18750
OG0004147	SCHMD09010	HUMAN21565
OG0004148	SCHMD06808	HUMAN12377
OG0004150	SCHMD25175	HUMAN20665
OG0004150	SCHMD13649	HUMAN20664
OG0004153	SCHMD07819, SCHMD03631	HUMAN24084, HUMAN24083
OG0004154	SCHMD06235	HUMAN16602
OG0004157	SCHMD05878	HUMAN29821
OG0004158	SCHMD07419	HUMAN17542, HUMAN27299
OG0004161	SCHMD08136	HUMAN17700
OG0004164	SCHMD24669, SCHMD09145	HUMAN23813
OG0004166	SCHMD16044	HUMAN27687
OG0004167	SCHMD10205	HUMAN04739
OG0004168	SCHMD09579	HUMAN11718
OG0004169	SCHMD20780	HUMAN13644, HUMAN13645
