blastula	gastrula	elongation	early_larva	mitraria_larva	competent_larva	juvenile
OFUSG10770.1	13.5764	12.0455	8.68706	2.895935	2.67394	0.9289985	1.25654
OFUSG10770.2	6.37805	19.24635	36.0025	37.20215	23.84445	3.1794115	0.685377
OFUSG10771.1	83.13005	68.78795	54.73775	40.29175	23.0584	13.6398	13.8474
OFUSG10772.1	1535.15	2163.705	2509.105	2518.94	2914.7	1080.605	841.689
OFUSG10773.1	910.0385	975.116	870.7425	748.0875	558.774	351.6465	353.006
OFUSG10774.1	24.28775	13.5552	23.4221	20.9645	16.1944	7.01174	30.5318
OFUSG10775.1	0.3449705	0.3557235	0.40579	0.5903395	0.7705595	0.5961625	1.23796
OFUSG10776.1	0.3249451	2.86444	5.978665	6.097625	9.205145	23.2893	38.6801
OFUSG10777.1	0.27916995	0.8174995	1.5593055	0.97288	0.3132905	0.514387	0.409612
OFUSG10778.1	48.3072	24.49685	17.05215	10.089025	6.29198	3.7229	2.89033
OFUSG10779.1	23.01595	61.47075	93.72825	54.0695	36.0453	26.39585	11.7425
OFUSG10780.1	0.14110515	0.7762415	2.03461	4.899325	16.60255	22.11755	15.5638
OFUSG10781.1	1.84303	2.10887	4.093445	7.18607	13.13215	17.51305	18.2837
OFUSG10782.1	0.4848905	4.90672	12.20155	6.847695	5.654455	20.8384	15.6363
OFUSG10783.1	9.192275	12.90085	11.459035	10.41889	6.705705	3.99399	4.24626
OFUSG10784.1	35.0838	29.86305	30.86665	21.7183	16.6937	8.56539	9.24251
OFUSG10785.1	5.323275	10.634075	7.60782	5.208035	2.724815	2.7206	2.68384
OFUSG10786.1	3.049935	4.49888	13.6352	43.1177	121.52025	212.389	22.8312
OFUSG10787.1	28.6863	33.5962	27.8627	23.6784	24.32655	22.89915	21.6876
OFUSG10787.2	0	0	0	0	0	0	0
OFUSG10788.1	0.834095	21.739477	26.7078	15.85041	11.77764	19.83189	5.47482
OFUSG10789.1	0.1551555	0	0.7437535	0.962977	7.159035	5.74039	4.70375
OFUSG10789.2	0.3689235	0.885558	2.46309	11.8123	21.9613	24.4791	4.54881
OFUSG10790.1	61.1044	9.3935	13.27884	11.98745	8.288585	6.606085	6.46276
OFUSG10791.1	0	0.2321345	9.69256	10.596805	9.10175	6.12069	0.381553
OFUSG10792.1	0	0.239192	2.25766	2.048795	0.93541	15.095145	69.7679
OFUSG10792.2	0.6909255	2.011025	4.19592	3.943195	11.86552	21.1442	21.2427
OFUSG10793.1	0.167283	1.5384445	1.1736145	0.294126	0.3229275	0.7538655	22.2461
OFUSG10794.1	0.111404	0.566683	2.16564	6.076325	4.976635	5.68527	12.1916
OFUSG10794.2	0	0.137443	0.8765395	2.368045	2.45352	1.347915	2.40076
OFUSG10795.1	0.0733945	2.341415	9.830685	18.3612	11.177335	11.87735	5.47803
OFUSG10796.1	113.53725	55.03075	40.90835	43.0567	47.8065	26.45195	27.0605
OFUSG10797.1	22.75695	45.5959	46.864	46.8194	36.893	10.79339	6.34449
OFUSG10798.1	14.1916	4.23485	4.373675	4.32405	4.98212	2.66859	1.68211
OFUSG10798.2	1.70767	0.099062527578	0.8014675	0.7528535	0.271149	0.772616	0.797201
OFUSG10799.1	11.220265	6.139265	26.7029	39.01	16.2802	13.29815	14.3035
OFUSG10800.1	31.0789	38.4782	55.3893	43.56385	37.06595	22.46805	21.8415
OFUSG10801.1	15.36435	12.6581	15.9381	13.2348	12.17355	6.586745	5.80037
OFUSG10802.1	0.9363865	5.15177	10.94202	7.12951	6.63101	4.280805	0.657801
OFUSG10803.1	12.3493	18.21005	15.6892	13.664455	22.2781	13.44755	13.1576
OFUSG10804.1	0.565068	0.4908225	0.715277	0.7295725	1.56818	3.62526	3.58159
OFUSG10805.1	0.538007	0.72914	0.9879405	0.7349995	2.16028	4.127585	3.69867
OFUSG10805.2	0.591	2.06738	3.701345	5.5768105	10.85226	7.836475	8.96803
OFUSG10806.1	8.33161	15.31784	13.52924	13.854605	36.8566	59.5269	68.0394
OFUSG10807.1	3.115913	10.896295	11.5791	13.37025	24.3333	41.62625	50.0791
OFUSG10808.1	2.62944	4.970185	11.37905	14.9645	29.9007	25.386	38.0768
OFUSG10809.1	30.001195	31.26417	13.977045	9.2809145	6.42618	4.388394	5.84866
OFUSG10810.1	3.90719	9.371065	6.10608	1.80107	1.5031685	0.3004485	0.435971
OFUSG10811.1	8.5302	3.48506	5.507205	17.1782	19.05025	17.35347	15.2028
OFUSG10811.2	2.7435485	1.7949505	1.4146515	1.78872	0.612845	2.265605	2.37776
OFUSG10811.3	2.09022	2.20212	1.365535	1.426575	0.8214765	0.089624155	0.0268774
OFUSG10812.1	0	1.538195	1.81093	0.9067215	0	3.957715	17.8065
OFUSG10813.1	1.204363	0.729975	0.6770825	1.400965	0.202399	1.7515235	5.01431
OFUSG10814.1	2.2598055	1.327476	1.1576865	1.2383675	0.436741	2.89593	6.36588
OFUSG10815.1	0	0.04409175	0.213221	0	0	0.01533865	0
OFUSG10815.2	2.650455	2.29159	2.1976345	1.6388675	1.002241	5.57236	11.4721
OFUSG10816.1	16.831	7.987845	7.35402	6.747195	4.901245	5.55457	3.81607
OFUSG10817.1	0.395223	1.12432	0.870542	1.357796	1.803095	8.879985	6.27355
OFUSG10818.1	9.07171	9.70605	6.93612	10.614515	8.063905	24.7068	29.2185
OFUSG10819.1	0.3948775	3.37861	8.78618	11.10737	6.094275	2.79206	2.33885
OFUSG10820.1	2.580805	2.77965	3.510865	5.30443	3.338195	2.13609	1.54666
OFUSG10821.1	103.8005	98.7061	82.70155	71.8022	39.6041	24.7506	26.2973
OFUSG10822.1	83.97295	24.0732	14.92775	7.254115	9.00224	7.40693	7.03711
OFUSG10823.1	439.0515	104.32365	82.28005	62.7261	68.9872	28.781	14.1156
OFUSG10823.2	9.20218	0.7568875	1.075165	0.8352845	0.4577005	0.181952	0.0188418
OFUSG10824.1	3.02691	25.4229	12.825515	3.877145	2.338145	3.46097	3.82908
OFUSG10825.1	0.11364245	0.1237488	0.3039015	0.080453	0.103802	0.2934265	0.208799
OFUSG10826.1	9.04397	7.082825	4.484455	4.67142	6.17892	4.03439	3.75043
OFUSG10827.1	6.46711	4.750805	3.668945	3.7463	2.92189	3.369475	6.48933
OFUSG10828.1	21.2068	3.226135	7.739095	12.585815	20.51385	21.2959	28.8497
OFUSG10829.1	90.2728	141.685	140.103	128.0895	98.79945	20.4031	11.2324
OFUSG10830.1	4.279125	7.44521	11.099825	4.56444	2.26061	12.0533	7.66539
OFUSG10831.1	265.899	113.6458	95.6309	53.9149	38.87025	56.17705	67.5604
OFUSG10832.1	20.5594	7.049035	7.48989	8.71789	12.4722	14.66195	14.1705
OFUSG10833.1	0.6017995	1.150661	0.810533	0.673709	0.88786	0.383756	2.78931
OFUSG10834.1	0.0789105	0.076197	0.941592	0.507857	0.1851895	2.55115	7.89538
OFUSG10835.1	18.15485	25.735515	28.6049	19.223195	18.2916	15.717035	1.22157
OFUSG10836.1	10.05125	5.900565	3.03404	3.33684	1.607905	0.943114	0.468628
OFUSG10837.1	0.918485	0.659395	0.227198	0.459782	0.3095415	0.0701585	0.190723
OFUSG10837.2	21.06965	7.46321	6.474215	4.884625	3.7283	2.18643	1.40608
OFUSG10838.1	1.166025	4.66316	2.18814	0.7082595	0.573641	0.492	0.423855
OFUSG10839.1	0.4878375	1.1209185	4.691895	35.16535	44.44125	19.31885	54.3142
OFUSG10840.1	0	0.140621	0.5389965	0.543942	0	0.29720235	6.21817
OFUSG10840.2	0.4242845	0.73464	0.3774275	0.2771295	0.3413935	0	0.0334263
OFUSG10841.1	148.8705	114.92	95.42145	72.82155	45.0292	19.74155	18.7597
OFUSG10841.2	141.3865	144.4125	128.331	101.8515	61.96765	21.11755	21.5191
OFUSG10842.1	0.3024945	0	0.2784415	0	0.100109	0	0.0876367
OFUSG10843.1	6.071165	7.465815	7.747875	7.263995	5.83655	6.649205	9.90781
OFUSG10844.1	18.0389	6.76016	43.2053	63.81965	43.91545	17.29845	9.79366
OFUSG10845.1	24.5089	6.732	5.503975	4.37352	6.160635	6.30648	5.47803
OFUSG10846.1	0.527693	0.278942	0.30353	0.2265085	0.0250076	0.07124855	0.252812
OFUSG10847.1	53.96685	34.89175	33.44995	28.6343	20.12395	21.5873	14.9476
OFUSG10847.2	0.1884495	0.1576265	0.076149	0.5116465	0.7318295	0.9263315	1.00753
OFUSG10848.1	1.86888	2.058421	0.8891845	0.5220575	1.021156	0.5351925	0.157825
OFUSG10849.1	0.997048	0.77579	0.512673	0.52257	0.6625705	0.2840305	0.0926604
OFUSG10850.1	6.113145	2.673665	2.911415	2.118715	6.61473	7.33955	5.74833
OFUSG10850.2	0.383726	0.124684	0	0	0.2506685	0.392103	1.18983
OFUSG10851.1	10.9609	55.55485	45.62175	25.79145	21.7129	20.75545	28.0991
OFUSG10852.1	15.3634	30.85105	30.25875	23.84685	23.6944	14.3136	13.8868
OFUSG10853.1	20.30295	7.514455	7.051185	6.856815	6.90794	3.51488	3.71913
OFUSG10854.1	169.969	38.488	28.1109	25.74655	34.9712	20.07285	14.6476
OFUSG10855.1	90.122	55.82455	54.77005	72.11505	124.0775	96.444	47.0472
OFUSG10856.1	0	0.3190605	1.0590675	3.152415	10.194495	9.144485	13.8581
OFUSG10856.2	10.62646	19.16675	25.9707	18.3	22.5175	23.14155	8.12743
OFUSG10857.1	11.64364	4.11608223513	3.37707	0.999635	0.289358	0.054872	0
OFUSG10857.2	111.8155	27.3296	10.287055	5.89858	4.77311	1.97711	1.32279
OFUSG10858.1	6.40359	15.93085	12.88665	5.59447	6.45741	6.494965	3.2781
OFUSG10859.1	92.39135	47.6217	25.314	9.66533	5.25749	2.43451	3.45694
OFUSG10859.2	47.85825	17.8878	5.107865	1.1440745	0	0.20462	0.0351647
OFUSG10860.1	205.0055	52.93175	28.6865	22.75855	26.13685	26.30235	29.6348
OFUSG10861.1	1469.895	1866.465	1961.03	2473.54	2791.76	4998.98	4501.73
OFUSG10862.1	1648.195	408.0755	195.7895	220.427	345.8415	1482.57	852.388
OFUSG10862.2	141.285	203.321	375.764	543.3395	620.814	920.946	1200.52
OFUSG10863.1	130.47545	174.581	144.3125	97.9206	47.9618	29.90205	23.1095
OFUSG10864.1	0.876226296	0.04461084985	5.65215	4.96932	11.868	9.614025	3.96126
OFUSG10864.2	1.581193	13.46305	5.86583	6.18592	3.1953	7.113145	6.40155
OFUSG10864.3	0.530587	4.580175	7.61988	6.422895	6.293625	7.16796	10.681
OFUSG10865.1	0.20849	0	0.0747255	1.0315435	1.656855	1.840295	2.21615
OFUSG10865.2	6.42819	6.18289	7.785765	12.78025	17.46935	15.71525	3.28653
OFUSG10866.1	7.501075	3.865885	6.824635	6.771795	4.65505	1.94304	0.288638
OFUSG10867.1	96.1716	91.10865	84.48405	61.03595	57.28485	18.67415	9.78476
OFUSG10868.1	3.93643	2.533085	31.9533	32.22625	10.68615	2.45495	0.271791
OFUSG10869.1	4.796575	1.624105	1.17559	0.8214075	1.17274	1.0862905	0.842531
OFUSG10866.2	1.57635	4.7941	2.89204	1.184476	1.090755	2.49282	2.34167
OFUSG10870.1	0	3.044845	7.41005	5.498365	1.480105	0.717112	0.13511
OFUSG10870.2	0.03267615	1.93351	1.44526	0.4470825	0.379692	0	0.0400135
OFUSG10871.1	23.05875	40.38255	52.0291	52.96345	43.74765	24.2656	10.4343
OFUSG10872.1	0.3796225	0.4412205	2.74322	6.79606	4.93914	19.60925	45.5265
OFUSG10873.1	0.7213265	0.6553045	0.508335	0.2382185	0.1202309	0.13885	0.371689
OFUSG10874.1	0.198683	0.2340015	0.1765275	0.1119938	0.03682285	0.05995835	0.226564
OFUSG10875.1	1.2141	0.5686235	0.464448	0.488906	0.274277	0.269597	0.211493
OFUSG10876.1	1.225296	8.03357	5.75637	4.047325	4.51073	4.274155	18.6439
OFUSG10876.2	0	0.9811325	0.0001537565	0	0.2523045	0.02252945	0
OFUSG10876.3	0.152377	0.184233	0	0	0.2563815	0	0
OFUSG10877.1	0	0.537025	0.2313705	0.1409835	0.2987665	0	0
OFUSG10877.2	1.0490275	4.00381	5.00947	6.93205	20.51575	13.1422	14.6178
OFUSG10878.1	132.423	192.398	185.116	177.215	121.5325	101.619	104.253
OFUSG10879.1	140.0085	200.659	190.134	122.0945	72.75155	44.5528	60.1537
OFUSG10880.1	14.4794	2.765815	4.405535	5.20864	6.375325	6.67243	4.04314
OFUSG10881.1	25.2268	35.15265	36.55905	26.83825	20.41585	25.87825	25.3653
OFUSG10882.1	0.2681355	0.194267	0.06811875	0.14233	0.527038	3.379355	0.327185
OFUSG10883.1	106.9749	79.0451	66.8996	47.0344	32.5776	21.45655	22.2489
OFUSG10884.1	147.9415	142.185	115.656	148.377	237.3265	205.3135	146.031
OFUSG10885.1	18.4045	29.08085	45.06025	56.88755	80.62335	86.8624	26.1409
OFUSG10886.1	2.14009	4.47491	3.34064	2.101832	10.97445	6.625725	8.02217
OFUSG10887.1	5.96481	5.247935	6.391985	5.39721	6.82047	10.21293	15.8117
OFUSG10888.1	0.867924	1.2361285	0.418359	0.2139345	0.431232	2.0326	4.2137
OFUSG10889.1	1.804435	1.91364	0.3055555	0.6258325	1.598719	2.96498	4.11817
OFUSG10890.1	0.928381	1.28564	0.335545	0.1589095	5.03658	8.70795	11.0068
OFUSG10891.1	18.85485	15.79255	31.32045	38.3516	23.438	19.4112	14.8584
OFUSG10892.1	0.3995885	0.691909	0.3360205	0.26162	0.2506705	0.401436	6.98252
OFUSG10893.1	140.497	58.60845	31.54695	23.92195	21.76175	15.19425	14.2136
OFUSG10894.1	0.2349165	0.3632445	0.534541	1.167166	6.298425	5.862395	7.28496
OFUSG10895.1	39.35865	6.43218	4.002135	4.5967	4.39003	6.229675	5.07896
OFUSG10896.1	0.199867	0.18100865	0.2248875	0.0918219	0.203826	0.212958	0.447459
OFUSG10897.1	12.57055	13.73195	15.3675	12.69615	7.69579	6.892775	11.4481
OFUSG10897.2	0	0	0	0	0	4.879825	21.612
OFUSG10898.1	26.4105	53.61295	37.125	21.13175	18.88455	28.23985	21.2693
OFUSG10899.1	37.93985	13.1501	11.96235	11.85585	8.270575	6.25744	3.87884
OFUSG10900.1	0.12413	0.1058906	0.2187285	0.14000015	0.04035575	0.3670665	3.38563
OFUSG10901.1	0.498478	0.557487	0.5914425	0.519228	0.652347	3.907565	10.8
OFUSG10902.1	16.45095	11.4479	11.83935	11.95105	10.24875	7.835165	5.45397
OFUSG10903.1	7.82557	16.6571	22.63905	24.4175	28.9509	15.61365	12.9766
OFUSG10904.1	0.115041	1.1762635	0.08819	0.0617154	0.0738279	0.412917	0.477198
OFUSG10905.1	0.4390685	1.27303	1.213088	0.483484	0.295513	0	0.844401
OFUSG10906.1	3.360685	4.78739	4.268925	2.481045	2.783555	5.192045	4.42222
OFUSG10907.1	214.625	138.9856	63.0438	51.44745	50.6465	33.629	29.0542
OFUSG10908.1	62.49055	37.19705	29.91685	22.09725	21.3503	18.65995	20.6682
OFUSG10909.1	1.879205	5.216385	7.736535	18.5026	38.88485	36.5589	47.1564
OFUSG10910.1	25.9109	10.21645	7.048805	7.393815	10.733715	8.110875	6.94862
OFUSG10911.1	2.597095	4.21667	5.75739	9.750565	19.8244	15.2168	10.267
OFUSG10912.1	0.36534	23.6375	22.4189	19.55465	12.20475	15.0928	14.6644
OFUSG10913.1	0.61878	0.9053757	2.42082e-07	1.08051000019766	9.304453279e-05	0.10433350358911	0
OFUSG10913.2	0.2215345	1.717645	3.28163	6.312185	7.21325	5.269915	4.70988
OFUSG10913.3	2.61009	2.290995	1.196435	0.48202653339	2.019145	0.4973515	0.419196
OFUSG10913.4	28.7465	8.331635	9.641955	8.36047	10.26915	6.372035	5.08282
OFUSG10914.1	120.8335	103.7356	88.0346	52.09075	23.86335	16.9222	23.4107
OFUSG10915.1	0.339325	1.201257	1.08115055	0.7697575	0.552685	1.3931675	0.647066
OFUSG10916.1	16.57325	21.3697	16.6878	18.52925	27.1092	43.3443	47.1836
OFUSG10916.2	0	0	0.105675	0.86396	2.74641	17.49651	56.4113
OFUSG10916.3	1.0840565	1.522228	0.8769415	1.569275	3.706465	16.18795	42.8848
OFUSG10917.1	11.7586	16.7715	23.5017	23.3424	21.63305	17.352	22.3519
OFUSG10918.1	0.483878	3.247895	15.55605	34.8148	65.3695	116.7845	153.589
OFUSG10919.1	2.3498	1.35512	1.391375	1.78822	5.65096	12.3949	8.80831
OFUSG10920.1	19.6411	25.7903	20.71765	11.8933	10.21727	7.492495	5.99711
OFUSG10921.1	328.055	233.383	175.76	98.2768	66.55685	41.46795	44.3937
OFUSG10922.1	66.9233	94.35755	52.2168	27.35905	14.8724	5.343275	7.51319
OFUSG10922.2	58.5209	91.52635	57.013	32.05815	18.51565	13.41915	21.929
OFUSG10922.3	88.7341	150.7955	133.953	78.6963	43.48355	52.98965	47.0761
OFUSG10922.4	109.601	144.835	93.82555	69.33	30.8851	27.65525	20.3915
OFUSG10923.1	1.98749	2.677335	2.469025	2.742895	3.13299	1.96081	1.16205
OFUSG10924.1	2.96007	4.23722	5.908395	6.812855	12.044065	18.35465	24.3712
OFUSG10925.1	6.64763	4.104385	4.656135	5.059475	9.689485	15.0318	18.9269
OFUSG10926.1	17.20685	27.1546	26.09865	13.0416	13.16173	36.23465	28.7103
OFUSG10927.1	1604.595	1887.605	1702.59	1005.5045	476.374	184.243	127.093
OFUSG10928.1	1.523175	2.25547	2.405665	2.788195	3.908625	9.625315	14.0071
OFUSG10929.1	0.7148275	1.341104	2.43784	2.641615	4.13742	8.15175	14.7594
OFUSG10930.1	30.8313	71.16455	76.674	44.26985	19.5594	36.3154	38.1967
OFUSG10931.1	35.4144	74.1541	63.89955	28.74385	17.2907	37.09235	39.3306
OFUSG10932.1	48.06445	63.38295	76.07005	40.1488	21.2828	39.1008	42.192
OFUSG10932.2	6.331385	37.05665	24.1929	11.66302	7.03291	12.90337	10.2733
OFUSG10933.1	29.9822	120.912	273.7395	264.8485	106.90225	77.9506	108.504
OFUSG10934.1	8.11628	6.33355	5.90054	4.354075	1.811365	0.07282385	1.57169
OFUSG10935.1	290.809	228.949	164.479	131.256	56.56255	27.3361	28.2795
OFUSG10936.1	8.87653	6.3676	3.848255	3.932075	2.11326	3.286115	2.39652
OFUSG10937.1	2.0318365	1.6423365	13.85775	33.609	34.5777	25.3196	11.5875
OFUSG10938.1	9.957365	9.59722	16.2103	12.345825	15.5544	5.38624	3.78847
OFUSG10939.1	0.08552045	0.421971	3.177135	20.535	41.5706	42.5397	71.9988
OFUSG10940.1	47.9756	79.9404	83.79755	48.0132	33.77165	25.5111	19.9002
OFUSG10941.1	55.6845	58.2319	44.9711	29.4748	21.7326	20.9322	22.0497
OFUSG10942.1	137.2915	91.22645	82.9863	64.3924	42.67785	29.04765	44.6572
OFUSG10943.1	0.6198005	1.279515	0.8299675	0.4685355	4.296455	104.7278	325.156
OFUSG10944.1	54.51625	18.5215	9.892215	8.423085	7.83164	9.249965	9.53623
OFUSG10945.1	56.44905	8.89963	4.72287	4.309525	7.13377	9.09824	11.6028
OFUSG10946.1	0.4579335	2.953295	19.111	38.6688	26.6712	9.6105	9.68017
OFUSG10947.1	34.2551	131.6895	243.9045	289.044	218.194	171.9945	158.26
OFUSG10948.1	1.3989415	1.972075	14.13185	47.86485	62.2673	29.3944	10.4793
OFUSG10948.2	0	3.19478	11.6261	28.6286	53.4958	11.26539	4.19039
OFUSG10949.1	54.26075	53.96785	69.55665	124.6165	192.3995	103.24165	46.9024
OFUSG10949.2	25.8876	21.63905	18.47995	12.44548	7.087265	11.39439	6.15093
OFUSG10950.1	0.0935746	0.19518245	0.134687	0.056408	0.0710861	0.1161259	0.133449
OFUSG10951.1	108.42715	83.5765	51.83365	32.1507	16.1621	9.375175	8.22986
OFUSG10952.1	0.075134	1.233437	5.763955	5.773005	4.109	4.484525	0.146887
OFUSG10953.1	0.296802	0.09801695	0.04774755	0.02993215	0.070656	0.1457545	0.227203
OFUSG10954.1	0.03161335	0.1234355	0.086894	0.2493845	0	0.0507174	0.339374
OFUSG10955.1	0	0.03765155	0.14386845	0	0	0.0699553	0.221601
OFUSG10956.1	101.9588	27.4019	26.61055	38.13065	81.6073	282.704	290.645
OFUSG10957.1	0.4240365	0.8842725	1.330085	1.856895	4.384445	4.84995	18.7321
OFUSG10958.1	20.89475	14.445115	14.2957	7.79115	6.24155	5.521635	6.98768
OFUSG10959.1	0.521452701	1.553979	3.05216	0.716098	1.81883	0.1624111	0.00755578
OFUSG10959.2	4.698695	1.809694	0.04878585	1.45057	1.43099615	17.04985	31.6613
OFUSG10960.1	83.0465	62.21255	57.7132	34.4156	17.674	10.7999	11.6674
OFUSG10961.1	1.42961	3.563545	3.961715	0.75962	0.233561	0.7289905	7.87104
OFUSG10962.1	0.92556	0.663524	1.0879765	0.5426885	0.5015205	4.93782	24.5564
OFUSG10963.1	0.19316575	0.8297735	0.643353	0.6567725	0.4184077	3.62736	17.4676
OFUSG10963.2	0.0619921	0.135446	0	0.137406	0.09070765	2.545265	10.7366
OFUSG10964.1	0.4693735	0.0577245	0.2243795	0.02951185	0.286648	1.2488955	3.83756
OFUSG10964.2	0.01007679	0.08494866	0.004412265	0.072085297	0.00446397	1.396875e-09	0.0498594
OFUSG10965.1	3.117432	0.5456995	0.44108	2.056265	7.57668	28.3703	68.1545
OFUSG10966.1	0.234587	0.02547015	0.0683555	0.492889	0.1694745	1.0808945	0.236617
OFUSG10966.2	0.0773032	0.45598165	0.2666902	0.0955185	1.08881	1.38788	5.35734
OFUSG10967.1	77.09215	93.78365	109.4493	74.67815	65.82115	51.88175	63.9529
OFUSG10968.1	5.330725	10.48073	11.699	9.21336	6.700675	6.569945	5.13577
OFUSG10969.1	14.571435	6.421945	4.608165	5.446875	6.321875	8.508515	6.10567
OFUSG10970.1	0.230959	0.1276235	2.205705	3.26158	7.618725	5.88836	1.96423
OFUSG10970.2	0.326197	1.59656	13.48725	14.1102	20.7543	20.73815	3.01374
OFUSG10971.1	1.1961645	1.878935	5.675205	21.12585	14.1373	2.41899	2.20897
OFUSG10972.1	1.49642	9.56388	17.9469	21.4531	29.20955	26.8458	23.1347
OFUSG10973.1	0.331936	0.3341569	0.7968215	3.376605	4.34305	9.50539	7.64385
OFUSG10974.1	3.268725	13.007155	9.44038	11.66971	9.467005	5.650145	4.54977
OFUSG10975.1	4.87448	12.69635	16.42755	15.1038	10.708725	5.808995	5.12526
OFUSG10976.1	37.22	134.6685	71.26455	26.89435	11.5841	21.7328	30.095
OFUSG10977.1	2.96207	10.84302	8.98833	6.879465	9.993235	9.45722	16.7968
OFUSG10978.1	0.108072	2.397692	2.56809	4.228365	1.84383	2.27229	2.39426
OFUSG10979.1	0.4626985	4.66123	60.7561	32.8136	22.19025	36.39635	21.5492
OFUSG10980.1	4.863085	50.65645	89.20345	58.3055	32.95935	8.66008	3.00204
OFUSG10981.1	0.5994785	2.36815	0.610229	0.583771	0.5342645	3.050195	2.38527
OFUSG10982.1	0.5117365	2.0954665	2.4866165	0.973764	0.5249285	0.153168	0.0698336
OFUSG10983.1	639.9275	160.369	62.54555	36.74315	48.33795	40.9657	8.26628
OFUSG10984.1	40.4529	8.60694	15.73345	11.57039	12.7178	14.07835	12.1681
OFUSG10985.1	0.8744665	1.2579565	0.420274	0.23436165	0.2349085	0.257489	1.37627
OFUSG10985.2	21.0158	1.53526	4.5243	3.214675	4.38548	6.91662	4.05669
OFUSG10986.1	0.4823705	0.5538645	0.3773016	0.2200005	0.155891	0.676968	3.56624
OFUSG10987.1	0.971553	2.35448	1.778797	0.9576695	1.8007215	1.2704865	4.29847
OFUSG10988.1	0.03815505	0.0514459	0.332142	0.7434205	0.9765145	0.716572	0.129782
OFUSG10989.1	4.455790247079	112.823	225.61	122.8465	60.66045	18.79725	25.4993
OFUSG10989.2	211.939	179.798	132.687	81.19425	50.5139	20.07385	28.7814
OFUSG10990.1	73.80315	55.1999	51.49735	27.6726	18.64785	10.5407	13.5059
OFUSG10991.1	34.39115	36.29395	34.841	28.8502	23.047	17.1201	44.5271
OFUSG10992.1	33.27725	17.1605	12.12085	13.9357	13.38425	10.93745	8.54082
OFUSG10993.1	0.333789	0.511764	1.111354	0.2021565	0.1533294	0.07518845	0
OFUSG10994.1	0.268122	0.582925	0.3300716	0.088	0.1458435	0.0502745	0
OFUSG10995.1	16.50055	4.26133	18.88295	27.4744	27.59855	25.98365	30.8818
OFUSG10995.2	0.294279	0.7843565	6.388895	7.2466	13.80185	17.78035	26.9752
OFUSG10996.1	2.419995	1.4052615	1.401677	1.39741	1.00063	1.1936715	3.2155
OFUSG10997.1	0.247062	0.2065855	2.078555	1.5244775	1.52763	2.750175	4.01559
OFUSG10998.1	0.608954	2.253375	17.1556	15.45755	26.17305	24.9966	21.308
OFUSG10999.1	1.031789	2.97299	13.8415	11.14988	20.14285	18.01345	7.96676
OFUSG11000.1	0.0350781	0.13220185	0.631343	0.814448	2.11187	1.493515	1.20619
OFUSG11001.1	8.23029	31.8379	61.5106	58.82135	66.9508	27.8121	67.3523
OFUSG11002.1	0.0636695	0.892698	4.5473	3.036015	3.61924	4.943835	0.891604
OFUSG11003.1	29.5801	19.8894	11.55745	8.34551	20.11375	23.0458	8.13078
OFUSG11004.1	0.00875515	0.179736	0.10740495	0.2749695	0.4734335	1.34331	1.71699
OFUSG11005.1	0	0.38283	0.1509645	0.546744	0.2214525	0.867458	1.3429
OFUSG11006.1	60.05605	19.06455	8.686755	9.409125	0.1939205	0.11024535	0.603395
OFUSG11007.1	6.0804	8.829245	9.350575	6.269005	5.667075	6.37549	10.5036
OFUSG11008.1	0.6542305	6.299075	4.11708	2.47873	12.70637	8.81706	3.83055
OFUSG11009.1	0.2656365	0.1418331	1.91579	6.036035	6.20032	4.39492	6.03019
OFUSG11010.1	3.25646	6.227175	11.15025	16.7924	14.9308	7.449705	3.46338
OFUSG11011.1	3.662925	6.815825	10.920525	11.229745	6.303335	4.680635	5.13159
OFUSG11012.1	3.666835	7.2993	8.085265	11.022345	14.6701	11.426865	8.32593
OFUSG11013.1	4.85037	7.329645	10.22834	11.441135	22.9399	32.0232	8.19751
OFUSG11014.1	4.01645	11.68448	18.0699	21.6423	22.1977	27.37175	32.2144
OFUSG11015.1	14.02635	10.477915	27.47005	47.28055	42.48865	35.5738	44.8125
OFUSG11016.1	1.245075	1.845615	0.29018315	0.02365205	0.0261239	0.630659	0.773498
OFUSG11017.1	105.3692	42.32855	25.25865	23.43945	21.17785	16.9568	9.16686
OFUSG11018.1	51.922565	57.38265	60.54705	62.7332	72.12465	116.3421	40.5114
OFUSG11019.1	23.3432	26.18035	26.28305	24.96405	17.81665	12.88755	24.127
OFUSG11020.1	1.8103355	3.13424	5.35185	7.1821	19.17433	5.43386	2.84153
OFUSG11021.1	0.2302125	0.545833	0.9108725	1.920515	17.915855	1.74725	1.71582
OFUSG11022.1	0.382208	11.118695	116.20005	185.65	148.989	103.0146	11.5739
OFUSG11023.1	1.778485	4.684075	5.005855	3.53363	8.54896	3.0058	3.57425
OFUSG11024.1	1.816955	1.7606645	7.51318	11.08041	11.45165	19.3823	30.7627
OFUSG11025.1	0	0.074076	0	0.2394375	0.053895	0.4257175	0.375923
OFUSG11025.2	0	0.22056	0.0835718	0.14900650388972	0.0896965	0	0
OFUSG11026.1	74.38285	25.3106	20.8785	12.2352	7.633945	5.87142	5.36189
OFUSG11027.1	1.9904	3.514545	5.06539	5.6624	2.55594	3.678055	5.80466
OFUSG11027.2	36.03665	60.1813	68.54645	55.70685	32.15605	16.14675	19.348
OFUSG11028.1	19.3884	67.223	112.653	120.6336	87.6415	69.94055	24.8999
