Orthogroup	XENTR	DROME
OG0004072	XENTR02752	DROME21957, DROME17982
OG0004073	XENTR11511, XENTR02540, XENTR06765	DROME01650
OG0004074	XENTR11569	DROME06751
OG0004075	XENTR00982	DROME21242
OG0004076	XENTR13769	DROME00303
OG0004078	XENTR10912	DROME11078
OG0004079	XENTR01034	DROME14266, DROME14264, DROME14261, DROME14262, DROME14263, DROME14265
OG0004080	XENTR04210, XENTR17702	DROME06468, DROME06467
OG0004081	XENTR09630, XENTR16082	DROME16707, DROME16708, DROME16709, DROME16710
OG0004082	XENTR03276	DROME08161
OG0004084	XENTR03635	DROME12357
OG0004085	XENTR02748	DROME05732, DROME05731, DROME05733
OG0004089	XENTR15591	DROME00381
OG0004091	XENTR04711	DROME14119
OG0004092	XENTR15001, XENTR15101	DROME12563
OG0004095	XENTR04765	DROME13735
OG0004096	XENTR04695	DROME05141, DROME05140, DROME05135, DROME00515
OG0004098	XENTR09195, XENTR00362	DROME01948
OG0004099	XENTR07018, XENTR03906	DROME19388
OG0004101	XENTR13964	DROME08755, DROME08757, DROME08756
OG0004102	XENTR02021	DROME12666
OG0004105	XENTR00235	DROME04809, DROME04810, DROME04811
OG0004108	XENTR07571	DROME07361
OG0004110	XENTR18262	DROME17755
OG0004111	XENTR05171, XENTR05170, XENTR05169, XENTR05168	DROME04654, DROME04653
OG0004112	XENTR18035	DROME12140
OG0004113	XENTR11125	DROME06222, DROME06223
OG0004114	XENTR11643	DROME16337
OG0004115	XENTR10408	DROME13846, DROME13845, DROME13844
OG0004116	XENTR06030	DROME02477
OG0004118	XENTR00736	DROME19673
OG0004119	XENTR07270	DROME14543
OG0004120	XENTR09438	DROME07794
OG0004121	XENTR08429	DROME03957
OG0004123	XENTR18443, XENTR02606	DROME12798
OG0004124	XENTR02997, XENTR06594	DROME02608
OG0004127	XENTR09339	DROME07186
OG0004131	XENTR00865	DROME18904, DROME18905
OG0004132	XENTR08207	DROME06798
OG0004133	XENTR08580, XENTR08835	DROME02029
OG0004134	XENTR10228	DROME14839
OG0004135	XENTR14499	DROME03879
OG0004136	XENTR14548	DROME17670
OG0004139	XENTR09190, XENTR12366, XENTR15382	DROME14020
OG0004140	XENTR05945	DROME02610
OG0004142	XENTR15552	DROME06754
OG0004143	XENTR14330	DROME13621
OG0004144	XENTR10488, XENTR16335	DROME04309, DROME04310
OG0004145	XENTR06685	DROME08647, DROME14074, DROME14075
OG0004147	XENTR18396	DROME06149
OG0004148	XENTR06933	DROME06090, DROME06089
OG0004149	XENTR10834	DROME11017, DROME11016, DROME11015
OG0004150	XENTR03403	DROME04551, DROME04550
OG0004151	XENTR00487	DROME14564
OG0004153	XENTR02143	DROME12893
OG0004156	XENTR00751, XENTR10996	DROME18060
OG0004157	XENTR18358	DROME21496
OG0004158	XENTR18490	DROME10050
OG0004159	XENTR12092, XENTR07512	DROME20404, DROME20403, DROME20402
OG0004160	XENTR00315	DROME15565
OG0004164	XENTR07551, XENTR07533	DROME16332
OG0004166	XENTR02693	DROME17896
OG0004167	XENTR11620	DROME18913
OG0004168	XENTR07704	DROME05468
OG0004169	XENTR16574	DROME00368
OG0004170	XENTR12679	DROME12078
OG0004171	XENTR11673	DROME07182
OG0004176	XENTR01051	DROME10985, DROME10984
OG0004178	XENTR17208	DROME04815
OG0004179	XENTR12520, XENTR09133	DROME10276, DROME10274, DROME10275, DROME10273
OG0004180	XENTR17753, XENTR17078	DROME20474
OG0004181	XENTR05491	DROME12964
OG0004182	XENTR11405	DROME16363
OG0004183	XENTR10310	DROME09271
OG0004184	XENTR07501	DROME04419
OG0004185	XENTR07973	DROME05297
OG0004186	XENTR14918, XENTR07489	DROME16037
OG0004187	XENTR07777, XENTR12420, XENTR19105	DROME07871
OG0004188	XENTR01635, XENTR09043	DROME07492, DROME07494, DROME07493
OG0004189	XENTR04045, XENTR00785	DROME11000, DROME11001
OG0004190	XENTR07315	DROME01879, DROME22091
OG0004198	XENTR05295	DROME17028
OG0004215	XENTR11110	DROME19401
OG0004216	XENTR16489	DROME11793
OG0004217	XENTR12749	DROME21224
OG0004219	XENTR05410	DROME03490
OG0004220	XENTR19132	DROME07426, DROME07425
OG0004222	XENTR03863	DROME04949
OG0004223	XENTR11343	DROME01123, DROME06776
OG0004225	XENTR05236, XENTR01889	DROME05012
OG0004226	XENTR12961	DROME15145
OG0004227	XENTR09239	DROME04086
OG0004228	XENTR12759, XENTR03636	DROME10277
OG0004229	XENTR09293	DROME02866, DROME02865
OG0004230	XENTR06029, XENTR18693	DROME18730, DROME18729
OG0004231	XENTR07588	DROME14487, DROME14486
OG0004232	XENTR14755	DROME15977
OG0004235	XENTR07323	DROME12429
OG0004236	XENTR09087	DROME17566
OG0004239	XENTR02464	DROME15568
OG0004241	XENTR07243	DROME15542
OG0004242	XENTR10644	DROME03644, DROME06191
OG0004243	XENTR02756	DROME14802, DROME20505
OG0004245	XENTR13102	DROME02038
OG0004246	XENTR10841	DROME07435
OG0004248	XENTR02442	DROME14001
OG0004249	XENTR14714	DROME04762
OG0004250	XENTR13434	DROME18272, DROME18273
OG0004251	XENTR04013	DROME04402
OG0004252	XENTR01265	DROME14951
OG0004253	XENTR14684, XENTR07125	DROME20276, DROME20277, DROME20275
OG0004254	XENTR02285	DROME16850, DROME16851, DROME16852
OG0004255	XENTR08386	DROME06896, DROME06895
OG0004257	XENTR00860	DROME14416
OG0004258	XENTR15149	DROME05217
OG0004259	XENTR05280	DROME21474, DROME10563
OG0004261	XENTR17138	DROME10981
OG0004262	XENTR03026	DROME16780
OG0004263	XENTR18355	DROME06450
OG0004264	XENTR11427, XENTR02228	DROME15193
OG0004265	XENTR01292	DROME05465
OG0004268	XENTR16315	DROME10031
OG0004269	XENTR08648	DROME16782
OG0004270	XENTR15859	DROME19295, DROME19296, DROME19297
OG0004272	XENTR04240	DROME21011
OG0004273	XENTR07324	DROME09850
OG0004275	XENTR02366, XENTR11914	DROME16991
OG0004276	XENTR15736	DROME08381
OG0004277	XENTR14387	DROME05527, DROME17087, DROME15966, DROME15965, DROME15964, DROME13638, DROME13639
OG0004278	XENTR18016, XENTR18015	DROME01231
OG0004280	XENTR10748	DROME22015
OG0004281	XENTR18518	DROME00885
OG0004282	XENTR04076	DROME07183
OG0004283	XENTR03463	DROME21977
OG0004284	XENTR12171, XENTR15187	DROME19835, DROME19836
OG0004285	XENTR08748	DROME12894
OG0004287	XENTR14573, XENTR10948	DROME16211
OG0004288	XENTR13701	DROME12750, DROME12751
OG0004289	XENTR09034	DROME10833, DROME19397
OG0004290	XENTR09552, XENTR12944	DROME01469
OG0004291	XENTR07498	DROME16342
OG0004292	XENTR16091	DROME06641
OG0004295	XENTR10638	DROME20603, DROME20604, DROME20602
OG0004297	XENTR11758	DROME01005
OG0004299	XENTR16510	DROME21406, DROME21405
OG0004300	XENTR04840	DROME21737
OG0004301	XENTR16663	DROME06959
OG0004302	XENTR16178	DROME01833
OG0004303	XENTR15590	DROME02789, DROME02790
OG0004304	XENTR01480, XENTR00786	DROME15979, DROME15978
OG0004305	XENTR13288	DROME00211
OG0004306	XENTR02165, XENTR02164	DROME06581, DROME06582, DROME06580, DROME06583
OG0004307	XENTR09783	DROME07784
OG0004308	XENTR00676	DROME08791, DROME08790
OG0004309	XENTR16255, XENTR16256	DROME11787
OG0004310	XENTR12153, XENTR08109	DROME20002
OG0004312	XENTR06276	DROME07615
OG0004314	XENTR03952, XENTR14943	DROME04957
OG0004315	XENTR10505	DROME21705
OG0004316	XENTR00291	DROME06707
OG0004317	XENTR06347	DROME18648, DROME18649, DROME18650
OG0004319	XENTR12729, XENTR16401	DROME01293
OG0004321	XENTR09288	DROME00141
OG0004322	XENTR02157	DROME21173, DROME21172
OG0004323	XENTR11176	DROME08716, DROME08715
OG0004324	XENTR13333	DROME19211, DROME05925, DROME05924
OG0004325	XENTR01927	DROME08792
OG0004328	XENTR02447	DROME06814, DROME06813
OG0004330	XENTR09044	DROME05935
OG0004331	XENTR06669	DROME09522
OG0004332	XENTR06028	DROME03199
OG0004333	XENTR05026	DROME03525
OG0004335	XENTR13834	DROME10278
OG0004337	XENTR18995	DROME13597
OG0004338	XENTR09719	DROME16553
OG0004342	XENTR01054	DROME12320
OG0004343	XENTR02018	DROME10215
OG0004344	XENTR10220	DROME17664
OG0004345	XENTR06180	DROME20919
OG0004347	XENTR14829	DROME18052, DROME18053
OG0004347	XENTR07124	DROME21288, DROME21289
OG0004348	XENTR02314	DROME08598, DROME08597
OG0004349	XENTR02391	DROME12070
OG0004350	XENTR03571	DROME08566
OG0004351	XENTR16067	DROME17742
OG0004352	XENTR09638	DROME04587
OG0004353	XENTR16070	DROME05577
OG0004354	XENTR04545	DROME18943
OG0004355	XENTR07976, XENTR10102	DROME01999
OG0004356	XENTR06247	DROME12218
OG0004357	XENTR08914, XENTR01920	DROME01205, DROME01203
OG0004358	XENTR11117	DROME01539
OG0004359	XENTR06807	DROME15372
OG0004360	XENTR12875	DROME03158
OG0004361	XENTR01312	DROME16888
OG0004362	XENTR12262, XENTR01742	DROME04321
OG0004364	XENTR11370	DROME18518, DROME02371
OG0004365	XENTR12130	DROME11247
OG0004366	XENTR00500	DROME02176
OG0004367	XENTR18829	DROME05441, DROME05440, DROME05442
OG0004368	XENTR03944, XENTR15526	DROME03958, DROME03959
OG0004369	XENTR11040	DROME08156
OG0004370	XENTR15518	DROME12142, DROME12141
OG0004371	XENTR18083	DROME19537
OG0004373	XENTR00323	DROME07316
OG0004374	XENTR16529	DROME21010
OG0004376	XENTR07129, XENTR04540	DROME21016
OG0004377	XENTR06554	DROME02771, DROME02772, DROME02773, DROME02770
OG0004378	XENTR04941	DROME00771
OG0004379	XENTR12677	DROME14972, DROME14973
OG0004381	XENTR18220	DROME03934
OG0004382	XENTR05834	DROME16408, DROME16407
OG0004385	XENTR19282, XENTR07729	DROME16721
OG0004388	XENTR07992	DROME07878
OG0004391	XENTR05650, XENTR04998	DROME11785, DROME11784
OG0004392	XENTR08920	DROME17967, DROME17966, DROME17965
OG0004393	XENTR08850	DROME16127
OG0004396	XENTR16480	DROME00290, DROME00291
OG0004397	XENTR07268, XENTR15098	DROME07584, DROME07585
OG0004398	XENTR01613	DROME20923
OG0004399	XENTR02783, XENTR01338	DROME00026, DROME00027
OG0004401	XENTR00790	DROME15904
OG0004403	XENTR12123	DROME16539, DROME16538, DROME16541, DROME16540
OG0004404	XENTR05022	DROME00111
OG0004405	XENTR01271	DROME20905
OG0004406	XENTR12792, XENTR06682	DROME20449
OG0004407	XENTR11714	DROME17000
OG0004409	XENTR11912, XENTR02365	DROME07816
OG0004413	XENTR04845	DROME16031
OG0004415	XENTR10485	DROME19672
OG0004417	XENTR00369	DROME08382
OG0004423	XENTR08365	DROME09027, DROME09026
OG0004425	XENTR17641, XENTR12250	DROME09154
OG0004426	XENTR09040	DROME02898
OG0004460	XENTR13298	DROME01612
OG0004462	XENTR02713	DROME10763
OG0004465	XENTR03018	DROME21097, DROME00340
OG0004468	XENTR14274	DROME08086
OG0004471	XENTR00144	DROME04870, DROME04872, DROME04871
OG0004472	XENTR00749, XENTR00750	DROME13220
OG0004474	XENTR12032	DROME12398, DROME12397
OG0004475	XENTR05597	DROME05206
OG0004476	XENTR00796	DROME21347, DROME21348, DROME21349
OG0004477	XENTR15352, XENTR10053	DROME03184
OG0004478	XENTR09560	DROME08802, DROME08801, DROME08806
OG0004479	XENTR07670	DROME02751
OG0004480	XENTR16993	DROME02479
OG0004483	XENTR17280	DROME01082, DROME01081
OG0004484	XENTR11603	DROME15453
OG0004487	XENTR05512	DROME22095, DROME20434, DROME20435
OG0004488	XENTR17026	DROME18125
OG0004489	XENTR16138	DROME01140
OG0004490	XENTR11487	DROME02420
OG0004491	XENTR07277	DROME06306
OG0004492	XENTR07645	DROME06523
OG0004494	XENTR00973, XENTR00972	DROME12460, DROME12459
OG0004495	XENTR04018	DROME19461, DROME19460, DROME03167
OG0004496	XENTR12973	DROME10398
OG0004497	XENTR14301	DROME12594
OG0004498	XENTR10412	DROME20932
OG0004500	XENTR10700, XENTR10699	DROME19536
OG0004503	XENTR14221	DROME04705
OG0004506	XENTR13727	DROME10904
OG0004507	XENTR03425	DROME17036
OG0004511	XENTR00822, XENTR10201	DROME13105
OG0004512	XENTR03832	DROME10927
OG0004514	XENTR00881	DROME01230
OG0004515	XENTR02016	DROME15124, DROME19804
OG0004517	XENTR13124	DROME12340
OG0004518	XENTR07756	DROME19881
OG0004519	XENTR11913	DROME13472
OG0004520	XENTR09651	DROME13131
OG0004522	XENTR02122, XENTR05757	DROME01822, DROME01819
OG0004523	XENTR18329	DROME07758
OG0004524	XENTR04778	DROME19557
OG0004525	XENTR09291	DROME13522
OG0004529	XENTR05758	DROME14562
OG0004530	XENTR14376, XENTR03964	DROME03349
OG0004532	XENTR11080	DROME11183
OG0004533	XENTR11245, XENTR16773	DROME16934, DROME16933
OG0004534	XENTR13192	DROME11128, DROME11127
OG0004535	XENTR12654	DROME11313, DROME11681
OG0004538	XENTR11687	DROME01010
OG0004539	XENTR06560, XENTR11278	DROME22056, DROME22055
OG0004540	XENTR01878	DROME21936, DROME17090
OG0004542	XENTR01276	DROME14306, DROME14305
OG0004543	XENTR13966, XENTR13965	DROME16410
OG0004544	XENTR14557	DROME03219
OG0004545	XENTR05802	DROME14918
OG0004546	XENTR11757	DROME07299
OG0004548	XENTR11954	DROME20368, DROME10401
OG0004550	XENTR08942	DROME17029
OG0004551	XENTR13993	DROME17768, DROME17769
OG0004552	XENTR18114	DROME00895
OG0004553	XENTR04020	DROME15169, DROME15168, DROME15170, DROME15171, DROME15167, DROME15172
OG0004555	XENTR08168	DROME08499, DROME08501, DROME08498, DROME08500
OG0004559	XENTR09793	DROME00073
OG0004561	XENTR09028	DROME14241, DROME14240
OG0004563	XENTR04438	DROME01043
OG0004564	XENTR08998	DROME05211
OG0004565	XENTR07621	DROME02327, DROME02328
OG0004566	XENTR15836, XENTR04511	DROME09871
OG0004567	XENTR13930	DROME02916
OG0004569	XENTR00817	DROME06466
OG0004570	XENTR01634, XENTR09045	DROME03152, DROME03153
OG0004571	XENTR02902	DROME15691, DROME15692
OG0004572	XENTR09340	DROME09948
OG0004573	XENTR04046	DROME00139
OG0004577	XENTR13602	DROME08875, DROME08876
OG0004578	XENTR06163	DROME18906
OG0004579	XENTR17330	DROME01846
OG0004581	XENTR13391	DROME17808, DROME17807, DROME17806
OG0004582	XENTR02772	DROME06477
OG0004583	XENTR07476	DROME11053
OG0004584	XENTR11392	DROME21581
OG0004585	XENTR07684	DROME01558, DROME01556, DROME01557
OG0004587	XENTR03565, XENTR03564	DROME15606
OG0004588	XENTR01517	DROME12821, DROME12822, DROME14788
OG0004589	XENTR14980, XENTR06532, XENTR06533	DROME10033, DROME10032
OG0004590	XENTR04031	DROME15582, DROME11041, DROME11040
OG0004593	XENTR09764	DROME07438
OG0004596	XENTR16636	DROME02187
OG0004597	XENTR08163	DROME12390
OG0004601	XENTR06793	DROME05651, DROME05650
OG0004602	XENTR09792	DROME02726, DROME12032
OG0004603	XENTR01817	DROME10465, DROME10466, DROME10464
OG0004606	XENTR15899	DROME09779
OG0004607	XENTR04536, XENTR04040	DROME13125, DROME13124, DROME13126
OG0004609	XENTR16103	DROME08817
OG0004610	XENTR12122	DROME10381
OG0004611	XENTR13026	DROME16445
OG0004612	XENTR12441	DROME00790
OG0004613	XENTR12502	DROME05353
OG0004614	XENTR06617, XENTR06618, XENTR12809, XENTR12810	DROME13073, DROME13075, DROME13074
OG0004616	XENTR05385	DROME19950, DROME19951
OG0004619	XENTR06929	DROME17529
OG0004621	XENTR11915	DROME20061, DROME20060
OG0004625	XENTR00859	DROME00122
OG0004626	XENTR07264	DROME04697
OG0004627	XENTR06310	DROME18129, DROME18128, DROME18127
OG0004628	XENTR06954, XENTR08395	DROME03937
OG0004629	XENTR10455	DROME06036
OG0004630	XENTR04232	DROME13583
OG0004633	XENTR03277	DROME15422
OG0004634	XENTR06011	DROME00888
OG0004635	XENTR11060	DROME17782
OG0004638	XENTR13657	DROME09153
OG0004639	XENTR07750	DROME08016
OG0004643	XENTR01592	DROME00911
OG0004646	XENTR01464, XENTR14068	DROME06988
OG0004647	XENTR03408	DROME12086
OG0004648	XENTR13808	DROME18522
OG0004649	XENTR04062, XENTR00829	DROME20953
OG0004651	XENTR16137	DROME21452, DROME21453
OG0004652	XENTR14172	DROME17381
OG0004653	XENTR03316, XENTR05382, XENTR10835	DROME13457
OG0004654	XENTR15245	DROME05489, DROME05488
OG0004655	XENTR12684	DROME01318
OG0004656	XENTR05154	DROME16743
OG0004657	XENTR09633, XENTR18378	DROME03195
OG0004658	XENTR00211	DROME09698
OG0004659	XENTR13300	DROME14307
OG0004660	XENTR04105	DROME17308, DROME17309, DROME17306, DROME17307
OG0004662	XENTR06657	DROME19806
OG0004663	XENTR07128	DROME20926
OG0004664	XENTR08819	DROME04843, DROME04844
OG0004669	XENTR17310	DROME07920
OG0004670	XENTR01679	DROME04629
OG0004671	XENTR10200	DROME19389
OG0004672	XENTR03732	DROME19572
OG0004674	XENTR04721	DROME20610
OG0004675	XENTR10690	DROME01467, DROME01466, DROME03380
OG0004676	XENTR12097	DROME18548
OG0004677	XENTR08516	DROME00115
OG0004678	XENTR09245	DROME04998, DROME04997
OG0004679	XENTR04023	DROME04800
OG0004681	XENTR00528	DROME07478, DROME07479
OG0004682	XENTR00011	DROME14960, DROME14957
OG0004683	XENTR09470	DROME20448
OG0004684	XENTR09471	DROME16043
OG0004685	XENTR00826	DROME18917, DROME18916
OG0004687	XENTR08376	DROME02093
OG0004688	XENTR00727	DROME08291
OG0004690	XENTR02109	DROME07347
OG0004691	XENTR12526	DROME17121
OG0004692	XENTR12793	DROME08213, DROME01042, DROME01041, DROME01050, DROME02438
OG0004694	XENTR12216	DROME13257
OG0004697	XENTR01024	DROME17424
OG0004699	XENTR04958	DROME03068
OG0004700	XENTR19117	DROME06957
OG0004703	XENTR01132	DROME19325
OG0004705	XENTR05923, XENTR08822, XENTR08821	DROME20075, DROME20076
OG0004707	XENTR04913	DROME19641
OG0004708	XENTR04042	DROME00172
OG0004711	XENTR12598	DROME06479
OG0004728	XENTR03737	DROME01900
OG0004730	XENTR11246	DROME02564
OG0004731	XENTR18388	DROME19893, DROME19894
OG0004732	XENTR14688	DROME03214
OG0004733	XENTR03412	DROME04757
OG0004739	XENTR07591	DROME16590
OG0004740	XENTR02419	DROME20299
OG0004743	XENTR05342	DROME03419
OG0004744	XENTR16602	DROME08184
OG0004747	XENTR08164	DROME00628
OG0004749	XENTR02480	DROME10966
OG0004751	XENTR06628	DROME01337, DROME01338
OG0004752	XENTR05473	DROME18734
OG0004753	XENTR03105	DROME03636
OG0004754	XENTR01802	DROME22044
OG0004755	XENTR10564	DROME16542
OG0004756	XENTR17924	DROME05028
OG0004757	XENTR06659	DROME14317
OG0004758	XENTR10225	DROME10880
OG0004759	XENTR08995	DROME14009
OG0004761	XENTR08312	DROME15693, DROME15694
OG0004763	XENTR14434	DROME06189
OG0004764	XENTR00062	DROME04351
OG0004765	XENTR10970	DROME08142, DROME19163
OG0004766	XENTR17353	DROME02533
OG0004767	XENTR03910	DROME10770
OG0004768	XENTR06426	DROME02452
OG0004769	XENTR15393	DROME02034
OG0004770	XENTR08456	DROME06615
OG0004772	XENTR07387, XENTR01786	DROME18463, DROME18464
OG0004774	XENTR12450, XENTR18887	DROME15180
OG0004775	XENTR08212	DROME19718
OG0004776	XENTR00828	DROME08094
OG0004784	XENTR00188, XENTR00189	DROME21712, DROME21713, DROME21714
OG0004785	XENTR00119	DROME20154, DROME01032, DROME00155, DROME02565
OG0004787	XENTR14690	DROME07713
OG0004789	XENTR07121	DROME18163, DROME07088, DROME07089, DROME07087, DROME07090, DROME07091
OG0004790	XENTR05623, XENTR19164, XENTR13909	DROME01119
OG0004791	XENTR00086	DROME14199
OG0004792	XENTR01195, XENTR16182	DROME06361
OG0004793	XENTR11318	DROME15053
OG0004794	XENTR08033	DROME12402
OG0004795	XENTR06349	DROME13666
OG0004797	XENTR03068	DROME07303
OG0004801	XENTR01848	DROME12258, DROME12259
OG0004805	XENTR11662	DROME04002
OG0004808	XENTR03219	DROME02542
OG0004810	XENTR00753	DROME05623, DROME05622
OG0004811	XENTR00465, XENTR00466	DROME02621
OG0004812	XENTR07652	DROME01555
OG0004813	XENTR13768	DROME00925
OG0004814	XENTR15350	DROME05830
OG0004816	XENTR00384	DROME07783
OG0004817	XENTR05373	DROME06146
OG0004819	XENTR18290	DROME12033
OG0004820	XENTR09145	DROME01989
OG0004822	XENTR08415	DROME04359
OG0004823	XENTR07412	DROME10144, DROME10142, DROME10143
OG0004824	XENTR07425	DROME05768
OG0004825	XENTR14340	DROME03283, DROME04091
OG0004826	XENTR16039, XENTR10756	DROME20871
OG0004827	XENTR15506	DROME02105
OG0004828	XENTR10119	DROME18812, DROME18813
OG0004829	XENTR02670	DROME09372
OG0004830	XENTR14067	DROME10949
OG0004831	XENTR05901	DROME01012
OG0004832	XENTR14740	DROME15225
OG0004833	XENTR07540	DROME21757, DROME21758, DROME07997, DROME05462, DROME18534
OG0004835	XENTR08252, XENTR04057	DROME16717
OG0004836	XENTR03675	DROME13630
OG0004837	XENTR01234, XENTR02852	DROME03243, DROME03241, DROME03242
OG0004838	XENTR04078	DROME19784
OG0004840	XENTR15873	DROME05865
OG0004841	XENTR07261	DROME10055
OG0004842	XENTR03722	DROME03366
OG0004843	XENTR00524	DROME07719, DROME07718
OG0004844	XENTR13385	DROME13071
OG0004845	XENTR10814	DROME01007
OG0004846	XENTR01408	DROME02141
OG0004847	XENTR18075, XENTR03443, XENTR02319	DROME08420
OG0004848	XENTR14338	DROME00795
OG0004849	XENTR04783	DROME13112
OG0004850	XENTR13562	DROME02318
OG0004851	XENTR10062	DROME14412
OG0004852	XENTR16100	DROME19281, DROME19280
OG0004853	XENTR17579	DROME11460, DROME11459, DROME11461
OG0004854	XENTR05196	DROME04906
OG0004855	XENTR01667	DROME06480
OG0004856	XENTR01049, XENTR05246	DROME20969, DROME02553
OG0004858	XENTR10303	DROME21278, DROME21279, DROME15142
OG0004859	XENTR08619	DROME19872
OG0004860	XENTR02773	DROME00210
OG0004861	XENTR03061	DROME03069
OG0004862	XENTR17921	DROME09038
OG0004863	XENTR05424	DROME11509
OG0004864	XENTR00771	DROME17771
OG0004865	XENTR13338	DROME08867, DROME08869, DROME08868
OG0004866	XENTR08700, XENTR14374	DROME17869
OG0004869	XENTR03761	DROME04684
OG0004871	XENTR01187, XENTR17769	DROME21806, DROME21805
OG0004873	XENTR09787	DROME14538
OG0004875	XENTR00005	DROME07370
