Orthogroup	ASTMX	NEMVE
OG0004012	ASTMX09322	NEMVE12899, NEMVE22318
OG0004014	ASTMX14768	NEMVE25034, NEMVE18256
OG0004015	ASTMX06018	NEMVE09359
OG0004016	ASTMX17626	NEMVE13204
OG0004017	ASTMX17823	NEMVE14537
OG0004018	ASTMX08144	NEMVE17555
OG0004019	ASTMX14129	NEMVE05373
OG0004020	ASTMX06319	NEMVE22667
OG0004021	ASTMX13298	NEMVE03953, NEMVE00245, NEMVE06416
OG0004022	ASTMX22526, ASTMX22527	NEMVE22354, NEMVE07265
OG0004023	ASTMX00207	NEMVE10125
OG0004024	ASTMX09124	NEMVE24877
OG0004025	ASTMX08612	NEMVE14321
OG0004028	ASTMX12118	NEMVE00045, NEMVE01939
OG0004030	ASTMX21477, ASTMX22070	NEMVE09561
OG0004031	ASTMX18843, ASTMX17691	NEMVE09520
OG0004032	ASTMX08807, ASTMX00143	NEMVE11647, NEMVE08726
OG0004033	ASTMX04887, ASTMX02492	NEMVE05049
OG0004034	ASTMX09157, ASTMX11021	NEMVE13874, NEMVE06071
OG0004035	ASTMX14250	NEMVE23476
OG0004036	ASTMX09328, ASTMX07011, ASTMX21036	NEMVE22269
OG0004037	ASTMX08758	NEMVE24489
OG0004038	ASTMX17922	NEMVE25168
OG0004039	ASTMX18412	NEMVE05684
OG0004040	ASTMX21760, ASTMX21762, ASTMX21761	NEMVE01924
OG0004041	ASTMX18634	NEMVE07183
OG0004042	ASTMX03581	NEMVE24907
OG0004043	ASTMX11048	NEMVE25672
OG0004044	ASTMX16753, ASTMX06545	NEMVE14670
OG0004045	ASTMX17396	NEMVE22942
OG0004046	ASTMX14505	NEMVE20796, NEMVE25121, NEMVE16185
OG0004047	ASTMX17932	NEMVE14207
OG0004048	ASTMX09318, ASTMX01185	NEMVE04894
OG0004049	ASTMX09548, ASTMX22169, ASTMX08049, ASTMX18380	NEMVE18922, NEMVE10123, NEMVE15272, NEMVE05060
OG0004050	ASTMX02174	NEMVE24654
OG0004051	ASTMX16044, ASTMX05416	NEMVE16748
OG0004052	ASTMX04949	NEMVE04588
OG0004053	ASTMX01877	NEMVE19218
OG0004055	ASTMX13414	NEMVE22198
OG0004057	ASTMX03071	NEMVE14174
OG0004058	ASTMX16581	NEMVE06021
OG0004059	ASTMX13060	NEMVE10461
OG0004060	ASTMX14465	NEMVE05949
OG0004061	ASTMX13867	NEMVE09085
OG0004063	ASTMX13281	NEMVE10277
OG0004064	ASTMX15012, ASTMX15188	NEMVE23672
OG0004065	ASTMX04796	NEMVE13633
OG0004066	ASTMX11405	NEMVE18474
OG0004068	ASTMX02692	NEMVE14104
OG0004069	ASTMX14586	NEMVE10507
OG0004069	ASTMX22788	NEMVE10503
OG0004070	ASTMX22191	NEMVE00018, NEMVE22616
OG0004071	ASTMX15749	NEMVE14977
OG0004072	ASTMX10447	NEMVE15269
OG0004074	ASTMX01938	NEMVE01933, NEMVE11914, NEMVE21072
OG0004075	ASTMX07747	NEMVE15118
OG0004076	ASTMX04315	NEMVE11675, NEMVE01100
OG0004078	ASTMX20669	NEMVE07028
OG0004079	ASTMX14875	NEMVE25325
OG0004080	ASTMX05403, ASTMX19661	NEMVE06984
OG0004081	ASTMX22659, ASTMX16927	NEMVE22578
OG0004082	ASTMX18322	NEMVE11384, NEMVE01381
OG0004083	ASTMX04555	NEMVE14362
OG0004084	ASTMX11330, ASTMX08178, ASTMX10797	NEMVE14693
OG0004085	ASTMX19501	NEMVE19893, NEMVE17924
OG0004087	ASTMX10679, ASTMX12061	NEMVE04747
OG0004088	ASTMX08848, ASTMX05956	NEMVE13678
OG0004089	ASTMX22983	NEMVE22289, NEMVE23169
OG0004090	ASTMX00983, ASTMX04761	NEMVE14306
OG0004091	ASTMX08610	NEMVE00934
OG0004092	ASTMX02665, ASTMX15369	NEMVE12115, NEMVE21794
OG0004093	ASTMX15171	NEMVE00957
OG0004094	ASTMX11202, ASTMX15659	NEMVE25166
OG0004095	ASTMX02227	NEMVE15313
OG0004096	ASTMX11756, ASTMX12440	NEMVE22332
OG0004098	ASTMX10587, ASTMX05486	NEMVE01526
OG0004099	ASTMX10113, ASTMX01415	NEMVE08673
OG0004100	ASTMX07137, ASTMX02215	NEMVE13287
OG0004101	ASTMX02879	NEMVE23681
OG0004102	ASTMX01503	NEMVE00016, NEMVE08375
OG0004103	ASTMX19598	NEMVE23564
OG0004104	ASTMX14588, ASTMX02857, ASTMX18263	NEMVE24910, NEMVE24911, NEMVE18049
OG0004105	ASTMX09841, ASTMX14708	NEMVE12111, NEMVE13481
OG0004106	ASTMX00722, ASTMX04813, ASTMX00723	NEMVE15033
OG0004107	ASTMX07060	NEMVE13823
OG0004108	ASTMX02739	NEMVE11403
OG0004110	ASTMX19810, ASTMX07616	NEMVE22977
OG0004111	ASTMX00868, ASTMX16853, ASTMX08943	NEMVE08919
OG0004114	ASTMX09744	NEMVE17396
OG0004115	ASTMX13900	NEMVE00036, NEMVE17538
OG0004116	ASTMX12803	NEMVE02528, NEMVE25696
OG0004117	ASTMX18757	NEMVE11174
OG0004119	ASTMX07078	NEMVE11571, NEMVE11572
OG0004120	ASTMX06636	NEMVE24901
OG0004121	ASTMX05251, ASTMX12771, ASTMX15858	NEMVE13634
OG0004122	ASTMX14333, ASTMX15081	NEMVE25053
OG0004123	ASTMX10854	NEMVE17411
OG0004124	ASTMX06394, ASTMX08682	NEMVE07304
OG0004125	ASTMX07853	NEMVE13816
OG0004126	ASTMX20128, ASTMX16183	NEMVE08221, NEMVE20754
OG0004127	ASTMX22216	NEMVE18642
OG0004128	ASTMX00947, ASTMX03225	NEMVE13713
OG0004130	ASTMX10123	NEMVE14705
OG0004131	ASTMX21499	NEMVE05458
OG0004132	ASTMX06519, ASTMX02656	NEMVE23224
OG0004133	ASTMX17631, ASTMX21212	NEMVE12851
OG0004134	ASTMX11642	NEMVE14887
OG0004135	ASTMX04961, ASTMX01421, ASTMX16396	NEMVE22322
OG0004136	ASTMX21158	NEMVE14508
OG0004140	ASTMX22423	NEMVE05908
OG0004141	ASTMX19067	NEMVE05886
OG0004141	ASTMX04025	NEMVE02353, NEMVE05890
OG0004142	ASTMX02145	NEMVE13449
OG0004143	ASTMX08959, ASTMX02134, ASTMX12412	NEMVE18842
OG0004145	ASTMX13544, ASTMX09506, ASTMX01256	NEMVE09487
OG0004146	ASTMX19018	NEMVE21626, NEMVE02953
OG0004147	ASTMX17723, ASTMX11442	NEMVE22674
OG0004148	ASTMX01455, ASTMX21880	NEMVE19504
OG0004149	ASTMX07554, ASTMX11481	NEMVE17931
OG0004150	ASTMX22642, ASTMX02487	NEMVE13741
OG0004151	ASTMX22046, ASTMX22047	NEMVE14229
OG0004153	ASTMX12182, ASTMX07981, ASTMX12181	NEMVE00083
OG0004154	ASTMX07593	NEMVE05816
OG0004157	ASTMX01743, ASTMX08856	NEMVE16426, NEMVE03019
OG0004158	ASTMX17963, ASTMX13614	NEMVE13617
OG0004159	ASTMX06317, ASTMX02491, ASTMX04886	NEMVE18358, NEMVE14604
OG0004160	ASTMX22778, ASTMX12455	NEMVE23083
OG0004161	ASTMX05466	NEMVE22412
OG0004162	ASTMX04954	NEMVE25750
OG0004163	ASTMX09262, ASTMX16594, ASTMX06280	NEMVE09614
OG0004164	ASTMX21726, ASTMX06576	NEMVE22345, NEMVE25928
OG0004166	ASTMX15461	NEMVE14358
OG0004167	ASTMX03947, ASTMX04645	NEMVE10378
OG0004168	ASTMX13810	NEMVE14660
OG0004169	ASTMX13212	NEMVE09703
OG0004171	ASTMX04439	NEMVE13975, NEMVE07139
OG0004174	ASTMX15624	NEMVE05860
OG0004175	ASTMX03026	NEMVE16183
OG0004176	ASTMX03670	NEMVE13135
OG0004178	ASTMX22904, ASTMX19594, ASTMX16994	NEMVE24562
OG0004179	ASTMX12310	NEMVE13848
OG0004180	ASTMX14028, ASTMX15191, ASTMX17155	NEMVE06343
OG0004181	ASTMX16951, ASTMX11104, ASTMX20353	NEMVE18763
OG0004183	ASTMX05065	NEMVE25375
OG0004186	ASTMX13660, ASTMX03954, ASTMX17709	NEMVE14257, NEMVE25645
OG0004187	ASTMX02560, ASTMX16139	NEMVE13250
OG0004188	ASTMX14408, ASTMX15241	NEMVE15828
OG0004189	ASTMX04450, ASTMX18309, ASTMX03415	NEMVE08777
OG0004190	ASTMX20708, ASTMX20709	NEMVE24804
OG0004197	ASTMX05399, ASTMX01896	NEMVE25880
OG0004198	ASTMX05125, ASTMX14215, ASTMX14555	NEMVE22383
OG0004215	ASTMX03007	NEMVE23791
OG0004216	ASTMX16092	NEMVE11628
OG0004217	ASTMX14006	NEMVE07703
OG0004218	ASTMX21114, ASTMX01025, ASTMX12744	NEMVE21685
OG0004219	ASTMX00489	NEMVE22540, NEMVE20986
OG0004220	ASTMX08970	NEMVE14904
OG0004222	ASTMX08117	NEMVE22431
OG0004223	ASTMX10659, ASTMX14232	NEMVE14495
OG0004225	ASTMX05299, ASTMX08023	NEMVE12928, NEMVE06699
OG0004226	ASTMX13528, ASTMX10820	NEMVE24092, NEMVE20295
OG0004227	ASTMX05705	NEMVE13579
OG0004228	ASTMX11329, ASTMX10796	NEMVE14091
OG0004229	ASTMX15829, ASTMX03254, ASTMX15578, ASTMX15577	NEMVE10839
OG0004230	ASTMX14896, ASTMX12799	NEMVE20221, NEMVE15013
OG0004231	ASTMX16394	NEMVE25640, NEMVE19289
OG0004232	ASTMX11638	NEMVE05374
OG0004233	ASTMX00748, ASTMX20025	NEMVE05082
OG0004234	ASTMX14357	NEMVE17554, NEMVE18650
OG0004236	ASTMX00523	NEMVE01769, NEMVE21449, NEMVE08213
OG0004237	ASTMX01636	NEMVE24212
OG0004239	ASTMX02083	NEMVE09798
OG0004240	ASTMX04697	NEMVE02594, NEMVE02188
OG0004241	ASTMX12979, ASTMX07284	NEMVE17443
OG0004242	ASTMX15363	NEMVE14789
OG0004243	ASTMX13834, ASTMX21975, ASTMX22252	NEMVE13950
OG0004244	ASTMX14423, ASTMX00600	NEMVE09261, NEMVE22340
OG0004244	ASTMX14271	NEMVE21955
OG0004245	ASTMX06607	NEMVE22952
OG0004246	ASTMX01465	NEMVE13565
OG0004247	ASTMX09383	NEMVE19464
OG0004248	ASTMX01974	NEMVE20564, NEMVE10713
OG0004249	ASTMX07753	NEMVE07696
OG0004250	ASTMX12946	NEMVE05051
OG0004251	ASTMX16878, ASTMX16472, ASTMX16877	NEMVE19617, NEMVE25778
OG0004252	ASTMX10281	NEMVE15040
OG0004253	ASTMX01468, ASTMX09366, ASTMX16197	NEMVE06410
OG0004254	ASTMX05923	NEMVE02453
OG0004255	ASTMX08381, ASTMX08382	NEMVE24360
OG0004256	ASTMX10752	NEMVE09070, NEMVE09069, NEMVE09065, NEMVE09617
OG0004257	ASTMX17471	NEMVE24614
OG0004258	ASTMX13308, ASTMX13309	NEMVE23518
OG0004259	ASTMX12423, ASTMX06239	NEMVE22430
OG0004260	ASTMX05151	NEMVE15889, NEMVE21330
OG0004261	ASTMX12557	NEMVE20799, NEMVE22436
OG0004262	ASTMX12887	NEMVE04762
OG0004263	ASTMX13609	NEMVE05868
OG0004265	ASTMX03857	NEMVE06493
OG0004267	ASTMX10302, ASTMX00358, ASTMX19543	NEMVE06676
OG0004268	ASTMX17644	NEMVE09145
OG0004269	ASTMX11915	NEMVE11660
OG0004270	ASTMX14211, ASTMX09178	NEMVE05372
OG0004271	ASTMX06423, ASTMX03084, ASTMX00636	NEMVE13196
OG0004272	ASTMX08634	NEMVE14903
OG0004273	ASTMX10116	NEMVE01963
OG0004274	ASTMX09215, ASTMX10132	NEMVE13344
OG0004275	ASTMX03090, ASTMX00632, ASTMX15947	NEMVE13750
OG0004276	ASTMX06737, ASTMX22876	NEMVE18577
OG0004277	ASTMX08250, ASTMX16959	NEMVE09367, NEMVE25827, NEMVE21668
OG0004278	ASTMX13360	NEMVE11125
OG0004279	ASTMX03344	NEMVE18790
OG0004280	ASTMX07382	NEMVE06242
OG0004281	ASTMX06190	NEMVE02375
OG0004282	ASTMX04297	NEMVE15059
OG0004284	ASTMX11089	NEMVE10541
OG0004285	ASTMX03659	NEMVE13116, NEMVE17912
OG0004286	ASTMX17685	NEMVE09457, NEMVE02864
OG0004287	ASTMX12282	NEMVE10700
OG0004288	ASTMX03391	NEMVE18710
OG0004289	ASTMX08075	NEMVE18867
OG0004290	ASTMX20359, ASTMX20360, ASTMX17091	NEMVE01915
OG0004291	ASTMX15264, ASTMX22975, ASTMX22928, ASTMX08474	NEMVE06141
OG0004292	ASTMX18740	NEMVE11084
OG0004295	ASTMX02439	NEMVE08615
OG0004296	ASTMX06961, ASTMX13092	NEMVE21716
OG0004297	ASTMX19299	NEMVE05511
OG0004298	ASTMX04342	NEMVE18586
OG0004299	ASTMX04118	NEMVE07833
OG0004300	ASTMX14260	NEMVE08965
OG0004301	ASTMX16609	NEMVE15665
OG0004302	ASTMX17501	NEMVE13868
OG0004303	ASTMX11689, ASTMX11690, ASTMX15672	NEMVE14939, NEMVE00925
OG0004304	ASTMX03416	NEMVE02041
OG0004305	ASTMX02864	NEMVE07351, NEMVE23119, NEMVE14272
OG0004306	ASTMX13917	NEMVE02836
OG0004307	ASTMX19099	NEMVE14393
OG0004308	ASTMX01163	NEMVE20752
OG0004309	ASTMX01480	NEMVE21890
OG0004310	ASTMX15373, ASTMX19710, ASTMX07904	NEMVE21788
OG0004312	ASTMX16215	NEMVE14123
OG0004314	ASTMX03789, ASTMX11206	NEMVE10498
OG0004315	ASTMX13389	NEMVE18139
OG0004316	ASTMX20788, ASTMX18209, ASTMX18207	NEMVE13067
OG0004317	ASTMX05945, ASTMX13809	NEMVE21704, NEMVE16794
OG0004318	ASTMX22117, ASTMX17337, ASTMX20303	NEMVE17782, NEMVE25004
OG0004319	ASTMX06281, ASTMX16593, ASTMX10266	NEMVE06670
OG0004320	ASTMX00043	NEMVE20738, NEMVE18734
OG0004321	ASTMX02789, ASTMX21639	NEMVE19590
OG0004322	ASTMX04317	NEMVE05406
OG0004323	ASTMX20836	NEMVE00970
OG0004324	ASTMX10764	NEMVE07951
OG0004325	ASTMX12840	NEMVE14783, NEMVE15420
OG0004326	ASTMX10632	NEMVE24895
OG0004327	ASTMX22398	NEMVE10956
OG0004328	ASTMX00686	NEMVE25033
OG0004329	ASTMX15933	NEMVE14876
OG0004331	ASTMX20731	NEMVE22843, NEMVE02042
OG0004332	ASTMX10855	NEMVE14173
OG0004333	ASTMX16807	NEMVE02002
OG0004334	ASTMX17061	NEMVE13239
OG0004335	ASTMX17573	NEMVE03938
OG0004338	ASTMX09185	NEMVE13087
OG0004341	ASTMX07830	NEMVE15556
OG0004342	ASTMX19207	NEMVE23268
OG0004343	ASTMX09486	NEMVE01964
OG0004344	ASTMX11823	NEMVE02635
OG0004345	ASTMX10369	NEMVE06527
OG0004346	ASTMX02371	NEMVE13974
OG0004347	ASTMX16195	NEMVE25932
OG0004348	ASTMX00135	NEMVE25252
OG0004349	ASTMX20719	NEMVE22471
OG0004350	ASTMX08185	NEMVE13828
OG0004351	ASTMX18315	NEMVE00918
OG0004352	ASTMX09143	NEMVE24736
OG0004353	ASTMX06880	NEMVE13665
OG0004354	ASTMX15197	NEMVE20729, NEMVE09507
OG0004355	ASTMX00798, ASTMX18678	NEMVE10193
OG0004356	ASTMX04362	NEMVE00913
OG0004357	ASTMX02500, ASTMX15653	NEMVE08918
OG0004358	ASTMX19968	NEMVE08331
OG0004359	ASTMX18605	NEMVE11194, NEMVE05627
OG0004360	ASTMX15044	NEMVE21274, NEMVE08954
OG0004361	ASTMX02393	NEMVE02934
OG0004362	ASTMX10177, ASTMX19677	NEMVE06585
OG0004364	ASTMX04367	NEMVE22420, NEMVE15837
OG0004365	ASTMX00459	NEMVE13126
OG0004366	ASTMX02586	NEMVE01469
OG0004367	ASTMX16108, ASTMX05798, ASTMX16107, ASTMX05799	NEMVE25724, NEMVE16633
OG0004368	ASTMX03854, ASTMX18280	NEMVE24990
OG0004369	ASTMX18368	NEMVE10451
OG0004370	ASTMX20634	NEMVE13399, NEMVE21469
OG0004373	ASTMX00508	NEMVE14057, NEMVE19923
OG0004374	ASTMX04921	NEMVE23199, NEMVE20953
OG0004375	ASTMX02200	NEMVE13064, NEMVE20939, NEMVE22727
OG0004376	ASTMX16199, ASTMX15209, ASTMX21366	NEMVE09342
OG0004377	ASTMX14026	NEMVE23502
OG0004378	ASTMX04399	NEMVE08774
OG0004379	ASTMX10194, ASTMX14385	NEMVE13525
OG0004380	ASTMX13490, ASTMX00413	NEMVE13704
OG0004381	ASTMX13785	NEMVE00013, NEMVE20297
OG0004383	ASTMX10971, ASTMX10972	NEMVE23000
OG0004384	ASTMX14073	NEMVE10110
OG0004385	ASTMX14351, ASTMX03407	NEMVE05533
OG0004388	ASTMX12384	NEMVE09689
OG0004389	ASTMX05471	NEMVE25116
OG0004390	ASTMX10036	NEMVE18831
OG0004391	ASTMX21782, ASTMX19036, ASTMX16024, ASTMX23079	NEMVE25027
OG0004392	ASTMX02501	NEMVE06757
OG0004393	ASTMX18102, ASTMX07015	NEMVE03424
OG0004395	ASTMX08548	NEMVE01603, NEMVE20434
OG0004396	ASTMX09245	NEMVE14513
OG0004398	ASTMX08130	NEMVE08807
OG0004399	ASTMX16848, ASTMX19068, ASTMX16232	NEMVE06137
OG0004400	ASTMX02836, ASTMX08919	NEMVE09297
OG0004401	ASTMX07375	NEMVE15063
OG0004402	ASTMX01626	NEMVE14293
OG0004403	ASTMX19995, ASTMX02166	NEMVE13305
OG0004405	ASTMX08573	NEMVE21826
OG0004406	ASTMX02714, ASTMX08096, ASTMX21645	NEMVE07905
OG0004407	ASTMX01356	NEMVE01541
OG0004408	ASTMX03723, ASTMX03724	NEMVE12839
OG0004409	ASTMX10780, ASTMX00631, ASTMX03091	NEMVE24584
OG0004413	ASTMX00930	NEMVE00900
OG0004414	ASTMX12793, ASTMX14372	NEMVE23559
OG0004415	ASTMX12000	NEMVE22453
OG0004417	ASTMX06465	NEMVE05869
OG0004419	ASTMX05029	NEMVE11160
OG0004420	ASTMX05678, ASTMX16477	NEMVE10078
OG0004423	ASTMX00839	NEMVE08914
OG0004424	ASTMX00973	NEMVE02966
OG0004425	ASTMX05733, ASTMX18057	NEMVE23884
OG0004426	ASTMX04608, ASTMX16512	NEMVE14125
OG0004427	ASTMX02579, ASTMX00584, ASTMX18236	NEMVE05535, NEMVE09281, NEMVE14540
OG0004428	ASTMX08433	NEMVE20992
OG0004459	ASTMX01523	NEMVE07035
OG0004460	ASTMX05378	NEMVE18796
OG0004462	ASTMX09565	NEMVE13727
OG0004463	ASTMX20816, ASTMX17775, ASTMX10719	NEMVE14756
OG0004465	ASTMX07511	NEMVE21926
OG0004467	ASTMX18837, ASTMX09624	NEMVE02056
OG0004468	ASTMX10959, ASTMX17591	NEMVE08237
OG0004471	ASTMX21908, ASTMX05397	NEMVE04795
OG0004472	ASTMX10876	NEMVE00917
OG0004474	ASTMX02122	NEMVE07662
OG0004475	ASTMX22422, ASTMX08579, ASTMX03628	NEMVE08034
OG0004476	ASTMX05902, ASTMX20801	NEMVE06718
OG0004478	ASTMX10885	NEMVE22692
OG0004479	ASTMX09838	NEMVE01055
OG0004480	ASTMX07539	NEMVE06187, NEMVE17593, NEMVE09013, NEMVE06226, NEMVE06205, NEMVE05612, NEMVE00383, NEMVE10236, NEMVE16756
OG0004481	ASTMX20550	NEMVE25241
OG0004482	ASTMX08694	NEMVE04942
OG0004483	ASTMX22728, ASTMX00569	NEMVE22140
OG0004484	ASTMX19181	NEMVE13818
OG0004486	ASTMX13480, ASTMX20967	NEMVE14675
OG0004487	ASTMX12470	NEMVE11590
OG0004488	ASTMX07090, ASTMX14739	NEMVE08819
OG0004489	ASTMX09445, ASTMX10741	NEMVE22535
OG0004490	ASTMX07362	NEMVE03491
OG0004491	ASTMX03568	NEMVE23478
OG0004492	ASTMX12431, ASTMX00984	NEMVE13230
OG0004493	ASTMX05775, ASTMX16816, ASTMX16815	NEMVE10267
OG0004494	ASTMX11684	NEMVE01991, NEMVE12026
OG0004495	ASTMX16876	NEMVE18943
OG0004496	ASTMX06198	NEMVE23787
OG0004497	ASTMX10903	NEMVE00899
OG0004498	ASTMX21957, ASTMX11988	NEMVE10128
OG0004499	ASTMX03883, ASTMX01344	NEMVE21044, NEMVE07898
OG0004500	ASTMX01231	NEMVE13883
OG0004501	ASTMX11331	NEMVE10634
OG0004502	ASTMX21917	NEMVE17968, NEMVE07577
OG0004503	ASTMX18826, ASTMX17305	NEMVE12347, NEMVE05528
OG0004505	ASTMX00647	NEMVE13485
OG0004507	ASTMX19380	NEMVE21959
OG0004508	ASTMX13481	NEMVE13524
OG0004509	ASTMX06478, ASTMX08851	NEMVE14984
OG0004510	ASTMX00014	NEMVE07681
OG0004511	ASTMX13204, ASTMX09352	NEMVE23558
OG0004512	ASTMX09673	NEMVE05081
OG0004513	ASTMX09616	NEMVE22677
OG0004514	ASTMX09457	NEMVE19912, NEMVE25850
OG0004515	ASTMX18895	NEMVE16698
OG0004516	ASTMX09891	NEMVE01959
OG0004517	ASTMX21079, ASTMX21487	NEMVE09567
OG0004518	ASTMX11208, ASTMX19137	NEMVE05509
OG0004519	ASTMX15946	NEMVE01745
OG0004520	ASTMX09208	NEMVE23460
OG0004522	ASTMX12625	NEMVE10390
OG0004523	ASTMX10128	NEMVE24572
OG0004524	ASTMX15489, ASTMX17350	NEMVE23429
OG0004526	ASTMX11185	NEMVE00195
OG0004527	ASTMX05479	NEMVE09810
OG0004529	ASTMX20454	NEMVE14754
OG0004530	ASTMX01177, ASTMX13312, ASTMX00016	NEMVE14962
OG0004531	ASTMX11848	NEMVE13941
OG0004532	ASTMX23033	NEMVE06307
OG0004534	ASTMX13982	NEMVE06444
OG0004535	ASTMX18252	NEMVE14895
OG0004536	ASTMX08681	NEMVE24546
OG0004537	ASTMX12398	NEMVE06806, NEMVE06793
OG0004538	ASTMX16549	NEMVE11904, NEMVE14557
OG0004539	ASTMX01573, ASTMX04849	NEMVE06340
OG0004540	ASTMX16758	NEMVE14340
OG0004542	ASTMX01416	NEMVE22875
OG0004543	ASTMX02878	NEMVE15333
OG0004544	ASTMX17104, ASTMX19349, ASTMX03432	NEMVE13619
OG0004545	ASTMX18331	NEMVE09905
OG0004546	ASTMX19300	NEMVE24991
OG0004549	ASTMX00362	NEMVE23165
OG0004550	ASTMX10857	NEMVE24073
OG0004551	ASTMX09705	NEMVE05944
OG0004552	ASTMX05664	NEMVE14503
OG0004553	ASTMX18683	NEMVE24685
OG0004555	ASTMX12344, ASTMX13870	NEMVE05464
OG0004557	ASTMX00558, ASTMX21566, ASTMX12566, ASTMX10836, ASTMX18432	NEMVE22368
OG0004558	ASTMX08361	NEMVE07860, NEMVE19747
OG0004559	ASTMX16403	NEMVE09979
OG0004560	ASTMX08772, ASTMX03130	NEMVE20612
OG0004561	ASTMX11153	NEMVE09729
OG0004563	ASTMX06425	NEMVE13109, NEMVE21039
OG0004564	ASTMX04605, ASTMX17708	NEMVE10745
OG0004565	ASTMX11337	NEMVE20945, NEMVE09496, NEMVE09490
OG0004566	ASTMX01230, ASTMX09116	NEMVE05423
OG0004567	ASTMX13427, ASTMX01332	NEMVE08979
OG0004568	ASTMX04584	NEMVE15087
OG0004569	ASTMX13197	NEMVE11455, NEMVE25874
OG0004570	ASTMX14407, ASTMX10603, ASTMX16509, ASTMX15239	NEMVE09472
OG0004571	ASTMX20916	NEMVE12245
OG0004572	ASTMX22215	NEMVE09747
OG0004573	ASTMX21393	NEMVE10987, NEMVE20146
OG0004574	ASTMX17761	NEMVE20279, NEMVE11028
OG0004576	ASTMX09317, ASTMX19947	NEMVE24443
OG0004577	ASTMX01646	NEMVE25631
OG0004578	ASTMX08973, ASTMX03318	NEMVE22684
OG0004579	ASTMX02009, ASTMX00406, ASTMX00405	NEMVE14497
OG0004580	ASTMX02111	NEMVE01972
OG0004581	ASTMX17856	NEMVE20283, NEMVE10061
OG0004582	ASTMX10566	NEMVE02471, NEMVE09353
OG0004583	ASTMX11040	NEMVE13969
OG0004584	ASTMX11429	NEMVE24702
OG0004585	ASTMX12629	NEMVE22328
OG0004587	ASTMX01635	NEMVE04673
OG0004588	ASTMX07797	NEMVE13733, NEMVE18431
OG0004589	ASTMX17072, ASTMX18516	NEMVE22288
OG0004590	ASTMX12148	NEMVE25895, NEMVE18908
OG0004591	ASTMX21610	NEMVE22517
OG0004593	ASTMX10160	NEMVE14593
OG0004595	ASTMX20276	NEMVE23888
OG0004596	ASTMX21772, ASTMX23076, ASTMX21770	NEMVE03724
OG0004596	ASTMX21771	NEMVE14349
OG0004599	ASTMX17955	NEMVE14260, NEMVE17942
OG0004600	ASTMX03299	NEMVE18939
OG0004601	ASTMX10374	NEMVE24185
OG0004602	ASTMX16402	NEMVE14888
OG0004603	ASTMX03617	NEMVE10302
OG0004605	ASTMX21168	NEMVE13200
OG0004606	ASTMX21043	NEMVE10087
OG0004608	ASTMX01257	NEMVE24939
OG0004609	ASTMX09349	NEMVE13242
OG0004610	ASTMX00616, ASTMX01729	NEMVE14987
OG0004611	ASTMX12112	NEMVE16538
OG0004612	ASTMX00891	NEMVE06661
OG0004613	ASTMX21763	NEMVE14649, NEMVE02540
OG0004614	ASTMX04701	NEMVE16785
OG0004616	ASTMX05420	NEMVE13537
OG0004617	ASTMX09210, ASTMX02171, ASTMX02007	NEMVE23874
OG0004618	ASTMX19005	NEMVE08467, NEMVE02644, NEMVE08128
OG0004619	ASTMX10202	NEMVE14883, NEMVE00286
OG0004620	ASTMX21819, ASTMX22806	NEMVE24417
OG0004621	ASTMX15948, ASTMX10781	NEMVE15548
OG0004622	ASTMX12255	NEMVE01350
OG0004625	ASTMX17472	NEMVE07306
OG0004626	ASTMX07085, ASTMX00423	NEMVE14880, NEMVE03566, NEMVE12350
OG0004627	ASTMX06167	NEMVE14505
OG0004628	ASTMX07376, ASTMX00478	NEMVE21690
OG0004629	ASTMX09732	NEMVE05013
OG0004631	ASTMX20661	NEMVE10220
OG0004632	ASTMX05459	NEMVE13130
OG0004633	ASTMX10340	NEMVE14514, NEMVE14238
OG0004634	ASTMX21447, ASTMX03049	NEMVE04611
OG0004635	ASTMX21359	NEMVE12750, NEMVE15016
OG0004638	ASTMX10394	NEMVE22582
OG0004639	ASTMX09755	NEMVE18292
OG0004640	ASTMX04537	NEMVE08804
OG0004641	ASTMX09734, ASTMX21642	NEMVE11881, NEMVE13912, NEMVE08629
OG0004642	ASTMX09115	NEMVE12541
OG0004643	ASTMX03452	NEMVE01855
OG0004644	ASTMX03881, ASTMX08159	NEMVE25830
OG0004646	ASTMX09023, ASTMX02418	NEMVE06022
OG0004647	ASTMX03332	NEMVE18102
OG0004648	ASTMX04919	NEMVE14967
OG0004649	ASTMX21812, ASTMX14367	NEMVE13434
OG0004650	ASTMX21121, ASTMX10760	NEMVE15292
OG0004651	ASTMX10743	NEMVE14682
OG0004652	ASTMX08809	NEMVE06739
OG0004654	ASTMX14086	NEMVE23143
OG0004655	ASTMX07374	NEMVE09086, NEMVE00666
OG0004657	ASTMX04352, ASTMX11354	NEMVE07292
OG0004658	ASTMX08137	NEMVE13379
OG0004659	ASTMX05376	NEMVE07785, NEMVE00194, NEMVE11615
OG0004662	ASTMX16585, ASTMX09495	NEMVE14599
OG0004664	ASTMX02245	NEMVE19719
OG0004665	ASTMX07874	NEMVE04963
OG0004666	ASTMX12986, ASTMX19150	NEMVE14432
OG0004667	ASTMX11898	NEMVE25294
OG0004670	ASTMX04458	NEMVE13348
OG0004671	ASTMX09351	NEMVE15017
OG0004672	ASTMX13847	NEMVE04927
OG0004673	ASTMX22640, ASTMX13608	NEMVE22141
