Orthogroup	CAPO3	MOUSE
OG0003512	CAPO303631, CAPO302677, CAPO302168	MOUSE37510, MOUSE37508, MOUSE37507, MOUSE37509
OG0003515	CAPO307211	MOUSE12958, MOUSE12957, MOUSE29744, MOUSE29743, MOUSE29746, MOUSE29745
OG0003518	CAPO307641	MOUSE19878, MOUSE19877
OG0003519	CAPO307608	MOUSE11368, MOUSE11372, MOUSE11374, MOUSE11371, MOUSE11369, MOUSE11370
OG0003522	CAPO306659	MOUSE52171, MOUSE52168, MOUSE52169, MOUSE52172, MOUSE52170
OG0003523	CAPO304976	MOUSE15422, MOUSE15423
OG0003525	CAPO305089	MOUSE11868, MOUSE11869, MOUSE11867
OG0003528	CAPO306484	MOUSE12507
OG0003531	CAPO300308	MOUSE27520, MOUSE20441
OG0003532	CAPO303744	MOUSE21921
OG0003533	CAPO301327	MOUSE10863, MOUSE10865, MOUSE10864
OG0003537	CAPO301555	MOUSE35903, MOUSE35905, MOUSE35906, MOUSE35902, MOUSE35904
OG0003538	CAPO301093	MOUSE21443
OG0003539	CAPO300449	MOUSE48000, MOUSE48003
OG0003541	CAPO300603	MOUSE49870, MOUSE49872, MOUSE49868, MOUSE49869, MOUSE49874, MOUSE49873, MOUSE49871
OG0003543	CAPO301989	MOUSE43766, MOUSE32048, MOUSE32047
OG0003544	CAPO300418	MOUSE34150, MOUSE34151
OG0003546	CAPO303583	MOUSE32868, MOUSE23969, MOUSE23968
OG0003547	CAPO308031	MOUSE47144, MOUSE47146, MOUSE47143, MOUSE47142, MOUSE47145
OG0003550	CAPO300137	MOUSE38958, MOUSE26420
OG0003551	CAPO308286	MOUSE48878, MOUSE48877, MOUSE48875, MOUSE48876, MOUSE32666
OG0003552	CAPO307114	MOUSE30902, MOUSE30901, MOUSE30899
OG0003554	CAPO301001	MOUSE20958, MOUSE20957, MOUSE20956
OG0003556	CAPO302339	MOUSE29223, MOUSE29227, MOUSE29228, MOUSE29225, MOUSE29226, MOUSE29224
OG0003557	CAPO306086	MOUSE47782, MOUSE11069, MOUSE11070, MOUSE11068, MOUSE11072, MOUSE11073
OG0003561	CAPO301198	MOUSE00519, MOUSE00518, MOUSE38762, MOUSE38760, MOUSE38763, MOUSE38759, MOUSE00521, MOUSE38761
OG0003562	CAPO303388	MOUSE13546, MOUSE28194, MOUSE28193, MOUSE13545
OG0003563	CAPO300808, CAPO301102	MOUSE46114, MOUSE46115, MOUSE46111
OG0003564	CAPO300720	MOUSE21830, MOUSE21834, MOUSE21832, MOUSE21831, MOUSE09522
OG0003566	CAPO300164	MOUSE45915, MOUSE45914, MOUSE45913, MOUSE17313, MOUSE17315, MOUSE17312, MOUSE17314
OG0003567	CAPO307296	MOUSE15053, MOUSE15052, MOUSE15050
OG0003568	CAPO303992	MOUSE37469, MOUSE37467, MOUSE37468, MOUSE37466
OG0003569	CAPO306390	MOUSE01772, MOUSE01773, MOUSE23484, MOUSE23483
OG0003570	CAPO305849	MOUSE24262, MOUSE24261, MOUSE24263
OG0003573	CAPO300904	MOUSE46295, MOUSE46298, MOUSE46296, MOUSE46297, MOUSE46294
OG0003577	CAPO306764	MOUSE32680, MOUSE32679, MOUSE32681
OG0003578	CAPO307426	MOUSE35794, MOUSE35795, MOUSE35798, MOUSE35790, MOUSE35791, MOUSE35793
OG0003579	CAPO300766	MOUSE02860, MOUSE02859, MOUSE31635, MOUSE31636, MOUSE31637
OG0003581	CAPO303325, CAPO301766, CAPO303814, CAPO303816, CAPO303815, CAPO301177	MOUSE45635
OG0003582	CAPO302819	MOUSE53584, MOUSE23612, MOUSE53583, MOUSE23611
OG0003599	CAPO301420	MOUSE19100, MOUSE19099, MOUSE19101, MOUSE19098
OG0003600	CAPO305414	MOUSE43734, MOUSE43737, MOUSE43733, MOUSE43738, MOUSE43736, MOUSE43735, MOUSE43739
OG0003603	CAPO304465	MOUSE06014
OG0003603	CAPO303258	MOUSE06015
OG0003607	CAPO301867	MOUSE08645, MOUSE08646
OG0003610	CAPO302401	MOUSE35714, MOUSE35715, MOUSE35712, MOUSE35713, MOUSE35717
OG0003611	CAPO306320	MOUSE03230, MOUSE03228, MOUSE03229
OG0003612	CAPO304993	MOUSE17712, MOUSE17715, MOUSE17714
OG0003613	CAPO305029	MOUSE52720, MOUSE52719, MOUSE49624
OG0003617	CAPO306844, CAPO301490	MOUSE15713
OG0003618	CAPO302109	MOUSE21565, MOUSE21567, MOUSE21564
OG0003619	CAPO304837	MOUSE54881, MOUSE54882, MOUSE02201, MOUSE19314
OG0003620	CAPO306673	MOUSE35127, MOUSE35128
OG0003621	CAPO302199	MOUSE44995, MOUSE44993, MOUSE44994
OG0003622	CAPO305075	MOUSE28010, MOUSE28008, MOUSE28009
OG0003624	CAPO303633	MOUSE09386, MOUSE09387
OG0003630	CAPO308012	MOUSE46274
OG0003631	CAPO303610	MOUSE03621, MOUSE03619, MOUSE03618, MOUSE03620
OG0003633	CAPO300056	MOUSE45040, MOUSE45041, MOUSE45037, MOUSE45039, MOUSE45038, MOUSE45036
OG0003635	CAPO308133	MOUSE55664
OG0003638	CAPO305555	MOUSE07871
OG0003640	CAPO301244	MOUSE06258, MOUSE06259, MOUSE23351
OG0003641	CAPO300746	MOUSE19690, MOUSE28969, MOUSE28970, MOUSE28971
OG0003644	CAPO304835	MOUSE25659, MOUSE25655, MOUSE25658
OG0003645	CAPO307108	MOUSE14260, MOUSE03754, MOUSE03756, MOUSE03755
OG0003646	CAPO304914	MOUSE51957
OG0003647	CAPO306638	MOUSE10329, MOUSE10327
OG0003648	CAPO302617	MOUSE35780, MOUSE35775, MOUSE35773, MOUSE35777, MOUSE35776, MOUSE35779, MOUSE35778, MOUSE35781, MOUSE35774
OG0003649	CAPO301930	MOUSE18455
OG0003650	CAPO306633	MOUSE29151, MOUSE29150, MOUSE29148, MOUSE29149, MOUSE29147
OG0003651	CAPO305370	MOUSE28186, MOUSE32014, MOUSE32016, MOUSE32015, MOUSE32017, MOUSE32012, MOUSE32013
OG0003652	CAPO300427	MOUSE51309, MOUSE00670
OG0003655	CAPO303553	MOUSE00092, MOUSE00091, MOUSE38828
OG0003656	CAPO301350	MOUSE52004, MOUSE52005, MOUSE30702
OG0003657	CAPO305783	MOUSE26481, MOUSE26477, MOUSE26479, MOUSE26480, MOUSE26478
OG0003658	CAPO303162	MOUSE39824
OG0003661	CAPO300815	MOUSE02399, MOUSE02398
OG0003664	CAPO305504	MOUSE03909, MOUSE03912, MOUSE03911, MOUSE03910
OG0003666	CAPO300690	MOUSE26034, MOUSE26036, MOUSE23757, MOUSE23758, MOUSE26035
OG0003667	CAPO303859	MOUSE15239, MOUSE15238
OG0003668	CAPO300260	MOUSE52218, MOUSE54951, MOUSE54950, MOUSE54949, MOUSE54948, MOUSE52219, MOUSE52216, MOUSE52217
OG0003669	CAPO305883	MOUSE32721, MOUSE32722, MOUSE32723, MOUSE32720, MOUSE32719, MOUSE32718
OG0003671	CAPO308173	MOUSE21089, MOUSE03153
OG0003672	CAPO300582	MOUSE03769, MOUSE03770
OG0003676	CAPO304948	MOUSE25609
OG0003677	CAPO300011	MOUSE26179, MOUSE25068, MOUSE25069, MOUSE05328
OG0003679	CAPO304696	MOUSE15732, MOUSE25049, MOUSE25050
OG0003680	CAPO300884	MOUSE02511, MOUSE02510, MOUSE02508, MOUSE02509, MOUSE02513, MOUSE02514, MOUSE22063, MOUSE22062
OG0003682	CAPO302793	MOUSE24621
OG0003682	CAPO301860	MOUSE24620, MOUSE24619
OG0003684	CAPO302734	MOUSE23198, MOUSE23196, MOUSE23195, MOUSE23197, MOUSE23199
OG0003685	CAPO305996	MOUSE32370, MOUSE32367, MOUSE32369, MOUSE32368, MOUSE51976, MOUSE51974, MOUSE51975
OG0003686	CAPO302144	MOUSE49110, MOUSE49100, MOUSE49108, MOUSE49109, MOUSE49107, MOUSE49105, MOUSE49106, MOUSE49104, MOUSE49103, MOUSE49102, MOUSE49101, MOUSE49099
OG0003687	CAPO301501	MOUSE02568, MOUSE02567, MOUSE05366, MOUSE22110, MOUSE22109
OG0003688	CAPO307252	MOUSE34520, MOUSE34521, MOUSE34522
OG0003689	CAPO301215	MOUSE05393, MOUSE05394, MOUSE26456, MOUSE26455, MOUSE26457
OG0003690	CAPO307478	MOUSE07036, MOUSE07037, MOUSE07038
OG0003693	CAPO302269	MOUSE41191, MOUSE41190, MOUSE11267, MOUSE11266, MOUSE11265
OG0003694	CAPO307654	MOUSE30782
OG0003695	CAPO303363	MOUSE25741, MOUSE25740, MOUSE25739, MOUSE20814
OG0003696	CAPO304903	MOUSE35451, MOUSE35452, MOUSE35449, MOUSE35450
OG0003697	CAPO307718	MOUSE06524
OG0003698	CAPO306302	MOUSE21124, MOUSE12762
OG0003700	CAPO304411	MOUSE15026, MOUSE06260, MOUSE06261, MOUSE06262
OG0003703	CAPO305764	MOUSE20574, MOUSE27650
OG0003704	CAPO308213	MOUSE48834, MOUSE48833, MOUSE33411, MOUSE33409, MOUSE33410
OG0003710	CAPO301647	MOUSE55264, MOUSE31690
OG0003712	CAPO300556	MOUSE14240, MOUSE14239, MOUSE15046
OG0003713	CAPO306178	MOUSE23766, MOUSE23765, MOUSE23764, MOUSE23767
OG0003716	CAPO303976	MOUSE15604, MOUSE15602
OG0003717	CAPO306282	MOUSE33976, MOUSE33975, MOUSE08977, MOUSE08978
OG0003718	CAPO307310	MOUSE22255, MOUSE22254, MOUSE22249, MOUSE22251, MOUSE22257, MOUSE22258, MOUSE22256
OG0003719	CAPO300227	MOUSE30866, MOUSE30869, MOUSE30868, MOUSE30867
OG0003720	CAPO300371	MOUSE23795, MOUSE23793, MOUSE23792, MOUSE23794, MOUSE17553
OG0003721	CAPO300976, CAPO300975	MOUSE08040, MOUSE08041, MOUSE20246, MOUSE20247
OG0003722	CAPO300031	MOUSE31879, MOUSE31880, MOUSE31883, MOUSE31881, MOUSE25682, MOUSE25686, MOUSE25681
OG0003724	CAPO308007	MOUSE34773, MOUSE34772, MOUSE34770, MOUSE34769, MOUSE34771
OG0003729	CAPO307394	MOUSE26210, MOUSE26211
OG0003730	CAPO305074	MOUSE46790, MOUSE46788, MOUSE46787, MOUSE46786, MOUSE46789
OG0003731	CAPO304053	MOUSE50324, MOUSE50322, MOUSE50321, MOUSE50323, MOUSE50320
OG0003732	CAPO306498	MOUSE22010, MOUSE22008, MOUSE22011
OG0003733	CAPO305671	MOUSE33101, MOUSE33100
OG0003734	CAPO305564	MOUSE25448, MOUSE18509, MOUSE28344
OG0003735	CAPO308150	MOUSE51303
OG0003738	CAPO304238	MOUSE04750, MOUSE04749
OG0003739	CAPO300467	MOUSE23353
OG0003740	CAPO307238	MOUSE45976, MOUSE45977, MOUSE45975
OG0003741	CAPO305770	MOUSE43248, MOUSE43247
OG0003742	CAPO303080	MOUSE06945, MOUSE06947, MOUSE02363
OG0003743	CAPO302360	MOUSE37350, MOUSE37349, MOUSE37354
OG0003744	CAPO306491	MOUSE55115, MOUSE55116, MOUSE52537, MOUSE52533, MOUSE52535
OG0003745	CAPO307585	MOUSE15322, MOUSE15325, MOUSE15323
OG0003749	CAPO306992	MOUSE42046, MOUSE42049, MOUSE42048, MOUSE42050
OG0003750	CAPO304840	MOUSE28489, MOUSE28488, MOUSE28487
OG0003752	CAPO306304	MOUSE32569, MOUSE32570, MOUSE52228, MOUSE52226
OG0003754	CAPO305643	MOUSE20471, MOUSE20474, MOUSE20473, MOUSE20472, MOUSE02213
OG0003755	CAPO300113	MOUSE04960, MOUSE04959
OG0003756	CAPO307901	MOUSE49404, MOUSE49403, MOUSE49401, MOUSE21326
OG0003758	CAPO308214	MOUSE05241, MOUSE05240, MOUSE14904
OG0003759	CAPO307476	MOUSE04234, MOUSE17579, MOUSE17581
OG0003760	CAPO304944	MOUSE18949, MOUSE18947, MOUSE18948, MOUSE06740, MOUSE06738, MOUSE06736, MOUSE06739, MOUSE06737
OG0003761	CAPO301690	MOUSE51338, MOUSE51337, MOUSE32241
OG0003762	CAPO303010	MOUSE06209, MOUSE15008
OG0003764	CAPO300879	MOUSE06475, MOUSE06476, MOUSE06477, MOUSE06478
OG0003767	CAPO301363	MOUSE13389
OG0003769	CAPO305668	MOUSE12407, MOUSE12405, MOUSE12406, MOUSE12409, MOUSE12408
OG0003770	CAPO300865, CAPO305387	MOUSE45318, MOUSE45319, MOUSE45317, MOUSE45320
OG0003771	CAPO300755	MOUSE06180, MOUSE06179, MOUSE14269
OG0003773	CAPO301706	MOUSE17006, MOUSE17005, MOUSE17004, MOUSE05143
OG0003776	CAPO306521	MOUSE16172, MOUSE16173
OG0003778	CAPO302558	MOUSE18778, MOUSE41255, MOUSE41257, MOUSE41256, MOUSE41258
OG0003779	CAPO304919	MOUSE04027, MOUSE04026, MOUSE04028
OG0003781	CAPO307368	MOUSE35996, MOUSE21311, MOUSE21310, MOUSE21312, MOUSE21306, MOUSE21305, MOUSE21308, MOUSE21307, MOUSE21303
OG0003798	CAPO300229	MOUSE26587, MOUSE26588, MOUSE14915
OG0003803	CAPO307540	MOUSE23801, MOUSE23803, MOUSE23802, MOUSE23800
OG0003806	CAPO304817	MOUSE17191, MOUSE16977, MOUSE16976, MOUSE16978
OG0003807	CAPO308021	MOUSE45986, MOUSE45987, MOUSE45988, MOUSE45985
OG0003808	CAPO308095	MOUSE34022, MOUSE34021
OG0003809	CAPO306197	MOUSE31684, MOUSE31683, MOUSE31685, MOUSE31687
OG0003811	CAPO302863	MOUSE36524, MOUSE36525
OG0003812	CAPO300349	MOUSE53620, MOUSE53621, MOUSE53622, MOUSE53619
OG0003813	CAPO305053	MOUSE36975, MOUSE27962, MOUSE27966, MOUSE27965
OG0003818	CAPO306945	MOUSE47757
OG0003820	CAPO302724	MOUSE33033, MOUSE33034, MOUSE33032
OG0003823	CAPO305304	MOUSE28214, MOUSE06728, MOUSE06726, MOUSE13637, MOUSE13638, MOUSE06727
OG0003824	CAPO300109	MOUSE47802
OG0003826	CAPO305900	MOUSE04365
OG0003826	CAPO303948	MOUSE04366
OG0003827	CAPO302156	MOUSE31957, MOUSE31958
OG0003828	CAPO304442	MOUSE32817
OG0003829	CAPO304825	MOUSE37106, MOUSE37104, MOUSE37102, MOUSE37101, MOUSE37100, MOUSE37103, MOUSE37105
OG0003831	CAPO301320	MOUSE20873, MOUSE36301, MOUSE04870, MOUSE36300, MOUSE36298
OG0003833	CAPO305448	MOUSE12711, MOUSE12709, MOUSE12710
OG0003834	CAPO307203	MOUSE23210, MOUSE49466
OG0003835	CAPO300102	MOUSE06592, MOUSE06595, MOUSE06594, MOUSE06593, MOUSE06591
OG0003836	CAPO301610	MOUSE36279, MOUSE36278, MOUSE03603, MOUSE03602
OG0003837	CAPO304430	MOUSE06124, MOUSE06122
OG0003838	CAPO304061, CAPO304064	MOUSE13017, MOUSE13018, MOUSE51688, MOUSE36348
OG0003839	CAPO300238, CAPO301543, CAPO307066	MOUSE24236, MOUSE24234
OG0003840	CAPO300299	MOUSE51791, MOUSE51790, MOUSE51795, MOUSE51794, MOUSE51792, MOUSE30794, MOUSE30796, MOUSE30795
OG0003843	CAPO301582	MOUSE02984, MOUSE02983
OG0003844	CAPO306235	MOUSE33019
OG0003845	CAPO302000	MOUSE04950, MOUSE04948, MOUSE04949, MOUSE04946, MOUSE04947
OG0003846	CAPO300905	MOUSE48366, MOUSE40451, MOUSE40452, MOUSE40453
OG0003847	CAPO301495	MOUSE05297, MOUSE05298, MOUSE05296
OG0003848	CAPO305229, CAPO305228	MOUSE23878, MOUSE23876, MOUSE23877
OG0003850	CAPO306458	MOUSE34272, MOUSE34270, MOUSE34268, MOUSE34271, MOUSE34269, MOUSE34273
OG0003851	CAPO301154	MOUSE25173
OG0003852	CAPO302241	MOUSE44765, MOUSE19461, MOUSE19462, MOUSE19463
OG0003853	CAPO308238	MOUSE18178, MOUSE18177, MOUSE18175, MOUSE18176, MOUSE18179
OG0003854	CAPO306385	MOUSE48500, MOUSE48497, MOUSE48498, MOUSE48499, MOUSE48496, MOUSE44637, MOUSE44638
OG0003855	CAPO304198	MOUSE30683, MOUSE30682, MOUSE30679, MOUSE30678, MOUSE30680, MOUSE30681
OG0003856	CAPO308004	MOUSE53260, MOUSE53261, MOUSE53262
OG0003857	CAPO302185	MOUSE15137, MOUSE15138, MOUSE15136, MOUSE15135
OG0003858	CAPO300728	MOUSE18173
OG0003859	CAPO306990	MOUSE35711, MOUSE35709, MOUSE35710, MOUSE35708, MOUSE35707, MOUSE35706, MOUSE35705
OG0003860	CAPO303899	MOUSE08583, MOUSE08581, MOUSE08582
OG0003861	CAPO302754	MOUSE16328, MOUSE16329, MOUSE16332, MOUSE16326, MOUSE16330, MOUSE16325, MOUSE16327, MOUSE16324, MOUSE16331, MOUSE16323
OG0003863	CAPO300200	MOUSE46853, MOUSE46851, MOUSE46852
OG0003864	CAPO300087	MOUSE43181, MOUSE43180, MOUSE43182, MOUSE43179
OG0003865	CAPO304904	MOUSE15488, MOUSE14853
OG0003866	CAPO302683	MOUSE55423, MOUSE54508, MOUSE54509
OG0003867	CAPO301767	MOUSE35425
OG0003868	CAPO306848	MOUSE23872, MOUSE23869, MOUSE23871, MOUSE23870
OG0003869	CAPO307094	MOUSE05547
OG0003870	CAPO305132	MOUSE43942, MOUSE43941, MOUSE43940
OG0003871	CAPO304658	MOUSE12954
OG0003872	CAPO300319	MOUSE15344, MOUSE15345, MOUSE15348, MOUSE15346, MOUSE15349, MOUSE15347, MOUSE15343
OG0003873	CAPO305775	MOUSE24551, MOUSE24547, MOUSE24549, MOUSE24548
OG0003875	CAPO303382	MOUSE27194, MOUSE27195
OG0003876	CAPO307728	MOUSE32588, MOUSE32587
OG0003878	CAPO308329	MOUSE31216, MOUSE31215
OG0003881	CAPO303685	MOUSE34941, MOUSE34940, MOUSE34939
OG0003886	CAPO304109	MOUSE05592, MOUSE05590, MOUSE05588, MOUSE05593, MOUSE24488, MOUSE24487
OG0003887	CAPO307036	MOUSE30820
OG0003888	CAPO302764	MOUSE01271, MOUSE01270, MOUSE01269
OG0003890	CAPO304707	MOUSE40542, MOUSE40541, MOUSE40543, MOUSE40544, MOUSE19610
OG0003892	CAPO307708	MOUSE24997, MOUSE24998
OG0003893	CAPO300022	MOUSE27805, MOUSE27806, MOUSE27807
OG0003894	CAPO302778	MOUSE25680
OG0003897	CAPO303759	MOUSE22869, MOUSE22871
OG0003898	CAPO307893, CAPO307749, CAPO306069	MOUSE29424, MOUSE29423
OG0003899	CAPO300674	MOUSE32512, MOUSE32510, MOUSE32509, MOUSE32511
OG0003900	CAPO301714	MOUSE20186, MOUSE20185, MOUSE20184
OG0003901	CAPO301256	MOUSE18085, MOUSE18087, MOUSE18086, MOUSE18084, MOUSE34314, MOUSE34315, MOUSE34313
OG0003903	CAPO305736	MOUSE36163, MOUSE36162
OG0003904	CAPO305947	MOUSE19671, MOUSE19672, MOUSE19670, MOUSE44859, MOUSE44858, MOUSE44857, MOUSE44860
OG0003906	CAPO301369	MOUSE48566, MOUSE48567, MOUSE48565
OG0003908	CAPO301425	MOUSE48727
OG0003908	CAPO308216	MOUSE01976
OG0003909	CAPO301220	MOUSE06721, MOUSE06722
OG0003910	CAPO302786	MOUSE00455, MOUSE00454, MOUSE33951
OG0003911	CAPO305312	MOUSE28427, MOUSE28428, MOUSE28429, MOUSE28430
OG0003912	CAPO307896	MOUSE28242, MOUSE49733, MOUSE49734
OG0003913	CAPO306587	MOUSE37139, MOUSE37140, MOUSE37141
OG0003914	CAPO301224	MOUSE44937, MOUSE44936
OG0003915	CAPO304633	MOUSE47591, MOUSE53939, MOUSE53940, MOUSE53938
OG0003917	CAPO306797	MOUSE21868, MOUSE21864, MOUSE21866, MOUSE21865
OG0003920	CAPO301554	MOUSE34196, MOUSE34204, MOUSE34202, MOUSE34203, MOUSE34199, MOUSE34201, MOUSE34197, MOUSE34198, MOUSE34200
OG0003921	CAPO300430	MOUSE21508, MOUSE21507
OG0003922	CAPO304241	MOUSE15487
OG0003924	CAPO302790	MOUSE30311, MOUSE32393, MOUSE32384, MOUSE30310, MOUSE30307, MOUSE30309, MOUSE30308
OG0003925	CAPO301662	MOUSE34231, MOUSE34234, MOUSE34233, MOUSE34232
OG0003926	CAPO303036	MOUSE34485
OG0003927	CAPO304671	MOUSE37875, MOUSE37879, MOUSE37877, MOUSE37876, MOUSE37874, MOUSE37878
OG0003929	CAPO303872	MOUSE49806, MOUSE49805
OG0003930	CAPO301599	MOUSE01907
OG0003931	CAPO304399	MOUSE54521, MOUSE54520, MOUSE15104, MOUSE15103
OG0003934	CAPO301204	MOUSE42153, MOUSE42147, MOUSE42150, MOUSE42152, MOUSE42146, MOUSE42144, MOUSE42151, MOUSE42149, MOUSE42145, MOUSE42148
OG0003936	CAPO302163	MOUSE49405, MOUSE49406, MOUSE49409, MOUSE49408, MOUSE49407
OG0003938	CAPO305166	MOUSE44129, MOUSE44122, MOUSE44123, MOUSE44128, MOUSE21304, MOUSE44124, MOUSE44119
OG0003939	CAPO303853	MOUSE08650, MOUSE08652, MOUSE08651
OG0003942	CAPO300632	MOUSE00089
OG0003944	CAPO300493	MOUSE15418, MOUSE15417
OG0003945	CAPO300812	MOUSE41583, MOUSE41582, MOUSE41581, MOUSE17288, MOUSE17289
OG0003946	CAPO303843	MOUSE21095, MOUSE36215, MOUSE36213
OG0003947	CAPO306325	MOUSE35865
OG0003950	CAPO307097	MOUSE46969, MOUSE46968, MOUSE46965, MOUSE46966, MOUSE46967, MOUSE46964
OG0003954	CAPO304758	MOUSE13604, MOUSE13605, MOUSE06634
OG0003955	CAPO304097	MOUSE54923, MOUSE54922, MOUSE48233
OG0003959	CAPO304028	MOUSE25457, MOUSE25458, MOUSE25459
OG0003961	CAPO303890	MOUSE33639
OG0003965	CAPO302867	MOUSE34195, MOUSE34194
OG0003966	CAPO301181	MOUSE16335, MOUSE16338, MOUSE16339, MOUSE16340, MOUSE16337, MOUSE16336
OG0003969	CAPO304197	MOUSE11695, MOUSE11697, MOUSE11700, MOUSE11699, MOUSE11698, MOUSE11702, MOUSE11701, MOUSE11696
OG0003971	CAPO301852	MOUSE25243, MOUSE25244
OG0003972	CAPO308018	MOUSE28853, MOUSE28854, MOUSE28855
OG0003973	CAPO307513	MOUSE07129, MOUSE07128, MOUSE28069, MOUSE28068
OG0003998	CAPO305634	MOUSE03017, MOUSE03016, MOUSE03018, MOUSE03015
OG0003999	CAPO306327	MOUSE39639, MOUSE39638
OG0004000	CAPO302913	MOUSE53010, MOUSE53011
OG0004002	CAPO305544	MOUSE08674
OG0004005	CAPO302213	MOUSE06870, MOUSE06869, MOUSE06871
OG0004007	CAPO307105	MOUSE33282, MOUSE13163, MOUSE13164
OG0004009	CAPO305072	MOUSE31536, MOUSE31534, MOUSE00745, MOUSE00744
OG0004010	CAPO303524	MOUSE10577
OG0004012	CAPO308011	MOUSE03422
OG0004014	CAPO303473	MOUSE22452
OG0004015	CAPO305112	MOUSE31950, MOUSE31951, MOUSE31949, MOUSE31948, MOUSE31952
OG0004016	CAPO303609	MOUSE14828
OG0004017	CAPO308124	MOUSE46421, MOUSE46424, MOUSE46423, MOUSE46422, MOUSE46420
OG0004023	CAPO307204	MOUSE32124, MOUSE49371
OG0004027	CAPO301145	MOUSE02465, MOUSE02466, MOUSE05609, MOUSE05606, MOUSE05608, MOUSE05607
OG0004031	CAPO306218	MOUSE42812
OG0004032	CAPO300291	MOUSE53862, MOUSE53861, MOUSE47636
OG0004033	CAPO304862	MOUSE49958, MOUSE49957
OG0004035	CAPO301995	MOUSE28209, MOUSE28210, MOUSE28211
OG0004037	CAPO306482	MOUSE23141, MOUSE23140
OG0004038	CAPO307927	MOUSE48922, MOUSE48924, MOUSE48923, MOUSE48921
OG0004041	CAPO306646	MOUSE28030
OG0004042	CAPO302696	MOUSE26985, MOUSE26987, MOUSE26984, MOUSE26986
OG0004044	CAPO300275	MOUSE53246, MOUSE53244, MOUSE53243, MOUSE53245
OG0004047	CAPO304083	MOUSE06437, MOUSE06436
OG0004048	CAPO304654	MOUSE35846, MOUSE35844, MOUSE35843, MOUSE35842, MOUSE35845
OG0004050	CAPO308116	MOUSE14424, MOUSE14421, MOUSE14423, MOUSE14422, MOUSE14420, MOUSE14425
OG0004053	CAPO301919	MOUSE45540, MOUSE55188, MOUSE09610, MOUSE09609, MOUSE09608, MOUSE30254
OG0004054	CAPO308277	MOUSE07133, MOUSE07131, MOUSE07134, MOUSE42809, MOUSE42808, MOUSE42807
OG0004056	CAPO306031	MOUSE10234
OG0004057	CAPO300969, CAPO301492	MOUSE39232
OG0004058	CAPO301904	MOUSE06723
OG0004059	CAPO301877	MOUSE42746, MOUSE42744, MOUSE42745, MOUSE42743
OG0004063	CAPO300628	MOUSE11880, MOUSE11881, MOUSE11879, MOUSE11882
OG0004064	CAPO304453	MOUSE22630, MOUSE22635, MOUSE22638, MOUSE22632, MOUSE22636, MOUSE22633, MOUSE22634
OG0004065	CAPO304029	MOUSE34851, MOUSE34850, MOUSE34848
OG0004067	CAPO301812	MOUSE22149
OG0004068	CAPO301030	MOUSE54651, MOUSE54993
OG0004069	CAPO307785	MOUSE09407, MOUSE27710, MOUSE27709, MOUSE09408
OG0004070	CAPO302894	MOUSE38548, MOUSE38549
OG0004071	CAPO306388	MOUSE23682, MOUSE17774, MOUSE17773, MOUSE17772, MOUSE32856
OG0004072	CAPO305194	MOUSE05860, MOUSE05861
OG0004075	CAPO308024	MOUSE46089
OG0004076	CAPO307967	MOUSE13543, MOUSE13542, MOUSE13544, MOUSE13541
OG0004079	CAPO300687	MOUSE29728, MOUSE29727, MOUSE29726
OG0004080	CAPO305236	MOUSE22574, MOUSE22576, MOUSE22573, MOUSE35471
OG0004081	CAPO301069	MOUSE22887, MOUSE22886, MOUSE22889, MOUSE22885, MOUSE22883, MOUSE22888, MOUSE22890, MOUSE22884
OG0004082	CAPO305459	MOUSE23097
OG0004082	CAPO305460	MOUSE23096
OG0004083	CAPO304047	MOUSE07456, MOUSE07454, MOUSE07455
OG0004084	CAPO300193	MOUSE12641
OG0004085	CAPO307782	MOUSE22017, MOUSE22016, MOUSE22019, MOUSE22015, MOUSE22018, MOUSE22014
OG0004090	CAPO304280	MOUSE02539
OG0004091	CAPO307795	MOUSE20857
OG0004092	CAPO301516	MOUSE08723, MOUSE08721, MOUSE08722, MOUSE05348, MOUSE05346, MOUSE05347
OG0004093	CAPO303612	MOUSE39362, MOUSE39363, MOUSE39366, MOUSE39365, MOUSE39364
OG0004094	CAPO306112	MOUSE32800, MOUSE32802, MOUSE32801, MOUSE32799
OG0004095	CAPO302216	MOUSE44365, MOUSE44371, MOUSE44373, MOUSE44363, MOUSE44366, MOUSE44369, MOUSE44364, MOUSE44372
OG0004096	CAPO306070	MOUSE26584, MOUSE24020, MOUSE24022
OG0004097	CAPO300790	MOUSE30102, MOUSE07203, MOUSE54886, MOUSE12995
OG0004099	CAPO306437	MOUSE43934, MOUSE43936, MOUSE43938, MOUSE43933, MOUSE43935, MOUSE43939, MOUSE43932, MOUSE43937, MOUSE14125
OG0004100	CAPO306356	MOUSE01972, MOUSE01971
OG0004101	CAPO303749, CAPO302702	MOUSE05274, MOUSE05270, MOUSE05271, MOUSE05272, MOUSE05273
OG0004103	CAPO306700	MOUSE28643
OG0004104	CAPO303684	MOUSE19655, MOUSE19654
OG0004105	CAPO308098	MOUSE13474, MOUSE13473, MOUSE13475
OG0004106	CAPO303386	MOUSE34927, MOUSE34928, MOUSE34929
OG0004108	CAPO307282	MOUSE41101, MOUSE41097, MOUSE41098, MOUSE41102, MOUSE41099, MOUSE41100
OG0004110	CAPO300855	MOUSE09563, MOUSE09564, MOUSE00786
OG0004112	CAPO304610	MOUSE30305
