Orthogroup	CAPO3	APOSC_ok
OG0004786	CAPO306813	APOSC_17038
OG0004787	CAPO300677	APOSC_12775
OG0004788	CAPO303606	APOSC_03758, APOSC_03759
OG0004792	CAPO304121, CAPO301355	APOSC_11949, APOSC_02819, APOSC_02820
OG0004793	CAPO303691	APOSC_16471
OG0004794	CAPO302268	APOSC_22694
OG0004795	CAPO306522	APOSC_11957
OG0004797	CAPO308248	APOSC_18656
OG0004798	CAPO306979	APOSC_15756, APOSC_06645, APOSC_06644
OG0004801	CAPO301409	APOSC_03930
OG0004803	CAPO304966	APOSC_18918
OG0004805	CAPO301148	APOSC_23984
OG0004808	CAPO300921	APOSC_00809
OG0004810	CAPO307085	APOSC_22512
OG0004811	CAPO304670	APOSC_12677
OG0004812	CAPO300913	APOSC_00894, APOSC_04595
OG0004813	CAPO302301	APOSC_12785
OG0004814	CAPO305193	APOSC_17303
OG0004815	CAPO306099	APOSC_02479
OG0004816	CAPO306093	APOSC_26175
OG0004817	CAPO300646	APOSC_18531
OG0004819	CAPO303489	APOSC_01062, APOSC_01061
OG0004820	CAPO301474	APOSC_25668
OG0004822	CAPO303272	APOSC_28208, APOSC_11012
OG0004823	CAPO301131	APOSC_14310
OG0004825	CAPO303625	APOSC_07995
OG0004826	CAPO302318	APOSC_00805
OG0004828	CAPO300795	APOSC_04869
OG0004829	CAPO306677	APOSC_18638
OG0004830	CAPO304259, CAPO301109	APOSC_21849, APOSC_12125
OG0004831	CAPO302539	APOSC_10208
OG0004832	CAPO300644	APOSC_19491, APOSC_24739
OG0004833	CAPO307386, CAPO307385	APOSC_15028, APOSC_21026, APOSC_21025
OG0004835	CAPO307142	APOSC_05804
OG0004836	CAPO300476	APOSC_28404, APOSC_28405
OG0004837	CAPO306341	APOSC_15814
OG0004838	CAPO300483	APOSC_04205
OG0004840	CAPO301303	APOSC_26796
OG0004841	CAPO301073	APOSC_24766
OG0004842	CAPO307208	APOSC_13259
OG0004843	CAPO302296	APOSC_12626, APOSC_12625
OG0004844	CAPO308225	APOSC_28841
OG0004845	CAPO300244	APOSC_00036, APOSC_00035
OG0004846	CAPO302634	APOSC_05197
OG0004848	CAPO305802	APOSC_16401, APOSC_04787
OG0004849	CAPO302897	APOSC_10424
OG0004851	CAPO304052	APOSC_20688, APOSC_12080
OG0004852	CAPO305241	APOSC_28800, APOSC_26971, APOSC_07413, APOSC_07415, APOSC_27457
OG0004853	CAPO306818	APOSC_18187, APOSC_18186
OG0004854	CAPO307677	APOSC_20724, APOSC_00464, APOSC_11248, APOSC_11247, APOSC_24117
OG0004855	CAPO307136	APOSC_25569, APOSC_29149
OG0004856	CAPO307877	APOSC_05989
OG0004857	CAPO305126	APOSC_02357, APOSC_03487
OG0004858	CAPO306514	APOSC_00651, APOSC_00652
OG0004859	CAPO305955	APOSC_28347
OG0004861	CAPO300721	APOSC_25886, APOSC_25887, APOSC_25885
OG0004863	CAPO300215	APOSC_19314
OG0004864	CAPO306175	APOSC_21183, APOSC_11985
OG0004869	CAPO301505	APOSC_13350
OG0004873	CAPO305056	APOSC_24790
OG0004874	CAPO302314	APOSC_16765
OG0004875	CAPO305599	APOSC_23070
OG0004879	CAPO304570	APOSC_24104
OG0004880	CAPO307520	APOSC_05578
OG0004881	CAPO301856	APOSC_01627
OG0004882	CAPO307657	APOSC_19733
OG0004883	CAPO304269	APOSC_06266
OG0004884	CAPO306875	APOSC_18914, APOSC_18913
OG0004886	CAPO304598	APOSC_15318
OG0004887	CAPO303252	APOSC_23448
OG0004889	CAPO302860	APOSC_18740
OG0004892	CAPO308266	APOSC_27628
OG0004893	CAPO305797	APOSC_13538
OG0004894	CAPO308103	APOSC_10086
OG0004895	CAPO301412	APOSC_00285
OG0004896	CAPO301146, CAPO308332	APOSC_22241
OG0004897	CAPO300624	APOSC_28482, APOSC_03431, APOSC_03739, APOSC_02448
OG0004898	CAPO300846	APOSC_15328, APOSC_15329
OG0004899	CAPO304701	APOSC_16192
OG0004900	CAPO300509	APOSC_25455
OG0004901	CAPO301170	APOSC_29135
OG0004902	CAPO305853	APOSC_20205, APOSC_20206
OG0004903	CAPO304775	APOSC_28442
OG0004904	CAPO304100	APOSC_15618
OG0004906	CAPO303480	APOSC_10829
OG0004907	CAPO307254	APOSC_26722
OG0004911	CAPO305750	APOSC_24278
OG0004913	CAPO306717	APOSC_01879
OG0004914	CAPO301519	APOSC_15903
OG0004917	CAPO303374	APOSC_18872, APOSC_08997
OG0004919	CAPO308082	APOSC_08486
OG0004920	CAPO302580	APOSC_08648, APOSC_08649, APOSC_08650, APOSC_27744
OG0004922	CAPO306550	APOSC_01894
OG0004923	CAPO307943	APOSC_26426
OG0004924	CAPO304606	APOSC_26407
OG0004927	CAPO304855	APOSC_06832
OG0004928	CAPO304691	APOSC_25338, APOSC_01712, APOSC_21753, APOSC_19239, APOSC_10850
OG0004929	CAPO304111	APOSC_22375
OG0004932	CAPO306081, CAPO305804	APOSC_00265
OG0004934	CAPO305066	APOSC_26300
OG0004935	CAPO302835	APOSC_01395
OG0004936	CAPO306298	APOSC_00369, APOSC_25947
OG0004938	CAPO308159	APOSC_23918
OG0004940	CAPO305630	APOSC_21420, APOSC_09286, APOSC_27462, APOSC_09288, APOSC_09287
OG0004943	CAPO306001	APOSC_09791
OG0004944	CAPO302056	APOSC_24038, APOSC_24039
OG0004946	CAPO305515	APOSC_07901
OG0004947	CAPO307579	APOSC_28433
OG0004948	CAPO305331	APOSC_27579
OG0004949	CAPO304026	APOSC_27093
OG0004950	CAPO300642	APOSC_23832
OG0004952	CAPO301776	APOSC_23049
OG0004953	CAPO306623	APOSC_07485, APOSC_07484
OG0004954	CAPO303229	APOSC_13369
OG0004958	CAPO302197	APOSC_26844
OG0004960	CAPO300258	APOSC_29061
OG0004961	CAPO305777	APOSC_26647
OG0004962	CAPO301438	APOSC_28035
OG0004963	CAPO303805	APOSC_23225, APOSC_23226, APOSC_23224
OG0004964	CAPO302916	APOSC_07483
OG0004969	CAPO303678	APOSC_15312
OG0004970	CAPO303748	APOSC_12399, APOSC_12401, APOSC_12400
OG0004971	CAPO302327	APOSC_15530
OG0004972	CAPO304289	APOSC_03315
OG0004976	CAPO304478	APOSC_02810, APOSC_02811
OG0004977	CAPO304350	APOSC_27347
OG0004978	CAPO308306	APOSC_15201
OG0004979	CAPO303118	APOSC_19053
OG0004980	CAPO300807	APOSC_00410, APOSC_17279
OG0004981	CAPO306326	APOSC_26712, APOSC_14915, APOSC_14913, APOSC_14914, APOSC_18267
OG0004982	CAPO301351	APOSC_17165
OG0004983	CAPO300176	APOSC_01696
OG0004985	CAPO304816	APOSC_01917
OG0004988	CAPO305623	APOSC_24816
OG0004989	CAPO300323	APOSC_24768
OG0004990	CAPO305712	APOSC_08820
OG0004991	CAPO302271	APOSC_17350, APOSC_11919
OG0004993	CAPO302747	APOSC_02545
OG0004997	CAPO300456	APOSC_11799
OG0004999	CAPO302635	APOSC_08150, APOSC_08151
OG0005002	CAPO305114	APOSC_22570, APOSC_03522, APOSC_24213
OG0005003	CAPO303837	APOSC_00926
OG0005005	CAPO303017	APOSC_28568
OG0005006	CAPO301015	APOSC_24900
OG0005007	CAPO300658	APOSC_16161
OG0005009	CAPO303190	APOSC_16548
OG0005010	CAPO304378	APOSC_12362
OG0005013	CAPO304066	APOSC_09516
OG0005014	CAPO307825	APOSC_25977, APOSC_25978
OG0005015	CAPO300946	APOSC_07779, APOSC_27016, APOSC_27015
OG0005016	CAPO305499	APOSC_14825
OG0005038	CAPO301658	APOSC_06759
OG0005040	CAPO300876	APOSC_02779
OG0005044	CAPO307084	APOSC_15901
OG0005046	CAPO304846	APOSC_22226, APOSC_22225, APOSC_22224
OG0005047	CAPO305932	APOSC_21980
OG0005048	CAPO300857	APOSC_25102
OG0005053	CAPO302547	APOSC_16666
OG0005057	CAPO303573	APOSC_23872
OG0005058	CAPO306731	APOSC_23043
OG0005059	CAPO300063	APOSC_11327
OG0005061	CAPO306602	APOSC_02678
OG0005062	CAPO302106	APOSC_18529, APOSC_13838
OG0005064	CAPO300249	APOSC_28259
OG0005067	CAPO302289	APOSC_15855, APOSC_15854
OG0005068	CAPO306513	APOSC_05709
OG0005069	CAPO300204	APOSC_18932, APOSC_24379, APOSC_24380
OG0005071	CAPO305606	APOSC_22085
OG0005073	CAPO305547	APOSC_23801
OG0005075	CAPO307362	APOSC_13170
OG0005076	CAPO302885	APOSC_19994
OG0005077	CAPO302160	APOSC_24165
OG0005078	CAPO307983	APOSC_17431, APOSC_17432, APOSC_17433
OG0005079	CAPO303799	APOSC_03107
OG0005081	CAPO307065	APOSC_24378
OG0005083	CAPO302388	APOSC_23187
OG0005084	CAPO307421, CAPO301121	APOSC_03696
OG0005086	CAPO302959	APOSC_02666, APOSC_02667
OG0005088	CAPO307772	APOSC_06901
OG0005089	CAPO303888	APOSC_10837
OG0005090	CAPO303909	APOSC_16737
OG0005091	CAPO305179	APOSC_11302
OG0005092	CAPO301418	APOSC_10413
OG0005093	CAPO303716	APOSC_23767
OG0005094	CAPO303630	APOSC_20671
OG0005095	CAPO301660	APOSC_08299
OG0005096	CAPO301964	APOSC_14882
OG0005097	CAPO304365	APOSC_07900
OG0005099	CAPO305916	APOSC_00270
OG0005100	CAPO306219	APOSC_27305
OG0005103	CAPO300625	APOSC_02095
OG0005104	CAPO303053	APOSC_08795
OG0005106	CAPO301403	APOSC_09445, APOSC_18297, APOSC_27833, APOSC_27723, APOSC_09444, APOSC_09446, APOSC_09443, APOSC_08826
OG0005107	CAPO304194	APOSC_07985
OG0005108	CAPO301196	APOSC_06524
OG0005109	CAPO301209	APOSC_20304
OG0005111	CAPO302727	APOSC_22230, APOSC_23587
OG0005113	CAPO300389	APOSC_26041
OG0005114	CAPO305096	APOSC_00254, APOSC_25577, APOSC_01758
OG0005115	CAPO304298	APOSC_27028
OG0005119	CAPO304215	APOSC_22395
OG0005120	CAPO304593	APOSC_14997, APOSC_24079
OG0005121	CAPO301715	APOSC_02873
OG0005124	CAPO305507	APOSC_11877
OG0005127	CAPO307277	APOSC_23106
OG0005128	CAPO305144	APOSC_17389, APOSC_17388, APOSC_08557, APOSC_27615
OG0005130	CAPO305368	APOSC_22518
OG0005132	CAPO300384	APOSC_07584
OG0005138	CAPO300009	APOSC_26291
OG0005139	CAPO302205	APOSC_20983
OG0005140	CAPO300700, CAPO302173	APOSC_15239
OG0005142	CAPO304715	APOSC_03160
OG0005143	CAPO304926	APOSC_28229
OG0005144	CAPO306416	APOSC_23591
OG0005145	CAPO302299	APOSC_03464
OG0005146	CAPO303659	APOSC_08851, APOSC_08852
OG0005147	CAPO302069	APOSC_02705
OG0005149	CAPO302171	APOSC_11564
OG0005150	CAPO301944	APOSC_13925
OG0005151	CAPO302626	APOSC_05387
OG0005152	CAPO307737	APOSC_03938
OG0005154	CAPO307643	APOSC_06041
OG0005155	CAPO304712	APOSC_02172
OG0005156	CAPO305254	APOSC_19033
OG0005157	CAPO301711	APOSC_20579
OG0005158	CAPO300547	APOSC_16706
OG0005160	CAPO300741	APOSC_07551, APOSC_07525, APOSC_07524, APOSC_07523
OG0005163	CAPO305704	APOSC_17701
OG0005164	CAPO307846	APOSC_04082, APOSC_04081
OG0005167	CAPO303298	APOSC_28668, APOSC_15342
OG0005168	CAPO306745	APOSC_23189
OG0005169	CAPO303886	APOSC_18812
OG0005172	CAPO306565	APOSC_10631
OG0005175	CAPO305645	APOSC_04557
OG0005178	CAPO300199	APOSC_07458
OG0005179	CAPO306190	APOSC_17938
OG0005180	CAPO308188	APOSC_27666
OG0005181	CAPO300793	APOSC_28263
OG0005182	CAPO300394	APOSC_08639
OG0005183	CAPO304256	APOSC_02247
OG0005184	CAPO307619	APOSC_08836
OG0005185	CAPO305409	APOSC_20519
OG0005187	CAPO300108	APOSC_22345
OG0005188	CAPO307366, CAPO308331	APOSC_01270
OG0005191	CAPO301264	APOSC_15284
OG0005192	CAPO302320	APOSC_10280
OG0005193	CAPO300973	APOSC_25267
OG0005194	CAPO306243	APOSC_14176
OG0005196	CAPO306636	APOSC_23626
OG0005200	CAPO307301	APOSC_02650
OG0005201	CAPO300421	APOSC_25032
OG0005202	CAPO300013	APOSC_15525
OG0005203	CAPO304416	APOSC_16024
OG0005205	CAPO302576	APOSC_12094
OG0005206	CAPO301965	APOSC_25642, APOSC_25643, APOSC_08792
OG0005208	CAPO303001	APOSC_28717, APOSC_03593
OG0005209	CAPO300492	APOSC_18226, APOSC_18225
OG0005210	CAPO301315	APOSC_05023
OG0005212	CAPO300331	APOSC_02064, APOSC_26707
OG0005214	CAPO304556	APOSC_16179
OG0005215	CAPO308114	APOSC_21000, APOSC_21001
OG0005216	CAPO304567	APOSC_27460
OG0005217	CAPO303096, CAPO306650	APOSC_12083
OG0005221	CAPO306723	APOSC_04169
OG0005222	CAPO305567	APOSC_18699
OG0005223	CAPO302922	APOSC_23774
OG0005224	CAPO300521	APOSC_01367
OG0005228	CAPO300902	APOSC_05215, APOSC_05216
OG0005229	CAPO300950	APOSC_07019
OG0005230	CAPO305306	APOSC_24455
OG0005231	CAPO307526	APOSC_11920
OG0005233	CAPO307259	APOSC_01508
OG0005234	CAPO306586, CAPO305435	APOSC_18433, APOSC_18434
OG0005237	CAPO300405	APOSC_01769
OG0005238	CAPO307942	APOSC_20097
OG0005239	CAPO305851	APOSC_01099, APOSC_27645
OG0005240	CAPO302162	APOSC_18208
OG0005241	CAPO301367	APOSC_02378
OG0005243	CAPO302946	APOSC_10996
OG0005244	CAPO301413	APOSC_04805, APOSC_04804
OG0005245	CAPO305774	APOSC_22390
OG0005247	CAPO305218	APOSC_00062
OG0005249	CAPO306769	APOSC_08128
OG0005250	CAPO304032	APOSC_23839
OG0005251	CAPO306449	APOSC_02584
OG0005253	CAPO307867	APOSC_27501
OG0005254	CAPO304356	APOSC_19056
OG0005255	CAPO303838, CAPO300416	APOSC_05290
OG0005257	CAPO302797	APOSC_14047
OG0005258	CAPO301990	APOSC_18260
OG0005259	CAPO303873	APOSC_17384
OG0005261	CAPO305240	APOSC_05476
OG0005262	CAPO301884	APOSC_23044
OG0005264	CAPO302695	APOSC_07360
OG0005265	CAPO305767	APOSC_21740
OG0005267	CAPO300315	APOSC_21073
OG0005268	CAPO302457	APOSC_08152
OG0005269	CAPO303868	APOSC_17989
OG0005271	CAPO303459	APOSC_11306, APOSC_01047
OG0005272	CAPO300142	APOSC_20560
OG0005273	CAPO302742	APOSC_26791, APOSC_17309
OG0005275	CAPO301557	APOSC_26865
OG0005277	CAPO302973, CAPO308033	APOSC_00848
OG0005278	CAPO306576, CAPO308328	APOSC_26566
OG0005279	CAPO304182	APOSC_15390
OG0005280	CAPO306635	APOSC_23326, APOSC_25898
OG0005285	CAPO302006	APOSC_00648, APOSC_00649
OG0005287	CAPO307607	APOSC_09794
OG0005289	CAPO304679	APOSC_04681, APOSC_00709, APOSC_14321
OG0005290	CAPO305632	APOSC_26456, APOSC_26457
OG0005292	CAPO300881	APOSC_15515
OG0005293	CAPO303402	APOSC_19487
OG0005294	CAPO306913	APOSC_10411
OG0005295	CAPO304907	APOSC_10487
OG0005298	CAPO307279	APOSC_28447
OG0005299	CAPO304069	APOSC_07146
OG0005300	CAPO304452	APOSC_06284
OG0005301	CAPO307444	APOSC_10500
OG0005303	CAPO304454	APOSC_26348
OG0005304	CAPO307658	APOSC_03952
OG0005305	CAPO301003	APOSC_19827
OG0005309	CAPO306631	APOSC_13912
OG0005312	CAPO307454, CAPO303466	APOSC_18279
OG0005314	CAPO302074	APOSC_00909
OG0005315	CAPO302427	APOSC_01239, APOSC_14458
OG0005316	CAPO301704	APOSC_02719
OG0005317	CAPO307168	APOSC_06639, APOSC_10096
OG0005318	CAPO308249	APOSC_15034
OG0005319	CAPO302638	APOSC_01868, APOSC_01867
OG0005320	CAPO301023	APOSC_27879
OG0005322	CAPO308079	APOSC_22385
OG0005323	CAPO307349	APOSC_15229
OG0005324	CAPO303901	APOSC_25734
OG0005325	CAPO301092	APOSC_14994
OG0005326	CAPO303331	APOSC_16865, APOSC_16866
OG0005331	CAPO301923	APOSC_06857, APOSC_08503
OG0005359	CAPO300630	APOSC_15626, APOSC_15627
OG0005360	CAPO303782	APOSC_11549
OG0005364	CAPO300756	APOSC_06355
OG0005365	CAPO303866	APOSC_23013
OG0005366	CAPO300645	APOSC_18159, APOSC_18158
OG0005367	CAPO304113	APOSC_14657
OG0005370	CAPO303423	APOSC_19516, APOSC_19517
OG0005371	CAPO306407	APOSC_04544
OG0005373	CAPO302507	APOSC_24282, APOSC_23094, APOSC_12500
OG0005374	CAPO300609	APOSC_13436
OG0005375	CAPO305216	APOSC_15874
OG0005377	CAPO307926	APOSC_01331
OG0005378	CAPO301284	APOSC_25053
OG0005379	CAPO303714	APOSC_12666
OG0005380	CAPO306791	APOSC_08215, APOSC_28651
OG0005381	CAPO301325	APOSC_26666
OG0005384	CAPO300411	APOSC_09845
OG0005385	CAPO305502	APOSC_27204
OG0005386	CAPO307872	APOSC_20621
OG0005388	CAPO301274	APOSC_04968, APOSC_04967
OG0005389	CAPO300599	APOSC_04842
OG0005390	CAPO301450	APOSC_26686
OG0005391	CAPO302409	APOSC_08891
OG0005393	CAPO302465	APOSC_02481
OG0005394	CAPO306444	APOSC_20423
OG0005395	CAPO302966	APOSC_01572, APOSC_01573
OG0005396	CAPO301185	APOSC_19850
OG0005398	CAPO301199	APOSC_11119
OG0005399	CAPO306277	APOSC_00331
OG0005400	CAPO301149	APOSC_12333
OG0005402	CAPO307246	APOSC_05157
OG0005403	CAPO303785	APOSC_22572
OG0005404	CAPO306644	APOSC_28890, APOSC_28889
OG0005405	CAPO304677	APOSC_00614
OG0005406	CAPO301050	APOSC_01761
OG0005408	CAPO306656	APOSC_12533
OG0005409	CAPO304722	APOSC_19973
OG0005410	CAPO300140	APOSC_21052
OG0005412	CAPO300143	APOSC_24830
OG0005413	CAPO304093	APOSC_00881
OG0005414	CAPO301252, CAPO301167	APOSC_19790
OG0005417	CAPO302063	APOSC_26063
OG0005422	CAPO303205	APOSC_15411
OG0005424	CAPO305286	APOSC_10535
OG0005425	CAPO300175	APOSC_04615
OG0005427	CAPO301444	APOSC_02382
OG0005430	CAPO302295	APOSC_00253, APOSC_02038, APOSC_17625, APOSC_17624
OG0005431	CAPO304591	APOSC_09836
OG0005433	CAPO303786	APOSC_02868, APOSC_19406
OG0005434	CAPO302858	APOSC_05369
OG0005435	CAPO303045	APOSC_05679
OG0005437	CAPO308137	APOSC_22987
OG0005438	CAPO302494	APOSC_25592, APOSC_14497
OG0005439	CAPO304206	APOSC_07393
OG0005440	CAPO303719	APOSC_14558
OG0005442	CAPO307582	APOSC_29096
OG0005443	CAPO305021	APOSC_28451
OG0005444	CAPO300488	APOSC_21406
OG0005446	CAPO300144	APOSC_24089
OG0005449	CAPO300543	APOSC_13711
OG0005450	CAPO302868	APOSC_21498
OG0005451	CAPO300480	APOSC_17133
OG0005454	CAPO307132	APOSC_07340
OG0005455	CAPO301855	APOSC_02718
OG0005457	CAPO307831	APOSC_08568
OG0005459	CAPO304164	APOSC_24084
OG0005461	CAPO307668	APOSC_17183
OG0005462	CAPO306835	APOSC_08871
OG0005463	CAPO303989	APOSC_08021
OG0005464	CAPO307986	APOSC_13285
OG0005465	CAPO300347	APOSC_13790
OG0005466	CAPO300596	APOSC_21409
OG0005467	CAPO305986	APOSC_21888
OG0005468	CAPO306414	APOSC_14026, APOSC_14025
OG0005469	CAPO301614	APOSC_12047, APOSC_12048
OG0005470	CAPO300654	APOSC_25929, APOSC_25928
OG0005471	CAPO300819	APOSC_09020, APOSC_09021
OG0005474	CAPO304412	APOSC_18607
OG0005475	CAPO300271	APOSC_27416
OG0005476	CAPO305577, CAPO305762	APOSC_27342
OG0005478	CAPO305209	APOSC_02995
OG0005479	CAPO300550	APOSC_15360
OG0005480	CAPO307314	APOSC_13897
OG0005481	CAPO306697, CAPO301416	APOSC_07097
OG0005482	CAPO307925	APOSC_10124, APOSC_04261
OG0005483	CAPO304067	APOSC_15431
OG0005484	CAPO307524	APOSC_28256
OG0005485	CAPO307449	APOSC_19750, APOSC_03853, APOSC_13823, APOSC_11570
OG0005486	CAPO300225	APOSC_12133, APOSC_12134
OG0005487	CAPO300444	APOSC_20299
OG0005488	CAPO301054	APOSC_28867
OG0005489	CAPO305322	APOSC_28860, APOSC_06100, APOSC_12162, APOSC_06641
OG0005490	CAPO300839	APOSC_05837
OG0005491	CAPO305898	APOSC_15327
OG0005493	CAPO304618	APOSC_17244
OG0005494	CAPO308140	APOSC_05152
OG0005495	CAPO305673	APOSC_29139
OG0005497	CAPO305501	APOSC_09761, APOSC_09760
OG0005498	CAPO303826	APOSC_27536
OG0005499	CAPO306730	APOSC_09979, APOSC_20319
OG0005500	CAPO306535	APOSC_12881
OG0005503	CAPO307437	APOSC_02386
OG0005504	CAPO300995	APOSC_08715
OG0005505	CAPO307588	APOSC_24911
OG0005506	CAPO307275	APOSC_00816, APOSC_00815, APOSC_00814
OG0005508	CAPO308142	APOSC_13240
OG0005509	CAPO300202	APOSC_18477
OG0005510	CAPO307083	APOSC_18070, APOSC_25067
OG0005511	CAPO304438	APOSC_12481
OG0005514	CAPO305223	APOSC_06981
OG0005516	CAPO305610	APOSC_28579
OG0005517	CAPO303557	APOSC_11062, APOSC_12196
OG0005518	CAPO300928	APOSC_20365
OG0005524	CAPO307077	APOSC_24851
OG0005525	CAPO305745	APOSC_05492
OG0005527	CAPO307337	APOSC_07570
OG0005528	CAPO302166	APOSC_19337
OG0005529	CAPO303996	APOSC_18681
OG0005533	CAPO308156	APOSC_09307
OG0005534	CAPO300248	APOSC_06858
OG0005535	CAPO306427	APOSC_29103
OG0005536	CAPO306899	APOSC_10824
OG0005537	CAPO305006	APOSC_00609
OG0005539	CAPO300487	APOSC_07113
OG0005540	CAPO307739	APOSC_21989
OG0005541	CAPO302610	APOSC_28861
OG0005545	CAPO307853	APOSC_10001, APOSC_28880, APOSC_17488, APOSC_17873, APOSC_03692
OG0005550	CAPO303338	APOSC_01954
OG0005553	CAPO308016	APOSC_28171
OG0005554	CAPO307360	APOSC_24518
OG0005555	CAPO303547, CAPO307135, CAPO303545, CAPO303546, CAPO303548	APOSC_01135, APOSC_01136
OG0005556	CAPO301726	APOSC_10450, APOSC_11770, APOSC_14425, APOSC_04868
OG0005558	CAPO301773	APOSC_22802
OG0005559	CAPO302392	APOSC_11473
OG0005560	CAPO302459	APOSC_17985
OG0005561	CAPO307649	APOSC_16153, APOSC_16154
OG0005562	CAPO300157	APOSC_08357, APOSC_08358
OG0005563	CAPO300985	APOSC_28144
OG0005564	CAPO307593	APOSC_20209
OG0005566	CAPO308091	APOSC_19603
OG0005569	CAPO301394	APOSC_20016
OG0005572	CAPO300415	APOSC_17569
OG0005574	CAPO305418	APOSC_08231
OG0005575	CAPO301354	APOSC_09207, APOSC_24505
OG0005578	CAPO300834	APOSC_24175
OG0005580	CAPO308283	APOSC_22347
OG0005581	CAPO303973	APOSC_01266, APOSC_01265
OG0005582	CAPO306123	APOSC_18669
OG0005583	CAPO303824	APOSC_01842
OG0005584	CAPO302871	APOSC_07208, APOSC_21383, APOSC_11834, APOSC_03363
OG0005586	CAPO303784	APOSC_22411
OG0005588	CAPO305990	APOSC_09400, APOSC_09401
OG0005589	CAPO305989	APOSC_03104
OG0005590	CAPO302905	APOSC_24905
OG0005592	CAPO305870	APOSC_23739
OG0005593	CAPO302759	APOSC_14995
OG0005594	CAPO306885	APOSC_05460
OG0005595	CAPO306737	APOSC_18442
OG0005597	CAPO301334	APOSC_10722
OG0005598	CAPO300035	APOSC_21335
OG0005599	CAPO302061	APOSC_10884
OG0005600	CAPO300445	APOSC_04102
OG0005603	CAPO303949	APOSC_25874
OG0005604	CAPO303855	APOSC_28715
OG0005605	CAPO300782	APOSC_26467, APOSC_26356
OG0005608	CAPO303058	APOSC_07942
OG0005611	CAPO304396	APOSC_23394
OG0005613	CAPO301790	APOSC_22849
OG0005614	CAPO306809	APOSC_17688
OG0005615	CAPO302186	APOSC_22875
OG0005616	CAPO302310	APOSC_01017
OG0005617	CAPO300131	APOSC_28064
OG0005618	CAPO307702	APOSC_13510, APOSC_13509
OG0005620	CAPO306094	APOSC_13245
OG0005621	CAPO308123	APOSC_20480
OG0005622	CAPO307903	APOSC_25982, APOSC_25983
OG0005623	CAPO300779	APOSC_10313
OG0005624	CAPO300652	APOSC_19457
OG0005625	CAPO302221	APOSC_26327
OG0005626	CAPO308220	APOSC_18946
OG0005629	CAPO302575	APOSC_27454, APOSC_23153
OG0005630	CAPO301786, CAPO307219	APOSC_04512
OG0005631	CAPO300791	APOSC_14983
OG0005632	CAPO303472	APOSC_03653, APOSC_03652
OG0005633	CAPO302097	APOSC_09079
OG0005636	CAPO302060	APOSC_16065
OG0005637	CAPO305600	APOSC_04197
OG0005639	CAPO306397	APOSC_04226, APOSC_29003
OG0005641	CAPO302343	APOSC_09084
OG0005642	CAPO307460	APOSC_27637
OG0005643	CAPO307244	APOSC_10799
OG0005644	CAPO303605	APOSC_15900
OG0005645	CAPO300279	APOSC_21057, APOSC_21058, APOSC_00031
OG0005649	CAPO304011	APOSC_24376
OG0005651	CAPO301043	APOSC_14645
OG0005652	CAPO301437	APOSC_07517
OG0005655	CAPO300096, CAPO304440	APOSC_00469
OG0005656	CAPO306816	APOSC_01197
OG0005660	CAPO305277	APOSC_15651
OG0005690	CAPO303792	APOSC_14449
OG0005692	CAPO306503	APOSC_19561
OG0005694	CAPO302741	APOSC_04885
OG0005695	CAPO303401	APOSC_27641
OG0005701	CAPO304311	APOSC_01491
OG0005702	CAPO302394	APOSC_24974
OG0005703	CAPO307490	APOSC_08960
OG0005707	CAPO303751	APOSC_28310
OG0005708	CAPO306478	APOSC_05297
OG0005710	CAPO307544	APOSC_21123
OG0005712	CAPO302811	APOSC_23304
OG0005714	CAPO302016	APOSC_17478
OG0005715	CAPO302774	APOSC_14522
OG0005717	CAPO303289	APOSC_16010
OG0005719	CAPO300934	APOSC_28924
OG0005721	CAPO302442	APOSC_05124
OG0005723	CAPO301560	APOSC_21586
OG0005724	CAPO305737	APOSC_25400
OG0005725	CAPO304382	APOSC_05326
OG0005726	CAPO306255	APOSC_03386, APOSC_03385, APOSC_03387
OG0005728	CAPO300070	APOSC_04529, APOSC_04530
OG0005729	CAPO306373	APOSC_20673
OG0005731	CAPO304326	APOSC_26549
OG0005732	CAPO306509	APOSC_25969
OG0005733	CAPO307250	APOSC_22245
OG0005734	CAPO307857	APOSC_05153
OG0005735	CAPO306353	APOSC_21923
OG0005738	CAPO304853	APOSC_15849
OG0005739	CAPO308247	APOSC_09607, APOSC_16501
OG0005741	CAPO303042	APOSC_22589
OG0005742	CAPO300464, CAPO302075	APOSC_07832, APOSC_07831, APOSC_09467, APOSC_07830
OG0005744	CAPO302669	APOSC_13513
OG0005746	CAPO304136	APOSC_07740
OG0005747	CAPO300949	APOSC_22399, APOSC_22397, APOSC_22398, APOSC_22400
OG0005749	CAPO300768	APOSC_24856
OG0005750	CAPO304369	APOSC_14361
OG0005751	CAPO302377	APOSC_15772
OG0005758	CAPO304832	APOSC_26035
OG0005759	CAPO305998	APOSC_09093, APOSC_09094, APOSC_09092
OG0005762	CAPO307808	APOSC_10439
OG0005764	CAPO302285	APOSC_01694
OG0005766	CAPO307164	APOSC_20156
