Orthogroup	CAPO3	CAEEL
OG0008295	CAPO301876	CAEEL15817
OG0008297	CAPO301044	CAEEL18979
OG0008304	CAPO304565	CAEEL04256
OG0008307	CAPO301267	CAEEL09006
OG0008313	CAPO305984	CAEEL06873
OG0008325	CAPO305284	CAEEL03674
OG0008327	CAPO305580	CAEEL12153
OG0008332	CAPO307922	CAEEL05599
OG0008335	CAPO303407	CAEEL06270
OG0008336	CAPO301347	CAEEL15189
OG0008339	CAPO307257	CAEEL12124
OG0008341	CAPO301643	CAEEL05446
OG0008343	CAPO302270	CAEEL05448
OG0008346	CAPO307261	CAEEL13144
OG0008348	CAPO303902	CAEEL07578
OG0008349	CAPO301052	CAEEL07351
OG0008351	CAPO307792	CAEEL00200
OG0008369	CAPO301896	CAEEL07070
OG0008381	CAPO307305	CAEEL18769
OG0008400	CAPO300651	CAEEL04648
OG0008403	CAPO300621	CAEEL01637
OG0008404	CAPO307542	CAEEL14841
OG0008422	CAPO301678	CAEEL05153
OG0008424	CAPO300325	CAEEL00661
OG0008427	CAPO300837	CAEEL05373
OG0008444	CAPO305551	CAEEL04821
OG0008516	CAPO306989	CAEEL14865
OG0008533	CAPO306433	CAEEL05305
OG0008538	CAPO308019	CAEEL02807
OG0008540	CAPO306008	CAEEL01640
OG0008542	CAPO303728	CAEEL01755
OG0008558	CAPO304939	CAEEL00291
OG0008571	CAPO306528	CAEEL11979
OG0008589	CAPO300561	CAEEL15056
OG0008601	CAPO308135	CAEEL06269, CAEEL18930
OG0008620	CAPO301626	CAEEL04544
OG0008626	CAPO305741	CAEEL11775
OG0008633	CAPO307916	CAEEL17795, CAEEL18021
OG0008638	CAPO302585	CAEEL15835
OG0008639	CAPO304406	CAEEL07741
OG0008654	CAPO302567	CAEEL05052
OG0008655	CAPO303594	CAEEL10187
OG0008656	CAPO305542	CAEEL01648
OG0008658	CAPO302962	CAEEL09756
OG0008659	CAPO304842	CAEEL01279
OG0008662	CAPO304364	CAEEL06591
OG0008663	CAPO305299	CAEEL13150
OG0008672	CAPO301934	CAEEL02695
OG0008673	CAPO307917	CAEEL14469
OG0008676	CAPO303608	CAEEL07159
OG0008685	CAPO305455	CAEEL07465
OG0008689	CAPO306380	CAEEL00927
OG0008696	CAPO301935	CAEEL09216
OG0008785	CAPO301308	CAEEL06702
OG0008792	CAPO303971	CAEEL01181
OG0008794	CAPO303046	CAEEL07396
OG0008799	CAPO304437	CAEEL16398
OG0008816	CAPO305371	CAEEL02754
OG0008824	CAPO307205	CAEEL08796
OG0008836	CAPO302250	CAEEL08808
OG0008837	CAPO307939	CAEEL04362
OG0008877	CAPO307090	CAEEL12677
OG0008879	CAPO302991	CAEEL06910
OG0008903	CAPO303747	CAEEL10152
OG0008911	CAPO303875	CAEEL05712
OG0008913	CAPO300541	CAEEL08017
OG0008938	CAPO300696	CAEEL01611
OG0008953	CAPO302096	CAEEL11173, CAEEL10434
OG0008959	CAPO308005	CAEEL10488
OG0008962	CAPO301542	CAEEL11608
OG0008969	CAPO306557	CAEEL05802
OG0008990	CAPO301077	CAEEL16731
OG0009078	CAPO306454	CAEEL01659
OG0009115	CAPO303581	CAEEL09619
OG0009128	CAPO308246	CAEEL10836
OG0009152	CAPO303724	CAEEL11985
OG0009153	CAPO300987	CAEEL05278
OG0009165	CAPO303917	CAEEL12928
OG0009175	CAPO305249	CAEEL09576
OG0009176	CAPO302260	CAEEL01801
OG0009195	CAPO302713	CAEEL17611
OG0009196	CAPO302676	CAEEL09706
OG0009197	CAPO307545	CAEEL00229, CAEEL04099, CAEEL18339
OG0009203	CAPO306679	CAEEL10490
OG0009225	CAPO300867	CAEEL15487
OG0009232	CAPO306362, CAPO300613	CAEEL03097
OG0009297	CAPO302267	CAEEL03167
OG0009339	CAPO303020	CAEEL06541
OG0009344	CAPO305907	CAEEL02026
OG0009370	CAPO305276	CAEEL11569
OG0009371	CAPO302126	CAEEL00412
OG0009374	CAPO307954	CAEEL04114
OG0009382	CAPO307453	CAEEL09660
OG0009392	CAPO300845	CAEEL20501
OG0009415	CAPO304010	CAEEL10784
OG0009451	CAPO304190	CAEEL07612
OG0009452	CAPO304474	CAEEL03075
OG0009590	CAPO302279	CAEEL10923
OG0009604	CAPO307674	CAEEL01986
OG0009617	CAPO304819	CAEEL05286
OG0009629	CAPO304001	CAEEL15547
OG0009630	CAPO307063	CAEEL08959
OG0009634	CAPO300161	CAEEL19363, CAEEL05336
OG0009639	CAPO302947	CAEEL15932
OG0009651	CAPO301716	CAEEL02019
OG0009654	CAPO304675	CAEEL16720
OG0009676	CAPO302100	CAEEL08642
OG0009703	CAPO304925	CAEEL05296
OG0009906	CAPO304048	CAEEL08474
OG0009920	CAPO301007	CAEEL07855
OG0009921	CAPO301535	CAEEL10707
OG0009976	CAPO304620	CAEEL14430
OG0009994	CAPO302402	CAEEL17392, CAEEL06241
OG0010044	CAPO300860	CAEEL18566
OG0010047	CAPO303938	CAEEL07501
OG0010125	CAPO307044	CAEEL11313
OG0010139	CAPO300252	CAEEL06671
OG0010218	CAPO302550	CAEEL01903
OG0010323	CAPO305906	CAEEL08147
OG0010346	CAPO300263	CAEEL06718
OG0010369	CAPO302233	CAEEL14711
OG0010372	CAPO307603	CAEEL00360
OG0010383	CAPO304937	CAEEL13759, CAEEL12309, CAEEL03615, CAEEL03616, CAEEL11198, CAEEL13758, CAEEL13740, CAEEL17057, CAEEL17039, CAEEL17026, CAEEL16573, CAEEL00955, CAEEL07904, CAEEL08116, CAEEL08117
OG0010570	CAPO300504	CAEEL11133
OG0010574	CAPO308072	CAEEL11936
OG0010601	CAPO308252	CAEEL01174
OG0010643	CAPO307317	CAEEL10924
OG0010875	CAPO307033	CAEEL12383
OG0010880	CAPO303091	CAEEL08581
OG0010885	CAPO303506	CAEEL20253
OG0011004	CAPO305245	CAEEL08293, CAEEL08288, CAEEL13824
OG0011111	CAPO300518	CAEEL05475, CAEEL04787
OG0011258	CAPO307634	CAEEL01988
OG0011429	CAPO302665	CAEEL06630
OG0011658	CAPO301380	CAEEL14008
OG0011806	CAPO306187	CAEEL15742, CAEEL15743, CAEEL13819
OG0011869	CAPO306174	CAEEL11172
OG0011908	CAPO305024	CAEEL14662
OG0011920	CAPO301446	CAEEL08146
OG0011947	CAPO300896	CAEEL15846
OG0011968	CAPO300180	CAEEL08201, CAEEL07713
OG0012571	CAPO302688	CAEEL09478, CAEEL08635, CAEEL18872, CAEEL18871, CAEEL18870, CAEEL12145
OG0012842	CAPO305650	CAEEL19914
OG0012901	CAPO307921	CAEEL13662
OG0015230	CAPO306016	CAEEL15935
OG0016341	CAPO302446	CAEEL08755
OG0016394	CAPO306374	CAEEL19337
OG0016511	CAPO307950	CAEEL01166
OG0016548	CAPO300439	CAEEL12140, CAEEL12141
OG0018347	CAPO302745	CAEEL15652
OG0020739	CAPO303776	CAEEL11754, CAEEL10931, CAEEL11756, CAEEL11755
OG0022579	CAPO307462	CAEEL05932
OG0023144	CAPO301143	CAEEL19759, CAEEL19758
OG0024296	CAPO303151	CAEEL19233
