Orthogroup	CAPO3	XENTR
OG0006206	CAPO308060	XENTR14852, XENTR06668
OG0006209	CAPO303208	XENTR08641
OG0006210	CAPO301051	XENTR02933
OG0006211	CAPO305755	XENTR06206, XENTR06205
OG0006213	CAPO301176	XENTR08416
OG0006214	CAPO305313	XENTR11798
OG0006216	CAPO304328	XENTR14792
OG0006226	CAPO303955	XENTR04747
OG0006227	CAPO304192	XENTR01910
OG0006229	CAPO306729	XENTR03562
OG0006230	CAPO303003	XENTR04159
OG0006233	CAPO307263	XENTR13560
OG0006234	CAPO305546	XENTR00067
OG0006235	CAPO300217	XENTR16645
OG0006237	CAPO302524	XENTR16475
OG0006239	CAPO305262	XENTR09561
OG0006243	CAPO301646	XENTR14329
OG0006244	CAPO306900	XENTR01206
OG0006245	CAPO307777	XENTR10382
OG0006248	CAPO307601	XENTR02044
OG0006249	CAPO304667	XENTR18011
OG0006251	CAPO302342	XENTR17672, XENTR17673
OG0006252	CAPO304131	XENTR11356
OG0006254	CAPO305073	XENTR04794
OG0006257	CAPO305440	XENTR14368
OG0006258	CAPO300398	XENTR05063
OG0006260	CAPO300587	XENTR07975
OG0006261	CAPO305676	XENTR02875
OG0006262	CAPO307596	XENTR10478
OG0006263	CAPO307994	XENTR16349
OG0006264	CAPO304943	XENTR12516
OG0006267	CAPO300629	XENTR08276
OG0006271	CAPO306714	XENTR15420
OG0006272	CAPO300074	XENTR08299
OG0006275	CAPO304219	XENTR07622
OG0006276	CAPO306041	XENTR13030
OG0006277	CAPO307602	XENTR12192
OG0006278	CAPO305153	XENTR17395
OG0006279	CAPO307288	XENTR16888
OG0006280	CAPO308182	XENTR01612
OG0006281	CAPO302129	XENTR12028
OG0006284	CAPO301681	XENTR06698
OG0006285	CAPO301258	XENTR13372
OG0006286	CAPO304212	XENTR17703
OG0006287	CAPO302795	XENTR09075
OG0006288	CAPO300129	XENTR10301
OG0006289	CAPO306652	XENTR14556
OG0006291	CAPO308081	XENTR03996
OG0006293	CAPO307067	XENTR13916
OG0006294	CAPO301151	XENTR03051
OG0006295	CAPO307143	XENTR01520
OG0006297	CAPO301937	XENTR11225
OG0006298	CAPO306805	XENTR06203
OG0006299	CAPO305899	XENTR08448
OG0006301	CAPO306072	XENTR02417
OG0006305	CAPO303850	XENTR17559, XENTR18952
OG0006306	CAPO303905	XENTR05458
OG0006309	CAPO304441	XENTR14030
OG0006311	CAPO300748	XENTR15701, XENTR15702
OG0006313	CAPO306539	XENTR12867
OG0006314	CAPO308085, CAPO301326	XENTR14429
OG0006319	CAPO306239	XENTR17260
OG0006320	CAPO303864	XENTR10726
OG0006322	CAPO305971	XENTR02812
OG0006323	CAPO300361	XENTR10824
OG0006324	CAPO307431	XENTR04618
OG0006329	CAPO306283	XENTR01907
OG0006330	CAPO301590	XENTR12116
OG0006331	CAPO301721	XENTR02078
OG0006332	CAPO306801	XENTR11820
OG0006334	CAPO302140	XENTR11454
OG0006335	CAPO305790	XENTR08558
OG0006338	CAPO300367	XENTR00437
OG0006339	CAPO306751	XENTR00791
OG0006340	CAPO306725	XENTR08910
OG0006341	CAPO303256	XENTR01670
OG0006344	CAPO307345	XENTR15368
OG0006346	CAPO305832	XENTR17064
OG0006347	CAPO305184	XENTR05199
OG0006349	CAPO304057	XENTR07004
OG0006350	CAPO302433	XENTR13659
OG0006352	CAPO301346	XENTR04339
OG0006353	CAPO301517	XENTR02093
OG0006355	CAPO307129	XENTR14554, XENTR14553
OG0006356	CAPO305164	XENTR11146
OG0006359	CAPO300583	XENTR13253
OG0006360	CAPO304103	XENTR11510
OG0006361	CAPO308070	XENTR00506, XENTR00507
OG0006362	CAPO308308	XENTR05459
OG0006363	CAPO301002	XENTR09507
OG0006365	CAPO300671	XENTR05265
OG0006370	CAPO300348	XENTR06294
OG0006372	CAPO304608	XENTR08472
OG0006375	CAPO306256	XENTR01833
OG0006377	CAPO307494	XENTR13700, XENTR18549, XENTR18550
OG0006378	CAPO304918	XENTR05710
OG0006381	CAPO301472	XENTR06606
OG0006382	CAPO307026	XENTR08999
OG0006383	CAPO303174	XENTR15954
OG0006384	CAPO305941	XENTR13211
OG0006385	CAPO301074	XENTR14544
OG0006386	CAPO303165	XENTR12059
OG0006387	CAPO306319	XENTR17469, XENTR08445
OG0006389	CAPO302170	XENTR16925
OG0006390	CAPO308093	XENTR00780
OG0006394	CAPO302470	XENTR05625
OG0006395	CAPO300149	XENTR18848, XENTR18849
OG0006443	CAPO300234	XENTR09473
OG0006447	CAPO302283	XENTR07741
OG0006448	CAPO301094	XENTR02943
OG0006456	CAPO300992	XENTR08352
OG0006457	CAPO306648	XENTR11459, XENTR11458
OG0006459	CAPO307843	XENTR08528
OG0006460	CAPO308313	XENTR00159
OG0006461	CAPO306350	XENTR07035
OG0006462	CAPO300662	XENTR01277
OG0006464	CAPO307754	XENTR10541
OG0006465	CAPO307052	XENTR07508
OG0006467	CAPO301292	XENTR02705
OG0006468	CAPO303390	XENTR05148
OG0006469	CAPO302486	XENTR07325
OG0006470	CAPO300984	XENTR15042
OG0006471	CAPO303440	XENTR14365
OG0006474	CAPO300155	XENTR00813
OG0006475	CAPO301888	XENTR10608
OG0006476	CAPO300216	XENTR04361
OG0006478	CAPO301079	XENTR14784
OG0006479	CAPO304002	XENTR08062
OG0006480	CAPO300197	XENTR17557
OG0006481	CAPO307580	XENTR02608
OG0006482	CAPO305654	XENTR03862
OG0006485	CAPO307612	XENTR16219
OG0006487	CAPO300649	XENTR02802
OG0006488	CAPO301772	XENTR02069
OG0006490	CAPO301539	XENTR10811
OG0006491	CAPO300606	XENTR07123
OG0006493	CAPO306548	XENTR17127, XENTR17126
OG0006496	CAPO304473	XENTR00108
OG0006498	CAPO301440	XENTR16311
OG0006501	CAPO307734	XENTR12662
OG0006502	CAPO301087	XENTR18276
OG0006503	CAPO304660	XENTR17521
OG0006504	CAPO302154	XENTR07120
OG0006505	CAPO301510	XENTR02899
OG0006508	CAPO301635	XENTR12459, XENTR11779
OG0006509	CAPO304681	XENTR13835
OG0006510	CAPO300081	XENTR16128
OG0006512	CAPO301701	XENTR05619
OG0006514	CAPO304095	XENTR05648
OG0006515	CAPO306459	XENTR13526
OG0006516	CAPO305607	XENTR13095
OG0006517	CAPO300477	XENTR09962
OG0006519	CAPO308006	XENTR05535
OG0006520	CAPO300668	XENTR13195
OG0006523	CAPO302914	XENTR02071
OG0006526	CAPO303623	XENTR18522
OG0006532	CAPO304147	XENTR09832
OG0006534	CAPO305714	XENTR11837
OG0006536	CAPO305735	XENTR11449
OG0006538	CAPO305091	XENTR03139
OG0006540	CAPO304760	XENTR11917
OG0006541	CAPO302376, CAPO304688, CAPO300243	XENTR13987
OG0006542	CAPO305168	XENTR13194
OG0006543	CAPO305452	XENTR05755
OG0006544	CAPO306101	XENTR15901
OG0006545	CAPO307929	XENTR06549
OG0006546	CAPO305234	XENTR13406
OG0006549	CAPO306040	XENTR02344
OG0006550	CAPO307487	XENTR00769, XENTR00770
OG0006552	CAPO301957	XENTR05835
OG0006553	CAPO308128	XENTR01394
OG0006554	CAPO306525	XENTR10302
OG0006555	CAPO305951	XENTR04187
OG0006556	CAPO304941	XENTR16928
OG0006557	CAPO300124	XENTR04539
OG0006561	CAPO300890	XENTR09007
OG0006562	CAPO303607	XENTR12591, XENTR12589
OG0006566	CAPO303944	XENTR07371
OG0006568	CAPO303043	XENTR09608
OG0006569	CAPO300856	XENTR00615
OG0006570	CAPO302571	XENTR12937
OG0006571	CAPO306740	XENTR05803
OG0006572	CAPO302175	XENTR00004
OG0006573	CAPO306413	XENTR10805
OG0006575	CAPO304950	XENTR06177
OG0006577	CAPO300858	XENTR14469
OG0006578	CAPO303393	XENTR12631, XENTR12630
OG0006580	CAPO306179	XENTR13958, XENTR13959
OG0006581	CAPO300223	XENTR10059
OG0006583	CAPO308147	XENTR16033
OG0006584	CAPO304380	XENTR02296
OG0006586	CAPO300241	XENTR00497
OG0006590	CAPO304634	XENTR14263
OG0006591	CAPO306654	XENTR11790
OG0006592	CAPO302105	XENTR01236
OG0006594	CAPO305352	XENTR18025
OG0006595	CAPO306726	XENTR09437
OG0006596	CAPO305496	XENTR12773
OG0006597	CAPO306143	XENTR00700
OG0006598	CAPO303505	XENTR14326
OG0006600	CAPO300993	XENTR13734, XENTR13733
OG0006602	CAPO306545	XENTR15212
OG0006603	CAPO305246	XENTR10213
OG0006604	CAPO301632	XENTR09447, XENTR09446
OG0006606	CAPO300627, CAPO305047	XENTR05954
OG0006607	CAPO302836	XENTR13594
OG0006608	CAPO304829	XENTR00251
OG0006609	CAPO304156	XENTR06296
OG0006610	CAPO305635	XENTR07341
OG0006611	CAPO303370	XENTR05216
OG0006612	CAPO303674	XENTR11538
OG0006614	CAPO307923	XENTR18989
OG0006615	CAPO300892	XENTR06546
OG0006616	CAPO302496	XENTR09627
OG0006617	CAPO304084, CAPO306322	XENTR08021, XENTR08020
OG0006619	CAPO305225	XENTR02127, XENTR02126
OG0006622	CAPO307274	XENTR12562
OG0006625	CAPO304287	XENTR04207
OG0006627	CAPO300634	XENTR17718
OG0006630	CAPO301318	XENTR08125
OG0006631	CAPO302816	XENTR19213
OG0006633	CAPO306794	XENTR02142
OG0006636	CAPO304383	XENTR11494
OG0006637	CAPO304312	XENTR05016
OG0006638	CAPO302167	XENTR15778
OG0006640	CAPO308241	XENTR12743
OG0006642	CAPO303206	XENTR08911
OG0006646	CAPO308061	XENTR01407
OG0006648	CAPO300638	XENTR07885
OG0006651	CAPO306376	XENTR12537
OG0006655	CAPO306982	XENTR05829
OG0006657	CAPO304665	XENTR10304
OG0006658	CAPO301723	XENTR09594
OG0006662	CAPO305585	XENTR02635
OG0006663	CAPO301399	XENTR03207
OG0006664	CAPO302941	XENTR06837
OG0006666	CAPO301682	XENTR04836
OG0006667	CAPO305573	XENTR11957
OG0006668	CAPO301053	XENTR10580
OG0006669	CAPO301280	XENTR13698
OG0006670	CAPO306366	XENTR03934
OG0006673	CAPO302685	XENTR06476
OG0006677	CAPO304250	XENTR13655, XENTR13654
OG0006678	CAPO300092	XENTR13719
OG0006680	CAPO301748	XENTR02487
OG0006681	CAPO305354	XENTR03638
OG0006684	CAPO305512	XENTR16293
OG0006686	CAPO307531	XENTR06782
OG0006690	CAPO302172	XENTR13317
OG0006691	CAPO305670	XENTR10862
OG0006692	CAPO302647	XENTR13963
OG0006693	CAPO302616	XENTR12746
OG0006694	CAPO302438	XENTR04108
OG0006695	CAPO302533	XENTR13948
OG0006696	CAPO303681	XENTR00610
OG0006698	CAPO305852	XENTR05149
OG0006703	CAPO302601	XENTR04634
OG0006704	CAPO305136	XENTR13888, XENTR13889
OG0006706	CAPO303773	XENTR07780
OG0006707	CAPO304129	XENTR16134
OG0006708	CAPO304327	XENTR18874
OG0006709	CAPO302993	XENTR05409
OG0006710	CAPO307958	XENTR18018
OG0006712	CAPO307469	XENTR03007
OG0006714	CAPO301000	XENTR08721
OG0006716	CAPO302196	XENTR13038
OG0006717	CAPO305633	XENTR17648
OG0006718	CAPO306293	XENTR09542, XENTR09540
OG0006719	CAPO302454	XENTR09126
OG0006721	CAPO307315	XENTR08095
OG0006723	CAPO300019	XENTR16854
OG0006724	CAPO300231	XENTR10084
OG0006725	CAPO301206	XENTR07038
OG0006726	CAPO303375	XENTR09612
OG0006727	CAPO306447	XENTR05898
OG0006729	CAPO302448	XENTR02778
OG0006730	CAPO307696	XENTR07699
OG0006732	CAPO301757	XENTR17486
OG0006733	CAPO306420	XENTR12805
OG0006735	CAPO307764	XENTR05221
OG0006736	CAPO301670	XENTR09191, XENTR10482
OG0006737	CAPO302977	XENTR00969
OG0006738	CAPO305285	XENTR19225, XENTR19226
OG0006741	CAPO306132	XENTR08382
OG0006745	CAPO304913	XENTR09899
OG0006750	CAPO306076	XENTR07602
OG0006752	CAPO301753	XENTR02646
OG0006753	CAPO304199	XENTR11694
OG0006754	CAPO307231	XENTR18420
OG0006755	CAPO304099	XENTR10590
OG0006757	CAPO308250	XENTR12333
OG0006758	CAPO303486	XENTR19253
OG0006759	CAPO301178	XENTR11512
OG0006760	CAPO300357	XENTR04753, XENTR04751, XENTR04752
OG0006766	CAPO300327	XENTR12590, XENTR12592
OG0006769	CAPO304104	XENTR18589
OG0006772	CAPO306103	XENTR06880, XENTR06881
OG0006775	CAPO303956	XENTR01837
OG0006776	CAPO307354, CAPO307229	XENTR07592
OG0006777	CAPO308320	XENTR14289
OG0006791	CAPO302265	XENTR09543, XENTR08719
OG0006796	CAPO306698, CAPO305329	XENTR15198, XENTR05670
OG0006826	CAPO306575	XENTR13782
OG0006827	CAPO306579	XENTR00081
OG0006830	CAPO304885	XENTR13305
OG0006833	CAPO307011	XENTR00457
OG0006838	CAPO304346	XENTR01852
OG0006842	CAPO303033	XENTR10401
OG0006843	CAPO301783	XENTR17465
OG0006844	CAPO303858	XENTR08527
OG0006845	CAPO304222	XENTR11640
OG0006846	CAPO305985, CAPO301436	XENTR12109
OG0006848	CAPO302750	XENTR07299, XENTR07526
OG0006849	CAPO306709	XENTR01645
OG0006850	CAPO300307	XENTR05570
OG0006853	CAPO305011	XENTR15554
OG0006856	CAPO306926	XENTR01007
OG0006857	CAPO304592	XENTR02316
OG0006860	CAPO304880	XENTR10215
OG0006862	CAPO306834	XENTR13534
OG0006864	CAPO300266	XENTR01809
OG0006865	CAPO300579	XENTR09213
OG0006867	CAPO304561	XENTR01657
OG0006868	CAPO304824	XENTR07053
OG0006869	CAPO303718	XENTR02833
OG0006870	CAPO305471	XENTR10263
OG0006872	CAPO305763, CAPO306267	XENTR03744
OG0006874	CAPO303002	XENTR14555
OG0006875	CAPO300245	XENTR10450
OG0006876	CAPO301384	XENTR00090
OG0006877	CAPO303758	XENTR05237
OG0006880	CAPO300637	XENTR02819
OG0006886	CAPO308008	XENTR00696
OG0006887	CAPO303330	XENTR13961
OG0006888	CAPO300481	XENTR02537
OG0006889	CAPO305411	XENTR05963
OG0006890	CAPO301774	XENTR09541
OG0006892	CAPO306271	XENTR00113
OG0006893	CAPO308281	XENTR17439
OG0006894	CAPO305493	XENTR13122
OG0006895	CAPO305321	XENTR11833
OG0006897	CAPO305270	XENTR14076
OG0006898	CAPO307616	XENTR07636
OG0006901	CAPO301222	XENTR00120
OG0006904	CAPO301235	XENTR03460
OG0006906	CAPO307116	XENTR10195
OG0006912	CAPO306387	XENTR03948
OG0006914	CAPO302212	XENTR15248
OG0006915	CAPO305363	XENTR05683
OG0006916	CAPO306266	XENTR18036
OG0006918	CAPO303362	XENTR10731, XENTR10730
OG0006920	CAPO306461	XENTR10785
OG0006923	CAPO302381	XENTR05461
OG0006924	CAPO304320	XENTR06768
OG0006925	CAPO306734	XENTR03837
OG0006926	CAPO303493	XENTR12859
OG0006927	CAPO303700	XENTR10634
OG0006930	CAPO301522	XENTR05716
OG0006931	CAPO300460	XENTR12285
OG0006932	CAPO305813	XENTR01275
OG0006934	CAPO304656	XENTR15092
OG0006935	CAPO305404	XENTR08699
OG0006936	CAPO301255	XENTR08928
OG0006937	CAPO300724	XENTR04504
OG0006938	CAPO307064	XENTR16149
OG0006939	CAPO300423	XENTR12765
OG0006940	CAPO308295	XENTR01692
OG0006942	CAPO305131	XENTR09478
OG0006943	CAPO300653	XENTR15386
OG0006944	CAPO301423	XENTR07046
OG0006945	CAPO304257	XENTR00117
OG0006948	CAPO307507	XENTR04780
OG0006949	CAPO300866	XENTR11256
OG0006951	CAPO302915	XENTR14803
OG0006952	CAPO308002	XENTR05143
OG0006953	CAPO302825	XENTR09448
OG0006957	CAPO304410	XENTR08977
OG0006959	CAPO305847	XENTR17553
OG0006960	CAPO306688	XENTR16241
OG0006962	CAPO307572	XENTR09246
OG0006964	CAPO306352	XENTR09387
OG0006966	CAPO304695	XENTR09367
OG0006967	CAPO303820	XENTR03908
OG0006968	CAPO301435	XENTR15434
OG0006969	CAPO306618	XENTR16749, XENTR16750, XENTR16751
OG0006970	CAPO304851	XENTR14271, XENTR14272
OG0006971	CAPO303658	XENTR01201
OG0006973	CAPO306305	XENTR09146
OG0006975	CAPO306893	XENTR12996
OG0006977	CAPO305268	XENTR11302
OG0006978	CAPO304336	XENTR16961
OG0006979	CAPO300168	XENTR01458
OG0006980	CAPO305562	XENTR06239
OG0006982	CAPO305716	XENTR11312
OG0006989	CAPO302679	XENTR04170
OG0006990	CAPO300763	XENTR08922
OG0006991	CAPO303392	XENTR17838
OG0006993	CAPO305954	XENTR09372
OG0006994	CAPO306564	XENTR00114
OG0006997	CAPO304873	XENTR17546, XENTR17545
OG0006998	CAPO301390	XENTR06955
OG0006999	CAPO303913	XENTR00236
OG0007001	CAPO305444	XENTR17344, XENTR17343
OG0007002	CAPO304225	XENTR06832
OG0007003	CAPO302304	XENTR16048
OG0007005	CAPO303654	XENTR07132
OG0007009	CAPO305960	XENTR09577
OG0007010	CAPO301780	XENTR05499
OG0007011	CAPO301128	XENTR05787
OG0007012	CAPO304946	XENTR03267
OG0007013	CAPO303300	XENTR09137
OG0007015	CAPO305278	XENTR02491
OG0007016	CAPO304972	XENTR00478
OG0007017	CAPO301345	XENTR16539
OG0007018	CAPO300889	XENTR13179
OG0007019	CAPO304408	XENTR13839
OG0007020	CAPO303562, CAPO308296	XENTR09770
OG0007021	CAPO306622	XENTR08839
OG0007022	CAPO303253	XENTR16029
OG0007025	CAPO302785	XENTR13731
OG0007026	CAPO304159	XENTR18056
OG0007029	CAPO302104	XENTR07776
OG0007030	CAPO303845	XENTR05657
OG0007032	CAPO304830	XENTR17468
OG0007033	CAPO305180	XENTR16190
OG0007034	CAPO306932	XENTR05241
OG0007038	CAPO302068	XENTR01237
OG0007040	CAPO306537	XENTR16157
OG0007042	CAPO307996	XENTR03360
OG0007043	CAPO305780	XENTR02003
OG0007044	CAPO307221	XENTR08465, XENTR13827
OG0007045	CAPO305958	XENTR05481
OG0007046	CAPO305591	XENTR09390
OG0007047	CAPO305693	XENTR12940
OG0007048	CAPO302164	XENTR12714
OG0007049	CAPO305031	XENTR10205
OG0007050	CAPO307898	XENTR10229
OG0007055	CAPO304778	XENTR04557
OG0007057	CAPO304630	XENTR14128, XENTR07649
OG0007058	CAPO301734, CAPO304572	XENTR13895
OG0007059	CAPO303590, CAPO303318	XENTR01903
OG0007061	CAPO305340	XENTR12828
OG0007062	CAPO302545	XENTR03101
OG0007063	CAPO308261	XENTR05680
OG0007065	CAPO301537	XENTR04111
OG0007068	CAPO307887	XENTR04871
OG0007069	CAPO307200	XENTR06666
OG0007071	CAPO301761	XENTR07783
OG0007072	CAPO306160	XENTR07265
OG0007073	CAPO302936	XENTR08573
OG0007074	CAPO306910	XENTR03247
OG0007076	CAPO300474	XENTR15551
OG0007081	CAPO305760	XENTR06924
OG0007084	CAPO307673	XENTR15425
OG0007086	CAPO306079	XENTR15548
OG0007090	CAPO300368	XENTR04663
OG0007091	CAPO304945	XENTR16106
OG0007092	CAPO304498, CAPO305528	XENTR09595
OG0007093	CAPO308175	XENTR09556
OG0007094	CAPO301835	XENTR03856
OG0007095	CAPO304293	XENTR11185
OG0007097	CAPO302515	XENTR10319
OG0007098	CAPO301993	XENTR00462
OG0007099	CAPO304218	XENTR01909
OG0007100	CAPO302645	XENTR02538
OG0007105	CAPO303780	XENTR17989, XENTR17988
OG0007106	CAPO302226	XENTR02834
OG0007112	CAPO303793	XENTR05305
OG0007114	CAPO305243	XENTR17139
OG0007118	CAPO306502	XENTR11167
OG0007119	CAPO303656	XENTR00359
OG0007122	CAPO302728	XENTR13022
OG0007124	CAPO307876	XENTR10585
OG0007127	CAPO305077	XENTR03372
OG0007128	CAPO303539	XENTR05067
OG0007130	CAPO302224	XENTR10790
OG0007131	CAPO304315	XENTR04760
OG0007132	CAPO301608	XENTR18457
OG0007133	CAPO305338	XENTR06849
OG0007134	CAPO302517	XENTR14638
OG0007137	CAPO303287	XENTR16364
OG0007138	CAPO307436	XENTR01287
OG0007139	CAPO302325	XENTR18713
OG0007141	CAPO306130	XENTR04779
OG0007143	CAPO307276	XENTR13932
OG0007144	CAPO301797	XENTR05104
OG0007145	CAPO305008	XENTR04506
OG0007147	CAPO305032	XENTR17348
OG0007150	CAPO304704	XENTR09755
OG0007151	CAPO304299	XENTR05788
OG0007154	CAPO302715	XENTR03882
OG0007158	CAPO303011	XENTR08364
OG0007160	CAPO301230	XENTR00523
OG0007162	CAPO305815	XENTR17539
OG0007165	CAPO300764	XENTR02602
OG0007166	CAPO301841	XENTR10142
OG0007168	CAPO304836	XENTR01098
OG0007173	CAPO305749, CAPO300679	XENTR13485
OG0007174	CAPO304732	XENTR18531, XENTR02471
OG0007175	CAPO300929	XENTR08705, XENTR08706
OG0007176	CAPO305825	XENTR14504
OG0007178	CAPO306843	XENTR03949
OG0007181	CAPO302549	XENTR10462
OG0007182	CAPO302258	XENTR01510
OG0007183	CAPO303453	XENTR04220
OG0007186	CAPO306272	XENTR13974
OG0007191	CAPO307327	XENTR04764
OG0007192	CAPO307148	XENTR00135
OG0007199	CAPO300510	XENTR12048, XENTR00223
OG0007201	CAPO305686	XENTR08891
OG0007204	CAPO305874	XENTR00365, XENTR13207
OG0007213	CAPO300546	XENTR01769, XENTR01768
OG0007248	CAPO305807	XENTR09965, XENTR09966
OG0007251	CAPO307515	XENTR16778
OG0007254	CAPO300342	XENTR16036
OG0007258	CAPO301895	XENTR05062
OG0007261	CAPO306348	XENTR14144
OG0007266	CAPO305560	XENTR14040
OG0007269	CAPO305691	XENTR08034, XENTR06073
OG0007272	CAPO303817, CAPO303673	XENTR18622
OG0007273	CAPO305134	XENTR11486
OG0007276	CAPO301595	XENTR17394
OG0007279	CAPO302557	XENTR03525
OG0007281	CAPO304423	XENTR00958
OG0007282	CAPO300960	XENTR10935
OG0007283	CAPO304757	XENTR07330
OG0007291	CAPO307621	XENTR02444
OG0007292	CAPO302024	XENTR16459
OG0007293	CAPO301970	XENTR15743
OG0007297	CAPO305876	XENTR19091
OG0007299	CAPO308254	XENTR02278
OG0007300	CAPO301046	XENTR05357
OG0007301	CAPO301996	XENTR16260
OG0007302	CAPO307174	XENTR00417
OG0007303	CAPO302064	XENTR14363
OG0007304	CAPO306505	XENTR08025
OG0007305	CAPO303443	XENTR16934
OG0007307	CAPO304518, CAPO304185	XENTR00613
OG0007309	CAPO300726	XENTR13050
OG0007314	CAPO307151	XENTR14853
OG0007317	CAPO306655	XENTR13051
OG0007319	CAPO300742	XENTR16805
OG0007320	CAPO300324	XENTR11235
OG0007321	CAPO307651	XENTR12796
OG0007325	CAPO305675	XENTR07774
OG0007326	CAPO304342	XENTR05294
OG0007329	CAPO306408	XENTR12936
OG0007330	CAPO300366	XENTR08463
OG0007335	CAPO304929	XENTR07715
OG0007336	CAPO304895	XENTR19188, XENTR12086
OG0007339	CAPO300192	XENTR03376
OG0007341	CAPO300898	XENTR00193
OG0007342	CAPO300397	XENTR05724
OG0007343	CAPO305744	XENTR09826
OG0007347	CAPO302872	XENTR11224
OG0007348	CAPO307161	XENTR09214
OG0007353	CAPO302025	XENTR09557
OG0007354	CAPO303485	XENTR00406
OG0007356	CAPO306331	XENTR01249
OG0007357	CAPO304967	XENTR15128
OG0007358	CAPO304741	XENTR00577, XENTR00576
OG0007361	CAPO305039	XENTR11435
OG0007363	CAPO304834	XENTR10822
OG0007364	CAPO303075	XENTR05632
OG0007365	CAPO306500	XENTR00063
OG0007366	CAPO305485	XENTR08103
OG0007367	CAPO305088	XENTR00303
OG0007368	CAPO305250	XENTR04464
OG0007369	CAPO300391	XENTR01060
OG0007371	CAPO305453	XENTR13383
OG0007372	CAPO307960	XENTR12651
OG0007373	CAPO301099	XENTR03573
OG0007376	CAPO302556	XENTR04648
OG0007377	CAPO306927	XENTR03953
OG0007378	CAPO307557	XENTR11537
OG0007379	CAPO305130	XENTR13530
OG0007380	CAPO300141	XENTR17613
OG0007381	CAPO303646	XENTR10253
OG0007385	CAPO304120	XENTR11824
OG0007387	CAPO304030	XENTR14518
OG0007388	CAPO306166	XENTR17197
OG0007391	CAPO304827	XENTR01526
OG0007392	CAPO303501	XENTR04287
OG0007393	CAPO301859	XENTR11702
OG0007395	CAPO302788	XENTR07594
OG0007396	CAPO302581	XENTR00514
OG0007397	CAPO300434	XENTR00313
OG0007399	CAPO306050	XENTR04879
OG0007401	CAPO302124	XENTR17065
OG0007402	CAPO306401	XENTR11340
OG0007405	CAPO303800	XENTR12887
OG0007407	CAPO306953	XENTR07577
OG0007408	CAPO303491	XENTR11855
OG0007409	CAPO305402	XENTR03019
OG0007411	CAPO300699	XENTR19232
OG0007412	CAPO302107	XENTR19082
OG0007413	CAPO305882	XENTR16851
OG0007415	CAPO307758, CAPO301270	XENTR06922
OG0007418	CAPO300947	XENTR04049
OG0007421	CAPO301566	XENTR03781
OG0007422	CAPO301771	XENTR03872
OG0007424	CAPO304349	XENTR11339
OG0007425	CAPO303896	XENTR16373
OG0007428	CAPO301768	XENTR10603
OG0007431	CAPO304150	XENTR03371
OG0007432	CAPO307504	XENTR06026
OG0007433	CAPO307042	XENTR13706
OG0007437	CAPO302606	XENTR07931
OG0007439	CAPO300813	XENTR06565
OG0007440	CAPO302516	XENTR16878
OG0007441	CAPO304615	XENTR04516
OG0007442	CAPO308291	XENTR00039
OG0007446	CAPO303088	XENTR06442
OG0007447	CAPO301482	XENTR12201
OG0007451	CAPO303173	XENTR12405
OG0007455	CAPO303919	XENTR07691
OG0007456	CAPO301020	XENTR04528
OG0007457	CAPO302854	XENTR10055
OG0007458	CAPO300350	XENTR08684
OG0007459	CAPO304746	XENTR11371
OG0007462	CAPO300088	XENTR08425
OG0007463	CAPO300212	XENTR08950
OG0007466	CAPO300471	XENTR02679
OG0007471	CAPO307438	XENTR04599
OG0007472	CAPO302245	XENTR00553
OG0007473	CAPO303433	XENTR01457
OG0007476	CAPO303558	XENTR14782
OG0007478	CAPO301266	XENTR01177
OG0007480	CAPO306792	XENTR14211
OG0007482	CAPO307266	XENTR11438
OG0007484	CAPO302421	XENTR11668
OG0007488	CAPO308146	XENTR12274
OG0007490	CAPO303421	XENTR18724
OG0007491	CAPO304949	XENTR07351
OG0007496	CAPO306996	XENTR06004
OG0007498	CAPO306301	XENTR10735
OG0007499	CAPO302974	XENTR11617
OG0007503	CAPO308251	XENTR07556, XENTR07557
OG0007506	CAPO305836	XENTR09086
OG0007508	CAPO306367	XENTR16412
OG0007509	CAPO301428	XENTR02576
OG0007510	CAPO303897	XENTR13679
OG0007513	CAPO308263	XENTR00761
OG0007515	CAPO300264	XENTR16605
OG0007518	CAPO304172	XENTR06614
OG0007519	CAPO307472	XENTR05051
OG0007524	CAPO306111	XENTR17573, XENTR02042
OG0007525	CAPO300836	XENTR04661, XENTR04662
OG0007527	CAPO306220	XENTR13242
OG0007529	CAPO307735	XENTR07378
OG0007531	CAPO301562	XENTR15044, XENTR15045
OG0007541	CAPO301788	XENTR05534
OG0007546	CAPO301193	XENTR05607, XENTR05605
OG0007550	CAPO301421, CAPO302720, CAPO300311, CAPO304075	XENTR04972, XENTR03751
OG0007582	CAPO305253	XENTR04748
OG0007586	CAPO305648	XENTR08401
OG0007588	CAPO306467	XENTR18417
OG0007591	CAPO302671	XENTR06862
OG0007594	CAPO307951	XENTR06984
OG0007597	CAPO302699	XENTR00847
OG0007601	CAPO303119	XENTR13138
OG0007602	CAPO307324	XENTR00305
OG0007603	CAPO301881	XENTR05886
OG0007604	CAPO302471	XENTR10989
OG0007606	CAPO303879	XENTR04118
OG0007607	CAPO304420	XENTR04097
OG0007611	CAPO300602	XENTR06655
OG0007613	CAPO304725	XENTR05874
OG0007614	CAPO307463	XENTR16527
OG0007615	CAPO302208	XENTR19198
OG0007617	CAPO306965	XENTR07154
