Orthogroup	CAPO3	PFLAV
OG0004263	CAPO304844	TCONS_00009010.p1
OG0004269	CAPO308233	TCONS_00026954.p1
OG0004270	CAPO303791	TCONS_00028204.p1
OG0004271	CAPO303178	TCONS_00049721.p1
OG0004272	CAPO303743	TCONS_00029044.p1
OG0004278	CAPO303739	TCONS_00029791.p1
OG0004280	CAPO302169	TCONS_00054869.p1, TCONS_00054870.p1
OG0004282	CAPO306035	TCONS_00018461.p1
OG0004283	CAPO301216	TCONS_00041873.p1
OG0004284	CAPO303039	TCONS_00026190.p1
OG0004285	CAPO306621	TCONS_00027256.p1
OG0004286	CAPO300246	TCONS_00055502.p1
OG0004287	CAPO305534	TCONS_00003481.p1
OG0004288	CAPO302203	TCONS_00008002.p1, TCONS_00007996.p1, TCONS_00008003.p1, TCONS_00008014.p1
OG0004289	CAPO307509	TCONS_00016007.p1, TCONS_00010551.p1
OG0004291	CAPO306696	TCONS_00003534.p1
OG0004292	CAPO301407	TCONS_00053583.p1
OG0004295	CAPO300437	TCONS_00052529.p1
OG0004296	CAPO307058	TCONS_00031140.p1, TCONS_00030352.p1
OG0004297	CAPO306140	TCONS_00014818.p1
OG0004299	CAPO307863	TCONS_00042365.p1
OG0004300	CAPO308218	TCONS_00049637.p1
OG0004301	CAPO305855	TCONS_00006202.p1
OG0004302	CAPO307149	TCONS_00005132.p1
OG0004303	CAPO306261	TCONS_00021470.p1
OG0004304	CAPO307407	TCONS_00027443.p1
OG0004305	CAPO306704	TCONS_00050049.p1
OG0004307	CAPO306787	TCONS_00013730.p1
OG0004308	CAPO302385	TCONS_00000991.p1
OG0004309	CAPO304021	TCONS_00050069.p1
OG0004310	CAPO306903	TCONS_00020243.p1
OG0004312	CAPO306752	TCONS_00007473.p1
OG0004314	CAPO301283	TCONS_00036594.p1
OG0004315	CAPO307076	TCONS_00027429.p1
OG0004316	CAPO300656	TCONS_00056268.p1
OG0004319	CAPO308294	TCONS_00037979.p1
OG0004320	CAPO300174	TCONS_00021981.p1
OG0004321	CAPO306639	TCONS_00030172.p1, TCONS_00030173.p1, TCONS_00030174.p1
OG0004322	CAPO307895	TCONS_00046365.p1
OG0004323	CAPO307483	TCONS_00001109.p1
OG0004324	CAPO300240	TCONS_00018780.p1, TCONS_00045901.p1
OG0004328	CAPO305261	TCONS_00018012.p1
OG0004329	CAPO302035	TCONS_00027303.p1, TCONS_00049136.p1, TCONS_00049140.p1, TCONS_00027302.p1
OG0004330	CAPO305393	TCONS_00003506.p1
OG0004331	CAPO305384	TCONS_00009918.p1
OG0004333	CAPO303439	TCONS_00018561.p1
OG0004335	CAPO302791	TCONS_00043984.p1
OG0004337	CAPO300958	TCONS_00027011.p1
OG0004338	CAPO300828	TCONS_00043688.p1
OG0004344	CAPO307152	TCONS_00019121.p1
OG0004345	CAPO306847	TCONS_00015773.p1
OG0004347	CAPO307703	TCONS_00006658.p1
OG0004348	CAPO306158	TCONS_00021863.p1
OG0004349	CAPO308184	TCONS_00048999.p1
OG0004350	CAPO300994	TCONS_00002092.p1
OG0004351	CAPO307239	TCONS_00052162.p1, TCONS_00052151.p1, TCONS_00052150.p1
OG0004352	CAPO300873	TCONS_00050845.p1
OG0004353	CAPO306055, CAPO306087	TCONS_00050632.p1, TCONS_00050634.p1
OG0004354	CAPO307581	TCONS_00041077.p1
OG0004355	CAPO303478	TCONS_00017323.p1
OG0004356	CAPO300159	TCONS_00015524.p1
OG0004358	CAPO301323	TCONS_00048777.p1, TCONS_00048787.p1
OG0004359	CAPO305703	TCONS_00048643.p1
OG0004360	CAPO301752	TCONS_00004058.p1
OG0004361	CAPO308302	TCONS_00015708.p1
OG0004363	CAPO304580	TCONS_00030407.p1
OG0004364	CAPO305213	TCONS_00009654.p1
OG0004365	CAPO305948	TCONS_00033008.p1, TCONS_00033521.p1
OG0004368	CAPO306084	TCONS_00015256.p1
OG0004369	CAPO305592	TCONS_00015110.p1
OG0004370	CAPO302143	TCONS_00021476.p1
OG0004372	CAPO304892	TCONS_00054481.p1
OG0004373	CAPO308311	TCONS_00053379.p1
OG0004374	CAPO306983	TCONS_00005113.p1
OG0004375	CAPO305927	TCONS_00033009.p1, TCONS_00033519.p1
OG0004376	CAPO303203	TCONS_00006571.p1
OG0004377	CAPO303614	TCONS_00056907.p1
OG0004378	CAPO303140	TCONS_00004662.p1
OG0004379	CAPO300162	TCONS_00025463.p1
OG0004380	CAPO307847	TCONS_00025855.p1
OG0004381	CAPO300684	TCONS_00028923.p1
OG0004382	CAPO308307	TCONS_00028412.p1
OG0004383	CAPO301688	TCONS_00011730.p1
OG0004385	CAPO306534	TCONS_00016022.p1
OG0004388	CAPO303742	TCONS_00046496.p1
OG0004389	CAPO302416	TCONS_00053363.p1
OG0004390	CAPO300046	TCONS_00016442.p1
OG0004391	CAPO305468	TCONS_00030455.p1, TCONS_00030456.p1
OG0004392	CAPO303282	TCONS_00030935.p1
OG0004394	CAPO305886	TCONS_00043317.p1
OG0004396	CAPO300955	TCONS_00050867.p1
OG0004398	CAPO307605	TCONS_00006820.p1
OG0004399	CAPO301536	TCONS_00049722.p1
OG0004400	CAPO304368, CAPO302395	TCONS_00017572.p1
OG0004401	CAPO307684	TCONS_00019458.p1
OG0004405	CAPO302866	TCONS_00012993.p1
OG0004406	CAPO305558	TCONS_00011020.p1
OG0004413	CAPO301518	TCONS_00047265.p1
OG0004417	CAPO302119	TCONS_00053504.p1
OG0004418	CAPO305208	TCONS_00023911.p1, TCONS_00023897.p1
OG0004421	CAPO303320	TCONS_00049547.p1
OG0004423	CAPO306935	TCONS_00046506.p1
OG0004425	CAPO302090	TCONS_00004067.p1
OG0004426	CAPO301784	TCONS_00009724.p1
OG0004428	CAPO302305	TCONS_00019629.p1, TCONS_00019628.p1, TCONS_00016521.p1, TCONS_00017511.p1
OG0004459	CAPO300459	TCONS_00027136.p1, TCONS_00027137.p1
OG0004460	CAPO307206	TCONS_00007375.p1
OG0004461	CAPO305355	TCONS_00016625.p1
OG0004462	CAPO302893	TCONS_00022714.p1
OG0004465	CAPO303487	TCONS_00046667.p1
OG0004467	CAPO307496	TCONS_00006668.p1
OG0004468	CAPO307854	TCONS_00006107.p1
OG0004472	CAPO303803	TCONS_00026713.p1
OG0004474	CAPO300829	TCONS_00029614.p1
OG0004476	CAPO307856	TCONS_00043597.p1
OG0004479	CAPO303963	TCONS_00008588.p1
OG0004481	CAPO306702	TCONS_00028182.p1, TCONS_00028181.p1
OG0004483	CAPO303122	TCONS_00020035.p1
OG0004484	CAPO302152	TCONS_00051027.p1
OG0004486	CAPO307639	TCONS_00020381.p1
OG0004488	CAPO301849	TCONS_00028260.p1
OG0004489	CAPO305447	TCONS_00047757.p1
OG0004492	CAPO307196	TCONS_00005030.p1
OG0004494	CAPO306570	TCONS_00012910.p1
OG0004495	CAPO306359	TCONS_00015235.p1
OG0004496	CAPO303733	TCONS_00016709.p1
OG0004497	CAPO307202	TCONS_00008860.p1
OG0004498	CAPO305224	TCONS_00007014.p1
OG0004500	CAPO301850	TCONS_00046162.p1
OG0004501	CAPO301840	TCONS_00000515.p1
OG0004502	CAPO301779	TCONS_00019818.p1, TCONS_00019199.p1
OG0004503	CAPO300332	TCONS_00043304.p1
OG0004506	CAPO305016	TCONS_00013852.p1
OG0004507	CAPO301894	TCONS_00028129.p1
OG0004508	CAPO301654	TCONS_00024187.p1
OG0004509	CAPO300500	TCONS_00015343.p1
OG0004511	CAPO303457	TCONS_00017401.p1
OG0004512	CAPO302842	TCONS_00016000.p1, TCONS_00010558.p1, TCONS_00016001.p1
OG0004513	CAPO303104	TCONS_00018643.p1
OG0004515	CAPO305182	TCONS_00026135.p1
OG0004516	CAPO306036, CAPO307859	TCONS_00005617.p1
OG0004517	CAPO305332	TCONS_00012658.p1
OG0004518	CAPO306412	TCONS_00016457.p1
OG0004519	CAPO307914	TCONS_00048430.p1
OG0004520	CAPO300090	TCONS_00022496.p1
OG0004521	CAPO306692	TCONS_00055820.p1
OG0004523	CAPO304989	TCONS_00029039.p1
OG0004525	CAPO303518	TCONS_00014763.p1
OG0004526	CAPO302498	TCONS_00014769.p1
OG0004527	CAPO302077	TCONS_00012308.p1
OG0004529	CAPO306628	TCONS_00017013.p1
OG0004530	CAPO304739	TCONS_00042552.p1
OG0004531	CAPO302345, CAPO307115	TCONS_00041627.p1, TCONS_00042302.p1, TCONS_00042251.p1, TCONS_00019582.p1
OG0004532	CAPO300005	TCONS_00013260.p1
OG0004533	CAPO306022	TCONS_00018934.p1
OG0004535	CAPO307124	TCONS_00009599.p1
OG0004537	CAPO306837	TCONS_00015460.p1
OG0004540	CAPO307351	TCONS_00003802.p1, TCONS_00003824.p1
OG0004541	CAPO307806	TCONS_00018244.p1, TCONS_00018243.p1, TCONS_00018245.p1, TCONS_00044635.p1, TCONS_00030563.p1, TCONS_00014593.p1
OG0004542	CAPO306706	TCONS_00024746.p1, TCONS_00024656.p1
OG0004544	CAPO306563	TCONS_00048345.p1
OG0004545	CAPO307212	TCONS_00052810.p1, TCONS_00052771.p1
OG0004546	CAPO306808	TCONS_00015879.p1
OG0004547	CAPO304852	TCONS_00049128.p1
OG0004548	CAPO305113	TCONS_00016063.p1
OG0004551	CAPO301498	TCONS_00055491.p1
OG0004552	CAPO301361, CAPO306759	TCONS_00021990.p1, TCONS_00021991.p1
OG0004553	CAPO302768	TCONS_00000170.p1, TCONS_00001383.p1
OG0004554	CAPO300747	TCONS_00055911.p1, TCONS_00055917.p1
OG0004555	CAPO301994	TCONS_00009333.p1
OG0004556	CAPO305616	TCONS_00006396.p1
OG0004558	CAPO307355	TCONS_00050923.p1
OG0004559	CAPO303756	TCONS_00014585.p1
OG0004563	CAPO303030	TCONS_00037672.p1
OG0004564	CAPO301873	TCONS_00011681.p1
OG0004565	CAPO303409	TCONS_00004488.p1
OG0004569	CAPO303601	TCONS_00005851.p1, TCONS_00005820.p1
OG0004572	CAPO302719	TCONS_00017777.p1, TCONS_00041779.p1
OG0004573	CAPO302070, CAPO305859	TCONS_00005131.p1
OG0004574	CAPO300276	TCONS_00038016.p1
OG0004577	CAPO307905	TCONS_00008589.p1
OG0004578	CAPO307713	TCONS_00015174.p1
OG0004579	CAPO308171	TCONS_00048911.p1
OG0004581	CAPO305629	TCONS_00021685.p1
OG0004582	CAPO304857	TCONS_00053389.p1
OG0004583	CAPO301319	TCONS_00044907.p1
OG0004585	CAPO307959	TCONS_00007144.p1
OG0004587	CAPO303576	TCONS_00056336.p1, TCONS_00043848.p1
OG0004588	CAPO307046	TCONS_00004944.p1
OG0004590	CAPO307910	TCONS_00006432.p1
OG0004592	CAPO307767	TCONS_00052896.p1
OG0004593	CAPO306311	TCONS_00027131.p1
OG0004595	CAPO305901	TCONS_00000092.p1, TCONS_00038644.p1
OG0004596	CAPO301763, CAPO300672	TCONS_00055757.p1
OG0004599	CAPO306185	TCONS_00020749.p1
OG0004600	CAPO306391	TCONS_00016332.p1
OG0004601	CAPO300529	TCONS_00016522.p1
OG0004602	CAPO307709	TCONS_00012527.p1
OG0004605	CAPO303013	TCONS_00014511.p1, TCONS_00014532.p1
OG0004609	CAPO305274	TCONS_00004643.p1, TCONS_00004631.p1
OG0004610	CAPO308217	TCONS_00029447.p1
OG0004611	CAPO305879, CAPO305850	TCONS_00052705.p1
OG0004612	CAPO307176	TCONS_00033238.p1
OG0004616	CAPO302661, CAPO307774	TCONS_00002936.p1
OG0004619	CAPO306976	TCONS_00056372.p1, TCONS_00056314.p1
OG0004621	CAPO301592	TCONS_00049466.p1
OG0004623	CAPO303271	TCONS_00056694.p1
OG0004626	CAPO304074	TCONS_00008495.p1
OG0004627	CAPO302578	TCONS_00020882.p1
OG0004628	CAPO300844	TCONS_00020659.p1
OG0004629	CAPO300874	TCONS_00014993.p1
OG0004630	CAPO300032	TCONS_00001941.p1, TCONS_00001942.p1
OG0004633	CAPO306431	TCONS_00051133.p1
OG0004634	CAPO306443	TCONS_00050813.p1
OG0004635	CAPO305826	TCONS_00034976.p1
OG0004638	CAPO300328	TCONS_00016690.p1
OG0004639	CAPO304960	TCONS_00016339.p1
OG0004640	CAPO305391	TCONS_00046290.p1, TCONS_00045201.p1, TCONS_00045200.p1, TCONS_00045197.p1, TCONS_00045196.p1, TCONS_00045199.p1, TCONS_00045202.p1
OG0004641	CAPO301192	TCONS_00015486.p1
OG0004642	CAPO303810	TCONS_00007807.p1, TCONS_00007817.p1
OG0004643	CAPO303111	TCONS_00022104.p1
OG0004644	CAPO308177	TCONS_00010502.p1
OG0004646	CAPO304987	TCONS_00028492.p1
OG0004648	CAPO306796	TCONS_00029834.p1
OG0004649	CAPO308035	TCONS_00005889.p1
OG0004651	CAPO307192	TCONS_00018246.p1
OG0004652	CAPO307126	TCONS_00022442.p1
OG0004654	CAPO304098	TCONS_00055330.p1
OG0004655	CAPO300932	TCONS_00025856.p1, TCONS_00024425.p1
OG0004656	CAPO306315	TCONS_00021484.p1
OG0004657	CAPO300965	TCONS_00022494.p1
OG0004658	CAPO302853	TCONS_00000981.p1
OG0004659	CAPO305571	TCONS_00047339.p1, TCONS_00047338.p1
OG0004663	CAPO307060	TCONS_00005907.p1
OG0004668	CAPO307032	TCONS_00011475.p1, TCONS_00011476.p1
OG0004669	CAPO301719	TCONS_00039826.p1
OG0004670	CAPO301141	TCONS_00003641.p1
OG0004671	CAPO303199	TCONS_00006316.p1
OG0004672	CAPO300788	TCONS_00008720.p1
OG0004673	CAPO305181	TCONS_00055334.p1
OG0004674	CAPO301298	TCONS_00054555.p1
OG0004675	CAPO300152	TCONS_00046779.p1
OG0004676	CAPO305483	TCONS_00011282.p1, TCONS_00011302.p1
OG0004678	CAPO306062	TCONS_00015474.p1
OG0004679	CAPO307020	TCONS_00004597.p1
OG0004682	CAPO302643	TCONS_00052713.p1
OG0004685	CAPO300514	TCONS_00006441.p1
OG0004687	CAPO300850	TCONS_00048164.p1
OG0004690	CAPO302294	TCONS_00019248.p1
OG0004691	CAPO301832	TCONS_00009715.p1
OG0004692	CAPO306711	TCONS_00009722.p1, TCONS_00009721.p1
OG0004694	CAPO302831	TCONS_00013362.p1
OG0004696	CAPO303339	TCONS_00030181.p1
OG0004697	CAPO308157	TCONS_00044103.p1
OG0004699	CAPO305801	TCONS_00005201.p1
OG0004700	CAPO305394	TCONS_00013200.p1
OG0004702	CAPO301451, CAPO306323	TCONS_00019245.p1
OG0004703	CAPO302281	TCONS_00005135.p1
OG0004707	CAPO307222	TCONS_00043842.p1
OG0004708	CAPO302589	TCONS_00006281.p1
OG0004711	CAPO307614	TCONS_00045738.p1
OG0004728	CAPO306092	TCONS_00020679.p1
OG0004732	CAPO303065	TCONS_00006547.p1
OG0004733	CAPO303723	TCONS_00029723.p1
OG0004738	CAPO307391	TCONS_00014337.p1, TCONS_00014326.p1
OG0004739	CAPO305372	TCONS_00012937.p1, TCONS_00012934.p1
OG0004740	CAPO303587	TCONS_00010514.p1
OG0004743	CAPO305537	TCONS_00057249.p1
OG0004744	CAPO307377	TCONS_00013331.p1
OG0004747	CAPO305266	TCONS_00019749.p1
OG0004748	CAPO300851	TCONS_00034486.p1
OG0004749	CAPO303738	TCONS_00008080.p1
OG0004752	CAPO300189	TCONS_00025717.p1
OG0004753	CAPO307970	TCONS_00052206.p1, TCONS_00052205.p1
OG0004756	CAPO300650	TCONS_00018319.p1
OG0004757	CAPO300079	TCONS_00017612.p1, TCONS_00017648.p1
OG0004758	CAPO307791	TCONS_00020383.p1
OG0004759	CAPO301731	TCONS_00010774.p1
OG0004760	CAPO302986	TCONS_00017835.p1
OG0004761	CAPO301372	TCONS_00032786.p1
OG0004762	CAPO306336	TCONS_00050060.p1, TCONS_00005739.p1
OG0004763	CAPO303189	TCONS_00040066.p1, TCONS_00040052.p1, TCONS_00040063.p1
OG0004764	CAPO306665	TCONS_00053402.p1
OG0004765	CAPO300145	TCONS_00054229.p1
OG0004766	CAPO300107	TCONS_00013326.p1
OG0004767	CAPO304258	TCONS_00012270.p1
OG0004768	CAPO302814	TCONS_00043356.p1, TCONS_00043345.p1
OG0004769	CAPO305909	TCONS_00015481.p1
OG0004770	CAPO306549	TCONS_00002044.p1
OG0004771	CAPO306141	TCONS_00023795.p1, TCONS_00024803.p1, TCONS_00024764.p1
OG0004774	CAPO302467	TCONS_00012582.p1
OG0004775	CAPO308292	TCONS_00055207.p1, TCONS_00041453.p1
OG0004781	CAPO302855	TCONS_00044133.p1
OG0004784	CAPO300506	TCONS_00010255.p1
OG0004785	CAPO301223	TCONS_00055596.p1
OG0004786	CAPO306813	TCONS_00055988.p1, TCONS_00057311.p1, TCONS_00055989.p1
OG0004787	CAPO300677	TCONS_00009487.p1, TCONS_00050783.p1
OG0004788	CAPO303606	TCONS_00006767.p1
OG0004792	CAPO304121, CAPO301355	TCONS_00006873.p1, TCONS_00006885.p1
OG0004793	CAPO303691	TCONS_00027328.p1
OG0004794	CAPO302268	TCONS_00045541.p1
OG0004795	CAPO306522	TCONS_00051512.p1
OG0004797	CAPO308248	TCONS_00046886.p1, TCONS_00045587.p1
OG0004798	CAPO306979	TCONS_00003478.p1
OG0004801	CAPO301409	TCONS_00012337.p1
OG0004803	CAPO304966	TCONS_00022473.p1
OG0004805	CAPO301148	TCONS_00021404.p1
OG0004808	CAPO300921	TCONS_00052239.p1, TCONS_00052238.p1
OG0004810	CAPO307085	TCONS_00048906.p1
OG0004811	CAPO304670	TCONS_00007185.p1
OG0004812	CAPO300913	TCONS_00018728.p1, TCONS_00017640.p1
OG0004813	CAPO302301	TCONS_00044894.p1
OG0004814	CAPO305193	TCONS_00055959.p1
OG0004815	CAPO306099	TCONS_00026468.p1
OG0004817	CAPO300646	TCONS_00020198.p1
OG0004819	CAPO303489	TCONS_00018134.p1
OG0004820	CAPO301474	TCONS_00002002.p1, TCONS_00001992.p1
OG0004822	CAPO303272	TCONS_00033269.p1
OG0004823	CAPO301131	TCONS_00020225.p1
OG0004825	CAPO303625	TCONS_00014815.p1, TCONS_00014817.p1, TCONS_00014816.p1, TCONS_00015920.p1, TCONS_00014814.p1
OG0004826	CAPO302318	TCONS_00011319.p1
OG0004828	CAPO300795	TCONS_00031473.p1
OG0004829	CAPO306677	TCONS_00033116.p3, TCONS_00033093.p1, TCONS_00033117.p1
OG0004830	CAPO304259, CAPO301109	TCONS_00033243.p1
OG0004831	CAPO302539	TCONS_00001391.p1
OG0004832	CAPO300644	TCONS_00002403.p1
OG0004833	CAPO307386, CAPO307385	TCONS_00031425.p1
OG0004835	CAPO307142	TCONS_00005728.p1
OG0004836	CAPO300476	TCONS_00004738.p1
OG0004837	CAPO306341	TCONS_00049471.p1
OG0004838	CAPO300483	TCONS_00044980.p1
OG0004840	CAPO301303	TCONS_00014850.p1
OG0004841	CAPO301073	TCONS_00008204.p1
OG0004842	CAPO307208	TCONS_00009293.p1
OG0004843	CAPO302296	TCONS_00007791.p1
OG0004844	CAPO308225	TCONS_00025887.p1
OG0004845	CAPO300244	TCONS_00056454.p1
OG0004846	CAPO302634	TCONS_00029483.p1
OG0004849	CAPO302897	TCONS_00045335.p1
OG0004851	CAPO304052	TCONS_00028417.p1
OG0004852	CAPO305241	TCONS_00014672.p1
OG0004853	CAPO306818	TCONS_00016012.p1
OG0004854	CAPO307677	TCONS_00042557.p1
OG0004855	CAPO307136	TCONS_00043841.p1
OG0004856	CAPO307877	TCONS_00043945.p1
OG0004857	CAPO305126	TCONS_00004934.p1
OG0004858	CAPO306514	TCONS_00006307.p1
OG0004859	CAPO305955	TCONS_00056288.p1
OG0004861	CAPO300721	TCONS_00011835.p1
OG0004863	CAPO300215	TCONS_00024838.p1
OG0004864	CAPO306175	TCONS_00047784.p1
OG0004869	CAPO301505	TCONS_00056082.p1
OG0004873	CAPO305056	TCONS_00050413.p1
OG0004874	CAPO302314	TCONS_00008001.p1, TCONS_00008004.p1, TCONS_00008000.p1
OG0004875	CAPO305599	TCONS_00052844.p1
OG0004879	CAPO304570	TCONS_00022742.p1
OG0004880	CAPO307520	TCONS_00012473.p1
OG0004881	CAPO301856	TCONS_00050150.p1, TCONS_00050257.p1
OG0004882	CAPO307657	TCONS_00009037.p1, TCONS_00009030.p1
OG0004883	CAPO304269	TCONS_00014345.p1
OG0004884	CAPO306875	TCONS_00011399.p1
OG0004886	CAPO304598	TCONS_00007209.p1
OG0004887	CAPO303252	TCONS_00046849.p1
OG0004889	CAPO302860	TCONS_00016480.p1
OG0004892	CAPO308266	TCONS_00026165.p1
OG0004893	CAPO305797	TCONS_00046271.p1
OG0004894	CAPO308103	TCONS_00043700.p1
OG0004895	CAPO301412	TCONS_00005289.p1
OG0004896	CAPO301146, CAPO308332	TCONS_00016498.p1, TCONS_00015431.p1
OG0004897	CAPO300624	TCONS_00031065.p1
OG0004898	CAPO300846	TCONS_00049994.p1, TCONS_00035515.p1
OG0004899	CAPO304701	TCONS_00042683.p1
OG0004900	CAPO300509	TCONS_00005010.p1
OG0004901	CAPO301170	TCONS_00023469.p1, TCONS_00023514.p1, TCONS_00023525.p1
OG0004902	CAPO305853	TCONS_00010333.p1
OG0004903	CAPO304775	TCONS_00008384.p1
OG0004904	CAPO304100	TCONS_00044147.p1
OG0004906	CAPO303480	TCONS_00013722.p1
OG0004907	CAPO307254	TCONS_00010179.p1, TCONS_00010177.p1
OG0004911	CAPO305750	TCONS_00026215.p1, TCONS_00003002.p1
OG0004913	CAPO306717	TCONS_00022463.p1
OG0004914	CAPO301519	TCONS_00006849.p1
OG0004917	CAPO303374	TCONS_00044887.p1
OG0004919	CAPO308082	TCONS_00051202.p1
OG0004920	CAPO302580	TCONS_00003726.p1
OG0004922	CAPO306550	TCONS_00028189.p1
OG0004923	CAPO307943	TCONS_00011145.p1
OG0004924	CAPO304606	TCONS_00017758.p1, TCONS_00006927.p1
OG0004927	CAPO304855	TCONS_00010053.p1
OG0004928	CAPO304691	TCONS_00017771.p1
OG0004929	CAPO304111	TCONS_00041592.p1
OG0004932	CAPO306081, CAPO305804	TCONS_00016600.p1
OG0004934	CAPO305066	TCONS_00016546.p1
OG0004935	CAPO302835	TCONS_00015687.p1
OG0004936	CAPO306298	TCONS_00011926.p1
OG0004938	CAPO308159	TCONS_00017826.p1
OG0004940	CAPO305630	TCONS_00045542.p1
OG0004943	CAPO306001	TCONS_00045612.p1
OG0004944	CAPO302056	TCONS_00048559.p1
OG0004946	CAPO305515	TCONS_00022217.p1, TCONS_00022216.p1
OG0004947	CAPO307579	TCONS_00057121.p1
OG0004948	CAPO305331	TCONS_00023026.p1, TCONS_00023027.p1, TCONS_00023014.p1
OG0004949	CAPO304026	TCONS_00022963.p1
OG0004950	CAPO300642	TCONS_00001265.p1
OG0004952	CAPO301776	TCONS_00009854.p1
OG0004953	CAPO306623	TCONS_00026195.p1, TCONS_00026197.p1, TCONS_00026196.p1
OG0004954	CAPO303229	TCONS_00045843.p1
OG0004958	CAPO302197	TCONS_00052648.p1, TCONS_00052649.p1
OG0004960	CAPO300258	TCONS_00029451.p1
OG0004961	CAPO305777	TCONS_00022318.p1
OG0004962	CAPO301438	TCONS_00056119.p1
OG0004963	CAPO303805	TCONS_00034989.p1
OG0004964	CAPO302916	TCONS_00056774.p1
OG0004969	CAPO303678	TCONS_00022934.p1
OG0004970	CAPO303748	TCONS_00000575.p1
OG0004971	CAPO302327	TCONS_00054630.p1
OG0004972	CAPO304289	TCONS_00013161.p1
OG0004973	CAPO305642	TCONS_00029790.p1
OG0004976	CAPO304478	TCONS_00042278.p1, TCONS_00042230.p1
OG0004977	CAPO304350	TCONS_00055134.p1, TCONS_00055143.p1
OG0004978	CAPO308306	TCONS_00043407.p1
OG0004979	CAPO303118	TCONS_00056542.p1
OG0004980	CAPO300807	TCONS_00029923.p1
OG0004981	CAPO306326	TCONS_00056106.p1
OG0004983	CAPO300176	TCONS_00026823.p1, TCONS_00026822.p1
OG0004985	CAPO304816	TCONS_00049444.p1
OG0004987	CAPO306240	TCONS_00031450.p1
OG0004988	CAPO305623	TCONS_00006657.p1
OG0004989	CAPO300323	TCONS_00036358.p1
OG0004990	CAPO305712	TCONS_00048502.p1
OG0004991	CAPO302271	TCONS_00048148.p1
OG0004992	CAPO301159	TCONS_00016698.p1
OG0004993	CAPO302747	TCONS_00016336.p1
OG0004997	CAPO300456	TCONS_00027114.p1
OG0004999	CAPO302635	TCONS_00040400.p1
OG0005002	CAPO305114	TCONS_00029682.p1
OG0005003	CAPO303837	TCONS_00027331.p1
OG0005005	CAPO303017	TCONS_00012826.p1
OG0005006	CAPO301015	TCONS_00032538.p1
OG0005007	CAPO300658	TCONS_00021128.p1
OG0005009	CAPO303190	TCONS_00040107.p1
OG0005010	CAPO304378	TCONS_00014161.p1
OG0005013	CAPO304066	TCONS_00044024.p1
OG0005014	CAPO307825	TCONS_00006395.p1
OG0005015	CAPO300946	TCONS_00031323.p2
OG0005021	CAPO304690	TCONS_00021569.p1
OG0005038	CAPO301658	TCONS_00049376.p1, TCONS_00049385.p1
OG0005040	CAPO300876	TCONS_00001442.p1
OG0005044	CAPO307084	TCONS_00005720.p1
OG0005046	CAPO304846	TCONS_00047615.p1
OG0005047	CAPO305932	TCONS_00042749.p1
OG0005048	CAPO300857	TCONS_00017778.p1, TCONS_00040594.p1
OG0005053	CAPO302547	TCONS_00053899.p1, TCONS_00053898.p1
OG0005057	CAPO303573	TCONS_00023057.p1, TCONS_00023085.p1
OG0005058	CAPO306731	TCONS_00052940.p1, TCONS_00005660.p1
OG0005059	CAPO300063	TCONS_00015857.p1
OG0005061	CAPO306602	TCONS_00052005.p1
OG0005062	CAPO302106	TCONS_00053004.p1
OG0005064	CAPO300249	TCONS_00048371.p1, TCONS_00017974.p1
OG0005067	CAPO302289	TCONS_00019030.p1, TCONS_00019029.p1
OG0005068	CAPO306513	TCONS_00050382.p2, TCONS_00050383.p1
OG0005069	CAPO300204	TCONS_00055907.p1
OG0005071	CAPO305606	TCONS_00021403.p1
OG0005073	CAPO305547	TCONS_00018784.p1
OG0005075	CAPO307362	TCONS_00049231.p1, TCONS_00049229.p1
OG0005076	CAPO302885	TCONS_00027950.p1
OG0005077	CAPO302160	TCONS_00052137.p1
OG0005078	CAPO307983	TCONS_00008172.p1
OG0005079	CAPO303799	TCONS_00011526.p1
OG0005081	CAPO307065	TCONS_00003583.p1
OG0005083	CAPO302388	TCONS_00001234.p1
OG0005084	CAPO307421, CAPO301121	TCONS_00047866.p1
OG0005086	CAPO302959	TCONS_00047898.p1
OG0005088	CAPO307772	TCONS_00052509.p1
OG0005089	CAPO303888	TCONS_00029428.p1
OG0005090	CAPO303909	TCONS_00012662.p1
OG0005091	CAPO305179	TCONS_00042549.p1
OG0005092	CAPO301418	TCONS_00047464.p1
OG0005093	CAPO303716	TCONS_00000868.p1
OG0005094	CAPO303630	TCONS_00008325.p1
OG0005096	CAPO301964	TCONS_00014098.p1
OG0005097	CAPO304365	TCONS_00012283.p1
OG0005099	CAPO305916	TCONS_00013795.p1
OG0005100	CAPO306219	TCONS_00009296.p1
OG0005103	CAPO300625	TCONS_00001226.p1, TCONS_00001228.p1
OG0005104	CAPO303053	TCONS_00008824.p1
OG0005106	CAPO301403	TCONS_00044095.p1
OG0005107	CAPO304194	TCONS_00052274.p1, TCONS_00038130.p1
OG0005108	CAPO301196	TCONS_00052757.p1
OG0005109	CAPO301209	TCONS_00055593.p1
OG0005111	CAPO302727	TCONS_00051180.p1
OG0005113	CAPO300389	TCONS_00009907.p1
OG0005114	CAPO305096	TCONS_00050076.p1
OG0005115	CAPO304298	TCONS_00015246.p1
OG0005119	CAPO304215	TCONS_00027571.p1
OG0005120	CAPO304593	TCONS_00023784.p1
OG0005121	CAPO301715	TCONS_00056530.p1
OG0005124	CAPO305507	TCONS_00011766.p1
