Orthogroup	CAPO3	SCHMD
OG0005824	CAPO303629	SCHMD01009
OG0005828	CAPO303954	SCHMD21164, SCHMD18882
OG0005831	CAPO302864	SCHMD04560
OG0005835	CAPO306285	SCHMD06972
OG0005837	CAPO300250	SCHMD28753
OG0005840	CAPO305424	SCHMD07247
OG0005842	CAPO304596	SCHMD15622
OG0005843	CAPO307528	SCHMD06491
OG0005845	CAPO307070	SCHMD05449
OG0005847	CAPO305680	SCHMD07318, SCHMD14907
OG0005848	CAPO307829	SCHMD10194, SCHMD07261
OG0005849	CAPO303230	SCHMD07252
OG0005850	CAPO307194	SCHMD04093
OG0005851	CAPO302674	SCHMD25831, SCHMD26851
OG0005852	CAPO306738	SCHMD02557
OG0005853	CAPO305397	SCHMD29663, SCHMD04997
OG0005856	CAPO308178	SCHMD06135
OG0005858	CAPO305203	SCHMD20485
OG0005859	CAPO307160	SCHMD08568, SCHMD09228
OG0005860	CAPO300029	SCHMD03591
OG0005863	CAPO304301	SCHMD02497
OG0005864	CAPO301932	SCHMD10925
OG0005865	CAPO303346	SCHMD16590, SCHMD23703, SCHMD10054
OG0005866	CAPO302021	SCHMD03734
OG0005869	CAPO305217	SCHMD26507, SCHMD23591
OG0005870	CAPO305120	SCHMD09476
OG0005874	CAPO301503	SCHMD05420
OG0005875	CAPO307256	SCHMD00264
OG0005876	CAPO301107	SCHMD17997, SCHMD16591
OG0005877	CAPO303218	SCHMD25314
OG0005880	CAPO303914	SCHMD29444, SCHMD13249, SCHMD04126
OG0005884	CAPO302326	SCHMD11959, SCHMD17761
OG0005886	CAPO302755	SCHMD18383
OG0005887	CAPO307435, CAPO303666	SCHMD01687
OG0005888	CAPO305237	SCHMD13482
OG0005889	CAPO306476	SCHMD11972
OG0005890	CAPO303293	SCHMD09184, SCHMD12140
OG0005892	CAPO304793	SCHMD08931, SCHMD12929
OG0005897	CAPO306226	SCHMD08042
OG0005899	CAPO306295	SCHMD12882, SCHMD12880
OG0005901	CAPO307343	SCHMD15462
OG0005903	CAPO306042	SCHMD00050
OG0005909	CAPO304980	SCHMD20781
OG0005910	CAPO304445	SCHMD09520, SCHMD06408
OG0005918	CAPO304132	SCHMD16076, SCHMD19461
OG0005919	CAPO301677	SCHMD29519, SCHMD28024, SCHMD21180, SCHMD24140, SCHMD26763
OG0005921	CAPO301707	SCHMD20283
OG0005922	CAPO301561	SCHMD00392
OG0005923	CAPO302607	SCHMD07170
OG0005924	CAPO300900	SCHMD04645, SCHMD07545
OG0005926	CAPO306981	SCHMD04836
OG0005929	CAPO308208	SCHMD10353, SCHMD25481, SCHMD18026
OG0005932	CAPO300797	SCHMD11131, SCHMD00511
OG0005933	CAPO301858	SCHMD09471
OG0005936	CAPO302424	SCHMD24148, SCHMD16917
OG0005937	CAPO304550	SCHMD13453
OG0005940	CAPO300232	SCHMD20079
OG0005942	CAPO305649	SCHMD23166
OG0005946	CAPO302043	SCHMD17764, SCHMD14112
OG0005947	CAPO308067, CAPO304545	SCHMD04554
OG0005949	CAPO305776	SCHMD04688
OG0005950	CAPO302730	SCHMD24842
OG0005952	CAPO302748	SCHMD14057
OG0005955	CAPO308169	SCHMD28997
OG0005959	CAPO303727	SCHMD19013
OG0005965	CAPO304971	SCHMD08437
OG0005966	CAPO303149	SCHMD21323, SCHMD27755
OG0005967	CAPO304145	SCHMD05472
OG0005969	CAPO304815	SCHMD09557
OG0005970	CAPO300012	SCHMD01213
OG0005973	CAPO301806	SCHMD13962
OG0005974	CAPO300269	SCHMD07776
OG0005977	CAPO302621	SCHMD05710, SCHMD05711
OG0005978	CAPO302579	SCHMD07295, SCHMD07297
OG0005982	CAPO302153	SCHMD25871, SCHMD22233
OG0005984	CAPO303854	SCHMD15039, SCHMD22394
OG0005986	CAPO306131	SCHMD08044
OG0005987	CAPO307262	SCHMD00944
OG0005989	CAPO304449	SCHMD16692, SCHMD13968, SCHMD16691
OG0005991	CAPO304070	SCHMD29601
OG0005993	CAPO301813	SCHMD11427, SCHMD18715
OG0005998	CAPO304281	SCHMD02380, SCHMD09950
OG0006000	CAPO304784	SCHMD01538
OG0006001	CAPO300287	SCHMD09797, SCHMD09796
OG0006002	CAPO300104	SCHMD10400, SCHMD03942
OG0006003	CAPO307004	SCHMD28801, SCHMD05202
OG0006005	CAPO300498	SCHMD22182, SCHMD08878
OG0006009	CAPO302680	SCHMD19529
OG0006011	CAPO305929	SCHMD19974, SCHMD20066
OG0006012	CAPO306003	SCHMD04480, SCHMD08297, SCHMD18940
OG0006031	CAPO307805	SCHMD16657
OG0006062	CAPO305933	SCHMD23812, SCHMD24107
OG0006063	CAPO300774	SCHMD23310, SCHMD03030
OG0006064	CAPO304870	SCHMD10442
OG0006065	CAPO301967	SCHMD02636
OG0006066	CAPO300852	SCHMD10156
OG0006069	CAPO305608	SCHMD21283, SCHMD11183, SCHMD05080
OG0006073	CAPO303232	SCHMD06388
OG0006074	CAPO305192	SCHMD10253
OG0006075	CAPO300591	SCHMD09391
OG0006079	CAPO300122	SCHMD04495, SCHMD03358, SCHMD04497
OG0006081	CAPO304015	SCHMD03767, SCHMD03768
OG0006084	CAPO303975	SCHMD04050
OG0006085	CAPO306971	SCHMD06820, SCHMD25134
OG0006087	CAPO307633	SCHMD02837
OG0006094	CAPO301083	SCHMD22247, SCHMD00777, SCHMD21575
OG0006095	CAPO308333, CAPO301147	SCHMD01933
OG0006097	CAPO305425	SCHMD02082
OG0006098	CAPO300607	SCHMD03761
OG0006101	CAPO301377	SCHMD20998, SCHMD13053
OG0006106	CAPO301749	SCHMD07924
OG0006108	CAPO302650	SCHMD01135
OG0006111	CAPO304724	SCHMD21835, SCHMD08002
OG0006113	CAPO307626	SCHMD19939, SCHMD12223
OG0006115	CAPO306466	SCHMD11076, SCHMD17247
OG0006116	CAPO304187	SCHMD23071, SCHMD20841
OG0006118	CAPO306890	SCHMD01132
OG0006119	CAPO305308	SCHMD11970
OG0006121	CAPO308090	SCHMD07418
OG0006122	CAPO302744	SCHMD04954, SCHMD29174, SCHMD29768
OG0006124	CAPO304805	SCHMD06412
OG0006125	CAPO306355	SCHMD18618
OG0006127	CAPO301362	SCHMD21305
OG0006128	CAPO301150	SCHMD10897
OG0006129	CAPO300938	SCHMD29479, SCHMD20406, SCHMD23249
OG0006134	CAPO307652	SCHMD03678
OG0006136	CAPO304577	SCHMD24287, SCHMD09864
OG0006137	CAPO303566	SCHMD12111, SCHMD06962
OG0006141	CAPO302378	SCHMD14525
OG0006144	CAPO307727	SCHMD00428, SCHMD04861
OG0006145	CAPO304370	SCHMD01605
OG0006147	CAPO306222	SCHMD22070
OG0006148	CAPO302407	SCHMD13560, SCHMD22230
OG0006152	CAPO306493	SCHMD06866
OG0006153	CAPO305107	SCHMD01641
OG0006155	CAPO301956	SCHMD16795, SCHMD26962
OG0006156	CAPO304652	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937
OG0006158	CAPO307937	SCHMD08900
OG0006159	CAPO307030	SCHMD22266
OG0006160	CAPO304978	SCHMD05454
OG0006164	CAPO307640	SCHMD06001
OG0006168	CAPO306154	SCHMD15829, SCHMD10612, SCHMD12485
OG0006169	CAPO305149	SCHMD26206, SCHMD19096, SCHMD23567
OG0006177	CAPO306017	SCHMD21293
OG0006178	CAPO304841	SCHMD24387
OG0006180	CAPO303592, CAPO308064	SCHMD14399, SCHMD04884
OG0006181	CAPO308207	SCHMD26424, SCHMD08051, SCHMD08084
OG0006183	CAPO306749	SCHMD16780, SCHMD11899
OG0006185	CAPO301640	SCHMD16220, SCHMD19381
OG0006186	CAPO304672	SCHMD00394
OG0006187	CAPO303722	SCHMD19315, SCHMD19316, SCHMD07885
OG0006188	CAPO307979	SCHMD05423
OG0006191	CAPO301907	SCHMD07313
OG0006192	CAPO308099	SCHMD08338, SCHMD08339
OG0006196	CAPO304854	SCHMD07677, SCHMD07676
OG0006198	CAPO306368	SCHMD06672, SCHMD06669, SCHMD06670
OG0006199	CAPO307861	SCHMD04415, SCHMD04413
OG0006202	CAPO307311	SCHMD08868
OG0006204	CAPO307074	SCHMD16863
OG0006205	CAPO306928	SCHMD14314
OG0006209	CAPO303208	SCHMD08326, SCHMD23138
OG0006216	CAPO304328	SCHMD09510
OG0006224	CAPO304007	SCHMD09262, SCHMD00470
OG0006225	CAPO307529	SCHMD06338
OG0006226	CAPO303955	SCHMD17067, SCHMD16763
OG0006227	CAPO304192	SCHMD16189, SCHMD22872, SCHMD24494
OG0006229	CAPO306729	SCHMD17318, SCHMD23866
OG0006230	CAPO303003	SCHMD02493
OG0006233	CAPO307263	SCHMD06976, SCHMD06979, SCHMD25784, SCHMD06980
OG0006234	CAPO305546	SCHMD13683, SCHMD14118
OG0006235	CAPO300217	SCHMD04538
OG0006239	CAPO305262	SCHMD01406
OG0006245	CAPO307777	SCHMD05704
OG0006248	CAPO307601	SCHMD12206, SCHMD10060
OG0006249	CAPO304667	SCHMD14060, SCHMD13478, SCHMD08757
OG0006250	CAPO301165	SCHMD16390
OG0006250	CAPO306538	SCHMD23921
OG0006252	CAPO304131	SCHMD16745, SCHMD16993
OG0006253	CAPO307341	SCHMD09135
OG0006254	CAPO305073	SCHMD04705, SCHMD29411
OG0006258	CAPO300398	SCHMD05887
OG0006260	CAPO300587	SCHMD09985, SCHMD17439
OG0006261	CAPO305676	SCHMD24384
OG0006263	CAPO307994	SCHMD00121
OG0006267	CAPO300629	SCHMD03685
OG0006268	CAPO305663	SCHMD06847
OG0006271	CAPO306714	SCHMD07857
OG0006275	CAPO304219	SCHMD29462, SCHMD24813, SCHMD16649
OG0006277	CAPO307602	SCHMD24774
OG0006279	CAPO307288	SCHMD04231
OG0006280	CAPO308182	SCHMD15524, SCHMD19210
OG0006281	CAPO302129	SCHMD02340
OG0006284	CAPO301681	SCHMD20607, SCHMD19598
OG0006285	CAPO301258	SCHMD01607, SCHMD01606
OG0006286	CAPO304212	SCHMD01297, SCHMD01298
OG0006287	CAPO302795	SCHMD02772, SCHMD02771
OG0006289	CAPO306652	SCHMD08039
OG0006291	CAPO308081	SCHMD09043
OG0006293	CAPO307067	SCHMD16297
OG0006294	CAPO301151	SCHMD15450, SCHMD16229
OG0006295	CAPO307143	SCHMD02966
OG0006297	CAPO301937	SCHMD09759
OG0006298	CAPO306805	SCHMD01046, SCHMD24624
OG0006301	CAPO306072	SCHMD09923
OG0006305	CAPO303850	SCHMD12627
OG0006306	CAPO303905	SCHMD12510, SCHMD15396
OG0006309	CAPO304441	SCHMD24369, SCHMD08923
OG0006311	CAPO300748	SCHMD23312
OG0006313	CAPO306539	SCHMD09169
OG0006314	CAPO308085, CAPO301326	SCHMD08096
OG0006315	CAPO305862	SCHMD29837
OG0006319	CAPO306239	SCHMD10541, SCHMD13166
OG0006322	CAPO305971	SCHMD10221
OG0006323	CAPO300361	SCHMD04105
OG0006329	CAPO306283	SCHMD03462, SCHMD08342
OG0006330	CAPO301590	SCHMD08411, SCHMD08412
OG0006331	CAPO301721	SCHMD09182, SCHMD12138
OG0006332	CAPO306802, CAPO306801	SCHMD14581
OG0006334	CAPO302140	SCHMD05752, SCHMD05753
OG0006335	CAPO305790	SCHMD11650, SCHMD08469
OG0006340	CAPO306725	SCHMD19432
OG0006341	CAPO303256	SCHMD05125
OG0006344	CAPO307345	SCHMD21084, SCHMD09358
OG0006346	CAPO305832	SCHMD01626
OG0006347	CAPO305184	SCHMD07723
OG0006349	CAPO304057	SCHMD05182
OG0006350	CAPO302433	SCHMD09296
OG0006352	CAPO301346	SCHMD07373
OG0006353	CAPO301517	SCHMD10639
OG0006360	CAPO304103	SCHMD08060
OG0006362	CAPO308308	SCHMD03337
OG0006363	CAPO301002	SCHMD19238
OG0006365	CAPO300671	SCHMD14860
OG0006370	CAPO300348	SCHMD28920
OG0006372	CAPO304608	SCHMD07447
OG0006375	CAPO306256	SCHMD00652
OG0006377	CAPO307494	SCHMD10116
OG0006378	CAPO304918	SCHMD10668, SCHMD11255
OG0006381	CAPO301472	SCHMD24227, SCHMD16114
OG0006383	CAPO303174	SCHMD26033, SCHMD18774
OG0006386	CAPO303165	SCHMD13835, SCHMD19804
OG0006387	CAPO306319	SCHMD14692
OG0006392	CAPO305806	SCHMD15116, SCHMD12579
OG0006395	CAPO300149	SCHMD08199
OG0006399	CAPO304307	SCHMD08267
OG0006443	CAPO300234	SCHMD12255, SCHMD24636, SCHMD25778
OG0006448	CAPO301094	SCHMD18654
OG0006449	CAPO305961	SCHMD06362
OG0006456	CAPO300992	SCHMD11711, SCHMD17298, SCHMD12535
OG0006457	CAPO306648	SCHMD16313
OG0006459	CAPO307843	SCHMD21368
OG0006460	CAPO308313	SCHMD24130, SCHMD18002
OG0006461	CAPO306350	SCHMD19693, SCHMD11861
OG0006462	CAPO300662	SCHMD07729
OG0006464	CAPO307754	SCHMD12787, SCHMD19777
OG0006465	CAPO307052	SCHMD28077, SCHMD07507
OG0006467	CAPO301292	SCHMD04209
OG0006469	CAPO302486	SCHMD02780
OG0006470	CAPO300984	SCHMD16861
OG0006474	CAPO300155	SCHMD03155, SCHMD23229, SCHMD24070
OG0006475	CAPO301888	SCHMD12763
OG0006476	CAPO300216	SCHMD29103, SCHMD25388
OG0006478	CAPO301079	SCHMD01744
OG0006479	CAPO304002	SCHMD20030
OG0006480	CAPO300197	SCHMD01089, SCHMD15519, SCHMD24778, SCHMD01088
OG0006481	CAPO307580	SCHMD02855
OG0006482	CAPO305654	SCHMD06492
OG0006488	CAPO301772	SCHMD29514, SCHMD21588
OG0006490	CAPO301539	SCHMD00433
OG0006501	CAPO307734	SCHMD05406
OG0006503	CAPO304660	SCHMD07908
OG0006504	CAPO302154	SCHMD04702, SCHMD29580
OG0006505	CAPO301510	SCHMD08554, SCHMD08796
OG0006507	CAPO301032	SCHMD22063
OG0006509	CAPO304681	SCHMD13705
OG0006510	CAPO300081	SCHMD11921
OG0006512	CAPO301701	SCHMD12217, SCHMD11205
OG0006514	CAPO304095	SCHMD08264
OG0006515	CAPO306459	SCHMD03249
OG0006517	CAPO300477	SCHMD00950
OG0006519	CAPO308006	SCHMD25528
OG0006520	CAPO300668	SCHMD00155
OG0006523	CAPO302914	SCHMD12246, SCHMD13301
OG0006526	CAPO303623	SCHMD14233
OG0006532	CAPO304147	SCHMD27245
OG0006533	CAPO305463	SCHMD18626, SCHMD14559, SCHMD18625
OG0006536	CAPO305735	SCHMD28548
OG0006538	CAPO305091	SCHMD09434
OG0006540	CAPO304760	SCHMD24252, SCHMD19265
OG0006542	CAPO305168	SCHMD07956
OG0006543	CAPO305452	SCHMD05909
OG0006544	CAPO306101	SCHMD05488
OG0006545	CAPO307929	SCHMD08819
OG0006546	CAPO305234	SCHMD22666, SCHMD26503
OG0006547	CAPO301259	SCHMD01454
OG0006549	CAPO306040	SCHMD07432
OG0006550	CAPO307487	SCHMD05608
OG0006552	CAPO301957	SCHMD16090
OG0006553	CAPO308128	SCHMD03817
OG0006554	CAPO306525	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974
OG0006556	CAPO304941	SCHMD10898, SCHMD08118
OG0006557	CAPO300124	SCHMD15751
OG0006561	CAPO300890	SCHMD07629
OG0006566	CAPO303944	SCHMD10136, SCHMD13813
OG0006570	CAPO302571	SCHMD12205, SCHMD05328
OG0006571	CAPO306740	SCHMD00180, SCHMD27487
OG0006573	CAPO306413	SCHMD10554, SCHMD29652
OG0006583	CAPO308147	SCHMD08738
OG0006586	CAPO300241	SCHMD14590
OG0006590	CAPO304634	SCHMD02740
OG0006591	CAPO306654	SCHMD02097
OG0006594	CAPO305352	SCHMD00507
OG0006595	CAPO306726	SCHMD08252
OG0006596	CAPO305496	SCHMD05657
OG0006597	CAPO306143	SCHMD04098
OG0006598	CAPO303505	SCHMD23134
OG0006600	CAPO300993	SCHMD12543, SCHMD20580
OG0006603	CAPO305246	SCHMD13311, SCHMD24906
OG0006604	CAPO301632	SCHMD12610
OG0006606	CAPO300627, CAPO305047	SCHMD11990
OG0006607	CAPO302836	SCHMD00025
OG0006608	CAPO304829	SCHMD21063
OG0006610	CAPO305635	SCHMD10412
OG0006614	CAPO307923	SCHMD05476
OG0006615	CAPO300892	SCHMD02189
OG0006616	CAPO302496	SCHMD12397
OG0006619	CAPO305225	SCHMD14686
OG0006622	CAPO307274	SCHMD16418, SCHMD16456
OG0006630	CAPO301318	SCHMD02436
OG0006631	CAPO302816	SCHMD24627, SCHMD24745
OG0006633	CAPO306794	SCHMD06460
OG0006636	CAPO304383	SCHMD09363
OG0006637	CAPO304312	SCHMD17064, SCHMD26047
OG0006640	CAPO308241	SCHMD09877
OG0006646	CAPO308061	SCHMD10329
OG0006648	CAPO300638	SCHMD13489, SCHMD23341
OG0006651	CAPO306376	SCHMD07289, SCHMD06082
OG0006655	CAPO306982	SCHMD00645
OG0006658	CAPO301723	SCHMD07703, SCHMD19832
OG0006662	CAPO305585	SCHMD11088, SCHMD02344
OG0006663	CAPO301399	SCHMD05461
OG0006664	CAPO302941	SCHMD29653, SCHMD01212
OG0006666	CAPO301682	SCHMD00843
OG0006667	CAPO305573	SCHMD02023
OG0006668	CAPO301053	SCHMD00035
OG0006669	CAPO301280	SCHMD15456
OG0006670	CAPO306366	SCHMD06283
OG0006671	CAPO307485	SCHMD02649
OG0006673	CAPO302685	SCHMD11139, SCHMD01947
OG0006677	CAPO304250	SCHMD28844
OG0006678	CAPO300092	SCHMD02351
OG0006680	CAPO301748	SCHMD07321, SCHMD04365
OG0006684	CAPO305512	SCHMD03196
OG0006686	CAPO307531	SCHMD05511
OG0006690	CAPO302172	SCHMD02600
OG0006691	CAPO305670	SCHMD14621
OG0006692	CAPO302647	SCHMD15336
OG0006693	CAPO302616	SCHMD00589
OG0006694	CAPO302438	SCHMD05629
OG0006695	CAPO302533	SCHMD06025
OG0006698	CAPO305852	SCHMD12118
OG0006702	CAPO307269	SCHMD29672
OG0006703	CAPO302601	SCHMD00739
OG0006706	CAPO303773	SCHMD12854
OG0006707	CAPO304129	SCHMD19389
OG0006708	CAPO304327	SCHMD01518
OG0006709	CAPO302993	SCHMD06005
OG0006712	CAPO307469	SCHMD13757
OG0006717	CAPO305633	SCHMD09869
OG0006718	CAPO306293	SCHMD01411, SCHMD28286
OG0006721	CAPO307315	SCHMD06116
OG0006722	CAPO304555	SCHMD18971, SCHMD24284
OG0006723	CAPO300019	SCHMD12671
OG0006725	CAPO301206	SCHMD15226
OG0006726	CAPO303375	SCHMD22403
OG0006727	CAPO306447	SCHMD01781
OG0006728	CAPO303411	SCHMD09693
OG0006729	CAPO302448	SCHMD09997, SCHMD07849
OG0006730	CAPO307696	SCHMD15242
OG0006733	CAPO306420	SCHMD02938
OG0006735	CAPO307764	SCHMD23549, SCHMD18150, SCHMD22619
OG0006736	CAPO301670	SCHMD17556, SCHMD11091
OG0006737	CAPO302977	SCHMD05655
OG0006741	CAPO306132	SCHMD21104, SCHMD16448, SCHMD23684, SCHMD14241, SCHMD07000
OG0006750	CAPO306076	SCHMD01587, SCHMD04443, SCHMD17273, SCHMD07663
OG0006752	CAPO301753	SCHMD12442
OG0006753	CAPO304199	SCHMD08285
OG0006754	CAPO307852, CAPO307231	SCHMD13342
OG0006755	CAPO304099	SCHMD10228
OG0006757	CAPO308250	SCHMD08426
OG0006758	CAPO303486	SCHMD05008, SCHMD10024
OG0006766	CAPO300327	SCHMD07248
OG0006769	CAPO304104	SCHMD02572
OG0006772	CAPO306103	SCHMD01476
OG0006776	CAPO307354, CAPO307229	SCHMD10792
OG0006777	CAPO308320	SCHMD08214
OG0006791	CAPO302265	SCHMD15752
OG0006826	CAPO306575	SCHMD05426
OG0006830	CAPO304885	SCHMD01740
OG0006833	CAPO307011	SCHMD25705, SCHMD22029
OG0006838	CAPO304346	SCHMD01402
OG0006842	CAPO303033	SCHMD07853
OG0006843	CAPO301783	SCHMD10166
OG0006844	CAPO303858	SCHMD10998
OG0006846	CAPO305985, CAPO301436	SCHMD24471
OG0006848	CAPO302750	SCHMD15273, SCHMD24879
OG0006853	CAPO305011	SCHMD21179
OG0006856	CAPO306926	SCHMD03115
OG0006857	CAPO304592	SCHMD03719
OG0006860	CAPO304880	SCHMD14888, SCHMD01768
OG0006862	CAPO306834	SCHMD08954
OG0006864	CAPO300266	SCHMD09900, SCHMD04996
OG0006867	CAPO304561	SCHMD19722
OG0006874	CAPO303002	SCHMD00242
OG0006875	CAPO300245	SCHMD14340
OG0006876	CAPO301384	SCHMD01180
OG0006877	CAPO303758	SCHMD28894, SCHMD14652
OG0006881	CAPO307302	SCHMD13107
OG0006886	CAPO308008	SCHMD04628
OG0006887	CAPO303330	SCHMD02004
OG0006889	CAPO305411	SCHMD19490
OG0006890	CAPO301774	SCHMD09977, SCHMD20846
OG0006892	CAPO306271	SCHMD06736, SCHMD03941
OG0006894	CAPO305493	SCHMD08244
OG0006895	CAPO305321	SCHMD25533, SCHMD25532
OG0006897	CAPO305270	SCHMD14554
OG0006901	CAPO301222	SCHMD00150
OG0006906	CAPO307116	SCHMD01345
OG0006914	CAPO302212	SCHMD02005
OG0006915	CAPO305363	SCHMD17740
OG0006918	CAPO303362	SCHMD02128
OG0006920	CAPO306461	SCHMD07640
OG0006923	CAPO302381	SCHMD18989, SCHMD10987
OG0006924	CAPO304320	SCHMD07270
OG0006926	CAPO303493	SCHMD18025, SCHMD24077
OG0006927	CAPO303700	SCHMD05483
OG0006931	CAPO300460	SCHMD09823
OG0006934	CAPO304656	SCHMD02940
OG0006937	CAPO300724	SCHMD07394
OG0006938	CAPO307064	SCHMD13105
OG0006939	CAPO300423	SCHMD19736, SCHMD17847
OG0006942	CAPO305131	SCHMD05106
OG0006944	CAPO301423	SCHMD23114, SCHMD00759
OG0006945	CAPO304257	SCHMD20350, SCHMD21540
OG0006948	CAPO307507	SCHMD10039
OG0006949	CAPO300866	SCHMD04433
OG0006951	CAPO302915	SCHMD04285
OG0006952	CAPO308002	SCHMD00571
OG0006957	CAPO304410	SCHMD21016, SCHMD16664
OG0006959	CAPO305847	SCHMD14675, SCHMD12735
OG0006960	CAPO306688	SCHMD15792, SCHMD13924
OG0006962	CAPO307572	SCHMD02602
OG0006964	CAPO306352	SCHMD05582, SCHMD05580
OG0006966	CAPO304695	SCHMD17179
OG0006967	CAPO303820	SCHMD06876
OG0006968	CAPO301435	SCHMD05919, SCHMD05918
OG0006973	CAPO306305	SCHMD01554
OG0006975	CAPO306893	SCHMD29017
OG0006977	CAPO305268	SCHMD21617, SCHMD19289
OG0006979	CAPO300168	SCHMD02713
OG0006980	CAPO305562	SCHMD03927
OG0006989	CAPO302679	SCHMD08387
OG0006990	CAPO300763	SCHMD14019
OG0006991	CAPO303392	SCHMD09527
OG0006993	CAPO305954	SCHMD23490, SCHMD16078, SCHMD15851, SCHMD12738
OG0006995	CAPO306435	SCHMD08290, SCHMD08291
OG0006998	CAPO301390	SCHMD12467
OG0006999	CAPO303913	SCHMD09727, SCHMD09154
OG0007001	CAPO305444	SCHMD11191
OG0007002	CAPO304225	SCHMD00096
OG0007003	CAPO302304	SCHMD03229
OG0007005	CAPO303654	SCHMD03780
OG0007009	CAPO305960	SCHMD28218, SCHMD00500
OG0007012	CAPO304946	SCHMD16864
OG0007013	CAPO303300	SCHMD20292, SCHMD25075
OG0007015	CAPO305278	SCHMD09946
OG0007017	CAPO301345	SCHMD24290, SCHMD13895
OG0007020	CAPO303562, CAPO308296	SCHMD10791, SCHMD11928, SCHMD29169
OG0007022	CAPO303253	SCHMD06207
OG0007024	CAPO302054	SCHMD18147
OG0007025	CAPO302785	SCHMD00852
OG0007030	CAPO303845	SCHMD11171
OG0007033	CAPO305180	SCHMD17177, SCHMD07596
OG0007040	CAPO306537	SCHMD17930
OG0007043	CAPO305780	SCHMD05387
OG0007045	CAPO305958	SCHMD01524
OG0007046	CAPO305591	SCHMD16357, SCHMD12630
OG0007047	CAPO305693	SCHMD10322
OG0007049	CAPO305031	SCHMD09136, SCHMD15529
OG0007050	CAPO307898	SCHMD12036
OG0007055	CAPO304778	SCHMD11222
OG0007057	CAPO304630	SCHMD19149, SCHMD23584, SCHMD21225, SCHMD10094, SCHMD17575
OG0007061	CAPO305340	SCHMD27956, SCHMD08961
OG0007062	CAPO302545	SCHMD05231
OG0007063	CAPO308261	SCHMD04487
OG0007065	CAPO301537	SCHMD08144
OG0007068	CAPO307887	SCHMD10943
OG0007071	CAPO301761	SCHMD18666
OG0007073	CAPO302936	SCHMD06841
OG0007084	CAPO307673	SCHMD10181, SCHMD10179
OG0007089	CAPO300706	SCHMD15126
OG0007090	CAPO300368	SCHMD24995
OG0007091	CAPO304945	SCHMD00684
OG0007092	CAPO304498, CAPO305528	SCHMD04952
OG0007093	CAPO308175	SCHMD00633
OG0007095	CAPO304293	SCHMD28386
OG0007097	CAPO302515	SCHMD00498
OG0007098	CAPO301993	SCHMD12814
OG0007105	CAPO303780	SCHMD08588
OG0007106	CAPO302226	SCHMD14679
OG0007112	CAPO303793	SCHMD09113
OG0007114	CAPO305243	SCHMD05373
OG0007118	CAPO306502	SCHMD01480
OG0007119	CAPO303656	SCHMD02099
OG0007122	CAPO302728	SCHMD04636
OG0007124	CAPO307876	SCHMD20734
OG0007128	CAPO303539	SCHMD15975
OG0007130	CAPO302224	SCHMD02010
OG0007133	CAPO305338	SCHMD09895, SCHMD05400, SCHMD01884, SCHMD19102
OG0007137	CAPO303287	SCHMD09300
OG0007139	CAPO302325	SCHMD08033
OG0007143	CAPO307276	SCHMD11402, SCHMD13435
OG0007144	CAPO301797	SCHMD09084, SCHMD13536
OG0007145	CAPO305008	SCHMD07094
OG0007151	CAPO304299	SCHMD20465, SCHMD17498
OG0007154	CAPO302715	SCHMD03260
OG0007158	CAPO303011	SCHMD27790, SCHMD22647
OG0007163	CAPO306908	SCHMD19963, SCHMD15559
OG0007165	CAPO300764	SCHMD00948
OG0007166	CAPO301841	SCHMD23432
OG0007173	CAPO305749	SCHMD27706, SCHMD26151
OG0007174	CAPO304732	SCHMD00679
OG0007175	CAPO300929	SCHMD13246, SCHMD11875
OG0007176	CAPO305825	SCHMD18255, SCHMD19246
OG0007180	CAPO300869	SCHMD13286
OG0007181	CAPO302549	SCHMD07932
OG0007183	CAPO303453	SCHMD09362
OG0007184	CAPO304626	SCHMD06567
OG0007186	CAPO306272	SCHMD00266
OG0007191	CAPO307327	SCHMD11992
OG0007192	CAPO307148	SCHMD00342, SCHMD29478
OG0007199	CAPO300510	SCHMD17527, SCHMD16964
OG0007202	CAPO302882	SCHMD29470, SCHMD29726
OG0007202	CAPO304706	SCHMD29468, SCHMD29452, SCHMD27338
OG0007202	CAPO305939	SCHMD29739, SCHMD29738
OG0007208	CAPO306253	SCHMD08490
OG0007248	CAPO305807	SCHMD14029
OG0007249	CAPO304279	SCHMD09627
OG0007251	CAPO307515	SCHMD02789, SCHMD03885
OG0007254	CAPO300342	SCHMD29104
OG0007258	CAPO301895	SCHMD01759
OG0007266	CAPO305560	SCHMD05229
OG0007269	CAPO305691	SCHMD04821
OG0007276	CAPO301595	SCHMD01128
OG0007279	CAPO302557	SCHMD14169, SCHMD22097
OG0007282	CAPO300960	SCHMD08071
OG0007291	CAPO307621	SCHMD01954
OG0007297	CAPO305876	SCHMD08767
OG0007300	CAPO301046	SCHMD08715, SCHMD12954
OG0007301	CAPO301996	SCHMD04999
OG0007304	CAPO306505	SCHMD06782
OG0007305	CAPO303443	SCHMD00236
OG0007307	CAPO304518, CAPO304185	SCHMD24523
OG0007314	CAPO307151	SCHMD18116, SCHMD20349, SCHMD17621
OG0007317	CAPO306655	SCHMD05271
OG0007319	CAPO300742	SCHMD07451
OG0007320	CAPO300324	SCHMD04201, SCHMD04200
OG0007321	CAPO307651	SCHMD14656
