Orthogroup	CAPO3	ASTMX
OG0004329	CAPO302035	ASTMX15933
OG0004331	CAPO305384	ASTMX20731
OG0004333	CAPO303439	ASTMX16807
OG0004335	CAPO302791	ASTMX17573, ASTMX17572, ASTMX08270
OG0004337	CAPO300958	ASTMX07526
OG0004338	CAPO300828	ASTMX09185
OG0004344	CAPO307152	ASTMX11823
OG0004345	CAPO306847	ASTMX10369
OG0004347	CAPO307703	ASTMX10356, ASTMX16195
OG0004348	CAPO306158	ASTMX00135
OG0004349	CAPO308184	ASTMX20719
OG0004350	CAPO300994	ASTMX08185
OG0004351	CAPO307239	ASTMX18315
OG0004352	CAPO300873	ASTMX09143
OG0004353	CAPO306055, CAPO306087	ASTMX06880
OG0004354	CAPO307581	ASTMX15197
OG0004355	CAPO303478	ASTMX00798, ASTMX18678
OG0004356	CAPO300159	ASTMX04362
OG0004357	CAPO303880	ASTMX02500, ASTMX15653
OG0004358	CAPO301323	ASTMX19968
OG0004359	CAPO305703	ASTMX18605
OG0004360	CAPO301752	ASTMX15044
OG0004361	CAPO308302	ASTMX02393
OG0004363	CAPO304580	ASTMX22585
OG0004364	CAPO305213	ASTMX04367
OG0004365	CAPO305948	ASTMX00459
OG0004368	CAPO306084	ASTMX03854, ASTMX18280
OG0004369	CAPO305592	ASTMX18368
OG0004370	CAPO302143	ASTMX20634
OG0004372	CAPO304892	ASTMX00507
OG0004373	CAPO308311	ASTMX00508
OG0004374	CAPO306983	ASTMX04921
OG0004375	CAPO305927	ASTMX02200
OG0004376	CAPO303203	ASTMX16199, ASTMX15209, ASTMX21366
OG0004377	CAPO303614	ASTMX14026
OG0004378	CAPO303140	ASTMX04399
OG0004379	CAPO300162	ASTMX10194, ASTMX14385
OG0004380	CAPO307847	ASTMX13490, ASTMX00413
OG0004381	CAPO300684	ASTMX13785
OG0004382	CAPO308307	ASTMX12397
OG0004383	CAPO301688	ASTMX10971, ASTMX10972
OG0004385	CAPO306534	ASTMX14351, ASTMX03407
OG0004388	CAPO303742	ASTMX12384
OG0004389	CAPO302416	ASTMX05471
OG0004390	CAPO300046	ASTMX10036
OG0004391	CAPO305468	ASTMX21782, ASTMX19036, ASTMX16024, ASTMX23079
OG0004392	CAPO303282	ASTMX02501
OG0004394	CAPO305886	ASTMX03919
OG0004396	CAPO300955	ASTMX09245
OG0004398	CAPO307605	ASTMX08130
OG0004399	CAPO301536	ASTMX16848, ASTMX19068, ASTMX16232
OG0004400	CAPO304368, CAPO302395	ASTMX02836, ASTMX08919
OG0004401	CAPO307684	ASTMX07375
OG0004405	CAPO302866	ASTMX08573
OG0004406	CAPO305558	ASTMX02714, ASTMX08096, ASTMX21645
OG0004413	CAPO301518	ASTMX00932, ASTMX00930, ASTMX00933, ASTMX00931
OG0004417	CAPO302119	ASTMX06465
OG0004421	CAPO303320	ASTMX00927
OG0004423	CAPO306935	ASTMX00839
OG0004425	CAPO302090	ASTMX05733, ASTMX18057
OG0004426	CAPO301784	ASTMX04608, ASTMX16512
OG0004428	CAPO302305	ASTMX08433
OG0004433	CAPO304000	ASTMX18365, ASTMX07393, ASTMX13601
OG0004459	CAPO300459	ASTMX01523
OG0004460	CAPO307206	ASTMX05378
OG0004461	CAPO305355	ASTMX02008, ASTMX09253
OG0004462	CAPO302893	ASTMX09565
OG0004465	CAPO303487	ASTMX07511
OG0004467	CAPO307496	ASTMX18837, ASTMX09624
OG0004468	CAPO307854	ASTMX10959, ASTMX17591
OG0004472	CAPO303803	ASTMX10876
OG0004474	CAPO300829	ASTMX02122
OG0004476	CAPO307856	ASTMX05902, ASTMX20801
OG0004479	CAPO303963	ASTMX09838
OG0004481	CAPO306702	ASTMX20550
OG0004483	CAPO303122	ASTMX22728, ASTMX00569
OG0004484	CAPO302152	ASTMX19181
OG0004486	CAPO307639	ASTMX13480, ASTMX20967
OG0004488	CAPO301849	ASTMX07090, ASTMX14739
OG0004489	CAPO305447	ASTMX09445, ASTMX10741
OG0004492	CAPO307196	ASTMX12431, ASTMX00984
OG0004494	CAPO306570	ASTMX11684
OG0004495	CAPO306359	ASTMX16876
OG0004496	CAPO303733	ASTMX06198
OG0004497	CAPO307202	ASTMX10903
OG0004498	CAPO305224	ASTMX21957, ASTMX11988
OG0004500	CAPO301850	ASTMX01231
OG0004501	CAPO301840	ASTMX11331
OG0004502	CAPO301779	ASTMX21917
OG0004503	CAPO300332	ASTMX18826, ASTMX17305
OG0004507	CAPO301894	ASTMX19380
OG0004508	CAPO301654	ASTMX13481
OG0004509	CAPO300500	ASTMX06478, ASTMX08851
OG0004511	CAPO303457	ASTMX13204, ASTMX09352
OG0004512	CAPO302842	ASTMX09673
OG0004513	CAPO303104	ASTMX09616, ASTMX22950
OG0004515	CAPO305182	ASTMX18895
OG0004516	CAPO306036, CAPO307859	ASTMX09891
OG0004517	CAPO305332	ASTMX21079, ASTMX21487
OG0004518	CAPO306412	ASTMX11208, ASTMX19137
OG0004519	CAPO307914	ASTMX15946, ASTMX15943
OG0004520	CAPO300090	ASTMX09208
OG0004523	CAPO304989	ASTMX10128
OG0004526	CAPO302498	ASTMX11185
OG0004527	CAPO302077	ASTMX05479
OG0004529	CAPO306628	ASTMX20454
OG0004530	CAPO304739	ASTMX01177, ASTMX13312, ASTMX00016
OG0004531	CAPO302345, CAPO307115	ASTMX11848
OG0004532	CAPO300005	ASTMX23033, ASTMX18715
OG0004533	CAPO306022	ASTMX05692
OG0004535	CAPO307124	ASTMX18252
OG0004537	CAPO306837	ASTMX12398
OG0004540	CAPO307351	ASTMX16758
OG0004542	CAPO306706	ASTMX01416
OG0004544	CAPO306563	ASTMX17104, ASTMX19349, ASTMX03432
OG0004545	CAPO307212	ASTMX18331
OG0004546	CAPO306808	ASTMX19300
OG0004547	CAPO304852	ASTMX02173, ASTMX00774
OG0004548	CAPO305113	ASTMX02398
OG0004551	CAPO301498	ASTMX09705
OG0004552	CAPO301361, CAPO306759	ASTMX05664
OG0004553	CAPO302768	ASTMX18683
OG0004555	CAPO301994	ASTMX12344, ASTMX13870
OG0004556	CAPO305616	ASTMX09133
OG0004558	CAPO307355	ASTMX08361
OG0004559	CAPO303756	ASTMX16403
OG0004561	CAPO304794	ASTMX11153
OG0004563	CAPO303030	ASTMX06425
OG0004564	CAPO301873	ASTMX04605, ASTMX17708
OG0004565	CAPO303409	ASTMX11337
OG0004569	CAPO303601	ASTMX13197
OG0004572	CAPO302719	ASTMX22215
OG0004573	CAPO305859	ASTMX21393
OG0004574	CAPO300276	ASTMX17761
OG0004577	CAPO307905	ASTMX22482, ASTMX22486, ASTMX01646
OG0004578	CAPO307713	ASTMX08973, ASTMX03318
OG0004579	CAPO308171	ASTMX02009, ASTMX00406, ASTMX00405
OG0004581	CAPO305629	ASTMX17856
OG0004582	CAPO304857	ASTMX10566
OG0004583	CAPO301319	ASTMX11040
OG0004585	CAPO307959	ASTMX12629
OG0004587	CAPO303576	ASTMX01635
OG0004588	CAPO307046	ASTMX07797
OG0004590	CAPO307910	ASTMX12148
OG0004592	CAPO307767	ASTMX21128
OG0004593	CAPO306311	ASTMX10160
OG0004595	CAPO305901	ASTMX20276
OG0004596	CAPO301763	ASTMX21772, ASTMX23076
OG0004596	CAPO300672	ASTMX21771
OG0004599	CAPO306185	ASTMX17955
OG0004600	CAPO306391	ASTMX03299, ASTMX20572
OG0004601	CAPO300529	ASTMX10374
OG0004602	CAPO307709	ASTMX16402
OG0004605	CAPO303013	ASTMX21168
OG0004609	CAPO305274	ASTMX09349
OG0004610	CAPO308217	ASTMX00616, ASTMX01729
OG0004611	CAPO305879, CAPO305850	ASTMX12112
OG0004612	CAPO307176	ASTMX00891
OG0004616	CAPO302661, CAPO307774	ASTMX05420
OG0004619	CAPO306976	ASTMX10202
OG0004621	CAPO301592	ASTMX15948, ASTMX10781
OG0004626	CAPO304074	ASTMX07085, ASTMX00423
OG0004627	CAPO302578	ASTMX06167
OG0004628	CAPO300844	ASTMX07376, ASTMX00478
OG0004629	CAPO300874	ASTMX09732
OG0004630	CAPO300032	ASTMX12900
OG0004633	CAPO306431	ASTMX10340
OG0004634	CAPO306443	ASTMX21447, ASTMX03049
OG0004635	CAPO305826	ASTMX21359
OG0004638	CAPO300328	ASTMX10394
OG0004639	CAPO304960	ASTMX09755
OG0004640	CAPO305391	ASTMX04537
OG0004641	CAPO301192	ASTMX09734, ASTMX21642
OG0004642	CAPO303810	ASTMX09115
OG0004643	CAPO303111	ASTMX03452
OG0004644	CAPO308177	ASTMX03881, ASTMX08159
OG0004646	CAPO304987	ASTMX09023, ASTMX02418
OG0004648	CAPO306796	ASTMX04919
OG0004649	CAPO308035	ASTMX21812, ASTMX14367
OG0004651	CAPO307192	ASTMX23026, ASTMX10743
OG0004652	CAPO307126	ASTMX08809
OG0004654	CAPO304098	ASTMX14086
OG0004655	CAPO300932	ASTMX07374
OG0004656	CAPO306315	ASTMX23052, ASTMX08149
OG0004657	CAPO300965	ASTMX04352, ASTMX11354
OG0004658	CAPO302853	ASTMX08137
OG0004659	CAPO305571	ASTMX05376
OG0004663	CAPO307060	ASTMX15210
OG0004664	CAPO304024	ASTMX02245
OG0004668	CAPO307032	ASTMX04572
OG0004670	CAPO301141	ASTMX04458
OG0004671	CAPO303199	ASTMX09351
OG0004672	CAPO300788	ASTMX13847
OG0004673	CAPO305181	ASTMX22640, ASTMX13608
OG0004674	CAPO301298	ASTMX13549
OG0004675	CAPO300152	ASTMX22086
OG0004676	CAPO305483	ASTMX09682
OG0004678	CAPO306062	ASTMX10360
OG0004679	CAPO307020	ASTMX03517
OG0004682	CAPO302643	ASTMX13860
OG0004685	CAPO300514	ASTMX05980, ASTMX05981, ASTMX21111
OG0004687	CAPO300850	ASTMX17747
OG0004690	CAPO302294	ASTMX15817, ASTMX19767
OG0004691	CAPO301832	ASTMX08190
OG0004692	CAPO306711	ASTMX19513
OG0004694	CAPO302831	ASTMX10468
OG0004695	CAPO304127	ASTMX08918
OG0004696	CAPO303339	ASTMX08445
OG0004697	CAPO308157	ASTMX08243, ASTMX14868
OG0004699	CAPO305801	ASTMX03526
OG0004700	CAPO305394	ASTMX01878
OG0004702	CAPO306323	ASTMX16136
OG0004703	CAPO302281	ASTMX16339
OG0004707	CAPO307222	ASTMX04666
OG0004708	CAPO302589	ASTMX03531
OG0004711	CAPO307614	ASTMX01167
OG0004728	CAPO306092	ASTMX16601
OG0004732	CAPO307742, CAPO303065	ASTMX17824
OG0004733	CAPO303723	ASTMX03336
OG0004738	CAPO307391	ASTMX15009
OG0004739	CAPO305372	ASTMX01533
OG0004740	CAPO303587	ASTMX01383
OG0004743	CAPO305537	ASTMX22641, ASTMX21462
OG0004744	CAPO307377	ASTMX11067
OG0004747	CAPO305266	ASTMX11118
OG0004748	CAPO300851	ASTMX17862
OG0004749	CAPO303738	ASTMX05672, ASTMX11474
OG0004752	CAPO300189	ASTMX05758
OG0004753	CAPO307970	ASTMX14663, ASTMX14662
OG0004756	CAPO300650	ASTMX00750
OG0004757	CAPO300079	ASTMX09497
OG0004758	CAPO307791	ASTMX02568
OG0004759	CAPO301731	ASTMX04596
OG0004760	CAPO302986	ASTMX06740
OG0004761	CAPO301372	ASTMX19381
OG0004763	CAPO303189	ASTMX00187
OG0004764	CAPO306665	ASTMX11545
OG0004765	CAPO300145	ASTMX06481, ASTMX03980, ASTMX18652
OG0004766	CAPO300107	ASTMX20851
OG0004767	CAPO304258	ASTMX14323
OG0004768	CAPO302814	ASTMX18499, ASTMX04088
OG0004769	CAPO305909	ASTMX03147
OG0004770	CAPO306549	ASTMX03246
OG0004774	CAPO302467	ASTMX13494
OG0004775	CAPO308292	ASTMX12051, ASTMX15019
OG0004781	CAPO302855	ASTMX04349
OG0004784	CAPO300506	ASTMX04221
OG0004785	CAPO301223	ASTMX00088
OG0004786	CAPO306813	ASTMX18911
OG0004787	CAPO300677	ASTMX17803
OG0004788	CAPO303606	ASTMX15199, ASTMX15200
OG0004792	CAPO304121, CAPO301355	ASTMX05051, ASTMX07317
OG0004793	CAPO303691	ASTMX22702, ASTMX02707
OG0004794	CAPO302268	ASTMX01326
OG0004795	CAPO306522	ASTMX05972, ASTMX05970
OG0004797	CAPO308248	ASTMX01374
OG0004801	CAPO301409	ASTMX13146
OG0004803	CAPO304966	ASTMX12168
OG0004805	CAPO301148	ASTMX17184
OG0004808	CAPO300921	ASTMX12766
OG0004810	CAPO307085	ASTMX07139
OG0004811	CAPO304670	ASTMX01063
OG0004812	CAPO300913	ASTMX00611
OG0004813	CAPO302301	ASTMX04314, ASTMX04313, ASTMX15768
OG0004814	CAPO305193	ASTMX17584
OG0004815	CAPO306099	ASTMX08935
OG0004817	CAPO300646	ASTMX12043, ASTMX12042
OG0004819	CAPO303489	ASTMX15293
OG0004820	CAPO301474	ASTMX09906
OG0004822	CAPO303272	ASTMX00033
OG0004823	CAPO301131	ASTMX01742
OG0004825	CAPO303625	ASTMX02968
OG0004826	CAPO302318	ASTMX14076
OG0004828	CAPO300795	ASTMX12673, ASTMX13965
OG0004829	CAPO306677	ASTMX10275
OG0004830	CAPO304259, CAPO301109	ASTMX08309
OG0004831	CAPO302539	ASTMX19674, ASTMX05766, ASTMX15225
OG0004832	CAPO300644	ASTMX09813
OG0004833	CAPO307386, CAPO307385	ASTMX21278
OG0004835	CAPO307142	ASTMX10629, ASTMX19042
OG0004836	CAPO300476	ASTMX11723
OG0004837	CAPO306341	ASTMX20179, ASTMX03053
OG0004838	CAPO300483	ASTMX04291
OG0004840	CAPO301303	ASTMX14200
OG0004841	CAPO301073	ASTMX18590
OG0004842	CAPO307208	ASTMX13856
OG0004843	CAPO302296	ASTMX19279
OG0004844	CAPO308225	ASTMX16456
OG0004845	CAPO300244	ASTMX22764, ASTMX22763
OG0004846	CAPO302634	ASTMX21774
OG0004849	CAPO302897	ASTMX19610
OG0004851	CAPO304052	ASTMX22196, ASTMX05198
OG0004852	CAPO305241	ASTMX16773
OG0004853	CAPO306818	ASTMX16777
OG0004854	CAPO307677	ASTMX16706
OG0004855	CAPO307136	ASTMX15354
OG0004856	CAPO307877	ASTMX03921
OG0004857	CAPO305126	ASTMX13192
OG0004857	CAPO301665	ASTMX13191
OG0004858	CAPO306514	ASTMX07798
OG0004859	CAPO305955	ASTMX13253, ASTMX06675
OG0004861	CAPO300721	ASTMX11133, ASTMX01367
OG0004863	CAPO300215	ASTMX10195
OG0004864	CAPO306175	ASTMX02024
OG0004869	CAPO301505	ASTMX01051
OG0004873	CAPO305056	ASTMX03516
OG0004874	CAPO302314	ASTMX20507, ASTMX20425
OG0004875	CAPO305599	ASTMX18068
OG0004880	CAPO307520	ASTMX15783
OG0004881	CAPO301856	ASTMX15117
OG0004882	CAPO307657	ASTMX07207
OG0004883	CAPO304269	ASTMX07829, ASTMX04973
OG0004884	CAPO306875	ASTMX01376
OG0004886	CAPO304598	ASTMX08550
OG0004887	CAPO303252	ASTMX00826
OG0004889	CAPO302860	ASTMX06905
OG0004892	CAPO308266	ASTMX02468, ASTMX14455
OG0004893	CAPO305797	ASTMX00909
OG0004894	CAPO308103	ASTMX05509, ASTMX03891
OG0004895	CAPO301412	ASTMX03528
OG0004896	CAPO301146, CAPO308332	ASTMX11207
OG0004897	CAPO300624	ASTMX12184
OG0004898	CAPO300846	ASTMX22116
OG0004899	CAPO304701	ASTMX14002
OG0004900	CAPO300509	ASTMX07332
OG0004901	CAPO301170	ASTMX16988, ASTMX15706
OG0004902	CAPO305853	ASTMX11594, ASTMX19515, ASTMX04220
OG0004903	CAPO304775	ASTMX06135
OG0004904	CAPO304100	ASTMX14848, ASTMX14847
OG0004907	CAPO307254	ASTMX16192, ASTMX16193
OG0004911	CAPO305750	ASTMX01411, ASTMX14318
OG0004913	CAPO306717	ASTMX20630, ASTMX05601
OG0004914	CAPO301519	ASTMX09637
OG0004917	CAPO303374	ASTMX11316
OG0004919	CAPO308082	ASTMX14565
OG0004920	CAPO302580	ASTMX06669
OG0004922	CAPO306550	ASTMX06819
OG0004923	CAPO307943	ASTMX04376
OG0004924	CAPO304606	ASTMX08721
OG0004927	CAPO304855	ASTMX05809, ASTMX01409
OG0004928	CAPO304691	ASTMX17494
OG0004929	CAPO304111	ASTMX11232, ASTMX13975
OG0004932	CAPO306081, CAPO305804	ASTMX06430, ASTMX01756
OG0004934	CAPO305066	ASTMX20054
OG0004935	CAPO302835	ASTMX15814
OG0004936	CAPO306298	ASTMX11002, ASTMX17543
OG0004938	CAPO308159	ASTMX20508
OG0004940	CAPO305630	ASTMX13411
OG0004943	CAPO306001	ASTMX21703
OG0004944	CAPO302056	ASTMX00962
OG0004946	CAPO305515	ASTMX01300
OG0004947	CAPO307579	ASTMX07813, ASTMX22832, ASTMX12085
OG0004948	CAPO305331	ASTMX00235
OG0004949	CAPO304026	ASTMX15357
OG0004950	CAPO300642	ASTMX09826
OG0004952	CAPO301776	ASTMX16514, ASTMX08098
OG0004953	CAPO306623	ASTMX04723, ASTMX03271
OG0004954	CAPO303229	ASTMX03794
OG0004958	CAPO302197	ASTMX04055
OG0004960	CAPO300258	ASTMX10884
OG0004961	CAPO305777	ASTMX04879
OG0004962	CAPO301438	ASTMX12564
OG0004963	CAPO303805	ASTMX13193
OG0004964	CAPO302916	ASTMX19113
OG0004968	CAPO307145	ASTMX01701
OG0004969	CAPO303678	ASTMX20329, ASTMX04336
OG0004970	CAPO303748	ASTMX16953
OG0004971	CAPO302327	ASTMX06556, ASTMX14404
OG0004972	CAPO304289	ASTMX19694
OG0004973	CAPO305642	ASTMX08762
OG0004976	CAPO304478	ASTMX04084
OG0004977	CAPO304350	ASTMX07866
OG0004978	CAPO308306	ASTMX01183
OG0004979	CAPO303118	ASTMX02633
OG0004980	CAPO300807	ASTMX04239, ASTMX01545
OG0004981	CAPO306326	ASTMX19679
OG0004982	CAPO301351	ASTMX11187
OG0004983	CAPO300176	ASTMX13162, ASTMX09959
OG0004985	CAPO304816	ASTMX04039, ASTMX00936
OG0004987	CAPO306240	ASTMX20608
OG0004988	CAPO305623	ASTMX10618
OG0004989	CAPO300323	ASTMX09209
OG0004990	CAPO305712	ASTMX18682
OG0004991	CAPO302271	ASTMX07106, ASTMX00790
OG0004993	CAPO302747	ASTMX07792
OG0004997	CAPO300456	ASTMX18859
OG0004999	CAPO302635	ASTMX21997
OG0005002	CAPO305114	ASTMX02942
OG0005003	CAPO303837	ASTMX16662
OG0005005	CAPO303017	ASTMX17666
OG0005006	CAPO301015	ASTMX20275, ASTMX10445
OG0005007	CAPO300658	ASTMX11155, ASTMX07553
OG0005009	CAPO303190	ASTMX06193
OG0005010	CAPO304378	ASTMX01535
OG0005013	CAPO304066	ASTMX13322
OG0005014	CAPO307825	ASTMX05106
OG0005015	CAPO300946	ASTMX09654
OG0005016	CAPO305499	ASTMX05796
OG0005021	CAPO304690	ASTMX07555, ASTMX16936, ASTMX09199, ASTMX06488
OG0005038	CAPO301658	ASTMX22848
OG0005040	CAPO300876	ASTMX21394
OG0005044	CAPO307084	ASTMX14019, ASTMX14371
OG0005046	CAPO304846	ASTMX02595
OG0005047	CAPO305932	ASTMX10208
OG0005048	CAPO300857	ASTMX16675
OG0005053	CAPO302547	ASTMX02927
OG0005057	CAPO303573	ASTMX01204
OG0005058	CAPO306731	ASTMX05172, ASTMX05171
OG0005059	CAPO300063	ASTMX20578
OG0005061	CAPO306602	ASTMX06788
OG0005062	CAPO302106	ASTMX09411
OG0005064	CAPO300249	ASTMX13920, ASTMX00897
OG0005067	CAPO302289	ASTMX18763
OG0005068	CAPO306513	ASTMX16919, ASTMX19933
OG0005069	CAPO300204	ASTMX17496
OG0005071	CAPO305606	ASTMX21213, ASTMX15673, ASTMX17632
OG0005073	CAPO305547	ASTMX03667
OG0005075	CAPO307362	ASTMX16075
OG0005076	CAPO302885	ASTMX00261
OG0005077	CAPO302160	ASTMX05530
OG0005081	CAPO307065	ASTMX02871
OG0005083	CAPO302388	ASTMX15267
OG0005084	CAPO307421, CAPO301121	ASTMX14272, ASTMX00601
OG0005086	CAPO302959	ASTMX09453
OG0005088	CAPO307772	ASTMX02350
OG0005089	CAPO303888	ASTMX00320
OG0005090	CAPO303909	ASTMX12929
OG0005091	CAPO305179	ASTMX01146
OG0005092	CAPO301418	ASTMX04051
OG0005093	CAPO303716	ASTMX10254, ASTMX08147
OG0005094	CAPO303630	ASTMX07243
OG0005095	CAPO301660	ASTMX02584
OG0005096	CAPO301964	ASTMX19910
OG0005097	CAPO304365	ASTMX07724
OG0005099	CAPO305916	ASTMX17671
OG0005100	CAPO306219	ASTMX09835
OG0005103	CAPO300625	ASTMX14378, ASTMX01203
OG0005104	CAPO303053	ASTMX02574
OG0005106	CAPO301403	ASTMX06182
OG0005107	CAPO304194	ASTMX07188
OG0005108	CAPO301196	ASTMX21312
OG0005109	CAPO301209	ASTMX15464
OG0005111	CAPO302727	ASTMX04785
OG0005113	CAPO300389	ASTMX01342
OG0005114	CAPO305096	ASTMX03136, ASTMX08759
OG0005115	CAPO304298	ASTMX14033, ASTMX14337
OG0005119	CAPO304215	ASTMX15110
OG0005120	CAPO304593	ASTMX11663
OG0005121	CAPO301715	ASTMX14569
OG0005124	CAPO305507	ASTMX11128
OG0005127	CAPO307277	ASTMX02286
OG0005128	CAPO305144	ASTMX11050, ASTMX03688
OG0005130	CAPO305368	ASTMX19558
OG0005132	CAPO300384	ASTMX13021, ASTMX03644
OG0005138	CAPO300009	ASTMX13420
OG0005139	CAPO302205	ASTMX09824, ASTMX09825
OG0005140	CAPO300700, CAPO302173	ASTMX13245
OG0005142	CAPO304715	ASTMX18327
OG0005143	CAPO304926	ASTMX11158
OG0005144	CAPO306416	ASTMX02847
OG0005145	CAPO302299	ASTMX20549, ASTMX20548
OG0005146	CAPO303659	ASTMX16525
OG0005147	CAPO302069	ASTMX19494, ASTMX03331
OG0005149	CAPO302171	ASTMX22181
OG0005150	CAPO301944	ASTMX04685, ASTMX04597, ASTMX17294
OG0005151	CAPO302626	ASTMX01693
OG0005152	CAPO307737	ASTMX17467
OG0005154	CAPO307643	ASTMX02669, ASTMX17834
OG0005155	CAPO304712	ASTMX05603, ASTMX12964, ASTMX12965
OG0005156	CAPO305254	ASTMX19860
OG0005157	CAPO301711	ASTMX13223, ASTMX20193
OG0005158	CAPO300547	ASTMX17101, ASTMX16749
OG0005160	CAPO300741	ASTMX09653
OG0005163	CAPO305704	ASTMX03172
OG0005164	CAPO307846	ASTMX08734
OG0005167	CAPO303298	ASTMX19913
OG0005168	CAPO306745	ASTMX01259
OG0005169	CAPO303886	ASTMX04846
OG0005172	CAPO306565	ASTMX06251
OG0005175	CAPO305645	ASTMX22227
OG0005176	CAPO300767	ASTMX23001, ASTMX10613
OG0005178	CAPO300199	ASTMX11220
OG0005179	CAPO306190	ASTMX22758
OG0005180	CAPO308188	ASTMX01614
OG0005181	CAPO300793	ASTMX19497
OG0005182	CAPO300394	ASTMX18969, ASTMX10026
OG0005183	CAPO304256	ASTMX09009
OG0005184	CAPO307619	ASTMX00015
OG0005185	CAPO305409	ASTMX07424
OG0005187	CAPO300108	ASTMX16233
OG0005188	CAPO307366, CAPO308331	ASTMX05449, ASTMX05450
OG0005192	CAPO302320	ASTMX17319
OG0005193	CAPO300973	ASTMX03377
OG0005194	CAPO306243	ASTMX18820, ASTMX20809
OG0005196	CAPO306636	ASTMX00351
OG0005200	CAPO307301	ASTMX14747, ASTMX06789
OG0005201	CAPO300421	ASTMX09265
OG0005202	CAPO300013	ASTMX01441
OG0005203	CAPO304416	ASTMX02783
OG0005205	CAPO302576	ASTMX22828, ASTMX11962
OG0005206	CAPO301965	ASTMX19711
OG0005208	CAPO303001	ASTMX11365
OG0005209	CAPO300492	ASTMX20888
OG0005210	CAPO301315	ASTMX12339
OG0005212	CAPO300331	ASTMX05143
OG0005214	CAPO304556	ASTMX03908
OG0005216	CAPO304567	ASTMX19239
OG0005217	CAPO303096, CAPO306650	ASTMX16210, ASTMX16211
OG0005221	CAPO306723	ASTMX02710
OG0005222	CAPO305567	ASTMX02585
OG0005223	CAPO302922	ASTMX12005
OG0005224	CAPO300521	ASTMX12266
OG0005228	CAPO300902	ASTMX09952
OG0005229	CAPO300950	ASTMX03904
OG0005230	CAPO305306	ASTMX00194
OG0005231	CAPO307526	ASTMX19976
OG0005233	CAPO307259	ASTMX05278
OG0005234	CAPO306586, CAPO305435	ASTMX22434
OG0005237	CAPO300405	ASTMX03931
OG0005238	CAPO307942	ASTMX07794
OG0005239	CAPO305851	ASTMX12889
OG0005240	CAPO302162	ASTMX06424
OG0005241	CAPO301367	ASTMX03193
OG0005243	CAPO302946	ASTMX12679
OG0005244	CAPO301413	ASTMX15820
OG0005245	CAPO305774	ASTMX02634
OG0005247	CAPO305218	ASTMX15805
OG0005249	CAPO306769	ASTMX14339, ASTMX15074
OG0005250	CAPO304032	ASTMX20937, ASTMX20938
OG0005251	CAPO306449	ASTMX11424
OG0005253	CAPO307867	ASTMX15216, ASTMX15217
OG0005254	CAPO304356	ASTMX22805, ASTMX15508
OG0005255	CAPO303838, CAPO300416, CAPO307726	ASTMX08497
OG0005257	CAPO302797	ASTMX18110
OG0005258	CAPO301990	ASTMX09450
OG0005259	CAPO303873	ASTMX09417, ASTMX00937
OG0005261	CAPO305240	ASTMX03799
OG0005262	CAPO301884	ASTMX05707
OG0005265	CAPO305767	ASTMX10582
OG0005267	CAPO300315	ASTMX04206
OG0005268	CAPO302457	ASTMX00234
OG0005269	CAPO303868	ASTMX13957
OG0005271	CAPO303459	ASTMX05819
OG0005272	CAPO300142	ASTMX09393
OG0005273	CAPO302742	ASTMX12139
OG0005275	CAPO301557	ASTMX09473
OG0005277	CAPO302973, CAPO308033	ASTMX12888
OG0005278	CAPO306576, CAPO308328	ASTMX07074
OG0005279	CAPO304182	ASTMX00419
OG0005280	CAPO306635	ASTMX22026
OG0005285	CAPO302006	ASTMX05026
OG0005287	CAPO307607	ASTMX06861, ASTMX20892
OG0005289	CAPO304679	ASTMX19644
OG0005290	CAPO305632	ASTMX02825
OG0005292	CAPO300881	ASTMX00560
OG0005293	CAPO303402	ASTMX11714
OG0005294	CAPO306913	ASTMX06056, ASTMX21746, ASTMX21747
OG0005295	CAPO304907	ASTMX15102, ASTMX08476
OG0005298	CAPO307279	ASTMX10269
OG0005299	CAPO304069	ASTMX18237
OG0005300	CAPO304452	ASTMX15884
OG0005301	CAPO307444	ASTMX22011, ASTMX20565
OG0005303	CAPO304454	ASTMX16315
OG0005305	CAPO301003	ASTMX21922
OG0005309	CAPO306631	ASTMX02733, ASTMX17559
OG0005312	CAPO307454, CAPO303466	ASTMX10751
OG0005314	CAPO302074	ASTMX16432, ASTMX07287
OG0005315	CAPO302427	ASTMX18049
OG0005316	CAPO301704	ASTMX20099
OG0005317	CAPO307168	ASTMX23039, ASTMX00041
OG0005318	CAPO308249	ASTMX08983
OG0005319	CAPO302638	ASTMX06590
OG0005322	CAPO308079	ASTMX02667, ASTMX18301
OG0005323	CAPO307349	ASTMX18846
OG0005324	CAPO303901	ASTMX17566
OG0005325	CAPO301092	ASTMX02689, ASTMX21716
OG0005326	CAPO303331	ASTMX06119, ASTMX11751
OG0005359	CAPO300630	ASTMX16089
OG0005360	CAPO303782	ASTMX11012
OG0005364	CAPO300756	ASTMX16228
OG0005365	CAPO303866	ASTMX22649
OG0005366	CAPO300645	ASTMX09738
OG0005370	CAPO303423	ASTMX01058
OG0005371	CAPO306407	ASTMX08633
OG0005373	CAPO302507	ASTMX21823
OG0005374	CAPO300609	ASTMX10258
OG0005375	CAPO305216	ASTMX14091
OG0005377	CAPO307926	ASTMX12160, ASTMX13200, ASTMX13201
OG0005378	CAPO301284	ASTMX09455
OG0005379	CAPO303714	ASTMX14846
