Orthogroup	CAPO3	AENJA_ok
OG0006603	CAPO305246	AENJA_14155
OG0006604	CAPO301632	AENJA_14442
OG0006606	CAPO300627, CAPO305047	AENJA_14515
OG0006607	CAPO302836	AENJA_14537
OG0006608	CAPO304829	AENJA_14551
OG0006609	CAPO304156	AENJA_14599
OG0006610	CAPO305635	AENJA_14663
OG0006611	CAPO303370	AENJA_14698
OG0006612	CAPO303674	AENJA_14752
OG0006613	CAPO305926	AENJA_14809
OG0006614	CAPO307923	AENJA_14867
OG0006615	CAPO300892	AENJA_14938
OG0006616	CAPO302496	AENJA_14986
OG0006617	CAPO304084	AENJA_15260
OG0006619	CAPO305225	AENJA_15520
OG0006622	CAPO307274	AENJA_15726
OG0006625	CAPO304287	AENJA_15915
OG0006627	CAPO300634	AENJA_16099
OG0006630	CAPO301318	AENJA_16229
OG0006631	CAPO302816	AENJA_16356
OG0006633	CAPO306794	AENJA_16566
OG0006636	CAPO304383	AENJA_16904
OG0006637	CAPO304312	AENJA_16936
OG0006638	CAPO302167	AENJA_17173
OG0006640	CAPO308241	AENJA_17469, AENJA_17468
OG0006642	CAPO303206	AENJA_17957
OG0006646	CAPO308061	AENJA_18164
OG0006648	CAPO300638	AENJA_18295
OG0006651	CAPO306376	AENJA_18736
OG0006655	CAPO306982	AENJA_18965
OG0006657	CAPO304665	AENJA_19172
OG0006658	CAPO301723	AENJA_19247
OG0006662	CAPO305585	AENJA_19418
OG0006663	CAPO301399	AENJA_19913
OG0006664	CAPO302941	AENJA_20021
OG0006666	CAPO301682	AENJA_20282
OG0006667	CAPO305573	AENJA_20411
OG0006668	CAPO301053	AENJA_20635
OG0006669	CAPO301280	AENJA_20657
OG0006670	CAPO306366	AENJA_20698
OG0006671	CAPO307485	AENJA_20873, AENJA_23403, AENJA_23400
OG0006673	CAPO302685	AENJA_21048
OG0006677	CAPO304250	AENJA_21488
OG0006678	CAPO300092	AENJA_21492
OG0006680	CAPO301748	AENJA_21658
OG0006681	CAPO305354	AENJA_21662
OG0006684	CAPO305512	AENJA_21920
OG0006686	CAPO307531	AENJA_21966
OG0006690	CAPO302172	AENJA_22269
OG0006691	CAPO305670	AENJA_22370, AENJA_22371
OG0006692	CAPO302647	AENJA_22551
OG0006693	CAPO302616	AENJA_22852
OG0006694	CAPO302438	AENJA_22901
OG0006695	CAPO302533	AENJA_23014
OG0006696	CAPO303681	AENJA_23027
OG0006698	CAPO305852	AENJA_23158
OG0006702	CAPO307269	AENJA_23319
OG0006703	CAPO302601	AENJA_23320
OG0006704	CAPO305136	AENJA_23386
OG0006706	CAPO303773	AENJA_23532
OG0006707	CAPO304129	AENJA_23660
OG0006708	CAPO304327	AENJA_23725
OG0006709	CAPO302993	AENJA_23753
OG0006710	CAPO307958	AENJA_23788
OG0006712	CAPO307469	AENJA_24048
OG0006714	CAPO301000	AENJA_24177
OG0006716	CAPO302196	AENJA_24408
OG0006717	CAPO305633	AENJA_24478
OG0006718	CAPO306293	AENJA_24834
OG0006719	CAPO302454	AENJA_24866
OG0006721	CAPO307315	AENJA_25013
OG0006722	CAPO304555	AENJA_25021
OG0006723	CAPO300019	AENJA_25106
OG0006724	CAPO300231	AENJA_25107
OG0006725	CAPO301206	AENJA_25269
OG0006726	CAPO303375	AENJA_25361
OG0006727	CAPO306447	AENJA_25527
OG0006728	CAPO303411	AENJA_25577
OG0006729	CAPO302448	AENJA_25600
OG0006730	CAPO307696	AENJA_25804
OG0006732	CAPO301757	AENJA_25874, AENJA_25873
OG0006733	CAPO306420	AENJA_25909
OG0006735	CAPO307764	AENJA_25987
OG0006736	CAPO301670	AENJA_26061
OG0006737	CAPO302977	AENJA_26062
OG0006738	CAPO305285	AENJA_26156
OG0006740	CAPO304581	AENJA_26597
OG0006741	CAPO306132	AENJA_26632
OG0006826	CAPO306575	AENJA_00120
OG0006827	CAPO306579	AENJA_00301, AENJA_11922
OG0006830	CAPO304885	AENJA_00399
OG0006833	CAPO307011	AENJA_00518
OG0006838	CAPO304346	AENJA_07404, AENJA_01046
OG0006842	CAPO303033	AENJA_01166
OG0006843	CAPO301783	AENJA_01195
OG0006844	CAPO303858	AENJA_01201
OG0006845	CAPO304222	AENJA_01223
OG0006846	CAPO305985, CAPO301436	AENJA_01258
OG0006848	CAPO302750	AENJA_01367
OG0006849	CAPO306709	AENJA_01449
OG0006850	CAPO300307	AENJA_01611, AENJA_09638
OG0006853	CAPO305011	AENJA_01775, AENJA_26577
OG0006856	CAPO306926	AENJA_02009
OG0006857	CAPO304592	AENJA_02010
OG0006860	CAPO304880	AENJA_02208
OG0006862	CAPO306834	AENJA_02464, AENJA_02470
OG0006864	CAPO300266	AENJA_02623
OG0006865	CAPO300579	AENJA_02658
OG0006867	CAPO304561	AENJA_02777
OG0006868	CAPO304824	AENJA_02779
OG0006869	CAPO303718	AENJA_02815
OG0006870	CAPO305471	AENJA_03121
OG0006872	CAPO305763, CAPO306267	AENJA_03174
OG0006874	CAPO303002	AENJA_03384
OG0006875	CAPO300245	AENJA_03390
OG0006876	CAPO301384	AENJA_23472
OG0006877	CAPO303758	AENJA_03567
OG0006880	CAPO300637	AENJA_03927
OG0006881	CAPO307302	AENJA_03938
OG0006886	CAPO308008	AENJA_04283
OG0006887	CAPO303330	AENJA_04451
OG0006888	CAPO300481	AENJA_04455
OG0006889	CAPO305411	AENJA_04547
OG0006890	CAPO301774	AENJA_04581
OG0006892	CAPO306271	AENJA_04736
OG0006893	CAPO308281	AENJA_04839
OG0006894	CAPO305493	AENJA_04847
OG0006895	CAPO305321	AENJA_05148
OG0006897	CAPO305270	AENJA_05372
OG0006898	CAPO307616	AENJA_05379
OG0006901	CAPO301222	AENJA_05820
OG0006904	CAPO301235	AENJA_06127
OG0006906	CAPO307116	AENJA_06221
OG0006912	CAPO306387	AENJA_16892, AENJA_06887
OG0006914	CAPO302212	AENJA_06926
OG0006915	CAPO305363	AENJA_07017
OG0006916	CAPO306266	AENJA_07034
OG0006918	CAPO303362	AENJA_07427
OG0006920	CAPO306461	AENJA_07564
OG0006923	CAPO303076	AENJA_07625
OG0006924	CAPO304320	AENJA_07755
OG0006925	CAPO306734	AENJA_07849
OG0006926	CAPO303493	AENJA_07851
OG0006927	CAPO303700	AENJA_07880
OG0006930	CAPO301522	AENJA_25953, AENJA_08036, AENJA_25950
OG0006931	CAPO300460	AENJA_08049
OG0006932	CAPO305813	AENJA_08083
OG0006934	CAPO304656	AENJA_08104
OG0006935	CAPO305404	AENJA_08143
OG0006936	CAPO301255	AENJA_08149
OG0006937	CAPO300724	AENJA_08252
OG0006938	CAPO307064	AENJA_25925, AENJA_08279
OG0006939	CAPO300423	AENJA_08295
OG0006940	CAPO308295	AENJA_08348
OG0006942	CAPO305131	AENJA_08411
OG0006943	CAPO300653	AENJA_08418
OG0006944	CAPO301423	AENJA_08469
OG0006945	CAPO304257	AENJA_08489
OG0006947	CAPO303778	AENJA_08826
OG0006948	CAPO307507	AENJA_08864
OG0006949	CAPO300866	AENJA_08970
OG0006951	CAPO302915	AENJA_09267
OG0006952	CAPO308002	AENJA_09338
OG0006953	CAPO302825	AENJA_09368
OG0006957	CAPO304410	AENJA_09490
OG0006959	CAPO305847	AENJA_09576
OG0006960	CAPO306688	AENJA_09586
OG0006962	CAPO307572	AENJA_09772
OG0006964	CAPO306352	AENJA_09897
OG0006966	CAPO304695	AENJA_10045
OG0006967	CAPO303820	AENJA_10081
OG0006968	CAPO301435	AENJA_10127
OG0006969	CAPO306618	AENJA_10132
OG0006970	CAPO304851	AENJA_10289
OG0006971	CAPO303658	AENJA_10382
OG0006973	CAPO306305	AENJA_10893
OG0006975	CAPO306893	AENJA_11111
OG0006977	CAPO305268	AENJA_11169
OG0006978	CAPO304336	AENJA_11351
OG0006979	CAPO300168	AENJA_11435
OG0006980	CAPO305562	AENJA_11690, AENJA_11689
OG0006982	CAPO305716	AENJA_11710
OG0006983	CAPO300916	AENJA_11791
OG0006989	CAPO302679	AENJA_12558
OG0006990	CAPO300763	AENJA_12603
OG0006991	CAPO303392	AENJA_12675
OG0006992	CAPO305345	AENJA_12702
OG0006992	CAPO305740	AENJA_16070
OG0006993	CAPO305954	AENJA_12848
OG0006994	CAPO306564	AENJA_12854
OG0006995	CAPO306435	AENJA_12859
OG0006997	CAPO304873	AENJA_12913
OG0006998	CAPO301390	AENJA_12939
OG0006999	CAPO303913	AENJA_12940
OG0007001	CAPO305444	AENJA_13134
OG0007002	CAPO304225	AENJA_13189
OG0007003	CAPO302304	AENJA_13349
OG0007005	CAPO303654	AENJA_13425
OG0007007	CAPO302408	AENJA_13468
OG0007009	CAPO305960	AENJA_13674
OG0007010	CAPO301780	AENJA_13687
OG0007011	CAPO301128	AENJA_13688
OG0007012	CAPO304946	AENJA_13835
OG0007013	CAPO303300	AENJA_13842
OG0007015	CAPO305278	AENJA_13940
OG0007016	CAPO304972	AENJA_14164
OG0007017	CAPO301345	AENJA_14235
OG0007018	CAPO300889	AENJA_14287
OG0007019	CAPO304408	AENJA_14311
OG0007020	CAPO303562, CAPO308296	AENJA_14431
OG0007021	CAPO306622	AENJA_14523
OG0007022	CAPO303253	AENJA_15952, AENJA_14634
OG0007024	CAPO302054	AENJA_14840
OG0007025	CAPO302785	AENJA_14972, AENJA_14969
OG0007026	CAPO304159	AENJA_15107
OG0007029	CAPO302104	AENJA_15661
OG0007030	CAPO303845	AENJA_15706
OG0007032	CAPO304830	AENJA_15768
OG0007033	CAPO305180	AENJA_15780
OG0007034	CAPO306932	AENJA_15916
OG0007038	CAPO302068	AENJA_16109
OG0007040	CAPO306537	AENJA_16156
OG0007042	CAPO307996	AENJA_16299
OG0007043	CAPO305780	AENJA_19281, AENJA_16342
OG0007044	CAPO307221	AENJA_16556
OG0007045	CAPO305958	AENJA_16721
OG0007046	CAPO305591	AENJA_16840
OG0007047	CAPO305693	AENJA_16899
OG0007048	CAPO302164	AENJA_16937
OG0007049	CAPO305031	AENJA_17013
OG0007050	CAPO307898	AENJA_20342, AENJA_17182
OG0007055	CAPO304778	AENJA_17474
OG0007057	CAPO304630	AENJA_17685
OG0007058	CAPO301734, CAPO304572	AENJA_17757
OG0007059	CAPO303590, CAPO303318	AENJA_17918
OG0007061	CAPO305340	AENJA_18086
OG0007062	CAPO302545	AENJA_18177
OG0007063	CAPO308261	AENJA_18189
OG0007065	CAPO301537	AENJA_18236
OG0007068	CAPO307887	AENJA_18386
OG0007069	CAPO307200	AENJA_18431
OG0007071	CAPO301761	AENJA_18814, AENJA_20432
OG0007072	CAPO306160	AENJA_18830
OG0007073	CAPO302936	AENJA_18861
OG0007074	CAPO306910	AENJA_19061
OG0007076	CAPO300474	AENJA_19406
OG0007081	CAPO305760	AENJA_19829
OG0007084	CAPO307673	AENJA_20378
OG0007086	CAPO306079	AENJA_20436
OG0007089	CAPO300706	AENJA_20594
OG0007090	CAPO300368	AENJA_20659
OG0007091	CAPO304945	AENJA_23355, AENJA_20692
OG0007092	CAPO304498, CAPO305528	AENJA_20784
OG0007093	CAPO308175	AENJA_20890
OG0007094	CAPO301835	AENJA_20950
OG0007095	CAPO304293	AENJA_21007
OG0007097	CAPO302515	AENJA_21089
OG0007098	CAPO301993	AENJA_21303
OG0007099	CAPO304218	AENJA_21375
OG0007100	CAPO302645	AENJA_21409
OG0007105	CAPO303780	AENJA_21751
OG0007106	CAPO302226	AENJA_21772
OG0007112	CAPO303793	AENJA_22684
OG0007114	CAPO305243	AENJA_22816
OG0007118	CAPO306502	AENJA_23161
OG0007119	CAPO303656	AENJA_23375
OG0007121	CAPO305337	AENJA_23568
OG0007122	CAPO302728	AENJA_23581
OG0007124	CAPO307876	AENJA_23735
OG0007127	CAPO305077	AENJA_24302
OG0007128	CAPO303539	AENJA_24308
OG0007130	CAPO302224	AENJA_24363
OG0007131	CAPO304315	AENJA_24469
OG0007132	CAPO301608	AENJA_24649
OG0007133	CAPO305338	AENJA_24825
OG0007134	CAPO302517	AENJA_24826
OG0007137	CAPO303287	AENJA_25069
OG0007138	CAPO307436	AENJA_25134
OG0007139	CAPO302325	AENJA_25183
OG0007141	CAPO306130	AENJA_25287
OG0007143	CAPO307276	AENJA_25363
OG0007144	CAPO301797	AENJA_25491
OG0007145	CAPO305008	AENJA_25560
OG0007146	CAPO306800	AENJA_25582
OG0007147	CAPO305032	AENJA_25613
OG0007150	CAPO304704	AENJA_26056
OG0007151	CAPO304299	AENJA_26211
OG0007154	CAPO302715	AENJA_26509
OG0007248	CAPO305807	AENJA_00004
OG0007249	CAPO304279	AENJA_00124
OG0007251	CAPO307515	AENJA_00324
OG0007254	CAPO300342	AENJA_00931
OG0007258	CAPO301895	AENJA_01436, AENJA_11453
OG0007261	CAPO306348	AENJA_01593
OG0007266	CAPO305560	AENJA_08462, AENJA_02257
OG0007269	CAPO305691	AENJA_02569
OG0007272	CAPO303817, CAPO303673	AENJA_02756
OG0007273	CAPO305134	AENJA_02792
OG0007276	CAPO301595	AENJA_02931
OG0007279	CAPO302557	AENJA_03339
OG0007281	CAPO304423	AENJA_03420
OG0007282	CAPO300960	AENJA_03431
OG0007283	CAPO304757	AENJA_03462
OG0007291	CAPO307621	AENJA_03983
OG0007292	CAPO302024	AENJA_04105
OG0007293	CAPO301970	AENJA_04149, AENJA_04148
OG0007297	CAPO305876	AENJA_04494
OG0007299	CAPO308254	AENJA_04574
OG0007300	CAPO301046	AENJA_04647
OG0007301	CAPO301996	AENJA_04686
OG0007302	CAPO307174	AENJA_04963
OG0007303	CAPO302064	AENJA_05104
OG0007304	CAPO306505	AENJA_05122
OG0007305	CAPO303443	AENJA_05241
OG0007307	CAPO304518, CAPO304185	AENJA_05325
OG0007309	CAPO300726	AENJA_05768
OG0007313	CAPO302761	AENJA_10867, AENJA_06071
OG0007314	CAPO307151	AENJA_06139
OG0007315	CAPO300478	AENJA_24540, AENJA_10374, AENJA_06256, AENJA_24544
OG0007317	CAPO306655	AENJA_06549
OG0007319	CAPO300742	AENJA_06656
OG0007320	CAPO300324	AENJA_06780
OG0007321	CAPO307651	AENJA_06818
OG0007322	CAPO301300	AENJA_06900
OG0007325	CAPO305675	AENJA_07023
OG0007326	CAPO304342	AENJA_07134
OG0007329	CAPO306408	AENJA_07623
OG0007330	CAPO300366	AENJA_07724
OG0007335	CAPO304929	AENJA_08730
OG0007336	CAPO304895	AENJA_08744
OG0007339	CAPO300192	AENJA_08839
OG0007341	CAPO300898	AENJA_08963
OG0007342	CAPO300397	AENJA_09009
OG0007343	CAPO305744	AENJA_09011
OG0007347	CAPO302872	AENJA_09485
OG0007348	CAPO307161	AENJA_09604
OG0007350	CAPO306078	AENJA_09700
OG0007352	CAPO306052	AENJA_09848
OG0007353	CAPO302025	AENJA_10075
OG0007354	CAPO303485	AENJA_10138
OG0007355	CAPO307111	AENJA_10292, AENJA_10291
OG0007356	CAPO306331	AENJA_10363
OG0007357	CAPO304967	AENJA_10365
OG0007358	CAPO304741	AENJA_10512
OG0007361	CAPO305039	AENJA_10793
OG0007363	CAPO304834	AENJA_10957
OG0007364	CAPO303075	AENJA_10959
OG0007365	CAPO306500	AENJA_10977
OG0007366	CAPO305485	AENJA_11206
OG0007367	CAPO305088	AENJA_11272
OG0007368	CAPO305250	AENJA_11301
OG0007369	CAPO300391	AENJA_11422
OG0007371	CAPO305453	AENJA_11627
OG0007372	CAPO307960	AENJA_11631
OG0007373	CAPO301099	AENJA_11675
OG0007376	CAPO302556	AENJA_11779
OG0007377	CAPO306927	AENJA_11839
OG0007378	CAPO307557	AENJA_11927
OG0007379	CAPO305130	AENJA_12106
OG0007380	CAPO300141	AENJA_12373
OG0007381	CAPO303646	AENJA_12457
OG0007382	CAPO305525	AENJA_12498
OG0007385	CAPO304120	AENJA_12739
OG0007387	CAPO304030	AENJA_12902
OG0007388	CAPO306166	AENJA_13027
OG0007391	CAPO304827	AENJA_13207
OG0007392	CAPO303501	AENJA_13312
OG0007393	CAPO301859	AENJA_13334
OG0007395	CAPO302788	AENJA_13363
OG0007396	CAPO302581	AENJA_13626
OG0007397	CAPO300434	AENJA_13692
OG0007399	CAPO306050	AENJA_14225
OG0007401	CAPO302124	AENJA_14395
OG0007402	CAPO306401	AENJA_14648
OG0007405	CAPO303800	AENJA_15366
OG0007407	CAPO306953	AENJA_15377
OG0007408	CAPO303491	AENJA_15439
OG0007409	CAPO305402	AENJA_15440
OG0007411	CAPO300699	AENJA_15681
OG0007412	CAPO302107	AENJA_15771
OG0007413	CAPO305882	AENJA_15882
OG0007414	CAPO300363	AENJA_16065
OG0007415	CAPO307758, CAPO301270	AENJA_16254
OG0007417	CAPO303652	AENJA_16596
OG0007418	CAPO300947	AENJA_20071, AENJA_16895
OG0007421	CAPO301566	AENJA_17319
OG0007422	CAPO301771	AENJA_17772
OG0007424	CAPO304349	AENJA_17849
OG0007425	CAPO303896	AENJA_17864
OG0007428	CAPO301768	AENJA_18355
OG0007431	CAPO304150	AENJA_19346
OG0007432	CAPO307504	AENJA_19403, AENJA_19402
OG0007433	CAPO307042	AENJA_19654
OG0007437	CAPO302606	AENJA_19860
OG0007439	CAPO300813	AENJA_20396
OG0007440	CAPO302516	AENJA_20434
OG0007441	CAPO304615	AENJA_20556
OG0007442	CAPO308291	AENJA_20655
OG0007446	CAPO303088	AENJA_20884
OG0007447	CAPO301482	AENJA_20921
OG0007451	CAPO303173	AENJA_21528
OG0007455	CAPO303919	AENJA_21828
OG0007456	CAPO301020	AENJA_21979
OG0007457	CAPO302854	AENJA_22032
OG0007458	CAPO300350	AENJA_22067
OG0007459	CAPO304746	AENJA_22258
OG0007462	CAPO300088	AENJA_22556
OG0007463	CAPO300212	AENJA_22661
OG0007466	CAPO300471	AENJA_22881
OG0007470	CAPO304669	AENJA_23296
OG0007471	CAPO307438	AENJA_23384
OG0007472	CAPO302245	AENJA_23719
OG0007473	CAPO303433	AENJA_23755
OG0007476	CAPO303558	AENJA_24225
OG0007478	CAPO301266	AENJA_24685
OG0007480	CAPO306792	AENJA_24812
OG0007482	CAPO307266	AENJA_25120
OG0007483	CAPO300503	AENJA_25192
OG0007484	CAPO302421	AENJA_25231
OG0007488	CAPO308146	AENJA_26049
OG0007490	CAPO303421	AENJA_26187
OG0007491	CAPO304949	AENJA_26237
OG0007494	CAPO300105	AENJA_26703
OG0007496	CAPO306996	AENJA_26719
OG0007498	CAPO306301	AENJA_26807
OG0007582	CAPO305253	AENJA_00047
OG0007586	CAPO305648	AENJA_00380
OG0007588	CAPO306467	AENJA_00505
OG0007591	CAPO302671	AENJA_01019
OG0007594	CAPO307951	AENJA_01198
OG0007597	CAPO302699	AENJA_01698
OG0007601	CAPO303119	AENJA_02054
OG0007602	CAPO307324	AENJA_02165
OG0007603	CAPO301881	AENJA_02214
OG0007604	CAPO302471	AENJA_02267
OG0007606	CAPO303879	AENJA_02354
OG0007607	CAPO304420	AENJA_02368
OG0007611	CAPO300602	AENJA_03132
OG0007613	CAPO304725	AENJA_03179
OG0007614	CAPO307463	AENJA_03537, AENJA_03213
OG0007615	CAPO302208	AENJA_03386
OG0007616	CAPO305524	AENJA_03409
OG0007617	CAPO306965	AENJA_03469, AENJA_22388
OG0007619	CAPO307079	AENJA_03762
OG0007621	CAPO302700	AENJA_03833
OG0007622	CAPO304123	AENJA_03944
OG0007624	CAPO306507	AENJA_04295
OG0007629	CAPO306379	AENJA_05160
OG0007633	CAPO303133	AENJA_05570
OG0007634	CAPO301291	AENJA_05650
OG0007640	CAPO305938	AENJA_06871
OG0007646	CAPO303345	AENJA_07683
OG0007648	CAPO303467	AENJA_07744
OG0007649	CAPO300338	AENJA_08154
OG0007653	CAPO304087	AENJA_08664
OG0007656	CAPO306133	AENJA_08929
OG0007657	CAPO302526	AENJA_09241
OG0007660	CAPO308074	AENJA_10005
OG0007663	CAPO303269	AENJA_10256
OG0007666	CAPO302483	AENJA_10298
OG0007673	CAPO306691	AENJA_10620
OG0007674	CAPO307516	AENJA_10687
OG0007676	CAPO301687	AENJA_10773
OG0007677	CAPO302393	AENJA_10946
OG0007680	CAPO301892	AENJA_11179
OG0007685	CAPO307242	AENJA_11330
OG0007686	CAPO307006	AENJA_11496
OG0007687	CAPO301616	AENJA_11514
OG0007690	CAPO306330	AENJA_11693
OG0007691	CAPO306763	AENJA_11787
OG0007692	CAPO304764	AENJA_11895
OG0007694	CAPO300777	AENJA_12365
OG0007698	CAPO302218	AENJA_13006
OG0007699	CAPO308210	AENJA_13050
OG0007704	CAPO307102	AENJA_13789
OG0007708	CAPO302223	AENJA_14019
OG0007709	CAPO305895	AENJA_14142
OG0007712	CAPO301491	AENJA_14241
OG0007713	CAPO305624	AENJA_14256
OG0007714	CAPO301857	AENJA_14298
OG0007721	CAPO303794	AENJA_15418
OG0007722	CAPO300661	AENJA_15592
OG0007727	CAPO301122	AENJA_15914
OG0007728	CAPO300608	AENJA_16033
OG0007729	CAPO302375	AENJA_16470
OG0007732	CAPO302232	AENJA_16743
OG0007739	CAPO306247	AENJA_17580
OG0007741	CAPO305702	AENJA_17929
OG0007744	CAPO302276	AENJA_18288
OG0007749	CAPO303871	AENJA_19022
OG0007751	CAPO306625	AENJA_19310
OG0007752	CAPO303736	AENJA_19359
OG0007754	CAPO307268	AENJA_19398
OG0007757	CAPO305840	AENJA_20316, AENJA_19847
OG0007758	CAPO302132	AENJA_19933
OG0007759	CAPO304951	AENJA_20025
OG0007760	CAPO305618, CAPO303194	AENJA_20050
OG0007765	CAPO302630	AENJA_21015, AENJA_21016, AENJA_21017
OG0007766	CAPO305894	AENJA_21034
OG0007767	CAPO304549	AENJA_21313
OG0007768	CAPO305420	AENJA_21314
OG0007769	CAPO301827	AENJA_21372
OG0007770	CAPO306211	AENJA_21605
OG0007771	CAPO302978	AENJA_21609
OG0007772	CAPO304662	AENJA_21724
OG0007773	CAPO302396	AENJA_21739
OG0007776	CAPO303389	AENJA_22036
OG0007781	CAPO301676	AENJA_22495
OG0007782	CAPO301686	AENJA_22500
OG0007783	CAPO302092	AENJA_22584
OG0007784	CAPO307704	AENJA_22600
OG0007786	CAPO302428	AENJA_22814
OG0007787	CAPO307455	AENJA_22832
OG0007789	CAPO305782	AENJA_22873
OG0007791	CAPO305711	AENJA_23000
OG0007793	CAPO308075	AENJA_23139
OG0007794	CAPO300123	AENJA_23230
OG0007801	CAPO304268	AENJA_24750
OG0007802	CAPO304335, CAPO304333	AENJA_24870
OG0007803	CAPO301792	AENJA_24900
OG0007804	CAPO302116	AENJA_24903
OG0007807	CAPO300823	AENJA_25659
OG0007810	CAPO306480	AENJA_25829
OG0007811	CAPO303448	AENJA_26163
OG0007813	CAPO300842	AENJA_26599
OG0007908	CAPO305292	AENJA_00151
OG0007912	CAPO300094	AENJA_00261
OG0007913	CAPO303796	AENJA_00323, AENJA_00322
OG0007917	CAPO301739	AENJA_00555
OG0007918	CAPO306768	AENJA_00566
OG0007926	CAPO306159	AENJA_01125
OG0007929	CAPO305925	AENJA_01377
OG0007934	CAPO306627, CAPO304422	AENJA_02342
OG0007936	CAPO302586	AENJA_02595
OG0007941	CAPO303397	AENJA_03147
OG0007943	CAPO303432	AENJA_03467
OG0007947	CAPO304390	AENJA_04228
OG0007948	CAPO300847	AENJA_04332
OG0007950	CAPO302604, CAPO302599, CAPO300705	AENJA_26320, AENJA_04755
OG0007952	CAPO304443	AENJA_04832
OG0007957	CAPO307185	AENJA_05563
OG0007958	CAPO307613	AENJA_05678
OG0007961	CAPO300412	AENJA_06200, AENJA_16860
OG0007962	CAPO304291	AENJA_06266
OG0007966	CAPO300853	AENJA_07217
OG0007967	CAPO303649	AENJA_15664, AENJA_07274, AENJA_07275
OG0007968	CAPO302503	AENJA_07308
OG0007971	CAPO306113	AENJA_07915
OG0007973	CAPO303148	AENJA_08075
OG0007974	CAPO308066	AENJA_08318
OG0007975	CAPO300899	AENJA_08715
OG0007978	CAPO300419	AENJA_09030
OG0007979	CAPO301049	AENJA_09318
OG0007982	CAPO306558	AENJA_09685
OG0007983	CAPO304535, CAPO302820	AENJA_10038
OG0007984	CAPO304783	AENJA_10051
OG0007986	CAPO301210	AENJA_10340
OG0007988	CAPO307013	AENJA_10830
OG0007990	CAPO302135	AENJA_10859
OG0007991	CAPO303503	AENJA_10934
OG0007994	CAPO307783	AENJA_11379
OG0007996	CAPO301705	AENJA_11555
OG0007997	CAPO302071	AENJA_11624
OG0007999	CAPO305183	AENJA_12234
OG0008000	CAPO303381	AENJA_12523
OG0008002	CAPO306531	AENJA_12792
OG0008005	CAPO303144	AENJA_13251
OG0008006	CAPO303383	AENJA_13422
OG0008008	CAPO306044	AENJA_13549
OG0008011	CAPO308001	AENJA_13712
OG0008012	CAPO301194	AENJA_13763
OG0008013	CAPO300786	AENJA_13764
OG0008016	CAPO307694	AENJA_14093, AENJA_22562
OG0008017	CAPO306337	AENJA_14642
OG0008018	CAPO303249	AENJA_14739
OG0008020	CAPO300340	AENJA_14835
OG0008025	CAPO300183	AENJA_15451
OG0008027	CAPO300126	AENJA_15598
OG0008028	CAPO308036	AENJA_15742
OG0008030	CAPO303940	AENJA_16003
OG0008031	CAPO301663	AENJA_16038
OG0008038	CAPO303434	AENJA_16974
OG0008041	CAPO304528	AENJA_18132
OG0008045	CAPO304124	AENJA_19218
OG0008046	CAPO303942	AENJA_19488
OG0008049	CAPO303430	AENJA_20688
OG0008050	CAPO301839	AENJA_20740
OG0008051	CAPO306666	AENJA_20858
OG0008053	CAPO307475	AENJA_21398
OG0008055	CAPO304973	AENJA_21571
OG0008056	CAPO305715	AENJA_21612
OG0008060	CAPO301527	AENJA_21856
OG0008062	CAPO307985	AENJA_21983
OG0008069	CAPO302773	AENJA_23295
OG0008071	CAPO303085	AENJA_23380
OG0008072	CAPO304116	AENJA_23402
OG0008075	CAPO304938	AENJA_24721
OG0008077	CAPO303807	AENJA_24893
OG0008079	CAPO305873	AENJA_25100
OG0008082	CAPO303589	AENJA_25191
OG0008083	CAPO305526	AENJA_25219
OG0008085	CAPO306772, CAPO306778	AENJA_25493
OG0008088	CAPO303270	AENJA_25970
OG0008091	CAPO301577	AENJA_26699
OG0008196	CAPO305556	AENJA_00317
OG0008201	CAPO303869	AENJA_01208
OG0008202	CAPO303070	AENJA_01325
OG0008203	CAPO300798	AENJA_01357
OG0008204	CAPO303341	AENJA_01376
OG0008206	CAPO300194	AENJA_11972, AENJA_01666
OG0008208	CAPO301623	AENJA_01852
OG0008219	CAPO303960	AENJA_03031
OG0008230	CAPO302415	AENJA_04035
OG0008234	CAPO303355	AENJA_04854
OG0008238	CAPO301578	AENJA_05620
OG0008239	CAPO300821	AENJA_05646
OG0008244	CAPO305920	AENJA_05897
OG0008247	CAPO301105	AENJA_06106
OG0008249	CAPO305940	AENJA_06670
OG0008251	CAPO306974	AENJA_06866
OG0008252	CAPO301636	AENJA_06985
OG0008254	CAPO307977	AENJA_07508
OG0008256	CAPO302660	AENJA_08183
OG0008260	CAPO300752	AENJA_08627
OG0008263	CAPO305878	AENJA_08668
OG0008266	CAPO300538	AENJA_09057, AENJA_13356
OG0008267	CAPO305434	AENJA_09216
OG0008268	CAPO307500	AENJA_09330
OG0008269	CAPO301506	AENJA_09331
OG0008270	CAPO300872	AENJA_09342
OG0008271	CAPO300716	AENJA_09398
OG0008272	CAPO308267	AENJA_09453
OG0008273	CAPO300883	AENJA_09471
OG0008281	CAPO304839	AENJA_10162
OG0008283	CAPO300148	AENJA_10286
OG0008295	CAPO301876	AENJA_16657, AENJA_11908
OG0008297	CAPO301044	AENJA_12037
OG0008299	CAPO302513	AENJA_12113
OG0008304	CAPO304565	AENJA_12570
OG0008305	CAPO307576	AENJA_12858
OG0008307	CAPO301267	AENJA_13011
OG0008308	CAPO301770	AENJA_13121
