Orthogroup	CAPO3	DROME
OG0006625	CAPO304287	DROME13491
OG0006630	CAPO301318	DROME13179, DROME15908
OG0006631	CAPO302816	DROME06287
OG0006633	CAPO306794	DROME10769
OG0006636	CAPO304383	DROME02119
OG0006637	CAPO304312	DROME01008
OG0006638	CAPO302167	DROME10155
OG0006640	CAPO308241	DROME00615
OG0006642	CAPO303206	DROME08951
OG0006646	CAPO308061	DROME15373
OG0006648	CAPO300638	DROME03907, DROME03908
OG0006651	CAPO306376	DROME04694
OG0006655	CAPO306982	DROME18847
OG0006657	CAPO304665	DROME19456, DROME19455
OG0006658	CAPO301723	DROME21096
OG0006662	CAPO305585	DROME19864
OG0006663	CAPO301399	DROME13134
OG0006664	CAPO302941	DROME04463
OG0006666	CAPO301682	DROME07406, DROME07405, DROME07404, DROME07403
OG0006667	CAPO305573	DROME06736
OG0006668	CAPO301053	DROME09203, DROME09202, DROME09204
OG0006669	CAPO301280	DROME09383
OG0006670	CAPO306366	DROME03282
OG0006673	CAPO302685	DROME03524
OG0006677	CAPO304250	DROME21382
OG0006678	CAPO300092	DROME02009
OG0006681	CAPO305354	DROME07359, DROME07360
OG0006684	CAPO305512	DROME10607
OG0006686	CAPO307531	DROME10194
OG0006690	CAPO302172	DROME00556
OG0006691	CAPO305670	DROME16256
OG0006692	CAPO302647	DROME03538
OG0006694	CAPO302438	DROME08808
OG0006695	CAPO302533	DROME15570
OG0006698	CAPO305852	DROME10462, DROME10461
OG0006702	CAPO307269	DROME02407
OG0006703	CAPO302601	DROME12345
OG0006706	CAPO303773	DROME18775
OG0006707	CAPO304129	DROME19785
OG0006708	CAPO304327	DROME07913
OG0006709	CAPO302993	DROME12082
OG0006710	CAPO307958	DROME13063, DROME13065, DROME13064
OG0006712	CAPO307469	DROME09518, DROME09519
OG0006714	CAPO301000	DROME13246
OG0006717	CAPO305633	DROME10030
OG0006718	CAPO306293	DROME15073
OG0006719	CAPO302454	DROME11683
OG0006721	CAPO307315	DROME06897
OG0006722	CAPO304555	DROME04394
OG0006723	CAPO300019	DROME17509
OG0006724	CAPO300231	DROME13169
OG0006725	CAPO301206	DROME01185
OG0006726	CAPO303375	DROME11357
OG0006727	CAPO306447	DROME13434
OG0006728	CAPO303411	DROME19775
OG0006730	CAPO307696	DROME11063, DROME10467
OG0006732	CAPO301757	DROME16398
OG0006733	CAPO306420	DROME12191, DROME12192
OG0006735	CAPO307764	DROME21577
OG0006736	CAPO301670	DROME10186
OG0006737	CAPO302977	DROME08119
OG0006741	CAPO306132	DROME13025
OG0006745	CAPO304913	DROME12660
OG0006750	CAPO306076	DROME09705
OG0006753	CAPO304199	DROME16826
OG0006754	CAPO307852, CAPO307231	DROME03000
OG0006755	CAPO304099	DROME13740
OG0006757	CAPO308250	DROME14155
OG0006758	CAPO303486	DROME17868, DROME17867
OG0006760	CAPO300357	DROME19427
OG0006766	CAPO300327	DROME03426
OG0006769	CAPO304104	DROME06420
OG0006772	CAPO306103	DROME15798, DROME09251
OG0006777	CAPO308320	DROME18870, DROME18871
OG0006791	CAPO302265	DROME09378, DROME09358, DROME12573, DROME15344
OG0006826	CAPO306575	DROME14383
OG0006830	CAPO304885	DROME11906
OG0006833	CAPO307011	DROME06375
OG0006838	CAPO304346	DROME08307
OG0006842	CAPO303033	DROME20782
OG0006843	CAPO301783	DROME06952
OG0006844	CAPO303858	DROME01743
OG0006845	CAPO304222	DROME17007
OG0006846	CAPO305985, CAPO301436	DROME08329
OG0006849	CAPO306709	DROME03499
OG0006856	CAPO306926	DROME17826
OG0006857	CAPO304592	DROME13855
OG0006860	CAPO304880	DROME20680, DROME20679
OG0006862	CAPO306834	DROME15144
OG0006864	CAPO300266	DROME02889
OG0006865	CAPO300579	DROME12006
OG0006868	CAPO304824	DROME14011, DROME14010
OG0006870	CAPO305471	DROME14456
OG0006874	CAPO303002	DROME19509
OG0006875	CAPO300245	DROME18909
OG0006876	CAPO301384	DROME04074
OG0006877	CAPO303758	DROME14060
OG0006880	CAPO300637	DROME13822
OG0006881	CAPO307302	DROME07121
OG0006886	CAPO308008	DROME21253
OG0006887	CAPO303330	DROME13817
OG0006888	CAPO300481	DROME19638
OG0006889	CAPO305411	DROME21560, DROME21559
OG0006890	CAPO301774	DROME08143
OG0006892	CAPO306271	DROME00140
OG0006893	CAPO308281	DROME12133
OG0006894	CAPO305493	DROME05303
OG0006895	CAPO305321	DROME01866
OG0006897	CAPO305270	DROME19217
OG0006898	CAPO307616	DROME10588, DROME10587
OG0006901	CAPO301222	DROME11048, DROME14826
OG0006906	CAPO307116	DROME15670
OG0006914	CAPO302212	DROME08141
OG0006918	CAPO303362	DROME03248
OG0006920	CAPO306461	DROME01129
OG0006923	CAPO302381	DROME11746
OG0006924	CAPO304320	DROME14721
OG0006925	CAPO306734	DROME11109
OG0006926	CAPO303493	DROME00053
OG0006927	CAPO303700	DROME11010
OG0006931	CAPO300460	DROME11546
OG0006932	CAPO305813	DROME16429
OG0006934	CAPO304656	DROME00627
OG0006935	CAPO305404	DROME17600
OG0006936	CAPO301255	DROME12923
OG0006937	CAPO300724	DROME00527
OG0006938	CAPO307064	DROME14949
OG0006940	CAPO308295	DROME19018, DROME19017
OG0006942	CAPO305131	DROME17406
OG0006943	CAPO300653	DROME05311, DROME05310, DROME05312
OG0006944	CAPO301423	DROME07597
OG0006945	CAPO304257	DROME04092, DROME04093
OG0006948	CAPO307507	DROME10887
OG0006949	CAPO300866	DROME17510
OG0006951	CAPO302915	DROME19073
OG0006952	CAPO308002	DROME11379
OG0006953	CAPO302825	DROME15970
OG0006957	CAPO304410	DROME16961
OG0006959	CAPO305847	DROME10650
OG0006960	CAPO306688	DROME21228
OG0006962	CAPO307572	DROME03277
OG0006964	CAPO306352	DROME19570
OG0006966	CAPO304695	DROME12638, DROME12639
OG0006967	CAPO303820	DROME01193
OG0006968	CAPO301435	DROME19323
OG0006969	CAPO306618	DROME16910
OG0006970	CAPO304851	DROME11918
OG0006971	CAPO303658	DROME11799, DROME11798
OG0006973	CAPO306305	DROME15580
OG0006975	CAPO306893	DROME07368
OG0006977	CAPO305268	DROME16367
OG0006979	CAPO300168	DROME08887
OG0006980	CAPO305562	DROME12138
OG0006982	CAPO305716	DROME16125
OG0006983	CAPO300916	DROME07189
OG0006989	CAPO302679	DROME21716, DROME21715, DROME01750
OG0006990	CAPO300763	DROME10642
OG0006991	CAPO303392	DROME04692
OG0006992	CAPO305345, CAPO305740	DROME13157
OG0006994	CAPO306564	DROME04632
OG0006995	CAPO306435	DROME04021
OG0006997	CAPO304873	DROME06801
OG0006998	CAPO301390	DROME01960
OG0006999	CAPO303913	DROME11377
OG0007001	CAPO305444	DROME08011
OG0007002	CAPO304225	DROME07791
OG0007003	CAPO302304	DROME00287
OG0007005	CAPO303654	DROME09757
OG0007007	CAPO302408	DROME00847
OG0007009	CAPO305960	DROME17681
OG0007010	CAPO301780	DROME01605
OG0007011	CAPO301128	DROME20885
OG0007012	CAPO304946	DROME22023
OG0007013	CAPO303300	DROME01987
OG0007015	CAPO305278	DROME19728
OG0007016	CAPO304972	DROME20048
OG0007017	CAPO301345	DROME16395
OG0007018	CAPO300889	DROME04944
OG0007021	CAPO306622	DROME20584
OG0007022	CAPO303253	DROME14811
OG0007024	CAPO302054	DROME17667, DROME19376
OG0007025	CAPO302785	DROME04842
OG0007029	CAPO302104	DROME01489
OG0007030	CAPO303845	DROME20793
OG0007032	CAPO304830	DROME01322
OG0007033	CAPO305180	DROME18841
OG0007034	CAPO306932	DROME06058
OG0007040	CAPO306537	DROME02611
OG0007042	CAPO307996	DROME08739
OG0007043	CAPO305780	DROME02534
OG0007044	CAPO307221	DROME05564
OG0007045	CAPO305958	DROME00832, DROME14367, DROME14366
OG0007046	CAPO305591	DROME15728
OG0007047	CAPO305693	DROME00193, DROME00194
OG0007048	CAPO302164	DROME01791, DROME19143
OG0007049	CAPO305031	DROME16917
OG0007050	CAPO307898	DROME06887
OG0007055	CAPO304778	DROME01836
OG0007057	CAPO304630	DROME16884
OG0007058	CAPO301734, CAPO304572	DROME16980
OG0007059	CAPO303590, CAPO303318	DROME17512, DROME17511, DROME17513
OG0007061	CAPO305340	DROME21168
OG0007062	CAPO302545	DROME01875
OG0007063	CAPO308261	DROME04000
OG0007068	CAPO307887	DROME19884
OG0007069	CAPO307200	DROME19398
OG0007073	CAPO302936	DROME16763
OG0007074	CAPO306910	DROME01655
OG0007081	CAPO305760	DROME01767, DROME01766
OG0007084	CAPO307673	DROME17683, DROME09532
OG0007089	CAPO300706	DROME12957
OG0007090	CAPO300368	DROME20794
OG0007091	CAPO304945	DROME06753
OG0007092	CAPO304498, CAPO305528	DROME18902, DROME06271
OG0007093	CAPO308175	DROME16944
OG0007095	CAPO304293	DROME11360
OG0007097	CAPO302515	DROME14761
OG0007098	CAPO301993	DROME02756
OG0007099	CAPO304218	DROME16425
OG0007100	CAPO302645	DROME01519, DROME01520
OG0007105	CAPO303780	DROME03967
OG0007106	CAPO302226	DROME13665
OG0007112	CAPO303793	DROME21664, DROME21665
OG0007114	CAPO305243	DROME08700
OG0007118	CAPO306502	DROME16742
OG0007119	CAPO303656	DROME02006
OG0007121	CAPO305337	DROME14887
OG0007124	CAPO307876	DROME19157
OG0007127	CAPO305077	DROME14552
OG0007128	CAPO303539	DROME09591
OG0007130	CAPO302224	DROME03247
OG0007131	CAPO304315	DROME17642
OG0007132	CAPO301608	DROME04510
OG0007134	CAPO302517	DROME13786, DROME13787
OG0007137	CAPO303287	DROME08116
OG0007138	CAPO307436	DROME05874, DROME13828
OG0007139	CAPO302325	DROME20628, DROME22010, DROME22009, DROME19837
OG0007143	CAPO307276	DROME02690
OG0007144	CAPO301797	DROME12565, DROME12567, DROME12566
OG0007145	CAPO305008	DROME13245
OG0007146	CAPO306800	DROME11547
OG0007147	CAPO305032	DROME17710
OG0007150	CAPO304704	DROME13333
OG0007151	CAPO304299	DROME07790
OG0007154	CAPO302715	DROME05203
OG0007158	CAPO303011	DROME10619
OG0007160	CAPO301230	DROME04948
OG0007163	CAPO306908	DROME03396
OG0007165	CAPO300764	DROME14270
OG0007166	CAPO301841	DROME05148, DROME04552
OG0007173	CAPO305749, CAPO300679	DROME02748
OG0007174	CAPO304732	DROME04393
OG0007175	CAPO300929	DROME21360
OG0007176	CAPO305825	DROME06904
OG0007178	CAPO306843	DROME03988
OG0007180	CAPO300869	DROME20745
OG0007181	CAPO302549	DROME05345
OG0007183	CAPO303453	DROME07166
OG0007184	CAPO304626	DROME21036, DROME17546
OG0007186	CAPO306272	DROME00062
OG0007191	CAPO307327	DROME03633
OG0007192	CAPO307148	DROME21735
OG0007199	CAPO300510	DROME11470, DROME11469
OG0007201	CAPO305686	DROME18595
OG0007213	CAPO300546	DROME01745, DROME01746
OG0007248	CAPO305807	DROME21365
OG0007251	CAPO307515	DROME21854
OG0007254	CAPO300342	DROME17212, DROME17211
OG0007258	CAPO301895	DROME03306
OG0007261	CAPO306348	DROME07070
OG0007266	CAPO305560	DROME03348
OG0007269	CAPO305691	DROME10599
OG0007279	CAPO302557	DROME12978, DROME12980, DROME12979
OG0007281	CAPO304423	DROME11415, DROME11416
OG0007282	CAPO300960	DROME02027
OG0007291	CAPO307621	DROME13803
OG0007292	CAPO302024	DROME04984
OG0007293	CAPO301970	DROME10696
OG0007299	CAPO308254	DROME20621
OG0007300	CAPO301046	DROME05437
OG0007301	CAPO301996	DROME00949
OG0007302	CAPO307174	DROME10695
OG0007303	CAPO302064	DROME16338
OG0007304	CAPO306505	DROME05565
OG0007305	CAPO303443	DROME06380
OG0007307	CAPO304518, CAPO304185	DROME21844
OG0007309	CAPO300726	DROME00052
OG0007313	CAPO302761	DROME10641
OG0007317	CAPO306655	DROME05767
OG0007319	CAPO300742	DROME02096
OG0007321	CAPO307651	DROME14886
OG0007322	CAPO301300	DROME01656
OG0007325	CAPO305675	DROME00772
OG0007329	CAPO306408	DROME03540
OG0007330	CAPO300366	DROME06616
OG0007335	CAPO304929	DROME20744
OG0007336	CAPO304895	DROME19792
OG0007339	CAPO300192	DROME15967
OG0007341	CAPO300898	DROME11695
OG0007342	CAPO300397	DROME20920, DROME20921
OG0007343	CAPO305744	DROME05240
OG0007347	CAPO302872	DROME13215
OG0007348	CAPO307161	DROME14950
OG0007352	CAPO306052	DROME21703
OG0007354	CAPO303485	DROME05477, DROME05476
OG0007355	CAPO307111	DROME17231
OG0007356	CAPO306331	DROME08592
OG0007357	CAPO304967	DROME00169
OG0007358	CAPO304741	DROME20269, DROME20268
OG0007361	CAPO305039	DROME13934
OG0007363	CAPO304834	DROME13676
OG0007364	CAPO303075	DROME21809
OG0007365	CAPO306500	DROME04793
OG0007366	CAPO305485	DROME08151
OG0007367	CAPO305088	DROME04903
OG0007368	CAPO305250	DROME12399
OG0007371	CAPO305453	DROME02186
OG0007376	CAPO302556	DROME12395
OG0007377	CAPO306927	DROME11841
OG0007378	CAPO307557	DROME12005
OG0007379	CAPO305130	DROME14877
OG0007382	CAPO305525	DROME00478
OG0007385	CAPO304120	DROME05965
OG0007387	CAPO304030	DROME11857
OG0007388	CAPO306166	DROME07430
OG0007391	CAPO304827	DROME08685, DROME08686
OG0007393	CAPO301859	DROME14294
OG0007395	CAPO302788	DROME15690
OG0007396	CAPO302581	DROME11407
OG0007397	CAPO300434	DROME14953
OG0007399	CAPO306050	DROME04756
OG0007401	CAPO302124	DROME20204
OG0007405	CAPO303800	DROME10897, DROME10896
OG0007407	CAPO306953	DROME09567
OG0007408	CAPO303491	DROME15350, DROME15352
OG0007409	CAPO305402	DROME12956
OG0007411	CAPO300699	DROME09875
OG0007412	CAPO302107	DROME16298
OG0007413	CAPO305882	DROME04023
OG0007414	CAPO300363	DROME09035, DROME09036
OG0007417	CAPO303652	DROME06465
OG0007418	CAPO300947	DROME19454, DROME19453
OG0007421	CAPO301566	DROME18796
OG0007422	CAPO301771	DROME18166, DROME18165
OG0007424	CAPO304349	DROME15021
OG0007425	CAPO303896	DROME18621
OG0007427	CAPO303220	DROME13387
OG0007431	CAPO304150	DROME18094
OG0007432	CAPO307504	DROME11099
OG0007433	CAPO307042	DROME15002, DROME15003
OG0007439	CAPO300813	DROME11359
OG0007442	CAPO308291	DROME17214
OG0007446	CAPO303088	DROME18838
OG0007451	CAPO303173	DROME01044
OG0007455	CAPO303919	DROME05407
OG0007456	CAPO301020	DROME08553
OG0007457	CAPO302854	DROME09037
OG0007458	CAPO300350	DROME06115
OG0007459	CAPO304746	DROME15675
OG0007462	CAPO300088	DROME09094
OG0007463	CAPO300212	DROME11508
OG0007470	CAPO304669	DROME12837, DROME12836, DROME04638
OG0007472	CAPO302245	DROME12085
OG0007473	CAPO303433	DROME00942
OG0007476	CAPO303558	DROME01998
OG0007478	CAPO301266	DROME11578
OG0007480	CAPO306792	DROME01310
OG0007482	CAPO307266	DROME19386
OG0007483	CAPO300503	DROME16379
OG0007484	CAPO302421	DROME13008
OG0007488	CAPO308146	DROME15720
OG0007490	CAPO303421	DROME19319, DROME05428
OG0007491	CAPO304949	DROME16108
OG0007496	CAPO306996	DROME02361
OG0007498	CAPO306301	DROME07302
OG0007499	CAPO302974	DROME15554
OG0007503	CAPO308251	DROME05006
OG0007508	CAPO306367	DROME11676, DROME11677
OG0007509	CAPO301428	DROME00425, DROME08833
OG0007510	CAPO303897	DROME16224
OG0007515	CAPO300264	DROME00112
OG0007518	CAPO304172	DROME00450
OG0007519	CAPO307472	DROME11576
OG0007525	CAPO300836	DROME18795
OG0007527	CAPO306220	DROME11575
OG0007531	CAPO301562	DROME20802, DROME18150
OG0007539	CAPO301294	DROME18639
OG0007546	CAPO301193	DROME08927, DROME08928, DROME08929, DROME08932, DROME08931, DROME12517, DROME12516, DROME12518, DROME12519, DROME00187
OG0007550	CAPO301421, CAPO302720, CAPO300311, CAPO304075	DROME03286
OG0007586	CAPO305648	DROME07523
OG0007591	CAPO302671	DROME03303
OG0007594	CAPO307951	DROME21320
OG0007597	CAPO302699	DROME11734
OG0007613	CAPO304725	DROME00786
OG0007615	CAPO302208	DROME16992
OG0007616	CAPO305524	DROME01134
OG0007617	CAPO306965	DROME17658
OG0007619	CAPO307079	DROME13917
OG0007621	CAPO302700	DROME07475
OG0007624	CAPO306507	DROME22076
OG0007629	CAPO306379	DROME17004
OG0007633	CAPO303133	DROME21858
OG0007634	CAPO301291	DROME03086
OG0007646	CAPO303345	DROME01727
OG0007648	CAPO303467	DROME10644
OG0007649	CAPO300338	DROME07677
OG0007656	CAPO306133	DROME19669
OG0007657	CAPO302526	DROME21498
OG0007660	CAPO308074	DROME02310, DROME02307
OG0007663	CAPO303269	DROME19396
OG0007666	CAPO302483	DROME13925
OG0007673	CAPO306691	DROME03587
OG0007676	CAPO301687	DROME19677
OG0007677	CAPO302393	DROME12187
OG0007680	CAPO301892	DROME12223, DROME20813
OG0007685	CAPO307242	DROME08698, DROME08699
OG0007686	CAPO307006	DROME05296
OG0007687	CAPO301616	DROME05239
OG0007690	CAPO306330	DROME19805
OG0007691	CAPO306763	DROME05660
OG0007698	CAPO302218	DROME06524
OG0007708	CAPO302223	DROME19898
OG0007709	CAPO305895	DROME13180
OG0007712	CAPO301491	DROME00072
OG0007713	CAPO305624	DROME08102
OG0007714	CAPO301857	DROME18732, DROME18731
OG0007722	CAPO300661	DROME05973
OG0007728	CAPO300608	DROME21285
OG0007729	CAPO302375	DROME13937, DROME13938
OG0007732	CAPO302232	DROME15276
OG0007739	CAPO306247	DROME03472
OG0007744	CAPO302276	DROME03287
OG0007749	CAPO303871	DROME11919
OG0007751	CAPO306625	DROME07969
OG0007752	CAPO303736	DROME19902
OG0007754	CAPO307268	DROME10213
OG0007758	CAPO302132	DROME17216
OG0007759	CAPO304951	DROME02749
OG0007760	CAPO305618, CAPO303194	DROME07190
OG0007766	CAPO305894	DROME01672
OG0007767	CAPO304549	DROME15596
OG0007768	CAPO305420	DROME03522
OG0007772	CAPO304662	DROME12007
OG0007773	CAPO302396	DROME08270
OG0007781	CAPO301676	DROME18077
OG0007782	CAPO301686	DROME19324
OG0007783	CAPO302092	DROME03858
OG0007784	CAPO307704	DROME13437
OG0007786	CAPO302428	DROME18638
OG0007787	CAPO307455	DROME03884, DROME03887, DROME03885
OG0007803	CAPO301792	DROME02406
OG0007807	CAPO300823	DROME02602, DROME02603
OG0007810	CAPO306480	DROME06120
OG0007811	CAPO303448	DROME12619
OG0007813	CAPO300842	DROME14956
OG0007816	CAPO300570	DROME17032
OG0007823	CAPO300300	DROME13489
OG0007825	CAPO304573	DROME02964
OG0007827	CAPO305582	DROME12150
OG0007829	CAPO305400	DROME12217
OG0007830	CAPO300733	DROME18766
OG0007831	CAPO306309	DROME00843
OG0007833	CAPO303972	DROME06789, DROME06790
OG0007835	CAPO300924	DROME08087
OG0007838	CAPO305759	DROME15578
OG0007840	CAPO301709	DROME16035
OG0007850	CAPO308200	DROME17217
OG0007852	CAPO305092	DROME07522
OG0007854	CAPO300573	DROME14458
OG0007858	CAPO306180	DROME07490
OG0007866	CAPO307919	DROME17318
OG0007913	CAPO303796	DROME10986
OG0007918	CAPO306768	DROME12221
OG0007929	CAPO305925	DROME20970
OG0007941	CAPO303397	DROME01234
OG0007943	CAPO303432	DROME21368
OG0007947	CAPO304390	DROME10269
OG0007948	CAPO300847	DROME14592
OG0007952	CAPO304443	DROME20239
OG0007957	CAPO307185	DROME16988
OG0007958	CAPO307613	DROME07369
OG0007962	CAPO304291	DROME13835
OG0007966	CAPO300853	DROME06982
OG0007968	CAPO302503	DROME08366
OG0007971	CAPO306113	DROME02958
OG0007975	CAPO300899	DROME08774
OG0007978	CAPO300419	DROME15288
OG0007979	CAPO301049	DROME02018
OG0007983	CAPO304535, CAPO302820	DROME15066, DROME15065
OG0007984	CAPO304783	DROME12797
OG0007986	CAPO301210	DROME01126
OG0007990	CAPO302135	DROME02537
OG0007991	CAPO303503	DROME15771
OG0007994	CAPO307783	DROME00744
OG0007996	CAPO301705	DROME19142
OG0007997	CAPO302071	DROME05664
OG0007999	CAPO305183	DROME10618
OG0008000	CAPO303381	DROME08107
OG0008002	CAPO306531	DROME16335
OG0008008	CAPO306044	DROME15850
OG0008011	CAPO308001	DROME08106
OG0008013	CAPO300786	DROME19871
OG0008020	CAPO300340	DROME08219
OG0008025	CAPO300183	DROME11023, DROME11024
OG0008027	CAPO300126	DROME14280
OG0008028	CAPO308036	DROME00865
OG0008030	CAPO303940	DROME05451
OG0008031	CAPO301663	DROME00893
OG0008033	CAPO307763	DROME16126
OG0008038	CAPO303434	DROME21413
OG0008041	CAPO304528	DROME15272
OG0008045	CAPO304124	DROME01340
OG0008046	CAPO303942	DROME04953
OG0008049	CAPO303430	DROME06428
OG0008050	CAPO301839	DROME04442
OG0008051	CAPO306666	DROME02747
OG0008053	CAPO307475	DROME01291
OG0008055	CAPO304973	DROME03088
OG0008056	CAPO305715	DROME02535
OG0008062	CAPO307985	DROME17709
OG0008069	CAPO302773	DROME20009
OG0008071	CAPO303085	DROME09459, DROME16653
OG0008072	CAPO304116	DROME20664, DROME12867, DROME08206
OG0008075	CAPO304938	DROME11758
OG0008079	CAPO305873	DROME10112
OG0008082	CAPO303589	DROME14554
OG0008091	CAPO301577	DROME00222
OG0008094	CAPO302837	DROME08591
OG0008100	CAPO303437	DROME19462
OG0008103	CAPO302032	DROME10134
OG0008104	CAPO303964	DROME08058
OG0008105	CAPO301825	DROME14648
OG0008106	CAPO300930	DROME10011
OG0008110	CAPO307398	DROME00054
OG0008113	CAPO306004	DROME10166
OG0008117	CAPO307273	DROME00477
OG0008120	CAPO306854	DROME14547
OG0008122	CAPO306853	DROME05443, DROME05446, DROME05444, DROME05445
OG0008125	CAPO301486	DROME00652
OG0008126	CAPO301598	DROME13720
OG0008136	CAPO306527	DROME09512
OG0008143	CAPO303100	DROME15175
OG0008201	CAPO303869	DROME14121
OG0008202	CAPO303070	DROME21810
OG0008203	CAPO300798	DROME06351
OG0008208	CAPO301623	DROME16689
OG0008219	CAPO303960	DROME09623
OG0008230	CAPO302415	DROME04392
OG0008238	CAPO301578	DROME14135
OG0008239	CAPO300821	DROME08355
OG0008249	CAPO305940	DROME19019
OG0008251	CAPO306974	DROME16902
OG0008254	CAPO307977	DROME21984
OG0008256	CAPO302660	DROME14092, DROME14091
OG0008263	CAPO305878	DROME00718
OG0008267	CAPO305434	DROME10683
OG0008268	CAPO307500	DROME08337
OG0008269	CAPO301506	DROME17491
OG0008271	CAPO300716	DROME06996
OG0008273	CAPO300883	DROME00516
OG0008281	CAPO304839	DROME14998
OG0008283	CAPO300148	DROME20884
OG0008295	CAPO301876	DROME02099, DROME09306
OG0008297	CAPO301044	DROME21432
OG0008304	CAPO304565	DROME09856
OG0008305	CAPO307576	DROME01621
OG0008307	CAPO301267	DROME12835
OG0008308	CAPO301770	DROME14838
OG0008313	CAPO305984	DROME18135
OG0008318	CAPO308255	DROME03856, DROME03855
OG0008323	CAPO307881	DROME15781
OG0008325	CAPO305284	DROME03626
OG0008327	CAPO305580	DROME21746
OG0008335	CAPO303407	DROME12715, DROME18818
OG0008336	CAPO301347	DROME07914
OG0008339	CAPO307257	DROME15405
OG0008341	CAPO301643	DROME15491
OG0008343	CAPO302270	DROME05923
OG0008345	CAPO301947	DROME14820
OG0008346	CAPO307261	DROME04695
OG0008348	CAPO303902	DROME00896
OG0008349	CAPO301052	DROME12360, DROME16513
OG0008351	CAPO307792	DROME01247
OG0008358	CAPO306438	DROME14176, DROME14175, DROME14177
OG0008369	CAPO301896	DROME01004, DROME18984
OG0008381	CAPO307305	DROME07899
OG0008386	CAPO306554	DROME15270, DROME15271
OG0008391	CAPO306819	DROME01463
OG0008400	CAPO300651	DROME09510
OG0008401	CAPO304023	DROME09509, DROME09508
OG0008403	CAPO300621	DROME07792
OG0008404	CAPO307542	DROME00855
OG0008416	CAPO300816	DROME04988, DROME04987
OG0008422	CAPO301678	DROME13691
OG0008424	CAPO300325	DROME21655
OG0008427	CAPO300837	DROME09186
OG0008444	CAPO305551	DROME06774
OG0008516	CAPO306989	DROME15972
OG0008533	CAPO306433	DROME00226
OG0008538	CAPO308019	DROME00792
OG0008540	CAPO306008	DROME13108
OG0008542	CAPO303728	DROME07458
OG0008546	CAPO306328	DROME15569
OG0008570	CAPO306028	DROME05758
OG0008571	CAPO306528	DROME01378
OG0008572	CAPO302769	DROME13238
OG0008596	CAPO303431	DROME20262
OG0008601	CAPO308135	DROME11849
OG0008620	CAPO301626	DROME19856, DROME19857
OG0008626	CAPO305741	DROME04318
OG0008627	CAPO304143	DROME19713
OG0008639	CAPO304406	DROME14156
OG0008645	CAPO307683	DROME10951
OG0008656	CAPO305542	DROME01865
OG0008658	CAPO302962	DROME15306
OG0008659	CAPO304842	DROME06094
OG0008662	CAPO304364	DROME14303
OG0008663	CAPO305299	DROME17434, DROME17433
OG0008672	CAPO301934	DROME21006, DROME03145
OG0008673	CAPO307917	DROME17016
OG0008676	CAPO303608	DROME08298
OG0008684	CAPO306544	DROME05158
OG0008685	CAPO305455	DROME14794
OG0008689	CAPO306380	DROME04121
OG0008762	CAPO303477, CAPO307966	DROME07427
OG0008792	CAPO303971	DROME16975, DROME16976, DROME16974
OG0008794	CAPO303046	DROME08595, DROME09157
OG0008799	CAPO304437	DROME16243
OG0008816	CAPO305371	DROME10643
OG0008824	CAPO307205	DROME09947
OG0008829	CAPO303197	DROME09279
OG0008837	CAPO307939	DROME16336
OG0008840	CAPO300288	DROME04981
OG0008877	CAPO307090	DROME16950
OG0008879	CAPO302991	DROME01892, DROME01893
OG0008891	CAPO308327, CAPO306577	DROME12640
OG0008903	CAPO303747	DROME00534
OG0008910	CAPO301796	DROME13999
OG0008911	CAPO303875	DROME13742
OG0008913	CAPO300541	DROME00509, DROME00510
OG0008917	CAPO306124	DROME18742
OG0008938	CAPO300696	DROME08097
OG0008946	CAPO302886	DROME03547
OG0008953	CAPO302096	DROME07710, DROME03933
OG0008959	CAPO308005	DROME08488
OG0008962	CAPO301542	DROME06752, DROME17394, DROME10394
OG0008969	CAPO306557	DROME11989
OG0008990	CAPO301077	DROME09658
OG0009012	CAPO301549	DROME06241, DROME06236, DROME06244, DROME06239, DROME06249, DROME06240, DROME06242, DROME06246, DROME06243, DROME06247, DROME06237, DROME06238, DROME06248, DROME06250, DROME06245
OG0009052	CAPO308131	DROME09266, DROME09267
OG0009078	CAPO306454	DROME10793, DROME01490, DROME21555
OG0009115	CAPO303581	DROME19920, DROME17853
OG0009121	CAPO301808	DROME13608
OG0009147	CAPO303040	DROME19642
OG0009152	CAPO303724	DROME20327, DROME20329, DROME20328
OG0009153	CAPO300987	DROME09853
OG0009169	CAPO307723	DROME14808
OG0009175	CAPO305249	DROME08856
OG0009181	CAPO303752	DROME17079
OG0009196	CAPO302676	DROME06068
OG0009203	CAPO306679	DROME08846
OG0009225	CAPO300867	DROME07331, DROME05479, DROME21718
OG0009307	CAPO305768	DROME21568
OG0009339	CAPO303020	DROME06771
OG0009344	CAPO305907	DROME07626
OG0009354	CAPO303841	DROME05188, DROME05189, DROME05187
OG0009370	CAPO305276	DROME09859
OG0009382	CAPO307453	DROME11888
OG0009386	CAPO308276	DROME00798
OG0009388	CAPO304763	DROME17894
OG0009392	CAPO300845	DROME01321, DROME06882
OG0009400	CAPO300534	DROME06436
OG0009415	CAPO304010	DROME16962
OG0009419	CAPO301909	DROME21522
OG0009451	CAPO304190	DROME09049
OG0009452	CAPO304474	DROME00415
OG0009472	CAPO304554	DROME21491
OG0009483	CAPO301155	DROME10971
OG0009486	CAPO304979	DROME19361, DROME19360
OG0009590	CAPO302279	DROME02782
OG0009591	CAPO305910	DROME21855
OG0009604	CAPO307674	DROME04323
