Orthogroup	CAPO3	OWEFU
OG0004641	CAPO301192	OFUSG08286.1.p1
OG0004642	CAPO303810	OFUSG05078.1.p1
OG0004643	CAPO303111	OFUSG14661.1.p1
OG0004644	CAPO308177	OFUSG11984.1.p1, OFUSG11984.2.p1
OG0004646	CAPO304987	OFUSG08555.1.p1
OG0004648	CAPO306796	OFUSG25016.1.p1
OG0004649	CAPO308035	OFUSG22259.1.p1
OG0004651	CAPO307192	OFUSG07034.1.p1, OFUSG07034.3.p1, OFUSG07034.2.p1
OG0004652	CAPO307126	OFUSG14432.1.p1
OG0004654	CAPO304098	OFUSG07791.1.p1
OG0004655	CAPO300932	OFUSG07897.1.p1
OG0004656	CAPO306315	OFUSG13180.1.p1
OG0004657	CAPO300965	OFUSG20946.1.p1
OG0004658	CAPO302853	OFUSG00003.2.p1, OFUSG00003.1.p1
OG0004659	CAPO305571	OFUSG05707.2.p1, OFUSG05707.1.p1
OG0004663	CAPO307060	OFUSG15708.1.p1
OG0004664	CAPO304024	OFUSG14191.1.p1
OG0004668	CAPO307032	OFUSG21754.1.p1
OG0004669	CAPO301719	OFUSG09155.1.p1
OG0004670	CAPO301141	OFUSG16156.1.p1
OG0004671	CAPO303199	OFUSG15323.1.p1, OFUSG15323.2.p1
OG0004672	CAPO300788	OFUSG20622.1.p1, OFUSG20623.1.p1
OG0004673	CAPO305181	OFUSG04159.1.p1
OG0004674	CAPO301298	OFUSG21156.1.p1
OG0004675	CAPO300152	OFUSG12757.3.p1, OFUSG12757.2.p1, OFUSG12757.1.p1
OG0004676	CAPO305483	OFUSG22032.1.p1, OFUSG22032.2.p1
OG0004678	CAPO306062	OFUSG08156.1.p1
OG0004679	CAPO307020	OFUSG24186.1.p1
OG0004682	CAPO302643	OFUSG12863.1.p1
OG0004685	CAPO300514	OFUSG15144.1.p1
OG0004687	CAPO300850	OFUSG18909.1.p1
OG0004690	CAPO302294	OFUSG15804.1.p1
OG0004691	CAPO301832	OFUSG11227.1.p1
OG0004692	CAPO306711	OFUSG04470.1.p1, OFUSG25025.1.p1
OG0004694	CAPO302831	OFUSG10511.1.p1, OFUSG10511.2.p1
OG0004695	CAPO304127	OFUSG20588.1.p1, OFUSG17369.1.p1
OG0004696	CAPO303339	OFUSG09958.1.p1
OG0004699	CAPO305801	OFUSG23870.1.p1
OG0004700	CAPO305394	OFUSG11053.1.p1
OG0004702	CAPO301451, CAPO306323	OFUSG00072.1.p1, OFUSG00087.1.p1
OG0004703	CAPO302281	OFUSG14821.1.p1
OG0004707	CAPO307222	OFUSG02834.1.p1, OFUSG17783.1.p1
OG0004708	CAPO302589	OFUSG24203.1.p1
OG0004711	CAPO307614	OFUSG26677.1.p1
OG0004728	CAPO306092	OFUSG19340.1.p1
OG0004732	CAPO307742, CAPO303065	OFUSG14904.1.p1
OG0004733	CAPO303723	OFUSG09435.1.p1
OG0004738	CAPO307391	OFUSG10899.1.p1
OG0004739	CAPO305372	OFUSG11195.1.p1
OG0004740	CAPO303587	OFUSG25163.1.p1
OG0004743	CAPO305537	OFUSG04679.1.p1
OG0004744	CAPO307377	OFUSG09993.1.p1
OG0004747	CAPO305266	OFUSG23170.1.p1, OFUSG23171.1.p1
OG0004748	CAPO300851	OFUSG08583.1.p1
OG0004749	CAPO303738	OFUSG05430.1.p1
OG0004752	CAPO300189	OFUSG07848.1.p1
OG0004753	CAPO307970	OFUSG13691.1.p1
OG0004756	CAPO300650	OFUSG23403.1.p1
OG0004757	CAPO300079	OFUSG06894.1.p1
OG0004758	CAPO307791	OFUSG05254.1.p1, OFUSG05254.2.p1
OG0004759	CAPO301731	OFUSG11568.1.p1
OG0004760	CAPO302986	OFUSG17160.2.p1, OFUSG17160.1.p1
OG0004761	CAPO301372	OFUSG16790.1.p1
OG0004762	CAPO306336	OFUSG17449.1.p1, OFUSG22137.1.p1, OFUSG22137.2.p1
OG0004763	CAPO303189	OFUSG08982.1.p1
OG0004764	CAPO306665	OFUSG13324.1.p1
OG0004765	CAPO300145	OFUSG26546.1.p1
OG0004766	CAPO300107	OFUSG20178.1.p1
OG0004767	CAPO304258	OFUSG17853.1.p1
OG0004768	CAPO302814	OFUSG03609.2.p1, OFUSG03609.1.p1
OG0004769	CAPO305909	OFUSG25501.1.p1
OG0004770	CAPO306549	OFUSG00866.1.p1
OG0004771	CAPO306141	OFUSG19474.1.p1, OFUSG21747.1.p1, OFUSG07800.1.p1
OG0004774	CAPO302467	OFUSG10040.1.p1
OG0004775	CAPO308292	OFUSG16316.1.p1
OG0004781	CAPO302855	OFUSG03103.1.p1
OG0004784	CAPO300506	OFUSG11398.1.p1
OG0004785	CAPO301223	OFUSG15812.1.p1
OG0004786	CAPO306813	OFUSG04628.1.p1
OG0004787	CAPO300677	OFUSG21388.1.p1
OG0004788	CAPO303606	OFUSG22491.1.p1
OG0004792	CAPO304121, CAPO301355	OFUSG15044.1.p1
OG0004793	CAPO303691	OFUSG19030.1.p1, OFUSG06876.1.p1
OG0004794	CAPO302268	OFUSG13389.1.p1
OG0004795	CAPO306522	OFUSG15100.1.p1, OFUSG15100.2.p1
OG0004797	CAPO308248	OFUSG12917.1.p1
OG0004798	CAPO306979	OFUSG20795.1.p1
OG0004801	CAPO301409	OFUSG10453.1.p1
OG0004803	CAPO304966	OFUSG24825.1.p1
OG0004805	CAPO301148	OFUSG24637.1.p1, OFUSG24637.2.p1, OFUSG24637.3.p1
OG0004808	CAPO300921	OFUSG23681.1.p1
OG0004810	CAPO307085	OFUSG19265.1.p1
OG0004811	CAPO304670	OFUSG04813.1.p1
OG0004812	CAPO300913	OFUSG12662.1.p1
OG0004813	CAPO302301	OFUSG17469.1.p1
OG0004814	CAPO305193	OFUSG16286.1.p1
OG0004815	CAPO306099	OFUSG05513.1.p1
OG0004817	CAPO300646	OFUSG13720.1.p1
OG0004819	CAPO303489	OFUSG21509.1.p1
OG0004820	CAPO301474	OFUSG00419.1.p1
OG0004822	CAPO303272	OFUSG12693.1.p1
OG0004823	CAPO301131	OFUSG00324.1.p1
OG0004825	CAPO303625	OFUSG09935.2.p1, OFUSG09935.1.p1
OG0004826	CAPO302318	OFUSG12257.1.p1
OG0004828	CAPO300795	OFUSG10685.1.p1
OG0004829	CAPO306677	OFUSG04480.1.p1
OG0004830	CAPO304259, CAPO301109	OFUSG19559.1.p2
OG0004831	CAPO302539	OFUSG00901.1.p1
OG0004832	CAPO300644	OFUSG00282.1.p1
OG0004835	CAPO307142	OFUSG22629.1.p1
OG0004836	CAPO300476	OFUSG22338.1.p1, OFUSG21246.1.p1
OG0004837	CAPO306341	OFUSG06806.1.p1
OG0004838	CAPO300483	OFUSG17247.2.p1, OFUSG17247.1.p1
OG0004840	CAPO301303	OFUSG08308.1.p1
OG0004841	CAPO301073	OFUSG05085.1.p1
OG0004842	CAPO307208	OFUSG20852.2.p1, OFUSG20852.1.p1
OG0004843	CAPO302296	OFUSG22774.1.p1
OG0004844	CAPO308225	OFUSG06898.1.p1
OG0004845	CAPO300244	OFUSG07494.1.p1
OG0004846	CAPO302634	OFUSG09097.1.p1
OG0004849	CAPO302897	OFUSG01632.1.p1
OG0004851	CAPO304052	OFUSG08767.1.p1
OG0004852	CAPO305241	OFUSG07249.1.p1
OG0004853	CAPO306818	OFUSG07165.1.p1
OG0004854	CAPO307677	OFUSG02448.1.p1
OG0004855	CAPO307136	OFUSG03426.1.p1
OG0004856	CAPO307877	OFUSG01983.1.p1
OG0004857	CAPO305126	OFUSG08188.1.p1
OG0004858	CAPO306514	OFUSG24022.1.p1
OG0004859	CAPO305955	OFUSG24360.1.p1, OFUSG24360.2.p1
OG0004861	CAPO300721	OFUSG12039.1.p1
OG0004863	CAPO300215	OFUSG07011.1.p1
OG0004864	CAPO306175	OFUSG19405.1.p1
OG0004869	CAPO301505	OFUSG24277.1.p1
OG0004873	CAPO305056	OFUSG23300.1.p1
OG0004874	CAPO302314	OFUSG20579.1.p1
OG0004875	CAPO305599	OFUSG21354.1.p1
OG0004879	CAPO304570	OFUSG25000.1.p1, OFUSG25761.1.p1
OG0004880	CAPO307520	OFUSG10324.2.p1, OFUSG10324.1.p1, OFUSG10324.3.p1
OG0004881	CAPO301856	OFUSG13219.1.p1
OG0004882	CAPO307657	OFUSG20302.1.p1
OG0004883	CAPO304269	OFUSG10396.1.p1
OG0004884	CAPO306875	OFUSG11374.1.p1
OG0004886	CAPO304598	OFUSG05529.1.p1
OG0004887	CAPO303252	OFUSG12649.1.p1, OFUSG12649.2.p1
OG0004889	CAPO302860	OFUSG25415.1.p1
OG0004892	CAPO308266	OFUSG19213.2.p1, OFUSG19213.1.p1
OG0004893	CAPO305797	OFUSG17315.1.p1
OG0004894	CAPO308103	OFUSG03703.1.p1
OG0004895	CAPO301412	OFUSG24048.1.p1
OG0004896	CAPO301146, CAPO308332	OFUSG07793.1.p1
OG0004897	CAPO300624	OFUSG11041.1.p1
OG0004898	CAPO300846	OFUSG09628.1.p1
OG0004899	CAPO304701	OFUSG02790.1.p1
OG0004900	CAPO300509	OFUSG24025.1.p1
OG0004901	CAPO301170	OFUSG26074.1.p1, OFUSG26074.2.p1
OG0004902	CAPO305853	OFUSG11830.1.p1
OG0004903	CAPO304775	OFUSG04757.1.p1, OFUSG04757.2.p1
OG0004904	CAPO304100	OFUSG02756.1.p1
OG0004906	CAPO303480	OFUSG10778.1.p1
OG0004907	CAPO307254	OFUSG11286.2.p1, OFUSG11286.1.p1
OG0004911	CAPO305750	OFUSG02913.1.p1, OFUSG02913.2.p1
OG0004913	CAPO306717	OFUSG14507.1.p1
OG0004914	CAPO301519	OFUSG23820.1.p1
OG0004917	CAPO303374	OFUSG07930.1.p1, OFUSG17153.1.p1
OG0004919	CAPO308082	OFUSG17502.1.p1
OG0004920	CAPO302580	OFUSG24410.1.p1
OG0004922	CAPO306550	OFUSG09234.1.p1
OG0004923	CAPO307943	OFUSG11665.1.p1
OG0004924	CAPO304606	OFUSG23542.1.p1
OG0004927	CAPO304855	OFUSG12081.1.p1
OG0004928	CAPO304691	OFUSG21085.1.p1
OG0004929	CAPO304111	OFUSG03117.1.p1
OG0004932	CAPO306081, CAPO305804	OFUSG08167.1.p1
OG0004934	CAPO305066	OFUSG07146.1.p1
OG0004935	CAPO302835	OFUSG25611.1.p1
OG0004936	CAPO306298	OFUSG21765.2.p1, OFUSG21765.1.p1
OG0004938	CAPO308159	OFUSG09690.1.p1
OG0004940	CAPO305630	OFUSG23621.1.p1
OG0004943	CAPO306001	OFUSG13635.1.p1
OG0004944	CAPO302056	OFUSG06302.1.p1
OG0004946	CAPO305515	OFUSG21835.1.p1
OG0004947	CAPO307579	OFUSG08209.1.p1
OG0004948	CAPO305331	OFUSG26680.2.p1, OFUSG26680.1.p1
OG0004949	CAPO304026	OFUSG07349.1.p1
OG0004950	CAPO300642	OFUSG00434.1.p1
OG0004952	CAPO301776	OFUSG25086.1.p1
OG0004953	CAPO306623	OFUSG05770.1.p1
OG0004954	CAPO303229	OFUSG26340.1.p1
OG0004958	CAPO302197	OFUSG08685.1.p1, OFUSG08685.2.p1
OG0004960	CAPO300258	OFUSG00760.1.p1
OG0004961	CAPO305777	OFUSG12860.1.p1
OG0004962	CAPO301438	OFUSG16563.3.p1, OFUSG16563.2.p1, OFUSG16563.1.p1
OG0004963	CAPO303805	OFUSG08855.1.p1
OG0004964	CAPO302916	OFUSG03866.1.p1, OFUSG03867.1.p2
OG0004968	CAPO307145	OFUSG05071.1.p1
OG0004969	CAPO303678	OFUSG14464.1.p1
OG0004970	CAPO303748	OFUSG00116.1.p1
OG0004971	CAPO302327	OFUSG00413.1.p1
OG0004972	CAPO304289	OFUSG10755.1.p1
OG0004973	CAPO305642	OFUSG23588.1.p1
OG0004976	CAPO304478	OFUSG03681.1.p1
OG0004977	CAPO304350	OFUSG16613.1.p1
OG0004978	CAPO308306	OFUSG02539.2.p1, OFUSG02539.1.p1
OG0004979	CAPO303118	OFUSG15948.1.p1
OG0004980	CAPO300807	OFUSG10179.1.p1
OG0004981	CAPO306326	OFUSG07554.1.p1
OG0004982	CAPO301351	OFUSG26035.1.p1
OG0004983	CAPO300176	OFUSG06730.1.p1
OG0004985	CAPO304816	OFUSG19260.1.p1
OG0004987	CAPO306240	OFUSG10774.1.p1
OG0004988	CAPO305623	OFUSG15118.1.p1
OG0004989	CAPO300323	OFUSG00776.1.p1
OG0004990	CAPO305712	OFUSG06430.1.p1
OG0004991	CAPO302271	OFUSG06592.1.p1
OG0004993	CAPO302747	OFUSG09937.1.p1
OG0004997	CAPO300456	OFUSG19512.1.p1
OG0004999	CAPO302635	OFUSG11588.1.p1
OG0005002	CAPO305114	OFUSG08714.1.p1
OG0005003	CAPO303837	OFUSG06515.1.p1
OG0005005	CAPO303017	OFUSG11048.2.p1, OFUSG11048.1.p1
OG0005006	CAPO301015	OFUSG16850.1.p1
OG0005007	CAPO300658	OFUSG25040.1.p1
OG0005009	CAPO303190	OFUSG19561.1.p1
OG0005010	CAPO304378	OFUSG10196.1.p1
OG0005013	CAPO304066	OFUSG03228.1.p1
OG0005014	CAPO307825	OFUSG22246.1.p1
OG0005015	CAPO300946	OFUSG10233.1.p1
OG0005038	CAPO301658	OFUSG06564.1.p1
OG0005040	CAPO300876	OFUSG00734.1.p1
OG0005044	CAPO307084	OFUSG15749.2.p1, OFUSG15749.1.p1
OG0005046	CAPO304846	OFUSG06171.1.p1
OG0005047	CAPO305932	OFUSG01990.1.p1
OG0005048	CAPO300857	OFUSG20128.1.p1
OG0005053	CAPO302547	OFUSG12823.1.p1
OG0005055	CAPO308273	OFUSG21788.1.p1
OG0005057	CAPO303573	OFUSG07187.1.p1
OG0005058	CAPO306731	OFUSG19365.1.p1
OG0005059	CAPO300063	OFUSG07313.1.p1
OG0005061	CAPO306602	OFUSG17372.1.p1
OG0005062	CAPO302106	OFUSG04061.1.p1, OFUSG04061.2.p1
OG0005064	CAPO300249	OFUSG09745.1.p1, OFUSG09745.2.p1
OG0005067	CAPO302289	OFUSG17239.1.p1
OG0005068	CAPO306513	OFUSG12654.1.p1
OG0005069	CAPO300204	OFUSG07392.1.p1
OG0005071	CAPO305606	OFUSG26858.1.p1, OFUSG26858.2.p1
OG0005073	CAPO305547	OFUSG21089.1.p1
OG0005075	CAPO307362	OFUSG06293.3.p1, OFUSG06293.2.p1, OFUSG06293.1.p1
OG0005076	CAPO302885	OFUSG08872.1.p1
OG0005077	CAPO302160	OFUSG05535.1.p1
OG0005079	CAPO303799	OFUSG11915.1.p1
OG0005081	CAPO307065	OFUSG04195.1.p1
OG0005083	CAPO302388	OFUSG00464.1.p1
OG0005084	CAPO307421, CAPO301121	OFUSG06582.2.p1, OFUSG06582.1.p1, OFUSG19044.1.p1
OG0005086	CAPO302959	OFUSG19095.1.p1
OG0005088	CAPO307772	OFUSG26589.1.p1, OFUSG26589.2.p1
OG0005089	CAPO303888	OFUSG08719.1.p1
OG0005090	CAPO303909	OFUSG18630.1.p1
OG0005091	CAPO305179	OFUSG03013.1.p1
OG0005092	CAPO301418	OFUSG06269.1.p1
OG0005093	CAPO303716	OFUSG00062.1.p1
OG0005094	CAPO303630	OFUSG20778.1.p1
OG0005095	CAPO301660	OFUSG12396.1.p1
OG0005096	CAPO301964	OFUSG11096.1.p1
OG0005097	CAPO304365	OFUSG10863.1.p1
OG0005099	CAPO305916	OFUSG10319.1.p1
OG0005100	CAPO306219	OFUSG05439.1.p1
OG0005103	CAPO300625	OFUSG00175.1.p1
OG0005104	CAPO303053	OFUSG23594.1.p1
OG0005106	CAPO301403	OFUSG03669.1.p1
OG0005107	CAPO304194	OFUSG00742.1.p1
OG0005108	CAPO301196	OFUSG04152.1.p1
OG0005109	CAPO301209	OFUSG04385.1.p1
OG0005111	CAPO302727	OFUSG13491.1.p1
OG0005113	CAPO300389	OFUSG11486.1.p1
OG0005114	CAPO305096	OFUSG00172.1.p1, OFUSG21152.1.p1
OG0005115	CAPO304298	OFUSG25534.1.p1
OG0005119	CAPO304215	OFUSG19207.1.p1
OG0005120	CAPO304593	OFUSG09024.1.p1
OG0005121	CAPO301715	OFUSG07571.1.p1
OG0005124	CAPO305507	OFUSG25186.1.p1
OG0005127	CAPO307277	OFUSG14336.1.p1
OG0005128	CAPO305144	OFUSG01749.1.p1, OFUSG01129.1.p1
OG0005130	CAPO305368	OFUSG02638.1.p1
OG0005132	CAPO300384	OFUSG21010.1.p1
OG0005138	CAPO300009	OFUSG00933.1.p1, OFUSG00933.2.p1
OG0005139	CAPO302205	OFUSG01555.1.p1, OFUSG01557.1.p1
OG0005140	CAPO300700, CAPO302173	OFUSG16014.1.p1
OG0005142	CAPO304715	OFUSG17655.1.p1
OG0005143	CAPO304926	OFUSG05186.1.p1
OG0005144	CAPO306416	OFUSG18995.1.p1, OFUSG18995.2.p1
OG0005145	CAPO302299	OFUSG26949.1.p1
OG0005146	CAPO303659	OFUSG20888.1.p1, OFUSG20887.1.p1, OFUSG20887.2.p1
OG0005147	CAPO302069	OFUSG09237.1.p1
OG0005150	CAPO301944	OFUSG11626.1.p1
OG0005151	CAPO302626	OFUSG24760.1.p1
OG0005152	CAPO307737	OFUSG06541.1.p1
OG0005154	CAPO307643	OFUSG20264.1.p1
OG0005155	CAPO304712	OFUSG25768.1.p1
OG0005156	CAPO305254	OFUSG16794.1.p1
OG0005157	CAPO301711	OFUSG04423.1.p1
OG0005158	CAPO300547	OFUSG16701.1.p1, OFUSG16701.2.p1, OFUSG16701.3.p1
OG0005160	CAPO300741	OFUSG02915.1.p1
OG0005163	CAPO305704	OFUSG08097.1.p1, OFUSG05274.1.p1
OG0005164	CAPO307846	OFUSG07881.1.p1
OG0005168	CAPO306745	OFUSG12335.1.p1
OG0005169	CAPO303886	OFUSG25084.1.p1
OG0005172	CAPO306565	OFUSG20224.1.p1
OG0005175	CAPO305645	OFUSG11606.1.p1
OG0005178	CAPO300199	OFUSG02175.1.p1
OG0005179	CAPO306190	OFUSG02176.1.p1, OFUSG02176.2.p1
OG0005180	CAPO308188	OFUSG06874.1.p1
OG0005181	CAPO300793	OFUSG24977.1.p1
OG0005182	CAPO300394	OFUSG21111.2.p1, OFUSG21111.1.p1
OG0005183	CAPO304256	OFUSG07373.1.p1
OG0005184	CAPO307619	OFUSG13055.1.p1
OG0005185	CAPO305409	OFUSG23200.1.p1
OG0005187	CAPO300108	OFUSG03518.2.p1, OFUSG03518.1.p1
OG0005188	CAPO307366, CAPO308331	OFUSG16090.2.p1, OFUSG16090.1.p1
OG0005191	CAPO301264	OFUSG17679.1.p1
OG0005192	CAPO302320	OFUSG21298.1.p1
OG0005193	CAPO300973	OFUSG00993.1.p1
OG0005194	CAPO306243	OFUSG05518.1.p1
OG0005196	CAPO306636	OFUSG00212.1.p1
OG0005200	CAPO307301	OFUSG23575.1.p1
OG0005201	CAPO300421	OFUSG09468.2.p1, OFUSG09468.1.p1
OG0005202	CAPO300013	OFUSG16397.2.p1, OFUSG16397.1.p1
OG0005203	CAPO304416	OFUSG13402.1.p1
OG0005205	CAPO302576	OFUSG16433.1.p1
OG0005206	CAPO301965	OFUSG09782.1.p1
OG0005208	CAPO303001	OFUSG18403.1.p1
OG0005209	CAPO300492	OFUSG10218.1.p1
OG0005210	CAPO301315	OFUSG03926.2.p1, OFUSG03926.1.p1, OFUSG03926.3.p1
OG0005212	CAPO300331	OFUSG19650.1.p1
OG0005214	CAPO304556	OFUSG14185.2.p1, OFUSG14185.1.p1
OG0005215	CAPO308114	OFUSG08929.1.p1
OG0005216	CAPO304567	OFUSG06397.1.p1
OG0005217	CAPO303096, CAPO306650	OFUSG12859.1.p1
OG0005221	CAPO306723	OFUSG18701.1.p1, OFUSG18701.2.p1
OG0005222	CAPO305567	OFUSG05398.1.p1
OG0005223	CAPO302922	OFUSG16806.1.p1
OG0005224	CAPO300521	OFUSG21574.1.p1
OG0005228	CAPO300902	OFUSG06202.1.p1
OG0005229	CAPO300950	OFUSG14456.1.p1
OG0005230	CAPO305306	OFUSG10260.1.p1
OG0005231	CAPO307526	OFUSG13328.1.p1
OG0005233	CAPO307259	OFUSG06046.1.p1
OG0005234	CAPO306586, CAPO305435	OFUSG21115.1.p1
OG0005237	CAPO300405	OFUSG25015.1.p1
OG0005238	CAPO307942	OFUSG07450.1.p1
OG0005239	CAPO305851	OFUSG12578.1.p1
OG0005240	CAPO302162	OFUSG23502.1.p1
OG0005243	CAPO302946	OFUSG17840.1.p1
OG0005244	CAPO301413	OFUSG19096.1.p1
OG0005245	CAPO305774	OFUSG12802.1.p1
OG0005247	CAPO305218	OFUSG22832.1.p1, OFUSG25799.1.p1
OG0005249	CAPO306769	OFUSG25639.1.p1
OG0005250	CAPO304032	OFUSG01470.1.p1
OG0005251	CAPO306449	OFUSG00166.1.p1, OFUSG00166.2.p1
OG0005253	CAPO307867	OFUSG02986.1.p1, OFUSG02984.1.p1
OG0005254	CAPO304356	OFUSG18377.1.p1
OG0005255	CAPO303838, CAPO300416, CAPO307726	OFUSG19299.1.p1
OG0005257	CAPO302797	OFUSG26587.1.p1
OG0005258	CAPO301990	OFUSG08201.1.p1
OG0005259	CAPO303873	OFUSG06476.1.p1
OG0005261	CAPO305240	OFUSG21359.1.p1
OG0005262	CAPO301884	OFUSG26549.1.p1
OG0005265	CAPO305767	OFUSG13459.1.p1
OG0005267	CAPO300315	OFUSG11648.2.p1, OFUSG11648.1.p1
OG0005268	CAPO302457	OFUSG07092.1.p1
OG0005269	CAPO303868	OFUSG05706.2.p1, OFUSG05706.1.p1
OG0005271	CAPO303459	OFUSG09696.1.p1
OG0005272	CAPO300142	OFUSG21453.3.p1, OFUSG21453.2.p1, OFUSG21453.1.p1
OG0005273	CAPO302742	OFUSG00351.1.p1
OG0005275	CAPO301557	OFUSG06067.1.p1
OG0005277	CAPO302973, CAPO308033	OFUSG23582.1.p1
OG0005278	CAPO306576, CAPO308328	OFUSG09819.1.p1, OFUSG09819.2.p1
OG0005279	CAPO304182	OFUSG20374.1.p1
OG0005280	CAPO306635	OFUSG05981.1.p1
OG0005285	CAPO302006	OFUSG09936.1.p1
OG0005287	CAPO307607	OFUSG04245.1.p1, OFUSG04245.2.p1
OG0005289	CAPO304679	OFUSG07144.1.p1
OG0005290	CAPO305632	OFUSG17541.1.p1
OG0005292	CAPO300881	OFUSG16167.1.p1
OG0005293	CAPO303402	OFUSG21083.1.p1
OG0005294	CAPO306913	OFUSG26471.1.p1
OG0005295	CAPO304907	OFUSG21578.1.p1
OG0005299	CAPO304069	OFUSG23520.1.p1, OFUSG20662.1.p1, OFUSG20662.3.p1, OFUSG20662.2.p1
OG0005300	CAPO304452	OFUSG06609.1.p1
OG0005301	CAPO307444	OFUSG15400.1.p1
OG0005303	CAPO304454	OFUSG00067.1.p1
OG0005305	CAPO301003	OFUSG23187.1.p1
OG0005309	CAPO306631	OFUSG00882.1.p1
OG0005312	CAPO307454, CAPO303466	OFUSG06581.2.p1, OFUSG06581.1.p1, OFUSG06581.4.p1, OFUSG06581.3.p1
OG0005314	CAPO302074	OFUSG00971.1.p1
OG0005315	CAPO302427	OFUSG25500.1.p1
OG0005316	CAPO301704	OFUSG23058.1.p1
OG0005317	CAPO307168	OFUSG08269.1.p1, OFUSG00518.1.p1
OG0005318	CAPO308249	OFUSG00407.1.p1
OG0005319	CAPO302638	OFUSG08963.1.p1, OFUSG22962.1.p1
OG0005320	CAPO301023	OFUSG25505.1.p1
OG0005322	CAPO308079	OFUSG16201.1.p1, OFUSG16200.1.p1
OG0005323	CAPO307349	OFUSG19738.1.p1
OG0005324	CAPO303901	OFUSG07975.1.p1
OG0005325	CAPO301092	OFUSG10119.1.p1, OFUSG10379.1.p1
OG0005326	CAPO303331	OFUSG20880.1.p1
OG0005331	CAPO301923	OFUSG13416.1.p1, OFUSG23748.1.p1, OFUSG12451.1.p1
OG0005359	CAPO300630	OFUSG18138.2.p1, OFUSG18138.1.p1
OG0005360	CAPO303782	OFUSG08460.1.p1
OG0005364	CAPO300756	OFUSG25463.1.p1, OFUSG25464.1.p1
OG0005365	CAPO303866	OFUSG10346.1.p1
OG0005366	CAPO300645	OFUSG11720.2.p1, OFUSG11720.1.p1
OG0005367	CAPO304113	OFUSG21668.1.p1, OFUSG21665.1.p1, OFUSG21667.1.p1
OG0005370	CAPO303423	OFUSG17317.1.p1
OG0005371	CAPO306407	OFUSG16075.1.p1
OG0005373	CAPO302507	OFUSG05705.1.p1
OG0005374	CAPO300609	OFUSG00534.1.p1
OG0005375	CAPO305216	OFUSG17045.1.p1
OG0005377	CAPO307926	OFUSG15332.1.p1
OG0005378	CAPO301284	OFUSG22312.1.p1
OG0005379	CAPO303714	OFUSG17787.1.p1, OFUSG02831.1.p1
OG0005380	CAPO306791	OFUSG23632.1.p1
OG0005381	CAPO301325	OFUSG07762.1.p1, OFUSG07762.2.p1
OG0005384	CAPO300411	OFUSG21323.1.p1
OG0005385	CAPO305502	OFUSG15259.1.p1
OG0005386	CAPO307872	OFUSG02823.1.p1
OG0005388	CAPO301274	OFUSG08694.1.p1
OG0005389	CAPO300599	OFUSG20998.1.p1, OFUSG03061.1.p1
OG0005390	CAPO301450	OFUSG26544.1.p1
OG0005391	CAPO302409	OFUSG20376.1.p1
OG0005393	CAPO302465	OFUSG19341.1.p1
OG0005394	CAPO306444	OFUSG20768.1.p1, OFUSG20768.2.p1
OG0005395	CAPO302966	OFUSG10945.1.p1
OG0005396	CAPO301185	OFUSG14426.1.p1
OG0005398	CAPO301199	OFUSG15882.5.p1, OFUSG15882.3.p1, OFUSG15882.4.p1, OFUSG15882.1.p1, OFUSG15882.2.p1
OG0005399	CAPO306277	OFUSG18680.1.p1
OG0005400	CAPO301149	OFUSG03237.1.p1
OG0005402	CAPO307246	OFUSG23593.1.p1, OFUSG23593.2.p1
OG0005403	CAPO303785	OFUSG09547.1.p1
OG0005404	CAPO306644	OFUSG21350.1.p1, OFUSG21349.1.p1
OG0005405	CAPO304677	OFUSG10025.3.p1, OFUSG10025.1.p1, OFUSG10025.2.p1
OG0005406	CAPO301050	OFUSG09643.1.p1
OG0005408	CAPO306656	OFUSG05589.1.p1
OG0005409	CAPO304722	OFUSG20736.1.p1
OG0005410	CAPO300140	OFUSG19875.4.p1, OFUSG19875.1.p1, OFUSG19875.3.p1, OFUSG19875.5.p1, OFUSG19875.2.p1
OG0005412	CAPO300143	OFUSG13625.1.p1
OG0005413	CAPO304093	OFUSG04383.1.p1
OG0005414	CAPO301252, CAPO301167	OFUSG18605.1.p1
OG0005417	CAPO302063	OFUSG10419.1.p1, OFUSG10419.2.p1
OG0005422	CAPO303205	OFUSG11472.1.p1
OG0005424	CAPO305286	OFUSG16751.1.p1
OG0005425	CAPO300175	OFUSG07152.1.p1
OG0005427	CAPO301444	OFUSG24282.1.p1
OG0005430	CAPO302295	OFUSG05410.1.p1
OG0005431	CAPO304591	OFUSG21471.1.p1
OG0005433	CAPO303786	OFUSG09472.1.p1
OG0005434	CAPO302858	OFUSG02069.1.p1
OG0005435	CAPO303045	OFUSG12657.1.p1
OG0005437	CAPO308137	OFUSG25301.1.p1
OG0005438	CAPO302494	OFUSG04380.1.p1
OG0005439	CAPO304206	OFUSG23540.1.p1
OG0005440	CAPO303719	OFUSG08519.1.p1
OG0005442	CAPO307582	OFUSG16796.1.p1
OG0005443	CAPO305021	OFUSG22065.1.p1
OG0005444	CAPO300488	OFUSG20931.1.p1
OG0005446	CAPO300144	OFUSG01072.1.p1
OG0005449	CAPO300543	OFUSG10668.1.p1
OG0005450	CAPO302868	OFUSG02992.1.p1
OG0005451	CAPO300480	OFUSG21294.1.p1
OG0005454	CAPO307132	OFUSG05652.1.p1
OG0005457	CAPO307831	OFUSG20225.1.p1
