Orthogroup	CAPO3	DANRE
OG0004112	CAPO304610	DANRE13978, DANRE13976, DANRE13977
OG0004113	CAPO305835	DANRE40461
OG0004114	CAPO301854	DANRE34872
OG0004115	CAPO306386	DANRE10141, DANRE10142
OG0004116	CAPO303186	DANRE34155
OG0004118	CAPO306139	DANRE31237
OG0004119	CAPO303741	DANRE12211
OG0004120	CAPO303757	DANRE05375, DANRE05376, DANRE05377
OG0004123	CAPO304624	DANRE00959
OG0004124	CAPO302738	DANRE22782, DANRE22783, DANRE24184, DANRE24185
OG0004127	CAPO306895	DANRE24066, DANRE24065, DANRE27220, DANRE27221, DANRE27222
OG0004130	CAPO307075	DANRE09375, DANRE09376, DANRE09377
OG0004131	CAPO301925	DANRE40593
OG0004133	CAPO305598	DANRE08845, DANRE42087
OG0004134	CAPO304433	DANRE07379, DANRE07380, DANRE07381, DANRE43376
OG0004136	CAPO307338	DANRE40774
OG0004140	CAPO307995	DANRE26029
OG0004142	CAPO300440	DANRE30629
OG0004144	CAPO302917	DANRE09126, DANRE09125, DANRE42052
OG0004148	CAPO301152	DANRE29829, DANRE03866, DANRE03865, DANRE29828
OG0004150	CAPO303497	DANRE05792
OG0004151	CAPO307015	DANRE25545, DANRE25544, DANRE25543
OG0004153	CAPO305022	DANRE20163
OG0004154	CAPO308154	DANRE11687
OG0004156	CAPO307556	DANRE31241, DANRE31240, DANRE31242, DANRE23377, DANRE23376, DANRE35483
OG0004158	CAPO302219	DANRE42931, DANRE42938, DANRE23921, DANRE23922
OG0004160	CAPO302118	DANRE26485, DANRE18770
OG0004164	CAPO306879	DANRE20575, DANRE05368
OG0004166	CAPO300703	DANRE23367
OG0004167	CAPO305574	DANRE19957, DANRE19956, DANRE06196, DANRE06197
OG0004168	CAPO303881	DANRE08328, DANRE08330, DANRE08329
OG0004169	CAPO302967	DANRE30096
OG0004170	CAPO305320	DANRE34168
OG0004171	CAPO305810	DANRE08068, DANRE08069
OG0004174	CAPO303644	DANRE40570
OG0004176	CAPO304072	DANRE07215, DANRE07216
OG0004179	CAPO304392	DANRE30370, DANRE04292
OG0004181	CAPO304353	DANRE17827, DANRE17828, DANRE17829, DANRE15664
OG0004182	CAPO305817	DANRE07705, DANRE07706
OG0004183	CAPO301817	DANRE40848, DANRE40849
OG0004184	CAPO302251	DANRE05779
OG0004186	CAPO307615	DANRE10675, DANRE10674, DANRE19945, DANRE04804
OG0004187	CAPO301572	DANRE12987, DANRE12986, DANRE03435
OG0004188	CAPO308209	DANRE03766, DANRE11056, DANRE11057
OG0004194	CAPO301460, CAPO301973	DANRE13561
OG0004198	CAPO302636	DANRE43301, DANRE09641, DANRE13965, DANRE09640
OG0004215	CAPO307025	DANRE08211, DANRE01210
OG0004216	CAPO304745	DANRE31388, DANRE31392
OG0004217	CAPO300553	DANRE15764, DANRE15763, DANRE15762
OG0004219	CAPO302642	DANRE35534
OG0004222	CAPO307934	DANRE10943
OG0004223	CAPO308310	DANRE13990
OG0004226	CAPO301388	DANRE05686, DANRE17765, DANRE17766
OG0004227	CAPO302252	DANRE41048, DANRE41049, DANRE41047, DANRE41050
OG0004228	CAPO303492	DANRE11401, DANRE17731
OG0004230	CAPO305821	DANRE07988, DANRE07987, DANRE34148
OG0004231	CAPO300312	DANRE29877, DANRE29878
OG0004232	CAPO301443	DANRE06060
OG0004235	CAPO306795	DANRE03089
OG0004236	CAPO301760	DANRE35563
OG0004237	CAPO301645	DANRE15924
OG0004239	CAPO304082	DANRE41351
OG0004240	CAPO301736	DANRE05545, DANRE05544, DANRE07266, DANRE07267
OG0004241	CAPO304693	DANRE42257, DANRE16587
OG0004243	CAPO302349	DANRE03711, DANRE03710, DANRE29826, DANRE29827
OG0004245	CAPO301120	DANRE05322
OG0004246	CAPO307710	DANRE03879
OG0004247	CAPO306324	DANRE19864, DANRE19863, DANRE19865, DANRE19866, DANRE19867
OG0004248	CAPO306807	DANRE23609
OG0004249	CAPO302316	DANRE19294, DANRE19293
OG0004250	CAPO305518	DANRE05878
OG0004252	CAPO305536	DANRE30850
OG0004254	CAPO304883	DANRE00107, DANRE00106
OG0004257	CAPO305171	DANRE19570, DANRE19569, DANRE19572
OG0004258	CAPO301342	DANRE16049, DANRE16050
OG0004259	CAPO301048	DANRE37622, DANRE12712
OG0004261	CAPO305950	DANRE13599, DANRE13600
OG0004263	CAPO304844	DANRE42560, DANRE42559
OG0004269	CAPO308233	DANRE16641, DANRE16642
OG0004270	CAPO303791	DANRE13963, DANRE09634
OG0004271	CAPO303178	DANRE31170, DANRE31169, DANRE24936
OG0004272	CAPO303743	DANRE34773, DANRE01493, DANRE34772, DANRE34771
OG0004273	CAPO300380	DANRE09358, DANRE09357
OG0004278	CAPO303739	DANRE00447, DANRE00446, DANRE00445
OG0004280	CAPO302169	DANRE29566
OG0004282	CAPO306035	DANRE15036
OG0004283	CAPO301216	DANRE06175
OG0004284	CAPO303039	DANRE17856, DANRE17855, DANRE17854
OG0004285	CAPO306621	DANRE43135, DANRE07213
OG0004286	CAPO300246	DANRE13281, DANRE13282, DANRE13280
OG0004287	CAPO305534	DANRE10684
OG0004288	CAPO302203	DANRE19335
OG0004289	CAPO307509	DANRE17569
OG0004291	CAPO300943	DANRE05725
OG0004291	CAPO306696	DANRE05724, DANRE05722, DANRE05723
OG0004292	CAPO301407	DANRE15377
OG0004295	CAPO300437	DANRE21758, DANRE21759
OG0004296	CAPO307058	DANRE34538, DANRE00368
OG0004297	CAPO306140	DANRE14286
OG0004299	CAPO307863	DANRE15522, DANRE15521, DANRE20529
OG0004300	CAPO308218	DANRE21278, DANRE21279
OG0004301	CAPO305855	DANRE06468
OG0004302	CAPO307149	DANRE03425, DANRE03424
OG0004303	CAPO306261	DANRE07545, DANRE28080, DANRE07544
OG0004304	CAPO307407	DANRE19474, DANRE19473
OG0004305	CAPO306704	DANRE21612, DANRE21613
OG0004307	CAPO306787	DANRE30227, DANRE30226
OG0004308	CAPO302385	DANRE06355
OG0004309	CAPO304021	DANRE03911, DANRE03912, DANRE03913
OG0004310	CAPO306903	DANRE13896, DANRE21587
OG0004312	CAPO306752	DANRE24921
OG0004314	CAPO301283	DANRE18288, DANRE34249
OG0004315	CAPO307076	DANRE43202
OG0004316	CAPO300656	DANRE23666, DANRE23667, DANRE36322, DANRE36321
OG0004319	CAPO308294	DANRE12625, DANRE12773, DANRE12772, DANRE12774
OG0004320	CAPO300174	DANRE42284, DANRE42288, DANRE42285, DANRE42287, DANRE42286
OG0004321	CAPO306639	DANRE05768, DANRE05769, DANRE03282, DANRE03281
OG0004322	CAPO300187	DANRE15075
OG0004322	CAPO307895	DANRE15076, DANRE15074
OG0004323	CAPO307483	DANRE17273, DANRE17274
OG0004324	CAPO300240	DANRE22537, DANRE22536, DANRE22534, DANRE22535
OG0004328	CAPO305261	DANRE02156, DANRE02160, DANRE02159, DANRE02158, DANRE02157, DANRE02155
OG0004329	CAPO302035	DANRE40873, DANRE40872, DANRE40874
OG0004330	CAPO305393	DANRE11063, DANRE11060, DANRE11061, DANRE11058, DANRE11062, DANRE11059
OG0004331	CAPO305384	DANRE10901
OG0004333	CAPO303439	DANRE13744, DANRE13743, DANRE13742
OG0004335	CAPO302791	DANRE23624
OG0004337	CAPO300958	DANRE41654, DANRE41653
OG0004338	CAPO300828	DANRE12236, DANRE12237
OG0004344	CAPO307152	DANRE06853
OG0004345	CAPO306847	DANRE19118
OG0004347	CAPO307703	DANRE19493, DANRE19494, DANRE07708, DANRE07709
OG0004348	CAPO306158	DANRE42472, DANRE42473
OG0004349	CAPO308184	DANRE11014
OG0004350	CAPO300994	DANRE10750, DANRE10749
OG0004351	CAPO307239	DANRE28003, DANRE28002
OG0004352	CAPO300873	DANRE09568
OG0004353	CAPO306055, CAPO306087	DANRE09455
OG0004354	CAPO307581	DANRE33627, DANRE33625, DANRE33626
OG0004355	CAPO303478	DANRE22085, DANRE31144
OG0004356	CAPO300159	DANRE43267, DANRE43053
OG0004357	CAPO303880	DANRE05948, DANRE05949, DANRE01459, DANRE01460, DANRE41227
OG0004358	CAPO301323	DANRE41274, DANRE41273
OG0004359	CAPO305703	DANRE02425
OG0004360	CAPO301752	DANRE26365, DANRE26366
OG0004361	CAPO308302	DANRE21796, DANRE21795, DANRE21794
OG0004363	CAPO304580	DANRE15835, DANRE15833, DANRE15834, DANRE15836
OG0004364	CAPO305213	DANRE11772
OG0004365	CAPO305948	DANRE25826
OG0004368	CAPO306084	DANRE18241, DANRE18242, DANRE43383
OG0004369	CAPO305592	DANRE34900, DANRE34901
OG0004370	CAPO302143	DANRE34877, DANRE34876
OG0004372	CAPO304892	DANRE43175, DANRE35509
OG0004373	CAPO308311	DANRE43176
OG0004374	CAPO306983	DANRE20926, DANRE20927
OG0004375	CAPO305927	DANRE25111
OG0004376	CAPO303203	DANRE07421, DANRE33508
OG0004377	CAPO303614	DANRE38821
OG0004378	CAPO303140	DANRE08245
OG0004379	CAPO300162	DANRE29006, DANRE31285, DANRE31284
OG0004380	CAPO307847	DANRE02319, DANRE25045, DANRE25044, DANRE31287, DANRE31288
OG0004381	CAPO300684	DANRE14548, DANRE14549, DANRE14547
OG0004382	CAPO308307	DANRE34314
OG0004383	CAPO301688	DANRE11497, DANRE11498
OG0004385	CAPO306534	DANRE34112, DANRE19530
OG0004388	CAPO303742	DANRE17362, DANRE17360, DANRE17361
OG0004389	CAPO302416	DANRE36413, DANRE36412, DANRE36411, DANRE36414
OG0004390	CAPO300046	DANRE27472, DANRE27471
OG0004391	CAPO305468	DANRE15795, DANRE20560, DANRE20559
OG0004392	CAPO303282	DANRE05947
OG0004394	CAPO305886	DANRE20261, DANRE20262
OG0004396	CAPO300955	DANRE20597, DANRE20596
OG0004398	CAPO307605	DANRE10835, DANRE10834
OG0004399	CAPO301536	DANRE02735, DANRE41307, DANRE31607
OG0004400	CAPO304368, CAPO302395	DANRE21495, DANRE21496
OG0004401	CAPO307684	DANRE29576
OG0004405	CAPO302866	DANRE16529, DANRE16527, DANRE16530, DANRE16528
OG0004406	CAPO305558	DANRE39248, DANRE17699, DANRE17700, DANRE10991, DANRE10992, DANRE10990
OG0004413	CAPO301518	DANRE36717, DANRE36718
OG0004417	CAPO302119	DANRE26688, DANRE43329, DANRE43330, DANRE43328
OG0004418	CAPO305208	DANRE19384, DANRE40661, DANRE40660
OG0004421	CAPO303320	DANRE36713
OG0004423	CAPO306935	DANRE14691, DANRE14690
OG0004425	CAPO302090	DANRE24598, DANRE13803
OG0004426	CAPO301784	DANRE05633
OG0004428	CAPO302305	DANRE37224, DANRE37201, DANRE37221
OG0004433	CAPO304000	DANRE09848, DANRE24584, DANRE41394
OG0004459	CAPO300459	DANRE03934, DANRE03933
OG0004460	CAPO307206	DANRE02370, DANRE02369, DANRE02371
OG0004461	CAPO305355	DANRE31591, DANRE20635
OG0004462	CAPO302893	DANRE15232, DANRE15233
OG0004465	CAPO303487	DANRE17974, DANRE10221
OG0004467	CAPO307496	DANRE33315, DANRE40705, DANRE33314
OG0004468	CAPO307854	DANRE16473, DANRE16472, DANRE16471, DANRE06592
OG0004472	CAPO303803	DANRE31243, DANRE31244
OG0004474	CAPO300829	DANRE41289, DANRE41288
OG0004476	CAPO307856	DANRE00041, DANRE33641, DANRE33640, DANRE33639
OG0004479	CAPO303963	DANRE14165
OG0004481	CAPO306702	DANRE39070, DANRE39069
OG0004483	CAPO303122	DANRE36016, DANRE36015, DANRE36014, DANRE36017
OG0004484	CAPO302152	DANRE23463, DANRE23462
OG0004486	CAPO307639	DANRE02337, DANRE38751, DANRE38752
OG0004488	CAPO301849	DANRE12224, DANRE13919, DANRE13923, DANRE13920, DANRE13922, DANRE13921
OG0004489	CAPO305447	DANRE36650, DANRE02189, DANRE36649
OG0004492	CAPO307196	DANRE37611, DANRE36858
OG0004494	CAPO306570	DANRE03077, DANRE03076
OG0004495	CAPO306359	DANRE26631, DANRE26632, DANRE26630
OG0004496	CAPO303733	DANRE24246, DANRE24247, DANRE24248
OG0004497	CAPO307202	DANRE12815, DANRE12814
OG0004498	CAPO305224	DANRE14302, DANRE14301
OG0004500	CAPO301850	DANRE18484
OG0004501	CAPO301840	DANRE11408, DANRE11405, DANRE11407, DANRE11403, DANRE11404, DANRE11406
OG0004502	CAPO301779	DANRE23484
OG0004503	CAPO300332	DANRE16687
OG0004506	CAPO305016	DANRE30476
OG0004507	CAPO301894	DANRE34603
OG0004508	CAPO301654	DANRE02336
OG0004509	CAPO300500	DANRE26479, DANRE40204, DANRE40206, DANRE40205
OG0004511	CAPO303457	DANRE33541, DANRE19924
OG0004512	CAPO302842	DANRE11592
OG0004513	CAPO303104	DANRE33293, DANRE33294
OG0004515	CAPO305182	DANRE04363
OG0004516	CAPO306036, CAPO307859	DANRE08306
OG0004517	CAPO305332	DANRE29093, DANRE29095, DANRE29094
OG0004518	CAPO306412	DANRE17197, DANRE34247, DANRE17198
OG0004519	CAPO307914	DANRE36763
OG0004520	CAPO300090	DANRE13362, DANRE13363, DANRE13364
OG0004521	CAPO306692	DANRE04630, DANRE04629
OG0004523	CAPO304989	DANRE09384
OG0004525	CAPO303518	DANRE39978
OG0004526	CAPO302498	DANRE34280
OG0004527	CAPO302077	DANRE36388, DANRE36387
OG0004529	CAPO306628	DANRE04506, DANRE04507, DANRE04504, DANRE04505
OG0004530	CAPO304739	DANRE06407, DANRE42891
OG0004531	CAPO302345, CAPO307115	DANRE02542
OG0004532	CAPO300005	DANRE30309, DANRE30310
OG0004533	CAPO306022	DANRE41059
OG0004535	CAPO307124	DANRE13321, DANRE13320
OG0004537	CAPO306837	DANRE34313, DANRE34312
OG0004540	CAPO307351	DANRE24891, DANRE24888, DANRE24889, DANRE24890
OG0004542	CAPO306706	DANRE03604, DANRE03605
OG0004544	CAPO306563	DANRE22391, DANRE36746, DANRE40962
OG0004545	CAPO307212	DANRE33970
OG0004546	CAPO306808	DANRE14283, DANRE14282, DANRE14284
OG0004547	CAPO304852	DANRE25138, DANRE02890
OG0004548	CAPO305113	DANRE21818
OG0004551	CAPO301498	DANRE24748, DANRE24749
OG0004552	CAPO301361, CAPO306759	DANRE33884, DANRE38203
OG0004553	CAPO302768	DANRE23753
OG0004555	CAPO301994	DANRE24036, DANRE24037, DANRE27384
OG0004556	CAPO305616	DANRE09228, DANRE09229
OG0004558	CAPO307355	DANRE02700, DANRE02701, DANRE02699, DANRE02702
OG0004559	CAPO303756	DANRE29861
OG0004561	CAPO304794	DANRE22191
OG0004563	CAPO303030	DANRE22724
OG0004564	CAPO301873	DANRE05628, DANRE04805
OG0004565	CAPO303409	DANRE11419, DANRE11417, DANRE11418
OG0004569	CAPO303601	DANRE33534, DANRE33535, DANRE33533, DANRE33532
OG0004572	CAPO302719	DANRE27224, DANRE27223
OG0004573	CAPO305859	DANRE00757
OG0004574	CAPO300276	DANRE30718, DANRE30719, DANRE37705, DANRE37706, DANRE37703, DANRE37704
OG0004577	CAPO307905	DANRE37192, DANRE37191, DANRE37190, DANRE37194, DANRE37193
OG0004578	CAPO307713	DANRE19554, DANRE19552, DANRE19553
OG0004579	CAPO308171	DANRE25034, DANRE31590
OG0004581	CAPO305629	DANRE34427
OG0004582	CAPO304857	DANRE00200, DANRE00203, DANRE00201, DANRE00202
OG0004583	CAPO301319	DANRE23267
OG0004585	CAPO307959	DANRE23964, DANRE23965
OG0004587	CAPO303576	DANRE15933, DANRE43316, DANRE15932
OG0004588	CAPO307046	DANRE19524, DANRE34173
OG0004590	CAPO307910	DANRE01038
OG0004592	CAPO307767	DANRE15605, DANRE15604
OG0004593	CAPO306311	DANRE07356, DANRE07355, DANRE07354, DANRE07353
OG0004595	CAPO305901	DANRE29126, DANRE27364
OG0004596	CAPO300672	DANRE26023
OG0004599	CAPO306185	DANRE12314, DANRE19610, DANRE12315
OG0004600	CAPO306391	DANRE35116, DANRE35117
OG0004601	CAPO300529	DANRE19151
OG0004602	CAPO307709	DANRE29863, DANRE29862, DANRE29864, DANRE29865
OG0004605	CAPO303013	DANRE29847
OG0004609	CAPO305274	DANRE19927, DANRE19928
OG0004610	CAPO308217	DANRE24946, DANRE24945, DANRE39093
OG0004611	CAPO305879, CAPO305850	DANRE05043, DANRE05045, DANRE05044, DANRE05046
OG0004612	CAPO307176	DANRE14838, DANRE14837, DANRE14835, DANRE14836
OG0004616	CAPO302661, CAPO307774	DANRE35757, DANRE35756, DANRE35755
OG0004619	CAPO306976	DANRE28992, DANRE28989, DANRE28993, DANRE28991, DANRE28990
OG0004621	CAPO301592	DANRE36766, DANRE36765, DANRE22575
OG0004626	CAPO304074	DANRE12176, DANRE26130
OG0004627	CAPO302578	DANRE24293, DANRE24295, DANRE24294, DANRE24292
OG0004628	CAPO300844	DANRE29575, DANRE35550
OG0004629	CAPO300874	DANRE33375, DANRE33374
OG0004630	CAPO300032	DANRE17375, DANRE17374, DANRE17372, DANRE17373
OG0004633	CAPO306431	DANRE26762, DANRE26763
OG0004634	CAPO306443	DANRE30543, DANRE31362
OG0004635	CAPO305826	DANRE10518, DANRE10519
OG0004638	CAPO300328	DANRE10550
OG0004639	CAPO304960	DANRE35398
OG0004640	CAPO305391	DANRE05531, DANRE05530
OG0004641	CAPO301192	DANRE33377, DANRE33998, DANRE33997
OG0004642	CAPO303810	DANRE24040, DANRE26748, DANRE26747
OG0004643	CAPO303111	DANRE34503, DANRE34504
OG0004644	CAPO308177	DANRE18411, DANRE18413, DANRE18412, DANRE10782
OG0004646	CAPO304987	DANRE12893, DANRE21721
OG0004648	CAPO306796	DANRE20923
OG0004649	CAPO308035	DANRE00918, DANRE00919, DANRE07960, DANRE07962, DANRE39589
OG0004651	CAPO307192	DANRE02190
OG0004652	CAPO307126	DANRE06984, DANRE06985, DANRE06986, DANRE06983
OG0004654	CAPO304098	DANRE29943, DANRE40498
OG0004655	CAPO300932	DANRE29577, DANRE29579, DANRE29578
OG0004656	CAPO306315	DANRE10804, DANRE26495
OG0004657	CAPO300965	DANRE08968, DANRE34488
OG0004658	CAPO302853	DANRE10828
OG0004659	CAPO305571	DANRE02375, DANRE02376, DANRE02374
OG0004663	CAPO307060	DANRE20429, DANRE20430, DANRE20431, DANRE20432
OG0004664	CAPO304024	DANRE07606
OG0004668	CAPO307032	DANRE05469
OG0004669	CAPO301719	DANRE10303
OG0004670	CAPO301141	DANRE03145
OG0004671	CAPO303199	DANRE19925
OG0004672	CAPO300788	DANRE39138
OG0004673	CAPO305181	DANRE38784, DANRE38783, DANRE41387
OG0004674	CAPO301298	DANRE33289
OG0004675	CAPO300152	DANRE23251
OG0004676	CAPO305483	DANRE11604
OG0004678	CAPO306062	DANRE19097, DANRE19098, DANRE19096
OG0004679	CAPO307020	DANRE35037
OG0004682	CAPO302643	DANRE27410
OG0004685	CAPO300514	DANRE39580, DANRE39579, DANRE39581, DANRE00131
OG0004687	CAPO300850	DANRE40485, DANRE40484
OG0004690	CAPO302294	DANRE14581, DANRE08603
OG0004691	CAPO301832	DANRE10742
OG0004692	CAPO306711	DANRE37494
OG0004694	CAPO302831	DANRE37791, DANRE37790, DANRE37789
OG0004696	CAPO303339	DANRE04423, DANRE04422, DANRE04424
OG0004697	CAPO308157	DANRE16338, DANRE16340, DANRE16339, DANRE07342
OG0004699	CAPO305801	DANRE35046
OG0004700	CAPO305394	DANRE10454
OG0004702	CAPO306323	DANRE03083, DANRE03084, DANRE03085
OG0004703	CAPO302281	DANRE43394, DANRE33684, DANRE33685
OG0004707	CAPO307222	DANRE06164
OG0004708	CAPO302589	DANRE35053, DANRE35054
OG0004711	CAPO307614	DANRE06348, DANRE06349, DANRE06347
OG0004728	CAPO306092	DANRE39343, DANRE39344
OG0004732	CAPO307742, CAPO303065	DANRE29676, DANRE29678, DANRE29677, DANRE29679, DANRE29675, DANRE29674
OG0004733	CAPO303723	DANRE34798
OG0004738	CAPO307391	DANRE17043, DANRE17042
OG0004739	CAPO305372	DANRE04072
OG0004740	CAPO303587	DANRE12109, DANRE12108, DANRE12110
OG0004743	CAPO305537	DANRE13544, DANRE13543
OG0004744	CAPO307377	DANRE30059
OG0004747	CAPO305266	DANRE17978, DANRE17977
OG0004748	CAPO300851	DANRE19838
OG0004749	CAPO303738	DANRE36880
OG0004752	CAPO300189	DANRE09141
OG0004753	CAPO307970	DANRE13109, DANRE13108
OG0004755	CAPO304664	DANRE42491
OG0004756	CAPO300650	DANRE02840
OG0004757	CAPO300079	DANRE12081, DANRE12080
OG0004758	CAPO307791	DANRE13011, DANRE13013, DANRE13014
OG0004759	CAPO301731	DANRE05611
OG0004760	CAPO302986	DANRE09761
OG0004761	CAPO301372	DANRE34602, DANRE34601
OG0004763	CAPO303189	DANRE41528
OG0004764	CAPO306665	DANRE36421, DANRE36422, DANRE36423
OG0004765	CAPO300145	DANRE26484, DANRE40179
OG0004766	CAPO300107	DANRE41332, DANRE41331
OG0004767	CAPO304258	DANRE28628
OG0004768	CAPO302814	DANRE04729, DANRE20410
OG0004769	CAPO305909	DANRE26926
OG0004770	CAPO306549	DANRE11345
OG0004774	CAPO302467	DANRE05788, DANRE05787
OG0004775	CAPO308292	DANRE35855
OG0004781	CAPO302855	DANRE08965
OG0004784	CAPO300506	DANRE04601, DANRE04600
OG0004785	CAPO301223	DANRE42357
OG0004786	CAPO306813	DANRE41722, DANRE41721
OG0004787	CAPO300677	DANRE24694, DANRE24695, DANRE24693
OG0004788	CAPO303606	DANRE33621
OG0004792	CAPO304121, CAPO301355	DANRE40825, DANRE29531
OG0004793	CAPO303691	DANRE39221, DANRE39220, DANRE39219
OG0004794	CAPO302268	DANRE12064, DANRE12067, DANRE12065, DANRE12066
OG0004795	CAPO306522	DANRE00139
OG0004797	CAPO308248	DANRE12121, DANRE12120
OG0004801	CAPO301409	DANRE16851, DANRE16852
OG0004803	CAPO304966	DANRE01003, DANRE01004, DANRE01005
OG0004805	CAPO301148	DANRE01261, DANRE07762
OG0004808	CAPO300921	DANRE27792
OG0004810	CAPO307085	DANRE31073, DANRE31076, DANRE31074, DANRE31075
OG0004811	CAPO304670	DANRE25423
OG0004812	CAPO300913	DANRE25075
OG0004813	CAPO302301	DANRE15068, DANRE10482, DANRE15067
OG0004814	CAPO305193	DANRE07345
OG0004815	CAPO306099	DANRE17954
OG0004817	CAPO300646	DANRE41423, DANRE41424, DANRE41425, DANRE41426
OG0004819	CAPO303489	DANRE22495
OG0004820	CAPO301474	DANRE17389
OG0004822	CAPO303272	DANRE42104, DANRE42103
OG0004823	CAPO301131	DANRE40280, DANRE40279, DANRE40278
OG0004825	CAPO303625	DANRE01273, DANRE01274
OG0004826	CAPO302318	DANRE17416
OG0004828	CAPO300795	DANRE03410, DANRE11427
OG0004829	CAPO306677	DANRE12758, DANRE12755, DANRE12756, DANRE12757
OG0004830	CAPO304259, CAPO301109	DANRE25686
OG0004831	CAPO302539	DANRE14244, DANRE11093, DANRE11092
OG0004832	CAPO300644	DANRE41922
OG0004833	CAPO307386, CAPO307385	DANRE20545
OG0004835	CAPO307142	DANRE33501, DANRE33502, DANRE00915
OG0004836	CAPO300476	DANRE07542, DANRE07543
OG0004837	CAPO306341	DANRE23071, DANRE23072
OG0004838	CAPO300483	DANRE15031, DANRE15033, DANRE15032
OG0004840	CAPO301303	DANRE30266
OG0004841	CAPO301073	DANRE25342, DANRE25341, DANRE25340, DANRE25343
OG0004842	CAPO307208	DANRE39123, DANRE39124, DANRE39121, DANRE39122
OG0004843	CAPO302296	DANRE38829
OG0004844	CAPO308225	DANRE03116
OG0004845	CAPO300244	DANRE15832
OG0004846	CAPO302634	DANRE25325
OG0004849	CAPO302897	DANRE28535
OG0004850	CAPO302165	DANRE39833
OG0004851	CAPO304052	DANRE25895, DANRE12187
OG0004852	CAPO305241	DANRE19212
OG0004853	CAPO306818	DANRE19217
OG0004854	CAPO307677	DANRE42925
OG0004855	CAPO307136	DANRE15163, DANRE15165, DANRE15164, DANRE15166
OG0004856	CAPO307877	DANRE11451, DANRE20259
OG0004857	CAPO301665	DANRE33527
OG0004858	CAPO306514	DANRE19523
OG0004859	CAPO305955	DANRE21373, DANRE21371, DANRE21372, DANRE42056, DANRE42055
OG0004861	CAPO300721	DANRE18015, DANRE18014, DANRE12129
OG0004863	CAPO300215	DANRE29005
OG0004864	CAPO306175	DANRE31526
OG0004869	CAPO301505	DANRE37089, DANRE37088, DANRE37087, DANRE37086
OG0004873	CAPO305056	DANRE35036, DANRE35035
OG0004874	CAPO302314	DANRE13642, DANRE13641
OG0004875	CAPO305599	DANRE40082
OG0004879	CAPO304570	DANRE26764
OG0004880	CAPO307520	DANRE25000
OG0004881	CAPO301856	DANRE28009, DANRE28008, DANRE28010
OG0004882	CAPO307657	DANRE12501
OG0004883	CAPO304269	DANRE29322, DANRE30019
OG0004884	CAPO306875	DANRE12116, DANRE12115
OG0004886	CAPO304598	DANRE16571, DANRE16572
OG0004887	CAPO303252	DANRE14658, DANRE14657, DANRE14659
OG0004889	CAPO302860	DANRE33284, DANRE33285, DANRE33286, DANRE33283, DANRE33282, DANRE33281
OG0004892	CAPO308266	DANRE05817, DANRE05818, DANRE40998
OG0004893	CAPO305797	DANRE14635
OG0004894	CAPO308103	DANRE36346, DANRE36347, DANRE20238, DANRE20239
OG0004895	CAPO301412	DANRE35049, DANRE35048
OG0004896	CAPO301146, CAPO308332	DANRE34248
OG0004897	CAPO300624	DANRE20166
OG0004898	CAPO300846	DANRE13333
OG0004899	CAPO304701	DANRE15713, DANRE15714, DANRE15715
OG0004900	CAPO300509	DANRE29655
OG0004901	CAPO301170	DANRE36989
OG0004902	CAPO305853	DANRE04599, DANRE37492, DANRE04598, DANRE16728
OG0004903	CAPO304775	DANRE24323, DANRE24324, DANRE24325
OG0004904	CAPO304100	DANRE43322, DANRE28804, DANRE28805
