Orthogroup	CAPO3	ORYLA
OG0004561	CAPO304794	ORYLA13301
OG0004563	CAPO303030	ORYLA17640
OG0004564	CAPO301873	ORYLA10092, ORYLA04840
OG0004565	CAPO303409	ORYLA10682
OG0004569	CAPO303601	ORYLA18519
OG0004572	CAPO302719	ORYLA06536
OG0004573	CAPO305859	ORYLA04092
OG0004574	CAPO300276	ORYLA10967, ORYLA12086
OG0004577	CAPO307905	ORYLA07568
OG0004578	CAPO307713	ORYLA02844
OG0004579	CAPO308171	ORYLA11222, ORYLA11221
OG0004581	CAPO305629	ORYLA04196
OG0004582	CAPO304857	ORYLA02882
OG0004583	CAPO301319	ORYLA11726
OG0004585	CAPO307959	ORYLA06291
OG0004587	CAPO303576	ORYLA07238, ORYLA00478
OG0004588	CAPO307046	ORYLA17972, ORYLA04384
OG0004590	CAPO307910	ORYLA05519
OG0004593	CAPO306311	ORYLA01302
OG0004595	CAPO305901	ORYLA16403, ORYLA06473
OG0004596	CAPO300672	ORYLA20308
OG0004599	CAPO306185	ORYLA02718, ORYLA02719, ORYLA12175
OG0004600	CAPO306391	ORYLA18120
OG0004601	CAPO300529	ORYLA02465
OG0004602	CAPO307709	ORYLA17209
OG0004605	CAPO303013	ORYLA17124
OG0004609	CAPO305274	ORYLA04118
OG0004610	CAPO308217	ORYLA15229, ORYLA12132
OG0004611	CAPO305879, CAPO305850	ORYLA05090, ORYLA05091
OG0004612	CAPO307176	ORYLA02074
OG0004616	CAPO302661, CAPO307774	ORYLA10301, ORYLA09881
OG0004619	CAPO306976	ORYLA16430
OG0004621	CAPO301592	ORYLA14201, ORYLA15999
OG0004626	CAPO304074	ORYLA12665, ORYLA14546
OG0004627	CAPO302578	ORYLA08823
OG0004628	CAPO300844	ORYLA16390, ORYLA08691
OG0004629	CAPO300874	ORYLA02890
OG0004630	CAPO300032	ORYLA11416
OG0004633	CAPO306431	ORYLA06950
OG0004634	CAPO306443	ORYLA16289, ORYLA18481
OG0004635	CAPO305826	ORYLA06004
OG0004638	CAPO300328	ORYLA02490
OG0004639	CAPO304960	ORYLA02611
OG0004641	CAPO301192	ORYLA18028
OG0004642	CAPO303810	ORYLA08976, ORYLA08977, ORYLA08978, ORYLA06343
OG0004643	CAPO303111	ORYLA18283
OG0004644	CAPO308177	ORYLA10069
OG0004646	CAPO304987	ORYLA14971, ORYLA13019
OG0004648	CAPO306796	ORYLA12915
OG0004649	CAPO308035	ORYLA04414, ORYLA03668, ORYLA17354
OG0004651	CAPO307192	ORYLA14276
OG0004652	CAPO307126	ORYLA00965
OG0004654	CAPO304098	ORYLA16505
OG0004655	CAPO300932	ORYLA17173
OG0004656	CAPO306315	ORYLA18658, ORYLA11542
OG0004657	CAPO300965	ORYLA03530, ORYLA06957, ORYLA04226, ORYLA04225
OG0004659	CAPO305571	ORYLA13951
OG0004660	CAPO304191	ORYLA18952
OG0004663	CAPO307060	ORYLA03983
OG0004664	CAPO304024	ORYLA03155
OG0004668	CAPO307032	ORYLA19057
OG0004669	CAPO301719	ORYLA05384
OG0004670	CAPO301141	ORYLA08201, ORYLA08200
OG0004671	CAPO303199	ORYLA04002
OG0004672	CAPO300788	ORYLA12303
OG0004673	CAPO305181	ORYLA09190, ORYLA19670
OG0004674	CAPO301298	ORYLA02750
OG0004675	CAPO300152	ORYLA11378
OG0004678	CAPO306062	ORYLA02453
OG0004679	CAPO307020	ORYLA04583
OG0004682	CAPO302643	ORYLA07086
OG0004685	CAPO300514	ORYLA17349, ORYLA02295
OG0004687	CAPO300850	ORYLA15540
OG0004690	CAPO302294	ORYLA02091, ORYLA06080
OG0004691	CAPO301832	ORYLA04688
OG0004692	CAPO306711	ORYLA07530
OG0004694	CAPO302831	ORYLA07688
OG0004695	CAPO304127	ORYLA19263
OG0004696	CAPO303339	ORYLA12496
OG0004697	CAPO308157	ORYLA00164
OG0004699	CAPO305801	ORYLA14125
OG0004700	CAPO305394	ORYLA06095
OG0004703	CAPO302281	ORYLA17592
OG0004707	CAPO307222	ORYLA01389
OG0004708	CAPO302589	ORYLA17151
OG0004711	CAPO307614	ORYLA09874
OG0004728	CAPO306092	ORYLA12390
OG0004732	CAPO307742, CAPO303065	ORYLA16376
OG0004733	CAPO303723	ORYLA17707
OG0004738	CAPO307391	ORYLA00685
OG0004739	CAPO305372	ORYLA08167
OG0004740	CAPO303587	ORYLA10258
OG0004744	CAPO307377	ORYLA16514
OG0004747	CAPO305266	ORYLA13336
OG0004748	CAPO300851	ORYLA04549
OG0004749	CAPO303738	ORYLA15557
OG0004752	CAPO300189	ORYLA05952
OG0004753	CAPO307970	ORYLA03643
OG0004756	CAPO300650	ORYLA13894
OG0004757	CAPO300079	ORYLA18518
OG0004758	CAPO307791	ORYLA12461
OG0004759	CAPO301731	ORYLA10102
OG0004761	CAPO301372	ORYLA17647
OG0004763	CAPO303189	ORYLA09981
OG0004764	CAPO306665	ORYLA13390
OG0004765	CAPO300145	ORYLA06642, ORYLA06865
OG0004766	CAPO300107	ORYLA19679
OG0004767	CAPO304258	ORYLA16994
OG0004768	CAPO302814	ORYLA10159, ORYLA03915
OG0004769	CAPO305909	ORYLA06352
OG0004770	CAPO306549	ORYLA10359
OG0004774	CAPO302467	ORYLA04647
OG0004775	CAPO308292	ORYLA08779
OG0004784	CAPO300506	ORYLA12521
OG0004785	CAPO301223	ORYLA19362
OG0004786	CAPO306813	ORYLA09795
OG0004787	CAPO300677	ORYLA08059
OG0004788	CAPO303606	ORYLA17920
OG0004792	CAPO304121, CAPO301355	ORYLA17893, ORYLA16372
OG0004793	CAPO303691	ORYLA07392
OG0004794	CAPO302268	ORYLA10695
OG0004795	CAPO306522	ORYLA02283
OG0004797	CAPO308248	ORYLA08718
OG0004801	CAPO301409	ORYLA00702
OG0004803	CAPO304966	ORYLA04437
OG0004805	CAPO301148	ORYLA03659
OG0004808	CAPO300921	ORYLA03793, ORYLA06820
OG0004810	CAPO307085	ORYLA10952
OG0004811	CAPO304670	ORYLA15264
OG0004812	CAPO300913	ORYLA14872
OG0004813	CAPO302301	ORYLA05507
OG0004814	CAPO305193	ORYLA01124
OG0004815	CAPO306099	ORYLA11571
OG0004817	CAPO300646	ORYLA09901
OG0004819	CAPO303489	ORYLA15855
OG0004820	CAPO301474	ORYLA11602
OG0004822	CAPO303272	ORYLA09952
OG0004823	CAPO301131	ORYLA04798, ORYLA15405
OG0004825	CAPO303625	ORYLA04570
OG0004826	CAPO302318	ORYLA11847
OG0004828	CAPO300795	ORYLA18579, ORYLA18578, ORYLA04889
OG0004829	CAPO306677	ORYLA12156, ORYLA14879
OG0004830	CAPO304259, CAPO301109	ORYLA15074
OG0004831	CAPO302539	ORYLA01981, ORYLA05958, ORYLA10270
OG0004832	CAPO300644	ORYLA08674
OG0004833	CAPO307386, CAPO307385	ORYLA03885
OG0004835	CAPO307142	ORYLA17262, ORYLA04419
OG0004836	CAPO300476	ORYLA03354
OG0004837	CAPO306341	ORYLA15065
OG0004838	CAPO300483	ORYLA02046, ORYLA02045
OG0004840	CAPO301303	ORYLA16583
OG0004841	CAPO301073	ORYLA15150
OG0004843	CAPO302296	ORYLA18629
OG0004844	CAPO308225	ORYLA19914
OG0004845	CAPO300244	ORYLA04667
OG0004846	CAPO302634	ORYLA15158
OG0004849	CAPO302897	ORYLA17011
OG0004851	CAPO304052	ORYLA14792, ORYLA12705
OG0004852	CAPO305241	ORYLA18016
OG0004854	CAPO307677	ORYLA08746
OG0004855	CAPO307136	ORYLA18312, ORYLA18291
OG0004856	CAPO307877	ORYLA10715, ORYLA04505
OG0004857	CAPO301665	ORYLA17621
OG0004858	CAPO306514	ORYLA02769
OG0004859	CAPO305955	ORYLA08698, ORYLA18845
OG0004861	CAPO300721	ORYLA12004, ORYLA12003, ORYLA10443
OG0004863	CAPO300215	ORYLA16843
OG0004864	CAPO306175	ORYLA11253
OG0004869	CAPO301505	ORYLA13932
OG0004873	CAPO305056	ORYLA04582
OG0004874	CAPO302314	ORYLA01640
OG0004875	CAPO305599	ORYLA13032
OG0004879	CAPO304570	ORYLA06951
OG0004880	CAPO307520	ORYLA14689
OG0004881	CAPO301856	ORYLA06894
OG0004882	CAPO307657	ORYLA15282
OG0004883	CAPO304269	ORYLA17053, ORYLA00797, ORYLA16969
OG0004884	CAPO306875	ORYLA10448
OG0004886	CAPO304598	ORYLA08772
OG0004887	CAPO303252	ORYLA01863
OG0004889	CAPO302860	ORYLA02582
OG0004892	CAPO308266	ORYLA05254, ORYLA18134
OG0004893	CAPO305797	ORYLA02246
OG0004894	CAPO308103	ORYLA12952
OG0004895	CAPO301412	ORYLA04539
OG0004896	CAPO301146, CAPO308332	ORYLA18463
OG0004897	CAPO300624	ORYLA04453
OG0004898	CAPO300846	ORYLA03730
OG0004899	CAPO304701	ORYLA00515
OG0004900	CAPO300509	ORYLA16299
OG0004901	CAPO301170	ORYLA15990, ORYLA14032
OG0004902	CAPO305853	ORYLA07532, ORYLA04755
OG0004903	CAPO304775	ORYLA09008
OG0004904	CAPO304100	ORYLA16700
OG0004906	CAPO303480	ORYLA00596, ORYLA00597
OG0004907	CAPO307254	ORYLA03027
OG0004911	CAPO305750	ORYLA07733, ORYLA16989
OG0004913	CAPO306717	ORYLA07472
OG0004914	CAPO301519	ORYLA04368
OG0004917	CAPO303374	ORYLA10606
OG0004919	CAPO308082	ORYLA14133
OG0004920	CAPO302580	ORYLA08371
OG0004922	CAPO306550	ORYLA01635
OG0004923	CAPO307943	ORYLA03259
OG0004924	CAPO304606	ORYLA05542
OG0004927	CAPO304855	ORYLA10076
OG0004928	CAPO304691	ORYLA08046, ORYLA16427
OG0004929	CAPO304111	ORYLA03183, ORYLA04033
OG0004932	CAPO306081, CAPO305804	ORYLA16065, ORYLA15866
OG0004934	CAPO305066	ORYLA17838
OG0004935	CAPO302835	ORYLA02089
OG0004936	CAPO306298	ORYLA10535
OG0004938	CAPO308159	ORYLA06008
OG0004940	CAPO305630	ORYLA11977
OG0004943	CAPO306001	ORYLA05443, ORYLA14302, ORYLA01562
OG0004944	CAPO302056	ORYLA14463
OG0004946	CAPO305515	ORYLA11413
OG0004947	CAPO307579	ORYLA02402
OG0004948	CAPO305331	ORYLA12320
OG0004950	CAPO300642	ORYLA09371
OG0004952	CAPO301776	ORYLA03501, ORYLA11665
OG0004953	CAPO306623	ORYLA01519, ORYLA04675
OG0004954	CAPO303229	ORYLA11697
OG0004958	CAPO302197	ORYLA02376
OG0004961	CAPO305777	ORYLA06702
OG0004962	CAPO301438	ORYLA01777
OG0004963	CAPO303805	ORYLA17617
OG0004964	CAPO302916	ORYLA16492
OG0004968	CAPO307145	ORYLA12313
OG0004969	CAPO303678	ORYLA06920, ORYLA18795, ORYLA18794
OG0004970	CAPO303748	ORYLA19671
OG0004971	CAPO302327	ORYLA08144
OG0004972	CAPO304289	ORYLA16919
OG0004973	CAPO305642	ORYLA12832
OG0004976	CAPO304478	ORYLA03920
OG0004977	CAPO304350	ORYLA09696
OG0004978	CAPO308306	ORYLA01266
OG0004979	CAPO303118	ORYLA08922
OG0004981	CAPO306326	ORYLA01978
OG0004982	CAPO301351	ORYLA02451
OG0004983	CAPO300176	ORYLA00691, ORYLA14478
OG0004985	CAPO304816	ORYLA20005, ORYLA13709
OG0004987	CAPO305473	ORYLA19089
OG0004987	CAPO306240	ORYLA00135, ORYLA05180
OG0004988	CAPO305623	ORYLA18683
OG0004989	CAPO300323	ORYLA12481
OG0004990	CAPO305712	ORYLA13536
OG0004991	CAPO302271	ORYLA13806
OG0004993	CAPO302747	ORYLA02940
OG0004997	CAPO300456	ORYLA08128
OG0004999	CAPO302635	ORYLA06225
OG0005002	CAPO305114	ORYLA06386
OG0005003	CAPO303837	ORYLA00370
OG0005005	CAPO303017	ORYLA17025, ORYLA17026
OG0005006	CAPO301015	ORYLA16402, ORYLA07890
OG0005007	CAPO300658	ORYLA13299, ORYLA09469
OG0005009	CAPO303190	ORYLA09124
OG0005010	CAPO304378	ORYLA15734, ORYLA07804
OG0005013	CAPO304066	ORYLA19131, ORYLA19132
OG0005014	CAPO307825	ORYLA17365
OG0005015	CAPO300946	ORYLA07343
OG0005016	CAPO305499	ORYLA04624
OG0005038	CAPO301658	ORYLA15716
OG0005040	CAPO300876	ORYLA04085
OG0005044	CAPO307084	ORYLA00181, ORYLA04418, ORYLA03645
OG0005046	CAPO304846	ORYLA14997
OG0005047	CAPO305932	ORYLA07987, ORYLA16877
OG0005048	CAPO300857	ORYLA06249
OG0005053	CAPO302547	ORYLA12920
OG0005057	CAPO303573	ORYLA11617
OG0005058	CAPO306731	ORYLA14562
OG0005059	CAPO300063	ORYLA18022
OG0005061	CAPO306602	ORYLA05876
OG0005062	CAPO302106	ORYLA18897
OG0005064	CAPO300249	ORYLA08556, ORYLA02178
OG0005067	CAPO302289	ORYLA06411
OG0005068	CAPO306513	ORYLA04187
OG0005069	CAPO300204	ORYLA07911
OG0005071	CAPO305606	ORYLA09450, ORYLA06907, ORYLA03519
OG0005073	CAPO305547	ORYLA01316
OG0005075	CAPO307362	ORYLA10858
OG0005076	CAPO302885	ORYLA19805
OG0005077	CAPO302160	ORYLA14431
OG0005079	CAPO303799	ORYLA10129
OG0005081	CAPO307065	ORYLA00039
OG0005083	CAPO302388	ORYLA05152
OG0005084	CAPO307421, CAPO301121	ORYLA15931, ORYLA14122, ORYLA15378
OG0005086	CAPO302959	ORYLA13730
OG0005088	CAPO307772	ORYLA13143
OG0005089	CAPO303888	ORYLA01494
OG0005090	CAPO303909	ORYLA16259
OG0005091	CAPO305179	ORYLA01452
OG0005092	CAPO301418	ORYLA20203
OG0005093	CAPO303716	ORYLA11522
OG0005095	CAPO301660	ORYLA19963
OG0005096	CAPO301964	ORYLA07995
OG0005097	CAPO304365	ORYLA07754
OG0005099	CAPO305916	ORYLA17020
OG0005100	CAPO306219	ORYLA05377
OG0005103	CAPO300625	ORYLA05437, ORYLA11616
OG0005104	CAPO303053	ORYLA12457
OG0005106	CAPO301403	ORYLA09112
OG0005107	CAPO304194	ORYLA15026
OG0005108	CAPO301196	ORYLA06871
OG0005109	CAPO301209	ORYLA16110
OG0005111	CAPO302727	ORYLA15628
OG0005113	CAPO300389	ORYLA10509
OG0005114	CAPO305096	ORYLA06945, ORYLA18260
OG0005115	CAPO304298	ORYLA08943, ORYLA18146
OG0005119	CAPO304215	ORYLA11586, ORYLA11661
OG0005120	CAPO304593	ORYLA08287
OG0005121	CAPO301715	ORYLA13922
OG0005124	CAPO305507	ORYLA11962
OG0005127	CAPO307277	ORYLA19578
OG0005128	CAPO305144	ORYLA11377, ORYLA04059
OG0005130	CAPO305368	ORYLA20408
OG0005132	CAPO300384	ORYLA11500, ORYLA02063
OG0005138	CAPO300009	ORYLA11514
OG0005139	CAPO302205	ORYLA09370
OG0005140	CAPO300700, CAPO302173	ORYLA14666, ORYLA12128
OG0005142	CAPO304715	ORYLA18083
OG0005143	CAPO304926	ORYLA13297
OG0005144	CAPO306416	ORYLA13423
OG0005145	CAPO302299	ORYLA12040
OG0005146	CAPO303659	ORYLA10598, ORYLA10599
OG0005147	CAPO302069	ORYLA17699, ORYLA17700
OG0005150	CAPO301944	ORYLA01081, ORYLA03375
OG0005151	CAPO302626	ORYLA12766
OG0005152	CAPO307737	ORYLA11257
OG0005154	CAPO307643	ORYLA06294
OG0005155	CAPO304712	ORYLA07470, ORYLA09918
OG0005156	CAPO305254	ORYLA18267
OG0005157	CAPO301711	ORYLA08193, ORYLA13971
OG0005158	CAPO300547	ORYLA08758
OG0005160	CAPO300741	ORYLA07414
OG0005163	CAPO305704	ORYLA06264
OG0005164	CAPO307846	ORYLA01913
OG0005167	CAPO303298	ORYLA08038, ORYLA01883, ORYLA11200
OG0005168	CAPO306745	ORYLA11803
OG0005169	CAPO303886	ORYLA12684
OG0005172	CAPO306565	ORYLA15184, ORYLA15185, ORYLA16083, ORYLA16084
OG0005175	CAPO305645	ORYLA01409
OG0005178	CAPO300199	ORYLA03190
OG0005179	CAPO306190	ORYLA00353
OG0005180	CAPO308188	ORYLA20415, ORYLA20414
OG0005181	CAPO300793	ORYLA12225
OG0005182	CAPO300394	ORYLA17194, ORYLA19845
OG0005183	CAPO304256	ORYLA12373
OG0005184	CAPO307619	ORYLA09937
OG0005185	CAPO305409	ORYLA05393
OG0005187	CAPO300108	ORYLA10935
OG0005188	CAPO307366, CAPO308331	ORYLA12247
OG0005191	CAPO301264	ORYLA17463
OG0005192	CAPO302320	ORYLA06933
OG0005193	CAPO300973	ORYLA14247
OG0005194	CAPO306243	ORYLA00421, ORYLA07172, ORYLA01288
OG0005196	CAPO306636	ORYLA19084
OG0005200	CAPO307301	ORYLA01894, ORYLA05875
OG0005201	CAPO300421	ORYLA20164
OG0005202	CAPO300013	ORYLA20064
OG0005203	CAPO304416	ORYLA04665
OG0005205	CAPO302576	ORYLA09244
OG0005206	CAPO301965	ORYLA06873
OG0005208	CAPO303001	ORYLA00249
OG0005209	CAPO300492	ORYLA17000
OG0005210	CAPO301315	ORYLA09263
OG0005212	CAPO300331	ORYLA14946
OG0005214	CAPO304556	ORYLA06679, ORYLA04601, ORYLA04602
OG0005215	CAPO308114	ORYLA06248
OG0005216	CAPO304567	ORYLA00602
OG0005217	CAPO303096, CAPO306650	ORYLA08860
OG0005221	CAPO306723	ORYLA07388
OG0005222	CAPO305567	ORYLA19962
OG0005223	CAPO302922	ORYLA01784
OG0005224	CAPO300521	ORYLA10243
OG0005228	CAPO300902	ORYLA18242
OG0005229	CAPO300950	ORYLA04458
OG0005230	CAPO305306	ORYLA12648
OG0005231	CAPO307526	ORYLA18551
OG0005233	CAPO307259	ORYLA15578
OG0005234	CAPO306586, CAPO305435	ORYLA18572
OG0005237	CAPO300405	ORYLA03938
OG0005238	CAPO307942	ORYLA02951
OG0005239	CAPO305851	ORYLA11829
OG0005240	CAPO302162	ORYLA05664, ORYLA15967
OG0005241	CAPO301367	ORYLA10218
OG0005243	CAPO302946	ORYLA19916
OG0005244	CAPO301413	ORYLA02093
OG0005245	CAPO305774	ORYLA06412, ORYLA08921
OG0005247	CAPO305218	ORYLA02262
OG0005249	CAPO306769	ORYLA18148, ORYLA02930
OG0005250	CAPO304032	ORYLA05436
OG0005251	CAPO306449	ORYLA20357
OG0005253	CAPO307867	ORYLA18832, ORYLA18831
OG0005254	CAPO304356	ORYLA00808
OG0005255	CAPO303838, CAPO300416, CAPO307726	ORYLA10435
OG0005257	CAPO302797	ORYLA10778
OG0005258	CAPO301990	ORYLA13728
OG0005259	CAPO303873	ORYLA14480, ORYLA13720
OG0005261	CAPO305240	ORYLA11692
OG0005262	CAPO301884	ORYLA15627
OG0005265	CAPO305767	ORYLA02955, ORYLA02956
OG0005267	CAPO300315	ORYLA04749
OG0005268	CAPO302457	ORYLA12321
OG0005269	CAPO303868	ORYLA14049
OG0005271	CAPO303459	ORYLA12526
OG0005272	CAPO300142	ORYLA13750
OG0005273	CAPO302742	ORYLA03955
OG0005275	CAPO301557	ORYLA20144, ORYLA13858
OG0005277	CAPO302973, CAPO308033	ORYLA11828
OG0005278	CAPO306576, CAPO308328	ORYLA12674
OG0005279	CAPO304182	ORYLA14589
OG0005280	CAPO306635	ORYLA05298
OG0005285	CAPO302006	ORYLA17829
OG0005287	CAPO307607	ORYLA01734
OG0005289	CAPO304679	ORYLA01671
OG0005292	CAPO300881	ORYLA19232
OG0005293	CAPO303402	ORYLA03348
OG0005294	CAPO306913	ORYLA17819
OG0005295	CAPO304907	ORYLA11596
OG0005298	CAPO307279	ORYLA14873
OG0005299	CAPO304069	ORYLA20317
OG0005300	CAPO304452	ORYLA11163
OG0005301	CAPO307444	ORYLA17964
OG0005303	CAPO304454	ORYLA11141
OG0005305	CAPO301003	ORYLA15851
OG0005309	CAPO306631	ORYLA17745
OG0005312	CAPO307454, CAPO303466	ORYLA14065
OG0005314	CAPO302074	ORYLA20091
OG0005315	CAPO302427	ORYLA06885
OG0005316	CAPO301704	ORYLA07012
OG0005317	CAPO307168	ORYLA09419
OG0005318	CAPO308249	ORYLA18364, ORYLA18363
OG0005319	CAPO302638	ORYLA04663
OG0005322	CAPO308079	ORYLA09279, ORYLA08048
OG0005323	CAPO307349	ORYLA17504
OG0005324	CAPO303901	ORYLA13260
OG0005325	CAPO301092	ORYLA07254
OG0005326	CAPO303331	ORYLA04496, ORYLA08940, ORYLA08941
OG0005359	CAPO300630	ORYLA10991
OG0005360	CAPO303782	ORYLA18657
OG0005364	CAPO300756	ORYLA05917
OG0005365	CAPO303866	ORYLA00389
OG0005366	CAPO300645	ORYLA04350
OG0005370	CAPO303423	ORYLA14176
OG0005371	CAPO306407	ORYLA17689
OG0005373	CAPO302507	ORYLA00607
OG0005374	CAPO300609	ORYLA11740
OG0005375	CAPO305216	ORYLA16500
OG0005377	CAPO307926	ORYLA04520, ORYLA18089
OG0005378	CAPO301284	ORYLA20177
OG0005379	CAPO303714	ORYLA16702
OG0005380	CAPO306791	ORYLA06164
OG0005384	CAPO300411	ORYLA09062
OG0005385	CAPO305502	ORYLA03458
OG0005386	CAPO307872	ORYLA18232
OG0005388	CAPO301274	ORYLA13163
OG0005389	CAPO300599	ORYLA04454
OG0005390	CAPO301450	ORYLA13255
OG0005391	CAPO302409	ORYLA15294
OG0005393	CAPO302465	ORYLA05441
OG0005394	CAPO306444	ORYLA01678
OG0005396	CAPO301185	ORYLA09039
OG0005398	CAPO301199	ORYLA09840
OG0005399	CAPO306277	ORYLA07418
OG0005400	CAPO301149	ORYLA09000
OG0005402	CAPO307246	ORYLA03644
OG0005403	CAPO303785	ORYLA14816
OG0005404	CAPO306644	ORYLA09049
OG0005405	CAPO304677	ORYLA00343
OG0005406	CAPO301050	ORYLA02019, ORYLA03127
OG0005408	CAPO306656	ORYLA14076
OG0005409	CAPO304722	ORYLA15254
OG0005410	CAPO300140	ORYLA02218
OG0005412	CAPO300143	ORYLA06703
OG0005413	CAPO304093	ORYLA18627, ORYLA18628
OG0005414	CAPO301252, CAPO301167	ORYLA07810, ORYLA07809
OG0005417	CAPO302063	ORYLA16933
OG0005422	CAPO303205	ORYLA00193
OG0005424	CAPO305286	ORYLA11262
OG0005425	CAPO300175	ORYLA18483, ORYLA18482
OG0005427	CAPO301444	ORYLA16384
OG0005430	CAPO302295	ORYLA12398
OG0005431	CAPO304591	ORYLA05407
OG0005433	CAPO303786	ORYLA02482, ORYLA17419
OG0005434	CAPO302858	ORYLA15326
OG0005435	CAPO303045	ORYLA08560
OG0005437	CAPO308137	ORYLA07537, ORYLA07536
OG0005438	CAPO302494	ORYLA13473, ORYLA06670
OG0005439	CAPO304206	ORYLA11780
OG0005440	CAPO303719	ORYLA06870
OG0005442	CAPO307582	ORYLA14354
OG0005443	CAPO305021	ORYLA11746, ORYLA11844
OG0005444	CAPO300488	ORYLA09095, ORYLA06498, ORYLA11737
OG0005446	CAPO300144	ORYLA11516
OG0005449	CAPO300543	ORYLA16791
OG0005450	CAPO302868	ORYLA04299
OG0005451	CAPO300480	ORYLA07063
OG0005454	CAPO307132	ORYLA03583
OG0005455	CAPO301855	ORYLA09253
OG0005457	CAPO307831	ORYLA19960
OG0005459	CAPO304164	ORYLA15096
OG0005461	CAPO307668	ORYLA08254
OG0005462	CAPO306835	ORYLA17192
OG0005463	CAPO303989	ORYLA14890
OG0005464	CAPO307986	ORYLA12835
OG0005465	CAPO300347	ORYLA10420
OG0005466	CAPO300596	ORYLA13757
OG0005467	CAPO305986	ORYLA05236
OG0005468	CAPO306414	ORYLA06255
OG0005469	CAPO301614	ORYLA10970
OG0005470	CAPO300654	ORYLA01384
OG0005471	CAPO300819	ORYLA03452
OG0005474	CAPO304412	ORYLA19917
OG0005475	CAPO300271	ORYLA15452, ORYLA15451
OG0005476	CAPO305577, CAPO305762	ORYLA19518
OG0005478	CAPO305209	ORYLA14294
OG0005479	CAPO300550	ORYLA12294
OG0005480	CAPO307314	ORYLA14871
OG0005481	CAPO306697, CAPO301416	ORYLA01247
OG0005482	CAPO307925	ORYLA03008
OG0005483	CAPO304067	ORYLA13515
OG0005484	CAPO307524	ORYLA00526
OG0005486	CAPO300225	ORYLA02555
OG0005487	CAPO300444	ORYLA09657
OG0005488	CAPO301054	ORYLA02291
OG0005489	CAPO305322	ORYLA19540
OG0005490	CAPO300839	ORYLA06693
OG0005491	CAPO305898	ORYLA02523
OG0005493	CAPO304618	ORYLA10439
OG0005494	CAPO308140	ORYLA03120
OG0005495	CAPO305673	ORYLA04132
OG0005497	CAPO305501	ORYLA04659
OG0005498	CAPO303826	ORYLA05681
OG0005499	CAPO306730	ORYLA17379
OG0005500	CAPO306535	ORYLA13890
OG0005503	CAPO307437	ORYLA05386
OG0005504	CAPO300995	ORYLA03502
OG0005505	CAPO307588	ORYLA01479
OG0005506	CAPO307275	ORYLA02612
OG0005508	CAPO308142	ORYLA02123
OG0005509	CAPO300202	ORYLA01964
OG0005511	CAPO304438	ORYLA13361
OG0005514	CAPO305223	ORYLA19582
OG0005516	CAPO305610	ORYLA03743
OG0005517	CAPO303557	ORYLA14384, ORYLA08842
OG0005518	CAPO300928	ORYLA12121
OG0005524	CAPO307077	ORYLA18393
OG0005525	CAPO305745	ORYLA08095
OG0005527	CAPO307337	ORYLA14629, ORYLA10945
OG0005529	CAPO303996	ORYLA19223
OG0005533	CAPO308156	ORYLA15088
OG0005534	CAPO300248	ORYLA03728
OG0005535	CAPO306427	ORYLA03963
OG0005536	CAPO306899	ORYLA18564
OG0005537	CAPO305006	ORYLA01980
OG0005539	CAPO300487	ORYLA02050
OG0005540	CAPO307739	ORYLA02237
OG0005541	CAPO302610	ORYLA02049
OG0005545	CAPO307853	ORYLA14533
OG0005550	CAPO303338	ORYLA08972
OG0005553	CAPO308016	ORYLA02730
OG0005554	CAPO307360	ORYLA12388
OG0005555	CAPO303547, CAPO307135, CAPO303545, CAPO303546, CAPO303548	ORYLA10957, ORYLA14417, ORYLA14418
OG0005556	CAPO301726	ORYLA12069
OG0005558	CAPO301773	ORYLA10063
OG0005559	CAPO302392	ORYLA02239
OG0005560	CAPO302459	ORYLA14278
OG0005561	CAPO307649	ORYLA19786
OG0005562	CAPO300157	ORYLA04125
OG0005563	CAPO300985	ORYLA09992
OG0005564	CAPO307593	ORYLA02457
OG0005566	CAPO308091	ORYLA17974, ORYLA02685
OG0005569	CAPO301394	ORYLA14847
OG0005572	CAPO300415	ORYLA08784
OG0005575	CAPO301354	ORYLA07924
OG0005578	CAPO300834	ORYLA05383, ORYLA05382
OG0005580	CAPO308283	ORYLA10325
OG0005581	CAPO303973	ORYLA00865
OG0005582	CAPO306123	ORYLA10241
OG0005583	CAPO303824	ORYLA02698, ORYLA14651
OG0005584	CAPO302871	ORYLA18545
OG0005588	CAPO305990	ORYLA18649
OG0005589	CAPO305989	ORYLA09870
OG0005590	CAPO302905	ORYLA08684
OG0005592	CAPO305870	ORYLA16597
OG0005593	CAPO302759	ORYLA09600
OG0005594	CAPO306885	ORYLA05359
OG0005595	CAPO306737	ORYLA11765
OG0005597	CAPO301334	ORYLA12279
OG0005598	CAPO300035	ORYLA14645
OG0005599	CAPO302061	ORYLA13854
OG0005600	CAPO300445	ORYLA16033
OG0005603	CAPO303949	ORYLA07341
OG0005604	CAPO303855	ORYLA08546
OG0005605	CAPO300782	ORYLA19011
OG0005608	CAPO303058	ORYLA11957
OG0005611	CAPO304396	ORYLA16851
OG0005613	CAPO301790	ORYLA04705, ORYLA00127
OG0005614	CAPO306809	ORYLA10704
OG0005615	CAPO302186	ORYLA10994
OG0005616	CAPO302310	ORYLA12774
OG0005617	CAPO300131	ORYLA13237, ORYLA02749
OG0005618	CAPO307702	ORYLA02960
OG0005620	CAPO306094	ORYLA11087
OG0005621	CAPO308123	ORYLA10189
