PFL	SPU	BFL	ALG
XLOC_021378	LOC590436	LOC118411334	Q
XLOC_021338	LOC752490	LOC118411150	Q
XLOC_021413	LOC582657	LOC118411874	Q
XLOC_021384	LOC100889680	LOC118412590	Q
XLOC_021654	LOC585473	LOC118411168	Q
XLOC_021461	LOC580959	LOC118410954	Q
XLOC_021411	LOC591155	LOC118411414	Q
XLOC_021706	LOC578284	LOC118412718	Q
XLOC_020733	LOC577225	LOC118411544	Q
XLOC_020966	LOC762610	LOC118411149	Q
XLOC_021582	LOC578341	LOC118411602	Q
XLOC_021347	LOC765052	LOC118412518	Q
XLOC_020739	Wnt8	LOC118411526	Q
XLOC_021694	LOC576151	LOC118411599	Q
XLOC_021434	LOC575412	LOC118411365	Q
XLOC_021311	LOC589503	LOC118411368	Q
XLOC_021125	LOC578205	LOC118410767	Q
XLOC_020903	eif4e1	LOC118411466	Q
XLOC_021263	LOC764440	LOC118411821	Q
XLOC_021668	LOC578332	LOC118412372	Q
XLOC_020994	LOC105443215	LOC118411310	Q
XLOC_021341	LOC594156	LOC118410923	Q
XLOC_021503	LOC589713	LOC118410925	Q
XLOC_021416	LOC579280	LOC118411299	Q
XLOC_020853	LOC579419	LOC118412575	Q
XLOC_021507	rps14	LOC118412545	Q
XLOC_021116	LOC583191	LOC118410982	Q
XLOC_020857	LOC100889803	LOC118412370	Q
XLOC_021063	LOC579071	LOC118411851	Q
XLOC_021002	LOC589735	LOC118411567	Q
XLOC_021166	H2A.F/Z	LOC118410935	Q
XLOC_021145	LOC584065	LOC118411427	Q
XLOC_020740	LOC105440270	LOC118412600	Q
XLOC_020878	LOC589572	LOC118411321	Q
XLOC_021362	LOC592395	LOC118410866	Q
XLOC_021770	LOC592738	LOC118410742	Q
XLOC_020968	LOC592941	LOC118412739	Q
XLOC_021667	LOC583779	LOC118410839	Q
XLOC_021505	LOC576200	LOC118411404	Q
XLOC_021414	LOC100890508	LOC118411302	Q
XLOC_021428	LOC764983	LOC118411252	Q
XLOC_021064	LOC579219	LOC118411441	Q
XLOC_021061	LOC579579	LOC118410921	Q
XLOC_020967	LOC100890077	LOC118412661	Q
XLOC_021690	LOC581737	LOC118411151	Q
XLOC_020871	LOC763220	LOC118411422	Q
XLOC_021616	LOC100890782	LOC118412179	Q
XLOC_021652	LOC592267	LOC118412407	Q
XLOC_021195	4e-bp	LOC118411331	Q
XLOC_021523	LOC579010	LOC118412021	Q
XLOC_021512	LOC586672	LOC118411041	Q
XLOC_021322	LOC582509	LOC118412402	Q
XLOC_020834	LOC100893002	LOC118411662	Q
XLOC_040560	tetrakcng	LOC118414285	R
XLOC_041333	LOC578556	LOC118410478	R
XLOC_041287	LOC755161	LOC118403561	R
XLOC_041086	LOC579866	LOC118422328	R
XLOC_040920	LOC752042	LOC118410105	R
XLOC_040154	LOC575174	LOC118419838	R
XLOC_040064	LOC585991	LOC118422412	R
XLOC_040290	LOC590672	LOC118418041	R
XLOC_040527	LOC583090	LOC118413035	R
XLOC_040279	LOC594361	LOC118424933	R
XLOC_041489	LOC593857	LOC118403634	R
XLOC_039997	LOC583722	LOC118427363	R
XLOC_040062	LOC590387	LOC118418047	R
XLOC_040678	LOC594566	LOC118404133	R
XLOC_041454	LOC755643	LOC118429990	R
XLOC_040104	LOC579319	LOC118420933	R
XLOC_040864	LOC586963	LOC118430415	R
XLOC_039904	LOC574704	LOC118405640	R
XLOC_040762	LOC115927309	LOC118404190	R
XLOC_039981	LOC115927486	LOC118404636	R
XLOC_040289	LOC584374	LOC118426628	R
XLOC_040703	LOC100893185	LOC118413495	R
XLOC_039961	LOC594217	LOC118403148	R
XLOC_040918	LOC575618	LOC118413280	R
XLOC_040809	LOC592910	LOC118412732	R
XLOC_041145	LOC589174	LOC118426956	R
XLOC_040225	LOC589175	LOC118424433	R
XLOC_040344	LOC115927501	LOC118425252	R
XLOC_041133	LOC582133	LOC118418947	R
XLOC_041039	LOC593963	LOC118419327	R
XLOC_041080	LOC578451	LOC118425112	R
XLOC_040615	LOC115927392	LOC118406862	R
XLOC_041311	LOC576515	LOC118409624	R
XLOC_040764	LOC579034	LOC118403122	R
XLOC_040332	LOC105441766	LOC118420792	R
XLOC_041289	LOC576257	LOC118432032	R
XLOC_039886	LOC100893294	LOC118423925	R
XLOC_040743	LOC574664	LOC118405642	R
XLOC_040811	LOC115927240	LOC118403878	R
XLOC_039984	LOC577257	LOC118427911	R
XLOC_039949	LOC593114	LOC118426347	R
XLOC_040331	LOC578382	LOC118419075	R
XLOC_041063	LOC592563	LOC118407161	R
XLOC_040866	LOC590365	LOC118428851	R
XLOC_041315	LOC592925	LOC118428772	R
XLOC_039985	LOC115927238	LOC118414301	R
XLOC_041488	LOC576760	LOC118403092	R
XLOC_040229	LOC579026	LOC118413457	R
XLOC_040539	LOC593691	LOC118431064	R
XLOC_040546	LOC578020	LOC118406579	R
XLOC_040883	LOC581781	LOC118403366	R
XLOC_040283	LOC574719	LOC118418460	R
XLOC_041316	LOC594649	LOC118413274	R
XLOC_040343	LOC584387	LOC118404533	R
XLOC_041514	LOC755085	LOC118420311	R
XLOC_040195	LOC581771	LOC118412695	R
XLOC_040129	LOC582652	LOC118403851	R
