peak54432	promoter-TSS 
peak75603	Intergenic
peak18055	intron 
peak56667	Intergenic
peak57585	Intergenic
peak24116	intron 
peak17971	Intergenic
peak61553	promoter-TSS 
peak8751	intron 
peak67135	intron 
peak22301	intron 
peak30779	Intergenic
peak15156	promoter-TSS 
peak36769	Intergenic
peak43062	Intergenic
peak48287	intron 
peak31129	Intergenic
peak34585	TTS 
peak17728	promoter-TSS 
peak52860	TTS 
peak5248	exon 
peak27424	exon 
peak54178	intron 
peak54035	Intergenic
peak21336	intron 
peak65992	Intergenic
peak7030	intron 
peak7977	promoter-TSS 
peak77458	Intergenic
peak60854	Intergenic
peak69924	intron 
peak23374	exon 
peak73545	Intergenic
peak3117	intron 
peak14271	intron 
peak69404	exon 
peak14193	intron 
peak21786	promoter-TSS 
peak11947	Intergenic
peak17534	promoter-TSS 
peak82017	promoter-TSS 
peak27365	promoter-TSS 
peak75975	intron 
peak33122	Intergenic
peak38518	TTS 
peak41390	exon 
peak42876	intron 
peak50284	Intergenic
peak50451	intron 
peak4603	Intergenic
peak800	Intergenic
peak39103	Intergenic
peak41670	Intergenic
peak25075	Intergenic
peak3863	Intergenic
peak13145	Intergenic
peak66784	Intergenic
peak22582	intron 
peak21326	intron 
peak59596	Intergenic
peak32066	Intergenic
peak42054	intron 
peak50381	Intergenic
peak21118	intron 
peak77476	intron 
peak66473	promoter-TSS 
peak47351	Intergenic
peak81085	exon 
peak63532	exon 
peak46787	exon 
peak46806	intron 
peak1014	Intergenic
peak23378	exon 
peak55022	Intergenic
peak58905	exon 
peak73514	Intergenic
peak75832	intron 
peak34666	Intergenic
peak66185	intron 
peak76019	exon 
peak31918	intron 
peak8642	Intergenic
peak32719	Intergenic
peak24840	intron 
peak32990	Intergenic
peak32483	promoter-TSS 
peak74746	Intergenic
peak2732	Intergenic
peak77244	intron 
peak53017	intron 
peak47868	exon 
peak23891	Intergenic
peak38808	intron 
peak15970	intron 
peak40080	intron 
peak13379	promoter-TSS 
peak61801	intron 
peak33716	Intergenic
peak55099	intron 
peak47806	intron 
peak64235	promoter-TSS 
peak6204	Intergenic
peak60007	intron 
peak37694	exon 
peak69304	intron 
peak2138	intron 
peak12869	Intergenic
peak185	intron 
peak43938	intron 
peak25372	Intergenic
peak36937	Intergenic
peak52972	TTS 
peak22783	exon 
peak4591	intron 
peak64902	exon 
peak22905	Intergenic
peak75182	intron 
peak11884	Intergenic
peak42940	promoter-TSS 
peak59817	Intergenic
peak17491	intron 
peak16622	exon 
peak64198	Intergenic
peak41895	exon 
peak80253	intron 
peak50919	exon 
peak1091	intron 
peak30129	Intergenic
peak45007	Intergenic
peak4541	intron 
peak11959	promoter-TSS 
peak21546	intron 
peak27328	exon 
peak77343	intron 
peak60524	intron 
peak81006	exon 
peak35104	Intergenic
peak4981	Intergenic
peak54079	intron 
peak29472	intron 
peak53460	Intergenic
peak48139	intron 
peak75851	Intergenic
peak37457	Intergenic
peak45721	intron 
peak34525	exon 
peak64482	Intergenic
peak4848	Intergenic
peak39272	Intergenic
peak24703	intron 
peak38835	Intergenic
peak20767	exon 
peak43004	promoter-TSS 
peak67534	Intergenic
peak52161	Intergenic
peak75237	exon 
peak13669	Intergenic
peak29026	Intergenic
peak7510	exon 
peak14347	Intergenic
peak12770	exon 
peak1909	intron 
peak18604	intron 
peak33977	intron 
peak38636	Intergenic
peak47934	Intergenic
peak66495	Intergenic
peak8144	Intergenic
peak48661	intron 
peak71476	promoter-TSS 
peak75141	TTS 
peak22289	promoter-TSS 
peak25106	Intergenic
peak59605	intron 
peak54304	Intergenic
peak15724	Intergenic
peak24531	Intergenic
peak75060	Intergenic
peak45113	promoter-TSS 
peak60416	promoter-TSS 
peak23314	intron 
peak26065	promoter-TSS 
peak37124	promoter-TSS 
peak80629	promoter-TSS 
peak62429	Intergenic
peak73109	Intergenic
peak2782	exon 
peak29999	exon 
peak78258	Intergenic
peak59712	Intergenic
peak8103	intron 
peak10133	intron 
peak60409	Intergenic
peak14142	promoter-TSS 
peak14034	Intergenic
peak32793	intron 
peak71974	intron 
peak18458	intron 
peak71497	Intergenic
peak16854	Intergenic
peak36214	Intergenic
peak27907	intron 
peak5681	intron 
peak13924	Intergenic
peak72626	exon 
peak58946	Intergenic
peak75421	intron 
peak31475	exon 
peak47146	intron 
peak33093	intron 
peak2798	Intergenic
peak5741	Intergenic
peak53340	promoter-TSS 
peak65361	intron 
peak72144	intron 
peak42748	promoter-TSS 
peak23223	intron 
peak53915	intron 
peak33288	intron 
peak55414	intron 
peak62254	Intergenic
peak11337	intron 
peak55353	Intergenic
peak79917	intron 
peak47911	promoter-TSS 
peak25382	intron 
peak52960	Intergenic
peak11544	promoter-TSS 
peak44953	Intergenic
peak73286	exon 
peak33494	Intergenic
peak46992	promoter-TSS 
peak72745	Intergenic
peak40123	intron 
peak54631	Intergenic
peak57644	exon 
peak14564	exon 
peak17418	Intergenic
peak30853	intron 
peak65309	exon 
peak29001	promoter-TSS 
peak10910	intron 
peak18044	intron 
peak17400	Intergenic
peak67121	exon 
peak34563	Intergenic
peak18474	Intergenic
peak55446	promoter-TSS 
peak57452	promoter-TSS 
peak28232	Intergenic
peak36562	Intergenic
peak61215	Intergenic
peak75661	Intergenic
peak17589	Intergenic
peak80508	intron 
peak73987	intron 
peak77191	Intergenic
peak80305	promoter-TSS 
peak27674	Intergenic
peak73914	exon 
peak24288	intron 
peak22197	promoter-TSS 
peak30579	intron 
peak54213	Intergenic
peak78920	intron 
peak28575	intron 
peak71951	Intergenic
peak15039	intron 
peak34182	intron 
peak47308	intron 
peak9156	TTS 
peak53739	promoter-TSS 
peak16232	Intergenic
peak35714	Intergenic
peak48737	Intergenic
peak65215	Intergenic
peak26850	Intergenic
peak27247	promoter-TSS 
peak63862	intron 
peak38995	intron 
peak47832	Intergenic
peak26893	Intergenic
peak77592	Intergenic
peak31117	TTS 
peak5349	Intergenic
peak38072	intron 
peak15059	intron 
peak5236	promoter-TSS 
peak80911	promoter-TSS 
peak4225	Intergenic
peak59647	intron 
peak9838	Intergenic
peak67573	Intergenic
peak15582	exon 
peak17437	exon 
peak68368	intron 
peak79870	intron 
peak16413	exon 
peak8300	Intergenic
peak49322	promoter-TSS 
peak66846	intron 
peak43963	intron 
peak40467	intron 
peak12968	intron 
peak772	promoter-TSS 
peak21201	intron 
peak57727	promoter-TSS 
peak15688	promoter-TSS 
peak34354	intron 
peak68010	Intergenic
peak27141	intron 
peak47779	Intergenic
peak59624	exon 
peak59373	Intergenic
peak73686	Intergenic
peak8497	Intergenic
peak65434	intron 
peak80417	promoter-TSS 
peak33269	Intergenic
peak1918	Intergenic
peak38048	intron 
peak5153	intron 
peak75589	intron 
peak14014	intron 
peak66036	intron 
peak80956	TTS 
peak11419	promoter-TSS 
peak5634	intron 
peak15075	intron 
peak80360	Intergenic
peak34774	intron 
peak55173	Intergenic
peak78417	Intergenic
peak9753	promoter-TSS 
peak7883	Intergenic
peak57328	Intergenic
peak56431	promoter-TSS 
peak16317	exon 
peak64625	promoter-TSS 
peak48483	intron 
peak77666	intron 
peak70092	Intergenic
peak33791	Intergenic
peak21170	intron 
peak15514	Intergenic
peak331	intron 
peak35216	Intergenic
peak13374	Intergenic
peak75961	exon 
peak16812	exon 
peak18383	intron 
peak44146	intron 
peak68495	intron 
peak76889	Intergenic
peak36782	Intergenic
peak73343	TTS 
peak72239	intron 
peak63826	Intergenic
peak76698	exon 
peak44905	intron 
peak55395	promoter-TSS 
peak62081	Intergenic
peak74196	intron 
peak78297	intron 
peak35143	Intergenic
peak1178	promoter-TSS 
peak48509	Intergenic
peak50422	intron 
peak47271	TTS 
peak58009	exon 
peak41632	exon 
peak31132	exon 
peak56300	Intergenic
peak82208	Intergenic
peak38575	Intergenic
peak26189	TTS 
peak77577	intron 
peak70613	promoter-TSS 
peak49484	exon 
peak68566	Intergenic
peak66452	Intergenic
peak52183	intron 
peak3071	Intergenic
peak23217	promoter-TSS 
peak4929	promoter-TSS 
peak27995	Intergenic
peak65735	Intergenic
peak19420	intron 
peak6819	Intergenic
peak40824	promoter-TSS 
peak64664	intron 
peak36236	intron 
peak44176	promoter-TSS 
peak18531	exon 
peak46637	intron 
peak82764	intron 
peak11491	Intergenic
peak70507	Intergenic
peak21465	promoter-TSS 
peak54083	exon 
peak24927	Intergenic
peak73825	intron 
peak20374	Intergenic
peak7975	Intergenic
peak59680	Intergenic
peak74853	Intergenic
peak5101	promoter-TSS 
peak7623	Intergenic
peak73052	promoter-TSS 
peak70302	Intergenic
peak5604	intron 
peak673	promoter-TSS 
peak69041	promoter-TSS 
peak6950	Intergenic
peak60214	intron 
peak45667	Intergenic
peak3305	intron 
peak9198	exon 
peak23477	Intergenic
peak26579	intron 
peak69898	promoter-TSS 
peak67424	intron 
peak80190	Intergenic
peak2020	Intergenic
peak11938	intron 
peak12231	intron 
peak33871	exon 
peak28327	exon 
peak8459	Intergenic
peak38009	exon 
peak18897	exon 
peak15329	Intergenic
peak41772	intron 
peak13649	exon 
peak24235	intron 
peak56939	Intergenic
peak59639	Intergenic
peak12736	Intergenic
peak14246	Intergenic
peak43907	Intergenic
peak41378	Intergenic
peak50437	Intergenic
peak9774	Intergenic
peak22839	exon 
peak6418	promoter-TSS 
peak26245	Intergenic
peak31537	Intergenic
peak75726	intron 
peak23260	intron 
peak81198	Intergenic
peak67803	Intergenic
peak39604	Intergenic
peak59388	promoter-TSS 
peak31768	exon 
peak73644	Intergenic
peak3035	Intergenic
peak58372	intron 
peak52477	Intergenic
peak75875	Intergenic
peak32195	Intergenic
peak42349	intron 
peak79255	intron 
peak9813	Intergenic
peak79716	promoter-TSS 
peak23627	exon 
peak25408	exon 
peak57259	intron 
peak42676	Intergenic
peak42278	promoter-TSS 
peak66303	TTS 
peak6051	intron 
peak2905	TTS 
peak10294	promoter-TSS 
peak71899	intron 
peak10249	exon 
peak49212	Intergenic
peak60693	promoter-TSS 
peak46701	promoter-TSS 
peak82261	promoter-TSS 
peak15559	promoter-TSS 
peak38376	Intergenic
peak49623	exon 
peak67303	Intergenic
peak33217	Intergenic
peak41401	Intergenic
peak33609	exon 
peak64747	Intergenic
peak20533	intron 
peak45422	intron 
peak45818	exon 
peak75381	Intergenic
peak37703	intron 
peak35890	intron 
peak9869	Intergenic
peak35814	Intergenic
peak45924	Intergenic
peak14292	Intergenic
peak76428	exon 
peak65711	Intergenic
peak38742	promoter-TSS 
peak24804	promoter-TSS 
peak39702	Intergenic
peak47899	Intergenic
peak6073	Intergenic
peak31454	intron 
peak8994	intron 
peak70629	intron 
peak44962	Intergenic
peak24547	intron 
peak44474	Intergenic
peak54321	TTS 
peak19782	Intergenic
peak34449	Intergenic
peak2298	Intergenic
peak7195	intron 
peak50800	Intergenic
peak48806	Intergenic
peak42134	intron 
peak32958	intron 
peak7936	Intergenic
peak38730	intron 
peak51769	Intergenic
peak32230	intron 
peak35452	intron 
peak14366	promoter-TSS 
peak66164	intron 
peak53679	intron 
peak842	promoter-TSS 
peak53249	exon 
peak33750	promoter-TSS 
peak46262	promoter-TSS 
peak76479	exon 
peak60614	Intergenic
peak12929	intron 
peak76463	promoter-TSS 
peak38477	promoter-TSS 
peak4033	exon 
peak46645	intron 
peak12257	promoter-TSS 
peak54451	intron 
peak52399	Intergenic
peak41644	Intergenic
peak72982	Intergenic
peak14842	promoter-TSS 
peak12560	intron 
peak44107	intron 
peak38579	Intergenic
peak27429	intron 
peak54026	Intergenic
peak24046	Intergenic
peak45306	promoter-TSS 
peak48544	intron 
peak82634	Intergenic
peak71639	intron 
peak5357	Intergenic
peak22891	intron 
peak23919	Intergenic
peak11740	promoter-TSS 
peak20724	Intergenic
peak7225	Intergenic
peak52652	intron 
peak79602	Intergenic
peak3142	intron 
peak58172	Intergenic
peak34217	Intergenic
peak71200	Intergenic
peak34419	Intergenic
peak52210	intron 
peak38625	intron 
peak66775	intron 
peak53547	Intergenic
peak44358	intron 
peak64021	Intergenic
peak31725	exon 
peak57103	intron 
peak47496	Intergenic
peak24974	promoter-TSS 
peak45641	intron 
peak26622	intron 
peak28331	Intergenic
peak43628	Intergenic
peak27874	Intergenic
peak40717	intron 
peak57894	promoter-TSS 
peak58612	Intergenic
peak5947	Intergenic
peak58811	Intergenic
peak62937	Intergenic
peak20500	intron 
peak42690	Intergenic
peak77179	Intergenic
peak56512	promoter-TSS 
peak2146	intron 
peak48537	Intergenic
peak716	intron 
peak79342	Intergenic
peak5765	promoter-TSS 
peak36182	Intergenic
peak28803	intron 
peak58028	Intergenic
peak76859	intron 
peak30057	promoter-TSS 
peak58283	intron 
peak69647	Intergenic
peak53003	intron 
peak23745	Intergenic
peak43733	Intergenic
peak17630	intron 
peak68185	intron 
peak15730	Intergenic
peak8543	Intergenic
peak58085	Intergenic
peak66236	Intergenic
peak19355	intron 
peak22852	exon 
peak9548	Intergenic
peak40852	promoter-TSS 
peak8717	intron 
peak58589	Intergenic
peak76662	exon 
peak42816	promoter-TSS 
peak27180	exon 
peak24007	intron 
peak51189	promoter-TSS 
peak18497	exon 
peak22920	Intergenic
peak19464	promoter-TSS 
peak29243	exon 
peak45766	intron 
peak21350	intron 
peak51251	exon 
peak65818	exon 
peak35020	intron 
peak42120	TTS 
peak17709	exon 
peak67796	Intergenic
peak50169	exon 
peak82488	promoter-TSS 
peak69873	intron 
peak75464	intron 
peak61718	promoter-TSS 
peak15963	Intergenic
peak3568	promoter-TSS 
peak59405	intron 
peak2721	promoter-TSS 
peak44656	exon 
peak77289	promoter-TSS 
peak44405	Intergenic
peak19643	Intergenic
peak35800	promoter-TSS 
peak16100	promoter-TSS 
peak24127	intron 
peak5568	Intergenic
peak30728	TTS 
peak64809	exon 
peak9640	intron 
peak77884	intron 
peak40219	intron 
peak61370	promoter-TSS 
peak67506	intron 
peak10610	Intergenic
peak28607	Intergenic
peak35423	Intergenic
peak52877	exon 
peak45094	Intergenic
peak19497	Intergenic
peak26594	Intergenic
peak51375	intron 
peak81622	promoter-TSS 
peak42934	Intergenic
peak63731	promoter-TSS 
peak74353	exon 
peak17679	intron 
peak21576	intron 
peak8788	Intergenic
peak28517	Intergenic
peak36423	Intergenic
peak21265	intron 
peak73623	intron 
peak4479	Intergenic
peak79098	Intergenic
peak20571	intron 
peak410	intron 
peak37552	TTS 
peak43867	intron 
peak52401	intron 
peak10356	promoter-TSS 
peak2708	exon 
peak47691	intron 
peak60138	Intergenic
peak57173	exon 
peak39003	promoter-TSS 
peak10551	intron 
peak52536	Intergenic
peak44599	exon 
peak45940	Intergenic
peak79697	promoter-TSS 
peak48334	Intergenic
peak34917	Intergenic
peak6462	intron 
peak60636	Intergenic
peak9339	Intergenic
peak30793	Intergenic
peak8283	intron 
peak15664	intron 
peak72888	Intergenic
peak16054	promoter-TSS 
peak9418	TTS 
peak10341	Intergenic
peak30625	intron 
peak42463	promoter-TSS 
peak49197	intron 
peak58367	promoter-TSS 
peak77728	intron 
peak34499	Intergenic
peak2485	intron 
peak7527	intron 
peak51541	Intergenic
peak45015	TTS 
peak65801	promoter-TSS 
peak4348	Intergenic
peak19552	exon 
peak69008	promoter-TSS 
peak80632	intron 
peak14944	intron 
peak16924	promoter-TSS 
peak43272	Intergenic
peak51157	exon 
peak76630	TTS 
peak28040	Intergenic
peak25978	intron 
peak40064	promoter-TSS 
peak46006	promoter-TSS 
peak6483	intron 
peak12032	promoter-TSS 
peak35303	intron 
peak53632	Intergenic
peak22045	intron 
peak79966	intron 
peak1118	intron 
peak8133	exon 
peak30173	Intergenic
peak73905	exon 
peak67094	intron 
peak13125	intron 
peak46434	promoter-TSS 
peak9131	exon 
peak74985	Intergenic
peak37244	exon 
peak21449	promoter-TSS 
peak38287	exon 
peak20245	intron 
peak45234	Intergenic
peak61953	exon 
peak57099	TTS 
peak63682	Intergenic
peak17725	exon 
peak39092	intron 
peak82452	intron 
peak73084	Intergenic
peak70196	Intergenic
peak54925	Intergenic
peak12006	Intergenic
peak41765	Intergenic
peak17990	intron 
peak29041	promoter-TSS 
peak25739	Intergenic
peak56946	intron 
peak49856	Intergenic
peak19483	Intergenic
peak11023	Intergenic
peak49087	intron 
peak24394	Intergenic
peak9621	Intergenic
peak3348	intron 
peak77149	intron 
peak34577	intron 
peak76141	promoter-TSS 
peak62588	promoter-TSS 
peak11559	exon 
peak13189	TTS 
peak55459	promoter-TSS 
peak18277	intron 
peak22490	exon 
peak33564	intron 
peak13368	promoter-TSS 
peak15414	exon 
peak5133	Intergenic
peak38695	Intergenic
peak75155	Intergenic
peak27649	intron 
peak32100	Intergenic
peak15532	Intergenic
peak10051	exon 
peak54808	intron 
peak77098	exon 
peak10950	Intergenic
peak62893	intron 
peak16152	intron 
peak13981	intron 
peak68131	Intergenic
peak30090	Intergenic
peak28634	promoter-TSS 
peak53568	Intergenic
peak11565	promoter-TSS 
peak82407	intron 
peak17495	promoter-TSS 
peak12170	exon 
peak28158	Intergenic
peak78736	promoter-TSS 
peak17329	promoter-TSS 
peak56693	intron 
peak50230	exon 
peak59041	Intergenic
peak64910	exon 
peak17810	intron 
peak67994	intron 
peak16275	intron 
peak40221	intron 
peak55704	Intergenic
peak71036	promoter-TSS 
peak18922	intron 
peak64	intron 
peak60700	Intergenic
peak38509	Intergenic
peak81350	promoter-TSS 
peak12386	exon 
peak27152	intron 
peak54559	promoter-TSS 
peak3618	promoter-TSS 
peak54748	Intergenic
peak28415	Intergenic
peak43308	promoter-TSS 
peak56104	TTS 
peak80297	intron 
peak77359	intron 
peak13025	intron 
peak3941	promoter-TSS 
peak29932	Intergenic
peak7956	Intergenic
peak63254	promoter-TSS 
peak13168	intron 
peak66907	intron 
peak4715	Intergenic
peak33426	exon 
peak56541	Intergenic
peak70242	Intergenic
peak62835	intron 
peak15754	exon 
peak126	Intergenic
peak62829	Intergenic
peak56908	Intergenic
peak14093	intron 
peak21796	Intergenic
peak81446	promoter-TSS 
peak52802	Intergenic
peak49910	Intergenic
peak11682	TTS 
peak54931	intron 
peak69257	intron 
peak20082	exon 
peak57514	Intergenic
peak82354	exon 
peak34740	promoter-TSS 
peak3549	intron 
peak641	intron 
peak69277	Intergenic
peak67131	exon 
peak63311	Intergenic
peak7449	promoter-TSS 
peak67154	intron 
peak22958	promoter-TSS 
peak28094	intron 
peak50944	Intergenic
peak66193	Intergenic
peak42012	intron 
peak71087	intron 
peak17347	promoter-TSS 
peak39573	intron 
peak27708	Intergenic
peak45025	exon 
peak14234	Intergenic
peak23443	Intergenic
peak77405	intron 
peak25916	exon 
peak40003	Intergenic
peak80980	TTS 
peak70371	Intergenic
peak53203	Intergenic
peak58636	Intergenic
peak19238	promoter-TSS 
peak38776	Intergenic
peak5894	exon 
peak20603	intron 
peak32187	Intergenic
peak32315	intron 
peak74204	intron 
peak16031	promoter-TSS 
peak25222	promoter-TSS 
peak69723	exon 
peak12361	intron 
peak4742	intron 
peak37413	Intergenic
peak41991	intron 
peak82273	intron 
peak72209	exon 
peak17885	Intergenic
peak4990	promoter-TSS 
peak39213	Intergenic
peak16931	Intergenic
peak45363	intron 
peak11941	intron 
peak74736	Intergenic
peak67881	intron 
peak680	Intergenic
peak19955	promoter-TSS 
peak24616	intron 
peak75602	Intergenic
peak22984	Intergenic
peak58111	Intergenic
peak20909	intron 
peak70183	intron 
peak20563	Intergenic
peak53257	Intergenic
peak51138	Intergenic
peak74214	Intergenic
peak45725	intron 
peak59939	exon 
peak39163	intron 
peak65909	Intergenic
peak79064	Intergenic
peak47464	intron 
peak51741	Intergenic
peak9008	intron 
peak42832	Intergenic
peak8331	Intergenic
peak8795	intron 
peak72948	intron 
peak5309	Intergenic
peak26866	intron 
peak54424	exon 
peak81522	intron 
peak7636	intron 
peak75643	promoter-TSS 
peak12237	TTS 
peak54976	intron 
peak69000	intron 
peak72622	exon 
peak40613	Intergenic
peak17790	Intergenic
peak6488	promoter-TSS 
peak26937	intron 
peak46203	Intergenic
peak53793	Intergenic
peak75123	Intergenic
peak27847	Intergenic
peak52547	promoter-TSS 
peak63868	promoter-TSS 
peak41536	Intergenic
peak66422	Intergenic
peak32496	Intergenic
peak60430	intron 
peak72472	Intergenic
peak27421	promoter-TSS 
